,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
t21,4.856872,-1.056548,8.415986,4.1138387,3.2694392,2.5866048,2.7615895,4.8048854,4.867401,3.486577,4.6729155,3.1764834,3.9070086,6.309455,5.9856873,4.6700315,4.782487,5.4391665,4.950242,3.6579032,6.0294805,4.8522763,6.422254,3.5649972,4.047384,6.067939,7.702828,7.537947,3.7356412,3.4816835,4.049132,1.776597,3.2007937,1.81899,4.7522492,3.3459885,6.1843944,4.182454,4.997841,6.5428557,4.0194936,5.8766956,4.742633,7.979025
t140,3.1156645,-1.0523458,9.6497965,4.3408895,1.2102998,2.6420186,2.745196,4.98853,5.06996,3.4592109,4.755539,2.7107584,3.8159459,6.4123554,5.945511,4.9361815,5.0750885,5.7329016,5.120359,3.6748729,5.953718,4.971331,6.11866,3.3911989,4.201068,6.2193074,7.809044,7.780508,3.5809836,3.579399,4.087995,1.6390527,3.155286,1.8293856,4.5267143,3.156267,6.7656593,4.27824,5.10332,6.355116,4.0976257,5.903698,4.6791654,8.100013
t141,3.0702248,-1.0557683,9.672262,4.3461943,1.1936008,2.6349788,2.7268803,4.9708767,5.0792413,3.4539397,4.7561445,2.724119,3.8055172,6.439076,5.984604,4.958015,5.087973,5.7561803,5.1040907,3.7033153,5.9297113,4.9701533,6.12972,3.379335,4.210291,6.1997037,7.8246126,7.771384,3.6063576,3.557248,4.1118307,1.6479919,3.1729913,1.8187262,4.527614,3.13387,6.7942743,4.2671266,5.089926,6.3495917,4.074457,5.931172,4.688413,8.08975
t107,3.0637302,-1.0378292,9.6895275,4.353766,1.2102935,2.669829,2.7879965,4.990663,5.053614,3.4443698,4.7312937,2.7144465,3.807571,6.4287925,5.989045,4.9737086,5.101445,5.7230015,5.1468267,3.6662135,5.938118,4.9818873,6.141888,3.4090548,4.1823664,6.1953325,7.80493,7.7291236,3.6115792,3.5532372,4.091912,1.6815679,3.1452315,1.806541,4.5361285,3.141243,6.803854,4.2570834,5.0624557,6.3451233,4.0641556,5.937493,4.6970396,8.114457
t116,3.0997357,-1.0444927,9.656024,4.3904934,1.1934271,2.6150706,2.7290576,4.9525194,5.0697846,3.4032583,4.733507,2.7437599,3.7739553,6.4798055,5.945534,4.9344335,5.06422,5.7717075,5.091725,3.7292023,5.889074,4.9776025,6.156316,3.3842983,4.2008457,6.1529446,7.841109,7.7322145,3.65366,3.5156558,4.1395283,1.6781784,3.1977618,1.7665265,4.5101314,3.0950058,6.764762,4.2369003,5.047936,6.310854,4.0293274,5.9752884,4.694524,8.087672
t148,3.1392956,-1.0458988,9.616529,4.3907323,1.2110332,2.6012964,2.746579,4.9740853,5.0535865,3.3974755,4.740742,2.7689679,3.7568083,6.4660816,5.913427,4.9042273,5.039949,5.758888,5.0869846,3.7092078,5.899323,4.9835935,6.134686,3.4107413,4.203634,6.163112,7.8264766,7.762349,3.6349926,3.5376303,4.1178403,1.657075,3.1840966,1.7694005,4.497464,3.1018739,6.7360063,4.258022,5.0563016,6.29393,4.043816,5.95143,4.68206,8.106251
t236,3.2841372,-1.0716623,9.511855,4.4023185,1.2878821,2.5417452,2.8096032,5.002751,5.0007224,3.4175863,4.772983,2.830364,3.7870347,6.4365683,5.7920766,4.811102,4.961549,5.7215633,5.048117,3.6730108,5.927629,4.988546,6.1120963,3.488029,4.2165227,6.208108,7.8143544,7.7920837,3.6083586,3.552961,4.0978317,1.6036946,3.1721075,1.8026038,4.4707994,3.1271257,6.6490135,4.2803864,5.097888,6.29649,4.088827,5.9260445,4.6493907,8.146641
t237,3.2474546,-1.0587649,9.5433035,4.3941593,1.2675178,2.5692258,2.7994788,5.0035806,5.015886,3.4197135,4.759113,2.8129106,3.7820745,6.434667,5.826599,4.8434544,4.990125,5.72789,5.0712147,3.6748564,5.9300632,4.991288,6.1117043,3.470632,4.2060795,6.2020516,7.8086596,7.785621,3.6073823,3.5579402,4.093688,1.6189601,3.1713445,1.8002632,4.4780188,3.1306317,6.678774,4.28123,5.086025,6.2996707,4.0830812,5.9280543,4.655331,8.13751
t200,3.1829734,-1.0432854,9.593941,4.3814425,1.2278558,2.602244,2.7635534,4.990556,5.052649,3.42568,4.740123,2.7592094,3.7957284,6.441775,5.883443,4.888898,5.031482,5.746902,5.100685,3.6934147,5.926553,4.989177,6.1168375,3.426104,4.195878,6.185202,7.8087363,7.7745776,3.6141825,3.5567129,4.099085,1.6397297,3.1798286,1.7906728,4.491256,3.1333716,6.723431,4.2763886,5.0719543,6.3227625,4.06777,5.9360375,4.665867,8.113837
t166,3.135204,-1.0549524,9.6243105,4.384451,1.2028028,2.5882924,2.7337813,4.9643736,5.0645823,3.4036252,4.74896,2.759038,3.7687836,6.4688754,5.921318,4.906339,5.042404,5.7652645,5.073317,3.7178106,5.8979073,4.975801,6.1401253,3.3983476,4.2137227,6.166058,7.8372893,7.7648826,3.6358874,3.5317578,4.1277785,1.6520472,3.1903048,1.7739776,4.5025787,3.101484,6.7396765,4.2526026,5.063692,6.3040376,4.046658,5.95379,4.685028,8.097916
t123,3.1886146,-1.0591935,9.591764,4.369768,1.2400753,2.5868855,2.7707984,4.9934864,5.050594,3.4402037,4.758425,2.7589087,3.8135662,6.433198,5.8835526,4.887598,5.0293384,5.7381415,5.0844436,3.683591,5.9349575,4.982506,6.114353,3.431371,4.2097125,6.2034216,7.8127522,7.7854395,3.606038,3.5608797,4.096321,1.6219729,3.1728256,1.8094203,4.4958897,3.1399982,6.725865,4.280574,5.092788,6.3362536,4.083464,5.928593,4.6638412,8.117238
t124,3.0612707,-1.0534194,9.684435,4.362905,1.166632,2.6237671,2.6919942,4.943607,5.10797,3.4374564,4.7499394,2.6991606,3.8026123,6.462648,5.9854918,4.9636436,5.089167,5.787261,5.0867443,3.7359116,5.907646,4.961867,6.14547,3.3490202,4.216469,6.17761,7.8488474,7.7613926,3.627823,3.5366776,4.138739,1.6583849,3.2031224,1.7993182,4.523821,3.1138237,6.799381,4.249031,5.0800586,6.347349,4.0542846,5.952592,4.694029,8.060809
t113,3.098347,-1.049898,9.631162,4.398198,1.2426175,2.5872364,2.7594693,4.9845734,5.0455785,3.4242022,4.733668,2.6551604,3.8562434,6.4600973,5.9446464,4.9057736,5.034322,5.7422943,5.1001325,3.7097085,5.9168124,4.998423,6.126182,3.41372,4.1856427,6.1660748,7.805561,7.7326283,3.6583512,3.5227563,4.111955,1.6316286,3.2056398,1.7715406,4.4767756,3.1367066,6.741215,4.2690344,5.0772657,6.3536987,4.0492096,5.9811516,4.6480393,8.11877
t138,3.0492222,-1.050772,9.676661,4.371551,1.1521316,2.6015599,2.6509676,4.9445443,5.1215434,3.4401298,4.743837,2.640259,3.8407218,6.4662724,5.9829044,4.950584,5.0805573,5.7947187,5.085897,3.7554176,5.909002,4.9710236,6.1302714,3.3148112,4.2129726,6.16795,7.838197,7.770413,3.638934,3.53521,4.1350427,1.6361984,3.2215397,1.788358,4.501362,3.12473,6.783928,4.264112,5.0839653,6.3693776,4.051543,5.9631925,4.672425,8.061217
t139,3.083061,-1.0596166,9.660884,4.3723364,1.1562032,2.5943365,2.662556,4.93072,5.1228194,3.4359076,4.7579775,2.6926527,3.805854,6.4717298,5.9571853,4.9344916,5.0658364,5.8093567,5.0600767,3.7645788,5.9006085,4.9588847,6.136334,3.3293767,4.228016,6.1752033,7.8593354,7.7848268,3.6288228,3.5354197,4.151778,1.6356168,3.2290158,1.7982697,4.5054674,3.1091473,6.769231,4.25456,5.092695,6.347738,4.0583615,5.953574,4.680468,8.045704
t36,4.8285103,-1.1209662,8.434737,4.095334,3.16647,2.5329332,2.8156388,4.8413644,4.811304,3.4471853,4.7046623,3.2186806,3.946429,6.319123,5.9375615,4.616154,4.7344403,5.435327,4.8947387,3.6753442,6.0143833,4.805781,6.4295545,3.627423,4.0762143,6.086086,7.7482557,7.5549984,3.7218652,3.4343197,4.067307,1.751469,3.174924,1.8214922,4.782448,3.3194242,6.133123,4.133876,5.0394797,6.531944,4.0397577,5.894708,4.76013,8.004099
t37,4.8425674,-1.0895602,8.424822,4.1082225,3.2181613,2.556353,2.789359,4.8271546,4.842649,3.4663494,4.6923447,3.195274,3.9260433,6.318998,5.958457,4.6431274,4.7596555,5.439245,4.9241877,3.6638677,6.019855,4.8328066,6.419963,3.5937595,4.066097,6.0807242,7.724291,7.5510626,3.7276583,3.4627151,4.0562396,1.760195,3.1855562,1.8180069,4.76159,3.3275158,6.1641564,4.1610804,5.016727,6.5353885,4.031637,5.886616,4.747605,7.995742
t75,4.858743,-1.2950149,8.368047,4.055841,2.6582704,2.382931,2.9477468,4.8470597,4.640988,3.3826725,4.799322,3.4088397,4.064191,6.3321714,5.7680683,4.4212074,4.570288,5.3864827,4.755813,3.7232609,5.972197,4.6428046,6.5109186,3.791365,4.1422005,6.1164875,7.861051,7.5567307,3.7188623,3.2904005,4.1313677,1.7132777,3.1085699,1.8558477,4.912999,3.270189,5.926892,3.9970508,5.1387796,6.5273743,4.077519,5.9021325,4.8134007,8.06772
t84,4.687224,-1.2940896,8.526803,4.114249,2.647965,2.3704782,2.9508028,4.899998,4.6780076,3.3659644,4.8300977,3.318541,4.0214844,6.3610983,5.751021,4.4671965,4.6226254,5.4358144,4.74261,3.7053697,5.9515,4.6920657,6.441429,3.7828827,4.19042,6.1574726,7.8882976,7.628152,3.6788244,3.3074088,4.146074,1.6671041,3.093358,1.8362548,4.826978,3.221365,6.0459876,4.0138702,5.15449,6.476011,4.0975866,5.9147787,4.818949,8.088416
t85,4.731192,-1.2996658,8.486376,4.0909615,2.6382465,2.3645518,2.9541442,4.898443,4.677045,3.3735602,4.828273,3.3338728,4.03724,6.36381,5.7597346,4.458864,4.6134477,5.423878,4.7490826,3.7012362,5.9557996,4.6919928,6.447173,3.781237,4.1848464,6.1550283,7.8777184,7.61381,3.6878362,3.3126783,4.135369,1.6723981,3.0909643,1.8396673,4.838156,3.2226748,6.012701,4.014433,5.1428676,6.490909,4.1020722,5.921187,4.8118896,8.08206
t69,4.829524,-1.262581,8.399059,4.0595717,2.7563806,2.4138722,2.924898,4.858442,4.6709886,3.3869205,4.7790155,3.364517,4.0431247,6.323805,5.804598,4.461227,4.6048923,5.402832,4.7792606,3.7159522,5.982546,4.6754537,6.4925165,3.7672055,4.1289487,6.11062,7.842642,7.5607076,3.7143266,3.3169105,4.1183696,1.7198241,3.1238592,1.8452119,4.8868914,3.2820745,5.9708753,4.023247,5.124997,6.52456,4.070768,5.9073596,4.8070307,8.054151
t133,4.337424,-1.5379691,8.612022,4.2632513,1.9555584,2.0982337,3.0812013,4.825614,4.5640135,3.3622289,5.0351934,3.5041084,4.0224237,6.5416822,5.4286885,4.2615905,4.4841595,5.3585763,4.5963144,3.7107813,5.8111234,4.545587,6.468026,3.8566368,4.38379,6.285239,8.035802,7.7225122,3.6651578,3.1537292,4.2764506,1.5124854,2.9337459,1.8954293,4.8393946,3.0050323,5.856854,3.86901,5.226101,6.410485,4.1860986,5.849668,4.8356576,8.2325735
t218,3.9260502,-1.6282606,9.052273,4.445353,1.4882408,1.8036263,3.1996298,4.774405,4.530151,3.3537946,5.339506,3.4027262,3.972243,6.758141,5.115258,4.1194763,4.3653917,5.428785,4.369965,3.5145755,5.621872,4.6778774,6.4639277,3.9230618,4.7158413,6.341152,8.2738285,7.8876348,3.6856887,3.1931376,4.42613,1.3547568,2.8434186,1.8092993,4.615392,2.749772,6.1291304,3.8906713,5.3188124,6.31017,4.1035542,5.7787623,4.880715,8.492113
t408,3.4821928,-1.7147819,9.662689,4.581235,0.60647583,1.5103333,3.4022934,4.6846085,4.4099345,3.4538162,5.485425,3.1437047,4.3044653,6.355042,4.818602,4.3668184,4.3207736,5.189778,4.327451,3.336995,5.8542814,4.8782415,6.892183,4.109723,4.5041122,6.2154655,8.23872,7.368335,4.079983,3.2707634,4.360157,1.8126712,2.9428177,1.7667596,5.0200634,2.9777508,6.529312,3.9623783,5.581396,6.517795,3.8722515,6.094986,4.9900565,8.571283
t409,3.5450351,-1.6907319,9.595862,4.5574427,0.67892045,1.5678296,3.3505538,4.710447,4.440242,3.4237761,5.451817,3.2035494,4.2393317,6.4239163,4.8676662,4.305326,4.3287497,5.2499046,4.334139,3.3830216,5.79445,4.828776,6.8240128,4.0591087,4.5655203,6.248018,8.251768,7.437999,4.0149803,3.2475152,4.3782225,1.7436998,2.918684,1.7757226,4.9505515,2.9131105,6.4642334,3.9414167,5.5238338,6.4603963,3.9308388,6.0367365,4.962844,8.553393
t425,3.5112436,-1.7018261,9.632928,4.5662584,0.6378079,1.5360409,3.3788984,4.6960506,4.4222217,3.4392502,5.474484,3.1734462,4.2751985,6.38483,4.8471165,4.336172,4.320771,5.216054,4.3249493,3.3621254,5.824429,4.8504634,6.862266,4.0867386,4.5343184,6.231316,8.252743,7.398327,4.051549,3.2560394,4.3740764,1.782697,2.9274373,1.7734374,4.989788,2.9480567,6.500453,3.9494905,5.5571213,6.4889855,3.9014328,6.070652,4.9736285,8.563272
t426,3.5409546,-1.6902767,9.601512,4.5556974,0.67023546,1.5650244,3.3537092,4.709313,4.4379764,3.4262764,5.455089,3.201573,4.245018,6.416159,4.8689427,4.308435,4.3274145,5.245728,4.332048,3.383128,5.798042,4.829205,6.8312774,4.062229,4.562284,6.2461734,8.254385,7.4300165,4.0201635,3.2470946,4.379145,1.7516072,2.918468,1.7774857,4.95915,2.9187062,6.4694276,3.9413476,5.527608,6.4633126,3.9294703,6.040538,4.961801,8.5534
t131,4.3313427,-1.5000361,8.641603,4.278451,1.9622926,2.0677469,3.058575,4.797762,4.5962396,3.3837535,5.08337,3.4991007,4.014849,6.5761056,5.401198,4.26453,4.4829974,5.375151,4.5847335,3.6881256,5.764385,4.5576015,6.472785,3.8508997,4.4412947,6.287173,8.056806,7.749357,3.6881292,3.1917527,4.2965803,1.4865032,2.9290187,1.861935,4.77317,2.9611008,5.8927484,3.9000595,5.223878,6.3848433,4.139755,5.817663,4.819876,8.290384
t132,4.289283,-1.5267721,8.679226,4.298504,1.9070753,2.0769033,3.069834,4.8175488,4.5872536,3.3720336,5.0644436,3.4791622,3.998089,6.568932,5.399883,4.2721324,4.4949274,5.371188,4.5968485,3.692433,5.785824,4.5682354,6.453153,3.8380158,4.421663,6.2965107,8.045706,7.7512774,3.6681032,3.176264,4.287381,1.4871092,2.9256961,1.8810345,4.793368,2.9751096,5.9069495,3.8890228,5.22396,6.3885937,4.170496,5.829468,4.8183956,8.266994
t110,4.3569655,-1.5210433,8.65905,4.2629685,1.9027233,2.079348,3.092645,4.838124,4.5845532,3.3725417,5.0667973,3.4488873,4.03571,6.537027,5.4111404,4.2769804,4.493851,5.3964987,4.5844793,3.672285,5.8060007,4.5979567,6.4567003,3.8678834,4.4213824,6.291863,8.057302,7.732876,3.6616824,3.1865706,4.2831707,1.5140834,2.9378145,1.8810942,4.795025,2.9942737,5.925672,3.8998988,5.2436023,6.394978,4.172846,5.863391,4.847284,8.251792
t160,4.24495,-1.5519799,8.734942,4.320523,1.8402413,2.0352778,3.0994031,4.819813,4.5723643,3.364273,5.103537,3.4636722,4.0018196,6.59073,5.354802,4.249803,4.475213,5.3832064,4.5610304,3.663186,5.7705936,4.5879564,6.453328,3.8561559,4.462232,6.304906,8.081157,7.76509,3.6651201,3.1736152,4.30621,1.4740714,2.9141521,1.8747339,4.777439,2.9458725,5.9336233,3.8857675,5.244377,6.3789687,4.168423,5.8342843,4.83572,8.294138
t206,3.9412544,-1.621314,9.035325,4.443457,1.4882964,1.817663,3.1966417,4.7867417,4.534033,3.3456488,5.3229194,3.3981981,3.9883542,6.7330103,5.1256795,4.141085,4.3761587,5.4359813,4.3859234,3.5141125,5.643819,4.6823053,6.4630466,3.920249,4.6968775,6.3321595,8.257185,7.8587885,3.690315,3.2004957,4.4103875,1.3830824,2.859015,1.8042403,4.6381655,2.7699685,6.1124926,3.8995645,5.320493,6.3159566,4.1019473,5.8021145,4.8832216,8.477582
t207,3.988684,-1.5860274,8.996708,4.422944,1.5296557,1.8760544,3.1683242,4.8138294,4.5626683,3.3489184,5.267103,3.3845222,3.990366,6.6866875,5.1839733,4.185306,4.416038,5.4496903,4.436068,3.5294485,5.6869097,4.6912346,6.443549,3.895271,4.642444,6.320065,8.209652,7.823087,3.6790946,3.2232807,4.374072,1.4228293,2.889173,1.8060267,4.6512756,2.8200798,6.0973735,3.9260633,5.3033404,6.32334,4.110031,5.8294415,4.8694634,8.433661
t247,3.8808222,-1.6366556,9.097436,4.472438,1.3985318,1.7834929,3.2086349,4.778639,4.5234404,3.3409083,5.3456454,3.3883076,3.993697,6.7346134,5.084789,4.1323304,4.360511,5.4323716,4.3684516,3.4982655,5.6333466,4.690312,6.4760194,3.926289,4.715576,6.332894,8.271029,7.8401465,3.7050352,3.198224,4.4199185,1.3980662,2.854696,1.7943363,4.6427283,2.7520614,6.1398325,3.895092,5.3324885,6.3115087,4.090025,5.8093953,4.889806,8.501378
t248,3.9190218,-1.6284307,9.057071,4.461229,1.435406,1.80986,3.2132092,4.804356,4.5303493,3.3288155,5.333713,3.3955271,3.9801087,6.747952,5.1146255,4.1225796,4.363148,5.466438,4.3663993,3.4837713,5.6282034,4.7043114,6.4423056,3.9249234,4.714461,6.334988,8.277932,7.8655663,3.673315,3.2060902,4.4218583,1.3781189,2.8591368,1.7886342,4.621488,2.75605,6.1065154,3.904192,5.3281765,6.296575,4.102241,5.7983575,4.899258,8.492183
t210,3.9871414,-1.6327536,8.990318,4.4274955,1.5338318,1.8206003,3.2030773,4.780496,4.5199475,3.3394463,5.321507,3.4221861,4.0034127,6.737742,5.1294513,4.134079,4.3670516,5.421811,4.382803,3.5251193,5.642374,4.659098,6.4751835,3.9320185,4.6959724,6.3296227,8.261153,7.865832,3.6934628,3.1849923,4.4138145,1.3748324,2.8536677,1.8095536,4.663716,2.770276,6.0756507,3.8851306,5.3218203,6.3230515,4.106114,5.7966595,4.889567,8.472193
t203,4.009234,-1.6009504,8.971796,4.4146857,1.5649478,1.8654984,3.1754727,4.7994666,4.5467906,3.3506463,5.2774124,3.4062262,3.9938493,6.700255,5.177308,4.1703496,4.40158,5.432647,4.4243417,3.540064,5.6746993,4.670144,6.4579024,3.9069498,4.64931,6.324831,8.219637,7.839067,3.6833522,3.202542,4.3851557,1.403901,2.8755066,1.8158667,4.6611,2.8099093,6.0783324,3.904457,5.30558,6.32802,4.1141872,5.8142505,4.87396,8.437589
t249,3.776016,-1.6539687,9.21503,4.514322,1.245231,1.7292757,3.226432,4.7630224,4.510141,3.3459482,5.3754697,3.3587706,4.0175796,6.712716,5.0205507,4.140353,4.345808,5.4106736,4.3530025,3.4774516,5.635934,4.7082434,6.516513,3.9372165,4.726903,6.3278394,8.279201,7.7848034,3.7459853,3.2003045,4.423869,1.4451797,2.8561862,1.7835871,4.669934,2.7420206,6.202182,3.8946476,5.357111,6.317893,4.0651665,5.8383737,4.8987856,8.530507
t276,3.7285912,-1.6564108,9.266926,4.538161,1.1820228,1.7003468,3.236743,4.7621665,4.509772,3.3520615,5.3886957,3.3354692,4.030671,6.703703,4.985924,4.1469264,4.342987,5.41052,4.347011,3.4636285,5.639341,4.7285137,6.531234,3.9403157,4.7357745,6.329014,8.281097,7.75909,3.760398,3.2030087,4.4240227,1.4681572,2.8592656,1.7807646,4.67845,2.7358282,6.2368727,3.8962126,5.371882,6.3186975,4.057214,5.858009,4.909459,8.542185
t277,3.7755153,-1.6557611,9.21646,4.5156145,1.2430468,1.7277825,3.226671,4.761967,4.508832,3.345272,5.3762746,3.3609204,4.0163846,6.7131095,5.01954,4.13893,4.344267,5.4095182,4.3521194,3.4770439,5.6345797,4.70683,6.517317,3.9375584,4.7270923,6.327868,8.2799635,7.7842836,3.7461634,3.1996286,4.4248953,1.4453526,2.85533,1.7826974,4.66978,2.7411103,6.2014265,3.8938289,5.3569994,6.3173766,4.0644593,5.837278,4.898246,8.532247
t197,3.8953588,-1.6351497,9.085,4.485348,1.372546,1.8446269,3.1922417,4.839173,4.526217,3.2707367,5.301559,3.4039934,3.9808745,6.7250285,5.1338763,4.142526,4.3654,5.50218,4.3871703,3.463369,5.6408973,4.692938,6.412739,3.9014888,4.7078815,6.30225,8.268658,7.8390956,3.6541867,3.2367153,4.400391,1.4225508,2.8927684,1.7320217,4.639636,2.7670522,6.092167,3.934972,5.303671,6.2722716,4.0843987,5.8198357,4.8822646,8.49212
t198,4.0620017,-1.5928427,8.928256,4.3920746,1.6237129,1.8943094,3.1633432,4.801319,4.549991,3.3534741,5.2520337,3.4165518,3.9963005,6.68681,5.209272,4.181523,4.412195,5.4247055,4.4440627,3.560935,5.6866255,4.654149,6.4574556,3.9019508,4.624192,6.3219867,8.201584,7.83757,3.6783793,3.1975775,4.3748536,1.4074239,2.8795552,1.8257005,4.6757154,2.8292277,6.0573034,3.900777,5.294567,6.335625,4.1233435,5.8122883,4.8681507,8.415311
t108,4.4013906,-1.4859748,8.631764,4.2493896,2.0113444,2.1305547,3.056123,4.837744,4.602624,3.3748097,5.0212474,3.4512088,4.0194097,6.5197515,5.465948,4.3060293,4.516618,5.387182,4.6231008,3.6953123,5.8235297,4.5903296,6.452802,3.8389232,4.3767834,6.2731504,8.017594,7.7207403,3.6675975,3.199521,4.259065,1.5284805,2.9576163,1.8785254,4.805646,3.026128,5.919373,3.9119782,5.2164702,6.4077067,4.163689,5.8557496,4.826033,8.226881
t109,4.6732707,-1.3600805,8.509765,4.127432,2.4234424,2.2943041,2.9953628,4.875967,4.6386256,3.3707793,4.885736,3.3846686,4.0491796,6.3946247,5.6666055,4.39779,4.5689654,5.411316,4.7016606,3.7044392,5.922236,4.6478915,6.463996,3.817291,4.237065,6.185141,7.9265556,7.634451,3.6830878,3.266521,4.1759405,1.6410692,3.0542884,1.8570875,4.8495097,3.1763928,5.9648166,3.974213,5.176096,6.471066,4.1202497,5.905176,4.8286557,8.120529
t82,4.7546673,-1.2879481,8.461234,4.0793743,2.6699278,2.3811579,2.947326,4.8885636,4.6723185,3.3750567,4.813322,3.3443584,4.042844,6.3467584,5.775733,4.456384,4.6077685,5.4189363,4.755384,3.706491,5.965459,4.684404,6.462749,3.7814617,4.166213,6.1403766,7.8686376,7.597154,3.6952388,3.3123322,4.1300983,1.6893903,3.1022325,1.8404912,4.8564177,3.2441576,5.9962244,4.0153866,5.139513,6.501659,4.092664,5.9190383,4.814223,8.071994
