,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
t21,9.690835,0.054394025,0.033988606,-0.7069868,-0.08377254,-0.4708913,-1.1174078,5.3743806,-0.21463634,-0.02433151,13.958742,2.299515,-0.052336723,1.0886834,16.104742,-0.024359558,-0.94914925,-0.47006878,2.167746,-1.1688586,-0.5345787,-0.79766995,-0.18484396,0.01071218,5.983065,-0.0008797527,3.5434446,-0.29324868,3.4677866,1.0878085,6.956677,-0.504736,2.5200942,-0.2030389,5.379479,-0.036329057,4.9036856,3.4580626,13.754895,16.503435,-0.08031559,-0.21165448,-0.045872446,-1.2006111
t140,5.823533,0.024496114,0.37810925,-0.4636295,-0.03277953,2.6200118,-0.87759364,5.1990466,-0.088451624,-0.015880337,1.3685038,0.002921558,-0.1001718,-0.00026598512,9.985684,-0.009148608,-0.6008409,-0.05906551,-0.006268568,-0.6371706,0.37171003,-0.39899796,-0.25013152,0.028941298,3.4902952,-0.00081968505,1.6305674,-0.16137378,3.342782,1.5164102,5.8615255,-0.19366719,5.133972,0.5872443,0.0009340957,-0.008477923,0.034056425,0.0020517195,8.214241,6.7957764,1.9826953,-0.010062635,0.54259294,-0.50522417
t141,5.775855,0.024307454,0.37166536,-0.46129316,-0.032512285,2.6295452,-0.874894,5.182697,-0.088053524,-0.015913302,1.3171767,0.0031028222,-0.10068886,-0.00026872515,9.920282,-0.009058238,-0.59774387,-0.056093454,-0.006368084,-0.63274336,0.4149342,-0.39743826,-0.25049707,0.029070977,3.4835734,-0.0008171701,1.609625,-0.16133644,3.3396418,1.5188723,5.8341327,-0.19237001,5.1477757,0.59565157,0.0009992806,-0.0083191255,0.03507418,0.0021727488,8.180758,6.7516522,1.9864197,-0.009269144,0.56665874,-0.5021634
t107,6.6738114,0.028188627,0.3808049,-0.51718485,-0.038147453,2.3071315,-0.939759,5.6058564,-0.10167566,-0.017631544,2.7471957,0.17341687,-0.10226198,-0.00021948222,11.221321,-0.010521227,-0.65928316,-0.109477974,-0.0034145801,-0.70673907,-0.0320855,-0.43544936,-0.25886276,0.028972128,3.5770435,-0.0008869904,1.852584,-0.17971885,3.4948459,1.5735661,6.1883674,-0.23730993,5.1212707,0.3959663,0.35738352,-0.012515968,0.007087366,0.124529816,9.005288,8.094901,1.6565937,-0.03168763,0.3311717,-0.5930223
t116,6.3121023,0.026730565,0.3865737,-0.49877065,-0.034966722,2.4498217,-0.9078572,5.4423594,-0.098580904,-0.016928947,2.1192076,0.014007096,-0.10057684,-0.00024825401,10.647446,-0.009458579,-0.63298637,-0.088800326,-0.00442576,-0.6772472,-0.0020239237,-0.41640833,-0.25247222,0.027253656,3.5091789,-0.00084335,1.7621964,-0.17027171,3.4303627,1.5584064,6.095388,-0.21994758,5.125228,0.56236184,6.765274e-05,-0.0103398375,0.02399024,0.0003154109,8.61792,7.51878,1.8523232,-0.023028482,0.4056016,-0.5524476
t148,5.2257533,0.021546548,0.1945552,-0.43945557,-0.02532936,2.7341132,-0.8214481,4.8331513,-0.07999965,-0.016980559,0.447112,0.0060563195,-0.10043562,-0.00032248828,8.8685255,-0.007579664,-0.55817115,-0.03852695,-0.0075271428,-0.5661999,1.2931895,-0.37347537,-0.2344221,0.025317315,3.612796,-0.0007415962,1.2080213,-0.16021945,3.3890977,1.4119328,5.3297205,-0.14804658,5.2876472,0.7075544,0.0020688954,-0.006302004,0.03441991,0.0033422413,7.528947,5.892265,2.1057935,0.06700776,0.7449844,-0.44089797
t236,1.7038753,0.009224622,0.020375019,-0.3286212,-0.011319864,4.790048,-0.42144653,2.036532,0.43091837,-0.017456057,-0.3664245,0.02615112,-0.10840644,-0.00089213916,3.3778992,-0.012544495,-0.35958594,0.39926857,-0.012022704,-0.25268805,6.38128,-0.29456243,-0.21648937,0.03140563,3.9710793,-0.0004969035,0.57561946,-0.19793469,4.2622876,2.1156316,2.4482846,1.0793976,6.7818246,3.4658155,0.006442261,-0.006732992,0.07241764,0.0071206456,5.240245,2.7332656,3.4787788,2.4449651,0.6393047,-0.22067478
t237,2.47447,0.008678017,0.017089266,-0.34758374,-0.009994161,4.079772,-0.56834126,2.724065,-0.021030298,-0.018716222,-0.26834366,0.019430539,-0.10334388,-0.00068219635,4.6669726,-0.008961124,-0.4275655,0.098327525,-0.011410451,-0.3143096,5.0964026,-0.33145216,-0.20478064,0.028147753,3.938607,-0.0004454177,0.74265707,-0.17158191,3.7474005,1.5545683,3.0818894,0.41965118,6.278893,2.1829815,0.005543245,-0.005787471,0.021569284,0.0059678517,5.5262446,3.2966292,2.9134212,1.6783441,0.7232958,-0.24906218
t200,3.715548,0.012507895,0.008013533,-0.3639467,-0.011385728,3.3553076,-0.6814415,3.6651196,-0.050559606,-0.017648445,-0.13558781,0.012298609,-0.10523399,-0.0005268064,6.6188836,-0.0065338546,-0.46947548,0.032973606,-0.010986164,-0.42299694,3.4568098,-0.34421805,-0.21343933,0.023862416,3.8699815,-0.0005524056,0.6165987,-0.16122393,3.527713,1.3387382,3.940018,-0.037982974,5.7112603,1.1673002,0.003857418,-0.005514425,0.022683106,0.0053761867,6.400475,4.1035266,2.4422474,0.9895294,0.77384007,-0.30776185
t166,5.2846766,0.02176539,0.2272757,-0.44241294,-0.025679765,2.7481349,-0.82582194,4.855728,-0.08115546,-0.017221723,0.47993448,0.006155569,-0.10026589,-0.00033105025,8.940083,-0.0075584725,-0.5665402,-0.03968659,-0.0075517464,-0.56915385,1.2945873,-0.3744399,-0.23575917,0.02498512,3.617615,-0.0007434973,1.202279,-0.16106068,3.42691,1.378141,5.3724475,-0.14944412,5.263741,0.7085017,0.0020950213,-0.0062884768,0.035474014,0.0032023608,7.55016,5.932309,2.0574145,0.06131147,0.7341892,-0.44590485
t123,4.8128543,0.01848504,0.15877691,-0.41252813,-0.020825785,2.916584,-0.7671425,4.605744,-0.06917807,-0.01704467,-0.0112579465,0.0063267043,-0.10484024,-0.00035087057,8.361158,-0.006810187,-0.522341,-0.017767426,-0.008417986,-0.52635103,1.6178336,-0.37019166,-0.22318019,0.026283478,3.6189103,-0.0006794265,0.91400576,-0.15992711,3.2315118,1.4792603,4.977305,-0.13102485,5.185384,0.7520942,0.0026916175,-0.0055646356,0.02558387,0.004616146,7.3198867,5.2901893,2.314629,0.29446074,0.80988663,-0.39230508
t124,5.8482327,0.024611572,0.29500186,-0.4670178,-0.030393954,2.4395013,-0.866535,5.287297,-0.09236202,-0.015777197,1.4341611,0.0023810838,-0.104467064,-0.00026309234,9.944962,-0.008681932,-0.5898182,-0.06157196,-0.00588517,-0.63077533,0.38190812,-0.3937307,-0.24773271,0.028649446,3.4062052,-0.0007955674,1.478168,-0.16433652,3.337656,1.6184256,5.798927,-0.19663328,5.104406,0.6134484,0.0009359954,-0.008269529,0.03567824,0.0018226374,8.093485,6.73502,2.0356154,-0.014003642,0.6577124,-0.49689838
t113,5.901339,0.024766646,0.29849443,-0.46893606,-0.030841215,2.5414374,-0.8690896,5.2443495,-0.090471745,-0.016341023,1.42164,0.0027737883,-0.10291964,-0.0002868517,9.894658,-0.009542781,-0.58210236,-0.06282656,-0.0057462826,-0.632209,0.41764793,-0.39195192,-0.24952021,0.028034909,3.4530857,-0.0007906963,1.5325985,-0.16635743,3.373911,1.6100127,5.758459,-0.1951708,5.1375384,0.5772985,0.0008505234,-0.008444025,0.030520532,0.0018439454,8.160974,6.737702,2.0413868,-0.01279317,0.6285121,-0.5001065
t138,5.9454474,0.02492176,0.2529693,-0.47406048,-0.030573783,2.5536904,-0.88016826,5.3554435,-0.09041285,-0.016359853,1.5478902,0.0015670982,-0.10447354,-0.0002667397,10.038767,-0.0091024395,-0.59454644,-0.07453872,-0.0055068983,-0.6415071,0.3326981,-0.39373043,-0.2522448,0.026718803,3.4414299,-0.00077969657,1.5744439,-0.16742368,3.4048324,1.5771874,5.8184576,-0.1978398,5.118993,0.579433,0.00071014557,-0.008613056,0.029904392,0.0015684138,8.146427,6.8149233,2.0169604,-0.016801357,0.63853186,-0.507526
t139,6.136133,0.025682956,0.27548182,-0.48411798,-0.031648383,2.4942124,-0.89495665,5.453826,-0.09250241,-0.01661344,1.834583,0.00063627755,-0.10404549,-0.000253663,10.324093,-0.00929781,-0.60846984,-0.084451556,-0.004935487,-0.6573573,0.16422144,-0.40266356,-0.25521278,0.02667017,3.4475653,-0.00079621206,1.6296527,-0.17022765,3.4226584,1.5849233,5.901044,-0.20849362,5.1207724,0.5479942,0.0003530008,-0.009499101,0.02501502,0.0009414572,8.326746,7.1020904,1.9366037,-0.021713398,0.5860176,-0.5256229
t36,9.770562,0.05094268,0.02016569,-0.7492655,-0.07246277,-0.17310208,-1.2319154,6.077194,-0.192066,-0.02658778,10.940019,1.5161953,-0.084045924,0.27213407,16.557573,-0.022031244,-0.97563577,-0.39592314,1.1439176,-1.164415,-0.3858227,-0.7465338,-0.26540053,0.017108412,5.365777,-0.0009985185,3.2283454,-0.28990394,3.9869328,1.543828,7.9500637,-0.48207167,4.049723,-0.09085963,4.32365,-0.032245,3.0068507,2.6538453,13.856501,15.748957,-0.032676723,-0.15317568,-0.02320428,-1.1147218
t37,10.422295,0.05503906,0.026111951,-0.797993,-0.07890605,-0.25615844,-1.2968639,6.377894,-0.2087595,-0.028552542,12.316339,1.7714458,-0.08341439,0.40873855,17.623413,-0.024114532,-1.0355017,-0.43974787,1.3909032,-1.2469617,-0.441726,-0.81193584,-0.27157357,0.016259085,5.898568,-0.0010414566,3.413021,-0.31144753,4.1821136,1.5279047,8.340453,-0.52019256,4.017576,-0.115896694,4.8440485,-0.035259906,3.5749958,2.9981518,14.827909,17.003319,-0.04556488,-0.17531462,-0.027800834,-1.2072444
t75,8.235295,0.038900506,0.017955415,-0.60263807,-0.04190643,0.4909717,-1.3418226,7.214947,-0.068494774,-0.023737893,5.8400297,0.4179004,-0.12229767,-3.1800624e-05,16.439484,-0.018656576,-0.8686586,-0.18098408,-0.004306346,-0.99845636,-0.28538,-0.6928863,-0.3354743,0.021572862,8.539175,-0.0010291087,1.9987559,-0.26998878,4.006194,0.39094585,7.1487827,-0.2462216,7.467521,-0.0635798,2.036303,-0.019260604,1.653533,1.3276178,14.37576,8.843372,-0.015842227,-0.07435136,-0.0036166052,-0.88852704
t84,7.6157575,0.03458959,0.01267374,-0.5559816,-0.036177356,1.0265096,-1.280197,7.01302,-0.0446381,-0.02153842,4.355807,0.05915619,-0.12227633,-8.69056e-05,15.205482,-0.017359883,-0.80347544,-0.13379793,-0.006513888,-0.9182661,-0.2122028,-0.6409631,-0.3304853,0.022271385,8.289196,-0.0009694311,1.7333056,-0.25462943,3.8809044,0.37944913,6.695419,-0.19802622,7.5590453,-0.052432183,1.300672,-0.015311391,1.1121625,1.0029516,13.475876,7.368653,-0.00536347,-0.051647782,0.12000652,-0.7895142
t85,7.9344482,0.03648918,0.014115508,-0.5776801,-0.038281307,0.7994735,-1.3064247,7.114104,-0.054736096,-0.022645973,5.032422,0.20996414,-0.121730395,-6.1537256e-05,15.777532,-0.01779945,-0.8361802,-0.15526134,-0.0054770824,-0.95666206,-0.24409762,-0.6642285,-0.33561817,0.021592733,8.383138,-0.0009992631,1.9011062,-0.2604805,3.9534338,0.3776361,6.9193068,-0.22092006,7.535426,-0.05601462,1.639595,-0.017260846,1.3492544,1.1793956,13.891572,8.009255,-0.009802651,-0.06158535,-0.0007100744,-0.8359486
t69,8.986529,0.043773923,0.029963348,-0.6452754,-0.0459653,0.060353007,-1.4677305,7.9279075,-0.084646605,-0.026586717,7.1492906,0.7688618,-0.13061394,0.110544786,18.112547,-0.020649843,-0.93867666,-0.2235127,-0.0037140148,-1.1006842,-0.35232097,-0.7716553,-0.35717976,0.02073127,9.766849,-0.0010733494,2.0174189,-0.29946733,4.296367,0.15107992,7.607799,-0.26632214,8.075911,-0.100345515,2.6316617,-0.02207032,2.3128576,1.576662,15.832061,9.782363,-0.028964873,-0.10005202,-0.009121651,-1.0025884
t133,6.399011,0.027985185,0.022247301,-0.49088025,-0.02060104,1.9733421,-1.2610012,7.4763827,-0.034469597,-0.023078041,0.68492854,0.012299231,-0.14241183,-0.00021030156,13.821404,-0.017899372,-0.69919926,-0.058655865,-0.014804999,-0.82374126,-0.046775494,-0.61945355,-0.36446235,0.03144681,9.910532,-0.00087333156,0.5341714,-0.2714522,4.4708033,-0.030078141,5.950886,-0.012930001,9.488464,-0.06856758,0.00091089704,-0.0064902497,0.64444464,0.00069119444,13.250238,3.2051952,0.38718662,-0.004981467,0.830971,-0.6430339
t218,3.730675,0.015191811,0.0380888,-0.40631497,-0.0031789728,2.7699573,-1.0523098,5.667285,-0.017776867,-0.022462456,-0.30517593,0.027309516,-0.14196788,-0.0004002492,10.435942,-0.01472922,-0.5772298,-0.0009758424,-0.019327782,-0.5775942,2.7433167,-0.5612194,-0.3575931,0.030125389,9.948911,-0.0006259398,-0.014951324,-0.28179276,5.0857162,-0.042362325,4.255244,2.0374882,10.556076,0.25846025,0.003926339,-0.0013597754,0.49679214,0.006195793,11.366177,0.115246914,1.0400378,1.655084,1.3484975,-0.42253542
t408,1.0046792,0.019578777,0.08753302,-0.27059776,-0.019115884,5.538931,-0.48087722,2.6585205,3.1244414,-0.017743353,-0.7583889,0.051848162,-0.16154474,-0.0010372686,5.062796,-0.024680102,-0.23603803,1.3298541,-0.021753369,-0.23730528,8.54439,-0.4333579,-0.3892473,0.05787071,11.305488,-0.00077567575,-0.029822562,-0.41453326,7.184097,2.840084,0.5694455,4.717639,12.9188385,5.8299913,0.009396238,-0.0073859985,0.17016132,0.012130875,10.202513,-0.16772602,2.65022,5.5251093,1.0481373,-0.35924524
t409,0.998502,0.019586032,0.0875681,-0.27006298,-0.019165257,5.538451,-0.48101124,2.6546113,3.1279926,-0.01773846,-0.7583631,0.051826447,-0.16148235,-0.0010357776,5.0631356,-0.024669345,-0.23502436,1.3252984,-0.021740273,-0.23741129,8.539159,-0.43306035,-0.3889805,0.057868216,11.303703,-0.0007762759,-0.029713415,-0.41439593,7.1770525,2.84052,0.56598014,4.717427,12.913655,5.829804,0.009383214,-0.007405727,0.1704692,0.012118787,10.195474,-0.16755301,2.652736,5.5248137,1.0453664,-0.35925165
t425,0.9967663,0.019679036,0.08730146,-0.27028954,-0.019305622,5.5353885,-0.48326507,2.6683109,3.1275342,-0.017675338,-0.7590441,0.05178588,-0.16147487,-0.001035441,5.072175,-0.024751235,-0.23648389,1.3183621,-0.021762881,-0.23720275,8.537471,-0.43212268,-0.38960347,0.057943903,11.315789,-0.00077447895,-0.02930297,-0.41441023,7.179777,2.83693,0.5609655,4.7158856,12.920683,5.816757,0.009370641,-0.0074091763,0.17029704,0.012054819,10.197791,-0.16728866,2.651138,5.52984,1.0447047,-0.36004207
t426,0.9979364,0.01967814,0.087257355,-0.27020368,-0.01930109,5.536614,-0.48326275,2.6687467,3.127327,-0.017678956,-0.75906336,0.051791962,-0.16145045,-0.001035668,5.0749426,-0.024764957,-0.23665127,1.3199989,-0.02176422,-0.23732054,8.535788,-0.4320545,-0.38950682,0.057920042,11.316051,-0.00077467103,-0.029214492,-0.4143541,7.1774793,2.835005,0.5609777,4.7164717,12.919499,5.8141932,0.009367809,-0.0074152215,0.17030883,0.012047367,10.198209,-0.16734482,2.6507926,5.5298405,1.0445507,-0.36007115
t131,6.320733,0.027864696,0.021101467,-0.4883152,-0.020631956,2.0280147,-1.2508137,7.43269,-0.0328166,-0.02275651,0.5557625,0.012429144,-0.14210074,-0.00020878986,13.728265,-0.017992204,-0.6938153,-0.055513326,-0.014833993,-0.8196643,-0.045012064,-0.61584055,-0.36236736,0.031660248,9.861494,-0.0008745527,0.5044301,-0.27043545,4.4072556,-0.02225985,5.928247,-0.006572165,9.417981,-0.06819957,0.0009890153,-0.006362604,0.57400686,0.00071629434,13.183537,3.1015253,0.46837154,-0.0034584012,0.87509847,-0.6350729
t132,5.78673,0.025387958,0.021959301,-0.47221836,-0.016829655,2.2163749,-1.1910081,7.1911745,-0.026270607,-0.022656893,-0.03692307,0.016627144,-0.14130478,-0.00024207402,12.971325,-0.017259853,-0.6628433,-0.038234293,-0.016399033,-0.7782768,0.02866854,-0.59850657,-0.36127803,0.033182967,9.815877,-0.00084038556,0.29756847,-0.26699576,4.4719234,-0.013926271,5.725245,0.34136268,9.522836,-0.05510709,0.001901087,-0.0045354026,0.37156457,0.0019404463,12.783284,2.3103685,0.7776295,0.37116238,1.0907881,-0.58045405
t110,5.8743496,0.025362806,0.020278981,-0.47594643,-0.018144442,2.2425256,-1.2023041,7.208264,-0.025761245,-0.022208987,-0.014565324,0.0141952615,-0.13955708,-0.00023178222,13.044222,-0.017049357,-0.67377305,-0.03731823,-0.01583056,-0.77656215,-0.009703323,-0.5921851,-0.36200422,0.03128416,9.642497,-0.00083310885,0.3637015,-0.26437402,4.380194,-0.017828323,5.7885075,0.20023715,9.303311,-0.057787143,0.0016445997,-0.0055699428,0.429414,0.0018044385,12.78714,2.5960057,0.7039254,0.25351828,1.0338508,-0.58963805
t160,5.7304063,0.025015518,0.02803505,-0.4848209,-0.012706952,2.3317633,-1.246155,7.691172,-0.02614168,-0.024687633,-0.060157433,0.013995172,-0.14462493,-0.0002428835,12.984952,-0.01746431,-0.671165,-0.03714981,-0.016344002,-0.76346314,0.15237597,-0.595704,-0.38313636,0.02978033,9.964293,-0.00080177083,0.22681166,-0.27180737,4.7219515,-0.035145383,5.961574,0.40859625,9.803993,-0.05012919,0.001977382,-0.00482376,0.4252435,0.003435473,12.882753,2.0233073,0.88999265,0.27412114,1.4137076,-0.57781816
t206,3.6317651,0.016870176,0.042497188,-0.41700768,-0.001187101,3.085173,-1.1171395,6.191654,-0.012086448,-0.024232415,-0.3372656,0.024597399,-0.14967646,-0.0003837349,10.240133,-0.017034154,-0.56332856,0.023320904,-0.019329632,-0.5443485,2.889839,-0.5439163,-0.37366295,0.030550418,9.976549,-0.0005839485,-0.019634234,-0.2868665,5.507056,-0.037216812,4.550365,2.1137857,10.740215,0.30187148,0.004073717,-0.0024514569,0.43070826,0.0072589507,11.42305,-0.016893947,1.3823329,1.7615719,1.7277114,-0.42355475
t207,3.831016,0.017659767,0.041712902,-0.42551658,-0.0018164862,2.9776454,-1.1300551,6.3643594,-0.014571078,-0.024481045,-0.30506474,0.02344104,-0.15133364,-0.00038551845,10.651692,-0.016844181,-0.5719576,-0.0042424253,-0.019406237,-0.5746993,2.5667946,-0.5459341,-0.3746314,0.030881004,10.008051,-0.0006010896,-0.016543925,-0.28354976,5.4238095,-0.05046461,4.7034397,2.000504,10.613809,0.12507352,0.0036327483,-0.0031173911,0.39312345,0.0066909627,11.598456,0.08282921,1.3642474,1.5858504,1.7684666,-0.43272862
t247,2.966161,0.015715938,0.053303283,-0.39085138,-0.0016418146,3.6034243,-1.0376881,5.3705344,0.3046563,-0.023330707,-0.4504421,0.026072415,-0.15188056,-0.00042053117,8.776009,-0.018422715,-0.5001405,0.3009107,-0.019739468,-0.45767295,4.17127,-0.54303795,-0.37536234,0.028085455,10.246677,-0.00053558464,-0.025259314,-0.30572274,5.7335334,0.18507603,3.8949914,2.7025518,11.220373,1.4199703,0.0054270662,-0.0018159181,0.17278181,0.0095123695,10.898789,-0.10883769,1.492512,2.5386152,1.4508859,-0.39072075
t248,3.1659858,0.015871514,0.051174734,-0.3998519,-0.0010866626,3.4718814,-1.0627304,5.623308,0.15360421,-0.023650935,-0.41895643,0.025937246,-0.15060651,-0.0004100189,9.192763,-0.018056711,-0.52215326,0.23930213,-0.019580867,-0.4794071,3.8417604,-0.5443511,-0.3751101,0.029078783,10.190981,-0.00055037293,-0.022806002,-0.30070806,5.6723504,0.06863687,4.104625,2.5515604,11.1248665,1.0858902,0.0051041697,-0.0020529095,0.28378296,0.008998378,11.057962,-0.08556359,1.4616749,2.3037806,1.5190941,-0.3986604
t210,4.068507,0.01827363,0.04092717,-0.43932426,-0.0018038214,2.9178836,-1.1430937,6.6375704,-0.015853481,-0.024659824,-0.27774504,0.02323579,-0.15168151,-0.0003868626,10.956515,-0.016992686,-0.58986527,-0.0077190124,-0.019244548,-0.59966165,2.3308952,-0.55324614,-0.37709853,0.031242764,10.054321,-0.0006220633,-0.015252831,-0.28228465,5.375375,-0.055861562,4.9263763,1.893212,10.571339,-0.00053295563,0.0034865108,-0.0033959374,0.36828572,0.0063864323,11.773185,0.21752149,1.3095531,1.4739468,1.7476265,-0.44384867
t203,4.486119,0.019951552,0.038723927,-0.45734844,-0.0036753279,2.8018472,-1.1701423,6.978972,-0.017904393,-0.02473305,-0.2254817,0.022060202,-0.15105645,-0.00037023556,11.467203,-0.017303264,-0.60875493,-0.018201962,-0.018944308,-0.64897364,1.7896472,-0.56274736,-0.3784104,0.031357802,10.094014,-0.0006569798,-0.0132681215,-0.27795658,5.222796,-0.050925918,5.2822566,1.5747586,10.412797,-0.015483057,0.0031336825,-0.00374046,0.30118605,0.005546991,12.115607,0.5167057,1.2657105,1.1822941,1.7114414,-0.4714606
t249,2.131013,0.017054614,0.06012725,-0.3637257,-0.004699198,4.34016,-0.8797291,4.3988996,1.2006688,-0.02245604,-0.5832211,0.030800704,-0.15435758,-0.00055889325,6.95911,-0.021020524,-0.41300836,0.6987983,-0.020646622,-0.37182528,5.658848,-0.51915586,-0.37451532,0.031948052,10.376109,-0.0005321129,-0.042929802,-0.34140307,6.2044396,0.89063925,3.0079381,3.4708362,11.580135,3.0115619,0.007196909,-0.0016818541,0.037972104,0.012041588,10.57038,-0.17986591,2.077806,3.775751,1.2735558,-0.3563657
