,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
t63,11.217058,11.695896,4.0007615,6.8088145,3.5168839,8.5575905,3.8340983,2.339246,5.342342,2.6740432,4.940967,4.372384,8.745108,5.2372484,5.479119,7.805296,3.1584494,3.6514757,3.0181525,4.3141394,4.7621546,6.2359085,5.1091466,4.081793,5.963502
t64,11.247613,11.570582,4.0439796,6.8014617,3.5590837,8.55053,3.8662353,2.3335693,5.3232245,2.7149804,4.9065104,4.417198,8.6795435,5.2607384,5.5035763,7.8258595,3.2357068,3.6267095,2.987298,4.244249,4.700807,6.22629,5.102324,4.054784,5.9692216
t65,11.239264,11.788052,4.0128417,6.858855,3.4971867,8.568975,3.8618503,2.3312223,5.329735,2.67689,4.938805,4.342197,8.749058,5.2495418,5.4900393,7.791161,3.125471,3.6302705,3.0028577,4.3351326,4.768353,6.2829742,5.1354055,4.0629716,5.9680586
t66,9.02255,10.637226,1.5737885,2.8776824,-0.056809388,3.776237,3.4674282,4.690342,4.2330217,5.115148,5.726189,5.001299,3.3365998,6.562899,5.731102,5.560163,4.429079,4.0542784,3.9640942,1.0990894,6.472486,4.46556,1.415066,7.140534,6.533653
t67,9.032676,10.611303,1.558622,2.823615,-0.06682537,3.8255115,3.5062408,4.706153,4.2687836,5.1111293,5.7656,5.0522904,3.3430045,6.5746646,5.725239,5.588637,4.4689374,4.0258784,3.9992669,1.1504474,6.4905186,4.4860625,1.4678307,7.1349926,6.533836
t68,11.189,11.697591,4.0202794,6.7886915,3.5089877,8.482402,3.8570569,2.3595326,5.378453,2.8055973,4.8807497,4.39377,8.612451,5.297264,5.4362254,7.7690516,3.2209594,3.6847355,2.9577878,4.257921,4.67711,6.1909385,5.2032027,4.0383987,5.9024706
t69,0.845805,5.8817935,2.2574577,6.649768,2.565597,4.9286633,3.6257174,3.6042633,4.4653935,3.0134373,5.146759,3.1966853,6.823336,5.7470284,4.102262,7.507842,4.1775737,4.0497413,4.1426616,3.9866507,3.7579434,4.01724,4.8117647,3.2060044,5.771535
t70,0.8591982,5.9272776,2.3215413,6.6375203,2.6406183,4.961879,3.542956,3.667072,4.4320607,3.0812745,5.153205,3.193701,6.8154736,5.7262945,4.1658373,7.553122,4.169909,4.078376,4.129472,3.9784954,3.702003,4.0214887,4.762305,3.2624896,5.7484527
t71,11.008081,12.634182,3.785075,6.939432,3.2311687,8.287186,3.8956873,2.405188,5.5144286,3.0890007,4.82246,4.1254616,8.507047,5.513117,5.2356124,7.4350033,2.9295082,3.909779,2.876848,4.5650926,4.9759808,6.4363317,5.536688,3.9569643,5.5693884
t72,10.318504,2.9062243,4.299179,4.258375,5.1604147,6.69923,2.7993383,3.646752,6.6190534,2.5724864,5.5160804,5.746975,7.4842577,6.0795474,4.1348505,6.4937882,4.334658,5.064986,4.4280844,4.0591464,4.298816,3.908807,5.303476,2.3925939,4.6331487
t73,0.83625627,5.866622,2.2681422,6.656261,2.556918,4.859095,3.6634557,3.5378969,4.4809813,2.993775,5.154392,3.2282097,6.847877,5.7843246,4.0921617,7.4779043,4.1811843,4.0648475,4.192947,4.01675,3.7696133,4.031624,4.839703,3.1424716,5.7576556
t74,11.127906,12.149512,3.9232936,6.901167,3.3662634,8.470723,3.8738055,2.3779786,5.426191,2.853527,4.9123516,4.241181,8.628657,5.3816404,5.3563657,7.630136,3.043611,3.7572706,2.9570665,4.4303913,4.79379,6.3088417,5.2959824,4.0293427,5.8185363
t75,0.88749975,5.8801317,2.2986383,6.612521,2.6030443,4.9025083,3.622445,3.5760653,4.489908,3.0195177,5.1765056,3.2298,6.8537683,5.7713857,4.1356034,7.5066986,4.142665,4.0647435,4.1702714,4.020494,3.7211998,4.049135,4.8111043,3.178769,5.7394204
t76,10.251549,2.8975,4.3494945,4.319428,5.21023,6.7278695,2.778277,3.5928032,6.5523086,2.5525541,5.485555,5.68077,7.462661,6.067102,4.125421,6.549085,4.339428,5.0147285,4.358413,4.0192995,4.2458186,3.9412344,5.2617555,2.3628466,4.6987453
t77,9.011085,10.592113,1.4836468,2.7913473,-0.042299848,3.8159595,3.4492776,4.7410736,4.279137,5.025244,5.8329654,5.065045,3.3506064,6.5888786,5.7038784,5.6271167,4.4567213,3.963131,3.9901056,1.128888,6.5594783,4.487324,1.4678411,7.0885105,6.596952
t78,7.940552,4.6867247,4.3811107,4.7566385,6.1834073,6.643293,2.4817042,3.200599,5.9689617,2.4094133,5.2255826,4.265799,6.800502,5.9086375,4.459424,7.12059,4.513532,4.559527,3.8422034,4.1287766,4.0489798,3.65333,5.4641,2.3909101,5.030591
t79,11.15258,12.110411,3.9464786,6.8931265,3.388211,8.482468,3.8721912,2.3728113,5.4155807,2.8356788,4.9087033,4.2592864,8.634891,5.364181,5.375823,7.6557827,3.0675104,3.7314658,2.957659,4.4052334,4.7719703,6.298806,5.275057,4.0297165,5.842855
t80,11.075683,12.374236,3.8637226,6.940087,3.289831,8.422691,3.88423,2.394152,5.4650207,2.925421,4.902616,4.174032,8.593027,5.4449644,5.2986016,7.541944,2.9738173,3.8159704,2.9356408,4.5035434,4.843812,6.3536496,5.377252,4.0102677,5.741308
t81,7.7635922,4.7498198,4.377915,4.781495,6.2537208,6.6168323,2.4407105,3.173886,5.9181294,2.3879006,5.2162285,4.1738095,6.7455783,5.8907638,4.493477,7.1568227,4.5154934,4.5242605,3.8063784,4.147825,4.0450807,3.613474,5.4957123,2.3870142,5.053816
t82,9.304243,9.516545,6.060094,10.2985,5.700923,3.4641821,2.3576753,4.0070457,4.723543,0.088925555,5.438539,4.9348783,7.6053305,8.184036,7.2752957,6.5108194,3.7597795,2.6677048,3.381565,2.1237478,3.3412786,5.712434,3.7219496,4.162938,4.9428473
t83,0.45281842,5.9092503,2.2431872,6.8766108,2.547898,4.6710215,3.8911536,3.3336437,4.5290337,3.069497,5.1375656,3.227859,6.6688423,5.6393633,4.0622463,7.539313,4.3371286,4.1732283,4.0981174,3.775436,3.9084122,3.9385428,4.7568116,2.9408937,5.8447037
t84,9.562326,-0.9171273,3.788898,5.066662,3.7175174,5.978254,2.8362503,4.1975713,6.3614683,3.0273077,5.436191,7.0362554,8.107895,6.9124155,4.481553,5.505371,3.9689717,5.653369,4.8681793,4.9001775,4.2744384,4.7638063,4.9487576,2.5454087,3.6782997
t85,10.336556,2.766134,4.2517743,4.26375,5.145308,6.7526608,2.8591535,3.6462514,6.65856,2.573814,5.555354,5.7725964,7.5133286,6.1089683,4.1431684,6.4702463,4.32873,5.0833855,4.46452,4.077398,4.3437715,3.894951,5.3296995,2.4561534,4.6084814
t86,10.283648,2.6691613,4.3136163,4.3307977,5.1931014,6.80316,2.8472583,3.5848436,6.5824156,2.5462508,5.526213,5.7200313,7.498301,6.0905333,4.125331,6.5286465,4.3284545,5.0273376,4.3917184,4.016957,4.280867,3.9291031,5.2897534,2.4324799,4.6568336
t87,9.02429,10.577035,1.4819067,2.7288337,-0.036584336,3.8715563,3.4984188,4.7682557,4.302065,5.029541,5.872485,5.1216493,3.3395348,6.623955,5.6779547,5.6400833,4.5237646,3.933999,4.0292163,1.1868212,6.584443,4.490025,1.5245419,7.094249,6.5981145
t88,8.994538,10.610341,1.4639807,2.785898,-0.03514161,3.8179352,3.4575157,4.7362456,4.2701106,5.023674,5.831718,5.06516,3.3416107,6.5992637,5.6974196,5.611487,4.46832,3.9682095,3.9937735,1.137274,6.5532064,4.472263,1.4724457,7.082192,6.5989504
t89,9.291986,9.52568,6.0604067,10.295025,5.663442,3.46856,2.3656485,4.0038495,4.6927896,0.05508094,5.4039536,4.918092,7.6151,8.212358,7.2723103,6.509135,3.7631178,2.6393998,3.391362,2.1197135,3.3239927,5.7080817,3.7619426,4.1681733,4.909203
t90,0.6943328,5.8480253,2.2368724,6.726165,2.5638137,4.716567,3.8690214,3.22968,4.5710616,2.9791932,5.182965,3.2914882,6.848322,5.8221636,4.102234,7.5167212,4.240803,4.086484,4.247809,3.9596045,3.832582,4.0276737,4.8061194,2.8918598,5.8243604
t91,0.62513614,5.8546414,2.217785,6.7823873,2.5380147,4.685404,3.9052615,3.2080293,4.5565643,2.969249,5.1787524,3.2834826,6.8235927,5.7920184,4.071027,7.512208,4.280533,4.0855346,4.254841,3.9361286,3.8742762,4.0009236,4.824658,2.868913,5.8434644
t92,0.48629758,5.8610425,2.1764483,6.8877244,2.4866264,4.636156,3.9664383,3.1414387,4.5319953,2.950549,5.168385,3.249045,6.7853613,5.7200136,4.020885,7.5089526,4.366462,4.0766034,4.253946,3.8887439,3.9564388,3.939908,4.85349,2.8120635,5.90021
t93,0.714104,5.8919506,2.2258909,6.72573,2.515033,4.714791,3.8290503,3.3454292,4.505416,2.9911957,5.201635,3.2281096,6.8148146,5.760852,4.0540237,7.503735,4.279041,4.100114,4.2232447,3.9383798,3.8508508,3.969375,4.8473744,2.9438848,5.8265653
t94,0.6512482,5.8892817,2.2526076,6.744137,2.5572884,4.7610903,3.797471,3.4603944,4.514478,3.0394342,5.1540923,3.2169635,6.752027,5.6969213,4.081232,7.522879,4.2712016,4.1273527,4.1056333,3.8720963,3.8401887,3.9670088,4.781424,2.999025,5.831196
t95,-0.5591024,6.04511,1.9409386,7.714478,1.845714,3.8019361,4.1176386,2.0517652,4.180027,2.7385683,5.523695,3.3359597,6.607705,5.641955,3.7492611,7.3887577,4.547395,3.9816723,4.8955045,3.8946838,4.132329,3.5824518,5.422258,2.6083477,5.7185197
t96,0.75049543,5.8826494,2.2458785,6.694419,2.5526443,4.6894717,3.8486254,3.2322483,4.5488605,3.0106497,5.2215548,3.2732878,6.8325906,5.838885,4.102966,7.527799,4.2386804,4.1292534,4.2523637,3.930694,3.8145974,4.0195417,4.802562,2.910048,5.7891793
t97,0.55314475,5.8711457,2.1974986,6.8301487,2.5039685,4.764175,3.8181207,3.4595995,4.486869,3.0058415,5.133374,3.1901605,6.733428,5.6295424,4.026887,7.504551,4.3463955,4.110575,4.074457,3.864049,3.914671,3.908577,4.8333516,2.9914312,5.8619595
