,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
Oxyceros_bispinosus,11.4997225,5.4746375,4.2668285,4.4282823,4.8507853,6.2041836,6.311837,5.506893,3.3537219,3.9742823,6.1058674,5.0831876,8.189244,4.982901,3.8700528,5.8273687,5.623362,0.86824584,4.5242715,3.3260667,4.3616695,2.6286578,5.337182,5.0604067,3.2870634,1.7208707,7.262554,4.543351,7.8606224,5.641287,8.114317,8.01681,3.8461509,5.675902,4.5354314,8.568375,3.2281303,3.647833,7.0501976,5.9428205,7.386763,8.866062,8.123446,6.449526,6.5643373,5.13474,6.7467184,4.7296085,6.965862,4.4551415,6.5182185,1.5787748,0.43206394,4.09158
Oxyceros_horridus,11.531969,5.4421,4.3134046,4.380804,4.886015,6.239466,6.2762675,5.5438743,3.384726,3.955077,6.1419992,5.0355124,8.209624,4.936289,3.912628,5.867445,5.5931087,0.8411095,4.491212,3.2773652,4.4027476,2.5928805,5.3575273,5.0966125,3.2753541,1.760709,7.237219,4.553237,7.8866234,5.604276,8.095737,8.064713,3.882426,5.712567,4.517193,8.607621,3.263398,3.6267118,7.0753307,5.9145184,7.4278665,8.821988,8.157946,6.4720144,6.555716,5.1793523,6.769123,4.6951294,6.9688,4.4601073,6.5666203,1.5560807,0.47539765,4.0428715
Cynanchica_nitida,11.571128,5.4325743,4.318257,4.3762937,4.9240127,6.2735906,6.245568,5.5633464,3.386605,3.9787545,6.1680846,5.0313525,8.235486,4.930652,3.949748,5.8625875,5.5514054,0.83298016,4.452458,3.2734838,4.396244,2.5620742,5.3746877,5.122344,3.2404113,1.7569987,7.197839,4.5892715,7.8977294,5.586414,8.085317,8.072463,3.9058816,5.7347245,4.538619,8.614859,3.3004224,3.6492298,7.085547,5.876536,7.423707,8.814739,8.2015295,6.448006,6.5182905,5.1784525,6.7463512,4.697904,7.0111346,4.498373,6.570612,1.577734,0.48352188,4.0396495
Asperula_asterocephala,12.769524,6.1093626,4.4593983,4.167727,6.1332197,5.749936,6.334776,6.417171,4.0113387,2.324692,5.880268,5.281993,2.2741265,5.0976057,6.483356,5.3145556,5.334235,4.4610596,6.19901,5.5418215,6.7567325,6.050841,4.2993608,5.268911,5.279544,5.660668,5.8291283,4.1851225,3.673792,4.8323045,3.4310048,3.831474,3.4510026,5.5294714,3.555362,3.9032316,4.671686,4.989416,3.7753363,6.473229,4.856683,8.310189,2.578738,6.104954,7.33248,5.0616684,5.0345354,2.8315387,2.9076626,3.019123,3.9834747,4.135051,6.574622,6.5686765
Rubia_cordifolia,12.766313,6.1268053,4.412688,4.167144,6.138068,5.742211,6.3237495,6.4202476,4.0359645,2.337977,5.8891478,5.298128,2.294125,5.098943,6.5161533,5.2979465,5.3097057,4.4562516,6.1876097,5.5312867,6.7916207,6.0636134,4.273126,5.2808914,5.2657466,5.6729403,5.8344016,4.175192,3.6513884,4.8081756,3.4384377,3.8130639,3.41631,5.517748,3.5906851,3.8815894,4.6604934,5.0154786,3.785609,6.4602237,4.880409,8.343259,2.607737,6.0981336,7.3195868,5.0574174,5.061679,2.8139484,2.9031022,2.9940004,3.9454615,4.1537337,6.5934196,6.5696654
Plocama_calabrica,12.780921,6.1225195,4.4729533,4.1556163,6.178027,5.7331386,6.3077354,6.4477954,4.0336423,2.2942858,5.89682,5.296985,2.2538748,5.0418763,6.484979,5.3161387,5.3182034,4.495743,6.223939,5.5004134,6.758361,6.076126,4.299132,5.2988997,5.256207,5.632824,5.8657074,4.148257,3.6704674,4.8717246,3.4646673,3.8218532,3.4374356,5.502401,3.5464594,3.9032774,4.6290045,5.0072923,3.7557244,6.49986,4.8633833,8.354023,2.588628,6.054109,7.336273,5.0888877,5.023633,2.8345025,2.8677266,3.0159056,3.9769921,4.1581845,6.593167,6.6009727
Paederia_linearis,12.7685995,6.1180034,4.435426,4.1662507,6.135641,5.746084,6.3272142,6.4179354,4.028047,2.336707,5.887153,5.292425,2.286907,5.101321,6.502429,5.308164,5.3202224,4.4572663,6.1909094,5.534193,6.777052,6.055012,4.2822337,5.2786674,5.2744665,5.668917,5.8314424,4.17764,3.659952,4.8162174,3.4370794,3.8184805,3.4314995,5.5258484,3.5743167,3.8874419,4.664115,5.006154,3.7817621,6.4639983,4.8693643,8.333526,2.5965502,6.102258,7.3199005,5.059696,5.052025,2.817927,2.90465,3.0050337,3.9620647,4.148092,6.5883985,6.5691357
Paederia_foetida,12.770732,6.100093,4.4393673,4.158943,6.116094,5.7481704,6.338398,6.4142795,4.026208,2.3638663,5.891762,5.281307,2.3061182,5.130465,6.4948773,5.312448,5.3362923,4.4522233,6.1792617,5.5301876,6.771128,6.039194,4.271835,5.278179,5.293833,5.661597,5.802245,4.1708245,3.6606965,4.802706,3.4440184,3.8176255,3.4385955,5.5417414,3.5726826,3.8933017,4.661388,5.001151,3.7959871,6.441451,4.8682065,8.320659,2.5824528,6.1336303,7.294431,5.0694423,5.042168,2.797402,2.9113643,2.9951887,3.9765172,4.1479354,6.5840664,6.551709
Mycetia_rivicola,12.756746,6.1018987,4.4485106,4.1209307,6.1047096,5.7375507,6.3565884,6.4219484,4.0408673,2.3794556,5.897726,5.2702584,2.319992,5.1389456,6.4844613,5.3005505,5.3378577,4.4639587,6.162127,5.498772,6.765939,6.050344,4.2612405,5.281641,5.2895265,5.6237254,5.7844553,4.1404257,3.6385303,4.8058567,3.4773583,3.812917,3.4265063,5.5291934,3.5650022,3.90221,4.638303,4.999309,3.7908552,6.431528,4.869867,8.310555,2.583869,6.1579757,7.2483897,5.102139,5.028424,2.762332,2.8970604,2.9878755,3.9881217,4.155675,6.6065345,6.531363
Mycetia_nutans,12.774985,6.097952,4.4501615,4.1422577,6.1254,5.7366023,6.3353963,6.4323153,4.0376935,2.3640127,5.9041643,5.2786036,2.3110335,5.1187572,6.4909477,5.313279,5.3373957,4.470317,6.183305,5.5011115,6.7688775,6.047188,4.2625847,5.290999,5.290789,5.631704,5.798971,4.140942,3.655692,4.8199234,3.4719794,3.8125656,3.4334574,5.5327086,3.569215,3.9035919,4.631672,5.0068593,3.7967377,6.4388514,4.874525,8.329945,2.5773914,6.134976,7.2677956,5.0956755,5.0258603,2.7815073,2.8917923,2.9807477,3.9837546,4.1605663,6.589822,6.5537667
Mycetia_effusa,12.762919,6.123225,4.477231,4.1200457,6.1303554,5.7085247,6.346583,6.462686,4.0597453,2.3401635,5.9154143,5.2745533,2.3288493,5.0919733,6.493404,5.2800198,5.3148303,4.4945226,6.1773334,5.4651837,6.7752976,6.080789,4.251759,5.2927146,5.2603946,5.5952077,5.783989,4.105233,3.6251335,4.8542747,3.504069,3.8058858,3.400903,5.4987807,3.574458,3.9267979,4.59631,5.0253434,3.812624,6.425935,4.90499,8.324151,2.5906148,6.128928,7.2331314,5.128227,5.014625,2.7557752,2.8725662,2.9513478,3.9783494,4.1765103,6.5954876,6.5387545
Mycetia_faberi,12.7832365,6.0766587,4.439173,4.100804,6.1162353,5.728379,6.3429856,6.4447284,4.058891,2.4056194,5.925903,5.2704797,2.3429484,5.144466,6.4888334,5.3251505,5.352625,4.4876027,6.1713986,5.451143,6.771885,6.033499,4.228308,5.317519,5.3117185,5.5920625,5.770419,4.092622,3.6457705,4.80175,3.5201576,3.799815,3.4279566,5.5446386,3.5759232,3.9075322,4.5901647,5.0123863,3.802451,6.4120393,4.875438,8.34219,2.5659335,6.182114,7.197856,5.1427507,5.002753,2.7291849,2.870482,2.949664,3.9947722,4.180725,6.6117682,6.5354133
Hedyotis_pubescens,12.877133,5.970418,4.5813913,4.1259346,6.2408504,5.7665462,6.2392716,6.468638,3.9677825,2.3558242,5.927425,5.2658577,2.1134107,5.0818286,6.38127,5.7328906,5.462553,4.5198555,6.3164425,5.4538274,6.62104,5.8211784,4.3333735,5.3571506,5.487285,5.5541115,5.9578013,4.0758915,3.8165727,4.8013473,3.5420275,3.8453252,3.6864002,5.7542143,3.3824499,3.9325607,4.567585,4.9164696,3.6459758,6.615561,4.6933517,8.403073,2.4252307,6.023752,7.34755,5.145401,4.887793,2.88524,2.7743814,3.0831885,4.15411,4.155873,6.5491505,6.718605
Oldenlandia_pilulifera,12.87639,5.969825,4.5845633,4.124699,6.2401466,5.765016,6.240113,6.4713187,3.966601,2.3553534,5.927392,5.2645364,2.109108,5.08328,6.3801956,5.7376647,5.4635324,4.518982,6.3159566,5.4526076,6.6180453,5.8171425,4.3344083,5.355808,5.491173,5.551177,5.960818,4.0733814,3.8165152,4.8025036,3.544575,3.845509,3.687896,5.75848,3.3786805,3.9345212,4.5654483,4.9146414,3.643723,6.6190314,4.692958,8.401615,2.423013,6.0244145,7.347895,5.145708,4.8857074,2.8865438,2.7712672,3.084071,4.1549907,4.1560435,6.547756,6.71843
Oldenlandia_corymbosa,12.869818,5.9947066,4.6101565,4.1062436,6.242379,5.7398148,6.240647,6.501034,3.9641898,2.3271158,5.916403,5.271042,2.084324,5.082502,6.399318,5.766802,5.444145,4.5128226,6.3147883,5.4303885,6.6150875,5.8151813,4.3162355,5.3368797,5.495698,5.529912,5.987209,4.0554676,3.8060126,4.8295283,3.5580146,3.8515465,3.670182,5.767338,3.3760293,3.9544873,4.537804,4.9235377,3.6261349,6.645017,4.71647,8.394166,2.4399076,6.0131755,7.3329363,5.1519027,4.8777127,2.8737125,2.7448914,3.06085,4.1307,4.153129,6.535421,6.7252507
Oldenlandia_tenuis,12.893721,5.965146,4.5851073,4.131109,6.263744,5.7732596,6.2204275,6.4645195,3.9668245,2.3450615,5.9284596,5.2743907,2.1142557,5.0628233,6.3745346,5.752579,5.469519,4.533643,6.338944,5.4539986,6.6230736,5.8219805,4.3341413,5.3732176,5.485083,5.5582304,5.958567,4.081289,3.8356152,4.8027883,3.5360796,3.849971,3.7016351,5.7520313,3.383613,3.9302275,4.568497,4.921782,3.6437,6.616568,4.681477,8.424714,2.4253445,6.002881,7.354882,5.1500444,4.883536,2.8890805,2.7765727,3.086723,4.1676593,4.1535172,6.5473733,6.7430716
Oldenlandia_affinis,12.882882,5.9959373,4.5888534,4.1258173,6.2647476,5.754632,6.2242117,6.4830422,3.969512,2.3161361,5.913792,5.2860484,2.1160839,5.0568748,6.3976803,5.736028,5.4444366,4.525394,6.3347254,5.448917,6.6384706,5.849236,4.3149385,5.354414,5.4614577,5.559814,5.9626374,4.0855184,3.8186958,4.820333,3.5273952,3.8551364,3.6686268,5.7300014,3.4043036,3.939234,4.5603995,4.940102,3.6447992,6.619152,4.7122583,8.417731,2.4579298,5.9920464,7.34328,5.1455193,4.8946576,2.8721797,2.7740393,3.0649729,4.137198,4.146845,6.540701,6.7453194
Dimetia_capitellata,12.869579,5.9683776,4.5929556,4.111863,6.224421,5.7603803,6.2522097,6.4783907,3.9646566,2.3661404,5.928386,5.256583,2.0970273,5.0992775,6.3835526,5.748718,5.461376,4.5110083,6.300924,5.442353,6.606175,5.8046336,4.3328094,5.349592,5.5038958,5.538464,5.971559,4.060341,3.808216,4.804427,3.557988,3.8434372,3.6897457,5.7713127,3.3663697,3.9383109,4.555212,4.9041376,3.632557,6.630403,4.6921296,8.388276,2.414561,6.040603,7.3375406,5.150777,4.8776536,2.8822694,2.7589407,3.0813756,4.150366,4.1584578,6.550943,6.702633
Mitracarpus_hirtus,12.919451,5.9559603,4.581477,4.1290617,6.2904334,5.7988334,6.2047095,6.4349666,3.9704862,2.3568149,5.9320807,5.284947,2.1364622,5.042822,6.3778386,5.7543383,5.467692,4.550917,6.361549,5.453202,6.629489,5.840873,4.327675,5.409167,5.4647136,5.575347,5.9485335,4.097676,3.8585038,4.8005986,3.520231,3.8534436,3.7271998,5.7268305,3.3952832,3.9099472,4.5799117,4.923359,3.6400723,6.604665,4.6517625,8.4553995,2.426419,5.987073,7.347935,5.162873,4.881529,2.8779154,2.7946553,3.084089,4.1782165,4.1497107,6.567138,6.7697196
Spermacoce_articularis,12.883135,5.9655576,4.5930448,4.1254964,6.250857,5.769793,6.234239,6.4690566,3.9609823,2.3525014,5.9261327,5.2655163,2.0998216,5.0795083,6.3758693,5.7546515,5.468582,4.520509,6.3234262,5.4551744,6.61003,5.8061733,4.338176,5.3680224,5.500502,5.5519524,5.9679894,4.076095,3.8256524,4.8025866,3.5422187,3.8495047,3.7002535,5.764693,3.3697553,3.9342864,4.5673313,4.9092913,3.6363854,6.627462,4.685086,8.414232,2.416742,6.021941,7.353538,5.145479,4.8804846,2.8922126,2.7707577,3.0898323,4.162188,4.15259,6.545661,6.7301965
Spermacoce_alata,12.923317,5.9534903,4.5797825,4.1319,6.2952647,5.8027706,6.2002816,6.430535,3.9703074,2.356446,5.9324303,5.2870812,2.1387942,5.0384116,6.3753195,5.756489,5.47057,4.5540266,6.3662395,5.45548,6.6307344,5.840683,4.3286614,5.413814,5.464268,5.579098,5.9468403,4.1015487,3.8631458,4.7975574,3.5164003,3.8544073,3.7313347,5.7259383,3.3967526,3.9073212,4.583187,4.9241776,3.6405013,6.6030045,4.6479034,8.460498,2.4261432,5.9831147,7.3507695,5.1629505,4.881856,2.8793085,2.798043,3.086662,4.182498,4.1487827,6.567982,6.7744393
Spermacoce_princeae,12.93347,5.9193134,4.574694,4.130684,6.2836385,5.8281693,6.2042603,6.4056997,3.9670808,2.3954825,5.9524903,5.2675724,2.1352875,5.0566053,6.347941,5.7793155,5.5018992,4.559786,6.3615465,5.4572806,6.6058087,5.800261,4.3516855,5.4350495,5.500344,5.574216,5.944211,4.0922513,3.8795364,4.769955,3.532054,3.8456674,3.762603,5.759879,3.366192,3.8924947,4.592087,4.893304,3.632706,6.6022468,4.6174874,8.45992,2.3872864,6.0082216,7.357465,5.172436,4.8648186,2.89566,2.798977,3.114239,4.213112,4.158567,6.5843277,6.7610455
Agathisanthemum_bojeri,12.865822,6.0052943,4.5267415,4.155164,6.23045,5.7834826,6.247023,6.424245,3.9867718,2.3566358,5.9179773,5.2831025,2.1923497,5.0689125,6.414905,5.58876,5.4240456,4.5147634,6.301353,5.494303,6.679583,5.908981,4.318902,5.3571124,5.4044967,5.615792,5.8987956,4.132547,3.7932975,4.796376,3.48432,3.840557,3.6281884,5.664007,3.456512,3.902858,4.6189466,4.9496803,3.700583,6.5478544,4.7262645,8.406106,2.4778826,6.0297728,7.3465524,5.117861,4.943502,2.865606,2.841283,3.0617867,4.1098604,4.148561,6.566122,6.6959953
Agathisanthemum_globosum,12.824597,6.03852,4.504885,4.162738,6.1827235,5.7687335,6.284724,6.4235306,3.9914565,2.3530045,5.902762,5.277739,2.2154539,5.0976105,6.435439,5.501197,5.3976793,4.4835052,6.254968,5.518003,6.7012477,5.944108,4.314675,5.3143454,5.374392,5.6337886,5.8727646,4.151591,3.7466464,4.7970896,3.4653027,3.8360481,3.5656726,5.6332083,3.4839475,3.9052153,4.6411777,4.9597797,3.7297313,6.521861,4.775596,8.3614,2.5100236,6.0689526,7.342056,5.089253,4.978468,2.855654,2.8651397,3.0522132,4.0676227,4.142929,6.5623183,6.6412334
Rhodopentas_bussei,12.696392,6.090797,4.2917924,4.0984087,5.954295,5.8191223,6.4529886,6.2730255,4.0174904,2.5145996,5.831129,5.27384,2.3751097,5.362788,6.5326123,5.2988944,5.3468194,4.325138,6.044044,5.612519,6.8136277,5.9389224,4.2336655,5.225114,5.371547,5.789797,5.735656,4.2746053,3.6034749,4.568517,3.3711321,3.8111148,3.4161649,5.645909,3.6286128,3.7896762,4.806109,4.9622426,3.7741127,6.378765,4.8138614,8.237333,2.6412592,6.3617773,7.244726,4.994156,5.147573,2.722573,3.0162878,3.0441132,3.9174826,4.0975013,6.6710625,6.406711
Pentas_zanzibarica,12.710197,6.097165,4.3388586,4.108127,5.991815,5.7932296,6.4322634,6.3159842,4.013844,2.4736276,5.844883,5.2673454,2.3338368,5.3284564,6.4975953,5.302642,5.347166,4.3693757,6.080532,5.5942492,6.77745,5.974839,4.267567,5.232663,5.341737,5.748318,5.762377,4.246793,3.6214817,4.609768,3.3919177,3.820559,3.4351733,5.6091213,3.5833085,3.8331804,4.7673726,4.962481,3.7676303,6.4147987,4.820308,8.242332,2.6160855,6.3356314,7.2665772,5.018558,5.102826,2.753439,2.981118,3.0509536,3.958702,4.107095,6.6440725,6.4353714
Pentas_micrantha,12.708587,6.09315,4.3190455,4.109661,5.9775786,5.805143,6.4359684,6.2983932,4.0132904,2.4905698,5.839503,5.271647,2.3484933,5.3422294,6.513132,5.306541,5.3476424,4.3515987,6.0674224,5.6033688,6.792541,5.9586735,4.254388,5.2306943,5.3551264,5.7654333,5.754338,4.2596602,3.618721,4.591776,3.3810885,3.8174374,3.4307988,5.625507,3.6019125,3.815667,4.7832875,4.9628325,3.770925,6.401837,4.8169174,8.244448,2.6247046,6.3447123,7.262841,5.0065737,5.120936,2.7445393,2.9955332,3.0477934,3.9416993,4.102685,6.651716,6.426901
Pentas_lanceolata,12.706552,6.099887,4.329627,4.110966,5.983779,5.7959433,6.4354,6.3100553,4.0134287,2.4798615,5.8414025,5.26864,2.3401687,5.337389,6.5043454,5.2946606,5.343966,4.361557,6.073808,5.6007457,6.7840447,5.9758925,4.264181,5.2279344,5.3409047,5.7547035,5.757801,4.2541842,3.6174564,4.6013293,3.3849263,3.8198931,3.428929,5.608226,3.5910275,3.8284028,4.7752595,4.9638143,3.7719972,6.4087186,4.8238516,8.239068,2.621909,6.3441534,7.266826,5.011315,5.1117663,2.7516208,2.9888568,3.049211,3.949925,4.104512,6.644622,6.4297676
Phyllopentas_mussaendoides,12.71123,6.0885506,4.287308,4.1208053,5.960021,5.823175,6.433606,6.273965,4.0152135,2.5117273,5.8338275,5.283083,2.3793795,5.3496456,6.5481615,5.3062935,5.343837,4.3241744,6.0485473,5.6153955,6.826659,5.9383564,4.2259045,5.2309093,5.3718324,5.792958,5.739867,4.2783346,3.614579,4.576109,3.3631933,3.8098729,3.4160821,5.646335,3.6400852,3.7867694,4.8039994,4.971043,3.7849925,6.3747773,4.8207808,8.257898,2.641962,6.34306,7.257292,4.986631,5.1541204,2.7293093,3.0190222,3.0313094,3.9053838,4.0989437,6.660499,6.4189796
Knoxia_roxburghii,12.7116165,6.091226,4.3129687,4.113877,5.9778256,5.808783,6.432164,6.294648,4.0148525,2.49242,5.8400106,5.2753,2.3572102,5.335996,6.522995,5.3069415,5.3467226,4.3467436,6.065779,5.603937,6.8023224,5.9538655,4.2456083,5.2331266,5.3591604,5.771504,5.7509294,4.2617764,3.618743,4.5942106,3.3784683,3.814748,3.4266093,5.6304584,3.6139646,3.8088324,4.7852516,4.966616,3.7759297,6.3943048,4.819369,8.251528,2.6282766,6.3350925,7.2607164,5.003245,5.1281857,2.7406242,2.999668,3.0407405,3.9317849,4.1035476,6.6529503,6.428954
Dolichopentas_longiflora,12.716908,6.0960436,4.3297853,4.1227016,5.9930844,5.8001947,6.4219813,6.309706,4.0135455,2.4736507,5.8439517,5.275354,2.3455272,5.3161473,6.5163035,5.3026595,5.3435006,4.360254,6.0797133,5.5998664,6.7947783,5.970082,4.2554927,5.234529,5.3454313,5.759361,5.7599497,4.254973,3.6244175,4.615466,3.3820179,3.8176603,3.4286952,5.6139894,3.6041934,3.8225908,4.773352,4.969547,3.7775567,6.404483,4.8261423,8.255295,2.6228034,6.3165574,7.271664,5.008021,5.1170816,2.7534392,2.9900784,3.0398047,3.93942,4.10649,6.6411357,6.4423347
Danais_xanthorrhoea,12.81759,6.0578465,4.391754,4.200165,6.156461,5.773729,6.2805786,6.401707,4.00673,2.3890927,5.8993793,5.296824,2.2787268,5.129157,6.501554,5.4154425,5.3664136,4.447091,6.2215033,5.5473843,6.7687736,5.960694,4.271015,5.3063645,5.3560476,5.7039676,5.8404136,4.187063,3.7195666,4.729595,3.4259326,3.8195746,3.4973462,5.6202025,3.5744193,3.8709774,4.6730356,4.9931407,3.7797256,6.465709,4.827635,8.375491,2.551998,6.0866823,7.332045,5.0476513,5.0368166,2.8349152,2.9078596,3.003613,3.9831786,4.1477036,6.564755,6.6197734
Danais_fragrans,12.789554,6.082304,4.4066777,4.192676,6.1282363,5.769474,6.3121386,6.393881,4.007588,2.3765721,5.8852587,5.291131,2.2884903,5.14003,6.502119,5.362229,5.3492007,4.434642,6.196104,5.562026,6.771984,5.9944158,4.2785406,5.280684,5.3265142,5.7062926,5.823683,4.202551,3.6926677,4.7486286,3.4127705,3.822454,3.4705968,5.5874224,3.576419,3.8742247,4.690871,4.993005,3.7879288,6.4554443,4.8440413,8.340556,2.5724425,6.1131377,7.330523,5.037042,5.0535674,2.8279881,2.9253006,3.0105555,3.9729638,4.137688,6.56978,6.583661
Schismatoclada_viburnoides,12.778325,6.08669,4.447314,4.2049427,6.1127486,5.771759,6.3289366,6.3872375,3.9898205,2.3601093,5.871686,5.2801266,2.2791307,5.1446323,6.4844556,5.3423867,5.3519683,4.424512,6.1921945,5.5890355,6.752245,6.004626,4.302195,5.2550693,5.31799,5.71291,5.8121157,4.2261186,3.6948102,4.7742248,3.3899794,3.835069,3.4792576,5.5781393,3.5554166,3.8886635,4.7138743,4.9803286,3.7948186,6.4567413,4.8438582,8.30331,2.566106,6.121784,7.3465376,5.0213227,5.0519695,2.8435686,2.9439957,3.029747,3.9894936,4.1202126,6.5498705,6.570771
