,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
Oxyceros_bispinosus,0.016420811,-0.11686584,0.00085071346,-0.28151262,-0.0064780326,0.08579096,-0.15840828,0.02265769,0.00866687,0.019240946,0.09025153,4.824555,-0.17286356,14.480389,-0.1395414,8.918492,0.05733178,6.818843,0.30923,0.3340566,-0.033262167,0.20751816,10.077282,7.518685,-0.07389239,-0.43906492,-0.15229675,8.250297,-0.038203318,0.99946314,0.4931097,0.0032239251,10.688213,0.086720176,-0.048867077,0.28614873,-0.11946696,0.57829344,3.9803057,0.11754815,0.05917249,-0.013979656,-0.07209318,-0.48328778,0.39351934,-0.0075493776,-0.2575204,-0.05441563,0.040468406,-0.0030174672,-0.018808866,5.709275,-0.005259619,-0.042643465
Oxyceros_horridus,0.017190846,-0.14388384,0.00412204,-0.2852226,-0.006501564,0.08690938,-0.16096584,0.01698799,0.009476599,0.017652608,0.08925501,4.8174267,-0.15404433,14.361808,-0.14220497,8.919618,0.05516373,6.9692087,0.31013447,0.33480394,-0.042619783,0.20006952,10.052571,7.6700544,-0.07144857,-0.4429434,-0.15781929,8.390821,-0.042253535,1.0505663,0.49599436,0.0031071922,10.699624,0.08255959,-0.045539502,0.2836571,-0.124450855,0.5710782,3.9328275,0.112982854,0.062059745,-0.015169815,-0.07523845,-0.48049885,0.3881458,-0.004919141,-0.27414864,-0.049968965,0.036987625,-0.0017644095,-0.020813238,5.5353546,-0.005709452,-0.040862642
Cynanchica_nitida,0.018410245,-0.1164796,0.0022174395,-0.3022629,-0.0057167686,0.08952119,-0.17029832,0.014966947,0.006752034,0.021453634,0.09754704,5.0624847,-0.17793666,14.693992,-0.15075736,8.637594,0.061874475,6.8344884,0.29730943,0.30432686,-0.000897997,0.18010913,9.686442,7.175836,-0.073428,-0.44273743,-0.15503769,8.184133,-0.05831535,0.7938053,0.5173308,0.0030874938,11.094428,0.08308784,-0.05244813,0.2799843,-0.113923274,0.56358343,4.076202,0.097622246,0.04633144,-0.008661193,-0.066084236,-0.4906221,0.387645,-0.0069934395,-0.26265627,-0.05456879,0.04621955,-0.0072943815,-0.015200207,6.1391473,-0.005933922,-0.041871995
Asperula_asterocephala,0.0264425,9.632737,0.10749703,-0.26902476,-0.007317171,0.05532862,-0.27185708,0.035463173,0.035613403,0.020246236,0.3226778,2.7879083,-0.4355159,7.4379754,-0.14122401,1.9906455,0.04804952,9.750746,0.43797,0.7996465,-0.08088796,0.42237628,14.715044,10.762668,3.7697384,-0.41198614,-0.11803697,3.4603016,-0.025935344,2.5998135,0.95980984,1.1665425,16.557697,0.23975684,-0.054705735,0.49823272,-0.23652484,0.94502646,7.2967734,0.16669862,0.14841688,-0.030633764,-0.17932115,-0.8474543,0.7503872,-0.029272906,-0.16890143,-0.07871455,0.17356955,3.1530175,12.09598,10.1779995,-0.029238861,-0.045172323
Rubia_cordifolia,0.026570057,9.620465,0.1082933,-0.27068546,-0.007233356,0.056322534,-0.27285174,0.035329107,0.035496615,0.020281723,0.3232947,2.7884305,-0.43465543,7.4524035,-0.14139588,2.0449872,0.0483904,9.762089,0.4409104,0.8005613,-0.082367904,0.4218758,14.7370825,10.826592,3.7888603,-0.4125822,-0.119662665,3.4583125,-0.026222877,2.5723808,0.9627038,1.1491524,16.54667,0.2416829,-0.05604232,0.5005946,-0.23669668,0.94944304,7.351103,0.16753812,0.14942588,-0.031004246,-0.18023445,-0.850451,0.74986625,-0.029446961,-0.1700218,-0.07848289,0.17460926,3.1825905,12.095411,10.171348,-0.02909138,-0.045381706
Plocama_calabrica,0.026227742,9.649753,0.10896369,-0.26985654,-0.007274132,0.05700693,-0.2738814,0.036058385,0.035363093,0.02003538,0.32249215,2.8032959,-0.43170846,7.4857826,-0.14094973,1.968189,0.04881932,9.758351,0.44308943,0.7986471,-0.086612605,0.42213798,14.686249,10.813232,3.6907468,-0.41223374,-0.1207083,3.4398057,-0.027244981,2.662255,0.9625962,1.0817801,16.507483,0.24232385,-0.055349782,0.49923724,-0.23628916,0.94533527,7.321404,0.1672011,0.14871089,-0.030525897,-0.17916097,-0.850358,0.7497847,-0.027500883,-0.17014092,-0.07922865,0.17505334,3.2085865,12.03991,10.195466,-0.028712865,-0.04575395
Paederia_linearis,0.026419982,9.699557,0.10962405,-0.27495122,-0.0071349256,0.059819996,-0.27190834,0.034577888,0.035255916,0.019604467,0.3238324,2.7044628,-0.43124107,7.4620214,-0.1382166,1.9289848,0.04645372,9.769441,0.43991926,0.8088462,-0.082286544,0.42127746,14.668473,10.785512,3.7886102,-0.41675758,-0.115858614,3.4358528,-0.023077147,2.629269,0.9603087,1.1762755,16.457764,0.24200055,-0.054905802,0.49650493,-0.2352325,0.94212747,7.254537,0.16707717,0.15147483,-0.030610185,-0.1804018,-0.85528123,0.7492908,-0.027041,-0.17201574,-0.077932745,0.17547235,3.1779094,12.103054,10.161636,-0.029486557,-0.046334
Paederia_foetida,0.026477551,9.723264,0.10841349,-0.27325448,-0.0071589826,0.059231192,-0.27044204,0.03444536,0.0345433,0.019044193,0.32258505,2.692302,-0.43388343,7.4758115,-0.13886018,1.9486494,0.046730768,9.734246,0.4392504,0.80774367,-0.08072454,0.42195126,14.594456,10.673241,3.7622838,-0.41727623,-0.11616638,3.394809,-0.021617528,2.6202195,0.9567896,1.2115401,16.472198,0.24047838,-0.053620715,0.49607107,-0.2356037,0.93842477,7.2543154,0.16801651,0.15093687,-0.030342944,-0.18022619,-0.85333055,0.74771184,-0.027044429,-0.16998728,-0.07820574,0.17416015,3.180171,12.07527,10.159448,-0.029472966,-0.046461627
Mycetia_rivicola,0.02630818,9.745668,0.11068266,-0.27691406,-0.0072565773,0.056404557,-0.27630898,0.035386905,0.036633603,0.020608455,0.3230059,2.766562,-0.43287203,7.5866365,-0.14382055,1.9838547,0.047962982,9.951554,0.44653738,0.80747974,-0.082794726,0.4246845,14.873907,10.827794,3.5699,-0.42435765,-0.118193865,3.622576,-0.022790646,2.7187226,0.96575356,1.01421,16.581581,0.24497671,-0.057128415,0.50057137,-0.23858665,0.9441805,7.3406997,0.16937661,0.14940313,-0.031785972,-0.18078966,-0.8575861,0.75829124,-0.026024573,-0.17303076,-0.075457714,0.17151898,3.3490422,11.932411,10.329144,-0.029406507,-0.04769414
Mycetia_nutans,0.026294637,9.748806,0.111204095,-0.2769586,-0.007301358,0.056407712,-0.27621663,0.035793897,0.03655027,0.02089677,0.32323384,2.7615173,-0.43359157,7.5784674,-0.14373294,1.9670427,0.04796481,9.934774,0.44642675,0.8055158,-0.08261275,0.42277992,14.856547,10.814287,3.5773923,-0.4228768,-0.11661749,3.5925517,-0.02426517,2.7232344,0.96619093,1.0569907,16.58987,0.244843,-0.05800429,0.50013095,-0.23843504,0.9410279,7.31828,0.16942197,0.14952725,-0.03174761,-0.18098132,-0.85813046,0.7588949,-0.026385643,-0.17287447,-0.075298674,0.1709869,3.3349884,11.94309,10.304594,-0.029370312,-0.0477193
Mycetia_effusa,0.02632375,9.75393,0.11111637,-0.27678895,-0.0072727837,0.055195574,-0.2765986,0.03576834,0.037152186,0.020747485,0.32308385,2.7685025,-0.43229285,7.573023,-0.14403757,1.9584845,0.048140697,9.990123,0.44792908,0.8077249,-0.0838881,0.42302406,14.904353,10.852069,3.6072927,-0.4248634,-0.118693784,3.6391978,-0.023843482,2.7614877,0.9680622,1.0219827,16.606775,0.244364,-0.0575324,0.5009134,-0.23909141,0.9447303,7.317859,0.16986589,0.14918776,-0.032068174,-0.18186702,-0.8577096,0.7612593,-0.02639298,-0.17412758,-0.07455683,0.16939585,3.3687358,11.938692,10.312332,-0.029381799,-0.047410965
Mycetia_faberi,0.02637944,9.754962,0.11131141,-0.27756244,-0.007288696,0.055478413,-0.27670413,0.035765845,0.03720371,0.020661978,0.32343203,2.774406,-0.43261775,7.580691,-0.1441643,1.9715688,0.048267797,9.9899435,0.44819358,0.80777603,-0.0830798,0.42334247,14.912128,10.8620615,3.6019037,-0.42488375,-0.118524976,3.6419415,-0.024028089,2.7470472,0.9679357,1.0284534,16.60944,0.24456097,-0.057885926,0.501323,-0.2390225,0.9450306,7.323903,0.16961277,0.14924912,-0.032052465,-0.18174769,-0.8581381,0.760746,-0.026688503,-0.17428206,-0.07458102,0.16953303,3.3703883,11.944965,10.32062,-0.029382566,-0.047493055
Hedyotis_pubescens,0.026202947,9.67558,0.11095569,-0.27639988,-0.007124418,0.056432493,-0.27640766,0.038989678,0.036579374,0.02311382,0.32699522,2.8977194,-0.4320367,7.593925,-0.14378203,1.9655395,0.048730724,9.957329,0.4443911,0.8023713,-0.086435355,0.427622,14.912735,10.964672,3.6240022,-0.41987124,-0.11378286,3.6343703,-0.020828942,2.8539312,0.96972847,1.008527,16.569231,0.24463786,-0.060686678,0.50176656,-0.23862404,0.95423645,7.279592,0.16772296,0.14957961,-0.031224981,-0.17986088,-0.8587029,0.7527748,-0.028854337,-0.17245324,-0.078711554,0.17575443,3.248579,12.07304,10.230137,-0.029683905,-0.04727165
Oldenlandia_pilulifera,0.026257398,9.697296,0.10907041,-0.27753428,-0.007234066,0.05676761,-0.27557883,0.037689913,0.03655023,0.023079356,0.32535735,2.860549,-0.43803936,7.631693,-0.14464644,2.0622714,0.04922383,9.953391,0.44443706,0.79932857,-0.083189845,0.42368418,14.911952,10.952897,3.613208,-0.41871667,-0.11524215,3.666954,-0.02106929,2.767691,0.9664018,0.9602275,16.560186,0.2434896,-0.060204666,0.50239855,-0.24067214,0.9539434,7.347109,0.16610223,0.14954396,-0.03089261,-0.18086243,-0.85902613,0.7524661,-0.030070994,-0.17383996,-0.079648286,0.17644365,3.2257738,12.058826,10.17372,-0.02982489,-0.046726014
Oldenlandia_corymbosa,0.026212892,9.723829,0.10998851,-0.27812716,-0.0071403836,0.057171967,-0.27707282,0.037878897,0.036485914,0.023666132,0.32709488,2.938592,-0.43603095,7.610068,-0.14417107,1.9841872,0.048607226,9.941365,0.4443775,0.801429,-0.08451448,0.4277692,14.948437,11.017856,3.6078646,-0.41845873,-0.11194805,3.5771,-0.021825457,2.8364046,0.9679668,0.9738882,16.588749,0.24389276,-0.059998043,0.5040482,-0.24055266,0.9542552,7.315771,0.16627117,0.15014139,-0.030355977,-0.17811723,-0.8604616,0.7529173,-0.029973634,-0.1757665,-0.078893915,0.1744551,3.1647081,12.156229,10.231062,-0.029847935,-0.04670679
Oldenlandia_tenuis,0.025983594,9.7154,0.10989664,-0.2774495,-0.00718226,0.056573633,-0.277075,0.03857787,0.03664217,0.02251779,0.3274741,2.9169393,-0.43400288,7.6286764,-0.14552346,1.9758306,0.049393505,9.986413,0.44752753,0.8009306,-0.081898235,0.4269203,14.936698,11.00267,3.663543,-0.41998616,-0.11688244,3.595334,-0.019745763,2.775543,0.9676919,1.0076535,16.566837,0.24530879,-0.058300354,0.504249,-0.23996186,0.954398,7.333836,0.16792119,0.15021704,-0.030514628,-0.17890233,-0.86256164,0.7543786,-0.029622944,-0.17645699,-0.07987579,0.17614613,3.237329,12.088999,10.24612,-0.02985987,-0.046971343
Oldenlandia_affinis,0.02601366,9.717102,0.109728865,-0.27918088,-0.007157121,0.05606678,-0.2777204,0.038568147,0.036849804,0.023042198,0.32607815,2.8742502,-0.437784,7.6283245,-0.1449057,1.9720163,0.04926114,10.000186,0.44486892,0.80421513,-0.08442859,0.42476994,14.977319,10.991944,3.5913637,-0.4226531,-0.11517866,3.6947856,-0.019317871,2.9196188,0.9696048,0.92692095,16.586802,0.24436459,-0.059327353,0.5021703,-0.24037531,0.9564393,7.265263,0.16717063,0.14846578,-0.030684816,-0.17947477,-0.8601565,0.7561294,-0.028657105,-0.17476824,-0.07903042,0.17426047,3.2560422,12.059834,10.2635765,-0.029979737,-0.046201825
Dimetia_capitellata,0.026189338,9.71616,0.110508405,-0.2781619,-0.0070568733,0.05559056,-0.27550757,0.038749315,0.03702639,0.023390982,0.32736138,2.8768795,-0.43761715,7.574647,-0.14408043,1.9156055,0.04887435,9.9789,0.44416475,0.80309975,-0.08367058,0.42818502,14.927299,11.0158615,3.6645832,-0.418684,-0.113385856,3.646251,-0.020028379,2.8348992,0.96956164,1.0080053,16.545866,0.24519722,-0.059763253,0.50408566,-0.23975052,0.9560083,7.3484607,0.16687366,0.14988704,-0.03088712,-0.17891912,-0.8582585,0.7557056,-0.030962506,-0.17409423,-0.07840303,0.17659348,3.2400043,12.100608,10.230923,-0.029831266,-0.046745203
Mitracarpus_hirtus,0.026317509,9.732031,0.11008872,-0.2815683,-0.0072321403,0.05507783,-0.27568382,0.039951514,0.036964647,0.023305742,0.3281218,2.8320713,-0.43485725,7.629389,-0.14577165,1.9754708,0.048900813,10.04561,0.4433477,0.80197966,-0.0901905,0.42818448,14.998918,11.08545,3.6503308,-0.4220533,-0.112331,3.6845505,-0.018626017,2.8932507,0.96739095,0.8712253,16.56081,0.24515639,-0.0605834,0.5032675,-0.24179776,0.95290244,7.302621,0.16631885,0.14921704,-0.030589571,-0.17789797,-0.8600233,0.75285256,-0.03139891,-0.17670165,-0.07858508,0.17475846,3.2507064,12.0743885,10.232908,-0.029698716,-0.046964493
Spermacoce_articularis,0.026359592,9.753435,0.11056508,-0.2829173,-0.0071863034,0.055628065,-0.27570674,0.039714634,0.036754124,0.023629962,0.3281685,2.8851588,-0.4375047,7.634083,-0.14568175,1.9685342,0.049493685,10.034879,0.44421223,0.8032087,-0.088462636,0.42635387,15.024069,11.079186,3.6233156,-0.42003423,-0.112527564,3.659476,-0.019354913,2.8855672,0.9710827,0.90693873,16.603119,0.24509926,-0.060567535,0.504758,-0.24249224,0.9553519,7.3173785,0.16661893,0.14977524,-0.030686881,-0.17996228,-0.8617239,0.753346,-0.032177966,-0.17608368,-0.0781644,0.17492244,3.2630537,12.146198,10.253405,-0.030002443,-0.04655097
Spermacoce_alata,0.026321085,9.744413,0.11024922,-0.28163147,-0.0071852393,0.05554436,-0.27582368,0.03977784,0.03710745,0.023430351,0.32789087,2.8943696,-0.43567476,7.6029897,-0.14507282,1.9537673,0.048897486,10.0149555,0.44304883,0.8033262,-0.08905297,0.42606306,14.973932,11.056687,3.6301327,-0.4210804,-0.11290257,3.6717527,-0.01878736,2.888256,0.96800303,0.924083,16.569515,0.24388431,-0.06057067,0.5039054,-0.24195966,0.9545639,7.28772,0.16613963,0.14955106,-0.030587262,-0.18013659,-0.8611909,0.75154954,-0.032236483,-0.17463428,-0.07831572,0.17510568,3.2832,12.1118965,10.248994,-0.030010482,-0.046547357
Spermacoce_princeae,0.02633013,9.750607,0.11064468,-0.2824881,-0.007158598,0.0558733,-0.27602214,0.039723698,0.036516994,0.023424374,0.3286081,2.8772576,-0.43515196,7.620727,-0.1456232,1.9594381,0.04894375,10.011989,0.44370648,0.8035305,-0.089595445,0.4275245,14.99416,11.069268,3.6527355,-0.4212751,-0.112333424,3.6414566,-0.019198662,2.8940659,0.97032005,0.90670705,16.603645,0.24484074,-0.061124984,0.50559515,-0.24203873,0.9546607,7.316158,0.16590725,0.14957543,-0.030735677,-0.17990533,-0.86132944,0.7521601,-0.031125601,-0.1750237,-0.07797259,0.1755607,3.2791214,12.126958,10.274086,-0.029883066,-0.04671405
Agathisanthemum_bojeri,0.026201399,9.771565,0.107715026,-0.27366406,-0.0072450372,0.057318617,-0.27183947,0.037529204,0.0366436,0.020953294,0.32259452,2.667744,-0.4341412,7.5868874,-0.14367971,1.9649004,0.04828627,9.895263,0.44492593,0.8022683,-0.0795069,0.42433664,14.839348,10.857982,3.7077205,-0.42050752,-0.11236024,3.5718577,-0.019426307,2.627812,0.9588253,1.0216292,16.593376,0.24073845,-0.05819151,0.50202304,-0.2370839,0.9430008,7.2218013,0.16681723,0.14804634,-0.03091866,-0.17811497,-0.85484254,0.75209254,-0.029034387,-0.17459185,-0.07907818,0.17323008,3.213736,12.0252285,10.1572895,-0.029520914,-0.046521585
Agathisanthemum_globosum,0.026192052,9.772128,0.10777794,-0.2737255,-0.007248201,0.05743167,-0.27169546,0.03765364,0.036567472,0.021024143,0.32267734,2.667381,-0.43420756,7.5897155,-0.14371604,1.9582336,0.048380084,9.896147,0.44498396,0.8022309,-0.07933383,0.42429793,14.83514,10.857033,3.7016933,-0.42031807,-0.112150036,3.5657723,-0.019485671,2.629327,0.9595676,1.0221819,16.59522,0.2409527,-0.058249857,0.5019173,-0.23699227,0.9431358,7.224783,0.16693884,0.14802162,-0.030890327,-0.17808913,-0.85477364,0.75210494,-0.029173804,-0.17459984,-0.07900398,0.17335927,3.2129066,12.024746,10.157955,-0.029523205,-0.046597335
Rhodopentas_bussei,0.026364572,9.546507,0.108399905,-0.27642077,-0.0072122365,0.059557922,-0.27198428,0.038374815,0.03581625,0.022225307,0.3217856,2.844868,-0.43092838,7.569286,-0.14167318,1.997578,0.048390936,9.856055,0.43705156,0.80537486,-0.08076447,0.4208606,14.743895,10.909496,3.5817885,-0.41709715,-0.109681174,3.5981147,-0.022470007,2.7632205,0.9538721,1.0332417,16.416874,0.23730914,-0.056861706,0.49415264,-0.23618293,0.94145375,7.204652,0.16380136,0.14982359,-0.029460002,-0.17436652,-0.8487907,0.7433003,-0.032474913,-0.17941518,-0.077772416,0.17074893,3.139314,11.929936,10.11735,-0.029522846,-0.045681942
Pentas_zanzibarica,0.026408523,9.547015,0.10780073,-0.27658662,-0.0072335824,0.059095543,-0.27197632,0.039863933,0.035225444,0.022043934,0.3243239,2.9112744,-0.43645236,7.6669106,-0.14098875,1.9893794,0.04843179,9.850416,0.43410018,0.8087234,-0.082391016,0.42473477,14.842371,10.991463,3.6196697,-0.41517866,-0.10723758,3.5044441,-0.022145323,2.7850113,0.9537625,0.98015404,16.462013,0.23669018,-0.057359096,0.49792695,-0.2376238,0.94309527,7.24992,0.16569689,0.15033062,-0.02943801,-0.17432302,-0.8523019,0.7470686,-0.034516428,-0.17937027,-0.07860111,0.17003009,3.1136508,11.995884,10.124824,-0.029117318,-0.04501087
Pentas_micrantha,0.026406134,9.547664,0.10783166,-0.2765979,-0.007235817,0.059100233,-0.27200767,0.03987684,0.03522395,0.022034556,0.3243405,2.9112492,-0.43645436,7.6665936,-0.14100029,1.9890146,0.04843505,9.850749,0.4341092,0.80871457,-0.08234451,0.42474288,14.842604,10.990912,3.6193414,-0.41521358,-0.10722641,3.5039544,-0.022156864,2.7854476,0.9537888,0.9806283,16.461708,0.23670377,-0.05736882,0.49795368,-0.23762298,0.94307315,7.2506146,0.1657086,0.15033187,-0.029441291,-0.17432596,-0.852371,0.7470912,-0.034509487,-0.1793392,-0.07857801,0.17001317,3.1140032,11.996051,10.1253805,-0.02911393,-0.045013547
Pentas_lanceolata,0.026409388,9.546107,0.107797,-0.27651933,-0.007234972,0.059139997,-0.27198216,0.039838858,0.03521759,0.022055378,0.32429987,2.9108958,-0.43641093,7.6661854,-0.14099707,1.9900143,0.04841944,9.850383,0.43406564,0.8086489,-0.08241985,0.42461845,14.842384,10.990687,3.6187708,-0.41515735,-0.107229665,3.5031998,-0.02218373,2.784765,0.953805,0.9794667,16.462158,0.23668015,-0.057392906,0.49787116,-0.23764195,0.94307,7.2494836,0.16568346,0.15034176,-0.029442973,-0.17438751,-0.8523388,0.7469902,-0.034487307,-0.17940757,-0.07858781,0.16998738,3.114077,11.997187,10.123701,-0.029124241,-0.04500136
Phyllopentas_mussaendoides,0.026385322,9.515998,0.1080806,-0.2769645,-0.007026956,0.05912447,-0.2726414,0.037865337,0.03587275,0.02230215,0.32183525,2.8829114,-0.4308883,7.566606,-0.14065959,1.9880762,0.048628468,9.864876,0.43719003,0.80434877,-0.082952484,0.41973606,14.784454,10.962277,3.604187,-0.416646,-0.11140939,3.546724,-0.022796944,2.7951663,0.9532253,0.9824232,16.381023,0.23704727,-0.056333452,0.49558166,-0.23680992,0.94504666,7.1996183,0.16487634,0.14994273,-0.029855438,-0.175268,-0.85124546,0.7441185,-0.03318657,-0.1795072,-0.07800658,0.16984023,3.096515,11.955737,10.082439,-0.02938354,-0.04502266
