wcvp_id|ipni_id|family|taxon_name|authority|infra_rank|only_synonym_has_common_name
7060|10153-2|Apocynaceae|Alstonia longifolia|(A.DC.) Pichon||
7064|76556-1|Apocynaceae|Alstonia macrophylla|Wall. ex G.Don||
7066|76557-1|Apocynaceae|Alstonia mairei|H.Lév.||
7073|76563-1|Apocynaceae|Alstonia neriifolia|D.Don||
7092|76578-1|Apocynaceae|Alstonia pneumatophora|Backer ex Den Berger||
7099|76584-1|Apocynaceae|Alstonia rostrata|C.E.C.Fisch.||Y
7103|60445977-2|Apocynaceae|Alstonia scholaris|(L.) R.Br.||
7114|76595-1|Apocynaceae|Alstonia spatulata|Blume||
7115|76597-1|Apocynaceae|Alstonia spectabilis|R.Br.||
7123|76602-1|Apocynaceae|Alstonia venenata|R.Br.||
7134|76608-1|Apocynaceae|Alstonia yunnanensis|Diels||
7206|76620-1|Apocynaceae|Alyxia baillonii|Guillaumin||Y
7220|76628-1|Apocynaceae|Alyxia buxifolia|R.Br.||
7235|76641-1|Apocynaceae|Alyxia concatenata|(Blanco) Merr.||
7281|76680-1|Apocynaceae|Alyxia halmaheirae|Miq.||
7334|76720-1|Apocynaceae|Alyxia markgrafii|Tsiang||
7335|76721-1|Apocynaceae|Alyxia menglungensis|Tsiang & P.T.Li||
7396|76764-1|Apocynaceae|Alyxia pullei|Markgr.||
7402|76771-1|Apocynaceae|Alyxia reinwardtii|Blume||
7417|76779-1|Apocynaceae|Alyxia rostrata|(Markgr.) Markgr.||
7443|76797-1|Apocynaceae|Alyxia sinensis|Champ. ex Benth.||
7450|76804-1|Apocynaceae|Alyxia stellata|(J.R.Forst. & G.Forst.) Roem. & Schult.||
7470|76814-1|Apocynaceae|Alyxia tisserantii|Montrouz.||Y
7547|76826-1|Apocynaceae|Amalocalyx microlobus|Pierre ex Spire||
343529|77074602-1|Apocynaceae|Amphineurion marginatum|(Roxb.) D.J.Middleton||
8447|76906-1|Apocynaceae|Amsonia elliptica|(Thunb.) Roem. & Schult.||
8483|77167486-1|Apocynaceae|Amsonia tomentosa var. tomentosa||var.|
8826|76966-1|Apocynaceae|Ancylobothrys amoena|Hua||Y
8828|76968-1|Apocynaceae|Ancylobothrys capensis|(Oliv.) Pichon||
8831|76971-1|Apocynaceae|Ancylobothrys petersiana|(Klotzsch) Pierre||
9017|77012-1|Apocynaceae|Angadenia berteroi|(A.DC.) Miers||
500613|980053-1|Apocynaceae|Anisopus efulensis|(N.E.Br.) Goyder||Y
10106|77061-1|Apocynaceae|Anodendron affine|(Hook. & Arn.) Druce||
10111|77064-1|Apocynaceae|Anodendron candolleanum|Wight||
519687|77158412-1|Apocynaceae|Anodendron parviflorum|(Roxb.) I.M.Turner||Y
12804|16503-2|Apocynaceae|Apocynum androsaemifolium|L.||
12828|16527-2|Apocynaceae|Apocynum cannabinum|L.||
12867|16576-2|Apocynaceae|Apocynum × floribundum|Greene||
12925|77225-1|Apocynaceae|Apocynum pictum|Schrenk||
12978|77279-1|Apocynaceae|Apocynum venetum|L.||
12983|77190050-1|Apocynaceae|Apocynum venetum subsp. lancifolium|(Russanov) ined.|subsp.|Y
500640|20009957-1|Apocynaceae|Apteranthes tuberculata|(N.E.Br.) Meve & Liede||Y
500643|94045-1|Apocynaceae|Araujia angustifolia|(Hook. & Arn.) Steud.||
500644|77114651-1|Apocynaceae|Araujia brachystephana|(Griseb.) Fontella & Goyder||Y
500654|77114654-1|Apocynaceae|Araujia odorata|(Hook. & Arn.) Fontella & Goyder||Y
500657|30117279-2|Apocynaceae|Araujia sericifera|Brot.||
500662|77114656-1|Apocynaceae|Araujia stuckertiana|(Kurtz ex Heger) Fontella & Goyder||Y
500687|94076-1|Apocynaceae|Asclepias albens|(E.Mey.) Schltr.||Y
500688|21135-2|Apocynaceae|Asclepias albicans|S.Watson||
500703|60445583-2|Apocynaceae|Asclepias amplexicaulis|Sm.||
500709|94096-1|Apocynaceae|Asclepias angustifolia|Schweigg.||
500728|21143-2|Apocynaceae|Asclepias asperula|(Decne.) Woodson||
500730|21144-2|Apocynaceae|Asclepias asperula subsp. capricornu|(Woodson) Woodson|subsp.|
500735|94121-1|Apocynaceae|Asclepias aurea|(Schltr.) Schltr.||
500769|21153-2|Apocynaceae|Asclepias californica|Greene||
500825|21169-2|Apocynaceae|Asclepias cordifolia|(Benth.) Jeps.||
500833|94202-1|Apocynaceae|Asclepias crispa|P.J.Bergius||
500838|94206-1|Apocynaceae|Asclepias cryptoceras|S.Watson||
500843|94208-1|Apocynaceae|Asclepias cucullata|(Schltr.) Schltr.||Y
500846|94209-1|Apocynaceae|Asclepias cultriformis|Harv. ex Schltr.||
500848|94213-1|Apocynaceae|Asclepias curassavica|L.||
500870|94232-1|Apocynaceae|Asclepias densiflora|N.E.Br.||
500900|290400-2|Apocynaceae|Asclepias engelmanniana|Woodson||
500903|94258-1|Apocynaceae|Asclepias eriocarpa|Benth.||
500906|94260-1|Apocynaceae|Asclepias erosa|Torr.||
500911|94266-1|Apocynaceae|Asclepias exaltata|L.||
500917|94272-1|Apocynaceae|Asclepias fascicularis|Decne.||
500932|94287-1|Apocynaceae|Asclepias flexuosa|(E.Mey. ex Decne.) Schltr.||
500958|94313-1|Apocynaceae|Asclepias gibba|(E.Mey.) Schltr.||
500990|94337-1|Apocynaceae|Asclepias hallii|A.Gray||
500998|94345-1|Apocynaceae|Asclepias humilis|(E.Mey.) Schltr.||
501004|94351-1|Apocynaceae|Asclepias incarnata|L.||
501008|77172626-1|Apocynaceae|Asclepias incarnata subsp. incarnata||subsp.|
501020|94357-1|Apocynaceae|Asclepias involucrata|Engelm. ex Torr.||
501051|94386-1|Apocynaceae|Asclepias latifolia|(Torr.) Raf.||
501065|94400-1|Apocynaceae|Asclepias linaria|Cav.||
501117|94449-1|Apocynaceae|Asclepias meliodora|(Schltr.) Schltr.||
501119|94450-1|Apocynaceae|Asclepias mellodora|A.St.-Hil.||
501121|94451-1|Apocynaceae|Asclepias mexicana|Cav.||
501122|94452-1|Apocynaceae|Asclepias meyeriana|(Schltr.) Schltr.||
500142|94494-1|Apocynaceae|Asclepias nyctaginifolia|A.Gray||
501268|30270360-2|Apocynaceae|Asclepias perennis|Walter||
501276|21264-2|Apocynaceae|Asclepias pilgeriana|Schltr.||Y
501310|21273-2|Apocynaceae|Asclepias pumila|(A.Gray) Vail||
501317|94581-1|Apocynaceae|Asclepias quadrifolia|Jacq.||
501374|21290-2|Apocynaceae|Asclepias scheryi|Woodson||Y
501398|94654-1|Apocynaceae|Asclepias speciosa|Torr.||
501408|94663-1|Apocynaceae|Asclepias stellifera|Schltr.||
501409|94664-1|Apocynaceae|Asclepias stenophylla|A.Gray||
501419|94672-1|Apocynaceae|Asclepias subulata|Decne.||
501420|21298-2|Apocynaceae|Asclepias subverticillata|(A.Gray) Vail||
501428|319076-2|Apocynaceae|Asclepias syriaca|L.||
501455|94704-1|Apocynaceae|Asclepias tuberosa|L.||
501471|21321-2|Apocynaceae|Asclepias tuberosa subsp. tuberosa||subsp.|
501494|94722-1|Apocynaceae|Asclepias verticillata|L.||
501517|1167930-2|Apocynaceae|Asclepias viridiflora|Raf.||
501522|94737-1|Apocynaceae|Asclepias viridis|Walter||
17226|77325-1|Apocynaceae|Aspidosperma album|(Vahl) Benoist ex Pichon||
17238|290346-2|Apocynaceae|Aspidosperma carapanauba|Pichon||
17249|77347-1|Apocynaceae|Aspidosperma cuspa|(Kunth) S.F.Blake ex Pittier||
17256|77353-1|Apocynaceae|Aspidosperma desmanthum|Benth. ex Müll.Arg.||
17257|77354-1|Apocynaceae|Aspidosperma discolor|A.DC.||
17269|77367-1|Apocynaceae|Aspidosperma excelsum|Benth.||
17283|21984-2|Apocynaceae|Aspidosperma illustre|(Vell.) Kuhlm. & Piraja||
17308|77405-1|Apocynaceae|Aspidosperma megalocarpon|Müll.Arg.||
17309|967196-1|Apocynaceae|Aspidosperma megalocarpon subsp. curranii|(Standl.) Marc.-Ferr.|subsp.|Y
17311|22004-2|Apocynaceae|Aspidosperma megaphyllum|Woodson||
17317|77411-1|Apocynaceae|Aspidosperma myristicifolium|(Markgr.) Woodson||
17321|22012-2|Apocynaceae|Aspidosperma nigricans|Handro||
17324|77418-1|Apocynaceae|Aspidosperma oblongum|A.DC.||
17334|315552-2|Apocynaceae|Aspidosperma parvifolium|A.DC.||
17336|22024-2|Apocynaceae|Aspidosperma pichonianum|Woodson||
17339|77433-1|Apocynaceae|Aspidosperma polyneuron|Müll.Arg.||
17343|77437-1|Apocynaceae|Aspidosperma pyrifolium|Mart.||
17346|77440-1|Apocynaceae|Aspidosperma quebracho-blanco|Schltdl.||
17350|77443-1|Apocynaceae|Aspidosperma ramiflorum|Müll.Arg.||
17359|22058-2|Apocynaceae|Aspidosperma rigidum|Rusby||
17364|22062-2|Apocynaceae|Aspidosperma schultesii|Woodson||
17370|22069-2|Apocynaceae|Aspidosperma spruceanum|Benth. ex Müll.Arg.||
17374|77465-1|Apocynaceae|Aspidosperma subincanum|Mart.||
17381|22079-2|Apocynaceae|Aspidosperma ulei|Markgr.||
501674|77078151-1|Apocynaceae|Australluma ubomboensis|(I.Verd.) Bruyns||Y
19330|77483-1|Apocynaceae|Baissea axillaris|(Benth.) Hua||
19353|77506-1|Apocynaceae|Baissea leonensis|Benth.||
19364|77515-1|Apocynaceae|Baissea multiflora|A.DC.||
19366|77516-1|Apocynaceae|Baissea myrtifolia|(Benth.) Pichon||
19379|77529-1|Apocynaceae|Baissea wulfhorstii|Schinz||
19380|77530-1|Apocynaceae|Baissea zygodioides|(K.Schum.) Stapf||
501143|29541-2|Apocynaceae|Barjonia erecta|(Vell.) K.Schum.||Y
501158|94853-1|Apocynaceae|Baroniella acuminata|(Choux) Bullock||
20247|77532-1|Apocynaceae|Beaumontia brevituba|Oliv.||
20251|77539-1|Apocynaceae|Beaumontia grandiflora|Wall.||
20261|77548-1|Apocynaceae|Beaumontia murtonii|Craib||
501806|986841-1|Apocynaceae|Boucerosia indica|(Wight & Arn.) Plowes||Y
501822|94990-1|Apocynaceae|Boucerosia umbellata|(Haw.) Wight & Arn.||Y
502053|978337-1|Apocynaceae|Buckollia volubilis|(Schltr.) Venter & R.L.Verh.||
31038|77635-1|Apocynaceae|Callichilia barteri|(Hook.f.) Stapf||
31048|77645-1|Apocynaceae|Callichilia subsessilis|(Benth.) Stapf||
502084|95173-1|Apocynaceae|Calotropis gigantea|(L.) W.T.Aiton||
502091|1004515-2|Apocynaceae|Calotropis procera|(Aiton) W.T.Aiton||
33078|319129-2|Apocynaceae|Cameraria latifolia|L.||
502134|95198-1|Apocynaceae|Caralluma adscendens|(Roxb.) Haw.||
502153|95210-1|Apocynaceae|Caralluma attenuata|Wight||
502198|95238-1|Apocynaceae|Caralluma dalzielii|N.E.Br.||
502243|95260-1|Apocynaceae|Caralluma fimbriata|Wall.||
502352|95335-1|Apocynaceae|Caralluma priogonium|K.Schum.||
34134|77685-1|Apocynaceae|Carissa bispinosa|(L.) Desf. ex Brenan||
34138|20001967-1|Apocynaceae|Carissa boiviniana|(Baill.) Leeuwenb.||
34145|77691-1|Apocynaceae|Carissa carandas|L.||
34182|77717-1|Apocynaceae|Carissa haematocarpa|(Eckl.) A.DC.||
34192|77727-1|Apocynaceae|Carissa macrocarpa|(Eckl.) A.DC.||
34226|77756-1|Apocynaceae|Carissa spinarum|L.||
34230|77759-1|Apocynaceae|Carissa tetramera|(Sacleux) Stapf||
34573|77864-1|Apocynaceae|Carruthersia scandens|(Seem.) Seem.||
34832|47924-2|Apocynaceae|Cascabela gaumeri|(Hemsl.) Lippold||
34833|47925-2|Apocynaceae|Cascabela ovata|(Cav.) Lippold||
34836|47927-2|Apocynaceae|Cascabela thevetia|(L.) Lippold||
34837|47928-2|Apocynaceae|Cascabela thevetioides|(Kunth) Lippold||Y
35712|77875-1|Apocynaceae|Catharanthus coriaceus|Markgr.||
35713|77876-1|Apocynaceae|Catharanthus lanceus|(Bojer ex A.DC.) Pichon||
35714|77877-1|Apocynaceae|Catharanthus longifolius|(Pichon) Pichon||
35715|77878-1|Apocynaceae|Catharanthus ovalis|Markgr.||
35718|77879-1|Apocynaceae|Catharanthus pusillus|(Murray) G.Don||
35719|77880-1|Apocynaceae|Catharanthus roseus|(L.) G.Don||
35720|77188316-1|Apocynaceae|Catharanthus roseus var. angustus|(Steenis) Bakh.|var.|Y
35724|77882-1|Apocynaceae|Catharanthus trichophyllus|(Baker) Pichon||
502451|20009959-1|Apocynaceae|Caudanthera edulis|(Edgew.) Meve & Liede||Y
37154|77893-1|Apocynaceae|Cerbera floribunda|K.Schum.||
37166|77906-1|Apocynaceae|Cerbera manghas|L.||
37178|77913-1|Apocynaceae|Cerbera odollam|Gaertn.||
502505|1001573-1|Apocynaceae|Ceropegia andamanica|Sreek., Veenakumari & Prashanth||
502524|95454-1|Apocynaceae|Ceropegia aristolochioides|Decne.||
502545|95470-1|Apocynaceae|Ceropegia beddomei|Hook.f.||
525053|77167070-1|Apocynaceae|Ceropegia bourneae|(Gamble) Bruyns||Y
502573|95492-1|Apocynaceae|Ceropegia bulbosa|Roxb.||
502592|95501-1|Apocynaceae|Ceropegia candelabrum|L.||
502593|923127-1|Apocynaceae|Ceropegia candelabrum var. biflora|(L.) Ansari|var.|Y
502601|95511-1|Apocynaceae|Ceropegia christenseniana|Hand.-Mazz.||
525054|77167071-1|Apocynaceae|Ceropegia ciliatior|Bruyns||Y
502606|95515-1|Apocynaceae|Ceropegia cimiciodora|Oberm.||
502615|95522-1|Apocynaceae|Ceropegia convolvuloides|A.Rich.||
502663|95556-1|Apocynaceae|Ceropegia distincta|N.E.Br.||
502665|77172948-1|Apocynaceae|Ceropegia distincta var. distincta||var.|Y
502671|95557-1|Apocynaceae|Ceropegia dolichophylla|Schltr.||
525058|77167072-1|Apocynaceae|Ceropegia edulissima|Bruyns||Y
525034|77167073-1|Apocynaceae|Ceropegia elenaduensis|(Sathyan.) Bruyns||Y
524905|77167074-1|Apocynaceae|Ceropegia glabra|(Hook.f.) Bruyns||Y
502738|95608-1|Apocynaceae|Ceropegia hirsuta|Wight & Arn.||
524819|77167185-1|Apocynaceae|Ceropegia johnstonii|(N.E.Br.) Bruyns||Y
502768|95629-1|Apocynaceae|Ceropegia juncea|Roxb.||
524959|77167077-1|Apocynaceae|Ceropegia kolarensis|(Arekal & T.M.Ramakrishna) Bruyns||Y
502813|95654-1|Apocynaceae|Ceropegia lugardiae|N.E.Br.||
551191||Apocynaceae|Ceropegia lugardiae subsp. lugardiae||subsp.|Y
502829|95663-1|Apocynaceae|Ceropegia mairei|(H.Lév.) H.Huber||
502891|95702-1|Apocynaceae|Ceropegia omissa|H.Huber||
502925|95730-1|Apocynaceae|Ceropegia pubescens|Wall.||
529123|77185984-1|Apocynaceae|Ceropegia rehmannii|(Schltr.) Bruyns||Y
503015|95794-1|Apocynaceae|Ceropegia stapeliiformis|Haw.||
503019|95796-1|Apocynaceae|Ceropegia stenantha|K.Schum.||
524986|77167098-1|Apocynaceae|Ceropegia volubicaulis|Bruyns||Y
503088|95848-1|Apocynaceae|Ceropegia woodii|Schltr.||Y
38933|77972-1|Apocynaceae|Chilocarpus denudatus|Blume||
38957|77991-1|Apocynaceae|Chilocarpus torulosus|(Boerl.) Markgr.||
537303|77206440-1|Apocynaceae|Chloropetalum denticulatum|(Vahl) Morillo||Y
39734|78006-1|Apocynaceae|Chonemorpha eriostylis|Pit.||
39736|78008-1|Apocynaceae|Chonemorpha fragrans|(Moon) Alston||
39745|78019-1|Apocynaceae|Chonemorpha megacalyx|Pierre ex Spire||
39746|78020-1|Apocynaceae|Chonemorpha mollis|Miq.||
503124|95869-1|Apocynaceae|Cionura erecta|(L.) Griseb.||
41670|78036-1|Apocynaceae|Cleghornia acuminata|Wight||Y
41677|78041-1|Apocynaceae|Cleghornia malaccensis|(Hook.f.) King & Gamble||Y
43763|78049-1|Apocynaceae|Clitandra cymulosa|Benth.||
46518|78115-1|Apocynaceae|Condylocarpon guyanense|Desf.||
46520|78117-1|Apocynaceae|Condylocarpon intermedium|Müll.Arg.||
503167|20008971-1|Apocynaceae|Cosmostigma cordatum|(Poir.) M.R.Almeida||Y
48382|67217-2|Apocynaceae|Couma macrocarpa|Barb.Rodr.||
48388|78177-1|Apocynaceae|Couma utilis|(Mart.) Müll.Arg.||
48715|78180-1|Apocynaceae|Craspidospermum verticillatum|Bojer ex Decne.||
49082|78181-1|Apocynaceae|Crioceras dipladeniiflorus|(Stapf) K.Schum.||Y
503203|95915-1|Apocynaceae|Cryptolepis buchananii|R.Br. ex Roem. & Schult.||
520227|77158571-1|Apocynaceae|Cryptolepis calophylla|(Baill.) L.Joubert & Bruyns||Y
503205|95917-1|Apocynaceae|Cryptolepis capensis|Schltr.||
503208|95920-1|Apocynaceae|Cryptolepis decidua|(Planch. ex Benth.) N.E.Br.||
503212|20003286-1|Apocynaceae|Cryptolepis eburnea|(Pichon) Venter||
503220|95929-1|Apocynaceae|Cryptolepis grandiflora|Wight||
520226|77158572-1|Apocynaceae|Cryptolepis nigrescens|(Wennberg) L.Joubert & Bruyns||Y
503243|95943-1|Apocynaceae|Cryptolepis oblongifolia|(Meisn.) Schltr.||
503244|95945-1|Apocynaceae|Cryptolepis obtusa|N.E.Br.||
503255|95951-1|Apocynaceae|Cryptolepis sanguinolenta|(Lindl.) Schltr.||
503256|95952-1|Apocynaceae|Cryptolepis sinensis|(Lour.) Merr.||
503275|95962-1|Apocynaceae|Cryptostegia grandiflora|Roxb. ex R.Br.||
503277|95963-1|Apocynaceae|Cryptostegia madagascariensis|Bojer ex Decne.||
503320|95981-1|Apocynaceae|Cynanchum acidum|(Roxb.) Oken||Y
503329|95989-1|Apocynaceae|Cynanchum acutum|L.||
503333|77189771-1|Apocynaceae|Cynanchum acutum subsp. sibiricum|(Willd.) Rech.f.|subsp.|
503342|95995-1|Apocynaceae|Cynanchum africanum|(L.) Hoffmanns.||
520453|77158550-1|Apocynaceae|Cynanchum annularium|(Roxb.) Liede & Khanum||Y
503450|96067-1|Apocynaceae|Cynanchum boudieri|H.Lév. & Vaniot||
503452|96068-1|Apocynaceae|Cynanchum boveanum|Decne.||Y
520442|77158551-1|Apocynaceae|Cynanchum boveanum subsp. nubicum|(Decne.) Khanum & Liede|subsp.|Y
503469|96079-1|Apocynaceae|Cynanchum bungei|Decne.||
503476|96083-1|Apocynaceae|Cynanchum callialatum|Buch.-Ham. ex Wight||
503510|96106-1|Apocynaceae|Cynanchum chinense|R.Br.||
503535|96123-1|Apocynaceae|Cynanchum corymbosum|Wight||
503554|77120421-1|Apocynaceae|Cynanchum daltonii|(Decne.) Liede & Meve||Y
503563|96145-1|Apocynaceae|Cynanchum decipiens|C.K.Schneid.||
503603|96174-1|Apocynaceae|Cynanchum ellipticum|(Harv.) R.A.Dyer||
520440|77158552-1|Apocynaceae|Cynanchum ethiopicum|Liede & Khanum||Y
503660|962431-1|Apocynaceae|Cynanchum gerrardi|(Harv.) Liede||
520437|77158555-1|Apocynaceae|Cynanchum graphistemmatoides|Liede & Khanum||Y
520438|77158556-1|Apocynaceae|Cynanchum hemsleyanum|(Oliv.) Liede & Khanum||Y
503719|96255-1|Apocynaceae|Cynanchum heydei|Hook.f.||
520443|77158558-1|Apocynaceae|Cynanchum insipidum|(E.Mey.) Liede & Khanum||Y
503890|96387-1|Apocynaceae|Cynanchum maximoviczii|Pobed.||
503924|74165-2|Apocynaceae|Cynanchum montevidense|Spreng.||Y
503978|96449-1|Apocynaceae|Cynanchum obtusifolium|L.f.||
503984|96453-1|Apocynaceae|Cynanchum officinale|(Hemsl.) Tsiang & H.D.Zhang||
503988|96457-1|Apocynaceae|Cynanchum orangeanum|(Schltr.) N.E.Br.||
503992|96460-1|Apocynaceae|Cynanchum otophyllum|C.K.Schneid.||
503993|96461-1|Apocynaceae|Cynanchum ovalifolium|Wight||
546084|77221514-1|Apocynaceae|Cynanchum registanense|Jayanthi||Y
520433|77158564-1|Apocynaceae|Cynanchum rostellatum|(Turcz.) Liede & Khanum||Y
504130|77120425-1|Apocynaceae|Cynanchum sarcomedium|Meve & Liede||Y
504167|96593-1|Apocynaceae|Cynanchum somaliense|(N.E.Br.) N.E.Br.||Y
504252|96650-1|Apocynaceae|Cynanchum tunicatum|(Retz.) Alston||
504285|77120427-1|Apocynaceae|Cynanchum viminale|(L.) L.||
504286|77120428-1|Apocynaceae|Cynanchum viminale subsp. australe|(R.Br.) Meve & Liede|subsp.|Y
504287|77120429-1|Apocynaceae|Cynanchum viminale subsp. brunonianum|(Wight & Arn.) Meve & Liede|subsp.|Y
504290|77095648-1|Apocynaceae|Cynanchum viminale subsp. odontolepis|(Balf.f.) Goyder|subsp.|Y
504292|77067787-1|Apocynaceae|Cynanchum viminale subsp. stipitaceum|(Forssk.) Meve & Liede|subsp.|Y
504293|77120431-1|Apocynaceae|Cynanchum viminale subsp. stocksii|(Hook.f.) Meve & Liede|subsp.|Y
504294|77095649-1|Apocynaceae|Cynanchum viminale subsp. suberosum|(Meve & Liede) Goyder|subsp.|Y
504295|77120432-1|Apocynaceae|Cynanchum viminale subsp. thunbergii|(G.Don) Liede & Meve|subsp.|Y
504296|77173496-1|Apocynaceae|Cynanchum viminale subsp. viminale||subsp.|Y
504311|96692-1|Apocynaceae|Cynanchum wallichii|Wight||
504317|96697-1|Apocynaceae|Cynanchum wilfordii|(Maxim.) Hook.f.||
504414|998076-1|Apocynaceae|Decalepis arayalpathra|(J.Joseph & V.Chandras.) Venter||Y
504415|96807-1|Apocynaceae|Decalepis hamiltonii|Wight & Arn.||
520573|77158677-1|Apocynaceae|Decalepis khasiana|(Kurz) Ionta ex Kambale||Y
504417|20003287-1|Apocynaceae|Decalepis salicifolia|(Bedd. ex Hook.f.) Bruyns||Y
504433|20009961-1|Apocynaceae|Desmidorchis arabica|(N.E.Br.) Meve & Liede||Y
504434|96815-1|Apocynaceae|Desmidorchis aucheriana|(Decne.) Kuntze||Y
504449|986779-1|Apocynaceae|Desmidorchis penicillata|(Deflers) Plowes||Y
504451|96827-1|Apocynaceae|Desmidorchis retrospiciens|Ehrenb.||Y
504452|986780-1|Apocynaceae|Desmidorchis somalica|(N.E.Br.) Plowes||Y
504453|986781-1|Apocynaceae|Desmidorchis speciosa|(N.E.Br.) Plowes||Y
61482|78220-1|Apocynaceae|Dictyophleba leonensis|(Stapf) Pichon||
61483|78221-1|Apocynaceae|Dictyophleba lucida|(K.Schum.) Pierre||
62519|78310-1|Apocynaceae|Diplorhynchus condylocarpon|(Müll.Arg.) Pichon||
504538|78319-1|Apocynaceae|Dischidanthus urceolatus|(Decne.) Tsiang||
504542|96884-1|Apocynaceae|Dischidia acuminata|Costantin||
504557|96898-1|Apocynaceae|Dischidia australis|Y.Tsiang & P.T.Li||
504561|96902-1|Apocynaceae|Dischidia bengalensis|Colebr.||
504572|96908-1|Apocynaceae|Dischidia chinensis|Champ. ex Benth.||
504579|96914-1|Apocynaceae|Dischidia collyris|Wall.||
504619|96955-1|Apocynaceae|Dischidia imbricata|(Blume) Steud.||
504640|96981-1|Apocynaceae|Dischidia major|(Vahl) Merr.||
504655|96997-1|Apocynaceae|Dischidia nummularia|R.Br.||
504674|97013-1|Apocynaceae|Dischidia platyphylla|Schltr.||
504679|97017-1|Apocynaceae|Dischidia puberula|Decne.||
504685|97025-1|Apocynaceae|Dischidia purpurea|Merr.||
504723|97064-1|Apocynaceae|Dischidia tonkinensis|Costantin||Y
504733|60474364-2|Apocynaceae|Dischidia vidalii|Becc.||
504978|97222-1|Apocynaceae|Dolichopetalum kwangsiense|Tsiang||
505002|97241-1|Apocynaceae|Dregea sinensis|Hemsl.||
505003|874569-1|Apocynaceae|Dregea sinensis var. corrugata|(C.K.Schneid.) Y.Tsiang & P.T.Li|var.|
505004|77172876-1|Apocynaceae|Dregea sinensis var. sinensis||var.|
505013|97245-1|Apocynaceae|Dregea yunnanensis|(Tsiang) Y.Tsiang & P.T.Li||
505054|97271-1|Apocynaceae|Duvalia polita|N.E.Br.||
65383|78323-1|Apocynaceae|Dyera costulata|(Miq.) Hook.f.||
65386|78326-1|Apocynaceae|Dyera polyphylla|(Miq.) Steenis||
66082|88698-2|Apocynaceae|Echites panduratus|A.DC.||Y
66214|78821-1|Apocynaceae|Echites umbellatus|Jacq.||
66847|78855-1|Apocynaceae|Elytropus chilensis|(A.DC.) Müll.Arg.||
70037|977405-1|Apocynaceae|Epigynum cochinchinensis|(Pierre) D.J.Middleton||Y
505475|97395-1|Apocynaceae|Finlaysonia obovata|Wall.||
505513|97427-1|Apocynaceae|Fischeria stellata|(Vell.) E.Fourn.||
505520|1004792-1|Apocynaceae|Fockea angustifolia|K.Schum.||
505533|97445-1|Apocynaceae|Fockea multiflora|K.Schum.||
84709|79049-1|Apocynaceae|Forsteronia glabrescens|Müll.Arg.||
84711|105364-2|Apocynaceae|Forsteronia graciloides|Woodson||
505241|106366-2|Apocynaceae|Funastrum clausum|(Jacq.) Schltr.||
505246|106371-2|Apocynaceae|Funastrum cynanchoides|(Decne.) Schltr.||Y
505256|106379-2|Apocynaceae|Funastrum flavum|(Meyen) Malme||
