"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92"
"t25",0.0470324557885346,-0.038416197229985,0.00120489435388593,0.312123647046252,0.0285816056333273,0.0197450417909278,-0.0344881332136316,-0.0281000697609398,-0.0072467242265734,0.00203396374962496,-0.00115664579583079,0.00040720556953644,-0.0031115856085206,-0.000416993096270787,-0.0012113593826911,0.00177835288906487,-5.12111266324292e-05,0.000211607178826908,0.000542298405208375,0.000102254196649852,-0.000471450069489329,0.0793344154037943,-0.00219905245416374,0.077794089327688,-0.608671425230536,-0.00921758578352055,-3.02892882528792e-06,-3.03043736299986e-05,0.00114723049350044,-1.5629858518551e-15,4.61466867932113e-16,0.000643430269634732,1.10578424659048e-05,0.013206609824294,-2.52702875938038e-05,0.000120638576038733,0.000227778708710914,-0.000574981552660545,7.05536712704831e-13,0.000876841290076108,8.07846282492308e-05,-0.000339290049072943,-0.00124140187273154,1.65452098461147e-13,0.000220462682514241,0.0387798904535624,0.000111975308601464,0.000175102345008121,-9.05495317718788e-05,-0.0166809721596617,1.20004995397332e-05,0.707106781186547,4.67155427948609e-14,3.32961795791783e-05,-4.96916819123228e-06,4.01052167258844e-15,-4.11257310392729e-06,-1.19954808418522e-16,-8.26409963081547e-15,9.95652381954731e-05,5.82800523200861e-16,2.81017186574023e-16,-3.74709131758483e-17,-5.25303494306664e-16,-7.61505115239441e-16,-1.94482997705192e-05,-1.58983841552072e-12,1.05725442624662e-05,2.59284873803181e-05,-1.92034718187037e-05,-4.07010107883202e-16,-3.6226231399788e-17,-2.63842105923086e-17,1.30542862729677e-16,-2.70159794264918e-05,8.63082671917481e-06,-2.13991204427444e-05,-6.21455589219368e-17,-4.87224746945482e-16,-5.8371370601803e-17,1.84594370672005e-17,-3.23655475839052e-16,1.89097059850437e-16,2.03374910554693e-06,-2.41024921758118e-17,-1.62932859253777e-16,-1.00093285673213e-16,-1.09463418771053e-16,1.70402217589854e-17,-1.10426345565226e-16,-1.56865579368636e-17,2.25233765422178e-16
"t23",0.0478008758554404,-0.0391234405171973,0.00124123568583384,0.326203020947305,0.0304315192841935,0.0211724914592603,-0.0381260816709719,-0.031184367385459,-0.00927794746723523,0.00263680542160756,-0.00156147928004556,0.000580940208976477,-0.00446467146819415,-0.000705325953398308,-0.00207451204793896,0.00394968396798364,-0.000196825422369762,0.00312351755636495,-0.00156664463473311,-0.00010578005966079,-0.00110727880841674,0.330187987634479,0.00567855042487831,-0.0291093836678445,0.205043770611362,0.00248922113154553,5.9717708711382e-07,2.64134224595147e-06,-7.38754534192546e-05,9.14199271839777e-16,6.02128675435577e-16,0.000127371162555304,2.20587594476736e-06,0.00263324783708557,-4.9230207370965e-06,2.20188743172648e-05,3.79598097980972e-05,-9.50243460398764e-05,-4.76351900333178e-14,-0.000114344950225633,-1.78073190673211e-05,0.000122716709966208,0.000454030467880132,-1.37127345498408e-13,-0.000306895666171564,-0.129007579299557,0.000140057247270901,-0.00149085313923884,0.000868085782519876,0.840515099787847,3.48425221702064e-05,5.8969544932622e-15,3.5966840627308e-18,4.86418174929521e-05,-6.09769860554499e-06,2.37242216858254e-16,-4.19305860144617e-06,-8.22537550269337e-16,-6.91444208978506e-15,9.75491230969794e-05,4.51070217464306e-16,-1.79298952544184e-16,-2.10916989543477e-17,-1.80044927312162e-16,-3.79129692982284e-16,-1.75772390190315e-05,-2.09656789420753e-11,9.34856237023128e-06,2.27196183060462e-05,-1.68078893426245e-05,-7.35496193083408e-17,-1.93408974078796e-16,-7.79613434660729e-16,2.35326215667362e-16,-2.31130999164898e-05,7.38253549975934e-06,-1.80467203437229e-05,2.10077646328013e-17,4.00543631214753e-16,-5.18550576072785e-17,-1.32567811816827e-16,-1.17067388959451e-16,2.20665637884765e-16,1.67152483119409e-06,-3.71476982495424e-16,-1.64761928281068e-16,3.09233276331368e-17,-2.2088633158303e-17,1.22427781319271e-16,1.75482280425567e-16,-2.15611646254631e-17,-2.67317802296007e-16
"t53",0.0480821544029946,-0.0393815108665589,0.00125426856608161,0.331148140874586,0.0310649203170668,0.0216567070991383,-0.0393141922947435,-0.0321870666803999,-0.00985139024892083,0.00280526061578706,-0.00167109902653439,0.000626184707654714,-0.00481570363025307,-0.000773381775775481,-0.00227700127226871,0.00440823627282443,-0.000223792648472013,0.00360270671107936,-0.00184396942496751,-0.00012620884966931,-0.00134787692353684,0.402480216730475,0.00697637878092011,-0.0372664748107465,0.263466339800658,0.00322327522491642,7.8155260835322e-07,3.53669344468899e-06,-9.95374427603772e-05,1.35498166506376e-15,-5.57303648406659e-16,0.000237893580610576,4.48500038635701e-06,0.00538129211195199,-1.10929674150273e-05,5.71884102030703e-05,0.000114386857496007,-0.000289938273413688,4.89204970118863e-13,0.000638786635537788,6.28782687727147e-05,-0.000289383987060332,-0.00106140881309565,1.80030092568679e-13,0.000303251256297003,0.0963294316851599,-9.08986938698182e-05,0.000722237742167968,-0.000414346550548172,-0.359680181362389,-6.1795175946898e-06,-2.84627157383198e-15,1.03216114844008e-16,4.23358577687771e-06,-1.20527058311559e-06,-8.13636864995376e-16,-1.47576877709919e-06,8.1801815092212e-16,-1.25178485628314e-15,3.83126081175966e-05,6.26039339216086e-16,2.02719815776749e-15,-1.23052738506017e-16,6.99422886199458e-16,1.90406315209927e-16,-8.60483854297003e-06,0.707106781201104,4.86792080535425e-06,1.21452698053914e-05,-9.01476284584368e-06,-1.020953206784e-15,-1.51564314944973e-15,3.66694277391464e-15,-8.6638029957686e-17,-1.32820188518323e-05,4.24499530993737e-06,-1.08680638462033e-05,-3.81109544982616e-16,2.64605325137631e-16,5.36340755243105e-16,-2.14517626848105e-16,-5.87724261909324e-16,3.34219476173369e-16,1.11149577175507e-06,2.12108199217449e-16,7.28624209376643e-17,1.35719271263726e-19,-3.59578409728117e-17,-5.38214815857009e-16,-1.86700689863517e-16,8.65137544292528e-18,-3.73779767901449e-17
"t81",0.0480821544030342,-0.0393815108665953,0.0012542685660833,0.331148140875276,0.0310649203171547,0.0216567070992053,-0.0393141922949069,-0.0321870666805376,-0.00985139024899756,0.00280526061580956,-0.00167109902654897,0.000626184707660793,-0.00481570363029944,-0.000773381775784412,-0.00227700127229458,0.00440823627288324,-0.00022379264847544,0.00360270671113926,-0.00184396942500155,-0.000126208849672071,-0.00134787692356579,0.402480216739155,0.00697637878107509,-0.0372664748116945,0.263466339807432,0.00322327522500095,7.81552608380975e-07,3.53669344487981e-06,-9.95374427632686e-05,1.29323635134071e-15,-2.46791901974655e-16,0.000237893580621457,4.48500038690105e-06,0.00538129211220989,-1.10929674150273e-05,5.71884102063408e-05,0.000114386857502398,-0.00028993827343006,4.88611127340472e-13,0.000638786635587318,6.28782687771279e-05,-0.000289383987084464,-0.00106140881318458,1.80050717303494e-13,0.000303251256325545,0.0963294316947184,-9.08986938786588e-05,0.000722237742243788,-0.000414346550592207,-0.359680181401586,-6.1795175955538e-06,-2.21282456471785e-15,-1.31592099726026e-16,4.23358577751436e-06,-1.20527058461439e-06,4.55162866765599e-16,-1.47576877694306e-06,-4.33807978754749e-16,-4.95720783597606e-15,3.83126081325152e-05,-1.18942982390906e-15,-1.93100463779338e-15,2.48198579329006e-16,-5.52571957015047e-16,2.48040371901152e-16,-8.60483857987888e-06,-0.707106781171992,4.86792080047968e-06,1.21452697955798e-05,-9.01476283656985e-06,9.26441754789084e-16,1.72801505007022e-15,-2.31136283696179e-15,-1.08111662858341e-16,-1.32820188456732e-05,4.24499530898848e-06,-1.08680638424841e-05,2.25089982903431e-16,-7.23065769169416e-16,-5.37339721963629e-16,3.8323294640465e-16,7.30793982214389e-16,-1.59715884748454e-16,1.11149577133873e-06,-1.08294961427526e-16,3.34614546114949e-16,-3.08661562978911e-18,8.02269797625512e-17,1.87142269030845e-16,1.13672559396269e-17,1.01126583823517e-16,1.99782699486615e-16
"t29",0.0478267444622872,-0.0391476192591723,0.00124258286976652,0.326773982948435,0.030514482546561,0.0212387662559139,-0.038318647938491,-0.0313500700263127,-0.00943913355080145,0.00268583486670197,-0.00159691228180606,0.000597530466916706,-0.0045949617574122,-0.000739175926131995,-0.00217711043912622,0.00426778236522481,-0.000224465462360601,0.0038259004591366,-0.00238235608802995,-0.000244168375229253,0.00145600401108745,-0.335055212814891,-0.00112276471555628,-0.0140966588128823,0.102456738935683,0.00130954339171124,3.30024262196194e-07,1.54889008335823e-06,-4.37408084615065e-05,1.24032728532342e-16,-6.03822952105249e-16,5.77357143712251e-05,8.24250044153322e-07,0.000970429338288878,-1.29252180841588e-06,1.80104319654449e-06,-5.45877660813529e-06,1.56390718927257e-05,-3.85983062225142e-13,-0.000591744782342602,-7.17702210398657e-05,0.000423444553846146,0.00156271464495816,-4.43558466128156e-13,-0.00114202210337356,-0.84950665281522,0.00640908487513776,0.00149058072129972,-0.000753109458799455,-0.173127478084099,3.03533983720502e-05,-8.14270135934569e-16,-1.80039788182086e-16,5.31487210511349e-05,-6.80304006683841e-06,-3.21966827324176e-16,-4.68144004165446e-06,3.45064131076776e-16,-8.85691963670133e-15,0.000108524813284203,-3.03591104533116e-16,2.29151112318543e-16,1.35131529313411e-16,-6.78661594302428e-17,-1.59251069440108e-16,-1.93035863569647e-05,-2.32629601601491e-12,1.02125659116742e-05,2.47573912255244e-05,-1.83094649530736e-05,3.59195160941778e-17,-5.22709753266383e-17,-7.71625950628367e-16,-3.25287694001675e-17,-2.49930415570105e-05,7.98244415545213e-06,-1.94046257950831e-05,-2.81474004866956e-17,-5.43959674257506e-17,-1.40939258775989e-16,5.52985097026932e-16,-3.19011555789061e-16,-1.65620791241518e-16,1.77279828314503e-06,1.67606944956539e-16,1.5966092133517e-16,-2.39388825564663e-16,-9.13806993384772e-17,2.82476254408786e-17,-2.33033442377209e-17,1.83055375892895e-16,7.34528610533438e-17
"t77",0.0482815827918979,-0.0395651315619873,0.00126372497403581,0.334822916760287,0.0315498189184649,0.0220315109387462,-0.0402769201479814,-0.0330041293366111,-0.0104132568950321,0.00297269132140219,-0.00178503584099091,0.000675980756564555,-0.00520426364196686,-0.000860762318069748,-0.00253962247780866,0.0051226006064913,-0.000278211457682476,0.00486218444925256,-0.00313810627253364,-0.000329547819123116,0.00203786413508486,-0.470118361310615,-0.00159820207882355,-0.021672929603292,0.158626777415691,0.0020576785943157,5.29319742273437e-07,2.59783098192738e-06,-7.42781023319284e-05,1.93421667571414e-16,9.82200433595719e-17,0.000217847831472481,4.17488570199793e-06,0.00501360949161406,-1.04931475061049e-05,5.50762132384705e-05,0.000111862329805281,-0.00028386896099046,5.44619896078725e-13,0.000725745639681467,7.41323712596248e-05,-0.000361059006511425,-0.0013264341522196,2.68862066759847e-13,0.000569747018701695,0.34644016751929,-0.00235395523800686,-0.000437439988573699,0.000218476069622386,0.0461133576896941,-4.05303724224267e-06,-3.11476509681163e-17,1.43709568133226e-16,1.79283300075564e-06,-7.7555313982014e-07,3.10161204754293e-17,-1.11572123961609e-06,-6.91339891871684e-17,-2.13028338477754e-15,2.97274535723709e-05,-1.91291064167803e-17,9.62771167730751e-17,-2.02617396356842e-16,1.13425920039432e-16,-9.55844769905359e-16,-7.01713319736091e-06,-8.69201006667361e-13,4.02396524766882e-06,1.00975697422193e-05,-7.50029179591091e-06,4.70533614588549e-16,-6.73488681901693e-16,7.79111949821006e-16,-1.79365198545618e-16,-1.12188933783213e-05,3.58609216309647e-06,-9.27501895164884e-06,-2.98179724132851e-16,-2.945314075894e-15,-4.30791034015954e-16,-0.707106781186549,8.12245011461497e-16,-2.70729253453559e-16,9.69866335631675e-07,8.07280655500002e-16,7.46853824790833e-16,-7.18728098877565e-17,-1.38327465347071e-16,1.18248920860903e-16,-1.95492032382493e-16,3.50738205302451e-16,2.16727748910099e-16
"t78",0.0482815827918979,-0.0395651315619873,0.0012637249740358,0.334822916760287,0.0315498189184649,0.0220315109387462,-0.0402769201479815,-0.0330041293366111,-0.0104132568950321,0.00297269132140221,-0.00178503584099088,0.000675980756564583,-0.00520426364196684,-0.000860762318069752,-0.00253962247780864,0.0051226006064913,-0.000278211457682399,0.00486218444925257,-0.00313810627253366,-0.000329547819122977,0.00203786413508485,-0.470118361310615,-0.00159820207882344,-0.0216729296032919,0.158626777415691,0.00205767859431571,5.29319742204049e-07,2.59783098158217e-06,-7.42781023320947e-05,1.54932490448179e-16,3.86515765615978e-16,0.000217847831472412,4.1748857021186e-06,0.00501360949161367,-1.04931475063685e-05,5.50762132382407e-05,0.000111862329805062,-0.000283868960990308,5.44407223334458e-13,0.000725745639681502,7.41323712595207e-05,-0.00036105900651168,-0.00132643415221935,2.69089206096344e-13,0.000569747018701732,0.346440167519291,-0.00235395523800667,-0.000437439988573677,0.000218476069622438,0.0461133576896945,-4.05303724236323e-06,1.83929749047141e-16,2.59355085248993e-16,1.79283300131682e-06,-7.75553139834018e-07,2.40422747070335e-16,-1.1157212395441e-06,3.85790115941847e-17,-2.02590878213597e-15,2.97274535724923e-05,5.84392514669251e-17,-9.73701793239377e-18,1.12535585911067e-17,-2.86713015982041e-17,5.96285398977378e-16,-7.01713319724642e-06,-8.68735712482469e-13,4.02396524679799e-06,1.00975697416711e-05,-7.5002917950262e-06,-4.89077424982627e-16,7.76957831644615e-17,-8.93821009449894e-17,1.86187999721728e-16,-1.12188933778682e-05,3.58609216265324e-06,-9.27501895464991e-06,4.95749205561945e-16,2.86661395935413e-15,5.67553280156513e-16,0.707106781186548,-6.19778503422432e-16,4.91826481379073e-16,9.69866337130476e-07,-1.22989107511128e-15,-7.21208052134245e-16,-3.34700544684849e-16,1.03030582300761e-16,4.46526156274173e-17,2.34597513856182e-16,-1.21239417143249e-17,-1.80244307616713e-16
"t3",0.0383649491345065,-0.0306938817893335,0.0104110144526494,0.0271447820193791,-0.0197834434908531,-0.0219367195722438,0.207105005234595,0.253833913301202,-0.00997531149666771,0.00378042224504669,-0.00143511379929526,0.000307353957032627,-0.00221001813476455,0.000126053537996014,0.000560513490139452,-0.00281363164342414,0.000322894283661598,-0.00538485409696286,0.00394663890820421,0.000391021402302627,-0.000407831133064158,0.00151439792183533,-0.00701690629152331,0.0106635024943308,-0.00673263588662948,0.00227052489746387,1.7837432806922e-06,3.95677345757933e-05,-0.00217543966586887,1.51484727539675e-15,4.93492807451778e-17,-0.0173408472309025,-0.000722875122473858,-0.928695064300495,-0.00868776885109842,0.00608255017448087,0.0100296483707718,-0.0175889303089328,8.69168095327116e-12,0.0132613589704163,0.000869019283586995,-0.00389119126570864,-0.0122417524154742,1.78080442840749e-12,0.00190329718419308,0.00366368076253783,-0.117169048522297,0.00238107404549589,-0.00091029905660701,-0.00200448244331718,0.000149520322800998,-2.60208521396521e-16,-1.07133575376674e-16,0.000268208132511578,-3.72517494780927e-05,-1.53188720974258e-17,-3.51957117581268e-05,-3.26433074223156e-17,-6.39315001267567e-14,0.00082348523085652,3.46944695195361e-17,-2.39825520553794e-16,-7.43129523264783e-17,-1.05221402232982e-16,-1.1506089871651e-16,-0.000115611984003432,-1.52827403510081e-13,6.08922331668781e-05,0.000147152749758052,-0.000108778148085716,-4.48544108844747e-17,3.38981901199793e-16,9.0205620750794e-17,2.20169588368677e-17,-0.000146561895758007,4.68029178186053e-05,-0.000112265058559961,8.01850120163548e-18,-7.92377393320175e-18,-4.18203023112578e-17,-1.66533453693773e-16,-3.02131341099452e-17,-9.71445146547012e-17,1.23595536410531e-05,-1.4658413372004e-16,-4.97799095569069e-17,-1.44632569809566e-16,-4.09011341201378e-17,1.31838984174237e-16,7.06254518315577e-17,9.19377144236883e-17,2.63677968348475e-16
"t22",0.0411224340184609,-0.0331878274211962,0.0118230073990217,0.0327877481689455,-0.0258868467880406,-0.02959841274888,0.319406394467383,0.398259325564285,-0.0321427455551044,0.01314221570727,-0.00655603496904404,0.00226556105534737,-0.0173157199848247,-0.0019536831874038,-0.00732675098769247,0.0102918859580161,-0.000653645087936472,0.00808957087530936,-0.00433292191612028,-0.000363045991710479,0.000307805239460782,-0.00112855763508695,0.00487285929030337,-0.00542772863833394,0.00334590041506543,-0.00107461343018247,-7.91843438915918e-07,-1.54728496107705e-05,0.000823490114279075,-7.60049439834862e-16,-5.52380592385612e-16,0.00212981434123391,7.13441266095957e-05,0.0904889132377249,0.000663987807833874,-0.000325593002736624,-0.000358279890332538,0.000605654783940637,6.16509484654404e-13,0.0011593696345028,9.75798641340642e-05,-0.000584100302485252,-0.00185085712409983,4.99175603497852e-13,0.000932799301963363,0.00620597881652444,0.844364792590986,-0.00141934123604316,0.000518255291802847,0.000856790887222404,-2.10269931909461e-05,1.34408543323028e-15,1.28190518157053e-15,-7.91448492502007e-06,-1.38731191104847e-07,-3.38086029172859e-18,-1.68744045958261e-06,3.27781454436696e-16,-4.03181059405899e-15,4.95371561835369e-05,-6.33174068731535e-17,2.82082300226416e-16,6.58505575164846e-17,-1.49389045094977e-17,-3.51797870523886e-16,-1.06092108679918e-05,-1.42818699574998e-14,6.28094101468582e-06,1.59611408609656e-05,-1.18740058078901e-05,3.31637412194615e-17,-3.21052778997872e-16,-1.99926880606327e-16,-4.35421237827018e-17,-1.83089592425619e-05,5.85389657434596e-06,-1.54201405152262e-05,-8.63175885806338e-17,-7.13483472977824e-17,-2.67594314028998e-17,-1.26634813746307e-16,-2.87879491080884e-17,-9.55182113959729e-17,2.10394728571324e-06,5.01064034014176e-16,5.54074134902681e-17,1.97107954957865e-16,1.15802659323017e-16,-3.0964814046186e-16,-7.23117105316483e-17,3.83007654230201e-17,-4.48859699408999e-17
"t56",0.0414231743767795,-0.033459954355828,0.0119774765921054,0.0334069744535467,-0.0265590746254065,-0.0304433957564397,0.331857901860044,0.414282728415373,-0.0346478293356507,0.0142014976905423,-0.00713766520852434,0.00248898818072293,-0.0190400018298097,-0.00219355384234343,-0.00823702669648232,0.0118202136791766,-0.000768831607795582,0.00969278824965891,-0.00533005005751174,-0.000454591603315926,0.000395705810783338,-0.00145344287051156,0.00634102717152862,-0.00746146885014124,0.004622303036554,-0.00150007246836042,-1.12134255221032e-06,-2.26018646262323e-05,0.00121322115050638,3.82764024468851e-16,2.57792762440056e-16,0.00508039559088329,0.000195835679332612,0.250555654135243,0.00218645331386204,-0.00141941864547965,-0.0022108929183285,0.00386169521512333,-1.55334815216841e-12,-0.00236245988326292,-0.000156074464904759,0.000723160698858105,0.00227795061200152,-4.02492348223091e-13,-0.000590955468455865,-0.00308169223724624,-0.369631832654548,0.000473873003616458,-0.000170619782984014,-0.000254214290862552,2.56461781813947e-06,-8.90129983610599e-16,-7.97406941772708e-17,-6.5017999060829e-07,-2.41909871856461e-08,3.98449530926984e-16,-5.23953627531889e-07,-4.32427848788498e-16,-6.48299046331012e-16,1.72416468094509e-05,-1.06425285251177e-15,-9.40003283544932e-17,3.37205354928264e-16,-7.27775583684962e-16,-3.95091115052612e-16,-4.66734266392493e-06,-4.79173992151694e-15,2.95445965902178e-06,7.72622049755424e-06,-5.76859476121203e-06,4.75996981943404e-15,0.707106781186548,-2.62229474246034e-14,-1.36937122628686e-14,-9.59612482797107e-06,3.07023215970393e-06,-8.51352556334017e-06,-2.65768313542194e-16,8.45062365352386e-17,1.78305916789438e-16,6.59194920871187e-17,-2.72165759946127e-16,6.85215773010839e-17,1.29846175058769e-06,6.28837260041593e-18,-3.91748358670365e-16,-1.73174192000247e-16,-3.4360078936046e-17,2.34621350125863e-16,-1.70436352109013e-17,6.62423974354617e-17,2.03830008427275e-17
"t57",0.0414231743767795,-0.033459954355828,0.0119774765921054,0.0334069744535467,-0.0265590746254065,-0.0304433957564397,0.331857901860044,0.414282728415373,-0.0346478293356507,0.0142014976905423,-0.00713766520852437,0.00248898818072294,-0.0190400018298098,-0.00219355384234341,-0.00823702669648233,0.0118202136791766,-0.000768831607795637,0.00969278824965894,-0.00533005005751169,-0.000454591603315881,0.000395705810783455,-0.00145344287051171,0.0063410271715285,-0.00746146885014134,0.00462230303655382,-0.00150007246836031,-1.12134255234909e-06,-2.26018646263156e-05,0.00121322115050649,3.59616308086286e-16,2.59396213440393e-16,0.00508039559088324,0.0001958356793327,0.250555654135243,0.00218645331386214,-0.00141941864547973,-0.00221089291832835,0.00386169521512344,-1.55343308047597e-12,-0.00236245988326343,-0.000156074464904836,0.000723160698857901,0.00227795061200156,-4.02612061770364e-13,-0.000590955468455929,-0.00308169223724652,-0.369631832654549,0.000473873003616587,-0.000170619782983649,-0.000254214290863082,2.56461781831835e-06,-3.00757682647479e-16,-9.90838377859219e-16,-6.50179990611542e-07,-2.41909869596983e-08,-4.20538565655235e-16,-5.23953627618544e-07,1.17225939480112e-16,-1.25252343700206e-15,1.72416468131919e-05,9.91394466520745e-16,1.2414114874959e-16,-3.29506794639994e-16,8.26385252339072e-16,7.97566818241153e-16,-4.66734266294725e-06,-8.39259217677579e-15,2.95445966172719e-06,7.72622049890494e-06,-5.76859476280407e-06,-4.84532570690323e-15,-0.707106781186548,2.6255039808909e-14,1.37196226766768e-14,-9.59612482444642e-06,3.07023215581311e-06,-8.51352556366646e-06,3.55251523682442e-16,-1.35623655795572e-16,-1.45107275509518e-16,2.39391839684799e-16,2.86352503928958e-16,-7.37257477290143e-18,1.29846175071259e-06,-4.25224092048815e-16,3.54377679961883e-16,-1.04977875350909e-16,-1.12188545899594e-16,-2.99673480474993e-16,5.61759517581556e-17,8.41016459990012e-17,-8.23993651088983e-17
"t48",0.0588047725546609,-0.0515680340195177,0.0638185420786865,-0.0220066170932691,-0.080000483223781,-0.155204231062124,-0.0130377271832442,-0.0101604120134914,0.0459882146974396,-0.21534337530035,0.0206583358742302,-0.0550208849980328,0.627230260828961,-0.00411753924848841,-0.0421958716932933,0.0110503241286486,-0.00197547320437759,0.0068448197808514,-0.00339737193099404,-0.000274583803711488,0.000230882291360169,-0.000852920703461213,0.0102266482013524,-0.00334818736533574,0.00205178009005572,-0.00065052467922104,-4.70675446066077e-07,-8.86423519760524e-06,0.00137443706351096,-3.64969556312933e-16,-1.44500794851263e-16,0.000513485476339342,1.02806217298367e-05,0.0124772222699631,4.94518965775056e-06,7.79235341273762e-05,0.000889339167659586,-0.000398455432680057,6.99447086852286e-13,0.0136138883771014,4.71641261864577e-05,-0.000599592807778135,-0.000787045367930672,4.57784377637153e-13,0.000528930203307832,0.000396075781273729,0.000391791314247391,0.000629725737910978,-7.46282422526389e-05,-0.00017697762474436,4.6363124975436e-05,-6.22765727875674e-16,9.55546032454716e-17,3.09920789416018e-05,-4.60980347254114e-06,-2.08450465215028e-15,-1.45125509383624e-05,6.05727292702841e-16,-2.64492294663432e-14,0.00157460038444577,-1.77635683940025e-15,1.89518539750466e-16,1.10736131944271e-14,-1.63202337830373e-14,-0.707106781186548,-1.82760577761623e-05,-2.39955624814492e-14,9.97234132077483e-06,2.44993933393067e-05,-1.81491842901882e-05,-1.21709637481915e-15,-5.32881370727491e-16,6.24500451351651e-16,-1.01737447922529e-15,-2.56669910001468e-05,8.20028113582185e-06,-2.04151388609786e-05,-1.1145661605299e-16,-4.33580359803703e-16,-1.74672427752119e-16,6.59194920871187e-16,-1.37370655965781e-16,-3.85108611666851e-16,3.00028216843537e-05,-1.89518539750466e-16,3.04041941005095e-16,5.09032919981944e-17,-1.56941558226361e-17,-4.81385764583564e-17,1.29639108459587e-16,3.365792376402e-17,-1.6306400674182e-16
"t49",0.0588047725546609,-0.0515680340195177,0.0638185420786865,-0.0220066170932691,-0.080000483223781,-0.155204231062124,-0.0130377271832442,-0.0101604120134914,0.0459882146974395,-0.21534337530035,0.0206583358742301,-0.0550208849980328,0.627230260828962,-0.00411753924848837,-0.0421958716932933,0.0110503241286485,-0.00197547320437766,0.0068448197808514,-0.00339737193099406,-0.000274583803711627,0.000230882291359973,-0.000852920703460922,0.0102266482013524,-0.00334818736533589,0.00205178009005601,-0.000650524679221023,-4.70675446576085e-07,-8.86423519768503e-06,0.001374437063511,-3.52799386926783e-16,1.72092257316426e-16,0.000513485476339739,1.02806217297428e-05,0.0124772222699632,4.94518965792057e-06,7.79235341271342e-05,0.000889339167659658,-0.000398455432679867,6.99189214056631e-13,0.013613888377102,4.71641261860045e-05,-0.000599592807778018,-0.000787045367930849,4.57825525875056e-13,0.000528930203307948,0.000396075781273427,0.000391791314247844,0.000629725737910998,-7.46282422529763e-05,-0.00017697762474372,4.63631249755841e-05,7.6891618072672e-16,-1.06071034794191e-16,3.09920789422055e-05,-4.60980347213261e-06,2.07827573316437e-15,-1.45125509379738e-05,-7.14307263016525e-16,-2.75987371266429e-14,0.00157460038444276,1.95503335742586e-15,7.56773116394882e-17,-1.09550455683503e-14,1.63461535842264e-14,0.707106781186548,-1.82760577652566e-05,-2.4533326759002e-14,9.97234131981119e-06,2.44993933380257e-05,-1.81491842905063e-05,1.15383741859568e-15,2.34402710290071e-16,-7.07767178198537e-16,1.01501861901794e-15,-2.56669909993464e-05,8.20028113504275e-06,-2.04151388609914e-05,1.05545473693374e-16,4.25475568680239e-16,1.64397226199396e-16,-5.759281940243e-16,1.01882494858652e-16,3.27862736959617e-16,3.00028216847631e-05,-3.29597460435593e-17,-2.75961625761339e-16,-3.60768272894552e-16,-1.54710663801059e-17,-3.77302356024956e-17,-1.0773121603563e-16,9.41058923893905e-17,-1.64798730217797e-17
