"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92"
"t81",0.0386863529338411,-0.00569520780239945,-0.0573501058224992,0.317410402234908,0.062963373083411,-0.0220189506329362,-0.00670448746064275,-0.00715342561211195,-0.0347658829451802,0.000727280280689024,0.00187555935911787,0.000767910513521708,0.00019810940851861,-0.00458504000717428,0.00114183088632389,-0.0032825351017165,0.00194781239521358,-0.254115594597935,-0.18043406990586,0.0187023876008785,-0.00206473527614474,-2.2921383905106e-05,-1.79928812173713e-05,1.03976110199695e-05,1.25919329925332e-05,0.00118230025899177,-0.000286594518491057,0.000222194314891261,0.00151128587519565,-0.000496211888324619,0.0962358971440537,0.000109719686889595,9.05320268761278e-09,7.14630313878446e-17,1.36375047843362e-06,4.24658266749472e-06,-0.00015482548107925,0.000133366805808853,0.000626994338072118,8.73552535670674e-05,-0.000394072098877471,-0.0020800409121372,0.221492986585214,-0.0086617097245396,-0.000370498642812016,0.0458833386824854,1.77965933777224e-06,4.18461506647427e-06,-5.68198047755849e-17,1.49940576340906e-15,-4.4666249118309e-17,5.55444286888529e-06,2.46099310955003e-06,5.98788720607826e-16,1.35193788000816e-15,0.46892334253057,1.8659033196841e-17,3.01680530107035e-07,1.1631360906067e-05,1.78000316963939e-05,-4.21646621276817e-16,6.05866634237148e-16,-5.26300213285572e-17,3.14070072693351e-06,-2.34567882073655e-06,8.13834259547483e-16,3.36172056517384e-06,2.52715758856416e-06,3.72761090614897e-16,-8.05753456917361e-16,6.56821891705439e-06,-2.13587415170968e-06,5.96984902606623e-06,-6.16921853353087e-16,-2.32952444639469e-16,-6.98190390923793e-16,-8.2228071777242e-16,-1.88597538020628e-16,-1.09731766626928e-15,-8.31579707680219e-06,0.707106781186549,-2.09640587279989e-15,3.56863109168826e-06,-4.55309664141451e-07,6.44000267363527e-15,6.26410589850631e-16,9.71738572554208e-16,-1.00581432510477e-15,-2.68543130149679e-16,-1.26691853332523e-17,-1.91052721650168e-16,4.26219996634155e-16
"t29",0.0369819518645144,-0.00539727614002388,-0.0534144445089769,0.288835647379907,0.0553731760016624,-0.0185863674114617,-0.00500270561232135,-0.00468495774552741,-0.0203920748115606,0.000396366125725148,0.000996526069474507,0.000378415476524785,9.40431745785064e-05,-0.00157712171222036,0.000111083355541695,0.00197669520502186,-0.00139327557760337,0.301211695734716,0.221758279312777,-0.0318568917687275,0.00437775058237075,-0.00551761670296076,-0.00027393201229306,4.19648461468282e-05,2.7969539473871e-05,0.00229123309618186,-0.000555362254785557,0.000430536453040781,0.00225214889876038,-0.000584680674876024,0.086687365984958,5.71020493630309e-05,3.28657418859748e-09,-2.29008186463261e-16,3.03445750360343e-07,9.37267157568442e-07,7.41427595844953e-05,-0.000130525352355638,-0.000627650816771505,-8.76469434582571e-05,0.000455520861407129,0.002406321596474,-0.20127313015149,0.00739148170947814,-0.000181076944630369,0.841767653197436,-3.22151866499775e-05,-0.000138244636940678,5.50394873204485e-17,3.0306865234052e-16,4.97710052524524e-16,0.000176929294031829,5.63057069686096e-05,-8.81904050851334e-18,-2.26083624153559e-16,0.00684279573746316,-1.31572877091681e-16,-5.42214624152674e-07,-6.42406934056004e-05,-0.000102860332726374,4.85090639612824e-16,1.85034056613097e-16,-4.4160876897763e-16,7.68446694417446e-05,-3.62993553017776e-05,9.66054428986853e-15,2.75253497716826e-05,2.03597206285188e-05,-4.62044624741559e-16,-8.81346506835851e-17,3.96458804165312e-05,-1.28649731465005e-05,3.06739219575747e-05,-2.01718173408341e-16,-2.42734149688188e-17,-1.16490975297544e-16,-5.88764064111536e-18,2.33059106440839e-16,3.71311579077547e-16,-3.54316921501174e-05,1.53568526305194e-16,3.00512323145111e-17,1.40621705790878e-05,-1.74401228444573e-06,-4.48971710061857e-16,-1.28348958008577e-16,-7.18529746087077e-17,1.07816465416651e-16,-8.42568727934102e-17,2.89756314810587e-17,-5.91400947517672e-17,-9.38035777758945e-17
"t77",0.0373653207310003,-0.0054636199631766,-0.0542733639930917,0.294905363489015,0.0569224517413352,-0.0192541074175102,-0.00528898892884481,-0.00504105310786228,-0.0222142067428832,0.000434873867167625,0.00109584496234733,0.000418756783432242,0.000104368261232057,-0.00178445766256348,0.000129547936980601,0.00243436474939636,-0.00172607166137658,0.380502497108948,0.280547786286839,-0.0408471395986947,0.00566307826763867,-0.00761427381431886,-0.000383370388453957,6.20366200980108e-05,4.5244527317862e-05,0.00384274708229879,-0.000931448017604919,0.000722106877859334,0.00415362465541649,-0.00121237571586927,0.212928766609013,0.000215124774992992,1.69726708518481e-08,3.12748664219879e-16,2.46143369524165e-06,7.66101240926815e-06,-0.000232606637292798,0.000165375062411731,0.000766549688241802,0.000106636370350396,-0.000388439178612386,-0.00202707332913946,0.126565081250126,-0.00454917675506118,9.03475811308667e-05,-0.327210763258818,4.30164467958436e-06,1.0665237722896e-05,-1.05187264597588e-16,-1.78843929495325e-16,-5.83208512817487e-18,3.33511128385033e-06,1.89936269231491e-06,-2.59895528611104e-16,5.30595834075922e-17,0.00153692613868855,2.25290031253129e-16,-1.33448299184376e-07,-1.7518242436794e-05,-2.8176666560159e-05,2.50888995299099e-17,-4.85085990366862e-16,3.22556397295522e-16,2.65901586995743e-05,-1.31317501298467e-05,3.64946483421926e-15,1.12265115708755e-05,8.34015881046729e-06,9.47753825653648e-16,-3.51172567018322e-16,1.77948276430919e-05,-5.77880973719191e-06,1.46607378810615e-05,-9.98239822449275e-16,-7.89236229651368e-15,-1.52936484718076e-16,2.1134158265337e-16,1.09491395696725e-14,0.707106781186547,-1.84067638545615e-05,7.71856754193106e-16,5.53218322079105e-16,7.58591979999057e-06,-9.54118031026852e-07,-1.80144518929152e-15,1.651687362016e-16,1.25103356690968e-16,3.13619778219726e-17,1.7655518407856e-16,2.37573034391794e-16,-5.14184935684902e-17,3.84716889918938e-17
"t78",0.0373653207310003,-0.00546361996317659,-0.0542733639930917,0.294905363489015,0.0569224517413352,-0.0192541074175102,-0.00528898892884482,-0.00504105310786228,-0.0222142067428832,0.000434873867167601,0.00109584496234729,0.000418756783432297,0.000104368261231974,-0.00178445766256347,0.000129547936980682,0.00243436474939634,-0.00172607166137677,0.380502497108948,0.280547786286838,-0.0408471395986946,0.00566307826763866,-0.00761427381431881,-0.000383370388453708,6.20366200979727e-05,4.52445273178277e-05,0.00384274708229878,-0.000931448017604877,0.000722106877859482,0.00415362465541677,-0.00121237571586928,0.212928766609012,0.000215124774992914,1.69726708783859e-08,-3.17843422061583e-17,2.46143369517227e-06,7.66101240927846e-06,-0.000232606637292936,0.00016537506241145,0.000766549688241969,0.00010663637035032,-0.000388439178612483,-0.00202707332913973,0.126565081250126,-0.00454917675506097,9.03475811309083e-05,-0.327210763258817,4.30164467968481e-06,1.06652377227061e-05,2.35155561708603e-16,-1.99947669664216e-16,-3.88591780544093e-16,3.33511128386421e-06,1.89936269223787e-06,3.04420808047036e-16,8.35279746981479e-17,0.00153692613868762,-1.81976814298058e-16,-1.33448299378715e-07,-1.75182424369744e-05,-2.81766665598464e-05,-2.81942230812494e-16,4.93708846600022e-16,8.0783848086184e-17,2.65901586989498e-05,-1.31317501302214e-05,4.33385846521538e-15,1.1226511571402e-05,8.34015881107271e-06,-5.38937841133188e-16,6.09442887313832e-16,1.77948276412548e-05,-5.77880973628986e-06,1.46607378793268e-05,1.26684622129784e-15,8.04375306223066e-15,1.14555036840416e-17,-3.01640031314144e-16,-1.12635706076413e-14,-0.707106781186548,-1.84067638515084e-05,-8.80240556183288e-16,-6.5732426730275e-16,7.58591979913015e-06,-9.54118031519513e-07,1.9553775356134e-15,-5.13266081092296e-17,-9.94683137725572e-17,-7.12637733713876e-17,3.63731618065629e-17,-1.60003801323603e-16,-8.20149254090061e-17,6.28420528904681e-17
"t22",0.0288256215343683,-0.00535046681118156,-0.0108780439104415,0.0223636061488212,-0.0250750282036011,0.0218510966013932,0.0180303022330078,0.0576184835475515,0.619164334583001,-0.0258339177941466,-0.28288430444783,0.113872564138052,0.0124362941619974,-0.0646747389636426,0.00565917586186953,-0.00548629777722871,0.00330734398804901,-0.0224678412255354,0.00888811274716582,-0.0274646404835115,0.00364827013939229,-0.0107102767807431,-0.000557660020357495,0.000122026101889102,6.36732052370376e-05,0.00512196951337539,-0.00124147377956083,0.000962420564139456,0.00452409480977273,-0.00110656320236262,0.00726536383842735,-0.000664543885691538,-1.64594075640859e-07,-9.20985648275163e-17,0.000297687416395853,0.00101811700602621,-0.00084753282969105,0.000433787249461909,0.00192982095422617,0.000164926233479992,-0.000558681748713614,-0.00237260610293417,0.00135458622615255,0.00089670057800318,0.000419969324486631,-0.000571652305149925,-3.66595178160688e-05,-0.000184010575685189,1.86501200966595e-14,0.707106781186547,1.30634535395796e-13,0.000229493000753905,7.50442327576021e-05,-1.77114331915806e-15,9.64191875131825e-16,0.000127562874537215,1.16115763450657e-16,-1.23504790264399e-06,-0.000149636418955802,-0.000239865477748243,1.01394869193688e-15,-6.21278226826545e-17,1.81586270260309e-16,0.000152180900389168,-7.28443973000426e-05,2.02126296083503e-14,5.72790319514765e-05,4.24239415954038e-05,-4.23064472929399e-16,3.30442259423203e-16,8.49447932202568e-05,-2.75707777986911e-05,6.69814700981716e-05,-2.80048911199664e-16,4.73659212050397e-16,-6.25355476015182e-16,-4.00161735543553e-16,1.12455259428911e-17,-4.14917136062716e-17,-9.91799334426058e-05,1.69872778066977e-17,-1.84790121531294e-16,3.97642844457424e-05,-4.94982719927844e-06,-6.28163470703232e-18,-2.90551928059362e-17,1.04470316867412e-16,2.12375196237911e-16,7.66747303617736e-17,5.40580443430566e-17,-1.07865048089199e-17,-5.60196655486099e-18
"t56",0.0288256215343683,-0.00535046681118158,-0.0108780439104415,0.0223636061488212,-0.0250750282036011,0.0218510966013932,0.0180303022330078,0.0576184835475515,0.619164334583002,-0.0258339177941466,-0.28288430444783,0.113872564138052,0.0124362941619974,-0.0646747389636428,0.00565917586186955,-0.00548629777722873,0.00330734398804899,-0.0224678412255354,0.00888811274716583,-0.0274646404835115,0.00364827013939225,-0.0107102767807432,-0.000557660020357176,0.000122026101888967,6.36732052370519e-05,0.00512196951337573,-0.00124147377956084,0.000962420564139164,0.004524094809773,-0.00110656320236231,0.00726536383842691,-0.000664543885691836,-1.64594075197722e-07,1.22575319119608e-16,0.000297687416395354,0.00101811700602627,-0.000847532829691217,0.000433787249461377,0.00192982095422595,0.000164926233479426,-0.000558681748712788,-0.00237260610293388,0.00135458622615424,0.000896700578002254,0.000419969324486135,-0.000571652305148856,-3.66595178199645e-05,-0.000184010575691928,-1.85189327814477e-14,-0.707106781186547,-1.30627943956382e-13,0.000229493000749762,7.50442327602941e-05,1.78569371674633e-15,-9.89030313905509e-16,0.000127562874540341,-1.95524961119071e-16,-1.2350479014939e-06,-0.000149636418955761,-0.000239865477747486,-1.04008985249849e-15,1.86586546859964e-16,-2.52959602897227e-16,0.000152180900388932,-7.28443973000426e-05,2.04533219869262e-14,5.72790319520421e-05,4.2423941594677e-05,3.69941411969942e-16,-2.92500070809842e-16,8.4944793220347e-05,-2.75707777991907e-05,6.69814700977739e-05,3.5999179058871e-16,-3.66669547855574e-16,4.55087923191611e-16,2.9444649726427e-16,-4.50676786411352e-17,9.063049769472e-17,-9.91799334428556e-05,1.40625505311625e-17,-5.05980830639894e-17,3.97642844454094e-05,-4.94982719946579e-06,-3.57598113650599e-16,-5.44986293372462e-17,-1.17417202124069e-16,-7.53107198017592e-17,-2.0136566297379e-17,-1.37464191358965e-17,-7.90531678862091e-17,-9.8976444988992e-17
"t1",0.0570947359418774,-0.0169797960776089,0.0272147998641171,0.00095169911906559,-0.066000462851021,0.0967126041453827,0.00107223783309981,0.0136456443208091,0.0469974666261552,0.00264569575037066,-0.010124425593082,-0.0770966521875453,0.000713498563262126,0.131598519323553,-0.00168690202631495,0.0110354136570811,-0.022369797944027,0.222807406944847,-0.195858482994873,0.921441006044943,0.0800831926155849,-0.0293535284175185,-0.00136854317507673,0.000822691702679915,9.84470100324599e-05,0.00755343696126195,-0.00183077060240028,0.00141922269576156,0.00613765630607094,-0.00449863084653478,0.00878907067115009,-0.000760085089117499,-1.85090870331652e-07,-8.25684333958259e-17,0.000403446353287248,0.00351572945181434,-0.000900205015210417,0.00170648560180906,0.0167652423935883,-0.00165953986958611,-0.00137652861551655,-0.00223614434353933,0.00138789298203121,0.00274923428082326,0.00123604073780854,-0.000551735412549575,-0.00010486023971893,-0.000523200725743374,-4.92484046267679e-18,-3.5092632935468e-18,-8.44494632667319e-17,0.000217677408002839,7.1097776285932e-05,-7.52220467727307e-17,5.15691494900815e-17,0.000118609941078632,-3.71439210099492e-17,-3.3482167340176e-06,-0.000411997454739694,-0.00179802304231114,8.10173346886196e-18,-1.40291428248061e-17,-5.66761949701399e-17,0.000138825005954551,-6.62802099331561e-05,1.8244131100241e-14,5.16856082672414e-05,3.82680043566428e-05,-2.93016532637814e-17,1.66964629330863e-16,7.6012569908896e-05,-2.46697874632801e-05,5.95489326777054e-05,-2.9437355958995e-17,1.88037074459227e-17,-3.07270501285663e-18,-1.06325160339871e-16,3.60737277520406e-17,-6.38250850162728e-17,-0.000248225370739451,6.57513233201906e-17,1.58380337972736e-16,9.86939703249423e-05,-3.26169283795599e-05,3.49560487040877e-17,-1.09347059100105e-17,-6.91990046581343e-18,-9.55459981553542e-18,1.02023545718667e-17,-6.5169848006514e-18,-6.81416974274016e-17,-4.99103670842305e-17
"t48",0.062626749235734,-0.0190036810476349,0.0318035914507688,0.00118730727987458,-0.0927013376206799,0.167135667797644,-0.00118379418041124,0.0103222338330134,0.0574829845031275,0.00418271060370753,-0.0176804373493174,-0.219574271115619,0.00963115780971256,0.611926698817132,0.00372164926098078,-0.00431381032406472,0.00758449171365897,-0.0469123271198165,0.0397108345451922,-0.129651369890469,-0.0085610022006221,-0.00136514154602298,-9.20813820056536e-05,0.000104701223601324,1.82833099136635e-05,0.00152285651809915,-0.000369120008454807,0.000286155830071671,0.00142470332490597,-0.00115380493420001,0.00244771298547361,-0.000232441538380738,-5.84063215988832e-08,-5.61078371702598e-17,0.000130495788121841,0.00113751086580411,-0.000320256002510955,0.000830577632519959,0.0121802976029478,-0.00135469273968702,-0.000476844173044758,-0.000776639190425048,0.000500547579006606,0.000993317186604532,0.000453230540939936,-0.000204993292565568,-4.02318684422131e-05,-0.000202349328014298,9.89572060094664e-16,2.90783022660612e-16,-1.19397899314856e-16,8.54494863788898e-05,2.79787488071074e-05,-2.50567235472383e-17,-1.07190317775642e-15,4.84743992115516e-05,-1.23253780823085e-15,-1.3761030307187e-06,-0.000175587117559921,-0.00143462670843597,4.93962509784396e-16,1.42653684004346e-13,-0.707106781186548,5.84531811757736e-05,-2.80407171751569e-05,7.62440249111388e-15,2.21919683255207e-05,1.64407976704595e-05,1.08761787431701e-15,1.65492619608187e-15,3.31135932429677e-05,-1.07483550197895e-05,2.62342541764939e-05,6.67526893099034e-16,-3.69258668477775e-16,-2.49548237554124e-16,-1.78931475120459e-16,-6.66507935697903e-17,2.22261445359528e-16,-0.000111295964923094,7.28583859910259e-17,7.15573433840433e-18,4.46600721829031e-05,-2.75901203716725e-05,-3.53449908230274e-16,-2.10080805864803e-16,-8.45028591849915e-17,7.51352105532455e-17,1.42396663880266e-16,-1.42253406918778e-16,-6.43428988479279e-17,2.96529294174785e-16
"t49",0.062626749235734,-0.0190036810476349,0.0318035914507688,0.00118730727987455,-0.0927013376206799,0.167135667797644,-0.00118379418041123,0.0103222338330134,0.0574829845031275,0.00418271060370758,-0.0176804373493174,-0.219574271115619,0.0096311578097126,0.611926698817131,0.0037216492609808,-0.00431381032406475,0.00758449171365888,-0.0469123271198165,0.0397108345451922,-0.129651369890469,-0.00856100220062211,-0.00136514154602304,-9.20813820057577e-05,0.000104701223601444,1.82833099136511e-05,0.00152285651809912,-0.000369120008455072,0.000286155830071496,0.00142470332490558,-0.00115380493420003,0.0024477129854738,-0.000232441538380562,-5.84063214984081e-08,8.27532570696717e-17,0.000130495788122234,0.00113751086580424,-0.000320256002511137,0.000830577632519913,0.0121802976029478,-0.00135469273968648,-0.000476844173044003,-0.000776639190425248,0.000500547579005746,0.000993317186605434,0.000453230540938954,-0.000204993292564786,-4.02318684424432e-05,-0.000202349328013897,-8.37073204153157e-16,-4.26741975090295e-16,1.43330097544208e-16,8.54494863789252e-05,2.79787488072697e-05,6.515928917874e-17,1.02598279501461e-15,4.84743992122985e-05,1.18308189295804e-15,-1.37610303162699e-06,-0.000175587117560687,-0.00143462670843605,-4.08527378592538e-16,-1.42949454357e-13,0.707106781186548,5.84531811627042e-05,-2.80407171683759e-05,8.22095459663649e-15,2.2191968325263e-05,1.64407976705512e-05,-1.08962274376025e-15,-1.59247615094671e-15,3.3113593243138e-05,-1.07483550202623e-05,2.62342541769241e-05,-6.05940029787548e-16,4.78394563534388e-16,1.67182698087933e-16,6.71201266499973e-17,6.5616043344493e-17,-1.96240593219876e-16,-0.000111295964923087,3.46944695195361e-18,9.82287168271867e-17,4.46600721834729e-05,-2.75901203716899e-05,8.19656842399041e-17,1.61532956067706e-16,4.09852864844918e-17,-1.05276030948342e-16,-6.97247864348668e-17,1.78768614737573e-16,-1.16253112656688e-17,-8.85793174920657e-17
"t42",0.0680806463282887,-0.021037447127918,0.0365999334209384,0.00144757014671245,-0.124883507233095,0.26246930865567,-0.00605702382716827,-0.0113132840055519,0.00157405357987949,0.00199422682217187,-0.0117286460874782,-0.385111107321407,0.0376955110607973,-0.26571294511932,0.000204002802051237,-0.00110050526130966,0.0020188148732433,-0.0138916537450908,0.0118362685368587,-0.0407183362367745,-0.00276691248188723,-0.00050321110748997,-3.45539553256967e-05,4.13538189461683e-05,7.58110416102572e-06,0.000639565476630518,-0.000155023202454694,0.000120180682128825,0.000612640240931124,-0.00050495010166615,0.00108679713338673,-0.00010478990070744,-2.645414590187e-08,9.14003720896139e-17,5.93218836573059e-05,0.000517122568355396,-0.000150162154237702,0.000674185386836514,0.0143257442923717,-0.00170401969652151,-0.000155864078793073,-0.000256184778006759,0.000181249864088917,0.000360531921424297,0.000166266878984317,-7.48715777837707e-05,-1.34930714764923e-05,-6.4646825610179e-05,-8.68510871441155e-17,4.55148072009415e-16,5.46888419420063e-17,2.33319938315002e-05,7.33493573923096e-06,-2.65949983035482e-17,1.33654360221704e-16,-2.43676303785464e-05,3.14051825966848e-15,1.72680274599327e-06,0.00634668823160731,0.821853070534621,1.93811980353509e-15,-2.09771436332495e-15,1.5747895889205e-16,6.74649411175699e-05,-2.90276495304295e-05,6.67132060904449e-15,1.88573618613908e-05,1.38952889825111e-05,1.70119365531941e-16,-9.40220123979429e-16,2.54705633927768e-05,-8.26203587049883e-06,1.92269478817009e-05,-5.58721272904667e-16,4.277134165958e-17,-8.08375343289022e-17,-9.28288088770004e-17,-1.07963312943588e-16,1.90602741922952e-16,-7.76593858453942e-05,6.41847686111419e-17,-2.58690638355041e-16,3.06189975205931e-05,-4.7172952100805e-05,-2.99673480474993e-16,1.13235227332734e-16,-1.81288764431206e-16,-1.83121746932802e-16,4.58435639699529e-17,-4.3955070502361e-17,-4.27982058726688e-18,-4.34765071166687e-17
"t51",0.0682574471774026,-0.0211020804802782,0.0367463733177525,0.00145509525324513,-0.125740828898981,0.264761702808203,-0.00613926258591022,-0.0115130685265397,0.00160625601019371,0.00203821165711185,-0.0119933073692384,-0.394337475444767,0.0386224324951035,-0.273359940022104,0.000211166676121627,-0.00115101877065253,0.00211375493732939,-0.0145955486822953,0.0124392385204973,-0.0428924402602199,-0.00291905354349338,-0.000536461925977546,-3.691629981337e-05,4.4534544208837e-05,8.26151945537652e-06,0.000700011049749582,-0.00016967495107643,0.000131539681586355,0.000677619305118039,-0.00056484194379006,0.00123236430799482,-0.000121736956835886,-3.10907586682274e-08,-1.29405436190357e-16,7.04870526174097e-05,0.000614540009249168,-0.000189617824057894,0.000897448478486957,0.0191267342690419,-0.00227580032994991,-0.000215108892747611,-0.000354006156120254,0.000258762549932287,0.000516047073469291,0.000244377555779686,-0.000113870381669749,-2.40285907841452e-05,-0.000123487692785419,-2.85763198953827e-16,-5.51642065360625e-16,-3.81502966844399e-16,5.4837737649979e-05,1.81427063970271e-05,-3.37078382322638e-16,2.28457005471127e-16,5.04522438571749e-05,-1.5440041456327e-15,-1.9412458897972e-06,-0.00324210985872274,-0.402780862035185,-4.64038529823796e-16,1.16920362280837e-15,-1.37061580115932e-15,1.43296169714969e-05,-8.56161131691964e-06,4.3524235181112e-15,8.92835988124683e-06,6.65547148620446e-06,-0.707106781186548,-2.91953961006897e-15,1.48325710883875e-05,-4.8177750379822e-06,1.23433857292096e-05,4.22315077339151e-16,-9.36580921706166e-16,-4.89748370568362e-16,2.33474931626822e-16,3.79543953620794e-17,5.49039980146659e-16,-5.51241468338681e-05,3.57353036051222e-16,4.27609336828283e-16,2.25648778063607e-05,-3.52177178536055e-05,-2.02962646689286e-16,7.15154065252539e-17,-2.39210025819138e-17,1.63714528045311e-16,4.30313825923981e-17,6.31558573792313e-17,-5.70117116571855e-17,1.01264482910146e-16
"t52",0.0682574471774026,-0.0211020804802782,0.0367463733177525,0.00145509525324515,-0.125740828898981,0.264761702808202,-0.00613926258591021,-0.0115130685265397,0.0016062560101937,0.00203821165711191,-0.0119933073692383,-0.394337475444767,0.0386224324951035,-0.273359940022104,0.000211166676121654,-0.00115101877065252,0.0021137549373294,-0.0145955486822954,0.012439238520497,-0.0428924402602199,-0.00291905354349323,-0.000536461925977503,-3.6916299813481e-05,4.45345442087774e-05,8.26151945534917e-06,0.000700011049749375,-0.000169674951076461,0.000131539681585884,0.000677619305118097,-0.000564841943789776,0.00123236430799496,-0.000121736956835831,-3.1090758734437e-08,5.56989358396454e-17,7.04870526171426e-05,0.000614540009249145,-0.000189617824058059,0.000897448478486643,0.0191267342690421,-0.00227580032995063,-0.000215108892747454,-0.000354006156120346,0.000258762549932182,0.000516047073469457,0.000244377555779379,-0.000113870381669521,-2.40285907840367e-05,-0.000123487692785999,6.51872873831956e-16,3.80554962542412e-16,2.85757289171188e-16,5.48377376499296e-05,1.81427063966962e-05,4.49719167155084e-16,-3.33172353973523e-16,5.04522438576803e-05,-1.57206442523568e-15,-1.94124589059962e-06,-0.00324210985872161,-0.402780862035185,-1.2264494975156e-15,1.07292646989166e-15,1.02677831703997e-15,1.43296169709522e-05,-8.56161131507563e-06,1.9240959098229e-15,8.92835988148383e-06,6.65547149868314e-06,0.707106781186548,3.93088339656344e-15,1.48325710867203e-05,-4.8177750388307e-06,1.2343385730315e-05,2.35924860911164e-16,1.04169374056401e-15,4.68834086079191e-16,-2.96308185299993e-16,6.07078387195523e-17,-7.71084585071691e-16,-5.51241468335368e-05,-5.3776427755281e-16,-2.60208521396521e-18,2.25648778068481e-05,-3.52177178535487e-05,2.02095284951298e-16,-2.31434567883055e-16,1.82411215185882e-16,-1.42247325030098e-16,2.6369921568058e-18,4.77833921430538e-17,-4.4795129035692e-17,2.67147415300428e-16
"t26",0.0695091023535804,-0.0215821857028012,0.0379426925654988,0.00152479318205863,-0.135267786971889,0.296465130213794,-0.00843692124828119,-0.0273853822591128,-0.0718986841217951,-0.00422330541395916,0.0173848478003612,0.256757412982582,-0.0179186397440953,-0.0138865590103225,5.14447136937025e-05,-0.000345354907130266,0.00063308629911064,-0.00428414302667164,0.00364288789691219,-0.0122531849236604,-0.000817369761020417,-0.000120589226270633,-7.78005036017326e-06,6.78459110335389e-06,4.1014475313586e-07,5.2171527484381e-06,-1.26012523286867e-06,9.73610380677892e-07,-7.0478942424429e-05,0.000135589687039336,-0.00052968538431334,0.000104147685655517,3.46000196490098e-08,-2.88480461619636e-16,-9.86347324004946e-05,-0.000862450741134216,0.000897119304914644,-0.030989839717247,-0.888969641969654,0.10969797300432,-0.00441557247795736,-0.00694171431089776,0.00251167091550794,0.00483960379906772,0.00174320458353348,-0.000646993337497591,-8.53695662264773e-05,-0.000396395670209661,-9.89280310065873e-17,-1.82145964977565e-17,-3.14939314694051e-16,0.000146773046924198,4.71101243876276e-05,6.4617035246038e-18,5.41021241028469e-17,6.38872039917075e-05,-1.34723462054013e-16,-1.76921753159822e-06,-0.00024030216256457,-0.00470901626102078,-1.14491749414469e-16,-1.90819582357449e-17,-2.02730199848046e-16,6.59885477003949e-05,-3.10686400645209e-05,8.4547510661677e-15,2.32787531565081e-05,1.72097138283364e-05,1.43846881560801e-16,-2.42861286636753e-16,3.31026803782842e-05,-1.07404886755518e-05,2.53550964378789e-05,3.48289826492786e-16,1.18115004256847e-16,-2.62157846341632e-16,5.74637010935344e-17,-2.73092669931204e-17,-4.1286418728248e-16,-0.000102588873004471,-1.38777878078145e-16,-2.77555756156289e-17,4.02576669524986e-05,-0.000985068050871986,1.56125112837913e-16,-9.65425526658199e-17,-1.9837214392004e-17,-2.46330733588707e-16,9.71733851561165e-17,-2.72011846487288e-18,4.74345536484628e-17,2.99239799605999e-17
"t87",0.0712933902957352,-0.0222409900373093,0.0394664100589027,0.00160540885065348,-0.144890187246252,0.323875750555543,-0.00972149563935336,-0.033093805737621,-0.0899109614640819,-0.00538886964716769,0.0223279601192693,0.335780222889912,-0.0236296017474169,-0.0193928392929478,7.89571893060981e-05,-0.000639468978679693,0.00119838197742059,-0.00874222687629911,0.00747743206641964,-0.026562154619527,-0.0018391457248044,-0.000370461039939215,-2.58764715436594e-05,3.27833400727258e-05,6.46752628866902e-06,0.000559501561085444,-0.000135618680590114,0.000105138964944173,0.000568262104852229,-0.000498197916816157,0.00115629644898847,-0.000128667740199886,-3.50257082120158e-08,1.37577614658371e-16,8.48162305828806e-05,0.000740137469050113,-0.000395554464846427,0.00897263603888119,0.251935334849964,-0.0310190492845078,0.000997365403815291,0.00155507556400934,-0.000457117590092824,-0.000866821606857621,-0.000265727801316433,8.05201047101491e-05,3.98761681315302e-06,1.05104371743122e-05,-1.23082065531236e-16,-9.93129189996722e-17,9.17970546806231e-17,1.6128779332309e-06,8.09824107583429e-07,-5.09926294028267e-17,-2.77022863486706e-16,6.88306848866933e-06,1.26434273039023e-17,-2.11266855815568e-07,-3.22749595063492e-05,-0.00063578669529377,2.08166817117217e-16,1.31838984174237e-16,1.12038105880299e-16,1.17653610775328e-05,-5.85063645319739e-06,1.75504024405177e-15,5.09458390075552e-06,3.7872410867326e-06,-1.53876574857405e-16,1.17961196366423e-16,8.18652406066127e-06,-2.65880838659204e-06,6.78869094337259e-06,2.16270020099099e-16,-6.01824634640002e-17,2.02299293653776e-16,-2.25643544854459e-16,-4.50825505757224e-17,-2.8796409701215e-16,-2.99118289707025e-05,-3.60822483003176e-16,-3.72965547335014e-16,1.06557389284133e-05,0.816928269411932,-1.62498486888651e-13,-6.84191527364951e-15,-6.20703621390879e-16,1.56385321359309e-15,1.14692109937334e-16,9.49341479152025e-17,-1.62009192529854e-17,-1.00613961606655e-16
