"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119"
"t36",0.107308406528597,-0.108762091289065,0.0189494492288056,0.00814635481321357,0.00331681585125378,0.00136221268841805,-1.09699286416612e-05,-0.000205169300721638,0.0311913688019566,-8.86500739106716e-05,-0.00471526458568507,0.186863843647637,-0.000264742746511229,0.182062714749584,-0.0286941116075083,-0.000485209196326724,0.000961566207616233,-5.11725162675908e-06,0.00261127375773224,-4.38135782315103e-06,0.317536446025806,-0.000141734769112225,-0.00112633360397093,4.5505878151585e-05,3.13522029799612e-06,-0.0248884752781122,0.000175135688739043,-0.00149497358341217,0.00351293820905477,-3.36119891278567e-05,-0.000211144887290572,-0.0106255798962011,5.07607157743775e-05,4.08294077786021e-06,-0.000459297830350995,-0.53961654595737,-1.37362019295888e-05,-4.14460040399472e-07,-0.000368514936627497,0.0169316543347202,-0.01107320257298,-0.0581688540733671,-1.0291609271895e-15,-1.91943136241015e-05,-0.000931416297854284,2.02680242637901e-05,-0.000377280351965492,0.000536002392015207,-0.000235530963566416,-3.83808472206101e-05,-0.000767200089718266,0.00536386575476753,-4.14392938710831e-05,-0.0080818257717214,-0.000675769794874196,6.80647923727818e-05,-0.000943452369194641,-0.00264806667833577,-0.00201519458720151,-3.91124387486737e-15,-4.02080996790139e-15,0.00127419675755384,0.707106781186548,2.18940068031929e-05,0.000150178833640747,-0.00878881422190396,2.944760595009e-15,5.90804910095814e-06,-2.29765196643883e-15,-1.96530785815718e-15,1.42593075884841e-05,-0.0309255897266906,2.81608575172224e-07,3.28209469870946e-15,-0.0144183612653695,-4.7110747342953e-15,-2.62221330724042e-15,-1.33225173561664e-08,9.88288024375628e-16,2.52187310642498e-16,1.64361271461317e-15,-1.65843368373265e-07,5.57887069874141e-15,0.000546106222832931,-1.66783858672136e-08,7.86335459311696e-06,-1.91568815579486e-16,1.23908542362847e-16,1.61307332363395e-16,6.89964404083421e-16,-3.17355314359743e-16,3.27364460431411e-07,6.77109024592279e-08,0.000237691294921342,-0.000226662132181851,5.08840549851338e-06,-4.63502648814956e-07,2.00976485226447e-16,-8.30350136705905e-16,0.0033413947801009,6.25142335910211e-16,8.01275667510036e-16,-6.15151963572205e-16,-3.01794823130038e-16,-4.33762941904147e-16,0.00130875278731162,-0.000817792438908619,6.39419749737872e-16,-2.20500058812218e-07,1.19899351932689e-16,-1.37479658425895e-06,-1.7217664565299e-16,2.60246742893195e-07,8.75877627237686e-16,-2.34636580230065e-16,2.61907689588474e-15,-3.67217535187933e-15,-2.15056419930908e-14,0.0916698497028173
"t68",0.107732278218237,-0.109577521177439,0.0192983309434575,0.00832513035677637,0.00340193532599158,0.00140375999895759,-1.1478181747683e-05,-0.00021627992578198,0.0331695971008807,-9.4951330546532e-05,-0.00515735355815775,0.205784953605179,-0.000294142502337327,0.203759349391086,-0.0324154828769432,-0.000551550344321791,0.00115569174791242,-6.17156072982242e-06,0.00319537644857332,-5.62935310826484e-06,0.4153028720152,-0.000186997978881292,-0.00150012467186867,6.18323318116948e-05,4.86604204694115e-06,-0.040163177610441,0.000301310212519666,-0.00309262872730625,0.00784040200162423,0.00055940467755666,0.00100060386121764,0.0351594202347335,-8.88528462375683e-05,-6.33276964366938e-06,0.00042513891308099,0.452887764311168,5.5868244281628e-06,-4.55140082551092e-08,-4.92081397212928e-05,0.00303772746877762,-0.00292324554108311,-0.0157100596535916,4.00675187275344e-16,-7.62157268410444e-06,-0.000394068120256789,8.60620366232663e-06,-0.00017210296244762,0.000256597081731094,-0.000121663638658251,-2.04266768362862e-05,-0.000408492533498918,0.00308578722147413,-2.38826849041303e-05,-0.00474574609322579,-0.000400900641477643,4.10279236962475e-05,-0.000569505941644309,-0.00170059240568857,-0.00135098724744603,-2.90959297367216e-16,-1.34310662815501e-17,0.000879435370615758,-8.18672197459878e-16,1.52064654324891e-05,0.000104821356876438,-0.00621565897203399,1.81295024350077e-15,4.20214959150438e-06,-7.02705093778377e-16,-7.22347798482718e-15,1.02725993293529e-05,-0.0224356825346472,2.04452995959955e-07,1.81030225115938e-15,-0.0105576963046058,1.26665864371731e-15,-1.13565305779609e-15,-9.95025127707821e-09,-1.40386319477115e-16,8.20153426033866e-16,1.16030475025991e-16,-1.2468238255384e-07,-7.22165383049145e-15,0.000414639972442337,-1.26735713164448e-08,5.9880542161121e-06,2.06767084030546e-15,3.23510118880306e-13,-0.707106781186548,1.97597832515959e-13,-5.32403583850403e-15,2.51396485635744e-07,5.20245414356161e-08,0.000183124073770839,-0.000175211447802212,3.93365997247445e-06,-3.59552409861297e-07,9.18927747809059e-16,-5.16699026959291e-16,0.00260345063880682,-4.65284303270691e-16,-4.99693076599603e-16,4.28757652427058e-15,4.33736460251297e-16,2.32398418140962e-16,0.00103138270180103,-0.000644894551321764,-5.13814297488199e-16,-1.74981308048091e-07,4.94749101508307e-16,-1.09894810014925e-06,-4.92048137985155e-16,2.09008945567389e-07,2.26824702397625e-15,-9.48536079934375e-16,1.58809909810296e-15,-3.31613369084003e-15,-2.15568431908045e-14,0.091669849702819
"t69",0.107732278218237,-0.109577521177439,0.0192983309434575,0.00832513035677633,0.00340193532599159,0.00140375999895758,-1.14781817476715e-05,-0.000216279925782079,0.0331695971008805,-9.49513305465183e-05,-0.00515735355815782,0.205784953605179,-0.000294142502337345,0.203759349391085,-0.0324154828769432,-0.00055155034432134,0.00115569174791263,-6.17156073002126e-06,0.00319537644857311,-5.62935310826808e-06,0.415302872015201,-0.00018699797888131,-0.00150012467186887,6.18323318117547e-05,4.8660420468236e-06,-0.0401631776104414,0.000301310212519659,-0.00309262872730546,0.00784040200162441,0.00055940467755642,0.00100060386121712,0.0351594202347344,-8.88528462377981e-05,-6.33276964406401e-06,0.000425138913081131,0.452887764311169,5.58682442801257e-06,-4.55140082833915e-08,-4.9208139720925e-05,0.00303772746877901,-0.00292324554108216,-0.0157100596535911,3.8989760124349e-16,-7.62157268409647e-06,-0.000394068120256967,8.60620366212951e-06,-0.000172102962447237,0.000256597081731343,-0.000121663638658792,-2.04266768366429e-05,-0.00040849253349868,0.00308578722147456,-2.38826849039118e-05,-0.0047457460932257,-0.000400900641478277,4.10279236965979e-05,-0.000569505941644745,-0.00170059240568972,-0.00135098724744663,5.16185663859168e-16,-1.21676086532848e-17,0.000879435370613902,-1.38660594876471e-16,1.52064654322268e-05,0.000104821356876228,-0.00621565897203301,-1.38087447221994e-15,4.20214959140419e-06,7.56008732175846e-16,3.86487447361657e-15,1.02725993289814e-05,-0.0224356825346438,2.04452996851099e-07,-1.67340243574441e-15,-0.0105576963046117,-1.72573935234207e-15,8.76626174327815e-16,-9.9502484681922e-09,9.97271514821673e-16,-1.09122497195349e-15,-2.38923691749307e-16,-1.24682382118456e-07,1.15081555396301e-14,0.000414639972429531,-1.26735778278131e-08,5.98805420906641e-06,-1.8686542110621e-15,-3.23284031803582e-13,0.707106781186547,-1.95500915481241e-13,4.95846876896111e-15,2.51396468766465e-07,5.20245449655263e-08,0.000183124073766587,-0.000175211447785248,3.93365997609124e-06,-3.59552412880752e-07,-1.14749602033878e-15,4.15731527918697e-16,0.00260345063880642,5.87355391295609e-16,6.22677963018754e-16,-4.64277993010688e-15,-6.31881321692612e-16,-6.89502651330741e-16,0.00103138270180175,-0.000644894551327211,1.04820108883587e-15,-1.74981307671587e-07,-5.81382704319046e-16,-1.09894810018546e-06,4.78640567247729e-16,2.09008943480913e-07,-1.55074670838676e-15,7.75779055187393e-16,1.82254259071946e-15,-4.13492317094575e-15,-2.07585915883819e-14,0.0916698497028217
"t100",0.107295411975075,-0.108421524093662,0.0181170017470197,0.00752992098262298,0.00289472805459538,0.00103474880396742,1.47788829875729e-05,0.00659416760329581,0.388118401197779,-0.00189895677968608,0.00891322334926504,-0.155958246952826,-0.000276010970589336,-0.0743462690668357,-0.00093551536530205,-9.0578996978986e-05,0.000799632131891395,-4.42988476524121e-06,0.00271443989413992,7.5286693138922e-06,-0.00793153781368983,-2.50791583893714e-05,-0.000349436643746894,2.1546882237856e-05,2.36312682285538e-06,-0.00974220891018611,0.000194050736853962,-0.00186441810954763,0.00467964936555556,0.00024902453513893,0.000371737401425803,0.0028936078186952,-2.46128727648715e-05,-1.55030602412524e-06,2.58887735933427e-05,0.00637717669075702,-2.93484922626757e-06,-1.95941464661671e-07,-0.000175744030672983,0.00559746292775552,-0.00452111628313377,-0.022354151505571,1.83229252087415e-16,-2.63654137327349e-05,-0.000511066454597374,2.71377440697941e-05,-0.000519156857565104,0.000786807575587212,-0.000423387835132407,-4.19842212839714e-05,-0.0015943841258001,0.0326386489810127,-0.000269984944061736,-0.317561151400045,0.0114396401455459,-0.000311358519834433,0.00401513929844431,0.00155562414907667,0.000217919637991503,-3.93055353435851e-16,-2.82576092962251e-16,8.02869876856221e-05,-8.76862183750033e-16,1.97902118029867e-06,1.64619749007327e-05,-0.00132730199194479,2.23424306455774e-16,9.66160575363165e-07,8.22471315642319e-17,4.93515332208411e-15,2.43846365132237e-06,-0.00445249465949322,3.86155032589454e-08,1.17372869754827e-16,-0.00229024475810527,-1.50068285354272e-15,-1.91825738493816e-15,-7.18106204417339e-09,5.88211984238882e-16,2.39857133422386e-16,3.09443637859386e-16,-7.87005509493761e-08,1.59421087442269e-15,0.000236470822063063,-7.17655535307167e-09,3.32609401522198e-06,2.42238033635185e-15,9.76025038803529e-16,-2.32373783126598e-15,2.45049613215204e-15,5.5013755921642e-16,1.26757297026603e-07,2.60201803003778e-08,4.20415824575316e-05,-3.7267827476843e-05,1.71386603685616e-06,-1.33137012049578e-07,1.88165822374639e-15,-6.17941713486654e-16,0.00013855131038718,-5.96104261036386e-16,-1.1518897910838e-15,7.40978134912332e-17,1.52609350431624e-15,-1.59148284730712e-14,-0.528658597435582,-0.636363252397659,2.58308027094775e-15,-2.14108122637775e-07,8.69659156767463e-15,-1.1410954020976e-06,4.03419563740503e-15,2.05011189610695e-07,-4.37551891642893e-15,-4.10441132421607e-16,2.37255059990229e-15,-3.21753019326708e-15,-2.09950802101365e-14,0.0916698497028331
"t108",0.107383500776831,-0.108587821273438,0.0181820931933633,0.00756169363016202,0.00290879382050531,0.00104060820291819,1.48984032122263e-05,0.00665470956645569,0.392154344694469,-0.00192050207866776,0.0090369197599929,-0.158240866252168,-0.000280309668285832,-0.0755589349607229,-0.000951619537266776,-9.2190252366851e-05,0.000817377627711716,-4.5292315255931e-06,0.0027778913616101,7.72552951702063e-06,-0.00814589345020213,-2.5767183752353e-05,-0.000359172173453086,2.21656046042781e-05,2.44134185320753e-06,-0.0100741065425941,0.000200928920142777,-0.00193592030713956,0.00486324272356124,0.000260669308013079,0.000389584087241934,0.00303437342300802,-2.58475442001955e-05,-1.62860249782414e-06,2.7237230895486e-05,0.00671134737713855,-3.09528015366715e-06,-2.07929897107789e-07,-0.000186593159179601,0.00594963829137389,-0.00481793043202143,-0.0238268902277663,1.24198549554499e-16,-2.82738898618797e-05,-0.000549031432318903,2.91569707382616e-05,-0.00055920529804485,0.000849316098983937,-0.000459032932768702,-4.56190170105136e-05,-0.00173247927222745,0.0357394474705061,-0.000295701152388107,-0.348680689945074,0.0125796588336799,-0.000343273256999334,0.00442779291113644,0.00173982899270864,0.000247710110400576,-3.59674384925933e-17,1.91626249549811e-16,9.28331616397428e-05,-3.4573854617108e-16,2.2991717969821e-06,1.92029212521152e-05,-0.00156811489364128,3.91896509401382e-16,1.14893034331314e-06,8.62407318634378e-17,-6.34801010189462e-15,2.95179425671575e-06,-0.00545558718680408,4.73827744992964e-08,1.24984236683505e-16,-0.00286227033494621,6.19093211371024e-16,6.33348500743171e-16,-9.58812817914519e-09,2.95603613000747e-16,-2.44863235353677e-16,-3.19506525701132e-16,-1.08828441420102e-07,8.46545056276682e-16,0.000353401159881543,-1.08155602615372e-08,5.13641178768408e-06,-1.69155281264096e-15,-3.46365260194739e-16,4.57367210676175e-16,-1.04296700878788e-15,-4.9967604411761e-16,2.25131661441303e-07,4.67698934868056e-08,8.14115274062122e-05,-8.19543082878786e-05,3.78169192524264e-06,-3.62161079285885e-07,-1.91950040704573e-15,4.57205795226231e-16,0.00068225369013391,2.32292104538458e-16,3.23381068086018e-16,2.149863030556e-15,-1.44764197013948e-15,8.75038611446163e-15,0.290680795451983,0.273403716437386,5.73318456905759e-16,-4.13518706796494e-08,8.77571704833548e-15,-5.40413498410751e-07,0.707106781186545,1.17775581284058e-07,-3.85752395400514e-15,1.85997107857337e-15,1.94930107701794e-15,-3.5012090425646e-15,-2.02869176961572e-14,0.0916698497028237
"t109",0.107383500776831,-0.108587821273438,0.0181820931933632,0.00756169363016199,0.00290879382050529,0.00104060820291822,1.48984032122553e-05,0.00665470956645552,0.392154344694469,-0.00192050207866772,0.00903691975999285,-0.158240866252168,-0.000280309668285871,-0.0755589349607232,-0.000951619537266937,-9.21902523669146e-05,0.000817377627711663,-4.52923152536354e-06,0.00277789136161009,7.7255295170081e-06,-0.00814589345020234,-2.57671837523856e-05,-0.000359172173452803,2.21656046042359e-05,2.44134185331775e-06,-0.0100741065425942,0.000200928920142781,-0.0019359203071393,0.00486324272356124,0.000260669308013011,0.000389584087242326,0.00303437342300788,-2.58475442000513e-05,-1.62860249802067e-06,2.72372308956388e-05,0.00671134737713871,-3.09528015347591e-06,-2.07929897173162e-07,-0.000186593159179222,0.00594963829137461,-0.00481793043202188,-0.0238268902277671,1.25024092146906e-16,-2.82738898618934e-05,-0.000549031432319027,2.91569707380831e-05,-0.000559205298044593,0.000849316098983316,-0.000459032932767425,-4.56190170102676e-05,-0.00173247927222703,0.0357394474705063,-0.000295701152387707,-0.348680689945074,0.0125796588336797,-0.000343273256999473,0.00442779291113658,0.00173982899270937,0.000247710110400468,-3.69227753120815e-17,1.10545332033333e-16,9.28331616409495e-05,-3.01503097552178e-16,2.29917179759736e-06,1.92029212524065e-05,-0.0015681148936409,-1.95547129813497e-16,1.14893034349784e-06,-4.68357172464233e-17,-2.64957965111207e-15,2.95179425643311e-06,-0.00545558718680242,4.7382774367628e-08,-1.92480291795009e-16,-0.00286227033494748,1.04930463341309e-15,1.57869432989204e-17,-9.58812829266892e-09,-5.92401114790853e-17,-3.5262975284436e-16,7.27659858490594e-17,-1.08828441612622e-07,-1.0842021724855e-15,0.000353401159880185,-1.0815562268449e-08,5.13641178777399e-06,-7.68190108715861e-16,2.4699318953286e-17,1.1269704723125e-15,-2.21217063159625e-15,-2.27432980828985e-16,2.25131658746671e-07,4.67698924446658e-08,8.1411527405179e-05,-8.19543082894202e-05,3.78169192685906e-06,-3.62161079070004e-07,-2.38177693647364e-16,3.15983990683943e-16,0.0006822536901358,7.07830076026884e-16,1.16954021657119e-15,8.21064848078829e-16,-9.9231080225731e-16,9.8864452453437e-15,0.290680795451978,0.273403716437382,-2.14498392707593e-15,-4.13518634351633e-08,-1.72407754624338e-14,-5.40413592969745e-07,-0.70710678118655,1.17775566158918e-07,8.31329595344818e-15,-1.47069799530224e-15,6.7755365644898e-16,-4.19509843375549e-15,-2.22987489341391e-14,0.0916698497028226
"t79",0.10638930617073,-0.106704603551078,0.0174376603841452,0.00719721194464126,0.00274693307032388,0.000972914827495689,1.35007854394273e-05,0.00594281818979155,0.344399780058207,-0.00166431665619496,0.00754633714077325,-0.130622587760233,-0.000228033775759384,-0.0607525659130335,-0.000754013545007251,-7.23564570725375e-05,0.000593411090899685,-3.27366329465973e-06,0.00197151416826326,5.18201753212932e-06,-0.00536151895623057,-1.6807704695211e-05,-0.000232063083249087,1.40445925368408e-05,1.38566715532606e-06,-0.0055658596754262,0.000106641477459381,-0.000936158880313304,0.00228039368355106,8.75622345443237e-05,0.000121714079055479,0.000910988608239662,-6.99803686841976e-06,-4.30000524883086e-07,6.3275701651333e-06,0.00151617547725805,-5.53546352932353e-07,-6.69424087370577e-09,-3.549091785599e-06,-5.88681537251217e-05,0.000382036615104664,0.00203364682288846,1.944738487748e-16,7.58979801405361e-06,0.000179653357949673,-9.65228098306688e-06,0.000235302168560914,-0.000425802457831412,0.000313854436563711,3.58169825876354e-05,0.00136314188178557,-0.0432899481539578,0.000362431591175765,0.486452810849452,-0.0189518137909737,0.00058903188983838,-0.00769259580271513,-0.00629335816104367,-0.00319193315730244,-2.96759299529027e-16,-4.62170809052777e-16,0.00159645720942137,2.36731895869223e-15,2.60213392238992e-05,0.00017096179556153,-0.00878127629714009,4.31988012339153e-16,5.5084007977816e-06,1.96645696456424e-16,-4.00210033913551e-15,1.05134792576953e-05,-0.0168206079502017,1.43910153310889e-07,2.78843993025186e-16,-0.00735261235502294,-1.30332874848605e-15,2.62346601382503e-16,-1.63567607800213e-08,1.3520693905224e-15,2.77409167490704e-16,-1.61416067289874e-16,-1.56908608450402e-07,7.10369263412503e-15,0.000360922036513897,-1.06417537153438e-08,4.52713250999178e-06,5.46063505698205e-16,-7.39966336359871e-16,2.09289444731477e-15,-1.26046004244207e-15,2.80201883317934e-16,9.24642559317584e-08,1.76313970314396e-08,1.48968595756673e-05,7.96302644072482e-06,-3.92942035874078e-07,1.68039781588282e-07,-1.09191539011836e-15,-4.84043880398693e-15,-0.000744590880477246,-1.80627810550181e-15,-7.18599252266345e-16,-3.19560404145396e-14,5.48339241404011e-15,-3.24246544727201e-14,-0.563137721695023,0.521984200681892,1.13287432209658e-15,-1.06421375387111e-06,2.48532575049766e-15,-3.92449793125522e-06,8.38085759950794e-16,6.22618894219777e-07,6.14938842474223e-15,-1.63165368283992e-15,3.49083773978713e-15,-4.59266575791796e-15,-2.08842677687267e-14,0.091669849702781
"t80",0.106642216894533,-0.107178806747934,0.0176195274397239,0.00728541918778396,0.00278572440074744,0.000988937806987172,1.38190396419272e-05,0.0061020172012974,0.354860968477367,-0.00171952300978384,0.007853230324363,-0.136228883337538,-0.000238457396092999,-0.0636629554072095,-0.000792167000777422,-7.6141860742625e-05,0.000632299985409484,-3.49051456120111e-06,0.0021077562811506,5.58363305199096e-06,-0.00579134526756914,-1.81760420465224e-05,-0.000251256996279461,1.52428047947e-05,1.52249014072891e-06,-0.00613206197762309,0.000117943074025163,-0.00104379797201664,0.00254884109160033,9.99362525604935e-05,0.000139394098316239,0.00104515831686832,-8.06237114072524e-06,-4.95864435024453e-07,7.32866010462679e-06,0.00175757164198592,-6.4568423760467e-07,-7.94923406005553e-09,-4.22077668359923e-06,-7.0236017977467e-05,0.000459219865537061,0.00244604770645477,7.99485920945482e-17,9.29158008907647e-06,0.000221069347100772,-1.18813291493974e-05,0.000291789740078365,-0.000531314066992902,0.000396656019591086,4.55568873815941e-05,0.00173400592035331,-0.0563166466658894,0.000471803593611119,0.63789595396885,-0.0249618191409204,0.000781710606491071,-0.0102163172010283,-0.00871015448586701,-0.00463398806361859,7.79339189145753e-16,1.96271197576749e-16,0.0024380443374348,-1.32959103843514e-15,4.03055254636643e-05,0.000268043848621674,-0.0143033873220823,2.8494690242311e-16,9.15091483118841e-06,1.47559282786848e-16,2.0826379255636e-15,1.84360822742466e-05,-0.0306152315008656,2.63088587697272e-07,7.64182843004636e-16,-0.0142305854607501,1.57264935284814e-16,-8.05574269536268e-17,-3.91907455089352e-08,-5.69205274581351e-16,-4.20201537887028e-16,-1.33766048645355e-17,-4.2372717877589e-07,2.1389140458794e-15,0.00130034602958036,-3.96507301520793e-08,1.866348073721e-05,-2.86312258369751e-16,1.34710578257211e-15,-2.09374127876809e-15,6.27282181203775e-15,-3.66753496524299e-18,8.00566523571493e-07,1.6623086685261e-07,0.000289156723736783,-0.000292361454467834,1.34929779896174e-05,-1.30808150630693e-06,5.79748555645929e-16,3.58161373696977e-15,0.00254016712545697,1.57117354937406e-15,6.20057819022624e-16,2.59291006491597e-14,-4.33562393560149e-15,2.66646920163999e-14,0.484063898688346,-0.415982815339534,-4.05718446727758e-16,3.67914026405867e-07,-2.74466612329816e-15,1.15914912937357e-07,-4.81203957765186e-16,7.01539851268618e-08,-2.59102399964525e-15,2.6382589152618e-15,4.64831526755927e-16,-3.23530083285088e-15,-2.14546336922189e-14,0.0916698497028465
"t3",0.0524989925366855,0.075092826937259,-0.0124984471843089,-0.0119883788507862,-0.0386487148982596,-0.0016293072658131,7.29449405163442e-05,0.00870496741169883,0.00684152565788789,0.00111870892028537,-0.0101669834303365,0.00930444914835893,0.00245118731863791,0.0148412579569592,0.12933586281361,0.00937827905733622,-0.00425458893149579,2.6411621310476e-05,-0.0575315989125,-0.000162669147349789,0.000860727827046631,0.000140725182345678,0.00856986272261165,-0.000120887131213901,-1.60718677898653e-05,0.00250556391168919,-0.00524431642287109,0.0176035113636241,-0.0452880444652587,-0.00285924709352149,-0.0042833105131589,-0.00103614736110826,0.00029937513697071,1.87932976383457e-05,-0.000262674466658428,-0.00273462364211665,4.02691582759605e-05,2.43949298991963e-06,0.0056278058866804,-0.00336070912127094,0.0130741558083058,0.0125198688114259,-3.85037828488926e-16,0.000616032825526951,0.000390667019845191,-0.000598709220545859,0.0107871124509153,-0.0157467012285473,0.00780468364302307,0.000131045210832887,0.0470851188098798,-0.310111484367502,0.00246870846495514,-0.0162763804760975,0.0694025939603803,-0.00301905966992237,0.0764192840949115,0.213827502048347,0.076444460869523,2.14360669883304e-15,-3.30373809900852e-15,-0.0766963642133028,7.01161495439471e-15,-0.00145882298668122,-0.0149538943990667,0.820730386617194,-2.37595522688303e-14,-0.0006273558089608,6.7381774644666e-15,1.19116055255335e-14,-0.00206506503221337,-0.0866237693591782,5.18060037898454e-05,2.73114266011126e-15,-0.0293551523521497,2.6294561610673e-15,1.5621333449403e-15,-3.75452508390784e-06,5.00662605314773e-15,6.15565416850004e-16,-2.68370627709257e-15,-2.48609882770006e-05,-1.73402958658642e-14,-0.329250586723609,-4.17851810138047e-05,0.00237474684051589,2.93875511489679e-15,3.28666433901961e-17,-3.37753949607385e-15,-1.49061183129903e-15,-2.29203805571508e-16,-0.000267743323671853,8.32764153747456e-06,0.000257332328834089,-0.000227924379510164,-0.0059103748037736,0.000697314864718284,2.5830576292235e-17,1.67861390694397e-16,0.00137370635470267,-1.7612123198581e-15,-4.85935995148469e-16,-2.38168509447406e-15,3.69106516511929e-16,1.0844913415844e-15,0.0019806903395425,-0.00122662750582088,2.31338587910326e-16,-1.17363817987686e-05,-3.81172736565361e-16,-0.000823516246051678,4.76339211670309e-16,1.12543705077001e-05,3.8309187128926e-16,-5.00232695192197e-15,1.81485856620066e-15,-4.06985466264399e-15,-2.18662185273808e-14,0.0916698497028258
"t6",0.0663741370864119,0.131232946868103,0.0290945942366627,0.0131284910338532,0.0303651856559988,-4.76264658636762e-05,1.30604103355742e-05,0.0023098978141344,0.00242232558443574,0.000474728131511159,-0.00675000418987766,0.00716018900957619,0.00232232537525702,0.0170816742863561,0.201379413513057,0.0188177648557288,0.00857162294200996,-5.08866382458047e-05,0.121633601221516,0.00730457777099512,-8.50812289943953e-07,-2.32460104055277e-06,-0.00062235680425792,2.54827885643361e-06,-6.79677862575546e-07,0.0001494803657596,-0.0115275724161632,0.00188923403975648,-0.00536828773250065,-0.00056796447721145,-0.000902051843734915,-0.000224483658985479,6.91346789136301e-05,4.39987748786664e-06,-6.53904295340802e-05,-0.000688822053276257,1.10037711707402e-05,8.48533553462771e-07,0.0128716686700634,-0.00117234867845858,0.00500835938704029,0.00483076939835895,-3.92051421606796e-16,0.000290497027779605,0.000195703145696548,-0.000301093276974069,0.00594059553242215,-0.00940991885373779,0.00573857323445252,0.000196303598351913,0.0830479680823648,-0.381576286690401,0.00310674913550838,-0.0308286253404117,0.025780530378745,-0.0038328652807582,0.124681871487244,0.750404740775412,-0.139787097497016,-3.740497013709e-16,1.97478165524567e-15,0.0607307981986039,-6.36325290651043e-15,0.00100229307706805,-0.0239741266358964,-0.392152937490448,1.1860553431812e-14,0.000268449445156872,-1.80410708574915e-15,-1.89765240380387e-14,0.000693092395466725,0.025483898131313,-1.50269121249375e-05,-1.70048995248363e-15,0.00725393187029898,2.36906722056813e-15,4.65481242432031e-16,6.65412315873775e-07,6.2725646473886e-16,5.88579111879441e-16,4.90958556951386e-16,4.40961145478557e-06,2.29243707350335e-15,-0.0129146581086887,-4.50845135754181e-07,-5.17810773917185e-05,2.71601064580706e-16,3.93066434110481e-16,7.00375956619747e-16,9.72743972496162e-16,8.66606768421179e-16,-0.000860161588250406,-2.91883879781749e-07,-8.10744307939143e-06,6.07808822344481e-06,-0.000619738552206608,8.09535779090739e-05,-2.38238385367042e-16,-5.96014806995443e-18,-1.47412104091955e-05,8.06285256632467e-16,-3.53262260094637e-16,-1.68640254614603e-15,-1.66636361057766e-16,-3.46381280387398e-16,2.45127234099038e-05,-1.67988531471956e-05,4.12895396671373e-16,-3.08821401111679e-07,-4.61243720130479e-17,-0.00222955697756221,4.02395088247973e-16,5.56748905891733e-07,1.36848016170603e-15,7.31384369242615e-16,1.88162902371842e-15,-3.0881008402489e-15,-2.10168114083164e-14,0.0916698497028217
