,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
t265,1.7076128,-0.2082209,9.118867,5.1782026,5.531653,5.977161,5.5309615,4.7870817,7.3438463,4.5884066,4.3522444,3.5982661,4.829776,3.1422796,4.873672,4.7004843,5.3655176,6.2330046,5.443196,6.0873756,5.621864,4.243386,3.965536,4.901523,6.0264053,5.9138293,4.7997065,6.665774,4.5680737,5.244061,4.604429,2.9546487,5.4295254,4.9149675,5.940511,4.8237953,3.8924313,5.6161633,6.352584,4.82519,5.1399283,5.5229163,6.7428446,4.5995445,5.542563,4.097386,6.285644
t128,1.8130401,-0.00095792866,8.74896,5.1717453,5.619466,5.971222,5.555016,4.810711,7.368394,4.657716,4.384387,3.6439407,4.891859,3.2297637,4.9113607,4.7728076,5.332381,6.183943,5.4416327,6.086681,5.6187778,4.2648396,4.061833,4.880177,6.0425377,5.866022,4.7561464,6.6918926,4.4733286,5.3542943,4.723446,2.9288316,5.5157604,4.8049927,5.751823,4.797618,3.8745327,5.732582,6.305003,4.813906,5.228671,5.3940506,6.6344767,4.6608467,5.6364717,4.1241217,6.288975
t149,1.7998408,-0.037539076,8.812939,5.176782,5.597947,5.968367,5.5573516,4.802239,7.3660007,4.637943,4.374236,3.6357765,4.881354,3.2211854,4.896841,4.7390604,5.341157,6.176214,5.4338803,6.093068,5.610394,4.2709227,4.045593,4.8823023,6.036624,5.8782735,4.7646413,6.6887345,4.501843,5.334424,4.703499,2.9286084,5.48923,4.8192387,5.7824464,4.804426,3.8745635,5.714397,6.307415,4.817211,5.207553,5.4074593,6.651197,4.640273,5.6118383,4.12181,6.2780337
t181,1.7184081,-0.20545541,9.074802,5.1738772,5.538906,5.986732,5.524032,4.8022003,7.335859,4.595805,4.358837,3.6051033,4.845359,3.1452153,4.882529,4.7063107,5.3576045,6.2354255,5.4458423,6.080648,5.627872,4.235207,3.972323,4.902065,6.0281997,5.8989253,4.7907763,6.664149,4.56153,5.2494264,4.612824,2.95364,5.4375663,4.9074597,5.9414926,4.820064,3.8900478,5.621358,6.3502502,4.8187776,5.149698,5.524792,6.7357097,4.6098843,5.5496,4.090305,6.3010254
t182,1.7688622,-0.079526,8.880704,5.182106,5.570507,5.9629445,5.5567822,4.784813,7.364928,4.614147,4.3607354,3.6186147,4.8554096,3.1979191,4.880186,4.716809,5.355198,6.1865025,5.4344053,6.0979524,5.6065025,4.274,4.018588,4.886284,6.03098,5.9000688,4.7831864,6.6841984,4.529139,5.3021483,4.6680965,2.9365335,5.461111,4.8509626,5.8201356,4.8142605,3.8821428,5.685442,6.321309,4.8244085,5.1779094,5.4384933,6.6822524,4.61723,5.583666,4.1193953,6.262337
t113,1.7995235,-0.045277238,8.821018,5.1721697,5.594987,5.9759393,5.556904,4.809259,7.358655,4.6386914,4.372437,3.63226,4.887319,3.2194242,4.9033237,4.735068,5.3431134,6.182984,5.439032,6.0875626,5.617033,4.2633576,4.0372543,4.8792586,6.0383215,5.871119,4.760948,6.686925,4.508327,5.325572,4.69857,2.9318004,5.487393,4.8250556,5.7911687,4.800115,3.8746758,5.704291,6.310229,4.814822,5.204589,5.4151716,6.65632,4.6429944,5.6052246,4.114302,6.2856646
t114,1.7254153,-0.15475287,8.985257,5.1798725,5.536793,5.967838,5.545195,4.779962,7.352706,4.590867,4.3519316,3.6040468,4.8345222,3.1662788,4.872311,4.6917353,5.363288,6.2095494,5.439806,6.098496,5.6140723,4.2596636,3.978726,4.8917756,6.0261135,5.913105,4.7986236,6.6744914,4.567995,5.2543783,4.6183996,2.9485111,5.4297714,4.8930864,5.8895173,4.8223896,3.890056,5.637407,6.33912,4.8258905,5.142204,5.4926195,6.7252927,4.599213,5.544621,4.105875,6.2683854
t56,1.7803293,0.02385326,8.721921,5.1535277,5.630386,5.940075,5.570998,4.7891426,7.4020944,4.6811266,4.3986964,3.6548505,4.85719,3.2585642,4.9298525,4.797055,5.321675,6.187462,5.453027,6.107925,5.6320295,4.2669253,4.052344,4.8574605,6.0546455,5.888873,4.7675734,6.7102027,4.4803114,5.348265,4.708965,2.9368718,5.5346203,4.791788,5.730141,4.791553,3.8820593,5.7304983,6.2917995,4.8279176,5.2148933,5.3566947,6.6314845,4.67876,5.630045,4.1535535,6.287424
t57,1.8542241,0.022026062,8.668656,5.163937,5.6543727,6.011054,5.535614,4.8540487,7.340743,4.688501,4.3941627,3.6459916,4.940238,3.2211676,4.9479575,4.835167,5.3243647,6.2228074,5.465671,6.0503626,5.6475124,4.2225847,4.083156,4.88535,6.0514383,5.8118367,4.729769,6.6844435,4.4153724,5.3810945,4.759326,2.933482,5.5607767,4.7997985,5.73859,4.780591,3.8745854,5.744451,6.3179846,4.7952127,5.2754016,5.4115562,6.6145024,4.701527,5.682081,4.09714,6.3476553
t46,1.9430503,0.3817268,8.110914,5.176977,5.815561,5.97934,5.5831814,4.837674,7.4131885,4.8077602,4.3838463,3.6199982,4.9497075,3.2448733,4.9839826,5.093512,5.3551936,6.2932167,5.543654,5.993766,5.68104,4.203825,4.1945477,4.877418,6.1102953,5.8144813,4.714647,6.717287,4.193304,5.4891276,4.8786535,2.9640665,5.738496,4.7463293,5.468125,4.761376,3.9043727,5.8597627,6.353521,4.846028,5.4116488,5.3027525,6.485615,4.8032913,5.86502,4.172866,6.373058
t141,1.7671975,0.06983216,8.681393,5.1829844,5.628445,5.903957,5.572592,4.7450004,7.431807,4.658445,4.3993754,3.6638145,4.8254485,3.2493336,4.8765144,4.7964005,5.3192973,6.1527185,5.4253078,6.1345873,5.5887494,4.3217454,4.0805235,4.87995,6.041988,5.935947,4.7935834,6.7135463,4.461558,5.3767734,4.7196183,2.9253285,5.5252557,4.7801633,5.683967,4.821476,3.8838525,5.7687736,6.287052,4.8431835,5.2167625,5.341071,6.6221604,4.647615,5.6514764,4.1862154,6.2142315
t142,1.8276349,0.031174058,8.706496,5.1757865,5.631336,5.9632545,5.552399,4.808339,7.37549,4.6641264,4.391047,3.6535246,4.8902373,3.2382185,4.9088397,4.784694,5.325342,6.172503,5.4339933,6.0896544,5.6108027,4.276128,4.0849705,4.8840036,6.0407543,5.869919,4.7523885,6.6939783,4.454784,5.3777323,4.7431574,2.9207234,5.526579,4.7879,5.718682,4.798598,3.8710394,5.7625384,6.2975297,4.811546,5.244005,5.37547,6.618104,4.665257,5.6543975,4.131779,6.279705
t112,1.8241982,0.076826155,8.623869,5.1699743,5.65997,5.960615,5.548198,4.8084617,7.3869987,4.6896086,4.4078417,3.6649146,4.8935604,3.2415175,4.9231863,4.8443074,5.3112903,6.192688,5.449599,6.0876517,5.6236243,4.269009,4.1009045,4.8837423,6.05032,5.8622727,4.7535067,6.700386,4.412088,5.400005,4.759019,2.9277866,5.5656705,4.7758436,5.682159,4.7965174,3.8782601,5.7796354,6.2995954,4.814434,5.2664075,5.365881,6.602893,4.6920342,5.690104,4.1430674,6.287986
t87,1.8840249,0.1940902,8.384081,5.1892095,5.741337,5.978466,5.5080996,4.830321,7.3889766,4.7392197,4.4385905,3.6883185,4.9310713,3.223089,4.9412293,5.0082355,5.2839007,6.235737,5.46582,6.058802,5.6317363,4.2483554,4.1958404,4.917945,6.0528126,5.817094,4.7417316,6.6985526,4.2502475,5.5069275,4.847421,2.9202147,5.664778,4.7412086,5.5801787,4.798596,3.8862662,5.8747673,6.315282,4.7969756,5.3680053,5.3622384,6.5429106,4.7483883,5.8239408,4.147293,6.326929
t88,1.7537538,0.10826018,8.576372,5.1203103,5.6670012,5.948677,5.550258,4.8028517,7.4024463,4.728027,4.4439826,3.685942,4.87128,3.2600818,4.9682794,4.8854218,5.279421,6.2367573,5.4933076,6.1004543,5.672159,4.2548094,4.057949,4.851486,6.0762296,5.870735,4.760935,6.7159014,4.429906,5.3674474,4.716578,2.9608643,5.598927,4.78194,5.6644897,4.780239,3.8948464,5.7490587,6.2960305,4.8231697,5.2394495,5.3664255,6.6279616,4.737227,5.6730213,4.1547523,6.284644
t80,1.8820968,0.18697926,8.400807,5.1876044,5.7373476,5.9782853,5.512004,4.830282,7.3883147,4.7375336,4.4350624,3.6852903,4.9301696,3.2254353,4.94145,4.999062,5.2872243,6.233772,5.4664097,6.059133,5.632338,4.2483,4.189921,4.91454,6.0536623,5.8183136,4.7408614,6.69866,4.25928,5.4995885,4.843098,2.9212854,5.659582,4.7432957,5.586141,4.797076,3.8857377,5.8684163,6.31504,4.798272,5.362648,5.3613057,6.5451484,4.74613,5.8161874,4.1464233,6.3261547
t54,1.8887249,0.2939614,8.189075,5.173338,5.792539,5.94596,5.530285,4.801761,7.4317307,4.7965574,4.4199157,3.6477926,4.9153566,3.243104,4.9879246,5.112719,5.3261046,6.301163,5.514311,6.037713,5.659731,4.234609,4.190108,4.8806477,6.0807233,5.8330255,4.76522,6.7388506,4.198077,5.5169826,4.843507,2.9396331,5.726915,4.752809,5.499219,4.7691197,3.9200222,5.8689733,6.331171,4.833137,5.3823094,5.3195477,6.525398,4.7943506,5.8479652,4.19475,6.3611927
t50,1.9149071,0.2621332,8.256043,5.196606,5.7830553,5.9868374,5.5004497,4.842312,7.3911953,4.76887,4.4402227,3.685114,4.950544,3.2203388,4.955332,5.087232,5.285473,6.2617598,5.4827623,6.0382266,5.6393547,4.235534,4.234184,4.9247184,6.0587106,5.7922964,4.73252,6.699965,4.1770864,5.545354,4.8865814,2.9203677,5.7136497,4.7301955,5.5268044,4.7920737,3.89271,5.911563,6.3282614,4.792497,5.4131927,5.3510017,6.510824,4.778886,5.8809767,4.1502795,6.3480206
t34,1.9188077,0.30298054,8.201372,5.201169,5.829336,5.966177,5.5222626,4.82789,7.420583,4.8137083,4.4104342,3.6463034,4.934389,3.2454429,4.989202,5.143645,5.3242097,6.3042507,5.5187097,6.015177,5.6505394,4.2251782,4.2442093,4.897879,6.0696077,5.7760377,4.74337,6.721754,4.1336584,5.545769,4.9064918,2.9256163,5.761696,4.733832,5.4694304,4.7694654,3.9181697,5.9114146,6.3475184,4.8034825,5.439831,5.312106,6.4761353,4.814821,5.9087763,4.174977,6.372456
t35,1.930993,0.30125028,8.212385,5.198432,5.817098,5.987231,5.5145054,4.8474665,7.400855,4.797385,4.42763,3.6665642,4.9540873,3.226324,4.97347,5.1368346,5.3026743,6.286056,5.507208,6.0160623,5.652069,4.219133,4.24717,4.9171453,6.0699778,5.776804,4.7250338,6.7039127,4.142052,5.5499654,4.9062567,2.9276612,5.7503057,4.728085,5.4854875,4.780596,3.9016068,5.9186625,6.343334,4.7971387,5.4395447,5.3278832,6.4836307,4.8045125,5.906526,4.157468,6.370069
t12,1.9222692,0.5749682,7.8432994,5.1596103,5.8644214,5.9368186,5.7025504,4.8049464,7.475967,4.853535,4.3471503,3.567238,4.881109,3.2904327,5.019085,5.041866,5.403538,6.3106394,5.596269,5.9659133,5.720173,4.1798406,4.1485205,4.825715,6.155418,5.851529,4.713168,6.7378926,4.2713275,5.384487,4.8669086,3.0024748,5.773262,4.7384405,5.371361,4.742673,3.9181335,5.786999,6.3614907,4.8979383,5.4127383,5.215441,6.446087,4.829816,5.8244495,4.2170415,6.383672
t13,1.9252173,0.64229864,7.7627597,5.1567693,5.8725715,5.9223404,5.732993,4.7958097,7.4982076,4.862974,4.3350406,3.5512426,4.86827,3.3026702,5.026133,5.015587,5.417842,6.3204045,5.6104136,5.958938,5.7268486,4.17631,4.128073,4.805326,6.1704707,5.8661213,4.7107515,6.750729,4.3022943,5.3575892,4.850869,3.0142753,5.7818007,4.7443523,5.352176,4.739937,3.9273224,5.765717,6.3630366,4.916796,5.4028935,5.1913447,6.4443536,4.835116,5.8094087,4.236993,6.3796387
t107,1.9871035,0.2367704,8.22237,5.2402134,6.0120034,5.969342,5.44869,4.845354,7.4536633,4.9704285,4.3941703,3.5372543,4.976247,3.24052,5.0865774,5.837886,5.38676,6.5028477,5.604115,5.948524,5.6544933,4.1844883,4.378383,4.8933363,6.044942,5.61279,4.7649465,6.7542186,3.6385236,5.6576953,5.0264587,2.8869796,6.008035,4.7444363,5.292511,4.71021,3.9867961,6.025686,6.430077,4.7489057,5.6275363,5.2149587,6.382211,4.9621954,6.1456733,4.201085,6.5062428
t108,2.0125215,0.1699341,8.2468605,5.2697177,6.0832934,5.9778824,5.383439,4.860634,7.4546523,5.047475,4.379006,3.463932,5.0010433,3.2262127,5.117555,6.087187,5.4153767,6.6055984,5.662496,5.920176,5.6447887,4.1777844,4.4378424,4.894012,6.0320945,5.52297,4.780094,6.762525,3.4627035,5.716526,5.090328,2.865616,6.11555,4.744779,5.2325416,4.693171,4.034522,6.081174,6.4892135,4.7077928,5.722899,5.1836734,6.3379498,5.0451713,6.239129,4.2033625,6.5797286
t58,1.9484768,0.31180894,8.155882,5.2172933,5.9401574,5.9493704,5.504487,4.834315,7.4575486,4.9115663,4.3903937,3.5789657,4.9386787,3.2512085,5.063441,5.462779,5.3725815,6.413735,5.5812216,5.967001,5.6655083,4.189941,4.3141556,4.886535,6.063629,5.6948566,4.757755,6.743908,3.910065,5.599167,4.9766126,2.9144633,5.8931494,4.7490172,5.353681,4.7304063,3.9706483,5.9667525,6.3993673,4.7817554,5.5400662,5.2298346,6.4098434,4.9040737,6.02136,4.206085,6.4527802
t207,2.0496984,0.11834787,8.247221,5.300015,6.1298714,6.0000253,5.3430643,4.8642516,7.452382,5.098603,4.388376,3.4204342,5.03199,3.2209122,5.129208,6.449249,5.415534,6.6873684,5.695909,5.9110856,5.6270266,4.183717,4.481532,4.899585,6.0114202,5.461331,4.7859635,6.7798634,3.2392542,5.7576017,5.1295724,2.83614,6.1995835,4.7293696,5.1962733,4.6800942,4.0545115,6.12511,6.5232277,4.6772885,5.7920713,5.179577,6.3173,5.1043525,6.3190565,4.198535,6.6346974
t208,2.0363812,0.17992824,8.208367,5.273919,6.095216,5.973585,5.3795986,4.8611383,7.45637,5.0453386,4.386749,3.4504852,5.007492,3.2411768,5.12532,6.32201,5.4049025,6.5861173,5.6699347,5.9252267,5.6325617,4.1952586,4.4506807,4.8932595,6.0247912,5.5265236,4.7727504,6.7674537,3.344008,5.727151,5.1005645,2.854498,6.1045594,4.730414,5.208883,4.6904097,4.049407,6.091524,6.4998436,4.710384,5.71524,5.169767,6.325857,5.0398893,6.2476563,4.2040215,6.576976
t199,0.92396563,-1.5314934,10.548648,5.1254396,5.3728523,6.1180873,5.006945,4.954738,7.2172475,4.511501,4.4437504,3.4915376,4.4958806,2.2768722,4.855929,5.179896,5.372237,7.096242,5.5026493,5.7880244,5.8037095,3.9075346,3.5882053,5.2042937,6.0371346,6.111214,4.92151,6.4644814,4.465516,4.9719105,4.126099,3.1289215,5.4655194,5.5442996,6.999921,4.9190726,3.9848006,4.9882793,6.714585,4.8833046,5.0188403,6.631539,7.3488874,4.5756226,5.567087,3.9744356,6.6537294
t211,2.0481427,0.14587447,8.228011,5.292662,6.110778,5.992443,5.3657207,4.8568764,7.455415,5.07639,4.39211,3.439985,5.024399,3.2345164,5.121294,6.379663,5.4068313,6.643455,5.6775675,5.924166,5.625184,4.1928797,4.467483,4.895822,6.013468,5.489058,4.7818613,6.7800326,3.3006096,5.74246,5.1148944,2.839243,6.155907,4.7238913,5.2024217,4.6846585,4.041278,6.114056,6.504864,4.689253,5.757975,5.1756587,6.3245,5.0780783,6.287092,4.201153,6.6073327
t371,0.9182041,-1.5262752,10.548405,5.1387424,5.3792567,6.1138186,5.013851,4.935365,7.2214003,4.500806,4.4264636,3.498294,4.497657,2.2782884,4.864562,5.168127,5.3774962,7.0892253,5.5017138,5.8012643,5.78486,3.9030886,3.5757663,5.204709,6.0441213,6.0912976,4.9193215,6.48131,4.4473968,4.993065,4.1298556,3.114708,5.4769187,5.549796,7.000728,4.8991065,3.980002,4.9854774,6.710023,4.8657985,5.0377655,6.623537,7.351936,4.5918055,5.5492806,3.9726326,6.641842
t372,0.8755087,-1.5673091,10.5898075,5.135959,5.375755,6.1161685,4.988622,4.9561863,7.2192554,4.490585,4.4388933,3.5021243,4.488689,2.235803,4.8693748,5.172395,5.381958,7.107645,5.501497,5.815792,5.7965493,3.8901386,3.563508,5.216907,6.050214,6.102963,4.919204,6.475853,4.460605,4.9724813,4.09699,3.0964735,5.477894,5.5858955,7.037654,4.908059,3.9780757,4.9431167,6.716988,4.8697906,5.0313606,6.6640353,7.3934894,4.5837803,5.5603557,3.9661934,6.6500974
t423,0.88494927,-1.5578439,10.580141,5.1364193,5.379939,6.113761,4.9971414,4.9546795,7.221616,4.490803,4.4385815,3.5029888,4.49386,2.245827,4.8705153,5.1661124,5.382073,7.097593,5.5012884,5.8179245,5.790738,3.8944895,3.5656774,5.212147,6.0499706,6.099233,4.9179745,6.4772925,4.4593964,4.97665,4.104627,3.0952377,5.4797807,5.5763783,7.0278387,4.904853,3.9770482,4.952685,6.7119064,4.8669987,5.0349226,6.653663,7.384152,4.5842505,5.5571733,3.9682484,6.6421614
t424,0.84031254,-1.5996671,10.624471,5.11747,5.3506923,6.1330996,4.9508843,4.983484,7.2026587,4.501581,4.4604225,3.4917111,4.4620576,2.201622,4.856337,5.205203,5.3739963,7.1343193,5.505188,5.7936835,5.833655,3.883143,3.565157,5.2415133,6.0466146,6.1363153,4.9197044,6.4509993,4.484001,4.9345236,4.0601897,3.113645,5.4577556,5.6211133,7.0730953,4.938551,3.9908807,4.908491,6.7454424,4.896852,5.000428,6.6958523,7.427969,4.5633063,5.5886507,3.9636672,6.6817346
t396,0.8581431,-1.5911841,10.6104555,5.131077,5.3748765,6.116573,4.9819746,4.969719,7.218957,4.490361,4.4488907,3.5009246,4.4892626,2.2155533,4.8679814,5.1754694,5.382254,7.1201315,5.501005,5.8155456,5.8061867,3.8868213,3.564725,5.2161236,6.0482006,6.113703,4.9223256,6.4682474,4.4712152,4.959013,4.0886765,3.096909,5.4752336,5.5915895,7.049456,4.9180226,3.9773295,4.9247723,6.7175646,4.8768735,5.0226293,6.6876125,7.4109,4.575648,5.5692544,3.9639137,6.6568666
t342,0.86881524,-1.5772858,10.60101,5.112564,5.3540664,6.1309495,4.9679418,4.9819183,7.2043924,4.5113835,4.4633784,3.4883356,4.4723115,2.2269318,4.8509808,5.1963696,5.368575,7.113917,5.5054154,5.787453,5.829417,3.8996248,3.5809882,5.2295756,6.040525,6.135477,4.9166417,6.4482803,4.48707,4.9407396,4.0809555,3.1236439,5.452878,5.5930257,7.0491123,4.939729,3.9933653,4.9356346,6.7365465,4.899574,4.999087,6.673048,7.4008026,4.5588984,5.5878415,3.9721363,6.669546
t347,0.9005863,-1.5825701,10.586752,5.155841,5.39618,6.0983634,5.0267406,4.927197,7.23655,4.4825993,4.414925,3.5049138,4.5214667,2.2421548,4.8714805,5.1515894,5.3886147,7.134829,5.494158,5.8231792,5.7815638,3.884573,3.5718122,5.181885,6.040081,6.0856476,4.936688,6.4977813,4.441443,5.001863,4.1385007,3.09993,5.490065,5.540267,7.012922,4.8932424,3.9618347,4.961038,6.686697,4.855636,5.044876,6.6817317,7.373705,4.6039524,5.541818,3.9609149,6.6523285
t348,0.8841519,-1.5655148,10.585972,5.128198,5.3704495,6.119296,4.9926195,4.960956,7.2158556,4.50026,4.4458017,3.4960911,4.4897666,2.2407875,4.860481,5.1756077,5.3755803,7.1103983,5.502144,5.804639,5.805968,3.898805,3.5765424,5.213551,6.0432673,6.1130743,4.918736,6.4681745,4.4692774,4.9666066,4.103579,3.1099148,5.467592,5.574486,7.0311866,4.918593,3.9829953,4.9501786,6.717902,4.88007,5.020392,6.662841,7.3863955,4.575668,5.5682993,3.9708788,6.6538596
t259,2.0578191,0.102207266,8.261143,5.3075137,6.126304,6.013843,5.342322,4.8545604,7.453282,5.094878,4.403083,3.4239209,5.0388412,3.222177,5.121191,6.518337,5.403575,6.7113533,5.6899047,5.9166665,5.6238785,4.183822,4.48083,4.9043355,6.0012183,5.461842,4.78628,6.79149,3.1888113,5.755159,5.121132,2.8266573,6.221713,4.7229037,5.2068787,4.677774,4.0464196,6.1259804,6.520409,4.6758432,5.7984486,5.199485,6.331067,5.1032724,6.336009,4.195108,6.637147
t216,2.0389786,0.13541652,8.240494,5.2881145,6.119428,5.9881516,5.351688,4.8661995,7.4534144,5.0824695,4.3836164,3.4265146,5.0204844,3.2239714,5.1304255,6.4066234,5.416244,6.655049,5.6911497,5.912294,5.6322594,4.184106,4.4699497,4.897074,6.0195613,5.482599,4.7819905,6.77184,3.2790859,5.747213,5.120025,2.8463879,6.164697,4.7343597,5.2019486,4.6840134,4.0574594,6.110901,6.5190988,4.689703,5.7655134,5.175277,6.31873,5.0840683,6.2922587,4.20099,6.618902
t217,2.037958,0.11366599,8.260203,5.2921023,6.1304107,5.994385,5.334385,4.87023,7.451563,5.0935593,4.383376,3.412044,5.024016,3.2133281,5.1353865,6.477612,5.420117,6.6889915,5.7041535,5.9025583,5.635146,4.1760836,4.476782,4.9013157,6.017448,5.467579,4.7840466,6.772226,3.2224984,5.7549586,5.1254373,2.844839,6.1970096,4.739617,5.203574,4.680942,4.0695486,6.1141167,6.533806,4.684185,5.7867937,5.18469,6.318227,5.098043,6.3150496,4.198531,6.6373467
t110,1.997579,0.21918881,8.222798,5.250867,6.03765,5.971818,5.428944,4.8508477,7.454417,4.9976883,4.3882756,3.5134149,4.984903,3.23714,5.0981994,5.935629,5.397004,6.53793,5.6238136,5.9384575,5.6510234,4.1823683,4.3993464,4.8929925,6.0404935,5.580603,4.7699175,6.757398,3.5640845,5.6782484,5.049831,2.8795528,6.0451345,4.744236,5.2695823,4.703907,4.0023894,6.045316,6.449213,4.7345824,5.661148,5.202068,6.3654,4.991352,6.1768885,4.2022643,6.5312004
t77,1.9852523,0.24917068,8.203604,5.2400994,6.0079784,5.9668694,5.4532833,4.8457327,7.4550095,4.9690413,4.390888,3.5357401,4.9724603,3.2421126,5.087026,5.812279,5.3878984,6.497679,5.6082263,5.9473143,5.6560373,4.183982,4.3734117,4.891655,6.047209,5.6171117,4.764554,6.7536893,3.6587327,5.6535597,5.0262775,2.889966,5.997793,4.744875,5.2954993,4.711391,3.990369,6.021186,6.432024,4.7502017,5.622211,5.212652,6.3804374,4.961671,6.1313715,4.2025824,6.5054245
