,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
t16,-0.22653471,-0.004428651,1.8909311,-0.079206824,0.6792193,-0.21222858,0.010267578,0.025768025,3.0123188,0.07623838,-0.0023312152,0.057202812,3.4711182,-0.022843475,-0.27054623,-0.018208003,0.009581899,5.3939033,-0.093598664,0.48768404,0.14881599,2.037034,-0.22265002,0.4927135,0.5766908,-0.026262658,-0.0082065975,-0.007817039,2.82522,2.846308,-0.06173535,0.8867548,0.19519775,0.16772424,0.17285109,0.05877811,-0.24210146,5.7154098,0.76631135,0.066412956,-0.046755787,-0.038100075,0.14058916,-0.085194625,0.5625287
t17,-0.42862725,-0.036912184,1.5472622,-0.21202894,-0.66815567,-0.9496684,0.0072502615,3.0459375,2.1254942,1.4349929,2.9627972,0.22793694,6.934363,0.08733664,-1.2289762,2.1375594,0.48089606,10.020501,1.4657134,0.018203683,0.42626852,-0.14586365,-0.2395942,-0.12629321,-0.7004629,1.0391352,1.2904131,0.78511333,1.0227549,1.48975,-0.62051815,-0.031866897,0.14091133,-0.037253205,-0.056345355,0.04807599,-0.1648957,5.392069,-0.116579495,0.07098162,0.21605347,-0.21436852,0.023922458,1.6151685,0.106286615
t18,-0.6445021,1.2310561,0.8374916,-0.34927392,-1.556184,-1.9125204,0.008094275,8.920979,-0.045832206,3.8150287,7.491257,0.43922198,9.993407,0.8888356,-2.1437862,4.8729134,1.7952353,13.585705,3.5820582,0.5050732,0.7042289,-0.41937205,-0.24821264,-0.063884325,-1.3756834,2.3393724,4.3579726,3.3449497,2.265122,-0.16890313,-1.1748152,-0.02893468,1.6234264,0.33046967,-0.06407316,0.46653184,-0.11533372,4.6055555,-0.36864868,0.080520034,3.102589,-0.3622288,0.052857935,7.107127,-0.04224386
t19,-0.6562695,1.2387625,0.8706691,-0.35658747,-1.5608687,-1.9413351,0.0088290945,9.00395,-0.045726568,3.9350438,7.535295,0.44568998,10.179527,0.93755347,-2.176863,4.9318237,1.7381846,13.871473,3.7205896,0.45124322,0.7184048,-0.4259793,-0.2566604,-0.06678268,-1.3908488,2.2611926,4.3893814,3.3013551,2.360947,-0.16082512,-1.2022021,-0.027561137,1.5723552,0.38411143,-0.068113595,0.44907808,-0.123254634,4.743284,-0.37219915,0.08393719,3.088521,-0.3850659,0.053658232,7.1336007,-0.043644693
t20,-0.6599528,1.2424239,0.87473047,-0.35956946,-1.5727638,-1.9550118,0.008843068,9.067092,-0.046385475,3.96589,7.594851,0.44910702,10.253256,0.93753535,-2.1921268,4.9688535,1.7561964,13.960784,3.7409835,0.46304634,0.72312284,-0.4292423,-0.25817454,-0.067136295,-1.4013904,2.2889814,4.427123,3.3358514,2.3705354,-0.16350241,-1.2104135,-0.027637409,1.5961717,0.38183832,-0.06830503,0.4483849,-0.12341507,4.7679276,-0.37499052,0.08429388,3.116214,-0.38656577,0.054029193,7.193895,-0.043852936
t21,-0.46110055,-0.04661524,2.2264388,-0.20258428,-0.5554048,-0.7701044,0.008377529,2.018468,2.8564787,0.88272417,2.4860947,0.21570078,6.852343,-0.040347923,-1.0713369,1.6632309,0.27693862,10.232921,0.86782885,0.19876353,0.3780632,-0.062377453,-0.28962728,-0.15793583,-0.6019256,1.2915878,0.27624258,0.1468324,0.86664695,2.610849,-0.49899647,-0.00079808675,-0.0032381208,-0.056682423,-0.045389887,0.073690504,-0.20475557,6.322346,-0.039942052,0.068969056,-0.05687231,-0.22896715,0.017064393,0.16194609,0.5118257
t22,-0.51075596,-0.045962423,2.1195636,-0.22666734,-0.7091316,-0.9544233,0.008692583,2.8537943,2.7520576,1.2349296,3.225218,0.2528416,7.690778,-0.030975077,-1.2603174,2.1113615,0.49638644,11.371957,1.2809948,0.16443764,0.44191808,-0.10027414,-0.29116198,-0.16753635,-0.73230845,1.5414083,0.77998817,0.58741003,1.0001379,2.4077647,-0.61999893,-0.008829515,0.11047571,-0.060897194,-0.051848736,0.07131817,-0.20521957,6.620526,-0.08654655,0.075871944,-0.016553616,-0.23148759,0.02208353,1.0278336,0.36586192
t23,-0.49011418,-0.045903828,2.1837723,-0.21583848,-0.61696184,-0.85389084,0.008303558,2.3560524,2.8113348,0.96599716,2.8377922,0.2287057,7.195411,-0.04245553,-1.1552125,1.8202474,0.37553585,10.6710615,0.97210586,0.14718975,0.39840573,-0.07583672,-0.29072505,-0.15931176,-0.64890325,1.4191097,0.48288506,0.31179106,0.8707263,2.5443034,-0.5443457,-0.00081328617,-0.0039342213,-0.067079484,-0.049463302,0.07347652,-0.20752428,6.498039,-0.06342875,0.07108179,-0.031872433,-0.22867535,0.019537738,0.55523497,0.4070212
t24,0.051795423,-0.073601365,2.2811463,-0.15014426,3.7415047,-0.051426884,0.03435088,0.12457472,6.175611,0.0015623674,0.16555314,0.034819137,1.6191024,-0.047849774,3.2125828,-0.0843526,0.017418372,2.2623293,-0.25322303,2.4831083,0.18923102,5.498459,-0.18059477,6.0228314,5.0034924,-0.04844121,-0.0155623,-0.012347515,6.34613,3.9881475,2.657378,4.8548894,2.3193896,1.9875712,3.6494608,0.15418865,-0.41643348,9.580812,1.005413,0.08344374,1.3868879,2.6627195,3.4721503,0.7400043,-0.04421
t25,-0.58973414,2.1448426,1.138641,-0.34990683,-1.1292523,-1.7233653,0.014165974,7.8865643,-0.0839637,4.2746906,5.671245,0.39025778,8.778543,1.3853897,-1.9875563,4.303685,0.6822753,12.016627,4.0646353,0.04121686,0.66078985,-0.3970897,-0.27731833,-0.03913981,-1.1548815,0.85833246,3.4834864,1.7852035,2.697604,-0.078306295,-1.1417642,-0.0079706,0.62442803,1.4432615,-0.08997975,0.9599375,-0.16280901,3.8219976,-0.3315142,0.08589439,2.6913855,-0.5281909,0.049762912,5.8907075,-0.046956964
t26,-0.4928101,-0.046151493,2.0256515,-0.21674195,-0.64645845,-0.89919,0.008311946,2.5957725,2.6974514,1.0840845,3.0180426,0.23825742,7.3216033,-0.026937658,-1.1901282,1.9433873,0.43911716,10.768816,1.1290295,0.12021365,0.41061014,-0.09091359,-0.28676477,-0.1588174,-0.6793153,1.4025307,0.6395339,0.38744402,0.90014297,2.3732805,-0.5784704,-0.00046831986,0.054228514,-0.06503032,-0.052174438,0.07186482,-0.20246245,6.4167633,-0.08160488,0.07188418,-0.02045004,-0.22679737,0.02059044,0.816895,0.34980693
t27,-0.42077336,-0.052018583,2.4143283,-0.1722941,-0.41492167,-0.6091279,0.008880808,1.2159512,3.075437,0.56275177,1.7413485,0.18146199,6.182093,-0.056716587,-0.88668835,1.1376414,0.05810294,9.447924,0.30540407,0.30995426,0.33126432,0.013180031,-0.28323406,-0.12444465,-0.43696117,0.8988599,-0.0012128099,-0.0021323212,1.1677679,2.9628055,-0.3851609,0.08049786,-0.0106812455,-0.056724932,-0.03169822,0.07352103,-0.23440477,6.5015697,-0.001935048,0.06805876,-0.07746783,-0.21857113,0.012297072,-0.051191043,0.612086
t28,-0.5425031,1.0922683,0.21376973,-0.28922072,-1.6720167,-1.736453,0.05130571,8.932969,-0.06530895,2.9618008,7.9343953,0.41488954,9.136391,0.114544444,-1.9175826,4.7320027,2.6292663,11.848442,2.3436003,1.4680161,0.59153664,-0.3773437,-0.16329198,-0.032365333,-1.3281885,3.9167583,4.39544,4.648022,1.3198203,-0.33593103,-0.9433031,-0.02522516,2.6433403,-0.044539582,-0.015466026,0.54220784,-0.026132248,3.327116,-0.3710744,0.0449083,3.8434312,-0.119193144,0.047283106,7.74184,-0.031654157
t29,-0.46051222,0.9029143,0.1036301,-0.2335177,-1.433626,-1.4671042,0.059705913,7.655096,-0.05027797,2.3576412,6.804875,0.35175398,7.7507577,0.085272565,-1.6209986,3.9747882,2.3085964,10.092373,1.9802984,1.2944274,0.49632764,-0.3153721,-0.13642073,-0.030986624,-1.1168473,3.4681869,3.6410894,4.0192885,1.0352495,-0.27505115,-0.79918724,-0.024872573,2.2618484,-0.046047565,-0.011657182,0.5067749,-0.021367082,2.9005034,-0.31913173,0.038249277,3.2837684,-0.07828534,0.03965008,6.5476723,-0.0273464
t30,-0.44259024,-0.047573846,2.1328144,-0.1867889,-0.48758686,-0.7184454,0.007929855,1.797464,2.8404605,0.73596936,2.2254326,0.20080099,6.48983,-0.03828085,-0.99703395,1.4414238,0.2575807,9.64701,0.6889315,0.13070767,0.34941188,-0.043549433,-0.28219682,-0.14573361,-0.5366487,1.1278231,0.05987566,-0.0007075249,0.86280984,2.5794709,-0.46328583,0.112613596,-0.008356931,-0.06295575,-0.044327848,0.07287814,-0.2091895,6.1740775,-0.038429655,0.06645724,-0.05249852,-0.2178106,0.0154205905,-4.8571677e-05,0.49835333
t31,-0.35612372,-0.034131825,2.3262742,-0.13400796,-0.13794242,-0.3983767,0.007059403,0.10585092,3.1583624,0.28963223,0.79341036,0.13427873,4.99859,-0.066709675,-0.57035494,0.25135416,0.0045761433,7.6825995,-0.054172546,0.39060217,0.2310852,1.3203391,-0.27427348,-0.054042343,-0.16384166,0.32466403,-0.005613613,-0.0062925066,2.0253706,3.2538037,-0.1967169,0.60342747,-0.008177726,-0.04549074,-0.015797665,0.06843248,-0.27818558,6.4472184,0.6234714,0.064520925,-0.067551814,-0.15761937,0.0045893136,-0.09851393,0.68480885
t32,-0.46063566,-0.048986267,2.2897875,-0.20248078,-0.54434806,-0.74586487,0.008514142,1.9071057,2.9435146,0.8528454,2.4262087,0.21112984,6.811349,-0.04113472,-1.0502322,1.6139183,0.31375712,10.2188835,0.8105575,0.29951823,0.3725574,-0.051727444,-0.28913185,-0.15413934,-0.5834394,1.2543324,0.16321245,0.060784355,0.9300452,2.7282135,-0.4845072,-0.00011520434,-0.008286004,-0.05841272,-0.04184154,0.07395582,-0.21476667,6.4350724,-0.03057353,0.06937232,-0.06437108,-0.23560752,0.01639933,0.04884804,0.5275732
t33,-0.339598,-0.029335989,2.409275,-0.12327883,-0.036719568,-0.3098392,0.008094923,0.018014137,3.3984897,0.29420957,0.3707558,0.11065614,4.751057,-0.0760425,-0.4707847,-0.0042920406,0.0069164247,7.244324,-0.07466657,0.6934274,0.19031465,2.2294765,-0.26820123,-0.017179416,-0.047991835,0.09804907,-0.007922076,-0.007450321,2.7075243,3.68681,-0.110783026,0.9441343,-0.005043262,-0.024229417,-0.00722708,0.06888209,-0.30099857,6.9329457,1.260221,0.06724588,-0.058558546,-0.14589143,0.0008254209,-0.12165834,0.5468081
t34,-0.68564624,1.9189173,0.83993626,-0.34915292,-1.3679448,-1.8876896,0.017377432,8.437993,-0.08691309,3.8370197,6.3087854,0.42307445,9.121848,2.2523878,-2.1344135,4.6649837,0.7217679,13.083317,3.9530158,0.027714172,0.69298977,-0.41447148,-0.27129322,-0.06152328,-1.2850901,0.7644278,3.9701939,1.8414321,3.3142369,-0.04666106,-1.2751731,0.23229572,0.8029887,1.2831675,-0.09151293,0.7765421,-0.16628954,4.147151,-0.3840469,0.09788174,2.1175241,-0.45931512,0.053284798,5.8336864,-0.06172391
t35,-0.45981786,-0.044783656,2.311573,-0.19487032,-0.51076335,-0.729861,0.008360563,1.7418458,2.900868,0.72794497,2.284235,0.19933286,6.641474,-0.057544414,-1.0147971,1.4771388,0.22716069,9.892106,0.68578076,0.22200753,0.35348764,-0.035914782,-0.28842273,-0.14819324,-0.5406883,1.2376318,0.035694364,-0.00044364727,0.9172043,2.7185247,-0.458232,0.06993208,-0.015637401,-0.06823987,-0.042130895,0.07227757,-0.21849597,6.4092584,-0.029222999,0.066984005,-0.05385548,-0.23029967,0.015833724,-0.008512613,0.4717448
t36,-0.43470064,-0.044364873,2.4007502,-0.17820756,-0.43334022,-0.6484151,0.008517174,1.3372958,2.9706767,0.54406434,1.8538531,0.18133527,6.272552,-0.06684008,-0.9142663,1.2059009,0.07322404,9.467417,0.39808905,0.24505873,0.32930616,-0.004986502,-0.28464514,-0.12946132,-0.45501465,1.0084119,-0.00095457095,-0.0019382208,1.0695578,2.8558686,-0.39631033,0.126984,-0.0184882,-0.06714867,-0.034806095,0.07081,-0.2315922,6.434921,-0.010309251,0.06618398,-0.05784421,-0.22122064,0.013266437,-0.040319517,0.55107653
t37,-0.28499886,-0.00802003,2.3433738,-0.09233737,1.1776928,-0.15203136,0.014543029,0.050916877,4.1759377,0.52521724,-0.004928665,0.07812383,4.2244725,-0.08214022,-0.17960528,-0.026720392,0.013021198,6.0615644,-0.159273,1.2044501,0.15020406,3.4683418,-0.28323382,1.0314027,0.9908517,-0.014049142,-0.011929703,-0.010381505,4.406779,4.3874087,0.3441229,1.8314493,0.34285516,0.22776413,0.8558808,0.075261235,-0.34529227,7.393952,2.04389,0.06722131,-0.03715838,-0.041165393,1.3994498,-0.14721072,0.7913749
t38,-0.57232153,1.7394748,0.9384878,-0.3206294,-1.0982248,-1.642605,0.014291046,7.3026547,-0.08208219,3.8219278,5.522996,0.36613756,8.206079,1.4871706,-1.8580216,4.0310545,0.6500555,11.502241,3.8429525,0.03279483,0.61384976,-0.38093048,-0.26466528,-0.049497053,-1.093233,0.6747077,3.41119,1.684047,2.5973444,-0.052611623,-1.1081165,-0.015054261,0.54205596,1.0473487,-0.0832982,0.9026107,-0.15099289,3.9644456,-0.31275976,0.080646984,2.3430367,-0.4781245,0.047053933,5.500195,-0.049190443
t39,-0.49204218,1.6321077,0.61868,-0.2146662,-0.73204046,-1.1979216,0.018740144,5.090659,-0.05715679,2.2509065,3.285751,0.26596564,5.6525435,2.0296102,-1.4105914,2.801824,0.0012378297,8.706847,3.058803,0.08539351,0.4567639,-0.25812498,-0.20722759,-0.055386983,-0.72153145,-0.011978854,1.8552428,0.18811846,2.783366,0.7566521,-0.89407265,0.33950442,-0.0028596937,1.4507649,-0.08129738,0.6468417,-0.16469435,3.1696665,-0.2426354,0.08316728,0.7301267,-0.35943145,0.033611316,2.7284992,-0.04873628
t40,-0.60783374,1.6956351,0.7467923,-0.30255973,-1.1372238,-1.6354839,0.016842749,7.2045317,-0.07548607,3.2591245,5.311069,0.36685118,7.8587046,2.1787133,-1.859095,4.0110006,0.47264123,11.452924,3.642293,0.050893128,0.61028874,-0.35653895,-0.25264773,-0.06348958,-1.0811253,0.38034213,3.223812,1.2586626,2.994457,-0.00468977,-1.134714,0.20296884,0.5102253,1.3276,-0.08765638,0.77568066,-0.1643852,3.8111508,-0.33116552,0.089853406,1.6883265,-0.4162485,0.04594636,4.802406,-0.05786974
t41,-0.42626268,0.7760025,0.037233543,-0.2119223,-1.5074164,-1.4018649,0.70440555,7.7276464,-0.07472934,1.9981012,7.003029,0.3408037,7.38812,-0.036199015,-1.5198399,4.329588,2.8987277,9.50819,1.4398291,1.8810785,0.44132861,-0.2932434,-0.10135256,0.017490126,-1.1272156,4.2242503,3.6412504,5.063788,0.56756246,-0.39996648,-0.688516,-0.029055553,2.892293,-0.07140199,0.6221072,0.6320642,0.2139855,2.2156334,-0.3207551,0.024378108,3.8760903,0.0072225444,0.03854623,7.254329,-0.028124152
t42,-0.4397598,-0.048127513,2.3641083,-0.18000223,-0.4564185,-0.6568775,0.008533415,1.3976059,2.9873817,0.5220983,1.9664522,0.1838807,6.2928467,-0.0602646,-0.930792,1.2154421,0.16106814,9.538949,0.45838153,0.24835238,0.33135626,-0.007569269,-0.28255925,-0.1358835,-0.46273702,1.0050901,-0.000715837,-0.0017646541,1.0197719,2.8527093,-0.41004813,0.10413791,-0.019707242,-0.06952025,-0.036679514,0.07201871,-0.22774231,6.444856,-0.012997937,0.06638482,-0.061927244,-0.2192268,0.013689114,-0.03897053,0.5105238
t43,-0.4281424,-0.048083507,2.4041054,-0.17218587,-0.41953957,-0.61823803,0.008603436,1.208117,3.014483,0.4304615,1.7651875,0.17532316,6.1132965,-0.06409233,-0.8823269,1.0835961,0.092063196,9.335065,0.3241174,0.2567696,0.3196623,0.09134135,-0.2807527,-0.12719312,-0.42098162,0.8910715,-0.0012287742,-0.0024918278,1.091727,2.9208093,-0.38101318,0.13173847,-0.020667948,-0.06882306,-0.033229977,0.071320646,-0.23401162,6.456871,-0.0042500147,0.06612173,-0.06422758,-0.21428753,0.012480398,-0.05401642,0.5407161
t44,-0.48174733,1.0011606,-0.0042537157,-0.2557111,-1.69308,-1.6932673,0.30945346,9.089009,-0.08541386,2.5854127,8.294492,0.40057907,8.629437,-0.038552966,-1.7804312,4.695699,2.8272982,11.2038,1.8009963,2.032773,0.53318906,-0.34741908,-0.13867491,-0.0137210535,-1.3308601,4.665231,4.7300925,5.390035,0.76028204,-0.42359963,-0.88022614,-0.044532716,3.157028,-0.10339911,0.08006073,0.5893482,0.39265284,2.9269316,-0.380271,0.023233026,4.1795406,-0.0584281,0.04582648,8.001611,-0.02897482
t45,-0.23247945,0.18343577,-0.0019865795,-0.06336437,-0.9315124,-0.7482226,1.1410393,4.604745,-0.048873845,0.7495194,4.0662875,0.18780534,3.76389,-0.029492382,-0.68878675,2.814543,2.542625,4.918241,0.5097219,1.388133,0.21318062,-0.10491988,-0.03126328,0.04074331,-0.5964002,3.2896745,1.7679042,3.639478,-0.022665925,-0.28584087,-0.34202576,0.05026257,2.315804,-0.050951935,1.1724296,0.7788866,0.24083975,0.87414396,-0.18986167,0.008564014,2.7434945,0.52290106,0.01924529,4.2073107,-0.014513677
t46,-0.46606725,0.86131346,0.047536664,-0.24423529,-1.6250639,-1.532701,0.69547707,8.368459,-0.08675083,2.3187797,7.5499096,0.3704073,8.019247,-0.030923318,-1.6532196,4.6865406,3.1439295,10.271683,1.616796,1.986664,0.48565853,-0.31764162,-0.1097213,-0.0038768463,-1.2296878,4.508287,3.9722192,5.3631363,0.6115855,-0.4356337,-0.7599855,-0.024104184,3.0783243,-0.07130777,0.5629001,0.65665984,0.1802128,2.4283912,-0.3466828,0.025817942,4.226634,-0.010021625,0.042146888,7.9575124,-0.03343989
t47,-0.5525353,1.6802791,0.9313752,-0.3098448,-1.0470284,-1.5827382,0.014575566,7.0284605,-0.08116754,3.7274847,5.2710423,0.352781,7.8848686,1.4948606,-1.7923069,3.8621287,0.56008506,11.158023,3.7660158,0.033888403,0.592353,-0.37008855,-0.2626105,-0.048692048,-1.0468056,0.5601111,3.251248,1.5639255,2.5176365,-0.03741416,-1.0817529,-0.015302678,0.4606446,1.0227709,-0.08235532,0.89917797,-0.14840774,3.899245,-0.3006083,0.079211056,2.2213898,-0.4726758,0.04540214,5.25561,-0.048585974
