,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
t19,8.631851,6.0218024,6.999164,3.99296,5.1202564,5.9342427,5.6537356,5.785388,3.5573628,5.126986,4.521543,4.644667,5.1224403,4.531902,5.279109,4.898422,5.288346,4.634767,5.3545723,5.9357233,3.8186564,4.912569,4.166511,5.1624584,5.4367404,5.1472263,4.2156243,4.3249607,4.9779487,4.2181745,4.8690157,5.40812,5.073471,5.1862283,5.8363023,5.2580357,4.102603,5.9261217,5.07327,4.7367806,5.165255,5.0978312,5.439899,4.8280888,4.331585
t20,8.652462,6.0124254,6.9784694,4.015898,5.0943613,5.9493694,5.681492,5.7865624,3.571365,5.139021,4.5462966,4.6339173,5.0959854,4.5595555,5.3047695,4.91829,5.285856,4.6609225,5.3573303,5.920641,3.8130703,4.9096665,4.1585107,5.168918,5.4210596,5.1497335,4.2052274,4.3383927,4.9666452,4.223384,4.8691745,5.388941,5.054596,5.161214,5.8594513,5.2323837,4.090576,5.9017715,5.0544996,4.7119393,5.157863,5.1245127,5.440143,4.855196,4.3510118
t21,7.376151,5.4308443,11.386199,10.721324,5.814115,5.367179,7.2749457,4.4305797,3.5619206,5.028746,4.6538258,3.6580086,5.5156765,4.5006623,4.6028523,6.0080147,4.524266,4.969282,5.7209845,5.5135775,4.3068037,5.861553,4.667152,4.1392307,5.054937,4.5286307,4.971973,3.487175,4.2002363,3.626358,4.5098243,5.18552,4.6564803,5.3378706,5.8809814,5.05082,4.3920035,5.1593437,3.9996343,5.2141504,6.1575785,5.46815,6.030412,5.0467496,3.9769635
t22,7.395924,5.373468,11.385952,10.8443775,5.7815847,5.3734794,7.306652,4.448461,3.5274136,5.012913,4.644536,3.6740668,5.491624,4.4620123,4.655927,6.0152583,4.561161,4.9277754,5.7592154,5.5478334,4.262914,5.87562,4.6440477,4.1367702,5.01918,4.542165,5.060931,3.5502293,4.263975,3.673941,4.4918833,5.17086,4.6213427,5.3888397,5.8501267,5.0970073,4.354419,5.1338925,4.0460777,5.2321634,6.119686,5.437563,6.0278196,5.011006,3.9859695
t23,7.397288,5.4216576,11.400184,10.758337,5.8012667,5.3320775,7.2949095,4.424505,3.5406587,5.021385,4.6581326,3.6141365,5.5161934,4.4885273,4.6236415,6.0185885,4.537786,4.955549,5.7256856,5.526624,4.293086,5.894266,4.656161,4.1279655,5.0267396,4.515007,4.9900312,3.5110245,4.2215977,3.6570678,4.4774365,5.180507,4.6294417,5.36484,5.871707,5.079138,4.3787284,5.138473,4.016105,5.2148333,6.1256585,5.4611506,6.0424614,5.016158,3.9651403
t24,7.384632,5.264309,11.0104475,9.695611,5.8918705,6.014152,7.1299906,4.8974543,3.364286,4.947773,4.522493,4.2860518,5.2412267,4.461531,4.8146152,5.7741814,4.7230926,4.898036,5.755072,5.7815304,4.172841,5.409775,4.5359488,4.6628065,5.2255125,4.807694,4.435194,3.691343,4.486693,3.5603402,4.747131,5.202095,4.6601763,5.344936,5.864389,4.9918838,4.3153744,5.337444,4.3195667,5.138421,6.240778,5.352894,5.7089305,5.1491284,4.093649
t25,8.448793,6.043758,7.1259427,3.9873445,5.1458197,6.001146,5.7291727,5.8516564,3.4472291,5.1209826,4.478697,4.614695,5.1084013,4.5759254,5.3169165,4.9090176,5.2670665,4.6391306,5.4114614,5.994241,3.8031487,4.9095345,4.107007,5.221771,5.4123588,5.1978574,4.172821,4.251093,4.994333,4.215698,4.860451,5.4057593,5.0635104,5.2161613,5.8798723,5.244646,4.0373464,5.938403,5.0651116,4.6861215,5.2113395,5.1408596,5.50754,4.835783,4.335723
t26,7.3954773,5.3870826,11.397574,10.82619,5.7865233,5.35257,7.304502,4.431261,3.537779,5.019541,4.6500754,3.646189,5.503356,4.469339,4.64367,6.022049,4.5509205,4.935305,5.751373,5.535298,4.2735763,5.886511,4.6507087,4.1210947,5.0179415,4.5311747,5.046214,3.5339859,4.2474794,3.669792,4.4857073,5.1736336,4.6268616,5.3799825,5.8564076,5.090142,4.3619237,5.1327205,4.0318074,5.2307377,6.1208825,5.4465795,6.0389776,5.0126247,3.9793272
t27,7.397726,5.4309936,11.351943,10.599503,5.821841,5.4275675,7.270628,4.485049,3.5271895,5.00674,4.6524253,3.7113514,5.4938903,4.5039945,4.629879,5.9791183,4.5501156,4.9702644,5.7060685,5.5522876,4.297429,5.8337884,4.6411095,4.2037506,5.0552735,4.5329647,4.8883324,3.5177972,4.233981,3.6390452,4.504241,5.1897926,4.639071,5.357187,5.885303,5.0678334,4.3883653,5.1669154,4.037813,5.187615,6.145891,5.4594274,6.0032463,5.0357466,3.965976
t28,11.433472,6.926447,5.4614935,4.23147,4.623913,5.4533243,4.8721695,4.926594,4.907138,5.6381254,5.242599,5.105096,5.11003,4.397363,4.9468617,5.368395,5.592179,5.176709,4.842911,5.23544,4.890478,4.8947496,4.7227087,4.520839,4.757562,5.1580906,5.1657553,5.233851,4.381263,4.9695888,5.3348126,4.863668,5.4141226,4.3498096,5.0100465,4.9143405,5.1709332,5.5158043,4.495273,5.2736597,5.1595783,5.1087317,4.9596457,5.267998,5.010723
t29,11.483015,6.939191,5.437361,4.260064,4.65401,5.4738817,4.896022,4.930092,4.917268,5.6145835,5.216049,5.10129,5.0809264,4.4051747,4.923463,5.3882995,5.5600643,5.153338,4.8088894,5.261129,4.862242,4.8979263,4.7108502,4.5094104,4.780555,5.1754565,5.1560016,5.21388,4.411435,4.9853916,5.304878,4.8386483,5.413684,4.355678,5.0335665,4.9103723,5.1714115,5.510527,4.5219245,5.2490606,5.150078,5.0767994,4.991377,5.247507,4.9947343
t30,7.392363,5.4328456,11.371483,10.659976,5.821046,5.3779416,7.2715173,4.4607444,3.5451996,5.0175576,4.654755,3.6570082,5.5054607,4.503147,4.620258,5.9928155,4.541997,4.9691067,5.711751,5.5356975,4.304036,5.8517923,4.6491833,4.1711726,5.0496736,4.527204,4.920076,3.5065618,4.21964,3.6371539,4.504082,5.190152,4.648293,5.3510556,5.885469,5.0622945,4.3897986,5.1634684,4.0233,5.1971426,6.147642,5.4644637,6.020178,5.038689,3.966771
t31,7.3712163,5.3729386,11.229058,10.302152,5.840197,5.6657524,7.2215505,4.6273217,3.495836,4.983274,4.608038,3.9454432,5.3972893,4.492894,4.6839848,5.9030223,4.5999136,4.95644,5.72387,5.6164203,4.2593236,5.6590753,4.6116605,4.366577,5.133152,4.6371164,4.714042,3.5719657,4.3132653,3.593646,4.613407,5.191305,4.6581516,5.3434644,5.876233,5.0336566,4.3719244,5.232047,4.117835,5.172961,6.199351,5.4207063,5.8874,5.0903473,4.021417
t32,7.4004297,5.4257474,11.3833065,10.7014,5.8102612,5.372959,7.285967,4.448007,3.5366297,5.015843,4.6577587,3.6599145,5.5105004,4.495933,4.6255774,6.003314,4.542436,4.962099,5.7172937,5.5370326,4.2968335,5.872711,4.6491,4.153849,5.0344634,4.518862,4.9541183,3.5130856,4.22589,3.6522965,4.4846654,5.1855583,4.6373467,5.3633466,5.8789787,5.076142,4.3834815,5.14887,4.024001,5.203185,6.1334743,5.462163,6.030663,5.0243635,3.96258
t33,7.360079,5.382313,11.186762,10.213463,5.8587637,5.696788,7.19365,4.673711,3.4708977,4.9681406,4.5937686,3.972956,5.3582454,4.5023937,4.6938343,5.8636274,4.6173196,4.970546,5.7074833,5.648554,4.2574534,5.6179185,4.600083,4.440526,5.175779,4.6547747,4.6308556,3.5896056,4.3409653,3.5586462,4.6568747,5.19412,4.6464224,5.330252,5.879608,5.019242,4.379624,5.2662663,4.152527,5.149373,6.221041,5.40823,5.8329887,5.1040072,4.0375457
t34,8.472714,6.046524,7.107042,3.9919033,5.1457314,6.0031843,5.730713,5.8543487,3.4614158,5.1215205,4.479117,4.6147246,5.10684,4.575722,5.3192472,4.9112115,5.2663817,4.6415753,5.4127784,5.9976,3.8030512,4.9084363,4.1038103,5.220406,5.410343,5.2007756,4.1698303,4.2486725,4.9917755,4.2156577,4.8598533,5.4060607,5.0637903,5.2158146,5.882154,5.24346,4.035693,5.9391036,5.0639176,4.6839085,5.213818,5.1427526,5.5090756,4.8378444,4.3362517
t35,7.3907294,5.4645686,11.376966,10.63517,5.8248415,5.348085,7.272359,4.4440026,3.5395129,5.0165296,4.6611905,3.6199012,5.517455,4.515993,4.5993195,5.995938,4.525079,4.9855976,5.69011,5.5236826,4.3149424,5.8705688,4.660102,4.174588,5.0587044,4.5125394,4.8929543,3.4828,4.1895857,3.626912,4.4885693,5.189974,4.6324124,5.3390646,5.8924127,5.0573325,4.402194,5.15997,4.0019665,5.1877913,6.1449018,5.474983,6.0221243,5.0315967,3.9569259
t36,7.3643074,5.458353,11.327842,10.531126,5.840698,5.43248,7.239123,4.4925437,3.5444064,5.013124,4.6423426,3.709567,5.482118,4.521602,4.602782,5.9629173,4.5321584,4.993265,5.688977,5.5326962,4.313374,5.7893224,4.659406,4.2450156,5.1011686,4.5565047,4.8148203,3.4877524,4.2039676,3.595585,4.546034,5.192702,4.640638,5.320021,5.8946376,5.0309362,4.4073763,5.198736,4.0150447,5.1800966,6.1775794,5.4657373,5.9716825,5.063544,3.985552
t37,7.371935,5.2838387,11.097263,10.054034,5.9111705,5.849358,7.140165,4.783719,3.4239588,5.012724,4.528147,4.1254086,5.348343,4.5003757,4.7345076,5.856013,4.636927,4.9187417,5.756604,5.682138,4.2373657,5.507049,4.6007633,4.526867,5.165761,4.762002,4.547004,3.5692751,4.3628354,3.5507874,4.707103,5.2361956,4.712856,5.288142,5.9215503,4.960833,4.3511853,5.319208,4.210044,5.1812854,6.2664194,5.443698,5.8108964,5.1647058,4.072565
t38,8.391594,6.043017,7.2031198,3.9975839,5.1672544,6.0299916,5.7540817,5.893335,3.3812451,5.1183586,4.448091,4.6079597,5.11321,4.57555,5.3160057,4.9107246,5.2697105,4.629195,5.4309106,6.02234,3.7833707,4.9091425,4.084533,5.2714996,5.414295,5.211729,4.1418433,4.223263,4.988751,4.1964493,4.8435836,5.4283996,5.065147,5.235343,5.8874626,5.257746,3.9952662,5.9568653,5.072081,4.6770983,5.228173,5.1438956,5.5295596,4.8246856,4.320717
t39,8.275064,6.0455422,7.521187,4.0020213,5.1924934,6.0894136,5.787163,5.9970407,3.1752126,5.117118,4.390089,4.6052923,5.1068907,4.5716333,5.332991,4.9004354,5.258736,4.6093235,5.4657536,6.054491,3.737294,4.8896003,4.0621066,5.4151087,5.4286566,5.231343,4.0718703,4.1796865,4.9906483,4.1499753,4.825551,5.4804597,5.0631967,5.256939,5.9113536,5.2864976,3.8881297,5.993815,5.0934772,4.6691732,5.2432437,5.1366706,5.558129,4.8059235,4.309601
t40,8.4139,6.043584,7.167241,3.997534,5.163335,6.0217323,5.747643,5.880802,3.4082963,5.118497,4.455705,4.6087856,5.113445,4.575558,5.3153453,4.9117827,5.2693987,4.6317825,5.4263,6.0178585,3.78872,4.910328,4.088132,5.2540417,5.412456,5.2092104,4.1499815,4.22901,4.989077,4.201316,4.847368,5.4222302,5.065385,5.2321434,5.885422,5.254245,4.0079904,5.9525285,5.069599,4.678273,5.2258115,5.1442823,5.524573,4.827272,4.3236227
t41,11.490884,6.9358497,5.433071,4.257983,4.660963,5.477049,4.90667,4.9424405,4.925303,5.6060586,5.207004,5.092313,5.0745416,4.383742,4.914175,5.393083,5.549908,5.1444674,4.7996864,5.273817,4.856638,4.8797164,4.7063127,4.494263,4.788796,5.1717453,5.1766777,5.2108097,4.422754,4.9978986,5.297232,4.8239255,5.411962,4.366317,5.0409107,4.9025817,5.169369,5.49527,4.531486,5.2415524,5.1516504,5.0669036,5.002116,5.251081,4.9937215
t42,7.38937,5.4490256,11.359449,10.605406,5.8255773,5.3917737,7.2669983,4.4681296,3.5344498,5.011811,4.6543374,3.6677568,5.501709,4.511171,4.613418,5.984493,4.5372734,4.979596,5.696879,5.5372124,4.3065886,5.84336,4.6518583,4.1970477,5.0647244,4.527889,4.875404,3.4988463,4.211229,3.62603,4.5045485,5.190046,4.633679,5.343263,5.889254,5.0573974,4.3964787,5.168249,4.019994,5.186733,6.148505,5.4667106,6.006597,5.036296,3.9651113
t43,7.3914742,5.439958,11.345616,10.569331,5.8251877,5.428004,7.2655945,4.4866505,3.5279493,5.006177,4.651036,3.7040918,5.49169,4.5084133,4.623891,5.975269,4.545819,4.976122,5.6996636,5.548445,4.299965,5.82373,4.6448197,4.2156277,5.066723,4.536012,4.8586187,3.5097058,4.2243586,3.6286533,4.510769,5.18991,4.6339197,5.3488865,5.887411,5.060724,4.39265,5.1719055,4.032369,5.184052,6.1495705,5.4610925,5.995634,5.0378237,3.9681041
t44,11.432243,6.928956,5.446819,4.21226,4.6014547,5.4384456,4.8546243,4.9222546,4.931452,5.6561804,5.262505,5.1075764,5.129337,4.3859506,4.959847,5.3576465,5.6131897,5.1931796,4.8615384,5.2184978,4.914129,4.8880715,4.731298,4.52149,4.7407627,5.1458106,5.1841803,5.2519894,4.362062,4.96413,5.355205,4.872628,5.4157624,4.342729,4.990905,4.914768,5.1735845,5.514145,4.4762645,5.2928987,5.165831,5.1277533,4.9405746,5.286043,5.0246186
t45,12.741278,7.2898536,4.6216245,4.2814155,4.577059,5.569483,4.9833355,4.8623238,5.724162,5.6128087,5.2448378,5.067908,5.090034,4.3818965,4.929883,5.327928,5.510079,5.140798,4.7929473,5.428859,4.8626437,4.938033,4.5822964,4.5914516,4.909443,5.2093577,5.356756,5.2703943,4.5634246,4.8548493,5.2565494,4.671721,5.394216,4.3339777,5.008539,4.9616485,4.991559,5.499086,4.566421,5.270124,5.0831866,4.991712,5.1230707,5.3940067,4.945062
t46,11.415817,6.9321375,5.4801917,4.2340593,4.655976,5.487188,4.9198437,4.9645114,4.8829937,5.589929,5.1936917,5.067305,5.079161,4.4152956,4.8958864,5.352313,5.5639486,5.124805,4.8277693,5.2686114,4.848423,4.90557,4.689936,4.5256176,4.79104,5.1835384,5.1271963,5.183123,4.4112897,4.9596586,5.28896,4.855564,5.415196,4.3591375,5.0545306,4.94018,5.144956,5.537416,4.5450253,5.2241416,5.148625,5.0878844,4.994343,5.216804,4.97095
t47,8.37952,6.040227,7.2047033,4.0036883,5.170693,6.0341544,5.7619576,5.8937035,3.3802328,5.1178174,4.446093,4.6032176,5.114834,4.5794325,5.314473,4.9151106,5.2727733,4.6287136,5.4344196,6.026947,3.780944,4.912623,4.078593,5.2711024,5.411988,5.2133303,4.1396403,4.2199054,4.9856625,4.1952558,4.838907,5.4279523,5.0638824,5.238201,5.888712,5.2567997,3.993493,5.9561753,5.0706444,4.6730437,5.231926,5.1481414,5.5342727,4.8242307,4.3175282
t48,7.37859,5.396307,11.26447,10.372094,5.8363338,5.588431,7.234889,4.5855165,3.5018983,4.989063,4.621466,3.8638885,5.4263353,4.4988966,4.6652822,5.9242477,4.5833917,4.963938,5.7139473,5.597481,4.2725015,5.711169,4.621407,4.3253717,5.112962,4.604313,4.746099,3.5540557,4.286641,3.6043465,4.580084,5.191163,4.6454635,5.3455796,5.880486,5.0431542,4.3791785,5.213786,4.093126,5.1742744,6.181372,5.4335756,5.919756,5.071099,4.003812
t49,11.492037,6.966973,5.4125714,4.232397,4.615872,5.465293,4.871883,4.9176955,4.9468513,5.636733,5.2455,5.097735,5.1085052,4.4226074,4.935211,5.3614306,5.598256,5.1661625,4.851047,5.235146,4.9078555,4.9187655,4.7103963,4.5347543,4.762859,5.1705422,5.152597,5.2255635,4.3711658,4.9583926,5.3456297,4.8728228,5.4169464,4.3225584,5.00587,4.930365,5.161645,5.53101,4.492479,5.273004,5.15143,5.1180024,4.9473906,5.2549205,4.9991984
t50,11.476717,6.9361076,5.4296665,4.24574,4.6336055,5.4718313,4.8885875,4.92966,4.921332,5.619916,5.227276,5.093032,5.1000237,4.398754,4.9235144,5.3682456,5.5867047,5.1590524,4.821763,5.251309,4.8824677,4.8849716,4.7074413,4.501931,4.7711687,5.1741166,5.151853,5.215741,4.392999,4.979964,5.325149,4.8385987,5.416337,4.3687563,5.024167,4.9227853,5.1607533,5.5158157,4.509938,5.256097,5.150867,5.09294,4.9720387,5.245186,4.9961996
t51,7.3847356,5.3242426,11.113193,10.003799,5.868243,5.8654175,7.1804194,4.7819505,3.4209516,4.9637394,4.5712934,4.131167,5.3164706,4.4789634,4.7490745,5.8377056,4.661869,4.9281464,5.729142,5.702459,4.2174287,5.5209317,4.5709133,4.5267177,5.180607,4.7311525,4.556259,3.6369648,4.4000945,3.5820894,4.671833,5.1968384,4.6521378,5.3484364,5.873316,5.014465,4.344031,5.2772107,4.2189517,5.147429,6.2094874,5.3886003,5.79162,5.1113877,4.04508
t52,7.393879,5.287684,11.055045,9.837685,5.888696,5.9603863,7.151736,4.85508,3.385259,4.9633455,4.5465136,4.2272468,5.286206,4.4686294,4.784595,5.8094954,4.6944137,4.904274,5.7421103,5.744066,4.1933937,5.455931,4.5520983,4.599477,5.19402,4.780985,4.496722,3.6606777,4.438392,3.578995,4.69977,5.202939,4.664248,5.345652,5.8738194,4.9968963,4.3243146,5.3048935,4.271792,5.143355,6.2206717,5.376925,5.7569137,5.1331134,4.0615897
t53,7.3739715,5.3539658,11.1850605,10.196208,5.855131,5.7327223,7.2018447,4.6839266,3.467594,4.9795356,4.5904355,4.007574,5.3696837,4.491135,4.7055464,5.8793445,4.6199794,4.947467,5.7264037,5.6468077,4.2468944,5.608391,4.5996327,4.42778,5.15083,4.672958,4.651565,3.589699,4.341814,3.584062,4.639397,5.1970434,4.658963,5.3387046,5.88006,5.021352,4.363933,5.253965,4.1545324,5.165169,6.208784,5.4140115,5.852183,5.1024795,4.0330744
t54,7.391437,5.4061522,11.301587,10.433451,5.8274555,5.53605,7.2544227,4.5471187,3.5092905,4.994199,4.6354423,3.8116295,5.4556,4.4982467,4.655055,5.9475927,4.5731063,4.962763,5.7132473,5.58264,4.279841,5.7605886,4.6258683,4.2796,5.081817,4.5728383,4.7949734,3.5447397,4.269453,3.6268315,4.5428505,5.190158,4.6413026,5.3575716,5.8810854,5.060324,4.3796873,5.1899247,4.0739484,5.180264,6.1613717,5.442755,5.9577045,5.051792,3.9851115
