"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122","c123","c124","c125","c126","c127","c128","c129","c130","c131"
"t31",-0.0529619875115394,-0.0159614026381122,0.0173977195688273,-0.0127294302212022,-0.0878310782661555,-0.0158625393194668,0.0197910183597913,-0.0468604854889036,-0.23267057972564,0.0800164317706452,-0.0344788598846393,-0.00696587335540545,0.000456623563081435,0.00343367602039978,-9.31663240264295e-05,0.00211207929163218,3.95592912879904e-05,-0.0187594510212834,0.013459206119082,0.02420092091031,-0.000272502219159385,-0.00980036966639345,0.0174584844326766,-0.0083509268060088,0.000149872875352886,6.90791497305221e-05,-6.2320268657693e-05,-0.000295168910018233,-0.012221938464924,9.77398653168472e-05,1.90484227253265e-07,-0.000813662377613055,-0.108049501725809,8.35772835655203e-05,0.000988704468677125,-0.00470073414475599,0.0103424485560886,-0.0322086280983483,0.00688579155089862,-0.798408092434845,-0.12353155796602,-0.45217577360604,0.000116999315275359,0.162736684792806,-0.0197718165800197,0.0550993915208894,0.00325307485093912,0.00023909621181259,-7.4930370308734e-07,0.0217705461375444,-0.0485269270242053,0.0271583133857748,0.00990275568682562,-0.00206234060951789,6.43903608672293e-05,6.91185406550932e-15,0.0175121472350548,5.51544957767982e-16,-0.0312385715170344,-0.00685682450030967,-0.0011234317277538,-6.40040660103609e-05,-3.41903742880931e-06,5.30665483763377e-05,6.45622612208403e-16,0.00321255705652925,-0.0213558399182394,-0.00286808636280574,-0.000633728462540259,0.00108880152256829,-0.0933362305986019,0.00103999951352917,1.69317081953104e-06,-4.28169961020073e-16,0.0191340586075356,-0.000163438740107526,4.19113304463189e-16,0.000175626710427948,5.93564915289168e-06,0.000712397212992742,-2.89689932224343e-05,0.000953891999646471,0.00094303037598871,3.92724451666667e-05,0.00754839144223167,-6.75941505678169e-16,0.000822763078497009,-0.000496474213063726,-0.000231268555733939,-5.05086828916262e-08,-4.85870782508763e-17,-4.16601910603615e-05,-0.0022177153491836,0.008088661650183,8.53294792488712e-05,3.76419228445481e-17,-2.05085171098984e-05,2.85635349882242e-07,-3.56285980433576e-08,0.000247184782708653,2.59699055166158e-16,1.32400138818995e-07,-5.37139603531388e-16,0.00861306314599859,8.26061368911977e-16,0.000661867535379513,0.00285707740654662,-3.11179733366198e-06,4.99903038162299e-06,-3.52920503202389e-09,-4.31269099704828e-17,-1.8457433043141e-17,-2.37563459793627e-16,-1.09771328219029e-16,-9.5722647745385e-07,4.50623076327464e-16,-7.59545382637742e-08,-2.68094340369276e-06,1.08537838829239e-15,-9.69450617976123e-10,-7.54299977432367e-16,2.01831676780818e-16,-3.13259086826932e-16,2.82055779125929e-16,1.85204544958613e-15,3.92164045982432e-15,1.11202227990909e-15,2.48648221863129e-15,9.25060970381435e-15,1.36047421257692e-14,-0.0873704056661034
"t69",-0.0541666177617926,-0.0166518494095317,0.0186159094351282,-0.0144029298441488,-0.10175061324108,-0.0194643917057475,0.0253526166576348,-0.0615669543300479,-0.359626988399799,0.133262259527535,-0.0604768831782294,-0.0151821960409453,0.00109420843639837,0.00990260025387818,-0.000553338423995463,0.0312890235714932,0.000773637790306392,0.0716041962302006,-0.0487946441030153,-0.0645435040753519,0.000450675565132007,0.0126026033085356,-0.0214924694742472,0.00901045596785381,-0.00015851725663356,-3.11417076882053e-05,2.78033012389623e-05,0.000120645875698234,0.00457653627069287,-2.98669194273948e-05,-4.83679933074863e-08,0.000168966213042852,0.016594414517381,-1.10050783575424e-05,-0.000104430190820867,0.000410484436915748,-0.00087803009175625,0.00160982310090434,-0.000305793797192359,0.0300701830148083,0.00454037709310908,0.0128299326477863,-2.59221950447148e-06,-0.00346828256186812,0.000240249805119791,-0.000541954671783326,-7.15263987280642e-06,-2.79386250328889e-07,-1.5743541370582e-09,-0.000217178689914388,0.000677104799716161,-0.000396842567361452,-0.000298128270122265,6.53006387304858e-05,-2.09092062706819e-06,-8.30574391599533e-16,-0.00116215382313763,2.68199591810407e-17,0.00341388354506466,0.00119231279561856,0.000225868909206587,1.65481567550721e-05,1.06330152525312e-06,-1.86266123201946e-05,1.2831059611241e-16,-0.00189056145643307,0.0133021434249309,0.004154473188062,0.0014848579906384,-0.00943255744048572,0.897606603789091,-0.0125896465641165,9.03629464877405e-06,3.27224011325005e-15,0.0295229242526748,-0.000237747426325773,-5.19413467267119e-16,0.000232035522678649,7.13821534008408e-06,0.000809571919957779,-3.02584104342672e-05,0.000886223146300061,0.00083498246641472,3.38981722646929e-05,0.00647591926193368,-6.83277135925434e-17,0.000654207649635563,-0.000394719288415237,-0.000173302706222754,-3.74577184460977e-08,-5.07306136842069e-17,-3.01369965868404e-05,-0.00156238729816071,0.00565183197440763,5.88169629434465e-05,-6.63849804991018e-17,-1.35203933752608e-05,1.87413245369265e-07,-2.33380764123345e-08,0.00016146282800527,-3.84923524120895e-16,8.53218973301015e-08,3.3451417773176e-16,0.00553737732085888,5.56400277284153e-16,0.000421768960166263,0.0214102052484474,-1.87055105511393e-06,3.03943343129732e-06,-2.14847407611277e-09,2.22398606467852e-16,1.70269162029284e-16,-9.48416719046366e-17,-1.11692498704661e-16,-5.77900653888671e-07,5.80720427794944e-16,-4.57629615301698e-08,-1.61328356210831e-06,1.07202255308372e-15,-5.81709600132371e-10,-7.34173473354901e-16,2.57464015152355e-17,-1.77722512393131e-16,1.52549715776255e-16,1.85559026941237e-15,4.27914194334731e-15,1.27822281990257e-15,2.62822782757543e-15,9.11029605991662e-15,1.38569339155252e-14,-0.0873704056661072
"t93",-0.0546053160877796,-0.0169017923366502,0.0190536861339558,-0.0149954324955106,-0.106650087948439,-0.0207154828490755,0.027266921681149,-0.0666034212448201,-0.401903776338767,0.150803893128071,-0.0689837520123529,-0.017807492062022,0.00129622035403352,0.0119240374744657,-0.000692532143338162,0.039965387673253,0.000991346228946896,0.0971607789646824,-0.0663669512630357,-0.0892542400629098,0.000646175408024378,0.0185350984814568,-0.0317659524765353,0.0135311474212727,-0.000238653988225161,-5.4321093318927e-05,4.86099881850516e-05,0.000215174604999286,0.00833447172318986,-5.73003536404339e-05,-9.77464646011764e-08,0.000363073508215396,0.039470436437968,-2.76881050809647e-05,-0.00028618197574058,0.00121664464366518,-0.00263377835515908,0.00615090353140743,-0.00123850715026892,0.132435779993515,0.0202516818096642,0.0657153185476426,-1.52581797560346e-05,-0.020877911413142,0.00203873887830069,-0.00528157909649014,-0.000215309039397592,-1.45339710693198e-05,2.25086209853686e-08,0.000696980789326176,-0.00193702823822914,0.00111646523453844,0.000629126180690936,-0.000134833431603483,4.27026774301971e-06,1.25206594420512e-15,0.00170661446740677,2.00579658469954e-17,-0.00391278523766088,-0.00107719958820961,-0.000189370024355517,-1.2198445095747e-05,-7.14073196775395e-07,1.1779213356474e-05,-1.42664448562605e-17,0.000937223846147777,-0.00643113773321962,-0.00146082393559839,-0.000458142512839853,0.00239305023421576,-0.22583046489341,0.00311761948359916,-1.76478376169055e-06,-7.9080589143546e-16,-0.00275681347468582,1.99072018657897e-05,1.14159490142271e-17,-1.53748198122657e-05,-3.34127282696254e-07,-2.7348102666201e-05,3.70609163641959e-07,2.0110061925145e-05,3.25946983519222e-05,1.63447255883272e-06,0.000326805910989376,-5.20517509313309e-16,5.25922377693825e-05,-3.17503497715624e-05,-1.83359022163812e-05,-4.13322868241644e-09,-2.80517801657305e-17,-3.64894216752262e-06,-0.000205840551581464,0.00076130688380916,8.16956987578902e-06,-3.78857505551582e-16,-1.82686797035162e-06,2.44546629088389e-08,-2.99710695954819e-09,2.00690606418151e-05,-3.2586250378133e-16,7.12695914989338e-09,-5.25649072809423e-15,0.00038426056486736,-1.11059586049451e-15,-3.13576778617834e-05,-0.82558435218352,-3.06241514964048e-06,2.98263851342754e-06,-1.59384510186207e-09,-1.48505244903018e-15,-1.71130305055421e-15,-6.67399415955023e-16,-8.77925685055363e-18,-3.12860047184274e-07,-8.06301980714599e-15,-2.42060548553236e-08,-8.43772889042469e-07,2.50122266184875e-15,-2.98391379285933e-10,-6.31254115395912e-16,3.67742150883649e-16,-8.14057166736241e-16,3.97236089262984e-17,-1.67954531816136e-15,4.96936905411533e-15,7.5629407974173e-16,2.52366874132741e-15,8.87788054121186e-15,1.3626112161157e-14,-0.0873704056661013
"t104",-0.0546445795051774,-0.0169240873447925,0.0190925784582572,-0.0150476462730777,-0.107080503362997,-0.0208246262103062,0.0274331399389923,-0.0670396088192991,-0.405514511296957,0.152294331873978,-0.0697042082562904,-0.0180273872578906,0.00131307634212851,0.01209166988961,-0.000703914568227995,0.0406698897712126,0.00100900430462976,0.0991951967911345,-0.067764748696374,-0.091209819290831,0.000661481060181455,0.0189961880386483,-0.0325633342152285,0.0138804852045332,-0.000244842287374654,-5.60470661309541e-05,5.01584849379218e-05,0.000222178848197588,0.00861167398929124,-5.93024170470114e-05,-1.01314158044756e-07,0.000376944404883075,0.0410783429291023,-2.88510044574889e-05,-0.000298704308164877,0.00127165013793379,-0.0027534068714263,0.0064527496816738,-0.00130019394160711,0.139160815980566,0.0212828674098832,0.069153037570092,-1.60746600936128e-05,-0.0219987960401632,0.00215273196460548,-0.00558052693435019,-0.000228154159293621,-1.5409792476943e-05,2.39486456689176e-08,0.000747968170316606,-0.00208131795061936,0.00119985961551609,0.000678628977472022,-0.00014548864311016,4.60846612323499e-06,1.37502199549587e-15,0.00185188180052413,-5.14181225258896e-17,-0.0042670279717347,-0.00118121314753482,-0.000208045645585417,-1.34470132418409e-05,-7.89194589292574e-07,1.30407512773766e-05,-3.93535727560968e-17,0.00104522776389224,-0.00717788349087898,-0.00164741173590943,-0.000518932694196001,0.00272858653174127,-0.257567487451951,0.00355765939327484,-2.02993566990687e-06,-1.03731201081145e-15,-0.00324200071559071,2.3475930659944e-05,1.236330146659e-16,-1.82303266917912e-05,-3.98901334395199e-07,-3.28170266437067e-05,4.49005030009358e-07,2.4847405192856e-05,4.07450769773335e-05,2.05854541073913e-06,0.000412404071178894,-7.94910800530707e-16,6.85471715692078e-05,-4.13850607555878e-05,-2.49491254231762e-05,-5.68338907643766e-09,-6.93973089716461e-17,-5.17588698443472e-06,-0.000306093940172843,0.00115414092254926,1.28810572168348e-05,9.49035447802159e-16,-3.84463745572499e-06,5.5181939667411e-08,-6.96045599001453e-09,4.92545833137647e-05,9.21414803675814e-17,2.98689456895872e-08,3.98214385058519e-15,0.00200362551133522,7.17659020393321e-16,0.000191573149946097,0.398710822408393,5.78905085388326e-07,2.84466048834382e-08,-2.88320757706486e-10,4.43474525282278e-15,1.04374357380974e-15,-1.27574013072514e-14,1.37444272942694e-13,-1.56295468138918e-07,-0.707106781186544,-1.3041017808475e-08,-4.72943998857784e-07,-3.15794249084225e-15,-1.80810068998033e-10,-1.82581103609196e-15,-1.91747049746149e-15,1.09962078478553e-16,1.66632262240574e-15,2.5567541634775e-15,2.83531430112692e-15,1.95457066461953e-15,2.32073289406127e-15,1.02295300864836e-14,1.33818509490768e-14,-0.0873704056661043
"t105",-0.0546445795051774,-0.0169240873447925,0.0190925784582572,-0.0150476462730777,-0.107080503362997,-0.0208246262103062,0.0274331399389923,-0.0670396088192991,-0.405514511296957,0.152294331873978,-0.0697042082562904,-0.0180273872578906,0.00131307634212852,0.0120916698896102,-0.000703914568228034,0.0406698897712125,0.00100900430462979,0.0991951967911345,-0.0677647486963739,-0.0912098192908311,0.000661481060181542,0.0189961880386483,-0.0325633342152285,0.0138804852045329,-0.000244842287374677,-5.60470661309353e-05,5.0158484938181e-05,0.000222178848197648,0.00861167398929119,-5.93024170469651e-05,-1.0131415795159e-07,0.000376944404883164,0.0410783429291025,-2.8851004457728e-05,-0.000298704308164991,0.00127165013793391,-0.00275340687142645,0.00645274968167387,-0.00130019394160694,0.139160815980566,0.0212828674098833,0.069153037570092,-1.60746600937738e-05,-0.0219987960401632,0.00215273196460561,-0.0055805269343504,-0.000228154159293657,-1.54097924770536e-05,2.39486456177084e-08,0.000747968170316904,-0.00208131795061927,0.00119985961551604,0.000678628977471909,-0.000145488643110547,4.6084661232056e-06,6.53377029489535e-16,0.0018518818005234,3.25882349012236e-17,-0.00426702797173482,-0.00118121314753504,-0.000208045645585322,-1.34470132419247e-05,-7.89194589261706e-07,1.30407512772329e-05,2.20087819312217e-16,0.00104522776389225,-0.00717788349087909,-0.00164741173590892,-0.000518932694196552,0.00272858653174061,-0.257567487451952,0.00355765939327493,-2.02993566994671e-06,-4.9087411587431e-16,-0.00324200071559083,2.34759306592426e-05,2.53179389800587e-16,-1.8230326691367e-05,-3.98901334109342e-07,-3.28170266439434e-05,4.49005030542027e-07,2.48474051923964e-05,4.07450769772722e-05,2.05854541096758e-06,0.00041240407117874,4.36742867412827e-16,6.85471715687392e-05,-4.13850607555868e-05,-2.49491254221863e-05,-5.68338918121273e-09,-1.32391810821727e-16,-5.17588698292687e-06,-0.000306093940172262,0.00115414092254646,1.28810572180551e-05,-3.50272435718999e-16,-3.8446374557483e-06,5.51819403700256e-08,-6.96045622064699e-09,4.9254583313015e-05,5.95211288409762e-16,2.98689449998474e-08,1.51874415627205e-16,0.00200362551133311,9.84138943395344e-16,0.000191573149945605,0.398710822408379,5.78905085027239e-07,2.84465996617315e-08,-2.88320448600096e-10,-3.06124217928106e-15,6.8985998426448e-16,1.25903781237493e-14,-1.38093290850366e-13,-1.56296049716606e-07,0.707106781186552,-1.30409950586717e-08,-4.72943995876167e-07,2.50419493474606e-15,-1.80811861661176e-10,2.65144118748579e-16,1.48682187714946e-15,-4.20769210760168e-16,-1.27576847659655e-15,4.67194725574745e-15,4.07271424058463e-15,1.00394213007594e-15,2.5844108639578e-15,8.43189911385642e-15,1.32604194233278e-14,-0.0873704056661014
"t17",-0.051629050725181,-0.0151928941600442,0.0160317924714357,-0.0108235439205702,-0.0718781358382415,-0.0116729454673863,0.0132533033638527,-0.0294688500090108,-0.0771415067955819,0.0138349352163318,-0.00185676758855546,0.00371295070863813,-0.000383132088235778,-0.00528321554648616,0.000564877809845563,-0.0410953219523022,-0.00105382483828432,-0.17027173572027,0.118431796935855,0.180231807376487,-0.00168939290395607,-0.058144446887885,0.10333911827485,-0.0497254099670528,0.000895032978120453,1.69085529252741e-05,-2.50435186709125e-05,-0.000399068857278171,-0.0237158869995557,0.000275312827478727,6.65763275604165e-07,-0.00363383098989818,-0.905781274559454,0.00162186401914524,-0.013213026766643,0.0206999586650214,-0.0406392861785323,0.0243015281946359,-0.00354881272378806,0.212155458102971,0.0290073993162495,-0.0134804255736549,3.12761633211923e-05,0.0669281112253661,-0.0079788939132962,0.0253181810700696,0.00209707530107888,0.000160838047158287,-6.0540385302802e-07,0.0215361472473841,-0.0488080044933204,0.027380624586786,0.010381292274748,-0.00216802225649876,6.77841376347755e-05,8.22636821578604e-15,0.0191495473223495,6.11916601842967e-16,-0.0349487774961035,-0.00779713208315355,-0.00128233248258026,-7.34056409159007e-05,-3.92852855651962e-06,6.09961159230796e-05,6.54548797866116e-16,0.0036638361987479,-0.0243079093960184,-0.00304440814316909,-0.000609863199558341,0.000228017273535208,-0.00879331409696,-0.000215169047818909,3.27701765720827e-06,1.31975891018486e-16,0.0362681655523662,-0.000561508528810999,3.52532352709957e-16,0.000179874759726952,7.33317342978896e-06,0.00090870310577643,-3.78163196874752e-05,0.001263260519831,0.00125314628355482,5.22656015318653e-05,0.0100491123909827,-6.33343986060665e-16,0.00109934663802561,-0.000663374384770902,-0.000309787084648289,-6.76862996017402e-08,-1.86089366811002e-16,-5.58869423318955e-05,-0.00297847048271705,0.0108673471741861,0.000114713838259368,-2.2437133924699e-17,-2.7631431246965e-05,3.84937561070704e-07,-4.80192737253944e-08,0.000333199133741089,2.75450574443609e-16,1.78604652221773e-07,-8.94987063955637e-16,0.0116203380239891,8.70576151975132e-16,0.000893374568433221,0.000376419293658202,-4.21890210793318e-06,6.77115609961605e-06,-4.77960465736185e-09,-5.67826140025466e-17,3.75846803679391e-17,-3.17699084056623e-16,-9.50026850549508e-17,-1.29714160130802e-06,2.48920345321754e-16,-1.02942533841426e-07,-3.63388546717754e-06,2.81301735112405e-16,-1.3143436693167e-09,-7.84117941070368e-16,-3.11713150562388e-17,-3.34345468198778e-16,2.98509509365727e-16,1.82109367406254e-15,3.71055422721634e-15,1.26676965828609e-15,2.54911901753442e-15,9.01534955311148e-15,1.34797098572204e-14,-0.0873704056661038
"t22",-0.0518567481117545,-0.0153182851715346,0.0162416175514759,-0.0110777896378523,-0.0738751460289287,-0.0121165648618336,0.0138553902799824,-0.0309337019599669,-0.0829832149863745,0.0150365465708395,-0.0020318276478232,0.00416911248248706,-0.00043450544290553,-0.00609667539411198,0.000683102514821068,-0.0511364332855552,-0.00131761440778786,-0.235676872291068,0.16474447871112,0.26020881978722,-0.00268849253584306,-0.100859517141024,0.182673437564304,-0.0939808017186273,0.00171137796310441,-0.00097026234723076,0.000831215664031221,0.0026997048127871,0.0820867251806413,-0.000368565989566383,-4.6435279927197e-07,0.00129917321015424,0.100821585542846,-7.62407865075623e-05,-4.33143501149633e-06,0.000136318167465513,-0.000200262636856518,-0.0044218123050277,0.0010174082722364,-0.108999000502122,-0.0162249893852727,0.0198779085074364,-0.000224426766370097,-0.846627156978739,-0.0182529285548998,0.0471716914288876,0.00258321296680915,0.000190182632191586,-6.17239681934355e-07,0.0197892816305599,-0.0446341222209849,0.0250234891953514,0.00941535152789478,-0.00196565101574154,6.14476110515992e-05,7.09020957849649e-15,0.0173575587797798,5.54328574939919e-16,-0.0318623558093151,-0.00718427236242586,-0.00118676716852239,-6.85435886541079e-05,-3.69617300070894e-06,5.76998172684331e-05,1.95814728157418e-16,0.00355984659400897,-0.0236949327052091,-0.00312517496029701,-0.000644025608342735,0.000254000757070772,-0.00982123135251806,-0.000241552004895356,4.04257093280465e-06,-1.25875130123649e-16,0.124800444014831,-0.00395292306557754,1.03109858585974e-15,-0.000557798567917708,-3.82887626523857e-06,-8.74412387443562e-05,-8.77923268068181e-06,0.000586976666568005,0.000659365340251845,2.89529159976406e-05,0.00562936458474838,-3.7739909337731e-16,0.000689813283804678,-0.0004163096943286,-0.000207516863246711,-4.57995649734002e-08,-7.57313115702723e-17,-3.86865330766315e-05,-0.00210882538397437,0.00774620117214835,8.26617622554819e-05,-4.9062179332418e-17,-2.06066643130281e-05,2.88128408880016e-07,-3.59890584459371e-08,0.000250267855334486,3.24742078599422e-16,1.35627413326526e-07,-5.59514034469329e-16,0.00884226742529706,7.40473068944584e-16,0.000686240464014802,0.000292506315239617,-3.28911751529112e-06,5.29556578229058e-06,-3.75210267864109e-09,-3.36987550975777e-17,-5.76353370269852e-17,-2.39571723199326e-16,-1.80621695065988e-16,-1.03089592288582e-06,1.75700528462796e-16,-8.20107655752501e-08,-2.89928888633669e-06,7.55734827258165e-16,-1.05231682089908e-09,-7.17913810428465e-16,-1.00550605668522e-16,-4.40384519162001e-16,3.55578550054396e-16,1.82938297341328e-15,3.5524226672128e-15,1.06286601634278e-15,2.48881634464213e-15,9.34940175630716e-15,1.33714889342023e-14,-0.0873704056660997
"t39",-0.0521610288348793,-0.0154848623821643,0.0165183403549407,-0.011408071311208,-0.0764538298051069,-0.0126815195913653,0.0146147814196368,-0.0327712725190892,-0.0900883081703329,0.0164802805672639,-0.00224051568910369,0.00469778323391899,-0.000493435967711299,-0.00701387506134056,0.000810893466808815,-0.061741324265014,-0.00159518044189388,-0.299888494709422,0.210076051989719,0.336841622768143,-0.0036004642784762,-0.138473155452107,0.252035202879354,-0.131773837008769,0.00240585891318756,-0.00161938004001568,0.00139159153417888,0.00464434992106752,0.145481075730539,-0.000708159710632457,-9.7797407808239e-07,0.0031076561278771,0.318997789987344,-0.000299447136129245,-2.83353680917191e-05,0.00276486394333989,-0.0061609269348517,0.0116970393472355,-0.00202389292212336,0.154451267554751,0.0219503347284257,-0.0170867715591968,0.000129317675283022,0.458536498627807,0.00376797725498854,-0.00612334179845777,0.000317262893109777,3.05746916926966e-05,-2.12741023440485e-07,0.0121178349715391,-0.0285878968842566,0.01613174136803,0.00677569319550408,-0.00142621529558047,4.47687514325304e-05,7.32107290763292e-15,0.0142934871369612,2.27997175205837e-16,-0.0287416749130936,-0.0070814436033775,-0.00120348309318924,-7.30640435619624e-05,-4.08863671716878e-06,6.54027061308966e-05,5.64804927062792e-16,0.0044763399016002,-0.0301312316254948,-0.00463231523564262,-0.00102358313113721,0.000452213722551891,-0.0175748771256863,-0.000436492322713654,8.5450794836349e-06,-6.3190656154931e-16,0.509582181201639,-0.018359421333717,4.24795614414654e-15,-0.00356943401144225,-4.75312227422367e-05,-0.0038843810215403,9.72935289442631e-05,-0.00172790903687445,-0.0013146762462164,-4.73097069126539e-05,-0.00877219545787344,-3.66090218729835e-16,-0.000576994595201597,0.000347871879890604,9.48568420550688e-05,1.83663723847722e-08,2.84879164283526e-17,1.06921383617499e-05,0.000329044404014683,-0.000935807526509414,-5.32364111876325e-06,-3.33691812051837e-16,-2.23490520696936e-06,3.64188212302284e-08,-4.77491431921553e-09,3.58571149146849e-05,7.0017977492997e-16,2.65743374186053e-08,8.91669832430611e-16,0.00181874755031939,4.1835638989379e-16,0.000171633170174255,8.87478078409033e-05,-1.04661024554392e-06,1.76028429312125e-06,-1.31025282442855e-09,-5.06430316019577e-17,-4.68925963008429e-16,-2.04508495586561e-16,-1.44948382696063e-16,-4.15503418821345e-07,1.64572328572258e-16,-3.39033408135447e-08,-1.21690048566192e-06,5.35085498966027e-16,-4.57234012620721e-10,-4.77124376041837e-16,-9.91028575834845e-17,-4.63381129275604e-16,4.44917187527285e-16,1.75423567173743e-15,3.7678486397154e-15,1.23562622528007e-15,2.82684572530215e-15,8.98560644858488e-15,1.31553782101743e-14,-0.0873704056661031
"t40",-0.0517399437871141,-0.0152553345342068,0.016139055582531,-0.0109602821112793,-0.0729727362048253,-0.0119263336769289,0.0136065819458188,-0.0303409004043224,-0.0808898914880874,0.0146266724685306,-0.00197399994471807,0.00403518018504718,-0.000420072652247617,-0.00588472812968661,0.00065772653940844,-0.0492110982103547,-0.00126796552384404,-0.227233872287346,0.158872039726181,0.251322095513139,-0.0026095796115138,-0.0983767992602404,0.178369829022907,-0.0921176269546365,0.00167855080288938,-0.0010141155269303,0.000870057913015523,0.00286383352918196,0.0884318288365807,-0.000415675405904762,-5.55001133896665e-07,0.00169710086149125,0.16399638903546,-0.000149138372623761,-1.34766754256346e-05,0.00126339789607599,-0.00279856657778837,0.00476015702692997,-0.000804266864804205,0.0594138524210702,0.00840385864964152,-0.00622918295161214,4.51010214449526e-05,0.158850192175108,0.00119411359446686,-0.00188439195022269,8.46352704249166e-05,7.9084639223221e-06,-4.42948042130626e-08,0.000981202572513722,-0.00177632581027211,0.000955652139951843,1.64931147542015e-05,3.48156873127298e-06,-2.20699587335573e-07,-1.24513535308778e-15,-0.00129763112119121,2.13457286073837e-16,0.00490877705114047,0.00185213606001644,0.000352643355072697,2.56188291912797e-05,1.61520680110445e-06,-2.77893328558474e-05,-1.68729293568577e-16,-0.00248528475816718,0.0171582895685716,0.00353260081719614,0.000867576842946731,-0.000442931279820262,0.017314725005135,0.000434784711960266,-9.92202613763613e-06,1.10824428282515e-15,-0.846077228637241,0.0317148197069464,-6.90883880824019e-15,0.00664793709769303,9.68502642767309e-05,0.00844137445365351,-0.0002372999943221,0.00524596501718025,0.00450637763249503,0.000174879500426699,0.0330624989790331,-6.7318925946695e-16,0.00295897568888622,-0.0017850090999383,-0.00071947171911158,-1.53268565721188e-07,-5.08445972004638e-16,-0.000119156583206793,-0.00595767257724566,0.0213101165960375,0.000217651251022075,4.6884667918531e-16,-4.69298584462634e-05,6.45740269647373e-07,-8.0201667951428e-08,0.000552388049595302,-4.41658600578872e-16,2.8510746783673e-07,-2.8929150793753e-15,0.0184171529134635,1.50466936041168e-15,0.00136957659271708,0.000553743118239346,-6.13416952895668e-06,9.73426491199423e-06,-6.77906192324203e-09,2.6605686953018e-17,6.35053140597577e-16,-4.4083845145601e-16,-3.82219368152711e-16,-1.7605855572129e-06,2.58903301295353e-16,-1.38530405118729e-07,-4.86455782433196e-06,5.50737241082834e-16,-1.73796365103101e-09,-8.58784375655604e-16,3.40202919852872e-16,8.60418965135787e-17,1.0639712856686e-16,1.94809962053858e-15,4.69957778749958e-15,1.34930464430529e-15,2.03601502140289e-15,9.10466221443613e-15,1.37000279380325e-14,-0.0873704056661084
"t9",-0.0147931473799729,0.0121378064132823,-0.0929573316670029,0.0317250934562023,-0.00125433090935158,0.0143097201047142,-0.0256158442348555,0.000853845466693565,-0.00623236176703579,-0.010880920318168,0.000206984966254034,0.0791164968572329,-0.00610158673998914,-0.0608087029317851,0.00354891477145348,-0.0239925458739861,0.00813542508903804,-0.0930618076749356,0.00460922552357161,0.0796874724933289,-0.00148646326046089,-0.513890016152327,-0.760778550486028,-0.260636510783797,0.038399707783732,-0.00774463880264623,0.000310644645252964,0.012706437412213,0.0855684068356825,0.00841581833754474,-2.68049144623541e-05,0.0247745661781737,0.0115772614724404,0.00194619971698042,-0.0273646147857657,0.0355069627124331,-0.004005550169269,0.123214732739365,0.00579053982185687,0.00645031164773853,-0.0238714772523384,-0.00282910903302696,0.0001327144318252,0.000830730391318725,-0.00434642303913077,0.00291485943982916,0.011312166188591,0.000833786757193726,-2.63611336371989e-06,0.00962605326223378,-0.0111909531787277,0.00641573364711335,0.00310634346108007,-0.000663428004139885,0.000938243336817699,9.59071133519485e-15,0.0219980691761837,1.32611664464294e-15,-0.0109362037096672,-0.00383145962853727,-0.0114935586161566,-0.000506173505278848,-2.43939175490931e-05,5.96704761479961e-05,1.54025127715586e-15,0.0130250281100186,-0.118594450323535,0.00391702487075568,0.00857229419544468,-0.000672057764403154,0.00221907733682377,0.000147040173917069,9.575174223668e-06,9.92077243706438e-17,-0.00312496220658158,-6.33065985590604e-05,-5.62369850927468e-16,-0.00337837605925198,1.29023170211361e-05,-0.000183066436448578,3.02897822256252e-05,-0.00198163229516669,-0.000129495848549057,-0.000588026815953736,-0.000947951177600307,-2.75420596505995e-15,-7.61772403804332e-05,4.5940766099581e-05,0.011190435693392,3.83332418195993e-06,-7.97644573169834e-16,-8.89468705922616e-07,-0.037661851584828,-0.00859025069589969,3.66078428548011e-06,-2.47185885972799e-16,-0.000566578643353902,7.16722104404632e-06,-8.63758917054845e-07,-3.85102442442226e-06,-6.35564535465772e-17,1.46918064085484e-06,-1.72678570660591e-16,-3.18627377521251e-05,-4.74876821653493e-17,3.58067758533957e-06,2.38204929002517e-06,-5.72072701579937e-05,1.19200683484744e-07,-5.95734213123231e-08,-4.76876993985206e-17,1.07299775182614e-16,-3.00943061413492e-16,9.7632562973274e-18,-9.61882496443916e-05,4.90086494517561e-17,-3.35748951370971e-09,-0.000244246597150794,8.03258566884812e-16,-1.36529434250105e-08,-1.24185486885833e-15,2.07612922125065e-17,5.47624913431325e-18,1.75577483743368e-16,2.00744829963392e-15,3.73066281574322e-15,1.33315090756471e-15,2.56748793386854e-15,9.09817674895839e-15,1.35170577901879e-14,-0.0873704056661037
