,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
t102,-0.14987099,-0.37151286,-0.14312881,-1.7226117,-0.3424379,2.5448568,-0.04587509,0.9692438,-0.060776614,-0.6001979,-0.16029832,-0.4156099,6.522297,0.03837012,0.016334152,10.779122,-0.00990611,-0.09892161,-0.21113503,3.6938434,-0.3518132,2.3620954,17.55331,-0.19621445,-0.4103226,1.0687107,-0.039772745,-0.19167954,-0.61650664,0.07747333,5.62711,0.24487095,0.017934833,0.5278941,-0.045929562,-0.35983068,12.876021,-0.002317822,0.002321228,-0.075971246,-1.0657045
t103,-0.15863329,-0.38709185,-0.15634128,-1.8570089,-0.36473495,1.9755082,-0.051376507,1.0435723,-0.05484037,-0.6327912,-0.19801484,-0.44476858,6.562474,0.07115086,0.016970774,11.428969,-0.008741614,-0.10149255,-0.22779727,3.8364587,-0.37778383,2.553801,18.213478,-0.21219578,-0.44822457,1.1557639,-0.041011024,-0.20567182,-0.7287261,0.07641625,5.999853,0.7298043,0.015885293,-0.01233456,-0.04850444,-0.38840654,13.845723,-0.0019132682,0.14966767,-0.100416966,-1.1514835
t106,-0.15513346,-0.37358996,-0.14793672,-1.7649109,-0.35170206,2.4336991,-0.04629613,0.92073387,-0.060335904,-0.61289066,-0.17327185,-0.42070004,6.589673,0.0006203726,0.016700186,10.908901,-0.009533499,-0.09666122,-0.21678434,3.6752985,-0.36542076,2.406594,17.767906,-0.20326737,-0.42440194,1.0885187,-0.040215373,-0.19738504,-0.6595654,0.07553925,5.81196,0.37107113,0.01767123,0.40495437,-0.046423517,-0.3773249,13.117426,-0.0020746582,0.002152893,-0.081136204,-1.093246
t107,-0.15429845,-0.3747311,-0.14856012,-1.7667334,-0.3519106,2.4273226,-0.04634291,0.92160916,-0.05991058,-0.61332387,-0.17412166,-0.4216543,6.5946994,0.0035181083,0.016700089,10.937787,-0.009528614,-0.09687535,-0.21649796,3.6839592,-0.3655242,2.4125016,17.778786,-0.20352034,-0.42502758,1.0815512,-0.04034127,-0.19749781,-0.6633695,0.07576526,5.8178062,0.37748984,0.0175468,0.39174333,-0.046501197,-0.37821662,13.1332245,-0.0021445954,0.0020091222,-0.08129484,-1.0931561
t99,-0.14906317,-0.3659719,-0.14018963,-1.6915625,-0.33579496,2.6747725,-0.043879624,0.8541449,-0.06220862,-0.594268,-0.15571341,-0.4066566,6.534418,0.03521539,0.016478097,10.565319,-0.01047173,-0.09583038,-0.20766973,3.5996327,-0.35112485,2.2841256,17.331076,-0.19766153,-0.40783215,0.9819536,-0.039475624,-0.18985617,-0.60512763,0.076740585,5.5679116,0.14003384,0.018312883,0.6775235,-0.044923548,-0.36331606,12.585511,-0.0021161719,0.003968902,-0.07304682,-1.0489349
t117,-0.14700286,-0.38816664,-0.12490893,-1.6600524,-0.3212616,6.810886,-0.03706113,0.2852468,-0.104780175,-0.62022525,-0.0502798,-0.38251916,8.278988,-0.0162072,0.01944656,11.603699,-0.021365665,-0.12242477,-0.11497038,4.5624514,-0.3162321,2.1340559,20.417374,-0.20168415,-0.44938558,0.33193067,-0.045855846,-0.1627621,-0.23063199,0.10323547,5.3330417,0.051810168,0.028880792,4.292194,-0.04218045,-0.41368547,11.891371,-0.0053349575,0.025254818,-0.018811077,-1.0183837
t118,-0.14700487,-0.388068,-0.1250781,-1.655154,-0.3199708,6.822107,-0.036939275,0.28065038,-0.10474233,-0.6187613,-0.049452364,-0.38157707,8.27741,-0.016282253,0.019402668,11.6000805,-0.021282531,-0.12265024,-0.11341472,4.5459247,-0.31488234,2.1365411,20.410751,-0.20002878,-0.4482653,0.33882275,-0.045972884,-0.16261914,-0.22599714,0.10342175,5.3460894,0.051792625,0.029031374,4.291942,-0.042137057,-0.4146627,11.869274,-0.0053818678,0.025144327,-0.01675348,-1.0144763
t123,-0.14587352,-0.39947286,-0.12744544,-1.6771213,-0.31839103,8.702529,-0.036692128,0.0002862426,-0.120362885,-0.62982404,-0.007906766,-0.37478602,9.033963,-0.028640514,0.020668028,12.149309,-0.026334126,-0.13170677,-0.07345042,5.0096474,-0.3119097,2.255319,22.025259,-0.20267469,-0.47588232,0.0008657623,-0.050685864,-0.14819914,-0.06565161,0.114809476,5.3141084,0.06982225,0.032919213,5.8487782,-0.042191364,-0.45862123,11.758954,-0.008506186,0.03447049,0.12880503,-1.0209662
t136,-0.10960485,-0.35542345,-0.12022314,-1.428619,-0.25671226,11.028685,-0.03597631,0.0021768843,-0.13753723,-0.5406629,1.2381723,-0.30010164,9.4862585,-0.05497369,0.020206468,11.373145,-0.031968284,-0.11985358,0.049580067,4.8369994,-0.28637508,2.6114466,21.922688,-0.17922266,-0.38706243,0.0062643737,-0.053671706,-0.11548733,1.855407,0.112120844,4.6135597,0.112746015,0.038856838,8.089567,-0.03905869,-0.4280085,9.818703,-0.010727143,0.045674518,1.0827135,-0.8420168
t321,-0.009163797,-0.030660775,-0.10044906,-0.46990228,-0.021270396,17.936087,-0.0577166,0.0033624684,-0.23449367,-0.040266585,7.3141074,-0.015863052,10.5155115,-0.21381727,0.01534304,6.7308793,-0.063357174,-0.04366768,5.646729,3.2771785,-0.018044308,7.1832438,18.694124,-0.106727235,0.5582149,0.023374183,-0.052168366,-0.021652067,13.627027,0.009047092,0.65014607,0.26100302,0.06503975,17.813225,-0.024896586,-0.22345032,-0.00660852,-0.0076275286,0.0560519,5.753844,0.013519459
t322,-0.008221979,-0.030613478,-0.100222275,-0.47109082,-0.020819934,17.937944,-0.057745375,0.0033341693,-0.23382214,-0.040729165,7.293681,-0.0149623705,10.515084,-0.21428955,0.015354536,6.754808,-0.063263394,-0.0440452,5.659829,3.2848966,-0.018125404,7.1891675,18.68899,-0.107789285,0.5673165,0.023475017,-0.0521973,-0.02190345,13.6230545,0.009077283,0.6417501,0.26174393,0.0648245,17.843122,-0.024747735,-0.22388183,-0.0069218557,-0.007513551,0.05584898,5.759054,-0.00039058173
t269,-0.033220325,-0.1392273,-0.120043874,-0.6468003,-0.08894427,16.184053,-0.044489913,0.0018221119,-0.20141405,-0.20776868,5.7211657,-0.09420481,10.177467,-0.17018934,0.015374012,8.065459,-0.055056352,-0.05743846,3.8366055,3.7939215,-0.119278096,5.5690227,19.46591,-0.10054798,-0.035304908,0.01247197,-0.053272612,-0.052253332,10.326308,0.04678371,1.6571629,0.23152564,0.058330663,14.908906,-0.028409962,-0.2853169,2.497425,-0.010697971,0.05593172,4.594923,-0.25642458
t262,-0.0271923,-0.1146961,-0.116618946,-0.5971111,-0.0736112,16.57047,-0.046201963,0.0019562407,-0.21064593,-0.16915898,6.147114,-0.07862609,10.246441,-0.18701202,0.0149728265,7.6870656,-0.05771052,-0.050985176,4.2841897,3.6563747,-0.09903853,5.915176,19.130737,-0.09984202,0.01884172,0.014197766,-0.05266557,-0.04861826,11.191609,0.038600564,1.3530399,0.23674183,0.060555022,15.567986,-0.027651677,-0.2652795,1.7260861,-0.009425774,0.056968942,4.9229927,-0.200619
t208,-0.04307343,-0.22553942,-0.121673964,-0.87622994,-0.1427178,14.574945,-0.03762387,0.002158311,-0.17007332,-0.3143986,4.0492973,-0.15809743,10.026239,-0.11414805,0.01673818,9.29493,-0.045731913,-0.07932132,2.2781317,4.4133844,-0.18014076,4.33075,20.379852,-0.12192716,-0.16567636,0.009888079,-0.054548126,-0.06356756,7.141854,0.073892295,2.6851366,0.20043658,0.048797574,12.36468,-0.03135146,-0.34062162,5.0460215,-0.0119099235,0.0535192,3.347033,-0.44677615
t209,-0.043393906,-0.22533275,-0.1217687,-0.8767862,-0.14304177,14.585784,-0.037650593,0.002166032,-0.16992,-0.3137598,4.0494213,-0.15786375,10.024641,-0.11383684,0.016713403,9.303466,-0.045667604,-0.079350136,2.2734666,4.402211,-0.1812919,4.3284793,20.388186,-0.12119686,-0.16468336,0.009845836,-0.05463989,-0.063934356,7.1433063,0.074108556,2.6974206,0.20012803,0.048812486,12.369517,-0.03141716,-0.3408041,5.04908,-0.011970253,0.053562377,3.3497756,-0.4466543
t248,-0.04542466,-0.18178898,-0.121787675,-0.7727558,-0.11778236,15.449407,-0.03763725,0.0019965007,-0.18327637,-0.271965,4.684572,-0.12072631,10.164161,-0.12686057,0.016185978,8.828736,-0.04828636,-0.07453191,2.9132113,4.2569284,-0.15458974,4.8170075,19.975674,-0.11534596,-0.10957188,0.011594841,-0.0542927,-0.06135139,8.47983,0.06397558,2.291859,0.2191025,0.05250209,13.570704,-0.030479776,-0.31224197,3.9181843,-0.011136562,0.055026095,3.9040484,-0.3723954
t328,-0.024820471,-0.06929437,-0.10846672,-0.5464934,-0.05120539,17.247524,-0.046530265,0.002128361,-0.22154133,-0.12346045,6.5285726,-0.04638948,10.45469,-0.19232623,0.014687125,7.396016,-0.05850702,-0.05381801,4.857913,3.5454657,-0.06713025,6.35779,18.796347,-0.104937166,0.35220134,0.019203283,-0.052401558,-0.04650995,12.196695,0.03054616,1.091072,0.24768594,0.06221484,16.592737,-0.0269163,-0.21668588,0.8434125,-0.007491365,0.05821985,5.325895,-0.13818604
t329,-0.023360973,-0.06168996,-0.1067203,-0.5355376,-0.04668958,17.36583,-0.047577422,0.002245654,-0.22352092,-0.11112628,6.6247816,-0.040523283,10.474446,-0.1940227,0.014701661,7.3059893,-0.05902359,-0.053218268,4.9675345,3.5155547,-0.059790876,6.4655204,18.758755,-0.10632829,0.39322287,0.019992929,-0.052271992,-0.043784678,12.418509,0.027866976,1.0221995,0.24995631,0.06259494,16.772852,-0.026591534,-0.21426784,0.6576951,-0.0072734845,0.05815851,5.3957705,-0.122018695
t390,-0.008313974,-0.02235257,-0.10118932,-0.47704652,-0.015623721,18.045528,-0.05390398,0.0030652944,-0.23189612,-0.044737183,7.1607065,-0.003458686,10.568198,-0.1992357,0.015113354,6.8226852,-0.061265655,-0.050804265,5.5643697,3.3059945,-0.020866124,7.226255,18.484255,-0.10934421,0.60037696,0.023568055,-0.051558353,-0.033040863,13.585775,0.011973069,0.72226816,0.26380408,0.0642747,17.789501,-0.024781901,-0.21232143,-0.007533686,-0.0055570942,0.05609939,5.73773,-0.019200461
t391,-0.008447586,-0.022289017,-0.101284854,-0.47706077,-0.015360693,18.041769,-0.053935457,0.0030665142,-0.23188567,-0.044426624,7.1584997,-0.003426076,10.563012,-0.19911793,0.015111538,6.8217516,-0.061240897,-0.050918974,5.561702,3.3069189,-0.021001961,7.224183,18.48138,-0.109390795,0.60053927,0.02359643,-0.051551875,-0.03304799,13.583815,0.0119834235,0.7252697,0.26376867,0.06424676,17.785648,-0.024795469,-0.21170688,-0.0075216265,-0.0055861543,0.0560701,5.737583,-0.018986968
t343,-0.02627326,-0.07236842,-0.11283878,-0.5464547,-0.041405775,17.243076,-0.049086154,0.0023136493,-0.21965627,-0.11529145,6.6135097,-0.044377618,10.418448,-0.18651682,0.014573958,7.358421,-0.058736365,-0.05436823,4.8395934,3.5581238,-0.063549556,6.348201,18.769138,-0.10873125,0.39984792,0.019561393,-0.052162763,-0.04892289,12.339354,0.029619342,1.1748711,0.24799594,0.063161194,16.660744,-0.026488312,-0.22002903,0.73869234,-0.006873694,0.058049433,5.405403,-0.14615647
t344,-0.02372905,-0.06111605,-0.11021341,-0.5294335,-0.03394416,17.421328,-0.050742887,0.0024736018,-0.2225361,-0.0976205,6.7606435,-0.03602691,10.450992,-0.18932611,0.014593823,7.216116,-0.059586734,-0.053549126,5.0091743,3.5136416,-0.05233233,6.5130153,18.702196,-0.11099928,0.4578683,0.020678207,-0.051969025,-0.04514453,12.683823,0.025670743,1.0656061,0.25150496,0.06379075,16.941372,-0.025973266,-0.2158707,0.456031,-0.006576509,0.057975065,5.5088315,-0.12138185
t320,-0.013205495,-0.023880702,-0.1021748,-0.478644,-0.013846631,17.991024,-0.05653795,0.0032806734,-0.23119803,-0.029065618,7.2477746,-0.0042923857,10.562539,-0.19838287,0.014823597,6.84106,-0.061883014,-0.04911718,5.5570097,3.3367968,-0.017860949,7.1300774,18.524994,-0.116463885,0.7253828,0.024406342,-0.051887475,-0.032192383,13.709981,0.0121443495,0.7759165,0.26318324,0.065024145,17.830296,-0.025017772,-0.20803963,-0.008721605,-0.0049987203,0.05649526,5.822284,-0.026470581
t158,-0.04422343,-0.22019796,-0.12061673,-0.87013894,-0.1400699,14.484921,-0.036827434,0.0020606127,-0.16791156,-0.30723974,4.0013494,-0.15590473,9.958312,-0.11243433,0.016443277,9.168211,-0.04507691,-0.07721071,2.226746,4.391556,-0.18181197,4.3088236,20.226984,-0.1174778,-0.1617928,0.009278853,-0.053905915,-0.06346111,7.1391897,0.07294224,2.647795,0.19873169,0.04823239,12.27424,-0.031196415,-0.3383946,4.963888,-0.011926901,0.05333842,3.3428614,-0.44626448
t169,-0.06176698,-0.28994668,-0.11867174,-1.1184438,-0.19263089,13.038157,-0.036043517,0.0022776944,-0.15454882,-0.41513044,2.7255046,-0.21487455,9.834536,-0.086418055,0.018570645,10.316772,-0.039239928,-0.10378577,1.1336712,4.645367,-0.2365375,3.4195616,21.112751,-0.14839865,-0.26282096,0.008366946,-0.054200564,-0.081693046,4.7692013,0.094545476,3.5683088,0.16352563,0.04401093,10.319145,-0.03501663,-0.36929032,7.3364406,-0.011536528,0.051909383,2.3896642,-0.6167476
t170,-0.06784677,-0.30355614,-0.118835,-1.1717601,-0.20312573,12.758348,-0.035542678,0.0023969405,-0.15216914,-0.4387183,2.4506133,-0.22696067,9.797015,-0.08135976,0.019006645,10.531853,-0.03799824,-0.1082907,0.930103,4.6884975,-0.24830262,3.2425265,21.308142,-0.15499195,-0.2841165,0.008181359,-0.054420553,-0.086297266,4.2656918,0.09834979,3.7676141,0.15687126,0.043397542,9.956911,-0.03587728,-0.38020214,7.791761,-0.011421022,0.051562224,2.1840317,-0.6491439
t127,-0.14615713,-0.40551776,-0.12905762,-1.6959796,-0.31980443,9.119847,-0.03609676,0.00059597177,-0.123829335,-0.6375769,-0.00254352,-0.37595993,9.257027,-0.030320633,0.021119509,12.394929,-0.027560623,-0.13559738,-0.06953043,5.1449695,-0.3150965,2.279403,22.54292,-0.20545201,-0.48936504,0.0030741473,-0.052567255,-0.1470863,-0.044018127,0.11826422,5.379069,0.07397829,0.03353791,6.164538,-0.042574957,-0.4749006,11.850998,-0.008906232,0.036329124,0.18147351,-1.0251111
t153,-0.026583653,-0.10960934,-0.1152134,-0.59814554,-0.06887376,15.93122,-0.044127245,0.0014346854,-0.19333804,-0.16351332,5.822112,-0.07780436,9.969856,-0.16972719,0.013679357,7.6068316,-0.052828383,-0.048232082,3.9565833,3.7265937,-0.1061691,5.577581,18.71979,-0.085559346,0.007696351,0.010627252,-0.04964516,-0.05023987,10.572893,0.041745935,1.4690447,0.22309871,0.058638748,14.828918,-0.026566276,-0.23915896,1.9235204,-0.011797731,0.0549685,4.651649,-0.25288364
t291,-0.0037297667,-0.0012940932,-0.09846407,-0.4562836,-0.01680354,17.864899,-0.055650998,0.0032498194,-0.22260796,-0.009472606,7.0948267,0.057278357,10.37981,-0.20039499,0.013785377,6.62413,-0.05846236,-0.034150887,5.5891247,3.226033,-0.030872352,7.1437073,18.30445,-0.077872,0.6195229,0.021386134,-0.048192397,-0.014290132,13.545936,0.0036936412,0.5721997,0.24578366,0.06328697,17.662266,-0.023033915,-0.21458922,-0.012654463,-0.010836413,0.05676926,5.8166904,-0.015712993
t292,-0.026538083,-0.074367926,-0.11502837,-0.56097925,-0.056280013,16.701925,-0.04636898,0.0018348296,-0.20324679,-0.12899058,6.235184,-0.057342697,10.169605,-0.17747995,0.013618912,7.3326197,-0.054043792,-0.041596472,4.492595,3.5423172,-0.097932085,5.977953,18.634274,-0.07595127,0.13458255,0.01230902,-0.048672654,-0.038531072,11.522616,0.031675097,1.1596316,0.22280292,0.060733482,15.8310375,-0.024966942,-0.24031302,1.1971834,-0.011944139,0.058896903,5.147661,-0.20777316
t249,-0.010600243,-0.0140296,-0.10072925,-0.4712041,-0.019398985,17.6852,-0.054533795,0.0030839683,-0.22135694,-0.026373863,7.010287,-0.0067579374,10.288687,-0.19542223,0.013564989,6.631775,-0.057927877,-0.03578747,5.391475,3.3261747,-0.03637107,6.8949494,18.380075,-0.07887763,0.55963117,0.019082122,-0.04780466,-0.02151621,13.298934,0.0075001684,0.66028446,0.24356937,0.0634924,17.301432,-0.023163967,-0.21868446,-0.00706077,-0.010635752,0.057294007,5.7094493,-0.047417067
t185,-0.038138844,-0.18023458,-0.12269185,-0.76832205,-0.11669012,14.867253,-0.038139816,0.0018957233,-0.16889721,-0.26282972,4.525085,-0.1276816,9.850817,-0.12214191,0.014986656,8.648605,-0.045619044,-0.061227605,2.7234032,4.205005,-0.16606353,4.575744,19.562864,-0.096772,-0.112329364,0.007663475,-0.051004566,-0.053051792,8.080461,0.062895626,2.238904,0.20132071,0.051848948,13.020863,-0.028555589,-0.30832902,4.025052,-0.014047802,0.054832026,3.7679195,-0.4096046
t139,-0.04619161,-0.2215037,-0.12034612,-0.8775147,-0.13891609,14.0511055,-0.0366853,0.0020374595,-0.1610621,-0.30742136,3.853771,-0.16151291,9.791001,-0.10779423,0.016027432,9.204064,-0.04251184,-0.07518324,2.1017938,4.3876357,-0.18997039,4.1162014,19.96939,-0.115154296,-0.16845384,0.0062658484,-0.05180317,-0.06214823,6.708375,0.07454881,2.7407713,0.18822592,0.04830667,11.9624605,-0.030411866,-0.328669,5.1351542,-0.013447978,0.052413616,3.275571,-0.47030604
t140,-0.029677788,-0.07291145,-0.112015866,-0.52564734,-0.047299586,16.401257,-0.04780302,0.0016896601,-0.20963474,-0.11793668,6.4121327,-0.05122133,9.912518,-0.17615308,0.013808327,7.1788554,-0.05397085,-0.047666032,4.418861,3.4985383,-0.07775056,6.1581864,18.392622,-0.08463628,0.30986297,0.012566044,-0.048015382,-0.041291628,11.676161,0.02599779,1.182141,0.2361138,0.06084298,15.7602005,-0.025348587,-0.2125079,0.97271276,-0.010017638,0.053960502,5.096643,-0.17055175
t180,-0.05070277,-0.25161028,-0.12421623,-0.9805366,-0.15584897,14.006653,-0.03818743,0.0023284024,-0.15872037,-0.35179552,3.6303277,-0.18289895,10.021595,-0.101283655,0.017246762,9.881418,-0.042782526,-0.08562815,1.8781048,4.650161,-0.20971271,4.0171432,20.832249,-0.13122252,-0.2072341,0.007877311,-0.05418677,-0.06667505,6.3554654,0.08396344,3.0380998,0.18189885,0.04732624,11.685046,-0.03249089,-0.35860053,5.987914,-0.014345359,0.053144675,3.0285647,-0.54158837
t205,-0.050682724,-0.24454537,-0.12421798,-0.9522574,-0.14983453,14.158987,-0.03817692,0.0023548997,-0.16044506,-0.34141144,3.7667832,-0.1757574,10.043285,-0.10555625,0.017068906,9.743087,-0.043564193,-0.0827621,2.0271,4.623815,-0.20419896,4.1193805,20.70368,-0.12876336,-0.1961456,0.00839201,-0.054111496,-0.065551564,6.615917,0.08106634,2.9295692,0.18595849,0.048006322,11.893407,-0.032038495,-0.35833377,5.6951237,-0.014355477,0.053466167,3.1485434,-0.52451587
t206,-0.05042441,-0.24482647,-0.12432114,-0.95328516,-0.14979126,14.159668,-0.038254444,0.002350772,-0.16049631,-0.3423433,3.763044,-0.17591548,10.038678,-0.1057006,0.01705474,9.74176,-0.04359604,-0.08297848,2.0204933,4.628714,-0.20454267,4.1216807,20.709051,-0.12871823,-0.19620994,0.008306404,-0.05410435,-0.065677986,6.6078277,0.081117466,2.928382,0.18600221,0.04800114,11.894818,-0.03203919,-0.35814962,5.7010226,-0.014385441,0.053445462,3.1389544,-0.52493197
