"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113"
"t59",-0.146604918534474,-0.00954179146801309,0.130823655411128,-0.00639834600895952,7.93391725452449e-05,-0.00086646814857829,-3.19056142625884e-05,6.68615672786073e-05,0.00105167870909333,-0.000307289113764531,0.00775541964146918,0.427212646907379,0.000294126465878802,0.00253404806948184,0.0687025685632923,0.00400744530742332,0.00788159482760987,-0.00855051996323386,0.000292286376980148,0.00134149990344235,-0.0537435339855409,0.0382995076118864,-0.00173913073076654,0.00738038181171497,-0.000683653241081681,0.00160807154594423,0.000381956193332512,0.0119404461992037,-5.30328040501631e-06,0.0116300222640601,5.72220146267595e-06,6.74020652611724e-05,1.81494861424819e-05,-1.19532295829726e-05,0.00210177651745797,-0.00016843089322363,-7.30468977969446e-05,-0.343204573371022,0.0161611552093368,-1.11116833710349e-07,-1.21350224674355e-05,-9.4826544579464e-07,0.0241447394968209,1.9063589432123e-05,-9.39851871005614e-07,-7.34402308549237e-08,-5.03643485698287e-15,0.0661734161363478,-3.20504376058463e-05,1.44032005390432e-06,-9.29998717156445e-16,-5.56288323944895e-06,-4.69216390794598e-07,-3.82751608850039e-06,0.0015882476592057,1.59210778032008e-06,8.64426900665375e-06,0.370465661807534,0.000269282750962089,8.5369557979191e-16,8.79910245905363e-07,2.5488746458721e-08,-5.32901592204704e-06,4.15961380439724e-08,-1.43835229347735e-05,-2.17060813597111e-06,-1.82759316117669e-14,0.000228166160910297,2.42294799472286e-08,-3.79664690950399e-15,8.95022248102284e-07,1.9431447612328e-07,-5.80354379840569e-07,-9.32454648948924e-08,-5.634709696986e-07,-1.39626344000314e-14,4.09554160292533e-15,-0.707106781186546,-2.04781540828622e-07,1.25539353279452e-07,-5.94297121842349e-07,-8.55072323681478e-07,3.19021872627376e-15,1.88889869507753e-15,-4.97563295790858e-08,-1.61438822379734e-09,-1.25847471334797e-07,6.28521173676363e-16,-7.23441654505239e-10,4.50292161797482e-15,-2.27809121882652e-15,-1.05634547945526e-07,1.97104616773663e-06,-4.03604326070538e-16,2.45401004431615e-15,1.1563516481472e-16,-1.71388744173735e-14,-0.000141422498041847,1.38518331084663e-15,1.76171211282141e-15,-1.87127934129864e-15,2.94300222794582e-08,-4.45836193288217e-09,6.54786807723109e-17,5.88264923209964e-15,-8.51960029995148e-16,-2.60949776034674e-07,-5.79657678282034e-16,0.000129096513074818,1.98249884901509e-14,3.55825976488047e-15,3.9603785979521e-14,-0.0940720868383488
"t44",-0.148770273205416,-0.00985366266988443,0.135635427112255,-0.00730483714890395,9.87968637295837e-05,-0.00118473997584183,-4.90449936138738e-05,0.000135052731895913,0.00258723468560098,-0.00120409355819687,-0.0077076283833889,-0.0721325110530681,-2.85879484082222e-05,-0.000875770079782327,-0.12824422010489,0.000421804368395531,0.000672598716864343,-0.00031896748634731,-2.56233314734328e-05,-0.000441495832175356,0.0739908733163083,-0.246003464911135,-0.00176615736635126,0.0047685752745513,-0.000349602867285651,-3.12667475347107e-05,-0.000370950719087389,-0.591685214774628,-6.45420501850685e-06,0.0802047231224229,3.64057187316479e-06,4.2798796948079e-05,8.20870892030368e-06,-3.36633259368893e-06,0.0036991900645806,-3.83331798223311e-05,-1.12174071241233e-05,-0.0342391150782057,0.00160632395947684,1.36909998467844e-08,3.43894704648209e-06,6.99324462350129e-07,-0.0696981474528824,-2.79296070087615e-06,4.2002329206821e-07,5.85956392144e-08,-6.73962573441589e-16,0.000463212391382295,0.000353317391336956,2.30057002694785e-05,-1.67245324281763e-16,-2.13138774522661e-05,-1.78834619115187e-06,-8.75440860300383e-06,0.0123243526194998,1.55673648539717e-06,8.10167548695837e-06,0.00126775648288498,-3.36044555295238e-05,-1.96768308388371e-16,-6.60285362624944e-06,1.10671027975879e-06,-3.99137508269853e-05,2.98365112186019e-07,-8.15710782255646e-05,-8.80970238136655e-06,-0.707106781186549,0.00248353004529302,5.76064924754008e-08,-3.59402494330531e-14,2.00082145293758e-06,4.22939645294145e-07,-1.20302368899222e-06,-1.8221159278561e-07,-1.09519191508619e-06,1.55150182063301e-14,-1.95927028594614e-15,1.44304950730081e-14,-3.29349794302312e-07,2.00438969872121e-07,-9.44263269903392e-07,-1.34224354511256e-06,3.13704793438471e-15,2.0057329436996e-15,-7.50560382423774e-08,-2.3930174578024e-09,-1.85605923336195e-07,2.12919910866032e-15,-1.03787335157201e-09,-7.26349737543759e-16,-3.71438093647904e-15,-1.47118278126693e-07,2.74029026311922e-06,-1.84098954148517e-16,-1.04689037778688e-15,-8.95513885266292e-16,1.96998136461009e-15,-0.00097026801139355,-3.0671246187533e-15,1.89535754832647e-15,3.56900840118225e-16,3.85666602880374e-08,-5.82974099565232e-09,-3.26518142151268e-16,5.12147443798474e-15,-1.9647102276587e-15,-3.31413147151717e-07,-1.61170408777571e-15,0.000163610427973469,2.00089742623548e-14,4.11289990162812e-15,4.0306219800254e-14,-0.0940720868383598
"t45",-0.148770273205416,-0.00985366266988444,0.135635427112255,-0.00730483714890395,9.87968637295821e-05,-0.00118473997584177,-4.90449936138146e-05,0.000135052731896011,0.00258723468560084,-0.00120409355819686,-0.00770762838338906,-0.0721325110530685,-2.85879484080052e-05,-0.000875770079782592,-0.128244220104889,0.000421804368395066,0.000672598716863703,-0.000318967486346787,-2.56233314741061e-05,-0.000441495832175999,0.0739908733163088,-0.246003464911134,-0.00176615736635154,0.00476857527455111,-0.000349602867285799,-3.12667475355291e-05,-0.000370950719087228,-0.591685214774629,-6.45420501895837e-06,0.0802047231224265,3.64057187649369e-06,4.27987969483603e-05,8.20870891847594e-06,-3.36633259463822e-06,0.00369919006457991,-3.83331798219162e-05,-1.12174071231004e-05,-0.0342391150782068,0.0016063239594773,1.36910003500311e-08,3.43894704505879e-06,6.99324464658836e-07,-0.0696981474528839,-2.79296070151631e-06,4.20023290360919e-07,5.85956397843987e-08,-8.68251602750967e-16,0.000463212391381072,0.000353317391341635,2.30057002684658e-05,-1.65394685345286e-15,-2.13138774455446e-05,-1.78834619142637e-06,-8.75440860062272e-06,0.0123243526195066,1.55673647969701e-06,8.10167549774147e-06,0.00126775648289896,-3.36044555306712e-05,8.23923369632301e-16,-6.60285360386103e-06,1.10671029453156e-06,-3.99137507370998e-05,2.98365123072031e-07,-8.15710782674342e-05,-8.80970250253062e-06,0.707106781186546,0.00248353004596657,5.76064389293587e-08,3.70212783871737e-14,2.00082154793927e-06,4.22939594847757e-07,-1.20302366495532e-06,-1.82211576585403e-07,-1.09519192356104e-06,-1.49655951177881e-14,3.22440077994832e-15,-1.50389873368908e-14,-3.29349802216421e-07,2.00438955380384e-07,-9.44263272781298e-07,-1.34224354362821e-06,-1.67765107566927e-15,-3.36710106326633e-15,-7.50560323407961e-08,-2.39302021948218e-09,-1.85605920528817e-07,-3.00203106408756e-15,-1.03786598357765e-09,1.48491728937726e-15,2.16743869356937e-15,-1.47118272609639e-07,2.74029026493097e-06,7.34089046017786e-16,7.19206498269914e-16,1.29121663081621e-15,-6.34281353227077e-15,-0.000970268011385433,2.39843304603513e-15,1.79455019969293e-16,-1.12431184180149e-15,3.85666641086453e-08,-5.82974090560148e-09,1.94208538931696e-15,3.91166010583875e-15,1.99856208281311e-15,-3.31413145758781e-07,-3.08765937591482e-15,0.00016361042797662,1.94709456634947e-14,3.23793027863191e-15,4.04380587844282e-14,-0.0940720868383548
"t83",-0.150051218964707,-0.0100305541786373,0.138340487253087,-0.00773518478384719,0.000107108686546056,-0.00130940349039814,-5.52181299484935e-05,0.000156537643760705,0.00304064464265992,-0.00144430626763343,-0.0101923895572336,-0.107342547929668,-4.42287142196739e-05,-0.00214599239572866,-0.332340616000843,0.0028236887610045,0.0055561033326603,-0.00614715900211831,0.000232413824079104,0.00132175708153182,-0.102577813992002,0.251269680861411,0.000856096001245194,-0.00179677938783451,0.000118031620622236,7.14997160630411e-06,5.97547306009023e-05,0.0592803041664075,-5.29076330443649e-07,0.00944455553145899,6.19587332470398e-07,7.44382045700879e-06,2.38831848356915e-06,-2.12462312784171e-06,0.487269539827439,4.02302316557225e-06,-2.41506223381868e-06,-0.00882706222083884,0.000414444454481122,4.31677980823944e-09,1.13218244881837e-06,2.39064772310884e-07,-0.0242507438347713,-1.02697095618367e-06,1.5902515697917e-07,2.28147439515023e-08,1.21788649587932e-16,0.000193227778453988,0.000151949791481677,1.00746544213124e-05,1.34009186667474e-15,-9.60515845238591e-06,-8.06096063013028e-07,-4.06151997915549e-06,0.00582335005724506,7.58237106333019e-07,3.95301945086846e-06,0.000632967608296626,-1.68032165531279e-05,4.27070837989782e-16,-3.34895424388995e-06,5.63221305383852e-07,-2.03786613343287e-05,1.5236573803448e-07,-4.17102642045082e-05,-4.5174083318614e-06,-3.88053441805055e-15,0.00128101021018466,2.97844822550536e-08,2.03055824119528e-15,1.03576572328153e-06,2.19048736095774e-07,-6.23521884860912e-07,-9.44751541807834e-08,-5.67842627995655e-07,3.15169439004615e-16,3.53898234696596e-15,2.93462446988819e-15,-1.6785316334668e-07,1.0191502124954e-07,-4.79290131780857e-07,-6.77912415485092e-07,1.4865671055793e-16,2.45100799734483e-15,-3.69055269106456e-08,-1.15263442193592e-09,-8.87180438700211e-08,8.40649115465012e-17,-4.64262099639885e-10,-2.14313569344444e-15,-3.02355142924214e-14,-5.37871402459386e-08,9.78107133861874e-07,3.75302116325553e-15,-8.46668468449229e-15,-5.95857743147233e-15,3.44724119936819e-13,0.71537682633459,5.24510601557409e-15,1.7997986090646e-14,1.67259557628299e-14,4.52727199592347e-08,-6.43018031181736e-09,4.28594056018913e-14,5.40622647023314e-15,5.57166057692014e-15,-2.63635628157689e-07,3.64729736373893e-15,0.000128874311120228,1.96194277878705e-14,5.46167160986674e-15,4.77996212830764e-14,-0.0940720868383893
"t84",-0.150101926456764,-0.0100374566624995,0.138445724876965,-0.00775103440589786,0.000107405204622082,-0.00131374181584654,-5.54281139802362e-05,0.000157244060622974,0.00305532427661422,-0.00145191459307902,-0.010264092654915,-0.108269239499268,-4.46296508043622e-05,-0.00217221852581593,-0.336479602615447,0.00286464637477759,0.00563782163412264,-0.00624042853632427,0.000236160042591707,0.00134445054505971,-0.104477202822169,0.256092083213342,0.000874075693866301,-0.00183559439289896,0.00012061110295596,7.31210458614039e-06,6.11470728120763e-05,0.0607008765748518,-5.43262020245669e-07,0.00970519167807743,6.37513822562887e-07,7.65996940536684e-06,2.4664700212803e-06,-2.20045496949852e-06,0.504880962933507,4.16990006484052e-06,-2.5057658764262e-06,-0.00916455621876289,0.0004302921508605,4.49077173902494e-09,1.1787763165847e-06,2.49124899027284e-07,-0.0252835245422629,-1.07270376991318e-06,1.66313123252407e-07,2.38936541304804e-08,-5.80248582247008e-16,0.000203302683669044,0.000160322593218257,1.065096250356e-05,1.82535676265061e-16,-1.01933558077557e-05,-8.55487020945191e-07,-4.33191028154992e-06,0.0062361405226395,8.19436293198275e-07,4.27491852337971e-06,0.000692071341620204,-1.8389050850807e-05,-2.21881016516848e-16,-3.70500729943746e-06,6.25227978340955e-07,-2.27071633102141e-05,1.69817414597253e-07,-4.65665912667873e-05,-5.06402243839923e-06,4.14187296051909e-15,0.00145299192888316,3.40358150837768e-08,-1.5733343536348e-16,1.19013653555108e-06,2.52411578158567e-07,-7.22925196733899e-07,-1.10609353773567e-07,-6.65515435911311e-07,-1.33676273454071e-15,-2.00623092972156e-15,-3.21803703899529e-15,-2.12905832930667e-07,1.30116917823107e-07,-6.14786481233781e-07,-8.80841363224168e-07,4.09516883313376e-16,-3.67266923213104e-15,-5.09608551506666e-08,-1.65942782431872e-09,-1.29633028708632e-07,-8.62383387362145e-16,-7.6434443614382e-10,2.43419096597025e-15,2.77897021537172e-14,-1.21484038237897e-07,2.28762515014523e-06,-3.3568680389786e-15,8.4289906025164e-15,6.71453698456491e-15,-3.34092300599716e-13,-0.698709971439616,-5.48711491153055e-15,-1.55520925244488e-14,-1.78058910536551e-14,2.32497262373953e-09,-7.5992952689268e-10,-3.96705478692591e-14,3.85900837865962e-15,-5.17515730385589e-15,-1.46921232134085e-07,-7.22368090218256e-15,7.39387484521646e-05,1.9132610015848e-14,1.56294539117119e-15,3.26179382093966e-14,-0.0940720868383331
"t77",-0.150039035759357,-0.010028844451457,0.138314256169768,-0.00773077842545522,0.000107021208403885,-0.00130806560373846,-5.51507710208504e-05,0.000156297869276367,0.00303553667747795,-0.00144156593091903,-0.0101627843512784,-0.106910448566042,-4.40355507429396e-05,-0.00212995157743849,-0.32976381014584,0.00279384209498407,0.00549560738679233,-0.00607555946961035,0.000229315080294813,0.00130133255137033,-0.100667336249332,0.246133581066151,0.000833641138274074,-0.00174555530986228,0.00011454656149685,6.91302716504241e-06,5.7590424836723e-05,0.0569177516841958,-4.96488731336009e-07,0.00878201668563218,5.64479496099496e-07,6.76866613698928e-06,1.87552204922367e-06,7.24418269958219e-08,-0.503769103343591,-2.93780795397151e-05,-5.17164875067252e-06,-0.0148307166348838,0.000695609567979028,5.71835277201156e-09,1.44170892500943e-06,2.95421410241667e-07,-0.0295904035835569,-1.2111185463107e-06,1.84769339113881e-07,2.61808218222236e-08,7.71142877252095e-16,0.000216477422258826,0.000168874566963561,1.11513774855361e-05,7.15252845235601e-17,-1.05743335963029e-05,-8.87400722171059e-07,-4.45282943759837e-06,0.00637269952773878,8.28655456385127e-07,4.32016667655526e-06,0.000692691112760206,-1.83922650160438e-05,-6.99525690096494e-16,-3.67647855323698e-06,6.18993728956728e-07,-2.24259270247781e-05,1.67687528652632e-07,-4.59329858400925e-05,-4.98242972674979e-06,2.59010258695979e-15,0.00141965899050016,3.31154560131375e-08,-4.34396395243899e-16,1.15445853033917e-06,2.44468683184313e-07,-6.97881224557477e-07,-1.06236537340251e-07,-6.38860274020993e-07,-1.53722175299597e-15,2.19536560582077e-15,3.04899716730854e-15,-1.96778720126712e-07,1.19905072851575e-07,-5.65343623849107e-07,-8.05345952118742e-07,8.7320042886902e-15,-2.03944848343327e-15,-4.53811573161764e-08,-1.45227087300359e-09,-1.12767842802539e-07,-5.07981774316287e-17,-6.34703784386963e-10,3.42891450738427e-14,-0.707106781186549,-9.06983928245018e-08,1.69028558430163e-06,-8.67260604760835e-16,1.33923238208448e-14,-5.16865825116863e-15,3.26122774506633e-14,-0.00416090976865888,3.12851652922445e-15,6.08235451399383e-17,1.92518358208813e-16,2.40355933595729e-08,-3.63790880583518e-09,5.79867392486057e-15,6.05551627330362e-15,1.13623588256273e-15,-2.09383420244346e-07,-3.83150600891855e-15,0.000103451360150591,2.10279603215495e-14,6.97096726126073e-15,4.17484755075206e-14,-0.0940720868383476
"t78",-0.150039035759357,-0.010028844451457,0.138314256169768,-0.00773077842545523,0.000107021208403886,-0.00130806560373846,-5.51507710208717e-05,0.000156297869276395,0.00303553667747774,-0.00144156593091912,-0.0101627843512785,-0.106910448566042,-4.40355507426859e-05,-0.00212995157743872,-0.329763810145839,0.00279384209498365,0.00549560738679141,-0.00607555946961041,0.000229315080294748,0.00130133255136985,-0.100667336249332,0.246133581066151,0.000833641138273846,-0.00174555530986183,0.000114546561495307,6.91302716572594e-06,5.75904248366018e-05,0.0569177516841964,-4.96488732148248e-07,0.0087820166856315,5.64479496211028e-07,6.76866613711417e-06,1.87552204877692e-06,7.24418264003587e-08,-0.503769103343591,-2.93780795389288e-05,-5.17164875075635e-06,-0.0148307166348847,0.000695609567977032,5.71835305704276e-09,1.44170892341926e-06,2.95421410222409e-07,-0.0295904035835562,-1.21111854624257e-06,1.84769341364699e-07,2.61808208747869e-08,1.0799236559759e-15,0.000216477422261059,0.000168874566962372,1.11513774845851e-05,-2.13432987156558e-16,-1.05743335963955e-05,-8.87400721870322e-07,-4.45282943817002e-06,0.00637269952773851,8.2865545299151e-07,4.3201666799789e-06,0.000692691112757257,-1.83922650167372e-05,8.54578517503529e-16,-3.67647855595471e-06,6.18993727804728e-07,-2.24259270224682e-05,1.67687527239272e-07,-4.59329858336051e-05,-4.98242972143204e-06,-3.36346838255654e-15,0.00141965899049582,3.3115462627419e-08,-4.29345838453686e-16,1.1544585305564e-06,2.44468690484583e-07,-6.97881222516584e-07,-1.06236532818919e-07,-6.38860267420437e-07,1.99100419941994e-15,-2.12299669284949e-15,-1.35955134517117e-16,-1.96778704789725e-07,1.19905054109544e-07,-5.65343649873429e-07,-8.05345955097365e-07,-1.03824820064499e-14,1.42306979579467e-15,-4.53811449370472e-08,-1.45230643483485e-09,-1.12767840758776e-07,-6.3305302522361e-16,-6.34713920698123e-10,-3.48479867271887e-14,0.707106781186546,-9.06984723754961e-08,1.69028556079704e-06,8.55136609623004e-16,-1.2229578232773e-14,5.51397246440702e-15,-3.27104697607193e-14,-0.00416090976860093,-2.63750051471805e-15,6.58250467122352e-16,-2.19000279347054e-15,2.40356153846888e-08,-3.63790475625274e-09,-4.6755547634461e-15,3.02155768152973e-15,-1.28627018157889e-15,-2.09383419877827e-07,-1.64384259361464e-15,0.000103451360166691,1.88812672482077e-14,7.22627946208034e-16,3.66622662759565e-14,-0.0940720868383672
"t17",-0.148188196656667,-0.00977439923465301,0.134426888181545,-0.00712294747223784,9.5400427292413e-05,-0.00113515918008105,-4.66516883941161e-05,0.000127043327143882,0.00242127219149365,-0.00111847313511816,-0.00692243879869938,-0.0623911070412064,-2.44344518226034e-05,-0.000649511956551132,-0.0932937735246509,0.000160498056604881,0.000172062991762535,0.000194252785216441,-4.08544048816549e-05,-0.000492089179775437,0.0737601476347074,-0.242382937265095,-0.00201859914308401,0.006686317829275,-0.000573901678747216,0.00116593451735401,0.0002990513171222,0.108811253330043,-4.29580126244003e-07,0.00291177887025708,-1.72610114537582e-07,-2.37257139843015e-06,-3.96640112109512e-06,3.85710236608026e-06,-0.00369242405878046,5.46192808075778e-05,2.11309275731452e-05,0.0776874092074148,-0.00364919110917504,-5.9118931954452e-08,-2.06416495611627e-05,-6.64233436178932e-06,0.924849276398414,-0.000132005783286868,5.75555573355475e-06,4.78763047034126e-07,-6.77079162859427e-15,0.00192237241101539,0.00121278021453109,7.17755989910685e-05,-7.32868674232443e-18,-5.82810140133479e-05,-4.88562842649602e-06,-2.13352418396385e-05,0.0281416258136768,3.22020584840866e-06,1.66675216936868e-05,0.00243182482435579,-6.41697059746832e-05,1.31772896086651e-16,-1.20691624104371e-05,2.00115772023958e-06,-7.14036649656276e-05,5.33403247972042e-07,-0.00014518128698181,-1.55248243349848e-05,-8.82176738944849e-16,0.00427511669028212,9.79891556279521e-08,2.36347457365915e-16,3.37738937677156e-06,7.11323372421747e-07,-2.00866526361557e-06,-3.01211274678649e-07,-1.80867116612454e-06,3.08563805190376e-16,1.96635556105052e-16,1.44169675456155e-15,-5.20296836235693e-07,3.15966200880032e-07,-1.48633879963091e-06,-2.10496680381139e-06,3.15407085610999e-16,-4.30732176282239e-16,-1.16188707107564e-07,-3.68192077521146e-09,-2.85059399193405e-07,-5.27038108235823e-16,-1.57768250090053e-09,9.88815847823267e-18,-1.87313157157087e-15,-2.21009605159517e-07,4.11363827547739e-06,1.35027566691096e-16,3.90963780204797e-16,1.21117686509901e-16,-3.2952380274297e-15,-0.00121741865259651,-6.58621103679292e-17,7.73092829049066e-16,-8.92822589259296e-16,5.64430155747726e-08,-8.52278627125203e-09,5.7318132541912e-16,4.2436911206672e-15,3.4844944455034e-16,-4.77608061777738e-07,-3.12897839429947e-15,0.00023553292290557,1.96838892936718e-14,3.65194569203e-15,3.96033091082087e-14,-0.0940720868383661
"t53",-0.148950405085996,-0.00987807612152592,0.136007278387021,-0.00735960033962853,9.98036617830393e-05,-0.00119923399932608,-4.97346360094115e-05,0.000137304286054693,0.00263329861863242,-0.00122738843586039,-0.00789766398349644,-0.0740561008109551,-2.93395204325067e-05,-0.000859901828878367,-0.124544260508417,0.000232457704150249,0.000251458428278764,0.000290008823909429,-6.39174819366307e-05,-0.000816039995567154,0.133379022256919,-0.460592040942563,-0.00450391858625278,0.0159192234446316,-0.00140716175908203,0.00318151213906816,0.000897376176142021,0.367335140744141,-3.83653836829053e-06,0.0552748076296885,2.92631673504557e-06,3.47193996424672e-05,8.35707229469105e-06,-3.99966542538639e-06,0.00348870437697358,-4.79273872970044e-05,-1.50849874062568e-05,-0.0486747656828946,0.00228445728930547,2.48325788744532e-08,7.32042749140553e-06,1.94169476774799e-06,-0.24201792112122,2.1353896888647e-05,-6.18061826065164e-07,-2.63382830605449e-08,6.98053956471773e-16,0.000140176033254693,0.000155631112956157,1.15383226652053e-05,2.67145248316855e-16,-1.23224830950337e-05,-1.03481720225256e-06,-5.59150169704085e-06,0.00826638006809395,1.11567374955669e-06,5.82615690028444e-06,0.000950683082911957,-2.52651398568954e-05,-1.67230372080326e-16,-5.08690505195791e-06,8.57635672228922e-07,-3.11088727191084e-05,2.32629378834849e-07,-6.37500595666427e-05,-6.92118389679266e-06,1.43020634838101e-14,0.00197505631989525,4.6091687520707e-08,2.01657454496583e-15,1.60711502770822e-06,3.40341195014716e-07,-9.71608027572433e-07,-1.47893659462847e-07,-8.89353637729087e-07,0.707106781186547,1.09853433948425e-15,-1.48304385240833e-14,-2.73271871415421e-07,1.66481047194955e-07,-7.84832279832059e-07,-1.11758075235095e-06,2.20527730609526e-15,-2.07710007908726e-15,-6.28763803300742e-08,-2.01040697284105e-09,-1.56062215933652e-07,-1.31635925923351e-15,-8.76837648366644e-10,-4.5866788447183e-16,-2.95509518678783e-15,-1.2496714597263e-07,2.32846168297564e-06,-1.6643978490979e-16,-3.6194239362984e-16,7.73595574161085e-17,-4.407767272019e-15,-0.000707534801862106,-3.0441987639619e-16,1.12254462878484e-15,-6.29650497077737e-16,3.3158853557674e-08,-5.01461261204475e-09,7.80574951592865e-16,4.75881158200389e-15,-1.30423861668705e-16,-2.86885415588592e-07,-1.64885295937612e-15,0.000141694899171968,1.9518211988014e-14,4.34057942531029e-15,3.5805736187944e-14,-0.094072086838362
"t54",-0.148950405085996,-0.00987807612152592,0.136007278387021,-0.0073596003396285,9.98036617829967e-05,-0.00119923399932619,-4.9734636009341e-05,0.000137304286054623,0.00263329861863269,-0.00122738843586025,-0.00789766398349609,-0.0740561008109553,-2.93395204326881e-05,-0.000859901828878374,-0.124544260508417,0.00023245770415014,0.00025145842827861,0.000290008823909191,-6.39174819367675e-05,-0.000816039995566698,0.133379022256919,-0.460592040942563,-0.00450391858625347,0.0159192234446315,-0.00140716175908177,0.00318151213906762,0.000897376176141856,0.367335140744141,-3.83653836846266e-06,0.0552748076296893,2.92631673504206e-06,3.47193996422592e-05,8.3570722946545e-06,-3.99966542544016e-06,0.00348870437697276,-4.79273872964396e-05,-1.50849874060346e-05,-0.0486747656828966,0.00228445728930615,2.48325793019474e-08,7.32042749126636e-06,1.94169476749496e-06,-0.242017921121219,2.13538968883828e-05,-6.18061826284974e-07,-2.63382830195256e-08,1.81868532195282e-15,0.000140176033255752,0.000155631112954018,1.15383226653147e-05,-3.10924169232479e-16,-1.23224830961835e-05,-1.03481720224886e-06,-5.59150169684286e-06,0.00826638006809413,1.11567374930235e-06,5.82615690021531e-06,0.000950683082911203,-2.52651398607999e-05,5.02685508634781e-16,-5.08690505377901e-06,8.57635671460037e-07,-3.11088727135883e-05,2.32629380202952e-07,-6.37500595661585e-05,-6.92118389642783e-06,-1.63400919959109e-14,0.00197505631988065,4.60916812234482e-08,-2.08296416808865e-15,1.60711503495192e-06,3.40341199605663e-07,-9.71608028083125e-07,-1.47893664704952e-07,-8.89353649402546e-07,-0.707106781186548,-3.58524421973693e-16,1.43406714477531e-14,-2.7327187769659e-07,1.66481027112875e-07,-7.8483234444704e-07,-1.11758075118358e-06,-2.42788424836949e-15,5.45895304477837e-16,-6.2876379020977e-08,-2.01042615541325e-09,-1.56062217614285e-07,4.65205958154888e-16,-8.7683813360935e-10,1.63529507097753e-16,1.46590373893428e-16,-1.24967145982069e-07,2.32846168488054e-06,1.65706615840163e-16,4.12346456524014e-16,6.82637541366092e-16,1.0996577194655e-14,-0.000707534801860419,-1.98653631670731e-16,7.74107930951598e-16,-7.77841425712741e-16,3.31588543012829e-08,-5.01461250629799e-09,1.12850577841613e-15,5.0104897005959e-15,8.09083684812851e-16,-2.86885415432528e-07,-3.02039083617064e-15,0.000141694899168821,1.95852995906703e-14,3.8979275533884e-15,4.27446300918513e-14,-0.094072086838361
"t36",-0.150469976921612,-0.0100911317456925,0.139275867895178,-0.00791273610276335,0.000110912808514222,-0.00137133126004145,-5.85291869444222e-05,0.000169499903755388,0.00332969763911494,-0.00161029891069601,-0.0127161320303373,-0.167076154593681,-7.6503740305655e-05,0.00225544674359489,0.25399042631789,0.000170776580001883,0.000494910976511555,-0.000873988826465501,4.95006510883135e-05,0.00033619042389776,-0.0275314137882224,0.0652697782188604,0.000119392456631231,-1.94451523727684e-06,-1.35360853085848e-05,0.000114649123419226,4.35048434060309e-05,0.0144056885994323,-1.59206058299807e-06,0.0957189471400863,-5.74721242201407e-07,-6.01089336402946e-06,2.94643025683259e-08,-1.95626202358347e-08,7.70181197349629e-06,-6.15160826801991e-08,6.79205386636978e-08,0.000417130203538907,-1.96380635444626e-05,-4.85111590926911e-10,-1.5751005347052e-07,-3.86150474753941e-08,0.00396667386320722,6.80694897375647e-07,-8.50741544476247e-08,-1.39205785627558e-08,-1.71568966257801e-15,-0.000209665199041247,-0.000234439783680389,-2.00586979879281e-05,4.8222089793929e-15,3.26065345034363e-05,2.75000466012218e-06,3.67933715001125e-05,-0.899790129574084,5.13280095078114e-06,2.5338060571607e-05,0.00245815141139468,-6.37493172625616e-05,-3.30536187941992e-17,-1.06186226344366e-05,1.73625966679234e-06,-6.17935961750105e-05,4.61783809825826e-07,-0.000126271338080179,-1.39285095644216e-05,-8.14255812968934e-14,0.179737026442197,3.80648097607458e-08,3.27045553945057e-15,1.68599135902452e-06,3.72865525283135e-07,-1.11195742602263e-06,-1.72602425654358e-07,-1.03858504869241e-06,-1.96807493522222e-15,-1.99399374322069e-16,-2.99573315481524e-15,-3.04919883236926e-07,1.85102710009405e-07,-8.70505880629091e-07,-1.23189645954209e-06,1.25903719142705e-15,-5.25461564863521e-16,-6.77949438430855e-08,-2.14523992320137e-09,-1.66015721319188e-07,-6.62018401549309e-16,-9.16693222436568e-10,2.78073855890793e-16,-9.4037873718365e-16,-1.28118669651008e-07,2.38436437822489e-06,-8.61131864740444e-18,-2.7100005770865e-17,5.36758370724874e-16,2.76735333725731e-16,-0.000569210203664202,-2.70965213374811e-16,3.7400498304988e-16,-9.31300383905206e-16,3.26277670983341e-08,-4.92641206483687e-09,7.48983148613315e-16,4.60508443007332e-15,-4.77875956821517e-16,-2.76034842492243e-07,-2.20906067080903e-15,0.000136132213756329,2.00060496045472e-14,4.01157688368585e-15,3.77038974838615e-14,-0.0940720868383695
