"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111"
"t67",0.118158856413747,-0.070230953826815,-0.000161812030586005,-0.138062887832387,-0.0403024734471719,0.000226189204876924,-0.0374655097301585,-0.000101485037234747,-0.246111909857065,-0.00179373789243108,0.0516160411696516,-0.0164567941995746,-8.07754318252057e-05,-0.000317926963176909,0.000354571905328394,-0.000339206862988578,-8.96176822806627e-06,-0.000788814701298816,0.01206240073784,0.000206939414757884,-0.00924701886494846,-0.0389285427513264,0.188859783555471,0.00224395984206502,0.475634581287923,0.215397479028301,-0.00827737808003109,0.00117399810502073,-0.00171794214070565,0.00114331911760034,-0.00528740922510004,1.38568170347313e-06,-0.000351651942521002,0.00336736901706275,0.000100120991381412,1.92901804259793e-05,-0.00754707450914507,0.0187193645870346,-0.00585057180169505,0.0234441645688811,-0.00373402063268647,0.221970330794256,-0.000416747683802125,-0.0015953652524791,0.00974870201128191,-0.0576564792539747,-0.124852061107559,0.00769163814046377,0.0104511300463998,-0.0711551622639873,0.0407796094029999,0.000215084495834076,-0.00883488186355553,0.000212137212354217,1.36743228693892e-05,1.00697906832738e-05,1.26319447913328e-05,-5.36232936528425e-06,-6.14537332365092e-05,-2.50537072502971e-05,-9.47553140960844e-05,1.28298450094923e-05,9.91736682171571e-06,4.87042874357524e-05,-4.39173929182989e-05,-4.80832378575344e-06,-7.31146120228413e-06,-1.3334502573719e-05,-7.14216358606579e-05,9.69202686343373e-06,1.08023234994536e-06,4.82254938006035e-07,-7.24212437252202e-06,-1.64934221210354e-07,-0.0127168779797436,-4.10921746557069e-08,3.11648802879589e-16,-3.34507483268541e-15,-1.2133093675747e-14,-2.81127395744107e-09,9.08347739028745e-16,5.66310342951445e-08,5.35495613803747e-15,1.48559024165654e-14,-1.05177017790447e-15,-2.09335153410014e-14,-1.60332863724395e-14,-6.83052628995301e-14,0.707106781186712,6.01896492667838e-15,9.12113314015148e-15,-8.35060501858414e-15,-3.22437447461938e-16,-1.05392291946567e-08,3.85020082904979e-15,-2.03531363861556e-15,-4.28459737543557e-15,1.78678763882104e-15,6.7856456839599e-07,2.86312461499093e-15,1.06029416174051e-16,-2.23208560124515e-15,-2.07677032950489e-15,2.22298778369048e-16,2.63387831964586e-16,-2.38394775785798e-15,-1.01929763755473e-15,-1.83262857721794e-15,-2.78145886010994e-08,-2.58947010446523e-16,2.53817779223031e-16
"t120",0.118158856413749,-0.070230953826816,-0.000161812030586086,-0.138062887832392,-0.0403024734471737,0.000226189204876955,-0.0374655097301602,-0.000101485037234762,-0.246111909857081,-0.00179373789243124,0.0516160411696565,-0.0164567941995762,-8.07754318252491e-05,-0.000317926963176941,0.000354571905328477,-0.000339206862988592,-8.96176822803851e-06,-0.000788814701299122,0.012062400737843,0.000206939414757941,-0.00924701886495087,-0.038928542751339,0.188859783555533,0.00224395984206593,0.47563458128811,0.215397479028386,-0.0082773780800347,0.00117399810502144,-0.00171794214070632,0.00114331911760089,-0.00528740922510296,1.3856817035724e-06,-0.000351651942521317,0.00336736901706486,0.000100120991381763,1.92901804260336e-05,-0.0075470745091514,0.018719364587051,-0.00585057180170018,0.0234441645689075,-0.00373402063269083,0.221970330794519,-0.000416747683802674,-0.00159536525248134,0.00974870201129573,-0.0576564792540647,-0.124852061107777,0.00769163814047827,0.0104511300464216,-0.0711551622641358,0.0407796094030851,0.000215084495834284,-0.00883488186357512,0.00021213721235612,1.36743228694065e-05,1.00697906834923e-05,1.26319447917404e-05,-5.36232936549762e-06,-6.14537332355586e-05,-2.50537072484756e-05,-9.47553140963758e-05,1.28298450091163e-05,9.91736682194513e-06,4.87042874348365e-05,-4.39173929205139e-05,-4.80832378557412e-06,-7.31146120281842e-06,-1.33345025728759e-05,-7.14216358619346e-05,9.69202686397497e-06,1.0802323508266e-06,4.82254937149949e-07,-7.24212437234681e-06,-1.64934221176527e-07,-0.0127168779798429,-4.10921799250379e-08,-1.09219812139892e-15,3.037505062519e-15,1.20263284997372e-14,-2.81128727025112e-09,-1.03018161612814e-15,5.66310320790353e-08,-5.55042545371057e-15,-1.48249199697951e-14,1.11812654937311e-15,2.11231155575457e-14,1.60225320606965e-14,6.82136657301534e-14,-0.707106781186383,-5.89494246085892e-15,-9.17419902288611e-15,8.33866791130548e-15,3.0307063277941e-16,-1.05392287709505e-08,-4.14266602005492e-15,2.75063439326676e-15,4.25487121894621e-15,-1.95450606494296e-15,6.78564571171547e-07,-3.02942235663127e-15,-1.14241103968963e-16,2.75734787149017e-15,2.03341556476101e-15,-4.62564784927166e-16,-2.78689750930531e-16,2.62118933264886e-15,7.25946490901753e-16,2.00571969923586e-15,-2.78145881639491e-08,6.53562886403649e-17,-2.75379780288908e-16
"t61",0.120550577136239,-0.0718257441627982,-0.000171612355601235,-0.14707298565751,-0.043534152433478,0.000245289178326533,-0.0408432844272435,-0.000113992807491526,-0.284304569347167,-0.00218563939438521,0.0659729109399568,-0.0210730414732182,-0.000109567936874514,-0.00046747180735111,0.00104750317156604,-0.00109632791214653,-0.00120068793679801,0.00081616960249821,-0.0120729899700479,-0.000193109724793857,0.0081249004945362,0.0041038105066025,-0.0176614538574478,2.5633390775992e-05,0.0238233957270815,0.0121794066470203,-0.000654945889626335,0.000113925736350926,-0.000166968408801801,0.000110764562563929,-0.000508991599654344,7.55353523279033e-08,-1.3188572043862e-05,0.000115376976066485,-1.17560838425609e-06,-1.11226609984192e-06,0.000591994955392083,-0.00295717998484095,0.00108316753433651,-0.0098505531149425,0.00169181887241503,-0.127589877457025,0.000384774233832633,0.00180798518099014,-0.0114564904925302,0.094400588255605,0.320354461014832,-0.0282854869102654,-0.0788247449535617,0.54747018188915,-0.32130310473911,-0.00242986386637762,0.428347287560119,0.00495725107366562,0.000111806428183581,8.0316272200438e-05,9.17736977890313e-05,-2.86239863997871e-05,-0.000309123010216558,-0.000119802604685059,-0.000418326554016031,5.27864567371203e-05,4.00403390038054e-05,0.000187257893037831,-0.000157889492640681,-1.67091225377167e-05,-2.17668823661536e-05,-3.86413906914573e-05,-0.000185299570712283,2.31959930607067e-05,2.53347207917684e-06,1.03686799994996e-06,-1.33510152359809e-05,-2.28501466142603e-07,0.371142041831913,-1.0235678779124e-07,2.22803217486381e-16,7.95865990794517e-16,4.53404611206785e-16,-6.13199048330772e-09,6.6001063179151e-17,1.21371809869847e-07,3.02646982249253e-16,-5.90194410748101e-16,4.40347464173724e-18,-4.21474225626726e-16,7.20811647835126e-16,5.34235102994588e-16,-1.82293832616113e-13,-6.66560078417721e-18,3.73206437813378e-16,6.54435701528947e-16,4.99800470145533e-16,-2.0357524308217e-08,3.82885020440584e-16,-9.1617395153542e-16,-1.01942101009634e-15,-1.99422528410997e-16,1.25104766776629e-06,-2.14804325942457e-16,-2.00965067228883e-18,-3.72304714268759e-16,7.69293099330766e-17,-2.49820041065992e-16,-1.13946186595336e-16,-4.50640569183817e-16,8.09533503075406e-18,1.29431700696501e-17,-4.39366748036102e-08,2.95858031092262e-16,-1.31158531471749e-16
"t110",0.124159043171364,-0.0742217024332904,-0.000185541138269682,-0.159803591709641,-0.0480209017136471,0.000271682357987076,-0.0454823038924484,-0.000130632429542182,-0.333811976995788,-0.0026729438958804,0.0832831420727422,-0.0266328355493602,-0.000143186176408403,-0.000635985639388905,0.00172293522647921,-0.00182768061968674,-0.00226651296860053,0.00206083046338334,-0.0307283559101809,-0.00050013971858559,0.0213743680368922,0.0297449633448712,-0.13934714897606,-0.00110097688496186,-0.182738554929675,-0.0785005166152844,0.00236296043241374,-0.000199306549381169,0.000278949546959756,-0.000166482460368007,0.000720404834376332,-5.02665678102867e-08,7.54523956708847e-06,-6.4306044788312e-05,4.77618176352178e-07,3.48843243803889e-07,-0.000166774549013149,0.000567555170085277,-0.000183070584843424,0.0004538439919511,-5.91823316529495e-05,0.000111599162557485,2.36955136558367e-05,0.000155231866577359,-0.00103078755864211,0.0117901165763103,0.0527141633048639,-0.00538029914459484,-0.0178977146717729,0.124735439258653,-0.0735005510591233,-0.000585141509162763,0.113441293469802,0.00144490336329967,3.72943068472648e-05,2.69422936048066e-05,3.1500704068761e-05,-1.08632743869865e-05,-0.000120304850095725,-4.77278479173796e-05,-0.000173641524323982,2.28327709748655e-05,1.75275314260068e-05,8.47136562676515e-05,-7.51208486614e-05,-8.17659981095561e-06,-1.24386775081677e-05,-2.28075213448559e-05,-0.000127264312679731,1.81427359926822e-05,2.05216626211237e-06,9.84564058836845e-07,-1.71085892085795e-05,-5.00210243896577e-07,-0.850157445576231,2.12712116573043e-08,-5.21661432291009e-16,-2.41735550934609e-15,-2.30585429993266e-16,3.82105840891767e-10,6.21806025808592e-16,-5.49026018398235e-09,-1.35063509139877e-16,2.39759895792344e-15,-1.13932933605191e-16,1.23528277455365e-15,-1.07646622540682e-15,-9.03127853800768e-16,1.26637791844505e-15,-1.11175486931155e-16,-1.20554772499241e-16,5.12799581197371e-16,-8.23999675664549e-16,-9.16623923465087e-10,-1.38100479706989e-15,-2.56172835652901e-16,2.04269170003561e-15,3.84188576990004e-16,1.0010870499233e-07,3.01891479534209e-16,-2.5288252873542e-16,-3.73317384715806e-16,-7.9499375848011e-16,4.2954648541921e-16,2.36645362903127e-16,-4.61831563320332e-17,-2.78527840458284e-16,2.04100602184137e-16,-7.85155845894892e-09,3.42984569453464e-16,2.22905185268741e-16
"t111",0.125768009457442,-0.0752903412505631,-0.000191777600027624,-0.165505911450322,-0.0500330662951715,0.000283522734117483,-0.047564324719174,-0.000138116941245361,-0.356120622893495,-0.00289316402750934,0.0911226050064629,-0.0291509468202216,-0.000158445055872739,-0.000712659479367247,0.00203331374482399,-0.00216396151493287,-0.00275912227230483,0.00264149006843468,-0.0394333071651958,-0.000643471086498194,0.0275621211876059,0.0419034873533379,-0.197086206357454,-0.0016400983545809,-0.282148103843755,-0.122196447775325,0.00382600829093288,-0.000353175665913232,0.000498243217159543,-0.000303197645997455,0.00132763271577691,-1.14067090581139e-07,1.81293627299988e-05,-0.000156136854826888,1.33508773813463e-06,1.11629945181047e-06,-0.000567428274193052,0.00246323456255659,-0.00086801553573268,0.00627047763399317,-0.0010527175859222,0.0738763321404346,-0.000193913599797652,-0.000861863991828878,0.00540981684387406,-0.0411406614183313,-0.127787063800087,0.010691085838695,0.0277898962282552,-0.192750483956357,0.112943635510849,0.000837164281426619,-0.142406878974459,-0.0015955802544823,-3.47314584005992e-05,-2.49203850618287e-05,-2.83498163700705e-05,8.72618770430788e-06,9.40821545895191e-05,3.64285702983421e-05,0.000127180736601256,-1.60758506423675e-05,-1.22044425601059e-05,-5.72570761661582e-05,4.86218898555646e-05,5.17210277923663e-06,7.03124215512517e-06,1.26293709404694e-05,6.47140275543689e-05,-8.68693096666567e-06,-9.68499817194206e-07,-4.38629318285592e-07,7.03068433944437e-06,1.88452029207392e-07,0.263269454509927,-4.11979875799932e-09,-6.980670158232e-16,-6.26114066230286e-17,1.65201426023999e-15,-5.39386257013275e-11,-1.08943643999523e-15,7.28376359226957e-10,-3.65915673026437e-16,-1.16437770155482e-15,-1.88917923672245e-16,-1.1033229428762e-15,-1.70443433956302e-15,2.28608184545712e-15,-3.37250794974534e-15,7.14207466149077e-16,-2.68863656857583e-16,7.00706487329337e-16,-9.43164712615244e-18,6.86295352145261e-11,2.29109375897661e-15,1.64434171553642e-15,1.69697623819058e-15,1.40986199714286e-16,-4.49198250818128e-09,7.27676607330079e-16,-6.03618638083191e-16,6.14757340853655e-15,1.08614212118305e-14,1.82824661510913e-14,1.93347437176618e-15,-0.707106781186547,7.73489785682472e-15,-3.77865077089299e-15,-5.61146303035276e-10,-6.54534551603358e-16,1.45336452443901e-16
"t112",0.125768009457441,-0.0752903412505631,-0.000191777600027627,-0.165505911450322,-0.0500330662951715,0.000283522734117498,-0.047564324719174,-0.000138116941245378,-0.356120622893495,-0.00289316402750932,0.0911226050064629,-0.0291509468202215,-0.000158445055872734,-0.000712659479367274,0.00203331374482407,-0.00216396151493293,-0.00275912227230495,0.00264149006843473,-0.0394333071651957,-0.000643471086498218,0.0275621211876059,0.0419034873533379,-0.197086206357454,-0.0016400983545814,-0.282148103843755,-0.122196447775324,0.00382600829093285,-0.000353175665913294,0.000498243217159397,-0.000303197645997511,0.00132763271577702,-1.14067090321396e-07,1.81293627301293e-05,-0.000156136854827127,1.33508773790349e-06,1.11629945184441e-06,-0.000567428274193205,0.00246323456255643,-0.000868015535732229,0.00627047763399313,-0.00105271758592199,0.0738763321404346,-0.000193913599797684,-0.000861863991829158,0.00540981684387409,-0.041140661418331,-0.127787063800086,0.0106910858386951,0.0277898962282563,-0.192750483956356,0.112943635510849,0.000837164281426377,-0.142406878974459,-0.00159558025448253,-3.47314584006712e-05,-2.49203850616053e-05,-2.8349816370659e-05,8.7261877053952e-06,9.40821545888371e-05,3.64285702977828e-05,0.000127180736601069,-1.60758506419483e-05,-1.22044425591352e-05,-5.72570761663069e-05,4.86218898552229e-05,5.17210277908679e-06,7.03124215467761e-06,1.26293709411564e-05,6.47140275540636e-05,-8.68693096681486e-06,-9.68499815973828e-07,-4.38629317148697e-07,7.03068433958315e-06,1.88452029428353e-07,0.263269454509927,-4.11980011780569e-09,7.88575691588045e-16,1.43650384707954e-15,-1.78408550683072e-15,-5.39380740592621e-11,2.46983876685578e-16,7.28375540437476e-10,3.15483167496455e-16,-5.52255572965111e-16,2.124206188246e-16,2.51004857160831e-16,2.2013926673033e-15,-1.88368102676765e-15,1.42252657506705e-15,-4.06577838333389e-16,2.60655079149487e-16,-1.27254545420018e-15,4.33897878743947e-16,6.86289506127147e-11,-1.60533495038839e-15,-9.64256128562233e-16,-2.90596463257514e-15,-6.16059551848124e-16,-4.49197834484494e-09,-8.49403814990305e-16,8.42785796658028e-16,-5.30563048811921e-15,-1.00685089543264e-14,-1.85114918074816e-14,-2.12571569883553e-15,0.707106781186548,-7.22665132727455e-15,3.57244138692447e-15,-5.61148107147691e-10,2.6414654484539e-16,-1.84747177149245e-16
"t12",0.109739244342067,-0.0647067815755473,-0.000137541110377174,-0.117188304116812,-0.0348972986189906,0.000198893131382119,-0.0339749563961679,-0.000262206244067442,0.0570578207912996,-4.21898407876972e-05,-0.00251405261955613,0.000863101204536134,1.4832795503205e-05,0.000124113597733834,-0.00100687389141664,0.00111137907794607,0.00182205055971898,-0.00234076250296777,0.0351242609199095,0.000579440449076069,-0.0250541596497462,-0.0523685907817465,0.251217635246899,0.00611299398794453,-0.0687063609819533,-0.00706420991058693,-0.00051348299565207,-0.000148934843633007,0.000252033520285633,-0.000223280520366114,0.00118823086547345,-9.53105574040652e-07,0.000279802494807801,-0.00274300988308424,-0.000295657015732279,-2.37777419536238e-05,0.00986620680237386,-0.0290654744865894,0.00950584810376721,-0.0487544694775503,0.00793328235384632,-0.501790034379327,0.00101867867451758,0.00390140006790589,-0.0237655384024759,0.127309018144872,-0.408379268071772,-0.00472118505344356,0.0406718786604792,-0.28746540768474,0.171975715270144,0.0014475839473979,0.574067847952992,-0.0250996545481156,-0.000550586352681338,-0.000398730039219149,-0.000471732321580005,0.00017418201712022,0.00196443202218582,0.000792502510818433,0.00296684129450609,-0.000400881211102061,-0.00031007228502221,-0.00152896359955935,0.00139475240141002,0.000154030360587644,0.000249716186744452,0.000462460424535179,0.00266747011712368,-0.000385264518641786,-4.36409848075959e-05,-2.08806502809441e-05,0.000349960676845446,9.11687045054117e-06,0.000848679133694861,0.00119823745589967,-3.38932786737658e-14,-3.55400933672928e-17,2.42596457754015e-17,-2.96249259485121e-07,4.80079516782533e-16,5.26974376689054e-06,6.28201247685495e-17,-1.29880738861568e-16,2.90837734792112e-17,-2.22330303446184e-16,-2.97585872254088e-16,-3.61576607613011e-17,-4.721514937957e-15,4.32018745526018e-16,-3.22873405049857e-16,9.27988817084113e-17,2.1866455781888e-16,-5.29509969137212e-07,-3.84824273283061e-16,5.08444822580902e-16,-1.18639276058945e-15,-5.09125066650103e-17,2.70489540904473e-05,-2.03245554959789e-16,-1.0001059585136e-17,-3.28771350888244e-16,1.79373384948987e-16,8.32807245351936e-17,7.47536990074418e-17,7.47621579102704e-17,-7.81134980590994e-17,5.19602510975264e-16,-5.76753412424857e-07,-1.06464611147145e-16,1.30703186661127e-16
"t14",0.120426226251995,-0.071822398377562,-0.000183258019155507,-0.159962974619279,-0.0516157937352742,0.000301317373349978,-0.0532015528755322,-0.00051023471837071,0.146242962880567,-0.000346935870236006,0.0138058542129263,-0.00441338128986758,-2.06608646865845e-05,-5.77366826417967e-05,-0.00045818228183558,0.000536067008201801,0.00124442217166424,-0.00236766269413624,0.0358041690794418,0.000600537921285532,-0.0263463599778256,-0.0971025647610376,0.478976264213904,0.0176879514423772,-0.29274891966702,-0.033546569907647,-0.00518735946302284,0.00113190379272285,-0.00167504609430266,0.00113991610084885,-0.00532889043790896,1.4895270453584e-06,-0.000379317411640663,0.00363378386066861,-0.00412906094099492,2.08048352093799e-05,-0.00812703700623679,0.0200074515551486,-0.00623502079454763,0.0242836828800361,-0.00385111315581171,0.225190215396113,-0.000401351429735149,-0.00148272928585111,0.00899196109449207,-0.0480791300866822,0.191699045532077,0.00595783165745779,0.00327856813644609,-0.0213509500489306,0.0115702918560653,7.64305004441815e-06,-0.0256302606167024,0.0015889393607577,3.87306082786145e-05,2.8067848956273e-05,3.32397599980677e-05,-1.20224414606044e-05,-0.000134303319829755,-5.36471994049426e-05,-0.000196991380510211,2.60584520651269e-05,2.00268711010249e-05,9.69817244737964e-05,-8.59767009365458e-05,-9.34247093298366e-06,-1.38607800389875e-05,-2.52145051192268e-05,-0.00013439086999617,1.82682853382826e-05,2.03820314049596e-06,9.1583110147387e-07,-1.39660206875496e-05,-3.2576940678852e-07,-2.27352663738547e-05,0.705980457223692,6.49807902811323e-15,1.36768935011931e-15,-1.41819514131696e-17,-5.86875972352716e-10,-5.83238304265346e-15,1.8460372206569e-08,1.68955879165841e-15,1.1452593320128e-15,-1.10492761180936e-16,2.55100947355031e-15,2.73205364835012e-15,9.13416806583274e-17,-2.94859624751989e-15,-2.23171064621662e-15,-7.52228094014574e-16,5.52190406426798e-16,-9.83555347335112e-17,-7.83311734789752e-09,-1.42988836216884e-15,-1.38366413413532e-15,1.54460974400813e-15,-2.02164192819929e-15,5.72390820963165e-07,1.05063027340236e-15,7.53060428088107e-16,9.94075300996311e-16,-3.84091747944415e-16,-2.85345242135434e-16,1.63775864096606e-16,5.35971671298406e-16,4.22605500822158e-16,-2.37572958909847e-16,-2.82800228096347e-08,-1.70398805323213e-16,-3.28737082851704e-17
"t15",0.120416144358258,-0.0718157258131646,-0.000183218897729928,-0.159926783407154,-0.051602149949444,0.000301234644866098,-0.053186237729503,-0.000510052578693261,0.146182532084955,-0.000346761295590653,0.0137979898233664,-0.00441085688075512,-2.06476683402331e-05,-5.76954092401226e-05,-0.000457714163268079,0.00053550918446103,0.00124292880690029,-0.00236414058429832,0.035750674027643,0.000599632246299744,-0.0263063022478751,-0.0969096641610228,0.478015088117272,0.0176478863049739,-0.292035339406811,-0.0334635061127755,-0.00517356641478497,0.00112844355255755,-0.00166986908948522,0.00113630007243032,-0.00531172480819147,1.4835550400229e-06,-0.000377723211375428,0.00361838673381027,-0.0041097723929692,2.0699960716863e-05,-0.0080848220379531,0.0198928753091217,-0.00619828013318401,0.024111121201009,-0.00382318596738713,0.223444674917327,-0.000397771247415476,-0.00146866260662594,0.00890572434927246,-0.0475712683417258,0.189418508349243,0.00588097178586369,0.00323090947655881,-0.0210397913389987,0.0114011669387077,7.52686239656594e-06,-0.0252092892208048,0.00156057047855838,3.79480382469823e-05,2.74977232654713e-05,3.25499258112647e-05,-1.17483533959614e-05,-0.000131169141197363,-5.23679436962298e-05,-0.000192114292695978,2.53889139086216e-05,1.95068081962384e-05,9.4389262152357e-05,-8.35764918296275e-05,-9.07541740690767e-06,-1.34129672440006e-05,-2.43803030159314e-05,-0.000129462818563339,1.75442902127206e-05,1.9558492383308e-06,8.75745619962373e-07,-1.32764144456197e-05,-3.07213751214708e-07,-2.08183320323935e-05,-0.70822944167665,-6.13574974314647e-15,-1.30451205393456e-15,5.05270319157505e-17,-6.95454351794461e-10,6.04941444160012e-15,2.13400064069322e-08,-1.52727805878998e-15,-1.20618226443714e-15,1.67360649921317e-16,-2.47943642615516e-15,-2.74953670942324e-15,-1.66029565744598e-16,2.38697950294409e-15,2.0964014841086e-15,7.6076967451509e-16,-5.30900881122152e-16,-1.34076266482483e-17,-8.4057317111582e-09,1.17614251671228e-15,1.16573417585641e-15,-1.29502528492531e-15,1.93942084614207e-15,6.04602064392668e-07,-9.40585315147416e-16,-6.62260245019128e-16,-3.95516952522712e-16,2.31307825980598e-16,2.57944891623895e-16,-1.13111981858074e-16,-6.1409211049579e-16,-1.85060298573102e-16,6.40854477384839e-17,-2.9062718241539e-08,1.61710821939273e-16,-1.56180752662391e-16
"t30",0.125162215600416,-0.0750028999678848,-0.000206225737028183,-0.181730938538298,-0.0604622131779069,0.000356093338382101,-0.063628311350714,-0.000655140315681079,0.201755555408277,-0.000558087308091485,0.0261108532843684,-0.00840405095726589,-5.00456765549131e-05,-0.000225953353962155,0.000446095407448872,-0.000456884396082499,-0.000376336799776471,-4.44794168136184e-05,0.000812135244931979,1.84838172279864e-05,-0.000990502652152402,-0.0167467532617713,0.0838752815617237,0.00349092138243857,-0.0595198000918032,-0.00684100342637475,-0.00105788301418543,0.00021662893131427,-0.000317768787776552,0.000211240055197032,-0.000972259999793981,1.76244735054808e-07,-3.72431927194179e-05,0.000343187432193751,0.00445735847571285,-1.31427565171178e-07,0.000230921103876439,-0.00224990248951632,0.000879846460555112,-0.00951642537482424,0.00164677905321853,-0.126411704174374,0.0003852834317457,0.00179793650695906,-0.0113675833973835,0.0895013733957713,-0.621580983995701,-0.0316209499413435,-0.0676866532016363,0.465848322429681,-0.270365142263324,-0.00163229558721951,-0.412554785767959,0.0128432549933774,0.000194264255483626,0.000138778933198095,0.000155549201829759,-4.63736369591179e-05,-0.000498270639124589,-0.000192478095042518,-0.000670105130114433,8.4547100118711e-05,6.41582603162682e-05,0.000300658518152495,-0.000254846016198601,-2.70754996509971e-05,-3.63758529766192e-05,-6.50933492540554e-05,-0.000325727482804229,4.25249135585608e-05,4.70085449182371e-06,2.03897711633917e-06,-2.97048150016029e-05,-6.62322956642726e-07,-4.21612956056049e-05,0.0011026007213164,-9.91742018269494e-17,-2.8796409701215e-16,-6.64361357101817e-17,-1.03624706253004e-09,-5.89155460528623e-16,3.18889291334818e-08,-1.76317927828385e-16,2.38377086398359e-15,-8.49655732757397e-17,1.78587113995514e-16,6.26235174827627e-16,5.54432729241624e-17,2.91433543964104e-16,-1.37573705227641e-17,3.89252686283328e-16,-6.82395969824948e-17,5.49840756148003e-17,-1.2289147966122e-08,-4.562322741819e-16,1.21430643318376e-17,5.24022015016556e-16,-3.45209971719385e-16,8.65369782603043e-07,-2.85422960024583e-16,-4.10394689120201e-17,3.81639164714898e-17,-1.32308810543078e-16,-5.50197661138352e-18,-1.19363208746806e-16,-1.44849410244063e-16,-1.30124728648804e-16,5.85076103775274e-17,-3.78735168886368e-08,-1.1554188781778e-16,5.25239684084656e-18
"t52",0.132791058952895,-0.080110111324493,-0.000241615247968702,-0.215124754112795,-0.0738562864718343,0.000438735478533322,-0.0792872192177499,-0.000867604400662398,0.28156817140531,-0.000852229294001239,0.0428540435899797,-0.0138295606280342,-8.9057792772014e-05,-0.000443264866587676,0.00148996841395887,-0.00159504137879785,-0.00212519976428079,0.00219520947750215,-0.0328342415386402,-0.000538043958460081,0.0231332707046838,0.0460506199776691,-0.222140671091149,-0.00627488397929037,0.0880249160244299,0.00973046875462655,0.00127295666205238,-0.000194510393289513,0.000279236629091718,-0.000176454447874935,0.000788543605332464,-9.38128552618996e-08,1.76575652595275e-05,-0.00015878798417957,0.500946719658187,6.43154470989684e-08,-0.000103859867764448,0.000840061512095504,-0.000314018584898062,0.00261317215490213,-0.000440425748429691,0.0310566765170712,-7.96995995187949e-05,-0.000345721453081363,0.00215820225168655,-0.0151938147121608,0.0922597046252737,0.00429088758598319,0.00806820174637739,-0.0553769474594137,0.032036203176981,0.000185468879480403,0.0431867538116971,-0.00123210657547222,-1.64081056474955e-05,-1.16587537496723e-05,-1.27852518752022e-05,3.46691941927267e-06,3.63911898646963e-05,1.37583835952522e-05,4.61471199336568e-05,-5.6129339323779e-06,-4.21503799868452e-06,-1.91990112474452e-05,1.55986647186728e-05,1.61961340158647e-06,1.93437733595641e-06,3.38422421985725e-06,1.53704859954182e-05,-1.86697640624156e-06,-2.02734898384967e-07,-8.17319296968655e-08,1.06831886882795e-06,2.10085630761162e-08,9.64123054827612e-07,-6.2541121329876e-06,-1.91481190955792e-15,-1.49272955107804e-15,5.70573517193323e-16,-3.14484966591907e-12,6.5931418311016e-15,1.43437180047997e-10,-7.94069483649581e-14,-0.707106781186549,1.30299051398184e-14,9.93760001426732e-15,2.14381463969904e-14,1.15735852677234e-14,1.48492329543615e-14,-9.37517244613709e-15,7.25778582897957e-15,1.03885474190022e-16,-5.99460881567279e-15,-1.83996415136336e-10,3.66026653431106e-16,3.81639164714898e-17,-4.17756649585821e-15,1.39731975989932e-15,1.79707985801386e-08,-1.523113741404e-15,2.04199140634846e-15,-1.38777878078145e-17,7.23110313260204e-16,1.35631886550553e-15,2.16857963867831e-15,5.35162192338845e-16,7.33956248814967e-16,2.51146583185614e-16,-1.74006915950806e-09,-5.78994120190192e-16,-1.16553457883583e-16
