,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
t56,12.646066,4.650295,3.763196,4.012617,5.13074,4.83605,3.267335,5.463421,5.714949,4.619568,4.617485,4.7063313,5.222883,5.02636,6.2718368,5.0422883,5.1528096,4.0251093,5.5352483,5.686023,6.5797787,4.5117793,4.5592427,4.2005653,6.177542,5.2435446,5.658222,5.5999455,4.6945105,5.1062293,6.3590145,4.190674,4.725483,4.152234,3.9374807,5.3545303,4.227956,5.45298,5.5127683,4.8378587,3.4108198,5.953749,5.157946
t57,12.627352,4.6376047,3.615087,4.001418,5.1733217,4.857915,3.3200288,5.409098,5.6552773,4.6354814,4.605717,4.7535744,5.193753,5.064413,6.2369995,5.094349,5.2133584,4.0303907,5.491961,5.6954403,6.5669084,4.44232,4.5858226,4.1837864,6.2234774,5.2768025,5.5980387,5.589297,4.7477636,5.1353016,6.342005,4.162706,4.765136,4.173935,3.9867516,5.4081693,4.2716184,5.4296975,5.528222,4.7979393,3.441088,5.8958426,5.225954
t38,12.655741,4.756929,2.9077466,4.0032845,5.19523,4.8251534,3.3666348,5.4239206,5.628523,4.645987,4.6247425,4.882287,5.1587324,5.0567484,6.1782875,5.206181,5.254266,4.050269,5.561423,5.670772,6.4620676,4.4063945,4.6034765,4.199973,6.208558,5.1951227,5.5910254,5.6539054,4.7241526,5.132879,6.079841,4.1770163,4.763811,4.08026,4.0177035,5.429544,4.195729,5.437212,5.4876704,4.7215457,3.409877,5.751558,5.6127496
t52,12.670654,4.7501826,3.1406486,3.9841058,5.2015038,4.840649,3.3373895,5.4399285,5.64497,4.614887,4.6045213,4.8355827,5.1910973,5.076307,6.222819,5.1614795,5.244679,4.0088425,5.558465,5.693866,6.4978313,4.4176025,4.5773735,4.2292757,6.229314,5.2017817,5.61127,5.636035,4.7191277,5.1503205,6.13087,4.214263,4.7697577,4.082516,3.9913223,5.415007,4.2114944,5.4556446,5.502218,4.7673097,3.3950038,5.797482,5.4987693
t53,12.662403,4.7031717,3.3518775,3.9975243,5.170464,4.8388515,3.2981982,5.4592457,5.6799726,4.6120415,4.6106853,4.774149,5.2113094,5.054522,6.246054,5.1037545,5.2070823,4.0165596,5.5417733,5.691482,6.5402393,4.458314,4.5609374,4.216501,6.211613,5.2168293,5.640405,5.6187096,4.703174,5.1308384,6.2254825,4.203695,4.7467256,4.1091003,3.962339,5.383226,4.214489,5.458127,5.507915,4.8013887,3.4001017,5.865609,5.3796005
t36,12.6618395,4.769591,2.800354,3.9971545,5.1991315,4.827922,3.3640366,5.4288363,5.6305447,4.6400695,4.619047,4.8766723,5.163117,5.0637383,6.183836,5.201062,5.25686,4.043942,5.5643883,5.6754293,6.462227,4.4007754,4.598758,4.2052217,6.215159,5.1958814,5.5955143,5.652239,4.7248216,5.140398,6.051483,4.1826243,4.767941,4.066419,4.0124383,5.4301696,4.1782947,5.4403343,5.4899607,4.7264786,3.4064035,5.748914,5.6644187
t45,12.66526,4.747732,2.8950398,3.9927454,5.1947346,4.839511,3.3316467,5.4511786,5.6476974,4.6162877,4.6127377,4.8378344,5.1930084,5.062112,6.206129,5.162523,5.2523246,4.029554,5.5536923,5.6915774,6.4957547,4.417522,4.569508,4.2249207,6.2199087,5.190566,5.6188955,5.636854,4.7024813,5.141988,6.1034665,4.2058706,4.755943,4.0732265,3.9953058,5.4000826,4.190564,5.4647007,5.499624,4.763203,3.400882,5.788772,5.599584
t48,12.633879,4.694057,3.1190152,4.003424,5.1978154,4.8495936,3.3381212,5.4290004,5.640279,4.639987,4.616231,4.8056526,5.17902,5.077929,6.218687,5.1368403,5.2416534,4.033127,5.5098033,5.6958528,6.5268497,4.4125514,4.5913734,4.202979,6.235536,5.2398715,5.609469,5.610963,4.73985,5.139871,6.187376,4.1771746,4.764152,4.127182,3.9912114,5.4131083,4.243038,5.4406533,5.523489,4.7694077,3.4130776,5.8161125,5.4734898
t49,12.653716,4.6680584,3.6575909,4.0086064,5.1427445,4.834152,3.2767022,5.4573064,5.7012963,4.616748,4.6158485,4.733286,5.218171,5.033716,6.2595873,5.065929,5.173308,4.0245624,5.5364037,5.683224,6.5646644,4.491624,4.55943,4.199477,6.190136,5.235503,5.64772,5.6087036,4.6997395,5.1132517,6.320368,4.1897974,4.7332096,4.1364484,3.9488103,5.3685718,4.225802,5.4498754,5.508128,4.8196864,3.41073,5.9237256,5.2224855
t58,12.656849,4.66865,3.709887,4.013017,5.130357,4.826644,3.2683666,5.4581375,5.709367,4.616678,4.6195307,4.729433,5.22028,5.020832,6.259165,5.060778,5.1631584,4.0298753,5.5442853,5.675011,6.563706,4.503013,4.556896,4.1928754,6.1781116,5.2322116,5.649992,5.6132536,4.693216,5.1045547,6.3364897,4.185831,4.7258286,4.133645,3.9460058,5.3639383,4.2202454,5.447488,5.500988,4.8190746,3.4122734,5.935783,5.1961775
t59,12.658092,4.6779585,3.6443844,4.000771,5.152259,4.839036,3.2870462,5.4464293,5.6884365,4.613589,4.609147,4.748028,5.2175627,5.0405674,6.2502513,5.0807405,5.189176,4.02276,5.535205,5.686283,6.5578246,4.476656,4.5583405,4.200748,6.199244,5.2341046,5.635322,5.6104503,4.7042804,5.122834,6.3090153,4.189114,4.742449,4.1289463,3.9612432,5.3792553,4.2264113,5.450843,5.506914,4.811834,3.4166172,5.907644,5.230801
t46,12.6494665,4.6762314,3.5332773,3.9995446,5.1673865,4.845754,3.303334,5.437995,5.672675,4.6201005,4.6086197,4.761985,5.2072062,5.0541906,6.2424464,5.0957203,5.2058463,4.023372,5.5236893,5.691778,6.5529375,4.4567537,4.5681825,4.2018967,6.212694,5.2407403,5.6243987,5.6069746,4.7176986,5.1304817,6.287014,4.186322,4.7517653,4.1346703,3.97177,5.3904595,4.2384515,5.4473853,5.5143685,4.802593,3.4188046,5.884742,5.2828298
t47,12.6606865,4.71833,3.1928377,3.993633,5.1864734,4.8424563,3.3179696,5.4496074,5.6607876,4.616288,4.609303,4.800928,5.2005653,5.065725,6.2313776,5.1295304,5.2292814,4.018396,5.540398,5.6942863,6.524003,4.4343534,4.5689692,4.2194757,6.2227592,5.213542,5.62652,5.622866,4.7122636,5.1397986,6.179882,4.2029023,4.7565427,4.1000934,3.9778752,5.3971605,4.214929,5.457063,5.5089164,4.784691,3.4012508,5.8304043,5.457899
t37,12.681726,4.8233476,2.6649008,3.9886153,5.1992407,4.8118267,3.385201,5.4217024,5.6332827,4.654019,4.6128855,4.892126,5.141341,5.073859,6.1842613,5.220715,5.2472486,4.043049,5.5938053,5.659257,6.4312434,4.387,4.621327,4.1897593,6.2127547,5.205591,5.588783,5.672004,4.751483,5.1510863,5.9580035,4.1684804,4.7889285,4.031287,4.006282,5.464991,4.120838,5.4124513,5.4765525,4.7002635,3.3996992,5.71522,5.775044
t54,12.661878,4.673394,3.507141,4.035295,5.1076236,4.800943,3.2327833,5.5076976,5.7495866,4.6155915,4.6432233,4.7117968,5.2244577,5.0006247,6.283373,5.035825,5.126457,4.0301733,5.5664573,5.660172,6.5645003,4.5406384,4.5512714,4.199044,6.155006,5.20816,5.6971636,5.6258516,4.6673946,5.0760827,6.2985477,4.202684,4.694358,4.121662,3.905352,5.331831,4.1974854,5.451002,5.4937015,4.829886,3.376886,5.9514246,5.2983356
t55,12.702672,4.720681,3.48,3.9969351,5.1314907,4.8161716,3.2233114,5.530798,5.7525773,4.576068,4.6113825,4.715953,5.2592263,5.0256424,6.3008256,5.039518,5.145552,3.9903412,5.584237,5.6849065,6.564428,4.533816,4.514842,4.2396126,6.18249,5.1752586,5.714793,5.630761,4.64433,5.1116138,6.2350383,4.243164,4.7116723,4.076429,3.895598,5.329135,4.1566505,5.486789,5.4899464,4.851817,3.359267,5.9378633,5.3244486
t42,12.684936,4.7958245,2.7929423,3.9926798,5.1855884,4.819319,3.3469143,5.446303,5.646888,4.621158,4.6170917,4.8759885,5.178896,5.044073,6.178393,5.199726,5.2533894,4.046059,5.589778,5.668808,6.4529777,4.417939,4.5779657,4.2123,6.19669,5.1672597,5.60735,5.6671524,4.694519,5.1368036,6.047261,4.1963954,4.757656,4.032194,4.009505,5.4153934,4.1405444,5.4546776,5.4716105,4.7304134,3.404261,5.7533817,5.6739335
t35,12.671402,4.7853036,2.749878,3.9935963,5.197166,4.825196,3.360419,5.435361,5.635053,4.6343603,4.6167607,4.877071,5.1667695,5.0608187,6.182923,5.201513,5.257764,4.0433707,5.5749755,5.6739287,6.456822,4.4019203,4.5923796,4.2086697,6.211711,5.187129,5.599462,5.658136,4.714861,5.142431,6.031528,4.1876163,4.7673163,4.047809,4.01075,5.4283276,4.155149,5.44425,5.4843254,4.726507,3.4038205,5.7445984,5.695326
t50,12.681445,4.758252,3.0003915,3.9930825,5.176027,4.827836,3.3106904,5.467795,5.6724653,4.60685,4.6130457,4.819377,5.205098,5.0470304,6.2197433,5.1438823,5.227789,4.025269,5.5735316,5.6828194,6.4990506,4.4446054,4.558272,4.224625,6.202946,5.180093,5.6370316,5.6449924,4.685939,5.1335173,6.11621,4.212727,4.746167,4.058161,3.9768538,5.3878956,4.1651077,5.466791,5.4879827,4.7750597,3.3931487,5.812867,5.5626416
t51,12.695106,4.69446,3.6173623,4.0217433,5.0947213,4.796207,3.1922731,5.551205,5.7876797,4.5834885,4.6319838,4.678571,5.261648,4.9942756,6.3189955,5.0004225,5.0991697,4.002868,5.592779,5.666734,6.580106,4.5782847,4.515136,4.225021,6.1481156,5.178541,5.741188,5.631116,4.6301885,5.0784397,6.2902293,4.236937,4.682323,4.0928426,3.8672695,5.302329,4.1542664,5.478338,5.4848,4.8661714,3.3512242,5.988897,5.250471
t39,12.707127,4.831383,2.7220628,3.9810786,5.182059,4.8187895,3.333543,5.4647183,5.6578326,4.6008277,4.6082735,4.8716493,5.1958194,5.0382295,6.1820145,5.1936054,5.2579255,4.038226,5.6148477,5.672705,6.448047,4.419869,4.556623,4.229219,6.190918,5.1455812,5.6190753,5.6756725,4.669991,5.14377,5.9879,4.217737,4.754296,3.9933581,4.00442,5.4027114,4.0974507,5.472228,5.462013,4.741891,3.3970819,5.748266,5.7404084
t100,12.62508,4.5956435,4.2208285,4.0254416,5.0847144,4.850599,3.2063625,5.559983,5.801173,4.608182,4.625483,4.55869,5.2748632,5.008003,6.3714914,4.906121,5.0464053,3.9934459,5.551373,5.7282786,6.6677227,4.615477,4.5287676,4.2683706,6.1217813,5.238798,5.7708397,5.556359,4.630512,5.07769,6.440651,4.258259,4.6689262,4.1935105,3.8405457,5.2462792,4.201463,5.5178065,5.548163,4.9671297,3.3524263,6.074814,4.950893
t101,12.580616,4.553734,4.2956886,4.020518,5.1074953,4.8935156,3.2488177,5.5456357,5.7761183,4.630027,4.61621,4.5283213,5.2684307,5.0385213,6.383251,4.8809752,5.0490756,3.9895718,5.5133114,5.7692256,6.70152,4.601334,4.549658,4.2986183,6.1279078,5.281503,5.765075,5.5148616,4.6495037,5.094873,6.4801393,4.2673087,4.6802197,4.2380905,3.8507116,5.232485,4.2446394,5.5398583,5.5901985,4.9993267,3.3644235,6.0861826,4.8973117
t64,12.691198,4.659842,3.9501183,4.020239,5.0588727,4.805733,3.1702154,5.5652304,5.8172326,4.573676,4.62589,4.6098094,5.2912555,4.9743576,6.3586507,4.94195,5.0533037,3.9914365,5.5997944,5.684655,6.6276665,4.617215,4.4946585,4.2470636,6.112685,5.184269,5.7656937,5.607778,4.610318,5.0657554,6.3851256,4.2590303,4.658096,4.118221,3.8376715,5.264263,4.1512322,5.5076103,5.4952226,4.9215074,3.3408217,6.056692,5.070922
t65,12.665901,4.646973,3.958123,4.023237,5.084377,4.817252,3.1969852,5.5429263,5.7931604,4.5962214,4.627902,4.627259,5.2649274,4.9943204,6.336582,4.960624,5.074473,4.0041494,5.572938,5.687324,6.6161404,4.595123,4.5229363,4.232451,6.133946,5.2101974,5.744504,5.6001873,4.6355443,5.076418,6.3785434,4.235447,4.6783104,4.140743,3.8603632,5.2844543,4.1802325,5.487937,5.5076365,4.902838,3.361153,6.0352225,5.081428
t66,12.666947,4.6543713,3.8774843,4.022282,5.093907,4.815636,3.206949,5.5307083,5.7798305,4.5993123,4.6277633,4.649479,5.2558193,4.999453,6.322196,4.9808207,5.0914416,4.00866,5.568735,5.681862,6.602996,4.578785,4.529174,4.2231703,6.144318,5.2117033,5.729566,5.605977,4.6453953,5.0811663,6.3614936,4.225741,4.68719,4.135794,3.8740153,5.300011,4.1851444,5.477881,5.50419,4.883877,3.3685067,6.0150266,5.123352
t67,12.605818,4.592522,4.2709126,4.0215592,5.115544,4.8654256,3.2383502,5.528727,5.7699184,4.6271925,4.62161,4.58719,5.2472367,5.0314803,6.341206,4.935439,5.0764623,4.0057726,5.525519,5.7314725,6.6482716,4.5852194,4.555897,4.252998,6.14943,5.262652,5.740022,5.552153,4.661523,5.0955696,6.4229937,4.2330623,4.6969185,4.2076583,3.871692,5.275866,4.2327213,5.4981203,5.557153,4.940285,3.3804653,6.0450044,4.9220886
t76,12.654128,4.633082,4.165055,4.0250416,5.089428,4.8226686,3.1984344,5.5426836,5.7941866,4.6032915,4.628842,4.6117225,5.2592864,4.999804,6.334607,4.9553294,5.0710225,4.006426,5.564443,5.6940427,6.6226163,4.600314,4.531073,4.2302713,6.1380267,5.219921,5.746289,5.591128,4.640211,5.0780005,6.3923903,4.2304425,4.6820745,4.159479,3.8608196,5.284003,4.1885176,5.4841304,5.5159206,4.916019,3.365805,6.0378757,4.9973364
t77,12.597876,4.570722,4.2704177,4.026693,5.0915003,4.8714266,3.2198434,5.5581717,5.796264,4.6207995,4.6240544,4.5419106,5.271814,5.0186334,6.375694,4.890539,5.0401244,3.9941144,5.534565,5.748917,6.6877227,4.620334,4.5400243,4.2803025,6.120262,5.260527,5.773543,5.5329776,4.634908,5.0815964,6.461224,4.260632,4.670958,4.220942,3.8431115,5.235001,4.219484,5.526679,5.570397,4.9854307,3.3587222,6.082847,4.9202223
t70,12.631429,4.6048465,4.213971,4.024212,5.0871396,4.845877,3.2075512,5.5523996,5.796614,4.6073174,4.6250625,4.5743933,5.2706466,5.0070863,6.360693,4.920008,5.054341,3.9967506,5.5533752,5.721124,6.6566324,4.6096764,4.5298877,4.2595515,6.12641,5.2357464,5.761716,5.563906,4.634835,5.079229,6.4289126,4.251104,4.67358,4.185158,3.8484845,5.256856,4.2003884,5.510158,5.5411153,4.952829,3.3577318,6.064314,4.965957
t63,12.6942835,4.683009,3.6675858,4.0376396,5.070682,4.780575,3.1701887,5.5694556,5.811214,4.585538,4.645798,4.6554337,5.2658415,4.972408,6.3328013,4.975167,5.0721135,4.009269,5.603096,5.6537175,6.5888877,4.604745,4.512098,4.2177224,6.124779,5.175075,5.7617354,5.6342874,4.6164455,5.0570164,6.3162475,4.2363143,4.661265,4.0974574,3.8461633,5.2824836,4.146737,5.475023,5.478947,4.876199,3.3418355,6.017953,5.22782
t60,12.694034,4.686026,3.6848898,4.0259867,5.0839868,4.793212,3.181797,5.5588117,5.7994633,4.583087,4.6349297,4.6623635,5.2665205,4.986435,6.32851,4.9846206,5.084645,4.003015,5.5952935,5.665193,6.588962,4.5924506,4.5120435,4.2249765,6.138345,5.1794095,5.751211,5.6287537,4.6238756,5.0711293,6.310915,4.238703,4.6740355,4.0981646,3.85666,5.291799,4.1524796,5.4802175,5.4848285,4.876257,3.3477597,6.0078516,5.219133
t61,12.676375,4.6766663,3.6465304,4.025678,5.1111255,4.805316,3.2109418,5.542085,5.7714453,4.5953016,4.635319,4.685912,5.246432,5.0122194,6.316827,5.011971,5.1146812,4.003306,5.571256,5.6753564,6.5837126,4.5610523,4.531637,4.2263756,6.1634383,5.1958942,5.730078,5.6201677,4.6515775,5.083857,6.2824445,4.2343245,4.690592,4.114078,3.8748589,5.31248,4.182402,5.4716153,5.500848,4.861207,3.3507562,5.9752674,5.2529483
t19,12.51607,4.8802805,2.2229335,4.088419,5.3144636,4.7607994,3.7347186,5.140515,5.3761945,4.9419775,4.7175183,5.298911,4.8080955,5.1538873,5.9901123,5.6110334,5.3086624,4.1705303,5.543698,5.5556884,6.1745095,4.17863,4.9484425,3.9929051,6.2643414,5.3353405,5.31442,5.722942,5.047607,5.1009145,5.556691,3.8980634,4.89804,4.1978955,4.2057257,5.7632713,4.2941937,5.172102,5.4926176,4.3381557,3.4559965,5.3534827,6.167174
t20,12.516421,4.886277,2.2483125,4.096688,5.3275456,4.741716,3.7222097,5.15229,5.37051,4.9315443,4.729492,5.2837076,4.8150606,5.162615,5.9863973,5.5976524,5.301577,4.166417,5.566879,5.5465927,6.161988,4.199737,4.9397235,4.013115,6.278642,5.3132377,5.3272786,5.7316732,5.04366,5.0938673,5.5747876,3.9083505,4.877444,4.18004,4.1896024,5.753291,4.305015,5.188528,5.5059996,4.349615,3.4454541,5.3676505,6.1449494
t22,12.640526,4.789106,2.667655,4.009076,5.2166357,4.8149962,3.4241354,5.3835254,5.589409,4.6875744,4.6329117,4.947678,5.1069517,5.0762963,6.1462197,5.2697945,5.2711315,4.0685434,5.563719,5.654097,6.4099464,4.363532,4.6543837,4.1722717,6.220427,5.215317,5.5501328,5.667997,4.774359,5.1378775,5.954431,4.1380796,4.788775,4.08309,4.045356,5.483118,4.1898394,5.3984103,5.4869113,4.6633177,3.4175086,5.681674,5.769382
t27,12.554298,4.854981,2.3565655,4.0666037,5.290138,4.759487,3.6429424,5.214106,5.433438,4.8650155,4.697465,5.1967363,4.8955297,5.1325526,6.019938,5.513029,5.300756,4.147671,5.5662384,5.572032,6.2229576,4.24358,4.8643126,4.0523963,6.253741,5.2869105,5.3870244,5.720217,4.968444,5.1130123,5.669452,3.9707959,4.855976,4.153494,4.1527905,5.6799726,4.264679,5.242866,5.4913664,4.4321623,3.4461136,5.450343,6.050414
t28,12.589268,4.827596,2.4743261,4.0420165,5.258135,4.781258,3.558845,5.279447,5.4960856,4.796598,4.6700373,5.1020026,4.977923,5.107864,6.066392,5.4204383,5.2917204,4.1198444,5.5640874,5.6030006,6.294568,4.288852,4.7837534,4.0965047,6.23655,5.2604384,5.4495344,5.7016726,4.8924494,5.1250944,5.7759404,4.0350657,4.8319883,4.127125,4.112974,5.6039934,4.231784,5.301299,5.485507,4.520694,3.4380236,5.538737,5.9452815
t17,12.505777,4.8805304,2.1914873,4.086945,5.311751,4.7768035,3.7590435,5.118997,5.3679357,4.954377,4.713304,5.3259344,4.791722,5.154497,5.9912486,5.636005,5.314117,4.1708837,5.5172253,5.565766,6.177492,4.1461368,4.968323,3.9672484,6.2581525,5.367188,5.294828,5.7077913,5.062622,5.102632,5.5267043,3.8863127,4.9244466,4.228009,4.224518,5.777285,4.294591,5.1488905,5.4863343,4.3154035,3.463442,5.32733,6.2041197
t13,12.424634,4.972479,1.984892,4.174077,5.36393,4.7964816,3.9133081,4.998912,5.2909217,5.1062036,4.7835345,5.488025,4.63513,5.2110047,6.018416,5.789169,5.2597938,4.1651015,5.467901,5.55508,6.16088,4.0561004,5.096904,3.8882644,6.2984476,5.4324174,5.1628523,5.694288,5.207407,5.0150766,5.358628,3.7380764,4.966613,4.279388,4.3152466,5.9352546,4.3679123,5.0350623,5.5237265,4.162591,3.4199,5.1677527,6.3672557
t11,12.447183,4.9473443,2.0307295,4.1515894,5.367033,4.7766204,3.8720024,5.0336356,5.2891645,5.062324,4.7721395,5.445118,4.673035,5.2038636,5.9930377,5.747486,5.281512,4.1749425,5.495904,5.5424285,6.140404,4.092845,5.0681334,3.9184937,6.3035035,5.401239,5.2041273,5.710627,5.174511,5.043275,5.4024734,3.7816684,4.9398713,4.249685,4.282045,5.892859,4.3608785,5.072772,5.524396,4.200815,3.4324114,5.210385,6.3239923
t12,12.43836,4.96286,1.9872742,4.1671333,5.388857,4.759078,3.8987672,5.0161757,5.2537374,5.086867,4.7904305,5.4751353,4.636752,5.215839,5.986568,5.7711577,5.2862687,4.1943574,5.499054,5.5133233,6.1259527,4.082917,5.0936675,3.92006,6.317733,5.40066,5.184859,5.734701,5.2115307,5.034871,5.369049,3.7587209,4.930807,4.2459083,4.2873425,5.9223967,4.3853507,5.0616255,5.5348988,4.172032,3.4311492,5.1808915,6.362129
t10,12.446157,4.9675837,1.9977056,4.172131,5.377378,4.752765,3.8847275,5.0325594,5.273531,5.0888705,4.7907267,5.4622526,4.6383214,5.210041,5.9981575,5.7541566,5.273331,4.184476,5.511121,5.5173073,6.1396785,4.097005,5.0748777,3.9305727,6.30968,5.3898087,5.1957583,5.737378,5.209393,5.0271354,5.380738,3.7557576,4.92361,4.2366176,4.28032,5.922605,4.376869,5.073731,5.532749,4.1874437,3.4209137,5.193418,6.35097
t9,12.434739,4.9714503,1.9673163,4.1757574,5.3909283,4.7557416,3.9074767,5.011768,5.2506866,5.102726,4.7945747,5.4865093,4.6179166,5.2184258,5.9948416,5.7773266,5.2803154,4.1953244,5.5042315,5.512265,6.1302795,4.082217,5.098384,3.9216042,6.317636,5.3984723,5.1788087,5.7363,5.228017,5.025696,5.355192,3.7421079,4.9293647,4.24289,4.2888446,5.9386897,4.390488,5.0590963,5.536402,4.1637115,3.4278173,5.1697483,6.3781238
t16,12.400857,4.996932,1.9027706,4.1977053,5.402318,4.7676973,3.970327,4.959765,5.2258124,5.1500287,4.808504,5.5510097,4.5669575,5.2360964,6.0132036,5.838942,5.266276,4.192759,5.4817114,5.5163918,6.138608,4.034041,5.148095,3.8845277,6.319139,5.4358034,5.125872,5.723893,5.2776465,5.000598,5.2898664,3.6975477,4.9621234,4.278824,4.3238626,5.9925613,4.412928,5.0133595,5.5403857,4.1035404,3.423808,5.105513,6.443659
t18,12.19,5.1491704,1.4575384,4.3404894,5.570922,4.723112,4.3813787,4.605519,4.8821487,5.4587626,4.9197335,5.9709744,4.196876,5.388199,5.9986343,6.24816,5.3051553,4.298422,5.4482594,5.4193144,6.044484,3.714787,5.549126,3.6371748,6.3675346,5.6754675,4.7589703,5.7549677,5.6618567,4.864854,4.8780475,3.4031541,5.1769714,4.538617,4.554715,6.3353143,4.653996,4.71502,5.589832,3.696679,3.4873793,4.7014694,6.8932014
t26,12.105883,5.196565,1.3719151,4.3900523,5.611099,4.7791743,4.444201,4.536464,4.8689456,5.4902344,4.965947,6.0506,4.135129,5.4365377,6.167706,6.2801776,5.1443167,4.2058897,5.3994265,5.476177,6.187856,3.6627474,5.5535784,3.668565,6.425975,5.663563,4.737907,5.623987,5.7478127,4.8184023,4.7743244,3.4007065,5.1474204,4.515556,4.4948764,6.4221992,4.710159,4.7044144,5.669729,3.6219203,3.343292,4.5985036,6.99756
