"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101"
"t63",-0.00929306450640006,-0.10219288923852,0.0327725405345221,-0.0898646788845595,0.0539755103580972,-0.232444076471222,-0.0485905561741911,-0.00580533084360958,-0.0368706955224591,0.048765783007103,-0.000346166652210245,-0.000190989242404887,0.473448654639886,-0.0179176401646796,0.00280041523975877,-9.42826726271236e-06,0.00297227731270051,0.0122351540884236,0.0101216862966237,1.3632555743747e-06,0.000505192183629133,0.00149182100381216,-0.000928174214724822,0.00109086125575816,-0.000629402174555576,0.0221026818328006,-0.0013714215148565,0.00103000226352981,9.99325323353956e-06,-2.75007159388982e-06,0.00134312264579752,1.35772993470121e-05,-0.00429159404306956,0.000889726409036459,0.00237746011035831,-0.000228925872094937,0.000332905415973328,0.00189765024939841,-0.00021857029113071,-0.000704897831849323,-0.00264927694060128,8.94500831114623e-05,2.56970939980482e-05,-0.000119358753775672,5.07158404700631e-05,-9.08267230342903e-06,0.0242874974638318,0.000126305129691156,-0.000189893521666288,1.09918419481174e-05,1.24645264846509e-05,3.07242519475914e-16,-0.000436880529364809,-1.9061561767319e-05,0.000127010512043577,-8.74937232704432e-06,0.000351929650474876,-1.32387293452651e-16,3.71894993747325e-05,-2.11456444610928e-07,3.01647703795751e-15,0.000409518742947871,4.45453256197186e-05,-5.99825644258981e-05,6.85309922902021e-16,1.42059838059453e-16,5.94446608142578e-06,-1.42957429395741e-05,1.92504424711054e-07,-4.67265481681489e-16,-0.000450379298638478,-2.4584728215452e-15,-1.27793930838906e-15,8.39457980172742e-16,8.01337100547686e-16,3.43351178355356e-14,9.39869781911286e-08,-0.82551316441664,-5.28055976151315e-14,-3.62892023173738e-05,0.00171067268343449,1.13836111106042e-15,-4.42983320258341e-15,-0.000197103028089336,2.21150041779102e-15,-2.7661695956018e-15,-1.27592618856965e-05,-1.52673800248377e-15,1.11460014313755e-15,2.42907940854927e-15,-2.9766476833145e-16,-1.05707949628146e-15,2.79143140734702e-15,1.06524227576044e-16,7.78204443847064e-16,-1.46383629154558e-17,-1.42237951606016e-15,-1.35828429757081e-15,1.08262471614234e-15,-1.80576695164252e-15,-0.0995037190209947
"t86",-0.00935466073803699,-0.102969127209624,0.0331387330157643,-0.0912791953816932,0.0548619116789817,-0.236535761130322,-0.0495624381261446,-0.00593013672246779,-0.0377979326326607,0.0502792533988904,-0.00035801544643257,-0.000197681453790573,0.493109753140113,-0.0187593720538622,0.00293288564720355,-9.87851092125956e-06,0.00311718872399815,0.0128914791324994,0.0106865580660919,1.44103479044101e-06,0.000535233918516212,0.00158479004074231,-0.000990827401649959,0.00116482959015526,-0.000672303501112002,0.0237868505917783,-0.0014859189220163,0.00111669171276278,1.08554094942805e-05,-2.9925404417333e-06,0.00146358276134185,1.49104817484882e-05,-0.00473895606993958,0.000998348434344801,0.00267555870971003,-0.000259616226768671,0.000383082902607325,0.00218661998203651,-0.000251903555422995,-0.000819178192615532,-0.00311054581064132,0.000105296746160346,3.02775772710972e-05,-0.00014157415793956,6.10065663918275e-05,-1.10148946497605e-05,0.0300051865933249,0.000156127887013052,-0.000235746286545479,1.3746976067587e-05,1.57562790722354e-05,1.13658046768958e-17,-0.000561668177008762,-2.46042367931439e-05,0.00016465415417005,-1.13986268942897e-05,0.000461432139571614,3.28563920747977e-17,5.32301120404115e-05,-3.05244170449623e-07,-2.85498480070082e-15,0.000595737901864746,7.5987870889367e-05,-0.000113822316559846,-5.31713011150842e-16,-5.45143138358674e-16,1.72756924174942e-05,-9.91829627990278e-05,1.84437877345329e-05,-1.95591628852798e-16,0.00112248456813044,1.72988047813267e-15,6.62935688927892e-16,8.48625453341891e-16,1.29589324535614e-16,-1.55852878829623e-14,-4.70685186996925e-08,0.39904614361041,2.53451063542009e-14,1.11321243129765e-05,-0.000101928617269309,-4.49073167885507e-16,3.80671021777821e-15,-3.67798381429269e-05,6.44624920636119e-17,3.05856531524545e-18,-3.57892855250363e-06,-1.08866707583471e-15,-4.85424894363507e-16,-2.88965087294278e-15,-8.32260290226901e-16,1.08703135199547e-13,-0.707106781186548,2.78125590355677e-13,-1.02382292177022e-14,-2.01599746803174e-15,-3.49015782553113e-15,-2.15641594961307e-15,4.19499052942022e-15,-1.43100024662545e-15,-0.0995037190210045
"t87",-0.009354660738037,-0.102969127209624,0.0331387330157643,-0.0912791953816932,0.0548619116789816,-0.236535761130322,-0.0495624381261445,-0.00593013672246781,-0.0377979326326607,0.0502792533988904,-0.000358015446432528,-0.000197681453790455,0.493109753140113,-0.018759372053862,0.00293288564720361,-9.87851092126785e-06,0.00311718872399886,0.0128914791324994,0.010686558066092,1.44103479050276e-06,0.000535233918515935,0.0015847900407423,-0.00099082740165005,0.00116482959015531,-0.000672303501111769,0.0237868505917779,-0.00148591892201645,0.00111669171276256,1.08554094941213e-05,-2.99254044165698e-06,0.00146358276134184,1.49104817484882e-05,-0.00473895606993943,0.00099834843434421,0.00267555870971035,-0.000259616226768556,0.000383082902607521,0.00218661998203702,-0.000251903555422664,-0.000819178192615564,-0.00311054581064091,0.000105296746160399,3.0277577271352e-05,-0.000141574157939088,6.1006566391703e-05,-1.10148946496318e-05,0.0300051865933243,0.000156127887013433,-0.000235746286545889,1.3746976067671e-05,1.57562790720579e-05,-2.01408423222353e-16,-0.000561668177008754,-2.46042367933079e-05,0.000164654154170046,-1.13986268938385e-05,0.000461432139571161,7.1928589176681e-18,5.32301120394037e-05,-3.05244170312172e-07,-3.2990740105509e-15,0.000595737901864717,7.59878708889327e-05,-0.000113822316561425,-5.45056362267569e-17,4.25437768027165e-16,1.72756924171431e-05,-9.91829627963072e-05,1.84437877350765e-05,5.6368925043695e-16,0.00112248456813089,7.38835917384166e-16,6.73964510217643e-16,-2.42474060186082e-16,-1.0361448513209e-15,-1.78057339321242e-14,-4.7068518616425e-08,0.399046143610413,2.58511241575545e-14,1.11321243127557e-05,-0.00010192861726719,-4.10731466273867e-16,-5.13147934159444e-17,-3.6779838141741e-05,-2.54456161679989e-15,2.50843471774187e-15,-3.57892855035136e-06,2.56972191396606e-15,-7.97754251596213e-16,6.38776677193725e-16,2.34223616489615e-16,-1.09829334204903e-13,0.707106781186547,-2.78395527154853e-13,1.02106911171124e-14,3.34849364279394e-15,-4.13136636576094e-16,-4.91081412675332e-16,6.79734056253968e-16,-2.52341020102734e-15,-0.0995037190209983
"t33",-0.00947562439866269,-0.104649665165067,0.034259473975821,-0.0979464292079019,0.0593225582001356,-0.259633138782218,-0.0565519032082089,-0.00698322850507762,-0.049901757853432,0.106899405281012,-0.00228425136177894,-0.00469865260597305,-0.177802792602968,-0.00131511005340962,0.000241993395377311,-9.7223863722222e-07,0.000402787313698773,0.0028524332889344,0.00259673126726699,3.63367908952513e-07,0.000141611032852242,0.00043146424697427,-0.000270018727237076,0.000316957478954604,-0.000182582288891567,0.00588393411995253,-0.00031174012677594,0.000229707697389556,2.08781178658127e-06,-5.37330054006802e-07,0.000247071061411416,1.49984793456752e-06,-0.000207793370480978,-0.000166555655122072,-0.000572349714364538,9.14895613052367e-05,-0.000266074172534506,-0.00160264200425961,0.000186078041964699,0.000828027310230782,0.00452809573069057,-0.000167867996681439,-4.98690562189861e-05,0.000295419737014441,-0.000218649554768017,5.72902138190605e-05,-0.678707837766192,-0.00385563899034947,0.0175829686990617,0.000486386464451341,0.000196542834817331,-7.75122308665778e-16,-0.00383291132118079,-0.00015379308760563,0.000947648683364964,-6.04803331841495e-05,0.0022383563206812,1.60610102176784e-15,0.000175774801089447,-1.2011709116039e-06,-1.28486114855926e-12,0.622405990705114,0.00014133347801635,-0.000195962271313998,-1.68107754941355e-16,2.53514342635413e-16,2.5179522246416e-05,-0.00012646950796698,2.16869641061607e-05,3.85838625580807e-17,0.00102630049099146,-3.46471909151468e-16,-1.06704875343505e-16,7.61303191048185e-16,-4.9155563088217e-16,-3.11752018053862e-16,-2.30923309578023e-09,0.00461515555437693,4.57372290068264e-16,-6.73122033022371e-06,0.0088756352970264,-1.76126327736183e-16,-3.70685193770674e-16,-0.000135260442645164,1.10727293849486e-15,4.14745673833496e-16,-9.87645517215632e-06,-1.04730224211971e-16,1.49830013900882e-16,2.72265903422873e-16,-4.71038109064361e-16,-6.53464578106038e-16,3.30551417592038e-16,2.84657383188104e-17,7.72606661890523e-16,4.60483681723741e-16,-1.87870970708926e-15,-1.7707688692947e-15,2.01494857469489e-15,-2.32667944836358e-15,-0.099503719020999
"t37",-0.00955907643228045,-0.105716354434711,0.0347927285664585,-0.100203512228207,0.0607597178171002,-0.266465755436282,-0.0582903036455328,-0.00721805989660569,-0.0519535120347773,0.112749017411375,-0.00242821421077307,-0.00500524419371047,-0.192924090064628,-0.00145315372472083,0.000267710872334027,-1.07734053407941e-06,0.000448004238908531,0.00323695271665703,0.00297623793774892,4.19004365571419e-07,0.000165347280273655,0.000512040806658428,-0.000331690296316318,0.00039023454323581,-0.000225394444799628,0.0078174354389183,-0.000457244662893854,0.000340835660300779,3.2227421753223e-06,-8.63994916083799e-07,0.000412338911082807,3.51592523245442e-06,-0.000930745599835162,4.64443621942001e-05,3.38967906624343e-05,2.26380242567389e-05,-0.000128209481966325,-0.000792531633188199,9.23507810693796e-05,0.000461582942961892,0.00275267377349361,-0.000103708746506783,-3.0974893511946e-05,0.00018969935660319,-0.000147423854027668,3.9393153692203e-05,-0.481022346501123,-0.00273449296233471,0.012530867274394,0.000349023738009022,0.00014205322011578,2.40532802216205e-17,-0.0027856694911058,-0.000111810215113521,0.000688912262155597,-4.39399302115754e-05,0.00162339780431929,-1.67674519524167e-15,7.13743317465505e-05,-1.22938541514531e-07,1.60508308831536e-12,-0.777789183968898,0.000129010106165639,-0.000175619845122887,6.86186889295306e-17,9.07289770980385e-17,2.23285652766579e-05,-0.000112084713763429,1.92274474246149e-05,-1.37929902403596e-16,0.000911179695086489,2.27083528788516e-16,-1.34866806294475e-16,4.79856597084023e-16,3.81367181433136e-16,-2.63556053092151e-17,-2.05664449040033e-09,0.00411073578501458,3.91140938607198e-16,-6.00404092982318e-06,0.0121442305153267,1.56880485837406e-16,6.26986123337512e-16,-0.000120584763047081,-1.543894554009e-15,-3.11306502500349e-16,-8.82041610629999e-06,7.23775102546424e-16,-3.43659776695439e-16,2.49316236019639e-16,8.51540334041739e-17,-7.53500489786489e-16,3.63789457980618e-16,-7.08103047925758e-17,2.48276536134282e-16,4.57904080566404e-16,-1.77248170578535e-15,-7.84896512272856e-16,2.09427048676839e-15,-1.74632306101337e-15,-0.099503719020998
"t64",-0.00994746505962948,-0.110679335691987,0.0372711227008249,-0.110678849981332,0.0674282771374314,-0.298157866178158,-0.0663474076446708,-0.00830592112426093,-0.0614468153211761,0.139760256963387,-0.00309223107866024,-0.00641896323675584,-0.26248436250091,-0.00208686061694405,0.00038575528047209,-1.55967861157396e-06,0.000655434705238277,0.00499748935340255,0.00471229231020691,6.7338299902602e-07,0.000273764162659962,0.00087963492978189,-0.000612405609614536,0.00072373036401738,-0.000420208862548722,0.0165835636854377,-0.00111463516767644,0.000842745764630682,8.3433031488876e-06,-2.3364344746285e-06,0.00115670829329046,1.25559350301095e-05,-0.00416166286662662,0.000988295706283978,0.00270897996960695,-0.000279425651044595,0.000469373595015917,0.00271474771184304,-0.000313358795549583,-0.00111242423503526,-0.00479463338412143,0.000168274013620484,4.90397854470873e-05,-0.000254648348389223,0.000146702945934683,-3.36719110670352e-05,0.302071391924352,0.00170217151799885,-0.00730168415790954,-0.000182337545944805,-6.37643044944152e-05,1.46438379267423e-17,0.000994814731696366,3.78822479068988e-05,-0.000220547518814948,1.31932487506694e-05,-0.00044878752074888,5.84538555326355e-16,-5.74412720009253e-06,8.49113724872582e-09,-9.35046027370277e-14,0.0461847907226823,7.27364775877513e-06,-1.60949998270579e-05,9.70720360656907e-17,-3.47835323686794e-16,3.22924646625541e-06,-1.82829259951925e-05,3.18969930255637e-06,5.56922793198349e-16,0.000139724611271329,1.21369361003875e-16,1.59621185017588e-15,8.15288145210226e-16,1.05083195578939e-15,2.37238681430293e-15,-2.35085544631845e-11,1.38050273569136e-05,1.25577857201449e-15,8.79998029700548e-07,-0.824688021384361,-1.17815760253492e-16,-4.94360223587955e-15,-7.84206355797539e-05,6.32545047161534e-15,-2.34310840222071e-15,-4.89531608222073e-06,1.78033876405816e-16,5.39614400804049e-16,-4.17103733843219e-16,-6.55422734512038e-16,9.90376566730305e-17,1.67488170145374e-15,-3.76382680989054e-16,2.4458353085879e-16,6.8483876896015e-16,-1.05465515181216e-15,-1.20945991060468e-15,2.14422727547591e-15,-2.24683628812201e-15,-0.0995037190210009
"t75",-0.00997343986471053,-0.111010316030763,0.0374346866241584,-0.111360981776018,0.0678616502867859,-0.300210317938388,-0.0668655296156484,-0.00837556902964271,-0.0620480779678382,0.141441376358352,-0.00313316639512234,-0.00650590527249966,-0.266679850983601,-0.00212445943236752,0.000392752139866012,-1.58822934034048e-06,0.00066767591484744,0.00509985482345021,0.0048125706484776,6.88020716917701e-07,0.000279956968090281,0.000900449170447442,-0.000628048940751243,0.000742297441104136,-0.000431043100452212,0.0170590695660911,-0.00114948979743455,0.000869300347130829,8.61242276212927e-06,-2.413359506237e-06,0.0011954101989898,1.30133960736347e-05,-0.004322013658091,0.00103239558896217,0.00283287271649533,-0.000293015688465999,0.00049477653184837,0.00286304355145756,-0.000330499594194996,-0.00117673178458062,-0.00509013695953349,0.000178807065041203,5.21263054101218e-05,-0.000271304417120705,0.000157059380292057,-3.6149597399441e-05,0.326342557825879,0.00183928997330311,-0.00790132329690414,-0.000197798766446538,-6.94170427205642e-05,2.90441436434516e-16,0.00108903379767099,4.15240672841875e-05,-0.000242090253755443,1.45050786236228e-05,-0.000494428335090925,-1.81212473511382e-16,-6.50290521014796e-06,9.63720470703258e-09,-1.09940921264475e-13,0.0525387459590989,8.64823402255008e-06,-1.96505144957184e-05,1.01078936514746e-16,9.75390151610955e-17,4.29250415256274e-06,-2.68383593838164e-05,5.02488898810091e-06,-8.55253060309267e-16,0.000281171446489973,-2.87240199272587e-16,-1.56985113288712e-15,-4.87715823680749e-16,4.9723135474534e-16,-2.92012954364118e-15,-8.74116133209314e-10,0.00176693464415344,6.09985390889775e-17,-3.07704121106354e-06,0.399787607203357,-3.38729798569374e-16,8.5591135057413e-15,-2.22185583026503e-05,-3.25976997689319e-16,-1.46739798886225e-15,-2.17684635604116e-06,0.707106781186547,-4.99138333673311e-15,1.14356931319986e-14,2.99610665554344e-15,-4.57126128121536e-15,-1.63144233490209e-15,-2.70993784282885e-15,-1.04760360712349e-15,1.77341910134375e-16,-1.44049288589203e-15,-7.15347204935412e-16,2.22134437402336e-15,-8.73665023569949e-16,-0.0995037190209974
"t76",-0.00997343986471055,-0.111010316030763,0.0374346866241583,-0.111360981776018,0.0678616502867859,-0.300210317938388,-0.0668655296156484,-0.00837556902964272,-0.0620480779678382,0.141441376358352,-0.00313316639512233,-0.00650590527249965,-0.266679850983601,-0.00212445943236744,0.000392752139865895,-1.58822934028171e-06,0.000667675914847417,0.00509985482345029,0.00481257064847746,6.88020716571678e-07,0.000279956968089934,0.000900449170447521,-0.000628048940751101,0.000742297441104215,-0.00043104310045201,0.0170590695660911,-0.00114948979743457,0.000869300347130715,8.61242276220985e-06,-2.41335950625088e-06,0.00119541019898989,1.30133960733654e-05,-0.00432201365809116,0.00103239558896223,0.00283287271649522,-0.000293015688466187,0.000494776531848204,0.00286304355145753,-0.00033049959419472,-0.00117673178458046,-0.00509013695953386,0.000178807065041139,5.21263054100202e-05,-0.00027130441712055,0.00015705938029204,-3.61495973993222e-05,0.326342557825877,0.00183928997330308,-0.00790132329690419,-0.000197798766446719,-6.94170427205127e-05,3.73382142668998e-16,0.00108903379767138,4.15240672839645e-05,-0.000242090253755183,1.4505078623645e-05,-0.00049442833509004,-1.21150379685498e-16,-6.50290521056206e-06,9.6372047885306e-09,-1.08442120181231e-13,0.0525387459590983,8.64823402283067e-06,-1.9650514496571e-05,-8.9012596962779e-17,6.99847108262447e-17,4.29250415357329e-06,-2.68383593833723e-05,5.02488898887305e-06,3.69582324556936e-16,0.00028117144649118,4.47641039052479e-16,3.42208821612186e-16,7.89720150505118e-16,-1.15422539438451e-15,8.99731550428863e-16,-8.74112594370548e-10,0.001766934644156,-1.08274457252367e-15,-3.07704121167861e-06,0.399787607203357,4.2954902122783e-16,-3.88926215766845e-15,-2.22185583152454e-05,-5.36361397170562e-15,3.57357763514324e-15,-2.17684632923471e-06,-0.707106781186548,4.24762249197827e-15,-1.14973512204147e-14,-3.27373399317247e-15,2.31523657195165e-15,1.48412101810004e-15,2.8409029268017e-15,7.74723404390135e-16,3.65547978255493e-16,-2.77870979305882e-15,-1.58964783682772e-15,1.49431910244962e-15,-2.50688709893182e-15,-0.0995037190209978
"t8",-0.00708278724011377,-0.0738236721276158,0.018420390629369,-0.030149077657709,0.0170341962329279,0.027000011181198,0.000625063438792226,0.000738636075810276,0.0175257358285457,-0.0458508643862324,-0.0244353720794907,0.0677450591425188,0.00314001701388795,0.0543127732714399,-0.0225308440981616,-1.22341346989015e-05,-0.0026919618547245,-0.0324910462120693,-0.0338952548817615,-5.160412424332e-06,-0.00239891725260871,-0.0185838403860813,0.00920837327806913,-0.0111596524436507,0.00667479451996985,-0.662313902700642,-0.200512369395775,-0.290809511817071,0.000853034363910286,-0.000150555595073621,0.0588278470193432,0.000353850503215523,-0.263694109627599,0.00943009747991982,0.025289246191723,-0.00249312528091057,0.00510354703279568,0.0580937952573578,-0.0193327081035528,-0.0306774886920577,-0.571418578398508,-0.00539398995943684,-0.00101345349388842,0.00102301189549313,-4.20136464996678e-05,-3.13045028059467e-06,0.00283755160161877,-6.01632872979813e-06,0.00212487443128046,0.000155460891713427,4.90902353553951e-05,-5.82247880850488e-17,-0.00161478715333875,-7.03828900887371e-05,0.000469324267150441,-3.24049350534537e-05,0.00130906299482516,-1.76435667146589e-16,0.000148568895502611,-1.90186597248619e-06,-2.25186698696564e-16,0.000104804233070152,0.000201923146059807,-0.000294023998208378,2.6330966916683e-16,9.06402468490476e-17,4.0914411336477e-05,-0.000213362299523855,3.71046643660211e-05,-9.05908923182935e-17,0.0006836886682499,-4.5792447525731e-17,1.98974294274513e-17,2.94843498363979e-16,1.96468514100628e-16,4.17259800715222e-16,-3.29031538875659e-09,0.00064351835000057,2.67463824909894e-16,-1.25350643976179e-05,0.000109535392679004,1.49305612222403e-18,-2.59979393823715e-16,-0.000255150584009872,-4.13905306618459e-16,7.63941664122143e-18,-1.87389325696141e-05,2.37595375498416e-16,-4.50243684601773e-17,-4.46445612130557e-17,-2.88789000599977e-16,-7.79180025645133e-16,2.9368997682469e-16,-2.10286666251787e-17,-3.1169193682197e-16,2.69224131104179e-16,-1.86599327113927e-15,-1.49530530874762e-15,2.06396743390645e-15,-1.93775051112807e-15,-0.0995037190209998
"t9",-0.00696995097226605,-0.072469415806493,0.0179143161069938,-0.0289546678387091,0.0163276337724323,0.0257921590628986,0.00059288763824368,0.000697441861050506,0.0163596743916317,-0.0419615100232068,-0.0221075867583512,0.0611077208916799,0.00276128626495461,0.0466527607082987,-0.0193246982272345,-1.04717082593284e-05,-0.00229357464576836,-0.0270340678525878,-0.0278888891918535,-4.21788571179109e-06,-0.00193487601343807,-0.0147432522923481,0.00707158817382269,-0.00855271392008698,0.00510343032418678,-0.477464601129678,-0.135633380890164,-0.195437412096563,0.000561336733838799,-9.71172458063326e-05,0.0373174886489814,0.00020132015533684,-0.1360540873069,0.00298644133647799,0.00684103077558421,-0.000323340897105206,-0.00131859705164216,-0.0177832644281055,0.00605805686708304,0.0209446403591784,0.816233746407077,0.00920937596887746,0.0018453765613099,-0.00302818957226862,0.00064077828177823,-8.93832201990731e-05,0.0151278592877449,-3.14783315631124e-05,0.00980704341971582,0.000610264202150742,0.000163508379141014,3.30984939010238e-16,-0.0045413971256778,-0.000192073925760069,0.00124338230068055,-8.3274913524455e-05,0.00324806996488571,-9.04675230866919e-17,0.000288744811010699,-3.65102743335747e-06,1.84329361576392e-16,0.000199124623159178,0.000341436820864477,-0.000480425465161838,-2.88072607952253e-16,9.54012847858732e-18,6.32639369104481e-05,-0.000320919251686528,5.51908706020112e-05,-1.91216775982895e-17,0.000997434852114908,-7.46118007317195e-17,4.70018311191108e-17,4.74863208872911e-16,-4.34275978556628e-16,4.7709232554425e-16,-4.69500241383253e-09,0.000917853306125927,4.49934965113746e-17,-1.77910942044371e-05,0.000154033079262339,2.77375074419898e-16,-2.04752886067583e-17,-0.000353880315756752,1.85042994460725e-16,-3.51553300933876e-18,-2.58015109063031e-05,-1.96222882691596e-16,-1.87328261119635e-16,1.09358883225194e-16,-3.72296826111958e-16,-7.52732026061743e-16,4.68374780483223e-18,-3.22895594813969e-16,-3.33100205562409e-18,6.43960645691668e-16,-1.58507926862188e-15,-1.04279795102317e-15,2.05208484499862e-15,-1.88386002341783e-15,-0.0995037190209998
"t7",-0.00756604230061187,-0.0801223151181949,0.0218252906110891,-0.0476739473661455,0.0295349227732721,0.0600045088595988,-0.00985922757673803,-0.000769680865275657,0.00380869469032866,-0.0237205779292244,-0.0141405751589707,0.0400296195850149,0.00215799313594948,0.0710254687923594,-0.036760972895293,-4.01305111643915e-05,0.00144439981256718,-0.013624847906451,-0.0153040181280419,-2.37867930155124e-06,-0.00112770930644762,-0.0169613247480225,0.00405111736446397,-0.00488978095890213,0.00291029879357191,-0.239151076114143,-0.0475112493895267,-0.0643466807617427,0.000141425004616365,-1.58860452596013e-05,0.00281617916205659,-0.000223031995949268,0.94097706726489,0.0135969922213624,0.0325057102517655,-0.00258726546972011,0.0053408410738129,0.10614676177304,-0.0461321527149077,-0.0358398664578487,-0.0385249010848378,0.000242268470015713,9.21162438328831e-05,-0.000565559952806746,0.000230915908609129,-3.7816552732573e-05,0.00796597619592815,-1.67069118723573e-05,0.0143719798253944,0.000906352499493637,9.30698417370933e-05,-6.5889038902004e-18,-0.00273161074716833,-0.000116691345927588,0.000762930219568455,-5.1625531499608e-05,0.00203787405109387,7.5438633770251e-17,0.000197613627969695,-6.0966503763703e-06,-2.13191921567265e-16,0.000137420858663107,0.000246113967874841,-0.000350811331942163,-1.6754815375831e-16,-7.20659508253043e-17,4.71746659249723e-05,-0.000241842523229508,4.17693389319289e-05,-1.40767624816237e-16,0.000760509512264927,1.0238709389563e-16,-5.44144127011343e-17,5.21702774637902e-16,-8.29105210186358e-17,-2.04638249627711e-16,-3.61049252248735e-09,0.000705952837356327,1.66591419680946e-16,-1.37097911783362e-05,0.00011912351774815,-7.60933448847172e-17,2.56751160715093e-16,-0.000275150714557917,1.00419079066505e-16,-2.8878984911721e-17,-2.01182819005742e-05,-6.65606136366535e-18,-1.43451791442545e-16,-4.70515060026595e-17,-2.55718078257348e-16,-5.27338640622447e-16,1.84313487707407e-16,-1.23860341439521e-16,9.40083601507115e-17,4.42525944211705e-16,-1.82449450324331e-15,-1.25014672582785e-15,1.86428777473303e-15,-1.99158874742146e-15,-0.0995037190210007
"t15",-0.00869780741028878,-0.0945951044865376,0.0290921950172671,-0.0813730494847026,0.0531718395257745,0.120560552730416,-0.0278751335841672,-0.00324853330106943,-0.0160788507269626,6.94876469945029e-05,-0.00589380965293741,0.020179299397313,0.00283911681103,0.303533482675623,-0.18072477905302,-0.000249428346846881,0.0221042427421607,0.0304311893103741,0.0214971418170315,2.71234599243624e-06,0.000924876308238113,0.0341177265554506,-0.00123745722418119,0.00144875472130342,-0.000832152054410899,0.0289007367447479,0.00197809223582644,0.00233835992479847,-3.04999463039367e-06,1.64318845287392e-07,-7.345839546319e-06,-5.174830331109e-06,0.024352465627281,-0.00065026432879272,-0.00262755373620626,0.000586511682420649,-0.0111630391033421,-0.37688915775611,0.182843810185492,0.803384387002838,-0.0583411042388807,0.000319974891695318,0.000116840852411396,-0.000581463137230103,0.000190105364693217,-2.91016922575422e-05,0.00600173256894485,-1.27109617873351e-05,0.0314071145187414,0.00189545895576388,5.75797815093558e-05,2.83644544417883e-16,-0.00166960118173648,-7.10799224578853e-05,0.000463059241332158,-3.12131052635025e-05,0.00122641347847321,-4.96772511915488e-16,0.000115043189525226,-9.97242882483814e-06,2.74889692805354e-16,7.97837324870841e-05,0.000141344813534982,-0.000201133148631208,2.8006629454887e-16,-8.86419067879839e-17,2.7033610905252e-05,-0.000138738039210899,2.39795656060262e-05,-2.26501492983337e-18,0.000437372176808363,-8.9168475475721e-17,-2.02551936181962e-17,4.97662871286316e-16,-1.01166026113888e-16,-1.44707641314569e-16,-2.08230644437454e-09,0.000407175832297176,3.99844158314265e-17,-7.91352371211042e-06,6.8868992857393e-05,2.05809756878657e-16,-1.42543166167659e-16,-0.000159508080398799,-3.52886267317618e-17,6.45602833545905e-17,-1.16817978593502e-05,1.93455906100587e-16,2.75345420108981e-16,-6.35932238559553e-18,-8.26670185024582e-17,-7.87573835568124e-16,5.12897358404007e-16,5.54037413471549e-17,1.96133771773097e-16,6.4207494931941e-16,-1.88423542541624e-15,-1.56931505434347e-15,2.30778067495714e-15,-2.0076050166356e-15,-0.0995037190209948
"t77",-0.00909244569157538,-0.0995712343963139,0.0314453104097463,-0.0912131850489668,0.059942154845364,0.137282365908799,-0.0324182507110953,-0.00383000111027708,-0.0196342187427549,9.03349359315774e-05,-0.00795511249286694,0.027510205789875,0.00422426854465306,0.492158442475651,-0.294670495644112,-0.000409874093292195,0.0369702365201401,0.0559561631375367,0.041435781600936,5.38074447049944e-06,0.00194753312939525,0.0776909502958157,-0.00333924909693082,0.00395424822887683,-0.00230204768283359,0.118598137967366,0.0159562586981741,0.020846768300477,-4.09211364952562e-05,4.14576120123106e-06,-0.000675379544906513,3.14540590000127e-05,-0.0795140604457503,0.000777265619263557,0.00274014611629014,-0.00044083631393732,0.00476328985267611,0.152764743641057,-0.0735538055100072,-0.233971722928542,0.0109960211920273,-5.34009181875953e-05,-1.86372945957333e-05,6.4712980526348e-05,-5.89327306422839e-06,-1.68607974865853e-07,0.000430263481369516,-9.32949135382175e-07,0.00269867137360248,0.000199958255451649,7.50776113467169e-06,-3.68245320685021e-16,-0.00027240830249838,-1.20793896944855e-05,8.1936359909376e-05,-5.75901126281236e-06,0.000237556119461728,-2.40021462390674e-16,3.17637317660793e-05,-2.80562551998833e-06,-4.24756394660511e-16,2.2804567373449e-05,4.85734913544817e-05,-7.31285668215607e-05,-2.17881113444634e-16,4.12591959295843e-16,1.07897656280385e-05,-5.80950126578599e-05,1.02399483080098e-05,5.14687734096512e-16,0.000193315866524668,8.48950789507309e-16,-1.86193479164455e-16,7.49650889195643e-16,7.65007736835627e-16,-1.97464483477425e-15,-9.57952205725218e-10,0.000187465045360299,4.89604267024803e-16,-3.67625883447974e-06,3.25408448770575e-05,-2.42808511148981e-15,3.8487243670184e-15,-7.73206018301105e-05,-1.49997766106282e-15,-1.22419776555568e-16,-5.74012325492097e-06,-5.00577328753505e-15,-0.707106781186548,5.2485557885586e-15,-4.74765016515334e-16,-3.34111953305125e-15,3.8314008210141e-16,-7.30389972076286e-16,-7.65632956426981e-17,5.55134810119949e-16,-3.4258036990471e-15,-2.85964315402783e-15,1.06483630721636e-15,-1.02574680361551e-15,-0.0995037190209997
