,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
t42,11.590657,6.274972,8.839356,3.204706,-0.850485,6.2395535,-1.3115021,8.054827,5.7956862,4.392082,5.5985055,4.827469,4.240952,6.1815376,5.076591,3.9987814,6.8840637,4.9911275,1.9187648,7.1060824,6.0357933,6.2286196,4.8179355,6.52394,4.4044814,4.3507376,6.8524284,6.510279,3.9843776,6.5407505,6.2655163,6.9659767,2.2026656
t35,11.562096,6.236193,8.889121,3.1917381,-0.8348294,6.2921214,-1.4169239,8.169852,5.856357,4.3436084,5.670612,4.900321,4.288255,6.2195673,5.1238823,4.037264,6.8742123,4.990141,1.9152014,7.0493717,6.092607,6.2770987,4.7673635,6.4991508,4.350119,4.318526,6.879252,6.530582,3.9892483,6.5596952,6.2170434,6.9596915,2.1727116
t24,10.9526825,6.1371393,8.918139,3.167013,-0.86624897,6.292355,-1.4694693,8.298812,5.861872,4.448529,5.5990386,4.8709874,4.1846924,6.065353,5.0512977,3.890949,6.911425,4.9993615,1.9098368,7.021391,5.9567685,6.173464,4.711565,6.458584,4.3281555,4.3344274,6.9070377,6.455513,3.9124777,6.510344,6.1541443,6.959559,2.2876737
t25,11.577046,6.272669,8.843436,3.2097042,-0.8417301,6.235594,-1.2840388,8.0424385,5.787092,4.394563,5.5906205,4.81613,4.243991,6.1866775,5.0841875,4.002921,6.8865175,4.995238,1.9125996,7.0994506,6.025687,6.2226696,4.818395,6.527368,4.420303,4.340952,6.8387012,6.5200434,3.9993181,6.551349,6.2794757,6.9679585,2.1931937
t22,11.032306,6.189829,8.952961,3.159471,-0.8523377,6.2915134,-1.5481687,8.230209,5.814632,4.4305487,5.6431804,4.9103365,4.2010064,6.0858316,5.0763063,3.9114556,6.8977356,4.985243,1.9232477,7.0199637,6.015253,6.228395,4.7391386,6.458205,4.321926,4.356291,6.9236097,6.473342,3.889868,6.4963403,6.17661,6.958937,2.2716863
t23,11.01926,6.1832066,8.87828,3.2006242,-0.85691077,6.2558517,-1.4601593,8.246613,5.8182826,4.424728,5.5792933,4.8322935,4.2114367,6.1310253,5.064643,3.950314,6.898603,4.99869,1.9019148,7.079278,5.944384,6.173837,4.760549,6.504966,4.388078,4.319049,6.839599,6.5146103,3.974025,6.561952,6.201218,6.9777584,2.2080839
t30,11.223513,6.245024,8.890343,3.1946392,-0.83531547,6.2615104,-1.4146488,8.138221,5.809277,4.4047403,5.602358,4.845877,4.234243,6.157143,5.088407,3.9758523,6.8906484,4.9943595,1.9144195,7.056332,6.0238423,6.2233057,4.7855477,6.50619,4.388503,4.3282375,6.8563967,6.512858,3.9859293,6.5567822,6.254479,6.9594965,2.2074358
t31,11.226063,6.1869993,8.8470335,3.2009242,-0.8734553,6.2680745,-1.358309,8.195085,5.8186903,4.402976,5.5999436,4.828355,4.219978,6.1489954,5.0661106,3.9682205,6.898313,5.0045314,1.8996056,7.081135,5.982474,6.20988,4.762326,6.4935775,4.393951,4.3047867,6.8360324,6.5245285,4.002473,6.584175,6.2214184,6.9793315,2.1818583
t37,11.232673,6.229585,8.87776,3.2072473,-0.83124024,6.2562222,-1.443601,8.144193,5.805533,4.3887477,5.6064253,4.8275185,4.2537303,6.1924825,5.1068397,4.0082774,6.8910813,5.002217,1.8984705,7.0584908,6.0067215,6.2218027,4.7842374,6.513974,4.4152713,4.296545,6.825945,6.546609,4.0222945,6.593737,6.2582226,6.969967,2.1692052
t38,11.229142,6.2409325,8.907996,3.1934137,-0.8173411,6.2612357,-1.4514189,8.15319,5.8212466,4.3966336,5.6187587,4.860459,4.2545247,6.179099,5.108977,3.9966993,6.8872213,4.9918933,1.9129151,7.041221,6.036824,6.228237,4.779279,6.5132227,4.3845596,4.328489,6.8638163,6.517427,3.9787025,6.5476155,6.244889,6.9546933,2.212024
t66,11.416785,4.9358296,10.98754,3.370497,9.880948,3.0763626,3.9219036,5.8746004,5.7137885,7.495805,4.566959,5.9373746,4.9757566,6.5323,7.0794306,3.2376282,5.490719,4.5393853,3.3067904,5.6745634,5.828627,7.121087,5.924613,6.376047,7.088045,3.5108314,7.3735433,2.1056464,4.105483,4.4533215,5.4958262,7.03139,4.076129
t75,11.420935,4.9433618,10.994956,3.3844805,9.887703,3.0708275,3.939724,5.8600874,5.693659,7.481428,4.5498743,5.917159,4.955219,6.5211554,7.0659084,3.2497928,5.5041547,4.519443,3.2540588,5.6593966,5.814553,7.1157246,5.934533,6.3864536,7.1071196,3.5245771,7.3601236,2.122586,4.0925403,4.440805,5.489168,7.0462117,4.09376
t79,11.375059,4.8949666,11.043101,3.384186,9.887375,3.0959198,3.9212074,5.8032613,5.73223,7.454635,4.5729947,5.9166164,4.9931126,6.535788,7.060404,3.3064501,5.522118,4.5599365,3.210534,5.600911,5.797061,7.1287174,5.9699535,6.3340483,7.1207175,3.5261111,7.3606334,2.1613052,4.0894976,4.490007,5.506834,7.106474,4.0841184
t86,11.360586,4.874696,11.047689,3.3837497,9.858868,3.0936487,3.9166415,5.8027477,5.7537594,7.4065223,4.577045,5.8973665,5.0140758,6.528492,7.035,3.306814,5.5594897,4.581796,3.1828775,5.598859,5.762047,7.1186695,6.00085,6.327838,7.145305,3.5335896,7.3606596,2.1941876,4.083694,4.5098343,5.5006266,7.1098404,4.0839157
t87,11.365917,4.8544865,11.041873,3.3514748,9.859878,3.0996644,3.8985503,5.7937245,5.7906857,7.4272313,4.5968,5.9257073,5.05043,6.5610743,7.0720973,3.3154268,5.5243526,4.619619,3.1851826,5.592166,5.790561,7.139162,6.000803,6.271841,7.1257257,3.5000334,7.3931136,2.186917,4.1153784,4.51971,5.5287957,7.116201,4.0621023
t116,11.331798,4.8514657,11.105339,3.3961475,9.877543,3.123931,3.9085827,5.732002,5.7637897,7.388614,4.5871973,5.888376,5.0243597,6.5405345,7.029599,3.3771224,5.5706606,4.5946326,3.0630999,5.5285215,5.7512684,7.1354127,6.030383,6.283905,7.15987,3.543955,7.348998,2.236032,4.072747,4.5357037,5.5198865,7.180907,4.0852838
t123,11.32959,4.8538136,11.121736,3.4052615,9.878906,3.1288881,3.9157233,5.7090797,5.756714,7.3710947,4.581783,5.874314,5.0168304,6.5381656,7.018037,3.3986993,5.5843897,4.588406,3.014582,5.5055413,5.7379704,7.134376,6.045865,6.279465,7.175349,3.553854,7.3400545,2.259543,4.063789,4.5360456,5.5199594,7.2039638,4.0928273
t135,11.258666,4.8021455,11.220438,3.4397368,9.870512,3.1779678,3.9098632,5.5654907,5.7991867,7.2728825,4.6183743,5.8575764,5.0512776,6.544266,6.958911,3.5404913,5.66136,4.6305985,2.5226517,5.3573885,5.6595616,7.134021,6.140091,6.209108,7.2367206,3.5957835,7.305962,2.37441,4.0242314,4.602841,5.520462,7.3535395,4.084111
t136,11.260707,4.7923408,11.208123,3.4218798,9.8686075,3.1796196,3.89774,5.579965,5.802344,7.2881165,4.610229,5.849055,5.0613036,6.5524015,6.9825177,3.5205073,5.634321,4.6390147,2.639315,5.375907,5.687872,7.1444125,6.1222143,6.2083826,7.2164936,3.5763254,7.3236647,2.360306,4.0422325,4.606831,5.5418553,7.336917,4.0838327
t80,11.379469,4.8776245,11.021963,3.3523743,9.880144,3.1010416,3.895371,5.8140798,5.769238,7.4731946,4.5982585,5.9462194,5.030488,6.5609837,7.0877285,3.2935922,5.4958105,4.596553,3.219037,5.6150603,5.822133,7.140127,5.9589376,6.3041677,7.093802,3.4956546,7.3922696,2.1406863,4.1198845,4.501514,5.523983,7.09129,4.0539465
t81,11.3870945,4.8922205,11.006384,3.3534143,9.909666,3.1034338,3.888494,5.836779,5.75097,7.531018,4.6028047,5.9684205,5.0134506,6.5620813,7.105402,3.2707243,5.4685926,4.576503,3.2775197,5.638458,5.855473,7.144264,5.91196,6.3317146,7.059773,3.4907458,7.3916235,2.0871494,4.124882,4.4879045,5.52032,7.066322,4.044144
t78,11.347422,4.86504,11.074488,3.3877237,9.870886,3.1073015,3.9144053,5.7717204,5.759186,7.4087586,4.582126,5.9005494,5.0200644,6.5371842,7.0403566,3.3371155,5.5542884,4.588182,3.1537623,5.5680556,5.765083,7.1289244,6.0106215,6.3073683,7.1466613,3.5347688,7.3570013,2.2067068,4.0810695,4.5211663,5.5117683,7.140848,4.084124
t68,11.41003,4.924728,10.993225,3.3662586,9.886834,3.0830305,3.9147797,5.862178,5.7229004,7.5010858,4.574952,5.942986,4.9846573,6.5400076,7.084886,3.249038,5.486773,4.548589,3.2944198,5.662459,5.8333654,7.126827,5.9246755,6.36252,7.083777,3.5061724,7.3780284,2.1053405,4.1100955,4.461685,5.5026317,7.0433645,4.0692205
t95,11.360453,4.8930326,11.088789,3.4036827,9.903104,3.109368,3.9355662,5.75066,5.717991,7.437354,4.563775,5.8993025,4.978264,6.537266,7.0527306,3.359869,5.531875,4.5462008,3.137477,5.5469623,5.7844834,7.1376395,5.995237,6.319226,7.1443434,3.5421927,7.3417897,2.1986663,4.0724225,4.4954963,5.51646,7.161645,4.102417
t117,11.308176,4.8333025,11.138345,3.4048457,9.874942,3.1470997,3.9099052,5.6696253,5.7849493,7.348373,4.596248,5.876229,5.043643,6.547866,7.0127087,3.429293,5.5876884,4.6169176,2.9221027,5.4681234,5.733343,7.134339,6.0660276,6.2563424,7.1766872,3.5547657,7.3404307,2.2841063,4.063096,4.5590887,5.527805,7.24174,4.080069
t144,11.246733,4.7888293,11.212187,3.4379659,9.897108,3.2251425,3.9077194,5.508075,5.8583155,7.276995,4.63984,5.869302,5.107741,6.571535,6.96035,3.5483956,5.633578,4.688063,2.5251997,5.3157625,5.6972194,7.122855,6.1298194,6.204847,7.2029014,3.5916274,7.308318,2.3781207,4.0329022,4.6171527,5.532621,7.3908653,4.0406013
t235,11.212014,4.818403,11.2675705,3.4752362,9.8835535,3.2587578,3.9115372,5.4705906,5.84544,7.2251005,4.6899085,5.8734636,5.0758033,6.564688,6.9111867,3.6114595,5.7158475,4.662705,2.3385854,5.2760596,5.615774,7.1335583,6.178418,6.2224245,7.2688804,3.6354866,7.271591,2.4173772,3.9885461,4.602138,5.4965696,7.4180202,4.0485606
t236,11.240042,4.810062,11.230988,3.4615433,9.8925085,3.2232797,3.9164183,5.5010924,5.837125,7.264598,4.656289,5.882892,5.0765133,6.557201,6.9322386,3.572948,5.679897,4.658745,2.3621216,5.294383,5.650529,7.1189427,6.1426163,6.2245526,7.2380204,3.6179492,7.284881,2.3856053,4.0063524,4.6071634,5.5032306,7.4109197,4.0494056
t210,11.274597,4.8479605,11.199138,3.4642181,9.901276,3.1981168,3.9483604,5.537632,5.8225856,7.292699,4.6402693,5.905187,5.066224,6.5466824,6.932329,3.5364206,5.667982,4.6466475,2.3337498,5.3341627,5.660659,7.0954404,6.118407,6.258152,7.230246,3.61883,7.2821875,2.3519163,4.006821,4.569116,5.4685683,7.3688335,4.0525103
t201,11.245692,4.7792664,11.228677,3.4557338,9.890754,3.2037323,3.8938468,5.5083666,5.8292694,7.2606835,4.63746,5.861611,5.063519,6.5491214,6.9395165,3.5657845,5.6662254,4.643011,2.3935845,5.286572,5.6602464,7.1299863,6.1515255,6.192318,7.229528,3.6110542,7.29042,2.3909748,4.0128493,4.637064,5.5350833,7.4303803,4.05451
t179,11.16214,4.739882,11.29952,3.4498146,9.850399,3.2468226,3.8492806,5.458131,5.828789,7.21344,4.6740437,5.84149,5.0711966,6.565024,6.9389505,3.6490448,5.7170854,4.656783,2.4260244,5.238707,5.6097317,7.173484,6.1842246,6.1663866,7.274521,3.6118362,7.296123,2.4489107,4.0055757,4.680742,5.5608096,7.4765563,4.0751834
t180,11.202348,4.737574,11.263187,3.44029,9.889667,3.263738,3.8837485,5.433833,5.88072,7.2372804,4.6619325,5.84016,5.125775,6.58642,6.9526153,3.6145911,5.6602197,4.710419,2.4332738,5.235006,5.67069,7.1425004,6.1652613,6.1540117,7.2234826,3.5955904,7.3063416,2.434263,4.0299177,4.66654,5.580709,7.4732018,4.0337343
t167,11.194052,4.7578945,11.257407,3.4567263,9.906825,3.2871566,3.8870711,5.4187064,5.897371,7.253457,4.69031,5.877159,5.1349277,6.5909266,6.93677,3.620558,5.6693544,4.720055,2.4210198,5.218988,5.672263,7.129502,6.143412,6.1953025,7.2168374,3.6125638,7.290105,2.4153364,4.0133376,4.657203,5.546748,7.483354,4.010576
t168,11.188182,4.712258,11.297132,3.4203825,9.85014,3.239135,3.8651304,5.4430203,5.8498106,7.191492,4.637092,5.7860684,5.1037655,6.577099,6.9680085,3.6425936,5.6667566,4.687582,2.470321,5.240446,5.656665,7.179379,6.210596,6.1193657,7.2487173,3.5802107,7.325495,2.4775734,4.0384254,4.6846733,5.6099777,7.4759846,4.0786195
t169,11.215032,4.7604313,11.256171,3.4322548,9.859658,3.2137032,3.8794615,5.5058475,5.82313,7.243738,4.637493,5.837933,5.07551,6.560999,6.9628587,3.59174,5.66957,4.6570807,2.490849,5.2941346,5.6541853,7.15775,6.1608257,6.178801,7.2435822,3.5903733,7.3134995,2.413577,4.0281577,4.6467643,5.5579805,7.4209146,4.0779815
t137,11.20443,4.762222,11.256043,3.4521937,9.888179,3.2501938,3.8838165,5.461703,5.861617,7.2499666,4.6671777,5.864438,5.1026473,6.573272,6.941578,3.6067274,5.6759057,4.6861196,2.456696,5.254834,5.656872,7.1368423,6.152992,6.1889095,7.2307014,3.6091585,7.294063,2.4111438,4.013503,4.6512136,5.542688,7.4547157,4.0398073
t46,11.282276,6.207081,8.851972,3.2246983,-0.8263669,6.272545,-1.2674867,8.096046,5.80624,4.356271,5.6065497,4.7880063,4.279033,6.230351,5.12412,4.0453463,6.8988113,5.0221596,1.8776623,7.047031,5.99542,6.2480826,4.770299,6.497959,4.446118,4.2531104,6.7891736,6.5767097,4.068094,6.6505094,6.283474,6.9876547,2.128319
t47,11.529063,6.2447877,8.881709,3.2188334,-0.7928691,6.2660174,-1.1776131,8.053255,5.8182974,4.355107,5.6134653,4.8249474,4.2974367,6.24135,5.1441374,4.0562015,6.8881927,5.009729,1.8955127,7.0383196,6.0489554,6.2610087,4.7850485,6.5136757,4.429698,4.29192,6.821614,6.5511703,4.037127,6.6008697,6.2930303,6.969979,2.1591735
t26,10.960118,6.134921,8.86471,3.1850367,-0.8825243,6.2759356,-1.3740659,8.31309,5.8653426,4.4459753,5.5793195,4.8467674,4.1838965,6.091933,5.035981,3.9140534,6.9073253,5.0006447,1.9057376,7.0668077,5.9573402,6.1765265,4.725179,6.486916,4.35917,4.3278017,6.8663282,6.479824,3.953805,6.53798,6.1617985,6.9678454,2.2458067
t27,10.995668,6.131364,8.85993,3.188401,-0.883274,6.2931576,-1.3167423,8.303698,5.879336,4.4204025,5.598936,4.8576016,4.199671,6.117734,5.0525274,3.9400008,6.9039803,5.0033174,1.904782,7.0640597,5.988128,6.208203,4.718246,6.4771485,4.3586164,4.328911,6.8646946,6.501151,3.9591424,6.5511208,6.1611376,6.9733906,2.223322
t48,11.417852,6.160004,8.841702,3.2207155,-0.8492759,6.3008447,-0.64517206,8.208268,5.873535,4.3425713,5.6226315,4.8087497,4.2703967,6.211358,5.094125,4.0304728,6.89577,5.0190635,1.8902936,7.0471706,6.0594206,6.2519727,4.730101,6.4920855,4.408541,4.2934527,6.82396,6.548668,4.0358205,6.6385455,6.2676525,6.9831495,2.1180718
t49,11.373169,6.1093802,8.861705,3.2164233,-0.82873636,6.3425303,-0.77001536,8.237606,5.911561,4.3238153,5.6346283,4.8524165,4.303624,6.243166,5.133607,4.062271,6.9127245,5.0395584,1.8670657,7.012847,6.0297575,6.2927775,4.6916556,6.452069,4.3845716,4.2416644,6.817631,6.5489573,4.042863,6.6253824,6.1934934,6.9893417,2.1753378
t44,11.351797,6.153717,8.831912,3.2206192,-0.8639778,6.296181,-0.72639173,8.224373,5.863156,4.3526382,5.6206646,4.799212,4.249429,6.1915236,5.0796304,4.0114226,6.8982925,5.0188947,1.8899376,7.0643373,6.03524,6.239044,4.732078,6.488048,4.4133787,4.2930408,6.815328,6.557004,4.036775,6.6438255,6.249619,6.99274,2.11562
t59,11.649123,6.1966724,8.877416,3.2282195,-0.7859911,6.2976956,-0.8016003,8.04786,5.8903847,4.3471355,5.589132,4.8182817,4.312749,6.2491693,5.135536,4.0663476,6.889965,5.01737,1.8991377,7.000127,6.1079783,6.268635,4.726119,6.5104213,4.431334,4.3002133,6.8349485,6.531298,4.0252447,6.6048684,6.331471,6.96194,2.1560733
t60,11.6154,6.1630673,8.885004,3.2319477,-0.7579543,6.3302126,-0.78926563,8.078161,5.925708,4.319416,5.600412,4.8452034,4.344551,6.2817802,5.1688,4.0989323,6.9031434,5.0382185,1.8779608,6.968084,6.0942736,6.301492,4.6923013,6.480266,4.422776,4.266508,6.820256,6.542819,4.044994,6.6097307,6.298504,6.971456,2.1853156
t50,11.570462,6.17022,8.875528,3.2288764,-0.77986705,6.3164954,-0.8036465,8.093313,5.90492,4.331441,5.600578,4.832817,4.322331,6.2595887,5.147029,4.077061,6.899926,5.030958,1.8836174,6.989903,6.084949,6.283131,4.707915,6.487996,4.42272,4.2784314,6.822413,6.542333,4.03997,6.6135864,6.2986345,6.9721355,2.1701493
t51,11.357559,6.1316915,8.838526,3.2186775,-0.8583461,6.314447,-0.7076547,8.2465515,5.876154,4.340255,5.6298976,4.8159637,4.265812,6.2078404,5.0936403,4.027456,6.90541,5.0281262,1.8789611,7.0500126,6.0251555,6.2559648,4.7202783,6.4702654,4.4004416,4.2700143,6.812936,6.5573635,4.041961,6.642947,6.222144,6.9953485,2.129845
t89,12.84395,6.833638,-0.6471854,4.5165854,8.921212,3.4069219,2.1224668,7.961327,5.8313756,5.4362426,4.673255,7.032694,5.2003093,6.342549,5.531586,5.148145,6.4523983,5.2362638,3.86104,6.5008388,6.3569655,6.055148,5.8077617,6.1252303,4.904301,3.6338482,7.038458,6.1642346,4.562136,6.0064526,4.962398,7.572023,4.277743
t197,12.659577,6.5526743,-0.88883823,5.1527457,8.5994215,3.9049034,3.4451365,7.8479614,5.8693137,4.4910984,4.3655243,6.918298,5.0423536,6.5496573,5.2856946,5.408322,6.6025715,5.099807,3.7028468,6.2418427,6.6068716,5.77286,5.513282,6.3015566,4.950807,3.8471744,7.054938,5.9128766,4.149247,6.0772142,4.8337274,7.206448,4.843754
t203,12.699548,6.7454677,-0.72162485,4.927712,8.771825,3.732139,2.9314334,7.965593,5.8036046,4.8487835,4.519204,6.919893,5.1840982,6.4606814,5.4630218,5.328521,6.558501,5.1177917,3.7949219,6.311696,6.554639,5.978786,5.710154,6.218215,4.974371,3.7887607,7.0345826,5.992351,4.2937126,6.1114883,4.8974214,7.4383507,4.6471944
t204,12.647307,6.6051903,-0.85171926,5.146941,8.627548,3.9046729,3.3776703,7.87898,5.8581862,4.530129,4.3605795,6.90453,5.0777397,6.5611615,5.306017,5.4157,6.6145043,5.08681,3.7400773,6.231481,6.6201015,5.823147,5.523417,6.2689424,4.979424,3.8580465,7.056897,5.8982906,4.1449165,6.1019945,4.809488,7.2056384,4.8407702
t149,12.813027,6.7887554,-0.67731017,4.686031,8.868031,3.5327682,2.4714017,7.963005,5.8534083,5.1771903,4.623181,7.0322933,5.1801147,6.379714,5.5047126,5.224233,6.483178,5.217812,3.8460777,6.4530396,6.4310966,6.018849,5.763729,6.1625943,4.938951,3.670071,7.0290904,6.1201615,4.4750576,6.0403023,4.918984,7.5226045,4.424553
t147,12.723794,6.732398,-0.72602266,4.9077067,8.793156,3.7156856,2.8677938,7.964392,5.8205557,4.8812804,4.5471416,6.946534,5.16493,6.443484,5.463369,5.3197923,6.535684,5.1394343,3.8006358,6.338925,6.539151,5.9701447,5.699136,6.227364,4.973706,3.7548065,7.0360055,6.014873,4.3433514,6.094381,4.89567,7.453533,4.6179495
t164,12.708504,6.7119813,-0.7407711,4.948525,8.757722,3.747436,2.956998,7.9557576,5.8254604,4.816629,4.5129457,6.9361567,5.1536555,6.465398,5.4411216,5.339855,6.5522823,5.131917,3.792234,6.323916,6.5599623,5.948143,5.675594,6.2307367,4.976432,3.7727497,7.036223,5.9968004,4.3025637,6.096577,4.8785787,7.4140353,4.658885
t245,12.658312,6.5761385,-0.89818066,5.1563554,8.634549,3.932526,3.3743134,7.841255,5.890765,4.5308795,4.3662972,6.9315963,5.033007,6.555663,5.2676697,5.3985047,6.5981793,5.1080027,3.7043161,6.239349,6.608363,5.7920713,5.4844904,6.3100533,4.9476357,3.8661823,7.0849586,5.8764524,4.17365,6.0789294,4.8380294,7.212084,4.8458924
t246,12.657535,6.6222496,-0.878899,5.154754,8.654054,3.9185624,3.3943968,7.85229,5.8836436,4.5135384,4.354589,6.920384,5.069999,6.5646186,5.285008,5.406132,6.604885,5.0960593,3.7543101,6.23244,6.6137815,5.8293242,5.4839725,6.263051,4.9970765,3.8834856,7.08,5.8777337,4.1521626,6.112885,4.78307,7.185078,4.849286
t221,12.704525,6.702354,-0.75461423,4.980745,8.733964,3.7672672,3.0330532,7.9421706,5.8304744,4.7622366,4.490392,6.9360094,5.145368,6.4773974,5.4253774,5.3503118,6.559998,5.124414,3.7876234,6.3097267,6.5656333,5.930023,5.6553855,6.23178,4.976058,3.7841651,7.0349336,5.98745,4.271981,6.096435,4.8663454,7.3791757,4.6886444
t121,12.828803,6.802247,-0.6494269,4.54818,8.893039,3.4332602,2.1823606,7.9703918,5.84703,5.3799562,4.636014,7.04184,5.187901,6.373483,5.503015,5.181576,6.4852576,5.2419972,3.869431,6.5019393,6.3905535,6.0390277,5.785298,6.1199,4.9203324,3.6314697,7.0247507,6.164491,4.544202,6.015989,4.9448676,7.538066,4.303995
t134,12.695111,6.684469,-0.7687668,5.019008,8.706953,3.79836,3.1245956,7.930207,5.819097,4.7033534,4.4624,6.9232063,5.1419683,6.490782,5.404341,5.362986,6.5692472,5.114165,3.785618,6.2933927,6.571617,5.9110456,5.634171,6.2281003,4.980798,3.7961857,7.030898,5.9698644,4.227012,6.0997934,4.852065,7.339499,4.7214956
t158,12.685533,6.73739,-0.7151669,4.9327717,8.770319,3.7420266,2.984387,7.9799504,5.8005333,4.8163376,4.5304446,6.919948,5.17803,6.4640102,5.4725614,5.32899,6.5687637,5.1028438,3.7692647,6.2953753,6.5650864,5.974469,5.7082357,6.2495656,4.9489264,3.7850883,7.039157,5.973168,4.3227654,6.1046305,4.914337,7.434643,4.6473274
t241,12.648771,6.6061153,-0.8506239,5.137503,8.635823,3.9008608,3.3571746,7.880763,5.8714976,4.5488324,4.363005,6.907056,5.0805674,6.5610037,5.302551,5.4120603,6.612928,5.089098,3.74438,6.2354207,6.6178393,5.827423,5.5188646,6.2658224,4.9867134,3.8597183,7.059627,5.89892,4.1616206,6.105864,4.8008275,7.206002,4.832596
t242,12.658755,6.6414127,-0.8064202,5.067031,8.682094,3.8492098,3.1822948,7.916323,5.8545694,4.6681247,4.4203334,6.9142785,5.1045394,6.5294275,5.358615,5.384017,6.5978236,5.098959,3.7493036,6.2608643,6.6044183,5.8740177,5.5885396,6.2645917,4.9689307,3.8302853,7.057252,5.9243345,4.2265024,6.0992546,4.847734,7.295417,4.765951
t166,12.750824,6.7346406,-0.7266907,4.8952494,8.803237,3.6991646,2.8837614,7.956313,5.8438663,4.87075,4.5647516,6.979766,5.153605,6.4302983,5.4751315,5.312549,6.5199003,5.1601334,3.8067997,6.3618994,6.5293326,5.970602,5.7014375,6.228693,4.972624,3.7419536,7.034473,6.032414,4.3628793,6.085704,4.8897905,7.471483,4.6069527
t94,12.798029,6.78291,-0.63479793,4.462393,8.886767,3.38304,2.097441,8.006729,5.8656745,5.444486,4.620317,7.05375,5.1904583,6.3935924,5.4638596,5.195996,6.5177455,5.273841,3.8788145,6.560254,6.3967524,6.0254397,5.7844725,6.0677347,4.925248,3.6151803,7.026873,6.170313,4.530185,5.982981,4.9243264,7.513081,4.2098856
