"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116"
"t62",0.0576679083857683,0.0366003416174485,0.0388620582639252,0.203614688519288,-0.00109822289612546,0.00938969921325619,-0.0665621282465043,0.230783909502309,-0.00188650942459944,0.0135459241638255,-0.00806335938469691,-0.0876175173246253,-0.000633155161152764,4.75100067621896e-05,-0.00146705263522876,0.00185736799614707,8.96628244927539e-05,0.000376694795543794,-0.0358770623681993,0.000756088553839825,-0.20988142232048,8.13907600582479e-07,-0.00106686850738922,-0.00670590298423832,0.000179724745094793,-0.00128886283991907,0.000130208582250595,0.000361460896269357,-0.000344054271017131,7.26586900775564e-05,-0.000377792729995934,-2.94379721849518e-08,0.00232361681048452,0.000422487985476454,1.82996269829319e-06,5.9615559415693e-05,0.000250647132257884,-0.000303678824570141,-7.67561773396832e-06,-7.2683813799043e-06,3.90920681218481e-07,0.00130712413229535,0.00106778629369851,-4.28205158971691e-07,0.000440683815053766,-7.98792311101695e-06,-0.000441786741079099,0.0482757363781272,-3.29327474192027e-15,-3.01268803616223e-07,-0.000608179635855316,2.2179593646463e-05,2.16864916409197e-08,-6.28395444613139e-06,6.9790734977111e-06,-1.9965945645818e-08,2.82003979131934e-06,-4.83830392781855e-07,8.26066848520041e-09,3.06732597389822e-05,1.40686614687039e-05,-5.46922731887231e-15,-1.00580264765092e-06,1.25662886340665e-06,-4.48999517045722e-15,-0.569951278973793,0.000104235081538745,-0.000111274082472501,1.38879521316564e-07,-0.000323770026774996,1.04098847346683e-15,1.24740952623651e-05,4.80391516645849e-15,-3.79324625672913e-05,4.97263441088591e-05,-1.55999982197458e-15,-2.45516127301986e-16,8.86995016567578e-16,-4.2126875564704e-05,4.56382587939382e-07,-3.6024879235597e-05,0.707106781186543,3.13387273522417e-06,-9.98893772618622e-06,0.0013242261265997,0.00416424431926907,-9.59829338280424e-15,1.02391747298144e-16,2.05183535609932e-05,-2.92134675069374e-16,0.00015362688053306,-0.00127085720064782,-0.0737317430439372,5.06646911196888e-15,5.33138961697895e-16,-0.00101311876802251,1.46639652548581e-15,4.53358723303213e-16,-5.74197063715817e-16,-2.49012963536512e-16,-4.14240477389241e-16,-4.31175901448593e-16,2.96507180223257e-15,3.20305641997034e-05,4.51411505459281e-06,6.29474555147144e-16,-1.65015273932735e-15,-3.35145262033989e-16,-8.97867317635052e-16,1.3422346823467e-15,3.20475108340836e-15,-1.79298904318296e-14,-2.97175780938281e-15,1.5933085744943e-15,-3.43752073401803e-14,-0.0928476690885186
"t63",0.0576679083857683,0.0366003416174486,0.0388620582639252,0.203614688519288,-0.00109822289612545,0.00938969921325621,-0.0665621282465042,0.230783909502309,-0.00188650942459937,0.0135459241638254,-0.00806335938469693,-0.0876175173246254,-0.000633155161152934,4.75100067620607e-05,-0.00146705263522883,0.00185736799614725,8.96628244927465e-05,0.000376694795543744,-0.0358770623681992,0.000756088553839981,-0.20988142232048,8.13907600372252e-07,-0.00106686850738871,-0.00670590298423794,0.000179724745094714,-0.00128886283991896,0.000130208582250526,0.000361460896270052,-0.000344054271017139,7.26586900774354e-05,-0.000377792729996064,-2.94379722289289e-08,0.00232361681048409,0.00042248798547609,1.82996269839336e-06,5.96155594154453e-05,0.000250647132258092,-0.000303678824570196,-7.67561773414819e-06,-7.26838137991065e-06,3.90920680369746e-07,0.00130712413229466,0.0010677862936982,-4.28205159977696e-07,0.000440683815054152,-7.98792311148716e-06,-0.000441786741079113,0.0482757363781265,-3.48431116471221e-15,-3.0126880326339e-07,-0.000608179635856749,2.21795936462101e-05,2.16864915793472e-08,-6.28395444603841e-06,6.9790734978718e-06,-1.99659463144455e-08,2.82003979091769e-06,-4.83830392571445e-07,8.26066851545304e-09,3.06732597388087e-05,1.40686614692424e-05,-5.33319308491482e-15,-1.00580264905838e-06,1.25662886280936e-06,-2.07526009189739e-15,-0.569951278973784,0.00010423508153854,-0.000111274082471415,1.38879522880667e-07,-0.000323770026774494,-1.73479543301193e-15,1.24740952611997e-05,-3.30071291330515e-15,-3.79324625690539e-05,4.9726344105921e-05,1.16234914636564e-15,-9.0085159430027e-16,-2.46606481839537e-16,-4.21268755596588e-05,4.56382568982192e-07,-3.60248791572656e-05,-0.707106781186551,3.13387272800282e-06,-9.98893772806104e-06,0.00132422612659508,0.00416424431926401,-2.38184372274074e-15,6.36623229417048e-16,2.05183535501023e-05,8.7184601018207e-16,0.000153626880531083,-0.00127085720065026,-0.0737317430439292,1.31491275473454e-15,-9.91276152491722e-16,-0.00101311876801858,1.29292417788961e-15,-1.86368392794191e-16,1.34163231065064e-15,-5.81145804477551e-16,7.76991058215954e-16,-7.58463244440428e-16,-1.50491560621776e-16,3.20305641996685e-05,4.51411505536333e-06,-9.97061565182422e-16,-6.38864307529688e-16,4.01529248598071e-16,1.14350948698662e-16,-2.99681087686563e-16,2.853970855873e-15,-2.2117512902838e-14,-3.04879615913984e-15,7.32885730409782e-16,-4.07149344465875e-14,-0.0928476690885199
"t85",0.0578932694483115,0.0368785124765288,0.039392712630113,0.206997642019659,-0.00111716798366902,0.00957457346521151,-0.0681152394549867,0.237694262714604,-0.00194991370472408,0.0140852590370774,-0.00852163844902292,-0.093201958232998,-0.000679200976894086,5.09857536635714e-05,-0.00157707873131541,0.00200716748030422,9.71056740280071e-05,0.000410649726330707,-0.0393705512740664,0.000845136913627162,-0.236301667514619,9.42387865128015e-07,-0.00126083325430198,-0.00801985363001607,0.000220271515458708,-0.00162370110355755,0.000165847485749452,0.00046180518775087,-0.000442070860389233,9.36442445983735e-05,-0.000487925050198556,-3.90570859341111e-08,0.00311607319162617,0.000571875819450638,2.5046783893336e-06,8.41876874678501e-05,0.000376136210700928,-0.000554479724145299,-1.40330482098327e-05,-1.35823583554903e-05,7.31492114313914e-07,0.00263674649600572,0.00239232646697357,-9.90653561785214e-07,0.0010430677519181,-1.92880650381011e-05,-0.00108805075431451,0.160610146814882,-1.08242098564689e-14,-1.21621558872745e-06,-0.00334488435051543,0.000169686805437561,1.78179306303631e-07,-9.36675726897294e-05,-0.000290153071202213,1.6096586734403e-07,-1.35274177188751e-05,1.62956742912859e-06,-1.64049652617006e-08,-5.3238706735112e-05,-1.31981368100691e-05,3.10344380653354e-15,6.37699694429865e-07,-6.18312517314165e-07,1.40868017792842e-15,0.210750320278822,-1.96055907588857e-05,1.90786288969599e-05,-2.18145161485193e-08,3.88804624002975e-05,-3.75020906859901e-17,-6.17648696038729e-07,1.65160440291306e-15,9.36218772255251e-07,-9.70080227056734e-07,6.00244172247233e-16,7.14876545076295e-16,-4.50728769194515e-16,-2.33123832770456e-07,2.51845518750907e-09,-4.03293877205288e-08,6.20945840668089e-15,-9.21413267734941e-08,1.01648385651233e-06,-0.0001978884243731,-0.000633435984161641,3.79224785114122e-14,-1.17888392778852e-15,-9.61100966279396e-06,-4.53834015179476e-15,-9.43953964174988e-05,0.0130246999447555,0.862664187401522,-1.53265830961074e-14,1.80759043235284e-15,-0.00138694938802844,2.34810504656526e-15,9.2687915311166e-17,1.76483729894452e-16,4.06715157379184e-15,4.26778234285475e-16,5.41525145283272e-16,6.9788742028047e-15,2.69008167455165e-05,3.7390222469399e-06,6.8755474387293e-16,-1.55614555250864e-15,-6.51222506550436e-16,3.6612055794111e-16,5.04392249559976e-16,2.69510869430957e-15,-1.48601411194025e-14,-3.09401795489374e-15,3.97576684533954e-15,-3.78968304864379e-14,-0.0928476690885134
"t115",0.0580023725728869,0.0370128756994609,0.0396480921417401,0.208622828940749,-0.00112626586100919,0.00966322685569608,-0.0688584261912118,0.240988463351266,-0.00198007649565118,0.0143409518416088,-0.00873694151931191,-0.0958163059851738,-0.000700660634562029,5.26052798616919e-05,-0.00162829918656795,0.00207671267720986,0.000100557155064357,0.000426342763987945,-0.0409797579387656,0.000885785779502975,-0.24832046873483,1.00008741762576e-06,-0.00134716652981928,-0.00860176374555805,0.000238050402395481,-0.00176896792810325,0.000181246047069034,0.000505112442087231,-0.0004842860519029,0.000102672620689625,-0.000535270500198725,-4.31535221353063e-08,0.00345233224295683,0.000635069131725325,2.78906206524595e-06,9.44433127722024e-05,0.000427595583032732,-0.000652655394058249,-1.65209954324493e-05,-1.60425338159722e-05,8.64157237390076e-07,0.00314749932773785,0.00289244463210938,-1.20200734162157e-06,0.00126868569546854,-2.35086358989217e-05,-0.00132877922033987,0.20106921805149,-1.38424222412561e-14,-1.54052818968509e-06,-0.00429654004986851,0.000220251127514919,2.31691160468517e-07,-0.000123110260901319,-0.000387929912346343,2.1905648572428e-07,-1.86728458057966e-05,2.2816303205088e-06,-2.36902144838199e-08,-7.76671695535344e-05,-2.04674855623814e-05,3.21140656127121e-15,1.04291785029025e-06,-1.0532296499505e-06,2.05923598464847e-15,0.378060481954399,-4.06412073858382e-05,4.04210674186992e-05,-4.71978321413545e-08,8.98716063907961e-05,-1.3277323255146e-16,-1.79025192740291e-06,-2.58765990022027e-15,3.21340949281522e-06,-3.50814174665937e-06,-5.01499842098665e-16,2.48198957000013e-16,-2.75832846990653e-16,-2.46071305630078e-06,2.71912438081906e-08,-3.63511625644052e-06,3.49189213718514e-15,5.47979278213059e-07,-2.53809528150095e-06,0.000384729081308116,0.00121762855487593,-1.9488478220597e-14,5.27201743365134e-16,9.5039957078912e-06,1.435136681033e-15,8.12181224212981e-05,-0.00533418121883383,-0.349712440558743,6.83559756812347e-15,-1.65050921583534e-16,0.000111882574279303,-1.51409492164065e-15,3.749427755653e-16,4.62042286991636e-16,-2.34598981710126e-15,5.08367549445983e-16,-6.92105512354599e-16,-3.107256958307e-17,5.07906804941021e-06,7.54479534245531e-07,-5.16793159133709e-15,-4.13707404575598e-16,-1.26683623984444e-15,-1.54752940293135e-15,-5.80282586560795e-15,1.0998936831425e-14,-3.30799224074339e-14,3.525138439884e-14,-1.08831362404304e-14,-0.707106781186585,-0.0928476690882518
"t116",0.0580023725728869,0.0370128756994609,0.0396480921417401,0.208622828940749,-0.0011262658610092,0.00966322685569605,-0.0688584261912118,0.240988463351266,-0.00198007649565112,0.0143409518416087,-0.00873694151931196,-0.0958163059851739,-0.000700660634562085,5.26052798610638e-05,-0.00162829918656789,0.00207671267720987,0.00010055715506434,0.000426342763987831,-0.0409797579387655,0.000885785779503016,-0.24832046873483,1.00008741805933e-06,-0.00134716652981929,-0.00860176374555851,0.000238050402395638,-0.00176896792810302,0.000181246047068845,0.000505112442087521,-0.000484286051902662,0.000102672620689706,-0.000535270500198685,-4.3153522075612e-08,0.00345233224295723,0.000635069131726099,2.78906206513195e-06,9.44433127724446e-05,0.000427595583033086,-0.000652655394058886,-1.65209954325523e-05,-1.60425338159062e-05,8.64157237150085e-07,0.00314749932773736,0.00289244463210904,-1.20200734160105e-06,0.00126868569546804,-2.35086358993346e-05,-0.00132877922033953,0.201069218051489,-1.36112703380822e-14,-1.54052818951453e-06,-0.00429654004986911,0.000220251127514597,2.31691160121918e-07,-0.000123110260901846,-0.000387929912346256,2.19056485227932e-07,-1.86728458053845e-05,2.28163032036296e-06,-2.36902141633365e-08,-7.76671695536524e-05,-2.04674855615321e-05,2.97130078031764e-15,1.04291784925825e-06,-1.05322965110463e-06,2.43393625545866e-15,0.378060481954399,-4.06412073864866e-05,4.04210674190024e-05,-4.71978323154422e-08,8.98716063921311e-05,3.27107817523842e-16,-1.79025192755621e-06,-1.61621475367333e-15,3.21340949105698e-06,-3.508141747089e-06,-4.37088746291543e-17,-5.72656168373347e-17,-4.18755107972536e-16,-2.46071305654109e-06,2.71912419540355e-08,-3.6351162563487e-06,-2.7808679516184e-15,5.47979278581574e-07,-2.53809528186997e-06,0.000384729081310589,0.00121762855487766,-1.54257558398593e-14,6.22024191693074e-16,9.50399570740957e-06,3.1178372980873e-15,8.12181224214475e-05,-0.0053341812188333,-0.349712440558743,1.00537264564949e-14,-8.4026837279956e-16,0.000111882574279111,-2.23460655528043e-16,6.18845916658096e-16,4.96724410854941e-16,-1.86821833036843e-15,-2.45586231423327e-16,6.87055749980706e-16,-1.18292895763167e-15,5.07906804712591e-06,7.5447953376206e-07,2.43324471593236e-15,-1.01369896738537e-15,1.5976318904178e-15,2.69488885721985e-16,6.32115649587309e-15,-5.07556391454122e-15,-2.31633628446154e-15,-4.14379625157788e-14,1.32780923329743e-14,0.70710678118651,-0.0928476690888274
"t73",0.0564862088036783,0.0351058913722889,0.0358913617304333,0.184278814439267,-0.000989447957034157,0.00830945169992606,-0.0572405368818354,0.187157592959614,-0.00147436091256077,0.00985474782935192,-0.00439439735241174,-0.0395990667056773,-0.000194958485183763,1.42615607461776e-05,-0.000390913019284474,0.000283534843893159,8.96938494806274e-06,-3.07900105714696e-05,0.0111506007657892,-0.00106966702555738,0.474042707431203,9.23670412562482e-05,-0.00723932508210609,-0.0334376363677061,0.000648909378402895,-0.00387487201850887,0.000372570190775123,0.00102170684028324,-0.000952139483685254,0.000198946163039105,-0.00102722697664958,-7.43121576445198e-08,0.0057307420081596,0.00102329966287133,4.34714167846056e-06,0.000135393073014897,0.000535092499562983,-0.00057552227159781,-1.4536828293876e-05,-1.36118371427757e-05,7.31589511571245e-07,0.00235108524286108,0.001803692163498,-7.07608088107718e-07,0.000716207098527889,-1.27846383452787e-05,-0.000695889853062011,0.0507849800743115,-3.41912924297945e-15,-1.59853333514442e-07,0.000446360054098072,-6.40159038767965e-05,-7.56807823850874e-08,7.04236017381779e-05,0.000443747125752091,-5.09725760322165e-07,9.40500507868004e-05,-0.000109443497923524,-8.45248005207567e-08,-0.000210832554530895,-2.18252461976399e-05,-9.81359952844918e-17,5.81006826312397e-07,-3.03236130621255e-07,3.56641697721487e-16,0.00395660201881288,2.41939428810093e-05,-2.72574522773263e-05,3.53117105363411e-08,-8.69782497983278e-05,-2.44847312766845e-16,2.83200528388917e-06,-9.69034947040897e-16,-5.9796094789734e-06,6.64231589464449e-06,3.73867244310944e-16,-5.01306707759199e-16,-1.96419674392839e-16,1.41810418434335e-05,-1.5713242881324e-07,2.49232128968693e-05,3.35863009988174e-15,-6.4270829108511e-06,9.58667273546019e-05,-0.144247763785334,-0.813728376614717,2.91752886132246e-13,4.63832713977285e-15,0.000104395856748288,-1.24269862993262e-15,0.00066421310634939,-0.000514772855862125,-0.00286393495940894,-1.33112581377956e-16,1.78991334209716e-15,-0.0026534048679255,4.29388307212719e-15,-1.60653370253106e-15,-2.83237983994136e-15,8.20173054424891e-16,1.94138199353352e-15,-6.00322685023251e-16,-1.47752008809738e-15,6.79655837300857e-05,9.49724722025482e-06,6.84006675394155e-16,-1.62141613568963e-15,-8.49586901081175e-16,9.71846702871669e-17,1.75339827654358e-16,3.14796340106262e-15,-1.53826921482565e-14,-2.26222144208535e-15,3.00938240624949e-15,-3.66877149873351e-14,-0.0928476690885202
"t97",0.0565820948542354,0.0352211554208659,0.0361012048837174,0.18558410173505,-0.000996718069484338,0.008378890752462,-0.0578044391007295,0.189501424083175,-0.0014949783082236,0.0100165871216191,-0.0044950293453573,-0.0406065928070387,-0.000200551058716313,1.46728722894152e-05,-0.000402442716757425,0.000292461528544824,9.25913796055917e-06,-3.18602004202198e-05,0.0115654247575533,-0.00111658488367875,0.496046780592453,9.75426832857161e-05,-0.00769386628536814,-0.0356648389655873,0.000697095814279674,-0.00419457364989799,0.000404500714475384,0.00111017048767999,-0.00103612745900114,0.000216668145905674,-0.0011193383913541,-8.15301774200668e-08,0.0063039184749046,0.00112817926165546,4.80532204032518e-06,0.000150738367941429,0.000603484225369911,-0.000671789500239376,-1.69717506735152e-05,-1.59436765568426e-05,8.57086614634746e-07,0.00278332802729673,0.00216311108742067,-8.51684279863127e-07,0.000864176610672388,-1.54585762332755e-05,-0.000843153881616207,0.0631282011292761,-3.93166006323401e-15,-2.01153480359593e-07,0.000570035040856964,-8.26653453450489e-05,-9.79166054549578e-08,9.21676185479152e-05,0.000591602418992842,-6.92889316047615e-07,0.000129875162488785,-0.000153557120514243,-1.2283596560186e-07,-0.000310009836315947,-3.45014911953488e-05,2.96656091021861e-16,9.80848851690335e-07,-5.39362172911266e-07,-4.60602530705817e-16,0.00753974132831542,5.68740349458769e-05,-6.63071882259482e-05,8.88410756047628e-08,-0.000244539368425549,2.05540837417475e-16,1.25922144785413e-05,-7.10967166289332e-16,-4.29473964515078e-05,5.78813541519731e-05,-1.43718268576648e-16,4.80527920138965e-16,1.04165694973572e-16,-6.51916750348059e-05,7.08476224249203e-07,-6.3317667142596e-05,-2.39283281968262e-15,7.70486939371769e-06,-6.0640268470568e-05,0.070350835591274,0.391788665343888,-1.41510673296509e-13,-1.92533902449862e-15,-1.79353428153257e-05,5.96912101328572e-16,-8.04617842414636e-05,-3.94175812959336e-05,-0.000224979456610921,2.09954374754708e-15,-1.53385613573328e-15,-0.000647407681594087,-5.55791397572057e-15,2.32798933715844e-15,3.34389055177123e-15,-8.21307952954716e-16,-1.39074406225653e-15,2.11715999534817e-16,2.58397923633323e-15,2.71252351298311e-05,3.86571181926204e-06,0.707106781186546,-5.51155853714477e-15,-9.4670104532878e-16,3.94661584120549e-15,-3.10979443719345e-15,4.70608922313504e-15,-1.89871177895202e-14,-4.19144259931067e-15,-2.93720508354522e-16,-4.21802357897711e-14,-0.0928476690885334
"t98",0.0565820948542354,0.0352211554208659,0.0361012048837174,0.18558410173505,-0.000996718069484321,0.00837889075246193,-0.0578044391007295,0.189501424083175,-0.00149497830822357,0.0100165871216191,-0.00449502934535737,-0.0406065928070386,-0.000200551058716384,1.46728722894993e-05,-0.000402442716757491,0.000292461528544825,9.25913796069036e-06,-3.18602004200801e-05,0.0115654247575532,-0.00111658488367872,0.496046780592453,9.75426832859879e-05,-0.00769386628536806,-0.0356648389655869,0.000697095814279669,-0.00419457364989798,0.000404500714475356,0.00111017048768048,-0.00103612745900148,0.000216668145905694,-0.00111933839135405,-8.15301773641771e-08,0.00630391847490444,0.00112817926165575,4.80532204019441e-06,0.000150738367941102,0.000603484225369557,-0.00067178950023955,-1.69717506733712e-05,-1.59436765566318e-05,8.57086614870391e-07,0.00278332802729667,0.0021631110874206,-8.51684279273056e-07,0.000864176610672385,-1.54585762330219e-05,-0.00084315388161618,0.063128201129277,-4.12996064058161e-15,-2.01153480740799e-07,0.000570035040856809,-8.266534534479e-05,-9.79166052214241e-08,9.21676185480411e-05,0.000591602418992894,-6.92889315838472e-07,0.000129875162488195,-0.000153557120514405,-1.22835965664591e-07,-0.000310009836316849,-3.45014911948529e-05,3.29095777603293e-17,9.80848851773303e-07,-5.39362173846987e-07,2.26347965781524e-16,0.00753974132831412,5.68740349457123e-05,-6.63071882265131e-05,8.88410746787428e-08,-0.000244539368425082,9.00265082285005e-17,1.25922144780508e-05,1.12090082434223e-15,-4.29473964515934e-05,5.78813541522291e-05,-1.53768415237427e-16,-4.16735057630603e-17,-2.36234030421909e-16,-6.51916750337504e-05,7.08476220643597e-07,-6.33176671413236e-05,-4.77698102282187e-16,7.70486939232334e-06,-6.06402684691602e-05,0.0703508355912763,0.391788665343884,-1.42013743104543e-13,-2.53442584749322e-15,-1.79353428093327e-05,7.24277762055424e-16,-8.04617842413737e-05,-3.94175812969288e-05,-0.000224979456608651,5.4419222048854e-15,-1.3981678768798e-17,-0.000647407681591818,5.82534147364801e-15,-6.06765935251255e-17,3.67095246816009e-16,-4.77441581093043e-16,7.34333587177553e-16,1.51539670214667e-16,3.74971341218964e-15,2.71252351445169e-05,3.86571181944271e-06,-0.707106781186549,4.07627499797515e-15,1.62378491780427e-15,-5.08004543694514e-15,4.41890545261355e-15,8.99005183301865e-16,-1.89697705547603e-14,-2.52892304310054e-15,2.62755382519059e-15,-3.45717404825892e-14,-0.0928476690885231
"t39",0.0521323150923591,0.0294485926270376,0.024084051387547,0.105393505033461,-0.000543078358364768,0.00377276083236436,-0.0166123267598663,-0.0181325105424367,0.000562240847119024,-0.0102303845310156,0.0260514455887586,0.507979748044873,0.0120529068779006,-0.000994919376380947,0.0519796067448422,0.0718213274026178,0.00192734846197525,0.00356091836915875,-0.214403157336546,0.00129347316798452,-0.0214063693543606,0.000129825642617953,-0.0122341281576505,-0.0594007930577013,0.00121834122015013,-0.00748968282697842,0.000725166715617785,0.00199188635180737,-0.00186133846727676,0.000389435849952223,-0.00201250059633955,-1.4674110239066e-07,0.0113379766401781,0.00202707989476979,8.62053612135439e-06,0.000268766261464175,0.00105810953678287,-0.00108292842951988,-2.7338746442864e-05,-2.53629892194059e-05,1.36235846327818e-06,0.00420893743406511,0.00297881379633317,-1.13070521301543e-06,0.001114363963758,-1.938515565093e-05,-0.00102582573355984,0.00662061133898643,-1.01760580234643e-15,6.08016702540187e-07,0.00435186105002419,-0.000349354454007968,-3.93460536410054e-07,0.00030443294516849,0.00167892005752562,-1.81031130607671e-06,0.000325084680008018,-0.000372367304008278,-2.83881029960857e-07,-0.000707788634855051,-7.44238810919452e-05,1.57387514028081e-16,2.02338521383982e-06,-1.06210869498788e-06,5.82729468917614e-15,0.000829529983835053,-7.39729675769777e-06,0.75503358778201,4.13636825215065e-07,-0.000677682770879648,-2.10944428073566e-15,2.86580847358678e-05,1.11891045496448e-14,-9.33352598641667e-05,0.000124421842060955,9.107743193082e-16,-8.18101837414206e-16,5.62320117059578e-16,-0.000122815936339168,1.33237499508943e-06,-0.000110453160474914,-2.27472422757291e-16,1.04636940416922e-05,-3.53584092331404e-05,0.00239137950665723,0.000693035460966621,1.1824584254946e-15,-4.78810998109144e-16,9.45729650053838e-05,4.60384244920019e-16,0.000731692613121021,-0.00114842348284232,-0.000452990569386142,5.58214008104861e-14,2.30523519543887e-15,-0.296892435553264,3.54321527161193e-13,2.29951880721741e-15,2.19865373870062e-15,-1.49617320074983e-15,-4.22039445577723e-15,-1.55891723173321e-16,2.92757697948648e-15,-4.61971791524007e-05,-5.40087433063435e-06,-1.34407344816681e-15,-1.43327160712677e-15,7.06045724167753e-16,-2.51732885611311e-16,1.31695475082904e-16,3.11886974589396e-15,-2.04182276876729e-14,-3.8943364492033e-15,3.75221597159903e-15,-3.79470285540495e-14,-0.0928476690885215
"t47",0.0519560533194054,0.0292565802159323,0.0238057518875156,0.103921443481578,-0.000535213710685527,0.00371073849054372,-0.016291264667516,-0.0176892081271208,0.000546933049601981,-0.00990473094230853,0.0249085818666885,0.483333135367669,0.0113973949186981,-0.000940532866626375,0.0490771616172987,0.0675555959652671,0.00181006170049501,0.0033287777754517,-0.19950734955149,0.00118874687401379,-0.0195803256742363,0.000116675932255999,-0.0108613996184361,-0.0523754913093916,0.00105973280410673,-0.00642093050283008,0.000618236750064466,0.00169557700170415,-0.00157999320010582,0.000330075105208203,-0.00170400064367861,-1.22665500166669e-07,0.00943127700119722,0.00167912482794781,7.10580421398539e-06,0.000218611149208963,0.000840352127811551,-0.000807851692071872,-2.03871097340665e-05,-1.88031429694422e-05,1.00964247747469e-06,0.00306134011149557,0.00211726809809152,-7.98548393514064e-07,0.000783560072883892,-1.35798397052811e-05,-0.000716039909170458,0.00441875197568121,7.77855148807605e-17,3.97295320690242e-07,0.00277245850080381,-0.000218395019018327,-2.45165711927702e-07,0.000186042713881759,0.000994683753825204,-1.0385701578056e-06,0.000181748175520561,-0.000202876446417161,-1.4624143172958e-07,-0.000357975321445408,-3.37427726657606e-05,-2.3005361796152e-15,8.37306891620032e-07,-4.12141862172558e-07,-2.38330280785695e-15,0.000301618946411724,4.4314066857792e-05,-0.105966235904255,4.11484811295731e-09,-5.50645718876195e-05,-4.14962913169483e-19,7.78377930085432e-07,-4.52523734045488e-15,2.3140163636051e-06,-4.91441643452375e-06,-1.04755108862281e-15,1.01007109999466e-15,-2.87871011137223e-16,2.66638525453437e-05,-2.91926747172615e-07,3.2524374568031e-05,2.06806446720275e-15,-4.70301357861028e-06,2.22755835500722e-05,-0.001700176605042,-0.000495524908047614,-5.51485396231633e-15,2.2003887013633e-15,-9.61448049053195e-05,-1.12276687106094e-15,-0.000802358719100006,0.00184948331399729,0.00073307532658675,-1.53809232134526e-13,-4.55879251300092e-15,0.824587259103844,-9.82880657475253e-13,-6.57271472267944e-15,-4.33295192341061e-15,3.82303574939377e-15,1.28024240917966e-14,-2.45398725760586e-16,-1.54259697762963e-15,0.000436694803815094,5.84190948017343e-05,6.47154354578022e-16,-4.01177368810705e-16,-2.42663793160226e-15,-6.32878371939166e-16,3.00621635947798e-16,2.62258840331828e-15,-1.05397403291965e-14,-1.94907267489652e-15,-3.4713407670117e-15,-3.76330135750407e-14,-0.092847669088533
"t48",0.0521715880591659,0.0294914120014114,0.0241462000152055,0.105722461933505,-0.000544836100637921,0.00378663044175217,-0.0166841824748346,-0.0182318702709533,0.000565674627486676,-0.0103035321664594,0.0263090769551087,0.513543614452706,0.0122011541660192,-0.00100722021995492,0.0526363061834647,0.0727875571017518,0.00195392730252546,0.00361359731672974,-0.21778807685699,0.00131736105657539,-0.0218234927960702,0.000132846010515247,-0.0125506628971925,-0.061024338285357,0.00125515962665979,-0.00773898395688711,0.000750156852065317,0.00206117171724056,-0.00192718837550738,0.000403336641870552,-0.00208476892606672,-1.5240619699157e-07,0.0117874105985,0.00210921982503249,8.97873972381588e-06,0.000280684332473185,0.00111031681687182,-0.00115054704506884,-2.90478342994168e-05,-2.69797442341389e-05,1.44930270574649e-06,0.00449410804776111,0.0031951088453741,-1.21433851218884e-06,0.00119782501203239,-2.08523559617903e-05,-0.00110425044457831,0.00719029670828295,1.42937390016114e-16,6.63133961096722e-07,0.00477062893082626,-0.000384445930161159,-4.33271121490399e-07,0.000336576859716916,0.00186824756668496,-2.0283645700199e-06,0.000366311491718754,-0.000422042607776044,-3.26067953259457e-07,-0.000816740560510884,-8.86183871192343e-05,1.98372594234791e-15,2.49559393199951e-06,-1.35787091047966e-06,-3.3978661597893e-15,0.00113455360771042,0.000252211628016051,-0.647066576324781,2.69577815032034e-08,-0.000459731654222996,2.35152832448335e-15,2.77329837219486e-05,-6.67779818193392e-15,-9.53829024483487e-05,0.00012850936328625,-9.458889766559e-18,-1.91693670390413e-16,-5.17160978653938e-16,-0.00013688338225796,1.48586964083185e-06,-0.000125731741228087,-1.72833369687459e-15,1.23327630388689e-05,-4.31175236392334e-05,0.00295716816064325,0.000857589094849316,1.1480066260656e-15,-1.06099063664132e-15,0.000122748266213472,8.35620283646813e-16,0.000960998275297164,-0.00161921765321399,-0.000639349545865307,9.47674167747613e-14,2.30864189998486e-15,-0.481463151387956,5.72832228964485e-13,4.76927854489505e-15,2.85058037365276e-15,-2.7747834797834e-15,-7.17156113144725e-15,1.42272809217416e-16,2.77818220344562e-15,-0.000129611619213175,-1.64540130795441e-05,-1.07950324517946e-15,-1.31019490027085e-15,1.5610274643405e-15,-2.90255947848077e-16,6.67450753267754e-16,3.08460563359494e-15,-2.20725730235958e-14,-3.37747624520173e-15,4.09698267084818e-15,-3.7673557586995e-14,-0.0928476690885225
