,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
t11,4.5191116,7.6830587,4.0936055,6.0658307,5.7758064,6.945434,6.357393,4.7262125,3.2689583,5.236024,6.2249103,5.295955,6.9817076,4.5078754,3.3225145,5.783725,3.7412033,6.805376,5.642375,5.630076,2.3404431,4.917635,2.4592123,4.0404615,5.7804985,5.365746,4.3384037,2.8871822,5.098947
t12,4.504585,7.679391,4.10524,6.08248,5.756594,6.933063,6.3966794,4.7711225,3.2956543,5.2524447,6.2008333,5.311668,6.9527354,4.4756284,3.308951,5.7513685,3.7370255,6.786764,5.633708,5.601312,2.3699257,4.899322,2.481449,4.05803,5.786174,5.3594007,4.32204,2.934733,5.103783
t13,4.148299,7.521863,4.283044,6.1031065,5.6277018,6.8052735,6.498422,4.913671,3.3381865,5.3245487,6.176926,5.3702235,6.8264265,4.4540377,3.2442517,5.699192,3.6340306,6.725489,5.536478,5.565707,2.4642186,4.8725567,2.4543533,4.1251464,5.804359,5.283797,4.303445,3.081599,5.066014
t14,4.195371,7.5696526,4.2115974,6.1031256,5.5545554,6.7506356,6.641607,4.9703836,3.5442078,5.324465,6.1122255,5.372684,6.716424,4.3367376,3.2302294,5.5106325,3.576899,6.6010857,5.4921217,5.4137454,2.5717053,4.845194,2.5116143,4.194232,5.8243923,5.2256064,4.297445,3.242142,5.0350337
t15,4.1581016,7.567762,4.204919,6.0842032,5.5120387,6.748439,6.680656,4.9958954,3.54823,5.333722,6.097028,5.4025607,6.6929054,4.3350787,3.2596593,5.4691358,3.5613687,6.605951,5.4676776,5.385179,2.5932927,4.8779664,2.50889,4.214927,5.8178415,5.2058043,4.2880735,3.2741683,5.043239
t16,4.177692,7.5481863,4.2358994,6.0647697,5.612784,6.8200564,6.544915,4.90352,3.413719,5.2894855,6.1832213,5.3295603,6.818976,4.432611,3.2344837,5.637905,3.5586495,6.680973,5.52651,5.5423307,2.4903173,4.916167,2.4546525,4.155244,5.771439,5.260385,4.286102,3.1692,5.025222
t17,4.130746,7.5729156,4.185694,6.059724,5.4492154,6.7298174,6.731531,5.042194,3.579307,5.3628387,6.0790815,5.43631,6.638842,4.3190193,3.2829356,5.412919,3.5212505,6.5943947,5.4215145,5.339749,2.6377423,4.9066987,2.500075,4.24998,5.805092,5.1606116,4.2752676,3.3187878,5.0375624
t18,4.161649,7.5186343,4.234017,6.0952206,5.461029,6.7076874,6.7204537,5.0795383,3.5786698,5.3501053,6.0660787,5.4357247,6.633583,4.3028026,3.2971148,5.4171066,3.5579498,6.567754,5.4509134,5.3491235,2.6640582,4.8946595,2.5362527,4.2616105,5.814508,5.1855373,4.268912,3.3131533,5.036979
t19,2.9077747,6.0079846,5.503028,6.735123,5.6064343,6.3223743,6.168956,5.519859,3.0217237,5.3251233,5.923868,5.3775043,6.8197165,4.368303,3.173932,6.050157,3.8514318,6.7189684,5.859804,5.7993526,2.6730614,4.828537,2.5464823,4.0839615,5.8476567,5.38389,4.019585,3.0981228,5.1889577
t20,3.9348574,7.2212434,4.4971333,6.2199,5.638005,6.7284317,6.471448,5.0316133,3.333143,5.3319726,6.127183,5.3566146,6.8138256,4.391687,3.1969137,5.715995,3.6404104,6.6880403,5.599134,5.5803547,2.522873,4.8485065,2.5088558,4.1336226,5.790832,5.313967,4.2334256,3.147662,5.0703754
t21,4.055772,7.519558,4.216497,6.0782194,5.4066205,6.716976,6.7383475,5.1021194,3.5857935,5.4546347,6.117819,5.4327774,6.6130104,4.327282,3.2465947,5.420007,3.487595,6.617724,5.3822775,5.3413663,2.6554182,4.8934526,2.4577901,4.23102,5.7273927,5.13151,4.223485,3.3602016,5.021092
t22,13.074031,1.0147429,3.3413982,7.9610653,5.1014986,6.725711,5.053586,3.3339236,4.398344,4.9053445,5.272447,5.6653976,8.90584,4.034265,4.7282715,4.5348835,5.46011,5.221309,6.7038937,5.449191,1.4903401,5.3025503,2.6241825,3.0401802,5.2678885,5.1816206,5.1349187,2.2778,5.5300617
t23,13.057039,1.0332803,3.3497677,7.9365945,5.0787168,6.7086334,5.07717,3.3531833,4.4076366,4.922056,5.2946005,5.655839,8.931713,4.056558,4.7452626,4.5098066,5.450272,5.2446713,6.7307825,5.473721,1.4807403,5.289459,2.6442132,3.0275888,5.279279,5.2082086,5.1418037,2.2999816,5.523444
t24,4.0156493,7.5721807,4.2062345,6.0707207,5.5321393,6.808957,6.642484,4.946255,3.4513388,5.3540807,6.1658525,5.367496,6.7834496,4.4113913,3.2196295,5.544534,3.5381827,6.6979775,5.47583,5.4615803,2.5123518,4.9011126,2.446422,4.148734,5.7524176,5.244768,4.258216,3.280855,5.051292
t25,13.04492,1.0414797,3.353793,7.9334965,5.0761776,6.708044,5.0780106,3.3576913,4.4054527,4.920704,5.2993464,5.6567926,8.937721,4.0583024,4.7472086,4.5085034,5.4463086,5.248342,6.729199,5.473184,1.4837185,5.287139,2.6499748,3.0271332,5.282054,5.209302,5.14252,2.3017418,5.51888
t26,3.950978,7.6535087,4.1399565,6.036594,5.526826,6.844524,6.666666,4.8957324,3.4643147,5.3515086,6.199512,5.3448157,6.8019896,4.4361362,3.1990287,5.5320773,3.5030327,6.720091,5.4546785,5.45024,2.4774902,4.910047,2.4144382,4.127961,5.7334795,5.238267,4.2656837,3.2997482,5.0419106
t27,3.755724,7.8011985,4.0164733,5.9555774,5.4358172,6.896291,6.808695,4.848168,3.5143235,5.3859363,6.251093,5.346472,6.791529,4.485893,3.1829863,5.418329,3.4088082,6.771632,5.363061,5.380993,2.4412816,4.9521637,2.3345094,4.1094575,5.680604,5.1892066,4.260701,3.4437182,5.0347834
t28,3.886367,7.7146506,4.083869,5.9944167,5.4764285,6.863381,6.7377934,4.8837767,3.5059245,5.362464,6.219904,5.342936,6.785809,4.44844,3.1935802,5.4689326,3.448229,6.725689,5.4077663,5.4053965,2.475258,4.93536,2.3841453,4.133415,5.7061753,5.2083735,4.2630897,3.3742316,5.0279894
t29,4.0744157,7.612255,4.1421957,6.0303683,5.394206,6.7137823,6.7988853,5.058141,3.6313875,5.387845,6.0665846,5.457814,6.596177,4.2999363,3.2856455,5.3470097,3.4745162,6.5753665,5.3700128,5.276877,2.6653335,4.9147573,2.4844449,4.27651,5.8054776,5.1162353,4.2800136,3.3714745,5.0275855
t30,13.285844,0.9028335,3.2660017,7.957598,5.118234,6.806952,5.0568857,3.2976828,4.4739785,4.979035,5.19757,5.735131,8.8842745,4.094977,4.6961074,4.524351,5.4913955,5.1348577,6.7572823,5.471108,1.4512659,5.3764973,2.5523884,2.9555218,5.192287,5.1704693,5.1340013,2.2227635,5.626594
t31,4.093453,7.591484,4.1703315,6.056998,5.4287024,6.7186513,6.7709675,5.041214,3.613567,5.3622794,6.067615,5.4406486,6.621157,4.3034825,3.278255,5.3722997,3.5130258,6.5755134,5.4053407,5.305441,2.6477613,4.894932,2.5049212,4.259429,5.820994,5.1496015,4.285819,3.3561428,5.0353384
t32,4.070267,7.5958805,4.1708236,6.061376,5.43748,6.7337456,6.759272,5.030529,3.6008072,5.3685102,6.086536,5.42672,6.643397,4.3192925,3.262749,5.388365,3.514646,6.5945516,5.4127073,5.325498,2.6269977,4.8908606,2.4937909,4.2370334,5.7999997,5.161123,4.2734733,3.3661418,5.038402
t33,13.378968,0.8898499,3.3202744,8.060505,5.515282,6.861073,5.0459223,3.3503876,4.4227943,4.989459,4.9614944,5.8301706,8.460255,3.9680853,4.7249107,4.715287,5.6536345,4.8970137,6.8088956,5.572983,1.2754413,5.677127,2.3445587,2.9714892,5.2284403,5.1768317,5.0802984,1.9395237,5.5883837
t34,2.9263403,5.9525547,5.4509373,6.64251,5.7554297,6.377827,6.2664375,5.4704866,3.0221953,5.4554806,5.9821825,5.3478785,6.7751765,4.3511114,3.1106212,6.0541496,3.7908103,6.672781,5.860193,5.820422,2.6664674,4.8268647,2.5634327,4.135437,5.7704854,5.348584,4.114668,3.1330135,5.154044
t35,2.8946373,5.8965416,5.4763455,6.6921544,5.718973,6.3673153,6.2109036,5.4723864,3.049658,5.422674,5.961945,5.3890715,6.748539,4.310309,3.102112,6.027332,3.8094752,6.6797204,5.8319216,5.773116,2.6672847,4.774047,2.6228538,4.1457715,5.8168697,5.379698,4.0842566,3.116115,5.1252537
t36,2.8426354,5.8505554,5.5303826,6.7302413,5.6908393,6.3506274,6.180532,5.4836955,3.0471556,5.395939,5.9423823,5.399206,6.7500153,4.3129115,3.1156912,6.031297,3.8319468,6.684811,5.841427,5.772951,2.663543,4.7776737,2.6206098,4.133445,5.826755,5.3849673,4.051818,3.1070313,5.1323457
t37,13.238617,0.9156632,3.2895296,8.021876,5.187259,6.778482,5.0300207,3.3250308,4.4622164,5.0035067,5.1156063,5.766057,8.75447,4.024455,4.719402,4.613244,5.6116796,5.047392,6.7645917,5.5007195,1.4005226,5.4978695,2.5049596,2.971136,5.250749,5.2114058,5.159757,2.1089888,5.5818467
t38,2.9371996,5.945503,5.4588413,6.722635,5.6929507,6.3821516,6.172145,5.442905,3.0804026,5.407269,5.9272227,5.427885,6.733294,4.30344,3.1162124,6.0030236,3.839906,6.6728134,5.832588,5.751678,2.6465046,4.7643027,2.6425586,4.135856,5.8186216,5.365748,4.072384,3.1340215,5.1127396
t39,13.340317,0.85353076,3.2378433,7.9829392,5.1241636,6.8513203,5.0333657,3.273282,4.4910455,4.9845953,5.169386,5.757745,8.876383,4.0763197,4.6823936,4.5314083,5.4909277,5.0918684,6.742211,5.4566407,1.4570955,5.3959646,2.5377886,2.9429965,5.163065,5.1335735,5.1320014,2.192015,5.6511965
t40,13.258133,0.9170071,3.268537,7.9447627,5.118064,6.808138,5.060875,3.3021553,4.4750338,4.976593,5.2239857,5.7206297,8.920712,4.105733,4.6948404,4.5034933,5.4713655,5.15346,6.764792,5.47662,1.4565779,5.355675,2.5713809,2.955763,5.189573,5.17777,5.135795,2.2485733,5.6236057
t41,13.3377495,0.9124723,3.307998,8.058185,5.445659,6.8480954,5.0439167,3.3316123,4.440709,4.999448,4.9834456,5.8150105,8.506988,3.9697244,4.70613,4.709602,5.6450906,4.914226,6.789927,5.5496383,1.3104945,5.640886,2.3750646,2.976271,5.2255683,5.184045,5.104172,1.9790204,5.5990853
t42,13.316552,0.9017928,3.259798,7.969641,5.099766,6.806848,5.060958,3.2811744,4.4762144,4.9844704,5.1564145,5.7422986,8.82625,4.0731792,4.6793494,4.56307,5.5117035,5.118073,6.7418923,5.458052,1.4506058,5.388032,2.5302494,2.9653919,5.1893535,5.158469,5.1346483,2.2106571,5.643056
t43,2.9761972,6.017534,5.4374895,6.677519,5.7056136,6.356266,6.206216,5.509617,3.0309515,5.4054585,5.952771,5.371389,6.7802,4.3369746,3.1293185,6.0405574,3.805445,6.708932,5.8330846,5.7866936,2.674244,4.7931204,2.6079617,4.1377273,5.8285966,5.37895,4.085184,3.1140265,5.135217
t44,2.8280995,5.826302,5.5153723,6.699493,5.72471,6.342411,6.217904,5.4953732,3.0262003,5.4276395,5.9736514,5.374505,6.745149,4.3065395,3.089412,6.050035,3.8029315,6.6754217,5.842516,5.787411,2.681344,4.777099,2.615063,4.146365,5.81572,5.396875,4.0703187,3.0912526,5.1356263
t45,2.8835902,5.8567557,5.544019,6.6950507,5.697006,6.390345,6.2103167,5.4476857,3.0937474,5.3837824,5.991334,5.4170527,6.712612,4.239241,3.043782,5.976659,3.787428,6.6414595,5.7730165,5.7118726,2.6832888,4.6991315,2.6749458,4.1690316,5.876004,5.417186,4.1030254,3.1160114,5.094856
t46,13.106963,0.98425376,3.3091745,7.9387364,5.0808992,6.7032237,5.0780187,3.3402548,4.443766,4.963123,5.259051,5.668252,8.897071,4.0703297,4.7439265,4.5058265,5.503257,5.2087665,6.7677884,5.5082574,1.4420477,5.3372416,2.597934,3.0032794,5.26959,5.247069,5.149442,2.2616224,5.559078
t47,-2.8904798,1.299247,1.1864423,7.791225,5.627082,5.9678726,3.7886574,4.597324,3.715913,5.321285,4.2154574,6.6421914,6.9035015,4.2759104,2.616955,6.8374896,5.4457517,5.3266883,7.377383,7.8023267,2.77629,4.594909,2.8963063,3.8500223,4.997901,3.4606793,4.7243257,2.3019085,6.2731514
t48,2.7552106,8.648558,3.298613,5.4036183,5.1381183,7.6665993,7.5089264,4.0251455,3.4589171,5.468749,7.058355,5.0567627,7.099193,5.2487044,2.8907325,5.171734,2.6998749,7.6081977,4.865733,5.2458887,1.7327653,5.401858,1.5221814,3.6839314,5.1981583,5.199371,4.319784,3.7344146,4.9160104
t49,13.40774,0.8304171,3.2368796,7.964361,5.1825156,6.818991,5.0762997,3.2868462,4.4823904,4.9943943,5.1373014,5.7334366,8.798005,4.108242,4.6916795,4.5503464,5.538299,5.1047597,6.7999244,5.51179,1.3891654,5.432425,2.4622817,2.9400778,5.165898,5.1837635,5.0969753,2.174227,5.666405
t50,2.9237943,5.923616,5.451506,6.670496,5.741966,6.390682,6.2332807,5.4255123,3.0693614,5.4593916,5.9880495,5.417441,6.691455,4.2609253,3.0611985,6.003028,3.7978063,6.6281896,5.8014026,5.7528515,2.6369777,4.7264113,2.6586974,4.170252,5.799346,5.3524995,4.1173472,3.145312,5.0991125
t51,13.510491,0.8734469,3.3710864,8.084764,6.074595,6.828703,5.0800476,3.4262166,4.347991,4.977767,4.8350377,5.7994285,8.086217,3.8585603,4.771226,4.80751,5.7749653,4.891274,6.864706,5.6756883,1.1123973,5.854483,2.2516983,3.0386508,5.3171806,5.19305,5.042852,1.7840188,5.5197673
t52,13.326258,0.87314975,3.2351427,7.9993653,5.166914,6.8801217,5.0263104,3.2625115,4.4987116,4.995564,5.134692,5.785756,8.832295,4.060482,4.655914,4.5609574,5.499588,5.0430474,6.7345676,5.4516973,1.4506426,5.430189,2.514181,2.9447887,5.147197,5.1207156,5.1331196,2.163335,5.672849
t53,0.7371952,3.6695232,7.555961,7.8633475,5.1978865,5.7733183,5.749967,5.5133224,2.8250911,5.385432,5.2794995,5.624635,5.7441583,4.2828803,3.51678,6.0758796,4.8626127,6.0942235,5.970521,5.865095,1.0510889,5.0804334,2.50746,3.9254036,5.1932163,4.6826844,2.4180686,2.7415469,5.10149
t54,3.857005,7.737388,4.0734634,6.0023813,5.457788,6.8403163,6.7621727,4.9037323,3.5243955,5.3767514,6.1925635,5.368803,6.7640166,4.430919,3.2053792,5.433389,3.4669518,6.7149906,5.401394,5.387317,2.491113,4.9162884,2.393363,4.138483,5.722842,5.1917615,4.2609763,3.4049132,5.0464525
t55,3.9067676,7.6894474,4.1190157,6.050584,5.4709105,6.786651,6.750224,4.9488654,3.5407722,5.3767495,6.1350565,5.3986855,6.7334614,4.380764,3.221338,5.4236836,3.524895,6.6729302,5.427681,5.37927,2.533248,4.872959,2.445279,4.158041,5.774414,5.1982307,4.267215,3.3976924,5.066697
t56,13.356585,0.8566696,3.2687352,8.013616,5.246841,6.834546,5.034641,3.3073356,4.462421,4.985158,5.1087227,5.7868667,8.749917,4.0576873,4.710126,4.5892835,5.567122,5.0257974,6.776865,5.499592,1.3886949,5.5033226,2.4634316,2.9499862,5.193514,5.1641035,5.110054,2.0861447,5.6255684
t57,13.244663,0.9028108,3.3030522,7.993849,5.143629,6.752582,5.035763,3.3479486,4.449263,4.990116,5.161558,5.7665143,8.80418,4.059187,4.753557,4.5717883,5.588141,5.0913987,6.77045,5.5021553,1.4118396,5.4705977,2.530942,2.954178,5.266742,5.2230773,5.1509023,2.1223516,5.5595393
t58,2.8135266,5.8036118,5.5442224,6.732954,5.7059464,6.345938,6.186019,5.4759617,3.0416975,5.417407,5.9489293,5.40873,6.7183595,4.2909946,3.0935557,6.0376143,3.8304577,6.6536274,5.8448234,5.7772803,2.6547458,4.7642155,2.6325471,4.1411185,5.8111334,5.3769965,4.055504,3.1091928,5.126768
t59,13.321193,0.8996149,3.2751465,8.042237,5.3240466,6.865034,5.0305624,3.308842,4.4766693,5.014983,5.029544,5.8356805,8.6196,4.011534,4.6920943,4.662441,5.612135,4.935914,6.7673855,5.5071945,1.3681399,5.583017,2.4233105,2.9424365,5.2016506,5.17408,5.128784,2.0264053,5.631001
t60,13.340026,0.8883338,3.2815194,8.026521,5.306413,6.847837,5.03929,3.3176606,4.4650235,5.001969,5.0540895,5.820565,8.648197,4.0307417,4.7073274,4.6398687,5.598745,4.968327,6.776979,5.512824,1.3664389,5.562763,2.4295263,2.9434323,5.2058864,5.17856,5.1160655,2.0405235,5.6214905
t61,2.8886914,5.875547,5.431833,6.728183,5.7584085,6.3568645,6.1651955,5.4827375,3.0353568,5.4711475,5.8909106,5.3989005,6.736604,4.3465858,3.1509166,6.0531693,3.8553154,6.703604,5.8869233,5.8041983,2.6298437,4.8114333,2.6428769,4.150721,5.757504,5.325882,4.068767,3.1418674,5.103816
t62,-1.474371,0.06966193,1.6719123,7.718084,5.0682726,7.9746885,3.0294352,4.5275826,4.2824445,4.7905836,3.968149,7.611528,7.4579163,4.151151,4.56354,6.221459,4.3931985,7.204022,7.0135784,5.933523,1.0624214,5.1348424,3.311668,3.4993324,5.170144,3.4091985,3.6293128,4.1546655,5.274796
t63,13.258688,0.94514835,3.2727609,8.045443,5.242747,6.8472786,5.019329,3.3089678,4.5014076,5.0478196,5.032953,5.8415365,8.659737,3.9952633,4.6806874,4.6737227,5.6361012,4.945988,6.749262,5.4918184,1.3968124,5.5771284,2.4655116,2.9379601,5.227806,5.204512,5.1832376,2.047371,5.6191697
t64,13.244243,0.9095866,3.2928858,8.001534,5.1485953,6.7802596,5.028341,3.3332512,4.4622383,4.9965014,5.146768,5.788273,8.793418,4.0506263,4.735643,4.581102,5.579034,5.0660186,6.75381,5.484368,1.425935,5.4748487,2.5295372,2.9481637,5.251007,5.2049665,5.1576586,2.1181962,5.5765686
t65,13.535153,0.8466384,3.418632,8.086512,5.9902415,6.8110085,5.053016,3.423122,4.295923,4.9143195,4.910192,5.744209,8.205159,3.90121,4.7996645,4.7560854,5.6812825,4.913041,6.8986473,5.7092686,1.1236511,5.7951226,2.2318573,3.0710115,5.2827544,5.1339383,4.9868746,1.7968045,5.4681044
t66,13.500164,0.4732602,2.9968245,8.7967205,4.9500318,5.833382,4.5398097,2.3058546,4.1493964,4.605133,5.425385,4.500613,7.9467635,3.0656521,4.242104,4.8448997,5.9492536,5.4983253,6.1989217,4.845756,1.7444875,4.6028233,2.0906787,4.2401814,5.472761,4.853059,5.1688886,2.9888387,5.6001725
t67,13.423111,0.7906546,3.2778964,8.022148,5.278875,6.836538,5.017183,3.3232956,4.431709,4.9482665,5.134798,5.804036,8.768044,4.0829816,4.7510986,4.554604,5.556471,5.0213423,6.7889194,5.5024815,1.3750857,5.519065,2.4461286,2.9439275,5.188496,5.1358423,5.0660458,2.0336006,5.6107373
t68,0.6326181,3.5980732,7.62324,7.9730124,5.13993,5.7025285,5.7157917,5.4958963,2.8295739,5.358323,5.314058,5.6756334,5.706157,4.3157682,3.5074875,6.1682367,4.9552994,6.0910907,5.984364,5.883238,0.95509386,5.096064,2.512998,4.020634,5.138991,4.584179,2.3768706,2.7316287,5.1107373
t69,-1.4860114,0.08922259,1.6500875,7.67344,5.1530075,7.8790693,3.1086628,4.5411224,4.334085,4.862024,3.9637837,7.564752,7.4124374,4.0911093,4.496671,6.1660385,4.4633493,7.213421,6.98236,5.9583464,1.1352303,5.0849853,3.2544622,3.5406516,5.110853,3.4504352,3.7152,4.1448827,5.296205
t70,-1.5862969,-0.21807168,1.5838219,7.785602,5.0627003,8.074489,2.9733744,4.5310483,4.430754,4.7500763,3.8969507,7.7461896,7.4939585,4.010863,4.5722127,6.215028,4.477649,7.3848877,6.808095,5.840569,1.0432715,5.1352205,3.2819133,3.5175374,5.1206098,3.2251546,3.697654,4.3095837,5.2195535
t71,-2.0228739,-0.5793675,1.3118347,7.8715854,5.2109523,8.228909,2.903009,4.5653872,4.903425,4.742225,3.6878006,7.93097,7.505958,3.5835865,4.547524,6.1997056,4.777494,7.7472095,6.1192455,5.6588173,1.1051208,4.9725823,3.1067884,3.648382,4.9459686,2.8031714,4.056705,4.5778284,5.2216415
t72,4.6148806,13.086123,1.6207885,5.1448703,5.444786,6.78538,3.524481,5.377748,2.1635172,5.492295,4.7776866,6.77148,8.167464,4.8852153,5.0597773,6.3092875,5.794836,7.0529943,7.1447525,7.6257052,1.4645795,4.669613,2.0032475,3.2179134,4.5176754,3.314105,2.4102094,1.4815478,7.531939
t73,13.521606,0.45363697,3.0063565,8.833714,4.959921,5.8049345,4.5432634,2.289847,4.1162286,4.578971,5.403961,4.4623194,7.885482,3.0430574,4.2118278,4.8770304,5.9800835,5.535507,6.170034,4.818457,1.7328863,4.573981,2.05344,4.2655644,5.496821,4.831837,5.157862,3.0192282,5.5880785
t74,13.481106,0.4616261,2.9430022,8.76491,4.9028215,5.839411,4.480024,2.286578,4.1235,4.5885377,5.4744244,4.5306053,7.933311,3.0257828,4.2857413,4.797976,5.905792,5.5238347,6.232755,4.8825684,1.7892753,4.6395946,2.06592,4.270752,5.419586,4.8698454,5.155423,2.9444823,5.6437016
t75,-1.421407,0.07050034,1.7739304,7.6879997,5.119681,7.9135976,3.109844,4.58944,4.265157,4.7876596,3.9880252,7.539118,7.394174,4.154669,4.5264015,6.250389,4.4286923,7.1717687,6.9894123,5.986992,1.0504158,5.1623874,3.3072188,3.4567964,5.1640954,3.4652436,3.6536934,4.12246,5.3036113
t76,-1.5480181,0.46185845,1.3228706,7.5028076,5.336854,7.625658,3.2316167,4.412796,4.462481,5.2084,3.981359,7.4940796,7.435219,3.951927,4.3814034,5.816159,4.5247974,7.2530394,6.9974594,5.8635974,1.497519,4.7664595,3.0242012,3.8790605,4.95958,3.5815673,3.9126778,4.119702,5.3033237
t77,0.566359,3.3192728,8.284866,8.123035,5.02402,5.5842104,5.6711373,5.395826,2.8729734,5.249829,5.4859266,5.7418404,5.732226,4.431793,3.4074118,6.419389,5.0041933,6.1853933,5.996232,5.9151545,0.9096366,5.128256,2.5913336,4.385499,5.064764,4.406823,2.5066934,2.730222,5.0480943
t78,13.440642,0.8672496,3.4058073,8.092386,5.73537,6.8297133,5.0545363,3.3880274,4.314755,4.894171,4.9458528,5.7809305,8.357883,3.9345076,4.7751412,4.746727,5.63198,4.868825,6.8521013,5.63759,1.1958956,5.746925,2.2687604,3.0344803,5.238133,5.1626396,4.978014,1.852224,5.5122886
t79,13.514481,0.8497387,3.449296,8.101612,5.9678283,6.810256,5.0521154,3.418323,4.2625995,4.8777394,4.9263034,5.7430615,8.218447,3.9091954,4.8080363,4.7608905,5.649406,4.881905,6.89743,5.700753,1.1266516,5.791255,2.212321,3.0779655,5.257115,5.1339064,4.9514103,1.7914071,5.4543085
t80,4.625765,13.111,1.5901362,5.1467643,5.454212,6.8177977,3.5241075,5.3888454,2.1832972,5.4861817,4.7686553,6.777783,8.207321,4.853975,5.0696983,6.321915,5.7908316,7.048362,7.152747,7.659179,1.446404,4.679331,1.9925325,3.1929147,4.495536,3.306299,2.4110992,1.4738483,7.5206695
t81,0.6969022,3.5939255,7.667913,7.905747,5.1686864,5.739302,5.744865,5.4871593,2.83772,5.3622394,5.2881007,5.6532226,5.741875,4.3172283,3.4927227,6.11219,4.8791437,6.0923033,5.979329,5.8777494,1.0236837,5.087806,2.527872,3.9593573,5.1651444,4.6431475,2.402283,2.7512107,5.091854
t82,0.7229981,3.6261947,7.6209397,7.852466,5.209335,5.786519,5.7583957,5.5164843,2.8197486,5.3938427,5.262638,5.613118,5.7446356,4.2757945,3.5202413,6.0508833,4.8504796,6.0875573,5.9679565,5.859547,1.0471472,5.080425,2.5049505,3.8982935,5.1939473,4.705761,2.405252,2.743508,5.097963
t83,0.6477701,3.459282,7.9085283,7.928563,5.170576,5.726399,5.7712927,5.4943867,2.837258,5.371496,5.2993484,5.6696663,5.7405787,4.3315325,3.4874554,6.156833,4.8920283,6.0648656,5.9919066,5.895295,0.98819935,5.086842,2.5218108,4.029289,5.09876,4.640464,2.4213145,2.7905445,5.0976405
t84,12.656982,1.8756765,3.1121173,7.7165766,4.6054487,7.6274424,5.3572717,3.237937,5.1978674,5.771309,4.3731575,6.546372,8.272889,4.150874,4.110586,5.185278,5.64345,3.9833148,6.836641,5.663698,1.3565532,6.022792,2.4199955,2.2666054,4.8483996,5.4261413,5.5526743,1.9865737,6.4894085
