,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
t11,1.5203493,1.6381369,4.7615666,5.7213244,4.6708703,2.8429365,4.269286,5.392393,5.442023,4.175867,5.3090477,4.620535,5.408106,5.3132086,5.654889,7.108919,4.7053547,7.2927184,6.547704,5.9909067,6.6864815,7.1017394,5.879133,2.9793348,4.838495,4.7844944,3.7365072,5.295387,5.6156654,3.4802682,5.024277,4.846121,6.107689,4.237457,6.4351144,2.8010764
t12,1.1054717,1.3397489,3.8328207,6.772926,5.0069757,2.5500982,4.4930863,5.194931,5.176526,4.1301537,5.035641,4.335439,5.0010076,5.3219104,5.537309,7.0455875,4.910351,7.239201,6.6642947,5.536472,6.7728014,7.0511546,6.0532184,2.9409869,4.8538327,4.7620173,3.609248,5.2555084,5.4215183,3.5234227,4.979312,4.9267325,6.0170383,4.239325,6.4810767,3.168036
t13,1.0970817,1.3092573,3.8081045,6.796156,5.036918,2.5431166,4.502214,5.2205334,5.2062173,4.08268,5.00967,4.314763,5.022027,5.2777963,5.584732,7.0586724,4.9039345,7.287337,6.7062535,5.5140944,6.7879105,7.0058775,6.009403,2.954914,4.8813224,4.7744517,3.64498,5.2849846,5.424213,3.5363758,4.9698644,4.8925886,6.045069,4.2775445,6.476243,3.1515791
t14,1.6186829,1.6716176,4.718704,5.705361,4.654751,2.8099918,4.307528,5.4144845,5.438706,4.1769004,5.3197236,4.656811,5.4507604,5.346738,5.664234,7.1140285,4.703544,7.332764,6.5634127,6.020767,6.696343,7.054305,5.917843,2.9837518,4.7951427,4.8243756,3.7392826,5.327868,5.601433,3.4796808,5.050065,4.8215575,6.169381,4.2499413,6.473068,2.8306117
t15,1.5059766,1.6220883,4.7682815,5.738475,4.681614,2.8261685,4.286827,5.39241,5.426811,4.167207,5.2955084,4.606854,5.3933587,5.3079915,5.647779,7.101524,4.7185035,7.2889442,6.5610657,5.9737024,6.6874633,7.0961995,5.875349,2.9780598,4.837294,4.783443,3.7375417,5.3055096,5.617484,3.4792817,5.020367,4.845148,6.109411,4.2241554,6.4394393,2.8153121
t16,1.0956887,1.2896607,3.8107982,6.7902336,5.061759,2.5579915,4.508798,5.242222,5.203405,4.093225,5.004398,4.3193517,5.0313697,5.2780247,5.5691686,7.0457735,4.900934,7.2777586,6.7135615,5.515554,6.779386,7.0152793,6.004977,2.9441333,4.875,4.7783327,3.6588087,5.2869587,5.4488926,3.516215,4.981634,4.8768234,6.057231,4.26796,6.493759,3.1388905
t17,1.0539776,1.3006502,3.7746716,6.8320713,5.019692,2.5817184,4.459312,5.2013392,5.2065616,4.090858,4.9673715,4.2984304,5.020831,5.2518477,5.562505,7.088843,4.917223,7.264501,6.6871386,5.5303893,6.748311,7.041278,6.016897,2.9491909,4.860042,4.8013783,3.6310234,5.315794,5.424508,3.5482068,4.9893703,4.9095592,6.0472674,4.3172984,6.4956374,3.130936
t18,1.6103222,1.6834651,4.661749,5.7081075,4.6526213,2.848443,4.2806997,5.3779273,5.4509726,4.2018695,5.346411,4.6867557,5.4723687,5.3707323,5.672437,7.1084776,4.687943,7.3328247,6.5196013,6.049446,6.689543,7.078381,5.949019,2.9668703,4.8249846,4.816661,3.714314,5.2742815,5.597204,3.4664102,5.068212,4.8514667,6.1369324,4.289346,6.449328,2.7834823
t19,1.3876469,1.515322,4.7232575,5.9121404,4.771984,2.7479703,4.3612747,5.3536124,5.352712,4.1463575,5.2173185,4.513187,5.281777,5.299504,5.6071258,7.080241,4.7810426,7.2639093,6.590627,5.843132,6.7061534,7.085155,5.906485,2.9589305,4.8468194,4.790784,3.7093012,5.3132606,5.5982494,3.4806428,5.014111,4.855169,6.1030483,4.2092843,6.478501,2.89778
t20,1.3413835,1.4673605,4.7591667,5.875053,4.791455,2.764084,4.375284,5.362175,5.329114,4.149377,5.201388,4.5041966,5.284813,5.285285,5.5866866,7.0518875,4.7992454,7.242972,6.594474,5.8550887,6.6877236,7.0975523,5.8873687,2.9434955,4.857116,4.778481,3.7150586,5.326963,5.642392,3.4615934,5.0181494,4.8566265,6.0937247,4.180946,6.479867,2.8598967
t21,1.4275802,1.6304076,4.830879,5.716127,4.6700964,2.8890896,4.2310796,5.3917084,5.4881577,4.170714,5.309585,4.5898714,5.374598,5.261494,5.671482,7.1583595,4.662094,7.2672386,6.5086513,5.9812784,6.680623,7.1695366,5.827641,3.0017934,4.8768992,4.74804,3.7419138,5.2601247,5.608629,3.5211606,4.983266,4.8482113,6.0567045,4.2699223,6.3955984,2.766628
t22,1.3809297,1.5247416,4.799286,5.837965,4.7376156,2.8146954,4.3130674,5.3699574,5.3734794,4.158148,5.23508,4.543049,5.3125796,5.290207,5.6280136,7.0923424,4.7515616,7.281398,6.55564,5.9241023,6.6919613,7.0996184,5.877483,2.9683578,4.8617454,4.7712173,3.7138345,5.2958264,5.6232934,3.4892726,5.0010257,4.8534827,6.082315,4.1880774,6.426518,2.8271508
t23,1.3688132,1.4573096,4.8032155,5.856007,4.8081694,2.7583585,4.3947473,5.352362,5.28901,4.1655297,5.189601,4.5312057,5.311016,5.322077,5.5753765,7.0118957,4.829685,7.265799,6.6004133,5.8988543,6.677989,7.068524,5.9206233,2.915874,4.851352,4.7914944,3.692356,5.336722,5.6624413,3.4357116,5.042965,4.8643384,6.109073,4.12838,6.477188,2.8451502
t24,1.610142,1.6290265,4.7065773,5.735437,4.6908545,2.7975948,4.331934,5.3940887,5.398382,4.1856723,5.2933207,4.6413198,5.4324665,5.3615766,5.639537,7.0785346,4.739548,7.3269906,6.5681615,6.007136,6.6912413,7.046126,5.942566,2.9554093,4.8032417,4.8298407,3.717898,5.3282647,5.6174855,3.45733,5.0665493,4.8338456,6.168478,4.2232404,6.4842424,2.8305912
t25,1.4805422,1.7004815,4.8161154,5.655607,4.6108203,2.901173,4.1835947,5.40118,5.518806,4.159847,5.361677,4.633057,5.4211473,5.2611814,5.687347,7.148305,4.647824,7.257027,6.528404,6.004539,6.674267,7.1681237,5.7982445,3.0147283,4.8729696,4.7290297,3.7735357,5.2592535,5.6093636,3.5017016,4.978749,4.8600907,6.0428643,4.2642455,6.3717866,2.7579954
t26,1.3684826,1.476193,4.7518425,5.8094287,4.769728,2.7994463,4.360998,5.3945646,5.3604107,4.1560926,5.2243924,4.5180945,5.321177,5.265666,5.5870957,7.06073,4.7754827,7.2242017,6.585991,5.882162,6.674707,7.1198583,5.8588915,2.9502842,4.851491,4.7754707,3.7430785,5.3398585,5.6715794,3.456861,5.023757,4.8410244,6.1025414,4.2104545,6.4954305,2.817806
t27,1.2848561,1.3653083,4.751658,5.908601,4.8810396,2.7331493,4.446064,5.362813,5.252007,4.167257,5.137221,4.4580665,5.258588,5.293119,5.529271,6.9995117,4.8620257,7.2111707,6.6200633,5.8005066,6.6803055,7.0840173,5.9281454,2.9039261,4.8410583,4.802248,3.702021,5.3702974,5.6894984,3.429646,5.054033,4.8464837,6.1258216,4.159932,6.558228,2.8698804
t28,1.4530395,1.6796012,4.796327,5.702429,4.642901,2.8421366,4.244952,5.3795877,5.4614463,4.1436453,5.3393164,4.62424,5.407088,5.2828593,5.665467,7.0894866,4.699961,7.2597804,6.571488,5.9698777,6.672699,7.1318374,5.8180237,2.9921658,4.8738146,4.732701,3.7606869,5.2732573,5.615183,3.4702475,4.990319,4.8771324,6.0441737,4.215567,6.3722143,2.7910156
t29,1.6317385,1.5672246,4.710881,5.753512,4.7642946,2.7362812,4.398728,5.416354,5.3697886,4.173476,5.254241,4.5989146,5.4037657,5.343164,5.619262,7.0672736,4.767598,7.3090806,6.6116796,5.9429574,6.6997004,7.027812,5.932785,2.959503,4.7786074,4.8392816,3.7371757,5.3784447,5.622082,3.457667,5.06244,4.8114557,6.1962695,4.2134323,6.5383363,2.8814058
t30,1.0755918,1.281309,3.7200189,6.8851023,5.0940485,2.5303679,4.499679,5.2196484,5.201067,4.0809407,4.9824505,4.295521,5.0003977,5.2613425,5.579437,7.0699944,4.91399,7.2883267,6.7206917,5.480728,6.795278,7.0100293,6.0127664,2.9543266,4.883368,4.7692475,3.6471457,5.276578,5.3958817,3.5419044,4.9647794,4.886245,6.0408645,4.2831616,6.4548697,3.1711993
t31,1.0919801,1.2563416,3.663072,6.939774,5.131352,2.5222259,4.496496,5.238576,5.2165694,4.0614085,4.964742,4.286271,5.004695,5.2359643,5.5950584,7.0877857,4.9142623,7.308405,6.742978,5.4684296,6.8023934,6.9977865,5.9929295,2.962341,4.891841,4.7679787,3.6679492,5.2831345,5.3779907,3.5517683,4.9560566,4.8622985,6.0550313,4.291887,6.4322186,3.176201
t32,1.0574695,0.8730889,5.6589665,5.4781756,5.1987896,2.9745824,4.4805727,5.601561,5.1569767,4.373639,4.9483953,4.236947,5.262098,5.0996833,5.3637366,6.979064,4.8611197,7.0042896,6.58573,5.654484,6.682702,7.145304,5.9049935,2.9266686,4.727676,4.8005266,3.8407779,5.569374,6.025559,3.4676058,5.102918,4.647752,6.2112966,4.215904,6.9120297,2.6613853
t33,1.0488583,0.839781,5.6908927,5.447403,5.229968,3.006531,4.4534783,5.626536,5.178717,4.3801823,4.932794,4.2245355,5.2761507,5.0844016,5.369021,7.0058613,4.8340573,7.002406,6.566452,5.6802216,6.686621,7.154754,5.8810945,2.9440634,4.7047706,4.8103795,3.8593903,5.583357,6.057348,3.4734347,5.110849,4.629731,6.2144685,4.2012324,6.942128,2.6310313
t34,1.0406426,0.81082195,5.7543855,5.4228034,5.248696,3.0154808,4.452641,5.6366796,5.1796393,4.383593,4.923755,4.2148056,5.27691,5.078155,5.3650985,7.010978,4.8285704,6.9959645,6.5640197,5.6799374,6.687131,7.158267,5.876124,2.9472234,4.6963673,4.814036,3.8662963,5.5925,6.0718,3.4744089,5.1146684,4.621812,6.218944,4.2005715,6.9605713,2.624177
t35,1.0194681,0.7961126,5.7164536,5.4046516,5.2690096,3.0402675,4.4444156,5.6596336,5.1725874,4.406633,4.903272,4.194484,5.2844357,5.0562825,5.3478007,7.012877,4.8206387,6.9754457,6.5517025,5.676314,6.6868734,7.1672854,5.8664675,2.95412,4.678726,4.8127007,3.8869138,5.6136727,6.0954804,3.4804344,5.121654,4.600018,6.2268643,4.195997,6.9817505,2.5994208
t36,1.0439844,0.8140962,5.698942,5.418005,5.2622595,3.0465689,4.4095716,5.6619463,5.219622,4.3876505,4.9111066,4.211442,5.306549,5.060434,5.3880906,7.0468183,4.7933245,7.008944,6.528246,5.724754,6.6953545,7.1713824,5.841948,2.979037,4.668915,4.828778,3.8908439,5.6015186,6.092901,3.484763,5.1237254,4.600833,6.2150717,4.1690426,6.9743032,2.5902889
t37,1.048829,0.842452,5.6879,5.450318,5.2282653,3.0059474,4.453569,5.6255965,5.178205,4.379982,4.9323378,4.224234,5.2750883,5.084102,5.3687034,7.005382,4.8349895,7.002333,6.565965,5.679324,6.6874266,7.155267,5.8815446,2.9438822,4.705535,4.810445,3.8587244,5.5826545,6.0559883,3.473332,5.1108346,4.6299276,6.21333,4.2013803,6.940905,2.6317935
t38,11.27294,5.2933893,5.103825,3.2464862,6.2826247,2.890533,3.790413,7.1670423,6.8495393,4.841894,4.9431944,4.560217,5.721811,4.7013054,5.641534,6.3037457,4.6519423,6.81646,6.412041,5.488128,6.405447,5.878845,5.825305,4.115541,2.98931,5.1334877,4.6646905,6.0909686,5.117041,2.83307,4.781949,3.6983364,6.9805427,3.8323631,7.104999,4.2238145
t39,-0.92009556,6.5307426,3.807434,5.839015,2.0503335,3.800136,2.6947005,4.51794,5.1111326,4.1428466,5.920591,4.409992,4.9478636,4.493244,5.397786,6.321932,4.864346,6.2309437,7.282768,4.325272,7.3119235,7.0045223,4.7719336,3.6044483,5.4507213,3.548544,4.056398,4.1743784,5.7711215,3.4030855,4.164346,5.840472,4.243695,4.805617,5.0984063,2.6863396
t40,1.1149002,1.2440931,4.317844,6.147297,4.9660945,2.689413,4.513813,5.357376,5.1879816,4.1841397,5.042062,4.2957892,5.112532,5.2814703,5.4055533,7.002003,4.922778,7.0777435,6.577537,5.5765057,6.6767263,7.155284,6.0404387,2.8462038,4.8126087,4.9042025,3.6612253,5.3974156,5.7145686,3.4015937,5.123669,4.814012,6.2088337,4.386369,6.763727,2.9471648
t41,1.1304007,1.2803411,4.3062663,6.1965613,4.952556,2.6898491,4.4906173,5.3523054,5.217554,4.164569,5.0643716,4.32604,5.128733,5.2815766,5.466152,7.026144,4.893366,7.1424327,6.599777,5.5929418,6.696098,7.116706,6.0048156,2.885871,4.8230805,4.868212,3.6774726,5.3735676,5.6630616,3.4350367,5.083321,4.821737,6.175457,4.334569,6.690142,2.9540803
t42,1.1008577,1.2578788,4.255624,6.2357154,4.9746237,2.6795895,4.507287,5.3463125,5.1980443,4.167822,5.0420766,4.3002567,5.1040564,5.281703,5.4469895,7.018246,4.912796,7.124559,6.5980177,5.5600533,6.6957955,7.127214,6.0276294,2.8688622,4.8232145,4.885376,3.667182,5.3758316,5.6678596,3.4244308,5.098167,4.819622,6.187236,4.3596697,6.709446,2.9678297
t43,1.2089684,1.2962766,4.6843534,5.970392,4.9337893,2.7275906,4.471807,5.378625,5.2356763,4.1739097,5.0964465,4.390016,5.2107716,5.2703547,5.494232,7.0079765,4.8741417,7.1668158,6.6176023,5.7087812,6.6856456,7.102765,5.9465756,2.8995917,4.8265476,4.8254027,3.7092495,5.3897314,5.7049136,3.4323301,5.0677586,4.8219156,6.1510396,4.225623,6.6375227,2.88809
t44,1.2353333,1.2972543,4.7551246,5.9248757,4.933153,2.7370145,4.4643087,5.3892927,5.243399,4.173704,5.105391,4.4082155,5.2347665,5.2633095,5.511382,7.0067577,4.8631735,7.1824584,6.627113,5.7428102,6.6881175,7.0917616,5.9224467,2.9124298,4.8275156,4.805653,3.7228184,5.393294,5.7135196,3.4406185,5.053144,4.819565,6.138627,4.1899962,6.61206,2.870536
t45,-0.9194755,6.540256,3.8165343,5.8433414,2.0348775,3.8149216,2.680822,4.5168915,5.115799,4.139177,5.9137406,4.4030404,4.936918,4.5084057,5.3870573,6.3252087,4.8575215,6.245513,7.270214,4.340207,7.30916,7.0161667,4.7874985,3.5896819,5.464821,3.5636747,4.0542164,4.1804223,5.774925,3.3884463,4.166194,5.8263564,4.252677,4.805563,5.114903,2.6830986
t46,0.6732435,-0.815634,9.390822,4.135197,6.175927,3.144721,4.523833,5.925127,4.9742913,4.4955297,4.3005176,3.6187003,5.0352826,4.8434567,5.101186,6.9761853,4.85618,6.655383,6.5347567,5.4827156,6.792056,7.397459,5.713587,2.9750106,4.5413237,4.960296,4.0187645,5.9455414,6.5095596,3.4832942,5.248419,4.2809024,6.217457,4.2564034,7.766788,2.5865927
t47,0.7274604,-0.38333812,8.735384,4.468436,5.895277,3.195327,4.5608754,5.850524,5.031693,4.410491,4.5131717,3.7937028,5.0674076,4.8627605,5.1320853,7.0657167,4.7708664,6.7193813,6.5137115,5.503745,6.795026,7.3571715,5.764573,2.979047,4.512064,4.955804,4.0096097,5.87162,6.413999,3.4449327,5.265154,4.3908362,6.235611,4.2033753,7.5226693,2.5853236
t48,1.1262915,1.2803534,4.3072643,6.187402,4.9472265,2.696523,4.4865785,5.355904,5.2199774,4.166746,5.0670404,4.325944,5.130643,5.281894,5.46341,7.027867,4.8912406,7.139088,6.5944977,5.591768,6.6928096,7.12044,6.003504,2.885385,4.8214297,4.8709087,3.6783137,5.3748016,5.6678166,3.4331577,5.085854,4.820561,6.178411,4.3370123,6.6962395,2.9472773
t49,1.1328241,1.2805144,4.3162403,6.1612396,4.942145,2.7047718,4.4841356,5.362795,5.2195215,4.1751027,5.0705214,4.3277936,5.1357293,5.2836413,5.4504952,7.0271688,4.8915267,7.123926,6.5833473,5.5973673,6.6845355,7.1321507,6.00919,2.8788922,4.815988,4.881063,3.676911,5.3812647,5.6816235,3.425041,5.097296,4.818075,6.189028,4.347985,6.7143545,2.9384198
t50,0.70334715,-0.30209208,8.584664,4.5166373,5.86866,3.2114756,4.581782,5.839254,5.030515,4.3886356,4.515072,3.7912884,5.0401297,4.8452096,5.1104145,7.081139,4.751213,6.7013135,6.5017786,5.4802866,6.813962,7.3720784,5.7592006,2.9865139,4.482717,4.9757853,4.0165544,5.893572,6.4289055,3.4342146,5.284885,4.3915954,6.237482,4.19286,7.509241,2.5862193
t51,10.916289,5.253201,5.08753,3.2845924,6.2275605,2.8428373,3.825156,7.1199436,6.8365045,4.8406677,4.957629,4.5745335,5.668316,4.6564794,5.622553,6.407872,4.645197,6.7997646,6.3917003,5.5095897,6.42788,5.854016,5.776202,4.092562,3.0383239,5.098535,4.6494994,6.083731,5.1241384,2.8819602,4.7529116,3.7132452,6.9823475,3.8174107,7.130759,4.2108192
t52,2.1900563,-0.15057741,1.3267553,9.000032,7.382351,2.26984,4.1160502,5.9544926,5.9856205,3.4228578,4.06894,4.0200753,5.1392508,3.5863962,5.873158,8.171135,5.042104,7.6604223,7.214101,5.1992717,6.7114167,7.0518255,5.184783,3.195153,5.0495567,4.7556357,4.4585695,5.486337,4.3142295,3.910629,4.694159,3.5947003,6.645302,4.419428,5.145879,3.416272
t53,11.332798,5.309676,5.107876,3.2337973,6.2945633,2.8991961,3.7821567,7.17907,6.858476,4.842639,4.937755,4.5570855,5.7315183,4.7066407,5.64412,6.2843986,4.6548867,6.815878,6.4141493,5.484601,6.4003296,5.878707,5.8331814,4.1218314,2.976399,5.142262,4.671385,6.097811,5.1134915,2.8227046,4.7862015,3.690289,6.9825397,3.835013,7.1026764,4.2310805
t54,1.1421008,1.2870442,4.2939563,6.093458,4.9142823,2.7655106,4.4385314,5.405224,5.240422,4.2161627,5.100884,4.345251,5.163243,5.2852726,5.4099536,7.052141,4.866385,7.0720406,6.5270114,5.6113443,6.6445265,7.1813993,6.0129776,2.8762407,4.7866306,4.915847,3.6842954,5.406748,5.7259746,3.4064538,5.1356716,4.808431,6.2262273,4.3842545,6.784114,2.8888187
t55,-0.94891304,6.5822015,3.801649,5.830817,2.030432,3.813583,2.6723633,4.5169487,5.0927577,4.1533074,5.9332566,4.4092364,4.9541283,4.4830823,5.408339,6.317086,4.8719034,6.2068963,7.2934847,4.3068137,7.315948,6.989759,4.7524953,3.6131263,5.4441714,3.5282013,4.060915,4.16554,5.7627263,3.4089944,4.1575828,5.8475294,4.226454,4.8085647,5.079522,2.6776903
t56,-0.9958758,6.7434745,3.8410256,5.8506317,1.9028771,3.8748055,2.6096342,4.545694,5.031753,4.201011,5.9421926,4.366653,4.9591494,4.509281,5.440764,6.358045,4.862312,6.156315,7.272684,4.299902,7.3031616,6.9437017,4.7437034,3.587148,5.464372,3.5011675,4.022413,4.1362753,5.7046137,3.3812168,4.081435,5.8166766,4.220097,4.7637753,5.0545535,2.6386883
t57,-0.9759908,6.6703663,3.8076413,5.833328,1.9719884,3.8503544,2.6224077,4.5187488,5.074837,4.1618233,5.93856,4.4003153,4.9543366,4.485813,5.4146256,6.322351,4.8706045,6.1828175,7.294751,4.294317,7.313427,6.977402,4.743091,3.6112468,5.451826,3.5143042,4.0567803,4.154459,5.749653,3.4014113,4.137553,5.84514,4.2122226,4.801444,5.0659537,2.6660445
t58,-1.002273,6.704868,3.824635,5.833639,1.9291407,3.8973343,2.6162307,4.5139914,5.0720096,4.164083,5.935635,4.3858886,4.937297,4.511565,5.4062366,6.329677,4.8577943,6.188774,7.284149,4.303565,7.305783,6.980812,4.756655,3.590676,5.47351,3.5288157,4.0540495,4.1599836,5.741757,3.3756332,4.12174,5.823508,4.2121105,4.796661,5.0835676,2.6471097
t59,-0.9647653,6.6401844,3.8156695,5.839308,1.9834119,3.8379266,2.654116,4.522749,5.0796194,4.1638327,5.9327245,4.394535,4.9512777,4.495333,5.413039,6.329934,4.865521,6.1969266,7.284103,4.307176,7.3107953,6.9809775,4.7553024,3.6021063,5.4566917,3.5259128,4.0489435,4.158172,5.747552,3.395125,4.134424,5.8357005,4.224701,4.7952642,5.076963,2.6666281
t60,11.471139,5.395624,5.135175,3.1624734,6.3589253,2.9461503,3.736597,7.245621,6.9116087,4.8433385,4.9022965,4.538133,5.787186,4.7347493,5.653862,6.18011,4.673092,6.803295,6.4254084,5.465656,6.365816,5.873074,5.878905,4.1564846,2.905452,5.1998,4.7140384,6.147593,5.090908,2.7618248,4.8062444,3.637028,6.9981513,3.8471458,7.0936823,4.269854
t61,2.2101667,-0.15854993,1.2853127,9.007848,7.4130893,2.2519557,4.101136,5.948336,5.97954,3.4123592,4.0659723,4.014173,5.137698,3.590359,5.8987265,8.173348,5.0304604,7.6694145,7.2202697,5.202317,6.6934514,7.029999,5.1872516,3.22461,5.0303006,4.7595205,4.457131,5.469967,4.3060465,3.9359922,4.6743894,3.578032,6.6449103,4.421924,5.132288,3.4310656
t62,0.73479104,-0.49312684,8.907241,4.385796,5.956499,3.1749222,4.5510406,5.8814273,5.0461826,4.425373,4.4884157,3.7741408,5.0908046,4.8801813,5.1418314,7.05036,4.7877836,6.7170014,6.513118,5.5125527,6.76388,7.3613734,5.777203,2.9558496,4.5323267,4.9398313,4.016216,5.8591213,6.3993464,3.4464717,5.256431,4.365367,6.2421336,4.2098393,7.555126,2.6038573
t63,-0.95433056,6.734388,3.8664057,5.890739,1.8699305,3.864829,2.6500397,4.535014,5.0803075,4.170588,5.8980474,4.3525968,4.9262166,4.5514603,5.402172,6.3779526,4.830933,6.219259,7.229446,4.3433166,7.2881203,6.987097,4.808098,3.552272,5.5162015,3.56308,4.00057,4.1488223,5.7220364,3.3378522,4.0710135,5.78977,4.250618,4.748806,5.10463,2.6611724
t64,0.7568175,-0.48072466,8.891545,4.393612,5.9511538,3.159771,4.5304666,5.884394,5.037813,4.4453583,4.487865,3.7818506,5.108812,4.896731,5.161769,7.034861,4.806556,6.733089,6.529616,5.5341954,6.757765,7.348148,5.7779646,2.9585886,4.5572414,4.922708,4.003453,5.8416443,6.3937507,3.4638944,5.236848,4.3706093,6.2356234,4.2246366,7.5589824,2.5977812
t65,-0.91396284,6.7598305,3.9118664,5.912403,1.8370223,3.9243991,2.5673711,4.5943394,5.0371475,4.2109685,5.8926516,4.3192053,4.92576,4.5951943,5.4212694,6.4299817,4.816887,6.216301,7.194519,4.388998,7.274977,6.9671135,4.8266993,3.5031385,5.521863,3.567445,3.9564602,4.144442,5.681791,3.3208652,4.0314593,5.738891,4.301982,4.699643,5.1230683,2.6274643
t66,10.478662,5.2491183,5.0501537,3.3068357,6.1632338,2.7934787,3.8536181,7.0810947,6.834731,4.839135,4.911433,4.523801,5.656145,4.655522,5.625365,6.5540576,4.6408033,6.72736,6.411073,5.491479,6.377459,5.8497934,5.7640114,4.098906,3.0907302,5.1765885,4.6737204,6.16449,5.10533,2.873734,4.6854134,3.6601284,7.022469,3.785895,7.124161,4.1555095
t67,0.7056445,-0.41705132,8.788434,4.4355464,5.9257126,3.1968806,4.578412,5.8780994,5.041091,4.4025555,4.4885097,3.769367,5.0679483,4.869757,5.1121626,7.0676255,4.7647343,6.6961203,6.498618,5.483173,6.782125,7.3803296,5.7862587,2.9561899,4.4979873,4.9586186,4.030067,5.888139,6.4228907,3.437014,5.2821646,4.365429,6.245356,4.2003736,7.548195,2.6085439
