"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111"
"t51",-0.159500376901462,-0.0157112806126797,-0.00106396812466012,0.133002335445756,-0.00980668655595612,-0.00194293895786876,-0.0348987525149482,0.00174306399186367,-1.66153031885647e-05,-0.00679618211784961,-0.393138792611381,9.8999690764695e-05,0.00160520135176614,-9.99621094758022e-05,0.00028945747851363,-0.00201870727425619,-0.0313194782355148,0.00675068634580194,-0.0362368127062784,0.000264894859853076,0.0993252382685477,-0.00527735922023874,-0.000207363743216112,-0.000266689964942689,-0.000303227356791443,-6.92466220853608e-05,-1.31654540389385e-05,-0.00506036794431792,0.0283073723161992,-5.08190247491813e-05,0.00482086269529298,0.000322029558399567,-0.00100854566727985,-0.000672603170926947,-0.141727670831143,-0.000133018956504184,2.22966584849685e-06,0.0178231355020905,-1.99838607815034e-05,1.56120922990554e-05,9.72029575812282e-07,1.54877095466722e-06,-1.88302360152172e-06,1.32165478726866e-07,-1.42940472708545e-09,2.49973837181859e-09,0.000466174015234662,2.97761849948334e-07,-3.51687881665936e-08,5.34074529914065e-07,9.55426990718522e-16,-3.12521080682629e-05,0.000658037035576092,3.77979081933551e-08,-3.73012346617511e-07,6.71431707291945e-07,0.508111575127327,-3.5699109217133e-05,-0.000411192878378083,-0.000702085712104948,1.81181892764048e-05,-1.38247173062242e-17,3.04491625258793e-07,3.90956076550598e-07,7.07303271043076e-05,-2.17193504893532e-15,-8.62603211875395e-05,5.24536704919548e-16,-1.26721771134934e-15,6.86522568175645e-15,-1.57047520304078e-16,0.000880419618982831,1.18925859647714e-05,-1.03040596524341e-14,-3.26813861610271e-06,-0.00216384388810276,-0.00937858292857521,-0.70710678118655,-2.83510053273626e-14,-2.03783147966011e-07,1.54821848649571e-15,6.58986787290058e-15,-6.72032798165763e-05,1.30786303853731e-15,-4.59647718553559e-16,-1.29114261060338e-16,-1.75206796670156e-07,-1.98004605306183e-15,9.4281277403471e-16,2.43845809185939e-08,-1.15908648565705e-16,-1.86358859011511e-15,-2.31525714680207e-05,1.66767222616686e-15,1.76228450405837e-15,9.11870008569799e-16,9.84434613325339e-05,-7.76189415462343e-16,-3.80961610303851e-16,-1.92314185936615e-15,6.63054747880934e-08,2.22994056094798e-16,5.53443554127516e-16,-3.93592956776655e-15,-3.30277236573e-09,-1.33266589856315e-15,-2.2085185842292e-17,3.83350568812403e-09,5.48158598152936e-15,-1.60949425189169e-14,3.1293310569803e-13
"t67",-0.159726555497563,-0.0157670432691857,-0.00106938343130121,0.133727735096567,-0.00988181253216468,-0.00196236702820506,-0.0352506964017186,0.00176244396039305,-1.68384974214997e-05,-0.00693021947303974,-0.401067856088056,0.000101464845321086,0.00164796137659479,-0.000103847849691064,0.000300710675662527,-0.0021196063274844,-0.0330063739702362,0.00711913131166245,-0.0383136553184717,0.000282609979163972,0.106001324021174,-0.00564273445195541,-0.000222728560243432,-0.000289173996470711,-0.000331292993062842,-7.58732408203551e-05,-1.46130280215142e-05,-0.0056368693784789,0.0315567357199425,-5.82709212640004e-05,0.00556835902491452,0.000374242631320284,-0.00118089409346892,-0.000792248441959707,-0.167830552293392,-0.000158072753447223,2.6646951707826e-06,0.0218253282985181,-2.45344823796671e-05,1.9356012088411e-05,1.23622070779296e-06,1.99263934950662e-06,-2.51365512068513e-06,1.80162854365717e-07,-1.97003806337043e-09,3.462187478775e-09,0.000663643429131581,4.27541736592241e-07,-5.47091890269524e-08,8.80459351255595e-07,-2.47670376225927e-16,-5.68499014938711e-05,0.00181615463161566,1.05718420462929e-07,-1.08518518102466e-06,3.29675553746223e-06,-0.49146979685476,2.89037075606271e-05,-2.17513703694144e-05,-8.12111556393082e-05,4.44801149141685e-06,1.36415323415506e-15,1.24240686668369e-07,1.64383049248736e-07,3.52490896711907e-05,5.66462915588834e-15,-4.43342824914853e-05,-1.29185346359527e-15,2.40639913710263e-16,3.65466146192682e-16,-9.70370880346676e-16,0.000509504299745593,7.24578911653481e-06,2.09860213463629e-15,-2.1307417434255e-06,-0.00143191407376995,-0.00621704569465617,2.36695282352498e-15,1.82298415532885e-17,-1.42506030728062e-07,1.87628888199487e-15,-1.19435590772579e-15,-4.8382754101503e-05,4.22841401954808e-15,2.69496673640549e-14,0.707106781186546,-1.33934585302297e-07,-1.46642131123206e-14,-7.42888800957612e-15,1.91154488287474e-08,8.94277020170733e-16,2.78170892537354e-15,-1.84620276477988e-05,1.27513744318307e-15,-3.72505573911625e-16,2.11106970742795e-15,7.93308359032575e-05,4.51745845493066e-15,-3.24294592308378e-15,-4.591744333651e-15,5.38851924561671e-08,1.18684690172852e-15,3.37730024124865e-16,-5.0153208787968e-15,-2.72740668038854e-09,-1.82123740524259e-15,-4.47833002409601e-16,3.18894700293052e-09,5.3720962718197e-15,-1.46671655493944e-14,3.0762464637061e-13
"t68",-0.159726555497563,-0.0157670432691858,-0.00106938343130117,0.133727735096567,-0.00988181253216474,-0.00196236702820495,-0.0352506964017187,0.00176244396039307,-1.68384974215396e-05,-0.00693021947303976,-0.401067856088056,0.000101464845321229,0.00164796137659495,-0.00010384784969075,0.000300710675662409,-0.00211960632748407,-0.0330063739702364,0.00711913131166273,-0.0383136553184711,0.000282609979164255,0.106001324021173,-0.00564273445195469,-0.000222728560243125,-0.000289173996470963,-0.000331292993061959,-7.58732408205585e-05,-1.4613028021632e-05,-0.00563686937847871,0.0315567357199405,-5.82709212639036e-05,0.0055683590249144,0.000374242631321118,-0.00118089409346771,-0.000792248441958468,-0.167830552293391,-0.000158072753447899,2.66469517079214e-06,0.0218253282985171,-2.4534482379714e-05,1.93560120886929e-05,1.23622070786046e-06,1.99263935056339e-06,-2.51365512096485e-06,1.80162854120234e-07,-1.97003929584106e-09,3.4621871546751e-09,0.000663643429130861,4.27541736915179e-07,-5.47091893298463e-08,8.80459351810721e-07,-2.75425951841649e-16,-5.68499014965287e-05,0.00181615463161583,1.05718420064974e-07,-1.08518518108309e-06,3.2967555373379e-06,-0.491469796854758,2.89037075615328e-05,-2.17513703722975e-05,-8.12111556365118e-05,4.44801149320616e-06,7.01076724036193e-17,1.24240686856267e-07,1.64383049228837e-07,3.52490896701661e-05,-7.68262097581434e-16,-4.43342825023516e-05,-2.89846184852487e-16,1.14710570400632e-16,-1.6976889372973e-15,1.7966025257133e-15,0.000509504299747074,7.24578911295228e-06,1.69055213267256e-15,-2.13074173582461e-06,-0.00143191407376169,-0.00621704569467096,3.06084221391348e-15,-2.06165515256468e-15,-1.42506030002245e-07,-2.52969209260561e-15,8.35641137619568e-16,-4.83827540473658e-05,-3.91337920543144e-15,-3.0042552628245e-14,-0.707106781186548,-1.33934543641273e-07,1.51071111823933e-14,6.95940036101638e-15,1.91154665346757e-08,-4.6726237700871e-16,-2.86701109707968e-15,-1.84620276644359e-05,-2.25716111130886e-15,-1.69272655791816e-16,-4.7584352574402e-15,7.93308359070629e-05,-4.21167007618445e-15,8.131729555041e-16,3.39383286042807e-15,5.38851947885644e-08,-2.81936289481577e-16,3.06239964904782e-16,6.01713736416077e-16,-2.7274029683861e-09,-3.15964824866591e-15,4.04708279732968e-16,3.18894699146033e-09,5.69027565555223e-15,-1.6563923671724e-14,3.12836623054182e-13
"t8",-0.109046887355424,-0.00153994994661051,0.000342513460947386,-0.0302254338413422,0.0283283615889544,0.0158345958621679,0.297747272955985,-0.0283597724426034,-0.0104667154038463,0.00163500512084805,0.0123418359030908,4.64806644399423e-05,0.000653602038757712,3.49801044737301e-05,-0.000101371410478086,0.00172856084023783,0.029179657268542,-0.00632537571571654,0.033544060149432,-3.74214757258119e-05,-0.00716361301721931,-0.000821442015981424,-0.000795944542168302,0.00320752963324174,0.00219609140749294,0.000464304236590094,7.1867073968867e-05,0.0262090372787088,-0.144833899081903,3.56125206251182e-05,0.189616010973754,-0.000383885596736152,-0.00142366780271469,-0.00145689816771636,-0.00150323472560935,0.00106915757640515,0.000310281794971882,0.00203866905626979,0.00990984980092919,0.00207171019934779,0.0011554901574549,0.000709044432419697,0.00192053073616271,-0.00030208426230348,2.68358168572777e-06,-4.50739089656447e-06,-0.908970005050642,4.13908134371862e-05,-9.27255879519698e-05,0.000514823663104564,1.53737276457934e-14,-0.016043671913497,0.00331338094945188,1.74183824767204e-05,-0.00012421905390546,0.000248752005933301,-0.000894744618935562,-0.000208118872989376,-0.0120887674750643,-0.0211807523500001,0.000562282673897871,3.83257976214322e-16,9.22189717809773e-06,1.17746092311626e-05,0.00201868463747349,-1.12318180815087e-15,-0.00111055114078457,-3.57245393387838e-16,-8.33297311852731e-17,-7.09135707160916e-17,-8.15825328553986e-16,0.0224219940472916,0.000276662047926737,5.65532872004316e-16,-4.50990235255378e-05,-0.00399179023265241,-0.00682111077085432,1.01309022368145e-16,-4.22407526541277e-16,-6.70905630850969e-06,1.00009579290945e-16,3.40737701458255e-16,-0.000864731033591856,9.24195254674042e-17,8.6395686790073e-17,5.2052727700199e-16,-3.99011766948348e-06,-8.72220656342844e-16,6.63419223722516e-16,5.1458063891152e-07,1.73594841564744e-16,-9.26006051973154e-16,-0.000224487220506649,-2.03038418931762e-16,-4.64401083259213e-18,-3.16970211854941e-15,6.76654591678459e-05,9.409607997151e-17,-1.19403186076016e-16,-1.25605097404329e-15,1.24273931828499e-06,-9.8368668488098e-17,-4.04758729417685e-16,-8.60067644715902e-16,-5.83522609166188e-08,-2.59432417327324e-15,2.66003486902775e-16,6.58103351159364e-08,5.29078054381071e-15,-1.60929131082391e-14,3.09788937614296e-13
"t16",-0.113663741580038,-0.00171446680088194,0.000401127630325599,-0.0358386046161647,0.0363357241802782,0.0222474577845768,0.419798105054206,-0.0417587086303186,-0.0171205602399754,0.0038516521496354,0.0300244732310614,0.000174257455193469,0.00307173741641581,-0.000186436964969521,0.000539818686479221,-0.00287621020960013,-0.0382235853275645,0.0079581483987856,-0.0364961614373397,2.61544277396652e-05,0.00493419455163546,0.000518908729030187,0.00040884872579469,-0.00103240180303226,-0.000430338760037854,-7.01823183942831e-05,3.77937730788015e-06,0.00300849717146773,-0.018676013086224,4.50063236443216e-05,0.49726176698664,-0.0035537292424705,0.00826500500718159,0.00399530003654195,0.00289046218426445,-0.00173653265085466,-0.000408082265631227,-0.0015858907135281,-0.00742620414906362,-0.00137129866209189,-0.687735455770805,-0.000328327626989335,-0.000728083924303811,0.000104339294132934,-8.87340296684215e-07,1.46304421734486e-06,0.268661633558274,-1.19164313097913e-05,2.19063685324116e-05,-0.000109400449490847,-3.30000734646078e-15,0.00297419039968527,-0.000453385050624868,-2.36946604264467e-06,1.66203017875039e-05,-2.88800923861374e-05,6.31845308240659e-05,1.41886945767356e-05,0.000503820102967885,0.000803035254484873,-1.59383035827792e-05,3.78679392625125e-16,-1.03142676708893e-07,-1.12138355594607e-07,5.03418078945817e-06,-1.27717078744504e-15,-5.88489331692954e-06,-5.91173394388614e-16,4.00545858141437e-16,-5.03576753819267e-16,-1.47528406233374e-16,0.000421978821671116,7.33351469995616e-06,-1.4721254847353e-16,-1.76406758790826e-06,-0.000169129481786777,-0.000291694103396145,7.35240050726024e-16,-2.67864852019283e-16,-3.7886524670951e-07,4.42393521743648e-16,-5.07903757101945e-17,-5.66522912692017e-05,3.07651943022806e-16,-5.96153216553433e-16,-5.72784522356503e-16,-3.55944246519564e-07,2.45569971951058e-16,7.4563212066018e-19,5.24591006555854e-08,7.72231804252744e-16,-4.25962786284501e-16,-2.51127990403454e-05,-3.53116849848673e-16,-4.19100410104578e-16,-5.94390189705745e-16,8.02592454336059e-06,6.54256162859452e-17,-4.78845361517046e-16,-6.27958814518938e-16,1.54600538276911e-07,1.2844288295896e-16,1.31557966247287e-16,-2.06796524221627e-15,-7.96346482591276e-09,-2.60594227217075e-15,2.93394438198375e-16,9.38028378939374e-09,5.73229285159743e-15,-1.53820387696151e-14,3.1016258233853e-13
"t17",-0.113711861277426,-0.00171632165987828,0.000401759572935815,-0.0358993281887736,0.0364241602119295,0.0223198746999053,0.421177483918485,-0.0419116482891611,-0.0171982315571999,0.00387919634218183,0.0302451955522219,0.000175932198529542,0.00310401699914377,-0.000189821296920911,0.000549619732635027,-0.0029567407662938,-0.0394630203022401,0.00822330266841147,-0.0378450141488133,2.7558380024931e-05,0.00520271965234263,0.000549593489154097,0.000438653742633304,-0.00115797320790696,-0.000522274099903393,-9.02519024662111e-05,2.13172831530981e-08,0.00154250577952804,-0.010447622530421,3.96386083970552e-05,0.445106440569332,-0.00321165376593813,0.00753468804230891,0.00366141144619056,0.00265890862276738,-0.00160077740964473,-0.000377248522995958,-0.00147448411157154,-0.00690418901645962,-0.00127223543380588,0.725453251990025,-0.000324223862389399,-0.000701417002511913,0.000100415423082666,-8.5388913776177e-07,1.4078973410034e-06,0.258613338238233,-1.14723841422162e-05,2.11205577293221e-05,-0.000105568039350579,-4.34969272928767e-15,0.00287317402895274,-0.000438943629040224,-2.29407927129267e-06,1.60932053717621e-05,-2.79878071015085e-05,6.13689208506359e-05,1.37826488828389e-05,0.000490046199645649,0.00078122705938763,-1.55128224533172e-05,-4.67495748810625e-16,-1.00474402328276e-07,-1.09246302844253e-07,4.90724359821144e-06,1.11039073263713e-15,-5.73729251591943e-06,3.29192064592941e-16,2.26076869226573e-16,3.17910775897946e-16,7.89981213929137e-17,0.00041166587685151,7.15694601826203e-06,6.75203816416346e-16,-1.72263563891156e-06,-0.000165182816281161,-0.000284892713274067,1.27528912690196e-16,-1.80903752101764e-16,-3.70271174693294e-07,-3.50886983331722e-16,-2.14890277325265e-17,-5.5390629027499e-05,-2.94491924812018e-17,-2.18321513948883e-16,-3.58845099618228e-16,-3.4839648767368e-07,-2.37036569602294e-16,-5.96993121611599e-17,5.13761637393531e-08,3.31885521890832e-16,-1.65055620911335e-16,-2.46052195669262e-05,-2.9674045989673e-17,2.03004099986022e-16,1.31810688159504e-16,7.86603435006006e-06,5.12600224784642e-16,-8.42655342088201e-16,-1.47073271405037e-15,1.51558856032068e-07,5.2388347321816e-16,4.59592908429937e-17,-2.72397989277761e-15,-7.81084418207165e-09,-2.35924155319939e-15,3.70400547283987e-16,9.20287956155543e-09,5.80570751070321e-15,-1.54220919406639e-14,3.09941332818896e-13
"t35",-0.114620207764756,-0.00175132429845373,0.000413682032487101,-0.0370448973713043,0.0380919649626211,0.0236850751081655,0.447181119763059,-0.0447943463650761,-0.0186616806951239,0.00439762845346797,0.0343992766490019,0.000207425512207988,0.00371084122607111,-0.000253296057098201,0.00073344285558085,-0.00446362680921226,-0.0626352451130477,0.0131797629266369,-0.063042834279141,5.37241964744062e-05,0.0102068563870178,0.00112112423669225,0.000993075662443889,-0.00348692342676872,-0.00222291696887827,-0.000461110488536382,-6.90541574826536e-05,-0.0253589659998538,0.140490617790558,-5.71630895831285e-05,-0.489853343794078,0.00288559434770845,-0.00537745769662485,-0.00219757080528221,-0.00137301870543965,0.000749545327687833,0.000150977268186874,0.000291305109296044,0.00125526978973805,0.000163717561293968,-0.0191840744141953,-2.70335127431595e-06,-6.31414179370503e-05,1.23863737366174e-05,-1.18048990134347e-07,2.0335179347713e-07,0.0451230383398778,-2.09413010508513e-06,5.02548829387742e-06,-2.78659869824265e-05,-2.10908056231667e-15,0.000844594202319261,-0.000152749569833967,-8.00372912932932e-07,5.65471196172672e-06,-1.03844892857893e-05,2.58406599317584e-05,5.84007850226919e-06,0.000221644441876047,0.000356479124593096,-7.23607285032939e-06,-8.1108658163817e-16,-4.86756111786257e-08,-5.3113900889803e-08,2.4467458407459e-06,-0.707106781186546,-2.8771089078184e-06,9.51213788258124e-15,9.27379016993262e-15,-2.73372130249767e-16,-2.1545944788376e-15,0.000212097632303669,3.7426538483819e-06,-1.6079381613875e-15,-9.223958618205e-07,-8.89766058544128e-05,-0.000153569119683502,-3.38428904039141e-16,-9.12239218838427e-18,-2.04526199377834e-07,-3.58507673132315e-17,6.2637981846627e-16,-3.10758870028622e-05,-8.00608797147773e-16,1.52745479431928e-16,2.7183792438741e-15,-2.03192063376177e-07,3.73133993391763e-17,2.06927184379507e-16,3.05606847674723e-08,3.30491636802652e-16,-5.8724685533591e-16,-1.48551531085135e-05,-5.49270679601131e-16,-6.41354111165426e-16,-3.74972254691902e-16,4.79600915480098e-06,1.36808306324108e-15,-4.97224082286482e-16,-1.06602657106234e-15,9.31766169662696e-08,3.2468328073657e-16,1.81144174605147e-16,-2.60174615214203e-15,-4.8834983851373e-09,-1.96721397716493e-15,1.49069908741965e-16,5.80133406551113e-09,5.78438189224396e-15,-1.53522628502858e-14,3.11819764698444e-13
"t36",-0.114620207764756,-0.00175132429845371,0.000413682032487087,-0.0370448973713042,0.0380919649626211,0.0236850751081655,0.447181119763059,-0.0447943463650762,-0.0186616806951239,0.00439762845346799,0.034399276649002,0.000207425512207852,0.00371084122607115,-0.000253296057098443,0.000733442855580583,-0.00446362680921193,-0.0626352451130479,0.0131797629266365,-0.0630428342791408,5.37241964744399e-05,0.0102068563870178,0.00112112423669316,0.000993075662443967,-0.00348692342676826,-0.00222291696887886,-0.000461110488536618,-6.90541574822882e-05,-0.0253589659998538,0.140490617790557,-5.71630895829941e-05,-0.489853343794077,0.00288559434770866,-0.00537745769662547,-0.00219757080528303,-0.00137301870543821,0.00074954532768844,0.000150977268186623,0.000291305109295876,0.00125526978973807,0.000163717561294092,-0.0191840744141977,-2.70335127438292e-06,-6.31414179354074e-05,1.23863737370547e-05,-1.18048989998895e-07,2.03351793470455e-07,0.0451230383398763,-2.09413010358526e-06,5.02548829377743e-06,-2.78659869827353e-05,-1.44294674754163e-15,0.000844594202314537,-0.000152749569833775,-8.00372913164258e-07,5.6547119611402e-06,-1.03844892862167e-05,2.58406599380701e-05,5.8400785007643e-06,0.000221644441877772,0.000356479124599395,-7.23607285018764e-06,1.19310798268785e-15,-4.86756086958851e-08,-5.31138994350773e-08,2.44674576760015e-06,0.707106781186548,-2.87710879209402e-06,-9.33122161605759e-15,-9.48369830415424e-15,6.24829587576429e-16,2.29204015228359e-15,0.000212097632306689,3.74265384504343e-06,1.70187914695573e-15,-9.22395860120468e-07,-8.89766058497312e-05,-0.000153569119691259,-4.49451206501786e-16,8.2941677009176e-16,-2.0452619941573e-07,-3.44156167618093e-16,-1.00169964806536e-15,-3.10758870089405e-05,7.19830702623192e-16,-1.26408051769015e-16,-3.78336434408498e-15,-2.03192064228091e-07,1.64967176273574e-17,-7.61743415277367e-17,3.05606848132512e-08,3.62662213404036e-16,1.73108921048069e-16,-1.48551531143402e-05,5.44179849068594e-16,4.44562382235071e-16,-1.9456101319032e-16,4.79600915772512e-06,1.79797482196683e-16,-1.05581928282508e-15,-7.15921550662837e-16,9.31766174347324e-08,6.10250264160438e-16,-3.05700102771683e-16,-3.57492602216505e-15,-4.88349807838455e-09,-2.48943578864659e-15,4.39362988628717e-16,5.80133406714324e-09,5.54858648748674e-15,-1.5567566911928e-14,3.10154430161506e-13
"t2",0.0243524408805279,0.0236374132404818,0.00135674365930652,-0.00305469673615829,0.0469417612351099,0.00140536284641358,0.0119163313429644,0.0151472329057792,0.0188194567643636,-0.00863242888989135,-0.00258934730472452,-0.000623270201819836,-0.0116695419578927,0.0008468159362251,-0.00245189806791304,0.010495623145602,0.109166706025831,-0.0212815825599886,0.0680895288529735,9.61605346688247e-05,0.0238829829714574,0.00167154058308466,0.00396317801331919,-0.0349071738981333,-0.0462793705980353,-0.0142674486770791,0.000671567600065624,0.0339889789430095,-0.00238133265885671,-0.00570110694599721,0.00158338900529468,0.0494222201978745,-0.149622479360606,-0.0766468850208754,0.000224281071792406,0.0341726475846418,0.00797030981310047,0.00124619895974465,0.130469485602885,0.0226814388631401,1.73875822678113e-06,0.00419243334765883,4.88639888257889e-05,-0.000573306031934588,3.65220339555695e-06,-5.11808249748432e-06,-0.0137848507808473,5.39779907439887e-07,0.000237395459898818,-0.00192578988463708,1.96989272555713e-14,0.0839975921626021,-0.000386322237286427,-0.000149480669326431,0.00108309201855578,-0.00253050991300043,0.000454779895975281,0.00318854240713838,0.234019164748031,0.424422129681979,-0.012324541745215,-1.99500483319032e-15,-0.000239555466265731,-0.000311167606757057,-0.0606819006056506,-3.54517257585116e-15,0.0016614926558877,9.25596206071253e-15,-8.89573901846238e-15,4.81500588078478e-15,2.7149331474599e-14,-0.817609940939555,-0.0111333668052815,-5.2268822718215e-15,0.00212374911897482,-0.00675989556723859,-0.0113946623360102,4.41906198832032e-15,-7.94135507455986e-15,0.000447116694223402,2.66195475372889e-15,1.64048547244593e-16,-0.000867158018636174,-1.97369399120741e-16,-2.37369834929155e-15,-9.60627305294741e-16,0.0007006792127766,3.41931266496771e-15,1.02995761980059e-15,-0.000228660679988447,-8.30371542686056e-17,-1.50359725413977e-15,-0.000144851061725192,-1.17145335145365e-16,-6.02225497922576e-18,1.31710059115514e-16,4.19806947898782e-05,8.68199940400422e-16,-1.40781836816569e-15,2.0981985267971e-16,0.000345108203818966,1.13336996127283e-15,5.94850365094174e-16,-2.3925930975493e-16,-8.78019016493906e-06,-2.33576290370109e-15,-1.04569526414855e-15,8.07205211153121e-06,5.49297751381932e-15,-1.69626783246157e-14,3.192253858168e-13
"t15",0.0719242104169733,-0.133126513547433,-0.00203203079936139,0.00122917112851424,-0.0349453949314394,-0.110675437352537,0.00684013466426079,0.000202418331083636,-0.00223464849642078,0.000495816569051386,4.97001727782173e-05,-1.58471586954252e-05,-0.0132341072110959,0.000223934653053292,-3.07587859836637e-05,0.119473173153699,-0.00371031166647009,0.000472849376292916,-1.97738237919538e-05,4.80894303276492e-06,0.000697421621908246,5.77740284997514e-05,0.00554273660898341,-0.00402328170333105,-0.006514022604798,-0.00215888368001421,0.0179433636879987,0.00751792341931834,0.000330931584063443,-0.00348847031812558,0.00121029971792728,0.185714253905748,-0.450116948347976,0.827601530600168,-0.000837812707545503,-0.0548957203148943,-0.00857459148018233,-0.000589136990743634,-0.0662892118743276,0.03468727659267,3.50991476363551e-06,0.0911428462606124,6.77033887120141e-07,7.26244652928269e-05,-4.48236982466217e-07,0.00286592276080798,0.000331514553371366,-1.39228397690755e-08,-0.0175129836944736,0.000159455970855915,-2.1855585107272e-15,-0.00615129178156029,9.52090296000104e-06,8.51137296093989e-06,-0.0015085853764655,0.00734436873662596,-1.04496574881987e-05,-0.000105812455152489,-0.00587225533375218,-0.0101717303119814,0.000260487752957913,2.53761323203113e-16,-0.00435590646432124,-0.00909817385689236,0.000724878730792233,3.28401305893233e-16,-1.01317913164799e-05,-8.17292496452475e-17,3.07452976803407e-16,1.38933133959591e-16,-2.39593845345768e-16,0.00604975916973084,5.8657102425812e-05,6.73850176051074e-17,-3.83376757674259e-06,4.36880182898259e-05,7.33290968914661e-05,2.58265718606243e-16,4.79550292598889e-17,1.28384445112135e-06,-2.68680228391319e-17,1.10927480623344e-16,3.95038232844152e-06,-1.25045175302665e-16,-2.58838326692674e-17,3.47854043899474e-16,8.04113949589669e-06,-7.71429917412436e-16,5.31317756867202e-17,-0.000119042637562556,2.77213938288671e-16,-5.68109193817488e-16,-2.19459527835372e-08,-1.43381787600991e-16,9.06990956747771e-17,-6.28844223506865e-16,3.71333594924535e-08,1.08686600487316e-16,-9.05070032715111e-16,-1.04931370596969e-15,7.05181945985636e-06,1.08081879066014e-16,-7.65869928038077e-17,-2.55258966811569e-15,-2.05874650705413e-07,-2.35021710597915e-15,3.12440253007194e-16,2.01416977743468e-07,5.61309212828402e-15,-1.56246046789995e-14,3.10326942015356e-13
"t92",0.0745446595607798,-0.146307855289885,-0.00233997323760907,0.00143203618268739,-0.0439490179224472,-0.153040570994122,0.00949443195402249,0.000294836942490248,-0.00369308170515226,0.00154893853490556,0.000169029688028835,0.000166929919194028,0.0383785250863541,0.00016820146069113,-2.31198246601748e-05,0.345466991057689,-0.0234533173071832,0.00377023583982812,-0.00522700274852055,-1.17301121310197e-05,-0.00164171305113505,-0.000112334247045751,-0.00751310557177783,0.00315898175228333,0.00350293683910693,0.00099055158203573,0.552624899911525,-0.00552093843287456,-0.000217400291565237,0.000727557516788409,-0.000209897626935757,-0.0276826466015514,0.0556746362053371,-0.0879728588829459,7.74198090974405e-05,0.00460982226012602,0.000612529587678608,1.70561113020115e-05,0.00167521124915395,-0.00042977890731723,5.15033959230025e-08,0.00224712214423352,3.37896645052037e-08,4.43407953881352e-06,-2.97035596989988e-08,0.000782727250440039,2.62684546018903e-05,-1.14547759180682e-09,-0.00588442386621622,1.79018513640374e-05,5.22862570995935e-16,-0.000773719425912862,1.43580037150051e-06,1.28722182758297e-06,-0.000229965206742213,0.00119071030759413,-1.96902729332008e-06,-2.00942385419128e-05,-0.00121253365210121,-0.00212558537831028,5.61706822302984e-05,2.28921166342928e-16,-0.00436063175638192,-0.00475548237395422,0.000166893647593612,-2.31387989579264e-17,-2.35679556019605e-06,1.27384413962635e-16,3.18082951562247e-16,-3.29548818379301e-16,-9.19692033065554e-17,0.00146785865629659,1.45468734613498e-05,4.0272047176082e-17,-9.84116673051356e-07,1.13124467469245e-05,1.90075173195441e-05,7.16811921093349e-16,-2.31965573689711e-16,3.44921280125037e-07,-1.35823549709507e-16,-4.11149522523985e-16,1.08607663057151e-06,3.88121329842401e-16,-9.27474056225552e-16,-4.19098853755315e-15,2.34392854587346e-06,-5.08267841547576e-15,4.84028267735037e-16,-3.5771129462735e-05,1.63564761317632e-15,3.98312378637516e-15,-6.74932798273967e-09,1.85713187053071e-15,4.42500300381384e-15,-1.48714114434342e-14,1.15989284235482e-08,-1.50885356193408e-15,-1.74536882449076e-14,-0.707106781186549,2.23195108043678e-06,5.43388527470327e-15,2.24903662377096e-15,-2.60602570236001e-16,-6.69487974759925e-08,-2.30283858390281e-15,9.44100937231837e-16,6.63818658538012e-08,8.04309818815459e-15,-1.74155441409432e-14,3.02557341148454e-13
