,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
t171,-3.0034816,2.4136515,-0.7515362,5.0453815,2.0814598,6.0635867,4.6389966,2.736808,3.8103633,6.752732,4.378688,6.1450024,5.840529,4.842886,5.818286,4.6958556,5.721672,6.091867,4.9591193,5.8575253,4.6220393,7.6041746,4.2331014,5.2136645,3.4670446,5.0017548,5.7815533,4.903751,2.0665631,5.3961506,3.794516,4.6947656,4.797193,5.2064967
t190,-3.0560231,2.3920267,-0.8276097,4.921741,2.0237615,6.046181,4.616216,2.7632203,3.8303175,6.7970114,4.402288,6.1515822,5.8309083,4.8600335,5.7936454,4.6553793,5.720479,6.137506,5.031328,5.888735,4.698049,7.6017213,4.2339473,5.2272058,3.4326067,5.013819,5.78044,4.898944,2.1412818,5.362541,3.7527912,4.7399044,4.7620425,5.189183
t191,-3.1312735,2.3577783,-0.8424754,4.83982,2.025174,6.026183,4.5411644,2.7751384,3.8150778,6.887001,4.46863,6.1528025,5.769598,4.897923,5.778277,4.6293917,5.702056,6.0981307,5.1327496,5.820513,4.794177,7.5652366,4.2255907,5.20202,3.5003035,4.964664,5.804085,4.8466926,2.2358184,5.347831,3.669779,4.836101,4.717686,5.12744
t159,-2.9198275,2.414073,-0.67700297,5.2491713,2.1244273,6.059057,4.686867,2.752143,3.7882235,6.6800957,4.299114,6.169836,5.9187813,4.844149,5.8439603,4.70635,5.705007,6.0596743,4.8666544,5.84831,4.519846,7.614272,4.248455,5.243217,3.4316144,5.041447,5.744419,4.9745317,1.9665128,5.405633,3.8704534,4.6209073,4.8319554,5.285465
t135,-2.9658904,2.4239159,-0.75658655,5.0318627,2.0710206,6.0527487,4.6474934,2.7507608,3.8468692,6.695889,4.3439546,6.1335645,5.8571453,4.8345914,5.836682,4.6831236,5.741975,6.125434,4.9205713,5.9086323,4.5879316,7.5923853,4.2617273,5.248775,3.418009,5.052835,5.78444,4.920086,2.0317414,5.3862543,3.8473086,4.6387844,4.8043113,5.215831
t130,-3.0271626,2.3868535,-0.797522,5.014824,2.0290232,6.050144,4.6415486,2.7737877,3.846234,6.726103,4.374473,6.1480675,5.845862,4.8446674,5.7808056,4.653458,5.7432065,6.1591496,4.9737716,5.933893,4.635486,7.6062593,4.239672,5.2459755,3.3936796,5.0584645,5.77013,4.9264092,2.0805461,5.3579226,3.8183422,4.6570816,4.779723,5.206389
t118,-2.9487674,2.4288754,-0.6487547,5.2975416,2.138465,6.1043687,4.7139006,2.7087884,3.7924833,6.6786456,4.3436375,6.1560154,5.8829174,4.8034835,5.7927575,4.7417088,5.7298646,6.0686693,4.8491373,5.86565,4.4923234,7.6637754,4.199746,5.20113,3.4603271,5.0129385,5.753468,4.952591,1.9417707,5.4355135,3.862532,4.616938,4.8646445,5.2618246
t142,-2.979462,2.4299107,-0.666128,5.2940736,2.1141877,6.1251025,4.683775,2.700393,3.810005,6.7062106,4.384185,6.1419463,5.842302,4.793378,5.7566204,4.734082,5.745014,6.0878906,4.8620625,5.869637,4.5049677,7.6994333,4.1597238,5.172391,3.482171,4.9925003,5.776552,4.916022,1.954137,5.428224,3.8324337,4.6474547,4.844393,5.2184877
t147,-2.9275315,2.4239964,-0.6485213,5.2931986,2.1451712,6.0832157,4.716939,2.721331,3.78407,6.669405,4.30374,6.1662755,5.9119086,4.817675,5.8333554,4.7364984,5.7165575,6.0585318,4.843181,5.8571095,4.4883623,7.6310215,4.237118,5.2228327,3.4485207,5.023998,5.743218,4.9732475,1.9373331,5.4312897,3.8756435,4.607856,4.8628983,5.2903104
t148,-3.0722282,2.3935356,-0.8278175,4.8429837,2.0356612,6.046276,4.610751,2.7546313,3.8166296,6.8406487,4.416905,6.1561913,5.826279,4.8678904,5.799122,4.6632786,5.7061644,6.1128125,5.0713153,5.855206,4.7410846,7.599517,4.23128,5.214253,3.4627864,4.9854345,5.78271,4.88746,2.1819324,5.372002,3.713905,4.7891116,4.7608547,5.188093
t95,-2.978356,2.4535546,-0.6620043,5.283146,2.119227,6.137544,4.6881194,2.684683,3.8276927,6.7027345,4.389805,6.121222,5.8369617,4.777507,5.7529173,4.747118,5.761344,6.0886073,4.8643403,5.880976,4.5071025,7.7053385,4.157204,5.1675305,3.4879491,4.9959183,5.792397,4.907034,1.9566673,5.441574,3.835451,4.642677,4.8604107,5.217169
t17,5.3632665,5.1814394,3.591905,4.2338457,4.248463,6.4286995,6.449518,0.932379,2.5954418,8.3490715,4.536927,4.0188894,5.952835,4.7048006,5.34743,5.001159,5.309136,4.957427,6.724974,5.5662656,5.484106,7.346018,5.451549,5.3608637,3.63492,4.7442493,5.0610743,4.1130385,3.530382,5.939877,2.8243837,5.647398,6.4141145,5.178868
t183,-3.3601952,2.3084776,-0.7639263,4.0294685,2.220824,6.05263,4.5635624,2.709289,3.5965624,7.435447,4.692098,6.267696,5.750255,4.9788003,5.7083673,4.7456875,5.547026,5.7817116,5.7018666,5.374552,5.3278823,7.628174,4.119995,5.0297422,3.94236,4.615748,5.770257,4.7815943,2.7042055,5.506,3.1949725,5.4695454,4.799128,5.1878552
t309,-3.3444724,2.3255198,-0.755466,4.034606,2.2101965,6.0500503,4.5716786,2.7029579,3.6140904,7.42272,4.6666393,6.252858,5.753933,4.974632,5.7184234,4.7349386,5.545584,5.8043637,5.671857,5.3877935,5.300565,7.621844,4.1358004,5.049105,3.9121292,4.6251545,5.7655697,4.781274,2.687509,5.4938717,3.2186768,5.434565,4.803779,5.1959057
t310,-3.3033252,2.3695643,-0.7603941,4.0349374,2.1830013,6.033474,4.583179,2.710336,3.6522968,7.3890834,4.657086,6.229515,5.7775235,4.9872146,5.7494416,4.704857,5.5264235,5.842666,5.6420145,5.425849,5.2685986,7.623785,4.175547,5.090098,3.8781123,4.6655245,5.770721,4.7640734,2.65146,5.4981523,3.254032,5.4082203,4.826146,5.2237344
t97,3.853624,5.4823265,3.70219,4.3226542,4.160689,6.4091396,6.5054626,1.2656912,2.28177,8.297505,4.5570784,4.2035565,5.620966,4.257495,5.1628046,5.0538726,5.7568355,5.239256,6.682082,5.237223,5.0844383,7.4481244,5.559357,5.176333,3.505693,4.6121235,5.285638,3.9376926,3.6794684,6.070351,3.1440256,5.665184,5.7640123,5.27069
t129,3.8857024,5.4865327,3.687003,4.3004656,4.1348634,6.385219,6.4841604,1.2220911,2.2481284,8.301983,4.557425,4.1652675,5.594799,4.2380323,5.1272078,5.0198116,5.7656145,5.258621,6.7223086,5.224174,5.058477,7.4652157,5.5929346,5.153541,3.4845908,4.588901,5.2964635,3.9038985,3.6691792,6.1054993,3.15648,5.631389,5.774496,5.238051
t185,-3.338714,2.3319385,-0.7522019,4.0298386,2.2092452,6.051109,4.576189,2.7012405,3.6173022,7.418881,4.661965,6.246197,5.756439,4.973826,5.720544,4.7329984,5.5445995,5.807859,5.6667204,5.3921824,5.295046,7.619384,4.140235,5.0537086,3.9050016,4.6305513,5.763573,4.781065,2.6820345,5.4917545,3.2248511,5.4299197,4.8055873,5.1976614
t186,-3.3574803,2.308859,-0.71619815,3.9984143,2.241607,6.085644,4.598135,2.6691892,3.5890837,7.4351935,4.626177,6.227777,5.7316227,4.9403725,5.689068,4.764728,5.575874,5.779453,5.653602,5.3713694,5.2849646,7.5884438,4.113089,5.027964,3.8876362,4.61042,5.731282,4.812936,2.6843882,5.456927,3.2314882,5.409799,4.7749066,5.166245
t168,-3.3448923,2.335393,-0.7740556,4.019327,2.1890652,6.0294766,4.5572057,2.7166276,3.6297886,7.4378085,4.6849318,6.266782,5.764012,4.9954944,5.740534,4.713138,5.5232353,5.813336,5.689188,5.3795495,5.317363,7.6394396,4.153791,5.0618806,3.9275208,4.6175303,5.7816606,4.759808,2.702048,5.5135365,3.2033732,5.4531026,4.823731,5.218615
t73,3.9016402,5.4813967,3.702124,4.3138824,4.1593304,6.403007,6.502888,1.2498617,2.2746985,8.296913,4.5615215,4.187344,5.6199083,4.2600994,5.157909,5.042519,5.7516503,5.2382016,6.6950626,5.2417593,5.0824547,7.449617,5.565981,5.176062,3.506668,4.610727,5.2799926,3.933063,3.6772807,6.0759645,3.1406386,5.6564035,5.778272,5.266471
t82,3.867122,5.491332,3.6915019,4.31703,4.1486125,6.4030166,6.4936266,1.2486407,2.268565,8.298299,4.557722,4.1902328,5.611037,4.2489777,5.1500573,5.0434747,5.76502,5.246869,6.6963277,5.232018,5.0727706,7.4590974,5.5725946,5.1697807,3.5000732,4.600147,5.2890205,3.9242713,3.676082,6.0817513,3.1478655,5.6550736,5.762236,5.262267
t83,3.895052,5.479512,3.693879,4.3006196,4.1464252,6.3919697,6.491869,1.2346634,2.2618618,8.299955,4.562121,4.1739607,5.611395,4.254773,5.1404886,5.0288906,5.753311,5.243015,6.7101307,5.240111,5.07158,7.4568844,5.5819163,5.1681156,3.499183,4.598993,5.2809505,3.9156861,3.6716025,6.0911727,3.1419594,5.6415067,5.787724,5.249738
t13,5.4201546,5.180095,3.5972166,4.251315,4.250749,6.4364586,6.459975,0.98204505,2.560561,8.33241,4.5554547,4.033887,5.9244223,4.670947,5.3504167,4.985786,5.322127,4.9763255,6.711479,5.558988,5.4508147,7.3380246,5.454019,5.3523364,3.6491036,4.7492504,5.0423474,4.1218348,3.540159,5.9486604,2.842564,5.6453443,6.3828907,5.215335
t14,5.328463,5.1918716,3.5787907,4.219791,4.2463613,6.422658,6.431251,0.93486917,2.5817645,8.338165,4.532791,4.020843,5.9519644,4.708843,5.345419,5.007978,5.3124413,4.9581156,6.7201085,5.546352,5.4782677,7.3446937,5.443611,5.361054,3.6298203,4.7388473,5.07571,4.111222,3.5122871,5.926919,2.8252697,5.661867,6.4222255,5.171081
t11,5.0362105,5.2320924,3.8072474,4.24098,4.340444,6.4178824,6.611037,1.2239615,2.413113,8.278145,4.615261,4.1065936,5.832594,4.5164948,5.312543,4.9776335,5.418191,5.034218,6.6726494,5.4606495,5.299753,7.251551,5.4428015,5.3067384,3.639201,4.8322797,5.0715756,4.11565,3.6352205,5.940717,2.9669385,5.676954,6.1776853,5.3181076
t23,4.669443,5.242148,3.893987,4.255689,4.3594327,6.4136276,6.671936,1.2884444,2.380986,8.270594,4.622494,4.139289,5.790879,4.454673,5.297651,4.9918265,5.47509,5.0747285,6.666539,5.4167814,5.251266,7.232323,5.433004,5.2862077,3.6263714,4.8396654,5.1031976,4.1113944,3.6762016,5.957424,3.0117316,5.6790094,6.0834417,5.342102
t24,5.235418,5.218463,3.7303371,4.220924,4.3223968,6.413509,6.5494046,1.1565356,2.4569502,8.2901125,4.598852,4.0790052,5.871764,4.5848336,5.324215,4.98938,5.3731084,5.0038004,6.6798315,5.485872,5.355929,7.2654967,5.435956,5.3270617,3.6383617,4.8169494,5.070032,4.11801,3.579334,5.920099,2.9177475,5.6811395,6.263869,5.2732177
t12,5.7259693,5.1495137,3.456649,4.2471886,4.2035513,6.439823,6.3530126,0.9508428,2.6117425,8.344092,4.533846,4.011567,5.952084,4.747205,5.3787136,5.0073147,5.2787867,4.9684477,6.7128367,5.5837574,5.5136604,7.366614,5.4345355,5.3788323,3.6580746,4.7049623,5.0378647,4.1356497,3.4439864,5.932578,2.7657115,5.6378517,6.4710293,5.1571975
t56,7.8308973,4.814877,2.8604074,3.9680872,3.9431126,6.0669293,5.923017,1.6398743,2.197285,7.9763865,5.002168,4.0158167,5.4514723,5.0992217,5.4248724,5.477942,5.026024,5.147952,6.2551785,5.369784,5.74751,7.163166,5.0422,5.0404334,3.5861933,4.251836,5.2005568,4.13475,2.8790104,5.9314623,2.674766,5.9576216,7.11255,4.831829
t121,8.218911,5.1355624,2.8175898,3.9885237,3.9393866,6.0315547,5.976589,1.6141844,2.066497,7.8857994,4.8994436,3.952227,5.489206,5.0908046,5.441407,5.43104,5.117971,5.189136,6.203064,5.3087206,5.758971,7.1942754,4.9990616,5.0445223,3.540408,4.209777,5.089214,4.0674915,2.960229,5.848613,2.7602887,5.948627,7.032091,4.8625627
t122,8.150947,5.041757,2.8323145,3.9884222,3.948825,6.052682,5.9710093,1.6114277,2.104898,7.9180655,4.9271235,3.976083,5.486966,5.0837455,5.4304333,5.4344997,5.0935946,5.169881,6.229097,5.333696,5.7439203,7.1841316,5.0198727,5.043241,3.5604,4.231145,5.1237907,4.090074,2.9456854,5.877115,2.7319999,5.9419293,7.0438094,4.8530636
t100,8.038367,4.9316163,2.8778262,3.9958181,3.9730916,6.0902324,5.9728026,1.6044446,2.165507,7.9708247,4.948578,4.006283,5.490924,5.067817,5.4162645,5.4318666,5.0723042,5.146514,6.2657347,5.3696747,5.719898,7.1733317,5.0542755,5.065408,3.5794196,4.269689,5.1613007,4.112107,2.9379628,5.908478,2.7030365,5.925815,7.044818,4.864388
t113,8.468146,5.4451175,2.7548904,3.9932616,3.8942122,5.9465613,6.0108852,1.6054173,1.9142222,7.758546,4.8099575,3.8718417,5.5154867,5.1049104,5.4913616,5.4140306,5.2224083,5.2429,6.1079226,5.2197866,5.8023357,7.2235527,4.92932,5.0436735,3.4802568,4.1305857,4.965142,3.9884572,3.02682,5.7535205,2.8407135,5.96953,6.973712,4.9092827
t132,8.643912,5.73957,2.7176635,4.0209866,3.8712385,5.8752027,6.031978,1.5780828,1.7942313,7.672528,4.744455,3.8213332,5.5435643,5.094893,5.5205913,5.3756423,5.307624,5.2728305,6.050042,5.16921,5.826235,7.240334,4.893088,5.0491943,3.4393861,4.087119,4.875454,3.9268808,3.0609891,5.6843476,2.904558,5.974615,6.9461174,4.9346256
t305,8.624904,5.70661,2.6762118,4.0470457,3.8233974,5.8172245,6.0050325,1.5645448,1.811733,7.692405,4.7411103,3.8397348,5.5490904,5.0777407,5.4874134,5.342894,5.2587576,5.257708,6.072133,5.188051,5.8434324,7.260107,4.9126897,4.9995413,3.4475784,4.1062965,4.895525,3.9480014,3.029706,5.703975,2.9512296,6.0194125,6.9711003,4.882908
t306,8.618298,5.7116604,2.731398,4.034854,3.885474,5.8866305,6.0228324,1.5662491,1.8194172,7.6969867,4.767599,3.844475,5.5459423,5.077842,5.5088587,5.368565,5.306738,5.250681,6.075617,5.192181,5.8111296,7.2260427,4.915716,5.0638523,3.4613855,4.109193,4.902402,3.9434876,3.0435114,5.7096705,2.8867745,5.9642224,6.9605684,4.946675
t233,8.6642885,5.760028,2.705197,4.0175667,3.8610635,5.8582797,6.0335755,1.5779872,1.7784603,7.6586375,4.7320647,3.8094463,5.5446196,5.102572,5.5260363,5.3753595,5.3096576,5.2827206,6.0388875,5.1585574,5.8370137,7.2490726,4.8834705,5.042749,3.4278793,4.0753927,4.8626103,3.916548,3.0658212,5.6709166,2.915657,5.980676,6.942852,4.9263654
t234,8.642416,5.7316175,2.7113695,4.0195446,3.8665996,5.868575,6.027133,1.5781499,1.7962576,7.6733537,4.74535,3.820921,5.5418997,5.0976963,5.5183454,5.376657,5.3006554,5.273543,6.0516634,5.1689253,5.830079,7.2429223,4.8920918,5.043104,3.4393592,4.085288,4.879211,3.9292572,3.055391,5.6859264,2.9065483,5.9785085,6.9517627,4.926575
t206,8.532177,5.5263605,2.7504184,4.00652,3.8984768,5.9264956,6.02075,1.5887139,1.8699126,7.7247305,4.784655,3.850881,5.528151,5.0983973,5.501292,5.3959756,5.251633,5.2545133,6.0855184,5.1997814,5.807448,7.229284,4.915187,5.0520787,3.4634686,4.1127486,4.9321194,3.9629056,3.037039,5.72402,2.8648612,5.9602075,6.9664803,4.9158173
t162,8.492158,5.4771986,2.7423356,3.9880984,3.8891356,5.9398193,5.9741883,1.6215713,1.9058799,7.763026,4.830829,3.8829474,5.4928603,5.1169887,5.4708843,5.425014,5.209332,5.239968,6.1207976,5.2313056,5.8153586,7.223847,4.9322476,5.038697,3.489182,4.133096,4.97361,4.0105786,2.9833996,5.7690806,2.8413002,5.983056,7.017551,4.8860745
t106,8.454979,5.407557,2.7635317,4.0014634,3.9122303,5.964934,6.0038247,1.6014384,1.9261297,7.7711973,4.823358,3.8850527,5.515502,5.0946674,5.4810796,5.4076896,5.201659,5.2322435,6.1202126,5.233172,5.789823,7.216011,4.942381,5.0414124,3.489992,4.1445227,4.9805284,4.000823,3.0075161,5.763729,2.8351486,5.9571567,6.994507,4.8858833
t134,8.298385,5.2213264,2.7762287,3.9895132,3.9226134,6.014067,5.974982,1.6134216,2.0345109,7.861313,4.8932385,3.9430337,5.4944577,5.0921664,5.445796,5.4295244,5.1263986,5.192248,6.1900744,5.2958193,5.764845,7.1959314,4.988267,5.017718,3.5403876,4.1949024,5.072404,4.0646043,2.9600914,5.8388896,2.771197,5.9580946,7.0366244,4.839374
t164,8.339402,5.2738323,2.75621,4.002495,3.9217849,6.019175,5.9879365,1.5989853,2.0241427,7.8578105,4.8958745,3.9519095,5.512313,5.0730963,5.446959,5.415591,5.131419,5.177837,6.195015,5.3015485,5.747535,7.1874175,4.999211,4.9958825,3.553569,4.203646,5.0719275,4.0681787,2.9688425,5.8433485,2.7677438,5.9520445,7.0295143,4.819523
t165,8.404296,5.352054,2.7042449,3.9661572,3.8732924,5.9549623,5.9543176,1.6372417,1.9751692,7.808542,4.8739233,3.9048266,5.478574,5.1286726,5.4574986,5.4488287,5.14428,5.224083,6.1509604,5.252739,5.8090925,7.2156277,4.941854,4.9808826,3.5194273,4.143005,5.032424,4.0527253,2.9550526,5.8102202,2.8030121,5.9980183,7.0497108,4.8203835
t57,7.7464333,4.784245,2.9467473,4.0191627,4.0001535,6.1523004,5.9918213,1.5771569,2.2686505,8.064647,4.961513,4.053862,5.5200787,5.0243297,5.401025,5.4070377,5.044275,5.102943,6.3324943,5.4315996,5.6744614,7.1634893,5.1247597,5.0827794,3.6113977,4.352554,5.2098517,4.1494274,2.9494119,5.9550486,2.669374,5.9089475,7.024392,4.8726892
t74,7.8696227,4.8929768,2.8497941,4.0153856,3.952864,6.118878,5.9636474,1.6139457,2.233473,8.037426,4.9757247,4.0530987,5.510898,5.030518,5.4220166,5.4277616,5.030865,5.107118,6.2990227,5.418032,5.693097,7.153517,5.114835,5.009674,3.6111438,4.3420115,5.2110596,4.1512814,2.9193432,5.949117,2.6848705,5.9543347,7.072698,4.7971325
t109,8.813632,7.0765915,2.0663066,3.8548799,3.181702,5.0807524,5.671725,1.8165958,1.5750748,7.469418,4.4671593,3.6227255,5.3464904,5.342212,5.1790876,5.414007,4.62359,5.511563,6.050758,4.8264847,6.250633,7.6512337,4.588744,4.219325,3.3361704,3.863521,4.7958145,4.198722,2.7381978,5.6876025,3.581473,6.607876,7.2035866,4.2950625
t110,7.9715176,4.92966,2.86107,4.0158057,3.9660351,6.1110206,5.9769926,1.6212935,2.193489,8.007031,4.957277,4.0355754,5.5059533,5.038462,5.416436,5.4217253,5.0556755,5.1254463,6.279696,5.3987203,5.6943645,7.1548805,5.0896544,5.0324745,3.5968082,4.3134613,5.1781497,4.129663,2.9357002,5.927586,2.7040265,5.9414563,7.053458,4.8296046
t144,8.24861,5.4483924,2.6135774,3.9654884,3.8129578,5.958931,5.9019957,1.6792119,2.0705285,7.9025455,4.924061,3.9681234,5.4660134,5.1189847,5.4323883,5.4557023,5.01147,5.189133,6.210792,5.310947,5.7954683,7.2023683,4.996477,4.8390727,3.5619354,4.2157993,5.127702,4.1311455,2.8821926,5.8805723,2.7867064,6.0606008,7.1356487,4.655035
t145,8.349782,5.5565486,2.5647924,3.9554415,3.772211,5.9014072,5.892483,1.7080421,1.9918861,7.82669,4.8926964,3.9275596,5.4656253,5.1391115,5.464367,5.459164,5.0223665,5.2196836,6.1427026,5.246071,5.833514,7.2218857,4.9548454,4.814695,3.5217557,4.1700287,5.073947,4.1127095,2.888049,5.836215,2.8496175,6.0930424,7.14235,4.646935
t290,8.792232,7.061255,2.0386457,3.8248265,3.1697898,5.0856366,5.646597,1.8347086,1.6026523,7.47098,4.490375,3.6137853,5.3344088,5.392221,5.1740465,5.39716,4.5936565,5.5424747,6.039087,4.835796,6.26754,7.661397,4.578556,4.182793,3.3221936,3.8553095,4.830284,4.2408996,2.7105918,5.7041855,3.5778673,6.621307,7.2255397,4.2596087
t291,8.836788,7.0965295,2.0180383,3.8460667,3.1693375,5.0604715,5.6360445,1.8343844,1.5817426,7.4774027,4.5011883,3.6228313,5.3210063,5.393695,5.1859293,5.415754,4.5734262,5.5447607,6.0747886,4.8491254,6.2828593,7.673453,4.580097,4.171591,3.3405309,3.860076,4.8223195,4.2413974,2.7180839,5.7248497,3.580501,6.6316385,7.2277336,4.2406316
t182,8.293144,5.5391126,2.5629776,3.9595704,3.776524,5.9245963,5.8905067,1.6943009,2.0398853,7.87369,4.9129,3.953731,5.4640684,5.1289673,5.441201,5.4570694,4.9954686,5.2011633,6.185815,5.2863226,5.8134465,7.2121224,4.979859,4.7929144,3.5485582,4.199094,5.110948,4.1307087,2.8766618,5.867106,2.8146958,6.0902057,7.1505966,4.618176
t124,8.048744,5.1231,2.7568831,3.9954975,3.9018035,6.057354,5.941547,1.6476296,2.163942,7.980385,4.9583735,4.0196323,5.488878,5.0658803,5.42564,5.440985,5.0250273,5.141653,6.2583127,5.3739376,5.7311816,7.168798,5.0643764,4.9460626,3.5898824,4.2879057,5.176061,4.140541,2.905115,5.9205885,2.725592,5.9949384,7.0975795,4.7443256
t184,8.838897,7.2539177,1.8733889,3.7676263,2.9977126,4.917167,5.4928374,1.9271036,1.5269109,7.4660897,4.451956,3.636026,5.3320813,5.5253773,5.1758595,5.3565764,4.439565,5.539054,6.0512295,4.7618947,6.3815093,7.7805634,4.517704,3.986425,3.2953067,3.8374457,4.8008223,4.356615,2.6777635,5.702578,3.6721857,6.7668405,7.3448,4.1083655
t201,8.719244,7.0991583,1.8984836,3.6511207,2.95291,4.988234,5.441695,1.9949173,1.5857627,7.5098023,4.4843535,3.7047377,5.3910384,5.6895647,5.2067003,5.2345157,4.345083,5.502466,6.0189934,4.761272,6.321201,7.7060847,4.5544496,3.8946195,3.272478,3.8924394,4.8686337,4.4476023,2.6087887,5.726766,3.6053274,6.7323093,7.4163647,4.052343
t293,8.815518,7.304643,1.8717047,3.7045445,2.9280026,4.904984,5.4548926,1.9458803,1.5304239,7.4709306,4.431753,3.659426,5.3922033,5.6323357,5.1770816,5.2796435,4.3466754,5.5515995,6.037447,4.7132382,6.3454924,7.74283,4.482997,3.8737926,3.2427695,3.8742986,4.823726,4.3949814,2.6185834,5.7352805,3.7067828,6.7622643,7.3755784,4.0591483
t294,8.829462,7.3024364,1.8955374,3.7352095,2.9618282,4.9212203,5.480127,1.9227309,1.5387962,7.4813395,4.44501,3.6623201,5.3885093,5.596179,5.1888704,5.301506,4.3787317,5.5455856,6.056962,4.733028,6.3324814,7.7324657,4.497012,3.9115465,3.2554336,3.8839438,4.8255186,4.369885,2.6399515,5.7462454,3.6934314,6.744034,7.3542333,4.0937366
t292,8.885501,7.329918,1.8439461,3.724778,2.8782215,4.9050064,5.4459586,1.9444973,1.4760878,7.518581,4.483368,3.7148495,5.3251495,5.678598,5.229891,5.318547,4.2994995,5.4725156,6.07991,4.746322,6.349494,7.7624803,4.5349326,3.803796,3.3288887,3.8900127,4.758933,4.4231086,2.6927652,5.755033,3.6679783,6.771656,7.385074,4.0256586
t288,8.814704,7.3059044,1.8735372,3.7131183,2.9606357,4.8939266,5.4616838,1.9487637,1.5476977,7.4608316,4.4199686,3.6433895,5.401107,5.593083,5.165428,5.2699075,4.3755355,5.566898,6.036458,4.706172,6.3504105,7.7445345,4.4666147,3.9153378,3.2265472,3.8688874,4.842234,4.3898005,2.611389,5.7337823,3.7220895,6.761141,7.3700166,4.0828805
