,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
t171,6.5110736,-0.48638666,0.03467412,1.6184329,-0.13547923,-0.15191405,8.459502,1.0084041,3.3423648,13.681443,6.916636,-0.56480753,0.0005617059,-0.26069245,-0.16016066,8.269642,-0.44164738,2.0005462,-0.01649995,-0.6048854,0.9845081,1.4585292,9.123872,8.4889555,4.2113686,8.397582,0.28113258,-0.14414752,6.053613,0.083177544,-0.07695262,0.025812201,-0.49255833,-0.37712905
t190,7.2706313,-0.4799833,0.034961306,1.3799459,-0.15167736,-0.16380829,8.554898,1.513639,3.5583916,13.663494,7.160842,-0.5213304,0.0006215212,-0.27139175,-0.16562945,8.630436,-0.4684583,1.73987,-0.015531394,-0.63726836,1.0165403,1.810177,10.058533,9.053723,4.4411182,8.499843,0.29664654,-0.14406762,6.944325,0.08975642,-0.086741835,0.02748428,-0.50001454,-0.37690803
t191,12.649002,-0.59417665,0.03952392,0.47913408,-0.22926362,-0.25815368,8.987042,4.9622746,5.4448924,14.23545,9.783047,-0.2542888,0.00090751285,-0.32763565,-0.27098632,10.891943,-0.6186832,1.0342075,0.33177024,-1.0447519,1.368379,4.071567,15.702532,13.154231,6.7486115,9.518822,0.44859976,-0.100931995,14.017978,0.05874883,-0.14059688,0.04086614,-0.7120455,-0.2747092
t159,4.328798,-0.5487919,0.037210517,2.5890048,-0.09381231,-0.13235423,8.379998,-0.22076884,2.3665538,13.532442,5.9673753,-0.6666472,0.00039833764,-0.21696687,-0.11494838,7.235149,-0.36460266,2.798414,-0.025129065,-0.5393194,0.88795155,0.376563,6.4382668,6.543507,3.841167,8.403164,0.23069775,-0.13694182,2.6782682,0.09853444,-0.0013340644,0.020421067,-0.44705626,-0.34924167
t135,7.1133924,-0.47470635,0.034282036,1.4858869,-0.15379675,-0.15951501,8.434289,1.3790798,3.48227,13.580943,7.166048,-0.5219118,0.000616722,-0.26827475,-0.16454995,8.570756,-0.4316996,1.7831283,-0.011865915,-0.644156,1.0163716,1.7145811,9.919767,8.971759,4.422566,8.3496685,0.29071823,-0.14290667,6.8740225,0.08026035,-0.09060172,0.027363138,-0.4917246,-0.36067894
t130,6.2213626,-0.47449484,0.033800613,1.6111429,-0.14272071,-0.14826944,8.268248,0.85169876,3.2608862,13.333619,6.7700434,-0.5524137,0.0005538112,-0.2483137,-0.1537594,7.972597,-0.41269574,2.0809078,-0.011570858,-0.60559267,0.9686345,1.3812675,8.785489,8.237955,4.1685605,8.13753,0.27628678,-0.13248456,5.7938604,0.080762565,-0.07513261,0.025150293,-0.46732453,-0.36737677
t118,3.5035415,-0.56285113,0.036888085,2.956775,-0.06841595,-0.11914627,8.232955,-0.36809662,1.9575478,12.978241,5.4044704,-0.6507523,0.00034301615,-0.18349397,-0.096031316,6.665345,-0.327004,2.8799336,-0.026721548,-0.5341941,0.80935246,0.03284871,5.206357,5.557358,3.6935825,8.294679,0.19724564,-0.12346622,1.5750574,0.10274516,0.32870042,0.019275907,-0.4312091,-0.3218053
t142,3.3718264,-0.5753909,0.03680606,3.1121113,-0.071474284,-0.11617267,8.256465,-0.38814777,1.9050958,13.017899,5.37709,-0.65929484,0.00032717345,-0.18017243,-0.09188137,6.6263404,-0.32906482,2.870674,-0.028512035,-0.5385313,0.8114327,0.0019657908,5.0574512,5.4879293,3.6464012,8.39853,0.19642967,-0.121441774,1.3341529,0.10187374,0.43698826,0.019454688,-0.4330473,-0.3261505
t147,3.9324052,-0.53963625,0.03587784,2.7155428,-0.090688504,-0.12020848,8.232175,-0.24398912,2.2340088,13.102781,5.761719,-0.6479426,0.00036874262,-0.20630848,-0.10418764,6.9129,-0.33781484,2.7533247,-0.02406045,-0.53485763,0.8479854,0.35008016,5.8226624,6.1000323,3.6776235,8.297396,0.2118893,-0.12462427,2.2878702,0.0973362,0.08967507,0.019891089,-0.42314732,-0.33655104
t148,9.342861,-0.5012769,0.034510788,0.70557415,-0.18749323,-0.18927091,8.561773,2.8556044,4.191484,13.780434,8.156982,-0.372556,0.00076178106,-0.28994438,-0.19040777,9.657562,-0.53543746,1.1918184,-0.0070094173,-0.80371714,1.1466701,2.6116574,12.021279,10.531412,5.295264,8.722869,0.32965523,-0.12214707,9.859317,0.04842284,-0.08921875,0.034065545,-0.55510724,-0.31117854
t95,3.2278986,-0.5923256,0.035530046,3.0602384,-0.05145706,-0.11346487,7.9891286,-0.45220995,1.664535,12.440241,5.0657516,-0.63333184,0.00031270427,-0.15494817,-0.08592799,6.316355,-0.31519,2.8961794,-0.029490639,-0.5480786,0.7682458,-0.010510434,4.6950746,4.978753,3.5304859,8.088984,0.1887145,-0.12358828,1.0965542,0.10093995,0.59793323,0.01896119,-0.44674855,-0.30761218
t17,-0.38334772,-1.3735862,0.028744033,6.164132,-0.32033688,-0.06118923,3.547135,-3.0423439,1.7757297,4.4400506,0.9010185,-0.18787877,9.994453e-05,5.755305,5.0343432,1.7052318,-0.52912104,10.985921,-0.011747869,-3.2008052,1.2224847,-0.15292674,-0.44803056,-1.21694,3.5763767,5.782789,0.112333454,-0.016763344,-0.6885312,0.01926163,8.454189,0.0372081,-1.4588746,-0.06408888
t183,9.553404,-0.44233397,0.06807881,0.023659712,0.57027215,-0.21869315,8.251441,3.5724475,4.7870407,7.0517945,15.48805,-0.09748872,0.0006007704,-0.2505813,0.1958892,2.4310272,0.532724,7.048528,2.4948142,-0.8195349,1.1677401,7.1909347,8.617815,8.55334,9.574275,10.7514515,0.5879905,-0.23572344,18.928768,0.27150017,-0.12058824,0.010804579,-0.037057348,-0.09816415
t309,12.645865,-0.46171042,0.07333954,0.017947609,0.5686248,-0.30527064,8.708609,5.5070596,6.9194274,7.6897497,18.100012,-0.0026070666,0.0006646436,-0.2855762,-0.025132516,3.3576703,0.59115726,8.040504,3.5794764,-1.005691,1.3716514,9.202488,11.718143,11.556977,11.153789,11.440774,0.67390895,-0.2087599,23.23766,0.30657023,-0.18931879,0.012782285,-0.08717758,-0.073966675
t310,13.001053,-0.46264136,0.073509425,0.017622069,0.57461876,-0.3148565,8.724246,5.7481675,7.1426153,7.7145257,18.389566,0.12809053,0.0006694018,-0.2876055,-0.030048812,3.4441774,0.606964,8.136381,3.6691008,-1.0255344,1.3885869,9.401273,12.065775,11.914748,11.272857,11.467892,0.683195,-0.20496896,23.671904,0.31008956,-0.19509663,0.013156465,-0.09657469,-0.07299317
t97,0.7795121,-0.60830295,0.059684023,1.2853298,1.0725504,-0.034234278,7.8920474,-1.005333,-0.050431546,6.7148027,8.534215,-0.3332997,0.00017276831,-0.03913023,2.3152518,0.2097338,-0.19353592,7.1964273,-0.014167155,-1.0379767,0.86118495,1.0301667,-0.10926631,-0.14697392,6.761353,9.612368,0.29181457,-0.20271735,5.3336325,0.21938416,2.9135725,0.017579066,-0.3743152,-0.088885434
t129,1.7201338,-0.5200624,0.060532644,0.53171134,1.3787885,-0.04660663,8.528282,-0.5928458,-0.052312966,6.610179,9.493269,-0.32630113,0.00019483223,-0.09546471,1.7012854,0.14545716,-0.016190622,6.6473083,-0.011200121,-0.8193397,0.8257956,1.8480643,-0.04752224,0.5329408,7.2246046,9.732226,0.3453841,-0.2263253,6.9388533,0.2422629,1.8632268,0.01384007,-0.19295177,-0.09203003
t185,12.774394,-0.44888255,0.07221612,0.016140118,0.5606513,-0.30834648,8.772407,5.8523664,6.7246494,7.347613,17.834564,0.013769288,0.0006409493,-0.28324723,-0.034602344,3.4986207,0.62781894,7.827132,3.3437943,-0.98686403,1.3510237,9.240703,11.907206,11.6761875,10.995655,11.129952,0.6827305,-0.19537202,23.18742,0.31354123,-0.17287095,0.014319945,-0.15876423,-0.094982654
t186,12.746495,-0.4466523,0.07289504,0.018588288,0.47918838,-0.3060664,8.7369375,5.87067,6.71511,7.346756,17.731752,-0.005407867,0.0006386656,-0.28529623,-0.02822281,3.5239956,0.58265376,7.6865544,3.3079927,-0.9508486,1.3579321,9.16376,11.804743,11.6542225,10.983015,11.19041,0.6836649,-0.20466259,23.156864,0.3101373,-0.16729939,0.014722031,-0.1690856,-0.085328445
t168,10.083774,-0.4311575,0.06876602,0.022156801,0.37849668,-0.2280273,8.361606,3.965074,4.9371624,6.9032726,15.638409,-0.07785263,0.00059308886,-0.26197058,0.038298815,2.694045,0.6744021,7.0970483,2.614805,-0.8519473,1.1901921,7.5612335,9.123675,9.018524,9.743885,10.602749,0.6140378,-0.2250201,19.563404,0.28695258,-0.12159937,0.011974806,-0.11567808,-0.09708584
t73,-0.026778314,-0.74354136,0.05212103,2.3141162,0.45003211,-0.027311238,6.940193,-1.4298197,-0.0026083444,6.423655,6.6932654,-0.34285742,0.00016268913,0.63213927,2.7437298,0.40841928,-0.35241958,7.7363396,-0.016716082,-1.30065,0.8655299,0.41606134,-0.1672753,-0.3956521,6.0102277,8.490947,0.24093325,-0.15315023,3.1915572,0.16507575,4.0487876,0.022195833,-0.6124938,-0.060042337
t82,1.2300222,-0.52667874,0.05511702,0.7120968,1.0114528,-0.036037266,7.4890084,-0.7011563,-0.07710909,6.349025,8.001607,-0.30415314,0.00018058605,-0.06939564,1.8930761,0.45586595,-0.1771617,6.2847395,-0.012658824,-0.84253305,0.74714124,1.2411335,-0.061318252,-0.0024763865,6.374602,8.657106,0.2883703,-0.19095993,5.165416,0.22215544,2.4131477,0.014301542,-0.27170017,-0.075281605
t83,0.26013133,-0.67262393,0.053203546,1.8029796,0.7490765,-0.02655187,7.1559157,-1.2109298,-0.037378434,6.499752,7.162838,-0.33455083,0.0001687072,0.08935742,2.495076,0.46718302,-0.31086108,7.241621,-0.01593821,-1.1230935,0.82289094,0.6278821,-0.13231763,-0.2801092,6.132144,8.631851,0.25186136,-0.16669777,3.796165,0.17950399,3.5582154,0.019692294,-0.51176,-0.063168466
t13,-0.47514978,-1.3485851,0.021879556,5.7152357,-0.35039067,-0.041699633,2.206818,-3.1094053,2.5172577,1.8998513,-0.012334533,-0.06598386,2.5222036e-05,6.650426,5.5815845,0.661512,-0.38021868,11.450713,-0.0053595495,-3.320102,1.2830458,-0.12252376,-0.5587291,-1.4402878,2.399485,4.2643723,0.12609357,-0.019199507,-0.79498464,0.008582143,8.481064,0.040497243,-1.4684299,-0.017473545
t14,-0.47238988,-1.3374379,0.021578362,5.6614137,-0.34754178,-0.04223946,2.1974912,-3.0702806,2.4766653,1.8857794,-0.00823954,-0.061951175,2.5313166e-05,6.6039557,5.5539117,0.65448993,-0.37945047,11.35577,-0.0061624045,-3.285697,1.2658939,-0.114687674,-0.5525068,-1.4219195,2.3903437,4.2260046,0.1263358,-0.018451728,-0.78512686,0.009684597,8.423759,0.039999295,-1.4562396,-0.01859012
t11,-0.27890438,-0.9369646,0.016197924,4.0100303,-0.21122657,-0.028103841,1.7802352,-2.0392053,1.6198417,1.34447,0.2922087,-0.050074402,4.4466673e-05,4.4228544,3.7597754,0.75031,-0.2871679,7.572174,-0.0048732427,-2.1365101,0.8095421,-0.06637433,-0.3519855,-0.9802551,1.8296895,2.9753447,0.08230224,-0.018609976,-0.49601114,0.007817717,5.8104377,0.02771327,-1.0043329,-0.010028369
t23,-0.16377361,-0.6622653,0.013211641,2.955474,-0.14674345,-0.017781975,1.338434,-1.3848453,1.0491629,1.0861399,0.3156085,-0.067663744,6.823606e-05,2.9387689,2.8218353,0.7405272,-0.23874678,5.0478954,-0.003434247,-1.3892097,0.51280403,-0.042559635,-0.23472674,-0.67719465,1.4490016,2.3765838,0.05755313,-0.017805124,-0.35683325,0.02251828,4.130098,0.020260872,-0.6844402,0.08064726
t24,-0.36297223,-1.0698001,0.018415503,4.5580473,-0.26461908,-0.02722026,1.8027896,-2.4125078,2.014117,1.4768308,-0.0066247345,-0.0590425,4.2554006e-05,5.2364893,4.5207644,0.613862,-0.32684335,8.818475,-0.0032600511,-2.5296865,0.9665079,-0.086871095,-0.43574107,-1.154323,1.9217882,3.2704494,0.09399582,-0.0120121045,-0.6278496,0.011526392,6.624634,0.033096064,-1.1488531,-0.019887773
t12,-0.45067453,-1.3311449,0.013077518,4.76518,-0.30178058,-0.051286753,1.5055467,-3.1197212,4.6735163,1.489434,-0.40437487,-0.08771909,0.15732813,6.239488,5.9546294,0.3345619,-0.21397947,13.464407,0.060794685,-3.5570807,1.6710079,-0.15210524,-0.6219463,-1.4799929,1.7588776,4.1074023,0.11338548,-0.0010078589,-0.9625735,0.062296975,8.351544,0.039046917,-1.3774127,-0.16340044
t56,-0.17475519,-0.8468088,0.0029832113,2.0300956,-0.14988199,1.6021978,-0.030557342,-2.1432784,5.2067776,0.63395834,-0.65959144,-0.12217568,1.5354526e-05,2.6438673,6.5616307,-0.081557766,-0.46158156,11.157703,0.39224222,-2.2218964,1.3657824,0.34479472,-0.51027346,-1.1665497,0.40390795,2.4036877,0.065148056,1.8067622,-0.7198708,0.21042365,5.631991,0.027097512,-0.6152512,-0.25010797
t121,0.7609628,-0.37145177,0.0020793304,0.48690602,-0.11811314,4.321222,-0.11349272,-0.956988,4.8582296,0.021474436,-0.59571916,-0.20723133,0.053689964,0.31918,6.1472874,-0.084936604,-0.38068923,7.5702014,-0.000669942,-0.5406235,0.74206847,1.162178,-0.4413375,-0.53366035,-0.04652908,1.0798067,0.11780844,2.2028139,-0.3765828,0.26604867,4.182369,0.012594391,-0.06769132,-0.22503754
t122,0.41850242,-0.5260599,0.0022048685,0.87258565,-0.1290171,4.082416,-0.10350492,-1.3411479,5.0932255,0.008381247,-0.611588,-0.18764804,7.402717e-06,0.9833437,6.7257752,-0.10449119,-0.49789968,8.722925,-0.002691261,-0.97253215,0.88947797,1.1109596,-0.46876553,-0.75668186,-0.024886247,1.5460176,0.10142211,2.1656535,-0.47541603,0.2746151,4.7553625,0.018211566,-0.24134794,-0.22815222
t100,0.1422423,-0.6382968,0.002274876,1.1608516,-0.13783209,3.8640223,-0.094513446,-1.602453,5.228271,0.0011423863,-0.619154,-0.16750199,1.6318247e-05,1.4618344,7.1150393,-0.11899488,-0.5705096,9.572056,-0.0033804483,-1.2890472,0.99698734,1.1058762,-0.4856725,-0.9082349,-0.008844472,1.8653175,0.089386955,2.1435263,-0.544578,0.27978516,5.1679034,0.021882081,-0.35953894,-0.23280099
t113,2.5543718,-0.06311556,0.0014441764,1.1563238,-0.084537074,4.5103507,-0.21431237,0.37622878,5.803302,0.048324637,-0.03165668,-0.19250777,4.1539288,0.14679381,4.586993,-0.24098752,0.5275074,6.598335,1.5014521,2.8064213,0.37501124,2.4017901,-0.4012179,0.6146995,0.040365543,0.029539462,0.22607487,4.3464737,-0.147769,0.2725761,1.889555,0.23971528,2.019052,-0.122640274
t132,5.7215123,1.772395,0.0011973495,4.274147,-0.25969806,4.3017015,-0.34060985,5.020973,8.09843,0.083122134,3.2869067,-0.2690489,9.849539,-0.018879296,3.4752152,-0.34702814,2.4956186,6.802336,5.154507,6.2158647,0.14597432,4.208339,-0.3081185,4.4503803,-0.12414552,-0.0024439555,0.37806007,8.428589,1.5061674,0.37350443,-0.019138064,2.8209848,3.987562,1.1049595
t305,5.8538957,1.6069658,0.0030878175,4.1792784,-0.26736617,4.7221155,-0.37950632,4.63334,8.497924,0.06677319,3.2807736,-0.24907969,9.900185,-0.0015662058,3.8136916,-0.3993178,2.5476778,6.9494133,5.1149783,6.783195,0.09409999,4.842731,-0.34432772,4.310766,-0.10029925,-0.0062970263,0.39531028,8.646993,1.26229,0.40583035,-0.031190515,2.4122963,4.12126,1.1162455
t306,5.86303,1.6255083,0.0032616188,4.187485,-0.26665333,4.7091646,-0.37975544,4.647195,8.528835,0.06893464,3.299013,-0.24876185,9.912972,-0.0009082022,3.8073566,-0.4015258,2.534237,6.9387784,5.119766,6.7909813,0.090729184,4.8410397,-0.3424629,4.331431,-0.10015346,-0.0061398456,0.3952272,8.630799,1.2961067,0.40556663,-0.03198516,2.4343338,4.1233597,1.1122062
t233,5.8202806,1.5640098,0.002698212,4.226069,-0.26964563,4.575623,-0.36946762,4.745127,8.373441,0.06814774,3.295321,-0.25984377,9.91911,-0.008137578,3.6747756,-0.40694585,2.6223583,6.9576073,5.189666,6.639128,0.11078186,4.647907,-0.32514095,4.3569975,-0.115466006,-0.0055439426,0.39206636,8.605684,1.3718985,0.39353338,-0.03253202,2.5037856,4.0842648,1.0982186
t234,5.7650166,1.3994727,0.002875955,4.2437572,-0.26750097,4.7052526,-0.36725542,4.7177944,8.375331,0.06764951,3.1889453,-0.26262358,9.852318,-0.012959509,3.6181498,-0.40582284,2.5854268,6.884631,5.175449,6.7146664,0.123110525,4.6746397,-0.33579352,4.3215604,-0.115876086,-0.0055887694,0.3954184,8.597447,1.3277674,0.39211676,-0.028495537,2.4300613,4.053058,1.1577871
t206,3.4299319,4.034117e-05,0.006494172,1.9245958,-0.12918732,5.0564537,-0.27702677,1.5420222,6.455854,0.032584284,0.72178507,-0.22499426,5.880558,0.08473048,4.4565535,-0.33460763,1.3992976,6.8089037,2.3189495,4.7980547,0.27291012,3.2962797,-0.42229763,1.639421,0.23469535,-0.0039914325,0.2930285,5.54197,-0.1005152,0.33193228,1.4258994,0.50791633,2.6384213,-0.02864533
t162,2.8772097,-0.057391904,0.005631858,1.4184649,-0.097537,5.096049,-0.24980764,0.68359715,6.1887407,0.035697598,0.23352349,-0.2140066,4.8875303,0.09319584,4.707593,-0.2941744,0.91501975,6.841487,1.7811192,3.8542655,0.3382806,2.942421,-0.43380347,0.8667782,0.29950568,0.008905819,0.2552127,4.756531,-0.14785272,0.3077707,1.8170235,0.19136979,2.3136566,-0.08998799
t106,2.1273148,-0.107568815,0.0027879179,0.52935886,-0.07657901,4.76254,-0.1997035,-0.11970092,5.4532027,0.038944304,-0.14369923,-0.21091262,2.9925191,0.09997355,4.7858787,-0.21192323,-0.01668028,6.6045604,0.9088339,1.893229,0.42381254,2.202636,-0.4218009,-0.01096549,0.09107625,0.250126,0.20602854,3.5479462,-0.18728474,0.2528496,2.4355412,0.0015258446,1.8189812,-0.16664436
t134,1.1989671,-0.3046761,0.0015479116,0.36380562,-0.09370417,4.490627,-0.11597888,-0.7478283,4.829298,0.023858542,-0.54686564,-0.21048625,0.3496689,0.08643846,5.9031196,-0.08356265,-0.29627368,7.197624,-0.003286507,-0.28209415,0.66768605,1.4344174,-0.43377993,-0.4017758,-0.039074216,0.7873646,0.13734527,2.4962447,-0.32954827,0.2698857,3.8599455,0.011009702,0.15198584,-0.22933264
t164,1.5768915,-0.23841733,0.043813802,0.17352577,-0.07353336,4.686422,-0.12742554,-0.50310826,4.83835,0.025427664,-0.4312013,-0.21270958,0.99036896,-0.0044243517,5.392641,-0.101863414,-0.20965426,6.8736353,-0.0009173439,-0.059528194,0.6166607,1.5537372,-0.43586138,-0.27188957,-0.033030026,0.4195054,0.15769011,2.9238095,-0.2682439,0.25136507,3.4149458,0.007799961,0.8074688,-0.21416542
t165,1.7536079,-0.17737287,0.07765073,0.18498518,-0.060386885,4.733187,-0.14493838,-0.32432792,5.003942,0.028985197,-0.3175229,-0.2120317,1.7134039,-0.007984794,5.0607657,-0.13982528,-0.14700285,6.7775903,0.30910537,0.49940768,0.5558987,1.6686552,-0.42906624,-0.16295557,-0.027509984,0.23548211,0.17148611,3.1946015,-0.22347774,0.23987852,2.9887254,0.004803172,1.3220729,-0.20771895
t57,-0.33713335,-0.95230514,0.009202648,2.144534,-0.20770378,-0.0074405014,-0.011766042,-2.4573126,5.536281,1.4765623,-0.6911306,-0.11710289,1.635835e-05,3.2544816,7.1066117,-0.079051204,-0.4485955,12.522023,1.4021618,-3.0063727,1.8342824,0.35106024,-0.5670623,-1.3739197,0.4819967,2.7640703,0.0534518,3.075526,-0.7630932,0.20274606,5.960033,0.025749816,-0.56181353,-0.3664978
t74,-0.24680895,-0.79198366,0.00838222,1.5980959,-0.16767742,-0.010478174,-0.006870949,-2.0716887,5.2243557,1.1977952,-0.5975059,-0.114698775,1.9134412e-05,2.4002826,6.7668886,-0.078785375,-0.4432488,11.216843,1.6032096,-2.6201985,1.699,0.3283308,-0.49887636,-1.1963775,0.2550333,2.3872118,0.036483184,3.218718,-0.63389164,0.20098507,5.151898,0.019121837,-0.34523156,-0.38741183
t109,5.485438,4.2322392,0.00087432447,4.2368135,-0.26443368,-0.024203438,-0.18491326,5.434422,8.092571,0.0748274,3.932503,-0.36707622,8.595162,-0.12301163,3.3720467,-0.328639,2.0092056,6.391953,6.393727,1.1012502,0.75115645,2.0125859,-0.09068316,5.101171,-0.15862107,0.32946503,0.3259534,9.657824,3.1566567,0.23271823,-0.10640024,5.8368483,5.641845,-0.122544736
t110,-0.1527237,-0.5598026,0.0049550217,1.040709,-0.117324986,-0.020241397,0.008585194,-1.5538666,4.777164,0.88914996,-0.44758597,-0.120510705,9.9823e-06,1.417079,6.1521482,-0.08646924,-0.38282782,9.483526,1.6163161,-2.079167,1.4916658,0.29629564,-0.4216235,-0.88500834,-0.017080368,1.7101568,0.034597646,3.2906792,-0.45513558,0.18967006,4.0066013,0.009349397,-0.080325484,-0.41327015
t144,-0.059923347,-0.15145522,0.33139127,0.0044395495,-0.09254568,-0.021123352,-0.015111911,-0.5484637,4.55481,0.32283413,-0.113201626,-0.19507466,0.35738102,-0.024082655,5.2291822,-0.13138895,-0.1752608,7.42251,2.6950803,-1.1892682,1.2948257,0.32624415,-0.3513609,-0.35832658,-0.09659309,0.6110982,0.06342335,4.6061726,-0.15459296,0.15755965,1.5789014,1.7926568,3.7283137,-0.49534664
t145,0.7470165,0.14898448,0.21111569,0.6168865,-0.08283261,-0.027015248,-0.033430096,-0.11972379,4.9419627,0.01685468,0.6626068,-0.19130728,1.90042,-0.052961625,4.9492235,-0.20006752,-0.051020734,6.9626446,3.7477999,-0.7881953,1.0898433,0.7290046,-0.2742078,-0.01747596,-0.09036801,0.71669453,0.11594869,5.7954206,-0.007286125,0.17014831,0.59072137,3.2438626,5.095048,-0.42872787
t290,3.7489433,3.8645506,0.0011276283,3.7746532,-0.22369874,-0.045610163,-0.11997643,3.7963095,8.074292,0.046427406,3.830029,-0.34935284,7.0027933,-0.13231923,4.5623393,-0.45877975,1.388902,8.223055,7.0937753,-0.12809545,0.9908936,1.6771832,-0.1642197,4.2334313,-0.1522088,0.16354595,0.27499822,10.635949,2.7086232,0.25351766,-0.12640907,7.0618286,8.202257,-0.25676212
t291,3.839812,3.9650745,0.0014296016,3.8418736,-0.22755973,-0.047560167,-0.12326451,3.9246175,8.156049,0.047066744,3.9062836,-0.35433522,7.1268764,-0.13421285,4.5236254,-0.4627594,1.4268062,8.211651,7.1519265,-0.109208226,0.9880453,1.6724887,-0.15832049,4.3476696,-0.15237129,0.15970494,0.27803856,10.709462,2.7880847,0.2544482,-0.1320364,7.143767,8.216044,-0.25256297
t182,0.0041812286,-0.060233105,0.13167824,0.24849918,-0.09882681,-0.03540224,-0.019142382,-0.31595767,5.473944,0.10014314,0.6193809,-0.2155394,1.1353137,-0.05257951,5.7267475,-0.25925058,-0.12263216,8.464371,4.048185,-1.0304736,1.334562,0.99375814,-0.33168244,-0.11588532,-0.11495065,0.66022825,0.110514514,6.435989,-0.016480837,0.19135943,0.666599,3.548593,5.9692616,-0.5383158
