,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
t24,0.1306612,1.5816847,-2.8210475,6.0365033,5.1424375,6.591308,3.9698231,6.6259165,1.9948399,6.2288256,7.2285676,4.5997796,4.361908,5.6594787,4.4246,7.4817257,3.9061549,6.7071385,3.2299392,5.795471,9.776857,0.88546973,7.269667,5.3177977,7.306027,5.625436,7.207796,4.764106,8.53689,6.6973414
t20,4.9967203,11.850742,7.1362576,5.970958,5.607071,6.5565777,4.02246,7.815878,5.686847,4.785874,5.5356975,7.85735,5.9395533,6.7131157,3.011466,5.3279066,3.497218,6.732612,4.906438,4.628844,6.0460777,1.10327,5.7042346,4.2312875,3.1115234,2.9822264,5.983316,6.798655,6.66696,2.2070706
t135,-4.166475,-2.1044407,10.775991,5.062152,6.3354445,4.954964,5.161421,5.5704865,4.001939,7.423087,5.6438646,5.1767707,6.1065583,6.5010138,1.9579009,5.798875,4.533656,8.144819,4.3866367,7.699605,5.2255673,2.517073,4.7592077,6.5929646,4.4282107,4.648969,5.712872,6.3117886,6.46299,2.9993367
t136,-4.2460384,-2.2037535,10.8321705,5.1391735,6.4312124,4.8593206,5.089322,5.491833,3.8995335,7.444014,5.620014,5.0883307,6.2126875,6.5730534,2.0306742,5.844522,4.614853,8.087039,4.307509,7.632087,5.232749,2.4873638,4.829556,6.683193,4.328806,4.756422,5.8006005,6.4105415,6.378003,3.013041
t101,-4.222055,-2.2003016,10.800811,5.1118574,6.3819823,4.908511,5.113935,5.5240645,3.9217439,7.460823,5.615428,5.1208878,6.186887,6.5486474,1.9972998,5.8290343,4.580246,8.119148,4.338473,7.659366,5.245621,2.4882717,4.788987,6.6604543,4.359575,4.7343793,5.7687535,6.377115,6.4079537,3.0042346
t104,-4.292233,-2.26467,10.846292,5.1846776,6.419651,4.869577,5.0448213,5.519862,3.925733,7.4695706,5.5492373,5.0722013,6.2117257,6.5803123,2.041007,5.8581834,4.552591,8.071274,4.300588,7.591678,5.184279,2.4186432,4.8064756,6.7270226,4.2894745,4.763592,5.839918,6.4382854,6.330028,2.9619205
t156,-4.1857204,-2.0972774,10.753991,5.074062,6.321174,4.966275,5.187822,5.603929,3.9872875,7.4420495,5.6159053,5.209345,6.1300993,6.470011,1.9208982,5.7798676,4.503911,8.157043,4.422171,7.699302,5.2511063,2.49209,4.7168674,6.6010647,4.4438334,4.633416,5.7191005,6.329246,6.473934,3.0091014
t211,-4.0900536,-2.0173934,10.678876,4.9880652,6.229066,5.0551805,5.2521043,5.6704693,4.098392,7.430447,5.6719527,5.3027835,6.017672,6.4531646,1.8588992,5.7563295,4.4433646,8.215613,4.5002327,7.7729697,5.2391934,2.5445902,4.6777234,6.49588,4.554546,4.5299563,5.6195965,6.2234473,6.5611343,2.993839
t212,-4.10322,-2.0562217,10.676953,4.9968963,6.228489,5.055266,5.2360926,5.6514015,4.074121,7.463005,5.669959,5.282839,6.031914,6.4704957,1.8778234,5.7725024,4.4527774,8.218032,4.480925,7.7678943,5.2402544,2.5401244,4.6867485,6.51085,4.5385375,4.5631056,5.628404,6.2369537,6.5491405,2.9820683
t131,-4.084786,-1.955511,10.69654,4.982536,6.257274,5.0271907,5.2714815,5.6764274,4.094335,7.3855014,5.681735,5.304244,6.010942,6.3919716,1.8456715,5.714798,4.449095,8.216399,4.5030265,7.7763977,5.246601,2.553598,4.678253,6.4898024,4.5575943,4.517479,5.6189203,6.215657,6.565503,3.0283825
t155,-4.2386765,-2.1359475,10.824849,5.1302323,6.392595,4.897634,5.1286926,5.5662503,3.9649534,7.4196715,5.583571,5.1400757,6.162582,6.497003,1.9790425,5.800743,4.531054,8.09804,4.363369,7.6399417,5.2154984,2.4581983,4.763325,6.6586356,4.3672533,4.679312,5.7851562,6.3857307,6.4049788,3.001299
t241,-4.0313935,-1.9596994,10.651673,4.9411044,6.2008886,5.084801,5.2667675,5.673859,4.1370625,7.4048347,5.7206383,5.318565,5.948442,6.4284015,1.8555698,5.7433124,4.445504,8.247568,4.5068345,7.813924,5.228985,2.5871983,4.6903095,6.445046,4.591465,4.5048213,5.565902,6.160631,6.5929604,2.992566
t242,-4.056786,-1.97023,10.677605,4.9588737,6.217274,5.0714083,5.2688227,5.6620836,4.110524,7.405543,5.6949844,5.3014307,5.9730234,6.403469,1.8696735,5.727481,4.4513855,8.234495,4.491602,7.8008223,5.246736,2.5672083,4.693402,6.461207,4.576391,4.5222716,5.5875945,6.1908216,6.590147,3.0098433
t114,-4.223465,-2.2212281,10.841542,5.1130476,6.4460163,4.844374,5.0857153,5.4812984,3.9226096,7.4334636,5.6444216,5.071282,6.190475,6.5950713,2.0495698,5.8402195,4.611085,8.075988,4.29263,7.640302,5.2409883,2.512767,4.8491325,6.662334,4.3236327,4.781421,5.797619,6.3881965,6.38264,3.0173569
t70,-4.335584,-2.2848551,10.83487,5.2301054,6.403684,4.886296,5.023167,5.5081396,3.8918927,7.5085726,5.511043,5.0531383,6.252444,6.588833,2.0463276,5.893299,4.568512,8.076909,4.2841334,7.5739985,5.1615396,2.375704,4.800979,6.7768874,4.2573986,4.7744737,5.84485,6.489645,6.29965,2.9371653
t54,-4.247484,-2.2820222,10.900819,5.1400266,6.48004,4.811058,5.024931,5.499328,3.9623306,7.4187675,5.5930824,5.0464854,6.166461,6.6156454,2.082084,5.836352,4.5496707,8.027637,4.2739253,7.5834713,5.2017536,2.4709716,4.854946,6.686767,4.2851114,4.803345,5.8694863,6.380095,6.3326073,2.980373
t105,-4.3278337,-2.3246377,10.882549,5.226855,6.450776,4.839922,4.983026,5.486902,3.9147615,7.4829516,5.5158353,5.0171256,6.229858,6.632229,2.0952876,5.896536,4.562183,8.033534,4.2498837,7.5443134,5.1513577,2.3857605,4.841382,6.7727356,4.229989,4.8158298,5.8903503,6.467757,6.2727623,2.9299927
t179,-3.6952946,-1.0295653,12.346965,5.6349397,6.279049,5.389319,3.4963129,5.621345,5.658063,4.8622785,4.453735,5.0028663,4.5672994,7.152967,2.7420871,6.8865533,4.884536,6.505886,4.3057213,6.7275677,4.240845,1.775916,5.162529,6.886273,3.8425462,3.0474117,6.438104,5.513419,5.4537654,2.1540585
t186,-3.5034587,-1.1306196,12.732117,6.04211,6.2720795,5.4894495,3.7753966,5.2954345,5.457258,5.138208,4.485194,5.160199,4.5202866,7.339304,2.4773026,7.2332163,5.0528736,6.698395,4.3823857,6.50595,3.951349,2.017735,4.9578147,6.739453,3.8408701,3.023322,6.624361,5.517691,5.223527,1.9521291
t187,-3.7255912,-1.047518,12.317401,5.6119776,6.286953,5.3732076,3.50176,5.629888,5.65965,4.8597274,4.462565,4.9994135,4.5899305,7.123402,2.7366977,6.8553658,4.860869,6.4995275,4.2941113,6.7559795,4.2730985,1.7708429,5.167753,6.8827896,3.8395786,3.0679874,6.412073,5.5407615,5.4817467,2.184599
t290,-3.6917868,-1.0249265,12.35308,5.645439,6.2768264,5.3990407,3.488267,5.6227865,5.662574,4.862503,4.4396763,5.002305,4.5585337,7.1570807,2.752007,6.8901477,4.8917575,6.5061574,4.3043723,6.720015,4.2362328,1.7687213,5.1630793,6.8977203,3.8421612,3.0385067,6.4445295,5.5105753,5.4485574,2.1519208
t291,-3.6888862,-1.0302696,12.3472595,5.652961,6.2630086,5.4025087,3.5196235,5.6033707,5.640058,4.879676,4.47521,5.016851,4.5564866,7.159111,2.7263591,6.893106,4.8864446,6.5220494,4.3245325,6.716311,4.2325096,1.793531,5.150039,6.863465,3.8541477,3.0411606,6.4401073,5.5104723,5.447533,2.1498654
t247,-3.7438557,-1.0602316,12.295413,5.59838,6.2904334,5.358356,3.5051134,5.636888,5.6631765,4.8555017,4.4679265,4.995382,4.6020956,7.1051917,2.729919,6.831891,4.843813,6.49305,4.283203,6.775214,4.2963142,1.7659174,5.169321,6.877455,3.8421013,3.0815701,6.3960543,5.5539103,5.5003138,2.2038639
t248,-3.7234375,-1.0368251,12.317303,5.6088314,6.3009825,5.382738,3.4728007,5.6553364,5.6865735,4.835425,4.432312,4.98732,4.5768404,7.1292963,2.7628477,6.8542337,4.87574,6.475422,4.2918196,6.7461414,4.2771044,1.7421901,5.185461,6.9127684,3.8241775,3.0554852,6.4231896,5.532778,5.471456,2.1847696
t120,-4.2899666,-2.305497,10.947407,5.2088127,6.495978,4.799367,4.9702764,5.5032783,3.9806569,7.411085,5.5050445,5.021437,6.163515,6.6510277,2.123215,5.8756323,4.5135746,7.983218,4.2558846,7.5103316,5.1562996,2.4098547,4.859432,6.7389436,4.2399225,4.7886395,5.9393296,6.4044137,6.2757206,2.9376981
t124,-3.618837,-1.0090374,12.4477,5.6923733,6.2499857,5.4060907,3.5252614,5.562602,5.6227236,4.888548,4.476987,5.0305147,4.538812,7.221782,2.7073987,6.992009,4.914623,6.5432363,4.3266845,6.6676564,4.123321,1.8294168,5.1194897,6.842609,3.8640912,3.018796,6.4823413,5.4644794,5.398728,2.067433
t231,-3.4276903,-1.0392779,12.795068,6.0053554,6.2575407,5.5444436,3.6385453,5.3727083,5.5308595,4.944652,4.4596295,5.152521,4.387115,7.427486,2.5926242,7.27641,5.0700293,6.6221814,4.42316,6.379759,3.8210049,1.9570496,4.957689,6.7545857,3.8254032,2.9018526,6.6473937,5.4019732,5.153967,1.8768599
t267,-3.4701953,-1.0905977,12.871052,6.0650544,6.3125844,5.5356317,3.6575685,5.346914,5.5372233,4.9749827,4.392567,5.147268,4.3891797,7.372243,2.5871356,7.2648435,5.1143823,6.6184344,4.3874545,6.3770165,3.8712718,1.9507531,4.9624047,6.8073063,3.7857144,2.9333541,6.6705623,5.447605,5.154754,1.8819894
t268,-3.4372442,-1.002174,12.718332,5.9407067,6.2582154,5.537784,3.5864422,5.4363723,5.5756674,4.8806376,4.4418855,5.1127825,4.36702,7.4063716,2.6439137,7.193091,5.0508337,6.587001,4.4117694,6.4047236,3.8534806,1.9151503,4.9947624,6.779599,3.835229,2.8935268,6.6175714,5.3815227,5.196459,1.9176853
t286,-3.4819312,-1.0412016,12.823237,5.9734044,6.331548,5.5251446,3.5742903,5.4616513,5.632677,4.8791647,4.334533,5.0927014,4.3679013,7.340117,2.6794362,7.172348,5.1015816,6.5341315,4.3465824,6.390415,3.895234,1.860867,5.016325,6.874344,3.771756,2.8989263,6.647583,5.4114194,5.2103176,1.9028583
t287,-3.4751635,-1.0126559,12.792085,5.9404197,6.302444,5.5164566,3.5633385,5.4720345,5.630125,4.8678603,4.368029,5.0795355,4.3627524,7.3509803,2.6832433,7.1759257,5.07727,6.535613,4.3668184,6.4014645,3.8859365,1.8605723,5.0278697,6.8647327,3.7974272,2.8982518,6.628008,5.3914366,5.2120986,1.8997066
t213,-3.4408855,-1.0307181,12.836175,6.006082,6.290529,5.5437937,3.608414,5.4071746,5.5743194,4.9156337,4.4056473,5.1233063,4.3610888,7.403788,2.6299713,7.245989,5.095111,6.583428,4.401314,6.3694034,3.8308764,1.9155884,4.9960046,6.8083696,3.7968473,2.8950934,6.6593018,5.3887677,5.16179,1.8691845
t238,-3.4582593,-1.1027284,12.903765,6.0958247,6.3252335,5.548454,3.668738,5.3292747,5.527415,4.9906015,4.383282,5.169386,4.401248,7.387751,2.5807714,7.2904177,5.1345105,6.626328,4.3816266,6.3760605,3.8567393,1.9600636,4.938554,6.80541,3.7669508,2.927125,6.6989136,5.4572134,5.1415377,1.8638884
t239,-3.4803772,-0.9456884,12.764459,5.8866158,6.23424,5.4892015,3.4896512,5.465371,5.6163373,4.7929697,4.4175186,5.0829525,4.365474,7.394229,2.74487,7.2527657,5.0449286,6.551212,4.3942375,6.4854913,3.8678057,1.8660771,4.9870324,6.876414,3.8391895,2.9021943,6.621536,5.374333,5.2007136,1.8380388
t196,-3.4646883,-0.97890115,12.770541,5.9014897,6.2945647,5.5245147,3.530551,5.504901,5.6444855,4.835404,4.3825808,5.0585647,4.3464994,7.3648057,2.7068882,7.1544685,5.0624766,6.5190287,4.382138,6.4003334,3.8747091,1.8418176,5.0741425,6.8589168,3.8006852,2.8844333,6.616153,5.3524966,5.216809,1.8938457
t197,-3.4969075,-1.1328472,12.770068,6.0859094,6.270891,5.497017,3.7782452,5.267362,5.4505844,5.122829,4.4794245,5.167835,4.4920444,7.3459167,2.4678843,7.2659745,5.069508,6.7044816,4.396214,6.457712,3.92749,2.0340836,4.946723,6.729554,3.8394718,3.012361,6.6392765,5.5101547,5.1898193,1.939519
t244,-3.4466949,-1.0205697,12.867863,5.9509873,6.346041,5.555648,3.5124433,5.4584675,5.6286244,4.8353853,4.329028,5.136703,4.397904,7.381846,2.7246032,7.211184,5.128765,6.536365,4.3220544,6.417085,3.8642085,1.8675216,4.9886575,6.862592,3.7395246,2.876409,6.6940436,5.402025,5.208003,1.8392394
t269,-3.43191,-0.96292984,12.946219,5.9259677,6.3350716,5.5653696,3.4554756,5.4900146,5.6539793,4.772607,4.3295407,5.095382,4.3340383,7.4242215,2.7811496,7.268404,5.133534,6.498673,4.358097,6.384533,3.8065734,1.8225347,5.0463047,6.9107394,3.7268653,2.836089,6.7050676,5.3410196,5.160932,1.7682554
t274,-3.4163458,-0.98853177,12.914624,5.9265733,6.3630834,5.5780764,3.4765847,5.4877768,5.660731,4.7893753,4.2985935,5.1197195,4.3620296,7.4156623,2.7646182,7.2553587,5.160773,6.499727,4.317285,6.399332,3.822324,1.8287134,5.0114694,6.904662,3.7123003,2.8293023,6.72163,5.3729773,5.1890454,1.8030684
t294,-3.460241,-1.0170884,12.893014,5.8818483,6.395976,5.555076,3.476977,5.52634,5.700534,4.7770357,4.2638206,5.097175,4.3878202,7.365789,2.7812247,7.2161694,5.1455774,6.46036,4.26704,6.3956337,3.8725736,1.7898905,5.0202756,6.9493327,3.7006657,2.8350961,6.6832204,5.4135857,5.2373347,1.8296093
t295,-3.4320354,-1.0217444,12.895453,5.920565,6.3752027,5.5668917,3.5041122,5.488235,5.665465,4.8145685,4.287651,5.136299,4.396613,7.38666,2.744155,7.2255588,5.157659,6.5010533,4.2850723,6.4203696,3.8582602,1.8330863,4.9773026,6.904424,3.7151928,2.8446515,6.7080345,5.4123726,5.222927,1.829672
t245,-3.417616,-1.0151857,12.89007,5.900256,6.395481,5.5845037,3.4910414,5.514085,5.682056,4.806744,4.2775,5.128607,4.3947353,7.393865,2.7547228,7.207811,5.167416,6.4816623,4.278175,6.4029384,3.8472779,1.8144886,5.0103946,6.9044156,3.6939526,2.826832,6.7167816,5.396351,5.2296543,1.8350385
t153,-3.5142868,-1.1432287,12.748949,6.0669374,6.2698703,5.4810767,3.7831237,5.2732344,5.451019,5.13816,4.4835186,5.1649737,4.5172634,7.3270273,2.4665575,7.244612,5.0522814,6.7053294,4.3794913,6.482852,3.952195,2.0330765,4.9446697,6.727747,3.8410087,3.024509,6.631265,5.5314126,5.211888,1.956513
t180,-3.5222592,-1.1439716,12.730851,6.055462,6.260395,5.470904,3.780222,5.2768173,5.450663,5.137044,4.493588,5.159875,4.518936,7.3192286,2.4682715,7.239606,5.042605,6.7073336,4.381738,6.4846625,3.9573493,2.0343826,4.9516244,6.722068,3.8531754,3.0362067,6.619035,5.531114,5.216656,1.9678954
t234,-3.529644,-0.97521615,12.6040535,5.761701,6.235023,5.443624,3.5089269,5.507431,5.6116533,4.8760667,4.462729,5.0761814,4.5103536,7.3146186,2.7107584,7.133607,4.978548,6.555499,4.3304014,6.6061277,3.9927819,1.8611604,5.0523086,6.8322663,3.8523645,2.9582722,6.568801,5.421365,5.3236046,1.9484066
t235,-3.4852626,-0.9922667,12.639146,5.827006,6.2526197,5.483762,3.55063,5.4801254,5.5992618,4.8930655,4.4542265,5.094696,4.4675465,7.3499765,2.6721768,7.1579046,5.0157228,6.5678644,4.3558855,6.5241804,3.9335928,1.8858442,5.039416,6.8030643,3.8435335,2.9366004,6.5895996,5.400512,5.2822676,1.9392567
t192,-3.473236,-1.0927929,12.800659,6.1042747,6.2478504,5.5109935,3.7438889,5.263931,5.465949,5.0485682,4.483096,5.1514606,4.41719,7.3765564,2.4848278,7.2980795,5.0783687,6.688237,4.4422555,6.3886185,3.8732607,2.030082,4.97029,6.726831,3.858524,2.976391,6.6318936,5.4447656,5.1448803,1.9079043
t172,-3.4824595,-1.046936,12.699797,5.98672,6.228893,5.4881573,3.6797264,5.346883,5.5046096,5.0037274,4.50359,5.12027,4.4299955,7.369303,2.5435057,7.241706,5.031625,6.654976,4.4257793,6.4451075,3.8965816,1.9840933,5.011467,6.7407455,3.8775904,2.9783494,6.5916758,5.41409,5.201869,1.926985
t255,-3.5522907,-1.0121891,12.580892,5.8266144,6.214768,5.435467,3.5880198,5.4439445,5.5572176,4.940645,4.5142326,5.074505,4.4937906,7.3121557,2.6312106,7.1534715,4.962495,6.60636,4.3865113,6.5670395,3.9890914,1.9171056,5.065694,6.7816257,3.8818586,3.0044668,6.5434527,5.4339347,5.2910004,1.9684935
t256,-3.504065,-1.0220327,12.575371,5.8433003,6.256418,5.479002,3.5938594,5.4552073,5.579968,4.9274435,4.4694304,5.1138353,4.506759,7.3489223,2.632808,7.1549296,5.0110517,6.59228,4.3535085,6.531322,3.9464853,1.9142685,5.0190425,6.774605,3.8461893,2.962941,6.586455,5.4341936,5.2997866,1.9822046
t200,-3.5014977,-1.1239141,12.758907,6.086412,6.249183,5.4850993,3.7811697,5.259423,5.4452477,5.1171513,4.5014224,5.1587186,4.4817305,7.3487077,2.458241,7.274359,5.0559683,6.710364,4.416873,6.449121,3.9190488,2.0424716,4.9619966,6.718034,3.8636067,3.020589,6.620004,5.4913287,5.1835384,1.9401512
t298,-4.0515265,-1.9068612,10.674145,4.953938,6.2463164,5.0336404,5.2863436,5.7059093,4.131997,7.363587,5.7170467,5.3380017,5.9690146,6.351807,1.8200003,5.7004976,4.4275,8.236149,4.5315404,7.797496,5.2164516,2.5809941,4.6755834,6.4532676,4.589662,4.478612,5.583181,6.1763587,6.582056,3.022467
t299,-4.041527,-1.8797946,10.690987,4.935786,6.238324,5.049811,5.315791,5.687043,4.112434,7.3476596,5.70781,5.328113,5.970621,6.3233824,1.8290957,5.6731505,4.4475646,8.23906,4.518451,7.815582,5.2687273,2.5866776,4.674513,6.441228,4.6065497,4.4798985,5.588669,6.1660185,6.62122,3.0489902
t193,-4.1374154,-1.9585099,10.77807,5.0156374,6.328727,4.9645133,5.274301,5.6264896,3.9973843,7.3646045,5.640845,5.2411933,6.0861683,6.3405175,1.8827157,5.6829953,4.4924483,8.17678,4.449584,7.7445827,5.2994385,2.529857,4.6918993,6.5422792,4.505832,4.5759125,5.6942883,6.2694736,6.5505166,3.0750175
t194,-4.1144824,-1.925506,10.7631235,4.9890227,6.309657,4.983464,5.305913,5.643834,4.0075836,7.356969,5.652739,5.266677,6.065456,6.3119187,1.8609056,5.659086,4.478759,8.19555,4.4716334,7.768865,5.3138595,2.5442686,4.673811,6.5139785,4.5408306,4.5499015,5.6739607,6.241491,6.585171,3.0856667
t251,-4.05643,-1.8885721,10.715811,4.9320216,6.2510033,5.04291,5.345109,5.6535378,4.0449767,7.3588147,5.6908965,5.2989225,6.0046325,6.2934046,1.8450252,5.6375365,4.473376,8.24313,4.4919305,7.823834,5.324028,2.583228,4.66651,6.4547725,4.6027412,4.520319,5.619096,6.179886,6.6446643,3.084667
t252,-4.0729456,-1.8943312,10.727429,4.9485974,6.266161,5.027395,5.32944,5.6510344,4.044724,7.350736,5.681899,5.2906313,6.0217104,6.2989626,1.8507609,5.647309,4.4803567,8.228602,4.4845567,7.807389,5.306011,2.5741944,4.678406,6.4699235,4.586448,4.523454,5.6331134,6.198469,6.6272006,3.0817077
t165,-4.201058,-2.0354762,10.828901,5.079469,6.387863,4.9069676,5.211575,5.5824275,3.943045,7.3797565,5.602379,5.1747,6.151572,6.3889832,1.9342765,5.721871,4.525632,8.12782,4.3938117,7.6857433,5.288351,2.4902172,4.7267723,6.615662,4.422582,4.644033,5.7603736,6.341213,6.477829,3.0654922
t166,-4.0858474,-1.9014826,10.77037,4.9554534,6.286362,5.0162563,5.33811,5.628565,3.986536,7.35149,5.649849,5.2717733,6.058268,6.289734,1.8543038,5.6314774,4.4885516,8.21442,4.4749966,7.803107,5.345221,2.5616722,4.650411,6.484975,4.5746484,4.545528,5.670717,6.211462,6.62256,3.1113734
t134,-4.213636,-2.0926461,10.882613,5.0959935,6.4318585,4.866559,5.153879,5.5538588,3.9499862,7.3651614,5.589054,5.117702,6.147653,6.433837,1.9858334,5.741193,4.527508,8.085904,4.3438473,7.649281,5.2649174,2.4806764,4.7664657,6.642904,4.3641877,4.692268,5.803365,6.347506,6.428565,3.0484953
t51,-4.350726,-2.3893373,10.899416,5.251596,6.4594393,4.831452,4.928812,5.5032487,3.90771,7.49462,5.488161,5.014774,6.2416677,6.6542544,2.0988228,5.8995876,4.5477514,8.020358,4.252099,7.512063,5.1298294,2.360225,4.835652,6.801603,4.2061996,4.825091,5.9301953,6.4915295,6.234153,2.9114106
t45,-4.3727427,-2.3759735,10.888561,5.2739453,6.439824,4.852604,4.9338546,5.5226073,3.887194,7.509273,5.465552,5.0350986,6.2649746,6.632562,2.0741386,5.902468,4.5417004,8.034564,4.2729144,7.5036397,5.124524,2.3377292,4.8087173,6.82189,4.208225,4.7950015,5.9301395,6.5147014,6.2293196,2.9068625
t28,-4.3184705,-2.305221,10.862831,5.2161393,6.432973,4.8574524,5.0028167,5.5025296,3.913232,7.487065,5.523254,5.039661,6.230071,6.613195,2.0695133,5.886137,4.5591335,8.051151,4.271781,7.560844,5.1619353,2.3920245,4.821472,6.7620482,4.250657,4.7925506,5.871089,6.468186,6.292202,2.9385722
t19,5.025097,11.895773,7.1551847,5.9719687,5.625254,6.511585,4.0231447,7.8297744,5.697165,4.79005,5.525572,7.864989,5.939624,6.7146645,2.9645662,5.3585653,3.4650483,6.6951456,4.9316163,4.6016803,6.0433674,1.1014428,5.7178435,4.2040777,3.0972466,2.9819047,5.9783616,6.825778,6.6880035,2.1989033
t36,11.774513,-1.2422233,7.539139,6.899678,4.520943,6.176802,4.145676,5.5529976,3.3792942,5.6619816,5.7583694,7.1638746,6.3078275,6.353324,3.6184325,5.013147,3.9635477,6.8223376,5.2805157,6.541376,6.2755075,3.3072708,4.2649055,4.6835628,5.913507,5.1846285,4.693717,5.65133,6.0137177,3.5820813
t191,11.536834,-1.2598248,7.9297357,7.62863,3.5453901,5.6341467,4.8273134,5.5801334,3.6291945,6.114833,5.093715,7.3153114,6.2783933,5.661409,3.846148,5.7109976,3.7943544,6.6795006,5.941443,6.9827247,6.11345,3.850607,4.3852367,4.6905265,5.941694,5.790413,5.3959336,4.899469,6.5477934,3.211835
t300,11.494912,-1.2124665,7.9582033,7.576424,3.5481353,5.6177087,4.7752886,5.554209,3.601508,6.139179,5.145897,7.3627048,6.318836,5.6983767,3.8937318,5.7177563,3.7805095,6.6305304,5.8920417,7.0055985,6.0773883,3.8254862,4.3765993,4.664031,5.9833865,5.7532306,5.3469934,4.9351273,6.496057,3.1936622
t301,11.546921,-1.234703,7.8834214,7.5972433,3.60924,5.7007427,4.794397,5.577826,3.6260657,6.06038,5.1274943,7.322194,6.26258,5.686326,3.8552806,5.6485863,3.8567557,6.674582,5.9076786,6.9304085,6.13693,3.857705,4.3965917,4.729944,5.9282527,5.742056,5.3635993,4.9248285,6.5164046,3.273206
