,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
t14,-0.59348506,6.9852366,-0.087881915,1.4475479,-0.12750871,-0.8668399,0.06648168,0.0949263,-0.21866196,4.02451,0.010606218,0.02388561,-0.37703,-0.14949296,-0.06313485,9.863365,-0.25558567,-0.025437394,-0.20886704,1.8960338,-0.4413988,7.144448e-05,3.3512242,-0.039419714,3.1982608,3.8962781,-0.17428102,-0.013071948,0.07579224,-0.20456772,12.161604,-0.2477556,0.12054814,2.7427034,0.14193515,-0.5774806,4.384561,1.9615369,-0.025183436,-0.030119203,10.13331,1.1674817,0.11928563
t15,-0.5625739,6.9165053,-0.09092162,1.2692729,-0.13214023,-0.9653139,0.06979205,0.12537569,-0.2179701,3.1745977,0.010111618,0.14655358,-0.402943,-0.1418954,-0.06537121,10.442529,-0.2582413,-0.011605729,-0.17585678,2.3854077,-0.4681961,7.5068536e-05,3.6910965,-0.03642968,2.9468412,4.9345574,-0.26249894,-0.008011164,0.06557059,-0.16789064,11.86031,-0.28265747,0.22967319,2.0463574,0.15022384,-0.6072893,3.891666,1.6054604,-0.0289828,-0.037809204,10.447859,1.2922765,0.09902477
t16,-0.83618706,9.421587,-0.057744283,5.481264,-0.07424741,-0.34183764,0.06835341,2.644024,-0.36725116,13.61419,0.033542253,-0.07619371,-0.46118847,-0.020764427,-0.045642205,6.2949142,-0.2568707,-0.20799753,-0.39087301,1.4650129,-0.37241307,2.7912662e-05,-0.026120586,-0.07336887,3.5544524,-0.03687589,9.31784,-0.014812967,0.156538,-0.49607766,16.15973,-0.040286772,4.385241,7.3780575,0.1068181,-0.6377304,7.100953,11.415508,-0.09257997,-0.01976798,10.646748,-0.043308154,0.49630094
t17,-0.78232384,8.408851,-0.07253285,3.412766,-0.100921966,-0.53487146,0.07014462,1.4325092,-0.3120315,10.0056095,0.0269441,-0.040911105,-0.38499317,-0.089583546,-0.04879767,7.374019,-0.26803264,-0.14055051,-0.3544296,0.9145764,-0.42062002,4.2452903e-05,1.0780063,-0.05790103,3.961404,0.6392365,5.0232162,-0.026516708,0.13335769,-0.35277712,14.828804,-0.10939093,1.8687482,6.029426,0.13112487,-0.61274356,6.7393675,7.196672,-0.046305828,-0.01745074,10.556145,-0.006242308,0.3526143
t18,-0.43192273,6.251618,-0.092280865,0.2726937,-0.12953761,-1.3555247,0.082926914,0.20567864,-0.19108666,-0.049696434,0.0059065265,1.8865337,-0.5658847,-0.051459383,-0.06476857,12.086506,-0.25537336,1.4668688,0.120487556,4.6293254,-0.5893008,9.4574985e-05,5.6717076,-0.002947914,0.275212,9.15845,-0.5797066,0.5517108,0.003631164,0.75219876,8.847604,-0.43306422,2.035809,-0.18181029,0.18600601,-0.77106446,0.43398213,-0.015056909,-0.05952602,-0.060757905,11.516923,2.4200134,0.06151939
t19,-0.392235,6.0126033,-0.09214121,0.81571007,-0.12173786,-1.180507,0.07663162,0.1776594,-0.17308168,0.19893138,0.0050144405,1.634628,-0.4920766,-0.0761316,-0.05998662,10.846035,-0.25190717,0.9561171,-0.03338444,4.1647034,-0.52738655,9.1668975e-05,5.3023763,-0.014800949,0.919928,7.8472157,-0.46982765,0.7678466,0.01691112,-0.02389704,8.39855,-0.3907557,1.9132596,-0.11877333,0.16507582,-0.6885617,0.95447695,0.008118984,-0.045366287,-0.05080822,10.477146,2.6888247,0.056068875
t20,-0.40168512,6.122674,-0.08988273,0.19625942,-0.12407335,-1.3727741,0.08287434,0.20939054,-0.18140508,-0.068007484,0.0049753007,2.1066074,-0.57361555,-0.04307898,-0.062802084,12.009273,-0.2529547,1.61927,0.5281187,4.906067,-0.5902547,9.7279735e-05,5.9402266,-0.0010523141,0.021988701,9.478497,-0.60365146,0.7371225,0.2214944,0.95542806,8.284915,-0.44746736,2.2914577,-0.23593453,0.18633564,-0.77479535,0.050360925,-0.036583275,-0.060848236,-0.060456395,11.373173,2.6288674,0.054621823
t21,-0.45256263,6.482927,-0.0937112,1.0734262,-0.12851633,-1.0439929,0.072099715,0.14964622,-0.18952133,1.7785736,0.005357048,0.9335094,-0.4218645,-0.124076046,-0.06011368,10.503666,-0.24739617,0.08789582,-0.10313707,3.1864045,-0.49167296,8.2149876e-05,4.2649627,-0.026512697,1.8824295,6.2296996,-0.36885276,0.44224918,0.041477572,-0.11286413,9.734241,-0.33127365,1.0279019,0.6534198,0.15472837,-0.6416785,2.385762,0.80603343,-0.035406962,-0.03669658,10.100206,1.9706409,0.06593717
t22,-0.45304963,6.494023,-0.09356411,1.0775433,-0.1283716,-1.0380492,0.07183494,0.14862417,-0.1894246,1.8251973,0.0053468375,0.92222786,-0.41946608,-0.1252175,-0.05989877,10.472471,-0.24683721,0.07014837,-0.10510652,3.1729672,-0.4891657,8.187432e-05,4.2484097,-0.026956277,1.91045,6.164881,-0.36470103,0.4371346,0.042110052,-0.11588403,9.750788,-0.32905814,1.0115371,0.6873195,0.15432616,-0.639288,2.41707,0.81376266,-0.035236496,-0.03620949,10.076881,1.9638641,0.06633993
t23,-0.36537856,5.941237,-0.08348185,-0.016967297,-0.11461963,-1.5525328,0.08807126,0.22079118,-0.18065628,-0.17377025,0.004445681,2.7268014,-0.6586175,-0.004820251,-0.0577657,13.0073185,-0.24816401,2.349012,2.417368,5.777768,-0.641295,0.000103778504,7.009754,0.9151081,-0.08448716,11.521556,-0.75766945,0.7202879,1.9252274,2.476663,7.4379687,-0.5256729,2.9531186,-0.42276326,0.20497786,-0.85500777,-0.05344944,-0.08821332,-0.077713266,-0.071740165,11.842826,2.503685,0.052563235
t24,-0.35474056,5.8981366,-0.077609845,-0.040307775,-0.109590545,-1.7723942,0.094530344,0.24459532,-0.18855007,-0.2841413,0.004194401,3.3037517,-0.73960435,0.7660327,-0.055780083,14.29614,-0.2551875,3.0246723,4.2601647,6.6433935,-0.71164197,0.0001122672,8.06668,1.9514664,-0.1703097,13.5073805,-0.9181825,0.8091657,3.644731,4.134871,6.8254013,-0.60596615,3.5500193,-0.60052955,0.22997662,-0.94093084,-0.10557429,-0.1424262,-0.09267489,-0.08290886,12.64975,2.4216492,0.052746993
t25,-0.48483363,6.6022615,-0.0880049,1.4522848,-0.120762646,-0.82928455,0.06384232,0.0881391,-0.18087104,3.3655,0.00409253,0.7109622,-0.35084578,-0.15504877,-0.05371733,9.335148,-0.23087633,-0.024447206,-0.17143092,2.173414,-0.4089277,7.129976e-05,3.4813914,-0.038978145,2.57376,3.8983414,-0.20818505,0.28106055,0.065058894,-0.20982398,10.364033,-0.26052144,0.5104097,1.5710204,0.14059642,-0.5385354,3.6049206,1.3401614,-0.027660929,-0.019971749,9.406681,1.7000934,0.092138484
t26,-0.47090337,6.6078067,-0.0889124,1.4145457,-0.12238119,-0.8981066,0.06637484,0.11008514,-0.18403609,2.8455377,0.004479205,0.736057,-0.36995378,-0.14721845,-0.05702999,9.761015,-0.23732391,-0.013595217,-0.14824821,2.5509758,-0.4365933,7.3978415e-05,3.7572942,-0.035312604,2.3592148,4.6143675,-0.25651783,0.3990455,0.05853982,-0.18224199,10.198375,-0.28248072,0.6631199,1.2290367,0.14608668,-0.5729737,3.2523437,1.149065,-0.029188896,-0.02405508,9.588214,1.8160993,0.08168936
t27,-0.3571133,5.776354,-0.092586406,0.7205614,-0.11775466,-1.1939703,0.07776398,0.16966833,-0.15958257,-0.01998074,0.0044901217,1.7342393,-0.5064624,-0.06594325,-0.052989785,10.742564,-0.2361644,1.0996257,-0.014666453,4.4214783,-0.51969564,9.5776944e-05,5.6764703,-0.006142267,0.5151422,8.393934,-0.5008067,0.8609348,0.010073903,-0.0004471574,7.700821,-0.4079539,2.3891878,-0.18087351,0.16328655,-0.71489465,0.4041476,-0.0100306105,-0.056237195,-0.061015155,10.425868,2.843392,0.04683246
t28,-0.33694127,6.000611,-0.08125329,-0.018985383,-0.1133036,-1.6116942,0.09034799,0.23360682,-0.17899719,-0.19604254,0.004314058,2.8900154,-0.6853385,0.13276663,-0.056407362,13.266286,-0.25390655,2.4928677,2.8753707,6.0767107,-0.66054523,0.00010796684,7.479354,1.1859629,-0.11434493,12.229137,-0.79207647,0.893219,2.2788422,2.8315253,7.0494995,-0.55364126,3.2762866,-0.48323733,0.21304296,-0.8814077,-0.07019288,-0.104186065,-0.07852916,-0.07650687,12.085779,2.6317875,0.051358838
t29,-0.33959353,6.0231447,-0.07981494,-0.02929781,-0.11179036,-1.6807134,0.09241691,0.23942594,-0.1836054,-0.2288249,0.0046216743,3.034178,-0.7133341,0.34207523,-0.05596177,13.732575,-0.254481,2.7119472,3.390117,6.3144994,-0.68111724,0.00011031865,7.7481647,1.4718813,-0.13773184,12.834081,-0.84208655,0.8414808,2.767425,3.3328378,7.0568523,-0.5761708,3.4050918,-0.5311211,0.22130759,-0.9114531,-0.081936255,-0.117298104,-0.08429485,-0.07929332,12.387845,2.5767748,0.050964396
t30,-0.3650014,5.8015213,-0.0914631,0.44396895,-0.118082106,-1.3070873,0.08118404,0.18979065,-0.16553906,-0.071255036,0.0041689184,2.1091866,-0.5553556,-0.044993255,-0.05596126,11.546098,-0.24098009,1.4638653,0.5130198,4.8543,-0.55589694,9.953121e-05,6.0724397,0.075895116,-0.0027212542,9.347271,-0.57256186,0.83810616,0.14857708,0.72954226,7.680187,-0.4436796,2.6287093,-0.2572508,0.17560102,-0.76666194,-0.005263451,-0.031101495,-0.06492226,-0.06411116,10.954297,2.7986097,0.05104606
t31,-0.33822706,6.0005894,-0.081135586,-0.021800783,-0.11331459,-1.6225008,0.09072376,0.2351971,-0.18002048,-0.19964902,0.0043986137,2.9186718,-0.68905836,0.15455633,-0.056567352,13.359932,-0.2536309,2.542319,2.9572327,6.1304946,-0.66196036,0.000108280874,7.509079,1.210284,-0.118050635,12.310776,-0.7991461,0.8896808,2.3486807,2.8898435,7.068182,-0.5570182,3.287036,-0.49036896,0.21452717,-0.8867182,-0.07130629,-0.105414554,-0.07923943,-0.07646561,12.1296835,2.6271422,0.05058853
t32,-0.3387581,6.0124507,-0.08107294,-0.021584585,-0.11339493,-1.6284127,0.09093595,0.23484571,-0.18036354,-0.20227338,0.004335209,2.928224,-0.6920518,0.16357946,-0.056500576,13.394779,-0.25381887,2.5535975,2.9858522,6.14249,-0.6636559,0.00010837985,7.532199,1.2348381,-0.11955681,12.361044,-0.8021077,0.87440664,2.3801644,2.924019,7.0923195,-0.55891895,3.301698,-0.49518374,0.21488813,-0.8884223,-0.07253218,-0.10592626,-0.07957685,-0.076821305,12.153911,2.6283522,0.0508158
t33,-0.32096705,5.9335003,-0.08580684,0.4629026,-0.10954213,-1.2965188,0.07928767,0.20417584,-0.16082416,-0.053410947,0.004810885,2.0783753,-0.55135214,-0.042879917,-0.058004614,11.292621,-0.2462202,1.5527726,0.6094411,4.993908,-0.56128013,9.8815246e-05,6.203122,0.07424855,-0.010710041,9.487649,-0.5463408,1.1195768,0.008324752,0.7672343,7.3879237,-0.4468614,2.7615452,-0.28408444,0.17691754,-0.7444995,-0.00551512,-0.043715987,-0.057431176,-0.06218096,10.826169,2.9015808,0.048875827
t34,-0.35592866,5.8179116,-0.09581293,1.0629923,-0.11718984,-1.0704015,0.07422336,0.14442442,-0.153685,0.59961337,0.0036080594,1.4554691,-0.45442662,-0.09120911,-0.04906482,10.118742,-0.23092215,0.489946,-0.05289571,3.891612,-0.47594684,9.220122e-05,5.3391824,-0.013267426,0.89964104,7.2671895,-0.4131055,0.87022924,0.023164086,-0.06713733,7.8501706,-0.37317547,2.1290183,-0.09128845,0.1506664,-0.6611177,0.975407,0.23839355,-0.05022874,-0.05315213,9.774132,2.7882926,0.051732864
t35,-0.33294258,6.011731,-0.08218967,-0.010051924,-0.11306749,-1.5222042,0.08712158,0.22585571,-0.17422482,-0.15681505,0.004700385,2.676167,-0.6501643,-0.0076691685,-0.057218414,12.722808,-0.25303298,2.2783744,2.229446,5.792215,-0.63532084,0.000105171115,7.097957,0.8634839,-0.08619087,11.481943,-0.7254718,0.97840667,1.6349139,2.2672555,7.153088,-0.52163476,3.1180754,-0.42719996,0.2032157,-0.84512967,-0.050414003,-0.08889884,-0.07177046,-0.07154979,11.771833,2.6905224,0.050491158
t36,-0.33380312,6.02676,-0.08141347,-0.015229862,-0.112658605,-1.5640984,0.08853867,0.22919351,-0.17689027,-0.17454702,0.004689277,2.7796474,-0.66738915,-0.00094981515,-0.056843538,12.97293,-0.25386688,2.398722,2.5346003,5.9301095,-0.6477488,0.00010652679,7.2709875,1.0304431,-0.09964122,11.850806,-0.7546277,0.9422085,1.9241424,2.5447395,7.128427,-0.5357782,3.1856225,-0.45472828,0.20769781,-0.86374986,-0.058481358,-0.097539,-0.074876375,-0.073617935,11.9392605,2.6562366,0.051129594
t37,-0.33720207,6.0053034,-0.0837958,-0.0056548226,-0.114630304,-1.5026586,0.087177806,0.22399987,-0.17308328,-0.14388853,0.004321324,2.6214652,-0.6431379,-0.013308011,-0.057374,12.664415,-0.25063077,2.1747186,2.0733654,5.7399645,-0.62416714,0.00010426279,7.006642,0.75277746,-0.08026525,11.233086,-0.7098266,0.9515234,1.4552239,2.057774,7.1957793,-0.5170966,3.1379051,-0.411984,0.20065106,-0.83329225,-0.049089283,-0.07921298,-0.07104996,-0.070623726,11.655773,2.7060158,0.050250437
t38,-0.27606076,5.457314,-0.054607354,-0.06854588,-0.07385571,-2.081911,0.09820101,0.2687492,-0.18099938,-0.47985044,0.0058577773,3.6543493,-0.82282573,2.9163592,-0.058468707,15.352059,-0.25425777,3.943129,8.219325,8.155666,-0.80118227,0.00011700022,10.482187,4.4298153,-0.34310755,16.142189,-1.1340214,1.2975465,6.803053,7.777217,4.6465034,-0.74039173,5.3623924,-0.95590496,0.26084235,-0.9822784,-0.21217415,-0.21898115,-0.11965735,-0.10713701,13.456544,2.250508,0.064401574
t39,-0.2751821,5.0296865,-0.04403005,-0.09121003,-0.060737126,-2.0624266,0.0948967,0.25755963,-0.1799043,-0.53186864,0.007736486,3.6232712,-0.81605715,3.277275,-0.05473203,15.094282,-0.23084854,4.087209,9.00451,7.9377503,-0.7847205,0.00010881443,10.141443,5.0818443,-0.37692556,16.205639,-1.1444243,1.0465963,7.6282077,8.651966,4.4000607,-0.72485256,5.1586733,-0.976094,0.25702277,-0.9645083,-0.22266352,-0.2176945,-0.12598105,-0.10733378,13.044897,1.5861222,0.06235664
t40,-0.35389367,5.8629093,-0.09436438,1.3470412,-0.11315097,-0.97929215,0.07044964,0.107877046,-0.152701,1.308709,0.0029120352,1.203888,-0.414331,-0.10997629,-0.046845794,9.583763,-0.21819028,0.14250392,-0.080439776,3.4504461,-0.43739063,8.766351e-05,5.0850163,-0.017620621,1.3470571,6.297505,-0.34327313,0.8898959,0.033686988,-0.12019687,8.057418,-0.34423718,1.8819637,-0.019409124,0.1405358,-0.60967165,1.4610177,0.46346405,-0.043294933,-0.044927392,9.320839,2.712075,0.05809522
t41,-0.35686687,5.8457465,-0.094806604,0.89391667,-0.11819259,-1.1462829,0.07694725,0.16317576,-0.15661982,0.013772301,0.0037788711,1.6205205,-0.48698536,-0.07472091,-0.052277602,10.560068,-0.23383592,0.84611744,-0.029490037,4.207461,-0.50207543,9.516228e-05,5.550104,-0.008451381,0.7006778,7.951774,-0.46150777,0.885199,0.01567668,-0.031054853,7.776211,-0.395117,2.3771198,-0.15526222,0.15783022,-0.69843054,0.6294974,0.007825063,-0.054200392,-0.058626596,10.195938,2.8203278,0.049292754
t42,-0.22048943,5.925114,-0.060987934,-0.0345213,-0.08316309,-1.8299587,0.09130306,0.24029809,-0.15174043,-0.31940287,0.0042615146,2.8177333,-0.7295802,1.9918146,-0.057447225,13.322857,-0.25147578,3.1146858,5.8878922,7.370794,-0.7178015,0.00011927455,9.93897,2.7549806,-0.22582218,13.751652,-0.95178527,1.3706139,4.317661,5.244081,4.7306576,-0.66997445,5.5259047,-0.7971796,0.22446221,-0.8840374,-0.14715353,-0.18102518,-0.09579366,-0.10482269,12.821905,3.3503027,0.05509193
t43,-0.15378891,6.100056,-0.073806256,0.8719226,-0.0983391,-1.204318,0.0698458,0.17592171,-0.10949391,-0.002792242,0.003093548,1.1453211,-0.4838565,-0.009635226,-0.050958898,9.462383,-0.23439611,0.97780526,1.0227467,5.2409883,-0.5092623,0.00010816249,7.7211223,-0.00029108947,-0.014455416,8.18529,-0.4977309,1.6056741,0.0046714777,0.39932778,4.8634715,-0.48549613,5.1451964,-0.38573563,0.14984785,-0.63309294,-0.02216737,-0.075094596,-0.054957338,-0.0723338,10.59031,4.633091,0.044516556
t44,-0.2090908,4.099548,-0.021572676,-0.11898949,-0.03572443,-1.6011089,0.07228018,0.1780059,-0.13710915,-0.449475,0.010884999,2.3643262,-0.6398419,2.9986036,-0.039902464,11.2581,-0.1567965,3.4335513,7.76325,5.9181757,-0.6052929,8.139379e-05,7.7283106,4.536094,-0.31854683,12.816342,-0.9009871,0.5287478,6.5038633,7.5394173,3.513307,-0.54984504,4.076442,-0.78677374,0.1958571,-0.7690526,-0.16215922,-0.162146,-0.10259521,-0.091478,10.323327,0.83629376,0.042027213
t45,-0.32858074,6.100483,-0.09075854,0.8094063,-0.1178567,-1.178716,0.077419646,0.1891622,-0.1551649,0.03910103,0.0039042316,1.561926,-0.509927,-0.07640216,-0.056367062,10.7209215,-0.23557436,0.98327136,-0.01359372,4.5931716,-0.51474416,9.359543e-05,5.7855573,-0.009782153,0.391637,8.353385,-0.48277882,1.0539727,0.013857302,-0.01953475,7.5705004,-0.4148792,2.6566467,-0.18448709,0.16603495,-0.69547766,0.43992388,-0.0075672427,-0.0488793,-0.059785083,10.272748,2.9226573,0.040584527
t46,-0.29494727,2.7144608,-0.09358896,3.4467642,-0.0760292,-1.9085435,0.106533214,0.3294369,-0.18534946,-0.23397969,1.5554708,5.916601,-0.6708561,1.0299271,-0.07959446,16.415627,-0.33342707,2.6246374,4.864163,8.872468,-0.78204566,0.00012254737,10.089375,1.9436002,-0.14586273,14.955923,-0.91268444,4.387448,3.905876,3.7698464,3.1740532,-0.77731496,3.8110461,-0.8039988,0.2852783,-0.9547925,-0.24081129,-0.13865827,-0.08017624,-0.020079292,11.002871,2.5353873,0.14490768
t47,-0.18937801,6.651881,-0.065388575,-0.031200456,-0.08981192,-1.8463414,0.0936381,0.24395181,-0.14219919,-0.27450958,0.0046601244,2.4802246,-0.7376082,2.001989,-0.06518684,12.852642,-0.2672884,2.9019976,5.478307,7.54342,-0.7324699,0.00012957679,10.636673,2.2414768,-0.18967944,13.322433,-0.93159485,1.3667775,3.4554403,4.673943,4.8038087,-0.68674254,6.3353496,-0.7946321,0.2219964,-0.87238264,-0.12785916,-0.17895156,-0.09047545,-0.116454326,13.725784,4.274507,0.05891392
t48,-0.32309923,6.106809,-0.09052206,1.0791816,-0.1146682,-1.0596725,0.07381106,0.16144069,-0.1541702,0.9088371,0.0035427366,1.2154387,-0.45927706,-0.104099825,-0.05328826,10.091573,-0.22373506,0.47581264,-0.04809853,4.0501814,-0.4705949,8.8804576e-05,5.3563313,-0.017618539,0.90799046,7.288161,-0.40766063,0.95298064,0.026993321,-0.079977304,7.7260785,-0.38052833,2.3297691,-0.09797365,0.15527608,-0.6359676,1.0888405,0.19916144,-0.040657084,-0.052436147,9.668094,2.763927,0.044688977
t49,-0.21435054,3.5125976,0.96505845,-0.26041076,0.988848,-1.7984974,0.06736713,0.12335644,-0.1506759,-0.62916094,0.021836245,2.2627847,-0.69663835,4.429264,-0.03414217,11.557971,-0.084420435,4.007717,11.862614,5.55693,-0.6551898,5.6099696e-05,7.773648,7.704552,-0.5088247,14.6186495,-0.9992083,-0.014337804,9.952206,12.518316,3.136099,-0.573394,4.3854446,-1.027748,0.21469714,-0.7434096,-0.2191743,-0.15271729,-0.1353068,-0.11587361,10.087497,-0.06503239,0.065812185
t50,-0.3250064,6.1065564,-0.0893123,1.2051027,-0.11210312,-1.0025325,0.07200925,0.14038707,-0.15365382,1.3090023,0.003058449,1.0554423,-0.43843573,-0.11828714,-0.052497596,9.792204,-0.21396941,0.2338965,-0.06470325,3.748762,-0.44971502,8.542011e-05,5.120708,-0.021315785,1.0857677,6.6735797,-0.3758478,0.88642114,0.033780318,-0.10624988,7.837982,-0.36241493,2.1499636,-0.052336726,0.1507092,-0.59942967,1.4056598,0.3837576,-0.03611432,-0.047579344,9.40458,2.6549473,0.049728703
