"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115"
"t25",0.0804466007576147,-0.1745664888762,0.179755438991327,0.00580934647221251,-0.0242767931176977,0.00142494081937266,0.00213827792879449,-0.0006574941425477,-0.000320028935750823,-0.000279312041643941,-0.109976763298517,0.107250101298967,-0.00039811726785205,-4.82704895694021e-05,0.000133523133687917,-5.03246255043016e-05,8.36129410105333e-05,-1.34216393863408e-05,-0.00815858728173045,-2.16066055281003e-05,0.028933487501474,-0.000953431777349946,-0.00289407790419699,-9.67581850153955e-06,5.38293660065962e-06,8.49546825261709e-06,8.83722246541309e-05,2.63100933918136e-05,0.000517331243613963,0.000104279461721202,-6.10196725383707e-05,-0.000674607516673324,-0.00074471735226359,0.055390618073786,0.000399147204248226,-0.113357491925961,0.000107607861054964,0.000286755861779238,0.000383706915546181,-2.78117698243369e-15,0.168050709109711,-9.53373003929937e-06,-0.000499716976876274,-0.000408455021646444,0.000867027704750288,-0.0130117118706761,-0.00325678331263604,-7.79070275123354e-08,-3.18236554503398e-05,-1.11561701629938e-06,-6.22462103181517e-07,1.5110484388522e-06,-8.25133164158792e-07,-3.86661045124882e-05,-6.20665997907314e-07,-4.22806622820886e-05,-6.17011859602381e-16,-2.09939885221427e-05,1.7444997876722e-06,-5.14682437342284e-07,-3.71868347088702e-08,-2.30467911215062e-06,-5.45695760362152e-06,3.94798733917213e-07,-5.1387554982148e-07,-1.70872415655941e-06,-2.02874477914991e-06,4.29393240612744e-15,1.01135366728792e-06,-0.149436134038707,1.69676920552063e-09,-1.19460975350405e-07,-1.61813390959369e-15,1.06183711068275e-06,1.10593499583148e-15,-5.67572512005185e-08,-1.420832020409e-06,-0.0209215980360534,4.47991650892745e-06,-4.02124379048499e-11,-2.02816168200037e-06,-0.0153418907230171,-4.2736567492004e-06,3.18887374926468e-15,-5.22102567699945e-07,-2.6101086929645e-15,-3.19288591969264e-07,2.57371044955998e-05,-2.67807838760962e-13,-8.09865946145285e-15,5.49494278317484e-14,0.910843061234714,1.37590095702423e-13,-5.96416901001497e-06,9.15493212602665e-15,-1.2733653683738e-14,-5.99533431843876e-15,-2.18772730713618e-08,-4.75652931452533e-15,-2.77610920352549e-15,2.39330740526881e-15,5.35243536292565e-07,3.39813191774818e-17,2.3736060479729e-15,-2.81859126995686e-15,3.02740335010799e-15,-3.34181929701644e-15,-1.21326597539107e-15,-4.36380187903576e-15,6.35439850147047e-16,1.20798830013378e-15,2.85556798848772e-15,1.3036999315194e-15,8.4330400635171e-16,3.30494375299807e-14
"t39",0.0816016095442403,-0.17830266823637,0.187417977896649,0.0061618967691116,-0.0259957912079559,0.00155796881290353,0.00242984506753589,-0.000771017263879638,-0.000381839860002782,-0.000352709432651571,-0.155323570729202,0.154692893512216,-0.000589608891434739,-7.62574573433994e-05,0.000234579061094126,-8.90381979164869e-05,0.0001997651296468,-4.86320292881847e-05,-0.03125970966142,-8.44613043715428e-05,0.121918154083914,-0.00458978446058967,-0.01466737734984,0.000472207858864363,-0.000115039610480134,-2.11390601934135e-05,-0.000132168732068601,-3.33904458821858e-05,-0.000588080362907287,-9.84184548991887e-05,5.53361810220005e-05,0.000418372497802244,0.000420919477695196,-0.0285018551258461,-0.000176115696793161,0.0463001673243807,-2.4670205410914e-05,-3.82015720405977e-05,-2.30853796450812e-05,2.26216056979599e-15,0.0300124748978946,-1.80008014368956e-06,-0.000120994884511152,-0.000107208011397679,0.00022367008501828,-0.00326337217494697,-0.000803456830387716,-1.98369252934696e-07,-4.96045693490249e-05,-1.31413878134429e-06,-7.22566645943926e-07,1.79716991628757e-06,-1.01867534022481e-06,-4.8473169711179e-05,-7.81310207607699e-07,-5.42298875567605e-05,-2.57401262671774e-15,-2.72046750097328e-05,2.41674552944195e-06,-7.43040459535231e-07,-5.70501214296889e-08,-4.23217412363264e-06,-1.00502379068338e-05,7.50653533127278e-07,-1.01724564234256e-06,-5.04091719210157e-06,-6.04067935592979e-06,2.71805121822306e-14,4.45347765774689e-06,-0.852105675670957,2.8349953668538e-08,-5.08337646412942e-06,3.1359923802167e-16,-5.97408744104189e-06,2.17134758148742e-15,1.32064602639298e-07,2.80455859981852e-06,-0.2198940335856,-9.87936308366748e-06,8.69127808981985e-11,4.27439814825166e-06,0.0220127153817887,4.2396914415427e-06,-2.34096699149805e-16,3.39027340696345e-07,-9.04198045477008e-16,1.47685235139226e-07,-1.06471134209864e-05,9.45129493638142e-14,3.50695082608748e-15,-1.54135320760877e-14,-0.27231564572495,-4.021606417098e-14,1.67715895761129e-06,-2.62408494507598e-15,3.369206511674e-15,1.9492496692055e-15,4.65000417925428e-09,3.04843933515666e-15,1.08767287912089e-15,-1.41691644370784e-15,-3.48652659837361e-08,-1.73508719894529e-15,1.18159974674921e-15,7.09472589309695e-16,-7.548757872588e-16,1.75643417637058e-15,1.81987279052908e-15,3.11924856704191e-15,5.79695091743445e-16,-1.63023234193478e-15,-1.58093998397148e-15,-4.6187290465943e-15,3.24999852191338e-15,3.34157748558736e-14
"t60",0.0822165098347691,-0.180297839319808,0.191546684350994,0.00635324645700169,-0.0269324927260591,0.00163107663229255,0.00259252184668195,-0.000835104328302681,-0.000416952584249699,-0.000395222193253647,-0.182498687337219,0.183289879337653,-0.000705852077941539,-9.35237811505797e-05,0.000298412774647344,-0.000113527643566961,0.000277014698941678,-7.30875237079685e-05,-0.0473732197563217,-0.000128367792125904,0.187207737877213,-0.00716379118018109,-0.0230244870184379,0.000832833892540534,-0.000205675483400327,-4.49422497227963e-05,-0.000315991851794515,-8.38547582894431e-05,-0.00153177011339904,-0.000274506676917492,0.000156805913791437,0.00140779534214047,0.00148578704838174,-0.1058449220003,-0.000714280797946847,0.196731712697708,-0.000155313370040457,-0.000369638427135882,-0.000449936114648497,1.54257008888689e-15,-0.131022991885275,7.24732482652892e-06,0.00031807761448511,0.000220373219526531,-0.000386352320820844,0.00537690574744303,0.00129841617827141,1.87263591692973e-07,4.30990156784746e-05,9.17769782164899e-07,4.43684762060755e-07,-9.56668770202447e-07,4.8201345502261e-07,2.2019654454261e-05,3.51195642571667e-07,2.32800346528063e-05,3.60995725805588e-16,1.13999301076829e-05,-8.75488338673821e-07,2.47647283249335e-07,1.69068811815661e-08,9.02472754035679e-07,2.13187884640174e-06,-1.50387334994645e-07,1.89591044927672e-07,4.39611277400565e-07,5.16543695304615e-07,-2.0600395559961e-15,-1.28604466646399e-07,0.00264563493944726,1.53429360065404e-09,-3.69412662883901e-07,-2.30712259905709e-14,-1.18327997899389e-06,1.27101630125252e-15,8.51805063894799e-08,2.74134636174493e-06,0.859405249708647,4.78066456715838e-06,-3.9423419078466e-11,-1.78161738613306e-06,-0.00163979568122871,2.3018805170303e-07,-3.2347489406697e-15,4.71132258618322e-08,9.37447407911253e-16,2.78003030459586e-08,-2.15219523625224e-06,1.70060310016158e-14,1.64246179981946e-15,-2.97414606221065e-15,-0.0645929817642953,-1.84985851846809e-14,4.07533450902384e-07,1.19230098500278e-15,3.64996434519482e-16,-2.78214420748919e-16,1.2390411359288e-09,1.160058193609e-15,-1.30076787008405e-15,4.83677218690922e-16,-1.1293733151571e-08,-3.89685960108948e-16,1.37215200638463e-15,1.65597177298638e-15,2.22534141415671e-16,-1.13177573534768e-15,1.70908465905255e-16,-4.44509526580708e-15,-4.23161445123784e-16,4.69520110740508e-15,2.74660801181449e-15,-5.66789330692236e-15,2.80449348873638e-15,3.40586773250569e-14
"t74",0.08235440726066,-0.180745413819458,0.192473705552941,0.00639624181727127,-0.0271430489068094,0.0016475242347179,0.00262917627356782,-0.000849561598734352,-0.000424878598188846,-0.000404837528750118,-0.188666329765862,0.189784073819535,-0.000732269187193133,-9.74541653514334e-05,0.000312978549715977,-0.000119116548778635,0.000294735375547888,-7.87227159420604e-05,-0.0510878408647128,-0.000138491016227614,0.202269188656826,-0.00775807990844003,-0.024954544358343,0.000916580876794453,-0.000226736157238335,-5.05114488354654e-05,-0.000359171336710415,-9.5726617552076e-05,-0.00175401353164206,-0.000316055048496575,0.000180757943439868,0.00164231323733596,0.0017384442399395,-0.124214627522712,-0.000842311424394506,0.232548789089793,-0.000186589964521549,-0.000449297203084179,-0.000552899401385533,2.03570197144529e-15,-0.17060214528379,9.47375485955627e-06,0.00042703154175973,0.000302191387909765,-0.000539558425858482,0.00755047560305675,0.00182753636143185,2.86735264199673e-07,6.71247124605735e-05,1.50425890825365e-06,7.52948607858738e-07,-1.69495257248773e-06,8.88241044582983e-07,4.11680617020869e-05,6.59105242466831e-07,4.44384782117152e-05,1.49065271019917e-16,2.19606716167476e-05,-1.78820631120295e-06,5.2448798174989e-07,3.78127623770812e-08,2.40335888331355e-06,5.69471216421984e-06,-4.15466786588935e-07,5.47283096433706e-07,2.18477098229242e-06,2.60790445668831e-06,-8.58244270374866e-15,-1.68620808221976e-06,0.304125348319174,-8.9634478566761e-09,1.55346456713982e-06,1.39233766359163e-14,1.6208754874667e-06,-6.61330353275102e-16,-5.04820299869774e-08,-1.41980009645218e-06,-0.325714456458815,-1.22670817640923e-06,9.84652180323826e-12,4.28474738485716e-07,8.70354866212285e-05,3.06267758524154e-08,5.60476600687047e-15,1.42153205602438e-08,2.26703155975627e-16,1.11482723178619e-08,-9.20452397782862e-07,5.50449656175594e-15,1.35179804044571e-15,-2.36018894280196e-14,-0.0317275730601572,-0.707106781186548,2.04221244634589e-07,-2.21679486411112e-15,-2.69269772578452e-14,2.51129096490896e-16,6.68613267653792e-10,-5.45520868835616e-15,1.45419271515854e-15,8.12967986146326e-16,-7.03038265464725e-09,2.74669742707254e-15,-2.12983404656063e-15,-3.36884801639449e-15,1.59400138908567e-16,8.96371540338117e-16,6.56667569444319e-16,-1.55216702302118e-15,8.09221526858396e-16,-7.09279842623238e-16,9.00350217635987e-17,-2.35600599943798e-15,1.51683207885334e-15,3.24441665899923e-14
"t75",0.08235440726066,-0.180745413819458,0.192473705552941,0.00639624181727125,-0.0271430489068094,0.00164752423471797,0.00262917627356783,-0.000849561598734294,-0.000424878598188676,-0.000404837528750177,-0.188666329765862,0.189784073819534,-0.000732269187193378,-9.7454165351529e-05,0.000312978549716641,-0.000119116548778663,0.00029473537554772,-7.87227159412108e-05,-0.0510878408647121,-0.000138491016227905,0.202269188656826,-0.00775807990844045,-0.024954544358342,0.000916580876794525,-0.000226736157238439,-5.05114488344796e-05,-0.000359171336710709,-9.57266175527239e-05,-0.00175401353164172,-0.000316055048496315,0.000180757943440138,0.00164231323733658,0.00173844423993873,-0.124214627522712,-0.000842311424394669,0.232548789089793,-0.00018658996452186,-0.000449297203083808,-0.000552899401385212,2.55958846119033e-15,-0.170602145283791,9.47375485684041e-06,0.000427031541758729,0.000302191387910494,-0.000539558425856853,0.00755047560305443,0.00182753636143416,2.86735261272958e-07,6.71247124605976e-05,1.50425890818306e-06,7.52948605780388e-07,-1.69495257299775e-06,8.88241045915057e-07,4.11680616987584e-05,6.59105242507877e-07,4.44384782109491e-05,8.91900727747936e-16,2.19606716178323e-05,-1.78820631039253e-06,5.24487983740773e-07,3.78127596722501e-08,2.40335888263004e-06,5.69471216175699e-06,-4.15466789268832e-07,5.47283098017559e-07,2.18477099431182e-06,2.60790445419015e-06,-8.31770366301627e-15,-1.68620808317534e-06,0.304125348319172,-8.96345211026423e-09,1.55346456972683e-06,9.1311572222409e-15,1.62087548966554e-06,-2.56474843813798e-15,-5.04820367529681e-08,-1.41980010791797e-06,-0.325714456458801,-1.22670816296176e-06,9.84504478485282e-12,4.28474746196192e-07,8.70354866197236e-05,3.06267760142402e-08,-4.2238434537579e-15,1.42153190576979e-08,4.55922973158261e-16,1.11482838137257e-08,-9.20452405241265e-07,2.14607191226482e-15,-8.89349307352077e-16,1.87832501295382e-14,-0.0317275730603712,0.707106781186547,2.04223824664815e-07,3.4928114394301e-16,2.92374959051171e-14,2.02502935720967e-16,6.68647213282481e-10,4.07921295355844e-15,-1.01084489560526e-15,-1.18863422942101e-15,-7.0303770819978e-09,-2.13348319121796e-15,1.89568668508235e-15,4.77744037137618e-15,-1.81923464643265e-15,9.65053959142048e-16,-3.74548415455166e-16,-2.38830373844198e-15,1.02356741494172e-15,-5.05302742646913e-15,-3.25221599970032e-16,-5.06628204065437e-15,3.19875256181628e-15,3.38396933168999e-14
"t8",-0.0794694447056706,0.0106901882687472,0.0013939251038478,-0.0440771665549643,-0.00454984130987688,-0.168365802101809,0.0497449416346555,-0.00556872934310096,-2.805534605037e-05,4.99113017338233e-06,0.00232237647022093,0.00156055385946458,0.0124263339677448,-0.000665507454771775,-0.0163797352000226,0.00597397396280878,-0.0079137990887711,0.000584673056160037,0.0939466891352324,0.13604036497169,0.0198407547684991,0.00251798830982443,0.00194567382518872,0.765569062919127,0.0123051395626674,-0.012253550387957,-0.0367302352531368,0.324724364710302,-0.00867620153604165,-0.013380586650589,0.00648089680919648,0.476923183551772,-9.34956384585333e-06,-0.0107996213106265,0.0144111726934137,-0.00818372477439422,-0.00168992897505509,-0.0107267938806187,-0.0253394513650259,2.08414339105445e-15,3.90374164227176e-05,0.00054729591494766,-0.0108465411616347,-0.00313458918734302,0.00160781650447993,-0.00035035337063005,0.00259030277440576,-1.28300536951243e-05,-0.00278485587493809,-0.0031792080572793,-0.0104839493960505,0.000100510738779231,-0.00119549605917134,-0.000394209917618977,-0.000104281017193993,-0.00129421651424022,1.17692817565581e-14,-0.0335631657983355,0.00265659188306509,6.3013710086295e-06,-6.36061277944204e-05,-0.00678532283853071,-0.0163038311352394,0.00141469425966354,-0.00251790787422778,3.42235801896572e-05,0.00228071346981306,2.78299696897581e-16,-0.00642999684665418,3.35005989401541e-06,3.41092909630054e-09,-6.42488596724942e-06,3.96321043688173e-16,-0.000580152233591528,8.16437106545966e-17,1.39263339355673e-05,8.70431220684103e-07,1.38643416074824e-06,-1.98961268079732e-06,5.85168974719765e-09,0.000287483838925137,4.85975837237509e-05,0.000443901136955677,-1.44580709681404e-16,2.33329174148207e-05,6.07125848909201e-17,6.29285928867871e-06,-0.000350211094158528,-3.01727409879184e-16,1.83110767062505e-16,3.4717219284643e-16,-4.35360293644749e-05,1.04764919445578e-16,-3.40912663623266e-07,2.29966637547425e-16,3.53936416446753e-16,-4.61114780078383e-16,-6.031925739565e-09,-6.14185257762823e-16,-3.67455144006431e-16,8.82958446656267e-17,1.27006849940779e-05,-4.04292014290002e-16,5.79806116018947e-16,4.61888808574697e-16,-1.54969685514212e-16,1.85490373299896e-16,6.25969114459382e-16,-1.34718511226831e-15,2.38348874825554e-16,-9.92893525586542e-17,2.73527021529897e-16,-3.56113258591905e-15,2.82594410719574e-15,3.36129777716095e-14
"t14",-0.0810656448875567,0.0110203839963666,0.00148866032775632,-0.0487566849738013,-0.00514581266436374,-0.201687653112628,0.0696104331171804,-0.00970420737467929,-5.96643641988023e-05,-3.329043394714e-05,0.000272220304995036,0.000311579323208288,0.00340239512755531,-0.000255082658210361,-0.0077112123146067,0.0028352810043935,-0.00439698753110979,0.000342098442702559,0.0551422428591482,0.0799303597010634,0.0116965951943347,0.00149120050956799,0.00115387070388424,0.459347822018237,0.00738211807578999,-0.0073167059761036,-0.029207913089834,-0.0821653591277089,-0.00147510897674764,-0.0023462696077729,0.000969915111628414,-0.837711698497764,0.00612283373943727,-0.033742837206477,-0.055112792128925,-0.0118152863996324,-0.00168719064123478,-0.0098561323477608,-0.0223056608753862,-1.04799589774472e-15,3.17495274322852e-05,0.000444148500967233,-0.00870546103898483,-0.00250163792445368,0.0012786808623738,-0.00027839253627153,0.00205756384792209,-1.013465920037e-05,-0.00220068665904689,-0.00253784907529604,-0.0209365691740776,7.70288304629161e-05,-0.000923450229869045,-0.000304864205463755,-8.06662884807292e-05,-0.00100202494701328,9.08676937782056e-15,-0.0259951999687592,0.00206042338020093,4.8894843712738e-06,-4.93770076589022e-05,-0.00527242219524245,-0.0126688174152643,0.0010994726264644,-0.00195732959057679,2.67373177685613e-05,0.00178224784259772,-2.68242551810607e-16,-0.0120162720808459,2.54513532291132e-06,2.6261679353728e-09,-4.95186373511977e-06,-2.12657511663623e-16,-0.000448214721524126,4.43580619300731e-16,1.07690535265842e-05,6.7316279849212e-07,1.07244259402198e-06,-1.539323782878e-06,4.52738921101297e-09,0.000222426735735172,3.76137336799348e-05,0.000343736369337967,-2.16339323143155e-16,1.80794925396798e-05,-8.71127264685526e-16,4.87876583546105e-06,-0.000271565539651997,-1.54307422618725e-15,2.83445401319837e-16,-1.70990648264732e-17,-3.37779743040893e-05,2.32225800257701e-16,-2.64528351021103e-07,1.00882952387728e-15,3.06856838963332e-16,1.08552780081805e-16,-4.68252060888815e-09,-1.73013944432204e-16,-3.57317593215208e-16,-2.02597937488362e-16,9.87285043484883e-06,-5.80387691848641e-16,8.42050049343945e-16,3.96856187246226e-16,-4.00149890826064e-16,2.42388266403765e-16,3.8905994075583e-16,-1.55313520453011e-15,7.30132893746922e-16,1.70693122697585e-16,6.83514434919036e-16,-4.12820685361595e-15,1.9258076683886e-15,3.38402669605221e-14
"t33",-0.084241713959261,0.0116767790687774,0.00167645505402223,-0.0580110098205167,-0.00632286911454301,-0.267308184053894,0.108519666267728,-0.017767989127543,-0.00012114662086673,-0.000107146531618878,-0.00361951609471363,-0.00205208913431358,-0.0136101184988045,0.000511515923434817,0.00823784975669578,-0.00293384446854688,0.00181418321862179,-6.68725968715524e-05,-0.00993013205124149,-0.0139857726673757,-0.00184255072238732,-0.000196751172763762,-0.000142539133393738,0.00437750479165847,0.000166084365145866,-0.00158036763062723,-0.0213575414678579,-0.342003768798765,0.00249465933556516,0.00105368691991002,-0.000368643636694208,0.0989753464999933,-0.000550280599593261,0.00213985689669435,0.16613551981119,0.000857582089200636,-6.12313959048768e-07,-0.000210666606987773,-0.000770426689246192,-1.32089523700991e-15,1.79304182565003e-06,2.49198035947556e-05,-0.000424174910747669,-9.18610940862554e-05,2.74886827996889e-05,-4.43013745665493e-06,2.75640100661417e-05,1.85859317641806e-06,0.00060639148043891,0.00277962673671243,0.859845319044112,0.00011879514757497,-0.000884449858185593,-0.000263553186947057,-6.8120729251869e-05,-0.000773096472948429,-1.22699608465596e-14,-0.0192516071205042,0.00127081671034154,2.80739242713482e-06,-2.62853134953438e-05,-0.00248680491639791,-0.005968081656734,0.000511615020796459,-0.00089897007403764,1.20243867987586e-05,0.000803106486315136,3.48525225164581e-15,-0.0446909297266113,6.9095589350102e-07,8.94123592977833e-10,-1.70597411369652e-06,-4.56324406237165e-15,-0.000157123039050197,-1.47222152125205e-16,3.77965571342742e-06,2.36257885174453e-07,3.76368085681705e-07,-5.4019724140373e-07,1.58880330522372e-09,7.80565882227535e-05,1.32030435997142e-05,0.000120811262065247,3.09886946869517e-17,6.37708613500461e-06,3.30558136211704e-16,1.72863841232662e-06,-9.63868913240944e-05,-8.97193551534144e-15,6.04356789854445e-16,1.24789139066282e-16,-1.20535709469056e-05,1.05814392072602e-15,-9.4494577210434e-08,-8.94907233187655e-16,4.37660187837849e-16,-1.71178117449723e-16,-1.68055894612514e-09,1.54867700322886e-15,-3.56258463845686e-17,-4.56113349062899e-16,3.59668137870195e-06,-1.92491564347247e-16,1.39808261589893e-16,4.33184621387875e-16,-5.49451276713872e-16,8.7620429164974e-17,2.46319869300084e-16,-2.16651712964296e-15,1.00690933145838e-15,-2.02437697225277e-15,1.20908427586074e-15,-3.93865742292369e-15,2.72689562284293e-15,3.21381742370615e-14
"t49",-0.0844282089633959,0.0117151119105603,0.00168724501650176,-0.058535521187283,-0.00638907871816365,-0.270938389174199,0.110606491744255,-0.0181896267787547,-0.000124316588499726,-0.000110782578982948,-0.00379428673307685,-0.00215640958068383,-0.0143447325875995,0.000542892563897841,0.00883538545798145,-0.00314871746244931,0.00199392156424971,-7.51609194140479e-05,-0.0111865557915006,-0.0157678022055389,-0.00208317554522369,-0.000223440279309283,-0.000162126991534374,0.0051365401124308,0.00019557796261161,-0.00194441566681579,-0.0270236768049149,-0.437654860252989,0.00321870303539141,0.00138007011887429,-0.000484476690355644,0.134719983553892,-0.000755920875710607,0.00296745055746594,0.234043455325676,0.00121778438681905,-9.2155276001605e-07,-0.000332266557235457,-0.00127503691667813,9.4303358830855e-16,4.28026960910829e-06,6.16282365751168e-05,-0.00142584562263342,-0.000456942842389457,0.000254595535778093,-5.68474245210451e-05,0.000424644902770732,-3.23114639843793e-06,-0.000795210041312641,-0.00180084516247532,-0.358267456784567,-2.75950690388965e-05,0.000104215387723588,2.21601185046525e-05,5.16172034300794e-06,3.20239397690008e-05,7.04509441934371e-15,0.000472337713948903,8.03808738609603e-05,2.9340085017166e-07,-4.04724055218691e-06,-0.000630661204166252,-0.00152091403445443,0.000136971284827894,-0.000254070034899496,4.53503553814337e-06,0.000304055956462094,-3.92234500340781e-15,-0.0189226189679825,3.05047228476641e-07,4.25615954469322e-10,-8.28086078187473e-07,-0.707106781186546,-8.2942324555707e-05,-9.59215179236074e-16,2.11807656948304e-06,1.33458809114745e-07,2.16124902860548e-07,-3.15345563306512e-07,9.28400813022048e-10,4.56722150079767e-05,7.96258877157331e-06,7.56400751718999e-05,4.74154930302674e-16,4.16777687423711e-06,-4.08441565775766e-16,1.16501759611227e-06,-6.55548808179664e-05,-2.36956929822253e-15,-2.53546456812482e-16,-5.9736786524186e-16,-8.3922017641711e-06,-3.16137215846292e-15,-6.60481113315001e-08,2.20484967252099e-15,8.56737841033835e-16,-2.35744637347655e-16,-1.19335438325025e-09,-7.11992058261455e-16,-1.25967909136098e-15,7.73759225585545e-16,2.65319208983067e-06,-3.84041594549395e-16,1.16338781534339e-15,7.94431208148237e-16,-3.52341281723678e-16,-2.24721386511384e-17,5.72269617395564e-16,9.16665786739411e-16,1.52837030882964e-15,-2.18518754297745e-16,-2.47790666242185e-16,-3.32643484186429e-15,1.95296148870206e-15,3.46564400311603e-14
"t50",-0.0844282089633959,0.0117151119105603,0.00168724501650179,-0.058535521187283,-0.00638907871816364,-0.270938389174199,0.110606491744255,-0.0181896267787547,-0.000124316588499794,-0.0001107825789829,-0.00379428673307699,-0.0021564095806837,-0.0143447325875994,0.00054289256389791,0.00883538545798125,-0.00314871746245063,0.00199392156424958,-7.51609194138066e-05,-0.0111865557915003,-0.0157678022055396,-0.00208317554522354,-0.000223440279309202,-0.00016212699153563,0.00513654011243064,0.000195577962612371,-0.0019444156668159,-0.0270236768049155,-0.437654860252989,0.00321870303539108,0.00138007011887441,-0.000484476690355301,0.134719983553891,-0.000755920875711154,0.0029674505574658,0.234043455325675,0.00121778438681902,-9.21552760577504e-07,-0.000332266557234713,-0.00127503691667827,4.15677651611574e-16,4.2802696122566e-06,6.16282365758266e-05,-0.00142584562263392,-0.000456942842389334,0.000254595535777168,-5.68474245184218e-05,0.000424644902771027,-3.23114639863623e-06,-0.000795210041318624,-0.00180084516247527,-0.358267456784559,-2.75950690399551e-05,0.000104215387722403,2.2160118503271e-05,5.16172033684013e-06,3.20239397702043e-05,8.55290508675978e-15,0.000472337713948343,8.03808738594556e-05,2.93400844290627e-07,-4.04724054967249e-06,-0.000630661204165036,-0.00152091403444279,0.000136971284828418,-0.000254070034895649,4.53503552632741e-06,0.000304055956466685,1.61352260539252e-15,-0.0189226189679892,3.05047218440744e-07,4.25555676299885e-10,-8.28085994933687e-07,0.70710678118655,-8.29423245813828e-05,1.09582958286288e-15,2.11807657256407e-06,1.33458804600073e-07,2.1612494141599e-07,-3.15345535745225e-07,9.28399060091165e-10,4.56722150115964e-05,7.9625887658101e-06,7.56400751698533e-05,-5.6158323095877e-16,4.16777687132328e-06,-2.54771790527735e-16,1.16501759715191e-06,-6.55548808173372e-05,5.01688326248672e-15,9.56089557333008e-16,6.29200226556046e-16,-8.39220176295072e-06,1.73748693769471e-15,-6.60481096509166e-08,-5.84677859442435e-16,-6.49872054140476e-16,-1.5132921791262e-16,-1.19335471966619e-09,-7.92604751217909e-16,2.87017726171444e-16,3.49520453126678e-17,2.65319208983509e-06,-1.78911422548748e-16,4.46286924435064e-16,1.17743391934536e-16,9.41382734194399e-17,4.46875536169451e-16,6.66228462234296e-16,-2.1711420004993e-15,4.65934105711731e-16,-7.31996903187154e-16,5.70936175594059e-16,-3.86725378659288e-15,2.69296378060665e-15,3.34194804295094e-14
"t82",-0.0848588023136098,0.0118043037155465,0.00171293500612581,-0.0598086305460934,-0.00655150947963144,-0.280055832655524,0.116081265872233,-0.0193359639270411,-0.000133106296632306,-0.000121537537438632,-0.00438168939011877,-0.00251555080411399,-0.0169512031451092,0.000662719261786523,0.0114096773970786,-0.00408184297505303,0.00308608808912651,-0.000154358932048728,-0.0239297378853394,-0.0342316417460962,-0.00478305960535464,-0.000568036364181305,-0.000429046558714993,-0.110556384218459,-0.00169695907464793,0.000940559953314222,0.00138099420947196,-0.0238883044992897,0.000387184227881457,0.000314303583746159,-0.000121715415710387,0.0770715411145096,-0.000577143629785569,0.0036842199418418,-0.603743031334094,-0.000867564347197434,-1.41878595847278e-07,-8.37626163118078e-05,-0.000386829727036183,7.49236039027937e-16,1.74419323020205e-06,2.52836875575461e-05,-0.000601391162352319,-0.000193605144528201,0.000107219822802104,-2.38566572147738e-05,0.000177900810139774,-1.13842876149489e-06,-0.000260274036437898,-0.000385224487193434,-0.0293615365347742,6.09777057416782e-06,-9.36380969457264e-05,-3.22182048917671e-05,-8.60371442485467e-06,-0.000110689648409805,1.81137193289729e-15,-0.00291747317556952,0.000249016575914706,6.1057565331971e-07,-6.41622587995276e-06,-0.000751375075838052,-0.00180789802364043,0.000159222456142149,-0.000288730489693458,4.96885252544963e-06,0.000333959639554589,-1.83602223300333e-16,-0.0419911141018152,8.42531897668779e-08,3.02518057390027e-10,-6.06918611218483e-07,-5.8522757758573e-17,-6.39747384630125e-05,6.4527881432505e-16,1.64932773993007e-06,1.03991946760634e-07,1.68589522139341e-07,-2.46186986261948e-07,7.2482291689951e-10,3.5659284489187e-05,6.22313062457317e-06,5.91719887411837e-05,1.43903098353899e-15,3.26480313931173e-06,-8.88750795439085e-16,9.13994202464754e-07,-5.14596431019411e-05,-3.44637123835461e-15,2.6009800986009e-15,3.73500737226464e-15,-6.59972919739888e-06,-5.3795216125621e-15,-5.19594180013435e-08,-2.62973856791947e-15,-2.97058746074962e-15,4.78977764318583e-16,-9.40306656142349e-10,0.707106781186547,-1.4146878356293e-14,-1.09571524523414e-15,2.10140021320421e-06,-1.06094273559857e-15,1.68159013763407e-15,4.74593954812154e-16,1.5284714231068e-16,2.00706685159357e-16,-5.18455670533689e-16,-8.76231174770329e-16,-1.08705647677603e-16,-1.14069854231027e-15,-4.14032795978772e-16,-4.55481644860994e-15,2.48152282597157e-15,3.31908785478302e-14
