,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
t11,-0.66199154,-0.012274368,-0.1592714,-0.0013376588,0.9368501,11.316749,-0.03993618,-0.7359111,-0.5831132,4.685965,6.894303,5.6309037,6.867306,5.8228955,5.1253614,-0.04317045,0.07643111,0.21195246,-0.16048811,1.268475,-0.35367602,-0.5970894,0.2950486,0.021817716,0.23963237,9.625183,-0.09804172,-0.014037803,3.4892957,6.3183565,-0.27062616,0.035556667,0.7443465,-0.6318096,0.07334642,-0.4300688,0.71954834,4.4072647
t12,-0.56008434,1.0396051,0.72869253,0.6554796,1.081673,10.6834135,0.028559629,-0.80826604,-0.90287876,3.2766628,6.939603,6.886283,9.171753,4.2849107,7.2632666,0.49021944,0.05126417,0.5664331,-0.10743002,1.8568705,-0.3538025,-1.0817585,-0.63597053,-0.02049657,0.43884423,12.129582,-0.28892913,-0.0137317935,4.9132686,8.67549,-0.20201024,0.041965544,-0.13192719,-0.8361814,0.08672534,-0.37843668,1.5947994,3.3033116
t13,-0.5672523,0.06695224,0.089775056,0.043423265,0.52368367,9.138775,1.4021949,-0.65389097,-0.56031126,3.517098,6.0167775,5.230998,7.536114,5.692888,5.4630094,1.0108938,0.058051042,1.3688816,-0.11755324,0.78067976,-0.3090634,-0.6430608,-0.24872282,-0.010744546,0.23347585,8.526675,-0.25051764,-0.01239307,4.646339,5.8986506,-0.20955174,0.03392793,-0.050427366,-0.5041942,0.07837107,-0.33534575,0.4768485,4.637315
t14,-0.5278133,1.2524289,0.95163196,0.7601629,1.0924691,10.011711,-0.0029789908,-0.78640926,-0.89733934,2.9583974,6.620619,6.648944,8.98455,3.843898,7.1359005,0.45193422,0.04639663,0.5697046,-0.10072426,1.9480116,-0.3424469,-1.1003206,-0.66768503,-0.024047457,0.44164187,12.000128,-0.28764525,-0.010485423,4.8083677,8.589743,-0.19045132,0.039948747,-0.13964061,-0.822373,0.08432137,-0.36632785,1.7487777,2.9885712
t15,-0.5455101,-0.0013747517,0.21898505,-0.00010740999,0.18597405,8.236472,1.9458739,-0.61443055,-0.47211382,3.2849152,5.4935527,4.7169023,7.2043257,5.761151,5.297303,1.2065743,0.053475447,1.5959821,-0.107572824,0.58071226,-0.29001608,-0.5761823,-0.21826528,-0.02484625,0.19812985,7.6808925,-0.2614121,-0.0057231896,4.668202,5.26512,-0.20242892,0.032362103,-0.040440045,-0.41314095,0.076662116,-0.2953201,0.20830765,4.7904677
t16,-0.47287738,1.2651174,0.948951,0.71660066,0.97188157,8.864393,-0.00012766715,-0.72031295,-0.8171058,2.5954633,6.0243793,6.016476,8.290761,3.3467228,6.5730224,0.34904978,0.040597986,0.53496647,-0.08883718,1.7588905,-0.3167322,-1.0376643,-0.63761085,-0.019201431,0.4056286,11.12675,-0.2584261,-0.0060241283,4.451941,7.81735,-0.17542954,0.037005585,-0.13091974,-0.7490033,0.07786173,-0.33682817,1.743728,2.6980596
t17,-0.5305409,1.4121583,1.1094445,0.831757,1.1445425,10.273297,-0.012882148,-0.8130556,-0.9442473,2.9140055,6.806246,6.902536,9.3311205,3.8257678,7.4096446,0.46928215,0.045456793,0.5512295,-0.1019782,2.0540476,-0.3499796,-1.162386,-0.71835494,-0.03260256,0.46871263,12.510605,-0.31459087,-0.005221316,4.9390574,9.056668,-0.18882494,0.04130493,-0.15360516,-0.8614245,0.08670634,-0.38404515,1.9344329,2.9483898
t18,-0.4916861,1.304484,0.99939364,0.73625666,1.0504388,9.224254,0.008765283,-0.7502509,-0.8672938,2.6425006,6.2317452,6.279172,8.524913,3.514341,6.8382525,0.45567033,0.042007692,0.58920854,-0.09247812,1.8767288,-0.32352546,-1.0777253,-0.66394687,-0.020593291,0.4250609,11.580071,-0.27804294,-0.006500953,4.636892,8.213571,-0.18383682,0.038510837,-0.13736801,-0.7798819,0.08093094,-0.35064703,1.8019227,2.7636337
t19,-0.5597379,-0.0012618105,0.2040996,0.0012013344,0.19968688,8.555453,1.999179,-0.64251214,-0.51125383,3.3282197,5.7161055,4.98645,7.5361223,5.995458,5.5670476,1.3719559,0.055060785,1.790445,-0.11335433,0.66001713,-0.29796252,-0.6121302,-0.24819997,-0.015414753,0.20815875,7.9741473,-0.29126492,-0.0076541235,4.8134003,5.5203485,-0.20218359,0.03332575,-0.050646447,-0.4385383,0.07939209,-0.3111445,0.22278824,4.998338
t20,-0.5771308,0.02676003,0.23755482,0.045464985,0.28675166,9.004588,1.9302461,-0.6700319,-0.5534583,3.432897,5.9776645,5.2658505,7.8546257,6.0912623,5.7899494,1.3677603,0.05679063,1.762539,-0.117499106,0.7442043,-0.30818003,-0.65007806,-0.2770221,-0.016841587,0.22693971,8.393427,-0.29959866,-0.010318435,4.9575305,5.8658595,-0.20450224,0.034852877,-0.05783135,-0.47865996,0.08182505,-0.3253791,0.32477275,5.0397034
t21,-0.53115016,-0.0033209936,0.3137758,-0.0007862206,-0.017828688,7.427227,3.0058656,-0.58846897,-0.3716064,2.9446802,5.245059,4.411325,7.340869,6.468721,5.662365,1.967691,0.04791359,2.3545072,-0.10508261,0.31013593,-0.27957582,-0.53889805,-0.2392444,-0.041513555,0.15665533,6.832098,-0.32812268,-0.004795445,5.031328,4.676686,-0.17736453,0.033266656,-0.06029646,-0.3053395,0.079306066,-0.25266367,0.009957337,5.6146393
t22,-0.44504192,-0.009619104,-0.0039504524,-0.0015120539,-0.02722118,5.549025,2.9095402,-0.47193182,-0.19677003,2.5694556,4.033362,2.9863362,5.6589465,5.7519717,4.339078,1.596602,0.038882993,2.1531742,-0.087335356,0.005033588,-0.23297921,-0.36663908,-0.09077326,-0.040160377,0.06833603,4.9108033,-0.24921584,-0.0072506107,4.1673183,3.0283647,-0.16068152,0.026936756,-0.016756002,-0.13693796,0.0635601,-0.19582336,0.014632254,4.967523
t23,-0.50355065,-0.0027972336,0.18756002,-0.0007232927,-0.015664715,6.971975,2.728421,-0.5615208,-0.34935808,2.8165236,4.908055,4.0438833,6.820588,6.078062,5.1085033,1.6543491,0.046644244,2.186776,-0.10279882,0.24648157,-0.2647323,-0.49466226,-0.19148256,-0.035852328,0.13827789,6.4081903,-0.28959006,-0.0059998734,4.647624,4.2823005,-0.17530276,0.03070599,-0.04214958,-0.2755205,0.07296426,-0.24780951,0.008310235,5.2189236
t24,-0.50171024,-0.0062663937,0.29300362,-0.0014567741,-0.030509612,6.6199584,3.4238226,-0.5392511,-0.2785912,2.7421434,4.787068,3.8895566,6.926565,6.61885,5.442249,2.1767302,0.043159597,2.522357,-0.097270034,0.16810116,-0.26374066,-0.46988565,-0.19978029,-0.047341347,0.11872029,5.9984655,-0.3418066,-0.002331716,4.967168,4.06069,-0.16083969,0.032110002,-0.057468694,-0.217193,0.07632108,-0.22009477,0.017301537,5.764282
t25,-0.7330368,-0.016849458,-0.47226354,-0.00905228,0.08293803,11.966747,-0.22117226,-0.67966795,-0.20847729,5.221194,5.8909144,6.3900347,3.154687,8.419265,1.6783617,-0.12906575,0.08542933,-0.008047672,-0.20394419,2.0062323,-0.3240748,1.8035854,6.614112,0.8407452,0.2117931,5.919929,-0.0031627535,0.18355367,0.35510147,6.6939282,-0.33973393,0.016420929,2.5483325,-0.10826213,0.03863151,-0.5740698,0.039398458,5.3694763
t26,-0.34256098,2.5700316,1.5634845,1.0086511,1.1578379,5.9221516,0.21315621,-0.66039556,-0.7311799,1.2998278,4.860074,5.176006,8.48286,1.8286914,6.711036,0.27054968,0.021625629,0.6338051,-0.055805694,2.2470984,-0.3035311,-1.1995873,-0.77984655,-0.07510117,0.42289615,11.032751,-0.31255412,0.1364013,4.06302,7.582833,-0.13653976,0.03434656,-0.17183141,-0.72378325,0.07304733,-0.2952356,2.6431365,1.7037226
t27,-0.36638346,-0.00866162,-0.043733634,-0.0024852394,-0.024022847,3.9549453,1.8374208,-0.3398626,0.027358565,2.4957407,2.9106934,1.5629232,3.599854,4.4910817,2.8487718,0.71747047,0.029478261,1.4466447,-0.060032807,-0.0294432,-0.20431213,-0.20568924,0.8941508,-0.012456833,0.004838264,3.2055914,-0.13245586,0.22705416,2.9768503,1.9437876,-0.14914057,0.019780727,0.9647325,-0.018497596,0.045747697,-0.16844776,0.0054310667,3.9827762
t28,-0.46627203,-0.0037635164,0.09717906,-0.0011175921,-0.0019459607,6.508903,1.6293315,-0.48609936,-0.2935418,2.8022003,4.510384,3.3729494,5.455617,4.896978,4.0905027,0.90377,0.04384882,1.3923136,-0.09216427,0.20296243,-0.24765958,-0.41371387,-0.05371558,-0.019410491,0.118631646,5.8248096,-0.19930561,0.20180295,3.8200045,3.839805,-0.17738703,0.025366886,-0.004158275,-0.26102152,0.06314134,-0.26174966,0.00082400354,4.3404684
t29,-0.33872586,2.402167,3.2617342,0.42087314,2.2682204,6.0339246,0.54756176,-0.735775,-1.0786897,1.2812101,5.298066,5.4795103,7.8020306,1.8900456,6.163133,0.697671,0.00805455,1.0276098,-0.017575983,2.0423162,-0.25971127,-1.2524309,-0.8391818,-0.13145365,0.48200166,12.7172785,-0.39935517,0.4957402,5.099246,8.858157,-0.11449555,0.03394199,-0.17365155,-0.6733386,0.07538948,-0.35456637,2.794343,1.3672863
t30,-0.47623786,-0.0091467,0.27132493,-0.0023116097,-0.041893072,5.880463,3.7200844,-0.50009525,-0.18567055,2.662315,4.341651,3.335898,6.5434017,6.6939034,5.2681704,2.3483524,0.037768878,2.6074476,-0.087572046,0.05923966,-0.2535359,-0.41316617,-0.15828344,-0.049041703,0.08191131,5.248401,-0.35580954,-0.0042506503,4.919405,3.4419317,-0.14235105,0.031608243,-0.05308042,-0.13429986,0.073362455,-0.18356086,0.022688068,5.8332357
t31,-0.36663395,2.3210075,1.6110569,2.7210364,0.86547875,8.221697,-0.045269772,-0.65273273,-0.75728387,1.5332139,4.5570135,5.7652535,10.366403,1.7908117,8.414072,0.096087225,0.01653853,-0.003458419,-0.044622336,2.8756776,-0.34716132,-1.321156,-0.8713689,-0.182467,0.52635,11.044587,-0.39809737,0.7636697,3.89239,8.617446,-0.13121554,0.046213906,-0.16607076,-0.98872775,0.07633022,-0.3460235,4.6453357,1.0135678
t32,-0.6067067,-0.057926282,-0.24014632,-0.007006722,-0.06471471,4.53496,0.0014611525,-0.5426177,2.0809226,6.6617713,2.257525,0.9768351,2.3897567,5.158707,2.370846,-0.09212825,0.03936973,0.48173317,-0.062244,-0.07995484,-0.254908,-0.09102201,5.412098,0.17513376,2.5083299,2.2056963,2.6157746,-0.017053783,2.5792236,0.8915015,-0.36743844,0.028440647,6.241587,0.8187981,0.046167962,-0.17384832,0.76874423,4.1410837
t33,-0.6129069,-0.07438913,-0.2767576,-0.0067364625,-0.05897053,5.1699114,-0.0061009107,-0.5394094,1.7849717,6.376536,2.8246763,1.2434409,2.7450655,5.202493,2.7871215,-0.099022366,0.04645631,0.6113602,-0.08271523,-0.070517525,-0.27003917,-0.12625125,4.9640193,0.12633169,2.1082034,2.7889612,2.2729857,-0.021041486,2.7898586,1.1715747,-0.36549667,0.029448813,5.855458,0.0068666507,0.049500745,-0.20323321,0.70902073,4.1215854
t34,-0.71687657,-0.089261144,-0.3307273,-0.006765307,-0.04946986,5.8781195,-0.01754496,-0.6370199,2.0740654,7.7996016,3.29468,1.4426966,3.4616764,5.8093967,3.6535597,-0.1415143,0.055636957,0.65565306,-0.10611682,-0.081835054,-0.3374709,-0.22052588,5.3677516,-0.030298715,2.60512,3.4386022,2.9649096,-0.028737681,3.3407984,1.2531632,-0.4212124,0.03688388,6.9766645,-0.09460089,0.058138907,-0.23003298,1.4165796,4.595332
t35,-0.7166056,-0.0783144,-0.29965526,-0.007855132,-0.065810345,5.0520453,-0.008865795,-0.61674,2.573676,8.022999,2.5836835,0.9177441,3.0522687,5.730274,3.155626,-0.13871673,0.048429977,0.5679053,-0.0893761,-0.107125,-0.32401142,-0.18461813,5.915319,-0.019481638,3.344178,2.5836766,3.3973987,-0.028512646,3.1774602,0.6801976,-0.4306312,0.037049912,7.488901,-0.0017159716,0.05787547,-0.19249319,1.4617636,4.6827354
t36,-0.8536505,-0.0010408588,-0.71672475,-0.012553896,-0.04782887,14.255401,-0.36402813,-0.7803963,-0.3433907,3.8949544,5.9446535,8.658571,3.8484685,9.396638,-0.07310919,-0.29464936,0.09978919,-0.022284294,-0.22778524,4.4906526,-0.28954276,7.5122547,7.7302656,3.8324807,0.27802238,3.0626726,2.059642,0.13147658,-0.19632952,8.445071,-0.41130936,0.011543406,1.1547173,-0.14978157,0.025824621,-0.7095005,0.053110663,6.7216363
t37,-0.2993251,2.2096136,1.4376984,2.9523575,0.54275566,7.0157394,-0.04000793,-0.547401,-0.6044126,1.1664147,3.6509585,4.9048963,9.697802,1.3588891,7.8040676,-0.0010140525,0.009014415,-0.006170889,-0.027279751,2.7059824,-0.32213476,-1.2185327,-0.8085236,-0.19812228,0.48339075,9.512684,-0.36014688,0.8642766,3.2670302,7.572366,-0.110352285,0.044371817,-0.14674467,-0.9203734,0.066943124,-0.30302837,4.7329516,0.72637403
t38,-0.32590556,2.642899,1.4784534,0.9489995,1.1308724,5.278777,0.24663842,-0.63458693,-0.6753013,1.1935495,4.5910254,4.906439,8.233335,1.6824309,6.4231486,0.19459523,0.021868454,0.705067,-0.053045727,2.1584952,-0.2988336,-1.1706307,-0.7669965,-0.06848056,0.4032971,10.630892,-0.30788106,0.098822325,3.8399246,7.144751,-0.13024595,0.03244162,-0.1684326,-0.68398577,0.07051783,-0.26850316,2.5311708,1.7651254
t39,-0.72817725,-0.04032852,-0.19433118,-0.008355365,-0.07195837,3.4370184,0.04076313,-0.6024046,3.1995628,8.795145,1.3140463,0.25543636,2.284445,5.446321,2.4325929,-0.14827608,0.03549887,0.20222269,-0.052378595,-0.1404241,-0.30611125,-0.1454535,6.8533154,-0.008648173,4.3272333,1.387909,4.51755,-0.02169892,2.9156182,-0.018895952,-0.44159594,0.03642952,8.506434,1.7958816,0.051503092,-0.096606694,1.6634152,4.7458286
t40,-0.25373617,2.449839,1.2468681,0.83869994,0.892511,3.64121,0.5004127,-0.5298951,-0.51941025,0.6526347,3.7412002,3.8964536,6.990913,1.2451551,5.50525,0.035643853,0.014083307,0.85599935,-0.03781958,1.7606115,-0.25709498,-1.0376897,-0.6741216,-0.051897958,0.32664582,9.008719,-0.22987303,0.045807984,3.2927647,5.897147,-0.11987947,0.02784091,-0.144344,-0.54882175,0.059006345,-0.22014189,2.1954198,1.4858307
t41,-0.26304257,2.142162,1.3467249,2.8817017,0.45223877,6.297674,-0.030201985,-0.48741484,-0.5343864,0.97891337,3.20064,4.4299717,9.142974,1.1051289,7.3342457,0.001418856,0.0060350564,-0.0070300815,-0.019942833,2.5693305,-0.3051607,-1.1548996,-0.77569234,-0.20365393,0.45828655,8.774862,-0.32434708,0.8198269,2.9900582,7.032135,-0.108006604,0.04258113,-0.13769619,-0.8657881,0.062350057,-0.27604496,4.5887055,0.58676636
t42,-0.31955293,2.2539895,1.4636889,2.9764986,0.6401487,7.4418106,-0.04353094,-0.57197857,-0.6396376,1.2481614,3.8479548,5.155032,10.005743,1.4375827,8.089874,0.004373106,0.0108916685,-0.006229672,-0.032313574,2.8100238,-0.33269933,-1.2557378,-0.8360966,-0.20257902,0.5029349,9.921858,-0.3745847,0.8621521,3.4149342,7.914206,-0.117828816,0.045457657,-0.15265027,-0.95452553,0.06974284,-0.3156708,4.8492937,0.7525672
t43,-0.44482648,-0.012667913,0.15333363,-0.0039956225,-0.056413703,4.7707148,4.032092,-0.43898264,-0.029267697,2.6732564,3.6202445,2.4862778,5.7277503,6.5637465,4.7847795,2.4052007,0.030777551,2.4635222,-0.06834946,-0.013157876,-0.23954372,-0.32124946,-0.07759344,-0.0121393455,0.023830809,4.045476,-0.29251352,-0.01513104,4.595037,2.3899076,-0.1424172,0.03019843,-0.025742063,-0.014877383,0.06702702,-0.1388885,0.02737479,5.797015
t44,-0.2565263,2.7095773,1.2240186,0.80812144,0.9576909,3.7929723,0.518283,-0.55318207,-0.5258404,0.80286765,3.9287162,4.118674,7.3538413,1.3623188,5.84712,0.14150976,0.015594906,0.7192684,-0.039153114,1.9858232,-0.26672593,-1.083209,-0.6995841,-0.052009337,0.34456748,9.43652,-0.251002,-0.0011083164,3.341456,6.217551,-0.10734419,0.028940473,-0.1599544,-0.58099824,0.06279301,-0.2202926,2.2835407,1.5577427
t45,-0.23886375,2.475744,1.2152989,0.76621324,0.89521784,3.4508433,0.49656466,-0.51973087,-0.5003683,0.672267,3.661303,3.7738564,6.861034,1.2190057,5.4381943,0.068948396,0.013666387,0.8450631,-0.035017565,1.7344136,-0.25549006,-1.0290769,-0.6629282,-0.04792825,0.31651762,8.91316,-0.21858384,0.005315463,3.2393138,5.78398,-0.11647048,0.02766053,-0.14388986,-0.5365725,0.05875042,-0.21244974,2.2106452,1.4537553
t46,-0.29961726,2.586479,1.3638456,0.9191637,1.0690145,4.8289814,0.34315816,-0.6063247,-0.6192198,1.003172,4.3895965,4.591442,7.828675,1.5846881,6.222679,0.1685733,0.018738674,0.73933285,-0.04631197,2.0030901,-0.28805012,-1.1383466,-0.7385394,-0.06088422,0.3759994,10.164946,-0.26561883,0.052062355,3.7043025,6.8604264,-0.12996387,0.03153991,-0.16083801,-0.6419279,0.06724811,-0.25907886,2.455536,1.6578648
t47,-0.7322874,-0.082651585,-0.31126234,-0.007469786,-0.06424532,5.3062105,-0.007270951,-0.63811666,2.5681186,8.260699,2.811915,1.0198468,3.191296,5.8332276,3.4004526,-0.14506222,0.051172417,0.5724378,-0.09599198,-0.11174904,-0.3353709,-0.20515539,5.9329977,-0.032574296,3.332373,2.8521533,3.454902,-0.028922832,3.385968,0.79625684,-0.4427535,0.038213126,7.6181264,-0.025055949,0.059681434,-0.20446864,1.5470244,4.7187705
t48,-0.87625164,-0.03435278,-0.69989514,-0.011922222,-0.08907707,15.357345,-0.3977923,-0.7812845,-0.3384237,3.6875772,5.6416225,9.403792,3.6247013,8.326095,-0.10738901,-0.35655925,0.09612124,-0.031056996,-0.2214387,3.5111077,-0.2603631,8.885006,9.211195,4.1277595,0.32510933,2.3663719,2.3267322,1.0446829,-0.22037685,8.416409,-0.39657977,0.01016291,0.69972205,0.60465795,0.024362601,-0.7407037,0.06273853,6.366977
t49,-0.8752402,1.2552426,-0.4896841,-0.010451465,-0.10862683,11.329718,-0.31231955,-0.81861246,-0.2028666,3.9047456,2.8988023,8.010419,2.6029418,8.235581,-0.13279916,-0.3751478,0.085046776,-0.042836122,-0.17579493,3.5368757,-0.22384828,9.971506,9.8785715,4.338991,0.27266455,-0.00014394223,4.3341956,1.5189275,-0.27251658,6.9517727,-0.4962731,0.014034487,1.8162568,3.422053,0.021249704,-0.5188261,0.06619853,6.7473493
t50,-0.86987734,0.90075433,-0.5353639,-0.010430535,-0.09935648,12.019251,-0.32168853,-0.81260556,-0.22671826,3.939556,3.548231,8.253506,2.744027,8.25189,-0.12237056,-0.378631,0.08666771,-0.038214166,-0.1884087,3.5579596,-0.23428446,9.430074,9.503381,4.0569067,0.2742031,0.5777542,3.8110704,1.4104435,-0.2548451,7.1652575,-0.46953842,0.012457401,1.6625569,2.5904331,0.020317424,-0.56841034,0.06081965,6.548048
t51,-0.30141023,2.2030897,1.4330713,3.2991552,0.46673143,7.3410406,-0.04956012,-0.5448196,-0.59306157,1.2412728,3.5525577,5.0105395,10.1545,1.2497987,8.199727,-0.004211882,0.008220002,-0.009353554,-0.025975037,2.8496187,-0.33656102,-1.2522938,-0.83372337,-0.23040418,0.5059978,9.528562,-0.36268327,0.9370446,3.222581,7.8042316,-0.10939927,0.047147147,-0.1505435,-0.97101325,0.06794164,-0.30606076,5.1278205,0.62505996
t52,-0.16113645,1.8768358,1.0989724,3.2052295,-0.0023393657,3.8281662,-0.0074389437,-0.33094585,-0.29520434,0.37148315,1.5892816,3.0079463,7.6629677,0.33351305,6.056436,-0.026557751,0.29497287,-0.00627089,-0.0003085367,2.174642,-0.25709212,-0.9620932,-0.6357675,-0.2328897,0.36940604,6.290208,-0.2297936,1.0229266,1.924368,5.315708,-0.08313114,0.037883203,-0.106567755,-0.70108324,0.04553965,-0.18257615,4.4731836,0.22036324
t53,-0.8057726,1.0347487,-0.3407282,-0.007851024,-0.03243149,9.354289,-0.17055501,-0.7118566,0.2579067,6.3839273,3.834759,5.43263,1.5535425,9.569349,0.6577532,-0.12517636,0.078891814,-0.025086824,-0.1737418,1.2972565,-0.3096613,3.4415877,9.232257,0.41528016,0.16919577,4.1989107,1.4207288,1.4356657,-0.026020024,5.318932,-0.48839378,0.01807098,4.2226477,2.7947776,0.041152265,-0.48333216,0.038764283,5.9227934
t54,-0.22726925,2.2849264,2.878651,0.25124654,1.8773606,3.423836,0.65084445,-0.5397146,-0.7743036,0.58396155,3.7086594,3.8946261,5.973076,1.0616618,4.602642,0.40734133,0.002104518,0.97900987,0.041175533,1.461181,-0.20217222,-1.0152168,-0.69278884,-0.11165501,0.3490801,9.769695,-0.28679988,0.40634224,3.9376957,6.5221853,-0.086178385,0.025324468,-0.140497,-0.48019406,0.05886747,-0.26752222,2.2434015,0.9705006
t55,-0.4254491,0.18093821,0.48135683,-0.0065099215,-0.097244665,3.3457854,4.5092344,-0.3988832,1.4985178,2.8239267,2.402246,1.6463099,4.9770904,6.6482215,4.005144,2.6717231,0.018030997,2.2068994,-0.028335009,-0.057516433,-0.22134288,-0.18939337,0.36641416,0.30789572,0.9948383,2.3289325,-0.2093838,-0.017638542,3.8933165,1.1213582,-0.16118899,0.029574342,0.7193986,1.4434842,0.058869533,-0.083521895,0.032109704,5.877038
t56,-0.42928627,0.18024684,0.4963937,-0.006579886,-0.09817089,3.379122,4.5174036,-0.39811805,1.5174713,2.8560436,2.3898888,1.6473747,4.981307,6.6401014,4.0118465,2.6879606,0.017908975,2.1663098,-0.02892621,-0.058123834,-0.22134116,-0.18984643,0.3847397,0.30612552,1.0211064,2.3254719,-0.20540772,-0.017652778,3.8908753,1.1177897,-0.16108465,0.029845206,0.733719,1.4528711,0.059222728,-0.08282345,0.03160957,5.8955297
t57,-0.3495838,-0.0013745094,0.23551153,-0.004542714,-0.05577986,2.6962228,2.0201252,-0.28485784,1.2641175,2.7975607,1.7150364,0.8036878,2.671403,4.397033,1.9551971,0.73575914,0.02179656,1.2636839,-0.033582732,-0.086933315,-0.1880429,-0.09505332,2.032978,0.35851723,1.005696,1.7356367,-0.05480364,0.585581,2.4334295,1.0037588,-0.16596168,0.016862934,2.2020938,1.3993496,0.039822992,-0.1320803,0.008124372,3.9174724
