,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
t11,7.4088774,4.587439,6.071963,7.2441983,5.299821,4.9826994,3.2925782,6.150565,4.550112,3.6939883,4.119825,5.1807485,3.9610527,5.7606516,3.8594859,5.552735,5.632046,5.885438,4.193598,4.363248,5.462613,4.8704624,3.202866,4.975166,5.8890433,3.9400487,4.655126,6.315152,3.8876054,6.647346,5.638861,3.8664942,3.9464383,5.923749,4.5662284,6.20313,7.0348234,4.907514
t12,5.5892744,7.508144,5.936614,5.758542,4.430852,4.144639,3.361025,5.687495,5.2354393,3.9871693,3.8068883,5.0688515,4.052107,5.3212094,4.1289344,5.6058245,5.66946,5.542947,4.6153636,3.6861937,4.9136844,4.8044086,3.538781,4.356702,6.018173,4.7394285,4.6997046,6.2440553,3.7858698,6.5336847,5.573303,3.6154852,4.2427397,5.8215733,4.6367674,5.769601,7.213945,4.6047273
t13,7.401254,4.536121,6.0312834,7.4012794,5.2278233,4.9596033,3.276216,6.1245337,4.598627,3.6423123,4.117743,5.199553,4.002284,5.81776,3.8937752,5.565751,5.6600494,6.029058,4.1969275,4.299649,5.400258,4.889632,3.155389,5.006034,5.895176,3.9798548,4.657337,6.330805,3.9087389,6.6162653,5.6257377,3.8419645,4.0159373,5.923438,4.556736,6.2010827,7.0986896,4.927111
t14,5.5528975,7.554435,5.9120016,5.7234626,4.4011073,4.114695,3.3783703,5.660616,5.2651834,3.9866126,3.8001668,5.046857,4.0544605,5.324247,4.141014,5.6005917,5.6779413,5.528909,4.6325564,3.6665843,4.9027696,4.8181796,3.5545464,4.335764,6.033277,4.7590957,4.7030764,6.2396717,3.7734878,6.538047,5.5755754,3.6035807,4.259822,5.8113194,4.627207,5.7445316,7.2116513,4.5827117
t15,7.4985843,4.4428062,6.0650086,7.496137,5.281082,5.0273066,3.2733023,6.178689,4.558257,3.6485054,4.1264334,5.1986594,3.9776285,5.8209596,3.8492396,5.567763,5.6424327,6.087846,4.173504,4.3713446,5.4656844,4.8750534,3.1640809,5.0447803,5.888109,3.8972077,4.6453414,6.3397675,3.9018543,6.6389556,5.622587,3.890075,3.9771302,5.956204,4.5767,6.229891,7.0548706,4.931729
t16,5.5322847,7.5902276,5.902406,5.7028565,4.3860354,4.0990562,3.3820739,5.64826,5.28001,3.9861906,3.7965884,5.040782,4.0558405,5.33086,4.144492,5.593805,5.6785226,5.5286465,4.6343007,3.6636465,4.9011836,4.8242254,3.563254,4.3293576,6.037221,4.768304,4.6972914,6.2374525,3.7739937,6.5367293,5.571296,3.5954683,4.261778,5.8099294,4.6253376,5.737265,7.216423,4.5773344
t17,5.5621543,7.548362,5.924104,5.7329383,4.412459,4.1253476,3.3688483,5.672045,5.253906,3.9875054,3.8025312,5.058417,4.053633,5.3233724,4.135105,5.601608,5.6728234,5.5367994,4.6233587,3.6763628,4.907875,4.8112464,3.5482929,4.3454385,6.0254326,4.7513123,4.6991434,6.241561,3.7813566,6.5346966,5.5724688,3.6077676,4.2504253,5.817091,4.632711,5.7569036,7.2149863,4.5939846
t18,5.5242286,7.5968013,5.9027996,5.6995816,4.3878546,4.095636,3.3786466,5.645586,5.2820606,3.9923918,3.7899728,5.0420566,4.059788,5.334029,4.147059,5.580878,5.6738663,5.5307713,4.633657,3.6600258,4.8977103,4.822906,3.5739722,4.323316,6.036842,4.7810106,4.681116,6.23703,3.7854218,6.53156,5.557521,3.5815945,4.259186,5.812977,4.628589,5.7388926,7.233398,4.5775175
t19,7.448969,4.5007157,6.055947,7.4112225,5.2671127,4.9949784,3.2757452,6.1529446,4.568729,3.6650472,4.122426,5.193938,3.9787123,5.797366,3.8608074,5.558368,5.644573,6.012555,4.189862,4.3518867,5.4474053,4.8758035,3.1746635,5.0123606,5.8905563,3.932978,4.653037,6.327809,3.8957708,6.639377,5.6292644,3.8783789,3.9798126,5.933543,4.5696073,6.209888,7.060376,4.9168954
t20,7.427859,4.530591,6.052307,7.390764,5.257642,4.9881306,3.275538,6.147943,4.576753,3.6636798,4.1208315,5.194778,3.981546,5.7976966,3.8654578,5.5588264,5.644011,6.009101,4.191933,4.340774,5.438341,4.874478,3.1746092,5.009542,5.8909535,3.9441316,4.6532183,6.330159,3.8974373,6.6354456,5.62773,3.872614,3.9859347,5.931488,4.569932,6.2084413,7.0658975,4.9179044
t21,7.516795,4.4387865,6.0834208,7.6424146,5.2776194,5.056575,3.2844684,6.2103305,4.569453,3.6602218,4.1078224,5.1906667,3.957235,5.803078,3.820527,5.5859203,5.6348386,6.2014003,4.171008,4.398906,5.4929185,4.865926,3.1955345,5.049995,5.88454,3.84754,4.6353245,6.3428597,3.8947613,6.6498084,5.617546,3.9209554,3.9600008,5.991032,4.6095376,6.245268,7.0231256,4.9218287
t22,7.662416,4.2493963,6.1176367,7.6750884,5.3746753,5.0846944,3.3209507,6.236632,4.510733,3.693758,4.105807,5.1653833,3.9210677,5.7595243,3.815101,5.6002073,5.6359677,6.151618,4.158737,4.478748,5.561659,4.8793244,3.2363532,5.0124397,5.8822064,3.7632358,4.634236,6.310674,3.8833861,6.672711,5.6404233,3.9259303,3.8885922,6.0130153,4.6064286,6.251346,6.9555154,4.9084535
t23,7.590228,4.339829,6.0963535,7.590995,5.335759,5.0579653,3.2992492,6.2089605,4.531824,3.6869512,4.114604,5.1781945,3.9404705,5.77063,3.8256032,5.5796437,5.6340957,6.1176376,4.169512,4.4371557,5.523857,4.871025,3.215656,5.0165057,5.8846483,3.821906,4.6404905,6.32068,3.8858383,6.663793,5.6347876,3.9171956,3.9217281,5.9831853,4.5969005,6.237481,6.98973,4.910267
t24,7.571441,4.379698,6.1004796,7.6835456,5.3110185,5.0762343,3.301616,6.229656,4.5539765,3.6761384,4.1017385,5.1807065,3.9395664,5.779368,3.8134766,5.597109,5.63286,6.210131,4.164482,4.435692,5.5249376,4.8663526,3.2227495,5.0363107,5.883245,3.8037994,4.631761,6.334517,3.8901567,6.6594877,5.623486,3.9278183,3.931103,6.0111322,4.6191626,6.253973,6.985419,4.9157577
t25,11.567161,-0.74181414,4.301396,4.3910747,-0.38498297,5.5839615,3.418348,5.835678,4.743521,4.3844466,4.894001,5.5150194,3.3470416,4.9854064,5.696475,4.7447205,5.81243,5.631349,3.844875,4.5483184,5.6278834,4.8679457,3.8556123,4.818029,6.0506344,3.6314957,4.7899714,6.2497244,3.7045262,6.9155936,6.3204246,4.767153,4.293983,4.023892,5.281674,6.4692545,5.774251,4.1498013
t26,5.28201,7.974675,5.857847,5.539193,4.3221364,3.9865146,3.3932886,5.5838137,5.369068,4.008875,3.760067,5.0047917,4.077638,5.354238,4.175889,5.528014,5.675435,5.509951,4.6561522,3.6253712,4.875545,4.840312,3.642802,4.274787,6.062777,4.9031267,4.639481,6.2307568,3.7961278,6.5285935,5.5198927,3.5015109,4.276688,5.8025856,4.6168694,5.6934433,7.277412,4.5394697
t27,7.789715,4.070161,6.1494293,7.621321,5.4792247,5.103109,3.3516681,6.2511086,4.4432883,3.728656,4.111218,5.140381,3.8865092,5.7185955,3.8075943,5.6014676,5.638275,6.00927,4.146954,4.5562644,5.627833,4.8952317,3.2662838,4.9720907,5.880518,3.7053168,4.6371984,6.2724247,3.8686044,6.6992197,5.667677,3.93015,3.8143167,6.0209084,4.5887494,6.249153,6.897878,4.8941846
t28,7.640126,4.259743,6.107586,7.5829616,5.375663,5.0663323,3.3110871,6.2158284,4.5054297,3.6950412,4.1175222,5.1694317,3.9289002,5.7618885,3.8251638,5.582418,5.6347613,6.070049,4.163676,4.4634776,5.547118,4.878457,3.222304,5.0055842,5.8835,3.7979805,4.640891,6.308251,3.882791,6.6709967,5.644067,3.9162698,3.8956137,5.9865975,4.5898285,6.2386055,6.9722843,4.908609
t29,5.348862,7.9393954,5.8606596,5.555029,4.3205857,4.0037208,3.397596,5.5903907,5.3590813,3.9930625,3.770251,5.0080767,4.063584,5.3437915,4.168304,5.5610876,5.682684,5.5150456,4.6537957,3.6295078,4.8764215,4.846476,3.6168816,4.2809076,6.0598555,4.843143,4.6689215,6.2248993,3.7760713,6.527666,5.544784,3.5444918,4.277888,5.798856,4.615805,5.6983023,7.2464128,4.542184
t30,7.633351,4.309289,6.1149025,7.730099,5.3405538,5.0955997,3.3145459,6.2491,4.5340385,3.6788747,4.0984907,5.173098,3.928023,5.7755604,3.8075423,5.6090646,5.634065,6.235423,4.155955,4.464772,5.55158,4.8722706,3.2317767,5.0363836,5.881677,3.761284,4.6276946,6.328565,3.8891335,6.6655517,5.627283,3.933002,3.9086146,6.027545,4.6224074,6.263635,6.9633493,4.91639
t31,5.2936363,7.8918295,5.8852725,5.5891533,4.391716,4.0102324,3.3756545,5.5957384,5.331119,4.052484,3.7302587,5.0363603,4.098927,5.379134,4.1860743,5.469571,5.636013,5.541624,4.638103,3.62486,4.865463,4.823681,3.6944084,4.253157,6.0469923,5.071499,4.5367146,6.2362747,3.8683522,6.490873,5.449667,3.412833,4.2442336,5.84155,4.6582966,5.7286224,7.3851304,4.571066
t32,7.982159,3.7054539,6.17333,7.490644,5.7202106,5.1019254,3.3855615,6.22857,4.284071,3.7321787,4.200481,5.1302495,3.8661368,5.742775,3.8413434,5.5712886,5.622153,5.651623,4.103506,4.6303725,5.6952505,4.947846,3.2118769,4.9407754,5.872511,3.6818693,4.6660147,6.2200837,3.8749726,6.707461,5.7217073,3.8764648,3.6940267,5.972248,4.47384,6.2402897,6.8951783,4.944009
t33,7.9897165,3.7459152,6.1276884,7.5280013,5.7046695,5.0746355,3.3974397,6.187667,4.2985625,3.741323,4.2209244,5.1688695,3.892455,5.730774,3.7984579,5.544852,5.641432,5.6999893,4.099038,4.5729795,5.645157,4.973863,3.2198925,4.955879,5.871005,3.7177956,4.7059665,6.195566,3.8729565,6.707032,5.7409697,3.883943,3.711197,5.985639,4.467879,6.2537246,6.931123,4.958969
t34,7.959966,3.753797,6.1621184,7.4961886,5.695069,5.0755086,3.3697455,6.196974,4.3039017,3.7689002,4.234156,5.165395,3.8930738,5.70596,3.811245,5.542083,5.6198726,5.6694803,4.1194906,4.6060386,5.669528,4.9491186,3.2452288,4.945436,5.8743467,3.6921024,4.7027946,6.207924,3.863697,6.7204113,5.7286777,3.9061475,3.6908615,6.008474,4.4638724,6.224096,6.93032,4.9414554
t35,8.004469,3.6782248,6.162803,7.470288,5.747013,5.08752,3.3930607,6.207008,4.26008,3.73504,4.220814,5.1399474,3.8724594,5.744436,3.8380873,5.555526,5.626226,5.611875,4.0951324,4.6194844,5.684522,4.9650345,3.2050004,4.938471,5.8710833,3.697015,4.6829085,6.2049103,3.877226,6.7043667,5.7367563,3.8680243,3.6863062,5.968069,4.448048,6.2409863,6.9086165,4.958368
t36,11.5773535,-0.7708554,4.29513,4.374171,-0.4295095,5.582043,3.4538023,5.811871,4.743811,4.3891034,4.912005,5.531959,3.3212254,4.9739265,5.705826,4.7068906,5.8196535,5.6075015,3.8440773,4.541616,5.6176205,4.8426175,3.8655577,4.8277802,6.048498,3.6687024,4.814976,6.2703867,3.6571128,6.913479,6.3473024,4.7691226,4.3099008,3.9760559,5.2892237,6.4706903,5.744905,4.1753774
t37,5.2270865,7.9439144,5.8840604,5.54586,4.43002,3.977018,3.3994074,5.5638995,5.3358645,4.0879645,3.6978407,5.0427938,4.1209598,5.407627,4.1966677,5.3942924,5.604174,5.562296,4.657553,3.584357,4.8341155,4.830524,3.760374,4.2120185,6.0520353,5.1766205,4.454629,6.2278543,3.9377506,6.4626017,5.37425,3.327475,4.248296,5.867725,4.684659,5.741541,7.466373,4.562967
t38,5.257548,8.070718,5.817564,5.4662056,4.2655163,3.9365356,3.4360576,5.5319233,5.4331465,3.995145,3.7664812,4.970469,4.071831,5.3529696,4.188183,5.5449944,5.6956744,5.48978,4.6878767,3.596511,4.8633165,4.8665657,3.6367338,4.2561603,6.0866895,4.897812,4.6679077,6.225001,3.7621884,6.5434833,5.547967,3.5142746,4.3133507,5.784284,4.599442,5.6512837,7.249876,4.5098767
t39,7.977867,3.6917748,6.197578,7.4371395,5.7297077,5.1065645,3.376649,6.2397184,4.261427,3.7304943,4.1992135,5.112069,3.8566947,5.749855,3.8734949,5.5761247,5.611778,5.6120915,4.107258,4.659222,5.719457,4.936558,3.2010295,4.925391,5.8747597,3.674439,4.650196,6.2290025,3.8760777,6.7074757,5.7153854,3.8665562,3.6821976,5.956333,4.4628596,6.2255845,6.884619,4.93894
t40,5.1875367,8.285561,5.75828,5.349676,4.151654,3.8616803,3.5007155,5.465755,5.5481367,3.9652965,3.790551,4.9133296,4.0565143,5.3463497,4.201525,5.5865664,5.7370934,5.4405384,4.7356567,3.5745885,4.858975,4.9006543,3.6091866,4.2469797,6.120369,4.8453426,4.744121,6.221583,3.6906583,6.5917606,5.6112366,3.5587168,4.3690047,5.7493954,4.564143,5.569037,7.1778946,4.4668317
t41,5.225714,7.9443645,5.8761764,5.5520244,4.4341564,3.9800987,3.3969858,5.5689526,5.337751,4.0867295,3.6994567,5.03522,4.116399,5.4028625,4.1963143,5.389705,5.60767,5.5551333,4.6569076,3.5778549,4.83623,4.8331194,3.7641234,4.2134542,6.050968,5.196892,4.4404716,6.227474,3.9442668,6.4666324,5.366404,3.3181696,4.248856,5.8617496,4.678551,5.732867,7.4822626,4.562521
t42,5.248925,7.931708,5.87441,5.5703635,4.3997164,3.9945693,3.3752005,5.5874915,5.340829,4.0669546,3.7160828,5.028273,4.103919,5.387404,4.1924934,5.427627,5.6314006,5.5382385,4.641953,3.611451,4.858908,4.8281,3.732663,4.235917,6.048465,5.1448884,4.482569,6.233131,3.9046977,6.483648,5.4047775,3.3593307,4.243387,5.8427305,4.6600432,5.720076,7.4401097,4.567459
t43,7.7000313,4.226447,6.1311703,7.7387853,5.3873596,5.1104374,3.3323295,6.263116,4.5038285,3.6936188,4.097581,5.161098,3.9111495,5.7567277,3.8053489,5.616302,5.635207,6.211104,4.149933,4.5030437,5.5849924,4.8793855,3.2493727,5.0201454,5.8804955,3.7206562,4.627086,6.313263,3.8840523,6.676329,5.638245,3.9356477,3.8746037,6.0370655,4.6205535,6.2672496,6.931579,4.910317
t44,5.207279,8.195056,5.7737136,5.3943734,4.201765,3.888599,3.4814851,5.4807134,5.5109415,3.9809375,3.7834947,4.927556,4.0719833,5.351109,4.2029495,5.5608478,5.7226763,5.456769,4.7241592,3.5729525,4.858922,4.884052,3.6207888,4.2509584,6.118885,4.8895,4.713001,6.231159,3.7171416,6.578385,5.5886836,3.5247953,4.3572454,5.7588325,4.567569,5.5961456,7.2067976,4.475478
t45,5.1670156,8.326802,5.7378902,5.3254814,4.1359267,3.85111,3.5097091,5.447314,5.566108,3.9582057,3.7948582,4.8939104,4.05957,5.346741,4.208503,5.5859656,5.747311,5.432215,4.745054,3.5618892,4.8557553,4.906083,3.608309,4.244021,6.137005,4.846756,4.75473,6.2234054,3.674218,6.5987864,5.622204,3.552347,4.385859,5.736003,4.5457416,5.5504355,7.164626,4.4497113
t46,5.2180104,8.159946,5.782615,5.4045143,4.2105765,3.8973832,3.467087,5.494196,5.4905453,3.9817142,3.7764766,4.938062,4.0680113,5.3519864,4.198261,5.5575943,5.716354,5.466109,4.710976,3.5818238,4.859839,4.8828773,3.6295154,4.249193,6.108039,4.8836966,4.698431,6.2247677,3.7285373,6.564904,5.5743513,3.5240262,4.342307,5.764769,4.5770874,5.6089563,7.2201505,4.484061
t47,8.02235,3.6638913,6.1327953,7.505054,5.7653747,5.0524883,3.3994954,6.161525,4.2584004,3.7617655,4.2655916,5.188717,3.9073758,5.719838,3.7977648,5.51525,5.6405616,5.579395,4.092773,4.5837274,5.64618,4.9904165,3.2220051,4.947118,5.870487,3.71675,4.7359657,6.1718664,3.8731945,6.7086363,5.7637186,3.8792884,3.6860244,5.9940686,4.4182787,6.2424054,6.953985,4.9782953
t48,11.584573,-0.78919876,4.3086543,4.364401,-0.45830438,5.5774527,3.4687226,5.800012,4.747193,4.387394,4.931895,5.543596,3.3083794,4.9713845,5.71191,4.674679,5.8257885,5.5908093,3.8570702,4.5368958,5.6098604,4.8267903,3.8666842,4.8377686,6.039188,3.691374,4.8240633,6.2732234,3.6188567,6.911388,6.3562627,4.7566414,4.3328314,3.9511063,5.3080525,6.4680443,5.737431,4.188224
t49,11.643302,-0.8611846,4.3118668,4.3043876,-0.5359893,5.596963,3.512697,5.7473874,4.7285333,4.416883,4.9956656,5.5923634,3.2554097,4.947702,5.762854,4.605816,5.8636627,5.539766,3.866464,4.5607657,5.623097,4.781679,3.8972414,4.877941,6.0063877,3.7325647,4.855686,6.300934,3.5697,6.9167476,6.392668,4.7447567,4.391231,3.9107103,5.3466463,6.487073,5.7071347,4.2282143
t50,11.624137,-0.84923905,4.3100405,4.3182116,-0.51843417,5.5819764,3.5124218,5.7517266,4.7369704,4.407607,4.9889174,5.585945,3.260448,4.952412,5.740621,4.6091166,5.8533764,5.5436106,3.862643,4.5438657,5.60995,4.7843904,3.8922043,4.8724046,6.018447,3.733244,4.85448,6.3006372,3.5659535,6.913198,6.391362,4.7495236,4.3859873,3.9094763,5.3391547,6.47954,5.7058153,4.2269106
t51,5.2142434,7.95815,5.855779,5.5851865,4.4018364,4.0031962,3.369729,5.603814,5.340139,4.081514,3.7069554,5.0101714,4.101262,5.3843856,4.193408,5.401888,5.641,5.520881,4.6367235,3.6084664,4.8657484,4.8275547,3.7636664,4.233543,6.0410013,5.213171,4.426348,6.2335124,3.9237618,6.4872837,5.3715014,3.304583,4.2368956,5.8301353,4.6475625,5.701479,7.4981985,4.574475
t52,5.1923656,7.973734,5.882161,5.5241017,4.4842687,3.9679556,3.4224272,5.5529275,5.3387403,4.09969,3.68973,5.0439157,4.1166434,5.4075947,4.1899786,5.3274508,5.577784,5.569161,4.680342,3.5512242,4.8152924,4.844852,3.799057,4.1938925,6.0533953,5.279099,4.3815084,6.2172103,4.0111065,6.4555507,5.3072586,3.2588158,4.257028,5.8800693,4.697114,5.7532496,7.5407605,4.5508747
t53,11.58527,-0.7552264,4.324539,4.377028,-0.37817365,5.578242,3.358033,5.857053,4.7586746,4.3721766,4.908363,5.4944057,3.3767014,5.019819,5.6987786,4.770037,5.8004727,5.654306,3.862904,4.556722,5.6394496,4.9047236,3.8416848,4.8191743,6.0395184,3.5727544,4.740074,6.2077265,3.7625828,6.9237127,6.277927,4.7386746,4.3130364,4.086999,5.31416,6.4481206,5.8170233,4.10761
t54,5.137312,8.583078,5.7082157,5.245776,4.0822463,3.8299305,3.4693172,5.449309,5.5671725,3.8993363,3.782436,4.8721695,4.024085,5.3395643,4.200643,5.614702,5.7711153,5.4408016,4.7175684,3.576284,4.850019,4.9415836,3.6237464,4.21982,6.1421776,4.7562413,4.765375,6.175143,3.6413376,6.5720325,5.6226,3.5808136,4.3748946,5.704206,4.520004,5.5325065,7.1387625,4.42457
t55,7.8022428,4.120107,6.157333,7.8065596,5.447091,5.1472597,3.3637514,6.3002973,4.4672875,3.705827,4.086944,5.143867,3.8853886,5.7366614,3.7978945,5.6404305,5.6383877,6.237672,4.135653,4.5606103,5.6376348,4.8895354,3.2774236,5.008652,5.877798,3.6436567,4.6197596,6.298862,3.8808753,6.688511,5.6482296,3.942646,3.8292093,6.0648274,4.6301727,6.2861714,6.8777905,4.906161
t56,7.8195996,4.0792985,6.158489,7.7970476,5.477562,5.1390643,3.3608196,6.28853,4.442706,3.7106862,4.1049933,5.1446066,3.887116,5.7372894,3.8071272,5.6275563,5.635029,6.2122087,4.1349506,4.5665145,5.6413608,4.8934417,3.2677715,5.000618,5.8777266,3.6450605,4.626945,6.2907743,3.8802764,6.690542,5.6564603,3.9346268,3.8167486,6.0525603,4.611561,6.2764277,6.8849354,4.9098625
t57,7.9128027,3.9122298,6.165246,7.628747,5.5783095,5.122887,3.3722498,6.261823,4.377242,3.7339451,4.1397214,5.1350594,3.875062,5.7194414,3.8126056,5.599,5.6357627,5.9529657,4.1259604,4.6106505,5.675253,4.9162054,3.2598362,4.962683,5.87688,3.642227,4.645872,6.2503033,3.8705177,6.7065024,5.688831,3.916632,3.7613692,6.031289,4.5575204,6.2557592,6.8745723,4.911773
t58,7.877994,3.965111,6.1659675,7.681566,5.5463357,5.1296363,3.3725457,6.2723656,4.3983016,3.7280626,4.124132,5.135335,3.874067,5.7217712,3.8056014,5.612122,5.6365666,6.0230494,4.127597,4.5956774,5.6645155,4.909529,3.2682827,4.9748826,5.8764896,3.6497288,4.638084,6.2615924,3.8723757,6.7032347,5.6790915,3.9265552,3.7755766,6.0398345,4.5787873,6.265556,6.8744607,4.9086328
t59,11.614224,-0.82300127,4.29764,4.332927,-0.4932554,5.593833,3.4905677,5.7752066,4.7328,4.4073224,4.953025,5.56493,3.2829883,4.956018,5.7384734,4.652964,5.8439236,5.5700703,3.8517044,4.553434,5.622074,4.8078303,3.8849118,4.8535047,6.027683,3.7059286,4.840592,6.2913284,3.6095552,6.9155793,6.375437,4.760838,4.3474846,3.9371645,5.3135877,6.4825153,5.71925,4.2075934
t60,4.9783077,11.108764,5.4442706,4.85836,3.7716253,3.850177,3.4532712,5.3395944,5.7851515,3.6289592,3.8795269,4.6543975,3.8308322,5.3761473,4.2739205,5.711228,5.9419503,5.4683313,4.5869403,3.7173593,4.854618,5.0936227,3.639058,4.147069,6.2687464,4.329554,4.9656777,6.0713544,3.3500578,6.546433,5.722225,3.733081,4.3679223,5.5432515,4.3089623,5.243189,6.896337,4.2958617
t61,5.2582455,7.9069123,5.8993483,5.5480905,4.4386306,3.9764266,3.3573585,5.5612245,5.3605785,4.0411015,3.7316005,5.048354,4.1091714,5.393563,4.2027397,5.3718624,5.627757,5.5517387,4.639177,3.6285195,4.8611765,4.8258204,3.7401617,4.2397666,6.0663652,5.217342,4.431064,6.2385783,3.9711826,6.4817533,5.3526354,3.3101802,4.247445,5.8544016,4.67141,5.7271967,7.4896197,4.5579677
t62,5.1934876,7.9639297,5.8778105,5.537449,4.487456,3.980225,3.4251246,5.566933,5.324794,4.104143,3.6877484,5.039811,4.109997,5.4013214,4.181034,5.3291225,5.579552,5.565421,4.6820307,3.5469477,4.8155127,4.8473806,3.8041892,4.1956334,6.0455194,5.284929,4.374204,6.212327,4.01062,6.4562535,5.304463,3.2556243,4.2564964,5.875503,4.6934457,5.7545075,7.5480366,4.5536847
t63,11.597157,-0.7969438,4.3486295,4.3502207,-0.3738595,5.545444,3.3054564,5.8552,4.797181,4.3499007,4.9497933,5.486416,3.3846817,5.0719304,5.6816883,4.784722,5.7847,5.6631374,3.8745325,4.547548,5.6338563,4.9414053,3.8352547,4.838469,6.0329995,3.5175998,4.695557,6.1766853,3.819859,6.9345546,6.246856,4.703111,4.352842,4.146076,5.358684,6.4055905,5.850174,4.0782576
t64,4.9612126,11.200549,5.419326,4.8260355,3.7455907,3.8576317,3.4536512,5.330494,5.8036585,3.6091015,3.8823624,4.635798,3.8127396,5.376379,4.2766395,5.7225957,5.9560275,5.4699025,4.57527,3.729532,4.8526073,5.105738,3.6392405,4.1413393,6.2811456,4.293866,4.9810834,6.0605917,3.3250904,6.5438757,5.7313623,3.7492485,4.369732,5.5255666,4.28908,5.2191195,6.8739567,4.288133
