"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109"
"t8",-0.0756806990529049,0.0551986273083125,-0.0829904986498722,0.0118666562316335,-0.000185361269319386,0.00110730618731366,0.0424716984690244,-0.00334781997027692,-0.000102211146001664,0.00184758927746961,0.000335324762341176,2.16355332959065e-05,-2.10537714495588e-05,-0.0764892940950633,0.011419693644068,-0.00243512072096682,1.31986509033178e-05,0.00083763765504424,0.0222523539918154,0.192027748429954,-0.0305469423726762,0.00963387300127595,0.510194513054147,0.00194378227211342,-1.38505709676488e-15,0.496831060292567,0.00943257428936664,0.0124000177506905,0.000669879241624534,-0.000425194287062644,0.000783093609990877,0.000118218373886878,-0.121746001593301,0.00261677053173022,0.00590389291906003,-0.632898180831682,-0.000816142790109506,-8.97892595127788e-07,-0.0158215094367825,0.00126105945882146,-0.000171570799047905,0.000209923649311802,0.000358365358710227,0.0743954378620394,0.00624008855916486,0.000347961988181868,-0.00863370225163147,-2.41007432199044e-16,-1.41951329042794e-05,0.000590252579384383,-0.000644035032105836,-0.00632567410990379,-0.000122743265470194,0.000809354767577272,0.00255028995848395,-5.73998704173988e-05,0.00730237662595658,4.84417955057968e-05,2.4647485082253e-16,-0.000157067829817095,2.87250057871098e-16,-1.51401338611491e-16,-0.00134953965471516,3.98591840035675e-06,-0.000369987734433328,4.23833924345751e-05,-0.000837468621401246,7.3629317572977e-17,3.16230140905751e-16,-4.34923525424263e-05,-0.00178900402291457,-0.000144431921693556,-6.12360540596246e-07,-7.31709993336347e-05,5.70327129866417e-05,-1.3103196882424e-05,-5.85300297488074e-08,-5.00573360502659e-05,5.28715348919723e-17,1.37727273658134e-06,-5.56485766807523e-05,-0.000423610008141084,-1.65644018115753e-16,0.000208693849654035,0.000187772009287658,2.64561744114769e-15,-3.78990144713806e-07,-1.45607044954973e-16,1.23468822796251e-15,1.40522902003117e-16,-1.77089970529898e-16,-1.11022302462516e-15,-1.73616683187992e-16,-3.79302467194584e-16,-1.95508808674509e-16,-1.1084133777562e-16,6.82498060781666e-16,7.75772960803445e-16,6.72343811673395e-08,-3.281535675903e-16,-9.06454205493422e-16,4.5766355330686e-16,-3.28644756314265e-15,-8.36432242752164e-16,1.4676105820204e-15,3.74562267402821e-15,-1.20857260406402e-14,-1.6716409354627e-14,-0.0957826285221183
"t10",-0.078553992954043,0.0602028425314547,-0.0984286089444918,0.0167391250986941,-0.000273806358485544,-0.00258430067829791,0.0126740316510146,-0.00147341415567855,-6.25189322595689e-05,0.00121964229820312,0.000225887207119206,1.53561226539457e-05,-1.54919984590926e-05,-0.0570443184050673,0.00853376080752348,-0.0018209211106379,9.9464391999907e-06,0.000642112385579208,0.0173186956586159,0.149917874172323,-0.0238680307959835,0.00753167663049445,0.398974045113887,0.00151744153125705,1.14729612905856e-16,0.382599539990887,0.00725836842462708,0.00953511504583037,0.000514994662743558,-0.000355355319732031,0.000663089870473533,0.000258474834256712,-0.0297744308542546,0.00172751108766012,0.000682913588979733,0.756354616190243,-0.000924750135923057,-9.52594405080914e-07,-0.0163990661616824,0.00125659106086689,-0.000172018976481209,0.000218179215853716,0.000376708214168241,0.254824999662301,0.00301809093946641,0.00025818467231516,-0.0064127542512136,5.61195300489365e-16,-1.100955828791e-05,0.000467285641824382,-0.000516171282321839,-0.0132520278103781,-9.66622813352323e-05,0.00160920831405382,0.00203022126790192,-4.58978411389703e-05,0.00585946551297454,9.05250447747809e-05,-5.1513844511331e-16,-0.000126636939614534,8.77514523321504e-16,-6.31390807933398e-16,-0.00108936353673056,3.21843037332515e-06,-0.000298940332626278,3.42489805044814e-05,-0.000676769068401934,-1.01911812390687e-15,2.03419100462479e-16,-3.52931403189914e-05,-0.00316793890180919,-0.000116859876340037,-4.95784069884741e-07,-0.000126575769273022,9.71882399193234e-05,-1.06520832522453e-05,-4.75825250377828e-08,-4.07050236163819e-05,3.51082826219268e-16,1.12012786469152e-06,-4.52699596367102e-05,-0.000344681028705619,-8.24963232593836e-16,0.000345101691296863,0.000309999625511123,2.67327043339638e-15,-3.09239747036867e-07,-9.3817310394627e-17,3.36255042698747e-15,2.59923231124636e-17,-7.79892567142473e-17,4.64905891561784e-16,-3.63899056213752e-16,-6.06786903193341e-17,1.92708995658332e-16,1.4570896349744e-16,3.16624200664907e-16,1.16201667106939e-15,5.49823315698383e-08,-5.62854738587576e-16,-7.22493043028472e-16,4.43321774223836e-16,-3.80717540888866e-15,-9.2507648573007e-16,1.35550715938085e-15,3.94580857095938e-15,-1.221219081657e-14,-1.76168166753968e-14,-0.0957826285221165
"t22",-0.0856707014536726,0.0726151090908034,-0.136779972438278,0.0288637828465937,-0.000493955068291747,-0.0118011488882932,-0.061923809489026,0.00322488936836548,3.73494850385513e-05,-0.00036442926370666,-5.04706428521746e-05,-5.66484524811726e-07,-1.31361130799833e-06,-0.0073194012444263,0.00114974798119919,-0.000249124979574336,1.60344364041266e-06,0.000136692264461121,0.0044126248140555,0.0393569933652593,-0.0063132073186867,0.00200206046269376,0.106308723770884,0.000403600572220361,2.65026105003931e-16,0.097410372625169,0.00184585102396611,0.00242327290977489,0.000130877786304334,-0.000113032364844315,0.000216613511790275,0.000185423236245795,0.0366793363382749,0.000331223366731888,0.000113261798027794,0.119484148350483,-9.97464006811088e-05,-7.95036228175725e-08,-0.00109307246557611,-0.000141185573370967,2.93504688538591e-05,-8.24890963831968e-05,-0.000162994544463741,-0.844563431540661,0.0128368067846202,0.000300992947751353,-0.0074390717359145,-1.11487008068792e-16,-1.06237904165425e-05,0.000548869855490183,-0.000867303132040085,-0.449728640188066,-3.71915714220588e-05,0.0223818273043073,0.0011310855068515,-2.63025313817601e-05,0.00336525762994563,0.000688811089738296,-1.95896440248941e-15,-7.20492631781449e-05,5.41158552555461e-16,1.15523958104665e-15,-0.000618201024195074,1.82557594529248e-06,-0.000169481726280635,1.94175230226158e-05,-0.000383702587500742,2.39385460975396e-16,-6.56515509468295e-16,-2.07925253048109e-05,-0.0176962948051866,-6.41344894023912e-05,-2.72808458207131e-07,-0.000628059402923298,0.000449129481643731,-5.81051235131261e-06,-2.59529426118335e-08,-2.21813435899314e-05,2.3338419436547e-17,6.10049514694084e-07,-2.46329896082165e-05,-0.000187405463705999,6.22223087875004e-16,0.00139701710483015,0.00124638478236086,3.25521090137689e-15,-1.6642943199009e-07,2.84505691432331e-16,1.56983895464772e-15,7.14964597784314e-16,-7.2646316166531e-17,-7.28583859910259e-17,-3.37462907921104e-16,1.73484127396002e-16,-7.95632252813209e-16,2.90570922733239e-16,-7.7009338182966e-17,1.35160757830504e-15,2.93998195961021e-08,1.9456669200522e-17,-8.17827827177539e-16,6.9108039531214e-16,-5.30587950896322e-15,-1.36556711718698e-15,1.4511796685858e-15,3.82407594638005e-15,-1.21016883481669e-14,-1.68587282812177e-14,-0.0957826285221209
"t26",-0.0877249844726942,0.0761873281738897,-0.147781131648142,0.0323290967292587,-0.000556836639791077,-0.0144160673390234,-0.0829579074623677,0.0045458835257672,6.51766370308312e-05,-0.00080299131695013,-0.000126781417257351,-4.91637276638203e-06,2.5030401831598e-06,0.00594392294859429,-0.000816534306097624,0.000169191236110153,-6.00198138246451e-07,6.64260495192482e-06,0.00126814600224519,0.0130919672819083,-0.0021831911786369,0.000711517058373845,0.038315841311048,0.000176334106800622,2.06315307837146e-16,0.0464336614081165,0.000885002477489084,0.00116995575927573,6.33717962200488e-05,-6.8385945727875e-05,0.000133156994339568,0.00014897568210198,0.0384476616349831,0.000142968044712775,5.21369651713486e-05,0.0552836411485416,-4.6863562620612e-05,-3.74685228561285e-08,-0.000515862757754336,-6.67403595224654e-05,1.38582474408296e-05,-3.87588065181165e-05,-7.64904272952223e-05,-0.386893560081162,0.00572197302717932,0.000115234155727588,-0.00283893980827044,1.37030317162129e-16,-2.38076614375582e-06,-0.00019328906454958,0.000747969585430495,0.865309408263885,-9.87468401568832e-05,-0.195221206931598,0.00127039336292914,-2.40481296098972e-05,0.00280369497751494,0.00329844604815037,2.78038516300766e-15,-5.55050254163255e-05,1.36539239952998e-15,9.91051937852101e-16,-0.000471377599282214,1.38972938746588e-06,-0.000128812013324224,1.47592743006946e-05,-0.000291673237260143,-1.49256297239427e-15,6.30865578216939e-17,-1.7550857662865e-05,-0.0481423313850793,-4.44652785667999e-05,-1.91145659564462e-07,-0.00147435048371303,0.000976051686233189,-4.06651046100034e-06,-1.81617750030835e-08,-1.55100144343359e-05,-4.77535028264108e-16,4.26365239428933e-07,-1.72030565621135e-05,-0.000130794817864556,7.85710151421384e-16,0.0026777154690667,0.00237489226668926,1.77748690063362e-15,-1.15303811846243e-07,-1.23223367023809e-16,3.04477967373032e-15,6.04100032999687e-16,-6.30538177815072e-16,6.6266436782314e-16,-2.94900280973772e-16,2.34057292448144e-17,-5.73817544672902e-16,8.19243745294617e-16,5.01397241193979e-16,8.53526529369931e-17,2.03224365809008e-08,-4.98522324771202e-16,-4.50892163295807e-16,2.05256579659478e-16,-3.3439823048763e-15,-4.5595416175209e-17,1.17429193746728e-15,3.06090189849291e-15,-1.16818547743601e-14,-1.70790385281282e-14,-0.095782628522114
"t64",-0.0906339593831002,0.0812351645319262,-0.163290821107717,0.0372021607719482,-0.000645225623475065,-0.0180745962272449,-0.112262645485751,0.00638272630584416,0.000103634920365396,-0.00140650215187204,-0.000231609402911387,-1.08494721952842e-05,7.65847683470086e-06,0.0237524874830805,-0.00345376437768786,0.000730041067031849,-3.54009213754186e-06,-0.00016390901909712,-0.00270666320479483,-0.0195141657588231,0.00290707986105848,-0.000869451219730581,-0.044684866948812,-6.61268124721456e-05,1.75628964653709e-15,0.0135833126734942,0.000317979345204005,0.000517714375341726,3.03070365809644e-05,-0.000235619161210463,0.000485040556595862,0.000975147620734111,0.336909590261271,-0.000257306605701475,-4.31544900659037e-05,-0.0420098689537561,2.59673602927243e-05,1.89444215071405e-08,0.000247708741804253,2.3702698384845e-05,-4.66507638106295e-06,1.15186877176832e-05,2.22256110141621e-05,0.0868262187249146,-0.00109153854017606,-1.44825031806823e-05,0.000354918119571349,1.06597820680081e-16,1.99642676286527e-07,1.10291016675652e-05,-3.86157388923705e-05,-0.0411309624476124,3.57424799767095e-06,-0.0203094385961885,-3.90197071000363e-06,-1.66668507065298e-07,4.94151834859145e-05,-0.341402935908695,7.20542257578761e-16,-2.98733429219898e-06,4.43554572431306e-15,1.41166688708855e-15,-2.86073713051612e-05,8.71367227245726e-08,-8.70954793374241e-06,1.01349289280572e-06,-2.01438187916174e-05,-1.43651075628964e-15,4.15484885459111e-15,-2.16916740396339e-06,-0.0182503443338012,-2.42371029735897e-06,-1.19978940766817e-08,-0.00058486463284346,0.000377924006405629,-3.38341018746996e-07,-1.50946786519978e-09,-1.26950922177083e-06,-3.87188607723569e-15,3.44003238908919e-08,-1.34098049063859e-06,-9.7290757763351e-06,-2.2945057677251e-15,-0.830654419996633,0.00638793852775814,-9.80883796171472e-15,-2.86796072109507e-08,-5.40219734024931e-15,3.59858036419633e-14,-2.60246537852698e-15,-2.20231253334686e-15,-3.46736528378244e-14,-2.00534701540406e-15,1.08704668089882e-15,1.42875441997088e-15,-2.85484678559775e-16,4.85481798823991e-15,1.83074151242617e-15,4.26384712098176e-09,-2.15734858880648e-16,-2.8753437184768e-15,-1.37474407482201e-16,-2.83332934985217e-15,-3.10344917692872e-15,-2.32116912631007e-17,5.7698696949868e-15,-1.24696930115211e-14,-1.80245700632973e-14,-0.0957826285220817
"t73",-0.0906718242159205,0.0813004771990047,-0.163490187804884,0.0372643534784154,-0.00064635234663319,-0.0181206304686932,-0.112627115086589,0.00640545070220224,0.000104102911686571,-0.00141376217250261,-0.0002328645734092,-1.09191942417593e-05,7.71755084990992e-06,0.023953430778749,-0.0034834387408712,0.00073634586490662,-3.57272729171608e-06,-0.00016572231847669,-0.00274520616385615,-0.0198161354529183,0.00295335026612227,-0.000883595698102887,-0.0454205744391638,-6.75095813143391e-05,1.33449611562221e-15,0.0139102783905161,0.00032568138035492,0.000530338831929116,3.10479780701789e-05,-0.000241692873978598,0.000497554013276966,0.00100047403150454,0.345679520730226,-0.000264356370909593,-4.44276590026309e-05,-0.0432668135339141,2.67977673136236e-05,1.95648258528292e-08,0.0002559374535253,2.45680087607273e-05,-4.83854205577426e-06,1.19663118491163e-05,2.30963745005389e-05,0.090568612504845,-0.00114152416705306,-1.52527267642328e-05,0.000373827692894315,-1.67501793039308e-16,2.11716542370538e-07,1.17684736310521e-05,-4.1266642701921e-05,-0.0440079986210441,3.83919853654523e-06,-0.0219608854589004,-4.23099893271431e-06,-1.82184837423113e-07,5.45640318719695e-05,-0.379913008595893,8.89881208303066e-16,-3.38109459144999e-06,1.07038587162218e-15,1.16480251553294e-15,-3.2682197058437e-05,9.98043646983241e-08,-1.00341402279746e-05,1.16897451449977e-06,-2.32438846249928e-05,-1.26414112739329e-15,-1.32305690282573e-15,-2.55232157687683e-06,-0.0215603711718217,-2.91540119941228e-06,-1.45714920836201e-08,-0.000744233651812789,0.000538854858547309,-5.23568259719331e-07,-2.34601477881435e-09,-2.07020831726786e-06,2.40220578868414e-15,5.81027944463496e-08,-2.42901249519151e-06,-1.9107056608975e-05,-2.98722855406163e-16,0.393415086250471,-0.0010508362744446,3.01635886739496e-14,-1.22599348564549e-08,-1.63927960537256e-15,-2.59599722604305e-13,-0.707106781186545,4.46989036757002e-15,-4.10366185477073e-14,1.92954784023396e-15,-1.0850876626736e-15,4.46574455193849e-15,-5.97214909948894e-16,-4.94958146386268e-16,-1.87357666230157e-15,3.26554006161043e-09,-1.60160693045593e-15,-1.64648272618211e-15,6.07638921743896e-16,-3.93039932082728e-15,-1.3652132639553e-15,1.66002112881748e-15,4.2297329188142e-15,-1.00602893928483e-14,-1.70574001451521e-14,-0.0957826285221373
"t74",-0.0906718242159205,0.0813004771990047,-0.163490187804884,0.0372643534784154,-0.000646352346633166,-0.0181206304686932,-0.112627115086589,0.00640545070220222,0.000104102911686518,-0.00141376217250261,-0.000232864573409498,-1.09191942419124e-05,7.71755084994982e-06,0.0239534307787489,-0.00348343874087115,0.000736345864906502,-3.57272729171531e-06,-0.000165722318476647,-0.00274520616385619,-0.0198161354529179,0.00295335026612195,-0.000883595698102831,-0.045420574439164,-6.7509581314937e-05,1.09124435414491e-15,0.0139102783905165,0.000325681380355127,0.000530338831929086,3.10479780703e-05,-0.000241692873978257,0.00049755401327679,0.00100047403150542,0.345679520730225,-0.000264356370909504,-4.44276590025731e-05,-0.0432668135339137,2.67977673139518e-05,1.95648261297668e-08,0.000255937453524101,2.45680087608262e-05,-4.83854205520355e-06,1.19663118493699e-05,2.30963745010885e-05,0.0905686125048456,-0.00114152416705234,-1.52527267645174e-05,0.000373827692895411,-3.24069329777632e-16,2.11716541253376e-07,1.17684736308266e-05,-4.12666427019515e-05,-0.0440079986210441,3.83919853551657e-06,-0.0219608854589,-4.23099893252647e-06,-1.82184837774297e-07,5.45640318729957e-05,-0.37991300859589,8.85452367928953e-16,-3.38109459164857e-06,1.49365839976056e-15,1.53574053438195e-15,-3.26821970569619e-05,9.98043637143373e-08,-1.0034140227434e-05,1.16897451015522e-06,-2.3243884625732e-05,-2.13244115763699e-15,3.52487097933206e-15,-2.55232157861593e-06,-0.0215603711718225,-2.91540119271274e-06,-1.4571492391995e-08,-0.000744233651812135,0.000538854858543184,-5.23568258643803e-07,-2.34601342384786e-09,-2.07020831802254e-06,1.2930816825363e-16,5.81028005991059e-08,-2.42901248993106e-06,-1.91070566125159e-05,2.31382923072352e-15,0.393415086250465,-0.00105083627445322,-1.45315616845928e-14,-1.22599721738467e-08,6.11751514860473e-15,2.38598981908426e-13,0.707106781186551,-1.68767844137446e-15,7.65568164418085e-14,-4.85434553077948e-16,-6.62612496633326e-17,-7.43185640804844e-15,1.26008290595848e-15,-2.68957618431509e-15,3.61965765194448e-15,3.2655467592515e-09,6.90745830979053e-16,2.62394768816803e-15,1.00790050960431e-15,-3.99458408943843e-15,7.69411120724514e-16,2.72398317185081e-15,3.15093378097461e-15,-1.3015625877294e-14,-1.60075011579726e-14,-0.0957826285221322
"t94",-0.0906742312960346,0.0813047211140219,-0.163503447616194,0.0372685936824092,-0.000646429477111215,-0.0181239199696854,-0.112654128753273,0.00640716234246989,0.00010413989810234,-0.00141435443726223,-0.000232968254396688,-1.09252360276029e-05,7.72298273514493e-06,0.0239725367862561,-0.00348627680104468,0.000736950041381746,-3.57593572670496e-06,-0.000165915195313329,-0.00274986861349513,-0.0198544559615538,0.00295932213800794,-0.000885445800451682,-0.0455175209956296,-6.77238757255896e-05,1.2494313846079e-15,0.0139668137544967,0.000327019970066562,0.000532545103833758,3.11777423802509e-05,-0.000242805257170194,0.00049984743454809,0.00100514265919235,0.347299318661079,-0.000265718788094265,-4.46911854199618e-05,-0.0435305129438633,2.69838419061805e-05,1.9707277719837e-08,0.000257855133977841,2.47914928084121e-05,-4.88429263053449e-06,1.20906366026629e-05,2.33405973208702e-05,0.0917521244851551,-0.0011586831434558,-1.55842696104755e-05,0.000381991429024006,-5.82420413353014e-17,2.18255114689536e-07,1.22660864485887e-05,-4.31528104837179e-05,-0.0461508414264936,4.06911759401291e-06,-0.0238772163807988,-4.66856924013566e-06,-2.15553732720929e-07,8.67648167956881e-05,0.545318720260972,-1.49301044326842e-15,-2.41146292372022e-06,-4.10601160301374e-15,-2.3664969252841e-15,-2.55681598446693e-05,7.92090123822437e-08,-8.15863900312623e-06,9.54060204721829e-07,-1.89953613573345e-05,1.23913924649578e-15,-1.97214861778592e-15,-2.1641336626265e-06,-0.0183569769636771,-2.51196888701757e-06,-1.25993870027977e-08,-0.000646613139700554,0.000461798182004986,-4.42149534631009e-07,-1.97959712260555e-09,-1.73128748246762e-06,7.53006986219691e-16,4.82740367503305e-08,-1.9924223527085e-06,-1.54502254123653e-05,-3.90815932243776e-16,0.014049153658473,0.00120412075083475,3.66471830166652e-15,-1.6742579561957e-08,2.28130256754733e-15,-4.84450575955156e-15,-2.83465685378989e-15,-2.01432298276887e-15,4.30211422042248e-15,2.95155530662618e-16,-1.41145270408671e-15,2.05618354606349e-15,4.6539374719106e-17,-2.11395544563285e-15,9.8639093761034e-16,3.47453096492056e-09,2.11260145012765e-14,0.707106781186547,-5.8673748609954e-15,2.89977359674968e-14,-3.55333641757317e-15,-3.54389679928752e-15,4.04271326484204e-15,-1.12286688019674e-14,-1.64449806110748e-14,-0.0957826285221144
"t95",-0.0906742312960346,0.081304721114022,-0.163503447616193,0.0372685936824092,-0.00064642947711122,-0.0181239199696854,-0.112654128753273,0.00640716234246984,0.000104139898102272,-0.00141435443726227,-0.000232968254396733,-1.09252360274907e-05,7.72298273480666e-06,0.0239725367862561,-0.00348627680104475,0.000736950041381722,-3.57593572733775e-06,-0.000165915195313304,-0.00274986861349487,-0.0198544559615541,0.00295932213800821,-0.000885445800451789,-0.0455175209956298,-6.7723875725104e-05,1.37771286778018e-15,0.0139668137544965,0.000327019970067301,0.000532545103834132,3.11777423795629e-05,-0.000242805257169898,0.000499847434547868,0.00100514265919224,0.34729931866108,-0.000265718788094348,-4.46911854200249e-05,-0.0435305129438633,2.69838419073634e-05,1.9707278014779e-08,0.000257855133977651,2.47914928086133e-05,-4.88429263053912e-06,1.2090636602696e-05,2.33405973228409e-05,0.0917521244851551,-0.00115868314345573,-1.55842696103871e-05,0.000381991429024058,-2.14295270254689e-16,2.18255115997518e-07,1.22660864487919e-05,-4.31528104842523e-05,-0.0461508414264939,4.06911759418287e-06,-0.0238772163807996,-4.66856924052489e-06,-2.15553732887942e-07,8.67648167967316e-05,0.545318720260972,-1.32542380165253e-15,-2.41146292350664e-06,-3.93947814931981e-15,-2.43324359878594e-15,-2.55681598449443e-05,7.92090094015622e-08,-8.15863900413735e-06,9.54060203545983e-07,-1.8995361356398e-05,1.04418640754402e-15,-2.75662120323324e-15,-2.1641336635193e-06,-0.018356976963678,-2.51196888603916e-06,-1.25993866814457e-08,-0.000646613139700697,0.000461798182004065,-4.42149531713204e-07,-1.97959525443468e-09,-1.7312874822634e-06,1.96093683678661e-16,4.8274036531159e-08,-1.9924223524076e-06,-1.54502254163518e-05,-1.05544098893001e-16,0.0140491536584769,0.00120412075083163,4.31870905210903e-15,-1.67425772790999e-08,-1.49672093216014e-15,3.88462277156348e-15,1.849096544287e-15,1.39794918481837e-15,-7.79931674799172e-15,-9.27304723863884e-16,1.1905805478007e-15,-8.78968575290285e-16,4.23997821588692e-16,2.14824393394938e-15,5.85177174217767e-16,3.47452736192588e-09,-2.16374542187306e-14,-0.707106781186548,6.97997442225879e-15,-3.74040092459433e-14,1.56049032289735e-15,6.18106573653346e-15,3.22173565752223e-15,-1.35143120116041e-14,-1.70106827095803e-14,-0.0957826285221046
"t51",-0.0905829218322494,0.0811523437038285,-0.163055970558353,0.0371352583011441,-0.000644033185174027,-0.0180349337605563,-0.112017003830364,0.0063694406416604,0.000103498933770494,-0.00140598718596508,-0.000231636814571039,-1.08784907858038e-05,7.71792101732748e-06,0.0240341819924827,-0.00349757955688908,0.000739510553028604,-3.60054983770786e-06,-0.000169727211204781,-0.00297579550978039,-0.0223357977452491,0.00338801989165413,-0.00102970346072225,-0.0534362435471605,-0.000138665055958887,-5.01463336765695e-16,-0.0355116068174363,-0.000690678432990279,-0.000938071855219475,-5.14271661528985e-05,0.000128099438756906,-0.000259353072825342,-0.000454741978888083,-0.149946498793439,3.08329907677332e-05,-4.05156198447895e-06,-0.00497850502931477,5.13735172323105e-06,4.08196983853995e-09,5.54965885937194e-05,5.97609742075576e-06,-1.18024960496095e-06,2.8815906618521e-06,5.53272745510029e-06,0.0190455091981053,-0.000203468771334771,-7.25541312454591e-07,1.69896188894094e-05,1.78963752764352e-16,-3.29982150666652e-08,-5.39555639502405e-06,2.33811709153255e-05,0.0295018277994665,-4.54169862035808e-06,0.178338227563595,-3.29124670403275e-05,-1.83155711265231e-07,4.13598399773907e-06,-0.000376715372326955,5.22885840041334e-16,4.43154847856836e-06,-4.77231860843775e-16,7.82140828604772e-16,7.17073432428008e-05,-2.50294138184207e-07,3.41912703787834e-05,-4.2381377596439e-06,8.62205085738944e-05,1.72384950539391e-15,-4.95513160159056e-15,4.04189570969938e-05,0.63769907355852,-4.20984509217926e-05,-1.30472240480513e-07,0.683172223285744,0.0243058056809867,-1.30961326449616e-06,-5.83761339737047e-09,-4.89686980059398e-06,3.51029999270722e-15,1.33296163220168e-07,-5.30198795967096e-06,-3.98685124645541e-05,-1.5713359614203e-15,0.0031373915562009,0.0197957221450738,6.29940447256149e-15,-3.24739457526277e-08,6.09332134219806e-17,4.43801162340422e-15,3.91652367214743e-16,1.31060222898802e-15,-2.40779618465581e-15,-6.77218732315823e-16,1.78686495617196e-16,-4.03190602428512e-16,4.58251005619457e-16,8.02943115557954e-17,2.53200647122502e-16,5.81340267596601e-09,2.88081048395851e-16,-1.36166062053522e-15,6.01605160771035e-16,-2.73777967854841e-15,-1.10058515140331e-15,1.39236077222928e-15,3.81245457356686e-15,-1.15426383611431e-14,-1.71252862306315e-14,-0.095782628522099
"t53",-0.0907576752442442,0.0814557157165419,-0.16398857469699,0.0374284617566576,-0.000649351981451682,-0.0182553789999096,-0.113785219913181,0.00648035096051952,0.000105826729925724,-0.00144258698228797,-0.00023799943527409,-1.12399454419714e-05,8.03385256374634e-06,0.0251299947069342,-0.00365998325833109,0.000774057579437087,-3.78231526608217e-06,-0.000180428195854772,-0.00323556344891341,-0.0245188646023353,0.00373236439536196,-0.00113761626294096,-0.0591318871813238,-0.000159814771183492,-8.22285686808175e-16,-0.0423661258723721,-0.000825468772731954,-0.00112333280543854,-6.16301658414679e-05,0.000156083942988822,-0.000316097512058383,-0.000555485516262456,-0.183306332894372,3.8401634319322e-05,-5.20858381632723e-06,-0.00644377585854415,6.89422813655849e-06,5.55977214579802e-09,7.63062545305616e-05,8.86506699984547e-06,-1.78292960208843e-06,4.57509579623237e-06,8.87508324579941e-06,0.0357571000572087,-0.000446877213193886,-5.38367804203379e-06,0.000131671546530731,1.36910902577163e-17,5.89336283107755e-08,1.97441350517213e-06,-5.35094527166561e-06,-0.00412709159912895,-2.90869061422304e-07,0.0471895078536853,-1.05474301326131e-05,-8.06093384136717e-08,3.16705935236405e-06,-0.000189662909454403,9.79337718242348e-17,2.64683214152194e-06,-4.23707811496381e-15,2.83773895839831e-15,4.4940633278997e-05,-1.58634884212691e-07,2.21819621807149e-05,-2.76140399140097e-06,5.62651756343909e-05,1.21661137264623e-15,-5.51190704156373e-16,2.81266712602865e-05,0.449253667717359,-3.1434388791671e-05,-1.01160434239143e-07,-0.59850378015047,0.573350890849765,-7.86426919776456e-07,-3.53115978025658e-09,-3.11795940532963e-06,-2.48102829108302e-15,8.66624003865879e-08,-3.5365666208653e-06,-2.70674137003843e-05,-4.91834570495231e-16,0.00246174490393859,0.0427899127400743,5.47226638403064e-15,-2.39404186316602e-08,1.5255847735081e-16,-5.65524712021508e-15,2.60149221599074e-15,-1.18845609132016e-15,1.38777878078145e-16,7.54316465434871e-16,-5.79693172420768e-16,2.69462222703377e-15,1.70956164025064e-17,3.69860507371458e-16,1.29635948138309e-15,4.53727110297729e-09,-9.21011932352792e-17,-1.18806918309719e-15,5.34332094330307e-16,-4.74992602874412e-15,-1.18207025171504e-15,1.71348729651465e-15,3.97512260948016e-15,-1.30218008042285e-14,-1.71229979197782e-14,-0.095782628522127
