"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122","c123","c124","c125","c126"
"t81",0.0298254612868694,0.0965965043373438,-0.192967479575242,0.0963255671785371,0.0317153636486808,0.000998182537585591,0.0201944980280881,-0.215706320476373,0.0529470333481021,-0.0123746410665714,-0.300460601732784,0.00119915697528138,-0.000398454949428958,-0.00949870736359928,2.12030445382169e-05,-0.00011623135204884,-0.00417551996372541,0.00400518466313937,-0.0019662135267572,-0.00550425958993331,9.88328874638501e-07,-1.33418214240465e-05,0.015514978316812,-0.0362334209469088,0.000763770486241818,-0.00016087549918334,-0.0145471987437404,-0.00209782262655341,-1.66157728401049e-05,0.0011710233410979,0.000234329890481821,9.46878791852505e-05,8.51278974030403e-05,0.00900803613127667,-0.000435348534408414,-6.30927852890849e-05,3.32145601073224e-17,1.4320618134213e-05,-0.00127423847145454,0.000615254815521833,2.446180305903e-05,0.00257608484657914,-3.70927985420304e-06,-1.18975356263606e-07,-5.08233913792148e-05,-0.000907941345691822,0.0027070919641397,0.00265691345369212,5.08294763761333e-16,4.18209293456041e-05,0.000137386374843217,0.00480673801273233,0.000794678968402594,-5.25932037283756e-17,6.66763049732528e-06,1.94215952680316e-16,2.09882683092276e-06,2.05353358259389e-05,-0.00147513994679003,3.04641811302332e-05,-0.000546411192776708,-2.45815612178469e-16,-5.85701881781857e-06,0.000379970127803927,1.68516746635755e-05,0.011320314842733,0.00010498896217952,-0.404223379564506,-0.000313473429783357,-0.00304917621629396,-4.52247596663055e-06,-0.000744117975654998,2.50545269773891e-16,1.14022926022812e-06,-6.07743907936298e-05,-9.06198498269201e-07,9.51491093033822e-06,0.127209055728321,-0.00250872125145182,0.00151460815539461,-0.000173909355788081,-7.59082522224961e-05,-4.2092714391317e-09,1.32390363047632e-05,-4.12765518448689e-09,0.000104946718047268,0.33520569848361,-1.88374925086422e-07,9.67327762239949e-08,-6.89423008729132e-08,-1.59833939270838e-15,1.93968105565593e-15,-9.91233929246536e-05,-2.8683261925061e-06,1.61483863183789e-15,3.04479568561825e-07,2.007390943121e-07,-7.89276418308671e-07,-1.21055415071313e-08,0.70710678118655,-1.55085169724838e-15,1.38746824603563e-05,-7.48843824636727e-15,-1.44034830732223e-14,-5.67455451608634e-09,-4.77473488375973e-07,1.40408721424985e-15,-4.6356350416667e-16,-1.19237877930585e-15,7.10443265020842e-15,1.34489914402193e-16,-9.16218147862363e-15,4.69085805455823e-16,-9.29473224542153e-16,-7.84795705602177e-16,-7.43364677253046e-16,-1.16912811506098e-14,1.2563734808508e-15,1.60568434442236e-15,-2.14317390691322e-16,-1.15709529599971e-15,-1.25622808474548e-15,1.46919440618053e-15,-5.56469886848084e-06,-6.75798495519523e-15,-0.089087080637473
"t66",0.0297569150572185,0.0963340289309326,-0.191844448253296,0.0956977102629865,0.0314739110250385,0.000987822947313954,0.0199715804709948,-0.213221550649701,0.0521208821553488,-0.0121708465422631,-0.295406982482344,0.00117614379214601,-0.000390784449415701,-0.00930815292450237,2.06971133959182e-05,-0.000113156879608427,-0.00404055065234855,0.0038707383481494,-0.00189675917746665,-0.00528177507104781,9.44358309859564e-07,-1.27392274338258e-05,0.0146955239622405,-0.0342106879266414,0.000717533228739322,-0.000150615207235197,-0.0136061778682912,-0.00195927353393898,-1.55050751629798e-05,0.00109218996471686,0.000218271075929597,8.71264255532482e-05,7.82890119872487e-05,0.00826017627163628,-0.000397758786818948,-5.68318744494532e-05,1.67505215304113e-17,1.27511658632815e-05,-0.00112874168408843,0.00054468854170162,2.15441431888017e-05,0.00221031713874672,-3.18100437168231e-06,-1.01639592550128e-07,-4.32310703052051e-05,-0.000759326449512049,0.00223249182723651,0.00218609902699025,-6.47740404810639e-16,3.36469249318091e-05,0.000109151158266907,0.00374243385751667,0.000614457103560824,4.52446940090491e-16,5.05510497470425e-06,3.76120340772442e-16,1.53886639671297e-06,1.47288157214947e-05,-0.00105356534010886,2.14351478340508e-05,-0.000379790304956941,-4.34609704715629e-17,-4.0063049507183e-06,0.000251028923265268,1.03125795468239e-05,0.00650125579915356,5.68772729813965e-05,-0.215058599225378,-0.000158165113156715,-0.00145582705980615,-2.03196531396374e-06,-0.000298692115060523,1.90996992071399e-15,4.27910829421652e-07,-1.05047365523213e-05,-4.97913987099935e-08,5.12757855690809e-07,-0.0154962471142702,0.000345715020054684,-0.000622048853002925,0.000100845804220654,5.12890163617335e-05,3.02327430332351e-09,-1.24304989347387e-05,4.06875967678479e-09,-0.000178114884344519,-0.866364172193556,3.96299974868584e-06,-3.74046974700198e-06,-4.46935422459483e-06,3.01610240026721e-15,-6.79560945923159e-15,-0.000542406469374734,-9.79135716246333e-06,-3.69420973747709e-17,1.00212781109509e-06,5.51880642549884e-07,-1.77149700806127e-06,-2.50162334390414e-08,-3.62338795496851e-15,-5.97450630223479e-16,2.62574130504093e-05,-5.78680170713272e-16,-1.98824862991542e-17,-1.04293552328847e-08,-8.59120033056031e-07,-1.11414010910685e-15,1.67697088761621e-15,-6.01172633288451e-16,-1.49974854951385e-15,1.94910367485149e-16,5.31021580978447e-15,1.08738682798678e-16,-2.05959769438562e-16,5.08194145082152e-16,-3.03911718502361e-16,-1.26777269452391e-14,1.65778630908289e-15,7.85360275447076e-16,4.61889711399944e-15,-1.27162860678731e-15,-7.99015228389112e-16,1.76825493274627e-15,-8.13631510433931e-06,-6.49008384451818e-15,-0.0890870806374687
"t56",0.029590217584427,0.0956956073373053,-0.189109457562818,0.0941682172102173,0.0308854583660972,0.000962546868019129,0.0194275441095824,-0.207156216803785,0.0501008857188313,-0.0116723789130374,-0.283044400574547,0.00111979244184578,-0.000372001582761541,-0.00884138466287445,1.94558891555476e-05,-0.000105606101567873,-0.00370826801879001,0.00353957300286377,-0.00172555631033247,-0.00473219639581048,8.35558512123662e-07,-1.1247761578847e-05,0.0126608069440736,-0.0291818592932078,0.000602351623355886,-0.000125020764781903,-0.0112578836596082,-0.00161332881644471,-1.2730818773519e-05,0.000895243473268525,0.000178131301759193,6.81346288466887e-05,6.11085251839394e-05,0.0063792536451209,-0.00030308253351996,-4.09744219630349e-05,5.92360526368408e-17,8.75806189595991e-06,-0.000757811435347766,0.000364746014156853,1.4089114131237e-05,0.00126620754186914,-1.81716748905583e-06,-5.68177823119035e-08,-2.35683497612764e-05,-0.000371924896733934,0.000988681198105805,0.000951131314942624,-2.84386160189222e-16,1.20226038915499e-05,3.40987847200387e-05,0.000891817871208846,0.000130503215945226,-2.75362096130883e-16,6.93130214555911e-07,-8.27770330495375e-17,5.32793258954893e-09,-1.3015470992829e-06,0.00011208861899078,-3.66560149118317e-06,8.54619623205973e-05,1.77468164271901e-16,1.19114873288646e-06,-0.000115574583702417,-8.77946767384062e-06,-0.00787283320133872,-8.93964767401406e-05,0.36341540374249,0.000324802564119813,0.00358400799867898,5.9899439001157e-06,0.00118289649781352,-2.41141575093396e-16,-1.98503816634586e-06,0.000189674527066867,3.77812571250381e-06,-3.97697820893732e-05,-0.80820465263241,0.0165730265213766,-0.0218015569127672,0.00566124246654708,0.0069793917429306,1.77489197308834e-06,0.000329480496094614,-8.40027385884693e-08,0.000472483865361402,0.151327537833928,6.41319738231443e-06,-6.26276678511331e-06,-7.89889698102018e-06,-4.53498015058084e-16,4.69790334372254e-16,-0.00107766638036869,-1.97769766630125e-05,9.32148819651492e-16,2.02341925387723e-06,1.10581084572199e-06,-3.46144992301726e-06,-4.80395086688239e-08,-2.85879209802088e-15,6.04491056478635e-16,4.92008699429563e-05,-8.75154361170524e-17,1.96135040074677e-16,-1.93522800686817e-08,-1.58197550500537e-06,-5.9933807755187e-17,5.58969116465339e-16,4.86897589429188e-16,3.97074461074193e-15,3.99338313072278e-17,2.88380979841563e-15,-4.26274991389456e-17,-3.76374536646022e-16,4.33259738219768e-16,-5.45032667791274e-16,-9.90013748830345e-15,7.98355995043519e-16,1.7569178133867e-15,2.06159758290646e-15,-1.54170604135718e-15,-1.08066443665835e-15,1.28976282692281e-15,-1.34656145902472e-05,-6.28341386582654e-15,-0.0890870806374836
"t52",0.0295842946765276,0.0956727741160977,-0.189006878183041,0.0941102497038831,0.0308627922566254,0.000961533642999368,0.0194055312800985,-0.206909139195012,0.0500138731674049,-0.0116506586578872,-0.282503210999494,0.00111724826471201,-0.000371152917074274,-0.00882007501046284,1.93964696025131e-05,-0.000105233135068199,-0.00369069683373917,0.00352181436256269,-0.00171619511596964,-0.0047004509775067,8.29003112787741e-07,-1.11572778689121e-05,0.0125276988296412,-0.0288433704406518,0.000594254371352766,-0.000123168375187788,-0.0110865519063458,-0.00158778575115241,-1.25245405637822e-05,0.000880539129761399,0.000175102846932095,6.65599550312153e-05,5.96785194790664e-05,0.00621930680442487,-0.000294818907544537,-3.9449340243628e-05,1.07508627361536e-16,8.34464867140259e-06,-0.00071817639979547,0.000345451618532371,1.32647145511237e-05,0.00114551475644433,-1.64235413582225e-06,-5.09566105278248e-08,-2.09396905769292e-05,-0.000315625538145424,0.000795716974801341,0.000757536657612281,-5.39461475775888e-16,8.2836705431042e-06,2.04259261935621e-05,0.000329093709084916,3.24011277483521e-05,2.88194206490044e-16,-2.58089701560221e-07,-8.15566482180428e-16,-3.70678177487859e-07,-5.52918654773011e-06,0.000423735571112643,-1.07028545695102e-05,0.000220948665741471,3.38695389445303e-16,2.7800835681914e-06,-0.00023962331967033,-1.67337975097571e-05,-0.0149020910997577,-0.000171666629874329,0.702807531437232,0.000644668013741899,0.00735862606920074,1.28495159526058e-05,0.00279623520586125,-2.02910282589255e-15,-5.01871304944922e-06,0.00295754644208017,-1.31088687097715e-05,0.000136073489282091,0.559872320258226,-0.0101495384354696,-0.000925815595848668,0.00112282606691012,0.00179639242421796,4.95663373855857e-07,0.000119871671154993,-3.16872845422299e-08,0.000228765141373343,0.0422143634645805,4.53477378762915e-06,-4.46729352582736e-06,-5.73135652712531e-06,3.23172330089617e-16,5.47744422063118e-16,-0.000839607226096925,-1.61400510474332e-05,-1.0260237155823e-15,1.65879297016053e-06,9.29074047627831e-07,-3.00451105798395e-06,-4.23203513323153e-08,8.76589280654856e-16,-7.29215501935829e-16,4.40757257320675e-05,-5.23593706258549e-16,-8.40726760745561e-16,-1.74369198301015e-08,-1.43148623466973e-06,4.123740708037e-16,8.48401198274264e-16,-1.60785369321839e-15,-2.36972997693713e-15,7.08765855387795e-16,3.02304371674851e-15,-3.41930901521541e-16,-8.06269371712958e-16,2.71046831037675e-16,-3.65245305072453e-16,-1.03076354792805e-14,1.1404549876564e-15,1.02596990615542e-15,1.87560822169214e-15,-1.8759413484058e-15,-1.0958583460689e-15,2.81674487006194e-16,-1.27292665717232e-05,-4.96371833326413e-15,-0.0890870806374771
"t27",0.0278665724192331,0.0890078731846374,-0.157179357837603,0.0758031178758635,0.023474193789483,0.000593021754630003,0.0111125876236441,-0.11111093949966,-0.0041229674634391,0.005508862414658,0.208282652762525,0.00467314583557812,-0.0014469810858184,-0.0191035153595262,1.68387523470628e-05,-5.96372521753482e-05,0.000110398564588154,-0.000608698633034146,0.000678150823385854,0.00590599165057517,-1.96316607288225e-06,2.91874329894225e-05,-0.115233731280134,0.586928218865423,0.032138404212619,-0.00232932093795322,-0.181085051285422,-0.0218190479111348,-0.000158278343589767,0.0106423186516883,0.00191406837706764,0.000447377618165389,0.000396591816244868,0.0390685760340389,-0.00175177895308253,-0.000206933190721351,-3.08811576978928e-18,4.20981428738742e-05,-0.00360036094105223,0.0017311968675355,6.64477655464396e-05,0.00610062878100014,-8.76507473881495e-06,-2.76639219381121e-07,-0.000116153730038566,-0.00195463372295339,0.00559762508494707,0.00546249096592962,-0.707106781186547,8.2954154134968e-05,0.000277279811833895,0.0447612739769006,0.000475735186159487,-1.3167523525088e-15,8.3622048198764e-06,1.74366467265721e-16,2.58602167427199e-06,2.38869548203923e-05,-0.00169445911936483,3.33764376415774e-05,-0.000574184700664909,-6.69641836995621e-17,-5.80534107308406e-06,0.00032668239390771,9.54442530785513e-06,0.00361416394245887,9.14388577426487e-06,-0.00550262462816563,6.53285352133428e-05,0.00696850411726817,3.13831735200901e-06,0.000926321639852964,-1.89544001933872e-16,-1.83389235477766e-06,0.00131987095104409,-4.93675879259632e-06,5.10999820417579e-05,0.00139933344976796,0.000655127481303277,-0.00875463969280166,0.00282355852271794,0.0037493172497295,9.79138691630524e-07,0.00020039779519694,-5.18426992995698e-08,0.000317074869116774,0.000263449443251769,6.25091463246296e-06,-6.1386289600334e-06,-7.83684748105451e-06,-1.90805217419394e-16,1.09098042281565e-16,-0.00113822157361997,-2.19529287526975e-05,-2.23633871601773e-16,2.25782628793866e-06,1.2712351145379e-06,-4.15616112297911e-06,-5.89367240619758e-08,-3.54346366034953e-16,-2.37061606473995e-16,6.19455652884702e-05,-1.78780207204341e-16,-7.20957077784175e-16,-2.45944242301545e-08,-2.02472560895551e-06,2.26125130720883e-16,6.67168410668206e-16,-3.1757957147375e-16,-9.06189272717752e-16,2.48537607103733e-16,3.43948315759497e-15,2.33845508948132e-17,-1.34287112652004e-15,2.09404318087628e-16,-3.18861403555703e-16,-1.22615416676922e-14,1.29984162220728e-15,1.44881954098565e-15,1.29461082725533e-15,-1.41510634260986e-15,-1.32311275162074e-15,1.56578231775282e-15,-1.86933340888622e-05,-5.94300581382478e-15,-0.0890870806374751
"t28",0.0278665724192331,0.0890078731846374,-0.157179357837603,0.0758031178758635,0.023474193789483,0.000593021754629936,0.0111125876236441,-0.11111093949966,-0.00412296746343915,0.00550886241465803,0.208282652762525,0.00467314583557799,-0.00144698108581839,-0.0191035153595262,1.68387523471289e-05,-5.96372521753256e-05,0.000110398564588168,-0.000608698633034185,0.000678150823386215,0.00590599165057512,-1.96316607285879e-06,2.91874329900499e-05,-0.115233731280134,0.586928218865423,0.0321384042126195,-0.00232932093795328,-0.181085051285421,-0.0218190479111347,-0.000158278343589818,0.0106423186516881,0.00191406837706782,0.000447377618165388,0.000396591816245035,0.0390685760340387,-0.00175177895308262,-0.000206933190721442,-2.18021145266649e-17,4.20981428757477e-05,-0.00360036094105317,0.00173119686753502,6.64477655463883e-05,0.00610062878100011,-8.76507474012532e-06,-2.76639219223216e-07,-0.000116153730039686,-0.00195463372295556,0.00559762508494263,0.00546249096592491,0.707106781186548,8.29541541299627e-05,0.000277279811829727,0.0447612739769048,0.000475735186162402,1.93177421332817e-16,8.36220482112554e-06,-1.43445749266646e-16,2.58602167472027e-06,2.38869548176125e-05,-0.00169445911936774,3.33764376394194e-05,-0.000574184700663843,7.85102354576013e-17,-5.80534107039524e-06,0.000326682393907699,9.54442530806936e-06,0.00361416394245904,9.14388577456956e-06,-0.00550262462816476,6.5328535213525e-05,0.00696850411726788,3.13831735317474e-06,0.00092632163985326,2.63521161819461e-16,-1.83389235262096e-06,0.00131987095104429,-4.93675879351719e-06,5.10999820415459e-05,0.00139933344976809,0.000655127481303119,-0.00875463969280155,0.00282355852271774,0.0037493172497294,9.79138691556148e-07,0.000200397795196815,-5.18427000420314e-08,0.000317074869116947,0.000263449443250534,6.25091463248108e-06,-6.13862896014722e-06,-7.83684748076348e-06,-9.17091388542218e-17,-2.39371862920535e-17,-0.00113822157361957,-2.19529287527982e-05,2.51921636285981e-16,2.25782628781472e-06,1.27123511436676e-06,-4.15616112329189e-06,-5.8936724060394e-08,-1.32301761109857e-16,8.88350272167192e-18,6.19455652881964e-05,-1.0454539479265e-16,-1.98503384345621e-16,-2.45944241749781e-08,-2.0247256087359e-06,2.45116869978375e-16,9.27588760863623e-16,-1.09733563510875e-16,5.09345083679497e-16,3.623372821882e-16,3.25907191609339e-15,-2.49807145499508e-16,-4.68570494629292e-16,1.11039176295127e-16,-4.04038660270706e-16,-1.15954078529171e-14,1.01864451944888e-15,1.87056864936224e-15,1.72482224929784e-15,-1.45350652555388e-15,-9.72036127959089e-16,5.51419749622845e-16,-1.86933340883935e-05,-6.06790590410744e-15,-0.0890870806374752
"t87",0.029258079315524,0.0943358547662014,-0.179653013977589,0.0882661207071054,0.0281793826996747,0.000775275917306032,0.014856846060271,-0.151075422759999,-0.00662068212260917,0.00922370433043856,0.354981367360062,0.00911065952606186,-0.00283157984874526,-0.0394239427966758,4.79047195869107e-05,-0.000237515827058826,-0.00812779996850826,0.00783635762032013,-0.00389973683146586,-0.0118200506428633,2.37763887703244e-06,-3.2897705577819e-05,0.0638885116755191,-0.251643638567851,-0.0091172798342973,0.000484376410520728,0.0342672000302941,0.00355767837639517,2.35003746664975e-05,-0.00149143451370995,-0.000229235648330128,1.14001549505405e-05,1.20284950503596e-05,0.00219047220185577,-0.000149076205529974,-3.66978560609479e-05,-1.12394513447858e-16,9.99813152070123e-06,-0.000943406934626655,0.000458268408161052,1.91642857832975e-05,0.00248162559834825,-3.5867623773711e-06,-1.18405401894659e-07,-5.2271173945832e-05,-0.0010760671059737,0.00371128878304485,0.00374468154961752,-6.21140510228149e-16,8.58125119110648e-05,0.000412847877055063,0.32823747463653,-0.00654610722164563,-3.25293545294887e-15,-1.07085496303e-05,-6.784925062e-16,-9.37568184676307e-07,-4.318834112137e-06,0.000264620900440974,-2.81509477260966e-06,2.18199003343155e-05,6.53190845757912e-16,-6.84960879855645e-08,3.11481981794544e-05,2.27622735470478e-06,0.00134538536568284,5.23161631990129e-06,-0.00369484591919316,8.52758240982836e-05,0.337364196066227,-3.73619810262529e-06,-0.000344037353567096,-2.30794060458865e-15,4.52242673143436e-07,1.52940647798402e-05,-2.65180390358931e-07,2.75930207485892e-06,0.000123924106421456,5.95064176269191e-05,-0.00103490966523409,0.000363522879163487,0.000500432751009515,1.32530819418729e-07,2.87478157782388e-05,-7.51122849300748e-09,5.05901047382435e-05,4.44647871631089e-05,1.18545653966992e-06,-1.17431146774144e-06,-1.52494912049933e-06,-6.00287966729668e-16,-2.01613019921978e-15,-0.000239202264476626,-4.89545935824236e-06,2.87085825073972e-15,5.06683967197025e-07,2.95888682802646e-07,-1.02240938414999e-06,-1.49185081719479e-08,-1.15654296304724e-14,-4.37115988265067e-15,1.62494145497783e-05,5.84676674953999e-14,-0.707106781186548,-6.53790672341194e-09,-5.43735108112629e-07,2.61771303242951e-15,6.97645886600416e-16,-8.67371373495472e-17,1.42540352505473e-14,5.33470299505261e-15,5.39692018003969e-15,2.44525526403513e-16,4.13912067277653e-17,-1.80927416061588e-15,-1.35797471963107e-15,-1.38663212156203e-14,1.82602933639275e-15,2.05284782914914e-15,-4.28467687906356e-16,-4.03534626111159e-16,-9.71843630682602e-16,2.85865064006887e-15,-5.72365142593949e-06,-4.51212932032694e-15,-0.0890870806374684
"t88",0.0292580793155241,0.0943358547662014,-0.179653013977589,0.0882661207071054,0.0281793826996747,0.000775275917305899,0.0148568460602709,-0.151075422759999,-0.0066206821226092,0.00922370433043856,0.354981367360062,0.0091106595260619,-0.00283157984874524,-0.0394239427966759,4.79047195869022e-05,-0.000237515827058756,-0.00812779996850843,0.00783635762031996,-0.00389973683146608,-0.0118200506428632,2.37763887702192e-06,-3.28977055777961e-05,0.0638885116755189,-0.251643638567851,-0.00911727983429741,0.000484376410520597,0.034267200030294,0.00355767837639516,2.35003746664483e-05,-0.00149143451370943,-0.000229235648330274,1.14001549507782e-05,1.2028495050187e-05,0.00219047220185602,-0.000149076205529826,-3.66978560606881e-05,-4.55025256731891e-17,9.99813152035602e-06,-0.000943406934626659,0.000458268408160922,1.91642857831111e-05,0.00248162559834829,-3.58676237763099e-06,-1.18405402139722e-07,-5.2271173945924e-05,-0.00107606710597355,0.00371128878304483,0.00374468154961728,-1.32641402343135e-15,8.58125119111546e-05,0.000412847877053838,0.328237474636531,-0.0065461072216465,-3.21335326691356e-15,-1.0708549629902e-05,-1.05375988004837e-15,-9.37568184953369e-07,-4.31883411096453e-06,0.000264620900441139,-2.8150947694941e-06,2.18199003345862e-05,8.88854166116758e-16,-6.84960898191672e-08,3.11481981797342e-05,2.27622735404602e-06,0.00134538536568237,5.23161631994768e-06,-0.00369484591919298,8.52758240987243e-05,0.337364196066227,-3.73619810562983e-06,-0.000344037353566679,-1.37074820054072e-15,4.52242676591403e-07,1.52940647797707e-05,-2.65180388264357e-07,2.75930207441828e-06,0.000123924106422533,5.95064176268912e-05,-0.00103490966523359,0.000363522879163717,0.000500432751009009,1.3253081609538e-07,2.8747815779307e-05,-7.51123057330727e-09,5.05901047371193e-05,4.44647871637727e-05,1.18545653924347e-06,-1.17431146714658e-06,-1.52494911871143e-06,7.7101094103e-16,6.26707741510042e-16,-0.000239202264478704,-4.89545935872256e-06,-2.31692376718191e-15,5.0668396817794e-07,2.95888679991041e-07,-1.02240938921131e-06,-1.491850820405e-08,1.21898736495694e-14,3.8835038074578e-15,1.62494144268573e-05,-5.92958447736237e-14,0.707106781186547,-6.53794302603429e-09,-5.43735312280748e-07,-1.66914451789211e-15,7.50550104861076e-16,-6.53430472763213e-17,-1.33072513357428e-14,-4.80020433558362e-15,6.36838961959327e-16,-4.1457845340857e-16,-2.31436327326385e-15,2.27060954088733e-15,9.73285694227677e-16,-8.98133990726957e-15,8.55737707591924e-16,1.13331989412344e-15,3.16587935431273e-15,-2.15803091260517e-15,-1.06564710446341e-15,-7.22553698387606e-16,-5.72365142979343e-06,-6.60420583100781e-15,-0.089087080637475
"t50",0.0290971478274359,0.0937220507970813,-0.177139671323616,0.0868819092151174,0.027662515024897,0.000755823022904695,0.0144600253882035,-0.146861983452267,-0.00636927200108368,0.00885361715635374,0.340428361587903,0.00868320280583809,-0.002698305113227,-0.0374882445540748,4.5093443540547e-05,-0.000222012847759315,-0.00747457446871608,0.00718125922718039,-0.0035558937999867,-0.0106195469686225,2.11041895385858e-06,-2.91408534394717e-05,0.0552697814047206,-0.215618679196074,-0.00769290151621397,0.000404304730253941,0.0285146783117498,0.00294679463549832,1.94117351182347e-05,-0.00122994354820024,-0.000188253972544696,8.98814808416937e-06,9.46655274907235e-06,0.0017065388427289,-0.000114664755073201,-2.67843778272287e-05,-2.73524736469138e-16,6.97080167047504e-06,-0.000643812332533527,0.000311977969669217,1.27597807879003e-05,0.00146053007897081,-2.10546246572826e-06,-6.81260473328643e-08,-2.93869378444278e-05,-0.000548363928572836,0.00172586981686272,0.00171375754251116,-5.17104769811802e-16,3.29412751741002e-05,0.00014089008132937,0.0889318418027753,-0.00161250839284413,-1.79844016299065e-15,-1.87164257889548e-06,4.66418195927648e-16,-4.4431546138696e-08,1.74831872374821e-07,-1.52861255579236e-05,3.3741205174298e-07,-3.751103809521e-06,-4.74067393833375e-16,1.65634920085145e-08,-1.24785002866092e-05,-1.79557916084707e-06,-0.00155736970637741,-8.06149317159606e-06,0.00616929767195501,-0.000177173946869342,-0.863013767320713,1.18271164891506e-05,0.00157606199900048,5.21103220693719e-15,-2.56453779320724e-06,0.00108853255493418,-3.68900218291904e-06,3.81593889459422e-05,0.000965138123085684,0.000449547532242855,-0.00565903909811558,0.00178568087432165,0.00234857376497983,6.11029302300357e-07,0.00012308682223305,-3.17549075749756e-08,0.000189009155049802,0.000154541216318764,3.54773164778647e-06,-3.47562401884609e-06,-4.41635554718965e-06,-7.06881475611249e-16,1.50820171748127e-15,-0.000628438806202092,-1.19448358080373e-05,-9.38255098857751e-16,1.2266898712913e-06,6.85015799075402e-07,-2.21464245108292e-06,-3.12453842763606e-08,-3.75487021871404e-16,3.46436363341163e-16,3.26570281502307e-05,1.0859795328532e-16,-9.45343951080754e-16,-1.29418429945408e-08,-1.06401416146894e-06,-3.0702913257005e-16,8.58785566988686e-16,-6.23617025584656e-16,-1.3981678182969e-15,3.7346996021807e-16,3.67280654910675e-15,-4.98942894051851e-16,-4.85158812566523e-16,4.78742788161412e-16,-3.92563650668324e-16,-1.30434003739848e-14,7.19231922139192e-16,2.05136800964392e-15,2.05048190612116e-15,-1.66285236424309e-15,-1.41772938159186e-15,1.15552366583786e-15,-9.73300476713103e-06,-6.45833705203884e-15,-0.0890870806374831
"t40",0.028832949910536,0.0927135485080605,-0.17298461349501,0.0845903253792101,0.0268049443948579,0.000723365652269457,0.013797030733943,-0.13981536417754,-0.00594523438158972,0.00822828058574001,0.315819986004988,0.00795675864057903,-0.00247178180478664,-0.0341925007352666,4.02675511870113e-05,-0.000195248818731385,-0.00633196833154611,0.00603213287350032,-0.00295032003214564,-0.00847999313597197,1.62953784739629e-06,-2.23691091316087e-05,0.0394390750361355,-0.148943228734378,-0.00502436854189417,0.000253005740254502,0.0176186416329948,0.00178548107579777,1.1622241543161e-05,-0.000731122771767644,-0.000109819371681714,4.22222317426064e-06,4.39729250512875e-06,0.000741411672770863,-4.53520743353287e-05,-5.9932806635713e-06,5.79868912452759e-16,3.966204252491e-07,1.73996363868801e-05,-1.14799839668415e-05,-1.63923412753918e-06,-0.00105354637315383,1.54857553930492e-06,5.7709549233916e-08,2.88451419802733e-05,0.000890764098449383,-0.00403901441742114,-0.00424713468176678,2.64522606881411e-15,-0.000141080304626297,-0.000821743059374817,-0.878540985928277,0.0193772453243921,9.56047275819403e-15,4.24741729113552e-05,1.59831776596819e-15,6.5432092191629e-06,4.92098983561369e-05,-0.0033876821460906,6.101686992524e-05,-0.000990039672333146,-1.06326911976012e-15,-9.40748423090311e-06,0.000480890953475965,1.26159834441903e-05,0.00465971789870275,1.21231127856568e-05,-0.00747463380633282,0.00010595982772693,0.165436988815637,1.24624640969809e-06,0.000694739354650951,-1.04163194949989e-15,-1.45684179777771e-06,0.00111859639763662,-4.17344614716613e-06,4.31974257194749e-05,0.00117512916901204,0.000549836170950266,-0.00728384590723455,0.00233948929618683,0.00310033180330673,8.08991753880848e-07,0.000164965284407623,-4.2647464525919e-08,0.000258920335836651,0.000214052417976863,5.01658970072817e-06,-4.92140946225543e-06,-6.26992070866547e-06,3.63431772827951e-16,-1.02985349561053e-16,-0.000901492147901889,-1.72376618036841e-05,3.33795533424927e-16,1.77116289772158e-06,9.91550478392864e-07,-3.21238276274963e-06,-4.53313934504361e-08,-1.73034865250164e-16,-1.97178031145551e-16,4.73493123399615e-05,-8.3749165029416e-17,4.75307586353439e-18,-1.87549516325861e-08,-1.54119729027161e-06,3.13712621765284e-16,8.14775262715529e-16,-3.93727419965289e-16,-1.03723310891496e-16,3.07871182409892e-16,3.0950367098255e-15,9.89436999863167e-17,-1.08252591763549e-15,-4.54180923435368e-16,-5.5613762513409e-16,-1.19232630918817e-14,1.24397000283962e-15,1.29375863665225e-15,1.8967240885542e-15,-1.33889478729246e-15,-1.10669116685132e-15,7.83485212730143e-16,-1.39001820928282e-05,-6.07528117635506e-15,-0.089087080637474
