"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115"
"t8",0.0315322966806953,0.0654741772292942,-0.0313071048384722,0.0363266265914299,0.142939999313861,0.0122722242647535,0.0036607564660089,-0.0231521268269882,0.156814581959076,0.00166194839403141,0.00111288057724152,-0.0123680376777272,-9.27415075958121e-05,-0.00330090128345925,-1.94428356882755e-07,0.000156003105442374,-0.0639715728843253,-0.257160328078636,-0.0176311856990574,0.00789457549399776,-0.0223960390151295,0.00284517957468061,-0.0028339876702656,-0.00140428188247295,0.0744692292139996,-0.00111389626910893,-0.00149089406055625,-0.000369575997206575,0.00223138943813553,0.0146934844564881,-0.0366506295806898,-0.916841089240571,-0.0265477435406049,-0.00423398472416856,0.000107178563031772,-0.0800065991504452,-0.000309515443484827,0.00176161659860961,0.000172629080349192,0.000942682324648332,7.78698843537615e-05,0.000305740149795354,-4.12307125720605e-16,0.00356178622157736,-1.49908146784159e-08,0.00180646288031141,-0.000138211355768151,-5.76299886719284e-15,-0.077530843669216,0.000333068641936607,0.000193543944857049,5.18817198005946e-05,0.00415779648352791,-0.00035279117155875,0.0122177241157214,0.000115359844171499,-0.000783035174047366,1.17114358435244e-06,0.000645802972851974,0.000605905542108703,-0.000101386374467185,-0.0135011781002346,-0.0740653685036587,-1.23810160819478e-15,2.25983018264914e-16,-6.39964864136621e-07,-4.99070953131865e-06,1.05350491848514e-05,-0.00204089970635935,4.39391511842909e-17,3.44305381378755e-06,-9.91252813591671e-06,-0.000100680653610101,-0.00108546812416455,0.000302877111564656,0.000119137680615997,-0.000333484329431647,-1.31366755159712e-16,4.55471307789436e-05,0.00284875485226408,-3.54925266601734e-16,-1.48819331408351e-16,4.46162939730854e-06,-3.49394210305319e-16,-2.14862218427431e-05,0.000529408862217785,6.0704199770016e-07,2.99620366882573e-05,-2.75745673165732e-05,-1.66848053207947e-16,-1.60395035633348e-15,-0.00011292457897815,6.00650409738815e-17,-3.79361093340723e-16,7.60286841614391e-17,3.09825787106415e-17,-9.06492987719363e-17,-5.23404433716113e-16,1.65739082107469e-16,-3.82228598440384e-06,-6.13682705543261e-07,4.55581147719017e-06,4.69571216741244e-16,2.39992401309609e-05,4.80949370114911e-16,3.65875086439891e-16,-3.90227895038007e-16,3.89971602171245e-07,-6.47478934681531e-16,-1.13785868248775e-15,-1.16887966519582e-07,7.51168559903732e-15,-2.01788897586077e-14,1.23827345572487e-13,-0.0932504808240309
"t30",0.0334403555064653,0.0727548365734747,-0.0356620238330978,0.0424042884702427,0.17684254591668,0.0156170592561406,0.00479957385064005,-0.0329337859455976,0.242921062828782,0.00311952123616527,0.00433311494196715,-0.0699977907537539,-0.00239465901524327,0.00779322880473069,4.29766181751189e-07,-0.000321873624335256,0.0398657380842806,0.0912786101719963,0.00578302586334524,-0.00198544951118361,0.00469548776501564,-0.000495567632667562,0.000421968171025449,5.75930154831389e-05,0.046729029275289,-0.000788184008631829,8.53846619562947e-05,1.24936403019665e-05,-4.78217346397555e-05,-9.81346133811548e-05,-0.000338210279782339,-0.00943571257773123,-0.000314319535852352,-3.10032335612305e-05,6.03827862193625e-07,-0.000148129493384477,3.98053928327449e-08,-7.2593713835528e-05,-7.98207009096354e-06,-5.1986508701773e-05,-4.84690553528144e-06,-3.22573825196299e-05,-3.81466110674145e-16,-0.000767603638355952,2.23382998667043e-08,-0.00350710633599032,0.000393904242131021,7.02508063375832e-14,0.930069343676351,-0.00503364288595131,0.00133093833257116,0.000353893937734213,0.0257567508848832,-0.000351882418448627,0.00933976179727857,6.9520939254184e-05,-0.000458352610698346,6.85376117741804e-07,0.000378235842384664,0.000355041285072288,-5.95298824589077e-05,-0.0768447727977563,-0.0347713529820555,-8.22416455066081e-16,6.23675618033638e-16,-3.16484486993637e-07,-2.47513639419251e-06,5.26317122739569e-06,-0.00102258964799975,-4.07369068872364e-17,1.72799147771387e-06,-4.97544274478322e-06,-5.05730465819022e-05,-0.000545303788624668,0.000152158562296692,5.98855031526603e-05,-0.000167822869363775,-4.87564762563074e-18,2.29383568899682e-05,0.00143471548990617,-2.51041204870182e-16,-8.55798292234099e-17,2.25080646014072e-06,-8.54013717281532e-16,-1.08455926489554e-05,0.000267444166153218,3.06736602280453e-07,1.51568639316662e-05,-1.39608898836262e-05,-9.2191900447699e-16,-1.92119088428868e-15,-5.72901890705035e-05,-6.16249526263361e-17,-3.85133534037406e-16,1.3787255094126e-16,1.55383589290518e-16,-6.9939224146596e-16,-7.02028813310728e-16,1.90958980796682e-17,-1.94607081987668e-06,-3.12779326187705e-07,2.32328360056976e-06,4.12259442554798e-16,1.22668185769959e-05,7.20770750626436e-16,2.11083624943655e-16,-3.9709319700726e-16,1.99850193831813e-07,-2.25831074508436e-16,-9.92052683983623e-16,-6.00164914876742e-08,7.53560723169905e-15,-2.04040290569551e-14,1.23827514397702e-13,-0.093250480824029
"t46",0.0340718392127885,0.0751561743311386,-0.0370959408535936,0.0444022383791711,0.187948219859708,0.0167110102361025,0.00517143731427078,-0.0361151624873873,0.270824909987226,0.00358875985755143,0.00535573514000953,-0.088236409174876,-0.00311926493458325,0.0112362775802314,6.23344395153463e-07,-0.00046995840297069,0.0714917811288513,0.196906078126455,0.0128817836672451,-0.00498897875176189,0.0129675735220189,-0.00152290108434056,0.00143164112550477,0.000581954838807817,-0.278244722466002,0.00466034356292415,-0.000298002344436625,-3.7212909719483e-05,0.000125881588025414,0.000209699586479927,0.00047974973793857,0.0126607503057432,0.000357287855021941,2.59791365119966e-05,-4.82932838534698e-07,0.000109021292793439,-2.82530901402677e-08,3.39557170384801e-05,3.6128068394675e-06,2.23015845908575e-05,1.99947940656503e-06,1.0986785277108e-05,-2.74694885967955e-17,0.000192806437251967,-2.52148710420311e-09,0.000367468419359307,-3.77764215405368e-05,-5.38447588031186e-15,-0.0749818937846448,0.000400682979674477,-8.87584619810931e-05,-2.35744525023058e-05,-0.00169178981199467,3.11964757812376e-06,6.1938500794434e-05,-5.59249215179925e-06,0.000135689363228945,-2.26345561647771e-07,-0.00015067329020751,-0.000148682843282933,2.86574034395906e-05,0.854966726033702,-0.0667686792206824,1.01172871865644e-16,-5.50059092856633e-15,-3.38825361060937e-07,-2.51394434166715e-06,4.51510051188347e-06,-0.000800254010551981,-3.19770219835358e-16,1.2750095049563e-06,-3.65641636938575e-06,-3.62322211956843e-05,-0.000389285011337274,0.00010855671521839,4.20180446909474e-05,-0.000114514101292695,-8.58111190064115e-17,1.54425872119851e-05,0.000965548441641292,-5.27286224941282e-16,-1.19224815039376e-15,1.48370839238998e-06,-1.02858609330898e-15,-7.1141516469273e-06,0.000174435965702734,1.9976906432456e-07,9.81467886879205e-06,-9.01054859910179e-06,3.18797742937871e-15,-1.19557542541897e-15,-3.67732173856085e-05,-1.6678300224434e-17,-2.77564342175086e-16,1.85913435326969e-16,5.32907571751088e-16,1.17037991813157e-15,4.77565429144644e-16,1.14954266668831e-16,-1.24364039438509e-06,-1.99778321280319e-07,1.48367491406812e-06,2.37432405919171e-16,7.83308302025219e-06,5.41978996263993e-17,3.03402670325804e-16,-3.67402964374222e-16,1.27721552057906e-07,-7.36500415032327e-16,-7.50546239482232e-16,-3.83959032976742e-08,7.57266780876649e-15,-2.05080927545502e-14,1.23953004526849e-13,-0.0932504808240356
"t85",0.0343138672748434,0.0760705686965889,-0.0376402066129049,0.0451583110114566,0.192123178715099,0.0171210459956467,0.00531040675947619,-0.0372953678058717,0.281107642406729,0.00375959804989097,0.00571881750776963,-0.09467118866248,-0.00337234955743173,0.0124057481811227,6.88996846327927e-07,-0.000520098839618736,0.0817417312795828,0.230136339384136,0.0151051162231576,-0.00591551247652837,0.0154929891144078,-0.00183329950778279,0.0017341204835886,0.000731248197523786,-0.365240697066146,0.00611854881211845,-0.000398096780761262,-5.00607244179493e-05,0.00017038441652474,0.000287224606768814,0.000676981033773187,0.0179514150186699,0.000514467968268826,3.86695469526827e-05,-7.22907708837715e-07,0.000164910874990933,-4.29391296067854e-08,5.48652164716984e-05,5.86898186676151e-06,3.65536392169389e-05,3.29911610493235e-06,1.87566076969938e-05,-2.2205999273328e-16,0.000349213077225062,-5.45391539932024e-09,0.000808911254477932,-8.49219808422025e-05,-1.34871973394438e-14,-0.175683762655972,0.000941662360019817,-0.000217594755833925,-5.7808989980754e-05,-0.00416251322593788,1.14200986652643e-05,0.000408005862576997,1.60208356528391e-05,-0.000169430181896594,2.65499362288901e-07,0.000159313577555788,0.000153037049115058,-2.74160007109113e-05,-0.359265059459493,0.0138699073419639,-3.58601969912771e-16,2.58714093056928e-15,1.09010854371652e-08,1.92896712611482e-08,4.02341855629859e-07,-0.000127460139070029,-2.21257869040463e-16,2.74579851078327e-07,-8.03117209098255e-07,-9.00498643079507e-06,-9.84326406348762e-05,2.75314589075582e-05,1.15552550826167e-05,-3.61766053416379e-05,1.06740657435639e-16,5.23468009520631e-06,0.000327904072079712,6.36079646305305e-16,5.10973096568971e-16,5.67145758051491e-07,-2.6485627853006e-15,-2.80550484015187e-06,7.14820613639659e-05,8.27292815667307e-08,4.24781670503738e-06,-4.0120914217712e-06,-1.05809789616148e-14,9.57765214108512e-16,-1.73380643426771e-05,-7.14183394858857e-15,-3.05614429357543e-16,2.62382664102391e-15,-1.60464238495126e-14,0.707106781186547,4.48619862515568e-13,4.12036427532762e-15,-6.31549964295971e-07,-1.03288224663181e-07,7.73937830615009e-07,6.46158287861767e-15,4.22365383456098e-06,-1.3338023336664e-15,-7.15074920675633e-16,-2.19581935052188e-15,7.11241472032967e-08,-4.22374248675021e-15,-1.03094607257299e-15,-2.18273973389593e-08,7.79715187059412e-15,-2.02960827475847e-14,1.24473425744473e-13,-0.0932504808240343
"t86",0.0343138672748434,0.0760705686965889,-0.0376402066129049,0.0451583110114566,0.192123178715099,0.0171210459956467,0.00531040675947619,-0.0372953678058717,0.281107642406729,0.00375959804989094,0.00571881750776966,-0.09467118866248,-0.00337234955743169,0.0124057481811227,6.88996846647104e-07,-0.000520098839618785,0.0817417312795828,0.230136339384136,0.0151051162231578,-0.00591551247652851,0.0154929891144077,-0.00183329950778297,0.00173412048358843,0.000731248197523652,-0.365240697066146,0.00611854881211856,-0.000398096780760979,-5.00607244179474e-05,0.00017038441652488,0.000287224606769068,0.000676981033773683,0.0179514150186699,0.000514467968268831,3.86695469532193e-05,-7.22907708617944e-07,0.000164910874991215,-4.29391297795194e-08,5.48652164712964e-05,5.868981866751e-06,3.65536392172175e-05,3.29911610484634e-06,1.87566076974249e-05,-2.83254473214191e-18,0.000349213077225083,-5.45391506625333e-09,0.000808911254478221,-8.49219808421733e-05,-1.36734124448979e-14,-0.175683762655972,0.000941662360020115,-0.000217594755834806,-5.78089899806838e-05,-0.0041625132259386,1.14200986657681e-05,0.000408005862577246,1.60208356529713e-05,-0.000169430181896403,2.65499362327281e-07,0.000159313577554626,0.000153037049115166,-2.74160007099849e-05,-0.359265059459491,0.0138699073419614,-2.8360983375891e-16,2.30958517441052e-15,1.09010834349691e-08,1.92896752204419e-08,4.02341855564402e-07,-0.00012746013907093,3.48629400353511e-16,2.74579851399585e-07,-8.03117209158469e-07,-9.00498643364248e-06,-9.84326406358979e-05,2.75314589071705e-05,1.15552550827831e-05,-3.61766053382562e-05,-1.95125886563555e-16,5.23468010037508e-06,0.00032790407207923,-1.57401688228266e-16,7.18264630706819e-17,5.67145758457973e-07,3.96035781063407e-15,-2.80550484131822e-06,7.14820613592813e-05,8.27292811440747e-08,4.24781670544747e-06,-4.0120914203814e-06,7.68218979346936e-15,-5.03743911886733e-15,-1.73380643316482e-05,6.97217931591402e-15,-2.40043784599258e-16,-2.16415994698146e-15,1.55385590616676e-14,-0.707106781186548,-4.50286087159999e-13,-3.73811788957314e-15,-6.31549935696671e-07,-1.03288212432137e-07,7.73937827970134e-07,-5.99371634110235e-15,4.22365383038667e-06,2.80177843306231e-15,1.37783091246898e-15,1.26739807112332e-15,7.11241452624674e-08,3.00987059615022e-15,-1.15529711817726e-15,-2.18273959712239e-08,7.53070808174172e-15,-1.95692277986661e-14,1.23138420367028e-13,-0.0932504808240304
"t67",0.0338122340365533,0.0741501657423646,-0.0364895744533155,0.0435498826808484,0.18311742989584,0.0162309892118352,0.00500682555795195,-0.0346756841662148,0.257943622412105,0.00336403016981951,0.00482602564283261,-0.0785952666109927,-0.00272345674004989,0.00916943019805869,5.06529559968017e-07,-0.000380078001802326,0.0489016556708829,0.111515230128303,0.00702894632041549,-0.00233382257628091,0.00527773943281003,-0.000516236693105262,0.000396638850389631,-0.000158015161407943,0.560379772229615,-0.00944885021179235,0.00119759222040199,0.000206950451162322,-0.000980628821796043,-0.00445384369692391,0.00535953595622244,0.119946296127409,0.00238393739944743,0.000119163511926243,-2.12755139127469e-06,0.000450292918384865,-1.13758385045899e-07,0.000110723196650457,1.16418831790256e-05,7.05673151287925e-05,6.24829291533551e-06,3.25687655524836e-05,2.24892059307404e-16,0.000536810542768693,-6.2064666060862e-09,0.000892297318482853,-9.01206685017224e-05,-1.27267169472381e-14,-0.17165611490279,0.000914136697148692,-0.000191554046661504,-5.08567674573556e-05,-0.00363094307712826,-1.52271046082652e-05,0.00124917921699942,1.97960185713003e-05,-0.000152224245140729,2.2997555613784e-07,0.000128996541530999,0.000121574482128274,-2.05995274497247e-05,-0.019541895200088,-0.0154612247304021,-2.8966205658894e-16,1.41293464490066e-15,-1.45547381503998e-07,-1.14678360550802e-06,2.52154976813817e-06,-0.00050382399269638,2.49205252246852e-16,8.72553357447915e-07,-2.51729654606705e-06,-2.59355094003666e-05,-0.000280228813773484,7.82220234490344e-05,3.11092471604337e-05,-8.90167341396207e-05,-1.43864923158951e-15,1.23173021192033e-05,0.000770666442879694,-1.66675710487661e-15,-2.38636502567391e-14,1.23813082851264e-06,0.707106781186547,-6.00795544204881e-06,0.000149507792041072,1.71918731540143e-07,8.59215263929057e-06,-7.97576001110478e-06,1.76141478021175e-15,-4.10167221088068e-15,-3.32827646692463e-05,-4.27010873175162e-16,-1.49809080057197e-16,1.2495474268908e-15,-3.2412757045508e-16,2.91505913851818e-15,2.37241559322071e-15,8.45312234076647e-16,-1.15838601274032e-06,-1.87366687379855e-07,1.39623489893321e-06,1.08003729157075e-15,7.46460675073001e-06,5.33185515059586e-16,4.02991866259961e-16,-1.21473082289706e-16,1.23188865983379e-07,-1.39581208895199e-16,-1.35126417388928e-15,-3.73161255590027e-08,7.54327997023476e-15,-1.99914122435486e-14,1.23912815498178e-13,-0.0932504808240307
"t68",0.0338122340365533,0.0741501657423646,-0.0364895744533155,0.0435498826808484,0.18311742989584,0.0162309892118351,0.00500682555795198,-0.0346756841662149,0.257943622412105,0.00336403016981951,0.00482602564283253,-0.0785952666109926,-0.00272345674004992,0.00916943019805872,5.06529559864082e-07,-0.000380078001802134,0.0489016556708829,0.111515230128303,0.00702894632041494,-0.00233382257628106,0.00527773943281021,-0.000516236693105323,0.000396638850389789,-0.000158015161407974,0.560379772229615,-0.00944885021179217,0.00119759222040186,0.000206950451162402,-0.000980628821796249,-0.00445384369692369,0.00535953595622262,0.119946296127409,0.00238393739944748,0.000119163511926122,-2.12755139120965e-06,0.000450292918384565,-1.13758384873952e-07,0.00011072319665121,1.16418831789688e-05,7.05673151288051e-05,6.24829291507058e-06,3.25687655523537e-05,-1.84618820130866e-17,0.000536810542768844,-6.20646673792517e-09,0.00089229731848298,-9.01206685018989e-05,-1.24335426683439e-14,-0.171656114902791,0.000914136697148581,-0.000191554046661237,-5.08567674576301e-05,-0.00363094307712759,-1.52271046080054e-05,0.00124917921699979,1.9796018570451e-05,-0.000152224245141561,2.29975555965855e-07,0.000128996541530048,0.000121574482128851,-2.05995274505905e-05,-0.0195418952000896,-0.0154612247304002,-4.02494119926385e-16,-4.25872239635544e-16,-1.45547378793684e-07,-1.14678360937406e-06,2.52154976985878e-06,-0.000503823992697,-2.70019417135746e-16,8.72553357817971e-07,-2.5172965440204e-06,-2.59355093986098e-05,-0.000280228813773174,7.82220234480959e-05,3.11092471610399e-05,-8.90167341530078e-05,8.62304145682229e-16,1.2317302122687e-05,0.000770666442876521,1.57334158258109e-15,2.3740046667027e-14,1.23813083402262e-06,-0.707106781186547,-6.00795525422942e-06,0.000149507792031106,1.71918755724284e-07,8.59215263934145e-06,-7.97576000960691e-06,-1.7357877473574e-15,1.04698706581848e-15,-3.32827646666832e-05,2.60870091557358e-16,-4.23163266179837e-16,-7.22866139715208e-16,2.40564034016348e-16,-3.63525670676516e-15,-3.09543280305865e-15,-4.88754645414828e-16,-1.15838601211376e-06,-1.87366687875122e-07,1.39623489812429e-06,1.2708718954751e-16,7.4646067509949e-06,6.99718968753365e-16,2.72876134791607e-16,-7.15870163348149e-16,1.23188867262357e-07,-5.33957833603441e-16,-7.24239619995471e-16,-3.73161257658496e-08,7.66861788519574e-15,-2.03502542779439e-14,1.23758526347737e-13,-0.0932504808240301
"t45",0.0341851652258502,0.0837774589982624,-0.0489764220682433,0.0905116962270067,-0.0877183203707448,-0.00143741493892607,0.000194718453422159,-0.0028914223357301,1.32597593279686e-05,-0.000890152514436335,-0.00742155735660788,0.122318258078915,0.504806009037546,0.039480336502247,-0.00554938226602763,-0.00147351592335851,0.073516716632907,0.0162935550747811,0.000843323571888617,0.00739590180892949,-0.161009200701257,-0.00468017148299983,0.00208167280211426,-0.000459812120501538,-3.25264194636623e-05,-0.0010547680757919,0.0014096349305688,0.000228854722354404,-0.000995296679093569,-0.00115423227647312,0.000928764321730389,0.00117268367290958,-0.00163665101422026,-0.000629758308407736,1.67835210316238e-05,-0.000208322652714359,-7.29611454163403e-05,0.00645467252644821,4.12612807590637e-05,0.000262392512969636,2.26617426290534e-05,0.000103208631369836,9.25923421261481e-17,0.0149638625442689,-4.77985992568635e-09,0.000557843230462141,-3.93050336744509e-05,-9.86436993429786e-17,-0.000468908807107069,-2.98158035454757e-05,8.70093408620531e-05,2.28709518594848e-05,0.000861602399274197,-0.000164703159115968,0.00578929046574619,5.49750070621649e-05,-0.00036250000178625,5.46384049261143e-07,0.00315915535216443,0.000221072644103349,-4.19622516172383e-05,-0.000249095710789984,-0.0020690181669732,-1.97800659315579e-15,9.80109119657765e-14,0.760009360945235,-3.51716733789381e-05,0.000186955782421608,-0.00302362158205583,-1.39426806717278e-15,5.16682635289734e-06,-1.49938817042296e-05,-0.000167754717785792,-0.00185159462622954,0.00051895869960354,8.23763851147871e-05,-0.289400316829726,5.13861994663154e-15,-2.82200165821709e-05,-0.00102880070342516,-1.46157461124669e-15,2.42231791114373e-15,8.10661550405096e-07,3.83130441387739e-15,-6.09014683173461e-06,6.85043700659544e-05,2.39960983729592e-07,0.000138882845229012,-1.36230574265973e-05,-4.05300331743037e-16,-5.68101711076089e-15,-6.1604323787043e-05,-5.92235555194628e-16,-1.98478843398403e-16,3.08734102084566e-16,-1.67497615547452e-16,-1.78826488516249e-15,-5.09695158944098e-16,1.5684419134994e-16,-2.26482620915895e-06,-3.69244009623802e-07,2.76077569645777e-06,1.6089016080245e-16,0.000142776537760826,2.19328286390494e-16,3.97542736037501e-16,-5.43958963144514e-16,2.47102754290604e-07,-4.63413148897992e-16,-1.55035908009406e-15,-7.49643853833007e-08,7.69053126939598e-15,-2.0366917674716e-14,1.2394097862484e-13,-0.0932504808240198
"t47",0.0340756034093739,0.0833212102552593,-0.0486560295719472,0.0898270187420785,-0.0868595994310999,-0.00142192674226938,0.000192428829278031,-0.00285043994014984,1.30431323755856e-05,-0.000872179251934154,-0.00721434249456115,0.118671341581497,0.488254732048796,0.0378718553723655,-0.00532098064604698,-0.00141219541538504,0.0696009483922117,0.015304567612736,0.000791223483577448,0.00691218004288357,-0.150087638654752,-0.00435154236215366,0.00193149990697776,-0.000421597173050457,-2.94284187235653e-05,-0.000954255254754676,0.00126887742637698,0.000205591618981402,-0.000892573211949958,-0.0010316775983992,0.000823475555179433,0.00103842998855067,-0.0014434703861404,-0.000550813136204424,1.46593256447341e-05,-0.000181497034386532,-6.34942816268344e-05,0.00553914941216751,3.53673813742994e-05,0.000224478611414317,1.9359792567239e-05,8.75486812370217e-05,-5.12850063044422e-17,0.0125478601690189,-3.89100239305416e-09,0.000452936039783351,-3.1817401498795e-05,1.68012285030128e-16,-0.00037742015942468,-2.39886750081477e-05,6.96197945877122e-05,1.82993842110885e-05,0.000689087946782854,-0.000126568606006361,0.0043006706932229,3.62507145160083e-05,-0.000219474669665145,3.2794254626064e-07,0.00186753650820108,0.000130153086445661,-2.44230415410273e-05,-0.000123915187959845,-0.000897956177795723,3.87865671077273e-16,-1.65932436584801e-14,-0.119346397144143,-2.24884920265007e-06,1.26360505281512e-06,0.00060229504315606,1.12789859786328e-15,-2.66740998745235e-06,8.25696703731776e-06,0.000142219140959347,0.00167592248773902,-0.000475181649644244,-0.000105709574068897,0.817947331666863,-1.55024230808935e-14,0.000158019689464503,0.00590255480035681,4.09820792732814e-15,-2.73504379189739e-15,1.12571899026708e-05,-7.72320277376574e-15,-4.73080455980898e-05,0.000352205361068283,1.13302289271741e-06,0.000494204874639574,-4.21802406603828e-05,2.54731154114581e-15,5.2364044929348e-15,-0.000153303334516782,1.26574062726226e-15,-1.56054906884707e-16,4.08733694180188e-16,-8.0560705254327e-16,1.85913169000645e-15,-8.78339182271004e-16,5.02032228806131e-17,-4.584292548261e-06,-7.1731782571431e-07,5.26037770486037e-06,7.04427474401434e-16,0.000254446807787993,8.21218432504919e-16,1.32404995949914e-16,-4.81868210228413e-16,4.15484242455091e-07,1.72820748945469e-16,-4.78469481488894e-16,-1.21809868182825e-07,7.65551757480903e-15,-1.93634009440717e-14,1.23908322904406e-13,-0.0932504808240369
"t48",0.0342146150395043,0.0839001916416075,-0.0490626415237333,0.0906960121932681,-0.0879496681312105,-0.00144158904685685,0.000195335725556744,-0.00290248039372344,1.33182553738937e-05,-0.000895012531877957,-0.00747774577155322,0.123307843220611,0.509302097869867,0.0399185759128961,-0.00561162133348017,-0.00149022855315369,0.0745887351356821,0.0165651053533374,0.000857635079967764,0.00752897021495132,-0.164016600609928,-0.00477075201480397,0.00212309784199686,-0.000470402066200202,-3.33894275157146e-05,-0.00108276845776061,0.00144892552926676,0.000235353510647475,-0.00102401357974777,-0.00118853898985677,0.000958334833692548,0.00121040858132279,-0.00169102414311596,-0.000652055659035975,1.73838282358612e-05,-0.000215911760571013,-7.56406462610958e-05,0.00671535497443242,4.29403367582196e-05,0.000273202463370304,2.36037701621191e-05,0.000107690191428439,-3.3795329435851e-16,0.015658826963423,-5.03905463127737e-09,0.000588471904227425,-4.14942516661501e-05,-1.64908523137601e-16,-0.000495731280923277,-3.15245254139239e-05,9.21221836532147e-05,2.42150978672449e-05,0.000912336092023326,-0.00017614581518356,0.00624418377341482,6.11387425816259e-05,-0.000412798700718698,6.23783660848933e-07,0.00362303914168131,0.000253848437883649,-4.83527713297175e-05,-0.000304267615274194,-0.00279620314801718,1.16324447571584e-15,-8.12980052814753e-14,-0.63885977096473,-1.41456739033127e-05,0.000185649897778217,-0.00337471618869556,1.70639384122944e-16,6.27391499499627e-06,-1.83414021465078e-05,-0.000217330644079765,-0.00242328662887663,0.000680441355113749,0.000114749807697033,-0.497076769802399,9.46790465304568e-15,-6.45057891652896e-05,-0.0023805540882971,-2.42236811787911e-15,-2.53557649849032e-16,-1.34595964133825e-06,3.48634733553251e-15,2.53648154481775e-06,8.15794176190326e-06,4.91751970600778e-08,6.16331605942995e-05,-7.34701150318662e-06,-1.69067511371086e-15,-4.94669038762e-15,-4.10289495994244e-05,-9.02911705052943e-16,-7.15712363335944e-16,-9.81524267087899e-17,8.63105137974317e-16,-6.50114985624604e-16,-2.94662799033736e-16,2.84357350193414e-16,-1.73121418657483e-06,-2.88706556867153e-07,2.18079452108273e-06,4.32300417355505e-16,0.000116600450136426,7.87839360799102e-16,3.07536610216691e-16,-3.29592640646931e-16,2.07254265438027e-07,-1.17687111457534e-15,-1.055805874177e-15,-6.3812033856292e-08,7.34052647327644e-15,-2.07722849912808e-14,1.23773769322439e-13,-0.0932504808240388
"t23",0.0338020646067004,0.0826870214165692,-0.0484577691860777,0.0900374489516206,-0.0898479433314478,-0.00151155528630803,0.000213395379602087,-0.00413815666060204,-0.000326368041865605,-0.000240569491452555,-0.00266536915207678,0.0403933598947274,0.135816989898623,0.000782447114549466,0.000819783423366697,2.35584655028456e-05,-0.0555237038283507,-0.0286668607141058,-0.00167155012375303,-0.0222283097677459,0.659282137945082,0.0272212665028032,-0.0170755701238062,-0.00619153848909203,-0.000165118517023777,-0.00534432149784612,0.00613010447554895,0.000948076040228644,-0.00396926847575028,-0.00431850801980179,0.0030832651710852,0.0038341292388901,-0.00512281672116158,-0.00183592155722169,4.84616683708009e-05,-0.000591949453971133,-0.000205973929506868,0.0285021929039539,9.11770505841614e-05,0.000645951850366905,5.66025685839555e-05,0.000263290784488064,-9.3317333822416e-17,0.0579732836361805,-9.61909929238656e-09,0.00112119160946897,-7.88377496297082e-05,0.707106781186547,-0.000935969567758585,-5.94914163360653e-05,0.000172671542415247,4.53862458537624e-05,0.00170906658034981,-0.000313828242184658,0.0107265135145562,9.56459337217288e-05,-0.000621155595804287,9.42487612713844e-07,0.00823847403581857,0.000324351738539258,-6.80761268832013e-05,-0.000405454310189058,-0.00342025443096521,3.69727210784045e-17,2.65682413683065e-16,-0.000266530101584064,-3.02499887573471e-05,0.00033101565267466,-0.00337729206382918,-1.00366870062558e-16,5.12658147722219e-06,-1.46636318976272e-05,-0.000143177883527769,-0.00153549989554272,0.000428057872694561,5.51228099893822e-05,-0.00442386931570916,2.78732801562795e-17,3.26373049478151e-05,0.00124966358817403,-2.38764294886374e-16,2.76564825223926e-16,5.71366039809903e-06,1.69654735018037e-16,-2.72047924481054e-05,0.000229941170727634,7.62769724837424e-07,0.000555326381506621,-3.38536525042999e-05,-7.18500780632157e-17,-2.14878624691202e-15,-0.000136840850061871,-1.59523785602444e-17,-2.44438193247964e-16,2.06042843640035e-16,-6.40909717376446e-17,-4.6402965887159e-16,-3.353398070934e-16,1.99340073799407e-16,-4.55974591032526e-06,-7.29463871381912e-07,5.40588778955856e-06,5.74259543782038e-16,0.000399006377355328,6.30310550017037e-16,2.97103575520472e-16,-3.68839165946489e-16,4.56918031658176e-07,-4.84993689130009e-16,-1.06332952971587e-15,-1.36441565670428e-07,7.53137523634785e-15,-2.02295745325961e-14,1.23843538633866e-13,-0.0932504808240307
