"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109"
"t100",-0.13812099894524,0.0184372026199227,0.000102142234103292,0.361632093594565,0.000223256406462308,0.00835972978941713,0.0113740064007918,0.0300243314069203,-0.121550850165571,0.000725817741780902,-0.00386279275507623,0.0138327994376888,-0.00282906824112893,-0.00408805294478617,-0.000153978814931667,0.00203809453729539,0.00369397855657803,0.000907675559228323,-0.0586750473944551,-0.00308806018420901,-0.00424303283821798,0.33995570223646,0.0010063334124873,0.00381929158686153,-0.000717296916649035,-8.95926577145563e-05,-0.000463066519933986,0.000133222601211457,-0.000170897805631599,-2.97571682312909e-06,-0.00613410750886455,-0.000302761896038344,0.00160622655178956,0.00149857928909511,-0.000198088209216027,-0.000109367283228509,0.000422634932392326,-0.000105009386733072,0.000362336387711386,0.453302161410285,0.00224801233768016,-0.000118618691352656,2.94273029166326e-05,2.49977145293264e-15,1.67929530602538e-06,1.11207365353352e-06,2.3186265546711e-16,-4.19743846830767e-07,-3.04230493342503e-16,1.23195646306542e-06,-0.000959577372310595,8.27814928311716e-07,-7.40130982611871e-05,6.00815843464536e-05,4.45746115438827e-05,-5.42386956098807e-06,1.30565068821291e-07,3.33917510988929e-16,6.58033248784465e-08,2.39084275582577e-06,-1.30918358567101e-07,-4.18824249122386e-05,1.77125079692826e-09,1.97427721989426e-07,0.0002628304006628,-1.51836971504632e-05,7.88735428071306e-16,-3.59581297473326e-07,-1.15209201202002e-15,-2.40647336410699e-15,1.69086408640241e-06,8.21333398610721e-16,8.84894366293972e-17,6.35709002124511e-16,6.14241769343555e-08,1.3168340607471e-15,6.10714134806641e-16,-1.53877289826923e-05,-2.28627913959702e-16,-1.34141012043169e-08,-9.31303933503316e-17,-1.4244833787497e-16,1.99276241596385e-08,-5.25398499866583e-16,3.47349213284049e-16,-6.25601393345734e-07,2.72742176666644e-16,-1.55998579426627e-15,-5.4156535873875e-17,9.57295172199715e-15,7.59546006807231e-08,-4.39277811727591e-08,-5.26415362321841e-07,8.13496892951318e-16,3.71439897051059e-15,-2.37139881373727e-15,-5.47822644319955e-08,-0.000192838511177269,-2.87269929430669e-15,-5.38676501199483e-14,-4.34756470740713e-15,-5.14852863829548e-16,3.93985129253386e-14,0.707106781186549,-1.04286024325007e-14,2.39921508220111e-15,-4.62190914027484e-15,-3.94996910112053e-15,1.88625218213685e-14
"t2",0.0217903611417262,-0.0464018218435588,-0.00411824688111577,0.0125875164170575,-0.000337414656129892,-0.0187026364868565,-0.0300169462709215,-0.0148118735562564,0.00138637851245588,-0.00548121007209876,0.0214556735505342,-0.000854899219826396,0.00135381646574861,0.0435626843918298,0.00175601965729675,-0.0208794485756489,-0.0334662102442258,-0.00692522501039802,0.29698890745409,0.0144758429722654,0.0158494854352286,0.0237947551951073,0.00132136270615269,-0.0193107442368925,0.0103010705177984,0.000290254368542426,-0.00322295949211178,0.00180697691874057,-0.00196817106841475,-5.93059304131519e-05,-0.01712872025376,0.0273569727114573,0.00218186541036381,0.00154950208323968,-0.0147097253370001,-0.00920287369803662,0.000255499438612825,-0.00842800945344361,0.00917752445354085,0.002670977232809,-0.000356023390266733,0.0112093648532478,-0.00742514903901965,-6.41630419623923e-15,-0.922171573013176,-0.141354600537366,2.84159720347523e-15,0.0142636161135672,-2.58860719511751e-15,-0.0051227837297169,-0.00229302834834998,-0.00350713817938072,-0.00015696506322232,0.000122763840775429,8.77509692495122e-05,0.0201238734017854,-0.000484496244885164,5.62161087074565e-15,-0.000247217546413431,-0.0101899405834723,0.000570591162558931,0.1295248564279,-6.98354351416e-06,-0.000969950305424176,0.000407334604780456,0.0558696781084658,-2.94984156182388e-15,0.0065162144408635,-6.78488467736516e-15,3.50901993114587e-16,-0.0115098523186688,-5.10337380540845e-16,-1.8477014770918e-15,-5.13065263464816e-16,-0.000657084409105246,3.56543625604491e-15,-3.53948628355009e-16,-2.0713469967889e-05,-4.92410356013943e-16,-4.74215559835141e-05,3.2896733314117e-16,-3.12896320757787e-16,4.73767286489294e-05,-2.6703999707478e-16,2.57567740521314e-15,-0.00100027223403223,-8.08682869774476e-17,-6.99357963953846e-16,4.77455108947192e-16,-1.12643312690293e-15,9.10562916991194e-05,-7.79047200967917e-05,-0.000904229794084448,-6.17347133395807e-16,5.22154922224452e-15,-2.01210113371489e-15,-5.55599721231379e-05,-0.000217497601310961,2.73234467038977e-16,-3.40675142192625e-15,1.25040406041378e-16,1.93432196710908e-15,-2.01866080633625e-15,4.26377146922473e-16,2.14466843874775e-16,2.66812115460883e-15,-5.38049580026601e-16,-4.94472499350244e-16,1.83657960498744e-14
"t60",0.0302898314127249,-0.151949809299183,0.00477644484174438,0.00304779927094755,-0.00216062956646396,-0.0574183905306177,-0.442080608835375,0.0311776106683366,-0.00278791958594438,0.00347749244408587,-0.0460016370148842,-0.00428672376536981,-0.000258874633206247,-0.00726323706900191,-0.00108129309505217,0.00255530400353442,0.00352345828677414,0.000658129620790814,-0.025113469694435,-0.00120819641158427,-0.00128360421563989,-0.00176758716931939,-9.40959114533691e-05,0.00137160094078487,-0.000671327667476673,-1.83902315607654e-05,0.000187465188224179,-0.00108881382025098,0.000107548148334057,3.15232964608988e-06,0.00207252676235277,-0.008133886856566,-7.12257227391639e-05,-4.61722103074709e-05,0.00042524788601444,0.000243702195835785,-6.35994771860166e-06,0.000191037830236085,-0.000543281351730094,-5.20259634179951e-05,6.61010883553845e-06,-0.000205582587406129,0.000128246759236606,5.17717226889286e-16,0.00998176805936695,0.000707480297903296,-3.56765123442827e-16,-0.00011292493875982,-7.81219147273011e-16,6.00888356850982e-06,-2.9757299465933e-07,-3.30743076607834e-06,-3.9185516642757e-07,4.19468476913984e-07,3.85639707760116e-07,0.000104780836830818,-2.58713263957373e-06,-6.28501900396766e-16,-1.83275720711069e-06,-0.000222511878141015,1.45009655885677e-05,-0.0100885177386728,1.01358810214404e-07,-5.75044907920803e-06,9.2707357284098e-06,-0.0133959277786736,7.08752899067379e-15,0.000138889780865044,3.6669793363394e-15,-1.06461482293089e-13,0.872458965236936,3.24960512131063e-15,-8.08298406504564e-15,8.3492530267476e-15,-0.0010021605665375,-9.87502666857858e-14,3.05052811389501e-16,3.00608264112344e-08,7.2979310416012e-16,-1.39517930711122e-07,-2.87157482909873e-15,-3.55280460386697e-15,3.21277054585318e-07,2.06295148885258e-16,1.60511181529192e-15,-1.04166957409126e-05,2.24862421908913e-16,7.84304559167333e-16,1.03373548139123e-15,-1.41500568344003e-15,1.21983171188813e-06,-3.44373966991772e-05,-0.0515311864452329,3.7889034762334e-15,4.08043620300892e-15,1.81637956840338e-15,-7.42240449356035e-07,-3.12283789980258e-06,1.3009116499613e-15,-1.19725762620048e-15,4.11621057686368e-17,1.54383465184423e-15,2.7514077035385e-15,1.4561825662735e-15,1.30306447792506e-15,2.15757709207315e-15,-3.42021756768649e-16,-7.6376229229056e-16,1.81902941801441e-14
"t90",0.0303701747141767,-0.152881947846001,0.004838085503666,0.00312538841262688,-0.00222635439958474,-0.0594395612168652,-0.458447335787373,0.0324772739544073,-0.00290473349964184,0.00372820381312519,-0.0493698574122194,-0.00460186413820759,-0.000284409186780873,-0.00806658841386866,-0.00122156458607369,0.0029226108848559,0.00410237530437741,0.000776858738102983,-0.0301675100714486,-0.0014543859028166,-0.00155281077847986,-0.00217085556843832,-0.000116486810886826,0.0016988322221058,-0.000846314979058086,-2.33303258407883e-05,0.000243091204231593,-0.00142663580605468,0.000141413048684774,4.25969562319443e-06,0.00286865918896185,-0.0112755009091602,-0.000103309501361805,-7.02665729798407e-05,0.000655622216905324,0.00039002808206338,-1.04563474522563e-05,0.000327696406474778,-0.000987197222791974,-9.57354816982093e-05,1.24866506930367e-05,-0.000390884106404907,0.000251826629266687,-3.48031432386207e-16,0.0262064858933762,0.00210858449524709,-1.08219752197194e-16,-0.000364060845741128,5.97369786772592e-16,0.000109657140388195,4.78277321514496e-05,7.22189795680801e-05,3.18321759294278e-06,-2.48406082624213e-06,-1.78260698264826e-06,-0.000412286214086269,9.94440164599772e-06,-1.05778613930689e-15,5.30500335456283e-06,0.000388589022649482,-2.46500752284877e-05,0.0147771452660571,-1.37854918544415e-07,5.79608531922636e-06,-7.21713057873471e-06,0.00977367350871055,-1.85665511246122e-15,-5.66887901278671e-05,-3.92629134268366e-16,2.77806801995858e-14,-0.230020385520136,-9.52684028909565e-17,2.71580612049193e-15,-2.4195068860904e-15,0.000171183929166241,3.29064477207597e-14,-2.14537003796772e-16,-2.33870913774077e-09,-8.01311750262167e-16,2.45358246958685e-09,2.25197461936402e-15,9.347210560573e-16,1.41747223949443e-08,-1.9402301531904e-15,-8.74892117283778e-16,-6.64691125580234e-07,2.60764739370051e-15,-2.08201254286919e-15,-2.02703521101293e-15,2.63668523603341e-15,-2.67028109853186e-07,6.81168617699404e-05,0.833224513116299,-7.0506882522596e-14,-1.5156081475682e-14,-3.30581005556579e-14,-1.38904110268285e-06,-3.45857995390139e-06,-8.33855564092781e-16,-3.02011914353642e-14,2.34589021203676e-15,1.06682057512439e-15,-3.13264643326807e-15,9.93498583881125e-15,1.25327548100093e-16,1.35460229224611e-15,2.20418857200467e-15,8.22827763051901e-16,2.1536388624691e-14
"t109",0.030385296740086,-0.153057091382928,0.0048496293382927,0.00313983289375678,-0.00223856211579205,-0.0598141551971467,-0.461478169448554,0.0327174466127814,-0.00292631819243294,0.00377393546920044,-0.0499839629541535,-0.00465931465188581,-0.000289018001060516,-0.00821093197345158,-0.00124659291614856,0.00298782724734361,0.00420445406860919,0.00079768526414911,-0.0310483368389987,-0.00149725957800641,-0.00159960921283662,-0.00224058322037759,-0.000120347591815597,0.0017552457465743,-0.00087630034946768,-2.41750587620661e-05,0.000252534772308595,-0.00148379687779264,0.000147136763661192,4.44528131358295e-06,0.00300113238751784,-0.0117980207101433,-0.00010857784387434,-7.41730610378747e-05,0.000692850768090556,0.000413459365477333,-1.1108190432191e-05,0.000349237407907655,-0.00105633349207712,-0.00010252581019296,1.33949419692699e-05,-0.000419489321546028,0.000270790127041244,2.83156794645705e-16,0.0285883997552283,0.00231122389037888,-2.84731729501941e-16,-0.000400085192713379,6.04716009284715e-16,0.000123414413207779,5.41057084656733e-05,8.19635450470525e-05,3.63488243874837e-06,-2.84645048023447e-06,-2.04989073066707e-06,-0.000475409022577236,1.14718868728055e-05,1.08620169008787e-15,6.15658349391002e-06,0.000457651548150603,-2.90587918223522e-05,0.0175181603585,-1.63919924406807e-07,6.98770167029789e-06,-8.82360464633139e-06,0.0119950021526753,-3.78954974000315e-15,-7.23649987320431e-05,-1.68488572197577e-15,3.75253054217731e-14,-0.303854341283689,-1.28410067267189e-15,3.18121401442613e-15,-2.11905004286409e-15,0.00023429342993583,3.45297986244046e-14,-4.26447283389832e-16,-3.39725201089499e-09,1.06813631798288e-15,3.81989800985895e-09,5.15516453701213e-16,1.06950742615094e-15,2.59397754449255e-08,1.28103527060346e-15,9.03990176409803e-16,-2.28334029318359e-06,-1.36792406764505e-15,-5.77753585657779e-16,1.55565979886734e-15,3.80388425847758e-16,5.54310942896569e-07,-4.37211629578719e-05,-0.389280878118131,3.04556388602809e-14,9.0987477643869e-15,1.13479340155942e-14,3.01651048049266e-07,1.64989919708261e-07,1.98545595748078e-15,-3.25349886837629e-16,3.71619677539681e-15,7.65666055786454e-16,-4.1380856168261e-15,-2.82145557605184e-15,2.10163925071704e-15,5.39640665983314e-16,-6.75176213067054e-16,1.70051226015128e-15,0.707106781186565
"t110",0.030385296740086,-0.153057091382928,0.00484962933829267,0.00313983289375677,-0.00223856211579205,-0.0598141551971465,-0.461478169448554,0.0327174466127815,-0.00292631819243291,0.00377393546920048,-0.0499839629541536,-0.00465931465188585,-0.00028901800106053,-0.00821093197345141,-0.00124659291614848,0.00298782724734371,0.00420445406860904,0.000797685264149232,-0.031048336838999,-0.0014972595780061,-0.00159960921283657,-0.00224058322037757,-0.00012034759181552,0.00175524574657416,-0.000876300349467254,-2.41750587621036e-05,0.00025253477230863,-0.00148379687779277,0.00014713676366123,4.44528131361783e-06,0.00300113238751795,-0.0117980207101431,-0.000108577843874546,-7.41730610377396e-05,0.000692850768090689,0.000413459365477399,-1.11081904322214e-05,0.000349237407907745,-0.00105633349207751,-0.000102525810191655,1.33949419700054e-05,-0.000419489321546381,0.000270790127041254,1.44378916569458e-16,0.0285883997552285,0.0023112238903792,-2.86490130408736e-16,-0.000400085192713222,3.5402861652366e-16,0.000123414413207885,5.41057084667402e-05,8.19635450478039e-05,3.63488243727513e-06,-2.84645048279493e-06,-2.04989073048872e-06,-0.000475409022577806,1.14718868726521e-05,-1.7082440140727e-17,6.15658349465535e-06,0.000457651548150235,-2.90587918226166e-05,0.0175181603584997,-1.6391992450268e-07,6.98770167088933e-06,-8.82360464675692e-06,0.0119950021526759,-1.83972055304278e-15,-7.23649987317263e-05,-1.44896332924296e-15,3.68348854783252e-14,-0.30385434128369,-1.71272506796714e-15,2.88224072787651e-15,-2.56790331236552e-15,0.000234293429935721,3.10742294602588e-14,-4.04761880449713e-16,-3.39724888382553e-09,5.7252837692065e-16,3.81989765556565e-09,3.22046730065283e-16,3.50156884274309e-17,2.59397767011184e-08,8.76822128664131e-16,4.88919408344619e-16,-2.28334029346889e-06,-4.3687268265963e-16,-2.80813707168445e-17,2.90159363990998e-16,-3.32151147188625e-15,5.54310943839078e-07,-4.37211629541962e-05,-0.389280878118126,3.34648609335874e-14,1.0743499766388e-14,1.762482752284e-14,3.01651044845203e-07,1.64989916607367e-07,1.72358316316535e-15,2.03803095224215e-14,-3.4047953215408e-15,1.53033378382076e-15,3.9110313126413e-15,-3.25166702766333e-15,1.85692884412521e-16,4.18466796641699e-15,-1.32782080267385e-15,-5.59602234566617e-15,-0.70710678118653
"t6",0.0309498857032187,-0.16271951033202,0.00634813767555509,-0.00432997207890753,0.102746737672262,0.00526318317403777,0.0228255649030871,-8.13684330247623e-05,4.67719935800463e-06,-0.00813258327944916,0.19631932477088,0.0230551045551353,-9.46722897394556e-05,-0.00150550356516894,-6.39370656859064e-05,-0.000200032564356339,-0.000807958459842527,-0.000226579695990698,0.0123548697513575,0.000615942897917135,0.000708660013538597,0.0012079799716318,7.09466330595163e-05,-0.00104028403614904,0.00061750108449363,1.80075133986023e-05,-0.000224517748819655,0.00248098019617778,-0.000142823923418386,-5.3569438711387e-06,-0.00576160077250572,0.0254958610706305,0.000143592758123281,0.000121258310349129,-0.00118330538224724,-0.000788914926661957,2.27314598200576e-05,-0.000788493013835848,0.00418857144928005,0.000264341961060292,-3.62511017365803e-05,0.00114792744946736,-0.000780715311639579,-1.50786855262205e-16,-0.118945573358557,0.0215696376795262,-1.6076390890514e-15,0.00174540797215238,-1.87292308799693e-15,-0.000940218080410205,-0.000460186905404946,-0.00074832618340618,-3.81290765643647e-05,3.24554468171302e-05,2.55306596134238e-05,0.00636420108868579,-0.000155373542903247,1.6188324567454e-15,-9.90986104427234e-05,-0.013314949027717,0.000892964440323805,-0.817966735487832,1.09331270656756e-05,0.0002297657088414,0.000140182426362096,-0.476025089627864,1.60816895188247e-14,-0.000654172392607166,-4.78362496421164e-15,4.54769234746841e-15,-0.0320390974720845,3.72706101701716e-15,3.13930567157993e-15,-1.80876679315436e-15,0.0276465922238216,5.32126121962318e-15,3.97631108087762e-15,7.50771341871686e-08,1.18605305709549e-15,-4.06736906324028e-07,-2.92720297150327e-15,-7.68937168124048e-16,1.03270615678129e-06,-2.90621396699601e-16,1.66969960948711e-15,-3.47656661152632e-05,-2.35039753459513e-16,1.93968325137017e-15,9.5738721710954e-16,-2.84348194936407e-15,3.98488795240054e-06,-0.000194075754414826,-0.00114831057710226,6.04029034001605e-17,2.99711172523087e-15,-1.36176461002793e-15,-2.70694175613017e-06,-1.08652649099011e-05,1.23112901716291e-15,4.90200734123021e-15,6.03641921353723e-16,1.87641044634447e-15,1.52365808119769e-15,2.66915853870995e-16,1.38225395788536e-15,1.72251484944242e-15,-9.46193584982486e-16,-1.79653445217364e-15,1.8555398677534e-14
"t42",0.0316915237829356,-0.171981340471157,0.00715051912265879,-0.00553384561148347,0.138510767724071,0.00748542989541656,0.0331515785489496,-0.000124904594255584,7.19843490214428e-06,-0.0193555273564165,0.476564273709625,0.0562611721633711,-0.000408494850114181,-0.0100050337716097,-0.00256147021258576,0.00313168218963619,0.0042598035645723,0.000795892445558993,-0.030620421313724,-0.0014752086153147,-0.00157296127644697,-0.00219508101274741,-0.000117815424145268,0.00171827824671183,-0.000858861696311969,-2.37267728620474e-05,0.000250571789293471,-0.00258437476372939,0.000145514869741858,4.67321751703526e-06,0.00447292507834882,-0.0196580258008853,-9.22314806875174e-05,-6.64831595653455e-05,0.000624511017398507,0.000376439102733877,-1.01561989880427e-05,0.000320618760644887,-0.00152093376792208,-9.3816119833647e-05,1.22907960755179e-05,-0.000384951480999655,0.000248432831124833,9.0403737650729e-16,0.0260880126411763,-0.00416846446063969,1.30736476829203e-16,-0.000314079895446233,1.00717024896355e-16,6.80942307544189e-05,2.29195422842396e-05,2.63080852288188e-05,2.30099836664119e-07,3.84176942450765e-07,7.95174869966213e-07,0.000300741590872517,-7.75118380038589e-06,-1.34883184596574e-15,-8.8990078765528e-06,-0.00314177174494657,0.000222837106347323,-0.284774071814948,4.59276185894033e-06,0.000308251707691498,-0.000393879599383446,0.791091827473271,-1.83158346677527e-14,0.000266681776257467,1.91401490379165e-14,-1.90328015721089e-15,0.00897354001577342,-1.9818267801517e-15,-1.31450968890111e-15,-3.14311649857524e-16,-0.00612959533286045,1.78641994759553e-14,-1.70969956942381e-15,-1.29155967515729e-08,7.92681781485941e-16,5.75792832350539e-08,2.42013334418186e-15,2.42364506640694e-15,-1.10732387339513e-07,-5.27568657606477e-16,5.57230577592262e-16,2.4697704491033e-06,-1.94478379821901e-16,-1.57458054087396e-15,-1.64141369921008e-16,2.08148386863579e-15,-1.73506834058302e-07,6.59473308420142e-06,3.63044011695586e-05,-6.66649622691044e-16,1.48395837278338e-15,5.53494935575023e-16,7.3439877604662e-08,2.49539294541052e-07,7.28706808305384e-16,-1.13957728201422e-14,6.97830700544231e-16,1.55164095408221e-15,-2.29029657171954e-15,1.29531669642428e-15,1.0728018954502e-15,2.37301616780615e-15,7.39351936537152e-16,-1.08729838674073e-15,1.89202766525623e-14
"t73",0.0317461104393065,-0.172666000026806,0.00721032952947353,-0.00562494905584168,0.141233098473549,0.00765553128211169,0.0339436486851153,-0.000128262032444764,7.39291610204069e-06,-0.0202506130653382,0.498942060229064,0.0589135404663795,-0.000434224385088102,-0.010710275636473,-0.00277257570512194,0.00341702339458625,0.00470199731394239,0.000886377167367599,-0.0344913130147564,-0.00166395759218375,-0.00177991512459264,-0.00250836902172595,-0.000135327511999116,0.00197432250252511,-0.000998226298636984,-2.76898250221631e-05,0.000296611948877329,-0.00307991772353584,0.000173812846338629,5.68179412604239e-06,0.00552366722591241,-0.0242998225060066,-0.000117406272566366,-8.73045598957459e-05,0.000827022626290387,0.000510696726173347,-1.40200393498159e-05,0.00045487117269782,-0.0022392601672068,-0.000139246473749042,1.85516480779042e-05,-0.00058346698966152,0.000384381854781158,-7.37278976497186e-16,0.0484468509549898,-0.00836337016178561,2.01735381295642e-16,-0.00066044961330229,6.46380066368549e-16,0.00030502442224409,0.000146713966494458,0.000236678903369857,1.19584602462241e-05,-1.01731228511156e-05,-8.02534949397976e-06,-0.00201018211563761,4.91238958149009e-05,1.14582855402295e-15,3.19755239804639e-05,0.00486006729390272,-0.000330240163673609,0.333025995296962,-4.76865931746577e-06,-0.000193913398019274,0.0001519468524836,-0.265832796610928,4.79964255838972e-15,-6.60676825495376e-06,-8.3078233598931e-15,-6.56023251470244e-16,0.000969440895662064,-2.78357575368761e-16,2.48716786870672e-16,9.77482192908409e-16,-0.00117834792804619,-5.03535786322838e-15,-8.62631895948092e-16,-3.58315439511031e-09,3.71458992691031e-16,1.92932825754164e-08,1.22491531808198e-16,-1.09029334409131e-15,-4.46373184077998e-08,1.37608962848845e-16,9.55297861914335e-16,1.17379977768075e-06,6.54824426895229e-15,-0.707106781186548,-3.6044887207207e-15,-1.16706253277859e-14,-9.16317668414505e-08,3.59922086345981e-06,1.99699795831694e-05,-7.36444137176238e-16,5.17840754733911e-15,-3.10938251919381e-15,4.09901003260629e-08,1.41125711406555e-07,2.19257062792768e-15,1.40759669481507e-15,8.59511238255783e-16,3.59720496649763e-16,3.78438378450596e-15,9.32144722088121e-16,8.47781960676686e-16,3.18616600438348e-15,-1.28144779621279e-15,5.06468978756852e-16,1.81404951961934e-14
"t74",0.0317461104393065,-0.172666000026806,0.00721032952947353,-0.0056249490558418,0.141233098473549,0.00765553128211165,0.0339436486851153,-0.000128262032444835,7.39291610197477e-06,-0.0202506130653382,0.498942060229064,0.0589135404663797,-0.000434224385088178,-0.0107102756364729,-0.00277257570512174,0.00341702339458634,0.00470199731394219,0.000886377167367552,-0.0344913130147564,-0.00166395759218348,-0.00177991512459277,-0.00250836902172579,-0.000135327511999063,0.00197432250252576,-0.000998226298636831,-2.76898250220773e-05,0.000296611948877246,-0.00307991772353627,0.000173812846338754,5.6817941261258e-06,0.00552366722591202,-0.0242998225060066,-0.000117406272565646,-8.73045598953712e-05,0.000827022626291134,0.000510696726173375,-1.40200393497856e-05,0.000454871172698162,-0.00223926016720686,-0.000139246473747027,1.8551648079906e-05,-0.000583466989661782,0.000384381854781192,-3.71469163499741e-16,0.0484468509549898,-0.0083633701617852,-2.75022011198878e-16,-0.000660449613302449,9.21513355176111e-16,0.000305024422243786,0.000146713966494275,0.000236678903370501,1.19584602434331e-05,-1.01731228489771e-05,-8.0253494922485e-06,-0.00201018211563867,4.91238958147076e-05,-7.55428375734686e-16,3.19755239807548e-05,0.00486006729390325,-0.000330240163673532,0.333025995296965,-4.76865931699739e-06,-0.000193913398018753,0.000151946852483867,-0.265832796610926,5.11189278405369e-15,-6.60676825495394e-06,-8.18639271657473e-15,6.18998503369122e-16,0.000969440895660293,6.52210450502673e-16,2.66852435139059e-16,9.24520467354177e-16,-0.00117834792804583,-1.16550626475559e-14,-1.14258091916932e-17,-3.58314721205408e-09,-4.14784601133057e-16,1.92932832920891e-08,-8.51978074190102e-16,-2.00871014606132e-15,-4.46373170527618e-08,6.83303609113229e-16,-2.9458546156967e-16,1.17379978107685e-06,-5.62937078414652e-15,0.707106781186547,4.09551396930992e-15,9.17728140650364e-15,-9.16317691856758e-08,3.59922085592003e-06,1.9969979585553e-05,-8.31306205097266e-16,-6.80219080646699e-16,1.4373580889817e-15,4.0990099129981e-08,1.41125721341235e-07,1.23207505151478e-16,-2.72798407191363e-15,5.81452075333608e-16,1.33320688654681e-15,-3.29675744421935e-15,1.98685659740252e-15,6.43492269490398e-16,7.05888508810322e-16,7.36454695071788e-16,-1.73854889125005e-15,1.86678519480974e-14
"t83",0.0326081315771993,-0.184534498064883,0.0084820648799356,-0.00884799148162882,0.269766269763341,0.0193722111617268,0.09982938287335,-0.000714006717907754,4.31010374885281e-05,0.00769828743764875,-0.172602630614034,-0.0198779084381443,-1.25126715375499e-05,-0.00105653375724227,-0.000455758455026744,0.000660788802557137,0.00103445160165983,0.000206249100622735,-0.00836362304391634,-0.000404828086285084,-0.000435973116429333,-0.000622203045946793,-3.36574591646108e-05,0.000491079449932502,-0.000247797567746,-6.85419688678442e-06,7.21866809416503e-05,-0.00074105817242373,4.16414234874988e-05,1.30724432149056e-06,0.00121459581048436,-0.00532642244239676,-2.30229778729265e-05,-1.45776746834781e-05,0.000130928993954972,6.71482390481954e-05,-1.54583148187724e-06,3.32726557288687e-05,-3.13640304772074e-05,7.8127406590519e-08,-6.14466034731765e-07,2.43421517910364e-05,-3.37644669449725e-05,2.77915024830413e-15,-0.0699868637313546,0.575355471002984,-5.56876451126569e-15,-0.00252075758307118,-8.88238646887271e-16,0.000174217218155908,7.36149881349587e-05,0.000110307474753751,4.89456245388146e-06,-3.87762352096659e-06,-2.84856555630118e-06,-0.000674890737821045,1.63482352294986e-05,-1.95725024188409e-16,9.39486249779435e-06,0.000997948396997959,-6.59493852957108e-05,0.0553917551543697,-7.05956316754222e-07,-1.11871406938943e-05,-8.86993010283451e-06,0.0260937867694608,-8.95260938075247e-16,2.09009803931997e-05,-1.10020412635103e-15,-1.30086157089013e-15,0.000733906198666653,1.59209654536483e-15,-1.39314092480709e-15,6.83419327405022e-16,0.0498705973308213,-2.61764355550363e-15,-2.28614410885328e-15,-2.33338499442e-10,9.6736637299374e-16,-1.20916469888508e-09,-1.59089205843544e-16,-1.08304106584328e-15,1.22308004189131e-08,5.53374983567159e-16,5.50617384717474e-15,-8.0939979528462e-07,1.67230211291359e-15,1.93763407704817e-15,1.13134828306767e-15,5.63762226765849e-15,1.32806191229331e-07,-7.19515745796203e-06,-4.36583828062709e-05,8.057605956387e-14,0.70710678118655,-1.66048070264006e-14,-1.07827414439909e-07,-4.51351884376773e-07,2.62085429642402e-15,1.42497504435615e-14,1.38158144673762e-15,2.24569341529504e-15,-1.86198666664699e-16,2.88722737970993e-16,6.12054153370016e-16,2.45356621418214e-17,1.43098800375739e-15,-1.31845694892872e-15,1.94270609055183e-14
