,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
t39,5.269731,-0.2994566,-0.6672916,7.4264016,7.2950373,-0.15944116,-0.43214265,5.612726,5.3427625,2.3075192,-0.026174182,0.048942268,-0.34020072,-0.3423353,0.36285353,2.8040566,0.14483175,2.564172,4.480729,-0.16653177,3.2496786,-0.068502754,-0.28461492,-0.16874447,-0.7361666,-0.19743967,3.612111,18.543428,-0.3333041,14.279008,-0.11552525,4.9940376,9.187833,-0.21405448,19.263323,0.99299306,0.1263336,-0.08992139,0.042877994,0.118126996,0.042746928,-0.012363673,13.583093,2.5147855,-0.049936995,-0.068699986,-1.1053388,-0.006909749
t57,5.667249,-0.30970758,-0.70265317,7.8066053,7.7026424,-0.16445912,-0.42056945,5.9913244,5.6383014,2.4169974,-0.02826269,0.05044957,-0.36265546,-0.36355636,0.37790734,2.776267,0.15268132,2.8647156,4.257069,-0.16092528,3.0001469,-0.073431104,-0.29187155,-0.17586295,-0.723883,-0.20099224,3.5835388,19.27464,-0.3434852,15.213716,-0.13790904,5.3548017,9.537002,-0.21669546,19.598545,0.9988523,0.13178368,-0.08754151,0.0415971,0.11935741,0.04348428,-0.014709559,14.410847,2.8441186,-0.04869117,-0.07358388,-1.0485677,-0.007526361
t58,5.503872,-0.30752745,-0.6891163,7.640197,7.5441113,-0.16223827,-0.4357033,5.8328524,5.538952,2.2919042,-0.029026795,0.049850862,-0.3730164,-0.35539553,0.3735821,2.847161,0.14975876,2.8824248,4.4148707,-0.1605857,3.1121554,-0.072192386,-0.29575035,-0.17693692,-0.7330256,-0.20104697,3.632562,19.114084,-0.34858707,14.9349575,-0.13075818,5.147725,9.585815,-0.21380292,19.649462,1.0048594,0.12867318,-0.087522,0.041457366,0.12277268,0.042344123,-0.013928187,14.224783,2.6830952,-0.0487385,-0.07531354,-1.083934,-0.0074698864
t65,6.593962,-0.324159,-0.7781356,8.784191,8.639358,-0.1773697,-0.33066115,6.8714128,6.2044935,3.090645,-0.025087602,0.054549627,-0.30379972,-0.4100829,0.4027571,2.3617358,0.16853975,2.7854173,3.3899975,-0.1629105,2.3834717,-0.07942386,-0.26916954,-0.16768578,-0.66094935,-0.20370433,3.3366098,20.049547,-0.3120698,16.704357,-0.18124117,6.5674634,9.287401,-0.23356368,19.338942,0.96068394,0.14874524,-0.086521715,0.04239359,0.09959749,0.0501017,-0.018842157,15.492072,3.6891441,-0.048666175,-0.06288286,-0.8637935,-0.007912096
t66,6.6111846,-0.32529452,-0.77858794,8.796754,8.640343,-0.17758116,-0.3304183,6.879864,6.2123637,3.1101954,-0.024911402,0.054627664,-0.3034947,-0.41040805,0.40330356,2.3520868,0.1686566,2.7876832,3.4002807,-0.16316792,2.3750358,-0.07959062,-0.26880485,-0.16686161,-0.6608148,-0.20384946,3.324279,20.056154,-0.31123942,16.729156,-0.18141687,6.5851374,9.287043,-0.23396339,19.31445,0.96268475,0.1492279,-0.08644516,0.042454846,0.09937116,0.050110053,-0.018906372,15.505344,3.71885,-0.048542112,-0.06281288,-0.8623539,-0.00790399
t61,5.5573797,-0.30511072,-0.6922347,7.6604023,7.579146,-0.16287127,-0.43479523,5.876906,5.5799923,2.3391936,-0.028798394,0.049861766,-0.3694839,-0.35640773,0.37478134,2.851406,0.14967637,2.8860757,4.4074254,-0.16131893,3.1159818,-0.07228445,-0.29478434,-0.17549607,-0.7320228,-0.20063716,3.6408226,19.169765,-0.3483904,14.987416,-0.13244013,5.1852145,9.593113,-0.21505348,19.657188,1.0051148,0.12848094,-0.08750607,0.041412,0.122360505,0.04277401,-0.014190515,14.249707,2.6959674,-0.048323315,-0.075115174,-1.0803287,-0.0075205676
t62,5.5650935,-0.30522394,-0.6927549,7.669787,7.585115,-0.16292962,-0.4342533,5.8835196,5.583536,2.3445227,-0.02876899,0.04987334,-0.36896124,-0.3567818,0.37499577,2.8493526,0.14982277,2.885894,4.398848,-0.1612556,3.1118917,-0.07239865,-0.29464743,-0.17549607,-0.73153895,-0.20064788,3.639648,19.177036,-0.34814036,14.999788,-0.13283744,5.195375,9.591958,-0.21520282,19.652521,1.0049937,0.12867093,-0.08751182,0.041409194,0.12216975,0.04281111,-0.014236146,14.256576,2.7049525,-0.04831997,-0.075072676,-1.0785552,-0.0075141224
t54,6.333981,-0.3178908,-0.7568642,8.514065,8.3811245,-0.17422244,-0.3581649,6.62932,6.073251,2.9622693,-0.025080204,0.053813405,-0.32186654,-0.39523655,0.39553374,2.5135398,0.16273688,2.8031468,3.670613,-0.16315573,2.5724945,-0.07781425,-0.27255064,-0.16783956,-0.6852789,-0.20136014,3.4061728,19.847366,-0.32114783,16.306873,-0.16839899,6.2336154,9.320597,-0.22898124,19.395086,0.9747136,0.14335601,-0.08680306,0.042121343,0.1054106,0.048453946,-0.018139815,15.168782,3.4620593,-0.048143048,-0.06533025,-0.91162026,-0.007730603
t28,3.1270843,-0.27349398,-0.49296173,5.0942087,5.1942053,-0.12824382,-0.64924496,3.5512872,3.9826145,0.5563868,-0.037638567,0.040599544,-0.5036728,-0.23955314,0.31016275,3.790659,0.10848599,2.9898667,6.5750256,-0.15679415,4.643112,-0.054258768,-0.34608036,-0.18797864,-0.86988324,-0.19687986,4.2826643,16.88445,-0.4182463,10.872874,-0.020948958,2.147644,10.094518,-0.17006245,20.169939,1.0866274,0.08507608,-0.0887972,0.038899485,0.17001627,0.02562134,-0.002600954,11.379908,0.42422748,-0.049254995,-0.09742621,-1.5726249,-0.0065271566
t29,3.8813353,-0.2823239,-0.55439734,5.88755,5.946569,-0.13860531,-0.57673895,4.248644,4.4517198,1.1239369,-0.034628794,0.043699283,-0.46271506,-0.2766286,0.3309112,3.4935558,0.12091868,2.9146717,5.892467,-0.15978745,4.1253843,-0.060358267,-0.3268118,-0.18224832,-0.8226965,-0.19713184,4.0275197,17.604548,-0.39605507,12.139275,-0.053810965,3.111654,9.884539,-0.18355879,19.937897,1.0563633,0.10000041,-0.08861352,0.039277494,0.15445901,0.030973876,-0.006138179,12.238858,1.1434252,-0.04914931,-0.0887328,-1.4102657,-0.0068472587
t83,8.490299,-0.3486201,-0.94161004,10.802955,10.678525,-0.20382132,-0.11326428,8.681427,7.4241967,4.6515746,-0.017426783,0.06573147,-0.18751441,-0.51068217,0.46192676,1.3300729,0.19930859,2.7177393,1.5528089,-0.17888857,0.881196,-0.09673519,-0.20671806,-0.15213224,-0.53788954,-0.2016463,2.6465557,22.02654,-0.25185224,20.033445,-0.26016214,9.22551,8.476052,-0.26645505,18.597393,0.86968285,0.18551181,-0.08667388,0.043144405,0.058091465,0.06485229,-0.028452137,17.784327,5.635024,-0.04539442,-0.036716375,-0.41530827,-0.00897807
t84,8.65679,-0.3525785,-0.96194047,11.018942,10.871509,-0.20722975,-0.09315262,8.868406,7.5387945,4.8543305,-0.01698175,0.066932976,-0.1749258,-0.5202622,0.46792608,1.2444787,0.20239253,2.7272377,1.3917856,-0.18057552,0.7538101,-0.09884769,-0.20068628,-0.14691664,-0.52379435,-0.20229934,2.5596075,22.204517,-0.24463655,20.390364,-0.26894552,9.497259,8.387568,-0.27039236,18.520731,0.8654208,0.18965146,-0.08616092,0.043248985,0.05391989,0.06620973,-0.029650927,18.06312,5.8244953,-0.044977665,-0.033612426,-0.364667,-0.009041459
t51,5.626303,-0.30620205,-0.70265317,7.780172,7.705065,-0.16248399,-0.40806854,5.9330454,5.6287136,2.4299319,-0.02805093,0.051191486,-0.3633152,-0.36400563,0.37998694,2.7738745,0.15048191,2.8381732,4.2913003,-0.16547559,2.8814511,-0.07433206,-0.28111926,-0.17069407,-0.7167585,-0.19716048,3.4745693,19.338217,-0.34471953,15.140055,-0.13137914,5.377004,9.400955,-0.21549223,19.501392,0.9870368,0.13237591,-0.08783629,0.040486448,0.118826814,0.043737262,-0.01443538,14.307085,2.8475332,-0.047832683,-0.07017089,-1.0305498,-0.007746284
t42,4.4673257,-0.29040873,-0.60589427,6.5255013,6.5498486,-0.14665876,-0.51876175,4.825083,4.877445,1.5604668,-0.03297585,0.046191074,-0.429165,-0.30625266,0.34794325,3.2551377,0.1307856,2.9179726,5.3430524,-0.16217683,3.6907632,-0.06545908,-0.3133011,-0.17936066,-0.78907144,-0.197314,3.8364036,18.25491,-0.38157248,13.160972,-0.07901906,3.8753788,9.735162,-0.19433266,19.836014,1.0313146,0.11056462,-0.08813479,0.039660808,0.14278476,0.035359442,-0.0088528395,12.952777,1.7176139,-0.048629716,-0.08314627,-1.2824664,-0.0072025456
t27,3.5406237,-0.27958345,-0.52804714,5.5441303,5.5977054,-0.13448672,-0.610408,3.9532633,4.2509294,0.86845696,-0.03610604,0.042270508,-0.47953057,-0.2605285,0.32131204,3.604841,0.11585745,2.9407792,6.186022,-0.15801355,4.3447313,-0.057226837,-0.33727348,-0.18333633,-0.8427984,-0.19718705,4.162596,17.24582,-0.40467164,11.593517,-0.039937545,2.6869485,9.952229,-0.17732364,20.027401,1.0710598,0.093003064,-0.0886865,0.039211962,0.16071302,0.0288635,-0.0047039352,11.832421,0.82328945,-0.049072865,-0.09234327,-1.4824505,-0.006644695
t33,4.3374453,-0.28574046,-0.58847135,6.436585,6.355739,-0.1459741,-0.52605814,4.7449203,4.6418056,1.5521194,-0.032770652,0.045681722,-0.42334288,-0.299936,0.33872882,3.142085,0.12824407,2.774763,5.3392425,-0.15835759,3.8403664,-0.064255856,-0.31313282,-0.16152003,-0.7771831,-0.1966389,3.9090166,17.747381,-0.37402168,12.852802,-0.07550106,3.7275147,9.547217,-0.19115418,19.493519,1.0340877,0.10579753,-0.08759361,0.040049657,0.14087453,0.034849223,-0.009053446,12.525331,1.6432661,-0.048240893,-0.079674244,-1.2936685,-0.0068398453
t34,4.746141,-0.2920599,-0.62207717,6.8617716,6.7924514,-0.15223216,-0.4858328,5.1424813,4.8870378,1.8689487,-0.031027107,0.047765415,-0.40300354,-0.32133257,0.34982726,2.9732327,0.1353389,2.693633,4.949233,-0.15947585,3.5669944,-0.06779393,-0.30316433,-0.15661389,-0.75212395,-0.1969477,3.772535,18.113525,-0.36060658,13.550856,-0.0938587,4.261941,9.436884,-0.19878168,19.33719,1.0198869,0.11443676,-0.087517865,0.04013014,0.13207668,0.037615918,-0.011245163,12.985994,2.060232,-0.048189253,-0.07439506,-1.2036769,-0.007011009
t48,5.9107094,-0.31449574,-0.72755474,8.217125,8.027844,-0.16846523,-0.40862593,6.2891374,5.8331456,2.7920496,-0.024189083,0.05401693,-0.34515077,-0.37412503,0.38455096,2.6119332,0.15460232,2.4273236,3.9890325,-0.1711905,2.8525708,-0.07493702,-0.27606127,-0.15251252,-0.6901856,-0.2047471,3.484612,19.390076,-0.3278224,15.596503,-0.14416134,5.934013,9.35762,-0.23038448,19.346989,0.9972664,0.13857158,-0.09338728,0.04393847,0.11041356,0.046316475,-0.016200615,14.577386,3.1668973,-0.049516805,-0.067012586,-0.98872966,-0.00752543
t49,5.627744,-0.30982292,-0.70206285,7.8764205,7.733998,-0.16438748,-0.44093296,6.0215683,5.621716,2.5747354,-0.02550111,0.05262696,-0.36022255,-0.36032662,0.3763239,2.7494075,0.14925574,2.4623697,4.2734404,-0.16976133,3.0689538,-0.07253393,-0.28534314,-0.15435046,-0.7086772,-0.20460391,3.6077604,19.132235,-0.3362486,15.088548,-0.13124888,5.5543513,9.454433,-0.2251159,19.465548,1.0086004,0.13213937,-0.09378088,0.04364732,0.11648045,0.044373367,-0.014769785,14.20706,2.849567,-0.049309365,-0.070606515,-1.0565689,-0.007411066
t31,5.873015,-0.3121574,-0.7141851,7.9820824,7.9094024,-0.16664001,-0.41013643,6.1986737,5.7133994,2.7011707,-0.025938846,0.053279113,-0.3383698,-0.36876118,0.3790214,2.6639562,0.15067261,2.483134,4.0422544,-0.1646875,2.8684845,-0.07241989,-0.2842232,-0.15056442,-0.6998828,-0.20197468,3.5769985,19.193316,-0.3237496,15.227588,-0.13826302,5.8009934,9.380639,-0.22564565,19.251402,0.99888927,0.13571356,-0.091817565,0.042239252,0.11352011,0.04628679,-0.015165549,14.342143,2.955515,-0.04960852,-0.065991186,-1.0162073,-0.0072738407
t32,4.5631776,-0.2941687,-0.6062046,6.6362357,6.612804,-0.14806667,-0.5363744,4.9358997,4.859957,1.6817857,-0.030091103,0.04792166,-0.41893908,-0.30186102,0.34537706,3.2186162,0.12887135,2.6179287,5.289464,-0.16214408,3.817929,-0.06336903,-0.3196626,-0.16538149,-0.7825361,-0.2008575,3.9624815,18.04165,-0.36540222,13.045059,-0.07979957,4.0787215,9.785031,-0.20199555,19.719608,1.0549554,0.111589216,-0.09251944,0.041676,0.14200947,0.036543705,-0.008968205,12.85623,1.697546,-0.049993824,-0.081479505,-1.3084465,-0.0066897157
t26,3.898523,-0.2867283,-0.55429274,5.9527454,5.9752975,-0.139058,-0.5953558,4.297311,4.46793,1.2061818,-0.03281749,0.04517726,-0.4576226,-0.27124044,0.32843795,3.4982102,0.11816533,2.687211,5.8771515,-0.16131537,4.201009,-0.058316663,-0.3360246,-0.17025076,-0.8230677,-0.20075059,4.1440873,17.454058,-0.38639536,12.007322,-0.05029162,3.2572684,9.929728,-0.19054428,19.907743,1.0743197,0.09929935,-0.09248946,0.04116293,0.15350725,0.031996503,-0.005918274,12.115136,1.1015084,-0.05023149,-0.08795878,-1.4406323,-0.006484487
t55,6.9541764,-0.3333295,-0.8054325,9.2146,8.97162,-0.18127967,-0.31963485,7.112908,6.35808,3.4393635,-0.020648366,0.05733487,-0.2924617,-0.40861768,0.4099122,2.349919,0.16701598,2.4860923,3.2689607,-0.17386846,2.186919,-0.08086575,-0.29545453,-0.13942663,-0.64805514,-0.20606892,3.2184865,20.29893,-0.3035888,16.951502,-0.17888246,6.977918,9.254403,-0.2492924,19.38664,0.98861796,0.15444209,-0.092701286,0.04513327,0.09272261,0.053858936,-0.01889738,15.610748,3.8734841,-0.049828917,-0.057022594,-0.88597417,-0.007654854
t56,5.779133,-0.31740776,-0.70701134,7.9798884,7.854095,-0.16522045,-0.42891192,6.010233,5.5990205,2.5314646,-0.025722902,0.05285771,-0.36440518,-0.35284954,0.3799967,2.8221717,0.14819232,2.567893,4.3273144,-0.17032625,2.9947517,-0.07238154,-0.32275012,-0.15059379,-0.72226435,-0.20524861,3.5758736,19.261492,-0.34012622,15.036092,-0.12719497,5.51024,9.605871,-0.22706527,19.745935,1.0365103,0.1333863,-0.09338559,0.044160556,0.11754098,0.045348145,-0.013603701,14.326133,2.7475433,-0.0504452,-0.070080824,-1.1299227,-0.0072558527
t80,9.161276,-0.3797067,-1.0226989,11.934103,11.365412,-0.21779607,-0.09578935,9.373913,7.896806,5.3627725,-0.013118294,0.06957063,-0.16682994,-0.5273226,0.48362246,1.5618938,0.2099935,2.2357736,1.1912947,-0.18118373,0.5545247,-0.098268665,-0.26630569,-0.11895279,-0.5051049,-0.21131365,2.410357,22.722878,-0.22372924,21.186733,-0.28652337,10.324825,8.671033,-0.2960572,19.019453,0.9387035,0.20496148,-0.092613146,0.048891608,0.044233195,0.07104393,-0.030564932,18.772186,6.0409937,-0.04965288,-0.028662639,-0.42181858,-0.008442409
t93,9.739367,-0.40619472,-1.140108,12.960995,12.254418,-0.22680065,-0.021610271,10.0893,8.8251,6.182633,-0.017744286,0.07577564,-0.10275297,-0.5650841,0.5200404,1.123626,0.23206761,2.197442,0.1953833,-0.17325723,0.1538894,-0.116711706,-0.21904865,-0.06783125,-0.4830826,-0.20752071,2.3210392,24.0948,-0.17452456,23.061052,-0.33307084,11.575513,8.605793,-0.31630734,18.968391,0.9639414,0.22538371,-0.09379431,0.05376621,0.032595318,0.07475551,-0.039140336,20.07837,6.9627857,-0.041538797,-0.019517079,-0.1645727,-0.008134892
t94,10.566394,-0.44548634,-1.3554298,14.881538,13.540494,-0.24011819,0.75904197,11.291575,10.941515,7.309137,-0.026616381,0.08630896,-0.013075725,-0.6011432,0.5791979,0.6199104,0.2730317,1.9432293,-0.012706582,-0.15628533,0.18612541,-0.16125788,-0.11592301,0.5665301,-0.5302127,-0.20065857,2.580234,26.767834,-0.05965214,26.176046,-0.40274477,13.688379,9.284186,-0.36563745,19.373692,1.0702121,0.25544888,-0.09283591,0.07076973,0.028736211,0.07879162,-0.057024397,21.893543,8.846046,-0.019844502,-0.001349099,1.2547883,-0.0058619394
t85,9.316954,-0.3857987,-1.0524566,12.181681,11.596402,-0.2212542,-0.07528841,9.569082,8.1016,5.6227126,-0.014584379,0.071170494,-0.1492626,-0.54054123,0.49316877,1.4114305,0.21559192,2.2541773,0.90800744,-0.18073346,0.37177724,-0.1018038,-0.25593063,-0.114262156,-0.4941173,-0.21013477,2.3349328,23.01494,-0.21797204,21.719381,-0.2996685,10.617977,8.551569,-0.300461,18.958605,0.9374075,0.2100334,-0.09402395,0.049109776,0.03947824,0.07247671,-0.032337908,19.1877,6.2118344,-0.048634306,-0.027766077,-0.35204428,-0.008547728
t78,9.542629,-0.39459476,-1.0958363,12.532976,11.848217,-0.22373043,-0.052324697,9.7988825,8.430399,5.9898415,-0.018415613,0.07266213,-0.109872766,-0.5565663,0.5041277,1.1126676,0.22257021,2.3262198,0.47526333,-0.17559855,0.2935568,-0.109972656,-0.23674761,-0.088018455,-0.47898707,-0.20889762,2.3606482,23.451004,-0.19352807,22.350838,-0.32014915,11.083808,8.507765,-0.3059516,18.813988,0.9319018,0.21575661,-0.09303041,0.05112929,0.034872744,0.07347223,-0.035927996,19.579947,6.630313,-0.044752043,-0.022693364,-0.2409677,-0.008481231
t69,6.581217,-0.3339674,-0.7771251,8.947889,8.715466,-0.17734276,-0.352691,6.8238835,6.1144686,3.1573532,-0.022403093,0.057474647,-0.32471752,-0.3944644,0.40550607,2.5829048,0.16212556,2.453388,3.6492703,-0.174629,2.4095473,-0.077453926,-0.3269347,-0.1443334,-0.6756426,-0.20868,3.3468072,20.09667,-0.3159576,16.469841,-0.16243719,6.66562,9.519313,-0.24498503,19.693724,1.023295,0.15015203,-0.09523826,0.045530383,0.1025868,0.051364098,-0.017047076,15.445834,3.4591448,-0.050500397,-0.061175477,-0.990183,-0.007691673
t70,9.542242,-0.3917505,-1.1103925,12.677433,11.94979,-0.22401774,-0.028950857,9.920327,8.658154,6.159268,-0.016841441,0.074064426,-0.10706137,-0.55450255,0.50971955,1.1447146,0.22484207,2.2307262,0.4219738,-0.1754249,0.15369031,-0.11506073,-0.22400351,-0.06509637,-0.4714786,-0.20710258,2.3451312,23.587133,-0.18111865,22.620808,-0.3235518,11.218229,8.617499,-0.31759283,18.648287,0.93645954,0.21920055,-0.09319423,0.05282367,0.034612544,0.07399121,-0.037941266,19.721806,6.8963847,-0.04000853,-0.019307919,-0.14350127,-0.008133785
t67,7.568623,-0.34499112,-0.85325336,10.001002,9.651083,-0.19077154,-0.2606725,7.77528,6.7174277,3.923566,-0.018552111,0.06097624,-0.2624574,-0.44205457,0.4303561,2.1307895,0.17764698,2.3302042,2.7151685,-0.17782125,1.8024976,-0.08527243,-0.3044968,-0.13611107,-0.61222386,-0.2086016,3.0382645,20.92752,-0.2841999,18.030998,-0.20689557,7.8955674,9.201059,-0.26194304,19.33796,0.9849174,0.16726288,-0.09469339,0.046652243,0.081902035,0.058409933,-0.021631995,16.498257,4.4104333,-0.050229665,-0.049223777,-0.77404636,-0.008076759
t68,7.1725893,-0.3396152,-0.82124007,9.581263,9.260585,-0.18459475,-0.29777917,7.379101,6.474585,3.5936275,-0.020156894,0.059253983,-0.28790277,-0.42191067,0.4191405,2.32609,0.17102338,2.3769267,3.1114252,-0.17603561,2.0539987,-0.08167073,-0.30766964,-0.13774964,-0.63770485,-0.2087343,3.1730292,20.55023,-0.2958658,17.357098,-0.1882263,7.3755198,9.327745,-0.25530747,19.468752,0.9987512,0.15976007,-0.09510221,0.045915812,0.09006022,0.055573896,-0.019736893,16.032436,4.0172954,-0.050190467,-0.053997204,-0.86082965,-0.007889863
t2,0.30989593,-0.18849653,-0.19071795,1.7205434,1.7456474,-0.08131838,-0.7516213,0.8451114,2.3065252,-0.011326989,-0.03978688,0.028440086,-0.53468287,-0.13854213,0.20708072,3.6942914,0.051548976,2.2120528,7.745025,-0.12407287,6.504424,-0.027777806,-0.23624286,-0.13441293,-0.9098641,-0.17330825,4.6346726,11.65742,-0.35666284,5.059075,1.4574618,-0.0064209364,9.191291,-0.106528334,16.968922,0.9568643,0.03575414,-0.07747739,0.03551072,0.17811455,0.01225302,0.23774588,6.5423064,-0.16851628,-0.03620739,-0.0745512,-1.6414328,-0.0033052915
