,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
t38,4.371277,7.1141214,12.337372,4.725095,5.0965376,5.820489,6.173564,5.1671624,5.5848565,3.2570214,5.054747,4.66982,5.954189,6.272989,4.0026526,4.9197054,5.041489,5.06005,2.9797816,4.5209336,4.0221195,6.4296002,5.442586,5.070553,5.592551,4.8263955,4.7377753,5.346582,4.858989,4.817837,5.391549,5.152275,6.148018,5.2850423,5.7236595,4.5435963,6.5553646,5.2540126,4.7077456,4.617251,3.6729903,4.7082715,5.692651,5.3265376,4.8686414,4.9897738,3.725668,5.3438654
t39,4.261233,7.0345354,12.756732,4.6111097,5.1368995,5.828676,6.304797,5.283442,5.69795,3.1798503,5.215253,4.5804543,6.0719137,6.2557044,3.9832287,4.901321,5.0592856,5.0038643,2.9184234,4.5871787,3.9026616,6.5989957,5.3224936,5.111797,5.6271825,4.8635664,4.6476126,5.387597,4.915478,4.838821,5.3395047,5.0639014,6.188578,5.171725,5.671862,4.4106336,6.56021,5.252746,4.8105273,4.5865574,3.6649914,4.692288,5.6165066,5.289151,4.9881206,5.0673594,3.600046,5.2963634
t57,4.2002873,7.013311,12.976493,4.5454936,5.143527,5.8135524,6.368879,5.3536196,5.762122,3.147509,5.256393,4.533015,6.1022596,6.2519255,3.9533024,4.8737607,5.0905237,4.9482303,2.9002583,4.615064,3.846534,6.649038,5.2640853,5.1140594,5.645554,4.899486,4.633636,5.4315176,4.9269195,4.8704185,5.292736,5.03247,6.1927934,5.128295,5.655309,4.3433156,6.537174,5.267605,4.867141,4.584366,3.6842039,4.700262,5.600309,5.23895,5.0147543,5.1234264,3.5552642,5.3082285
t58,4.2375817,7.0611315,12.998727,4.580969,5.091878,5.8148255,6.3106475,5.313027,5.719434,3.20037,5.2109995,4.5680413,6.0566187,6.287176,3.9292853,4.8435774,5.101243,4.944834,2.9090748,4.5622234,3.8991444,6.6204963,5.31522,5.074932,5.6430645,4.906911,4.671239,5.4388204,4.8977685,4.867262,5.2832575,5.072509,6.158062,5.1824956,5.6708856,4.398098,6.491926,5.3086634,4.826942,4.594256,3.674167,4.6910996,5.643218,5.2577243,4.966914,5.1054397,3.600093,5.3543887
t65,4.1706367,7.015363,13.240927,4.5251017,5.128893,5.7577515,6.392299,5.428801,5.765102,3.1508243,5.312664,4.514016,6.1884646,6.268071,3.9251535,4.840467,5.1543007,4.879407,2.9177737,4.6033907,3.8475692,6.664784,5.270662,5.0599265,5.7073646,4.907012,4.5635486,5.486174,4.8812613,4.911734,5.268505,5.0500007,6.1468043,5.109517,5.5971055,4.2766685,6.479086,5.272185,4.907998,4.6485033,3.6776206,4.7187586,5.631167,5.1764545,5.094861,5.146457,3.5794077,5.352454
t66,4.15085,7.010911,13.277917,4.5048847,5.1290593,5.7556314,6.4182563,5.4630055,5.7832294,3.138089,5.3438973,4.502271,6.219356,6.275199,3.9219248,4.8285685,5.1591935,4.8650546,2.910669,4.6118307,3.8292122,6.6878376,5.2525816,5.0558724,5.717952,4.906659,4.540768,5.4959006,4.871489,4.9192657,5.256145,5.044019,6.1442056,5.092761,5.580596,4.2447343,6.463277,5.272752,4.926969,4.652659,3.6800463,4.716962,5.6331134,5.16777,5.1255336,5.156914,3.5669918,5.362958
t61,4.2217684,7.0410886,12.976486,4.5665293,5.115229,5.8101263,6.3331594,5.3325067,5.738807,3.1786969,5.225955,4.5483246,6.0721116,6.266608,3.9342954,4.863833,5.0976815,4.942992,2.9166436,4.584818,3.8786592,6.6193295,5.294934,5.0938983,5.644317,4.9042373,4.657226,5.443724,4.9110756,4.8776903,5.291909,5.057509,6.1728125,5.1605854,5.6679134,4.3749075,6.5129333,5.286057,4.843638,4.59201,3.6830626,4.7046967,5.6246953,5.240743,4.98284,5.1145334,3.5825694,5.3341827
t62,4.2092757,7.036945,13.001459,4.55464,5.112603,5.802983,6.3410063,5.347008,5.746291,3.1779664,5.2323985,4.539777,6.083476,6.2673845,3.9242375,4.855901,5.108891,4.926927,2.91531,4.5845075,3.8727825,6.6263447,5.2894487,5.087318,5.6548996,4.9132924,4.6482253,5.4561234,4.9111295,4.886095,5.2819667,5.054837,6.1675153,5.153834,5.6602945,4.361689,6.5023413,5.2911677,4.8558326,4.5982246,3.682684,4.7078886,5.6232276,5.230158,4.993317,5.1264653,3.5796385,5.3398266
t54,4.157469,6.987539,13.219239,4.5099816,5.1420474,5.794242,6.423357,5.4355354,5.778662,3.1169825,5.3412457,4.5213313,6.2081866,6.278569,3.9588091,4.842,5.1138372,4.915356,2.8800652,4.6235604,3.8151243,6.701682,5.2421985,5.0861745,5.6957383,4.8856983,4.542824,5.4472713,4.8955708,4.874063,5.269808,5.017692,6.1803527,5.080807,5.580018,4.256028,6.5010533,5.2598214,4.9218345,4.6200924,3.665156,4.683844,5.6075597,5.218967,5.1157246,5.13744,3.541323,5.3230786
t28,4.390075,7.1138535,12.151492,4.7601757,5.062613,5.818851,6.120116,5.1160035,5.5393596,3.285975,4.958481,4.6668553,5.9316106,6.280641,3.980516,4.9190216,5.0639653,5.0609717,2.9971075,4.4764724,4.0666547,6.3406386,5.47189,5.063399,5.6023693,4.8443756,4.7436204,5.366405,4.8699727,4.83407,5.3952584,5.1678705,6.1369653,5.298097,5.726608,4.5982623,6.557159,5.27112,4.686058,4.632079,3.635158,4.713184,5.678288,5.3157973,4.844064,4.9777675,3.7817645,5.3363633
t29,4.3685145,7.0950766,12.291831,4.729981,5.064684,5.8292904,6.1508837,5.1483173,5.566179,3.2777689,4.9992175,4.6635466,5.9606695,6.287476,3.9715612,4.901866,5.0717306,5.0414815,2.9710572,4.4870133,4.0387907,6.379372,5.4560933,5.063696,5.6121426,4.8523827,4.723664,5.371828,4.8840723,4.827118,5.3766365,5.1416826,6.138853,5.28022,5.711903,4.564306,6.545656,5.2815604,4.712035,4.6129684,3.6361647,4.696923,5.670658,5.324216,4.8729544,5.000877,3.7539022,5.32678
t83,4.133447,6.9919167,13.490162,4.4976997,5.137775,5.7183824,6.4406896,5.5063763,5.775086,3.1265306,5.398698,4.4990997,6.3315587,6.2802615,3.939078,4.8198934,5.196063,4.839965,2.903525,4.615189,3.8250375,6.7065334,5.258088,5.029107,5.7614293,4.8927355,4.447638,5.5018873,4.8496604,4.9225926,5.2560263,5.0441003,6.126158,5.0658035,5.521485,4.1926947,6.4535065,5.2567296,4.9574924,4.6976337,3.6618843,4.714838,5.640311,5.134575,5.2383523,5.1583114,3.581058,5.362781
t84,4.126597,6.9898806,13.541557,4.4932513,5.13761,5.705186,6.4480934,5.524104,5.775673,3.1249297,5.413637,4.4950504,6.358052,6.28265,3.9372234,4.8141947,5.2104435,4.826363,2.9056625,4.6153893,3.8234792,6.7119565,5.2581553,5.018825,5.7755246,4.8920555,4.426011,5.511167,4.8408813,4.9302793,5.2524652,5.046387,6.1174526,5.059196,5.506442,4.176099,6.4444246,5.255247,4.9673033,4.712157,3.6597002,4.718012,5.645071,5.1198626,5.26449,5.162261,3.5853777,5.3690367
t51,4.2196875,7.045283,12.985467,4.554963,5.121155,5.8435473,6.3413925,5.314344,5.766075,3.165582,5.2697444,4.5422096,6.0489597,6.2599406,3.9316535,4.868465,5.065563,4.964385,2.906906,4.604222,3.8592427,6.678937,5.2656374,5.127438,5.605559,4.911186,4.6834636,5.434068,4.9325047,4.8661175,5.2868013,5.043244,6.200284,5.1629634,5.6983094,4.389095,6.5267596,5.293572,4.8314004,4.5516596,3.7014186,4.696588,5.6085396,5.2623725,4.961536,5.1168942,3.5295453,5.3299413
t42,4.3381047,7.084238,12.422806,4.6945524,5.080583,5.827268,6.1952305,5.188736,5.606043,3.248481,5.0522203,4.642724,5.984748,6.2824907,3.974585,4.8942795,5.067624,5.0303526,2.953336,4.5149636,4.000822,6.435638,5.4180984,5.073736,5.613654,4.855816,4.7096896,5.3753843,4.8868976,4.8287187,5.3603168,5.1217933,6.151689,5.2524595,5.701869,4.5208006,6.5403905,5.27873,4.7404213,4.607183,3.650881,4.6937585,5.6630645,5.3142843,4.8972087,5.0205827,3.7135696,5.330366
t27,4.365172,7.091079,12.225216,4.728987,5.0633664,5.828934,6.1502895,5.1474977,5.5658736,3.2774048,4.9936295,4.6572433,5.9592996,6.2871256,3.9665911,4.9039793,5.0749693,5.037613,2.973068,4.4852858,4.037784,6.3751044,5.4527926,5.06589,5.6142235,4.8585663,4.7229276,5.377897,4.8889356,4.831899,5.3741703,5.139722,6.1401796,5.276879,5.7113357,4.565309,6.5482273,5.2815876,4.713991,4.613389,3.6326416,4.699075,5.664057,5.3194933,4.873641,5.0035186,3.7536004,5.3237634
t33,4.3368297,7.0854735,12.413274,4.693207,5.0844636,5.8254085,6.1987166,5.191856,5.609537,3.245223,5.058692,4.6397495,5.984572,6.2796135,3.9771488,4.896797,5.0654073,5.0314875,2.955037,4.5191045,3.9981153,6.4412947,5.4144225,5.0756683,5.6123843,4.854502,4.7105527,5.374795,4.885399,4.8304257,5.36155,5.1224093,6.1533966,5.2508173,5.7031245,4.5176435,6.5425334,5.2756605,4.740949,4.6081667,3.6540198,4.696407,5.6633954,5.311325,4.8973994,5.0204215,3.7097557,5.330972
t34,4.3079767,7.0697155,12.522046,4.661378,5.0928307,5.8261185,6.2326083,5.2240224,5.6419115,3.2280164,5.0993905,4.616941,6.0069747,6.2759123,3.9688919,4.8905864,5.07155,5.012906,2.9418929,4.535409,3.966688,6.485424,5.3835826,5.084338,5.6193943,4.8667283,4.695403,5.388592,4.897842,4.839279,5.3456683,5.1016808,6.1615844,5.2259593,5.694423,4.4833827,6.540602,5.27784,4.7668514,4.599025,3.6575408,4.695196,5.648245,5.298154,4.920858,5.0437517,3.6757016,5.3235855
t48,4.184109,7.0057025,13.076663,4.532743,5.139488,5.8012443,6.384564,5.383888,5.7653866,3.141036,5.296311,4.5283957,6.1528335,6.261588,3.9537742,4.860585,5.105198,4.932255,2.8931637,4.613782,3.8397303,6.674832,5.260445,5.0984583,5.668012,4.897,4.59181,5.438003,4.913383,4.8727627,5.2838426,5.031089,6.182744,5.1140366,5.625412,4.3115478,6.5194864,5.2669353,4.886814,4.603848,3.675901,4.696499,5.604612,5.2299986,5.065322,5.129341,3.552219,5.3177075
t49,4.193156,6.993676,13.050844,4.543715,5.1557727,5.812961,6.388742,5.371792,5.756911,3.1259136,5.3144794,4.5402517,6.170295,6.2577195,3.9876246,4.8745213,5.0848947,4.9641623,2.8796012,4.6256523,3.8367002,6.688007,5.2591834,5.112586,5.6592283,4.875293,4.5756516,5.4027414,4.9173107,4.8469706,5.300995,5.0231576,6.1984954,5.1061053,5.618586,4.312713,6.5464897,5.2482433,4.882104,4.5980477,3.6681173,4.682557,5.5949936,5.2540503,5.086842,5.1101503,3.5464692,5.294935
t31,4.173273,6.980352,13.080249,4.521487,5.162298,5.829674,6.4188013,5.397917,5.779813,3.099757,5.3432946,4.533487,6.194185,6.266872,3.9932995,4.866488,5.068298,4.968842,2.8534987,4.642729,3.8082924,6.7202587,5.2310114,5.1242247,5.6572776,4.867797,4.557649,5.3993363,4.9182234,4.83533,5.2909064,5.0033245,6.214396,5.082182,5.60486,4.2850018,6.5457273,5.244739,4.900662,4.5841193,3.6675122,4.6655736,5.5856533,5.2676296,5.106945,5.1152782,3.517651,5.2900844
t32,4.3355517,7.084798,12.42739,4.6918273,5.0858264,5.825192,6.2005835,5.193401,5.611607,3.2435129,5.0610533,4.638059,5.9854794,6.2783523,3.9768972,4.8966722,5.06534,5.0310497,2.9547536,4.5211267,3.996551,6.4436555,5.4123273,5.07661,5.61223,4.855107,4.7104673,5.3754244,4.886032,4.8310504,5.3608418,5.1214967,6.1542525,5.249293,5.7031565,4.5160365,6.542751,5.2754436,4.7421002,4.6079183,3.6551676,4.696983,5.662518,5.3101506,4.8976917,5.021413,3.7081432,5.3309627
t26,4.3856425,7.1161785,12.243345,4.7496657,5.071715,5.8211026,6.1360993,5.1326685,5.5508738,3.276498,4.9822216,4.6723433,5.9366317,6.2820973,3.9917138,4.9168425,5.053871,5.063686,2.9884276,4.4900956,4.053074,6.360932,5.4655676,5.063243,5.600232,4.8357234,4.7428293,5.355062,4.86344,4.8238916,5.3930206,5.1628375,6.1398687,5.2950945,5.722496,4.5812736,6.553139,5.2666736,4.692526,4.6269403,3.6486387,4.7083435,5.6866875,5.3248687,4.8516846,4.979404,3.7675178,5.34198
t55,4.145415,6.9801087,13.355241,4.5046844,5.146927,5.762685,6.438708,5.468675,5.776086,3.1113243,5.379253,4.5127273,6.277427,6.277597,3.9618683,4.8352027,5.144943,4.88737,2.8750405,4.624994,3.815421,6.7154617,5.2465057,5.064125,5.7276764,4.884219,4.4889526,5.459463,4.87791,4.8871226,5.2664504,5.0232043,6.16217,5.0661683,5.5477695,4.2224526,6.4879675,5.251346,4.9429846,4.655369,3.6597412,4.6925974,5.6166086,5.1914544,5.1863728,5.145109,3.5557668,5.3315244
t56,4.168708,7.000318,13.092046,4.5148673,5.1378636,5.8013744,6.391363,5.3900337,5.7813745,3.1405146,5.288717,4.5151916,6.1483727,6.256732,3.942996,4.8552413,5.1114283,4.918093,2.8907056,4.6162753,3.8285542,6.681524,5.247316,5.1016355,5.6685925,4.914913,4.5994234,5.449286,4.926611,4.880158,5.2706957,5.022431,6.1846,5.1089616,5.631333,4.306509,6.513996,5.276953,4.8972044,4.5974307,3.6804817,4.700471,5.59395,5.2228665,5.061943,5.147457,3.5396361,5.319054
t80,4.1139545,7.001833,13.583406,4.482804,5.1217175,5.6949077,6.472795,5.5750794,5.7787337,3.122812,5.4567294,4.4996815,6.42258,6.316609,3.9559565,4.790347,5.221664,4.8195314,2.8976173,4.6088824,3.814415,6.721913,5.257705,4.9947686,5.794655,4.8636436,4.3654876,5.5104456,4.796399,4.9317913,5.246605,5.057493,6.097873,5.0479198,5.4711375,4.136803,6.40661,5.2557583,4.980097,4.7271605,3.6500292,4.7031283,5.675515,5.10898,5.3276086,5.151343,3.5927303,5.397698
t93,4.13872,6.9911866,13.597405,4.5156293,5.130914,5.659383,6.444084,5.552091,5.748361,3.1302454,5.4324994,4.5013146,6.406001,6.292894,3.9334657,4.802977,5.257964,4.7880273,2.9111292,4.596208,3.8452165,6.687373,5.291209,4.9792805,5.8166695,4.887786,4.38296,5.5335245,4.808791,4.947114,5.251637,5.0614305,6.0895643,5.057389,5.465957,4.146621,6.423026,5.248026,4.9840136,4.759756,3.645419,4.7283173,5.675057,5.075964,5.3122435,5.1632824,3.6254468,5.3827906
t94,4.143183,6.971014,13.575951,4.5132213,5.1493044,5.7012186,6.455404,5.516569,5.7617793,3.0973334,5.420328,4.511909,6.380828,6.2862263,3.966646,4.822671,5.217005,4.831585,2.8668044,4.6190515,3.8210459,6.709718,5.262736,5.027598,5.7772937,4.8775296,4.4149323,5.4809217,4.845839,4.8933606,5.2615147,5.0274286,6.141911,5.0485783,5.4802804,4.162358,6.469619,5.2367983,4.9724045,4.7196684,3.6461477,4.695673,5.6383076,5.119306,5.2877026,5.1496243,3.5817292,5.34231
t85,4.152336,7.0205474,13.568848,4.528672,5.102221,5.644611,6.430068,5.581759,5.7335763,3.1536167,5.4356246,4.512334,6.4323115,6.3207164,3.9273229,4.784521,5.274074,4.7771645,2.9309669,4.5746756,3.860494,6.6740503,5.306122,4.9554276,5.827139,4.8751554,4.3533096,5.5491014,4.77663,4.966687,5.2503786,5.0871296,6.063436,5.0782833,5.455026,4.139019,6.388604,5.263261,4.969556,4.7742796,3.6442668,4.733192,5.703219,5.059558,5.336083,5.1511703,3.6422377,5.4160943
t78,4.12886,6.9945,13.595793,4.5034094,5.127895,5.6686463,6.45632,5.5618715,5.759255,3.1263247,5.4428115,4.4997935,6.413138,6.301825,3.941349,4.7972383,5.248858,4.7957664,2.9063349,4.601127,3.8337007,6.701806,5.2788267,4.9826236,5.8114233,4.878976,4.375936,5.5273557,4.8034487,4.9430723,5.2491055,5.060337,6.090992,5.052513,5.4660454,4.141223,6.415497,5.250082,4.984886,4.75142,3.6468039,4.7201486,5.6761594,5.0834827,5.3189683,5.1598444,3.614227,5.389515
t69,4.1608286,6.98574,13.225964,4.5134535,5.145871,5.7988153,6.424037,5.4294686,5.775645,3.1134603,5.3488827,4.5251894,6.226018,6.2767773,3.9751754,4.847392,5.105289,4.9274616,2.86466,4.6259,3.8155944,6.7094326,5.242547,5.0909142,5.69119,4.8792343,4.5308733,5.4286194,4.8973103,4.862659,5.276294,5.0170016,6.184862,5.081117,5.5816493,4.260474,6.5095263,5.2550387,4.91752,4.6173477,3.6634755,4.678999,5.604391,5.2332697,5.136201,5.130683,3.5408154,5.3166513
t70,4.115418,6.9889507,13.63466,4.496535,5.12712,5.6442094,6.4857264,5.593422,5.758977,3.1113899,5.4775114,4.4975605,6.4458346,6.3198695,3.9549723,4.779735,5.274391,4.773352,2.8933754,4.6006246,3.8254762,6.7150526,5.2807446,4.95606,5.8407373,4.86231,4.3439846,5.53415,4.774843,4.9463077,5.242221,5.0623927,6.0749946,5.02988,5.4334416,4.107438,6.390667,5.239533,5.013681,4.7786546,3.6347811,4.7134204,5.6984725,5.0582895,5.351931,5.1607456,3.6254551,5.4046483
t67,4.133915,6.9763355,13.428845,4.4990535,5.1452656,5.7347226,6.4537463,5.50378,5.7739177,3.1079273,5.408747,4.5073147,6.3247013,6.285566,3.9607913,4.8223033,5.1751666,4.8599677,2.8758914,4.622579,3.8143895,6.722703,5.2512155,5.0402484,5.758014,4.8801775,4.4479375,5.476106,4.856066,4.9006376,5.259659,5.0286403,6.1434216,5.052546,5.5162582,4.1901402,6.46755,5.247312,4.9639263,4.6858883,3.6525018,4.6966767,5.6307583,5.16266,5.2333474,5.1512957,3.5687566,5.3448696
t68,4.1442323,6.979603,13.327325,4.5018654,5.1467047,5.7735767,6.4416385,5.466042,5.779484,3.1086972,5.3811827,4.514661,6.2746096,6.280428,3.9682646,4.8355885,5.1328354,4.898207,2.8688223,4.6274743,3.8105462,6.7217317,5.241263,5.070662,5.7203164,4.880066,4.490053,5.4504313,4.8804994,4.8803287,5.2672544,5.0197873,6.1680055,5.0651283,5.551865,4.225529,6.4906044,5.2518373,4.9405766,4.6449876,3.6595786,4.6862597,5.6134605,5.204047,5.18411,5.141843,3.5480683,5.3288207
t2,4.459565,7.154311,11.072682,4.8811016,5.0466685,5.8137255,5.952427,4.9519343,5.353704,3.353845,4.7226086,4.731972,5.8575974,6.274947,4.0068955,4.9885674,5.061619,5.1051726,3.1110241,4.431672,4.188205,6.121214,5.5911465,5.024017,5.607106,4.810901,4.7999325,5.3456783,4.826601,4.8297796,5.456283,5.24686,6.0999336,5.379348,5.7325354,4.757493,6.58443,5.226641,4.601423,4.680936,3.6352956,4.778823,5.699171,5.318098,4.747917,4.892526,3.9275935,5.3219256
t16,4.4651313,7.1598005,10.936466,4.890589,5.054434,5.8092575,5.938679,4.935026,5.336174,3.3510728,4.7001476,4.730758,5.8464084,6.263013,4.01083,5.0084176,5.058029,5.111282,3.1346228,4.437366,4.1994257,6.1042013,5.595619,5.0246205,5.608339,4.8116465,4.81447,5.345685,4.8220577,4.8344507,5.4646196,5.255845,6.1003437,5.382906,5.7348824,4.772808,6.5948253,5.2149887,4.59336,4.690263,3.6439624,4.7982783,5.696018,5.3087387,4.730353,4.8851686,3.9358227,5.3182626
t17,4.465405,7.160235,10.916348,4.894334,5.052526,5.8080664,5.935766,4.9323997,5.3333864,3.3517642,4.6943583,4.7325664,5.846885,6.2645793,4.0107927,5.0049224,5.059525,5.1116266,3.1338077,4.436211,4.2022424,6.0983505,5.5979733,5.0226912,5.6068745,4.8100033,4.8134937,5.34548,4.8193974,4.8333893,5.463501,5.2578416,6.099299,5.384447,5.734656,4.775497,6.591672,5.2154202,4.592779,4.693041,3.6438751,4.7970314,5.697988,5.3090243,4.7287407,4.8821764,3.942215,5.323391
t40,4.4140115,7.1215987,11.311494,4.7867155,5.044065,5.8507133,6.0628757,5.0701,5.474734,3.344868,4.905301,4.701952,5.9069514,6.30224,3.997174,4.953918,5.0575128,5.0703936,3.0199952,4.4343996,4.0933266,6.282857,5.527641,5.0501075,5.6188965,4.8258576,4.744682,5.350195,4.873353,4.8276367,5.430398,5.1773624,6.1160407,5.333064,5.7256784,4.6455436,6.5833507,5.2606993,4.6552935,4.6030293,3.6034234,4.7161665,5.6800113,5.348286,4.8478394,4.9597,3.7977748,5.275282
t41,4.41878,7.1257553,11.218423,4.8042984,5.0424256,5.8365183,6.0468774,5.050057,5.457103,3.3374841,4.877969,4.705795,5.904627,6.296672,3.9952235,4.951166,5.063382,5.074814,3.0329025,4.4373474,4.1138635,6.257059,5.5346394,5.042538,5.6138215,4.8254714,4.7524056,5.351358,4.8593225,4.825932,5.4263535,5.191173,6.113763,5.3373504,5.7248154,4.662926,6.572873,5.258106,4.6517787,4.626641,3.6126604,4.7248034,5.685081,5.3390226,4.826844,4.9468656,3.8215048,5.2896805
t50,4.3794174,7.1024976,11.467614,4.734457,5.052989,5.866718,6.1283393,5.137352,5.541814,3.327904,5.001003,4.6748743,5.937583,6.310866,3.9981637,4.94225,5.051138,5.0516033,2.9787648,4.4508686,4.0340323,6.370035,5.4818735,5.069237,5.6225204,4.8316393,4.7151666,5.3539586,4.8939743,4.830855,5.413589,5.138968,6.1309605,5.2993565,5.720466,4.5804253,6.5865984,5.2681212,4.6907673,4.5647235,3.5977182,4.6922235,5.6663866,5.3540645,4.901639,4.993495,3.7247539,5.253257
t59,4.397116,7.111597,11.417613,4.759119,5.046859,5.8601956,6.097193,5.10602,5.5104785,3.337877,4.956701,4.6895695,5.923152,6.3085966,3.9969037,4.9454503,5.054616,5.060396,2.9957433,4.4406443,4.062386,6.3289886,5.505203,5.0594378,5.621134,4.828865,4.7283783,5.351702,4.8850985,4.828156,5.4214716,5.1566343,6.123057,5.316408,5.7228103,4.6111636,6.5838904,5.2668247,4.6733775,4.5814695,3.5984952,4.700942,5.673746,5.3536806,4.877171,4.9780054,3.759507,5.263633
