"","t3","t4","t6","t10","t125","t126","t51","t109","t164","t165","t62","t68","t69","t38","t26","t23","t11","t9","t15","t16","t20","t156","t157","t133","t79","t80","t41","t180","t181","t148","t88","t98","t99","t96","t182","t183","t179","t110","t111","t90","t123","t124","t85","t86","t87","t60","t61","t55","t81","t91","t173","t174","t36","t37","t83","t154","t155","t73","t162","t163","t92","t108","t129","t138","t139","t94","t117","t118","t65","t114","t115","t104","t120","t121","t45","t46","t17","t8","t13","t14","t52","t53","t43","t97","t142","t143","t150","t151","t27","t71","t72","t149","t177","t178","t101","t135","t136","t100","t78","t54","t48","t44","t169","t170","t140","t141","t130","t82","t63","t64","t21","t22","t18","t19","t42","t58","t59","t112","t113","t146","t147","t137","t89","t103","t167","t168","t166","t106","t107","t84","t95","t184","t185","t93","t175","t176","t131","t132","t152","t153","t134","t119","t35","t160","t161","t49","t50","t122","t158","t159","t144","t145","t105","t171","t172","t116","t127","t128","t102","t70","t74","t75","t34","t76","t77","t29","t56","t57","t47","t24","t28","t32","t33","t31","t66","t67","t39","t40","t30","t25","t12","t7","t5","t2","t1"
"t99",13.20995831151,13.58565904151,13.44599811999,14.92027738249,21.77127419379,21.77127419379,20.09786557059,21.77127419419,21.77127419419,21.77127419419,21.77127419379,21.77127419379,20.14784636236,19.39382777569,17.56262704519,17.09836101919,15.07267846229,15.99909103179,7.55439025789,7.15167425979,6.62205909919,9.74641164929,9.74641164929,9.74641164939,9.42413203149,8.94014568909,3.73809737322,6.51677313137,6.51677313137,6.51677313132,6.48428396762,1.599433175,0,1.91270554922,5.10145959667,5.10145959667,5.10145959666,4.592050261988,5.101459596988,5.101459597488,5.10145959698,5.10145959698,4.87988387998,3.942675943516,4.633279553776,3.43631184868,3.39082319338,5.73542128609,6.66452249609,6.04815386679,6.66452249569,6.66452249569,6.90608975936,8.49346944536,8.49346944519,8.49346944579,8.49346944579,8.49346944579,8.49346944539,8.49346944539,7.50926475353,8.49346944549,8.49346944549,8.49346944547,8.49346944547,8.49346944565,8.49346944545,7.93269850569,7.16626220869,8.49346944549,8.28219708219,8.49346944559,8.49346944549,8.49346944549,6.55680191798,6.18846173948,6.43016362309,8.74113548549,13.53795413149,12.67493504239,17.19089611609,17.56338682209,15.94813799459,18.75604068159,18.75604068149,18.75604068149,18.75604068109,18.75604068109,14.25398071965,18.75604068089,18.75604068089,18.75604068119,18.75604068114,18.75604068114,18.75604068119,18.75604068109,18.75604068109,18.75604068119,18.75604068109,18.75604068089,17.50887056679,16.19666627189,18.7560406813,18.7560406813,18.75604068129,18.75604068129,18.75604068129,18.75604068179,17.79666892599,18.75604068099,13.88053810619,13.89245767859,13.59758871709,14.33198022649,15.86418991967,17.00155306176,18.75604068086,18.75604068136,18.75604068136,18.75604068143,18.48090960343,18.49260235598,17.829260007835,18.218135699735,18.756040681485,18.756040681485,18.756040681435,18.206122599645,18.756040681435,17.86163593091,18.75604068153,18.756040680943,18.756040680943,18.56066692381,18.7560406807,18.7560406807,18.75604068069,18.75604068069,18.75604068076,18.71709054036,18.75604068076,18.75604068076,18.75604068166,18.75604068076,18.75604068076,16.85179322386,16.24456500706,18.45379184311,18.75604068101,18.75604068101,18.75604068101,18.75604068101,18.67344353051,18.652619121072,18.75604068096,18.75604068106,18.75604068106,18.45910159256,18.75604068106,18.07179600376,18.75604068086,17.75853657506,18.75604068119,18.75604068119,18.75604068119,17.93392857509,17.23782232739,18.75604068089,16.54222830039,14.1205391282,15.2362395835,17.14102271387,15.50291197079,15.50501121087,17.31897635287,18.75604068097,16.31991733307,16.11635421727,15.57242714477,14.9571036641,13.16770639919,10.12773731779,13.35910874251,13.89908217531,14.32450197501
"t96",13.20995831149,13.58565904149,13.44599811997,14.92027738247,21.77127419377,21.77127419377,20.09786557057,21.77127419417,21.77127419417,21.77127419417,21.77127419377,21.77127419377,20.14784636234,19.39382777567,17.56262704517,17.09836101917,15.07267846227,15.99909103177,7.55439025787,7.15167425977,6.62205909917,9.74641164927,9.74641164927,9.74641164937,9.42413203147,8.94014568907,3.7380973732,6.51677313135,6.51677313135,6.5167731313,6.4842839676,1.74463621102,1.91270554922,0,5.10145959665,5.10145959665,5.10145959664,4.592050261968,5.101459596968,5.101459597468,5.10145959696,5.10145959696,4.87988387996,3.942675943496,4.633279553756,3.43631184866,3.39082319336,5.73542128607,6.66452249607,6.04815386677,6.66452249567,6.66452249567,6.90608975934,8.49346944534,8.49346944517,8.49346944577,8.49346944577,8.49346944577,8.49346944537,8.49346944537,7.50926475351,8.49346944547,8.49346944547,8.49346944545,8.49346944545,8.49346944563,8.49346944543,7.93269850567,7.16626220867,8.49346944547,8.28219708217,8.49346944557,8.49346944547,8.49346944547,6.55680191796,6.18846173946,6.43016362307,8.74113548547,13.53795413147,12.67493504237,17.19089611607,17.56338682207,15.94813799457,18.75604068157,18.75604068147,18.75604068147,18.75604068107,18.75604068107,14.25398071963,18.75604068087,18.75604068087,18.75604068117,18.75604068112,18.75604068112,18.75604068117,18.75604068107,18.75604068107,18.75604068117,18.75604068107,18.75604068087,17.50887056677,16.19666627187,18.75604068128,18.75604068128,18.75604068127,18.75604068127,18.75604068127,18.75604068177,17.79666892597,18.75604068097,13.88053810617,13.89245767857,13.59758871707,14.33198022647,15.86418991965,17.00155306174,18.75604068084,18.75604068134,18.75604068134,18.75604068141,18.48090960341,18.49260235596,17.829260007815,18.218135699715,18.756040681465,18.756040681465,18.756040681415,18.206122599625,18.756040681415,17.86163593089,18.75604068151,18.756040680923,18.756040680923,18.56066692379,18.75604068068,18.75604068068,18.75604068067,18.75604068067,18.75604068074,18.71709054034,18.75604068074,18.75604068074,18.75604068164,18.75604068074,18.75604068074,16.85179322384,16.24456500704,18.45379184309,18.75604068099,18.75604068099,18.75604068099,18.75604068099,18.67344353049,18.652619121052,18.75604068094,18.75604068104,18.75604068104,18.45910159254,18.75604068104,18.07179600374,18.75604068084,17.75853657504,18.75604068117,18.75604068117,18.75604068117,17.93392857507,17.23782232737,18.75604068087,16.54222830037,14.12053912818,15.23623958348,17.14102271385,15.50291197077,15.50501121085,17.31897635285,18.75604068095,16.31991733305,16.11635421725,15.57242714475,14.95710366408,13.16770639917,10.12773731777,13.35910874249,13.89908217529,14.32450197499
"t182",13.20995831094,13.58565904094,13.44599811942,14.92027738192,21.77127419322,21.77127419322,20.09786557002,21.77127419362,21.77127419362,21.77127419362,21.77127419322,21.77127419322,20.14784636179,19.39382777512,17.56262704462,17.09836101862,15.07267846172,15.99909103122,7.55439025732,7.15167425922,6.62205909862,9.74641164872,9.74641164872,9.74641164882,9.42413203092,8.94014568852,3.73809737265,6.5167731308,6.5167731308,6.51677313075,6.48428396705,4.93339025847,5.10145959667,5.10145959665,0,0.02238465908,0.08624052037,2.317423207698,2.826832542698,2.826832543198,2.82683254269,2.82683254269,3.73217568389,2.794967747426,3.485571357686,3.32444988259,3.27896122729,5.73542128552,6.66452249552,6.04815386622,6.66452249512,6.66452249512,6.90608975879,8.49346944479,8.49346944462,8.49346944522,8.49346944522,8.49346944522,8.49346944482,8.49346944482,7.50926475296,8.49346944492,8.49346944492,8.4934694449,8.4934694449,8.49346944508,8.49346944488,7.93269850512,7.16626220812,8.49346944492,8.28219708162,8.49346944502,8.49346944492,8.49346944492,6.55680191741,6.18846173891,6.43016362252,8.74113548492,13.53795413092,12.67493504182,17.19089611552,17.56338682152,15.94813799402,18.75604068102,18.75604068092,18.75604068092,18.75604068052,18.75604068052,14.25398071908,18.75604068032,18.75604068032,18.75604068062,18.75604068057,18.75604068057,18.75604068062,18.75604068052,18.75604068052,18.75604068062,18.75604068052,18.75604068032,17.50887056622,16.19666627132,18.75604068073,18.75604068073,18.75604068072,18.75604068072,18.75604068072,18.75604068122,17.79666892542,18.75604068042,13.88053810562,13.89245767802,13.59758871652,14.33198022592,15.8641899191,17.00155306119,18.75604068029,18.75604068079,18.75604068079,18.75604068086,18.48090960286,18.49260235541,17.829260007265,18.218135699165,18.756040680915,18.756040680915,18.756040680865,18.206122599075,18.756040680865,17.86163593034,18.75604068096,18.756040680373,18.756040680373,18.56066692324,18.75604068013,18.75604068013,18.75604068012,18.75604068012,18.75604068019,18.71709053979,18.75604068019,18.75604068019,18.75604068109,18.75604068019,18.75604068019,16.85179322329,16.24456500649,18.45379184254,18.75604068044,18.75604068044,18.75604068044,18.75604068044,18.67344352994,18.652619120502,18.75604068039,18.75604068049,18.75604068049,18.45910159199,18.75604068049,18.07179600319,18.75604068029,17.75853657449,18.75604068062,18.75604068062,18.75604068062,17.93392857452,17.23782232682,18.75604068032,16.54222829982,14.12053912763,15.23623958293,17.1410227133,15.50291197022,15.5050112103,17.3189763523,18.7560406804,16.3199173325,16.1163542167,15.5724271442,14.95710366353,13.16770639862,10.12773731722,13.35910874194,13.89908217474,14.32450197444
"t183",13.20995831094,13.58565904094,13.44599811942,14.92027738192,21.77127419322,21.77127419322,20.09786557002,21.77127419362,21.77127419362,21.77127419362,21.77127419322,21.77127419322,20.14784636179,19.39382777512,17.56262704462,17.09836101862,15.07267846172,15.99909103122,7.55439025732,7.15167425922,6.62205909862,9.74641164872,9.74641164872,9.74641164882,9.42413203092,8.94014568852,3.73809737265,6.5167731308,6.5167731308,6.51677313075,6.48428396705,4.93339025847,5.10145959667,5.10145959665,0.02238465908,0,0.08624052037,2.317423207698,2.826832542698,2.826832543198,2.82683254269,2.82683254269,3.73217568389,2.794967747426,3.485571357686,3.32444988259,3.27896122729,5.73542128552,6.66452249552,6.04815386622,6.66452249512,6.66452249512,6.90608975879,8.49346944479,8.49346944462,8.49346944522,8.49346944522,8.49346944522,8.49346944482,8.49346944482,7.50926475296,8.49346944492,8.49346944492,8.4934694449,8.4934694449,8.49346944508,8.49346944488,7.93269850512,7.16626220812,8.49346944492,8.28219708162,8.49346944502,8.49346944492,8.49346944492,6.55680191741,6.18846173891,6.43016362252,8.74113548492,13.53795413092,12.67493504182,17.19089611552,17.56338682152,15.94813799402,18.75604068102,18.75604068092,18.75604068092,18.75604068052,18.75604068052,14.25398071908,18.75604068032,18.75604068032,18.75604068062,18.75604068057,18.75604068057,18.75604068062,18.75604068052,18.75604068052,18.75604068062,18.75604068052,18.75604068032,17.50887056622,16.19666627132,18.75604068073,18.75604068073,18.75604068072,18.75604068072,18.75604068072,18.75604068122,17.79666892542,18.75604068042,13.88053810562,13.89245767802,13.59758871652,14.33198022592,15.8641899191,17.00155306119,18.75604068029,18.75604068079,18.75604068079,18.75604068086,18.48090960286,18.49260235541,17.829260007265,18.218135699165,18.756040680915,18.756040680915,18.756040680865,18.206122599075,18.756040680865,17.86163593034,18.75604068096,18.756040680373,18.756040680373,18.56066692324,18.75604068013,18.75604068013,18.75604068012,18.75604068012,18.75604068019,18.71709053979,18.75604068019,18.75604068019,18.75604068109,18.75604068019,18.75604068019,16.85179322329,16.24456500649,18.45379184254,18.75604068044,18.75604068044,18.75604068044,18.75604068044,18.67344352994,18.652619120502,18.75604068039,18.75604068049,18.75604068049,18.45910159199,18.75604068049,18.07179600319,18.75604068029,17.75853657449,18.75604068062,18.75604068062,18.75604068062,17.93392857452,17.23782232682,18.75604068032,16.54222829982,14.12053912763,15.23623958293,17.1410227133,15.50291197022,15.5050112103,17.3189763523,18.7560406804,16.3199173325,16.1163542167,15.5724271442,14.95710366353,13.16770639862,10.12773731722,13.35910874194,13.89908217474,14.32450197444
"t179",13.20995831093,13.58565904093,13.44599811941,14.92027738191,21.77127419321,21.77127419321,20.09786557001,21.77127419361,21.77127419361,21.77127419361,21.77127419321,21.77127419321,20.14784636178,19.39382777511,17.56262704461,17.09836101861,15.07267846171,15.99909103121,7.55439025731,7.15167425921,6.62205909861,9.74641164871,9.74641164871,9.74641164881,9.42413203091,8.94014568851,3.73809737264,6.51677313079,6.51677313079,6.51677313074,6.48428396704,4.93339025846,5.10145959666,5.10145959664,0.08624052037,0.08624052037,0,2.317423207688,2.826832542688,2.826832543188,2.82683254268,2.82683254268,3.73217568388,2.794967747416,3.485571357676,3.32444988258,3.27896122728,5.73542128551,6.66452249551,6.04815386621,6.66452249511,6.66452249511,6.90608975878,8.49346944478,8.49346944461,8.49346944521,8.49346944521,8.49346944521,8.49346944481,8.49346944481,7.50926475295,8.49346944491,8.49346944491,8.49346944489,8.49346944489,8.49346944507,8.49346944487,7.93269850511,7.16626220811,8.49346944491,8.28219708161,8.49346944501,8.49346944491,8.49346944491,6.5568019174,6.1884617389,6.43016362251,8.74113548491,13.53795413091,12.67493504181,17.19089611551,17.56338682151,15.94813799401,18.75604068101,18.75604068091,18.75604068091,18.75604068051,18.75604068051,14.25398071907,18.75604068031,18.75604068031,18.75604068061,18.75604068056,18.75604068056,18.75604068061,18.75604068051,18.75604068051,18.75604068061,18.75604068051,18.75604068031,17.50887056621,16.19666627131,18.75604068072,18.75604068072,18.75604068071,18.75604068071,18.75604068071,18.75604068121,17.79666892541,18.75604068041,13.88053810561,13.89245767801,13.59758871651,14.33198022591,15.86418991909,17.00155306118,18.75604068028,18.75604068078,18.75604068078,18.75604068085,18.48090960285,18.4926023554,17.829260007255,18.218135699155,18.756040680905,18.756040680905,18.756040680855,18.206122599065,18.756040680855,17.86163593033,18.75604068095,18.756040680363,18.756040680363,18.56066692323,18.75604068012,18.75604068012,18.75604068011,18.75604068011,18.75604068018,18.71709053978,18.75604068018,18.75604068018,18.75604068108,18.75604068018,18.75604068018,16.85179322328,16.24456500648,18.45379184253,18.75604068043,18.75604068043,18.75604068043,18.75604068043,18.67344352993,18.652619120492,18.75604068038,18.75604068048,18.75604068048,18.45910159198,18.75604068048,18.07179600318,18.75604068028,17.75853657448,18.75604068061,18.75604068061,18.75604068061,17.93392857451,17.23782232681,18.75604068031,16.54222829981,14.12053912762,15.23623958292,17.14102271329,15.50291197021,15.50501121029,17.31897635229,18.75604068039,16.31991733249,16.11635421669,15.57242714419,14.95710366352,13.16770639861,10.12773731721,13.35910874193,13.89908217473,14.32450197443
"t110",12.700548976258,13.076249706258,12.936588784738,14.410868047238,21.261864858538,21.261864858538,19.588456235338,21.261864858938,21.261864858938,21.261864858938,21.261864858538,21.261864858538,19.638437027108,18.884418440438,17.053217709938,16.588951683938,14.563269127038,15.489681696538,7.044980922638,6.642264924538,6.112649763938,9.237002314038,9.237002314038,9.237002314138,8.914722696238,8.430736353838,3.228688037968,6.007363796118,6.007363796118,6.007363796068,5.974874632368,4.423980923788,4.592050261988,4.592050261968,2.317423207698,2.317423207698,2.317423207688,0,0.7348825542,1.7393765125,1.749943750808,1.749943750808,3.222766349208,2.285558412744,2.976162023004,2.815040547908,2.769551892608,5.226011950838,6.155113160838,5.538744531538,6.155113160438,6.155113160438,6.396680424108,7.984060110108,7.984060109938,7.984060110538,7.984060110538,7.984060110538,7.984060110138,7.984060110138,6.999855418278,7.984060110238,7.984060110238,7.984060110218,7.984060110218,7.984060110398,7.984060110198,7.423289170438,6.656852873438,7.984060110238,7.772787746938,7.984060110338,7.984060110238,7.984060110238,6.047392582728,5.679052404228,5.920754287838,8.231726150238,13.028544796238,12.165525707138,16.681486780838,17.053977486838,15.438728659338,18.246631346338,18.246631346238,18.246631346238,18.246631345838,18.246631345838,13.744571384398,18.246631345638,18.246631345638,18.246631345938,18.246631345888,18.246631345888,18.246631345938,18.246631345838,18.246631345838,18.246631345938,18.246631345838,18.246631345638,16.999461231538,15.687256936638,18.246631346048,18.246631346048,18.246631346038,18.246631346038,18.246631346038,18.246631346538,17.287259590738,18.246631345738,13.371128770938,13.383048343338,13.088179381838,13.822570891238,15.354780584418,16.492143726508,18.246631345608,18.246631346108,18.246631346108,18.246631346178,17.971500268178,17.983193020728,17.319850672583,17.708726364483,18.246631346233,18.246631346233,18.246631346183,17.696713264393,18.246631346183,17.352226595658,18.246631346278,18.246631345691,18.246631345691,18.051257588558,18.246631345448,18.246631345448,18.246631345438,18.246631345438,18.246631345508,18.207681205108,18.246631345508,18.246631345508,18.246631346408,18.246631345508,18.246631345508,16.342383888608,15.735155671808,17.944382507858,18.246631345758,18.246631345758,18.246631345758,18.246631345758,18.164034195258,18.14320978582,18.246631345708,18.246631345808,18.246631345808,17.949692257308,18.246631345808,17.562386668508,18.246631345608,17.249127239808,18.246631345938,18.246631345938,18.246631345938,17.424519239838,16.728412992138,18.246631345638,16.032818965138,13.611129792948,14.726830248248,16.631613378618,14.993502635538,14.995601875618,16.809567017618,18.246631345718,15.810507997818,15.606944882018,15.063017809518,14.447694328848,12.658297063938,9.618327982538,12.849699407258,13.389672840058,13.815092639758
"t111",13.209958311258,13.585659041258,13.445998119738,14.920277382238,21.771274193538,21.771274193538,20.097865570338,21.771274193938,21.771274193938,21.771274193938,21.771274193538,21.771274193538,20.147846362108,19.393827775438,17.562627044938,17.098361018938,15.072678462038,15.999091031538,7.554390257638,7.151674259538,6.622059098938,9.746411649038,9.746411649038,9.746411649138,9.424132031238,8.940145688838,3.738097372968,6.516773131118,6.516773131118,6.516773131068,6.484283967368,4.933390258788,5.101459596988,5.101459596968,2.826832542698,2.826832542698,2.826832542688,0.7348825542,0,2.2487858475,2.259353085808,2.259353085808,3.732175684208,2.794967747744,3.485571358004,3.324449882908,3.278961227608,5.735421285838,6.664522495838,6.048153866538,6.664522495438,6.664522495438,6.906089759108,8.493469445108,8.493469444938,8.493469445538,8.493469445538,8.493469445538,8.493469445138,8.493469445138,7.509264753278,8.493469445238,8.493469445238,8.493469445218,8.493469445218,8.493469445398,8.493469445198,7.932698505438,7.166262208438,8.493469445238,8.282197081938,8.493469445338,8.493469445238,8.493469445238,6.556801917728,6.188461739228,6.430163622838,8.741135485238,13.537954131238,12.674935042138,17.190896115838,17.563386821838,15.948137994338,18.756040681338,18.756040681238,18.756040681238,18.756040680838,18.756040680838,14.253980719398,18.756040680638,18.756040680638,18.756040680938,18.756040680888,18.756040680888,18.756040680938,18.756040680838,18.756040680838,18.756040680938,18.756040680838,18.756040680638,17.508870566538,16.196666271638,18.756040681048,18.756040681048,18.756040681038,18.756040681038,18.756040681038,18.756040681538,17.796668925738,18.756040680738,13.880538105938,13.892457678338,13.597588716838,14.331980226238,15.864189919418,17.001553061508,18.756040680608,18.756040681108,18.756040681108,18.756040681178,18.480909603178,18.492602355728,17.829260007583,18.218135699483,18.756040681233,18.756040681233,18.756040681183,18.206122599393,18.756040681183,17.861635930658,18.756040681278,18.756040680691,18.756040680691,18.560666923558,18.756040680448,18.756040680448,18.756040680438,18.756040680438,18.756040680508,18.717090540108,18.756040680508,18.756040680508,18.756040681408,18.756040680508,18.756040680508,16.851793223608,16.244565006808,18.453791842858,18.756040680758,18.756040680758,18.756040680758,18.756040680758,18.673443530258,18.65261912082,18.756040680708,18.756040680808,18.756040680808,18.459101592308,18.756040680808,18.071796003508,18.756040680608,17.758536574808,18.756040680938,18.756040680938,18.756040680938,17.933928574838,17.237822327138,18.756040680638,16.542228300138,14.120539127948,15.236239583248,17.141022713618,15.502911970538,15.505011210618,17.318976352618,18.756040680718,16.319917332818,16.116354217018,15.572427144518,14.957103663848,13.167706398938,10.127737317538,13.359108742258,13.899082175058,14.324501974758
"t90",13.209958311758,13.585659041758,13.445998120238,14.920277382738,21.771274194038,21.771274194038,20.097865570838,21.771274194438,21.771274194438,21.771274194438,21.771274194038,21.771274194038,20.147846362608,19.393827775938,17.562627045438,17.098361019438,15.072678462538,15.999091032038,7.554390258138,7.151674260038,6.622059099438,9.746411649538,9.746411649538,9.746411649638,9.424132031738,8.940145689338,3.738097373468,6.516773131618,6.516773131618,6.516773131568,6.484283967868,4.933390259288,5.101459597488,5.101459597468,2.826832543198,2.826832543198,2.826832543188,1.7393765125,2.2487858475,0,2.259353086308,2.259353086308,3.732175684708,2.794967748244,3.485571358504,3.324449883408,3.278961228108,5.735421286338,6.664522496338,6.048153867038,6.664522495938,6.664522495938,6.906089759608,8.493469445608,8.493469445438,8.493469446038,8.493469446038,8.493469446038,8.493469445638,8.493469445638,7.509264753778,8.493469445738,8.493469445738,8.493469445718,8.493469445718,8.493469445898,8.493469445698,7.932698505938,7.166262208938,8.493469445738,8.282197082438,8.493469445838,8.493469445738,8.493469445738,6.556801918228,6.188461739728,6.430163623338,8.741135485738,13.537954131738,12.674935042638,17.190896116338,17.563386822338,15.948137994838,18.756040681838,18.756040681738,18.756040681738,18.756040681338,18.756040681338,14.253980719898,18.756040681138,18.756040681138,18.756040681438,18.756040681388,18.756040681388,18.756040681438,18.756040681338,18.756040681338,18.756040681438,18.756040681338,18.756040681138,17.508870567038,16.196666272138,18.756040681548,18.756040681548,18.756040681538,18.756040681538,18.756040681538,18.756040682038,17.796668926238,18.756040681238,13.880538106438,13.892457678838,13.597588717338,14.331980226738,15.864189919918,17.001553062008,18.756040681108,18.756040681608,18.756040681608,18.756040681678,18.480909603678,18.492602356228,17.829260008083,18.218135699983,18.756040681733,18.756040681733,18.756040681683,18.206122599893,18.756040681683,17.861635931158,18.756040681778,18.756040681191,18.756040681191,18.560666924058,18.756040680948,18.756040680948,18.756040680938,18.756040680938,18.756040681008,18.717090540608,18.756040681008,18.756040681008,18.756040681908,18.756040681008,18.756040681008,16.851793224108,16.244565007308,18.453791843358,18.756040681258,18.756040681258,18.756040681258,18.756040681258,18.673443530758,18.65261912132,18.756040681208,18.756040681308,18.756040681308,18.459101592808,18.756040681308,18.071796004008,18.756040681108,17.758536575308,18.756040681438,18.756040681438,18.756040681438,17.933928575338,17.237822327638,18.756040681138,16.542228300638,14.120539128448,15.236239583748,17.141022714118,15.502911971038,15.505011211118,17.318976353118,18.756040681218,16.319917333318,16.116354217518,15.572427145018,14.957103664348,13.167706399438,10.127737318038,13.359108742758,13.899082175558,14.324501975258
"t123",13.20995831125,13.58565904125,13.44599811973,14.92027738223,21.77127419353,21.77127419353,20.09786557033,21.77127419393,21.77127419393,21.77127419393,21.77127419353,21.77127419353,20.1478463621,19.39382777543,17.56262704493,17.09836101893,15.07267846203,15.99909103153,7.55439025763,7.15167425953,6.62205909893,9.74641164903,9.74641164903,9.74641164913,9.42413203123,8.94014568883,3.73809737296,6.51677313111,6.51677313111,6.51677313106,6.48428396736,4.93339025878,5.10145959698,5.10145959696,2.82683254269,2.82683254269,2.82683254268,1.749943750808,2.259353085808,2.259353086308,0,0.9619134338,3.7321756842,2.794967747736,3.485571357996,3.3244498829,3.2789612276,5.73542128583,6.66452249583,6.04815386653,6.66452249543,6.66452249543,6.9060897591,8.4934694451,8.49346944493,8.49346944553,8.49346944553,8.49346944553,8.49346944513,8.49346944513,7.50926475327,8.49346944523,8.49346944523,8.49346944521,8.49346944521,8.49346944539,8.49346944519,7.93269850543,7.16626220843,8.49346944523,8.28219708193,8.49346944533,8.49346944523,8.49346944523,6.55680191772,6.18846173922,6.43016362283,8.74113548523,13.53795413123,12.67493504213,17.19089611583,17.56338682183,15.94813799433,18.75604068133,18.75604068123,18.75604068123,18.75604068083,18.75604068083,14.25398071939,18.75604068063,18.75604068063,18.75604068093,18.75604068088,18.75604068088,18.75604068093,18.75604068083,18.75604068083,18.75604068093,18.75604068083,18.75604068063,17.50887056653,16.19666627163,18.75604068104,18.75604068104,18.75604068103,18.75604068103,18.75604068103,18.75604068153,17.79666892573,18.75604068073,13.88053810593,13.89245767833,13.59758871683,14.33198022623,15.86418991941,17.0015530615,18.7560406806,18.7560406811,18.7560406811,18.75604068117,18.48090960317,18.49260235572,17.829260007575,18.218135699475,18.756040681225,18.756040681225,18.756040681175,18.206122599385,18.756040681175,17.86163593065,18.75604068127,18.756040680683,18.756040680683,18.56066692355,18.75604068044,18.75604068044,18.75604068043,18.75604068043,18.7560406805,18.7170905401,18.7560406805,18.7560406805,18.7560406814,18.7560406805,18.7560406805,16.8517932236,16.2445650068,18.45379184285,18.75604068075,18.75604068075,18.75604068075,18.75604068075,18.67344353025,18.652619120812,18.7560406807,18.7560406808,18.7560406808,18.4591015923,18.7560406808,18.0717960035,18.7560406806,17.7585365748,18.75604068093,18.75604068093,18.75604068093,17.93392857483,17.23782232713,18.75604068063,16.54222830013,14.12053912794,15.23623958324,17.14102271361,15.50291197053,15.50501121061,17.31897635261,18.75604068071,16.31991733281,16.11635421701,15.57242714451,14.95710366384,13.16770639893,10.12773731753,13.35910874225,13.89908217505,14.32450197475
"t124",13.20995831125,13.58565904125,13.44599811973,14.92027738223,21.77127419353,21.77127419353,20.09786557033,21.77127419393,21.77127419393,21.77127419393,21.77127419353,21.77127419353,20.1478463621,19.39382777543,17.56262704493,17.09836101893,15.07267846203,15.99909103153,7.55439025763,7.15167425953,6.62205909893,9.74641164903,9.74641164903,9.74641164913,9.42413203123,8.94014568883,3.73809737296,6.51677313111,6.51677313111,6.51677313106,6.48428396736,4.93339025878,5.10145959698,5.10145959696,2.82683254269,2.82683254269,2.82683254268,1.749943750808,2.259353085808,2.259353086308,0.9619134338,0,3.7321756842,2.794967747736,3.485571357996,3.3244498829,3.2789612276,5.73542128583,6.66452249583,6.04815386653,6.66452249543,6.66452249543,6.9060897591,8.4934694451,8.49346944493,8.49346944553,8.49346944553,8.49346944553,8.49346944513,8.49346944513,7.50926475327,8.49346944523,8.49346944523,8.49346944521,8.49346944521,8.49346944539,8.49346944519,7.93269850543,7.16626220843,8.49346944523,8.28219708193,8.49346944533,8.49346944523,8.49346944523,6.55680191772,6.18846173922,6.43016362283,8.74113548523,13.53795413123,12.67493504213,17.19089611583,17.56338682183,15.94813799433,18.75604068133,18.75604068123,18.75604068123,18.75604068083,18.75604068083,14.25398071939,18.75604068063,18.75604068063,18.75604068093,18.75604068088,18.75604068088,18.75604068093,18.75604068083,18.75604068083,18.75604068093,18.75604068083,18.75604068063,17.50887056653,16.19666627163,18.75604068104,18.75604068104,18.75604068103,18.75604068103,18.75604068103,18.75604068153,17.79666892573,18.75604068073,13.88053810593,13.89245767833,13.59758871683,14.33198022623,15.86418991941,17.0015530615,18.7560406806,18.7560406811,18.7560406811,18.75604068117,18.48090960317,18.49260235572,17.829260007575,18.218135699475,18.756040681225,18.756040681225,18.756040681175,18.206122599385,18.756040681175,17.86163593065,18.75604068127,18.756040680683,18.756040680683,18.56066692355,18.75604068044,18.75604068044,18.75604068043,18.75604068043,18.7560406805,18.7170905401,18.7560406805,18.7560406805,18.7560406814,18.7560406805,18.7560406805,16.8517932236,16.2445650068,18.45379184285,18.75604068075,18.75604068075,18.75604068075,18.75604068075,18.67344353025,18.652619120812,18.7560406807,18.7560406808,18.7560406808,18.4591015923,18.7560406808,18.0717960035,18.7560406806,17.7585365748,18.75604068093,18.75604068093,18.75604068093,17.93392857483,17.23782232713,18.75604068063,16.54222830013,14.12053912794,15.23623958324,17.14102271361,15.50291197053,15.50501121061,17.31897635261,18.75604068071,16.31991733281,16.11635421701,15.57242714451,14.95710366384,13.16770639893,10.12773731753,13.35910874225,13.89908217505,14.32450197475
