"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108"
"t11",-0.0359253812539309,0.115265999893406,0.0252203559275525,-0.00115830882954531,0.0236763242149192,-0.344570570213013,-0.011978742722212,0.101161241006683,0.00169672562752147,0.0109315411363475,-0.00580039860647905,-0.00194107100034497,0.000558184553974198,0.00152049499324499,0.000182797107960594,-0.000316447740806814,-0.005367074767024,-0.000187290241142815,0.000103151563320326,-0.000106002374532756,-0.279774564103453,-0.0330588888876931,-0.00267327498023317,1.82092079034616e-05,-0.0010902283225777,0.0002698589964125,-0.000638166558608585,-0.0303736896689543,0.833805910851844,0.000325088698949731,-5.97879581924341e-05,-0.00235089260967876,-0.0118621910826954,-6.11461336398191e-05,0.000791181521991227,0.00216888397132082,-0.00118420462043835,0.00186633339975225,-5.83625281581599e-16,-4.35403134080399e-16,0.00214418100224597,-4.24499800253149e-05,-2.79756576328228e-15,-0.000792873973006927,-0.000479435320446945,0.000342921361978065,0.000318825228011838,-4.50898608403559e-16,-4.35990773389936e-16,-0.000376793907894601,0.000294040123642013,0.0258395489902753,0.00402936247709363,-0.000874322313812973,0.000103483745899882,0.00472867062522141,-0.00705196700829965,-0.000101801296067553,0.0010501955786528,0.00577638742565528,-0.000102461384132962,0.00600287410796885,-6.51255220199699e-05,2.17368661388242e-05,0.0189221491841381,1.88081070529346e-05,-0.000256975434848238,5.99472459621868e-15,0.0472088475962836,-0.00584122765031121,-3.57570062340755e-15,0.258093481194682,-2.10560735514065e-14,0.000137593210962287,0.000348948719631351,1.38005373658366e-05,-3.59824287651392e-05,6.57722489777203e-06,3.47062546535763e-05,-2.9066381624037e-16,2.35725844317408e-06,-3.89177981191288e-16,-5.37314009126404e-16,-9.08612109398437e-07,-1.7031668753588e-16,3.38736209583291e-10,7.73983644328665e-17,-1.05205699184652e-06,3.78278494475077e-16,-3.97851452993664e-16,-1.6548305926052e-15,4.3986389298344e-16,-5.89433163104008e-17,1.93518967609192e-16,-8.98898703671849e-07,-1.61536465901462e-16,2.00998122771149e-16,-2.67401931610264e-16,-1.47325946024007e-15,1.84273568985705e-16,2.32819814753776e-16,2.65736736602487e-16,-9.55381113256519e-16,2.5785830830656e-16,-1.0806608822268e-16,2.25030648582726e-16,-2.57888310333682e-14,-3.59738066848637e-14
"t24",-0.0362463108463177,0.1170958703793,0.0260283641623484,-0.00120029660203285,0.0247665644209642,-0.362592185117905,-0.0129181521795807,0.109274373520442,0.0018598784011765,0.0123242363196551,-0.00677357787754589,-0.00247352524372166,0.000721837524478746,0.00209082165765399,0.000286289198468586,-0.000550211882483847,-0.0104419222370012,-0.000370542003959928,-0.0117851376481385,4.98682150148087e-05,-0.396181017980239,-0.0592847674312367,-0.00796569296344587,0.00027061031058484,0.00823769820972219,-0.00101450420892276,0.00104881749132896,0.0153077359897581,-0.379391235129575,-0.000115480581816468,1.68348304623042e-05,0.000657052987687007,0.00231067210583157,2.17587660902757e-06,4.32853198743786e-05,0.000124648051883397,-0.000225008194203006,0.000438809626574124,5.84323399569407e-16,7.22431601474127e-16,0.000797208962140885,-1.64968991320793e-05,1.8010034434432e-14,-0.000339825657697288,-0.000214619700211989,0.000154602807145179,0.000145483826534195,0.707106781186548,-8.25907280857106e-14,-0.000176688470833426,0.000146835395869132,0.0130262916539362,0.00204464903647454,-0.000448444238130438,5.45645083176449e-05,0.00253690111729693,-0.00379889107263361,-5.52583656237488e-05,0.000571318760852065,0.00318210065847204,-5.67139176314409e-05,0.00332807134392198,-3.71692655075149e-05,1.2609167941093e-05,0.0111058279647798,1.11013190777252e-05,-0.000152930373259733,3.82171924279169e-15,0.0285291049350255,-0.00353325738252749,-3.26678648638586e-15,0.156568660484405,-1.50990331349021e-14,8.46002317883651e-05,0.00022066217867026,8.74138107981505e-06,-2.32148213393541e-05,4.30572584608893e-06,2.27394775869855e-05,-1.5724829960746e-16,1.57058367504508e-06,-6.19824455621728e-16,-4.94167223264014e-16,-6.1262466007898e-07,-5.61824420375318e-16,2.31896436006989e-10,-3.93489847425571e-16,-7.24809710883776e-07,5.42273324680232e-16,-2.04756953967171e-16,-1.06840331567764e-17,-1.51522788759129e-17,-7.38006146244785e-16,1.01429774255544e-15,-6.27397424346279e-07,6.87710651593881e-16,4.55807094988622e-16,-6.7547264468733e-16,1.78407667657161e-16,1.40348426787436e-16,7.11406969065264e-16,2.38141203309664e-16,-1.92071751357236e-15,-3.47322104852494e-16,9.56008931399314e-17,-2.88823121819119e-16,-2.57777728436048e-14,-3.56678714990367e-14
"t25",-0.0362463108463177,0.1170958703793,0.0260283641623484,-0.00120029660203286,0.0247665644209643,-0.362592185117905,-0.0129181521795808,0.109274373520442,0.0018598784011765,0.0123242363196553,-0.00677357787754615,-0.00247352524372146,0.000721837524478582,0.00209082165765396,0.000286289198469002,-0.00055021188248281,-0.0104419222370009,-0.000370542003959992,-0.011785137648138,4.98682150145911e-05,-0.396181017980238,-0.0592847674312361,-0.00796569296344812,0.000270610310584399,0.00823769820972158,-0.0010145042089229,0.00104881749132961,0.0153077359897579,-0.379391235129577,-0.000115480581819184,1.68348304630154e-05,0.000657052987686785,0.00231067210583214,2.1758766112404e-06,4.32853198716214e-05,0.000124648051881547,-0.000225008194200414,0.000438809626574427,-7.20188654365238e-16,-1.44014868120488e-15,0.000797208962141383,-1.64968991382613e-05,-1.73783244754948e-14,-0.000339825657704572,-0.00021461970027195,0.000154602807162634,0.000145483826384407,-0.707106781186547,8.27013413010277e-14,-0.00017668847085521,0.0001468353958598,0.0130262916539439,0.00204464903647222,-0.000448444238128652,5.45645083093659e-05,0.00253690111729811,-0.00379889107264029,-5.52583656231394e-05,0.000571318760849584,0.00318210065846855,-5.67139176312635e-05,0.00332807134392299,-3.71692655054134e-05,1.26091679433891e-05,0.0111058279647811,1.11013190780104e-05,-0.000152930373260908,4.6543865112606e-15,0.0285291049350191,-0.00353325738252807,-1.64599841698737e-15,0.156568660484409,-9.2148511043888e-15,8.4600231787226e-05,0.000220662178669533,8.74138107694035e-06,-2.32148213408795e-05,4.3057258455884e-06,2.27394775860686e-05,3.45291432834592e-16,1.57058367410029e-06,1.42714560455617e-16,2.10774312388093e-16,-6.12624659703677e-07,3.15797800836903e-16,2.31897110671964e-10,2.43373013270896e-16,-7.24809710953623e-07,2.32199899004988e-16,-2.10954563653154e-16,-1.8564298115961e-15,3.25315889596885e-16,6.5106106451246e-16,-5.30800873555833e-16,-6.27397423307577e-07,-9.66314619792886e-16,6.91354908377426e-16,-3.6833337065627e-16,-2.65681542192894e-16,-5.94078794184639e-17,4.70431751797842e-17,-1.18345273811788e-16,-9.42333473121425e-16,8.36766451431383e-17,-4.64148580286314e-16,-8.07187885853581e-17,-2.60516933378434e-14,-3.59652906319789e-14
"t79",-0.0366763343286146,0.119571625947145,0.0271461144797764,-0.00125871235129487,0.0263034478693636,-0.388208601154221,-0.0142995204989359,0.121231473421303,0.00210520652626043,0.0144994840008745,-0.00836607952415192,-0.00344612682533728,0.00102609029615517,0.00322862197020838,0.000521826069832743,-0.00113129220881063,-0.0240907667948658,-0.00086858171051502,-0.0601735431781369,0.000927038265736385,0.537861511032989,0.0538639999174327,0.00393384810498126,-6.46567805686947e-05,-0.00109648776678573,8.44795528411777e-05,1.90413254204624e-06,0.00200366255172793,-0.0531508594641055,-1.85280088511771e-05,2.97981936289185e-06,0.000116622225235151,0.000458547257965522,5.31546852815783e-07,1.18959344264776e-05,3.43803801346637e-05,-7.38660095994507e-05,0.000152931967519368,8.63786686999702e-17,5.60284892916704e-16,0.000333804838867124,-7.06714528183813e-06,4.75343975183952e-16,-0.000153740352515274,-9.96649291040195e-05,7.21094328745446e-05,6.83682625123906e-05,2.03026769371793e-16,4.65710717449323e-17,-8.44861446554626e-05,7.3225122028902e-05,0.00653890850971228,0.00103109077810195,-0.000227864559267216,2.82838575847083e-05,0.00133197251619755,-0.00200069570298079,-2.92687226241285e-05,0.000303118906746565,0.00170452276633069,-3.04910736594482e-05,0.00179150991574238,-2.04691225066707e-05,7.03518231192659e-06,0.00625596695185901,6.28253869006716e-06,-8.71402129075823e-05,1.81547899525172e-15,0.0164668548404073,-0.00204099609663302,-1.00290581418419e-15,0.0906648222354529,-9.40740541022222e-15,4.95579555225879e-05,0.000132477934928159,5.25574112824655e-06,-1.41905772824869e-05,2.66726996190959e-06,1.40974702882306e-05,3.03201534914418e-16,9.88993423328586e-07,-3.08477172781147e-16,-1.63984495860568e-16,-3.90120828546168e-07,3.59073035246976e-15,1.49840576236735e-10,-1.47682369024809e-15,-4.71221158379052e-07,-6.99516534697243e-15,3.2311958030931e-15,-8.79975029425425e-14,9.29551374582957e-14,-0.707106781186547,-3.11848892505177e-14,-4.13106854662924e-07,7.44049337745241e-16,3.27470315536335e-17,-1.96840422522306e-15,-1.79791856468388e-16,-1.15800564561811e-15,3.33621379154385e-15,3.46608742354432e-16,7.53637837319955e-16,-9.12468059766956e-17,3.52412879342303e-17,6.21592605552458e-16,-2.58942971757464e-14,-3.63722495643238e-14
"t80",-0.0366763343286146,0.119571625947145,0.0271461144797764,-0.00125871235129481,0.0263034478693636,-0.388208601154221,-0.0142995204989359,0.121231473421303,0.00210520652626044,0.0144994840008744,-0.00836607952415197,-0.00344612682533705,0.00102609029615518,0.00322862197020835,0.000521826069832471,-0.00113129220881012,-0.0240907667948657,-0.000868581710515098,-0.0601735431781369,0.000927038265735942,0.537861511032989,0.0538639999174327,0.00393384810498124,-6.46567805685442e-05,-0.00109648776678564,8.44795528415157e-05,1.90413254187187e-06,0.00200366255172782,-0.0531508594641054,-1.85280088510361e-05,2.97981936322573e-06,0.000116622225235277,0.000458547257965778,5.31546852542726e-07,1.18959344257214e-05,3.43803801346948e-05,-7.38660095995038e-05,0.000152931967519315,-4.27099480189141e-16,2.32134588914004e-16,0.000333804838867282,-7.0671452829962e-06,8.91677609418392e-16,-0.0001537403525151,-9.9664929104043e-05,7.21094328748508e-05,6.83682625119257e-05,8.27527220728858e-16,2.80610667657741e-16,-8.4486144655118e-05,7.32251220290111e-05,0.00653890850971111,0.00103109077810201,-0.000227864559266917,2.82838575849561e-05,0.00133197251619745,-0.00200069570298115,-2.92687226243406e-05,0.00030311890674622,0.00170452276633022,-3.04910736604288e-05,0.00179150991574282,-2.04691225053831e-05,7.0351823111834e-06,0.00625596695185991,6.28253869037371e-06,-8.7140212907486e-05,2.71059630885068e-15,0.0164668548404065,-0.00204099609663469,-1.63678322524703e-15,0.0906648222354524,-7.11063152802893e-15,4.95579555225038e-05,0.000132477934927983,5.25574112748173e-06,-1.41905772825306e-05,2.66726996310759e-06,1.40974702880439e-05,-1.3689640588185e-16,9.88993423907963e-07,-1.92801487820191e-17,-3.14242944764541e-16,-3.90120828104078e-07,-3.2288983205061e-15,1.49842210936089e-10,1.53019816996474e-15,-4.71221161114139e-07,7.08468634076927e-15,-3.80746047077248e-15,8.58599532668051e-14,-9.24028131438356e-14,0.707106781186548,3.16194274652199e-14,-4.13106885752383e-07,-1.14405974359258e-15,4.52882411731082e-16,1.09920406012879e-15,-1.00985703972329e-15,1.32135347260143e-15,-3.08195594393412e-15,-1.35408901501699e-16,-2.97948708298213e-15,6.10883263547269e-17,-4.55328051995034e-16,-1.30324005864438e-16,-2.58925777083663e-14,-3.55569832784746e-14
"t44",-0.0469668429488574,0.212852306688203,-0.121958797906986,0.0023645931491324,-0.0163049461410493,0.134825639737537,-0.00907663004598266,0.156098515514977,-0.000357175328422463,0.000357126059988351,-0.000717961464482002,-0.000427781367163912,0.000129329910120373,0.000419660486386203,7.08197049883139e-05,-0.000178500645109771,-0.0114306305680692,-0.0013152526881118,-0.00325781948248648,4.32529396503823e-05,0.000687470384497693,-0.000738846734780515,-0.000165056734203723,5.63695387900009e-06,0.000860814034470977,-1.13740905150285e-05,8.49557326102994e-06,4.25947731091905e-07,1.01491898776905e-05,-1.12763180617218e-07,6.47551816917918e-08,2.61234645300546e-06,3.17958442650955e-05,5.50790394346147e-07,-1.27549611557195e-05,-3.55764036975554e-05,4.48909558012915e-05,-9.63975860200334e-05,-4.32205154271266e-16,3.23585500534324e-15,-0.103039527742874,-2.22037880822387e-06,5.66012399136568e-15,8.15674973730987e-05,7.04892075055621e-05,-5.31310797529954e-05,-5.39330639940745e-05,-4.69332931775084e-16,-2.76966466494376e-16,7.77531771854903e-05,-0.000102428244036139,-0.00991389849732602,-0.00166064204261395,0.000409287224096332,-7.38660448164599e-05,-0.0050410010575986,0.00852896112082457,0.000164649788568993,-0.00188697235021513,-0.0291689201349987,0.00181585015847612,-0.80126105633375,-6.71832165648112e-05,1.37222445919847e-05,0.0326430587204524,3.36197424741929e-06,-5.11224212756213e-05,7.63225576176937e-15,0.0138846785936435,-0.474445529506971,1.3021109084816e-14,0.000951977769026548,-2.50090746722886e-14,-4.77807525713393e-06,-0.0730544270617079,-2.38255113190516e-06,1.75415692592175e-05,-0.00262985391030787,-2.88281606974829e-05,-4.70012075217716e-16,-4.02324276127081e-06,3.19293414072029e-16,4.77229842747748e-16,3.60577763395845e-06,1.19062047352915e-16,3.42817475395753e-09,-1.63189903049749e-16,-4.65697570073962e-06,1.03852591281419e-16,-2.78044257040192e-16,-2.15927825627859e-15,3.80665738388391e-16,-7.33025722575868e-17,-1.23148324366996e-16,-1.95355221511949e-06,1.96560301896251e-17,3.66439788857549e-16,-1.63892883860888e-16,-4.27909199148445e-16,1.41536169546261e-17,7.62783724678098e-16,-2.27036399840476e-16,-8.07408667335261e-16,7.72943795314734e-17,-3.52206034818239e-16,2.10147245153845e-16,-2.58397295909819e-14,-3.55658301551578e-14
"t54",-0.047544703474893,0.217472705397867,-0.127212196390297,0.00247933175946748,-0.0172997603724866,0.144108218940631,-0.00998846330746541,0.172105729484989,-0.000400365624028863,0.000412513572369533,-0.000858603347110036,-0.000550716664247787,0.000168312722220355,0.000569013028802102,0.000102722575901278,-0.000269322910706722,-0.0178049354416377,-0.00205694031197762,-0.00576322662753605,8.17259511464548e-05,0.00171004604434368,-0.00201495443038434,-0.000537290293399098,2.34926620959587e-05,0.00435801741462574,-6.58441218781342e-05,7.06087837964858e-05,0.000202210098452971,-0.00112851759149101,3.1983786288198e-06,-1.10562156487188e-06,-4.40626753754901e-05,-0.000346727827969146,-3.12767929836819e-06,5.20278812277942e-05,0.000143681421218298,-0.000112951367054737,0.000207235452383954,9.95220148830088e-17,-7.13731766323111e-15,0.21881381721743,1.02884161378169e-05,-4.05638713355395e-15,4.25958119242631e-06,-1.00113604238791e-05,8.26811999361864e-06,9.28695018067117e-06,-3.70099192495911e-17,-2.96563302946476e-16,-1.46008889362853e-05,1.63909161668964e-05,0.0015020082317198,0.000241102992039811,-5.49321785990243e-05,7.61674868138982e-06,0.000414677089251689,-0.000658769731299525,-1.11803993050625e-05,0.000122978132106511,0.00145156837525898,-7.98254413150084e-05,0.0336529334325579,6.02800917708748e-07,8.16296703602052e-08,0.000427565050551108,4.90764483492716e-08,-6.45263689327343e-07,-1.9371599813876e-15,-0.000927419534233185,0.0476205581206909,-5.62501026345165e-16,0.00155974767662328,3.82333054105288e-15,-4.5035133901757e-08,0.678047792551487,-1.31032446638231e-05,1.00832219495368e-05,-0.602390224594324,-1.81690615161503e-06,1.91293701978502e-15,-1.6478107998112e-06,1.9252546661714e-15,8.11105927806676e-16,1.50566858580519e-06,-1.62595170400965e-15,1.47765393693154e-09,-3.78320437446088e-16,-2.03875317530288e-06,1.62868342783921e-16,-5.83352704360461e-16,-8.93400645980031e-16,-4.00958007043307e-16,5.5955854731406e-16,-1.53048871509334e-16,-8.85419652293089e-07,2.46695254478826e-16,5.42747680469342e-16,-6.40542736217947e-16,1.25799913256148e-15,-1.30995727190838e-16,1.37773949005652e-16,4.4583406631058e-16,-2.49668774052388e-15,1.43760567587922e-16,-6.06657826053582e-16,2.0780201970846e-16,-2.55972721772268e-14,-3.64113045977275e-14
"t55",-0.0475866537697399,0.217807948611189,-0.127592928577419,0.00248764492120903,-0.0173717923228553,0.144780089320923,-0.0100543654213234,0.173262533898514,-0.000403484446313541,0.000416507776363028,-0.00086873086152992,-0.000559545011458262,0.000171111173187319,0.000579720660671012,0.000105005506613,-0.000275815744004843,-0.0182603034626833,-0.00210992045228609,-0.00594178505247654,8.44652859271851e-05,0.00178267390331597,-0.00210554972563676,-0.0005637041990922,2.47596055507149e-05,0.00460621094266692,-6.97106636861773e-05,7.50210724964717e-05,0.000216588731829019,-0.00120968955544504,3.43467149835927e-06,-1.18923190046936e-06,-4.73971990726867e-05,-0.000373815442695666,-3.39239349337434e-06,5.67190202535182e-05,0.0001566653767679,-0.000124638017769735,0.000230096502292673,9.11678962461422e-16,-8.44863317529767e-15,0.251642972322911,1.19242681747455e-05,-5.458271547537e-15,5.06316651782964e-06,-1.21074433818509e-05,1.00330478046718e-05,1.13393112984753e-05,-3.79788901186802e-16,3.7115520625e-16,-1.81243963447155e-05,2.16074310832782e-05,0.00200696657290768,0.00032553382965986,-7.56144747150479e-05,1.12274380435218e-05,0.000652773881110238,-0.00105765943837204,-1.87268072246832e-05,0.000208910050595825,0.00272602511093949,-0.000157721861063539,0.0677989939570734,3.02940170425977e-06,-3.37950917474198e-07,-0.000382993926216871,-2.18957071762408e-08,4.49450870025505e-08,-9.43674253556652e-16,-0.000264897423770353,0.014285481632487,-4.44160789119343e-17,0.000531893356295605,1.3012594474171e-14,-2.17217128623662e-08,0.428220455933269,-8.33676873442708e-06,6.49476292262326e-06,0.788373850860361,-2.47285370614723e-05,-6.74363574370088e-16,-1.49190834882247e-06,-2.32038183069598e-15,-8.52715943930827e-17,1.33539269119551e-06,1.66730753989595e-16,1.31351383194669e-09,-9.71468566035429e-17,-1.81856992148085e-06,-2.1121377504124e-16,-3.30166672604872e-16,1.47408759715106e-15,1.07274800835449e-16,-5.51845690231445e-16,4.91963513660611e-16,-7.96446384358765e-07,-9.38153370902721e-16,3.0899478935486e-16,-5.25442555694869e-16,-1.25030164877037e-15,1.06863682503024e-15,2.38081933106625e-16,-4.59165009339541e-16,1.00366024495932e-15,-1.10642527611597e-16,2.61525655609862e-16,-4.94695725049017e-17,-2.56206188420481e-14,-3.54936795429259e-14
"t92",-0.0477685611958776,0.219261178021347,-0.12924217838512,0.00252364948728475,-0.0176836436677792,0.147688159132511,-0.0103393514284062,0.178264712142953,-0.000416963999621487,0.000433755878563518,-0.00091242320695931,-0.000597563001145529,0.000183159275102235,0.000625778092406732,0.000114811742566045,-0.000303684803638844,-0.0202137616953855,-0.0023371812254251,-0.00670622407372951,9.61821203781148e-05,0.00209237062977296,-0.00249154939399558,-0.000676096594061697,3.01426857537156e-05,0.00565981417877713,-8.61160654437766e-05,9.37221015049826e-05,0.000277389790061971,-0.00155285777665912,4.43313905488464e-06,-1.54237558652491e-06,-6.14809843342893e-05,-0.000488153674871612,-4.50801232975704e-06,7.64642628573378e-05,0.000211313028464976,-0.000173686501631661,0.000325911050667478,8.80615423668119e-16,-1.2852723187165e-14,0.388284788703463,1.87238341624805e-05,-8.30324291496068e-15,8.38993387312295e-06,-2.076367590443e-05,1.7318369629763e-05,1.98041739775696e-05,5.72003912479219e-16,-1.68230892078049e-16,-3.26268628017899e-05,4.2941700711186e-05,0.00406959301756029,0.000670101474928663,-0.000159887118458136,2.58693878570241e-05,0.00161475465843518,-0.00266773650840035,-4.91294097728388e-05,0.000554906664474108,0.00783919214635156,-0.000469777542430328,0.204517051263319,1.26340226262896e-05,-1.9841038721021e-06,-0.00353792607611991,-2.96915438224506e-07,2.69982536042076e-06,2.25660294066938e-15,0.00223877615021626,-0.111525062382823,2.48962786335667e-15,-0.0033311203223461,-1.02385547956496e-14,6.37897103313227e-08,-0.395363320145684,7.19714229493193e-06,-2.37803918427308e-06,-0.0882154198098237,2.46061868811321e-06,1.31928941594201e-16,-1.58142942470632e-07,-1.22690787132386e-16,-4.6393557119871e-16,2.90566081642939e-07,-2.13624493260385e-15,4.3661101640761e-10,-1.29019799231504e-15,-6.78312204364765e-07,6.10616458914442e-16,2.49546938012279e-16,-7.70903299233297e-15,1.22300738298569e-15,1.01087439990055e-15,4.29610140515514e-16,-3.55203148403049e-07,1.97089757142403e-16,3.8912402513268e-15,-6.05505536674151e-15,6.4932275176999e-14,-0.707106781186548,2.36233476154143e-14,-1.68894102493056e-14,-8.87809973909824e-15,-6.29103439560641e-16,2.16300775066528e-16,2.35691898227624e-15,-2.73234442977511e-14,-3.5547505428253e-14
"t93",-0.0477685611958776,0.219261178021347,-0.12924217838512,0.00252364948728475,-0.0176836436677792,0.147688159132511,-0.0103393514284062,0.178264712142953,-0.000416963999621478,0.000433755878563156,-0.000912423206959324,-0.000597563001145409,0.000183159275102161,0.000625778092406705,0.000114811742565885,-0.000303684803638717,-0.0202137616953855,-0.00233718122542558,-0.00670622407372906,9.61821203781257e-05,0.00209237062977299,-0.00249154939399578,-0.000676096594061853,3.01426857539332e-05,0.00565981417877756,-8.61160654440801e-05,9.37221015047336e-05,0.000277389790062104,-0.00155285777665947,4.43313905476331e-06,-1.54237558639548e-06,-6.1480984334288e-05,-0.000488153674871956,-4.50801232912554e-06,7.64642628570671e-05,0.000211313028464611,-0.000173686501631716,0.000325911050666802,1.13388505116074e-15,-1.25561211967094e-14,0.388284788703463,1.87238341627851e-05,-8.79763910561407e-15,8.38993387340767e-06,-2.07636759046536e-05,1.73183696297096e-05,1.98041739777101e-05,4.71389950867453e-16,-3.31698220400491e-16,-3.26268628020834e-05,4.29417007109578e-05,0.00406959301756032,0.00067010147492856,-0.000159887118458277,2.58693878570613e-05,0.00161475465843508,-0.00266773650840058,-4.91294097728361e-05,0.000554906664473744,0.00783919214635155,-0.000469777542430742,0.204517051263319,1.26340226268522e-05,-1.98410387216341e-06,-0.00353792607612002,-2.96915438188896e-07,2.69982536050994e-06,3.00253403533472e-15,0.00223877615021608,-0.111525062382823,3.10042108607983e-15,-0.00333112032234572,-7.77568114063154e-15,6.37897105492915e-08,-0.395363320145684,7.19714229429817e-06,-2.37803918457908e-06,-0.0882154198098249,2.46061868686338e-06,-5.65850967900251e-16,-1.58142945426145e-07,3.77137823873394e-16,2.67896914076962e-16,2.90566081735905e-07,2.46139635665925e-15,4.36612102364727e-10,1.43254772118491e-15,-6.78312205866012e-07,-4.36822770198518e-16,-4.7040901175913e-16,5.8911990593252e-15,-8.59232305404759e-16,-1.2945730978941e-15,-6.56506713380022e-16,-3.55203153508342e-07,-5.48271930170847e-17,-3.32565836476226e-15,4.98368987625678e-15,-6.60601639409616e-14,0.707106781186547,-2.40419575505917e-14,1.63193693647228e-14,7.49768987412282e-15,2.32631018437227e-16,-2.66687181207408e-17,-2.43501138502171e-15,-2.48911805515246e-14,-3.61774642740454e-14
"t50",-0.0472201122352355,0.214876315690783,-0.124257420167504,0.0024147823004249,-0.0167398107392733,0.138881677134155,-0.00947441004061812,0.163080799811858,-0.000375997491288004,0.000381223707562711,-0.000779034557172752,-0.00048095231838207,0.00014618060134961,0.000484078281603444,8.45310294357396e-05,-0.000217454678396812,-0.01416011943536,-0.00163277949585905,-0.00432381014166412,5.95700010394221e-05,0.00111577968616607,-0.00127129673560929,-0.000319300155444629,1.29728463265255e-05,0.00228922109855295,-3.35418336840469e-05,3.35690511317879e-05,8.01588447123537e-05,-0.000438765293431242,1.18539366727311e-06,-3.91717357472333e-07,-1.5588939282779e-05,-0.000114679535303511,-8.40198036175951e-07,1.1182567001082e-05,3.0599901084104e-05,-9.22166514508469e-06,2.13345525960396e-06,-2.68943808747053e-16,4.08815353489424e-15,-0.104376197924395,-6.4821953974293e-06,2.16654679285143e-15,-1.72551891876045e-05,2.09668851108084e-06,-2.97644113246697e-06,-5.17241744644083e-06,-5.53391811690523e-16,7.46483530611957e-16,1.32077471437679e-05,-2.97962633372813e-05,-0.00302675233048828,-0.00052281164764861,0.00013491445211464,-2.68565743469462e-05,-0.00192372840684314,0.00328765731001769,6.45634611307816e-05,-0.000743363317850853,-0.0117550030895575,0.000736875898853566,-0.325842337311663,-2.75517540163536e-05,5.38651828396577e-06,0.0116361471001743,1.08754962484955e-06,-1.18846779278684e-05,-1.13776291898691e-14,-0.0163486090155861,0.850876975596378,-2.4963615281941e-14,0.0296088444749891,1.67604645440189e-14,-5.23204739933918e-06,-0.19486417471859,6.70217848916026e-07,1.19819690053986e-05,-0.00439303194564586,-2.02123974637705e-05,-6.38382485474941e-17,-2.87464966831164e-06,-3.89161351247194e-16,-1.8328913587868e-16,2.60434622398846e-06,8.88539764538376e-16,2.51082615716271e-09,-2.649174689775e-16,-3.43097681992034e-06,4.92229270639587e-16,-1.29422025420299e-16,4.4348196559725e-16,5.63541499364654e-16,9.91230389946879e-16,1.62348545748584e-15,-1.45700703133348e-06,-1.38408478131192e-16,4.51404732796712e-16,-5.72229537617044e-16,-2.53980610844172e-16,-7.70284611736454e-17,5.77728902463604e-17,6.05022492873718e-16,-2.03097314714007e-16,1.5965513866562e-16,-6.40508108301234e-16,5.51090815752988e-16,-2.58935690158908e-14,-3.61264269929685e-14
