"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107"
"t72",-0.105265906062754,0.130017927385069,0.00613678488031439,-0.00146312660339406,-0.00276838008269749,0.033129262122226,0.000442779325904456,0.0094318976360439,-0.153802038216889,0.0566403677087047,0.00929452830998058,0.215308278853722,0.00450656648544353,-0.00103806440932527,0.000128812887637677,3.29970195901936e-06,0.000576963177435185,0.0189207904927035,0.00015906927198941,-0.00139145920565683,-0.0227119786715837,-0.00218458979258135,0.000274487481498303,-0.00122550307523069,-0.21735551932178,-8.49852670876985e-07,2.14094279663342e-07,-8.49678366167931e-07,1.75689494972299e-06,0.00670492609073729,-0.00339096076038923,1.32340426803559e-07,-1.19854219879725e-09,1.91636729003638e-05,-3.97397143540655e-16,0.0173394878269392,0.001821260318316,-3.3112212441137e-05,-2.43981163456884e-05,1.12241283177881e-16,-0.000762372620376952,3.99759208997177e-10,0.000622652012201374,5.85494555461699e-07,0.00450578055945204,-1.15836930705479e-05,-5.34328478739597e-06,2.97312079851342e-07,1.83653130228697e-06,-4.56350462983613e-08,-4.49720414345571e-09,-4.77469063817506e-10,1.38253028613538e-07,-9.52630181418823e-08,-0.00191702758605117,-8.19457877856283e-08,7.0129040942202e-08,-9.61221379169409e-16,-0.574511773868203,2.80915936272722e-14,2.82943564810447e-07,5.82757682499984e-09,1.9535832460785e-15,-0.0976166904457027,-2.10726287680369e-07,1.25319558657972e-07,-4.01506332869191e-06,0.000504146730248182,-3.22474712611427e-15,1.2646695660938e-05,4.69886654589341e-15,5.09218484388278e-16,4.15684243110609e-16,-0.00044018104342199,3.72204183367785e-16,-6.04015485230957e-16,-2.7833272549681e-05,-2.44840131831718e-06,0.00113689310122345,-7.45668317687709e-08,3.96611390731668e-07,-1.78054345749199e-14,9.5630117011036e-08,-3.15013990285307e-14,-4.344040400875e-06,0.707106781186545,-6.8480913124268e-07,8.47911695705429e-05,-1.11531569790479e-07,-5.75257702061803e-07,8.57592970180928e-16,2.48505302148465e-07,-3.15793831775374e-14,1.53953444476651e-14,-9.96918935495082e-15,-3.26618033511148e-15,2.58499904293686e-15,-5.97637134684676e-15,1.61014444151923e-07,-1.51703717890727e-15,-2.94259391061746e-15,1.12426351439763e-14,4.30806516185875e-15,-1.70364394005437e-15,7.78500959027984e-15,1.3958442509917e-15,-0.0966736489045742
"t65",-0.105306518555431,0.13021971972359,0.00614718493331773,-0.00146722816123205,-0.00278063061176443,0.0332864093558959,0.000445355407524999,0.00950382171986128,-0.155226752578544,0.0572661429532022,0.00939922145926663,0.218972670460664,0.00458408639969132,-0.00105751378615638,0.000131403932378067,3.37378524863477e-06,0.00059086127582905,0.019387971525129,0.000163189406077095,-0.00142843052068112,-0.0234174506145926,-0.00225538034309763,0.000284274210713121,-0.00126938051649171,-0.225231393148581,-8.82217231635443e-07,2.24580485449229e-07,-8.96601623340352e-07,1.87844887081897e-06,0.00723786861879485,-0.00366994298626385,1.43364976310949e-07,-1.33876008727903e-09,2.15720636880368e-05,-7.58854090072938e-16,0.019847948570179,0.00209296190546818,-3.80728900622291e-05,-2.85791976709117e-05,1.94562449999091e-16,-0.000904696120313176,4.77987454177655e-10,0.000771004087206923,7.57365252307505e-07,0.00623968355904278,-1.78922657244499e-05,-8.63479646962472e-06,4.86343707631063e-07,3.80018145951931e-06,-1.13219974335776e-07,-1.39334071520385e-08,-1.56455107345013e-09,5.02605975876692e-07,-3.63660120794205e-07,-0.00985301382047809,7.36099608309761e-07,-4.90957552328602e-07,-3.43960624794327e-17,0.19164868029573,-9.01567789621466e-15,9.92447276467312e-09,3.58393005169077e-10,-7.02100050306018e-15,0.544914781476804,2.78023691412193e-06,1.97615069857555e-07,-4.43010161492203e-06,0.000549049211062064,1.91537635970751e-15,1.19836658138962e-05,-1.8632702248094e-15,4.67562742261472e-16,5.51683652191635e-16,-0.000398916934026718,2.03226535987671e-16,-2.40191983633636e-16,-2.50660981631074e-05,-2.20582869346388e-06,0.0010248169666403,-6.75354191668419e-08,3.60294587155361e-07,0.707106781186547,8.70036436913928e-08,2.59556396371238e-14,-3.95953230084066e-06,2.28368558160982e-14,-6.25409280039017e-07,7.7495099930729e-05,-1.01944005494249e-07,-5.26256763469742e-07,9.19495815947096e-17,2.27812080885075e-07,1.01949053790157e-14,6.93826268062496e-15,-7.63304624475594e-16,1.04184925973006e-15,-7.64736040822324e-16,-9.30774978683507e-16,1.48741656109719e-07,6.03118495365528e-16,-2.48888245867605e-15,3.85284865016999e-15,3.65959225208923e-15,-2.50094790774812e-15,9.95816490883006e-15,1.58013685553048e-15,-0.0966736489045696
"t66",-0.105306518555431,0.13021971972359,0.00614718493331771,-0.00146722816123209,-0.00278063061176448,0.0332864093558961,0.000445355407524917,0.00950382171986116,-0.155226752578544,0.0572661429532022,0.00939922145926677,0.218972670460664,0.00458408639969134,-0.00105751378615593,0.000131403932377799,3.37378524855555e-06,0.000590861275828858,0.019387971525129,0.000163189406077092,-0.00142843052068147,-0.0234174506145934,-0.00225538034309748,0.000284274210713286,-0.00126938051649192,-0.225231393148582,-8.82217231567782e-07,2.24580485779477e-07,-8.96601623452838e-07,1.87844887117088e-06,0.00723786861879482,-0.00366994298626399,1.43364976111672e-07,-1.33876025223551e-09,2.15720636887118e-05,-6.97442204196208e-16,0.0198479485701789,0.00209296190546786,-3.80728900623028e-05,-2.85791976713662e-05,2.76345157890221e-16,-0.000904696120312723,4.77987726882348e-10,0.000771004087206271,7.57365251256188e-07,0.0062396835590431,-1.78922657225074e-05,-8.63479646765706e-06,4.8634370787064e-07,3.8001814603829e-06,-1.13219974814442e-07,-1.39334073275882e-08,-1.56455067479126e-09,5.02605976839069e-07,-3.63660120571287e-07,-0.00985301382047797,7.3609960991438e-07,-4.90957552787938e-07,5.63286453283244e-16,0.19164868029573,-9.56420097525017e-15,9.92447360535946e-09,3.58393385770163e-10,-7.72190960974742e-15,0.544914781476804,2.78023691452775e-06,1.97615069693616e-07,-4.43010161761768e-06,0.00054904921106309,5.08975000582886e-16,1.19836658124438e-05,-1.74658147790194e-15,-9.25577504495557e-16,-1.08583747666926e-15,-0.000398916934029007,3.55658197084143e-16,6.96699898837172e-16,-2.5066098149629e-05,-2.20582869853109e-06,0.00102481696666894,-6.75354113532115e-08,3.60294638773555e-07,-0.707106781186547,8.700366690997e-08,-2.40892782668053e-14,-3.95953232405997e-06,-1.32800869537321e-14,-6.25409284584531e-07,7.74950999285171e-05,-1.01944006698836e-07,-5.26256743550554e-07,-5.29773514463469e-16,2.27812080103628e-07,1.05834834376345e-14,-1.83770338434173e-15,-1.90826753620346e-15,-1.04961937267429e-15,5.9451743642559e-15,-1.61319457599907e-15,1.48741657923401e-07,-2.83163398706376e-15,-1.65246169022389e-15,4.06101546731181e-15,4.79673893659401e-15,-4.33157524383803e-16,9.79010531379817e-15,1.38694196052417e-15,-0.0966736489045708
"t74",-0.105356806190425,0.130468819704358,0.00616001835425224,-0.00147227480234452,-0.00279564111332645,0.0334788044753705,0.000448500705247746,0.00959124066342908,-0.15695138911267,0.0580203556441242,0.00952533639732862,0.223327033826663,0.00467616369505276,-0.00108053400858753,0.000134461063200696,3.46073673261958e-06,0.000607114362323594,0.0199335905639343,0.000167988584175954,-0.00147143263086842,-0.0242301742687247,-0.00233670432757831,0.000295442161227593,-0.00131943527216455,-0.23420820132631,-9.18968619659016e-07,2.36239192524988e-07,-9.48175970032591e-07,2.00885611672085e-06,0.0078001635279981,-0.00396300923741082,1.54927575572706e-07,-1.47893817214252e-09,2.3952947677994e-05,-7.46865754442761e-16,0.0222712946167395,0.00235408009614854,-4.28369049090302e-05,-3.25010463314603e-05,1.06512196424233e-16,-0.00103613038408765,5.49599324512844e-10,0.000901760021287934,9.02607813954691e-07,0.00762441768181546,-2.25736328765755e-05,-1.10152682191182e-05,6.22162501350922e-07,5.07463145976295e-06,-1.54705407942337e-07,-1.94370982426808e-08,-2.19188308293535e-09,7.09155351589936e-07,-5.14660601117079e-07,-0.0141527591941492,1.11845260562012e-06,-7.49692730797112e-07,1.90007570728593e-16,0.364786384519137,-1.45376214540306e-14,2.92188400164852e-08,1.39257519178595e-09,4.88878831276642e-15,-0.439916208492044,-2.02696358870902e-06,-2.36280537204196e-08,-8.59185387149398e-07,0.000115560702217924,-3.51802073580314e-16,5.37784140331105e-06,-3.5277487818868e-16,9.8276765384402e-16,-7.97716051992896e-16,-0.000242405663271752,-2.53558208707968e-16,-4.64701269964261e-16,-1.82494336680628e-05,-1.61933886097584e-06,0.000759685404075258,-5.26730346372886e-08,2.86991465694758e-07,7.54771022463114e-17,6.9930323203839e-08,3.22453223401217e-15,-3.21524735939035e-06,-3.55155329429992e-15,-5.1284184836911e-07,6.37755965665095e-05,-8.39322412012344e-08,-4.34977673819715e-07,0.707106781186547,1.90010802348447e-07,3.4011850772047e-14,8.41288291304171e-15,-2.39833624969933e-15,-1.80250519068084e-15,-1.21487432925073e-15,-4.19029693560254e-17,1.27659309654401e-07,5.12918717354338e-16,-2.18084747011832e-15,3.32387535821113e-15,4.75135917774294e-15,-1.65382919156272e-15,1.1391400830431e-14,8.19119308902744e-16,-0.0966736489045602
"t75",-0.105356806190425,0.130468819704358,0.00616001835425227,-0.00147227480234456,-0.00279564111332654,0.0334788044753706,0.000448500705247765,0.00959124066342898,-0.15695138911267,0.0580203556441241,0.00952533639732843,0.223327033826663,0.00467616369505267,-0.00108053400858724,0.000134461063200843,3.46073673320131e-06,0.000607114362323833,0.0199335905639346,0.000167988584175598,-0.00147143263086841,-0.0242301742687243,-0.00233670432757809,0.000295442161227672,-0.00131943527216462,-0.234208201326311,-9.18968619526686e-07,2.3623919291877e-07,-9.48175970073763e-07,2.00885611726666e-06,0.00780016352799833,-0.00396300923741087,1.54927575730471e-07,-1.47893839022323e-09,2.39529476783947e-05,-8.67879856242354e-16,0.0222712946167405,0.00235408009614235,-4.28369049088461e-05,-3.25010463302113e-05,1.78879517195552e-16,-0.00103613038408774,5.49599461623814e-10,0.000901760021288374,9.02607814094881e-07,0.00762441768181483,-2.25736328772436e-05,-1.10152682187764e-05,6.22162501258172e-07,5.07463145944204e-06,-1.54705407992686e-07,-1.94370984927927e-08,-2.19188256239316e-09,7.09155351455253e-07,-5.14660600894358e-07,-0.0141527591941499,1.1184526030189e-06,-7.49692730935024e-07,7.29040579293895e-16,0.36478638451914,-1.5366488001821e-14,2.92188398836029e-08,1.39257532636552e-09,5.596081808028e-15,-0.439916208492043,-2.02696358926047e-06,-2.36280538766667e-08,-8.59185387439422e-07,0.00011556070221676,-1.98541330689232e-16,5.37784139867826e-06,-5.56787518000446e-16,-6.74835493492036e-16,1.89126983159864e-16,-0.000242405663270392,-8.13669517908502e-16,-2.05702294892833e-16,-1.82494336719487e-05,-1.61933885633283e-06,0.000759685404077989,-5.26730333998904e-08,2.86991455058143e-07,7.832442804721e-16,6.99303210927975e-08,-2.33876677798903e-15,-3.21524735462871e-06,1.28485576227427e-15,-5.12841861878107e-07,6.37755965690912e-05,-8.39322447947683e-08,-4.34977633091009e-07,-0.707106781186547,1.90010620328815e-07,-2.09441889468983e-14,-7.51708276685331e-15,-1.16191919886917e-15,1.29066340913601e-15,1.77578894333274e-15,-2.30794831839665e-15,1.27659298212802e-07,-3.09530611359206e-15,-1.93423271201033e-15,2.81039722069494e-15,3.4678226074507e-15,-6.61567363303846e-16,8.70532784472636e-15,2.25270278639765e-15,-0.0966736489045506
"t68",-0.104717445100645,0.127223859648693,0.00599233495517673,-0.00140474295497196,-0.00258737957127748,0.0307899208853245,0.000403426321238908,0.0082821623848503,-0.130019430948988,0.0456605506817771,0.00744611862333246,0.137460446495301,0.00284887824248729,-0.000597687698726327,6.6847361253064e-05,1.33943546299346e-06,0.000179271968797284,0.00513664972530643,2.93715118992609e-05,-0.00018273416436598,0.0085700962502527,0.00133518827063588,-0.000417976317811895,0.00194107767471839,0.385969650656347,2.52289421071181e-06,1.12067829142737e-06,-2.77760201149708e-06,3.97315441737442e-06,0.0134211714134442,-0.00662305396451139,2.56303328193772e-07,-1.94242508283418e-09,3.01187041572896e-05,-9.0812402803509e-16,0.025697062091979,0.00266460687744515,-4.83592236696438e-05,-3.36198938714234e-05,-2.97829858609427e-16,-0.00100955705708612,5.17188636408541e-10,0.000719249599740207,5.71361950515561e-07,0.00296524214202055,5.56529003179016e-08,1.88955381587628e-06,-1.35757920107117e-07,-6.43884419436968e-06,3.73488419899504e-07,9.06710380548089e-08,1.20552913598997e-08,-5.36229114675455e-06,4.5667903965657e-06,0.523816357992815,5.30633342604898e-06,-3.2785231778112e-06,-3.23292856925592e-15,0.0107630124761977,-8.50498121764049e-16,2.96266913622913e-07,6.70252038640602e-09,2.67587453695574e-16,-0.0029242375203194,3.65592645679921e-07,2.13916185941093e-07,-6.43173687007103e-06,0.000805953281765748,-9.11968061864452e-17,1.97451245481798e-05,-1.03730728941029e-16,6.90506261885974e-16,7.4952552945639e-16,-0.000676187477525927,-1.44677761669408e-16,-2.3281227623714e-16,-4.18944372538283e-05,-3.68003157778575e-06,0.00170576663295169,-1.10632553578978e-07,5.84989680282865e-07,2.48579744188699e-14,1.40656650097409e-07,-0.707106781186547,-6.36757726829876e-06,-3.06342162158035e-14,-1.00026297933912e-06,0.000123680140423984,-1.62657830013483e-07,-8.37659901405755e-07,1.93036213996385e-15,3.60497576558681e-07,4.12715623496161e-15,2.63989789329079e-15,-2.16912870712359e-16,1.26501308830116e-15,1.92699171411122e-15,-1.94426320254157e-16,2.30305418602932e-07,-1.20706758095563e-15,-2.51641108830131e-15,3.04040257604386e-15,4.10343472018099e-15,-3.22068340115725e-15,1.04004531012414e-14,1.14667140057817e-15,-0.0966736489045588
"t69",-0.104717445100645,0.127223859648692,0.00599233495517675,-0.00140474295497198,-0.00258737957127751,0.0307899208853243,0.00040342632123885,0.00828216238485035,-0.130019430948988,0.0456605506817773,0.00744611862333237,0.137460446495301,0.00284887824248744,-0.000597687698726309,6.68473612527452e-05,1.33943546302006e-06,0.000179271968797303,0.00513664972530654,2.93715118997514e-05,-0.000182734164366042,0.00857009625025214,0.00133518827063574,-0.000417976317811621,0.00194107767471878,0.385969650656346,2.52289421068663e-06,1.12067829133239e-06,-2.77760201135657e-06,3.97315441774131e-06,0.0134211714134441,-0.00662305396451177,2.5630332795644e-07,-1.94242481192996e-09,3.01187041571439e-05,-4.785271646118e-16,0.0256970620919795,0.00266460687744533,-4.83592236697032e-05,-3.36198938710279e-05,4.37990594982338e-17,-0.00100955705708652,5.17188928844972e-10,0.000719249599740885,5.71361951294886e-07,0.00296524214202448,5.56529011379921e-08,1.88955381588061e-06,-1.3575792013021e-07,-6.43884419687679e-06,3.73488420274191e-07,9.06710382377138e-08,1.20552905061627e-08,-5.36229114683315e-06,4.5667903970108e-06,0.523816357992814,5.30633342480172e-06,-3.27852317712656e-06,-3.03201061634546e-15,0.0107630124761947,-3.54103020526924e-16,2.96266912871655e-07,6.70252073928492e-09,-2.52321076564827e-18,-0.00292423752032076,3.65592645982068e-07,2.13916186152834e-07,-6.43173687006474e-06,0.000805953281762672,-6.03155320125728e-17,1.97451245443697e-05,-1.13029306130889e-16,-1.41155732107412e-15,-8.3413229128843e-16,-0.000676187477521224,3.97714517246353e-16,-7.01343342944e-16,-4.1894437260589e-05,-3.68003156921578e-06,0.00170576663294628,-1.10632552823592e-07,5.84989691041003e-07,-2.45781751995027e-14,1.40656675983011e-07,0.707106781186549,-6.36757738031703e-06,3.2364001539675e-14,-1.00026299708209e-06,0.000123680140419507,-1.62657830522766e-07,-8.37659884658437e-07,-3.73871417339466e-15,3.60497565547206e-07,9.42847117754673e-15,-1.97099710585558e-15,-1.56918514804351e-15,-5.59006660445585e-16,6.8492970531131e-16,-1.13593008319099e-15,2.30305412420652e-07,-4.02155888634608e-16,-1.69391216299043e-15,-1.17844491386692e-15,4.51999449761807e-15,-2.23081234669288e-16,1.07606639570687e-14,1.68999436126537e-15,-0.0966736489045548
"t104",-0.104863865233569,0.127940393673542,0.0060291924771424,-0.00141905281406949,-0.00262906224720386,0.03132181754781,0.000411984768880665,0.00851293744588593,-0.134428857239613,0.0475113892097804,0.00775391882594711,0.146107202093264,0.00303004380779892,-0.000639167543871131,7.18367847945584e-05,1.45136344072532e-06,0.000195379498222707,0.00561010973790082,3.22160492503687e-05,-0.000200904595278301,0.00957247062397951,0.00149841064411954,-0.00047445592621049,0.00220452094112662,0.439017303594936,2.88829027247205e-06,1.33284644803895e-06,-3.37630295374678e-06,5.07079717194535e-06,0.017757043752153,-0.00884867938396115,3.43673135158378e-07,-2.93399789702772e-09,4.69328288703622e-05,-1.20472094073441e-15,0.0429026834998769,0.00452319054695834,-8.22813367961227e-05,-6.20026272483143e-05,5.60854015254378e-19,-0.00197442256726129,1.04770115039954e-09,0.00173413196549833,1.77335426045834e-06,0.0156941059002779,-5.10426623973636e-05,-2.60228344722313e-05,1.48789938248752e-06,1.58745984203082e-05,-6.22440690550437e-07,-1.14193176536261e-07,-1.44118406118837e-08,5.89770309298971e-06,-4.85351605284389e-06,-0.474412215907703,-2.85608402604727e-06,1.69228574775274e-06,1.69159373398319e-15,-0.000809309830146951,1.78082186357814e-16,3.47328674307641e-08,1.07120401496202e-09,-3.30382582503264e-17,-0.000972289568510229,1.22944821886555e-07,8.14117761941013e-08,-2.72098931781246e-06,0.000343336155261535,-1.15010565271054e-16,9.51181878525552e-06,-3.78790652529463e-16,-4.46304674226114e-16,-1.32637148436981e-16,-0.000366134172605881,-1.70668725919877e-16,-6.92925768469324e-16,-2.55737260037965e-05,-2.26226394978962e-06,0.00105751153205111,-7.19978046983598e-08,3.89374726239359e-07,-8.5574818122132e-17,9.45753721728016e-08,1.0136259097174e-16,-4.33256601273429e-06,4.30228897963798e-15,-6.88629685267216e-07,8.55243488565844e-05,-1.12537169556459e-07,-5.82386489556759e-07,-1.8212228806253e-15,2.53550107762109e-07,1.14346513869108e-14,5.01255775033427e-15,-1.78129238290934e-15,3.71540075751384e-15,1.36712104500112e-15,3.34138144123056e-16,1.68441380966375e-07,-1.36111482451355e-15,-4.23928202669115e-15,-1.04152434803046e-13,-2.37953824914109e-15,1.7874099594964e-14,0.707106781186558,2.33345277839977e-14,-0.0966736489044969
"t105",-0.104863865233569,0.127940393673542,0.0060291924771424,-0.00141905281406947,-0.00262906224720401,0.0313218175478099,0.000411984768880644,0.00851293744588572,-0.134428857239613,0.0475113892097803,0.00775391882594697,0.146107202093264,0.00303004380779871,-0.000639167543871259,7.18367847944415e-05,1.45136344069783e-06,0.000195379498222679,0.00561010973790008,3.22160492507539e-05,-0.000200904595278061,0.00957247062397901,0.00149841064411946,-0.000474455926210489,0.00220452094112637,0.439017303594936,2.88829027273446e-06,1.33284644768151e-06,-3.37630295446466e-06,5.07079717229176e-06,0.0177570437521532,-0.00884867938396098,3.43673135260565e-07,-2.93399780986221e-09,4.69328288702253e-05,-1.06877314682126e-15,0.0429026834998766,0.00452319054695946,-8.22813367965364e-05,-6.20026272492268e-05,1.35929018164313e-17,-0.00197442256726234,1.04770117255755e-09,0.00173413196549885,1.77335426106374e-06,0.0156941059002793,-5.10426623982923e-05,-2.60228344722762e-05,1.48789938266911e-06,1.58745984195724e-05,-6.22440690331643e-07,-1.14193176660912e-07,-1.44118409349018e-08,5.89770309298152e-06,-4.85351605257108e-06,-0.474412215907702,-2.8560840247549e-06,1.69228574749691e-06,1.95671325662739e-15,-0.000809309830148632,-7.20501155655396e-17,3.47328673393948e-08,1.07120388180448e-09,-4.16404311582846e-17,-0.00097228956851099,1.22944822070955e-07,8.14117763382009e-08,-2.72098931479393e-06,0.000343336155260902,-4.9559996772129e-16,9.51181878277086e-06,-4.4363496512729e-16,5.46313288659561e-16,-1.79793155648812e-16,-0.000366134172603921,-3.6298299216852e-16,-3.63579539173839e-16,-2.5573726000177e-05,-2.26226395023978e-06,0.00105751153204773,-7.19978044634668e-08,3.89374722163817e-07,2.54474851412168e-17,9.45753711689482e-08,2.12819332081218e-16,-4.33256600589663e-06,-2.33129363659408e-15,-6.88629685239618e-07,8.55243488573464e-05,-1.12537170491362e-07,-5.82386487785414e-07,1.06882850712222e-15,2.53550122075734e-07,6.14721423213347e-15,-1.52388030714633e-15,-2.95009927103751e-16,-4.3475598027499e-15,-1.33210868361805e-15,-1.70694764762718e-15,1.68441373565904e-07,-2.20765987793672e-15,6.32393093292815e-17,1.11317568060243e-13,1.05058888768694e-14,-2.39431445169329e-14,-0.707106781186538,-2.02907487615534e-14,-0.0966736489046485
"t20",-0.10210495733892,0.114240025808792,0.00532316334343309,-0.00114086100505019,-0.00179974860513832,0.02068847928809,0.000237985253503955,0.00367325290274349,-0.0389721337244107,0.005814752058038,0.000782989986513958,-0.0945796697555801,-0.00206364506316732,0.000652792691912797,-0.000106320881930682,-5.85464567756958e-06,0.00063257298184301,0.00336857879772662,-6.12990958294946e-05,0.000679373555712302,0.0168586439160411,0.00152917866411473,-6.40805033060525e-05,0.000235426578452754,0.0124217649148685,-7.67041323604089e-07,-1.99093289328434e-06,7.11341375650342e-06,-1.79321714056536e-05,-0.083963067605997,0.0449504541698121,-1.79180741860154e-06,3.29930680515611e-08,-0.000641508661062604,2.67673439371204e-14,-0.933401943751573,-0.111457686914314,0.00206441740571178,0.003399922708064,5.85072665332246e-15,0.13521461213724,1.05191496418426e-05,0.0691015797246582,3.62932531781533e-05,0.199073646982593,-0.000436308860755316,-0.000195588944334418,1.08288887195158e-05,6.79399176996444e-05,-1.81663022010504e-06,-1.97608435800455e-07,-2.14113589263968e-08,6.34856252824065e-06,-4.37587730977802e-06,-0.0141944973316399,1.03519235482201e-05,-6.74937963250883e-06,1.01189674360481e-16,0.00448957033557619,9.31813637879085e-16,1.31373010739487e-06,3.02146921084446e-08,9.20982920693267e-16,-0.00170240740911495,1.76982562150871e-06,1.00410015518227e-06,-3.02278599913301e-05,0.00488682313704075,-8.32213376025569e-17,9.07904735375726e-05,1.68569794040219e-16,-1.68891111650248e-16,1.41026616036729e-16,-0.00303453849797005,1.53847121486351e-16,-9.37328772702266e-16,-0.000179875102073212,-1.57446355075978e-05,0.0072190390804407,-4.58439796941502e-07,2.38727399960426e-06,3.64706698776602e-16,5.69760221998637e-07,2.46353595550304e-16,-2.55581923968113e-05,9.98647401485623e-16,-3.97656744836611e-06,0.000489855059579303,-6.43938254520744e-07,-3.30211272038655e-06,-7.81127476603162e-16,1.40633118652944e-06,7.56951840093325e-15,1.00642601332285e-15,-1.00840509779685e-15,3.50806883898623e-16,6.63692165058244e-16,-7.65008497940672e-16,8.63116951381804e-07,-1.17555708026237e-15,-2.17001397423837e-15,1.66183003585818e-15,3.92093140320167e-15,-1.60549199807551e-15,1.05045322906903e-14,1.5094284173965e-15,-0.0966736489045751
"t87",-0.103609765766637,0.121349797029645,0.00568712058756451,-0.00127633290070125,-0.0021637035251869,0.02524363741384,0.000305856222452763,0.00518927246705991,-0.060546687517606,0.0101459541071105,0.00138695514275894,-0.284602124201576,-0.00635252595221104,0.00249453061403656,-0.00051988247981994,-5.49082921270676e-05,0.0169478577408657,0.289447160453193,0.00152638113974514,-0.00985622441536585,-0.0636351359100831,-0.00471277755536333,0.00013620889187573,-0.000493332527480419,-0.0250030736698613,1.31960386535768e-06,1.81349932317832e-06,-5.0492603055985e-06,8.35694839377091e-06,0.0307800130010923,-0.0155481857492964,6.06963168465991e-07,-6.47940889502823e-09,0.000113366909621265,-4.74721719702691e-15,0.138682641968245,0.0161572985770726,-0.000298455606918013,-0.000562452512117596,1.07748051337735e-14,0.519490976158856,7.89708538469985e-07,-0.00044036380842908,1.75806232989896e-07,0.00456296776059079,-1.82127998210253e-05,-9.22179033828094e-06,5.24554214632985e-07,4.4155132886427e-06,-1.30621108556397e-07,-1.5268770796412e-08,-1.6762348345976e-09,5.07407495639207e-07,-3.52692504605045e-07,-0.00118867020880288,9.68015439413265e-07,-6.360795826732e-07,-1.50667240731628e-16,0.000515642429074396,1.04437992854184e-15,1.70727103445295e-07,4.05487098754128e-09,7.70780468493945e-16,-0.000268233419875079,2.80111278526707e-07,1.69275678665927e-07,-7.9580355841994e-06,0.0151984687375415,-3.02797423111033e-16,1.61461035969162e-05,-1.22291989088602e-16,-4.26860787830264e-16,-2.10459043696942e-18,-0.000595344705724692,2.25927684651327e-16,-3.10374221788908e-16,-3.95983248456623e-05,-3.49278934303849e-06,0.00161659843929499,-1.0876981381933e-07,5.83288688667379e-07,1.39706901776353e-15,1.41144548139111e-07,-3.70082455854017e-16,-6.43780452022426e-06,-3.14235111496446e-15,-1.01887375970924e-06,0.000126336717491218,-1.66208106056523e-07,-8.58620645464842e-07,-2.16943674552734e-15,3.72264725653721e-07,9.35724602638856e-15,-2.0220392974244e-15,5.76236978272815e-15,-0.707106781186547,-1.75279431657033e-14,-2.2008598604282e-15,2.43901229008464e-07,-5.15727181060203e-15,-2.03786661082707e-15,6.72429277256313e-15,4.48629465489826e-15,-9.42386962075538e-15,1.40052005797554e-14,5.50198715556985e-16,-0.0966736489045748
