"","t18","t19","t24","t25","t12","t13","t4","t38","t39","t59","t60","t7","t16","t94","t95","t88","t89","t68","t31","t32","t46","t47","t6","t30","t53","t71","t74","t75","t45","t17","t90","t91","t48","t49","t29","t15","t26","t78","t79","t82","t83","t11","t1","t2","t9","t21","t98","t99","t27","t57","t58","t28","t40","t41","t92","t93","t35","t36","t42","t100","t101","t86","t87","t51","t52","t37","t54","t55","t14","t5","t84","t85","t69","t70","t63","t22","t23","t64","t65","t43","t44","t3","t8","t56","t76","t77","t72","t73","t10","t50","t80","t81","t96","t97","t33","t61","t62","t20","t34","t66","t67"
"t60",5.6241922081,5.6241922081,5.624192208,5.624192208,5.6241922079,5.6241922079,5.6241922079,2.9225412948,2.9225412948,0.5816799248,0,4.70237307624,4.70237307664,4.70237307662,4.70237307662,4.70237307657,4.70237307657,4.70237307652,4.70237307654,4.70237307654,4.70237307664,4.70237307664,4.7023730768,4.7023730769,4.70237307694,4.70237307694,4.70237307693,4.70237307693,4.702373077,6.2105236226,6.21052362278,6.21052362278,6.2105236224,6.2105236224,6.2105236223,6.2105236226,6.2105236228,6.2105236228,6.2105236228,6.21052362334,6.21052362334,6.2105236225,7.160101796,7.160101796,10.7093253101,10.7093253106,10.7093253106,10.7093253106,10.70932531052,10.70932531052,10.70932531052,10.70932531052,10.7093253105,10.7093253105,10.70932531047,10.70932531047,10.70932531052,10.70932531052,10.7093253105,10.70932531043,10.70932531043,10.70932531044,10.70932531044,10.70932531,10.70932531,10.70932531,10.70932530982,10.70932530982,10.70932530982,10.70932530962,10.70932530977,10.70932530977,10.70932530976,10.70932530976,10.70932530977,10.70932530977,10.70932530977,10.70932530997,10.70932530997,10.70932530932,10.70932530932,10.70932530972,10.70932531022,10.70932531022,10.70932531022,10.70932531022,10.70932530971,10.70932530971,10.70932530973,10.70932530993,10.70932530993,10.70932530993,10.70932530994,10.70932530994,10.70932531041,10.70932531031,10.70932531031,10.65917758144,10.70932530994,10.70932530994,10.70932530994
"t7",5.62419220774,5.62419220774,5.62419220764,5.62419220764,5.62419220754,5.62419220754,5.62419220754,4.70237307624,4.70237307624,4.70237307624,4.70237307624,0,3.7588512204,3.75885122038,3.75885122038,3.75885122033,3.75885122033,3.75885122028,3.7588512203,3.7588512203,3.7588512204,3.7588512204,3.78364904744,3.83122568374,3.83122568378,3.83122568378,3.83122568377,3.83122568377,3.83122568384,6.21052362224,6.21052362242,6.21052362242,6.21052362204,6.21052362204,6.21052362194,6.21052362224,6.21052362244,6.21052362244,6.21052362244,6.21052362298,6.21052362298,6.21052362214,7.16010179564,7.16010179564,10.70932530974,10.70932531024,10.70932531024,10.70932531024,10.70932531016,10.70932531016,10.70932531016,10.70932531016,10.70932531014,10.70932531014,10.70932531011,10.70932531011,10.70932531016,10.70932531016,10.70932531014,10.70932531007,10.70932531007,10.70932531008,10.70932531008,10.70932530964,10.70932530964,10.70932530964,10.70932530946,10.70932530946,10.70932530946,10.70932530926,10.70932530941,10.70932530941,10.7093253094,10.7093253094,10.70932530941,10.70932530941,10.70932530941,10.70932530961,10.70932530961,10.70932530896,10.70932530896,10.70932530936,10.70932530986,10.70932530986,10.70932530986,10.70932530986,10.70932530935,10.70932530935,10.70932530937,10.70932530957,10.70932530957,10.70932530957,10.70932530958,10.70932530958,10.70932531005,10.70932530995,10.70932530995,10.65917758108,10.70932530958,10.70932530958,10.70932530958
"t16",5.62419220814,5.62419220814,5.62419220804,5.62419220804,5.62419220794,5.62419220794,5.62419220794,4.70237307664,4.70237307664,4.70237307664,4.70237307664,3.7588512204,0,2.20973003798,2.20973003798,2.20973003793,2.20973003793,2.20973003788,2.9694282567,2.9694282567,2.9694282568,2.9694282568,3.78364904784,3.83122568414,3.83122568418,3.83122568418,3.83122568417,3.83122568417,3.83122568424,6.21052362264,6.21052362282,6.21052362282,6.21052362244,6.21052362244,6.21052362234,6.21052362264,6.21052362284,6.21052362284,6.21052362284,6.21052362338,6.21052362338,6.21052362254,7.16010179604,7.16010179604,10.70932531014,10.70932531064,10.70932531064,10.70932531064,10.70932531056,10.70932531056,10.70932531056,10.70932531056,10.70932531054,10.70932531054,10.70932531051,10.70932531051,10.70932531056,10.70932531056,10.70932531054,10.70932531047,10.70932531047,10.70932531048,10.70932531048,10.70932531004,10.70932531004,10.70932531004,10.70932530986,10.70932530986,10.70932530986,10.70932530966,10.70932530981,10.70932530981,10.7093253098,10.7093253098,10.70932530981,10.70932530981,10.70932530981,10.70932531001,10.70932531001,10.70932530936,10.70932530936,10.70932530976,10.70932531026,10.70932531026,10.70932531026,10.70932531026,10.70932530975,10.70932530975,10.70932530977,10.70932530997,10.70932530997,10.70932530997,10.70932530998,10.70932530998,10.70932531045,10.70932531035,10.70932531035,10.65917758148,10.70932530998,10.70932530998,10.70932530998
"t94",5.62419220812,5.62419220812,5.62419220802,5.62419220802,5.62419220792,5.62419220792,5.62419220792,4.70237307662,4.70237307662,4.70237307662,4.70237307662,3.75885122038,2.20973003798,0,0.0920384118,2.02693991515,2.02693991515,2.0269399151,2.96942825668,2.96942825668,2.96942825678,2.96942825678,3.78364904782,3.83122568412,3.83122568416,3.83122568416,3.83122568415,3.83122568415,3.83122568422,6.21052362262,6.2105236228,6.2105236228,6.21052362242,6.21052362242,6.21052362232,6.21052362262,6.21052362282,6.21052362282,6.21052362282,6.21052362336,6.21052362336,6.21052362252,7.16010179602,7.16010179602,10.70932531012,10.70932531062,10.70932531062,10.70932531062,10.70932531054,10.70932531054,10.70932531054,10.70932531054,10.70932531052,10.70932531052,10.70932531049,10.70932531049,10.70932531054,10.70932531054,10.70932531052,10.70932531045,10.70932531045,10.70932531046,10.70932531046,10.70932531002,10.70932531002,10.70932531002,10.70932530984,10.70932530984,10.70932530984,10.70932530964,10.70932530979,10.70932530979,10.70932530978,10.70932530978,10.70932530979,10.70932530979,10.70932530979,10.70932530999,10.70932530999,10.70932530934,10.70932530934,10.70932530974,10.70932531024,10.70932531024,10.70932531024,10.70932531024,10.70932530973,10.70932530973,10.70932530975,10.70932530995,10.70932530995,10.70932530995,10.70932530996,10.70932530996,10.70932531043,10.70932531033,10.70932531033,10.65917758146,10.70932530996,10.70932530996,10.70932530996
"t95",5.62419220812,5.62419220812,5.62419220802,5.62419220802,5.62419220792,5.62419220792,5.62419220792,4.70237307662,4.70237307662,4.70237307662,4.70237307662,3.75885122038,2.20973003798,0.0920384118,0,2.02693991515,2.02693991515,2.0269399151,2.96942825668,2.96942825668,2.96942825678,2.96942825678,3.78364904782,3.83122568412,3.83122568416,3.83122568416,3.83122568415,3.83122568415,3.83122568422,6.21052362262,6.2105236228,6.2105236228,6.21052362242,6.21052362242,6.21052362232,6.21052362262,6.21052362282,6.21052362282,6.21052362282,6.21052362336,6.21052362336,6.21052362252,7.16010179602,7.16010179602,10.70932531012,10.70932531062,10.70932531062,10.70932531062,10.70932531054,10.70932531054,10.70932531054,10.70932531054,10.70932531052,10.70932531052,10.70932531049,10.70932531049,10.70932531054,10.70932531054,10.70932531052,10.70932531045,10.70932531045,10.70932531046,10.70932531046,10.70932531002,10.70932531002,10.70932531002,10.70932530984,10.70932530984,10.70932530984,10.70932530964,10.70932530979,10.70932530979,10.70932530978,10.70932530978,10.70932530979,10.70932530979,10.70932530979,10.70932530999,10.70932530999,10.70932530934,10.70932530934,10.70932530974,10.70932531024,10.70932531024,10.70932531024,10.70932531024,10.70932530973,10.70932530973,10.70932530975,10.70932530995,10.70932530995,10.70932530995,10.70932530996,10.70932530996,10.70932531043,10.70932531033,10.70932531033,10.65917758146,10.70932530996,10.70932530996,10.70932530996
"t88",5.62419220807,5.62419220807,5.62419220797,5.62419220797,5.62419220787,5.62419220787,5.62419220787,4.70237307657,4.70237307657,4.70237307657,4.70237307657,3.75885122033,2.20973003793,2.02693991515,2.02693991515,0,0.1396740851,0.44362361505,2.96942825663,2.96942825663,2.96942825673,2.96942825673,3.78364904777,3.83122568407,3.83122568411,3.83122568411,3.8312256841,3.8312256841,3.83122568417,6.21052362257,6.21052362275,6.21052362275,6.21052362237,6.21052362237,6.21052362227,6.21052362257,6.21052362277,6.21052362277,6.21052362277,6.21052362331,6.21052362331,6.21052362247,7.16010179597,7.16010179597,10.70932531007,10.70932531057,10.70932531057,10.70932531057,10.70932531049,10.70932531049,10.70932531049,10.70932531049,10.70932531047,10.70932531047,10.70932531044,10.70932531044,10.70932531049,10.70932531049,10.70932531047,10.7093253104,10.7093253104,10.70932531041,10.70932531041,10.70932530997,10.70932530997,10.70932530997,10.70932530979,10.70932530979,10.70932530979,10.70932530959,10.70932530974,10.70932530974,10.70932530973,10.70932530973,10.70932530974,10.70932530974,10.70932530974,10.70932530994,10.70932530994,10.70932530929,10.70932530929,10.70932530969,10.70932531019,10.70932531019,10.70932531019,10.70932531019,10.70932530968,10.70932530968,10.7093253097,10.7093253099,10.7093253099,10.7093253099,10.70932530991,10.70932530991,10.70932531038,10.70932531028,10.70932531028,10.65917758141,10.70932530991,10.70932530991,10.70932530991
"t89",5.62419220807,5.62419220807,5.62419220797,5.62419220797,5.62419220787,5.62419220787,5.62419220787,4.70237307657,4.70237307657,4.70237307657,4.70237307657,3.75885122033,2.20973003793,2.02693991515,2.02693991515,0.1396740851,0,0.44362361505,2.96942825663,2.96942825663,2.96942825673,2.96942825673,3.78364904777,3.83122568407,3.83122568411,3.83122568411,3.8312256841,3.8312256841,3.83122568417,6.21052362257,6.21052362275,6.21052362275,6.21052362237,6.21052362237,6.21052362227,6.21052362257,6.21052362277,6.21052362277,6.21052362277,6.21052362331,6.21052362331,6.21052362247,7.16010179597,7.16010179597,10.70932531007,10.70932531057,10.70932531057,10.70932531057,10.70932531049,10.70932531049,10.70932531049,10.70932531049,10.70932531047,10.70932531047,10.70932531044,10.70932531044,10.70932531049,10.70932531049,10.70932531047,10.7093253104,10.7093253104,10.70932531041,10.70932531041,10.70932530997,10.70932530997,10.70932530997,10.70932530979,10.70932530979,10.70932530979,10.70932530959,10.70932530974,10.70932530974,10.70932530973,10.70932530973,10.70932530974,10.70932530974,10.70932530974,10.70932530994,10.70932530994,10.70932530929,10.70932530929,10.70932530969,10.70932531019,10.70932531019,10.70932531019,10.70932531019,10.70932530968,10.70932530968,10.7093253097,10.7093253099,10.7093253099,10.7093253099,10.70932530991,10.70932530991,10.70932531038,10.70932531028,10.70932531028,10.65917758141,10.70932530991,10.70932530991,10.70932530991
"t68",5.62419220802,5.62419220802,5.62419220792,5.62419220792,5.62419220782,5.62419220782,5.62419220782,4.70237307652,4.70237307652,4.70237307652,4.70237307652,3.75885122028,2.20973003788,2.0269399151,2.0269399151,0.44362361505,0.44362361505,0,2.96942825658,2.96942825658,2.96942825668,2.96942825668,3.78364904772,3.83122568402,3.83122568406,3.83122568406,3.83122568405,3.83122568405,3.83122568412,6.21052362252,6.2105236227,6.2105236227,6.21052362232,6.21052362232,6.21052362222,6.21052362252,6.21052362272,6.21052362272,6.21052362272,6.21052362326,6.21052362326,6.21052362242,7.16010179592,7.16010179592,10.70932531002,10.70932531052,10.70932531052,10.70932531052,10.70932531044,10.70932531044,10.70932531044,10.70932531044,10.70932531042,10.70932531042,10.70932531039,10.70932531039,10.70932531044,10.70932531044,10.70932531042,10.70932531035,10.70932531035,10.70932531036,10.70932531036,10.70932530992,10.70932530992,10.70932530992,10.70932530974,10.70932530974,10.70932530974,10.70932530954,10.70932530969,10.70932530969,10.70932530968,10.70932530968,10.70932530969,10.70932530969,10.70932530969,10.70932530989,10.70932530989,10.70932530924,10.70932530924,10.70932530964,10.70932531014,10.70932531014,10.70932531014,10.70932531014,10.70932530963,10.70932530963,10.70932530965,10.70932530985,10.70932530985,10.70932530985,10.70932530986,10.70932530986,10.70932531033,10.70932531023,10.70932531023,10.65917758136,10.70932530986,10.70932530986,10.70932530986
"t31",5.62419220804,5.62419220804,5.62419220794,5.62419220794,5.62419220784,5.62419220784,5.62419220784,4.70237307654,4.70237307654,4.70237307654,4.70237307654,3.7588512203,2.9694282567,2.96942825668,2.96942825668,2.96942825663,2.96942825663,2.96942825658,0,1.335099995,2.3576459133,2.3576459133,3.78364904774,3.83122568404,3.83122568408,3.83122568408,3.83122568407,3.83122568407,3.83122568414,6.21052362254,6.21052362272,6.21052362272,6.21052362234,6.21052362234,6.21052362224,6.21052362254,6.21052362274,6.21052362274,6.21052362274,6.21052362328,6.21052362328,6.21052362244,7.16010179594,7.16010179594,10.70932531004,10.70932531054,10.70932531054,10.70932531054,10.70932531046,10.70932531046,10.70932531046,10.70932531046,10.70932531044,10.70932531044,10.70932531041,10.70932531041,10.70932531046,10.70932531046,10.70932531044,10.70932531037,10.70932531037,10.70932531038,10.70932531038,10.70932530994,10.70932530994,10.70932530994,10.70932530976,10.70932530976,10.70932530976,10.70932530956,10.70932530971,10.70932530971,10.7093253097,10.7093253097,10.70932530971,10.70932530971,10.70932530971,10.70932530991,10.70932530991,10.70932530926,10.70932530926,10.70932530966,10.70932531016,10.70932531016,10.70932531016,10.70932531016,10.70932530965,10.70932530965,10.70932530967,10.70932530987,10.70932530987,10.70932530987,10.70932530988,10.70932530988,10.70932531035,10.70932531025,10.70932531025,10.65917758138,10.70932530988,10.70932530988,10.70932530988
"t32",5.62419220804,5.62419220804,5.62419220794,5.62419220794,5.62419220784,5.62419220784,5.62419220784,4.70237307654,4.70237307654,4.70237307654,4.70237307654,3.7588512203,2.9694282567,2.96942825668,2.96942825668,2.96942825663,2.96942825663,2.96942825658,1.335099995,0,2.3576459133,2.3576459133,3.78364904774,3.83122568404,3.83122568408,3.83122568408,3.83122568407,3.83122568407,3.83122568414,6.21052362254,6.21052362272,6.21052362272,6.21052362234,6.21052362234,6.21052362224,6.21052362254,6.21052362274,6.21052362274,6.21052362274,6.21052362328,6.21052362328,6.21052362244,7.16010179594,7.16010179594,10.70932531004,10.70932531054,10.70932531054,10.70932531054,10.70932531046,10.70932531046,10.70932531046,10.70932531046,10.70932531044,10.70932531044,10.70932531041,10.70932531041,10.70932531046,10.70932531046,10.70932531044,10.70932531037,10.70932531037,10.70932531038,10.70932531038,10.70932530994,10.70932530994,10.70932530994,10.70932530976,10.70932530976,10.70932530976,10.70932530956,10.70932530971,10.70932530971,10.7093253097,10.7093253097,10.70932530971,10.70932530971,10.70932530971,10.70932530991,10.70932530991,10.70932530926,10.70932530926,10.70932530966,10.70932531016,10.70932531016,10.70932531016,10.70932531016,10.70932530965,10.70932530965,10.70932530967,10.70932530987,10.70932530987,10.70932530987,10.70932530988,10.70932530988,10.70932531035,10.70932531025,10.70932531025,10.65917758138,10.70932530988,10.70932530988,10.70932530988
"t46",5.62419220814,5.62419220814,5.62419220804,5.62419220804,5.62419220794,5.62419220794,5.62419220794,4.70237307664,4.70237307664,4.70237307664,4.70237307664,3.7588512204,2.9694282568,2.96942825678,2.96942825678,2.96942825673,2.96942825673,2.96942825668,2.3576459133,2.3576459133,0,0.8641533116,3.78364904784,3.83122568414,3.83122568418,3.83122568418,3.83122568417,3.83122568417,3.83122568424,6.21052362264,6.21052362282,6.21052362282,6.21052362244,6.21052362244,6.21052362234,6.21052362264,6.21052362284,6.21052362284,6.21052362284,6.21052362338,6.21052362338,6.21052362254,7.16010179604,7.16010179604,10.70932531014,10.70932531064,10.70932531064,10.70932531064,10.70932531056,10.70932531056,10.70932531056,10.70932531056,10.70932531054,10.70932531054,10.70932531051,10.70932531051,10.70932531056,10.70932531056,10.70932531054,10.70932531047,10.70932531047,10.70932531048,10.70932531048,10.70932531004,10.70932531004,10.70932531004,10.70932530986,10.70932530986,10.70932530986,10.70932530966,10.70932530981,10.70932530981,10.7093253098,10.7093253098,10.70932530981,10.70932530981,10.70932530981,10.70932531001,10.70932531001,10.70932530936,10.70932530936,10.70932530976,10.70932531026,10.70932531026,10.70932531026,10.70932531026,10.70932530975,10.70932530975,10.70932530977,10.70932530997,10.70932530997,10.70932530997,10.70932530998,10.70932530998,10.70932531045,10.70932531035,10.70932531035,10.65917758148,10.70932530998,10.70932530998,10.70932530998
"t47",5.62419220814,5.62419220814,5.62419220804,5.62419220804,5.62419220794,5.62419220794,5.62419220794,4.70237307664,4.70237307664,4.70237307664,4.70237307664,3.7588512204,2.9694282568,2.96942825678,2.96942825678,2.96942825673,2.96942825673,2.96942825668,2.3576459133,2.3576459133,0.8641533116,0,3.78364904784,3.83122568414,3.83122568418,3.83122568418,3.83122568417,3.83122568417,3.83122568424,6.21052362264,6.21052362282,6.21052362282,6.21052362244,6.21052362244,6.21052362234,6.21052362264,6.21052362284,6.21052362284,6.21052362284,6.21052362338,6.21052362338,6.21052362254,7.16010179604,7.16010179604,10.70932531014,10.70932531064,10.70932531064,10.70932531064,10.70932531056,10.70932531056,10.70932531056,10.70932531056,10.70932531054,10.70932531054,10.70932531051,10.70932531051,10.70932531056,10.70932531056,10.70932531054,10.70932531047,10.70932531047,10.70932531048,10.70932531048,10.70932531004,10.70932531004,10.70932531004,10.70932530986,10.70932530986,10.70932530986,10.70932530966,10.70932530981,10.70932530981,10.7093253098,10.7093253098,10.70932530981,10.70932530981,10.70932530981,10.70932531001,10.70932531001,10.70932530936,10.70932530936,10.70932530976,10.70932531026,10.70932531026,10.70932531026,10.70932531026,10.70932530975,10.70932530975,10.70932530977,10.70932530997,10.70932530997,10.70932530997,10.70932530998,10.70932530998,10.70932531045,10.70932531035,10.70932531035,10.65917758148,10.70932530998,10.70932530998,10.70932530998
"t6",5.6241922083,5.6241922083,5.6241922082,5.6241922082,5.6241922081,5.6241922081,5.6241922081,4.7023730768,4.7023730768,4.7023730768,4.7023730768,3.78364904744,3.78364904784,3.78364904782,3.78364904782,3.78364904777,3.78364904777,3.78364904772,3.78364904774,3.78364904774,3.78364904784,3.78364904784,0,3.8312256843,3.83122568434,3.83122568434,3.83122568433,3.83122568433,3.8312256844,6.2105236228,6.21052362298,6.21052362298,6.2105236226,6.2105236226,6.2105236225,6.2105236228,6.210523623,6.210523623,6.210523623,6.21052362354,6.21052362354,6.2105236227,7.1601017962,7.1601017962,10.7093253103,10.7093253108,10.7093253108,10.7093253108,10.70932531072,10.70932531072,10.70932531072,10.70932531072,10.7093253107,10.7093253107,10.70932531067,10.70932531067,10.70932531072,10.70932531072,10.7093253107,10.70932531063,10.70932531063,10.70932531064,10.70932531064,10.7093253102,10.7093253102,10.7093253102,10.70932531002,10.70932531002,10.70932531002,10.70932530982,10.70932530997,10.70932530997,10.70932530996,10.70932530996,10.70932530997,10.70932530997,10.70932530997,10.70932531017,10.70932531017,10.70932530952,10.70932530952,10.70932530992,10.70932531042,10.70932531042,10.70932531042,10.70932531042,10.70932530991,10.70932530991,10.70932530993,10.70932531013,10.70932531013,10.70932531013,10.70932531014,10.70932531014,10.70932531061,10.70932531051,10.70932531051,10.65917758164,10.70932531014,10.70932531014,10.70932531014
"t30",5.6241922084,5.6241922084,5.6241922083,5.6241922083,5.6241922082,5.6241922082,5.6241922082,4.7023730769,4.7023730769,4.7023730769,4.7023730769,3.83122568374,3.83122568414,3.83122568412,3.83122568412,3.83122568407,3.83122568407,3.83122568402,3.83122568404,3.83122568404,3.83122568414,3.83122568414,3.8312256843,0,1.34954909444,1.34954909444,1.34954909443,1.34954909443,1.3495490945,6.2105236229,6.21052362308,6.21052362308,6.2105236227,6.2105236227,6.2105236226,6.2105236229,6.2105236231,6.2105236231,6.2105236231,6.21052362364,6.21052362364,6.2105236228,7.1601017963,7.1601017963,10.7093253104,10.7093253109,10.7093253109,10.7093253109,10.70932531082,10.70932531082,10.70932531082,10.70932531082,10.7093253108,10.7093253108,10.70932531077,10.70932531077,10.70932531082,10.70932531082,10.7093253108,10.70932531073,10.70932531073,10.70932531074,10.70932531074,10.7093253103,10.7093253103,10.7093253103,10.70932531012,10.70932531012,10.70932531012,10.70932530992,10.70932531007,10.70932531007,10.70932531006,10.70932531006,10.70932531007,10.70932531007,10.70932531007,10.70932531027,10.70932531027,10.70932530962,10.70932530962,10.70932531002,10.70932531052,10.70932531052,10.70932531052,10.70932531052,10.70932531001,10.70932531001,10.70932531003,10.70932531023,10.70932531023,10.70932531023,10.70932531024,10.70932531024,10.70932531071,10.70932531061,10.70932531061,10.65917758174,10.70932531024,10.70932531024,10.70932531024
"t53",5.62419220844,5.62419220844,5.62419220834,5.62419220834,5.62419220824,5.62419220824,5.62419220824,4.70237307694,4.70237307694,4.70237307694,4.70237307694,3.83122568378,3.83122568418,3.83122568416,3.83122568416,3.83122568411,3.83122568411,3.83122568406,3.83122568408,3.83122568408,3.83122568418,3.83122568418,3.83122568434,1.34954909444,0,0.7458145106,0.74581451059,0.74581451059,0.93173405434,6.21052362294,6.21052362312,6.21052362312,6.21052362274,6.21052362274,6.21052362264,6.21052362294,6.21052362314,6.21052362314,6.21052362314,6.21052362368,6.21052362368,6.21052362284,7.16010179634,7.16010179634,10.70932531044,10.70932531094,10.70932531094,10.70932531094,10.70932531086,10.70932531086,10.70932531086,10.70932531086,10.70932531084,10.70932531084,10.70932531081,10.70932531081,10.70932531086,10.70932531086,10.70932531084,10.70932531077,10.70932531077,10.70932531078,10.70932531078,10.70932531034,10.70932531034,10.70932531034,10.70932531016,10.70932531016,10.70932531016,10.70932530996,10.70932531011,10.70932531011,10.7093253101,10.7093253101,10.70932531011,10.70932531011,10.70932531011,10.70932531031,10.70932531031,10.70932530966,10.70932530966,10.70932531006,10.70932531056,10.70932531056,10.70932531056,10.70932531056,10.70932531005,10.70932531005,10.70932531007,10.70932531027,10.70932531027,10.70932531027,10.70932531028,10.70932531028,10.70932531075,10.70932531065,10.70932531065,10.65917758178,10.70932531028,10.70932531028,10.70932531028
"t71",5.62419220844,5.62419220844,5.62419220834,5.62419220834,5.62419220824,5.62419220824,5.62419220824,4.70237307694,4.70237307694,4.70237307694,4.70237307694,3.83122568378,3.83122568418,3.83122568416,3.83122568416,3.83122568411,3.83122568411,3.83122568406,3.83122568408,3.83122568408,3.83122568418,3.83122568418,3.83122568434,1.34954909444,0.7458145106,0,0.37043819199,0.37043819199,0.93173405434,6.21052362294,6.21052362312,6.21052362312,6.21052362274,6.21052362274,6.21052362264,6.21052362294,6.21052362314,6.21052362314,6.21052362314,6.21052362368,6.21052362368,6.21052362284,7.16010179634,7.16010179634,10.70932531044,10.70932531094,10.70932531094,10.70932531094,10.70932531086,10.70932531086,10.70932531086,10.70932531086,10.70932531084,10.70932531084,10.70932531081,10.70932531081,10.70932531086,10.70932531086,10.70932531084,10.70932531077,10.70932531077,10.70932531078,10.70932531078,10.70932531034,10.70932531034,10.70932531034,10.70932531016,10.70932531016,10.70932531016,10.70932530996,10.70932531011,10.70932531011,10.7093253101,10.7093253101,10.70932531011,10.70932531011,10.70932531011,10.70932531031,10.70932531031,10.70932530966,10.70932530966,10.70932531006,10.70932531056,10.70932531056,10.70932531056,10.70932531056,10.70932531005,10.70932531005,10.70932531007,10.70932531027,10.70932531027,10.70932531027,10.70932531028,10.70932531028,10.70932531075,10.70932531065,10.70932531065,10.65917758178,10.70932531028,10.70932531028,10.70932531028
"t74",5.62419220843,5.62419220843,5.62419220833,5.62419220833,5.62419220823,5.62419220823,5.62419220823,4.70237307693,4.70237307693,4.70237307693,4.70237307693,3.83122568377,3.83122568417,3.83122568415,3.83122568415,3.8312256841,3.8312256841,3.83122568405,3.83122568407,3.83122568407,3.83122568417,3.83122568417,3.83122568433,1.34954909443,0.74581451059,0.37043819199,0,0.3479813602,0.93173405433,6.21052362293,6.21052362311,6.21052362311,6.21052362273,6.21052362273,6.21052362263,6.21052362293,6.21052362313,6.21052362313,6.21052362313,6.21052362367,6.21052362367,6.21052362283,7.16010179633,7.16010179633,10.70932531043,10.70932531093,10.70932531093,10.70932531093,10.70932531085,10.70932531085,10.70932531085,10.70932531085,10.70932531083,10.70932531083,10.7093253108,10.7093253108,10.70932531085,10.70932531085,10.70932531083,10.70932531076,10.70932531076,10.70932531077,10.70932531077,10.70932531033,10.70932531033,10.70932531033,10.70932531015,10.70932531015,10.70932531015,10.70932530995,10.7093253101,10.7093253101,10.70932531009,10.70932531009,10.7093253101,10.7093253101,10.7093253101,10.7093253103,10.7093253103,10.70932530965,10.70932530965,10.70932531005,10.70932531055,10.70932531055,10.70932531055,10.70932531055,10.70932531004,10.70932531004,10.70932531006,10.70932531026,10.70932531026,10.70932531026,10.70932531027,10.70932531027,10.70932531074,10.70932531064,10.70932531064,10.65917758177,10.70932531027,10.70932531027,10.70932531027
"t75",5.62419220843,5.62419220843,5.62419220833,5.62419220833,5.62419220823,5.62419220823,5.62419220823,4.70237307693,4.70237307693,4.70237307693,4.70237307693,3.83122568377,3.83122568417,3.83122568415,3.83122568415,3.8312256841,3.8312256841,3.83122568405,3.83122568407,3.83122568407,3.83122568417,3.83122568417,3.83122568433,1.34954909443,0.74581451059,0.37043819199,0.3479813602,0,0.93173405433,6.21052362293,6.21052362311,6.21052362311,6.21052362273,6.21052362273,6.21052362263,6.21052362293,6.21052362313,6.21052362313,6.21052362313,6.21052362367,6.21052362367,6.21052362283,7.16010179633,7.16010179633,10.70932531043,10.70932531093,10.70932531093,10.70932531093,10.70932531085,10.70932531085,10.70932531085,10.70932531085,10.70932531083,10.70932531083,10.7093253108,10.7093253108,10.70932531085,10.70932531085,10.70932531083,10.70932531076,10.70932531076,10.70932531077,10.70932531077,10.70932531033,10.70932531033,10.70932531033,10.70932531015,10.70932531015,10.70932531015,10.70932530995,10.7093253101,10.7093253101,10.70932531009,10.70932531009,10.7093253101,10.7093253101,10.7093253101,10.7093253103,10.7093253103,10.70932530965,10.70932530965,10.70932531005,10.70932531055,10.70932531055,10.70932531055,10.70932531055,10.70932531004,10.70932531004,10.70932531006,10.70932531026,10.70932531026,10.70932531026,10.70932531027,10.70932531027,10.70932531074,10.70932531064,10.70932531064,10.65917758177,10.70932531027,10.70932531027,10.70932531027
"t45",5.6241922085,5.6241922085,5.6241922084,5.6241922084,5.6241922083,5.6241922083,5.6241922083,4.702373077,4.702373077,4.702373077,4.702373077,3.83122568384,3.83122568424,3.83122568422,3.83122568422,3.83122568417,3.83122568417,3.83122568412,3.83122568414,3.83122568414,3.83122568424,3.83122568424,3.8312256844,1.3495490945,0.93173405434,0.93173405434,0.93173405433,0.93173405433,0,6.210523623,6.21052362318,6.21052362318,6.2105236228,6.2105236228,6.2105236227,6.210523623,6.2105236232,6.2105236232,6.2105236232,6.21052362374,6.21052362374,6.2105236229,7.1601017964,7.1601017964,10.7093253105,10.709325311,10.709325311,10.709325311,10.70932531092,10.70932531092,10.70932531092,10.70932531092,10.7093253109,10.7093253109,10.70932531087,10.70932531087,10.70932531092,10.70932531092,10.7093253109,10.70932531083,10.70932531083,10.70932531084,10.70932531084,10.7093253104,10.7093253104,10.7093253104,10.70932531022,10.70932531022,10.70932531022,10.70932531002,10.70932531017,10.70932531017,10.70932531016,10.70932531016,10.70932531017,10.70932531017,10.70932531017,10.70932531037,10.70932531037,10.70932530972,10.70932530972,10.70932531012,10.70932531062,10.70932531062,10.70932531062,10.70932531062,10.70932531011,10.70932531011,10.70932531013,10.70932531033,10.70932531033,10.70932531033,10.70932531034,10.70932531034,10.70932531081,10.70932531071,10.70932531071,10.65917758184,10.70932531034,10.70932531034,10.70932531034
