"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105"
"t51",-0.0865140476856628,0.107562584552844,-0.171570649263217,0.00459616354036026,0.0366368808665995,0.00139558144164451,0.00057749348558141,-0.00427922846562307,-0.000757818603926772,-8.17300320945956e-06,-0.00319843199177403,0.0788713765192253,-0.0164398407441325,-0.0187290155828229,0.00404345487307078,-0.00853894304346412,0.00016044105995307,0.0711499542323282,-0.00402220138519591,0.000692095498369079,-0.00489991946491029,-0.643659702695153,-0.00185997829909864,0.00089634236065915,-0.0168363079646448,0.117011776382974,0.00330629035774407,7.80294047815281e-16,5.02252758988414e-06,-5.17421669036918e-05,-0.000133318230810074,5.40072070840435e-05,9.34643397960741e-06,-2.52283546229384e-05,-0.00063612710874153,-6.22883343400275e-05,-1.80697908011136e-05,-3.89225818231997e-16,0.000138308449553097,-1.87796737576781e-06,1.54897409272892e-05,-3.92551681301529e-05,-8.49749526487243e-17,-1.37894466951682e-05,0.00555920936348725,-4.4308451770228e-05,0.000179411866327254,1.84329460086586e-05,3.73017867140416e-16,0.000149352107266559,-0.000140092776442421,1.31698621731249e-05,-5.88099316924441e-16,-7.90738371665995e-06,1.88583187796754e-05,0.0139924390064436,2.53929103083974e-15,7.14793609987751e-05,-4.1760731521002e-06,-0.000157297848168494,-1.97450431444617e-05,-0.000235044726078871,6.1472327672885e-05,-1.08241742697454e-15,-1.48994183381445e-06,9.63766878750411e-15,3.86133808352638e-16,-0.00278378264905119,-5.28156231899648e-06,2.9367398178647e-15,0.00442292652264733,-1.2930427049141e-14,0.00369503107199167,-9.01587093677064e-14,-0.707106781186548,6.83075948440169e-14,1.7875175189667e-06,-0.000130948537945326,3.20578537575804e-07,4.16727678267378e-15,-1.37798065482891e-14,-2.41792525769696e-15,-4.65882450911563e-16,-2.31355575677814e-14,3.98432015255414e-07,-7.67416016395505e-16,2.31718647928196e-15,-4.76219845763498e-06,-2.73858503913822e-15,-9.57243227586521e-16,1.62984585327705e-15,3.19839729337164e-16,1.09833472597669e-15,-5.6479051935431e-16,-9.188506626856e-07,-4.03460712283592e-16,3.2548315456581e-15,6.37388916323595e-15,-6.81673069277057e-16,-9.52854282421351e-16,3.10317358423573e-15,-2.14494441104539e-17,-3.44629979278335e-16,1.29695788644041e-14,-0.0975900072948495
"t45",-0.0923628927282439,0.124176509201635,-0.214184086996719,0.00608086755913979,0.0569706358920252,0.00256131708431011,0.00115734530986155,-0.00999178591595741,-0.00414838935162074,-0.00151197836703038,0.00757330185811367,-0.140046818060258,0.0236996257015818,0.0212262146560678,-0.00322276755479388,0.00653556492650366,-8.32592181623287e-05,-0.0205424028841203,0.00102515271396193,-0.000119366997541218,0.000672206363651779,0.088219144091685,0.000250622602878712,-7.64192376274825e-05,0.00112456115985595,-0.0047047932132749,-0.000105092027720586,1.92520864466525e-17,1.87371007477135e-07,-2.1614933274659e-06,-8.08604985823501e-06,3.66097066999822e-06,8.23779229780321e-07,-2.53141068936872e-06,-6.81809894014711e-05,-7.24099783880717e-06,-2.10609165255759e-06,-9.22598066942925e-17,2.27273402754984e-05,-3.2387695675561e-07,2.74357702324524e-06,-7.82541370845224e-06,3.81257164874836e-16,-7.01589406452145e-06,0.285751277040905,-5.77008228261658e-06,2.49796408931198e-05,2.74699829143478e-06,-1.94833235004915e-15,2.53260469024217e-05,-2.67640713982289e-05,2.96015211267659e-06,-1.0513467633476e-15,-2.00767729162396e-06,6.22839235010637e-06,0.0533471820837484,2.84892093369499e-16,-4.62281042214676e-06,1.87801634571566e-07,6.68840540549859e-06,8.09818937237846e-07,7.68346129494514e-06,1.78027124590403e-07,1.57797330778348e-15,9.44639995798037e-08,-7.77908695954378e-15,1.89584851624512e-14,0.876152034291755,-2.05097608421301e-05,6.09668088577415e-15,0.159100397490497,-2.56541368523444e-15,0.0973280721502635,1.90660966954473e-15,3.76547055881033e-16,9.263628516498e-16,5.53984557729673e-07,-0.0367096147147234,9.31332059609996e-08,2.35474717383421e-15,6.10573997083373e-15,-5.93430549219552e-15,-6.81964525301128e-16,3.46142702223109e-16,1.20582414138061e-07,-5.24719770123696e-16,1.21006166421783e-15,-1.42544746666426e-06,6.12579648005743e-16,2.92905649641349e-16,1.01374708666367e-15,7.26248070123639e-16,6.41950482181538e-16,-1.59589787602589e-16,-2.69998338587343e-07,-1.53259418038357e-17,-4.97853163671273e-15,7.07509190045708e-15,7.04655392673758e-16,2.92362434525157e-15,-1.37871360709195e-15,6.57710398330279e-15,-1.21217934405952e-15,1.07450424764221e-14,-0.0975900072948674
"t56",-0.0924981518182799,0.124552975775501,-0.215132028818489,0.00611348111887297,0.0574037556297058,0.00258550911404481,0.00116923581893436,-0.010106822981035,-0.00421265472258487,-0.00153932152282771,0.00775163682945306,-0.14356741389603,0.0243284540843646,0.0218295993021822,-0.00332521017667132,0.00674614258881845,-8.63267355618924e-05,-0.0214691694459831,0.0010733238906613,-0.000125676432054088,0.000709960425503884,0.0931750824742097,0.000264761872122826,-8.11839361559607e-05,0.00119772044780049,-0.00503214892557163,-0.000112574132765718,-4.41204972862138e-16,2.04118185538913e-07,-2.35812239624527e-06,-8.88231656696181e-06,4.03324509397457e-06,9.1621986173572e-07,-2.83425954613612e-06,-7.6649173366656e-05,-8.18751827386464e-06,-2.38187188418563e-06,2.34315957089547e-17,2.66302638134514e-05,-3.81746770120612e-07,3.24424270150113e-06,-9.37738273691506e-06,-4.51746639668015e-16,-8.74407432150839e-06,0.359470534282167,-7.95085698779021e-06,3.50288685538777e-05,3.94822049676415e-06,2.36565411096994e-16,3.91152551876459e-05,-4.49952576777473e-05,5.49121969954252e-06,5.34390287902979e-16,-3.93039680544181e-06,1.31848673402527e-05,0.132069379665397,-3.57390993117391e-15,-1.60260402905223e-05,6.97627953628221e-07,2.51211250920855e-05,3.06343565292816e-06,3.04196242029544e-05,2.895504802832e-06,-1.8042522831662e-15,-2.33915704566958e-07,5.15479277620958e-15,-5.26477978862736e-15,-0.218674637587836,3.5805019238628e-06,1.30646971578528e-15,-0.00557545135817727,-3.83897593515253e-15,0.00245387196785277,-1.04296771862899e-14,-1.58029118846846e-14,-1.77792072299387e-14,-4.79328759082977e-08,0.831370767617424,1.74168069986582e-07,-1.6572710370165e-14,2.14573973692296e-14,2.10333447854411e-14,4.14451439429877e-15,7.13271149810528e-14,6.61411375344731e-08,-5.63253927788448e-15,-5.12342162088538e-15,-8.08991398906361e-07,-2.1212260080857e-15,2.61745050030791e-16,1.20199364908787e-15,1.65935285484087e-15,-1.13495766980631e-16,-1.25359126991778e-15,-1.69425797722875e-07,1.6444969681982e-16,7.20611327850268e-15,4.81898585426794e-15,1.05353929592292e-15,-2.74254761027156e-15,8.58159937219501e-15,-6.38391928931077e-16,-2.12912010172536e-16,1.21680916015999e-14,-0.09759000729484
"t63",-0.0925185513184147,0.12460970949921,-0.215274785669222,0.00611839034084703,0.0574688802059819,0.00258914339498688,0.00117102136694447,-0.0101240872345657,-0.0042222809218001,-0.00154341214149686,0.00777824754951034,-0.144092358152094,0.0244221556967568,0.0219194306533097,-0.00334043815640322,0.00677743850942407,-8.67816700561174e-05,-0.0216061077631258,0.00108043573923498,-0.00012660555216495,0.000715512110747138,0.0939038425744547,0.000266840807704173,-8.18827323294088e-05,0.00120843783067174,-0.00508001392747963,-0.000113667411184975,1.533252935074e-16,2.06547327381345e-07,-2.38662512831579e-06,-8.99740311491886e-06,4.08698431060161e-06,9.29510860627873e-07,-2.87768302627853e-06,-7.78613434934916e-05,-8.32268859787758e-06,-2.42125219600493e-06,2.2228990553215e-16,2.71798647732283e-05,-3.89877530249316e-07,3.31450091301953e-06,-9.59409095079963e-06,-2.61380574275768e-16,-8.98201503465121e-06,0.369587833897056,-8.24153904653093e-06,3.63614389143601e-05,4.1063852074107e-06,8.15772173713152e-16,4.08961913268027e-05,-4.73022741469095e-05,5.80485302707645e-06,-3.10362782526961e-16,-4.16618136718945e-06,1.4026168156086e-05,0.141363051638367,6.43370574716654e-16,-1.73208795327673e-05,7.55155811046698e-07,2.71990427418087e-05,3.3173291311212e-06,3.29713511282763e-05,3.18294577183247e-06,-4.69363592466222e-17,-2.64494893542032e-07,9.99030067619079e-16,-5.58630725701764e-15,-0.273762156574163,4.5825470043004e-06,-2.89974676945985e-15,-0.00770130181474322,-1.45101958125763e-15,0.00364611241783584,5.93493261541772e-16,9.65105658355395e-15,8.52049071094629e-15,2.26008244905051e-07,-0.392054676404531,-3.83121595412978e-08,4.0383673408981e-15,-1.69527232271994e-14,-0.707106781186554,-2.21612367410713e-17,-1.79553946351799e-15,4.6038923577079e-08,6.4184061406942e-15,-3.65656154755522e-15,-6.25587160037535e-07,-1.55530191042386e-15,-7.90283377987943e-16,1.13353444746318e-17,-3.462817405772e-15,2.72155666798011e-16,-1.05556091785436e-16,-1.46296279999602e-07,4.27188450136488e-16,-1.97885076051633e-15,-9.41923389003312e-15,3.76284984177408e-16,1.5497728251432e-15,-2.58009916797471e-15,-1.85193941899031e-15,-7.04155502027507e-16,1.07687110626862e-14,-0.0975900072948553
"t64",-0.0925185513184147,0.12460970949921,-0.215274785669222,0.006118390340847,0.0574688802059818,0.00258914339498693,0.00117102136694444,-0.0101240872345657,-0.00422228092180004,-0.0015434121414969,0.00777824754951032,-0.144092358152093,0.0244221556967568,0.0219194306533097,-0.00334043815640346,0.00677743850942395,-8.67816700562963e-05,-0.0216061077631257,0.00108043573923518,-0.000126605552165254,0.000715512110747417,0.0939038425744547,0.000266840807704356,-8.18827323294975e-05,0.00120843783067152,-0.0050800139274797,-0.000113667411185031,1.6720308131774e-16,2.06547327350998e-07,-2.38662512861636e-06,-8.99740311506947e-06,4.08698431067493e-06,9.29510860546786e-07,-2.87768302636246e-06,-7.78613434931138e-05,-8.32268859769786e-06,-2.42125219570905e-06,-6.113429067478e-17,2.71798647742789e-05,-3.89877530273841e-07,3.31450091308185e-06,-9.59409095116634e-06,-1.6804952145722e-16,-8.98201503460453e-06,0.369587833897057,-8.24153904627257e-06,3.63614389130143e-05,4.10638520863554e-06,8.40991703380752e-16,4.08961913271337e-05,-4.73022741489929e-05,5.80485302751655e-06,2.02591014219032e-16,-4.16618136917907e-06,1.40261681568383e-05,0.141363051638368,-1.58921853885888e-15,-1.73208795304229e-05,7.55155811309407e-07,2.71990427402266e-05,3.31732913174629e-06,3.29713511275789e-05,3.18294577061854e-06,-1.12692615066248e-15,-2.6449489200373e-07,2.31395046248247e-15,-6.07863722747591e-15,-0.273762156574154,4.58254700615265e-06,-2.99622255614084e-15,-0.00770130181474143,1.21081417963158e-15,0.00364611241783341,1.41837221824977e-15,4.30116935960589e-15,4.94522562695178e-15,2.26008241706358e-07,-0.392054676404564,-3.83121664614655e-08,7.9143459139315e-15,-8.32287325973507e-15,0.70710678118654,-3.43635390006043e-15,-6.40096622059502e-14,4.60389216519397e-08,-2.35197165094478e-15,7.46957773630782e-15,-6.25587137126546e-07,1.75178545650127e-15,2.26051517487212e-15,-1.4925112527837e-15,6.24191103629367e-16,2.14035676812171e-16,4.56592303319729e-16,-1.46296275015122e-07,-8.13122276346769e-18,1.3379405255513e-15,-8.08066555284241e-16,-1.07508721460466e-15,-3.63065329864174e-17,-1.37273162869487e-15,5.64819419275731e-16,-1.78183469579358e-16,1.20562516347518e-14,-0.0975900072948492
"t36",-0.0918879381275604,0.122853983846244,-0.210852649699515,0.00596621996523655,0.0554470866695183,0.00247617275808912,0.0011154861604664,-0.00958666180810055,-0.00392179421691108,-0.00141549104809336,0.00694291084967522,-0.127595555778717,0.0214746398409109,0.0190899220004201,-0.00285965881394539,0.00578906093281919,-7.23674458268446e-05,-0.0172419845896998,0.000853485785613243,-9.68321914147335e-05,0.000537190208755783,0.0704956150143613,0.000200052703830804,-5.93374490845943e-05,0.00086198743809404,-0.00352765098672433,-7.81683607077105e-05,-3.9860100970488e-17,1.26603964702835e-07,-1.44747164192655e-06,-5.18359508289684e-06,2.30171695958798e-06,4.84297142248378e-07,-1.41434472024594e-06,-3.68576264710502e-05,-3.72507444031568e-06,-1.08152958111278e-06,-2.68273113799365e-16,7.73361753515252e-06,-9.98976832609212e-08,7.97266366062359e-07,-1.66234178137245e-06,-2.38912331581536e-16,8.62136754699291e-07,-0.0811712912320463,1.41625921837585e-06,-9.35927466594705e-06,-1.50816870364108e-06,5.23648860514338e-16,-2.71144061118078e-05,4.74376013187153e-05,-8.18505620132763e-06,-2.68509159844635e-15,6.85280841197792e-06,-2.816509952315e-05,-0.403095648958782,5.24560967219441e-15,9.97921074468286e-05,-5.08101281854422e-06,-0.000187750162905578,-2.3284870008347e-05,-0.000258152553420745,3.28063780275704e-05,8.90770650810874e-16,-2.26989968667699e-07,-2.61936670856078e-15,3.95682004760873e-16,0.0942178816694909,6.51227761612591e-06,-3.3981028821141e-15,-0.490612468889154,6.41504530640166e-14,-0.691422915401001,3.9440368867874e-14,2.10810875658016e-15,2.12105772930096e-14,2.74903054388407e-06,-0.00765983048187544,4.18316065663916e-07,1.17307246574951e-15,-8.138275104567e-16,-4.16951270105558e-16,-2.81106521438536e-15,-1.84306495835159e-14,3.6543336034168e-07,1.90894458275369e-15,-7.75317010219536e-16,-3.96406394351793e-06,-9.30783354323848e-17,-3.032943568519e-15,1.10046211434406e-15,2.32150817156542e-15,1.09244482060229e-17,-2.24070645416249e-15,-6.44399558731589e-07,3.88080611491901e-16,4.95743512915673e-15,-3.14064721816949e-15,1.42876155079247e-15,3.90482372392777e-15,5.21935350003579e-15,-6.1627254224672e-16,-1.20253194276563e-15,1.17656857469668e-14,-0.0975900072948529
"t37",-0.0920314986106547,0.123251044105268,-0.211846825020809,0.00600029419156561,0.0558954847099717,0.00250102897855547,0.00112766132488767,-0.00970384847947632,-0.00398617777291804,-0.00144258469930854,0.00711550482400295,-0.130979199979478,0.0220753110238967,0.0196614774955298,-0.00295524860958469,0.00598516856451869,-7.516458047609e-05,-0.0180548983913235,0.000895360747158582,-0.000102161895806256,0.000568559324539561,0.0746131342951804,0.000211785828950043,-6.31730803022805e-05,0.000920053530131301,-0.0037812806445554,-8.39148027514887e-05,-1.6753123488817e-16,1.38192097004087e-07,-1.58221870790052e-06,-5.70419289525347e-06,2.54008191723901e-06,5.39383863852222e-07,-1.58529562137968e-06,-4.14732533607435e-05,-4.21462365624031e-06,-1.22389703379347e-06,6.85470990430047e-17,9.04527461557814e-06,-1.17474148826836e-07,9.40298129787738e-07,-1.98428240854448e-06,-1.45574655999421e-15,1.06540601644478e-06,-0.101119660532678,1.90245082192261e-06,-1.27474878430442e-05,-2.09383497672376e-06,1.10185651728347e-15,-3.97192611468451e-05,7.37423255557728e-05,-1.35652933480126e-05,1.42818959574335e-15,1.17381992871931e-05,-5.0488118623639e-05,-0.785133549294758,7.36498803881263e-15,0.000225179151838457,-1.17619859910146e-05,-0.000436340786667877,-5.42527967224721e-05,-0.00061108268870914,0.000102572789758776,2.88154912419218e-15,-2.00635891825996e-06,-2.01433001040036e-16,-1.41331463207073e-15,-0.145728595464853,-8.00138298943377e-06,9.62311606772521e-16,0.350814105506431,-2.99577130632718e-14,0.351645341548133,-2.46794265829701e-14,1.75960248954396e-15,-1.26606372300859e-14,-6.01788632233015e-08,-0.000364119944110683,2.72646472785988e-08,-1.24003214599055e-15,3.55432009034612e-17,2.21978742930495e-15,8.83450703036625e-16,7.11418088842035e-15,1.07901428297033e-07,-1.37881982374723e-15,1.59896652187784e-15,-1.45106006221981e-06,-8.61781433259134e-16,3.36581598243395e-15,-1.27300775841031e-15,-6.53827679225732e-16,-8.75855071637765e-17,8.49210034742485e-16,-3.20481163679443e-07,2.98407998378866e-16,1.10830288261445e-15,7.24332386786107e-15,3.6179914527963e-16,-2.216260819613e-15,-8.70781959098038e-16,9.4425510618799e-16,-3.7498928036905e-16,1.22995217937376e-14,-0.0975900072948539
"t55",-0.0923224241194135,0.124062045593385,-0.213891729139014,0.0060707125033844,0.0568326716690379,0.00255346626041555,0.00115345424967843,-0.00995366954330044,-0.00412623261369823,-0.00150230575639819,0.00750673199019087,-0.138712030734689,0.0234579491961139,0.0209900073328313,-0.0031813370984854,0.0064500447418388,-8.19567248795438e-05,-0.0201165100244526,0.0010026174460106,-0.000116246333302658,0.000652939455691774,0.0856896805900399,0.000243389727467624,-7.38413666516718e-05,0.0010839552105347,-0.00451517446889436,-0.000100691413858582,3.50667244406371e-16,1.75668054772944e-07,-2.02198818787101e-06,-7.47894141499228e-06,3.36818733765538e-06,7.43209876994307e-07,-2.24728032411507e-06,-5.98629762116033e-05,-6.24739636867262e-06,-1.8159161022878e-06,-1.52226475596634e-16,1.62718381503903e-05,-2.19556678308075e-07,1.79599828539883e-06,-4.17666176918291e-06,3.61348959183932e-16,3.30700787962742e-06,-0.356433131161293,-1.3653611253282e-05,5.52262657191215e-05,5.73182347494373e-06,-8.71196126232977e-16,4.97890178411853e-05,-5.31041818056747e-05,6.18763894511043e-06,8.90886491287526e-17,-4.3647194185527e-06,1.44776383221434e-05,0.146058710264738,-3.09435213429024e-15,-2.06556562850426e-05,9.55894030361841e-07,3.48023158113914e-05,4.27525562608642e-06,4.46554282722094e-05,-1.59822710241962e-06,-1.27983204010018e-15,-2.22110693573347e-08,-3.39803692567382e-15,1.50589449266345e-15,0.0335573549109136,2.79844271360619e-06,1.67340937331664e-15,-0.642631714134456,-8.69062988746193e-14,0.571687470854015,-5.22059508762032e-15,-2.50925998617909e-14,1.50869169649807e-14,4.5825983878393e-07,-0.00152307982389694,8.64064284372686e-08,-1.68415639059805e-15,-1.75362190656424e-15,1.78819801876462e-15,-4.11606801532392e-16,-5.6756641988129e-15,1.10228121233585e-07,1.02934014081633e-16,-3.26501399111514e-16,-1.31623329165285e-06,8.98089123195313e-16,1.06791192296838e-15,-5.62600749712826e-16,-3.95156322004671e-16,-5.08902175143088e-18,-2.00116799486378e-16,-2.5467941783668e-07,5.38745455148568e-16,4.23039421443805e-15,-1.33507804634659e-15,-4.02655871892313e-16,1.11009163958334e-15,4.08311691976166e-15,-1.25961148761693e-16,-5.78740846022228e-16,1.1667802147344e-14,-0.0975900072948536
"t76",-0.0924459220197925,0.124405347461103,-0.214755190086318,0.0061003968620567,0.0572261636495369,0.00257541098815408,0.00116423263826673,-0.0100578370342895,-0.00418422449204878,-0.0015269226015832,0.00766647738118807,-0.14186087204648,0.0240196218810933,0.0215279577096844,-0.0032723640543091,0.00663707442065392,-8.46681600287737e-05,-0.0209282637156383,0.00104471927715299,-0.000121722151765184,0.000685569798240481,0.0899729613814336,0.00025560618099177,-7.79260660020382e-05,0.00114644020721208,-0.00479296385386433,-0.000107025462946079,1.60323034746666e-16,1.89424810881404e-07,-2.1830303016026e-06,-8.1215358990483e-06,3.6665890038909e-06,8.15524301084566e-07,-2.47962170849813e-06,-6.62750630875813e-05,-6.94962138946134e-06,-2.02036424139102e-06,3.15721274807144e-16,1.86315276417689e-05,-2.5258458079951e-07,2.0714724694001e-06,-4.86814270747445e-06,8.19569738293422e-16,3.97331921384224e-06,-0.431283528750677,-1.76556231312102e-05,7.2293932498938e-05,7.63158917285211e-06,-5.86394431955448e-17,6.95317756412696e-05,-7.82033764139263e-05,9.65151259378067e-06,2.88709815087183e-16,-7.01351493873887e-06,2.42392156010685e-05,0.263673014771311,-3.32386880475741e-15,-4.26517244513425e-05,2.02063472893034e-06,7.3834702024711e-05,9.09131921207992e-06,9.63503657092308e-05,-4.45867022679333e-06,-3.61279894663061e-16,-1.62321927367689e-07,2.08851374100788e-15,-2.88037872096455e-16,-0.0411690933704441,-2.64051931298161e-06,-3.71243976737551e-16,0.314440387660059,3.03530236154596e-14,-0.175949434136982,-1.84079954429938e-15,1.12046765171221e-14,-1.05150737904171e-14,5.39298399108812e-08,-0.000271257823925123,1.67142884791627e-08,4.67556414262155e-16,1.9986395294226e-15,1.10380029679064e-15,-3.48026074744761e-16,-5.97067404112009e-15,4.33317573241136e-08,1.07575434979809e-15,-2.28530173206055e-15,-5.98074875622303e-07,-5.06654650668878e-15,-0.707106781186546,-2.34844101160198e-15,-3.59484998407735e-15,-9.30821063788774e-17,5.64021519004218e-16,-1.44616389355523e-07,-1.65776428988293e-15,3.65980379659266e-15,-1.41071732645272e-14,-7.28434036531446e-18,8.56930431050469e-17,9.648275527279e-16,1.35836430691752e-15,-1.62798491177571e-15,1.21742123379765e-14,-0.0975900072948585
"t77",-0.0924459220197924,0.124405347461103,-0.214755190086318,0.00610039686205671,0.0572261636495369,0.00257541098815411,0.00116423263826677,-0.0100578370342895,-0.00418422449204886,-0.0015269226015832,0.00766647738118808,-0.14186087204648,0.0240196218810933,0.0215279577096844,-0.00327236405430895,0.00663707442065382,-8.46681600287384e-05,-0.0209282637156385,0.00104471927715261,-0.000121722151764945,0.000685569798240836,0.0899729613814336,0.000255606180991707,-7.79260660017849e-05,0.00114644020721196,-0.0047929638538649,-0.000107025462946271,-5.39421047371581e-16,1.89424810782408e-07,-2.18303030207918e-06,-8.12153589953197e-06,3.66658900416243e-06,8.15524301254351e-07,-2.47962170863628e-06,-6.62750630877097e-05,-6.94962138936221e-06,-2.02036424127975e-06,-6.51550755767292e-16,1.86315276410405e-05,-2.52584580731258e-07,2.07147246965709e-06,-4.86814270775533e-06,9.87204812358253e-16,3.97331921340644e-06,-0.431283528750676,-1.76556231313055e-05,7.22939324988893e-05,7.63158917346624e-06,-3.17594074710243e-16,6.95317756417929e-05,-7.820337641552e-05,9.65151259422698e-06,5.70837101535501e-16,-7.01351493923738e-06,2.42392156020024e-05,0.263673014771312,-1.505878601927e-15,-4.26517244527732e-05,2.02063472915788e-06,7.38347020201729e-05,9.09131921210073e-06,9.63503657089225e-05,-4.45867022677028e-06,-8.32817133518885e-16,-1.62321926747442e-07,4.56916831175436e-15,-1.30167826763231e-15,-0.0411690933704427,-2.64051931210274e-06,-6.992274190947e-17,0.314440387660055,3.04714495332628e-14,-0.175949434136987,-2.09273073856217e-15,7.48889879063305e-15,-8.62075575465848e-15,5.39298408518201e-08,-0.000271257823924524,1.67142874288689e-08,-8.21185645386028e-16,-5.62437187544508e-16,-2.05339611694061e-15,6.52156503329375e-16,1.34304733142045e-14,4.33317576128239e-08,-2.27682522023269e-15,2.70121697862988e-15,-5.98074873955067e-07,3.89037836660221e-15,0.707106781186549,2.29240152950223e-15,2.61892950687158e-15,7.56895661007006e-16,-6.419673270485e-16,-1.44616362885365e-07,1.50419968049825e-15,-5.83260306395245e-15,1.5795990014361e-14,6.62626149817724e-16,7.36214346595563e-16,-2.84173349975417e-16,-1.53535629301211e-15,-4.7349496305183e-16,1.08904662914146e-14,-0.097590007294849
"t18",-0.0793242637553573,0.0869740458206056,-0.118359674069859,0.00273228350620211,0.0107598892591103,-0.000106171052362226,-0.000173854458670095,0.00319056968468372,0.00382468969309209,0.00207641713543121,-0.0191632087779339,0.411223984549295,-0.0788127296575943,-0.083058900060679,0.0166830620973648,-0.0350681807642111,0.000663681566220366,0.461740937294259,-0.0386630403143283,-0.00187353865164333,0.0015901299890679,0.205804703624579,0.000439588861426124,0.000736485030149405,-0.0172867007547266,0.144808413187064,0.00426350191488709,3.89169072246076e-17,7.81629396444434e-06,-8.10688885194405e-05,-0.000214010929754389,8.73579227239201e-05,1.53900035531344e-05,-4.18886256499162e-05,-0.00106043868799062,-0.000104316532296834,-3.02664267176378e-05,-6.42812114871956e-17,0.000234907803467258,-3.19300750628732e-06,2.63494210364263e-05,-6.68769408473605e-05,2.13819005640877e-16,-2.34320308802497e-05,0.00112132159711686,-7.58085950414739e-05,0.000306810139335613,3.14982517772109e-05,-0.707106781186548,0.000254523959464609,-0.000237677351989565,2.21589305146773e-05,-9.60232036917777e-16,-1.32074890570175e-05,3.09026102293296e-05,0.00351207528938319,8.24126147207063e-16,0.000127731081535638,-7.42512185933128e-06,-0.000279497412715816,-3.50702841754677e-05,-0.000416533630674376,0.000107285897811106,-1.3084759276098e-16,-2.57891339297096e-06,1.00653705636768e-16,1.56933596529297e-16,-0.000755752480343304,-9.08568740436352e-06,2.06043508599294e-16,0.00121211708604608,-1.54496603403447e-16,0.00101658179855174,-7.45941867237875e-16,-9.00892401545133e-16,3.75795817034926e-16,3.10123025659789e-06,-3.66958140013298e-05,5.55261922355845e-07,-5.46029568908005e-16,6.65845515122352e-16,6.37279622625992e-16,-2.7115487323931e-16,4.09550429223767e-16,6.8747639736084e-07,-9.85420447614753e-17,1.69820401291933e-16,-8.20771772374191e-06,-1.70728411974498e-16,4.95348634894602e-16,7.86632492897377e-17,4.35084697644857e-16,3.54195181608349e-16,-3.1401214221135e-16,-1.57998034586492e-06,1.78864763337018e-16,1.41951630075184e-15,-4.21890009745623e-16,1.92552726698848e-16,9.80954264936388e-16,1.57748284275297e-15,2.84052439130618e-16,-7.90539960039594e-16,1.16597402529334e-14,-0.0975900072948532
"t19",-0.0793242637553573,0.0869740458206056,-0.118359674069859,0.00273228350620211,0.0107598892591104,-0.000106171052362222,-0.000173854458670115,0.00319056968468371,0.00382468969309209,0.00207641713543126,-0.0191632087779338,0.411223984549295,-0.0788127296575941,-0.0830589000606793,0.0166830620973649,-0.0350681807642111,0.000663681566220344,0.46174093729426,-0.0386630403143271,-0.00187353865164324,0.00159012998906806,0.205804703624579,0.000439588861426166,0.000736485030149738,-0.0172867007547268,0.144808413187064,0.00426350191488675,3.89169072246026e-17,7.81629396410469e-06,-8.10688885196034e-05,-0.000214010929754634,8.73579227237649e-05,1.53900035533496e-05,-4.18886256502383e-05,-0.00106043868799092,-0.000104316532296249,-3.02664267183828e-05,-3.311031639193e-16,0.000234907803467863,-3.19300750578981e-06,2.63494210366242e-05,-6.68769408484245e-05,-2.7730209520947e-17,-2.34320308803365e-05,0.00112132159711646,-7.58085950397302e-05,0.000306810139323991,3.14982518141398e-05,0.707106781186547,0.000254523959482068,-0.000237677351996974,2.21589305143039e-05,7.14842522635305e-16,-1.32074890587692e-05,3.09026102298655e-05,0.00351207528938452,-1.75074574954013e-16,0.000127731081535102,-7.42512185985881e-06,-0.000279497412721513,-3.50702841773106e-05,-0.000416533630672983,0.000107285897811673,1.04387115849396e-16,-2.57891339207087e-06,1.9779822028934e-16,-1.2812563874749e-16,-0.000755752480340053,-9.08568740416085e-06,-3.74721515195041e-16,0.0012121170860457,1.71918923896868e-17,0.00101658179855254,-1.19612139847441e-16,-3.73536464817718e-16,-8.17693934436863e-16,3.1012302569709e-06,-3.66958140006481e-05,5.55261922394409e-07,-3.18995222996101e-16,-5.35215379417113e-16,1.30740367772899e-16,-2.59074184753524e-16,-1.22108963819443e-15,6.87476396888238e-07,-6.16840440893685e-16,7.66840725193621e-17,-8.20771772432022e-06,-2.87757841168581e-16,9.06478098922384e-16,2.73680357301705e-17,-6.75138326980297e-16,3.24722967706683e-16,-4.69417927820689e-16,-1.57998034629278e-06,1.32952417949594e-16,1.14196054459554e-15,1.10119720216202e-15,5.80612143101153e-16,1.41348102563928e-16,1.10563805728727e-15,8.6337763707972e-16,-5.46998965382617e-16,1.13767906405582e-14,-0.0975900072948533
