"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122","c123","c124","c125","c126"
"t107",0.0300992252647502,-0.0012111716610152,0.129108204558963,0.206193459236195,-0.0816430112901362,-0.217409298364957,-0.132558762366457,-0.0366450368882439,0.0145875503598194,0.0060950671639727,-0.00359848877127689,-0.00196240527865671,0.017872755378213,0.106349111089787,0.00941893868928685,-0.0106071869149715,0.00550477302617784,0.00132108220719639,-1.57003563872796e-05,0.000846532102472548,-0.000706093144824624,-0.00296566703970352,0.000536733236491797,-0.00229918402583427,4.88643810397862e-05,-0.00897204713264831,-0.0102881647836325,3.16943603146578e-05,-0.00247210058684757,0.0105575826529894,-0.00723935863667294,-9.62216675101617e-05,0.00108006092789588,1.3945729789976e-05,0.00172710795823824,0.000256523623372634,0.00440967312720455,-0.000144793960234747,-0.000501956688566724,-0.000369857752590677,-4.94141209861694e-06,-0.00285893736910418,-0.000420879510868399,-0.236919481887839,-0.170399736997726,-0.0134288047333309,-0.00217945307246665,-0.000212098325358764,3.33404727403838e-16,0.000438094815998332,0.00256920411858164,-0.00029130689726749,-8.87131253673246e-06,-3.05257444070788e-06,0.000436173185576772,0.22808243754264,-0.000166813574857516,-5.65209901088093e-05,0.000148114295374338,2.85108735091904e-06,-0.000102173825222766,-1.03208633690227e-06,-5.37247937458764e-16,1.76215128592852e-05,-1.42165418827674e-06,-9.21574359884676e-09,2.85524759363512e-06,6.25359697180392e-06,-4.58746343365437e-09,8.1556768858869e-07,-1.52834070213403e-06,1.26159763026744e-06,-3.92096779772857e-08,-2.30003294698325e-07,8.19759807100598e-16,0.000143777093884266,-0.0751383327479919,0.000344313149508383,3.02497300040453e-09,-4.29179689466313e-06,-1.97955160642965e-06,-1.36475770109748e-06,3.55140130724828e-07,1.06138596297288e-05,-3.38807667734043e-06,-8.44818667210942e-16,-3.16556858285844e-15,8.56203935951973e-07,-6.83377436869038e-16,3.62941825951244e-06,1.18355879879902e-06,9.72646772285952e-07,4.87098558306604e-16,2.51892403894124e-07,-2.26182065264262e-10,-6.99464412792971e-16,1.17265040819025e-15,9.13801237974362e-17,-5.23381013986309e-16,-1.13966907587419e-15,-3.48957666772383e-15,-1.35635696102423e-05,-2.09812837632939e-15,-4.21980946063181e-16,-5.36730435085336e-15,-2.17019869031014e-15,-3.56455847755957e-14,-2.62461761667344e-05,0.838824295654661,1.66467548890881e-13,-5.21733968222713e-06,-3.47253185832695e-06,1.58128111305658e-15,-4.83691591115817e-15,1.60074124411106e-15,1.00944682523041e-05,-2.12779396502472e-07,2.43938734191729e-15,1.29258254264488e-06,2.70507245074451e-15,1.85695006086556e-15,-3.15762542788838e-15,2.03770665157831e-15,1.59476168697343e-14,-2.43572210838841e-14,5.80868932893787e-13
"t124",0.0301572702602302,-0.00121472655382555,0.129665033545552,0.207299990133148,-0.0821286859062953,-0.218923123008107,-0.133493318307395,-0.0369691385655717,0.0147415495828341,0.00617978536870254,-0.00365434344514625,-0.00199294933862625,0.0182650655114052,0.108866864130242,0.00964851150282707,-0.0108756246793137,0.00565030083541454,0.00136003637627348,-1.61885642933015e-05,0.000873078497975515,-0.000728317857878017,-0.00308043265149708,0.000561819108267336,-0.00242931894024638,5.16835460676789e-05,-0.00954650589850495,-0.0109679194593161,3.394480357158e-05,-0.00265310462740163,0.0114180668448233,-0.00783118186271488,-0.00010420853430964,0.00117172446443113,1.51583252045389e-05,0.00189064414338375,0.000282620241447356,0.00486714676057862,-0.000160018283320164,-0.000556530779029355,-0.000413145648027946,-5.53591808359444e-06,-0.00321195451207057,-0.000473246753597848,-0.269246245701971,-0.193682029641362,-0.0153146583562363,-0.0024903771588655,-0.000243742644211043,4.83567547510775e-16,0.0005097260861583,0.00299694469186201,-0.000340545453326596,-1.04111595475142e-05,-3.62806997408898e-06,0.000520631611062091,0.273709062070198,-0.000201108123403479,-6.85525364636734e-05,0.000180023854528256,3.48035882005829e-06,-0.000124909058101513,-1.29433987507154e-06,-1.85396874277897e-15,2.26205330029813e-05,-1.82841945084609e-06,-1.1863802805547e-08,3.68821505981288e-06,8.1575179637413e-06,-6.0249946602219e-09,1.08865122791663e-06,-2.05801682050515e-06,1.71289504953293e-06,-5.33532730635397e-08,-3.1437964163704e-07,7.80015362869904e-16,0.00020674081229595,-0.108640887310329,0.000510375135097747,4.69308724632242e-09,-7.06563944426785e-06,-3.28574009896414e-06,-2.30531723781355e-06,6.05406952565221e-07,1.90659512255006e-05,-6.4507291754451e-06,-9.97997124816404e-17,-4.72066898667397e-16,1.67410860737029e-06,9.74012046504692e-16,9.18217349852716e-06,3.04963205513223e-06,2.58584010320232e-06,-1.3981098292212e-16,7.74943297649183e-07,-7.05915441250474e-10,-2.90090972153954e-16,-5.16060560789917e-16,3.14884654804203e-16,1.57097315345567e-15,2.79725974538431e-16,2.03886088607682e-15,-0.000259519662671104,1.76879644669932e-15,4.05284660261026e-16,1.19638058085323e-15,3.98749988167691e-16,1.25722211689361e-14,1.42111724240047e-05,-0.383955615966562,-7.74833852392969e-14,1.66274528258163e-06,2.8646277012985e-07,-1.13474786097957e-15,8.97304441142333e-16,-5.03714651555705e-16,2.19713549294995e-06,-5.50912062215033e-08,-3.88194840838418e-15,4.96073465872414e-07,3.91967773140277e-15,-3.47599269871849e-15,4.35253589349686e-15,1.22880683498932e-15,-7.00448776005111e-13,0.707106781186522,6.92978516565212e-13
"t125",0.0301572702602302,-0.0012147265538256,0.129665033545552,0.207299990133148,-0.0821286859062953,-0.218923123008107,-0.133493318307395,-0.0369691385655716,0.0147415495828341,0.00617978536870256,-0.0036543434451464,-0.00199294933862619,0.0182650655114052,0.108866864130242,0.00964851150282699,-0.0108756246793135,0.00565030083541478,0.00136003637627348,-1.6188564293115e-05,0.000873078497975598,-0.000728317857877792,-0.00308043265149693,0.000561819108267975,-0.00242931894024713,5.16835460677496e-05,-0.00954650589850473,-0.0109679194593161,3.39448035714123e-05,-0.00265310462740241,0.0114180668448234,-0.00783118186271488,-0.000104208534310044,0.00117172446443155,1.51583252045399e-05,0.00189064414338419,0.000282620241446565,0.00486714676057814,-0.000160018283319919,-0.000556530779029469,-0.00041314564802755,-5.53591808385533e-06,-0.00321195451206987,-0.000473246753598771,-0.269246245701971,-0.193682029641362,-0.0153146583562368,-0.0024903771588656,-0.000243742644211113,2.11431628084492e-16,0.000509726086158646,0.00299694469186357,-0.000340545453326599,-1.04111595475058e-05,-3.62806997416202e-06,0.000520631611060676,0.273709062070198,-0.000201108123405333,-6.85525364630041e-05,0.000180023854526773,3.48035881921592e-06,-0.000124909058101589,-1.29433987524298e-06,-1.70131307689286e-15,2.26205330032302e-05,-1.828419450672e-06,-1.18638031146292e-08,3.68821506003238e-06,8.1575179635765e-06,-6.02499457681992e-09,1.08865122695615e-06,-2.05801682046504e-06,1.71289505069097e-06,-5.3353272654208e-08,-3.14379640893033e-07,1.93053974401842e-15,0.00020674081229689,-0.108640887310328,0.000510375135098087,4.69308646359113e-09,-7.06563944372259e-06,-3.28574009792271e-06,-2.30531723572288e-06,6.05406951251084e-07,1.90659512204687e-05,-6.45072917544759e-06,7.3602938646276e-16,5.68104152818937e-16,1.67410860772887e-06,-6.55027923222891e-16,9.18217349929784e-06,3.049632057212e-06,2.58584010390324e-06,-8.54724353647342e-16,7.7494329603309e-07,-7.05916979783782e-10,-3.06978954031195e-16,-1.0349486677989e-15,-3.68118220657337e-16,1.64036209249476e-15,3.16768315314037e-16,2.07971686915348e-15,-0.000259519662667043,-8.3888225643952e-17,1.10369560400851e-16,3.66914770211152e-15,1.12693900063441e-15,1.98788764497505e-14,1.42111724225478e-05,-0.383955615966559,-7.53259481261563e-14,1.66274528522316e-06,2.86462770557221e-07,-8.64495462394783e-16,3.44411627731226e-15,-1.57787448740282e-15,2.19713549890193e-06,-5.50912065571532e-08,3.23731537585957e-15,4.96073475737229e-07,-4.51366461232028e-15,6.06147743558129e-15,1.92143389134646e-15,2.99594577447023e-15,7.28816581845084e-13,-0.707106781186574,4.66962158499604e-13
"t62",0.0297702527007611,-0.00119094588738176,0.125923198050988,0.199838357482747,-0.0788473508104329,-0.208660984208222,-0.127156183640188,-0.0347583032359954,0.0136850375562538,0.00559201657938261,-0.00326469756751021,-0.00177984100751955,0.0154675269995688,0.0908057040364264,0.00799767158321777,-0.00893904157773307,0.00459628583981586,0.00107487261851085,-1.25943121974298e-05,0.000677458134772836,-0.000564476403876812,-0.00221225000972693,0.000366388699655712,-0.00137724100530943,2.87965310262936e-05,-0.00476715679001564,-0.00526701755734159,1.46978746675641e-05,-0.00109123530693023,0.00373695599431204,-0.00254285070536598,-3.24667248894404e-05,0.000341902951378765,4.08390442521586e-06,0.000346568916994025,2.8418142719347e-05,0.000370400308758801,-9.41541634429392e-06,-7.7374738375865e-06,3.95251291803763e-05,7.79906218915205e-07,0.000597010725944609,9.44284790898388e-05,0.10334740090541,0.0749304430257127,0.00688622704109413,0.00121416439414952,0.000147135330527656,-1.49522847541354e-15,-0.000452392083450959,-0.00285477946776636,0.000343871566484354,1.16264993189078e-05,5.49758429985113e-06,-0.000870056703093059,-0.51570090656976,0.000419544257256191,0.000163258721095189,-0.000449166971601645,-9.55549875198154e-06,0.000354381423729786,6.77338420993247e-06,2.73896276965512e-15,-0.00025789623394251,2.27223596443334e-05,1.54292026722923e-07,-5.73507722286637e-05,-0.000270733705354582,7.68479734093141e-07,2.58708456505748e-05,-3.02683669792916e-05,1.85436572926852e-05,-5.39191497645815e-07,-2.79407292597681e-06,4.40338131313547e-15,0.000608265649149863,-0.277168512137762,0.000371830158363669,-2.9309869136119e-08,-0.000130218009479414,-4.88778824832277e-05,-2.54553357489756e-05,5.99746375937823e-06,0.000130660141923276,-3.58690921903161e-05,3.20837003640038e-14,-0.707106781186548,8.71103944954756e-06,9.28570011551346e-15,3.4444011337572e-05,1.12888158367031e-05,9.37156169450523e-06,-3.5191632377343e-15,2.59449378159607e-06,-2.34817433448281e-09,-4.79986522371069e-16,-1.34892266405799e-15,-5.76996242029012e-16,-1.24868304533743e-14,2.23499278667716e-15,9.33638212759123e-16,-0.000657689995089997,-9.93777355813445e-16,1.13225002461532e-15,5.19317802936973e-16,-1.11920994085433e-15,-1.17360486670536e-15,4.97922224974514e-06,-0.014975965504663,-4.53780800969281e-15,-1.3614362861405e-06,-2.465837875534e-06,1.13165806863516e-16,-7.42936025143059e-17,1.03593758856724e-15,1.22338742066972e-05,-2.70642267061834e-07,1.4151502524415e-16,1.85414812938053e-06,4.47240921842898e-16,9.94861434341669e-17,1.56963452029734e-15,2.24766842139912e-15,1.50303992312151e-14,-2.67603141196815e-14,5.79568060938126e-13
"t63",0.0297702527007611,-0.00119094588738177,0.125923198050988,0.199838357482747,-0.0788473508104328,-0.208660984208222,-0.127156183640188,-0.0347583032359954,0.0136850375562538,0.00559201657938262,-0.00326469756751028,-0.00177984100751947,0.0154675269995688,0.0908057040364263,0.00799767158321779,-0.00893904157773308,0.0045962858398155,0.00107487261851079,-1.25943121973538e-05,0.000677458134772488,-0.000564476403876872,-0.00221225000972646,0.000366388699655598,-0.00137724100531001,2.87965310266041e-05,-0.00476715679001521,-0.00526701755734195,1.46978746672315e-05,-0.00109123530693093,0.00373695599431199,-0.00254285070536541,-3.24667248892138e-05,0.00034190295137918,4.08390442527565e-06,0.000346568916995533,2.8418142718955e-05,0.000370400308758529,-9.41541634404499e-06,-7.7374738378138e-06,3.95251291789311e-05,7.79906219374637e-07,0.000597010725945375,9.44284790887086e-05,0.10334740090541,0.074930443025712,0.00688622704109349,0.00121416439415001,0.000147135330527587,-1.52202430791534e-15,-0.000452392083450491,-0.00285477946776444,0.000343871566484494,1.16264993184831e-05,5.49758429975274e-06,-0.00087005670309582,-0.515700906569758,0.000419544257257617,0.000163258721094741,-0.000449166971599352,-9.55549874995397e-06,0.000354381423729466,6.77338421023365e-06,2.5412042933936e-15,-0.000257896233943056,2.2722359643706e-05,1.54292025535769e-07,-5.73507722279082e-05,-0.000270733705352697,7.68479734371102e-07,2.58708456499919e-05,-3.02683669797818e-05,1.85436572935872e-05,-5.3919149182254e-07,-2.79407292621284e-06,3.12243691451253e-15,0.000608265649152555,-0.277168512137767,0.000371830158365243,-2.93098681711927e-08,-0.000130218009481778,-4.88778824723611e-05,-2.54553357469103e-05,5.99746375550234e-06,0.000130660141950032,-3.58690921588578e-05,-3.21981767507754e-14,0.707106781186547,8.71104023919018e-06,-9.69047253572114e-15,3.44440113293288e-05,1.12888158432213e-05,9.37156168615033e-06,2.67566829129011e-15,2.59449378630397e-06,-2.34817527017773e-09,5.53902989274306e-16,5.55435797045466e-16,-1.14284127139705e-17,1.10360198808712e-14,-1.67042899556534e-15,-5.72308448099427e-16,-0.000657689995092274,4.3563478839148e-16,-2.19096965326984e-16,2.66742804600114e-15,-3.96795731186565e-16,1.92114181443726e-15,4.97922224721863e-06,-0.0149759655046589,-2.0030003891545e-15,-1.36143628887381e-06,-2.46583787831549e-06,-8.16421628968665e-16,4.05401471469761e-16,-1.04981265967013e-15,1.22338742089806e-05,-2.70642268409523e-07,1.12240090400336e-15,1.85414812949326e-06,7.03183024249665e-16,1.26265005274263e-15,2.41822219849729e-16,1.6174542884902e-15,1.51724756662862e-14,-2.57194800339343e-14,5.80606782175336e-13
"t9",0.0240459856433364,-0.000835922033566397,0.068703213236662,0.0807314147516824,-0.0236453177493165,0.0656074027738163,0.0765143333421544,-0.00959016967155482,0.000522113623390456,-0.0017944196371009,0.00154248291218936,0.000847626368368319,-0.010712899521262,-0.0404654050822773,-0.0019606400658119,-0.00159239349936802,0.00509095347673944,0.0231536036704433,0.000436884046773098,-0.029985592239819,0.000296600623189255,0.0233822840738494,-0.00498722627870486,0.0299163948438699,-0.000663323049277027,0.159495350204788,0.201813613838461,-0.000817145819457165,0.0737837410893135,-0.742442548743772,0.53048276943351,0.00897052157374669,-0.170067827674665,-0.0100431759345148,0.0941159705693978,0.00644551220371908,0.0938855638233817,-0.00276598404318446,-0.0073914393796185,-0.00304035046727045,-3.16838033362061e-05,-0.01399932272403,-0.0018857003298637,-0.0286234188961196,-0.0105998626125327,0.0152676527843694,0.100718791156814,0.000679701577270084,-4.7978362240773e-16,-0.00271298567765312,-0.0171695790206118,0.00205516610928718,6.73726643180752e-05,2.21744062003696e-05,-0.0237326205389819,-0.00196318089707499,-0.00190510209698386,-0.0041385536374562,0.0271727726376294,-0.00075115141991381,0.0180773795652713,9.96369007707453e-05,-3.45454041944769e-16,-0.00307095836807075,0.000267258880840324,1.57551628398253e-05,-0.000656560847194739,-0.0029294937326388,8.01138874027272e-06,0.000246622985633733,-0.000273812475473843,0.000158773140549109,-4.54335804712767e-06,-2.27388528183291e-05,1.30752835377284e-16,0.00105874151122998,-0.000854780854095258,-0.0131122710711011,-6.4575153237427e-07,-0.00198325928585796,-0.000727327626935832,-0.000363498073519478,8.41180220557493e-05,0.00170169540673658,-0.000444046008497321,-1.21478528940649e-16,-5.20283904469864e-16,0.00010600220324736,-9.89623481084045e-17,0.00038366685700509,0.000125293978610901,0.000103423491091253,-3.9553944787846e-16,2.80365153982175e-05,-2.53319392423038e-08,2.70843680202129e-16,-1.9376165413588e-16,1.60043320086074e-16,-1.89351938821662e-16,-9.59760724627692e-17,7.18806945664502e-16,-0.0012625734987871,-3.8053363387119e-19,1.06934780692224e-16,4.53849792265816e-17,-2.71023370232933e-16,-4.60359998844092e-16,4.25182792747111e-05,-0.00020098974898818,1.11652876877917e-16,-1.35612508143287e-05,-2.32036934379048e-05,-1.69276318752139e-16,4.27944369172226e-17,-2.22154896170147e-16,0.000110440978886771,-2.42695423040543e-06,6.48090042799717e-16,9.63569732676509e-05,4.47864713740013e-16,1.07541246549003e-15,7.97080955862787e-16,1.99614391676238e-15,1.51496579941175e-14,-2.60729077689388e-14,5.80424720842214e-13
"t39",0.0285396707931921,-0.00110358300932168,0.107761540465031,0.148680166669743,-0.0482954235285257,0.166272172300937,0.198073026116129,-0.0454551870504058,0.0151042289832952,0.00526174229885496,-0.00284448051453887,-0.00154732525335009,0.00679153832075177,0.0201481645402739,0.00087825329491568,0.000609304425635479,-0.00153055039815315,0.00210938446899662,0.000956177306513221,-0.240059025268302,-0.225667415101411,-0.00845117971686837,0.00108001067310484,-0.00408499642657865,8.64269030607718e-05,-0.0159624629184722,-0.0185812895939667,6.15670322387617e-05,-0.00507891507271572,0.0361380459239164,-0.0255475662624114,-0.000409111858600706,0.00714368011671187,0.000384013126845237,-0.00247199784248107,-0.000113934029891698,-0.00146140762266672,3.92143965024258e-05,8.0747223227202e-05,1.48044736320573e-05,9.61312356079098e-08,2.16614637106853e-05,2.18715485032069e-06,-3.18801404045177e-05,-1.15979395536164e-05,-9.10348875045392e-06,-0.00312903305920891,6.42963869506108e-07,-4.7182498391144e-16,3.81355520771098e-05,0.000344869189917342,-5.47657413918728e-05,-2.91682647350327e-06,-7.24388942419413e-06,0.539188633609807,-0.000757797589184238,-0.000453672871621903,-0.000725257327948478,0.00444001091115651,-0.000110043008164979,0.00257127938325547,1.11629131208401e-05,1.28268380293321e-14,-0.000330293738236216,2.97968663491272e-05,0.695366773087596,-6.75981335668296e-05,-0.000303195368588487,8.27882753228016e-07,2.54478394574147e-05,-2.82688957658552e-05,1.64109004811535e-05,-4.69788506311599e-07,-2.35331673354928e-06,2.63105501998634e-16,0.000111172403875003,-8.99149889414111e-05,-0.00139033325120088,-6.94219373525571e-08,-0.000216556952309996,-7.95722234433282e-05,-3.99261708785661e-05,9.25779047754776e-06,0.000189228380457962,-4.98583423336334e-05,-2.53783329308089e-16,1.44210168875238e-15,1.19486195426965e-05,1.6604949684e-15,4.43995370004368e-05,1.45185895250911e-05,1.20098060496774e-05,-2.2977384367331e-16,3.28266047370744e-06,-2.96803882387185e-09,-8.38675896728166e-16,9.06332306196943e-16,1.75305280105557e-16,-2.30779656206567e-15,-4.48657156850982e-16,1.75107972963758e-16,-0.000152204994393437,-4.37008968050097e-16,-3.24431838675358e-16,1.72432273781516e-15,-4.17249447953139e-16,6.04712546340495e-16,5.37752570846953e-06,-2.54843359003642e-05,-3.56396447022777e-16,-1.72788950531608e-06,-2.98947325281363e-06,1.59194185664996e-16,-2.10649284290126e-16,-1.58133613865876e-16,1.45674278553657e-05,-3.21621660934657e-07,6.87852340593255e-16,0.00010323871985031,6.21723063168443e-16,1.11426770902596e-15,1.04011512230912e-15,1.972602496958e-15,1.50910001705567e-14,-2.65601367615042e-14,5.80202433650506e-13
"t40",0.0285461371703173,-0.0011039663947833,0.107817114232757,0.148776327108382,-0.0483302001127348,0.166413393721296,0.198243474480671,-0.0455049350763655,0.0151242240135875,0.00527115865463304,-0.00285023985876993,-0.00155046794286615,0.0068120537370306,0.020214789794291,0.000881261482605998,0.000611489158531817,-0.00153634086159313,0.00211853345817335,0.000960616004017287,-0.241185611878486,-0.226731553850823,-0.00850370322237725,0.00108882316699654,-0.00413018342560592,8.74144631534728e-05,-0.0161819263880938,-0.018852272582412,6.26016109738161e-05,-0.00516986942550152,0.0369615248454424,-0.0261339815708591,-0.000418858448826575,0.0073236323600526,0.000394316726849923,-0.00255668931632205,-0.000118908117928743,-0.00153011766235457,4.115894445318e-05,8.53663903727007e-05,1.60506803258694e-05,1.05850329557748e-07,2.43464982486711e-05,2.47716020040764e-06,-5.3130493928752e-05,-1.97958198337759e-05,2.46357499182405e-05,-0.000552788445102753,4.74537292831505e-07,-4.81188575922584e-16,3.37824990109099e-05,0.00030923298032375,-4.95154043517616e-05,-2.66797850916161e-06,-6.77586062729758e-06,0.506722703130365,-0.00071552651057307,-0.000429773920273513,-0.000689452171614051,0.00422525016616219,-0.000104920714796875,0.00245302728318459,1.07114614814498e-05,-1.45657737631786e-14,-0.000306792112460893,2.54845798982742e-05,-0.7184704114939,-6.77858863859371e-05,-0.000296730306166972,8.0838474192271e-07,2.4820703510546e-05,-2.7573868402075e-05,1.60103240957351e-05,-4.5834866746749e-07,-2.29631038801636e-06,-1.19513180969698e-16,0.000108651205375931,-8.78895080584926e-05,-0.0013598847517083,-6.79662403366629e-08,-0.000212210865945422,-7.79835060570348e-05,-3.91372982227609e-05,9.07581178640033e-06,0.000185604313294303,-4.89255578757807e-05,-2.88562195913485e-16,-2.520986964728e-17,1.17271213679674e-05,-1.40586278195322e-15,4.3623735086603e-05,1.42656224517989e-05,1.18015061708451e-05,1.34758378213454e-16,3.22671619141899e-06,-2.91752975290953e-09,2.4145565298345e-17,-3.33026765544624e-16,-7.59930157594994e-16,7.31712360865608e-16,2.45246050544167e-16,-1.32310421024852e-17,-0.000149761123838927,7.70559681503307e-16,2.65746304862052e-16,-2.15031433867893e-16,2.82453768838692e-16,-1.85116273515039e-15,5.29874919021702e-06,-2.51127392682357e-05,-1.31712273406978e-17,-1.70291903687254e-06,-2.94713488875006e-06,-4.03900588631178e-16,5.37364026482215e-16,2.32363114401102e-16,1.43695999589807e-05,-3.17289781836173e-07,8.00490762700225e-16,0.000101890691369067,4.63607312287566e-16,1.34778899749662e-15,1.76872934503316e-15,2.03384203052352e-15,1.51856093798499e-14,-2.62799360705158e-14,5.80622530151835e-13
"t92",0.0287476933969299,-0.00111591576657754,0.109549097647108,0.151773024627883,-0.049413922779035,0.170813925034216,0.203554704099084,-0.0470549303320685,0.0157471414118594,0.00556445022544029,-0.00302960765107413,-0.0016483429254174,0.00745070954272862,0.0222886252549129,0.000974892433634755,0.000679485375608212,-0.00171654529205705,0.00240319660738527,0.00109870631425214,-0.276233665830752,-0.259836576568587,-0.0101368080012682,0.00136265302443653,-0.00553308682693903,0.00011807184884273,-0.0229908487727892,-0.0272579487197134,9.4677683574871e-05,-0.00798917645135006,0.0624640513252275,-0.0442943216952736,-0.000720651875701859,0.0128944811041807,0.000713211368772504,-0.00517538312111053,-0.000272565246786333,-0.00365208127405453,0.000101200253533559,0.000227916960935017,5.44597088616522e-05,4.05237199526499e-07,0.00010701105100892,1.14041043629643e-05,-0.000705750762015837,-0.00027155140712865,0.00105992467491642,0.0784602919163921,-4.68314347558235e-06,2.98250021282022e-16,-9.8997665802586e-05,-0.000776756849176837,0.000110352310824356,4.89724710824485e-06,7.36487039728171e-06,-0.471678422600726,0.000553761094819996,0.000285286479696768,0.000375984998848451,-0.00215128899947459,4.64069318291041e-05,-0.00103388066239499,-1.77031473159849e-06,7.79613828634766e-16,8.89730681364253e-06,-5.17060218126627e-07,0.0115177486155468,8.64239487407428e-08,-1.09675041793122e-05,4.87918683251205e-08,2.67737136780516e-06,-3.57364377063054e-06,2.37060464421948e-06,-6.99946804014161e-08,-3.71593329335194e-07,7.03690703247327e-17,2.60621567862614e-05,-2.16498297029691e-05,-0.000369966308452847,-2.09542093980306e-08,-7.25450140778502e-05,-2.69539065244967e-05,-1.38231364968483e-05,3.23894854146538e-06,6.96104097712292e-05,-1.91204912260598e-05,-3.75783550254935e-16,-1.08458276570581e-16,4.65395374865308e-06,-5.45064304704919e-16,1.89335182677767e-05,6.21598648928697e-06,5.17471757480825e-06,-3.87586426055838e-17,1.44839966146283e-06,-1.3120881967201e-09,9.92799131430583e-16,-1.07343106091008e-16,1.7573838482051e-15,-6.35452281514702e-15,-1.22804128837404e-15,-2.39357859175201e-15,-7.22670786270602e-05,7.63225665553184e-15,-2.1686004244416e-14,-0.707106781186548,-1.76254754177717e-14,-1.37797552211466e-15,2.80808214029105e-06,-1.33655105734478e-05,5.47718524961503e-16,-9.13721151463274e-07,-1.60971628753185e-06,-4.01301550510441e-17,-1.78447907731518e-15,-7.99905465964133e-17,8.12664743550538e-06,-1.80611370242766e-07,6.92471525494905e-16,5.93856511272021e-05,5.07972225425786e-16,1.35166495453176e-15,2.66041957067351e-15,1.66125552816055e-15,1.46263587230224e-14,-2.67239660099463e-14,5.80526510447925e-13
"t93",0.0287476933969299,-0.00111591576657755,0.109549097647108,0.151773024627883,-0.049413922779035,0.170813925034216,0.203554704099084,-0.0470549303320685,0.0157471414118594,0.00556445022544029,-0.00302960765107432,-0.00164834292541741,0.00745070954272856,0.0222886252549128,0.000974892433634457,0.000679485375608035,-0.00171654529205717,0.00240319660738522,0.00109870631425215,-0.276233665830752,-0.259836576568587,-0.0101368080012682,0.00136265302443639,-0.00553308682693866,0.000118071848842754,-0.0229908487727887,-0.0272579487197135,9.46776835747766e-05,-0.00798917645135043,0.0624640513252273,-0.0442943216952732,-0.000720651875702012,0.0128944811041803,0.000713211368772559,-0.00517538312111045,-0.000272565246787159,-0.00365208127405464,0.000101200253534137,0.000227916960935093,5.44597088612998e-05,4.05237199687907e-07,0.0001070110510093,1.14041043641604e-05,-0.000705750762016003,-0.000271551407128869,0.00105992467491603,0.0784602919163927,-4.68314347479464e-06,2.86731785945763e-16,-9.89976658043923e-05,-0.000776756849176878,0.000110352310824181,4.89724710790268e-06,7.3648703974812e-06,-0.471678422600727,0.000553761094822098,0.000285286479697026,0.000375984998848246,-0.00215128899947437,4.64069318285142e-05,-0.00103388066239565,-1.77031473146816e-06,1.04329179698337e-15,8.89730681490281e-06,-5.17060217369549e-07,0.011517748615545,8.64239488521581e-08,-1.0967504179032e-05,4.87918677685311e-08,2.67737136731018e-06,-3.57364377192768e-06,2.37060464618741e-06,-6.9994678466971e-08,-3.71593329305501e-07,-1.30895948239206e-16,2.60621567881331e-05,-2.16498297009322e-05,-0.000369966308453314,-2.09542096446002e-08,-7.25450140768258e-05,-2.69539065265711e-05,-1.38231364972476e-05,3.23894854155031e-06,6.96104097721792e-05,-1.91204912290531e-05,9.58914988849186e-16,-2.40002798842572e-15,4.65395373357136e-06,4.87885107480117e-16,1.89335182683478e-05,6.21598649000647e-06,5.17471757777121e-06,-3.20824896764885e-16,1.44839966028651e-06,-1.31208827148263e-09,-3.7360753874674e-16,-2.72549166633368e-16,-9.79948447587417e-16,4.10932919194507e-15,1.21560459747376e-15,2.5951243058274e-15,-7.22670786392618e-05,-8.03576577949077e-15,2.17485668498237e-14,0.707106781186547,1.72742064251424e-14,4.60831362420762e-16,2.80808214123086e-06,-1.33655105643693e-05,-8.78495391951821e-16,-9.13721152249319e-07,-1.60971628809178e-06,-6.70987347775814e-16,1.49682290812781e-15,-2.14343900269708e-16,8.12664743941323e-06,-1.80611370255222e-07,8.68700797503085e-16,5.93856511298947e-05,5.64219241921863e-16,9.67588484004832e-16,-5.99299318286551e-16,2.4061428607586e-15,1.51025925862441e-14,-2.40594307509343e-14,5.79805598900564e-13
