,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
t11,8.29624,10.443443,-0.53555405,6.838173,7.177332,4.578026,7.9457703,5.892901,5.6155057,6.3363013,5.576541,3.789672,1.8744805,6.7700963,5.0547743,3.8369794,4.7474895,3.8848765,5.9575424,6.0012884,4.880471,7.2643805,5.23307,7.631929,4.092776,4.2130203,5.8967414,2.686047,5.0914087,5.232428,3.778665,7.2198076,6.1038895,6.292138,5.548586,4.185495,6.155232,5.194431,5.542533,6.0542197,4.7345057
t12,8.356981,10.416347,-0.122245625,6.614174,6.7351346,4.758559,7.7016068,6.1320415,5.5705004,6.3296766,5.475408,3.714573,1.925266,6.828823,4.94896,3.865805,4.760824,4.0147395,5.923619,6.013568,4.9587617,7.3850527,5.206662,7.580517,4.0129075,4.2223945,5.83562,2.637853,5.1219783,5.3674965,3.8331814,7.2034054,6.113489,6.1550503,5.5376186,4.239847,6.176716,5.2321086,5.4967017,5.921676,4.7021627
t13,8.308672,10.450857,-0.23205046,6.6667833,6.8461637,4.6734724,7.7896914,6.057545,5.5992904,6.29985,5.5477147,3.731246,1.8714724,6.774821,5.0041275,3.8434901,4.7304673,3.9315035,5.964554,5.9857836,4.957218,7.3206506,5.1923566,7.6255145,4.014685,4.234203,5.8275733,2.6443803,5.1419716,5.323058,3.786873,7.2046514,6.088167,6.2356534,5.5615234,4.2042284,6.1955028,5.191735,5.5390673,5.9901175,4.732909
t14,8.332744,10.424442,-0.23066981,6.671461,6.870814,4.706013,7.767508,6.067498,5.5915813,6.323663,5.5304737,3.732506,1.9005085,6.801416,4.977498,3.8640609,4.754911,3.9546926,5.9380217,6.0106273,4.938041,7.347957,5.211799,7.600865,4.036901,4.230424,5.8491254,2.645298,5.117827,5.327735,3.811173,7.2069826,6.1034684,6.219265,5.550147,4.218163,6.1790347,5.2178574,5.5173635,5.9885693,4.7172723
t15,8.34188,10.417793,-0.19728303,6.6655974,6.833252,4.719188,7.7506366,6.0815396,5.5858893,6.331628,5.5185513,3.7301648,1.9107978,6.8115554,4.967304,3.8680043,4.7608385,3.967971,5.9291387,6.017966,4.938355,7.3594837,5.2132626,7.5926747,4.040225,4.2290235,5.855445,2.6444645,5.113405,5.33363,3.8197339,7.206453,6.107487,6.2045035,5.5465474,4.226042,6.175576,5.225712,5.510025,5.973484,4.712767
t16,8.354463,10.396377,-0.25877407,6.7121263,6.917212,4.7245507,7.7826366,6.029482,5.589676,6.357863,5.531389,3.7224157,1.9088074,6.831896,4.9461274,3.8813338,4.7874746,3.9542744,5.9150105,6.043594,4.9229307,7.376141,5.227924,7.5804462,4.0653276,4.2206807,5.886479,2.6387146,5.1144996,5.3220897,3.834286,7.2254343,6.109979,6.2209377,5.561377,4.231189,6.154252,5.2454042,5.52987,5.9953127,4.7029376
t17,8.319284,10.457619,-0.46412987,6.791402,7.1458473,4.602139,7.907288,5.932119,5.5906286,6.32821,5.6172113,3.7730348,1.8391312,6.768638,5.044884,3.8239777,4.7389402,3.8686733,5.957052,5.9834476,4.9198127,7.285034,5.2047606,7.6135974,4.051829,4.2026176,5.86888,2.669815,5.115823,5.2674427,3.7975929,7.210515,6.112813,6.318602,5.540366,4.2161007,6.1598134,5.1840806,5.536586,6.104034,4.7238946
t18,8.45493,10.341076,0.58261514,6.4634185,5.619435,5.075919,7.2532067,6.5092497,5.4993367,6.414406,4.963482,3.8034298,2.2685187,6.954149,4.930028,3.9151642,4.7855415,4.52155,5.7014475,6.028196,4.848826,7.4837146,5.307221,7.447151,4.068262,4.229183,5.842037,2.738786,4.9261646,5.4616213,3.9674573,7.1325955,6.259173,5.616942,5.359227,4.2996635,6.130241,5.30477,5.1606965,5.305249,4.598912
t19,8.265487,10.467201,-0.44188863,6.740963,7.0716214,4.5981216,7.877314,5.9823303,5.6355042,6.2734427,5.607826,3.7647605,1.8320845,6.7181497,5.0539365,3.8442166,4.7124896,3.8625858,5.997289,5.969151,4.9246187,7.2541127,5.200866,7.658678,4.039479,4.2531857,5.8276234,2.6555886,5.125149,5.2705364,3.7479005,7.1979556,6.074416,6.314386,5.56986,4.163418,6.211222,5.1641774,5.5555496,6.078833,4.758281
t20,8.321087,10.424805,-0.38583764,6.752227,7.061619,4.6586766,7.8588915,5.9712777,5.6022215,6.3416724,5.583929,3.7461667,1.8670166,6.7982187,5.0000753,3.854172,4.760813,3.9010859,5.9468474,6.015022,4.9146028,7.320748,5.222477,7.6093874,4.0552187,4.21765,5.881353,2.6541705,5.1225224,5.2900333,3.8032925,7.220603,6.1037874,6.280332,5.560442,4.2078176,6.1613264,5.2158203,5.5458674,6.0570145,4.7187552
t21,8.285442,10.461146,-0.53266823,6.832139,7.195841,4.557057,7.9486694,5.8960166,5.617554,6.3183117,5.6156354,3.7890785,1.8407243,6.7446575,5.0668597,3.8241894,4.7303753,3.8471313,5.976798,5.984485,4.9018555,7.2465754,5.2097335,7.6422205,4.0755386,4.219858,5.8809314,2.6794748,5.1056566,5.2328243,3.767814,7.2111034,6.0939975,6.335445,5.554398,4.186301,6.1729836,5.174327,5.551261,6.102033,4.7467694
t22,8.2746935,10.459477,-0.44655362,6.7454066,7.079664,4.6058254,7.8711004,5.9799995,5.6295466,6.2865925,5.59131,3.764378,1.84787,6.7354913,5.04671,3.8425322,4.721096,3.8763847,5.9883437,5.9779334,4.922276,7.2639346,5.2046676,7.6516523,4.045169,4.244663,5.838298,2.6598434,5.1219263,5.2698994,3.7569995,7.203672,6.07898,6.299547,5.5676327,4.17094,6.2006035,5.173288,5.5526924,6.059382,4.752496
t23,8.4414425,10.341212,0.5727513,6.4606156,5.6399465,5.058564,7.2595763,6.500263,5.519815,6.4141927,4.971047,3.799355,2.2523055,6.962731,4.9120865,3.8999422,4.7860165,4.5127897,5.7145896,6.048639,4.8735027,7.4683185,5.293112,7.4690247,4.0720067,4.2351675,5.835944,2.726514,4.930115,5.4538784,3.9517934,7.1527886,6.235602,5.6249104,5.3762197,4.2796087,6.1518807,5.2990327,5.177466,5.315147,4.6212673
t24,8.441126,10.343608,0.5565285,6.4598765,5.6520967,5.0447054,7.278521,6.4806232,5.5138583,6.407441,4.986356,3.7946634,2.2464018,6.9534883,4.9171624,3.9085941,4.787928,4.4987507,5.71177,6.038354,4.8718414,7.461909,5.2905164,7.4626656,4.0623803,4.2425804,5.834417,2.7208743,4.9411545,5.454176,3.949108,7.146199,6.2378635,5.6433616,5.375927,4.2829194,6.1491733,5.2957764,5.1827593,5.3337326,4.617213
t25,8.44559,10.341794,0.3658477,6.465799,6.027355,4.9754424,7.3823433,6.4271817,5.50723,6.3859835,5.1451654,3.7479508,2.1412313,6.937624,4.8952346,3.9267333,4.791852,4.3380938,5.76593,6.03822,4.903127,7.483686,5.2650747,7.468987,4.0394287,4.2378664,5.836998,2.673523,4.9946322,5.466422,3.9372149,7.145053,6.215518,5.8172646,5.4149723,4.29252,6.154098,5.295896,5.282895,5.5299654,4.625419
t26,8.446528,10.340729,0.5738337,6.46094,5.6391444,5.0662456,7.2557173,6.504839,5.512764,6.4143763,4.967557,3.8009021,2.2564156,6.9618654,4.9167075,3.9029667,4.78593,4.515773,5.712043,6.0435266,4.8672543,7.4749665,5.2970986,7.463317,4.0732436,4.2315416,5.8379974,2.729615,4.9281363,5.4563255,3.9568472,7.147655,6.2426434,5.6208477,5.371778,4.2871575,6.144411,5.300271,5.1725674,5.311859,4.6148577
t27,8.440918,10.340953,0.606676,6.4588795,5.590145,5.0702906,7.2378902,6.5140915,5.524088,6.4188423,4.9432454,3.8072324,2.2684474,6.9687457,4.9124026,3.894517,4.785086,4.5403404,5.706458,6.052781,4.8713193,7.467393,5.2958016,7.470234,4.077948,4.2342944,5.8348103,2.7346523,4.91896,5.4525895,3.954236,7.1553364,6.236303,5.5950027,5.370739,4.2755733,6.1547318,5.2990766,5.1625886,5.280542,4.621934
t28,8.444959,10.34127,0.4090151,6.4712777,5.942007,5.0014396,7.3553424,6.443032,5.503972,6.3962517,5.102714,3.7620883,2.1725836,6.9406395,4.905028,3.9214675,4.7894654,4.3811154,5.755644,6.0360684,4.8879695,7.4821105,5.2782903,7.4689064,4.048536,4.234273,5.8426085,2.6928782,4.9770365,5.4607096,3.9424047,7.1451025,6.2253857,5.7678237,5.403847,4.2949276,6.144289,5.300313,5.253404,5.4782357,4.62052
t29,8.276046,10.472007,-0.52324456,6.7994294,7.133592,4.5592675,7.9205422,5.9322577,5.62151,6.2980056,5.5893555,3.7899766,1.8533124,6.7329183,5.074295,3.8238595,4.7166176,3.8691628,5.986646,5.9715214,4.9088764,7.2404003,5.2050667,7.6525164,4.0649867,4.2296743,5.858168,2.6820378,5.102804,5.2403784,3.756876,7.2030683,6.0868325,6.306771,5.551885,4.177767,6.1880684,5.1641116,5.5418005,6.0629573,4.755824
t30,8.27416,10.493918,-0.5362215,6.780977,7.106832,4.542139,7.90744,5.956289,5.6110525,6.2783856,5.5808096,3.8027189,1.8495331,6.7152405,5.0936213,3.801548,4.696091,3.8758643,6.001098,5.9488063,4.931654,7.22453,5.180339,7.6593857,4.048617,4.2260485,5.8339443,2.6927545,5.0977435,5.240429,3.7506976,7.1895576,6.0856366,6.3006454,5.5353947,4.186966,6.200973,5.1429543,5.5223913,6.0530043,4.766231
t31,8.508961,10.332233,0.63816744,6.4698777,5.543481,5.185872,7.167323,6.594186,5.4300566,6.4311333,4.8769,3.8356643,2.3394465,6.962977,4.9764357,3.9275901,4.7802353,4.5999107,5.6726522,5.990055,4.7818227,7.5599017,5.3570476,7.400239,4.105107,4.1758447,5.8671184,2.7905297,4.876224,5.4798565,4.025181,7.0924683,6.33048,5.5128636,5.3091974,4.3777485,6.047235,5.321688,5.0863066,5.2113757,4.5383534
t32,8.454793,10.338627,0.6165426,6.461182,5.572776,5.095175,7.2215657,6.530671,5.505292,6.421452,4.9276695,3.814342,2.2853608,6.9683967,4.925367,3.8996704,4.784058,4.554596,5.699212,6.039767,4.85224,7.486011,5.308671,7.456013,4.0852547,4.2222943,5.84139,2.7475371,4.90934,5.458084,3.9688118,7.1429954,6.255956,5.5758495,5.357351,4.2960896,6.132995,5.303357,5.1457214,5.2637076,4.6043262
t33,8.486567,10.335867,0.6260439,6.466382,5.5603166,5.1476874,7.1930447,6.5639815,5.459192,6.425405,4.900067,3.8268292,2.3167481,6.9630027,4.9573,3.917047,4.7822804,4.579358,5.683296,6.007364,4.8091464,7.5283694,5.337474,7.421562,4.095697,4.1962395,5.856602,2.7721195,4.8925405,5.470796,4.0014052,7.1115084,6.3014894,5.5416894,5.32853,4.345385,6.081113,5.3133144,5.110797,5.236434,4.564005
t34,8.457155,10.336433,0.33550507,6.451861,6.073945,4.965339,7.3973875,6.418608,5.5120087,6.3676853,5.1592417,3.7318766,2.1005495,6.9462385,4.874705,3.937506,4.798112,4.3149905,5.7567353,6.0442014,4.9358916,7.493783,5.2329087,7.45473,4.027177,4.2467866,5.815257,2.6409295,5.0085325,5.485618,3.9417026,7.138944,6.211862,5.8551016,5.4181128,4.293716,6.181655,5.273041,5.2994175,5.550516,4.6256466
t35,8.436459,10.347753,0.35700256,6.4779005,6.0447927,4.965558,7.3909364,6.4184985,5.5094447,6.3916693,5.1576657,3.753164,2.1471212,6.929582,4.9053984,3.9186459,4.788223,4.3307176,5.778166,6.0365915,4.892049,7.4745054,5.2765164,7.481191,4.0454497,4.232311,5.8475633,2.684989,4.99399,5.45246,3.9296334,7.1514707,6.210543,5.818458,5.419914,4.28875,6.1435666,5.3042927,5.288174,5.542715,4.6304164
t36,8.34574,10.507579,-1.4299033,7.328717,7.60558,4.3033085,8.397964,5.4605436,5.5347304,6.541861,5.3895063,3.9964535,2.0790067,6.88025,5.259149,3.642722,4.7600703,4.052434,5.885819,5.9587493,4.686452,7.1904836,5.3480906,7.615474,4.3253856,3.9900248,6.1710944,2.9553094,4.9085226,4.9403095,3.84307,7.324333,6.1886644,6.1020823,5.425102,4.25614,5.90428,5.183699,5.445437,5.7795897,4.700969
t37,-2.739842,2.597883,5.6344337,7.0212593,8.567758,3.7977002,6.9484763,3.5828958,7.6496205,7.15803,3.8096712,2.6435924,2.9850657,7.6330743,4.278687,3.815073,4.1758556,3.6713734,5.4013686,5.0214515,4.5929832,7.8585634,6.6140532,7.077607,4.8269305,5.427626,5.6406984,3.9201803,4.923936,5.5378838,4.110101,6.6569757,5.2081904,5.2450285,5.4194345,6.326806,6.539888,6.048378,5.976063,3.5996668,4.528925
t38,-2.7598016,2.6082933,5.6224647,7.040677,8.591499,3.7813847,6.9326854,3.572267,7.6105723,7.148371,3.7660902,2.6211214,2.9795008,7.6428566,4.2671366,3.7992206,4.1986313,3.6784978,5.3889856,5.0350146,4.600216,7.838417,6.6217165,7.071292,4.8301435,5.440021,5.6520886,3.9133086,4.959411,5.5731335,4.095324,6.6718526,5.21283,5.250975,5.4149446,6.290774,6.533208,6.0458164,5.992725,3.5969276,4.55857
t39,8.43703,10.346273,0.30244893,6.4780393,6.124993,4.9422507,7.4267397,6.3921266,5.5097876,6.380998,5.1951866,3.7370095,2.1137962,6.9260936,4.894639,3.9270146,4.7914677,4.29066,5.7863107,6.0373163,4.908902,7.475891,5.260083,7.480055,4.0329986,4.2392592,5.841911,2.6659336,5.012773,5.457794,3.924663,7.150537,6.202464,5.8678184,5.4307847,4.2885027,6.154746,5.2958713,5.314453,5.5893693,4.6340113
t40,8.449369,10.371759,0.27543527,6.471057,6.201794,4.894891,7.437766,6.38609,5.5344357,6.356954,5.254082,3.7451236,2.0757625,6.929129,4.898011,3.9002764,4.788407,4.2343354,5.7944307,6.0513606,4.9295807,7.4806366,5.238647,7.478943,4.0557632,4.213812,5.826735,2.6437206,5.0240073,5.4582024,3.921471,7.1560965,6.1791425,5.923541,5.442755,4.2750506,6.1728983,5.2744336,5.3580847,5.6540146,4.649538
t41,8.519739,10.3338,0.66605824,6.4816413,5.484625,5.2197022,7.129698,6.645893,5.422345,6.4481645,4.8385916,3.846632,2.3582695,6.97154,4.9826455,3.927572,4.77501,4.638693,5.66212,5.9915533,4.769788,7.583653,5.3714485,7.3928947,4.113563,4.15313,5.8750067,2.8100085,4.8472323,5.482119,4.0449624,7.0869036,6.341748,5.4672494,5.2957716,4.3905387,6.0326676,5.333556,5.062214,5.1648626,4.5312567
t42,8.423915,10.3452635,0.25024846,6.4997597,6.1882467,4.928405,7.4656606,6.355801,5.499219,6.3902397,5.219493,3.7309725,2.1105738,6.9125004,4.900987,3.9322944,4.7901964,4.270695,5.803378,6.0304966,4.8959346,7.4640017,5.2724795,7.492957,4.023745,4.245683,5.8601656,2.6774104,5.0213947,5.4439178,3.913833,7.1547294,6.199799,5.886336,5.4397225,4.288803,6.1395802,5.309009,5.322032,5.6164417,4.636621
t43,-2.8235433,2.5296388,5.6421094,6.977742,8.504823,3.7830298,6.9006824,3.5581589,7.6905413,7.2656927,3.8498466,2.591988,2.98735,7.628049,4.1985016,3.7492597,4.1717916,3.61839,5.3933043,5.0109735,4.657911,7.781514,6.667442,7.0975003,4.774556,5.461624,5.637556,4.029282,4.935003,5.5600457,4.10803,6.670751,5.2181315,5.322779,5.4112425,6.382811,6.53277,6.0922666,6.038615,3.5462103,4.5340877
t44,-2.756251,2.5877473,5.632908,7.0145454,8.559063,3.7946296,6.9391565,3.5778637,7.6564975,7.1737347,3.8159976,2.6383533,2.985052,7.631847,4.265293,3.803653,4.176552,3.662603,5.399122,5.0241065,4.601301,7.843974,6.621511,7.081929,4.8182096,5.434999,5.639875,3.9374995,4.9273005,5.5426774,4.11241,6.655084,5.208945,5.2551413,5.4144125,6.3352485,6.5352645,6.0542903,5.985587,3.5907097,4.52687
t45,8.435882,10.3501,0.3011972,6.4768605,6.1341257,4.933227,7.427987,6.392665,5.5135484,6.3796163,5.2081337,3.7379518,2.1122317,6.924156,4.8966684,3.9226224,4.7904,4.279678,5.7918115,6.0386896,4.9083767,7.474589,5.2612867,7.4835324,4.036646,4.235196,5.842711,2.665265,5.014853,5.4552636,3.9218748,7.15282,6.197985,5.87655,5.434123,4.2858443,6.153857,5.297579,5.3231897,5.602384,4.6371026
t46,-2.7561767,2.599578,5.6175456,7.019,8.572732,3.7681181,6.9456925,3.5580258,7.6495266,7.1834416,3.8053994,2.6333835,2.9569411,7.659245,4.2681794,3.8115387,4.192696,3.6697767,5.401076,5.0378556,4.6061783,7.84696,6.61926,7.0792193,4.8242493,5.435913,5.668338,3.9472196,4.93803,5.5486894,4.1105423,6.650618,5.181882,5.264901,5.4073606,6.3229628,6.527277,6.0415683,5.9869566,3.597845,4.5178785
t47,-2.756785,2.560325,5.6185064,6.982813,8.524124,3.8048086,6.927723,3.5803764,7.6975484,7.1496897,3.86583,2.7033792,3.0076647,7.601065,4.2632165,3.7948525,4.165724,3.6323495,5.4257884,5.008674,4.5968137,7.8355923,6.6362047,7.099519,4.790103,5.4403515,5.609689,3.9140968,4.9045587,5.503247,4.1262655,6.6370206,5.233746,5.2069187,5.425027,6.3750286,6.5493813,6.040038,5.9869943,3.5622928,4.4818034
t48,-2.7827938,2.5855582,5.6221886,7.0159173,8.56337,3.7666953,6.929235,3.5521462,7.6470537,7.210483,3.7989411,2.5994604,2.9570715,7.660625,4.2411127,3.7902577,4.1972857,3.6597607,5.3865786,5.044987,4.6208982,7.82455,6.6293616,7.0830946,4.8138103,5.449688,5.6692224,3.9772136,4.952676,5.5738583,4.1099157,6.6555977,5.182638,5.296132,5.395234,6.3276687,6.514539,6.0617127,6.004212,3.58687,4.5350013
t49,-2.8589609,2.5154212,5.6060443,6.9662285,8.50017,3.7183695,6.87538,3.5030475,7.6839833,7.315018,3.8318331,2.559379,2.9295893,7.6827335,4.163928,3.7295127,4.2161717,3.6010666,5.389904,5.044272,4.7006254,7.749761,6.7011223,7.105126,4.753922,5.4941244,5.694537,4.075756,4.981441,5.602124,4.1000104,6.6730976,5.1621532,5.3599405,5.3826513,6.37843,6.5025773,6.0945783,6.087082,3.5240407,4.531407
t50,-2.7471673,2.610487,5.6458106,7.036137,8.582948,3.803316,6.946258,3.5907571,7.634546,7.172184,3.7924783,2.6177135,2.9810357,7.640275,4.2756915,3.814215,4.1728497,3.6841486,5.380996,5.0418835,4.5829635,7.857052,6.6001015,7.074312,4.839411,5.4313245,5.64669,3.9379346,4.9294624,5.5613604,4.1178575,6.649779,5.1997724,5.2685623,5.3986835,6.3120255,6.518859,6.065748,5.9664335,3.6124074,4.5455036
t51,-2.7666657,2.5827541,5.639953,7.0132117,8.555754,3.7833884,6.9338694,3.5704448,7.6582284,7.198647,3.8155682,2.6166968,2.9708726,7.645739,4.2562375,3.7985547,4.1748986,3.6609108,5.39005,5.028753,4.6131883,7.8362017,6.6253614,7.082102,4.8163266,5.440379,5.6548047,3.9612186,4.9300714,5.5560465,4.1120996,6.6579976,5.194563,5.275875,5.4065003,6.338068,6.526954,6.068347,5.992269,3.5893533,4.5339174
t52,8.572904,10.326768,0.7324112,6.508648,5.363826,5.333459,7.026787,6.784974,5.3647017,6.4888473,4.7401137,3.8759162,2.4254744,6.9871345,5.019725,3.9489412,4.7619143,4.7343907,5.62477,5.967441,4.7072506,7.6742644,5.4251757,7.3454866,4.1388435,4.0838833,5.9041343,2.874412,4.768726,5.5033045,4.119053,7.047393,6.4049754,5.348582,5.2419953,4.462035,5.955623,5.369805,4.9841943,5.049221,4.478269
t53,8.574666,10.317139,0.75013196,6.5202684,5.3276706,5.335221,7.01685,6.8162856,5.367898,6.4996767,4.730395,3.871316,2.4383316,6.9945188,5.0064,3.9556785,4.7575216,4.748608,5.6087055,5.9721775,4.7085485,7.6795096,5.420857,7.3381925,4.1304674,4.079104,5.8977647,2.8909519,4.7461796,5.507966,4.131034,7.0478854,6.4017467,5.3348746,5.234198,4.461815,5.9577217,5.3781123,4.976302,5.0260544,4.477194
t54,8.648646,10.342312,0.8139896,6.5276995,5.287122,5.5681267,6.89109,6.890739,5.27907,6.512967,4.6003456,3.9547217,2.521758,6.9834485,5.1055703,3.9481878,4.748908,4.8612537,5.60325,5.8901315,4.573921,7.7977414,5.5188913,7.2630033,4.222914,4.0034347,5.9568934,2.9427946,4.7199845,5.5505037,4.218873,6.975872,6.548611,5.1839952,5.154348,4.567953,5.8342013,5.394223,4.8553643,4.9210215,4.3608065
t55,9.220608,8.328925,4.428117,4.6364303,2.4225936,4.032501,5.973846,4.4375114,5.0020823,5.84999,4.134314,4.105385,5.071426,7.596087,5.122714,3.8760335,5.107106,4.8222184,5.0795255,6.0726137,4.429084,6.986505,5.3720174,7.7531786,5.449184,5.256046,5.5900292,3.9224706,4.5590324,5.6666865,3.8427196,7.309757,6.151027,4.967643,4.713851,4.1627564,6.1814184,4.67266,4.5810075,3.8782175,3.6640341
t56,9.135472,7.91211,4.8846164,4.473148,1.7583193,4.112706,6.0693536,4.049151,5.2246513,5.71576,3.9922945,4.246998,5.2786727,7.6064634,5.08448,3.86253,4.9670944,4.8773913,5.00191,6.0220547,4.3872724,6.862609,5.3439617,7.3603625,5.4448824,5.322911,5.5446305,3.98484,4.6202765,5.7700458,3.7507045,7.4543705,6.262769,4.885322,4.6766143,4.138311,6.24644,4.6275797,4.6175885,3.888366,3.9274611
t57,-2.774839,2.5778842,5.6215076,7.000497,8.55065,3.7482808,6.942603,3.5324852,7.6689844,7.230056,3.8206596,2.6028008,2.9348488,7.68119,4.2452307,3.8023014,4.194177,3.655305,5.4045978,5.0341296,4.641734,7.8338013,6.636899,7.0821805,4.8104863,5.442219,5.6907268,3.9913337,4.9360023,5.5567265,4.1067433,6.6585927,5.157557,5.3027744,5.4055777,6.3446374,6.5246415,6.051946,6.0041413,3.5862694,4.5143533
t58,8.580388,10.308458,0.76745117,6.5306764,5.281428,5.3492184,6.998277,6.860857,5.364264,6.514147,4.713027,3.8678372,2.4498625,7.004157,5.006814,3.9667525,4.753603,4.768368,5.593396,5.978547,4.7036285,7.6932187,5.424569,7.332708,4.125307,4.066502,5.897583,2.9080374,4.717864,5.509871,4.1457148,7.046063,6.407695,5.3140187,5.2279086,4.469265,5.947665,5.389685,4.9664054,4.995781,4.476702
t59,-2.7711525,2.6176133,5.6310024,7.0487847,8.598364,3.7968688,6.939469,3.5821905,7.6096153,7.175087,3.7609518,2.5907884,2.9808846,7.6445684,4.255292,3.7977583,4.197534,3.6870272,5.368499,5.0564213,4.582505,7.839101,6.597977,7.072765,4.840499,5.439239,5.6502457,3.9470747,4.9626827,5.5869765,4.1124873,6.6521945,5.2023115,5.2950044,5.389148,6.2915235,6.507408,6.0600204,5.979528,3.6122608,4.562365
