,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
t11,-0.021132832,3.84756,15.046636,0.7580453,1.851621,-0.06955722,0.27208954,-0.131612,-0.04259927,-0.9610528,-0.00566636,7.1725693,0.1532033,-0.14479896,-0.13392545,0.020955872,-0.27666032,-0.009558811,3.8441186,1.8940995,-0.78547084,0.33564946,-0.5602092,-0.20553492,2.9761357,4.303066,-0.08330887,5.526986,-0.45455557,3.9217844,1.461292,1.2585448,2.0035048,-0.15147118,10.205318,8.11266,2.7200546,-0.25758237,1.7300073,0.014932824,-0.44596627
t12,-0.007866666,2.9010577,15.711493,1.0298506,0.017599765,-0.051588483,0.36659712,-0.20404612,-0.116809525,-1.2948244,1.7689689,10.328383,0.27769732,-0.14500949,-0.2355304,3.025952,-0.3360774,-0.01599834,5.32203,2.8480077,-1.0264874,0.5044858,-0.7604185,-0.61835283,0.8884452,3.3837986,-0.12487974,14.675286,-1.148697,3.9825242,-0.008149511,1.3658602,2.6597953,-0.22339071,10.650128,6.214421,5.3826,-0.29021236,-0.11837016,1.401719,-0.7028167
t13,-0.009470322,2.7665741,15.377897,0.99746346,0.011487299,-0.05263791,0.35235903,-0.18139479,-0.09804632,-1.2139357,1.2638386,9.961777,0.25009575,-0.14983,-0.2196315,2.2998323,-0.31664282,-0.015149352,5.2774124,2.5604165,-0.98923224,0.48223776,-0.7448808,-0.54637706,1.1471748,3.3793054,-0.10394937,12.731366,-1.0208994,4.001726,-0.015063978,1.3320462,2.4771905,-0.20879288,10.565794,6.43506,4.939456,-0.2672923,-0.095153734,1.4166977,-0.6777971
t14,-0.010188931,2.737664,15.345576,1.0017855,0.010566027,-0.054452725,0.35077405,-0.17655283,-0.0941195,-1.2104893,1.2013267,9.975021,0.25064206,-0.15560849,-0.22078212,2.1644828,-0.31321496,-0.014923426,5.468784,2.6066456,-0.99609613,0.4889527,-0.74952847,-0.5280745,1.1654867,3.3688939,-0.10181605,12.523484,-1.0123713,4.0365815,-0.01471252,1.3082119,2.5792515,-0.21459447,10.646094,6.614613,4.942789,-0.27038926,-0.09272761,1.4310969,-0.68058413
t15,-0.009553802,2.8323073,15.953389,0.985471,0.007757051,-0.051567297,0.35066772,-0.18417108,-0.09734432,-1.225871,1.1209983,9.94096,0.23534907,-0.16408497,-0.21708666,2.0099614,-0.330176,-0.015402782,5.084733,2.6359751,-0.9770764,0.46813837,-0.74193794,-0.5341285,1.1614085,3.7107928,-0.09807016,12.19851,-0.9663882,4.0253468,-0.012531224,1.0009462,2.4317253,-0.18344943,10.863188,6.601222,4.786599,-0.24180308,-0.08987638,1.4694086,-0.65201885
t16,-0.009020857,2.858546,16.029074,1.0039754,0.01067724,-0.0508914,0.35409528,-0.19064404,-0.10292936,-1.2535203,1.2797248,10.093588,0.24438074,-0.16005018,-0.22387618,2.2403698,-0.33554724,-0.015682623,5.1160326,2.7502546,-0.9905982,0.47580042,-0.74739224,-0.5615977,1.0712862,3.682017,-0.10306406,12.813476,-1.0133896,4.0186405,-0.010728514,1.0285455,2.5055568,-0.1918612,10.908561,6.534267,4.95806,-0.25359863,-0.102442674,1.5030588,-0.66084737
t17,-0.017161014,3.46248,15.214731,0.81765795,1.2882743,-0.06484136,0.29250872,-0.1355482,-0.050953157,-1.0149814,-0.0029809596,7.826677,0.17146374,-0.1555783,-0.15281634,0.011584327,-0.28007847,-0.011439426,4.2726603,2.038933,-0.84522516,0.3771065,-0.60285705,-0.27320802,2.4859023,3.9507225,-0.08412766,6.9051747,-0.5689175,4.0088515,0.85036063,1.354668,1.9860734,-0.15723036,10.391575,7.7376504,3.2179868,-0.26476926,1.1486684,0.51634395,-0.49226764
t18,2.170932,5.761879,13.892236,0.713856,0.027710102,-0.079752356,0.42554116,-0.30325297,-0.2671081,-1.6490456,4.8162737,10.865424,0.6230799,0.3499098,-0.260724,9.651173,-0.29696414,-0.015216848,4.513202,4.3614817,-1.1016257,0.64017624,-0.88937604,-1.0335586,0.02154953,1.7803279,-0.33736557,32.587013,-2.0655339,3.023368,3.7892838,5.1256056,4.459793,-0.4103141,5.753771,4.7014556,7.470987,-0.27835634,-0.27419752,-0.046253122,-0.93460774
t19,-0.014380354,2.8768208,14.575168,0.9030879,0.5361589,-0.06367546,0.31831524,-0.13713595,-0.05836128,-1.0420533,0.13895443,8.663968,0.19758865,-0.15625095,-0.16656336,0.3114736,-0.26913008,-0.012683966,5.111994,1.860647,-0.91336715,0.42966568,-0.68398035,-0.35461482,1.6663477,3.4140582,-0.082566045,8.612482,-0.70418334,3.9759371,0.22881186,1.3232636,2.2157664,-0.17768958,10.311758,7.203449,3.7738464,-0.2882637,0.3681676,0.81537265,-0.5816167
t20,-0.013742643,3.110324,17.337954,1.043096,0.5813894,-0.056647554,0.35164782,-0.18030074,-0.084957495,-1.2277881,0.7601199,9.766832,0.20577717,-0.19795288,-0.19249132,0.86561286,-0.3465515,-0.016488075,4.7147756,2.473253,-0.9673833,0.45788133,-0.74855745,-0.42819172,1.6522882,4.199799,-0.09568693,10.134979,-0.8147493,4.2863293,-2.5018742e-06,0.30642015,2.6434293,-0.14854954,12.145256,7.4686766,4.0459156,-0.2772211,-0.017722886,1.418407,-0.6050309
t21,-0.0193678,3.9518816,17.05964,0.8987415,1.9825647,-0.06921447,0.2955449,-0.15660828,-0.05226063,-1.077809,-0.0033260873,8.0723715,0.15243109,-0.1867244,-0.13256311,0.020049067,-0.31292078,-0.012911516,3.7821243,2.2171264,-0.8724713,0.36016798,-0.63849103,-0.24658804,2.8383677,4.531614,-0.1041803,6.0112615,-0.49600032,4.21881,1.2314991,0.35369217,2.2916853,-0.1336603,11.919315,8.6134205,3.0784461,-0.33635703,1.392623,0.3566102,-0.46389028
t22,-0.0139980875,2.8156965,14.627671,0.91562057,0.45468417,-0.06288724,0.32118034,-0.13900171,-0.060333915,-1.0560207,0.21982618,8.7774315,0.20224468,-0.15934178,-0.16922256,0.4730967,-0.27006137,-0.013006001,5.1434617,1.8822354,-0.9183322,0.43720827,-0.6893885,-0.36588484,1.5982904,3.421109,-0.0818701,8.938156,-0.73097557,3.979585,0.10494054,1.3442575,2.279781,-0.17593977,10.3248,7.121557,3.854323,-0.28531352,0.2543458,0.91968745,-0.5910417
t23,2.4148579,5.9650173,13.108694,0.6450644,0.025779506,-0.083276056,0.4226655,-0.29484087,-0.27166587,-1.6326457,4.8092003,10.664781,0.6626303,0.5899214,-0.25644082,9.829322,-0.2741425,-0.014016751,4.598877,4.2011003,-1.1112329,0.64175534,-0.8748957,-1.0394208,0.02207618,1.4877406,-0.34211338,33.443295,-2.1028247,2.9589624,4.2015305,5.9161897,4.4854307,-0.44554916,4.763443,4.539565,7.556994,-0.25392166,-0.24243048,-0.063745625,-0.9505997
t24,2.0830736,5.666544,12.750292,0.6480549,0.02339337,-0.08298592,0.41796774,-0.2814281,-0.25749707,-1.5732763,4.394475,10.402449,0.6384256,0.40300694,-0.2522877,9.087483,-0.25910902,-0.0135854855,4.7944827,3.9128428,-1.0858672,0.6264983,-0.851685,-0.9816697,0.020438362,1.5257499,-0.31785357,31.703138,-2.0035005,3.220466,3.9012973,6.1803484,4.094061,-0.4492694,4.5289583,4.6745505,7.180217,-0.2529322,-0.2280703,-0.066435814,-0.92454493
t25,0.41791463,3.9600434,10.707374,0.62842125,0.018654235,-0.07424313,0.35818246,-0.21938612,-0.18948437,-1.271341,2.7524211,8.77883,0.4897254,-0.036884632,-0.22985058,5.726654,-0.22213739,-0.010420161,5.212728,2.8459935,-0.93579215,0.5187684,-0.6997599,-0.7178798,0.0029556444,1.4588203,-0.20305811,22.60612,-1.4768579,3.411397,2.698165,5.410335,2.5950828,-0.4184897,4.093732,4.783573,5.810023,-0.24384911,-0.16524561,-0.05350446,-0.77474606
t26,2.1245022,5.5552454,12.54351,0.6189187,0.02576709,-0.08054946,0.40600878,-0.27787808,-0.25499284,-1.5603052,4.4730697,10.274279,0.6221856,0.37745956,-0.251192,9.107402,-0.26490843,-0.01344817,4.6928205,4.063445,-1.0703536,0.61412746,-0.8336603,-0.9801466,0.01860763,1.4235175,-0.31892797,31.432268,-1.9748602,2.8954892,4.0311193,5.612691,4.1237836,-0.43785596,4.641041,4.564735,7.2699633,-0.24196342,-0.23975427,-0.057439376,-0.90657413
t27,3.4684303,6.574624,11.802375,0.4897777,0.026912933,-0.08223909,0.38545126,-0.30066305,-0.29096484,-1.6461512,5.647728,10.314495,0.6913532,1.3367028,-0.22661866,11.260562,-0.2828299,-0.012412552,3.5667615,4.8091073,-1.0855459,0.6313889,-0.831773,-1.1393172,0.02367575,0.62241995,-0.39799765,36.50086,-2.193512,1.3862641,5.6868587,4.62562,5.190966,-0.41106808,4.0279946,3.9367924,8.490557,-0.19772251,-0.21196936,-0.0693273,-0.95047593
t28,1.0935715,4.411614,11.035995,0.58598745,0.021921877,-0.07383372,0.3653564,-0.23534048,-0.20903602,-1.3572072,3.4639602,9.230278,0.51987356,-0.014132844,-0.2331299,6.861592,-0.23085815,-0.011502582,5.104422,3.456011,-0.9527111,0.5446126,-0.72175926,-0.7919581,0.009490421,1.2861972,-0.2453526,25.42336,-1.6184179,3.0644715,3.2912254,5.2329836,3.019453,-0.4298463,4.229684,4.6217594,6.365511,-0.21662062,-0.21111974,-0.044570602,-0.7896413
t29,-0.02061164,3.865039,14.674124,0.757178,1.7998359,-0.07223359,0.2715542,-0.1326775,-0.038844556,-0.9200293,-0.005753406,7.1195035,0.15290166,-0.14567073,-0.13187796,0.022862457,-0.2588812,-0.008403879,4.013317,1.9605129,-0.814651,0.34693927,-0.572489,-0.17274058,2.8736973,4.1314254,-0.09348491,5.3716745,-0.46253917,3.938128,1.6787968,1.1461148,2.178982,-0.14506288,9.961805,8.52572,2.7660983,-0.27943826,1.94551,-0.017531572,-0.46027726
t30,-0.021278828,4.0680747,14.798628,0.7305351,2.0746047,-0.07167101,0.26470706,-0.13957289,-0.04040749,-0.9055016,-0.006379203,6.889424,0.14700964,-0.14241205,-0.13177584,0.02659093,-0.26316562,-0.007541338,3.6950176,2.0741959,-0.7970908,0.33679137,-0.550732,-0.14056775,3.1296616,4.2853537,-0.09703813,4.95926,-0.44053894,3.9911304,2.043633,1.0321164,2.194598,-0.1345752,9.943031,8.804845,2.5853162,-0.2712344,2.3633645,-0.028932014,-0.4358942
t31,2.3323991,4.7106094,8.461832,0.33647403,0.020253154,-0.06849875,0.2892867,-0.22902688,-0.21290283,-1.2824492,4.5683618,8.06192,0.51570636,0.86595124,-0.18355098,8.033789,-0.21332362,-0.007856565,3.5442243,4.027825,-0.87131876,0.49054492,-0.5913121,-0.8611648,0.010212302,0.089133635,-0.30230516,27.124237,-1.6038347,0.83290565,5.003807,2.9560409,3.5480058,-0.36515465,2.8561614,3.4772594,7.323145,-0.112572886,-0.1209503,-0.040455014,-0.71701336
t32,3.1713407,6.0872574,10.122711,0.4110064,0.02732729,-0.08264205,0.35034224,-0.28619975,-0.27818882,-1.5580211,5.465142,9.946222,0.6531858,1.1003125,-0.20622693,10.433982,-0.28570035,-0.010556779,3.6529677,5.2155724,-1.014054,0.60426056,-0.7672967,-1.1098255,0.016702933,0.056201473,-0.3840027,34.28034,-2.006264,0.55306304,6.223758,3.490771,4.602176,-0.40676683,3.4225528,4.29911,8.986732,-0.08542511,-0.16927156,-0.0833754,-0.9009679
t33,2.407591,5.056285,8.731925,0.36734092,0.02536878,-0.078565724,0.32089597,-0.2539634,-0.23608458,-1.4290669,5.2698154,9.436783,0.60302365,0.90859544,-0.1913406,8.867909,-0.2455014,-0.009039223,5.0239434,4.7940397,-1.0031588,0.56215346,-0.6748685,-0.9780221,0.004812132,-0.023820989,-0.323071,30.607536,-1.7703176,0.79025775,6.039942,3.1998272,4.279936,-0.44339624,2.9239516,4.366794,8.705093,-0.16449873,-0.06270278,-0.0686764,-0.8157605
t34,0.27174854,3.8974073,10.514254,0.69451743,0.019512495,-0.07282971,0.3626361,-0.20672119,-0.17449118,-1.2432076,2.3760772,8.524686,0.49363664,-0.028357908,-0.23454802,5.0207567,-0.21837883,-0.011415087,5.6288514,2.8075452,-0.93749404,0.5182394,-0.71284664,-0.703361,0.0024372532,1.5081829,-0.1765206,21.842487,-1.458132,3.7853713,2.3511796,5.9014077,2.3479743,-0.44193482,3.929436,5.0840087,5.3894405,-0.30772313,-0.14903007,-0.06192873,-0.76059955
t35,0.33582914,3.5466056,10.298126,0.5730365,0.018201804,-0.06913772,0.33860436,-0.2019163,-0.17251056,-1.2164872,2.58728,8.474935,0.44914392,-0.042898536,-0.22707072,5.1386747,-0.21040699,-0.010285444,5.392089,2.8549714,-0.91517353,0.4888298,-0.64701134,-0.6726296,0.07113152,1.3242267,-0.18825214,21.073477,-1.3618342,3.2137,2.7459307,4.9096074,2.3768048,-0.4118529,4.0920296,4.607495,5.789061,-0.19774902,-0.1702383,-0.033838347,-0.72736204
t36,-0.02790155,5.150218,8.073865,0.0068028867,4.258006,-0.053974897,0.120299794,-0.12754737,-0.06090575,-0.5241117,-0.01695014,2.6232376,0.20566158,-0.0456692,-0.13685198,0.052755956,-0.15221316,0.90314555,1.4883896,2.6820974,-0.370213,0.26442778,-0.16946071,3.2524378,5.413017,4.323807,-0.08765233,1.5314517,-0.22282496,4.8695936,7.6342974,3.8806722,2.6629634,-0.21792138,1.8011768,10.857727,0.9455738,2.0637302,8.21724,-0.1581869,-0.13524808
t37,-0.029026337,7.463706,21.914162,0.70667225,5.406784,-0.0884209,0.21899182,-0.25508094,-0.09405305,-1.0885319,-0.013849479,6.4656806,0.0828507,-0.23091544,-0.112938225,0.05496029,-0.4050632,-0.010122701,0.6420254,3.933549,-0.7265566,0.28070685,-0.55429757,0.5505541,6.300974,7.4441805,-0.19054504,0.4347078,-0.1725011,5.6011653,5.4429874,-0.07837217,2.9999819,-0.042866353,14.545423,12.708871,1.5066059,-0.21719928,5.771801,-0.1315517,-0.22045903
t38,-0.03384564,8.899155,22.697649,0.5216245,6.421713,-0.093608096,0.1880553,-0.28226146,-0.1268127,-1.0380003,-0.019003186,5.626711,0.08008983,-0.21709988,-0.13432577,0.061228164,-0.42104447,-0.007931757,0.004822433,4.5009384,-0.6056023,0.24949564,-0.46802425,1.943269,7.8327584,8.717314,-0.21247634,-0.18601207,-0.10399896,6.233364,7.672425,-0.08006592,3.414549,-0.040778283,14.174665,14.186594,0.79228723,-0.07374973,8.2447405,-0.18214011,-0.13704664
t39,-0.0010001002,3.2920518,9.943997,0.6147329,0.013687635,-0.06938431,0.33916304,-0.19287631,-0.15162578,-1.1639727,2.2029743,8.227228,0.4385206,-0.043308496,-0.21206394,3.9599388,-0.21214308,-0.00927114,5.4925146,2.3281713,-0.88091534,0.47612455,-0.6202801,-0.6103893,0.22017767,1.3801378,-0.15337105,18.77446,-1.2531639,3.5193355,2.350101,5.2254686,1.9740427,-0.39728314,4.0784664,5.03431,5.28174,-0.21807964,-0.09360128,-0.054242924,-0.687284
t40,-0.0033385751,3.1395535,9.7269945,0.6085741,0.011231475,-0.06829096,0.3311979,-0.18292654,-0.14078915,-1.1264932,1.9794763,8.06335,0.42026493,-0.048749156,-0.20640972,3.4066715,-0.20888574,-0.008933392,5.4759245,2.169818,-0.86882704,0.46351865,-0.60019094,-0.5749128,0.39946413,1.3567674,-0.13754956,17.467188,-1.180544,3.6065922,2.2253082,5.1780114,1.7959251,-0.39065665,4.143852,5.0994906,5.1244183,-0.20527306,-0.075929895,-0.050436664,-0.6622038
t41,2.0505006,3.9671063,7.4403963,0.32638985,0.029779688,-0.08329485,0.30730549,-0.23748554,-0.20555553,-1.4047678,5.7717485,9.641848,0.6014617,0.8598817,-0.18805483,7.623795,-0.23401895,-0.007926786,7.4341125,4.999631,-1.0605401,0.5776117,-0.620683,-0.9407541,0.5040011,-0.097975455,-0.2867646,29.367048,-1.6027201,0.7276097,6.7299075,2.8077474,4.478701,-0.5270514,2.2728999,5.1624503,9.663273,-0.25112575,0.6336722,-0.076457806,-0.7859291
t42,-0.014106295,4.3483825,10.119703,0.6496152,1.7657381,-0.08347759,0.34349263,-0.12686265,-0.12152051,-1.1502578,0.24477316,7.465,0.4540061,-0.09572654,-0.18127225,2.3913603,-0.14768997,-0.009837572,6.517648,1.7310224,-0.9388458,0.5503426,-0.5634465,-0.1962525,0.78128815,0.42636377,-0.100181684,15.785364,-1.2162068,5.099633,1.9005297,8.178417,3.5059679,-0.57574683,3.5789924,6.204186,4.429731,-0.25448936,-0.05671759,-0.03605618,-0.7106457
t43,-0.03541101,9.437069,22.906536,0.46709102,6.678407,-0.09637172,0.1766837,-0.2864834,-0.13775663,-1.0223688,-0.020534057,5.3565497,0.07790456,-0.20247656,-0.14046316,0.06357109,-0.4243771,-0.0075623635,0.009438358,4.706199,-0.57348824,0.24023615,-0.44551387,2.316528,8.360963,9.17524,-0.21816538,-0.26216194,-0.0796255,6.3700147,8.352455,-0.07647577,3.5301569,-0.041666403,14.051644,14.718713,0.60813683,-0.019828305,9.07739,-0.19877028,-0.11530386
t44,-0.029283114,7.535385,22.075169,0.70615363,5.457558,-0.08918748,0.2186881,-0.25778103,-0.09549652,-1.0942402,-0.013971505,6.473977,0.08225478,-0.22921132,-0.11230288,0.054999832,-0.40767318,-0.010145694,0.5967501,3.9681017,-0.72476697,0.28073803,-0.5584238,0.55634934,6.3711,7.5199986,-0.19326735,0.36945933,-0.17107415,5.6535234,5.5056863,-0.07953323,3.0018392,-0.04336385,14.6665325,12.790251,1.5069331,-0.21566579,5.8324065,-0.1338716,-0.21785909
t45,-0.00059244595,3.6195946,10.143141,0.6801141,0.01698036,-0.07030703,0.35357472,-0.19069523,-0.16071883,-1.1921018,2.1381137,8.228942,0.46046418,-0.034557704,-0.23151171,4.242284,-0.20899816,-0.010537227,5.6779118,2.4824758,-0.89806205,0.5010886,-0.6709986,-0.64765793,0.09708011,1.4148858,-0.15509772,19.921488,-1.3563364,3.8674443,2.1115785,5.8358655,2.033087,-0.4366754,3.969508,5.069203,5.0858784,-0.3014101,-0.13303195,-0.055677265,-0.7269266
t46,-0.03382125,9.023532,22.687786,0.5084196,6.5196958,-0.09430602,0.18491068,-0.28397858,-0.12912041,-1.0327191,-0.01939216,5.552201,0.079964794,-0.21670306,-0.1384574,0.06287096,-0.42747957,-0.00800882,0.00648872,4.5132513,-0.59257036,0.24767438,-0.46317816,2.0829148,7.978363,8.821194,-0.21282606,-0.20550859,-0.085928366,6.2486434,7.8763905,-0.08099752,3.4228978,-0.036639724,14.085973,14.320547,0.7142169,-0.06384723,8.464739,-0.18720645,-0.12589754
t47,-0.030102316,7.8310013,22.106474,0.6657869,5.697496,-0.089492336,0.20965484,-0.26385725,-0.10128507,-1.0739005,-0.015056833,6.2526,0.08157257,-0.23363099,-0.11852401,0.057565697,-0.40946206,-0.009667612,0.36249983,4.09628,-0.6925483,0.2704095,-0.53352237,0.95639306,6.6987624,7.736359,-0.1948052,-0.010118016,-0.14803612,5.7556267,6.019854,-0.08090601,3.097611,-0.03690285,14.54189,13.076201,1.2627664,-0.18864168,6.3862057,-0.14674993,-0.19240588
t48,-0.034399245,9.214654,22.872923,0.48064652,6.5993357,-0.09474516,0.18198499,-0.28663576,-0.13264619,-1.0375215,-0.019852793,5.4546523,0.0785038,-0.21071944,-0.13790862,0.0640125,-0.42481655,-0.0077707283,0.007618007,4.556112,-0.58447397,0.2479518,-0.4540495,2.1312013,8.119354,9.035908,-0.21697128,-0.23797217,-0.0847357,6.263315,8.042395,-0.07837228,3.5081813,-0.038864207,14.1815605,14.519128,0.71241826,-0.043934755,8.712978,-0.18947701,-0.117406465
t49,-0.035501298,9.786479,23.055454,0.41708806,6.8194423,-0.098433904,0.16931663,-0.2895216,-0.14804272,-1.0054809,-0.021899998,5.157384,0.07077592,-0.201087,-0.14762497,0.06532132,-0.43155444,-0.0067730197,0.011314989,4.8453283,-0.5489231,0.2276738,-0.42670238,2.5964825,8.682495,9.486006,-0.22484647,-0.33084658,-0.04873875,6.466515,8.868786,-0.08012222,3.568202,-0.043345146,13.887687,15.130151,0.50733495,0.08698245,9.637215,-0.21705717,-0.10321851
t50,-0.032900434,8.6719885,22.543741,0.55378175,6.254892,-0.09287888,0.19183517,-0.27819163,-0.119608454,-1.0512476,-0.0178888,5.7377524,0.08152654,-0.22034872,-0.13158387,0.061034326,-0.41592327,-0.00850422,0.002716423,4.3873644,-0.6261253,0.256108,-0.48506525,1.7247138,7.5679083,8.518744,-0.20736477,-0.14533003,-0.11204269,6.0886226,7.256398,-0.07820338,3.3417516,-0.040935982,14.311799,13.896597,0.9234865,-0.10027895,7.78397,-0.1715757,-0.14479092
t51,-0.031957522,8.381631,22.410406,0.5917956,6.0770273,-0.091881104,0.19715746,-0.27391937,-0.11289225,-1.0598061,-0.016826607,5.883642,0.082961924,-0.22573109,-0.127362,0.060161967,-0.41341692,-0.008850694,0.00034657482,4.2670293,-0.64928603,0.2621325,-0.5028096,1.4791946,7.299872,8.260417,-0.20246693,-0.10303832,-0.12508523,5.9625382,6.798685,-0.07795654,3.2555985,-0.038101945,14.435595,13.586459,1.0241717,-0.13308758,7.2877927,-0.16243091,-0.16029155
t52,1.2010542,2.743694,5.8445826,0.27230984,0.029635442,-0.08060842,0.27410686,-0.20306332,-0.16487099,-1.260821,5.327248,9.092356,0.5425747,0.43399686,-0.1762015,5.723,-0.20509325,-0.0059421714,8.767529,4.7225723,-1.0198244,0.53662527,-0.5275542,-0.8037097,1.123066,-0.13577126,-0.22129485,24.940708,-1.3085995,0.7962204,6.5797014,2.3431673,3.8667212,-0.5566175,1.649201,5.5714397,9.508581,-0.27710703,1.1619049,-0.07114573,-0.698476
t53,0.88152385,2.2161098,5.166363,0.24832979,0.028437164,-0.07754478,0.2574929,-0.18917301,-0.14582695,-1.1834767,5.060738,8.739341,0.50498116,0.25075066,-0.17140624,4.810513,-0.18819483,-0.0051173926,9.00728,4.5540447,-0.9863173,0.51417416,-0.48356792,-0.7440051,1.3069065,-0.14146237,-0.19477278,22.600128,-1.1698261,0.78325063,6.2954874,2.106735,3.3980374,-0.55156803,1.4528053,5.60606,9.235245,-0.25952467,1.3142629,-0.066146135,-0.6461546
