"","t1","t11","t12","t3","t22","t75","t76","t51","t69","t70","t64","t90","t91","t63","t13","t7","t88","t89","t79","t80","t40","t20","t21","t105","t106","t66","t29","t26","t61","t62","t48","t45","t49","t50","t96","t97","t92","t93","t39","t54","t55","t85","t86","t33","t34","t46","t47","t41","t42","t71","t72","t103","t104","t52","t53","t32","t59","t60","t43","t44","t10","t8","t9","t14","t77","t78","t73","t74","t56","t57","t99","t100","t84","t25","t83","t98","t101","t102","t67","t68","t4","t19","t30","t31","t37","t38","t35","t36","t27","t28","t17","t18","t87","t94","t95","t65","t58","t23","t24","t81","t82","t15","t16","t5","t6","t2"
"t64",6.82656630697,6.82488015937,6.82488015937,5.50955378157,2.39700583459,2.39700583459,2.39700583459,0.79360143139,0.62806920135,0.62806920135,0,0.45509492624,0.45509492624,0.5025300596,2.58859331837,3.70356429124,3.70356429155,3.70356429155,3.7035642915329,3.7035642915329,3.70356429156,3.70356429146,3.70356429146,3.70356429152,3.70356429152,3.70356429154,3.70356429154,3.70356429156,3.70356429147,3.70356429147,3.70356429157,3.70356429156,3.70356429156,3.70356429156,3.70356429118,3.70356429118,3.70356429157,3.70356429157,3.70356429152,3.70356429152,3.70356429152,3.70356429152,3.70356429152,3.70356429143,3.70356429143,3.70356429149,3.70356429149,3.70356429149,3.70356429149,4.49115703877,4.49115703877,4.4911570384,4.4911570384,4.49115703867,4.49115703867,4.49115703917,4.49115703917,4.49115703917,4.49115703877,4.49115703877,3.99925205137,4.565369957831,6.013267930631,6.013267930431,6.013267930631,6.013267930631,6.013267930631,6.013267930631,6.013267930631,6.013267930631,6.013267930611,6.013267930611,6.013267930631,5.585767559831,6.013267930431,6.013267930391,6.013267930387,6.013267930387,6.013267930431,6.013267930431,5.5820415556,6.013267930759,6.013267930759,6.013267930759,6.013267930559,6.013267930559,6.0132679308,6.0132679308,6.0132679307,6.0132679307,6.0132679306,6.0132679306,6.01326793024,6.01326793024,6.01326793024,6.0132679303,6.0132679303,6.0132679303,6.0132679303,6.0132679303,6.0132679303,6.013267929913,6.013267929913,6.013267931,6.013267931,5.82346684717
"t90",6.82656630701,6.82488015941,6.82488015941,5.50955378161,2.39700583463,2.39700583463,2.39700583463,0.79360143143,0.62806920139,0.62806920139,0.45509492624,0,0.16389573008,0.50253005964,2.58859331841,3.70356429128,3.70356429159,3.70356429159,3.7035642915729,3.7035642915729,3.7035642916,3.7035642915,3.7035642915,3.70356429156,3.70356429156,3.70356429158,3.70356429158,3.7035642916,3.70356429151,3.70356429151,3.70356429161,3.7035642916,3.7035642916,3.7035642916,3.70356429122,3.70356429122,3.70356429161,3.70356429161,3.70356429156,3.70356429156,3.70356429156,3.70356429156,3.70356429156,3.70356429147,3.70356429147,3.70356429153,3.70356429153,3.70356429153,3.70356429153,4.49115703881,4.49115703881,4.49115703844,4.49115703844,4.49115703871,4.49115703871,4.49115703921,4.49115703921,4.49115703921,4.49115703881,4.49115703881,3.99925205141,4.565369957871,6.013267930671,6.013267930471,6.013267930671,6.013267930671,6.013267930671,6.013267930671,6.013267930671,6.013267930671,6.013267930651,6.013267930651,6.013267930671,5.585767559871,6.013267930471,6.013267930431,6.013267930427,6.013267930427,6.013267930471,6.013267930471,5.58204155564,6.013267930799,6.013267930799,6.013267930799,6.013267930599,6.013267930599,6.01326793084,6.01326793084,6.01326793074,6.01326793074,6.01326793064,6.01326793064,6.01326793028,6.01326793028,6.01326793028,6.01326793034,6.01326793034,6.01326793034,6.01326793034,6.01326793034,6.01326793034,6.013267929953,6.013267929953,6.01326793104,6.01326793104,5.82346684721
"t91",6.82656630701,6.82488015941,6.82488015941,5.50955378161,2.39700583463,2.39700583463,2.39700583463,0.79360143143,0.62806920139,0.62806920139,0.45509492624,0.16389573008,0,0.50253005964,2.58859331841,3.70356429128,3.70356429159,3.70356429159,3.7035642915729,3.7035642915729,3.7035642916,3.7035642915,3.7035642915,3.70356429156,3.70356429156,3.70356429158,3.70356429158,3.7035642916,3.70356429151,3.70356429151,3.70356429161,3.7035642916,3.7035642916,3.7035642916,3.70356429122,3.70356429122,3.70356429161,3.70356429161,3.70356429156,3.70356429156,3.70356429156,3.70356429156,3.70356429156,3.70356429147,3.70356429147,3.70356429153,3.70356429153,3.70356429153,3.70356429153,4.49115703881,4.49115703881,4.49115703844,4.49115703844,4.49115703871,4.49115703871,4.49115703921,4.49115703921,4.49115703921,4.49115703881,4.49115703881,3.99925205141,4.565369957871,6.013267930671,6.013267930471,6.013267930671,6.013267930671,6.013267930671,6.013267930671,6.013267930671,6.013267930671,6.013267930651,6.013267930651,6.013267930671,5.585767559871,6.013267930471,6.013267930431,6.013267930427,6.013267930427,6.013267930471,6.013267930471,5.58204155564,6.013267930799,6.013267930799,6.013267930799,6.013267930599,6.013267930599,6.01326793084,6.01326793084,6.01326793074,6.01326793074,6.01326793064,6.01326793064,6.01326793028,6.01326793028,6.01326793028,6.01326793034,6.01326793034,6.01326793034,6.01326793034,6.01326793034,6.01326793034,6.013267929953,6.013267929953,6.01326793104,6.01326793104,5.82346684721
"t63",6.82656630697,6.82488015937,6.82488015937,5.50955378157,2.39700583459,2.39700583459,2.39700583459,0.79360143139,0.62806920135,0.62806920135,0.5025300596,0.50253005964,0.50253005964,0,2.58859331837,3.70356429124,3.70356429155,3.70356429155,3.7035642915329,3.7035642915329,3.70356429156,3.70356429146,3.70356429146,3.70356429152,3.70356429152,3.70356429154,3.70356429154,3.70356429156,3.70356429147,3.70356429147,3.70356429157,3.70356429156,3.70356429156,3.70356429156,3.70356429118,3.70356429118,3.70356429157,3.70356429157,3.70356429152,3.70356429152,3.70356429152,3.70356429152,3.70356429152,3.70356429143,3.70356429143,3.70356429149,3.70356429149,3.70356429149,3.70356429149,4.49115703877,4.49115703877,4.4911570384,4.4911570384,4.49115703867,4.49115703867,4.49115703917,4.49115703917,4.49115703917,4.49115703877,4.49115703877,3.99925205137,4.565369957831,6.013267930631,6.013267930431,6.013267930631,6.013267930631,6.013267930631,6.013267930631,6.013267930631,6.013267930631,6.013267930611,6.013267930611,6.013267930631,5.585767559831,6.013267930431,6.013267930391,6.013267930387,6.013267930387,6.013267930431,6.013267930431,5.5820415556,6.013267930759,6.013267930759,6.013267930759,6.013267930559,6.013267930559,6.0132679308,6.0132679308,6.0132679307,6.0132679307,6.0132679306,6.0132679306,6.01326793024,6.01326793024,6.01326793024,6.0132679303,6.0132679303,6.0132679303,6.0132679303,6.0132679303,6.0132679303,6.013267929913,6.013267929913,6.013267931,6.013267931,5.82346684717
"t13",6.8265663066,6.824880159,6.824880159,5.5095537812,2.58859331838,2.58859331838,2.58859331838,2.58859331838,2.58859331842,2.58859331842,2.58859331837,2.58859331841,2.58859331841,2.58859331837,0,3.70356429087,3.70356429118,3.70356429118,3.7035642911629,3.7035642911629,3.70356429119,3.70356429109,3.70356429109,3.70356429115,3.70356429115,3.70356429117,3.70356429117,3.70356429119,3.7035642911,3.7035642911,3.7035642912,3.70356429119,3.70356429119,3.70356429119,3.70356429081,3.70356429081,3.7035642912,3.7035642912,3.70356429115,3.70356429115,3.70356429115,3.70356429115,3.70356429115,3.70356429106,3.70356429106,3.70356429112,3.70356429112,3.70356429112,3.70356429112,4.4911570384,4.4911570384,4.49115703803,4.49115703803,4.4911570383,4.4911570383,4.4911570388,4.4911570388,4.4911570388,4.4911570384,4.4911570384,3.999252051,4.565369957461,6.013267930261,6.013267930061,6.013267930261,6.013267930261,6.013267930261,6.013267930261,6.013267930261,6.013267930261,6.013267930241,6.013267930241,6.013267930261,5.585767559461,6.013267930061,6.013267930021,6.013267930017,6.013267930017,6.013267930061,6.013267930061,5.58204155523,6.013267930389,6.013267930389,6.013267930389,6.013267930189,6.013267930189,6.01326793043,6.01326793043,6.01326793033,6.01326793033,6.01326793023,6.01326793023,6.01326792987,6.01326792987,6.01326792987,6.01326792993,6.01326792993,6.01326792993,6.01326792993,6.01326792993,6.01326792993,6.013267929543,6.013267929543,6.01326793063,6.01326793063,5.8234668468
"t7",6.82656630667,6.82488015907,6.82488015907,5.50955378127,3.70356429125,3.70356429125,3.70356429125,3.70356429125,3.70356429129,3.70356429129,3.70356429124,3.70356429128,3.70356429128,3.70356429124,3.70356429087,0,3.45436958631,3.45436958631,3.4543695862929,3.4543695862929,3.45436958632,3.45436958622,3.45436958622,3.45436958628,3.45436958628,3.4543695863,3.4543695863,3.54715725506,3.54715725497,3.54715725497,3.54715725507,3.54715725506,3.54715725506,3.54715725506,3.54715725468,3.54715725468,3.54715725507,3.54715725507,3.54715725502,3.54715725502,3.54715725502,3.54715725502,3.54715725502,3.54715725493,3.54715725493,3.54715725499,3.54715725499,3.54715725499,3.54715725499,4.49115703847,4.49115703847,4.4911570381,4.4911570381,4.49115703837,4.49115703837,4.49115703887,4.49115703887,4.49115703887,4.49115703847,4.49115703847,3.99925205107,4.565369957531,6.013267930331,6.013267930131,6.013267930331,6.013267930331,6.013267930331,6.013267930331,6.013267930331,6.013267930331,6.013267930311,6.013267930311,6.013267930331,5.585767559531,6.013267930131,6.013267930091,6.013267930087,6.013267930087,6.013267930131,6.013267930131,5.5820415553,6.013267930459,6.013267930459,6.013267930459,6.013267930259,6.013267930259,6.0132679305,6.0132679305,6.0132679304,6.0132679304,6.0132679303,6.0132679303,6.01326792994,6.01326792994,6.01326792994,6.01326793,6.01326793,6.01326793,6.01326793,6.01326793,6.01326793,6.013267929613,6.013267929613,6.0132679307,6.0132679307,5.82346684687
"t88",6.82656630698,6.82488015938,6.82488015938,5.50955378158,3.70356429156,3.70356429156,3.70356429156,3.70356429156,3.7035642916,3.7035642916,3.70356429155,3.70356429159,3.70356429159,3.70356429155,3.70356429118,3.45436958631,0,0.167610374,0.2864791821629,0.2864791821629,1.00318722439,2.97687563989,2.97687563989,3.14158780759,3.14158780759,3.14158780761,3.14158780761,3.54715725537,3.54715725528,3.54715725528,3.54715725538,3.54715725537,3.54715725537,3.54715725537,3.54715725499,3.54715725499,3.54715725538,3.54715725538,3.54715725533,3.54715725533,3.54715725533,3.54715725533,3.54715725533,3.54715725524,3.54715725524,3.5471572553,3.5471572553,3.5471572553,3.5471572553,4.49115703878,4.49115703878,4.49115703841,4.49115703841,4.49115703868,4.49115703868,4.49115703918,4.49115703918,4.49115703918,4.49115703878,4.49115703878,3.99925205138,4.565369957841,6.013267930641,6.013267930441,6.013267930641,6.013267930641,6.013267930641,6.013267930641,6.013267930641,6.013267930641,6.013267930621,6.013267930621,6.013267930641,5.585767559841,6.013267930441,6.013267930401,6.013267930397,6.013267930397,6.013267930441,6.013267930441,5.58204155561,6.013267930769,6.013267930769,6.013267930769,6.013267930569,6.013267930569,6.01326793081,6.01326793081,6.01326793071,6.01326793071,6.01326793061,6.01326793061,6.01326793025,6.01326793025,6.01326793025,6.01326793031,6.01326793031,6.01326793031,6.01326793031,6.01326793031,6.01326793031,6.013267929923,6.013267929923,6.01326793101,6.01326793101,5.82346684718
"t89",6.82656630698,6.82488015938,6.82488015938,5.50955378158,3.70356429156,3.70356429156,3.70356429156,3.70356429156,3.7035642916,3.7035642916,3.70356429155,3.70356429159,3.70356429159,3.70356429155,3.70356429118,3.45436958631,0.167610374,0,0.2864791821629,0.2864791821629,1.00318722439,2.97687563989,2.97687563989,3.14158780759,3.14158780759,3.14158780761,3.14158780761,3.54715725537,3.54715725528,3.54715725528,3.54715725538,3.54715725537,3.54715725537,3.54715725537,3.54715725499,3.54715725499,3.54715725538,3.54715725538,3.54715725533,3.54715725533,3.54715725533,3.54715725533,3.54715725533,3.54715725524,3.54715725524,3.5471572553,3.5471572553,3.5471572553,3.5471572553,4.49115703878,4.49115703878,4.49115703841,4.49115703841,4.49115703868,4.49115703868,4.49115703918,4.49115703918,4.49115703918,4.49115703878,4.49115703878,3.99925205138,4.565369957841,6.013267930641,6.013267930441,6.013267930641,6.013267930641,6.013267930641,6.013267930641,6.013267930641,6.013267930641,6.013267930621,6.013267930621,6.013267930641,5.585767559841,6.013267930441,6.013267930401,6.013267930397,6.013267930397,6.013267930441,6.013267930441,5.58204155561,6.013267930769,6.013267930769,6.013267930769,6.013267930569,6.013267930569,6.01326793081,6.01326793081,6.01326793071,6.01326793071,6.01326793061,6.01326793061,6.01326793025,6.01326793025,6.01326793025,6.01326793031,6.01326793031,6.01326793031,6.01326793031,6.01326793031,6.01326793031,6.013267929923,6.013267929923,6.01326793101,6.01326793101,5.82346684718
"t79",6.8265663069629,6.8248801593629,6.8248801593629,5.5095537815629,3.7035642915429,3.7035642915429,3.7035642915429,3.7035642915429,3.7035642915829,3.7035642915829,3.7035642915329,3.7035642915729,3.7035642915729,3.7035642915329,3.7035642911629,3.4543695862929,0.2864791821629,0.2864791821629,0,0.285522814,1.0031872243729,2.9768756398729,2.9768756398729,3.1415878075729,3.1415878075729,3.1415878075929,3.1415878075929,3.5471572553529,3.5471572552629,3.5471572552629,3.5471572553629,3.5471572553529,3.5471572553529,3.5471572553529,3.5471572549729,3.5471572549729,3.5471572553629,3.5471572553629,3.5471572553129,3.5471572553129,3.5471572553129,3.5471572553129,3.5471572553129,3.5471572552229,3.5471572552229,3.5471572552829,3.5471572552829,3.5471572552829,3.5471572552829,4.4911570387629,4.4911570387629,4.4911570383929,4.4911570383929,4.4911570386629,4.4911570386629,4.4911570391629,4.4911570391629,4.4911570391629,4.4911570387629,4.4911570387629,3.9992520513629,4.5653699578239,6.0132679306239,6.0132679304239,6.0132679306239,6.0132679306239,6.0132679306239,6.0132679306239,6.0132679306239,6.0132679306239,6.0132679306039,6.0132679306039,6.0132679306239,5.5857675598239,6.0132679304239,6.0132679303839,6.0132679303799,6.0132679303799,6.0132679304239,6.0132679304239,5.5820415555929,6.0132679307519,6.0132679307519,6.0132679307519,6.0132679305519,6.0132679305519,6.0132679307929,6.0132679307929,6.0132679306929,6.0132679306929,6.0132679305929,6.0132679305929,6.0132679302329,6.0132679302329,6.0132679302329,6.0132679302929,6.0132679302929,6.0132679302929,6.0132679302929,6.0132679302929,6.0132679302929,6.0132679299059,6.0132679299059,6.0132679309929,6.0132679309929,5.8234668471629
"t80",6.8265663069629,6.8248801593629,6.8248801593629,5.5095537815629,3.7035642915429,3.7035642915429,3.7035642915429,3.7035642915429,3.7035642915829,3.7035642915829,3.7035642915329,3.7035642915729,3.7035642915729,3.7035642915329,3.7035642911629,3.4543695862929,0.2864791821629,0.2864791821629,0.285522814,0,1.0031872243729,2.9768756398729,2.9768756398729,3.1415878075729,3.1415878075729,3.1415878075929,3.1415878075929,3.5471572553529,3.5471572552629,3.5471572552629,3.5471572553629,3.5471572553529,3.5471572553529,3.5471572553529,3.5471572549729,3.5471572549729,3.5471572553629,3.5471572553629,3.5471572553129,3.5471572553129,3.5471572553129,3.5471572553129,3.5471572553129,3.5471572552229,3.5471572552229,3.5471572552829,3.5471572552829,3.5471572552829,3.5471572552829,4.4911570387629,4.4911570387629,4.4911570383929,4.4911570383929,4.4911570386629,4.4911570386629,4.4911570391629,4.4911570391629,4.4911570391629,4.4911570387629,4.4911570387629,3.9992520513629,4.5653699578239,6.0132679306239,6.0132679304239,6.0132679306239,6.0132679306239,6.0132679306239,6.0132679306239,6.0132679306239,6.0132679306239,6.0132679306039,6.0132679306039,6.0132679306239,5.5857675598239,6.0132679304239,6.0132679303839,6.0132679303799,6.0132679303799,6.0132679304239,6.0132679304239,5.5820415555929,6.0132679307519,6.0132679307519,6.0132679307519,6.0132679305519,6.0132679305519,6.0132679307929,6.0132679307929,6.0132679306929,6.0132679306929,6.0132679305929,6.0132679305929,6.0132679302329,6.0132679302329,6.0132679302329,6.0132679302929,6.0132679302929,6.0132679302929,6.0132679302929,6.0132679302929,6.0132679302929,6.0132679299059,6.0132679299059,6.0132679309929,6.0132679309929,5.8234668471629
"t40",6.82656630699,6.82488015939,6.82488015939,5.50955378159,3.70356429157,3.70356429157,3.70356429157,3.70356429157,3.70356429161,3.70356429161,3.70356429156,3.7035642916,3.7035642916,3.70356429156,3.70356429119,3.45436958632,1.00318722439,1.00318722439,1.0031872243729,1.0031872243729,0,2.9768756399,2.9768756399,3.1415878076,3.1415878076,3.14158780762,3.14158780762,3.54715725538,3.54715725529,3.54715725529,3.54715725539,3.54715725538,3.54715725538,3.54715725538,3.547157255,3.547157255,3.54715725539,3.54715725539,3.54715725534,3.54715725534,3.54715725534,3.54715725534,3.54715725534,3.54715725525,3.54715725525,3.54715725531,3.54715725531,3.54715725531,3.54715725531,4.49115703879,4.49115703879,4.49115703842,4.49115703842,4.49115703869,4.49115703869,4.49115703919,4.49115703919,4.49115703919,4.49115703879,4.49115703879,3.99925205139,4.565369957851,6.013267930651,6.013267930451,6.013267930651,6.013267930651,6.013267930651,6.013267930651,6.013267930651,6.013267930651,6.013267930631,6.013267930631,6.013267930651,5.585767559851,6.013267930451,6.013267930411,6.013267930407,6.013267930407,6.013267930451,6.013267930451,5.58204155562,6.013267930779,6.013267930779,6.013267930779,6.013267930579,6.013267930579,6.01326793082,6.01326793082,6.01326793072,6.01326793072,6.01326793062,6.01326793062,6.01326793026,6.01326793026,6.01326793026,6.01326793032,6.01326793032,6.01326793032,6.01326793032,6.01326793032,6.01326793032,6.013267929933,6.013267929933,6.01326793102,6.01326793102,5.82346684719
"t20",6.82656630689,6.82488015929,6.82488015929,5.50955378149,3.70356429147,3.70356429147,3.70356429147,3.70356429147,3.70356429151,3.70356429151,3.70356429146,3.7035642915,3.7035642915,3.70356429146,3.70356429109,3.45436958622,2.97687563989,2.97687563989,2.9768756398729,2.9768756398729,2.9768756399,0,1.93767392,3.1415878075,3.1415878075,3.14158780752,3.14158780752,3.54715725528,3.54715725519,3.54715725519,3.54715725529,3.54715725528,3.54715725528,3.54715725528,3.5471572549,3.5471572549,3.54715725529,3.54715725529,3.54715725524,3.54715725524,3.54715725524,3.54715725524,3.54715725524,3.54715725515,3.54715725515,3.54715725521,3.54715725521,3.54715725521,3.54715725521,4.49115703869,4.49115703869,4.49115703832,4.49115703832,4.49115703859,4.49115703859,4.49115703909,4.49115703909,4.49115703909,4.49115703869,4.49115703869,3.99925205129,4.565369957751,6.013267930551,6.013267930351,6.013267930551,6.013267930551,6.013267930551,6.013267930551,6.013267930551,6.013267930551,6.013267930531,6.013267930531,6.013267930551,5.585767559751,6.013267930351,6.013267930311,6.013267930307,6.013267930307,6.013267930351,6.013267930351,5.58204155552,6.013267930679,6.013267930679,6.013267930679,6.013267930479,6.013267930479,6.01326793072,6.01326793072,6.01326793062,6.01326793062,6.01326793052,6.01326793052,6.01326793016,6.01326793016,6.01326793016,6.01326793022,6.01326793022,6.01326793022,6.01326793022,6.01326793022,6.01326793022,6.013267929833,6.013267929833,6.01326793092,6.01326793092,5.82346684709
"t21",6.82656630689,6.82488015929,6.82488015929,5.50955378149,3.70356429147,3.70356429147,3.70356429147,3.70356429147,3.70356429151,3.70356429151,3.70356429146,3.7035642915,3.7035642915,3.70356429146,3.70356429109,3.45436958622,2.97687563989,2.97687563989,2.9768756398729,2.9768756398729,2.9768756399,1.93767392,0,3.1415878075,3.1415878075,3.14158780752,3.14158780752,3.54715725528,3.54715725519,3.54715725519,3.54715725529,3.54715725528,3.54715725528,3.54715725528,3.5471572549,3.5471572549,3.54715725529,3.54715725529,3.54715725524,3.54715725524,3.54715725524,3.54715725524,3.54715725524,3.54715725515,3.54715725515,3.54715725521,3.54715725521,3.54715725521,3.54715725521,4.49115703869,4.49115703869,4.49115703832,4.49115703832,4.49115703859,4.49115703859,4.49115703909,4.49115703909,4.49115703909,4.49115703869,4.49115703869,3.99925205129,4.565369957751,6.013267930551,6.013267930351,6.013267930551,6.013267930551,6.013267930551,6.013267930551,6.013267930551,6.013267930551,6.013267930531,6.013267930531,6.013267930551,5.585767559751,6.013267930351,6.013267930311,6.013267930307,6.013267930307,6.013267930351,6.013267930351,5.58204155552,6.013267930679,6.013267930679,6.013267930679,6.013267930479,6.013267930479,6.01326793072,6.01326793072,6.01326793062,6.01326793062,6.01326793052,6.01326793052,6.01326793016,6.01326793016,6.01326793016,6.01326793022,6.01326793022,6.01326793022,6.01326793022,6.01326793022,6.01326793022,6.013267929833,6.013267929833,6.01326793092,6.01326793092,5.82346684709
"t105",6.82656630695,6.82488015935,6.82488015935,5.50955378155,3.70356429153,3.70356429153,3.70356429153,3.70356429153,3.70356429157,3.70356429157,3.70356429152,3.70356429156,3.70356429156,3.70356429152,3.70356429115,3.45436958628,3.14158780759,3.14158780759,3.1415878075729,3.1415878075729,3.1415878076,3.1415878075,3.1415878075,0,0.03903916096,0.40121065358,1.27319012738,3.54715725534,3.54715725525,3.54715725525,3.54715725535,3.54715725534,3.54715725534,3.54715725534,3.54715725496,3.54715725496,3.54715725535,3.54715725535,3.5471572553,3.5471572553,3.5471572553,3.5471572553,3.5471572553,3.54715725521,3.54715725521,3.54715725527,3.54715725527,3.54715725527,3.54715725527,4.49115703875,4.49115703875,4.49115703838,4.49115703838,4.49115703865,4.49115703865,4.49115703915,4.49115703915,4.49115703915,4.49115703875,4.49115703875,3.99925205135,4.565369957811,6.013267930611,6.013267930411,6.013267930611,6.013267930611,6.013267930611,6.013267930611,6.013267930611,6.013267930611,6.013267930591,6.013267930591,6.013267930611,5.585767559811,6.013267930411,6.013267930371,6.013267930367,6.013267930367,6.013267930411,6.013267930411,5.58204155558,6.013267930739,6.013267930739,6.013267930739,6.013267930539,6.013267930539,6.01326793078,6.01326793078,6.01326793068,6.01326793068,6.01326793058,6.01326793058,6.01326793022,6.01326793022,6.01326793022,6.01326793028,6.01326793028,6.01326793028,6.01326793028,6.01326793028,6.01326793028,6.013267929893,6.013267929893,6.01326793098,6.01326793098,5.82346684715
"t106",6.82656630695,6.82488015935,6.82488015935,5.50955378155,3.70356429153,3.70356429153,3.70356429153,3.70356429153,3.70356429157,3.70356429157,3.70356429152,3.70356429156,3.70356429156,3.70356429152,3.70356429115,3.45436958628,3.14158780759,3.14158780759,3.1415878075729,3.1415878075729,3.1415878076,3.1415878075,3.1415878075,0.03903916096,0,0.40121065358,1.27319012738,3.54715725534,3.54715725525,3.54715725525,3.54715725535,3.54715725534,3.54715725534,3.54715725534,3.54715725496,3.54715725496,3.54715725535,3.54715725535,3.5471572553,3.5471572553,3.5471572553,3.5471572553,3.5471572553,3.54715725521,3.54715725521,3.54715725527,3.54715725527,3.54715725527,3.54715725527,4.49115703875,4.49115703875,4.49115703838,4.49115703838,4.49115703865,4.49115703865,4.49115703915,4.49115703915,4.49115703915,4.49115703875,4.49115703875,3.99925205135,4.565369957811,6.013267930611,6.013267930411,6.013267930611,6.013267930611,6.013267930611,6.013267930611,6.013267930611,6.013267930611,6.013267930591,6.013267930591,6.013267930611,5.585767559811,6.013267930411,6.013267930371,6.013267930367,6.013267930367,6.013267930411,6.013267930411,5.58204155558,6.013267930739,6.013267930739,6.013267930739,6.013267930539,6.013267930539,6.01326793078,6.01326793078,6.01326793068,6.01326793068,6.01326793058,6.01326793058,6.01326793022,6.01326793022,6.01326793022,6.01326793028,6.01326793028,6.01326793028,6.01326793028,6.01326793028,6.01326793028,6.013267929893,6.013267929893,6.01326793098,6.01326793098,5.82346684715
"t66",6.82656630697,6.82488015937,6.82488015937,5.50955378157,3.70356429155,3.70356429155,3.70356429155,3.70356429155,3.70356429159,3.70356429159,3.70356429154,3.70356429158,3.70356429158,3.70356429154,3.70356429117,3.4543695863,3.14158780761,3.14158780761,3.1415878075929,3.1415878075929,3.14158780762,3.14158780752,3.14158780752,0.40121065358,0.40121065358,0,1.2731901274,3.54715725536,3.54715725527,3.54715725527,3.54715725537,3.54715725536,3.54715725536,3.54715725536,3.54715725498,3.54715725498,3.54715725537,3.54715725537,3.54715725532,3.54715725532,3.54715725532,3.54715725532,3.54715725532,3.54715725523,3.54715725523,3.54715725529,3.54715725529,3.54715725529,3.54715725529,4.49115703877,4.49115703877,4.4911570384,4.4911570384,4.49115703867,4.49115703867,4.49115703917,4.49115703917,4.49115703917,4.49115703877,4.49115703877,3.99925205137,4.565369957831,6.013267930631,6.013267930431,6.013267930631,6.013267930631,6.013267930631,6.013267930631,6.013267930631,6.013267930631,6.013267930611,6.013267930611,6.013267930631,5.585767559831,6.013267930431,6.013267930391,6.013267930387,6.013267930387,6.013267930431,6.013267930431,5.5820415556,6.013267930759,6.013267930759,6.013267930759,6.013267930559,6.013267930559,6.0132679308,6.0132679308,6.0132679307,6.0132679307,6.0132679306,6.0132679306,6.01326793024,6.01326793024,6.01326793024,6.0132679303,6.0132679303,6.0132679303,6.0132679303,6.0132679303,6.0132679303,6.013267929913,6.013267929913,6.013267931,6.013267931,5.82346684717
"t29",6.82656630697,6.82488015937,6.82488015937,5.50955378157,3.70356429155,3.70356429155,3.70356429155,3.70356429155,3.70356429159,3.70356429159,3.70356429154,3.70356429158,3.70356429158,3.70356429154,3.70356429117,3.4543695863,3.14158780761,3.14158780761,3.1415878075929,3.1415878075929,3.14158780762,3.14158780752,3.14158780752,1.27319012738,1.27319012738,1.2731901274,0,3.54715725536,3.54715725527,3.54715725527,3.54715725537,3.54715725536,3.54715725536,3.54715725536,3.54715725498,3.54715725498,3.54715725537,3.54715725537,3.54715725532,3.54715725532,3.54715725532,3.54715725532,3.54715725532,3.54715725523,3.54715725523,3.54715725529,3.54715725529,3.54715725529,3.54715725529,4.49115703877,4.49115703877,4.4911570384,4.4911570384,4.49115703867,4.49115703867,4.49115703917,4.49115703917,4.49115703917,4.49115703877,4.49115703877,3.99925205137,4.565369957831,6.013267930631,6.013267930431,6.013267930631,6.013267930631,6.013267930631,6.013267930631,6.013267930631,6.013267930631,6.013267930611,6.013267930611,6.013267930631,5.585767559831,6.013267930431,6.013267930391,6.013267930387,6.013267930387,6.013267930431,6.013267930431,5.5820415556,6.013267930759,6.013267930759,6.013267930759,6.013267930559,6.013267930559,6.0132679308,6.0132679308,6.0132679307,6.0132679307,6.0132679306,6.0132679306,6.01326793024,6.01326793024,6.01326793024,6.0132679303,6.0132679303,6.0132679303,6.0132679303,6.0132679303,6.0132679303,6.013267929913,6.013267929913,6.013267931,6.013267931,5.82346684717
"t26",6.82656630699,6.82488015939,6.82488015939,5.50955378159,3.70356429157,3.70356429157,3.70356429157,3.70356429157,3.70356429161,3.70356429161,3.70356429156,3.7035642916,3.7035642916,3.70356429156,3.70356429119,3.54715725506,3.54715725537,3.54715725537,3.5471572553529,3.5471572553529,3.54715725538,3.54715725528,3.54715725528,3.54715725534,3.54715725534,3.54715725536,3.54715725536,0,1.44715786611,1.44715786611,1.44715786621,1.4471578662,2.0612901264,2.0612901264,3.40431173282,3.40431173282,3.40431173321,3.40431173321,3.40431173316,3.40431173316,3.40431173316,3.40431173316,3.40431173316,3.40431173307,3.40431173307,3.40431173313,3.40431173313,3.40431173313,3.40431173313,4.49115703879,4.49115703879,4.49115703842,4.49115703842,4.49115703869,4.49115703869,4.49115703919,4.49115703919,4.49115703919,4.49115703879,4.49115703879,3.99925205139,4.565369957851,6.013267930651,6.013267930451,6.013267930651,6.013267930651,6.013267930651,6.013267930651,6.013267930651,6.013267930651,6.013267930631,6.013267930631,6.013267930651,5.585767559851,6.013267930451,6.013267930411,6.013267930407,6.013267930407,6.013267930451,6.013267930451,5.58204155562,6.013267930779,6.013267930779,6.013267930779,6.013267930579,6.013267930579,6.01326793082,6.01326793082,6.01326793072,6.01326793072,6.01326793062,6.01326793062,6.01326793026,6.01326793026,6.01326793026,6.01326793032,6.01326793032,6.01326793032,6.01326793032,6.01326793032,6.01326793032,6.013267929933,6.013267929933,6.01326793102,6.01326793102,5.82346684719
