"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105"
"t106",-0.0947367282208643,0.00232786774621481,0.0339905228807906,0.0500381481868229,-0.000445233910916679,-0.00285926507900057,-0.183056157949948,0.0117384590456879,0.0531248888851783,3.40183382970408e-05,-0.447522427213517,-0.025242432871267,-0.0497960058025261,0.000143046084060569,-0.00356142144338875,0.000196727252164507,-0.0535258684445384,-0.000100440375321442,0.00564361844293648,-0.0489932258227106,-0.0140692199789744,-0.00602455166317539,-0.000197965897674969,7.42972504323586e-05,-0.0765745420425307,-0.0719320393451927,-0.000271577254907504,-0.000266332484530661,0.00018137380340664,-2.63596500550015e-05,-0.00443966000205345,-0.000120214538085267,9.5180148929731e-17,-0.020520123326739,-3.07178008003113e-06,-0.00439925245461406,1.33828843300577e-05,-1.11883483467104e-06,4.2458528980285e-05,-1.45716771982052e-16,0.000215290704396273,0.00287328965242348,0.000304838117579989,-0.00170291322907102,-9.08736486461699e-05,1.03686051540518e-15,-2.11573804400389e-16,-1.95294175368767e-15,2.44850866383135e-16,0.013070014262394,-0.00215904413297045,-0.268902036442162,0.000989632050102926,-0.00021900414208184,5.19356606008727e-06,0.000130102660620312,8.26866295702042e-16,-0.00238286594313625,0.000150570830310099,-9.00805777444325e-16,4.25808674414836e-06,-3.17555744768109e-16,-5.50075599631389e-16,2.83026710164959e-16,0.000127227200720679,-8.17014071972264e-05,-2.03414572341468e-16,-1.17413098581506e-05,3.25160858236472e-16,-0.000149106589396196,2.26606625277331e-06,-2.89841709040669e-16,3.13720996238651e-17,4.4092244961101e-16,4.63969690021673e-16,1.49720457608183e-16,-1.77197907243937e-16,6.55320274392129e-05,2.69010485899615e-05,0.385371158668901,-3.86584013588267e-14,-1.20410292771167e-05,-1.28143042238758e-15,6.96360205885957e-07,-9.72690496131096e-16,-4.63027906606113e-05,1.33322213870798e-15,4.29387187021668e-16,-4.63934028500515e-15,1.22474591445706e-15,-4.57891708780538e-15,-1.02169189572235e-15,4.92021226728291e-07,1.46715012128653e-15,-1.76627224041917e-07,7.67793954278146e-15,1.08332985636597e-15,-3.88517026699281e-15,-3.46811742984611e-15,-1.11204609704005e-14,-5.94864633006283e-08,-4.21076811376098e-15,1.66892974550821e-14,-2.82277835390578e-15,0.707106781186549
"t66",-0.0943786224473145,0.00231267244715298,0.0335254535378179,0.049300166143697,-0.000436895056926252,-0.00280144529543475,-0.179288392434193,0.011473038671263,0.0518635765741839,3.31168397399162e-05,-0.432812605984687,-0.0243045402458331,-0.0478639552788008,0.000137282367057991,-0.00340543369495379,0.000187708332105092,-0.0509111754294413,-9.53878921996133e-05,0.00533920155716279,-0.0462577456691351,-0.0132462416790407,-0.00563959679762099,-0.00018489899724464,6.85825043671037e-05,-0.070602963101149,-0.066189285346569,-0.000247877368612128,-0.000242533959233242,0.000163915566455725,-2.37366794839691e-05,-0.00399695928306383,-0.00010763976040589,2.17472412207285e-16,-0.0182712082657886,-2.72271925461834e-06,-0.00379770684278748,1.13953117885955e-05,-9.5087111432353e-07,3.57156192276247e-05,5.27355936696949e-16,0.00017830954279463,0.00237661842297834,0.000248020737926187,-0.00136498422448609,-7.28375009599604e-05,3.03562189593319e-16,-2.80020549909542e-16,1.32913719235729e-15,-6.36510508134563e-16,0.00957422430857748,-0.00157256425110755,-0.19399044749062,0.000698739843776985,-0.000149958050571402,3.50627718825979e-06,8.36038820387664e-05,-1.22963147971907e-15,-0.00150806536415053,9.2931961614115e-05,3.43404336444782e-16,2.47962894040925e-06,2.75122504676936e-16,-5.62963849561043e-16,1.7943791505284e-16,5.82777632493116e-05,-3.32353522357753e-05,7.64030538104225e-17,-4.06257115806545e-06,9.92660259584689e-16,-4.69804575701779e-05,4.90508518429889e-07,1.0578554688011e-15,8.25669592442013e-16,-2.49440644845562e-15,-1.29177586572776e-15,-7.31481822301098e-16,3.28860987220576e-16,-5.14294408365586e-05,-5.02759749295451e-05,-0.836941024354366,8.47475390108264e-14,3.50476545543247e-05,2.48071083142183e-15,7.3672381639656e-06,-2.34304625539651e-15,-0.000348342473061872,-1.16372691221274e-15,9.49393580605292e-16,2.94163690835538e-15,-2.13702707997035e-15,4.92009769743879e-15,1.59560515702333e-15,1.83633138407192e-06,1.82730375674407e-16,-4.74287876925165e-07,-1.70133566335408e-15,-7.80866158009731e-16,3.33108725471629e-16,-6.50947796762941e-16,-9.22388849885017e-16,-1.25680523073207e-07,-2.03694208709706e-15,-2.56276996379478e-15,3.45115760965424e-16,-1.64104166330825e-15
"t29",-0.0926384035151219,0.00223833445343881,0.0312097271230757,0.045615742669786,-0.000394844927708676,-0.0025087774049665,-0.160199572466925,0.0101213801385965,0.0454217636538961,2.84800224952635e-05,-0.355893399364179,-0.0193446208993779,-0.0376019584098708,0.000106546750055844,-0.00256576233230935,0.000138891346966241,-0.0366425297197303,-6.77061436298133e-05,0.00365456689099944,-0.0310399295618509,-0.00863376946117696,-0.00344890775492059,-0.000110089549842671,3.48100769017944e-05,-0.0352011633539977,-0.0319561219542396,-0.000103399559349874,-9.65251861922474e-05,5.4489892531184e-05,-7.12703356255411e-06,-0.00119176302107921,-2.67056873374386e-05,2.26034439495121e-16,-0.00356032455009181,-4.08831238352608e-07,0.000520547588784352,-3.50246630283458e-06,3.15726779219421e-07,-1.68540366695622e-05,-4.09394740330526e-16,-0.000125348733977051,-0.0017198754144712,-0.000248290557087145,0.00175097095897014,9.34946457963604e-05,-2.810765736148e-15,1.07347401746829e-15,2.65180613338631e-15,-3.16549150204207e-16,-0.0377052706924311,0.00658968912580226,0.901521655701577,-0.0040933838349688,0.00122998314343498,-3.37969382085361e-05,-0.00152136896638451,6.54360155721331e-16,0.0347735004003937,-0.00344953002444168,2.85280864531282e-16,0.00153438970928445,3.36490754501067e-16,5.09202703040208e-16,-1.03743648884199e-16,0.00114756613861739,-0.000578209583607745,6.98594254360725e-16,-6.84142248699206e-05,6.52838605768414e-18,-0.000804659443111468,1.0135095152139e-05,-4.84029185589897e-18,-4.85250996904961e-17,1.92007349272059e-16,7.63888674883591e-17,2.89064185068615e-16,1.96608391960726e-16,0.000119385241901368,1.26337916636957e-05,0.0499379831022919,-4.21102320234432e-15,8.10397609059223e-06,-8.99796591889727e-16,8.70208371899925e-06,1.43221693458254e-15,-0.000435404600513739,-1.98336984876404e-16,-9.57858201689882e-17,-9.91674923432806e-18,8.31804681930549e-16,-2.21830909387169e-16,-1.56037409227174e-16,2.69052224146126e-06,2.50385415118826e-16,-7.57694326075005e-07,-6.49737475459374e-16,-7.6741386245099e-17,-2.92262150016764e-16,-6.9033580664717e-16,2.98630234797194e-16,-2.12316140181816e-07,-1.41277678966444e-15,-6.0663417376221e-16,1.26320338807152e-15,-6.39499646001056e-16
"t26",-0.0970479558077291,0.00245760565767593,0.0458524924484419,0.07547520595676,0.000544219945330909,-7.65755244944702e-05,-0.019060786241971,-0.00245805076465543,-0.313055468138628,0.000198620260425585,0.0358082618173299,-0.00615393670568539,-0.0149276762758947,4.83472057324233e-05,-0.00144281017695354,8.75102856748347e-05,-0.033888746126575,2.07897960785617e-05,0.00230130382892315,-0.0258179771925203,-5.42048510954201e-05,-0.00167797873745891,-5.57562098028242e-05,1.4933668779365e-05,-0.0147246424879491,-0.00702104238917083,0.000267226138735295,0.000300865191693247,0.000617547809453917,-0.000244143011702492,-0.0549872976537192,8.37384836763628e-05,5.97508949157905e-17,0.00259056729709132,6.91201665338866e-08,0.000265303720254274,-2.00632660635527e-06,1.83066069137813e-07,-1.03193939496203e-05,-3.80251385934116e-15,-8.14494648585341e-05,-0.00112232450763265,-0.000170086759632308,0.00124942660192928,6.67219035922812e-05,2.02709327544516e-15,1.45553723768597e-16,-5.48300535552446e-15,1.50879496150676e-15,-0.927865851463056,-0.0145256702099225,-0.0422527999198397,-0.00254869984211412,0.000599290070648306,-1.72816353914125e-05,-0.000756798812076861,-1.58932102957893e-15,0.00566940780373279,-0.00412850732765653,6.89568234219319e-16,0.00100824447139284,-4.31604068475237e-17,3.50043110600635e-17,-3.42215850575079e-16,0.000818396450966683,-0.0728699673876345,5.62683740647224e-16,-4.18291669667945e-05,-9.4844121573321e-17,-0.000506993707382817,0.00104612390257786,3.43775424467826e-16,5.57606169190758e-17,2.68794486025443e-16,-4.58881284094655e-16,-3.8199961894447e-16,-3.40882311140626e-16,7.86782201626666e-05,6.58128547147291e-06,0.000384364877326107,-1.53942186821424e-16,6.94244221062974e-06,-1.77532172459126e-16,6.29059973881572e-06,1.75232719149473e-16,-9.92248637615013e-05,1.44007766585233e-16,-6.77866143970645e-16,1.85784655420464e-16,4.53621089370269e-16,1.36167551501733e-15,4.96627820349146e-19,1.93900265885763e-06,-1.55007173940763e-16,-5.46734079988906e-07,-2.0957773958307e-16,-2.92528557146702e-16,2.0192804962535e-16,-6.59887160357989e-16,1.65559535521556e-17,-1.53750968292249e-07,-1.60157955605508e-15,-1.29976256048588e-16,9.62547228046404e-16,-3.34415975646366e-16
"t61",-0.0992741122348786,0.00255728041546368,0.0500091132456401,0.0829239581422138,0.000615070737827308,-8.74981383460812e-05,-0.0218379816634541,-0.00285957676597635,-0.367374491854093,0.000238206028615314,0.0452984867737716,-0.00809168571450687,-0.0199341392563242,6.5497479517346e-05,-0.00202442888626646,0.000125439872799771,-0.0501920416541448,3.13012878023078e-05,0.00361678088188875,-0.0415393959826019,-9.02621367218459e-05,-0.00301315112242826,-0.000103351729781855,3.34977982828708e-05,-0.0337475878476044,-0.016729425363768,0.000761445554453491,0.000908874310620359,0.00234553646378796,-0.00106027834838038,-0.241039094454551,0.000473064896178408,-3.34339437813673e-16,0.0210660047343797,8.88093680389128e-07,-0.00127278277667032,5.3336666080626e-06,-4.57208392447329e-07,1.91963890985562e-05,9.36750677027476e-16,0.000106589134375534,0.00143071634207329,0.000160778008784834,-0.000933289120826094,-4.98085604405609e-05,-3.99212474943534e-16,-1.80398998025119e-16,1.49521908327557e-15,-5.52078860938984e-16,0.210891946172665,0.00305620944680977,0.00777728657978644,0.000337501004257412,-4.32013779654816e-05,8.31949433463416e-07,-1.73766141740588e-05,7.57457276123866e-17,0.000238933258088919,-0.000296889578965102,-1.1529775017342e-15,0.000137427676642915,1.65827897469551e-15,-1.86607593148785e-15,-5.64985244270437e-16,0.000481060044288636,-0.469970447903825,5.39430610387326e-15,1.82447148341761e-05,8.63007648402666e-16,0.000120636479360938,0.0608131216507214,3.68841721780794e-15,-2.25938654492078e-16,3.13064892559328e-16,-2.45453413353181e-15,-7.82457249759432e-16,6.5569325426443e-16,1.38987864375645e-05,1.37308796734221e-06,8.19553249470984e-05,-0.707106781186546,1.53558560759937e-06,-1.16491839254842e-15,1.66070362899677e-06,-7.50958124378488e-15,-2.67157208253815e-05,-7.29262943072736e-16,1.11367587294298e-15,-3.18658009954448e-15,2.01070663568096e-15,-3.43074204905987e-15,-8.11653988842184e-16,5.63920826501572e-07,2.66617813499851e-16,-1.70593070463253e-07,-2.27874317784266e-15,-9.30727835955514e-16,-5.43880340877692e-16,-4.94152074935694e-16,1.40680966758839e-15,-5.19676744266794e-08,-1.76293303475468e-16,-8.55510764263528e-16,6.03386535148301e-16,5.56618833898228e-16
"t62",-0.0992741122348786,0.00255728041546367,0.0500091132456401,0.0829239581422139,0.000615070737827305,-8.74981383460569e-05,-0.0218379816634541,-0.00285957676597638,-0.367374491854093,0.000238206028615286,0.0452984867737716,-0.00809168571450685,-0.0199341392563243,6.54974795172874e-05,-0.00202442888626644,0.000125439872799776,-0.0501920416541449,3.13012878020892e-05,0.00361678088188874,-0.0415393959826015,-9.02621367223811e-05,-0.00301315112242839,-0.000103351729781866,3.34977982829252e-05,-0.0337475878476045,-0.0167294253637679,0.000761445554453434,0.000908874310620591,0.00234553646378805,-0.00106027834838055,-0.241039094454551,0.000473064896178185,-3.12230043071577e-16,0.0210660047343798,8.88093679966625e-07,-0.00127278277667055,5.33366660915866e-06,-4.57208393319855e-07,1.91963890981979e-05,-9.08995101411847e-16,0.000106589134375885,0.00143071634207311,0.000160778008784529,-0.000933289120826843,-4.98085604398355e-05,-1.97703416974572e-16,3.32756116441713e-17,7.78995127780822e-16,-6.17639202785909e-16,0.210891946172664,0.00305620944680903,0.0077772865797852,0.000337501004256304,-4.32013779653686e-05,8.31949434376912e-07,-1.73766141742754e-05,-8.85456330181579e-17,0.00023893325808942,-0.000296889578965561,4.58848055738804e-17,0.000137427676643344,-7.92269635275936e-17,-8.48148586167162e-16,3.43474477648777e-16,0.000481060044287475,-0.469970447903822,4.96088875526508e-15,1.82447148375744e-05,1.06338635888703e-15,0.000120636479355429,0.060813121650723,4.27450130424385e-15,-3.05140923109058e-15,1.60695015820518e-15,4.25447524801218e-16,1.56205657112602e-15,-1.78113435312681e-15,1.38987864498067e-05,1.373088012906e-06,8.19553250905286e-05,0.707106781186548,1.53558540843221e-06,1.07167829050436e-15,1.66070362929849e-06,6.14963140605648e-15,-2.67157208191499e-05,1.03899822930264e-15,-7.34600397853253e-16,2.98903547493295e-15,-1.63415910962191e-15,1.6138338191277e-15,1.3246400938502e-15,5.63920828382847e-07,-1.59228488888081e-16,-1.70593066623622e-07,5.80081110495516e-16,7.28096948969632e-17,2.09426538437949e-16,-1.82151409984182e-16,1.25244846213481e-17,-5.19676758157953e-08,-1.58493187784624e-15,3.7428589335318e-16,1.51636133585535e-15,-6.78504276990165e-16
"t48",-0.0989288150043408,0.00254186892198653,0.0493718386932474,0.08178341550353,0.000604274738015113,-8.58368577795103e-05,-0.021415771915151,-0.00279868836603718,-0.359149146431495,0.000232232674218337,0.0438782604117493,-0.00780335467993138,-0.0191908525490799,6.2956451536348e-05,-0.00193867238658461,0.000119863417331064,-0.0478053449157804,2.97656948338464e-05,0.00342562485884165,-0.0392612731129291,-8.5058056897617e-05,-0.00282203888389615,-9.65615178464124e-05,3.0895883335928e-05,-0.031086140914972,-0.0153754093787005,0.000693403729395619,0.000825479028037128,0.00211151331580405,-0.00095042830013377,-0.216006913213495,0.000421179889366749,-3.31551843331191e-16,0.0186283981164797,7.809395351275e-07,-0.00108180887069553,4.44936669845106e-06,-3.80402602980398e-07,1.57406606207735e-05,1.13103970633688e-15,8.54246106146947e-05,0.00114436269387579,0.000125348236093004,-0.000710124378372579,-3.78958871699167e-05,-6.41929937795525e-16,1.13271031461323e-16,7.01863119804179e-16,-6.72927261093785e-17,0.134544447241254,0.00192409922455073,0.00478530867375532,0.000196560727071649,-2.30450240762834e-05,4.2431215969524e-07,-7.36205232189868e-06,4.53125575261445e-16,9.44975398589258e-05,-0.000103152203916657,1.53603125391928e-16,3.12542326184956e-05,-9.22287192960487e-16,7.93881353518626e-16,1.45273779523103e-16,-0.000211151999509129,0.432347387954788,-2.76753021775737e-15,-3.39136121463586e-05,1.71107567037703e-15,-0.000318974850815451,-0.763357717319332,-4.63034691976875e-14,-7.48898255119225e-15,-2.34600209015552e-15,2.79404091807101e-15,-4.00986376025204e-16,2.24512895835681e-15,3.35333260734778e-05,2.83533630150331e-06,0.000165980921924375,9.56919718908057e-17,3.01154505018534e-06,2.01770712339478e-16,2.81917023470917e-06,8.57003848317955e-16,-4.4682679429781e-05,1.70631448582493e-16,2.26693463596205e-17,-9.73045828083349e-16,-4.55853368331371e-16,3.13998346423867e-16,2.25005741138625e-16,8.91942965659985e-07,3.24580173616038e-16,-2.57302988136133e-07,9.25062892312393e-16,4.08662291411837e-16,1.58200763261184e-17,-7.05012215488569e-16,5.65111800198807e-16,-7.45554986984521e-08,-1.36798225994091e-15,6.17078492246298e-17,6.0283525050014e-16,4.57781096457201e-17
"t45",-0.098873007841532,0.00253937759335882,0.0492687647941385,0.0815989270626644,0.000602527894748631,-8.55680236247222e-05,-0.0213474465566858,-0.00278883335597446,-0.357817726042338,0.000231265568853768,0.0436482042936186,-0.0077566330274117,-0.0190703929597337,6.25445934888941e-05,-0.00192476867829757,0.000118959152624798,-0.0474182266931374,2.95165937732664e-05,0.00339460633568224,-0.0388915467683813,-8.4213271615507e-05,-0.00279100083891385,-9.5458533392916e-05,3.04728235686194e-05,-0.0306533596743207,-0.015155194018345,0.000682329912748484,0.000811903785057713,0.00207339370797605,-0.000932529439417052,-0.211928111974696,0.000412721611294064,-4.15848991343652e-16,0.018230824673399,7.63455653937788e-07,-0.00105057359140242,4.30454596804697e-06,-3.67821951915764e-07,1.51740602056081e-05,2.10248485288389e-15,8.19491974681078e-05,0.00109733462001509,0.000119519902009049,-0.000673356208222755,-3.59331707596512e-05,-2.97733181515289e-16,5.55359871470414e-18,1.14904855479877e-15,-1.26597449879177e-16,0.121836926772304,0.00173553526182962,0.00428637241342417,0.000172993173048749,-1.96606912506468e-05,3.55733441071835e-07,-5.66492934163359e-06,1.08764067182473e-15,6.99620837254736e-05,-7.01069446753381e-05,6.03038584312332e-16,1.29572327212914e-05,-1.00403923678326e-15,1.32019564132238e-15,2.88028283903176e-16,-0.000337708200340628,0.604904580134867,-8.01770546438349e-15,-4.4872031041327e-05,-3.22060098991218e-15,-0.000419641112083659,0.640224485497798,3.83125843639687e-14,1.09693662761888e-14,9.82214094038114e-17,-1.4323416180475e-16,3.02486542300407e-16,-5.83962499188911e-16,3.63808068217577e-05,3.05288310360807e-06,0.000178518878695874,-1.81945185366822e-15,3.23283986722737e-06,-5.4027593816587e-16,2.99636391055895e-06,8.55693052144732e-16,-4.74360973984737e-05,-3.3266747902084e-16,-1.75229596950407e-16,-6.60791404248342e-16,-8.00003610375038e-17,2.62802543641702e-16,7.6164548520043e-16,9.42564386586036e-07,-4.24191103072934e-16,-2.70760554646703e-07,-1.07305454442812e-15,-7.62830634098991e-16,-1.01766597384646e-15,-3.37523274080289e-16,-1.47667565609627e-15,-7.80813225417485e-08,-9.77644352902757e-16,-1.08901354188365e-16,6.08651220901417e-16,5.30143042016805e-16
"t49",-0.0957234356672591,0.00239648462305686,0.0430887098872372,0.070460755913727,0.000494227762335004,-6.87288479120536e-05,-0.017056946583324,-0.00216106587333087,-0.272313243350306,0.000167883800834465,0.0278033779017755,-0.00442139880659966,-0.0103475001692469,3.23218353492598e-05,-0.000870980812560341,4.90642258644822e-05,-0.0165857844582948,9.37653491775938e-06,0.000786669253744267,-0.00713614571705827,-9.35917600826313e-06,0.00015279271583027,1.21758125592866e-05,-1.8417918235452e-05,0.0203135361439637,0.0116744694477206,-0.000891810417595001,-0.00121594972498945,-0.00481494720863654,0.00267125918880226,0.615426724208435,-0.00167604646443427,1.0853085180254e-15,-0.109407927280975,-6.73783379266338e-06,-0.0124652866007949,2.92253210828523e-05,-2.37621827509429e-06,7.90225728435981e-05,-8.46545056276682e-16,0.000341311596991292,0.00449999818121682,0.000413783799270373,-0.00204832447169024,-0.00010926968871629,-2.44479335920292e-16,1.00685043251641e-16,2.37998967451344e-16,-6.85773151529876e-16,0.085738628818743,0.000800579846527908,-5.53498295010492e-05,-0.000269313514743077,0.000129691210226467,-4.43755155859219e-06,-0.000274955061973765,-1.25025908988456e-16,0.00220164913312703,-0.00174954603231632,-1.696110792739e-16,0.000489631167232275,1.96611427963426e-15,-4.09320046194277e-16,3.01869767942817e-16,0.000477390579847209,-0.00730198510262577,-7.19374208896698e-16,-3.0792534062017e-05,-1.55101476632588e-15,-0.000370668566554352,0.000134382245051404,3.46368355203159e-15,0.707106781186548,1.06720218715931e-14,-4.04414081152127e-15,-1.25040340691472e-16,2.58823984246757e-15,6.4753076245156e-05,5.55073454936819e-06,0.000325350580374169,1.50064853943012e-15,5.91371324536057e-06,-7.19110947199571e-17,5.54533497225795e-06,-5.17696574407608e-16,-8.78366980140934e-05,-3.96899955237067e-16,3.06153606719936e-16,3.72549050545355e-16,-2.83662430235691e-16,-1.55142124103989e-16,4.96860749192374e-16,1.746025023187e-06,-7.72469784297837e-16,-5.00455686117633e-07,-3.92734985385697e-16,-6.99562944253935e-16,-1.972671276154e-16,-4.49580121748578e-16,-5.17471367301915e-17,-1.43491139408618e-07,-7.63748388231308e-16,8.93807150232374e-17,1.16649354081945e-15,-4.47052145615835e-16
"t50",-0.0957234356672591,0.00239648462305688,0.0430887098872372,0.070460755913727,0.000494227762335001,-6.87288479120345e-05,-0.017056946583324,-0.00216106587333093,-0.272313243350306,0.000167883800834468,0.0278033779017757,-0.00442139880659972,-0.0103475001692469,3.23218353492487e-05,-0.000870980812560393,4.90642258646892e-05,-0.0165857844582948,9.3765349180001e-06,0.000786669253744139,-0.00713614571705841,-9.35917600788608e-06,0.000152792715830121,1.21758125591955e-05,-1.84179182352887e-05,0.0203135361439636,0.0116744694477208,-0.000891810417595077,-0.00121594972498938,-0.00481494720863661,0.0026712591888024,0.615426724208435,-0.00167604646443455,1.13716311526149e-15,-0.109407927280975,-6.73783379267166e-06,-0.0124652866007952,2.92253210829642e-05,-2.37621827513895e-06,7.90225728431446e-05,3.40005801291454e-16,0.00034131159699128,0.00449999818121671,0.000413783799270477,-0.00204832447169022,-0.000109269688715388,-4.19133730579386e-16,3.58370720513233e-17,8.83316100563618e-16,2.3920829471546e-16,0.0857386288187423,0.000800579846527583,-5.53498295010976e-05,-0.000269313514743018,0.000129691210224593,-4.43755155803948e-06,-0.000274955061973801,5.48466145108878e-16,0.00220164913312778,-0.00174954603231504,2.67863175222462e-17,0.000489631167229989,-1.58053726714089e-15,1.04363754662273e-16,-9.73625194480313e-17,0.000477390579844033,-0.00730198510261882,3.86319133298591e-16,-3.07925340635818e-05,1.86127824507002e-15,-0.000370668566550443,0.000134382245069214,-3.36179431480485e-15,-0.707106781186547,-1.06840036176969e-14,3.78495263898748e-15,3.37365363337406e-16,-2.33298750449259e-15,6.47530762475076e-05,5.55073454767979e-06,0.000325350580373134,-1.44144247779564e-15,5.91371324668373e-06,-1.68608572986268e-16,5.54533497394551e-06,6.89670964872247e-16,-8.78366980110186e-05,4.52409154061804e-16,-3.15346250844157e-16,-1.04298530585172e-15,1.85363936670076e-16,-7.38009212044997e-16,3.92083134820261e-16,1.74602502319408e-06,6.3944721304447e-16,-5.00455685690718e-07,1.34620951334998e-16,-1.63533390177056e-16,-4.54333520620474e-16,-6.81171476512958e-16,6.14902452823415e-16,-1.4349113858577e-07,-1.34380518802875e-15,-3.72349140361681e-16,5.91897719989809e-16,4.41126273581286e-16
"t96",-0.0920441057968509,0.00222937869344758,0.0369161918834737,0.0604256520757687,0.000621357830609695,0.000705834124983689,0.0302257921479901,0.000118968810521508,-0.00219377386597996,-9.77934207511185e-06,-0.0186773267817107,0.00669480402068016,0.0207184423683852,-8.31202377191356e-05,0.00411566944089456,-0.000346329178267232,0.271340519005671,-0.000813480299025363,-0.0225142808593055,0.530936748510739,-0.318940733224344,-0.025329612890243,-0.00065328091908372,0.000109636909832083,-0.120109152534344,-0.00893328276850663,0.00284313015853243,0.00110089135340971,0.00124557157819962,-0.000152036129135602,-0.0280467198379724,-0.000300290140884609,1.07181788340854e-16,-0.0378966441131742,-3.03319826214798e-06,-0.00958806177223508,2.46841411924042e-05,-2.02579142593739e-06,7.01636056916497e-05,6.59194920871187e-16,0.000314879376411298,0.00416100110189678,0.000389968674741746,-0.00193778677363681,-0.000103372312130482,5.2175810032926e-17,-4.17601008837384e-17,-5.30128600544981e-17,2.05669879998488e-16,0.00468328298396682,-0.000999621012730966,-0.00402182820863399,-0.00103344841729649,0.000197698823278891,-6.47969377509717e-06,-0.000376438425965427,1.53191600545024e-16,0.00300116716280287,-0.0044152124553141,8.46970087383624e-17,0.000630316082049737,-7.55104658061089e-18,-2.37644343715119e-16,1.48165036062447e-17,0.000599772218021049,-0.000520895755003957,-5.87127540907172e-17,-3.94381327563595e-05,-2.7088853549592e-17,-0.000472587795929892,1.01005462414239e-05,6.14478828345819e-16,2.5172832667507e-16,-1.64927964562049e-16,5.560581871765e-17,-5.0840122282419e-16,2.0258979387309e-16,8.16016611618691e-05,6.99067075271612e-06,0.000409719749974548,8.16746185479858e-16,7.4463188546421e-06,1.9307029558102e-16,6.97900621388847e-06,1.6938171258785e-15,-0.000110541033581722,-2.04206401012266e-16,-2.97568637236354e-16,-1.07722531172152e-16,-4.36813481185515e-16,-5.26030899987052e-16,7.88684735218256e-17,2.19704513526901e-06,7.64843724971564e-16,-6.29676755328529e-07,2.89681114975017e-15,1.76572368245127e-15,-4.41935712333495e-15,3.16545261258023e-15,0.707106781186547,-1.80531178020439e-07,-1.42401582759918e-15,-2.17778116757243e-15,1.9710604128551e-15,1.16374444394972e-14
"t97",-0.0920441057968509,0.00222937869344759,0.0369161918834737,0.0604256520757687,0.000621357830609712,0.000705834124983695,0.0302257921479901,0.000118968810521501,-0.00219377386597994,-9.77934207510404e-06,-0.0186773267817107,0.00669480402068029,0.0207184423683852,-8.31202377191594e-05,0.00411566944089457,-0.000346329178267222,0.271340519005671,-0.000813480299025243,-0.0225142808593056,0.530936748510738,-0.318940733224343,-0.025329612890243,-0.000653280919083628,0.000109636909831851,-0.120109152534343,-0.00893328276850686,0.00284313015853235,0.00110089135341039,0.00124557157819963,-0.000152036129135978,-0.028046719837972,-0.000300290140884342,1.45910244647599e-16,-0.0378966441131746,-3.03319826218636e-06,-0.00958806177223491,2.46841411925696e-05,-2.02579142587896e-06,7.01636056919067e-05,-6.31439345255558e-16,0.000314879376411252,0.00416100110189686,0.000389968674741968,-0.00193778677363624,-0.000103372312130754,-7.8254113046965e-17,9.80521981175544e-17,8.88007845748579e-17,-2.98087839524405e-16,0.00468328298396717,-0.000999621012731336,-0.00402182820863386,-0.00103344841729637,0.000197698823279145,-6.47969377512856e-06,-0.000376438425965565,1.06241970322105e-16,0.00300116716280275,-0.00441521245531452,5.87362459566408e-17,0.000630316082050179,-1.02934358983061e-17,-1.39170239521816e-17,-1.7545145671578e-17,0.000599772218021032,-0.000520895755005792,1.42970048861682e-16,-3.9438132755769e-05,2.95920131016535e-16,-0.000472587795930536,1.01005462395152e-05,-4.6514079766769e-16,-3.45016553253592e-16,1.87973740532291e-16,4.11033423847313e-17,6.44922894430404e-16,-8.77709626433283e-17,8.16016611604632e-05,6.9906707508471e-06,0.00040971974997646,-8.06954968356417e-16,7.44631885454287e-06,-4.07436267455952e-16,6.97900621396206e-06,-1.38878649093226e-15,-0.000110541033580724,4.28649839476665e-16,2.29632485193098e-16,-6.42017361773008e-16,4.82750643526616e-16,1.15816786086754e-16,5.55294179601661e-16,2.19704513757807e-06,-8.44904989760817e-16,-6.29676756238234e-07,-3.72202627279284e-15,-2.30740703914221e-15,3.58138267238134e-15,-4.19372484746014e-15,-0.707106781186548,-1.80531148195773e-07,-7.38305547160082e-16,1.85245192953446e-15,-1.79247626568648e-16,-1.16425446144044e-14
