"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113","V_114"
"t63",0.0108300515739473,0.107718475250643,-0.01379488890827,0.182728092027284,-0.034735284035413,-0.0282521907356187,0.0305776987652785,-0.230819793340968,-0.00315064825589883,0.000212987631953013,-0.00418006518204376,0.00127239490799655,-0.00279704518596146,0.00182078738728207,-0.00229912424995545,-2.39507854150922e-16,-0.00197683666599458,0.0006373028619273,0.00819479504875203,8.28153398500509e-05,0.00111865213341078,-0.190833525275773,-0.14961211949979,-0.023139433774049,0.0213845755245135,-0.0221706172786002,0.317532145444713,0.0288531470984493,-0.404342667990134,-0.00179644013633274,-0.00951471837791282,-6.51184609564218e-06,2.80276570636464e-16,-1.50153634768294e-16,7.76144306857158e-18,-0.0118319164513532,0.00424419639161635,-0.0197124989433115,-0.00165718508577106,-0.0002250653741004,0.00172025577924395,-0.000546764604897665,0.00057939579106003,0.00279074883237747,0.000439156096072601,0.238954544995395,0.000109074692205335,0.000343514622103447,-6.56798562160277e-05,-5.3407446608984e-16,-0.0315518426229647,-0.00611900140966081,0.0670810563114786,0.00107421956196244,0.000200752431707424,6.25254847452665e-05,5.85468018751491e-05,7.92389754810316e-05,0.000173595766000886,-2.07997666573814e-06,-7.33398085676993e-06,-8.65833562221675e-05,-6.38976579269354e-05,-2.84241761213944e-05,7.79945836334736e-05,2.17216457865889e-05,0.000697702223392091,2.32272524920496e-05,0.00164211581570749,4.85055856310726e-07,-5.44667426416508e-05,-0.000662502691298639,-0.0306384212675676,0.000115133580003981,4.70755624814181e-16,-1.34805356468894e-05,2.11323452803391e-06,1.15708402733707e-06,3.93195600121993e-05,2.44708652101392e-06,-1.52377010316784e-05,0.026012633990121,-0.0114606747137702,-0.168005459963647,0.00983172158707716,-0.32219540415108,0.0136902806876712,0.280856280092564,0.0311661642347421,0.0263029115517214,0.0163017996187598,0.0256949265691097,0.0309793788474392,-0.021572636635388,0.00412824716913374,-0.010658323278568,0.0224218113978843,-0.00231379403508764,-0.00656457778713885,-0.0454274421976738,0.128963426953601,-0.371465308990149,0.0129464776646584,-0.0349411216657592,0.0136733033346529,-0.0126408204085676,-0.00257844809069826,0.118786903803016,0.0481533253550255,0.275005046305528,-0.0672377689086491,0.119281489213139,0.0178535515917027,-0.117250565912439
"t9",0.00982069816449636,0.0871176444546439,-0.00991355990594437,0.126189825016069,-0.0136842295910686,-0.00989005705345156,0.00379656569138305,0.0881580733945741,0.0326445789447371,-4.18573580098496e-06,0.00261463180071061,-0.000854425204922688,0.00256366047375168,-0.00424396875444338,0.0092787649048237,1.9289961382746e-15,-0.00688049208533191,0.00173993863382541,0.0207127873038541,0.000104642280501208,0.00114977501205549,-0.0955604516263096,-0.0408751597902754,0.00316970819246985,-0.00398173991492856,0.00414580915726795,-0.0593631935228868,-0.00442014452174963,0.0490773986102079,-3.58701802766464e-05,-0.00694135028634886,-0.000232452579626077,3.85111263012465e-17,4.56820765372138e-16,-5.53734738217441e-17,0.229327427416655,-0.0874886373886222,0.433518543519144,0.0654493925643376,0.010313107636161,0.0695064241806202,0.000178446416585543,-0.000513725265352432,-0.00294454784597314,-0.000413203807777643,-0.0400491628350057,0.000316657256268421,0.00134472950431152,-0.0305937772622413,1.08535544959334e-13,0.61466311286072,0.113171132922732,0.508649694825665,0.0236245378015877,0.0748423325065775,-0.00650045783220444,-0.00511557649132614,-0.00689666700234753,-0.0149450955518683,0.00016010663799181,0.000553533413547016,0.00627485716557334,0.00392631962884386,0.00173460125461066,-0.00458332973088957,-0.000979722802705718,-0.0294095980256148,0.000766696585132854,0.155177122279978,-1.6144429000609e-05,0.000361171533548996,0.00257449371662904,0.0126799832351901,9.3610658472114e-05,-2.96348130153443e-14,0.00152701774646561,-0.000235551032931269,-0.000128823424942984,-0.0043515059239552,-0.000245556299055287,0.00149573671909997,-1.17292538925407e-15,-2.61364358475789e-16,3.49221756259274e-16,3.91684116728901e-16,3.60408707204972e-16,-2.77104223183193e-16,5.6521005549652e-16,-2.79789190740719e-16,-1.43839286489376e-16,3.86653236042144e-17,-4.04122885818385e-16,-6.68723479036844e-16,4.3747392315408e-16,1.28474593648473e-16,-1.22294622726427e-16,7.2469691148501e-17,4.15372133574215e-18,-5.0811046240284e-17,2.41111703636915e-16,3.62886067069783e-16,6.07255623421262e-16,-4.38707817945218e-16,3.9188368300551e-16,4.28292364717944e-16,3.23539381654611e-16,4.3697817933165e-16,5.4300815545075e-16,2.30588819909225e-16,-6.41887679700671e-16,-2.48414250999012e-16,-5.53438290392631e-16,-1.40624474130213e-15,-3.66020196119971e-16
"t39",0.0106160622937349,0.102973131023583,-0.0128048012026218,0.167749782376248,-0.0246335582287788,-0.0184600616995235,0.00800257623825144,0.201802547788282,0.0791744596205737,0.000261625598706657,-0.0054291934959157,0.00166748164723296,-0.00386423831215196,0.00354068109309476,-0.00629772272875197,-0.170989909927982,0.002406359343534,-0.000554287052253466,-0.00637854288128751,-2.1429413199936e-05,-0.000201075507566754,0.00859510683548887,0.00180998907806616,0.000205866868921212,-0.000354255020446899,0.000371035937006815,-0.00812919759526513,-0.000662109905340766,0.0077508029692284,-6.47250931378601e-06,-0.00158492744454377,-8.67113734106806e-05,3.51314307377518e-16,1.83579153419321e-17,-2.58482067007321e-16,0.165305123984442,-0.0686714350874404,0.361981620993585,0.0712565159049712,0.0116248008139044,0.110215805569063,-0.00340229525264976,0.00267797275147354,0.0106106876103052,0.00077832490825732,0.0535609958578246,-0.000286112434108454,-0.00114196187294835,0.0154689533675096,0.503471162392053,-0.227917853180414,-0.0414102084682782,-0.126689066087974,-0.00529141894993153,-0.0126939479095541,0.00077039184136056,0.000537368546082211,0.000721924482607383,0.00154869334241164,-1.45482829598009e-05,-4.88010757229082e-05,-0.000514626378777652,-0.000173619847721414,-7.27305758684016e-05,0.000126972040191544,-0.000195703435104804,-0.0084638486469544,-0.00289224123152942,-0.387501688052967,1.63867523880015e-05,-0.0003024899391227,-0.00211961019105195,-0.010226289214776,-7.49677745862725e-05,-0.466132212298568,-0.000419910926726823,6.32657731782782e-05,3.45386086923211e-05,0.00115587647835914,5.20496776703827e-05,-0.000283809802904794,-1.58687400214796e-16,-1.54430623711544e-15,1.319933289555e-15,-1.038602674287e-15,-2.06646439821983e-16,-3.79549692257771e-16,6.15777024271025e-16,4.52994546074932e-16,-9.5683511709998e-17,3.99596643853348e-16,-4.15762711701347e-16,-2.51738262457126e-15,1.2410566784139e-15,-2.46541745818982e-16,-1.05502240717018e-16,6.81052236827117e-16,-9.47692267394553e-16,-2.60774189077618e-16,6.49130170524015e-16,-1.13728512239728e-16,-1.89547588428887e-16,-2.24620970810112e-16,1.1478987699231e-15,1.55302426162987e-15,3.38550677679933e-17,1.65167698892339e-16,-1.59661895975355e-15,6.66887207030227e-16,-1.2788615992785e-15,2.55161239404871e-16,-8.6518230814285e-17,-4.78309689237393e-16,3.50286767234964e-16
"t40",0.0108162317460579,0.106990715984425,-0.013541801812271,0.178362753101957,-0.0274727957759604,-0.0206855853516393,0.00909972074643458,0.231526437048159,0.0913654561026431,0.000333196704677255,-0.00764850891146524,0.0023642913501006,-0.00565245203944117,0.00575236211429235,-0.0107638911743908,-0.320312683546415,0.00516261575455953,-0.00123875828943744,-0.014476496347967,-5.99761259047162e-05,-0.000617564473408292,0.0416931525077887,0.015671486860786,-0.000833478190718582,0.000948109264941128,-0.000984953883879064,0.0113361849319411,0.000790995980924697,-0.00841660752847432,5.43365002856429e-06,0.000777368074960556,3.55253304023991e-06,-3.65028435533822e-16,-5.35790046902236e-17,1.06254047754811e-16,0.0359221034701109,-0.0162335465464228,0.0901369283337081,0.0209170872327058,0.00346896335895173,0.0371840255864391,-0.00148452981999646,0.00122153521778695,0.00496913027186478,0.000392598918099519,0.0286866243968454,-0.000168285429531614,-0.000683734619030384,0.0111964463012299,0.366251126988626,-0.193131887017509,-0.035359726759609,-0.140152323403871,-0.00637270518750833,-0.0196270921000628,0.00172395392262195,0.00137239394100308,0.00185090746870331,0.00401524409476188,-4.36679270789179e-05,-0.000151526575437175,-0.00173315258408763,-0.00116637098770865,-0.000518026879967321,0.00141724397301685,0.000571089659878704,0.0208582371162009,0.00424717993930006,0.556859210518879,-2.14067380982516e-05,0.00038167080501224,0.00266524972466933,0.0128044079691134,9.37304534154833e-05,0.513088585664114,0.000349060159524705,-5.18248100855629e-05,-2.82609105442294e-05,-0.00094023382537366,-3.61608945585416e-05,0.000180603452300192,1.90461795640529e-15,1.75781698225075e-15,-1.40008447543916e-15,1.00315806009221e-15,-6.13658429626796e-17,4.01168356346793e-16,-1.7427465720532e-15,-1.94120300346309e-15,2.05808677392061e-16,-1.04252815148059e-15,8.7919987045923e-16,4.12469808742238e-15,-1.97622273363438e-15,9.40128644421126e-16,4.00782109322845e-17,-1.50367999302015e-15,1.98251788249837e-15,4.48290493268444e-16,-1.43754366049853e-15,-8.49617244776373e-16,-8.99454122293974e-16,1.27262295753633e-15,-1.5889931514676e-15,-2.53154092198608e-15,-1.98490312727784e-16,6.33907599263857e-16,4.66145947796565e-16,5.68108385855248e-16,1.89870905456524e-15,-1.36127173173007e-15,7.87130777224476e-16,7.74228771371899e-16,8.42154037478116e-16
"t92",0.0109502245837505,0.109691268104495,-0.014039005179435,0.185530369369146,-0.0294080728389966,-0.0222038743831642,0.00985021040846107,0.251891175028692,0.099726446827306,0.000383075628091837,-0.00921702734265397,0.00285717295206316,-0.00692223564528653,0.00734147416863267,-0.0139892108544944,-0.429046754714516,0.00719080589990196,-0.00174383521674139,-0.0204581064281146,-8.87909763744163e-05,-0.000930260053459621,0.0669306022392373,0.02635637090371,-0.0016647321083054,0.00200103093251266,-0.0020815036264301,0.02747235508573,0.00200465900627433,-0.021986673769312,1.55710438723543e-05,0.00285674691103645,9.21086816658345e-05,6.28575389832359e-17,-2.57315539129416e-16,2.86514810613531e-17,-0.116939348245952,0.0471176073670547,-0.243461929355847,-0.0447675147951593,-0.00725113651166675,-0.0650649353493947,0.0017908149989545,-0.00138453322566365,-0.00543047971636089,-0.00038803486025572,-0.0262223187923277,0.000137023885370051,0.00054514139140846,-0.00728192550883078,-0.237041030856563,0.109124847297002,0.0198556377125892,0.0657758413530834,0.00285204771073641,0.00783542659924352,-0.00061211668084823,-0.000472377842348159,-0.00063654447997772,-0.0013775571691071,1.45545771243461e-05,5.01999082174426e-05,0.000566430431137996,0.000352691452229236,0.000155968122996523,-0.000415892033195592,-0.000137099819307148,-0.00487460165763054,-0.000888468393970608,-0.115825652785842,4.33671610024339e-06,-7.65455686585606e-05,-0.00053398401996146,-0.00256215901023296,-1.87473195094875e-05,-0.0986429518992257,-6.06685282686944e-05,8.95519938194644e-06,4.88123261517428e-06,0.000162016266493624,5.83118356402488e-06,-2.79881841355519e-05,0.0323913522835831,0.0371007951364253,0.0699618226189738,0.125098507933726,-0.100804764420325,-0.0202287490945612,0.00887761273176366,-0.227368938428384,-0.0205718537989503,-0.0244008532621298,-0.0858411834143816,0.0156827532424262,-0.00859832463712143,0.0583434144018029,0.00375546187801603,-0.0470844830885639,0.0464820038522806,0.0302285126931641,-0.0813125247242891,-0.153041425649534,-0.158729954655711,0.0871502996103559,0.0597358930540119,-0.0474859209176488,-0.0689184230588772,0.271702535159549,-0.117355501345273,0.325103300603667,-0.220358272564465,-0.204607226205465,0.0623907426258477,-0.139752352371217,0.129377308021451
"t93",0.0109502245837506,0.109691268104495,-0.014039005179435,0.185530369369146,-0.0294080728389967,-0.0222038743831642,0.00985021040846103,0.251891175028692,0.099726446827306,0.000383075628091819,-0.00921702734265405,0.00285717295206314,-0.00692223564528629,0.0073414741686326,-0.0139892108544945,-0.429046754714515,0.00719080589990172,-0.00174383521674139,-0.0204581064281146,-8.87909763742306e-05,-0.000930260053459604,0.0669306022392373,0.0263563709037096,-0.00166473210830561,0.00200103093251271,-0.00208150362643011,0.0274723550857297,0.0020046590062744,-0.021986673769312,1.55710438726458e-05,0.00285674691103628,9.21086816662187e-05,1.06427692286906e-16,-1.51735650679003e-17,3.8785923020685e-16,-0.116939348245951,0.0471176073670544,-0.243461929355846,-0.0447675147951597,-0.00725113651166551,-0.0650649353493946,0.0017908149989532,-0.00138453322566362,-0.00543047971636071,-0.000388034860255816,-0.0262223187923277,0.000137023885370944,0.000545141391408648,-0.0072819255088318,-0.23704103085656,0.109124847297,0.0198556377125902,0.0657758413530832,0.00285204771073263,0.00783542659924417,-0.000612116680847969,-0.000472377842348253,-0.00063654447997717,-0.00137755716910766,1.45545771242336e-05,5.01999082175653e-05,0.00056643043113741,0.000352691452229039,0.000155968122996788,-0.000415892033193179,-0.000137099819305795,-0.00487460165763155,-0.000888468393970217,-0.115825652785842,4.33671609912348e-06,-7.65455686574753e-05,-0.000533984019963295,-0.00256215901023224,-1.87473195085881e-05,-0.0986429518992227,-6.06685282680435e-05,8.95519938986719e-06,4.88123261425119e-06,0.000162016266495342,5.83118356295575e-06,-2.7988184133701e-05,-0.0323913522835845,-0.0371007951364259,-0.0699618226189739,-0.125098507933726,0.100804764420326,0.0202287490945612,-0.00887761273176282,0.227368938428385,0.0205718537989502,0.0244008532621305,0.0858411834143815,-0.0156827532424279,0.00859832463712213,-0.0583434144018034,-0.00375546187801601,0.0470844830885647,-0.0464820038522815,-0.0302285126931643,0.0813125247242898,0.153041425649535,0.158729954655711,-0.0871502996103568,-0.0597358930540116,0.0474859209176499,0.0689184230588774,-0.27170253515955,0.117355501345274,-0.325103300603668,0.220358272564464,0.204607226205466,-0.0623907426258479,0.139752352371217,-0.129377308021451
"t33",0.0106160622937348,0.102973131023583,-0.0128048012026217,0.167749782376248,-0.0246335582287787,-0.0184600616995234,0.00800257623825141,0.201802547788281,0.0791744596205733,0.000261625598706776,-0.00542919349591552,0.00166748164723269,-0.00386423831215191,0.00354068109309517,-0.00629772272875138,0.170989909927984,0.00240635934353542,-0.00055428705225409,-0.00637854288128793,-2.14294132006862e-05,-0.0002010755075667,0.00859510683548963,0.00180998907806673,0.000205866868921231,-0.000354255020447599,0.000371035937006376,-0.0081291975952648,-0.000662109905341395,0.00775080296922836,-6.47250931393346e-06,-0.0015849274445433,-8.67113734117058e-05,-1.54882026154232e-16,2.20545842196634e-17,-1.4678375060915e-17,0.165305123984443,-0.068671435087442,0.361981620993588,0.0712565159049712,0.0116248008139019,0.110215805569066,-0.00340229525265097,0.00267797275147364,0.0106106876103044,0.00077832490825565,0.0535609958578277,-0.000286112434114382,-0.00114196187294839,0.015468953367643,-0.503471162392112,-0.227917853180255,-0.0414102084682474,-0.126689066087916,-0.00529141894993284,-0.0126939479095478,0.000770391841365089,0.000537368546079299,0.000721924482606381,0.00154869334241342,-1.45482829592115e-05,-4.88010757361658e-05,-0.000514626378776168,-0.000173619847722627,-7.27305758629103e-05,0.000126972040197994,-0.000195703435108474,-0.00846384864695847,-0.00289224123153111,-0.387501688052923,1.63867522715094e-05,-0.000302489939082468,-0.00211961019105846,-0.0102262892147522,-7.49677745856425e-05,0.466132212298629,-0.000419910926730649,6.32657731411204e-05,3.45386086950143e-05,0.00115587647835254,5.20496776754239e-05,-0.000283809802901911,-7.04297731246584e-16,-8.09248501543181e-16,3.72965547335014e-16,-2.10335221462188e-17,-4.33680868994202e-18,-1.53956708492942e-17,4.77048955893622e-16,7.03050898748225e-16,9.12681388798298e-16,1.52005144582468e-16,-1.78633149938712e-15,-1.8476973423498e-15,1.21723377904948e-15,-6.02138781544137e-16,-6.99635661904896e-16,9.06826697066876e-16,-7.86046575051991e-16,7.61109925084824e-16,8.64434392122693e-16,-7.79053471039459e-16,-5.89805981832114e-16,-1.88542757795229e-16,9.26776017040609e-16,3.61337479035106e-16,-4.5102810375397e-16,8.38196699548543e-16,7.71193005288939e-16,9.25908655302621e-17,-1.15706055847653e-15,1.70219741080224e-17,5.00467722819309e-16,1.6380126421911e-15,3.57786716920216e-16
"t115",0.010816231746058,0.106990715984425,-0.013541801812271,0.178362753101957,-0.0274727957759606,-0.0206855853516393,0.0090997207464346,0.231526437048159,0.0913654561026432,0.000333196704677299,-0.00764850891146513,0.00236429135010031,-0.00565245203944138,0.00575236211429292,-0.0107638911743896,0.320312683546418,0.00516261575456221,-0.00123875828943802,-0.0144764963479681,-5.9976125906088e-05,-0.00061756447340793,0.0416931525077919,0.0156714868607877,-0.000833478190718488,0.000948109264941046,-0.000984953883878866,0.0113361849319416,0.000790995980924636,-0.00841660752847624,5.43365002886813e-06,0.000777368074959152,3.55253303959292e-06,2.0802402876195e-16,1.55205038585922e-16,7.66250603305264e-17,0.0359221034701123,-0.0162335465464232,0.0901369283337116,0.0209170872327075,0.00346896335894998,0.037184025586443,-0.00148452981999878,0.00122153521778708,0.00496913027186385,0.000392598918098994,0.0286866243968506,-0.000168285429538599,-0.00068373461902885,0.0111964463013281,-0.3662511269887,-0.193131887017427,-0.0353597267595914,-0.140152323403856,-0.00637270518750927,-0.0196270921000651,0.00172395392261782,0.00137239394100081,0.00185090746870168,0.00401524409476437,-4.36679270773281e-05,-0.000151526575431361,-0.00173315258408941,-0.00116637098770759,-0.000518026879976815,0.00141724397301091,0.000571089659884627,0.0208582371162039,0.00424717993930122,0.556859210518812,-2.14067379651128e-05,0.000381670804965731,0.00266524972467485,0.0128044079690841,9.37304534156829e-05,-0.513088585664167,0.000349060159527971,-5.18248100402714e-05,-2.82609105449131e-05,-0.000940233825364758,-3.6160894561831e-05,0.000180603452296323,1.96435749610924e-15,1.20281389015542e-15,-2.62450109388135e-15,-1.40852769985739e-15,-2.91650384398601e-16,4.66627062510605e-16,-3.17454396103756e-16,-1.00651231056334e-15,-1.03061548011041e-15,-2.40882617671967e-16,2.42908720481799e-15,3.69382259154949e-15,-1.86776185880436e-15,4.78529569485422e-16,1.46129107620775e-15,-1.02191475767621e-15,1.29026834789353e-15,-6.76325315196458e-16,-1.39154638333083e-15,6.55402754366329e-16,-5.69748241641133e-16,9.56273092395793e-16,-2.1749773206417e-15,-1.16441449852459e-15,1.35850532212434e-16,-1.29177183137491e-15,-1.66835675049354e-15,-5.97774867799883e-16,2.19933121194116e-15,1.11024843561357e-16,-3.39027308830786e-15,-1.61890357890104e-15,-6.67570382653637e-16
"t118",0.0109502245837505,0.109691268104494,-0.0140390051794349,0.185530369369145,-0.0294080728389964,-0.0222038743831641,0.00985021040846103,0.251891175028689,0.0997264468273049,0.000383075628091967,-0.00921702734265378,0.00285717295206285,-0.00692223564528643,0.00734147416863326,-0.0139892108544928,0.429046754714514,0.00719080589990511,-0.00174383521674229,-0.0204581064281152,-8.87909763762438e-05,-0.000930260053459127,0.0669306022392388,0.0263563709037105,-0.00166473210830605,0.00200103093251272,-0.00208150362643027,0.0274723550857306,0.00200465900627362,-0.0219866737693121,1.55710438723383e-05,0.00285674691103698,9.21086816664954e-05,-5.91676309524361e-17,9.76787397852522e-17,2.48841995153867e-17,-0.116939348245953,0.0471176073670551,-0.24346192935585,-0.0447675147951609,-0.00725113651166475,-0.0650649353493968,0.00179081499895357,-0.00138453322566361,-0.00543047971636045,-0.000388034860255284,-0.02622231879233,0.000137023885373904,0.000545141391407914,-0.00728192550889525,0.237041030856595,0.109124847296938,0.0198556377125762,0.0657758413530662,0.00285204771073673,0.00783542659924321,-0.000612116680847233,-0.000472377842346514,-0.000636544479975968,-0.00137755716910849,1.45545771238022e-05,5.01999082178559e-05,0.00056643043113767,0.000352691452228846,0.000155968122999116,-0.000415892033194254,-0.000137099819307833,-0.00487460165763118,-0.000888468393970656,-0.115825652785825,4.33671607361484e-06,-7.65455686488149e-05,-0.000533984019962231,-0.00256215901022716,-1.87473195093714e-05,0.0986429518992283,-6.06685282685535e-05,8.95519937820291e-06,4.88123261391249e-06,0.000162016266493708,5.83118356387147e-06,-2.79881841325838e-05,-0.0846846759467475,-0.000810633342041963,0.104665436263407,0.254803417231622,0.0760487820404552,0.00310037389351182,-0.016323247000197,-0.00467133918975216,0.00467798173398438,-0.00565966935957687,0.0131320156641182,-0.00591260608902204,-0.00949806408122851,0.0141745822902341,0.0122953852553964,0.000974587057412436,0.00997471886364903,0.0056549995644946,0.00793588898489849,-0.00726643809158188,0.0425556100268332,0.00978707326388061,0.00375484635450555,-0.00264233692298176,-0.0172702159382793,-0.031584842182529,0.325976717575391,-0.0183303808987841,-0.0213203085405311,-0.00667660715228098,0.434927363136518,0.249563543258375,0.219434816833164
"t119",0.0109502245837505,0.109691268104494,-0.014039005179435,0.185530369369145,-0.0294080728389964,-0.0222038743831641,0.00985021040846101,0.251891175028689,0.099726446827305,0.000383075628091964,-0.00921702734265383,0.00285717295206287,-0.00692223564528649,0.00734147416863336,-0.0139892108544928,0.429046754714515,0.00719080589990493,-0.00174383521674224,-0.0204581064281154,-8.87909763764017e-05,-0.000930260053459174,0.0669306022392391,0.0263563709037106,-0.00166473210830606,0.00200103093251258,-0.00208150362643012,0.0274723550857303,0.00200465900627388,-0.0219866737693123,1.55710438734763e-05,0.00285674691103658,9.21086816663358e-05,-7.22236415864466e-17,-3.05069493778468e-16,-6.1247198867978e-17,-0.116939348245955,0.0471176073670557,-0.243461929355851,-0.0447675147951608,-0.00725113651166456,-0.0650649353493974,0.00179081499895633,-0.00138453322566372,-0.00543047971635966,-0.000388034860254804,-0.0262223187923309,0.000137023885374904,0.000545141391408121,-0.00728192550889463,0.237041030856598,0.109124847296939,0.0198556377125777,0.0657758413530662,0.00285204771073436,0.00783542659924322,-0.000612116680847811,-0.000472377842347061,-0.00063654447997614,-0.00137755716910862,1.4554577123341e-05,5.0199908218247e-05,0.000566430431138587,0.000352691452229186,0.000155968122999613,-0.000415892033192492,-0.000137099819307906,-0.00487460165763159,-0.000888468393970615,-0.115825652785829,4.33671607145206e-06,-7.65455686488275e-05,-0.00053398401996508,-0.00256215901022579,-1.87473195090557e-05,0.0986429518992347,-6.06685282687745e-05,8.95519937449754e-06,4.88123261460985e-06,0.00016201626649057,5.83118356357811e-06,-2.79881841346863e-05,0.0846846759467462,0.00081063334204186,-0.104665436263405,-0.25480341723162,-0.0760487820404549,-0.00310037389351214,0.0163232470001971,0.00467133918975222,-0.00467798173398413,0.00565966935957687,-0.0131320156641193,0.00591260608902054,0.00949806408122919,-0.0141745822902341,-0.0122953852553971,-0.000974587057412119,-0.00997471886364926,-0.00565499956449449,-0.0079358889848981,0.0072664380915814,-0.0425556100268326,-0.00978707326388124,-0.00375484635450434,0.00264233692298208,0.0172702159382793,0.0315848421825298,-0.325976717575389,0.0183303808987847,0.0213203085405299,0.00667660715228037,-0.434927363136515,-0.249563543258374,-0.219434816833163
"t29",0.037596496127652,0.0215173452440141,-0.0112471361627568,0.0309074810073626,0.0362656077127814,0.0855397498394474,-0.0434745278310841,0.0575334589721756,-0.318656420918599,0.00539851608909587,-0.0521348757991557,0.0156070987787307,-0.00644423626195789,0.0266732709009928,-0.0132282808347219,-5.62050406216485e-16,0.0148973152892655,-0.00766056365787912,-0.0928463903446416,0.000708023671943898,0.0017956989701934,-0.00206452347247822,1.28153559044754e-05,0.000490793409743333,-0.000155395938314768,0.000162916961117877,-0.00254940536176264,-0.000104290962112666,-0.000428179286550868,-0.000429146546166662,-0.00170482496556632,-0.000347293086413018,-6.29602652495125e-16,2.53762912857011e-16,-5.56614268641094e-16,0.436337160034138,-0.138224539090412,-0.269919885420271,0.0250961850403162,0.00441800505871446,0.055317829837773,-0.00190112933006542,0.00864025576674172,0.00563248719693755,0.00216006360374456,0.00582392321197097,-0.000155394711601496,-0.00296964601389226,0.00569213585511067,-4.84334794492725e-15,-0.0331050796860059,-0.00231471316287368,-0.0202245304209313,0.00299025663863883,0.294393005088278,0.0189142065018014,0.00707573790221695,0.00104549071853444,0.00331860419102581,-0.000239174583289345,-0.000106867687934014,-0.00111433673641264,-0.000527897930775107,-0.000240467118134451,0.0434523685210595,-0.000403234954373983,-0.00380553474031743,-0.000647248019376794,-0.00159403500683916,-3.09477393340725e-06,0.000470079118182526,0.0005607265792777,0.000310820054915159,0.000216049984857859,-6.27276008913213e-15,0.0476102121263136,-0.00430117388931252,-0.00274662380574625,-0.693593321402549,0.00136510039829624,-0.00093562040371109,6.24500451351651e-17,-3.12250225675825e-16,-6.74807432154978e-16,1.71217207078911e-15,1.14491749414469e-15,7.81492925927552e-16,-2.35922392732846e-16,5.73759789679329e-16,6.32306706993546e-16,1.15359111152458e-16,-2.98806118737005e-16,-1.03909936211011e-15,2.33320307518881e-16,7.15681854057681e-16,-8.43942971062717e-16,5.29958021910915e-16,-8.94249951866044e-16,-6.17561557447743e-16,9.34148591813511e-16,1.7054500173197e-16,-1.54737334057131e-15,4.33680868994202e-17,9.64506252643105e-16,2.94252469612566e-16,1.09287578986539e-16,-4.37475576597901e-16,9.27209697909603e-16,-1.98625837999344e-16,1.87350135405495e-16,6.11490025281825e-16,9.31546506599545e-16,1.16226472890446e-16,-3.52148865623292e-16
