,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
t41,-0.0024773313,-0.6213628,3.0969212,-0.074932605,1.7457635,4.539711,5.336224,-0.015668806,0.011299852,-0.41209358,5.7658105,8.912204,-0.011118061,0.0016953426,1.6992115,0.57558405,-0.033846125,0.5214877,2.4740083,2.1765745,-0.48108312,9.285961,-0.09487613,-0.44387758,-0.687034,1.6863246,-0.22003865,-0.028472168,-0.14149275,7.2748904,3.1433113
t42,-0.008093064,-0.5794274,2.5374715,-0.08288423,1.0880287,4.6269083,4.263249,-0.015420419,0.024319796,-0.3671799,5.719848,8.267353,1.8987076,0.0021398615,1.4416384,0.52723837,-0.012342571,-0.0013056197,3.0569332,2.3372355,-0.47009903,8.330657,-0.07907587,-0.4159743,-0.66765887,1.3856691,-0.21618322,-0.028160034,-0.1317998,6.7630763,3.5045128
t43,-0.2255558,2.9551272,-0.13766561,10.972943,12.83462,3.3495216,5.5870047,-0.0075400006,3.085945,5.5537033,-0.20031404,-0.27856815,-0.33517534,0.015528431,6.570691,0.18884955,3.1879523,9.7894125,-0.074742444,-0.024686959,-0.13171892,1.1233579,15.66754,-0.12810276,3.3640072,0.8390305,-0.052050814,0.032801837,-0.11717918,0.83370876,-0.12141517
t44,-0.24238878,2.2370338,-0.124700524,11.150067,13.600634,3.4859853,6.277805,-0.008112866,3.8008368,5.2118883,-0.20337476,-0.27382913,-0.36089212,0.015189924,6.8832245,0.1463177,2.9655874,10.03075,-0.07546195,-0.024238123,-0.13919346,1.8227454,15.704281,-0.09665005,2.8959458,0.54694194,-0.05145211,-0.0008800887,-0.11886961,1.3299277,-0.119052
t45,-0.04140482,-0.6931352,3.3595736,-0.09847383,1.590464,5.2561946,5.7246165,-0.0132369,0.014373565,-0.41016668,5.9342737,9.186773,-0.025625767,0.0017623516,1.2201127,0.6102875,0.20087382,0.37246084,3.4296904,4.8808956,-0.54118466,9.189538,-0.1637652,-0.4682202,-0.799808,1.9295634,-0.24418715,-0.034338087,-0.14588593,8.049764,2.2221582
t46,-0.23492436,2.5436573,-0.14963496,11.670565,14.046601,3.0756664,5.550353,-0.0069482983,3.4243839,6.1557183,-0.2133116,-0.30434683,-0.34996825,0.015988389,6.6932344,0.19917174,3.592051,9.902565,-0.067166165,-0.023850314,-0.13667564,1.209528,17.369501,-0.07844342,3.998882,0.27097872,-0.06615164,0.24694252,-0.13252136,0.973582,-0.124793865
t47,-0.23542717,2.6117964,-0.12944965,11.013884,13.172293,3.3950577,5.924678,-0.0079224855,3.5116563,5.221031,-0.19491641,-0.27448815,-0.35050055,0.0151834,6.6890125,0.15535523,3.0061884,9.837889,-0.07648018,-0.024391389,-0.13460761,1.5343431,15.573674,-0.1149314,2.9497998,0.6558937,-0.051211435,-0.0006460377,-0.117524736,1.0984364,-0.11591223
t48,-0.3307058,7.8323374,-0.085800156,8.631169,7.931478,6.8066764,11.442406,-0.019716984,1.5029835,6.0819335,-0.16464649,-0.21046285,-0.41200405,0.020892456,8.74551,0.11705618,-0.0065653073,15.17856,-0.15377599,-0.05375451,-0.28811252,0.41770312,9.751142,-0.7029081,0.5870883,8.003446,-0.0071204626,0.078953706,-0.089753315,-0.24767841,-0.1970964
t49,-0.22905616,2.7244272,-0.15441895,11.6668215,13.9125,3.0251563,5.364404,-0.0066374866,3.2169685,6.3348837,-0.21266066,-0.30783382,-0.34378225,0.016087422,6.583169,0.21558785,3.6877048,9.836533,-0.06675384,-0.023945382,-0.13790222,0.9727021,17.515839,-0.08545513,4.2383075,0.31614485,-0.06784245,0.35795468,-0.13369241,0.8196789,-0.12586588
t50,-0.21830039,3.496609,-0.15475212,10.995061,12.526895,3.1351647,4.8946376,-0.006863264,2.5549364,6.1372094,-0.19647916,-0.28774953,-0.31874153,0.015673647,6.244037,0.22914524,3.5250385,9.565025,-0.07058644,-0.024114326,-0.12128845,0.4998775,16.132645,-0.14745934,3.8997383,0.9142157,-0.055976372,0.32568327,-0.12305535,0.44893855,-0.13019805
t51,-0.21155807,3.643798,-0.14921543,10.67948,11.997636,3.2255838,4.9019694,-0.0069256565,2.4075627,5.8097625,-0.18384576,-0.27967,-0.31600302,0.015269464,6.0800776,0.2205666,3.3772233,9.465993,-0.075611666,-0.025735822,-0.12045889,0.44873288,15.451547,-0.1736308,3.6574087,1.1253426,-0.053053364,0.2709594,-0.11725061,0.32618985,-0.12823069
t52,-0.21678618,3.549866,-0.1536277,10.975419,12.477592,3.0643833,4.8579364,-0.0066946517,2.5027025,6.1904593,-0.19859822,-0.29059216,-0.31543386,0.015831959,6.2447286,0.23160556,3.477511,9.515788,-0.06983105,-0.024256505,-0.120876454,0.4272826,16.133028,-0.14865638,3.904858,0.9518389,-0.055634398,0.3398212,-0.12169432,0.38194942,-0.1330407
t53,-0.18597065,4.884392,-0.18504864,10.476498,11.287834,2.8411746,3.6721888,-0.0064645805,1.1755105,7.0330205,-0.18000986,-0.2970412,-0.26596245,0.016178463,5.7763205,0.35059828,4.1935253,9.176508,-0.06769986,-0.027135922,-0.120119,-0.016158443,15.904681,-0.21922272,4.849291,1.612006,-0.061963,0.77575374,-0.1253199,-0.117109664,-0.14163303
t54,-0.22975686,2.7105472,-0.16309457,11.932691,14.241236,2.9253602,5.184395,-0.006415375,3.1838715,6.6706104,-0.21549934,-0.31878206,-0.34487122,0.016351502,6.576115,0.22974893,3.9415536,9.819268,-0.06369974,-0.023959612,-0.14065595,0.8489472,18.21917,-0.07060954,4.6214476,0.16360745,-0.07357282,0.48735544,-0.14010039,0.75011986,-0.12836762
t55,2.0808492,-0.70191634,5.2489614,-0.06494062,1.5939416,4.142347,8.118903,-0.02122038,0.013072946,-0.46313754,9.093711,7.8174677,-0.036039412,0.0029122368,0.9868289,0.56038547,-0.14134382,0.4597487,2.4066815,-0.0025883364,-0.5748349,11.825402,-0.07759087,-0.5151706,-0.5807525,2.6820838,-0.21853532,-0.029073372,-0.20418383,7.506654,6.912188
t56,1.399476,-0.67589635,4.4153423,-0.063010834,1.4556555,4.1705437,7.494726,-0.020296626,0.018060356,-0.43294677,8.69309,7.802027,0.35300624,0.0030712527,1.0675358,0.5385952,-0.11045638,0.16577743,2.633552,0.38150737,-0.5731726,10.8445215,-0.09048232,-0.50690883,-0.5685024,2.5158174,-0.2132673,-0.028725697,-0.19686913,7.621441,6.4279284
t57,-0.35089263,7.9985185,-0.07752712,9.250527,8.59817,7.8489847,12.189829,-0.019230297,2.2755444,5.434684,-0.18066902,-0.22012688,-0.45423278,0.022116015,9.221001,0.05310834,-0.019656094,15.454065,-0.16845286,-0.05039359,-0.3195333,0.9267444,10.527544,-0.6729739,0.6432074,7.5761595,-0.012701255,0.27926064,-0.08622487,-0.13098593,-0.17147192
t58,-0.35483512,7.538491,-0.061473258,9.344572,8.953995,7.856518,12.487742,-0.019305015,2.7728107,5.163246,-0.19871898,-0.21568698,-0.4600249,0.022004824,9.372863,0.028724164,-0.04054073,15.4036,-0.1659287,-0.04774115,-0.31847593,1.2690252,10.576955,-0.6435332,0.3956185,7.2949095,-0.013702766,0.18036973,-0.08617976,-0.06346503,-0.1639403
t59,-0.011697647,-0.5598556,2.4435055,-0.08370165,0.8350912,4.6954255,4.0255675,-0.015166921,0.026691733,-0.35929936,5.7554083,8.012311,2.3117795,0.0019324684,1.4648764,0.50357836,-0.0113110095,-0.0124289645,3.177541,2.292492,-0.46236834,7.9740314,-0.06677405,-0.4006922,-0.655669,1.2961444,-0.21240854,-0.027070502,-0.12930734,6.562183,3.6956344
t60,-0.00771174,-0.58531106,2.7460513,-0.0797974,1.2116046,4.6558456,4.604186,-0.01551122,0.019553244,-0.38774008,5.7428393,8.447049,1.1153586,0.0019027471,1.5601828,0.54848987,-0.01937645,0.11051963,2.8633115,2.2565534,-0.46863624,8.532857,-0.081848115,-0.41722533,-0.687048,1.4827409,-0.21469183,-0.027659705,-0.13606474,6.870641,3.4575324
t61,-0.3526132,8.043482,-0.075261086,9.303289,8.640709,7.962372,12.285494,-0.019295286,2.3501961,5.392576,-0.18282431,-0.22154464,-0.4588079,0.022265559,9.292001,0.048063435,-0.019773114,15.522867,-0.16946124,-0.049978446,-0.32296506,0.97354376,10.606518,-0.67263395,0.61834645,7.564839,-0.012982295,0.28987297,-0.08596707,-0.11803864,-0.16944006
t62,1.3376567,-0.72387433,4.74889,-0.056754045,1.3947831,3.921897,8.265247,-0.02138202,0.022605052,-0.4426049,10.013145,7.373861,0.19077054,0.003541853,0.69374394,0.5186268,-0.12241848,0.39165765,2.7689815,0.12817532,-0.5986759,11.133689,-0.11274319,-0.543576,-0.515564,2.8344119,-0.20723775,-0.02805169,-0.210014,8.251535,7.490201
t63,-0.051763784,-0.7073327,2.5839283,-0.12716092,0.23667079,6.092036,3.8282542,-0.010510139,0.04130682,-0.29534608,6.1561213,7.1109343,4.352074,0.0016201005,0.47797948,0.42226392,1.0137486,-0.03631084,6.092249,8.247209,-0.4893421,7.5909367,-0.21241175,-0.42004183,-0.8348568,1.2864362,-0.2528754,-0.03640249,-0.10026972,7.1598907,2.4018185
t64,-0.35195875,8.37295,-0.08425379,9.267208,8.431474,8.035332,12.157276,-0.01945129,2.0941305,5.5182095,-0.17110255,-0.22445394,-0.45688778,0.022412417,9.271712,0.065085456,-0.006747947,15.584142,-0.17189814,-0.05166067,-0.32706085,0.8186622,10.568196,-0.6934975,0.76409256,7.7480974,-0.012751136,0.3834236,-0.08552191,-0.15276739,-0.17467278
t65,-0.20971923,4.2296095,-0.20624977,11.845494,13.293762,2.7412128,3.7769027,-0.0057671,1.6959776,7.864339,-0.20548517,-0.33494642,-0.2946531,0.017230032,5.905866,0.3718187,5.008484,9.804829,-0.059850432,-0.026363252,-0.13145506,-0.011381914,18.51444,-0.14496782,5.611162,0.8813483,-0.07824514,0.8500521,-0.14814937,-0.086631335,-0.13235529
t66,-0.040426835,-0.6626483,2.9815888,-0.10838763,1.0341958,5.5347037,4.722552,-0.012932792,0.02593843,-0.37569633,5.7810373,8.935904,1.4515756,0.0017419354,1.1623813,0.568167,0.39998516,-0.0041983565,3.8770971,5.0689235,-0.5279556,8.606199,-0.14753905,-0.454217,-0.776531,1.6453757,-0.24740893,-0.034443196,-0.13038452,7.6487126,2.468226
t67,-0.34245497,9.095251,-0.10201271,9.096016,7.9171042,8.064692,11.76986,-0.019925099,1.4583845,5.866814,-0.13901888,-0.2303342,-0.45075014,0.022427734,9.192732,0.12694591,0.42830944,15.6467905,-0.17491078,-0.055237573,-0.33554918,0.37040237,10.297493,-0.7440284,1.095164,8.172902,-0.011985093,0.5556302,-0.08592275,-0.23416954,-0.19316992
t68,-0.35465342,8.168104,-0.079565085,9.2860155,8.535074,7.95845,12.219386,-0.01947282,2.2442222,5.425913,-0.17816322,-0.22229907,-0.45322058,0.022255376,9.305139,0.051653698,-0.017741065,15.508788,-0.16947407,-0.052090816,-0.324183,0.9726726,10.472476,-0.6901901,0.6862985,7.672707,-0.012479195,0.38376603,-0.08506978,-0.13611881,-0.17681105
t69,-0.34543142,8.81555,-0.09863142,9.096334,8.009394,7.922102,11.821588,-0.019867986,1.5841519,5.8050866,-0.14772843,-0.22759315,-0.44423246,0.022209156,9.190363,0.10851651,0.24355258,15.5525875,-0.17164151,-0.056013532,-0.33012536,0.5406466,10.2091875,-0.7405397,1.0302742,8.109462,-0.011368275,0.55283237,-0.08584463,-0.2231377,-0.19677329
t70,-0.2963926,13.921145,-0.24420272,7.5045195,2.9155586,8.057378,9.298317,-0.023512932,0.016261745,8.79302,-0.068970785,-0.2728038,-0.33608106,0.023660976,9.997452,0.72161,4.9371734,14.159201,-0.19140612,-0.0658593,-0.28736597,-0.085049234,8.334514,-1.0986217,4.7670407,11.765106,-0.00388453,2.212338,-0.07814377,-0.85725284,-0.33050647
