,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
t22,10.968547,3.3652017,3.6323678,4.6222706,3.743057,5.8375144,6.3727136,4.2772107,3.59385,2.4506369,2.1289916,5.8761415,4.793389,4.2418275,3.42001,4.099045,5.6623816,5.8891034,4.326156,4.0376844,5.36824,6.686545,4.850453,7.1282625,5.3149347,3.997128,3.6053123,6.76399,3.0664635,5.5264316,4.682662
t23,10.988591,3.4028776,3.6609006,4.5853486,3.7616587,5.798494,6.438524,4.3369117,3.5615785,2.4468522,2.1660428,5.8882637,4.8036656,4.2179384,3.4266424,4.129514,5.6369452,5.9054956,4.3477116,4.017671,5.3496475,6.7131724,4.8478355,7.1223874,5.3328834,3.9751,3.5951576,6.7302723,3.0996869,5.5590863,4.647052
t24,11.003076,3.415955,3.66493,4.5533757,3.7802856,5.8208013,6.41015,4.311947,3.541419,2.464361,2.2018964,5.857786,4.7825623,4.221482,3.441427,4.1535807,5.6637707,5.884877,4.3581867,4.0354104,5.3147545,6.695388,4.8317146,7.0986857,5.30933,3.9599562,3.613151,6.7495,3.1285114,5.5404577,4.661236
t25,11.00388,3.3641481,3.5848098,4.6154046,3.7764752,5.856795,6.455959,4.3359165,3.5636542,2.4692478,2.1396508,5.8750286,4.7127533,4.231602,3.4467654,4.13223,5.7059035,5.8642955,4.304091,4.1129227,5.35264,6.6316295,4.840741,7.1402392,5.295861,3.9982378,3.6071613,6.7949414,3.0617895,5.4946694,4.691595
t26,10.9544325,3.378562,3.6223319,4.6159425,3.7554803,5.793456,6.4448175,4.3429894,3.5664952,2.440405,2.1341221,5.905693,4.808852,4.218321,3.396155,4.095737,5.63497,5.922956,4.3245893,4.0136304,5.3586526,6.718339,4.8585052,7.1507797,5.3364425,4.018582,3.5678842,6.726077,3.065851,5.5645847,4.635552
t27,2.3874216,14.255929,5.6893873,6.8129826,2.7002854,6.467943,3.9661298,5.676594,5.181857,3.2269,6.408399,4.1543,4.137764,4.822394,4.7400775,5.220541,7.0730104,5.6992383,3.739842,4.3337226,4.777781,5.032484,5.0687222,6.6884766,7.733832,0.5267581,4.7729096,6.2106333,4.056669,7.8008447,5.3931828
t28,11.062355,3.5276425,3.8308163,4.513954,3.8379073,5.41815,6.891478,4.769601,3.2695768,2.406831,2.2397149,6.0507574,4.811083,4.009861,3.459792,4.2689056,5.4007626,5.9946575,4.400328,3.9252043,5.1445994,6.9426126,4.8295894,7.195865,5.5172024,3.9683204,3.4505186,6.5431914,3.1447034,5.783582,4.428913
t29,2.343293,14.191613,5.7473183,6.7448173,2.6729789,6.45672,3.9582467,5.685537,5.1610885,3.1666384,6.341067,4.2168803,4.1269794,4.835105,4.7022295,5.186298,7.0339384,5.662834,3.7516692,4.295662,4.809522,5.026844,5.113126,6.6981406,7.6824446,0.5346987,4.8037353,6.266161,4.082042,7.749044,5.3794565
t30,11.041111,3.5413163,3.9556565,4.507053,3.8581233,5.407086,6.9193544,4.759175,3.294389,2.379112,2.2525187,6.0332255,4.823985,4.0311403,3.4447997,4.2654986,5.435252,6.0075555,4.3934603,3.9160292,5.165678,6.938311,4.846885,7.211095,5.4784703,3.984688,3.4648461,6.557234,3.1373706,5.759935,4.430286
t31,11.038115,3.5424736,3.8338811,4.505007,3.8697252,5.400926,6.9556036,4.80377,3.2614684,2.3868177,2.2583923,6.084155,4.8083086,3.9926393,3.4289334,4.275389,5.4106507,6.0499125,4.3833933,3.903488,5.144152,6.958779,4.8483624,7.2398577,5.511643,4.0050073,3.410457,6.501236,3.1361117,5.828638,4.3611913
t32,11.012994,3.5542285,3.7857873,4.529375,3.8593946,5.3714185,7.02023,4.8319497,3.2532556,2.3692021,2.2414212,6.097969,4.8092065,4.0051904,3.3971014,4.252212,5.4260626,6.085812,4.3407993,3.8920746,5.1594543,6.9879866,4.882783,7.272631,5.5036826,4.0374956,3.3720477,6.4780717,3.1000643,5.8536763,4.3064585
t33,10.972186,3.4205549,3.2552192,4.588478,3.8122728,5.3130846,7.0853987,4.8829927,3.3228567,2.4832823,2.1662786,6.231462,4.728022,4.01465,3.3346865,4.12403,5.4360294,6.228554,4.187131,3.9314163,5.237577,7.0183725,4.902754,7.337275,5.6148953,4.147382,3.2078345,6.386966,3.0333865,5.9765673,4.0885224
t34,10.98056,3.366613,3.524076,4.612807,3.774864,5.7422504,6.5653024,4.4312935,3.533388,2.4683263,2.1403608,5.9491735,4.7393823,4.1942353,3.4059732,4.113885,5.6443543,5.9548244,4.2830734,4.059836,5.347876,6.720582,4.8602715,7.177293,5.366494,4.031657,3.5226958,6.703423,3.0539668,5.5995364,4.564904
t35,11.069004,3.522738,4.022482,4.5012765,3.8517463,5.367097,6.921768,4.7718453,3.2948956,2.4044163,2.2476623,6.025888,4.8204536,4.0202255,3.471863,4.279186,5.4087744,5.992373,4.420472,3.9284635,5.1580715,6.932933,4.8256626,7.1898704,5.501784,3.961942,3.4855723,6.5700946,3.1514733,5.7536073,4.4398336
t36,-0.7076951,2.651601,6.2905865,-1.0341452,3.538416,5.684318,3.54283,7.4517155,2.47264,2.8136005,4.8989844,5.074946,5.9893374,4.730143,5.209852,5.826502,5.8119807,6.2511525,6.2937655,3.6478236,3.9531887,5.649188,4.232606,3.5801873,6.508259,4.0575104,6.291606,7.9675217,2.8343158,7.20083,5.911519
t37,11.074137,3.5327723,3.923922,4.5062885,3.8323445,5.39893,6.912075,4.7957416,3.2518685,2.4127438,2.2418826,6.0595713,4.8124843,3.9992793,3.4710543,4.274811,5.3940053,5.9869637,4.3944716,3.918042,5.1273713,6.972307,4.82759,7.184971,5.5173845,3.9571383,3.4557612,6.5490775,3.1510792,5.7826643,4.4336514
t38,11.017742,3.5582616,3.9490898,4.508068,3.869515,5.4235535,6.9315186,4.7589445,3.2899737,2.3571408,2.2607982,6.0490212,4.8247504,4.0322423,3.4206882,4.2591453,5.4508553,6.0293384,4.372673,3.904188,5.168211,6.945797,4.8621526,7.234564,5.4656067,4.006962,3.4358659,6.5345206,3.1280792,5.777692,4.4063396
t39,2.3557503,14.217297,5.73615,6.7754073,2.6927052,6.4850273,3.9351406,5.6572275,5.1900764,3.178695,6.3569474,4.2029443,4.115179,4.8271093,4.7097263,5.191178,7.062837,5.6592083,3.7557175,4.3208904,4.793504,5.0263424,5.115368,6.690403,7.6853786,0.5393475,4.7805467,6.256805,4.0796185,7.7514024,5.39944
t40,2.5511553,14.108806,5.900217,6.5914044,2.7049491,6.4715495,3.9984994,5.6540914,5.2524447,3.009391,6.1824946,4.370048,4.1180954,4.5461946,4.928842,5.370339,6.8660626,5.9399214,3.8414807,4.316527,4.930348,4.894953,5.3384695,6.4125457,7.4695706,0.8030788,4.8293343,6.44264,4.1994653,7.5437245,5.2912645
t41,11.024119,3.5381622,3.73054,4.525434,3.8643236,5.3187876,7.053229,4.870618,3.2343128,2.3899446,2.2418318,6.132328,4.799674,3.9778478,3.3988683,4.261061,5.4003577,6.111197,4.337498,3.886394,5.1448593,7.00384,4.8807096,7.2856674,5.539506,4.0457726,3.349613,6.4528937,3.1020112,5.8925223,4.2623754
t42,11.005624,3.5099163,3.5828185,4.5345597,3.854214,5.300127,7.1173697,4.9081273,3.242862,2.4162474,2.2203143,6.204822,4.7796607,3.980545,3.3574283,4.213844,5.400825,6.1820908,4.2740726,3.8899295,5.1718698,7.0476685,4.8925014,7.322666,5.5796866,4.0998635,3.2603583,6.387202,3.080131,5.9574084,4.147845
t43,2.4084733,14.21659,5.709401,6.8041544,2.7137566,6.4103694,4.000842,5.704899,5.151199,3.2181869,6.403468,4.1624804,4.1609845,4.802851,4.7615256,5.241236,7.056752,5.7278433,3.7501636,4.2838383,4.819568,5.005343,5.082897,6.6694303,7.728435,0.5405798,4.8223443,6.2282047,4.070424,7.791749,5.366493
t44,2.3741374,14.239984,5.723846,6.786746,2.6740372,6.438449,3.9992266,5.7107487,5.1488976,3.2003014,6.387575,4.1785755,4.098346,4.7875175,4.719536,5.2060847,7.04651,5.719913,3.7899845,4.3250976,4.817731,5.0036726,5.10222,6.6559663,7.7117796,0.55335635,4.7922535,6.241137,4.1101923,7.7721853,5.344219
t45,11.008159,3.554119,3.746444,4.532314,3.8660078,5.3355308,7.067686,4.8653455,3.2394123,2.3700244,2.2432249,6.116997,4.8021493,3.9879656,3.3899841,4.2574825,5.416398,6.113698,4.3323994,3.883867,5.1532063,6.999828,4.8903456,7.291517,5.5169644,4.051071,3.349307,6.4555807,3.0924754,5.886707,4.2640543
t46,2.3766205,14.26392,5.7045236,6.8144855,2.7162437,6.5161095,3.9370701,5.638866,5.218723,3.2114103,6.3985806,4.164462,4.11142,4.8139434,4.7252936,5.2039294,7.087917,5.6918106,3.7448263,4.373385,4.7677875,5.0400496,5.0956516,6.6797924,7.7037992,0.53876114,4.7365427,6.227469,4.066061,7.7739925,5.4117117
t47,2.359665,14.199329,5.7644515,6.768596,2.6992507,6.4883657,3.9481082,5.6488957,5.2015123,3.1536748,6.336091,4.22383,4.1000414,4.7907124,4.7125435,5.188507,7.062206,5.6688714,3.7859225,4.3333282,4.813472,5.0113444,5.1624303,6.6533847,7.6402965,0.57716113,4.7738996,6.2890644,4.1112304,7.7085977,5.3835444
t48,-0.72478414,2.530029,6.2755685,-0.8747057,3.588016,5.608778,3.475691,7.5441084,2.4658344,2.7486258,4.9337626,4.978928,6.0116634,4.8091435,5.2576337,5.665409,5.9583163,6.2663984,6.1327267,3.5707345,4.1026993,5.7152357,4.386354,3.5008466,6.3571157,3.9380097,6.2514033,7.866653,2.947091,7.0760574,5.9284325
t49,2.3502855,14.229483,5.745046,6.7723064,2.6942873,6.5241585,3.9201472,5.627421,5.2251396,3.1657476,6.346214,4.2127767,4.083563,4.8031154,4.698969,5.1809454,7.0684752,5.6681557,3.773982,4.3666444,4.778095,5.027706,5.1440067,6.665958,7.659246,0.56664115,4.739015,6.271577,4.102168,7.724879,5.4039187
t50,2.4831455,14.204243,5.747865,6.745495,2.7706106,6.536861,3.9088395,5.5967116,5.2763557,3.1774073,6.3495054,4.206144,4.118185,4.6791077,4.800845,5.2945943,7.012177,5.780781,3.8108408,4.355797,4.790869,4.928958,5.1771,6.5476437,7.6497927,0.66305965,4.7621174,6.2846107,4.1660132,7.6985974,5.4059324
t51,2.4464328,14.169143,5.782689,6.712809,2.7407162,6.4896264,3.954042,5.653054,5.2208133,3.139165,6.3101234,4.245643,4.1591725,4.7157273,4.803218,5.275377,6.9899497,5.787749,3.7521627,4.308748,4.8261323,4.9740086,5.181509,6.5831437,7.6265783,0.6338115,4.803268,6.306543,4.100694,7.6952996,5.3924875
t52,2.3909457,14.148559,5.79397,6.7363377,2.7492495,6.516052,3.9131472,5.6149592,5.239145,3.1273344,6.3026075,4.2532315,4.17421,4.7706127,4.7422633,5.219834,7.0426674,5.725417,3.7253478,4.2980638,4.8102045,5.015617,5.191145,6.636888,7.6065636,0.5958771,4.792755,6.3138895,4.0647864,7.677829,5.4282074
t53,2.4876163,14.144088,5.8296313,6.6676817,2.7471983,6.509466,3.960179,5.643994,5.2522254,3.0928943,6.2618794,4.2917,4.143603,4.6317763,4.8487835,5.3117905,6.949086,5.853227,3.7777812,4.3261495,4.8501525,4.944617,5.2531533,6.499104,7.5557437,0.71487916,4.798161,6.3583083,4.1362505,7.630101,5.378696
t54,2.3961177,14.259938,5.713727,6.791092,2.721872,6.550297,3.9182906,5.626279,5.2476034,3.199386,6.3767476,4.1807303,4.098306,4.7653933,4.7382016,5.224387,7.062275,5.722255,3.7585008,4.3892784,4.759989,5.0165334,5.119744,6.6342664,7.6832466,0.5808929,4.7252655,6.2414155,4.0834746,7.749113,5.4118094
t55,11.079377,3.5030942,4.139237,4.4943223,3.846415,5.29662,6.8766093,4.764279,3.3068306,2.4190943,2.252079,6.0207214,4.824426,4.0343895,3.490658,4.2784395,5.4154363,5.9746413,4.403013,3.9363766,5.159603,6.9324718,4.8293033,7.183369,5.5166383,3.9561403,3.5037117,6.5923386,3.151023,5.7352653,4.478274
t56,11.080296,3.505582,4.1463294,4.494447,3.8491457,5.274226,6.9045725,4.79711,3.2843666,2.4235058,2.2497625,6.038513,4.820154,4.0127516,3.4865701,4.2836,5.3945518,5.988,4.4010043,3.926132,5.1476765,6.9524407,4.831765,7.1901674,5.5368505,3.962572,3.494492,6.5781074,3.1486928,5.755935,4.4564786
t57,-0.7011215,2.5959778,6.282059,-0.9577162,3.572488,5.621085,3.516145,7.489208,2.4483118,2.7931807,4.918348,5.027031,5.997289,4.7563667,5.2289295,5.753339,5.8818107,6.2475724,6.2097864,3.6109347,4.031684,5.672226,4.318709,3.5366416,6.4407663,3.997403,6.2751875,7.9124794,2.8871496,7.142244,5.913753
t58,-0.6805465,2.6526241,6.2679806,-0.9962691,3.5326467,5.6699204,3.559283,7.4349217,2.4519439,2.8067598,4.8992186,5.058743,5.984092,4.699622,5.1875024,5.786886,5.8151536,6.2172236,6.253934,3.6386073,3.9935102,5.619565,4.27228,3.567335,6.4728627,4.055827,6.315974,7.9761105,2.8342414,7.179476,5.9412365
t59,11.044566,3.4623024,3.5276554,4.509349,3.8335154,5.3019967,7.0842443,4.9085317,3.2485094,2.4675264,2.2083027,6.252742,4.7840276,3.9862375,3.36424,4.171739,5.3709583,6.172347,4.2534018,3.905226,5.177297,7.087998,4.8627305,7.2987437,5.6323447,4.0967507,3.2250633,6.367269,3.1081214,5.9607224,4.1387415
t60,10.998956,3.5006154,3.579071,4.542583,3.8466449,5.309287,7.103719,4.896517,3.2569807,2.4230034,2.2117972,6.201187,4.7749066,3.9913104,3.353724,4.2063847,5.410545,6.1847634,4.2656183,3.8973718,5.1838074,7.041911,4.8928785,7.3215604,5.581267,4.1067476,3.2597563,6.39176,3.074169,5.952303,4.148571
t61,-0.6568199,2.6837857,6.245466,-0.9633597,3.5156138,5.6536717,3.566173,7.403973,2.4387863,2.7874413,4.9134808,5.0388975,6.0020776,4.6695423,5.1593943,5.7591476,5.8105373,6.179217,6.2557483,3.6204276,4.031755,5.587627,4.2631917,3.548249,6.4477854,4.061982,6.342862,7.9908657,2.841321,7.171283,5.968088
t62,11.074921,3.516806,4.215728,4.483672,3.862159,5.2464175,6.899233,4.8152504,3.26557,2.4154632,2.264578,6.0464444,4.8235736,3.9994051,3.4871354,4.2947,5.387831,5.986028,4.3929405,3.9124207,5.132848,6.967668,4.8392777,7.1949844,5.5486555,3.96615,3.5000927,6.5783415,3.149905,5.75627,4.473325
t63,10.840629,3.367857,2.6495905,4.6523566,3.8903203,4.967979,7.6097054,5.2345076,3.252097,2.4961202,2.1948888,6.4436975,4.59171,3.920904,3.2942996,4.0715756,5.387177,6.518404,3.982575,3.9081125,5.2719107,7.115658,4.946634,7.515915,5.7975717,4.3208704,2.8661735,6.1673636,2.958103,6.284424,3.6562004
t64,-0.6636495,2.6305249,6.2520437,-0.9368096,3.5602129,5.6136622,3.5474963,7.451764,2.427061,2.7907798,4.9209285,5.022231,5.996006,4.705146,5.1917634,5.7348895,5.858448,6.1999598,6.1913276,3.6029456,4.0556397,5.623808,4.33843,3.5337977,6.4253564,4.0111465,6.314497,7.938594,2.8662684,7.1394243,5.942225
t65,2.503789,14.190629,5.811004,6.680327,2.7209735,6.517125,3.9791584,5.6531496,5.2679763,3.1073463,6.2831354,4.27022,4.097169,4.615538,4.860593,5.326969,6.9431806,5.862858,3.8161728,4.3706293,4.8518267,4.921202,5.25547,6.4822197,7.5613127,0.7316279,4.766593,6.3555784,4.171221,7.6252832,5.3544602
t66,10.959259,3.5524986,3.587879,4.572976,3.8754597,5.2679234,7.176908,4.938264,3.2293942,2.3661,2.2329192,6.1550884,4.7696857,3.9653926,3.3501992,4.251478,5.4292793,6.2081666,4.2814927,3.8697896,5.166997,7.010851,4.930779,7.3585615,5.5347447,4.1121774,3.279276,6.401578,3.0403426,5.972676,4.137971
t67,-0.71420807,2.5686293,6.2669215,-0.8737275,3.567045,5.605939,3.471033,7.5155716,2.466392,2.7259657,4.9694777,4.942805,6.05189,4.7765265,5.2321963,5.6935515,5.9166656,6.2559257,6.153643,3.5602708,4.1105947,5.6894293,4.371746,3.458438,6.3808985,3.9605408,6.283066,7.8848195,2.9396317,7.0878863,5.9258847
t68,-0.68137664,2.6478229,6.270379,-0.99320716,3.5448277,5.6588063,3.5614944,7.4396515,2.4454505,2.8173811,4.8970776,5.0657253,5.9782414,4.706492,5.194241,5.7871346,5.821343,6.214411,6.236838,3.6408086,4.0007334,5.6232643,4.2959337,3.5731308,6.481019,4.0495653,6.3067403,7.9681187,2.8321805,7.1821113,5.9289327
t69,-0.6328179,2.6419203,6.24442,-0.9388376,3.5924864,5.545899,3.5595324,7.437865,2.3867636,2.814651,4.947879,5.014769,6.0073504,4.6938496,5.183569,5.753215,5.847656,6.1857505,6.180801,3.586631,4.0623107,5.6105633,4.3675275,3.5140035,6.44805,3.9983056,6.325105,7.9140067,2.8589098,7.1423163,5.91028
t70,-0.5764301,2.4710798,6.1520243,-0.5452796,3.7002032,5.1144204,3.4672732,7.5915556,2.1635275,2.7951212,4.9093847,4.865428,6.004893,4.75753,5.122425,5.4059153,6.1606426,6.024236,5.55994,3.5337005,4.5612335,5.5867805,4.991387,3.4158907,6.040141,3.7782762,6.286726,7.9324484,3.0740972,6.9491386,5.993571
t71,-0.7244455,2.5588923,6.2816978,-0.87202966,3.5720375,5.5990596,3.473113,7.51758,2.4594023,2.7409995,4.9459977,4.963313,6.0364985,4.793595,5.241954,5.69562,5.9333587,6.2589526,6.154653,3.5766072,4.1119475,5.7002707,4.3688364,3.4771802,6.3853855,3.9636817,6.2646585,7.877372,2.940118,7.09956,5.925112
t72,-0.6163482,2.5704281,6.2304125,-0.79119235,3.6100886,5.4714046,3.520432,7.4897656,2.3558254,2.7809305,4.945076,4.9519796,6.0045686,4.714814,5.1983967,5.6118493,5.969641,6.162539,6.029963,3.5474281,4.2244906,5.6330523,4.5036244,3.4673698,6.309393,3.920901,6.295975,7.861362,2.9490926,7.052705,5.9577885
t73,-0.72560406,2.5181744,6.292932,-0.9048584,3.6168628,5.5718975,3.4774222,7.552902,2.4462292,2.78414,4.9162893,5.003359,5.992443,4.823553,5.2769012,5.690042,5.981045,6.2793293,6.1254153,3.590239,4.077517,5.7308803,4.3975706,3.5203822,6.3762145,3.9314022,6.2198954,7.8552923,2.9435742,7.095853,5.89829
t74,-0.6823426,2.540567,6.271649,-0.93448573,3.6439884,5.5513477,3.5103445,7.5408096,2.4169023,2.8033786,4.923655,5.027178,5.97212,4.782014,5.266244,5.707927,5.951419,6.261866,6.122973,3.5754628,4.045644,5.7050076,4.4149165,3.54248,6.3954344,3.9209156,6.2449727,7.846752,2.912849,7.0940685,5.8851056
t75,10.824907,3.402948,2.5920355,4.678404,3.8571534,4.918012,7.663355,5.2804985,3.2020252,2.4471552,2.1823015,6.4151864,4.6251807,3.8731835,3.2599497,4.1094484,5.3672204,6.5566564,3.995342,3.8565764,5.2208014,7.1584315,4.9924316,7.5415463,5.764088,4.3420014,2.8754466,6.1630225,2.9077857,6.3358727,3.6474211
t76,-0.6077582,2.4829683,6.237723,-0.65843105,3.6775866,5.320654,3.4837058,7.572727,2.3075416,2.789859,4.8974404,4.950575,5.9508724,4.784362,5.2167153,5.498345,6.0959873,6.1546345,5.8041153,3.5388677,4.3703885,5.6752453,4.7333717,3.4921422,6.174067,3.8283224,6.2460737,7.850723,3.0199168,7.0044246,5.9607806
t77,2.5571182,14.0793915,5.9290457,6.5875783,2.7109199,6.478249,4.0161653,5.646109,5.2655644,2.9968598,6.1847916,4.3736744,4.1222954,4.5220494,4.9345737,5.376453,6.8689604,5.9497595,3.8369215,4.3203664,4.941325,4.8876333,5.36076,6.3847375,7.435509,0.8281888,4.8285904,6.463925,4.2108164,7.5188227,5.299888
t78,2.4966583,14.161109,5.8417344,6.658422,2.7290094,6.530263,3.9419708,5.624603,5.274936,3.0758405,6.2489934,4.304458,4.101879,4.6231794,4.8612647,5.3210545,6.949621,5.860749,3.7986412,4.3619914,4.8471403,4.938463,5.271293,6.487307,7.538005,0.73454833,4.7708015,6.378259,4.1635513,7.6096144,5.390136
