"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111"
"t12",0.0517388888901296,-0.0587305734417813,0.0113353168370708,0.0138274404382878,-0.00053680682770669,0.0554181983951604,-0.0548733391688436,-0.0147492641605451,-0.213149271371671,-0.299403850374024,-0.0230803312197633,-0.0611014504556016,0.0484166234380585,-0.111028854878455,0.00752904700628759,-0.0268926283606874,-0.00666172665304591,0.000610000596117565,0.00637546356732594,0.00162281004970659,1.08892743403554e-05,-0.0694846342359743,0.000360459537095572,0.00020973628669271,0.00343979365467724,3.71681581890049e-05,-0.000841977813928357,0.000493062328835916,0.00313578966324815,-0.00137334327401597,-0.000302821767257621,3.71437253803174e-06,2.18152300831749e-05,-6.66902118056133e-05,0.000977136092440757,0.0828664546213293,-0.00172599194647006,0.000352934257398137,6.0949443822636e-05,1.45291067881294e-05,-5.73892169811177e-16,-1.802123731671e-16,5.77072744810664e-05,0.000396190499820349,-0.00495911041997886,0.00105847909881012,0.000430230298642216,0.0240945575020203,0.196989162947071,0.024047498733438,3.13572443279582e-15,0.000130424706733166,0.00303330248479977,-5.11352442387156e-15,-0.000663639328704277,-0.000299383107644675,-5.09047037136034e-15,-0.000819536066597002,9.75407361621195e-05,-0.000598479791504261,0.878389382699451,-0.000375748071343085,-4.19919485566097e-05,-2.10539182801339e-05,-0.000105048350487016,-3.16586140602763e-15,0.000251652988547593,0.000288633858141606,0.000321917019006915,-1.8821015254257e-15,-0.00828350851377359,4.52995047245602e-06,-0.000301688571102906,6.51088991126278e-16,-1.76921003105395e-05,1.38667881449424e-15,2.89419609154665e-15,-4.21994108447193e-06,7.48157836610513e-17,-0.000857412075202658,-3.75791073273333e-06,2.12480256620857e-05,8.36745974348141e-07,1.0819872965212e-17,-6.56713122634657e-16,7.21187360526406e-16,7.36130010270364e-16,2.49333508835918e-16,3.6949610038306e-15,0.00146268585084186,4.39483358051751e-16,-1.04732215341928e-16,-6.65526985510723e-17,-0.000212617880879627,-1.47424918925486e-16,8.41120462143952e-16,5.34939982815054e-16,-2.77233444569606e-06,1.28419882957697e-15,8.33552820520629e-16,5.43222574680364e-16,-1.35312473728077e-15,1.40453092615212e-05,1.75407157963434e-15,-5.18216411229918e-16,1.91676715547016e-15,1.19946275681645e-14,-6.01581185784489e-15,2.51811375469662e-15,-2.18111363248681e-13,-0.0949157995752468
"t13",0.0524579346314512,-0.0608015351514999,0.011932897684314,0.0146300755224479,-0.000581136506140057,0.0614520974463164,-0.0611924275421464,-0.0165256567032986,-0.258661772071293,-0.368137147258786,-0.029962040459596,-0.0814160002047226,0.0681539504817632,-0.159005059269102,0.0108770436523115,-0.0389359028622105,-0.0100115871316869,0.000981189777372513,0.0106856978645486,0.00288663140980745,1.93996305502405e-05,-0.127568226831661,0.000675463232605794,0.000404654683906323,0.00694606568403722,8.11658758356125e-05,-0.00190615914949186,0.00114397738459288,0.0075452807105661,-0.00341881096487597,-0.000871075951623598,1.21692551967919e-05,7.20530384735332e-05,-0.000238276017531452,0.00402139470355086,0.348539708798086,-0.0073177514663455,0.00429966661207511,-0.00271549308905979,-0.000119849617355026,-0.707106781186547,-6.19277123798253e-15,-0.000287853262054455,-0.00154638309615225,0.0113821787650951,-0.00167169177561946,-0.000448345160430518,-0.024951992336343,-0.187684984199289,-0.0218968816667408,-2.86475829322539e-15,-8.38282677542243e-05,-0.0017304660565923,8.14827399293925e-16,0.000267771770790123,0.000109365701905308,1.12114733667938e-15,0.000265419596050884,-3.14926022658876e-05,0.000172060240486498,-0.245377999501631,0.000103742684134042,1.00120464836264e-05,4.54944936224954e-06,2.12516032241151e-05,9.33669422048755e-16,-2.6587961101422e-05,-2.14582680846074e-05,-5.69254823066872e-06,-1.20087739328167e-16,0.00013663033279525,-2.0396168770707e-08,-6.38436121054922e-06,-2.59272913623695e-16,-9.20328881084215e-07,-1.08963021267317e-15,5.03574648373013e-16,-3.85149120143491e-07,3.50853962186982e-16,-8.31574794809617e-05,-4.0105522812094e-07,2.39434819090741e-06,1.0333854452225e-07,2.3095232632826e-16,-5.94535941504192e-17,2.47507143108143e-16,7.91060884895628e-16,-7.39576916593207e-16,1.55431223447522e-15,0.000235745562990206,-2.555647620482e-16,-9.5990436012711e-17,-2.35119638036562e-16,-3.83670157534213e-05,-2.12063241052604e-16,-1.14395699467746e-16,-3.07146361658307e-16,-5.45141234627107e-07,1.32812468229817e-15,1.05268314051491e-15,4.50699848481309e-16,1.1290301946932e-15,3.03439006653535e-06,8.18449165125926e-16,-2.24780313838828e-16,1.96075656874855e-15,9.53346023961688e-15,-5.73019535027599e-15,1.37164751761073e-15,-2.1812990656664e-13,-0.0949157995752507
"t14",0.0524579346314512,-0.0608015351514999,0.011932897684314,0.0146300755224479,-0.000581136506140037,0.0614520974463164,-0.0611924275421463,-0.0165256567032985,-0.258661772071292,-0.368137147258786,-0.029962040459596,-0.0814160002047228,0.0681539504817634,-0.159005059269102,0.0108770436523117,-0.0389359028622109,-0.0100115871316871,0.000981189777372288,0.0106856978645485,0.00288663140980791,1.93996305498783e-05,-0.127568226831661,0.000675463232605064,0.000404654683906375,0.00694606568403543,8.11658758367298e-05,-0.00190615914949218,0.00114397738459403,0.00754528071056597,-0.00341881096487575,-0.000871075951623211,1.21692551960637e-05,7.20530384722263e-05,-0.000238276017533409,0.00402139470355553,0.348539708798084,-0.00731775146634169,0.0042996666120787,-0.0027154930890565,-0.000119849617267135,0.707106781186548,6.35551665631407e-15,-0.00028785326206563,-0.0015463830961474,0.0113821787650942,-0.00167169177561922,-0.000448345160431732,-0.0249519923363407,-0.187684984199289,-0.0218968816667417,-4.16927034716002e-15,-8.38282677545025e-05,-0.00173046605659148,1.27028583486321e-15,0.00026777177079283,0.000109365701903558,1.3363701526423e-15,0.000265419596052185,-3.14926022653747e-05,0.000172060240486241,-0.24537799950163,0.000103742684133645,1.00120464844287e-05,4.54944936223313e-06,2.12516032234935e-05,7.73910289246276e-16,-2.65879611008146e-05,-2.14582680845174e-05,-5.69254823091429e-06,3.04989565528428e-16,0.000136630332795367,-2.03961676132612e-08,-6.3843612112327e-06,9.30593510946613e-17,-9.20328880796903e-07,-2.81092181147078e-16,4.05779612414821e-16,-3.85149120849803e-07,-4.68035842429269e-16,-8.31574794818704e-05,-4.0105522833373e-07,2.39434819066944e-06,1.03338545468102e-07,2.83000954901912e-16,-3.32026814134866e-16,3.1057283886067e-16,8.20360848297315e-16,2.8126593648624e-16,2.17534323887492e-15,0.000235745562990182,-7.80980746284318e-16,-4.45022701358381e-17,-8.78856193846621e-17,-3.83670157532885e-05,6.30782767989164e-16,-1.00013913344194e-16,-1.0632859813071e-16,-5.45141234558949e-07,1.02125793405468e-15,1.180310920911e-15,7.40814131355467e-16,-8.4161567401202e-16,3.03439006840192e-06,7.31923278196793e-16,-4.32122466871397e-16,1.22468961133008e-15,1.06055193477706e-14,-5.85307185303714e-15,1.37946733482696e-15,-2.18415999318104e-13,-0.0949157995752508
"t18",0.0555283329554436,-0.0791041075408191,0.0280103041260377,0.0617526438491336,0.000123869518269363,0.0212178632879471,-0.0294207503664267,-0.0122925207673378,-0.0454502077169594,-0.0586949975274452,-0.00145449998776956,0.00198239800498627,-0.0149251258860019,0.0466412597429867,-0.00363204568943545,0.0134077814791945,0.00546278003356091,-0.00343430198601816,-0.0165982146807292,-0.00796284401973782,-5.43934329215614e-05,0.504266187328868,-0.00352004260691369,-0.00351431679914201,-0.524174967323799,0.000618499896941344,-0.00971664117883048,0.00449475488991514,-0.174287308633212,-0.0139527051177804,-0.00191572506347254,1.81783291777358e-05,0.000104835639694247,-0.000256604304030492,0.00255375231747213,0.0289587235040368,-0.000127934669537,0.122271580907773,-0.00499600017387898,-0.00018913268354276,-8.06315002947854e-16,-1.28108844543323e-16,-0.000407485185200505,-0.00204364634968642,0.025627836231656,-0.00132372510537431,-0.00021075264831463,-0.0115847368652064,-0.0722255165630881,-0.00561904911860869,-1.00835656604162e-15,6.91846499046092e-06,0.000442480238517966,1.56819885073592e-16,-0.000213117366614337,-9.90017025068806e-05,-1.84044873184203e-16,-0.00174301073769035,2.73931232447685e-05,-5.87231510959945e-05,0.00357369613385081,0.00012611765140391,0.000117248867806121,-0.000129106533756841,-0.00222297437696359,3.53232864511863e-15,0.000648152548279383,0.000978579995039973,0.0153521049168825,-1.40213929642354e-13,-0.620655782982351,-6.53327792083897e-05,0.00103687211428425,-7.44739872822453e-16,2.57616093924191e-05,-1.95894893040911e-15,1.99099536660687e-15,2.52646228441133e-06,-1.36788783422109e-15,0.000448627929271313,1.54286323728435e-06,-7.43132262178052e-06,-2.11044955890446e-07,5.82596515801612e-16,-4.25931002622411e-16,3.38638176548032e-16,1.82527716651992e-15,2.44605961761982e-16,1.40512601554121e-15,-1.82565466468842e-06,-1.0132016973722e-15,2.1876682217099e-16,4.0867445615351e-16,-1.96523340184572e-05,4.33762633590527e-16,9.79414580124178e-16,-6.4305683786285e-16,-4.41376730548298e-07,1.85001177943098e-15,1.86329563641727e-15,4.44126949984083e-16,9.61388568158849e-16,3.20744365888425e-06,1.39090882611081e-15,-4.10903386186593e-16,1.7680556634426e-15,1.39161249586888e-14,-5.91862383537795e-15,8.78868946586847e-16,-2.1834490884297e-13,-0.0949157995752476
"t19",0.055170144225775,-0.0778410739431002,0.0273547647663143,0.0601708078249423,0.000119475649352894,0.0202530835559402,-0.02801515811608,-0.0116816860635429,-0.0418004327383489,-0.0537036025358211,-0.00130354479954715,0.00175970181179542,-0.0129933601945124,0.0403655170334752,-0.00313405000612047,0.0115609276093673,0.00465251279255027,-0.00286288567555261,-0.0136667610293382,-0.00644571717296858,-4.40111422994887e-05,0.404660658149766,-0.00280927603877044,-0.0027833471484134,-0.410383403125499,0.000475250813769646,-0.00740541399249095,0.00340713922416674,-0.131087493268523,-0.0104205783421465,-0.00139182723383269,1.29219614125519e-05,7.44271946303591e-05,-0.000180028976943918,0.00175758054519334,0.0198759882855891,-8.77219883350101e-05,0.0772658097935457,-0.00298209371882191,-0.000106834160735777,-8.43693021108068e-16,-7.3340857648285e-17,-0.000219993572753162,-0.00106817295037521,0.012025762380813,-0.000547623481380787,-6.92553962687822e-05,-0.00378946425075841,-0.0221373416134874,-0.001656378275301,-5.05659985047792e-16,1.32614061827056e-06,6.67928121105612e-05,-2.0589541262593e-16,-3.60666786847064e-06,2.54063139097587e-06,-1.73696109138197e-16,0.000138494360052001,-2.21523391749802e-06,7.91919725407773e-06,-0.000530754793645186,-1.94366921207951e-05,-2.64475709860001e-05,3.54636317888083e-05,0.000684663361751168,-4.24711507407127e-15,-0.000413626242620252,-0.000785965668341814,-0.0191666865779083,1.76582340162366e-13,0.782557666318633,9.11829059340673e-05,-0.00182661873681393,1.23123662984835e-15,-6.25769759466033e-05,2.43635478951806e-15,1.09564715796262e-15,-1.04256422881084e-05,1.53608333403414e-15,-0.00203967621616615,-8.42952035976761e-06,4.61200526480048e-05,1.71985018918087e-06,-7.51070535182741e-16,8.11455978258809e-17,3.77129088909279e-17,-7.1916925385067e-16,-5.39126434641493e-16,6.86256607096425e-15,0.00258683000058198,4.52950202067566e-16,-2.51554471896355e-16,-8.46041530772511e-16,-0.000354303120855333,-1.32062082031696e-16,-7.18482120820482e-16,2.73831251767796e-16,-4.42399272575204e-06,4.52329670823555e-16,-1.34315732488382e-17,6.44049140921756e-16,-7.31537285620532e-16,2.14179210197129e-05,5.21235374627907e-16,-3.74726236824038e-16,1.73533482353722e-15,5.54087955605142e-15,-5.93149723023133e-15,2.80391048072122e-15,-2.1843305087534e-13,-0.0949157995752512
"t15",0.061723921473103,-0.110631908722026,0.052874545119579,0.13262049636789,0.00110574929949071,-0.0511060084675629,0.0513353931215747,0.0171136124337067,0.00452422905105704,0.00303906450712052,-9.52696652020453e-05,0.000192676072652092,-0.00207609424307795,0.00689337538770295,-0.000550715084618961,0.00204504306851472,0.000901553000572684,-0.00293731938088271,-0.00299967183354282,-0.00144953800076511,-9.90122450890978e-06,0.0915641922644637,-0.000637236453064535,-0.00063295805439291,-0.0938873627981054,0.000116081720980494,-0.00206983099223232,0.00123745106647692,0.119202947326547,0.000215122820248683,-5.05216224715559e-05,-3.83489665194391e-07,-2.59799884868663e-06,1.65492330544461e-05,-0.000395213344351878,-0.00495366381402014,2.26719784941581e-05,-0.956966701434075,-0.00684352277381347,-0.000163038842687089,2.37970970220806e-15,7.73427246557308e-16,-0.000293585351164414,-0.00135131878160459,0.014243430205167,-0.000658513902163631,-9.33749895105427e-05,-0.00512381962578633,-0.0312195730688754,-0.00239862557090858,-3.91456197124362e-16,2.6752267379492e-06,0.000165099449782883,-3.3643816814309e-16,-7.10903268990416e-05,-3.19142386357645e-05,8.16136666602539e-16,-0.0062468700463139,7.35071464052413e-06,-1.71429489831097e-05,0.00103175806727021,0.000414079754825671,3.16765473804126e-05,-3.34909313589501e-05,-0.00589400025433807,-8.52180809454313e-16,0.000111111225616459,0.000130754846460027,0.000505848711088725,-3.95203404834903e-15,-0.0187248868331442,3.40229177514327e-09,-8.47849767219022e-05,2.43861182768208e-16,-5.92661440125555e-06,2.68398484683119e-16,1.02743424933803e-15,-1.52983760765239e-06,-2.74757737307696e-16,-0.000313251585709047,-1.38956591156626e-06,7.91037377034323e-06,3.15076525723589e-07,2.63932419180863e-16,-1.0061006386201e-16,6.92216925064166e-16,1.07147308268526e-15,1.17048857638237e-16,-2.63677968348475e-16,0.000569419667020086,-1.38621976860996e-16,-5.50201989139841e-17,-4.0999419316341e-17,-8.39808170322205e-05,-2.92498211415992e-18,4.62526585523026e-16,3.04975078848445e-17,-1.10744481667289e-06,1.14831334798542e-15,1.27701131376127e-15,6.62559836133703e-16,-1.16573728142518e-17,5.68198957621356e-06,1.14065897386635e-15,-5.86968077424888e-16,1.81431157536424e-15,1.11008939659466e-14,-5.88303820612893e-15,2.15421969245339e-15,-2.18366003292358e-13,-0.0949157995752485
"t37",0.0646739209215173,-0.125309393808457,0.0642404704724086,0.164836300554514,0.00154089333050032,-0.082301596361119,0.0859443023726726,0.0296478419298865,0.0238919666335537,0.0265743669366011,0.000387506577055703,-0.000420592699197752,0.00198697027525286,-0.00534430127820828,0.000384922904705456,-0.00139322351349842,-0.000396328230470733,0.0479472204747448,4.05351335193676e-05,-0.000205368264051199,-1.44287958354486e-06,0.0206955370035273,-0.000180642405806264,-0.000235608433449331,-0.050622781174064,0.000118368155994476,-0.00302749854301782,0.00246325765229066,0.466716316732784,0.00509062343044957,6.64682466445268e-05,2.70375179346376e-07,1.78133106553296e-06,-8.96783798737237e-06,0.000155785984069151,0.00187405032539528,-8.45240844553868e-06,0.123976412019692,0.000390391445899884,2.04243878163507e-06,-1.00261237581961e-15,-7.61193935972851e-16,-3.99575800214948e-06,-3.85352669373555e-05,0.000905296067204055,-5.7716946178867e-05,-1.01533637240537e-05,-0.00055834457788169,-0.00348766553163891,-0.000270805992730196,2.81072527317949e-15,2.95721911665602e-07,1.67296556695926e-05,-6.3201491331955e-16,2.28652082377614e-06,7.47358747211722e-06,-4.02525727605796e-14,0.827540568287165,0.000154286586563395,-1.20764274641542e-05,0.000634540519664042,0.00116406460956932,1.35479345739428e-05,-1.31246047953863e-05,-0.00730401458015238,3.54903957927933e-15,3.51333117163376e-05,4.07278786434574e-05,0.000156128908254153,-1.9168954024023e-15,-0.0057793812354604,1.0504722299251e-09,-2.62501769368682e-05,-1.00908687163955e-15,-1.84678507039963e-06,1.80881944123554e-15,5.60598180210791e-15,-4.8258388939222e-07,-2.32189560698564e-16,-9.9023573346199e-05,-4.40924125354987e-07,2.51612250478928e-06,1.00679544584636e-07,2.15492814428981e-15,-6.06246140881849e-16,-1.12853236961397e-16,-3.84560505995848e-17,-9.34924423695722e-17,7.28063442867466e-15,0.000185223254460741,-4.31058642246046e-16,6.84968211140757e-16,5.41872599907271e-16,-2.75961214644637e-05,-3.46183628140831e-16,-1.63022254179604e-16,-5.39584344452498e-16,-3.67200894884403e-07,-2.66751879687869e-16,3.21738803988975e-16,5.89200153246824e-16,1.1294978459398e-15,1.90555318008017e-06,1.10331570971476e-15,-5.24068771556273e-16,1.39376696988972e-15,8.47822043216234e-15,-5.57714513462351e-15,1.48254737009054e-15,-2.18669912158688e-13,-0.0949157995752512
"t39",0.0647397137422296,-0.12562808325936,0.0644818280827636,0.165515735032102,0.00154978138063941,-0.0829167221038903,0.0866209110998877,0.0298911156577328,0.0242196943078253,0.026962460526667,0.000394562886843165,-0.000428965353557015,0.00203347139838471,-0.00547512316451841,0.000394554018773392,-0.00142827090931061,-0.000407202342979821,0.0494561495534405,4.19066973754994e-05,-0.000212998635093046,-1.49661118884284e-06,0.0214999573424911,-0.000187861174085681,-0.000245384620505731,-0.0528415917038678,0.00012401231515936,-0.00317702698976108,0.00258772136914399,0.491070148831282,0.00536392517252255,7.04358977302559e-05,2.87833928524708e-07,1.89686820751001e-06,-9.5737185695834e-06,0.000167005283130243,0.00201021722304033,-9.06851793542053e-06,0.135505932044179,0.00043261335408101,2.29520193018195e-06,1.05662580045682e-17,-4.00249778329113e-18,-4.54432890896047e-06,-4.42155933768085e-05,0.00107178354006176,-7.11452249412233e-05,-1.36325328121451e-05,-0.000751068945649397,-0.00482125276113777,-0.000380790064813714,-2.68890011939547e-15,5.21854453895804e-07,3.47398377318991e-05,8.96765858367564e-16,-2.15068283597208e-05,-1.29627280065824e-05,1.77422605822111e-14,-0.396894020327408,-7.14183657213119e-05,4.44100697673005e-07,1.93372642598254e-05,6.42233323257203e-05,3.736672677092e-06,-4.82605184922807e-06,-0.00303036523485925,-0.70710678118655,2.20856373465312e-05,2.73712806321327e-05,0.00011449866620538,-1.92949899687846e-15,-0.00424472889034634,7.82823506247817e-10,-2.011398884319e-05,8.04404041087037e-16,-1.45616343704345e-06,-3.96936868063395e-15,-3.25193971506585e-15,-3.92283365733993e-07,8.90260409874909e-16,-8.08155661237907e-05,-3.62212358412506e-07,2.07497071399319e-06,8.35910418932157e-08,-1.98853145699983e-16,5.85347582853215e-17,5.82461655006434e-16,6.18646072471235e-16,-1.22714368295504e-17,-4.87457296749483e-16,0.00015709454467966,-1.4722703379883e-16,-4.34520102633112e-16,-2.20453314178778e-16,-2.36335591366378e-05,6.40494283001796e-16,-5.37266528399761e-17,2.14325815176734e-16,-3.1687727662134e-07,2.12821192237833e-15,1.9463206708071e-15,6.79076356838394e-16,-2.92682344331028e-15,1.65851705034278e-06,8.18970802402842e-16,-1.98435743005169e-16,2.32882218667913e-15,1.50477936792248e-14,-5.35347944145395e-15,2.50013088735503e-15,-2.18320921224077e-13,-0.0949157995752485
"t40",0.0647397137422296,-0.12562808325936,0.0644818280827636,0.165515735032102,0.00154978138063937,-0.0829167221038902,0.0866209110998877,0.0298911156577328,0.0242196943078253,0.026962460526667,0.000394562886843205,-0.000428965353556929,0.00203347139838476,-0.00547512316451858,0.000394554018773121,-0.00142827090931072,-0.000407202342979652,0.0494561495534406,4.19066973753901e-05,-0.000212998635093142,-1.49661118898888e-06,0.0214999573424909,-0.000187861174085685,-0.000245384620505566,-0.0528415917038677,0.000124012315159877,-0.00317702698976114,0.00258772136914431,0.491070148831283,0.0053639251725228,7.04358977300394e-05,2.87833928536307e-07,1.89686820739964e-06,-9.57371856980098e-06,0.000167005283130476,0.00201021722304002,-9.06851793553306e-06,0.135505932044178,0.000432613354080069,2.29520192985242e-06,2.60366438507407e-16,1.61307607375759e-16,-4.54432890827478e-06,-4.42155933766932e-05,0.00107178354006021,-7.11452249408759e-05,-1.36325328111881e-05,-0.000751068945649031,-0.00482125276113781,-0.00038079006481524,-1.11984273537432e-15,5.21854456394191e-07,3.47398377316638e-05,-6.85153872611671e-16,-2.1506828366666e-05,-1.29627280042738e-05,2.06580299657624e-14,-0.396894020327414,-7.14183657289373e-05,4.44100684273816e-07,1.93372642648655e-05,6.42233323203365e-05,3.7366726714534e-06,-4.82605183869961e-06,-0.00303036523487307,0.707106781186546,2.20856373416026e-05,2.73712806304711e-05,0.000114498666205754,5.65414334740585e-16,-0.00424472889033821,7.82823640671919e-10,-2.01139888395541e-05,3.0566796104404e-16,-1.45616343348218e-06,1.77771679834493e-15,1.23058574685822e-15,-3.92283364752013e-07,-4.9342666896539e-16,-8.08155661186859e-05,-3.62212359226241e-07,2.07497071443466e-06,8.35910430977293e-08,-4.74643804482737e-16,-1.29413156586467e-16,1.25302370100916e-17,1.27488342951418e-15,-1.45175543158131e-16,-2.02962646689286e-16,0.000157094544681432,-1.71654468026584e-16,-2.20940336243332e-16,-5.67698387045038e-16,-2.36335591384528e-05,4.75320200036037e-16,2.36581359750093e-19,-1.36710213921409e-16,-3.1687727688371e-07,1.37964759665001e-15,9.48343233453792e-16,5.23003801049305e-16,5.15735294762109e-16,1.65851704565208e-06,8.36592659251102e-16,-3.54337682541147e-16,1.82794851230279e-15,6.8598988726143e-15,-6.72988158691981e-15,1.7470132795105e-15,-2.18425469517949e-13,-0.0949157995752491
"t60",0.0656914487962803,-0.130471323205012,0.0683029927399847,0.176408901079043,0.00170090340057099,-0.0940717566283753,0.0990841700106599,0.0344319154817262,0.0320487583030801,0.0366667478928983,0.000612051001014789,-0.000718498880618617,0.00417590657856992,-0.0121841239849086,0.000918253722009284,-0.003362966152745,-0.00121460012094571,0.332917222171088,0.00237652444902908,0.00105796823080175,7.21077215039447e-06,-0.0641999514639468,0.000438035989246578,0.000427288791302015,0.0634090462767929,-8.87250518326822e-05,0.00183984123341924,-0.00130425553077201,-0.202245634779551,-0.00183169459412363,-1.01194438122724e-05,-1.17137234319746e-08,-6.76315667942489e-08,-7.09917548395674e-08,1.08378518843859e-05,0.000144865520243528,-6.76528572559901e-07,0.0294232266062036,0.000117791409156847,7.08711596624907e-07,-2.69123697095179e-16,1.09140864270344e-16,-1.50397810926473e-06,-1.52008201027078e-05,0.000401068713598531,-2.80960923177391e-05,-5.61526913626533e-06,-0.000309492714091979,-0.00199570424658594,-0.000157893670307765,4.19680182130004e-16,2.13544210007591e-07,1.38996641034095e-05,-2.632355773764e-16,-6.70381364910572e-06,-3.05784607409418e-06,-4.43360245783399e-16,-0.00277391684452999,2.65546976193228e-07,-7.86375599468885e-07,-0.000114527320904024,-0.500672594450019,4.26032038687029e-06,-4.40567634818503e-06,-0.00255156102246137,-2.0024319191398e-15,1.49234555309981e-05,1.80421911680934e-05,7.36080044585345e-05,-1.55595184992957e-15,-0.00272790256814697,5.01556881960448e-10,-1.28267498201336e-05,-5.99480207129787e-16,-9.2588066207404e-07,-3.62948855671046e-16,9.11310619903657e-16,-2.49328728607763e-07,-9.34495554447597e-16,-5.13754143292159e-05,-2.30373245078093e-07,1.3202113984053e-06,5.32293173305144e-08,-0.707106781186547,6.33656160814392e-15,1.4459400911751e-15,-3.41568791415203e-15,1.42543927363479e-15,8.86443696224148e-15,0.000100461073515953,-7.40023744835836e-16,7.83554703038816e-17,4.89491564372034e-15,-1.51575620417532e-05,2.09349267464472e-16,4.03575764988907e-16,1.05708585131284e-15,-2.03799082386257e-07,1.91259707412574e-15,9.85511691191202e-16,4.41320902639081e-16,8.28147213393136e-16,1.07065949578753e-06,2.15898817383009e-15,-1.70174185876854e-15,4.23118682021158e-15,7.87252067228192e-15,-4.84602960713188e-15,2.38680796280794e-15,-2.18121600498309e-13,-0.0949157995752527
"t61",0.0656914487962803,-0.130471323205012,0.0683029927399847,0.176408901079043,0.00170090340057103,-0.0940717566283754,0.09908417001066,0.0344319154817261,0.0320487583030801,0.0366667478928982,0.00061205100101481,-0.000718498880618955,0.00417590657856987,-0.0121841239849085,0.000918253722008556,-0.00336296615274481,-0.00121460012094573,0.332917222171088,0.00237652444902891,0.00105796823080157,7.21077215051799e-06,-0.0641999514639468,0.000438035989246553,0.000427288791302,0.0634090462767926,-8.87250518326841e-05,0.00183984123341932,-0.00130425553077224,-0.202245634779551,-0.00183169459412355,-1.01194438122604e-05,-1.17137236270194e-08,-6.76315666064173e-08,-7.09917547958422e-08,1.083785188442e-05,0.000144865520243682,-6.76528572727676e-07,0.0294232266062033,0.000117791409157305,7.08711596794172e-07,-1.23406925103044e-16,4.18564328095545e-16,-1.50397810933986e-06,-1.52008201023372e-05,0.000401068713598936,-2.80960923177075e-05,-5.61526913629609e-06,-0.000309492714091979,-0.00199570424658568,-0.000157893670308497,9.13209011045339e-16,2.13544209688317e-07,1.38996641036483e-05,-6.56803888755612e-16,-6.70381364855059e-06,-3.05784607350674e-06,-7.20961847325238e-17,-0.00277391684453327,2.65546976329707e-07,-7.86375599470626e-07,-0.000114527320903952,-0.500672594450019,4.26032038706454e-06,-4.40567634972913e-06,-0.0025515610224621,-1.78038731391318e-15,1.49234555331543e-05,1.80421911673975e-05,7.36080044583685e-05,1.32969096847368e-15,-0.0027279025681455,5.01557430251273e-10,-1.28267498183763e-05,1.15609594873124e-15,-9.25880666807473e-07,2.0852192784697e-15,2.2990894006851e-15,-2.49328727265406e-07,3.14727699503913e-16,-5.13754143367785e-05,-2.30373244105178e-07,1.32021141633129e-06,5.32293536920445e-08,0.707106781186548,-8.37143398286392e-15,-7.81450903535508e-16,4.23528970423536e-15,-1.64331475470145e-15,-7.13144820974065e-15,0.000100461073506579,5.17598515297364e-16,-3.02372359964282e-16,-5.29506445926762e-15,-1.51575620418243e-05,-1.481272125451e-16,1.00583886607781e-16,-1.1371775888082e-15,-2.03799081508401e-07,6.93161829105068e-16,1.65244126066412e-15,1.04175898074853e-15,-2.00543807861246e-16,1.07065949718918e-06,-3.34036864541905e-17,1.35469434311269e-15,2.94309186175946e-16,1.08701228387698e-14,-7.12460204123427e-15,6.9409917999147e-16,-2.18778713317683e-13,-0.0949157995752496
