,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
t25,10.651517,8.178106,11.08699,6.9183655,8.933492,8.943792,3.9812303,7.7633,3.836575,6.2628493,5.551096,5.462501,4.2501917,5.761767,3.179003,4.5441704,5.662299,3.5552225,4.141745,6.9028487,3.0077555,6.1264925,3.2615392,6.6283846,2.98693,2.859886,4.303111,4.772594,4.1669345,5.5657053,3.4384034,4.3438854,3.720624,6.978286,4.0729775,4.108739,4.625761,6.66865,4.4903893,6.1894855,5.10441,4.4575796,5.74674,4.757139,5.621096,5.9312463
t26,10.673977,8.235794,11.127195,6.9255567,9.0599575,8.95574,3.941195,7.8711896,3.7264078,6.2759795,5.5475116,5.536857,4.238608,5.764342,3.1407878,4.5353007,5.656639,3.6123352,4.1527076,6.983534,2.9572577,6.118121,3.2093797,6.6564503,2.9286416,2.8175418,4.2310667,4.816799,4.2168546,5.5639524,3.4351082,4.328542,3.7009366,6.9791636,4.034013,4.0880513,4.5960846,6.628889,4.499979,6.105229,5.0685315,4.448828,5.831343,4.6995554,5.5543265,5.8771844
t27,10.63923,8.284066,11.161357,6.886159,9.290137,8.991847,3.9390297,8.030082,3.5812776,6.283786,5.505184,5.5887504,4.2356358,5.778426,3.0663285,4.5812297,5.6144576,3.6452258,4.193882,7.044249,2.9698904,6.089766,3.1287518,6.6476755,2.8644526,2.8004608,4.1935406,4.8495464,4.2352476,5.6095433,3.391211,4.3335853,3.7410486,6.9237704,4.0214887,4.1146603,4.6000867,6.5720596,4.5186515,6.023362,5.014975,4.4118595,5.9083667,4.6734276,5.5266957,5.843088
t28,10.578463,8.324521,11.282641,6.782066,9.68811,9.092318,3.944683,8.263536,3.383721,6.2333264,5.456449,5.6705456,4.229914,5.8134446,2.930312,4.6552744,5.5272813,3.739432,4.33299,7.176524,2.9974308,6.0992694,3.0109062,6.579147,2.6928208,2.7639897,4.1196575,4.884435,4.32149,5.64842,3.3005033,4.2521086,3.8157296,6.8105226,4.087139,4.1554513,4.6487036,6.416045,4.618316,5.934087,4.8787637,4.315417,5.9914317,4.5874643,5.5318575,5.729296
t29,10.580765,8.396847,11.246362,6.7702994,9.779173,9.101362,3.9003384,8.316763,3.322586,6.2555976,5.434525,5.6922007,4.1896815,5.775711,2.8720858,4.6969867,5.4786563,3.7538488,4.3486843,7.194205,2.9930012,6.07498,2.9355667,6.581563,2.6661854,2.7999294,4.121333,4.9334354,4.3290167,5.684505,3.2640924,4.2549405,3.871352,6.774859,4.046944,4.121053,4.6568284,6.389903,4.6377597,5.8578033,4.8343763,4.3204694,6.006225,4.570337,5.503814,5.7073393
t30,10.388142,7.7878017,10.831336,7.0099974,7.4869018,9.016394,4.3727584,6.7582083,4.7862144,6.20981,5.469559,5.165637,4.225404,5.9967904,3.3884556,4.677402,5.7281666,3.1229093,3.9535043,6.3606973,3.4630508,6.3780785,3.431962,6.4483232,3.4298894,2.8725772,4.6367097,4.499091,3.8568037,5.771692,3.2676835,4.510646,3.9166036,6.875377,4.439301,4.416575,4.8219357,6.8394785,4.2509494,6.7039394,5.4680533,4.4354467,5.137576,5.2164197,5.994646,6.3189526
t31,10.589279,7.9925733,10.937917,6.991459,7.948235,8.982564,4.1363263,7.1039977,4.395579,6.25916,5.538329,5.3109207,4.2316937,5.8806653,3.3258495,4.5541067,5.703305,3.3496616,4.064327,6.654521,3.1717079,6.2630854,3.4680178,6.5759487,3.2223718,2.875881,4.4764943,4.6606016,4.000346,5.606661,3.3610783,4.4259615,3.6945894,7.0129256,4.248203,4.252026,4.7336764,6.7410297,4.380254,6.4506135,5.257204,4.4924607,5.4319043,4.9435935,5.7966676,6.106459
t32,10.567714,7.973809,10.938016,6.972482,7.9695115,8.978675,4.152284,7.1206436,4.394424,6.236754,5.534809,5.2894745,4.2436767,5.8691607,3.3229353,4.5768957,5.6964684,3.340039,4.069363,6.635547,3.1932666,6.262959,3.4443314,6.5539436,3.225789,2.8952405,4.4973726,4.639378,4.0067654,5.6206017,3.3675451,4.412489,3.7219262,6.9891133,4.2657766,4.248242,4.740159,6.7578473,4.3907003,6.4723206,5.268712,4.482933,5.412583,4.9659867,5.8198466,6.1182466
t33,10.56661,8.365572,11.308774,6.7380896,9.795315,9.141026,3.9334831,8.3384495,3.3130546,6.209965,5.4339237,5.699761,4.2214046,5.8206577,2.8724043,4.6986237,5.47943,3.7819142,4.38385,7.234156,3.0103083,6.0978847,2.953174,6.5559607,2.6275837,2.7634249,4.1029983,4.908375,4.3558955,5.6723742,3.2602465,4.2226863,3.8521085,6.7654624,4.0961905,4.16321,4.6728215,6.351522,4.6560273,5.8688583,4.8203764,4.2801175,6.0276127,4.554688,5.5320582,5.668
t34,10.662918,8.2463045,11.135354,6.9135165,9.126299,8.955807,3.9320333,7.9109097,3.7026184,6.279605,5.54846,5.538623,4.2311316,5.7477684,3.1216455,4.538294,5.6453686,3.619056,4.1750054,7.00722,2.9555533,6.1145964,3.1973588,6.6449914,2.900268,2.826146,4.2241573,4.824591,4.2297964,5.5606728,3.4293878,4.3145247,3.7229102,6.9669333,4.0587673,4.077054,4.6029086,6.603945,4.5206623,6.109214,5.0417852,4.4453425,5.8328943,4.683767,5.558608,5.863138
t35,10.6778965,8.287425,11.199995,6.902498,9.296464,8.976258,3.9063246,8.02035,3.6042573,6.268026,5.5514655,5.6197486,4.2309885,5.7700577,3.0869792,4.533746,5.637974,3.682909,4.213134,7.0825505,2.9234803,6.1271234,3.134828,6.6409335,2.8214242,2.7771068,4.154317,4.8676906,4.2847915,5.5591164,3.4192553,4.277644,3.7056625,6.950825,4.054013,4.0671506,4.5856824,6.532884,4.5553336,6.047651,4.9913464,4.4241085,5.9056907,4.625194,5.5095205,5.801277
t36,10.597365,8.3531275,11.240075,6.8147197,9.653012,9.058586,3.9182,8.253049,3.384389,6.2720637,5.4726305,5.6824627,4.216889,5.794447,2.947477,4.631186,5.540014,3.7252402,4.3052197,7.1677103,2.9644415,6.0928383,3.0025184,6.6059575,2.7181568,2.765714,4.110707,4.9105268,4.315097,5.6516175,3.3131847,4.268926,3.808299,6.8334646,4.064011,4.125321,4.625912,6.4361854,4.599122,5.9356146,4.8952312,4.353937,5.9957085,4.5796075,5.4968996,5.74547
t37,10.399946,7.7973094,10.844974,7.002294,7.511848,9.010921,4.35231,6.7941804,4.745403,6.2107406,5.478599,5.1759315,4.233564,5.9789014,3.377168,4.665581,5.7252994,3.1446407,3.9668021,6.387822,3.4352639,6.3623576,3.4325705,6.4607096,3.4089885,2.878119,4.6267943,4.513153,3.8719223,5.754235,3.2837787,4.496743,3.8971448,6.8872986,4.4188128,4.3994966,4.8107953,6.833855,4.266377,6.6814046,5.445711,4.440639,5.1634035,5.190758,5.976125,6.3010707
t38,10.607278,8.301017,11.211312,6.8306265,9.548784,9.037652,3.9390717,8.176353,3.45714,6.253756,5.483621,5.6321316,4.217166,5.771838,2.9938037,4.6180067,5.5686765,3.687764,4.2695208,7.1065054,2.9867384,6.1022124,3.0657988,6.60163,2.7755804,2.7930748,4.155244,4.863766,4.2802234,5.621512,3.340142,4.277719,3.7911913,6.862472,4.0727024,4.1146464,4.6328382,6.4938784,4.5825005,5.987839,4.9411564,4.3664403,5.9487195,4.6293874,5.53018,5.793707
t39,10.590505,8.005475,10.949547,6.9817514,8.002956,8.983161,4.125789,7.149206,4.348424,6.261864,5.5358233,5.320787,4.234329,5.86887,3.3131173,4.5538487,5.695122,3.3635333,4.074711,6.673608,3.1606982,6.254928,3.4576588,6.5782466,3.2054746,2.878578,4.4671793,4.6682696,4.015842,5.6085486,3.3640761,4.4154587,3.6842883,7.0133524,4.2422533,4.24001,4.7295938,6.735861,4.3929915,6.430821,5.2450423,4.487672,5.454957,4.9296284,5.7806077,6.094152
t40,10.605964,8.025395,10.96121,6.978087,8.0599375,8.980235,4.103024,7.1915045,4.301984,6.26177,5.5422783,5.331934,4.237677,5.8547406,3.3060272,4.547943,5.6892004,3.3849008,4.0873046,6.701552,3.1362705,6.2439594,3.4546356,6.5881653,3.186065,2.8821867,4.45436,4.6825986,4.032744,5.5969634,3.373291,4.4037657,3.6700428,7.023631,4.226918,4.2224474,4.7216983,6.728625,4.4086256,6.4059925,5.226679,4.4917426,5.4845905,4.9083133,5.764887,6.073253
t41,10.609187,8.018745,10.953679,6.990438,7.991495,8.9809475,4.110829,7.1485643,4.3468246,6.275613,5.5438933,5.3353615,4.2310457,5.868411,3.3143663,4.5346117,5.697062,3.3770518,4.077021,6.6850147,3.1464086,6.2495475,3.4788911,6.5972705,3.1968277,2.8714514,4.452455,4.6843667,4.0190816,5.5924625,3.3684275,4.4165583,3.6617815,7.036523,4.2262206,4.2337456,4.72187,6.726202,4.3950396,6.418855,5.2329493,4.4957395,5.4656405,4.9152384,5.7659497,6.08012
t42,10.611101,8.030644,10.96144,6.9826055,8.051424,8.98307,4.097609,7.1875963,4.297013,6.268117,5.5420966,5.336991,4.2354465,5.855938,3.3071373,4.5422707,5.689279,3.3873553,4.08804,6.7080703,3.1297898,6.245064,3.463167,6.5941105,3.1856964,2.8793223,4.4504204,4.6882324,4.0327253,5.5955358,3.3703864,4.4056473,3.6570227,7.032345,4.2242193,4.222164,4.7217155,6.724939,4.4076633,6.39853,5.2230787,4.494604,5.491744,4.9020815,5.757028,6.069889
t43,10.46988,8.5830555,11.4105215,6.517788,10.1778345,9.401619,3.8981507,8.720394,2.9530518,6.1234097,5.2820783,5.857027,4.263497,5.955207,2.624069,4.9217014,5.2528462,3.9683137,4.611085,7.505605,3.1232672,6.035472,2.6645765,6.431524,2.3718026,2.714573,4.025678,5.063829,4.4878426,5.865873,3.0399656,4.140975,4.0216484,6.5393524,4.1292286,4.288076,4.787338,6.026266,4.8090305,5.5866737,4.584389,4.091159,6.2224064,4.4030128,5.506725,5.36394
t44,10.568284,8.353445,11.312388,6.7443047,9.7785425,9.134939,3.9393868,8.328061,3.3243983,6.209746,5.4390616,5.6952415,4.2261043,5.8232775,2.8838837,4.6895685,5.4894614,3.7766666,4.377041,7.2276635,3.0079694,6.101182,2.9662583,6.5588946,2.6356976,2.7592251,4.103358,4.9004016,4.352331,5.6644244,3.2689528,4.2247953,3.8421166,6.774073,4.0988255,4.165639,4.668204,6.3602366,4.6503453,5.881622,4.8297477,4.2832723,6.023649,4.5597796,5.5343523,5.6758547
t45,10.6203,8.276647,11.129348,6.8639383,9.061632,9.0071945,3.9496381,7.8683696,3.7252676,6.2744803,5.494322,5.546659,4.240139,5.773868,3.1041498,4.603289,5.590635,3.630028,4.203531,7.0145664,3.0081837,6.0849056,3.1642942,6.614356,2.888793,2.8327096,4.232937,4.839366,4.2221217,5.617234,3.3776903,4.323805,3.7646897,6.924914,4.0454736,4.123943,4.632514,6.5749297,4.543801,6.0599775,5.017717,4.404094,5.8604403,4.687522,5.5592766,5.841442
t46,10.528662,8.448887,11.304515,6.692298,9.868109,9.200507,3.9123206,8.438272,3.2169223,6.220089,5.3827205,5.7428083,4.2294197,5.8555474,2.8064218,4.7732944,5.4096174,3.8112426,4.4316835,7.2803946,3.0507944,6.0589666,2.8521774,6.525654,2.5865593,2.7556987,4.082323,4.9694653,4.376496,5.7521353,3.1886435,4.228217,3.9123707,6.6889744,4.0897164,4.196956,4.7006536,6.2730527,4.691149,5.7844324,4.7628655,4.2391133,6.068838,4.5158076,5.5071306,5.6001368
t47,10.619205,8.043735,10.969138,6.9797435,8.099369,8.981246,4.0846453,7.220798,4.2658815,6.267404,5.5451446,5.3447547,4.2372303,5.8481855,3.3008604,4.5408983,5.684939,3.4003313,4.0943904,6.7250304,3.1161606,6.2379146,3.4557471,6.5991282,3.173415,2.8796296,4.4413404,4.697173,4.043461,5.5894175,3.376319,4.398821,3.653225,7.035075,4.2147927,4.211936,4.71578,6.719978,4.4164066,6.3831425,5.2131886,4.495076,5.5097785,4.8904767,5.747344,6.057025
t48,10.518165,8.471413,11.317791,6.6692705,9.921433,9.228215,3.9083405,8.48266,3.1761043,6.2115827,5.3673987,5.7598896,4.231329,5.8679605,2.7771814,4.7984304,5.3847694,3.8313491,4.4571476,7.308591,3.0623903,6.0533953,2.8187554,6.5127277,2.55744,2.7504704,4.072303,4.9844294,4.3914866,5.7714195,3.1651304,4.218856,3.9308994,6.661968,4.092692,4.2089233,4.713009,6.237,4.708622,5.7524204,4.73542,4.2184443,6.0888166,4.4994073,5.504701,5.567873
t49,10.623424,8.047614,10.975398,6.9697165,8.118595,8.97395,4.076868,7.2387686,4.253815,6.2545347,5.5514526,5.341284,4.244732,5.8352985,3.2967782,4.546378,5.680362,3.4107199,4.1022997,6.7322373,3.1087916,6.228993,3.442153,6.595972,3.1624367,2.8890343,4.441682,4.6968513,4.055708,5.581369,3.3900027,4.386002,3.6627629,7.029606,4.209411,4.198635,4.7107134,6.7228646,4.430104,6.3821177,5.2072453,4.4947705,5.514397,4.887602,5.7518225,6.0480847
t50,8.363594,5.501586,11.625072,6.2676945,2.0114772,9.38655,5.5163465,6.741854,5.02209,6.619123,5.1683216,5.193873,4.6103296,5.036369,2.5134084,4.230869,5.791291,2.8863637,4.3815784,6.0367756,3.688235,6.2532387,3.1386566,6.883647,3.3388786,3.176219,4.96459,4.3064985,4.0907917,5.9306307,3.221751,4.3031464,3.793457,6.3701706,4.011402,4.5903206,4.8069577,6.857817,4.307353,6.31822,4.7790403,4.131146,5.2657714,4.9159675,5.4166565,7.110566
t51,10.322109,7.726714,10.78289,7.0375524,7.3333187,9.04277,4.4639506,6.6097646,4.957675,6.2049847,5.431042,5.1207895,4.2024474,6.057646,3.431002,4.723692,5.740128,3.0382462,3.9076874,6.2513947,3.5730968,6.4385953,3.4308643,6.4038134,3.514957,2.8578753,4.6766973,4.440579,3.8034153,5.837888,3.2060654,4.561294,3.9924994,6.8210554,4.517423,4.480017,4.866358,6.8701034,4.193716,6.789371,5.5528264,4.4174733,5.0339227,5.314712,6.068499,6.396203
t52,10.596853,8.329359,11.246756,6.8197627,9.631453,9.053502,3.9330108,8.236905,3.4021864,6.2660995,5.4736624,5.6679544,4.2256093,5.798695,2.9606678,4.626378,5.5521483,3.7142467,4.293132,7.149958,2.9708548,6.0934286,3.0254915,6.609345,2.7347333,2.7646625,4.1214347,4.8907886,4.3014836,5.641699,3.3255105,4.2785916,3.7971182,6.8434367,4.0639873,4.13463,4.6219645,6.454887,4.587807,5.9489965,4.911191,4.353617,5.9858813,4.5994654,5.5087724,5.762169
t53,10.479487,8.583905,11.454631,6.48126,10.159414,9.419958,3.9059074,8.686325,2.9800076,6.0793614,5.290234,5.8552856,4.2462406,5.947627,2.6080353,4.9361696,5.2265854,4.009211,4.643918,7.545191,3.1250677,6.060237,2.6783211,6.4217873,2.3285666,2.7105072,4.020116,5.0436716,4.5167847,5.85018,3.0436869,4.0997224,4.034628,6.5366507,4.1586733,4.283192,4.8131685,6.0179677,4.831859,5.5622296,4.556426,4.076737,6.2548633,4.3966985,5.5280075,5.3299174
