,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
t7,-0.99921554,0.90231293,5.411532,6.1127043,3.7755153,5.5949783,3.8627565,4.470076,4.681105,3.9162786,4.0340586,3.4296374,4.062695,6.707846,5.1510396,5.0856876,5.974038,4.595402,5.8643274,4.2717166,5.155292,4.9503317,4.211796,2.9703057,4.4915333,6.183858,5.2127376,4.830884,4.2428184,5.3636937,7.5295424,4.7388053,5.0704284,3.411863,4.114227,5.153982,5.6474957,5.0232835,4.449671,5.29265,4.598778,6.3739495,5.271644,3.8785641,3.6416335,4.219213,4.465467,5.612737,4.52736
t10,-1.0300153,0.86097956,5.4711576,6.161714,3.7269235,5.5905952,3.894934,4.5138597,4.7312007,3.888401,4.0110927,3.4217157,4.045368,6.7042966,5.1506968,5.029875,6.000792,4.5646806,5.825069,4.22223,5.1799474,4.964075,4.1902447,2.9540203,4.465641,6.134043,5.2543287,4.7698574,4.2540383,5.3236027,7.5288196,4.7026854,5.101471,3.4475818,4.1487384,5.179486,5.6695013,5.072115,4.506029,5.3162756,4.6029987,6.329074,5.2453985,3.923797,3.6841345,4.2102046,4.5070515,5.6168504,4.569351
t17,-0.36099413,2.302291,5.134777,5.7222843,3.9799776,5.5281186,3.930577,4.1621265,4.508997,3.956569,4.2027426,3.497237,4.0601077,6.6999,5.043019,5.2500005,5.8790917,4.580366,5.894424,4.524454,5.180215,4.9500613,4.0400147,3.0128546,4.615592,6.3310666,5.136709,4.872472,4.0647054,5.5682244,7.531573,4.7248473,4.915295,3.1647682,3.8926113,4.979452,5.575047,4.755428,4.4051476,5.026402,4.5224295,6.3529987,5.257782,3.8120093,3.5238187,4.2586627,4.3153853,5.7275963,4.2811975
t21,-0.3557183,2.3386605,5.1353874,5.7386684,3.9752162,5.539266,3.9262097,4.176148,4.5159464,3.955133,4.1983705,3.5005853,4.055546,6.7084365,5.0407624,5.245964,5.8782907,4.577332,5.887005,4.512049,5.1829486,4.9427795,4.0601344,3.012794,4.610894,6.3280597,5.13535,4.870211,4.078731,5.5595155,7.5262547,4.722587,4.92404,3.175674,3.890304,4.9712715,5.5774555,4.7519794,4.397769,5.0272126,4.5273533,6.3597593,5.268132,3.814406,3.5231845,4.2539268,4.3225727,5.7270937,4.2788706
t22,-0.3367652,2.3529665,5.1825895,5.7303715,3.954714,5.5245366,3.910472,4.176265,4.5269117,3.95473,4.1825013,3.5013084,4.042992,6.683563,5.06414,5.232648,5.8918796,4.588718,5.886096,4.5085588,5.1810684,4.9685087,4.0536046,2.994788,4.598682,6.321642,5.138959,4.87232,4.083333,5.5446243,7.534673,4.732403,4.9311185,3.1791816,3.91851,5.0057096,5.5888767,4.777183,4.412012,5.0427785,4.5372343,6.3453965,5.2446337,3.8343954,3.5569594,4.2567453,4.3382945,5.708099,4.3027477
t24,-0.371283,2.2637107,5.1975794,5.7407603,3.9485304,5.520907,3.9036548,4.1845574,4.5303664,3.954614,4.174365,3.5024407,4.0371637,6.6748347,5.07278,5.2284994,5.896365,4.5934978,5.885525,4.501196,5.180393,4.9776435,4.056999,2.9876683,4.594043,6.3204713,5.13949,4.8736076,4.0870085,5.5393386,7.5376205,4.736292,4.9336843,3.188881,3.9288678,5.017898,5.593307,4.7897024,4.4162817,5.0557413,4.540328,6.3407035,5.241878,3.8422952,3.5693362,4.25715,4.3444386,5.7012553,4.3147616
t38,-1.4149525,0.4041359,5.569123,6.38658,3.6720815,5.596402,3.9456708,4.615877,4.7769723,3.842932,3.9796042,3.4135427,4.0594134,6.7231836,5.120723,4.965692,6.037885,4.522384,5.783369,4.188664,5.20371,4.946453,4.162869,2.93482,4.450498,6.0723724,5.28761,4.7143116,4.2568097,5.312885,7.538791,4.6709385,5.1161556,3.4517794,4.1548443,5.176439,5.6830955,5.116641,4.5937214,5.309771,4.6288285,6.275038,5.2130847,3.9390922,3.6923332,4.2213316,4.5278263,5.6388354,4.5882473
t46,-1.3953592,0.43407366,5.5952597,6.4165487,3.6668808,5.6076956,3.97453,4.614596,4.7850904,3.827768,4.0050054,3.4043791,4.066716,6.7357135,5.0935965,4.9494753,6.0395813,4.499777,5.77308,4.1787624,5.2270665,4.9265866,4.14683,2.94052,4.4549994,6.0621743,5.3022923,4.686024,4.254653,5.324047,7.5392075,4.651405,5.121495,3.4359877,4.132051,5.155421,5.6948667,5.123201,4.609821,5.2849603,4.620732,6.2555017,5.197031,3.9496748,3.685666,4.219957,4.524039,5.6646533,4.578311
t59,-1.9609455,-0.66496056,5.567893,6.494663,3.6328366,5.6072416,3.7653127,4.877591,4.894523,3.733256,3.6242218,3.4159353,4.043869,6.691931,5.131618,4.9204745,6.041808,4.6563363,5.8766384,4.049687,5.287239,4.987592,4.311893,2.917606,4.4398484,5.9872165,5.294638,4.9189415,4.353833,5.265107,7.6499624,4.7683578,5.218466,3.597035,4.185863,5.239324,5.7787304,5.273584,4.701863,5.3010297,4.5662317,6.201778,5.362918,4.06716,3.7780898,4.163389,4.5923605,5.7409506,4.7686176
t60,-1.5769023,0.17702292,5.613125,6.4606824,3.6485875,5.5998473,3.945694,4.6780496,4.8066206,3.814385,3.9415712,3.4073849,4.0600348,6.7259984,5.1163683,4.9337296,6.051856,4.517364,5.7746716,4.158569,5.2227435,4.945391,4.165367,2.9268057,4.44268,6.0449247,5.3052707,4.7100635,4.2669587,5.3015327,7.5497336,4.662448,5.1328154,3.4652658,4.1608744,5.180257,5.699004,5.150063,4.6375723,5.311592,4.629014,6.248499,5.2106867,3.9617722,3.7062654,4.2172017,4.5426955,5.6508474,4.6133475
t94,-1.9688568,-0.7327604,5.5678267,6.501127,3.6298137,5.6127815,3.753048,4.8776255,4.8958426,3.7281024,3.603188,3.4148467,4.049628,6.6964912,5.124197,4.917886,6.0421815,4.665112,5.880605,4.0497546,5.2915964,4.9790564,4.320303,2.919046,4.441635,5.9805303,5.2950506,4.935577,4.354547,5.2710705,7.653454,4.772582,5.2197227,3.6010761,4.1806126,5.2342587,5.7822948,5.274529,4.7072296,5.295042,4.567027,6.1948047,5.3718786,4.066708,3.7732172,4.1656446,4.5895967,5.7470374,4.768854
t126,-1.9981221,-0.79158074,5.5405707,6.4721527,3.6367137,5.61156,3.715252,4.9069858,4.9111843,3.7209127,3.5626853,3.4232588,4.03945,6.6777234,5.140563,4.9294477,6.0304923,4.702217,5.916129,4.0285926,5.2994475,4.9980707,4.357534,2.9181736,4.442937,5.9780726,5.2809234,4.975402,4.381416,5.259182,7.6823754,4.808337,5.242353,3.6365242,4.1928835,5.2594037,5.8005238,5.300696,4.7047305,5.2994494,4.544514,6.197015,5.4090195,4.0927076,3.7931056,4.146508,4.602495,5.7634974,4.8032365
t127,-2.0042894,-0.8032266,5.5317206,6.459898,3.6440997,5.607975,3.7007983,4.9090896,4.9132333,3.7263086,3.549302,3.4277837,4.033224,6.6687865,5.1501136,4.9354367,6.0246005,4.7156644,5.9291534,4.0247874,5.2973123,5.007327,4.370436,2.9176657,4.444124,5.9818964,5.274671,4.9898133,4.39084,5.2531176,7.6912446,4.821087,5.2491097,3.6492176,4.1994505,5.2692413,5.8041067,5.306458,4.698319,5.3042064,4.535395,6.203438,5.422549,4.0986733,3.799085,4.1376147,4.606203,5.7661757,4.8129873
t125,-1.9960206,-0.7900565,5.5415893,6.4776626,3.6330323,5.6169357,3.7195055,4.9049683,4.9096284,3.7167456,3.5665834,3.4209812,4.0457335,6.683776,5.1340036,4.9277663,6.031757,4.6977654,5.9116273,4.0308776,5.302327,4.9909115,4.3538623,2.920389,4.4443035,5.972912,5.281751,4.971921,4.37878,5.2657347,7.682368,4.8037853,5.240395,3.6316824,4.186751,5.253736,5.801867,5.2987666,4.70771,5.293918,4.548002,6.19144,5.404546,4.0894103,3.7871532,4.151347,4.5981636,5.765644,4.7986255
t66,-1.7815279,-0.13993748,5.634953,6.5289907,3.620226,5.603083,3.912208,4.7733326,4.852202,3.7732427,3.8288128,3.4068077,4.060477,6.725618,5.112784,4.9019313,6.0660567,4.534065,5.7824106,4.111523,5.2493067,4.9495096,4.1916213,2.9153702,4.4346094,6.001807,5.3182096,4.7482204,4.2922134,5.2838264,7.580628,4.6742806,5.163395,3.5048563,4.1749215,5.1959357,5.7256866,5.2034106,4.692915,5.3116713,4.6230736,6.2123184,5.2396135,3.99843,3.7303052,4.206657,4.5674677,5.680819,4.667059
t89,-1.9805578,-0.70633185,5.5638466,6.4890018,3.6330473,5.6058903,3.7474926,4.8863544,4.903737,3.7310293,3.602208,3.4205503,4.0393615,6.6842504,5.1374393,4.9214063,6.039286,4.672742,5.8891163,4.0410757,5.289801,4.992965,4.326406,2.9149337,4.4394045,5.9843655,5.2910047,4.9362397,4.3641167,5.258919,7.6606913,4.781426,5.2281504,3.611989,4.192772,5.249224,5.784589,5.2842007,4.705746,5.304442,4.558706,6.200862,5.3794127,4.078027,3.785818,4.1558795,4.600131,5.74678,4.779688
t117,-1.9444375,-0.9243741,5.480996,6.415408,3.6379106,5.635803,3.6427827,4.9376025,4.937104,3.6970735,3.4619675,3.4372907,4.048133,6.6655474,5.143304,4.9515405,6.006212,4.7736034,5.9903083,3.9978902,5.322729,4.9898334,4.444919,2.92489,4.4523044,5.9503965,5.2478323,5.0852804,4.433058,5.2649503,7.746292,4.881823,5.286041,3.6976655,4.1990495,5.286483,5.8472037,5.3459134,4.6963267,5.291336,4.5104966,6.1775537,5.480805,4.130113,3.8102164,4.123181,4.614054,5.805808,4.854476
t118,-1.9949162,-0.9355792,5.4950395,6.4611454,3.6265724,5.6401653,3.6822095,4.9504676,4.933201,3.6778812,3.4950392,3.4247642,4.05766,6.680219,5.119899,4.9343843,6.0186534,4.740332,5.962044,4.002032,5.3327856,4.974991,4.4156094,2.9254344,4.4502845,5.943561,5.2655306,5.04539,4.4148927,5.2760487,7.730252,4.854429,5.2732296,3.669497,4.1814275,5.2639394,5.8413725,5.337489,4.7233825,5.274631,4.5251293,6.1643057,5.4466987,4.122768,3.7972803,4.138621,4.6044,5.811023,4.837058
t99,-1.9554554,-0.6666226,5.5812325,6.511035,3.6316288,5.6052504,3.7810163,4.861788,4.889666,3.7396576,3.6340032,3.4144974,4.0457706,6.6970882,5.125729,4.914481,6.0465107,4.6394873,5.8597226,4.058632,5.2823553,4.979471,4.2957816,2.916121,4.4392924,5.989325,5.3007603,4.9055686,4.3442316,5.2677054,7.638839,4.7510595,5.2104836,3.579293,4.18339,5.2299833,5.770221,5.2629805,4.704665,5.3009386,4.5739813,6.2022486,5.3462396,4.0573354,3.7702377,4.1688876,4.5890985,5.734331,4.7505326
t100,-1.9780751,-0.71508265,5.628656,6.547676,3.6118996,5.5986686,3.7840028,4.83363,4.909587,3.7462711,3.6135461,3.4235628,4.044116,6.6993566,5.118863,4.8907666,6.0631995,4.6307335,5.8320823,4.0607595,5.2768455,4.9604278,4.2775073,2.900043,4.431899,5.978391,5.31514,4.8997726,4.335544,5.259439,7.6270556,4.726012,5.210633,3.5634668,4.196552,5.2264924,5.7565994,5.25921,4.7347894,5.312082,4.587881,6.1897106,5.3389482,4.0577674,3.7685704,4.173623,4.607947,5.724012,4.7178984
t58,-1.6923256,0.020927146,5.638582,6.510498,3.6257944,5.604513,3.9558437,4.716287,4.828785,3.79297,3.9065466,3.40477,4.067356,6.736729,5.1047006,4.9082894,6.066092,4.5002203,5.759695,4.1395373,5.2358537,4.933992,4.1564884,2.92041,4.437971,6.015109,5.319076,4.7000484,4.2710395,5.2975206,7.5576763,4.6489863,5.1425133,3.4708233,4.1637864,5.177725,5.7077613,5.1711626,4.673445,5.3087215,4.636492,6.22245,5.2041407,3.9720755,3.708939,4.2203026,4.552536,5.6636934,4.626241
t57,-1.7105556,-3.8001435e-05,5.6412706,6.518365,3.6232696,5.6031446,3.947963,4.7327275,4.83474,3.7884574,3.8913052,3.4049642,4.0648556,6.733226,5.1087303,4.9054084,6.067291,4.5068593,5.7635794,4.132607,5.2377243,4.939634,4.163811,2.918124,4.435836,6.0119796,5.319608,4.707457,4.275842,5.292424,7.5621305,4.6543317,5.1471562,3.4794614,4.168696,5.183675,5.7113585,5.179578,4.6791143,5.3122044,4.6348214,6.220616,5.210438,3.9780195,3.7154071,4.2173514,4.5569677,5.6648054,4.6369452
t47,-1.4903224,0.3227482,5.5989294,6.4306297,3.663391,5.6018944,3.982692,4.606967,4.7791142,3.838561,4.0315385,3.4058495,4.0665493,6.7367697,5.105472,4.948876,6.0456805,4.4861035,5.7599583,4.1911125,5.2109575,4.9280157,4.13303,2.9361033,4.4501214,6.0634584,5.3026323,4.67197,4.2469435,5.3186464,7.5277195,4.6418495,5.1120553,3.4311426,4.1434712,5.158713,5.6817646,5.113142,4.6055646,5.3021607,4.6355596,6.2642817,5.182175,3.9336581,3.681953,4.227329,4.524668,5.6404862,4.5630226
t36,-1.1706661,0.68111914,5.5056868,6.264878,3.7225773,5.599681,3.9000978,4.5495768,4.7475023,3.8645442,4.00109,3.411939,4.047607,6.7081394,5.1241107,5.0128508,6.000292,4.5678415,5.8318796,4.20211,5.208155,4.9579506,4.196904,2.9582102,4.4687476,6.125284,5.2669487,4.7686625,4.2624373,5.327704,7.5388246,4.702312,5.115033,3.447007,4.127614,5.1678057,5.687808,5.093429,4.5262637,5.2886915,4.5862837,6.311912,5.2538643,3.9427025,3.6887336,4.200105,4.507966,5.6549625,4.5780716
t42,-1.3028845,0.53749675,5.5504394,6.341366,3.6934805,5.6009083,3.9411364,4.5785413,4.761565,3.8524647,4.0122123,3.4096644,4.0580053,6.7221975,5.116312,4.982663,6.0227075,4.528825,5.796884,4.197789,5.2075205,4.942516,4.1669707,2.9468577,4.4597173,6.0952196,5.282695,4.721124,4.25477,5.324091,7.5338717,4.673605,5.112547,3.4386785,4.136243,5.163851,5.683969,5.1020403,4.5650225,5.29657,4.612093,6.2892437,5.218467,3.9368207,3.6842086,4.2147393,4.5153513,5.6456094,4.571926
t43,-1.4921335,0.30259198,5.575584,6.400963,3.6703048,5.597544,3.9453175,4.6185055,4.77755,3.842674,3.9843576,3.4114888,4.060321,6.7251153,5.1263714,4.9621773,6.039108,4.517168,5.7804117,4.187805,5.202332,4.9437966,4.1604066,2.9351351,4.4495735,6.0711584,5.290148,4.711086,4.2567806,5.31134,7.5365057,4.665447,5.1162195,3.450448,4.1568213,5.1750393,5.68261,5.1177187,4.5948267,5.3160076,4.6299496,6.275812,5.20931,3.9375997,3.6907892,4.2213492,4.527829,5.6314354,4.58539
t37,-1.2151898,0.6376013,5.51501,6.2838264,3.7182102,5.6000056,3.913241,4.552219,4.7471204,3.862713,4.008051,3.4124558,4.052344,6.7134247,5.1199074,5.00778,6.0046763,4.556142,5.8229165,4.207211,5.2073116,4.9515452,4.185933,2.9565413,4.4692173,6.119381,5.269028,4.7560854,4.256989,5.3318796,7.5373993,4.694025,5.110668,3.4393656,4.1254635,5.162415,5.684554,5.089698,4.53593,5.2863917,4.5930166,6.3060203,5.2440534,3.9374018,3.6829462,4.2058525,4.5058203,5.6536417,4.569566
t62,-1.6837243,0.039206196,5.6211004,6.499574,3.6305432,5.597815,3.9315886,4.7415977,4.8367224,3.7928088,3.8811862,3.4125838,4.056718,6.717509,5.1281734,4.918522,6.059321,4.5253835,5.7838936,4.1284857,5.2308292,4.956764,4.182667,2.9158795,4.4348574,6.015489,5.304543,4.724309,4.2912817,5.2820225,7.5771937,4.6750283,5.1559696,3.4973521,4.1851935,5.2014275,5.716299,5.1901073,4.6713314,5.326445,4.6261554,6.232358,5.2304335,3.985371,3.7283604,4.207311,4.5632024,5.6588926,4.65123
t63,-1.6959605,0.048312053,5.6489506,6.533433,3.6176758,5.6001,3.9474156,4.7415767,4.8417754,3.7854025,3.888291,3.4058983,4.062348,6.730459,5.115529,4.900033,6.071473,4.506943,5.762995,4.127737,5.2361574,4.945677,4.1654263,2.9138305,4.4318194,6.0067058,5.3212824,4.705632,4.2789545,5.2846336,7.5643253,4.656351,5.1502724,3.4882872,4.1776767,5.191028,5.711727,5.1871257,4.6872706,5.3206115,4.6376705,6.2193894,5.2131486,3.9804804,3.7215881,4.2162547,4.563133,5.66034,4.643581
t61,-1.6984617,-0.002415816,5.648805,6.5317936,3.6176898,5.607887,3.9697466,4.72027,4.832321,3.7894766,3.9138918,3.4052517,4.0738606,6.744594,5.0983467,4.900526,6.0708513,4.4852796,5.7512946,4.1403537,5.238274,4.9250755,4.1465507,2.9197185,4.43839,6.0025835,5.3216333,4.6869698,4.2699137,5.3002462,7.5602574,4.6411777,5.142801,3.470105,4.1625776,5.1737037,5.708422,5.173024,4.685713,5.3053617,4.642538,6.213355,5.197167,3.968986,3.703182,4.2246985,4.5522623,5.6670527,4.620703
t50,-1.6475672,0.06232927,5.6314683,6.493966,3.6306264,5.606901,3.97218,4.6882215,4.8177752,3.8018274,3.9337056,3.4050844,4.0718584,6.742168,5.1000113,4.914628,6.063214,4.4874835,5.754573,4.151365,5.231528,4.9250226,4.144873,2.9244635,4.4418063,6.019818,5.316408,4.6839724,4.264349,5.306033,7.551792,4.6418424,5.135149,3.458343,4.15692,5.1691866,5.702317,5.157672,4.6622324,5.304091,4.639166,6.2264843,5.1942654,3.9618177,3.6980433,4.2249436,4.5446568,5.6609726,4.6104116
t48,-1.3046986,0.5322254,5.549446,6.339427,3.693528,5.6014686,3.9386535,4.5799212,4.7630997,3.8509438,4.0076494,3.409801,4.057606,6.7218676,5.115462,4.982506,6.021958,4.5308995,5.798805,4.1957173,5.2097464,4.942957,4.168943,2.9473612,4.4601846,6.0942793,5.2827296,4.7242084,4.256145,5.32416,7.5357766,4.675354,5.1143985,3.4406505,4.1355987,5.1641536,5.6859407,5.104046,4.566,5.2949095,4.6099787,6.2876554,5.221241,3.9395282,3.6854248,4.213477,4.5159793,5.6487145,4.574429
t20,-0.33248526,2.3484316,5.1905794,5.7136784,3.9619548,5.506352,3.9080076,4.160092,4.517492,3.9594548,4.1940417,3.5139508,4.027371,6.6639457,5.0685973,5.2371473,5.8931584,4.588455,5.8768053,4.5238934,5.182488,4.987973,4.0357947,2.9792323,4.599182,6.3340573,5.131966,4.87108,4.06842,5.555519,7.5370703,4.734717,4.917639,3.163877,3.9109316,5.004365,5.5900173,4.767701,4.416624,5.0309124,4.542178,6.3341446,5.2264624,3.8432882,3.568792,4.2626696,4.336039,5.702155,4.293147
t32,-0.81030196,1.092866,5.3137794,5.9620943,3.8309534,5.585907,3.8052995,4.4065204,4.652743,3.9328883,3.9907238,3.4477363,4.0417123,6.684359,5.1580563,5.1402206,5.9293222,4.6557674,5.9182715,4.297492,5.1638227,4.9788923,4.240239,2.9913564,4.5159955,6.219392,5.182829,4.9018703,4.244208,5.379906,7.5491776,4.77665,5.070985,3.423455,4.0920606,5.1548705,5.652096,4.989052,4.41175,5.257542,4.5436316,6.3886395,5.3389316,3.8973582,3.6447854,4.195284,4.4501495,5.6451263,4.528101
t33,-0.51153105,1.9466884,5.2057395,5.8066554,3.9215648,5.5490103,3.8856027,4.2429857,4.560931,3.947428,4.13011,3.482956,4.048814,6.692603,5.0862083,5.208068,5.9016504,4.6053247,5.8970194,4.446962,5.1754513,4.9618444,4.1111174,2.9991088,4.5775084,6.2923403,5.152777,4.8796024,4.1305995,5.500012,7.536841,4.741546,4.9702773,3.249523,3.9657884,5.0439153,5.603977,4.8355036,4.4098907,5.108299,4.5375137,6.3602076,5.283314,3.845932,3.5742104,4.2396903,4.3671374,5.693693,4.363382
t40,-0.8227754,0.9770558,5.3207884,5.9588842,3.8213863,5.5863132,3.7714818,4.4298763,4.666726,3.9338427,3.9516048,3.4468734,4.031755,6.6701775,5.1789618,5.1360483,5.9282017,4.6837006,5.9360147,4.272019,5.162669,4.9959493,4.2747827,2.9882023,4.506503,6.21348,5.1808705,4.9277205,4.266609,5.3584504,7.5581317,4.796404,5.0903883,3.460777,4.11608,5.182578,5.6650715,5.0183973,4.40533,5.2817163,4.537211,6.39463,5.3632116,3.9165673,3.6674457,4.1831126,4.465842,5.63765,4.5665536
t41,-0.88026553,0.78130734,5.331561,5.981932,3.8090553,5.5893536,3.7425182,4.455297,4.677201,3.934885,3.9171104,3.4440074,4.028745,6.670157,5.1923766,5.126657,5.931219,4.69212,5.9377217,4.251765,5.157297,4.9986935,4.2928877,2.9875603,4.497333,6.203466,5.1839066,4.946194,4.2809296,5.338424,7.5568,4.800921,5.1031966,3.4864767,4.1376233,5.1998405,5.667429,5.037693,4.40724,5.306029,4.5387883,6.40191,5.3753686,3.9218702,3.6754932,4.1767235,4.4787974,5.626146,4.5909977
t44,-0.83824074,0.9675536,5.3165917,5.964878,3.8205857,5.587977,3.7749982,4.4295406,4.66505,3.9338443,3.9574835,3.4458442,4.0356836,6.676655,5.1751237,5.1344075,5.9300904,4.676255,5.93038,4.275174,5.1606617,4.9892244,4.2692447,2.9894648,4.5070314,6.211902,5.182891,4.9256096,4.26281,5.360191,7.553985,4.7900023,5.086993,3.4548328,4.114088,5.1771436,5.6603756,5.013225,4.407737,5.281336,4.541026,6.395051,5.3610153,3.909639,3.6604192,4.1862526,4.463849,5.636217,4.559072
t45,-0.84810835,0.989149,5.361959,6.0075903,3.7899356,5.58125,3.806416,4.4453607,4.6831403,3.9186645,3.9854224,3.4395118,4.034857,6.6778226,5.1637435,5.0986037,5.956399,4.6444545,5.896898,4.267879,5.170581,4.9884253,4.238867,2.9718683,4.4943566,6.191239,5.207649,4.8897696,4.2504025,5.355706,7.545484,4.758479,5.084465,3.436316,4.1179414,5.1746707,5.664523,5.027932,4.442038,5.2814507,4.5645947,6.3639874,5.3252263,3.9175057,3.6748066,4.199101,4.474921,5.6311617,4.55328
