,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
t94,-0.16246712,12.067355,0.027854763,6.0898705,1.5346956,5.784465,0.009578437,13.1280365,0.26220468,6.9435816,6.8958874,-0.36465225,7.759778,-0.0029797787,8.665819,0.14273147,3.7385833,-0.32620198,7.7704077,10.994535,2.7200203,2.681738,5.949907,-0.3384611,9.044189,3.386174,-0.036939755,-0.18807246,0.016218748,0.23940355,8.092023,0.18500564,0.21362495,8.53691,0.24284127,5.0774374,4.915671,2.4437647,-0.025451982
t95,-0.1620064,12.418925,0.036368135,6.0847845,1.3408427,5.7937646,0.010426396,13.434156,0.27163905,7.095081,6.8919253,-0.36572218,8.078402,-0.0029804613,8.832441,0.06642338,3.5259483,-0.33261633,7.951743,11.289006,2.5125246,2.6432903,6.0864177,-0.34929225,8.735891,3.7252283,-0.03769552,-0.19119729,0.016061757,0.49347666,8.287123,0.19458576,0.22075021,8.436742,0.24955007,5.0579033,4.9015193,2.8329973,-0.021644019
t91,-0.16206391,11.798649,0.019983785,6.0968385,1.6783147,5.77567,0.009164095,12.858905,0.2540687,6.823093,6.9039173,-0.36338532,7.512003,-0.0029767186,8.4903,0.23412228,3.910855,-0.32108635,7.621093,10.758044,2.9123306,2.7203789,5.8627806,-0.3285591,9.300578,3.1008854,-0.036366757,-0.1855718,0.016401758,0.011362134,7.9414244,0.17518993,0.20736285,8.622766,0.23603164,5.109502,4.939568,2.0860052,-0.027864296
t84,-0.16256514,13.445558,0.06816696,5.9196835,0.9157317,5.8134866,0.012611447,14.316171,0.29795462,7.332095,6.833759,-0.36876124,8.87845,-0.0030199292,9.4502945,-0.004914339,2.8080642,-0.3424341,8.23302,12.161279,1.9820272,2.3736284,6.512105,-0.374404,7.937556,4.651688,-0.03948896,-0.19788459,0.015587317,1.34668,8.639554,0.23154162,0.24143872,8.01609,0.27062124,5.0037394,4.8125806,3.9142773,-0.0140604265
t37,-0.15639748,7.733548,3.3657224,2.4436967,4.0523534,3.4062214,0.0014294385,5.238416,0.0962514,2.7259457,6.7277274,-0.2856248,4.3908334,-0.0034258107,4.450253,4.5760403,7.3683424,-0.16831349,4.648955,7.161384,6.94159,4.0773525,2.552309,-0.17043236,15.856442,-0.47900078,-0.026910637,-0.13970713,0.015946828,-0.10677063,2.7181923,0.051405773,0.09718597,9.387453,0.12547028,5.962581,5.2944016,-0.34258112,-0.096520156
t23,-0.18638246,7.1175747,4.1754537,1.2381665,4.407478,2.6422722,0.0011153773,3.6423495,0.072201364,1.6340258,6.604995,-0.25396588,3.9677556,-0.003455257,3.4119627,5.7407885,8.064014,-0.13441797,4.0638695,6.64342,7.777926,4.642375,2.1008942,-0.15143727,16.992264,-0.7277814,-0.026899938,-0.12237512,0.014677401,-0.12236164,1.2381196,0.028466722,0.08052817,9.634699,0.11365681,6.304436,5.5740185,-0.4510688,-0.114107445
t26,-0.1499963,7.8627915,3.0813997,2.0299597,3.5536218,3.245821,0.3866264,5.0894446,0.09729182,2.1525152,5.959699,-0.25468227,4.434566,-0.0032707483,4.62077,4.6398687,7.5959506,-0.18067953,4.6359987,7.193171,6.7099423,4.3807793,2.0705657,-0.15924817,14.71938,-0.42656428,-0.027309038,-0.13474108,0.016250884,-0.09622907,2.2480087,0.05510185,0.09601679,8.8876505,0.11166759,6.0520225,5.6161113,-0.3158858,-0.09491849
t30,-0.14051458,8.021204,2.9305198,2.2083344,3.3899078,3.396947,0.42724013,5.413247,0.10046717,2.371843,5.9433966,-0.25783727,4.4996505,-0.0031921125,4.8686624,4.473394,7.489473,-0.18955298,4.753732,7.268041,6.5631504,4.3389087,2.1072593,-0.16106279,14.395014,-0.3698368,-0.027541284,-0.13819456,0.016608471,-0.09227194,2.53664,0.060750496,0.09978202,8.826221,0.11020894,6.0058055,5.610431,-0.2902551,-0.090845406
t42,-0.11651439,8.521062,2.3511965,2.8498082,2.9152133,3.8726566,0.51594687,6.484353,0.11940705,2.9211965,5.8509693,-0.26737687,4.9489594,-0.003067624,5.7243023,3.747418,7.091352,-0.21795264,5.2262754,7.7776837,5.8650203,4.109583,2.264223,-0.17004687,13.076309,-0.15543419,-0.02844248,-0.14913365,0.017818505,-0.078722015,3.4310548,0.074574955,0.111656405,8.489319,0.115038775,5.813442,5.5553355,-0.2000473,-0.077967644
t43,-0.12219878,8.354273,2.5501757,2.6354795,3.0535347,3.6960974,0.52819335,6.1172495,0.112190425,2.7735791,5.890011,-0.26668245,4.7993083,-0.0031392998,5.488462,3.9771426,7.2160354,-0.20763691,5.0692973,7.6171412,6.125855,4.151481,2.150265,-0.16693082,13.551241,-0.22576328,-0.02788298,-0.14624709,0.017478075,-0.0830291,3.1733181,0.07018451,0.10769076,8.574658,0.11534511,5.866438,5.5348387,-0.22709247,-0.08233413
t17,-0.19706371,6.8779483,4.304543,0.5518205,4.3827686,2.315357,0.11000962,2.9895747,0.06518253,0.9894524,6.212694,-0.2290668,3.7364278,-0.0034032175,3.1058478,6.154983,8.434558,-0.12251964,3.804985,6.368221,7.953157,5.0047355,1.6750507,-0.13983749,17.019804,-0.8158865,-0.026561644,-0.112368874,0.01425064,-0.123347156,0.46326378,0.025505,0.07433532,9.563462,0.105690494,6.4458485,5.836104,-0.48487538,-0.12056054
t82,-0.14722176,1.6166853,3.6070142,0.008156024,1.8234054,3.3392365,1.7219555,3.337365,0.03120716,0.0015497715,5.045854,-0.1265108,0.67745733,-0.0018093371,1.7383097,6.6244016,3.8889282,-0.041151453,0.12397477,4.749069,4.9558506,5.407783,0.90016097,-0.07563007,9.23805,-0.9604555,-0.023720592,-0.038059533,0.0047633117,-0.09641864,2.3787005,0.03549047,0.015667357,7.797616,0.089519754,2.8080304,2.1713953,-0.37425518,-0.082251646
t85,-0.15019955,1.5129305,3.688468,0.009289099,1.7729973,3.3109267,1.6671381,3.2574258,0.030447688,0.0016316792,5.158141,-0.12791832,0.5928289,-0.0017930835,1.6669009,6.73769,3.861226,-0.036814522,0.06691349,4.7132597,5.013029,5.440856,0.8816785,-0.07723126,9.368755,-0.9591671,-0.023852136,-0.03732003,0.00468068,-0.09726172,2.382343,0.08808862,0.01425915,7.857946,0.0917804,2.8026187,2.1540136,-0.38147634,-0.08243135
t118,-0.106644385,2.543129,1.7716881,1.963114,1.1012869,4.508592,2.2081344,5.9461503,0.035842337,1.6135806,5.335741,-0.19007277,1.1522851,-0.0017600079,3.658005,4.6290092,1.895887,-0.08424612,0.5240839,5.874072,3.317564,4.6269608,0.9890168,-0.09142062,6.5027294,-0.4984815,-0.02027052,-0.069540955,0.00568659,-0.0695044,4.7798734,0.046069246,0.018244842,7.241154,0.037163746,2.6810424,1.7861301,-0.22911048,-0.058785744
t121,-0.0878081,4.9667134,0.2362375,3.3614938,0.03882893,5.114123,1.8946048,10.079405,0.13158543,2.984688,4.9234247,-0.20162241,3.5959878,-0.0018148568,6.8814054,3.170756,0.3150879,-0.11742202,3.1887794,8.903131,0.5595536,4.192384,1.9413508,-0.14571677,2.3496282,1.1935213,-0.030184697,-0.11395528,0.0067480346,-0.012069401,7.735623,0.0934231,0.06574802,6.509148,0.03150019,2.718623,1.5377543,0.7138514,-0.007464733
t129,-0.09967261,2.741957,1.4967425,2.2949507,0.90378255,4.648206,2.1932957,6.406601,0.040777892,1.9154338,5.321949,-0.20253469,1.2648028,-0.0016821304,3.9997532,4.3272214,1.5725142,-0.088808715,0.7407114,6.1391335,2.9908037,4.52338,0.9332625,-0.09581868,6.0993557,-0.42867386,-0.019964775,-0.07459389,0.0058448394,-0.06402477,5.265149,0.053777564,0.02255763,7.0971484,0.03911258,2.6151397,1.5609044,-0.1974392,-0.053240333
t130,-0.10581932,2.554849,1.7121938,2.0093346,1.0338597,4.532762,2.2055163,6.0412927,0.03619895,1.6874863,5.3538733,-0.1928515,1.1346474,-0.0017120468,3.7688627,4.5640798,1.8196019,-0.08255758,0.5615064,5.9231043,3.2508478,4.618339,0.92303157,-0.09220102,6.4639115,-0.48608586,-0.020009195,-0.070616186,0.005764702,-0.068375245,4.9060025,0.04796066,0.019616513,7.2099085,0.039018173,2.6571903,1.6689188,-0.22302382,-0.058084503
t131,-0.100703195,2.7401285,1.5321954,2.2283735,0.8484246,4.607694,2.1776152,6.4300017,0.04302148,1.9301988,5.40092,-0.20234863,1.3310071,-0.0016479205,3.9347723,4.3495064,1.5447736,-0.08826861,0.6489901,6.103106,3.0788171,4.570344,1.1114447,-0.095577694,6.150908,-0.4299699,-0.02013023,-0.07413268,0.0058862935,-0.06477261,5.227918,0.05293137,0.02390967,7.1586804,0.037331916,2.7509556,1.5757715,-0.20088796,-0.054003395
t132,-0.1035104,2.6675746,1.6162189,2.1216276,0.8955829,4.560653,2.179345,6.28342,0.04130502,1.837462,5.411036,-0.19856381,1.280881,-0.0016548709,3.840409,4.4280357,1.6349406,-0.08598297,0.5797655,6.0135365,3.180978,4.6001663,1.1026222,-0.09477383,6.2830553,-0.45349735,-0.02017637,-0.07264414,0.0058693327,-0.06647934,5.0908685,0.0503182,0.022620818,7.19943,0.037286263,2.7629533,1.6169586,-0.21031703,-0.055933386
t123,-0.09293756,3.0378203,1.2848749,2.4585655,0.6501923,4.6995397,2.1749387,6.802429,0.05108889,2.1664367,5.27592,-0.21051022,1.4849967,-0.001640353,4.2056637,4.059469,1.3272002,-0.096402854,0.9403166,6.409973,2.8027523,4.3940454,1.1930672,-0.09992227,5.6511436,-0.36647412,-0.020416327,-0.077944204,0.0061509158,-0.056901395,5.5699515,0.05808842,0.029846419,6.9155545,0.042529225,2.7343464,1.5107456,-0.16534057,-0.048190758
t145,-0.08951592,3.814728,0.7788623,3.0811334,0.30676112,5.0190606,2.2734044,8.423126,0.077550754,2.7287762,5.153223,-0.22242418,2.362443,-0.0017799829,5.438947,3.5679197,0.7310957,-0.11009183,1.8246802,7.6179175,1.6928716,4.1619735,1.5985177,-0.11229235,4.1430426,-0.110535435,-0.02282046,-0.09326694,0.006811419,-0.043288782,6.894327,0.07313294,0.040636152,6.6924124,0.042836096,2.7204938,1.3589622,-0.069061406,-0.028129192
t146,-0.08987432,3.5993898,0.85831136,3.0287063,0.39554924,5.0000134,2.307014,8.050785,0.06822839,2.668736,5.195889,-0.22522692,2.1243305,-0.0017381773,5.183758,3.6529546,0.85728,-0.10765485,1.6133336,7.3215117,1.941642,4.20008,1.4751785,-0.10707081,4.5193477,-0.17006066,-0.021642016,-0.09025599,0.0067894575,-0.045831963,6.692727,0.07046209,0.037923887,6.732213,0.044172138,2.6745393,1.3597977,-0.092195384,-0.03325407
t136,-0.09619303,2.959558,1.3256733,2.4622402,0.7163141,4.703146,2.1536257,6.718911,0.04877118,2.1079323,5.3814187,-0.20774971,1.4420171,-0.0016575012,4.110487,4.109785,1.2950419,-0.09342184,0.81891793,6.3412185,2.8431976,4.3963623,1.2039205,-0.09933893,5.8208113,-0.37116084,-0.019851984,-0.078385875,0.006222063,-0.058406297,5.5668216,0.056011427,0.025600279,6.991009,0.04078378,2.6708882,1.5030329,-0.17768028,-0.048597157
t137,-0.09785028,2.860731,1.3979468,2.399602,0.76956695,4.689381,2.1481364,6.590671,0.046657275,2.0349312,5.407782,-0.20556025,1.3740553,-0.0016530235,4.00433,4.1844797,1.3483315,-0.091817446,0.7506273,6.233876,2.9348855,4.428371,1.1866335,-0.09921879,5.9407706,-0.39423957,-0.019788448,-0.076682895,0.0061332695,-0.060283724,5.450088,0.054106075,0.024096936,7.0535946,0.039645582,2.6663067,1.507778,-0.18675542,-0.04996656
t88,-0.16026717,1.3820109,4.0138717,0.012730006,1.7972194,3.1730902,1.668636,3.1606107,0.032979902,0.003017389,5.3061843,-0.12506288,0.5575746,-0.0017520132,1.5176648,7.00999,4.019264,-0.027359108,0.02752079,4.7386518,5.126155,5.5807157,0.8152956,-0.08190885,9.6923065,-0.9787222,-0.025377452,-0.037955306,0.0042000394,-0.0992773,2.3487008,0.23818596,0.0124051785,7.9997725,0.102291435,2.8853927,2.2002716,-0.39510605,-0.08477396
t79,-0.13536723,1.8912555,3.1181364,0.00047651422,1.7379477,3.506647,1.7835282,3.5886755,0.024493027,0.13656634,4.9333572,-0.13398802,0.6955961,-0.0019319358,2.0007796,6.072991,3.6731203,-0.06003116,0.2346835,4.775534,4.774636,5.18632,1.0460368,-0.07222653,8.6988,-0.9069321,-0.02167887,-0.04025356,0.0055011287,-0.09240093,2.537379,0.009942027,0.014613468,7.5776396,0.06953807,2.7041743,2.1369643,-0.34967333,-0.07856098
t60,-0.23217522,0.51095307,7.760492,0.06479466,2.1028922,1.0325388,0.20299518,0.4785215,0.0832438,0.01848439,5.663351,-0.082548395,0.24888463,-0.0010143241,-0.10197296,10.667069,5.935527,1.8528391,0.07579743,4.2187347,5.972477,6.780886,0.2701331,-0.09194066,14.09777,-1.2096128,-0.04102616,-0.019888982,0.003162945,-0.120404966,0.7540519,2.4448662,0.018405275,8.29397,0.2814304,3.8308132,2.463872,-0.568616,-0.09004982
t61,-0.2593633,0.40899587,8.846643,0.076699756,2.0548353,0.56498545,0.00271984,-0.0037977828,0.090234876,0.021023711,5.997084,-0.07736122,0.3107344,-0.0006411968,-0.14799012,11.863019,6.4310827,2.5651243,-0.0077397535,4.0877085,6.2782297,7.154302,0.089223675,-0.08981453,15.198353,-1.2594111,-0.046514183,-0.014917448,0.0027172142,-0.12483719,0.2941829,2.9530144,0.0222301,8.535353,0.32577264,4.346181,2.5880404,-0.6170563,-0.094403975
t62,-0.14863805,1.57059,4.1752243,0.018251559,2.0343306,2.825748,1.450175,2.7448628,0.049158756,0.0022783051,5.024909,-0.108958,0.7448643,-0.0018109008,1.16803,7.257513,4.2211366,-0.021762533,0.2156546,4.5637918,4.864935,5.605808,0.5802524,-0.05774516,10.131774,-0.97072387,-0.024297077,-0.032644946,0.0054327035,-0.10044751,2.058864,0.3377385,0.01890224,7.64182,0.118744306,2.7875142,2.0986652,-0.3941965,-0.072132215
t58,-0.3056549,-0.00011556796,10.684478,0.103713565,1.6633604,-0.0010901153,0.012805313,-0.05485194,0.10871423,0.027319415,6.261678,-0.050380986,0.1119414,0.39940837,-0.23655716,13.81841,6.600334,4.034819,-0.07213667,3.7829483,6.073882,7.677228,0.003246124,-0.08329338,16.098818,-1.2737598,-0.056353718,0.24342611,0.0008347116,-0.121595375,0.0024596362,3.9453459,0.028063167,8.6172085,0.40116626,5.1769395,2.6800466,-0.68872774,-0.09634577
t66,-0.27999303,-0.00027192174,9.940249,0.09670669,1.2953396,-0.0011283751,0.010359049,-0.053579886,0.10306358,0.023448942,5.758199,-0.04229376,-0.0040016463,0.57122743,-0.22316423,12.753021,5.772062,3.8511848,-0.08573325,3.451062,5.326111,7.02001,0.0031043491,-0.071565636,14.4591875,-1.1418653,-0.052003756,0.3590867,0.00058838597,-0.10878209,0.0019074642,3.6596777,0.024045665,7.7554345,0.37845337,4.628946,2.251492,-0.6244293,-0.08536802
t69,-0.26601952,-0.0003013735,9.579123,0.09238653,1.177037,-0.0008949724,0.0095856935,-0.049323875,0.098589875,0.022881143,5.605852,-0.040464927,-0.006590972,0.5390349,-0.21354139,12.340265,5.4857106,3.756304,-0.087004796,3.3422184,5.031257,6.770236,0.0029973763,-0.063115045,13.877144,-1.0887717,-0.05003014,0.37567985,0.000685051,-0.10436167,0.0014881092,3.4929786,0.021244947,7.4652424,0.36253145,4.3963046,2.1167476,-0.60394156,-0.08056935
t72,-0.27669102,-0.00060994393,10.018675,0.102306254,0.6119695,-0.003110789,0.01404451,-0.08503437,0.10551213,0.021330452,5.4041324,-0.02565348,-0.008765551,1.4281062,-0.2518467,12.406247,4.8508477,4.6649356,-0.12878661,2.755981,4.358384,6.2610683,0.00557944,-0.047001977,13.096697,-0.97258645,-0.051392667,0.7565499,0.029594801,-0.09334226,0.0031836182,3.7779121,0.028768403,6.683754,0.3928399,4.5644364,1.6358697,-0.57961255,-0.071566276
t110,-0.2900947,-0.00094798236,11.4824,0.12185946,0.18270233,-0.008892316,0.030485328,-0.15027934,0.1348303,0.0101767555,4.8049455,-0.03684501,0.4257061,4.066328,-0.37263015,12.901068,3.5295613,7.1059995,-0.25826362,1.5423155,2.1311457,5.628349,0.010495158,-0.005613444,11.03258,-0.53175515,-0.055655807,2.0201688,0.61639905,-0.06772746,0.009233786,3.6731608,0.04596606,4.734742,0.5073884,4.910999,1.0271382,-0.4681026,-0.05442513
t111,-0.23719883,-0.0009802094,9.37034,0.09831525,0.15463908,-0.006516389,0.01918679,-0.11984133,0.11102754,0.0060040485,4.100377,-0.031769324,0.2403478,3.0932,-0.3004896,10.667693,2.865143,5.6680646,-0.2210071,1.4300451,1.630603,4.721227,0.008227645,-0.0030455769,8.886316,-0.42355382,-0.045957707,1.6697171,0.5542105,-0.056853652,0.0066445963,3.061525,0.03184708,3.962684,0.4313741,3.8439698,0.682725,-0.39193472,-0.043312103
t102,-0.29641968,-0.000939349,11.763011,0.1251263,0.18620418,-0.009241522,0.031190839,-0.15367316,0.13930574,0.011430325,4.8888755,-0.038619168,0.49332044,4.1826096,-0.3800339,13.255696,3.5831044,7.364243,-0.26583782,1.5156583,2.1540186,5.7421107,0.0110787405,-0.005328699,11.378985,-0.55662334,-0.057078846,2.0396101,0.642709,-0.069514036,0.009551094,3.7690425,0.04536033,4.8654547,0.5197832,5.09202,1.0397534,-0.48001415,-0.05565858
t113,-0.31224543,-0.0010061718,13.092388,0.14061661,0.2657332,-0.011958382,0.041943956,-0.19364785,0.16114047,0.0152068995,4.950214,-0.043704346,0.8142263,5.4561505,-0.4405521,14.413962,3.4365325,8.824294,-0.32297638,1.0852839,1.6928902,5.8342423,0.014447317,0.086395554,11.8265085,-0.46061665,-0.06102895,2.623378,0.92328405,-0.0705428,0.012067607,3.9409373,0.061564524,4.629234,0.60338813,5.557427,0.85167414,-0.4771835,-0.057884548
t114,-0.30484447,-0.00099381,12.776782,0.13723284,0.26256403,-0.0116218915,0.040321313,-0.1889851,0.15748084,0.014253169,4.849585,-0.042767514,0.7656127,5.312911,-0.42900157,14.09926,3.3277235,8.600438,-0.3171579,1.0797517,1.6484878,5.705115,0.014031207,0.10067238,11.508672,-0.44360557,-0.059622105,2.5722554,0.89726645,-0.0690632,0.011740704,3.8408332,0.05993937,4.519851,0.58945006,5.404496,0.81210333,-0.46489766,-0.05603699
t135,-0.26871613,-0.0012607464,13.059678,0.14076073,0.39919707,-0.015160208,0.052898336,-0.24332352,0.17560005,0.019928848,3.8265367,-0.038910124,1.6368542,6.934802,-0.49255764,13.629878,1.9276513,10.489679,-0.4054742,-0.04048022,-0.012360625,4.6487637,0.02258372,0.8161032,9.566542,-0.10560808,-0.054268558,3.4291778,1.4259459,-0.052342545,0.013816297,3.2266884,0.084493645,2.9821966,0.69518703,4.97126,0.0012019759,-0.360996,-0.053096138
t189,-0.029736511,-0.001920678,5.038881,0.047717866,0.21578358,-0.007455678,0.006075135,-0.14607643,0.028302908,0.0025851196,0.55401725,-0.057051297,1.9613266,1.322295,-0.17816505,5.4398246,0.04367813,5.578449,-0.20635015,-0.027593317,-0.04226067,1.3181224,0.015328739,2.9639688,1.6151065,2.4514086,-0.0015973895,1.5615892,1.1786283,-0.033372927,0.008050257,0.06999045,0.02066771,0.05560351,0.3184861,0.041364532,0.0035193255,-0.024516108,0.22034115
t215,-0.013723663,-0.002014943,4.7873697,0.042510357,0.20917945,-0.007212971,0.0034438064,-0.14594269,0.017155668,0.0026534803,0.3830394,-0.059074733,2.1201324,1.0007056,-0.16421175,5.175027,0.09182106,5.503713,-0.19671097,-0.016011758,-0.04392023,1.2651217,0.015368348,3.2363515,1.3640434,2.604253,0.12087765,1.600322,1.196002,-0.03384982,0.0074528814,0.01833984,0.019368913,-0.00045133507,0.29562086,-0.023223855,0.0039905976,-0.010929908,0.25331748
t231,0.5437795,-0.0016624151,3.3932679,0.023547258,0.15637833,-0.0058463756,0.25107515,-0.13943861,0.66842026,0.3052558,-0.020068944,-0.07434311,2.7561846,-9.593749e-05,-0.10960549,3.552789,9.3697214e-05,4.650823,-0.1332069,0.3021387,-0.03961337,0.7342754,0.012551044,3.7256637,0.41492483,3.035823,1.6913264,1.443685,1.1191924,-0.03595862,0.00576814,0.026515206,0.013666542,-0.011625027,0.21659014,-0.15028457,0.005494861,0.67890704,0.7105264
t232,-0.0030013453,-0.0019961668,4.4899035,0.037455272,0.1996332,-0.0068579004,0.0015693848,-0.14359932,0.008534473,0.00090936763,0.23129515,-0.062682785,2.2382965,0.748207,-0.1506586,4.7780566,0.10530258,5.2897987,-0.18163754,-0.0041464423,-0.043730587,1.1943994,0.014900921,3.3568103,1.112081,2.7511518,0.46571973,1.591491,1.1800153,-0.034360453,0.007031647,0.0048540626,0.017416125,-0.00249769,0.27339238,-0.05233626,0.004306504,0.062124442,0.35113752
t176,-0.1361319,-0.0017078841,8.202986,0.0902994,0.33116627,-0.011389359,0.023166608,-0.19767305,0.10589328,0.016576706,1.784593,-0.030592332,1.7841889,3.411994,-0.30220777,8.869946,0.58652127,7.9211445,-0.3036792,-0.050645664,-0.038288232,2.5459738,0.018658668,2.0680282,4.51612,1.5027196,-0.026821489,2.1163921,1.5383785,-0.040738486,0.011574033,1.5644854,0.046096317,1.0955634,0.4972894,2.0858903,0.0025033818,-0.16358465,-0.020639945
t177,-0.06410385,-0.001965691,6.0850887,0.061695226,0.24951343,-0.008494834,0.0121311145,-0.15738963,0.056878876,0.009234461,0.9521175,-0.046631847,1.6865118,2.1382139,-0.2199152,6.5985885,0.19314839,6.348951,-0.25079125,-0.04570424,-0.04352808,1.5570089,0.015739297,2.5736587,2.4961758,2.040964,-0.010312478,1.6672832,1.4173558,-0.035519715,0.009303342,0.5772904,0.0262519,0.35911477,0.39195186,0.7446479,0.002903374,-0.06875608,-0.003848184
