,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
t74,13.569545,-1.2909366,2.963677,4.470165,4.518023,4.520151,4.6709814,4.1205044,4.9578166,6.383657,6.4689684,4.855719,6.077414,6.6829457,5.844012,4.8320527,5.7359815,5.2686424,5.0817766,4.0704236,5.144589,5.5008507,5.5617557,4.8859744,4.293304,3.7920265,3.2873108,6.6918664,5.072015,4.5383925,5.2808323,4.6572347,4.5376873,5.0883627,3.433397,6.260328,4.8176255,4.798221,5.46712
t86,13.59154,-1.2814702,2.961683,4.4506903,4.508239,4.495042,4.642775,4.137886,4.977451,6.4045863,6.4984283,4.847356,6.0837855,6.702236,5.8678055,4.8216047,5.7653284,5.27348,5.0919294,4.100764,5.114722,5.532522,5.5785513,4.879771,4.3223944,3.7841039,3.2875216,6.664724,5.042984,4.509611,5.2860885,4.656865,4.5312796,5.0910735,3.4110498,6.281137,4.843418,4.788441,5.437162
t94,13.612439,-1.2611285,3.008574,4.433224,4.477423,4.465376,4.613952,4.1589503,4.9820642,6.3987055,6.5078115,4.8992815,6.0620337,6.7000084,5.8677588,4.815829,5.780366,5.2353735,5.0916595,4.107662,5.0714555,5.4839745,5.57962,4.931698,4.353297,3.8334544,3.2361865,6.6629653,5.038952,4.458568,5.272528,4.644924,4.5056477,5.041863,3.3650599,6.2997446,4.896181,4.796078,5.398748
t95,13.556993,-1.2748343,2.9719272,4.4837365,4.5265493,4.530749,4.683904,4.108178,4.9336753,6.3577538,6.4421687,4.8652163,6.059511,6.6704726,5.8228498,4.8174453,5.711784,5.2680407,5.059634,4.0426364,5.152473,5.4827437,5.545455,4.8954945,4.2794123,3.8007762,3.2810683,6.7194567,5.1007223,4.546009,5.2868166,4.639374,4.549938,5.0797033,3.435657,6.2680607,4.8131204,4.801165,5.47756
t91,13.599113,-1.2973772,2.963981,4.440977,4.4896636,4.4898415,4.636918,4.148402,4.9980164,6.4256406,6.516543,4.8532243,6.09687,6.709087,5.8844204,4.842652,5.781447,5.258552,5.112656,4.1187816,5.1091456,5.5261955,5.5921135,4.88533,4.329999,3.789836,3.2826223,6.6429543,5.022203,4.5113277,5.27284,4.674977,4.507657,5.08777,3.4048738,6.267614,4.8426943,4.791064,5.4295073
t84,13.565593,-1.2548224,3.0119264,4.477913,4.4993505,4.5137973,4.6693773,4.1177835,4.9253445,6.3476496,6.441273,4.90671,6.036619,6.6664014,5.817503,4.8064146,5.7132215,5.2320714,5.0487022,4.040391,5.1196036,5.456653,5.5418243,4.9366183,4.2933335,3.8406358,3.2352052,6.7242785,5.1027036,4.5044184,5.274125,4.623121,4.5299087,5.03773,3.3977203,6.286558,4.8585157,4.8114686,5.4514465
t37,13.483739,-1.2608689,2.573845,4.5729327,4.8155584,4.606973,4.6466413,3.926618,4.941241,6.4012275,6.719399,4.515937,6.2797575,6.906211,6.0978312,4.671229,5.869105,5.6899123,4.9847426,4.3371706,5.269196,6.0012417,5.663521,4.5161533,4.278061,3.3732615,3.5985405,6.6363206,4.7975864,4.5533266,5.542852,4.649613,4.876747,5.443095,3.6708708,6.4004154,4.639692,4.578996,5.598076
t23,13.476205,-1.263981,2.537894,4.517473,4.8318243,4.642797,4.6330357,3.8206334,4.9500995,6.395168,6.793936,4.520621,6.255934,6.870218,6.119901,4.715929,5.912201,5.705628,4.994733,4.394435,5.3078103,6.04919,5.587676,4.455922,4.318113,3.2596104,3.6218865,6.741412,4.7047515,4.516217,5.524925,4.631455,4.9022856,5.441968,3.6627321,6.3496423,4.572689,4.6054435,5.616917
t26,13.489888,-1.2598801,2.6014025,4.5452557,4.7871766,4.608082,4.6309676,3.914363,4.957459,6.395671,6.7060986,4.544864,6.2619853,6.8748198,6.0815845,4.6999726,5.865848,5.6628737,4.995232,4.319912,5.259052,5.976942,5.636438,4.5302763,4.3013954,3.3785822,3.572054,6.6639967,4.802761,4.5511913,5.5100093,4.6374674,4.84876,5.4175816,3.6421735,6.3702803,4.634619,4.6096873,5.585944
t30,13.456952,-1.2640662,2.5570757,4.6392193,4.8560777,4.610022,4.7107716,3.9618201,4.9197392,6.3971295,6.6565557,4.4548635,6.2844577,6.9300966,6.066387,4.638459,5.8082085,5.7056165,4.9723735,4.286931,5.3089814,6.0162373,5.7030864,4.493733,4.22665,3.3958347,3.6461742,6.597044,4.868443,4.6198187,5.5762734,4.6623864,4.8848886,5.46761,3.7195961,6.4308887,4.6294966,4.5449357,5.625784
t42,13.457183,-1.2645633,2.603409,4.614989,4.821692,4.614304,4.710985,3.960323,4.9269943,6.384758,6.628496,4.481156,6.25131,6.8802185,6.032907,4.673782,5.7886825,5.6570277,4.9787664,4.2555647,5.3099103,5.9673905,5.665762,4.509607,4.236231,3.4167516,3.628501,6.629418,4.89264,4.627883,5.532876,4.652934,4.8429337,5.4384513,3.6955352,6.3906703,4.625202,4.5859504,5.623135
t43,13.486239,-1.2694883,2.6078908,4.6008186,4.79607,4.6000886,4.71092,3.9851992,4.918831,6.3984404,6.5971503,4.493965,6.2281594,6.8531995,6.012814,4.7010603,5.785179,5.631187,5.0061007,4.2242036,5.285563,5.9445553,5.6430273,4.549151,4.2358017,3.4451203,3.5938401,6.6494937,4.921742,4.631812,5.514379,4.661323,4.8290987,5.39903,3.6649315,6.3743734,4.6387396,4.601584,5.597304
t17,13.4685545,-1.2398257,2.5713303,4.5109897,4.80243,4.6500506,4.602619,3.8395689,4.973265,6.3727126,6.7880096,4.550053,6.2677045,6.856,6.133517,4.7180576,5.9185185,5.6926985,4.9686985,4.3923697,5.2805004,6.014619,5.5875144,4.477023,4.3374987,3.2957993,3.5901704,6.727598,4.7085667,4.5139785,5.5170856,4.6141477,4.885626,5.453462,3.6461341,6.344574,4.580776,4.6079917,5.6159573
t82,10.0572405,9.494494,-1.000961,6.302002,4.3856387,5.369564,2.209088,4.3944454,5.760013,6.522224,6.7291107,4.6743245,7.184215,6.1690826,6.4259243,6.2982025,5.363835,5.9409065,4.879991,4.8521924,6.2630925,4.198471,6.003112,3.091037,4.498387,2.957294,4.854769,4.222891,5.4108624,3.199276,5.5736065,4.29811,3.5817583,3.7260857,3.7737234,5.2241187,3.359292,6.0871835,5.574169
t85,10.039157,9.476326,-1.0187216,6.300958,4.3855023,5.34959,2.229213,4.4152217,5.7408233,6.54188,6.750034,4.6889133,7.2071977,6.163907,6.449606,6.278041,5.3841596,5.958131,4.899892,4.871639,6.242644,4.1786227,6.0086503,3.0949373,4.5125422,2.9360306,4.874808,4.243941,5.4312177,3.1846917,5.5904346,4.3189297,3.5828917,3.7277944,3.7682426,5.2266994,3.339552,6.107205,5.594439
t118,10.313918,9.746163,-0.98499787,6.2663407,4.3500338,5.5651655,2.0251985,4.2551627,5.851488,6.2960787,6.7008314,4.6102004,7.1339803,6.1163697,6.3096905,6.506813,5.1689453,5.91892,4.6945596,4.8241487,6.439225,4.418335,5.9752345,3.011194,4.4884114,3.049104,4.6811447,4.091501,5.246071,3.1454222,5.591214,4.281805,3.5737586,3.7745807,3.8498704,5.1779943,3.592673,5.8842993,5.3909492
t121,10.373325,9.729945,-0.96341985,6.350112,4.363475,5.6014657,2.0110972,4.192307,5.7785707,6.278617,6.5990424,4.6319675,7.054452,6.2058105,6.2657495,6.5230556,5.1407533,5.8727546,4.6461964,4.8202477,6.4867196,4.4242415,6.0426817,3.0680134,4.4873137,3.0401645,4.638375,4.1025825,5.1950574,3.237284,5.526467,4.231242,3.5799623,3.6873517,3.8178291,5.193135,3.577902,5.869721,5.3593173
t129,10.352614,9.731012,-1.0422689,6.33862,4.351263,5.601003,2.0146773,4.2735634,5.836154,6.3745933,6.630854,4.612096,7.1207666,6.18257,6.3681755,6.520231,5.141393,5.9598536,4.740194,4.8211184,6.4720154,4.4194937,5.983316,3.0508168,4.4717364,2.981242,4.731541,4.2106047,5.2444625,3.216569,5.5757732,4.3033123,3.556779,3.702575,3.8409898,5.2400703,3.6005628,5.8706746,5.3641505
t130,10.37714,9.735274,-1.0054352,6.352111,4.362922,5.6076145,2.0113826,4.24212,5.819782,6.336468,6.6163096,4.627152,7.100827,6.1942844,6.3341565,6.5268426,5.1358914,5.9285216,4.702758,4.827766,6.4855986,4.426569,6.0052285,3.0659506,4.485301,3.0011375,4.692306,4.173092,5.2151394,3.2292676,5.553054,4.277765,3.5763557,3.689696,3.827006,5.2128553,3.5932462,5.8659196,5.3573804
t131,10.361411,9.731662,-1.0046893,6.337615,4.356837,5.5985594,2.0150292,4.2418747,5.8165307,6.328597,6.627217,4.622803,7.0995708,6.183404,6.3225827,6.5206757,5.1434755,5.9197307,4.699106,4.8219576,6.4759216,4.421693,6.007468,3.0540824,4.481203,3.0135257,4.6900654,4.1576242,5.2231936,3.2154129,5.560126,4.2724185,3.5709085,3.704034,3.830369,5.2126503,3.5888145,5.8714795,5.3649592
t132,10.400902,9.750638,-1.0108775,6.355113,4.3430023,5.629891,1.9913853,4.2353544,5.8159404,6.3246055,6.6064515,4.6178503,7.086986,6.1965704,6.3169265,6.5458646,5.114898,5.901533,4.6865115,4.80308,6.509152,4.443737,6.0307055,3.0594635,4.463271,3.026345,4.678547,4.151331,5.1906133,3.2314656,5.5561943,4.2529387,3.5591724,3.6900167,3.82099,5.2272286,3.6084154,5.846754,5.336298
t123,10.365249,9.760697,-1.015097,6.373241,4.3233004,5.6118774,1.9841117,4.1826735,5.7703023,6.2817225,6.565957,4.590319,7.027402,6.2200637,6.2779636,6.5457277,5.1258264,5.876134,4.641498,4.783558,6.496206,4.452452,6.0597205,3.0311074,4.4449177,3.042979,4.6426983,4.1290064,5.1783867,3.2515383,5.5512033,4.227006,3.538312,3.6670794,3.8476515,5.240736,3.6010067,5.846752,5.3460035
t145,10.34816,9.716384,-0.9860347,6.3796396,4.3962135,5.5779176,2.0375218,4.228224,5.7974973,6.331248,6.5970926,4.657616,7.07768,6.2217827,6.3147182,6.497601,5.165416,5.93197,4.697266,4.8549604,6.4610248,4.397544,5.9980664,3.0936315,4.5172124,2.9840596,4.690225,4.1775107,5.226699,3.2553117,5.5364056,4.2849092,3.6093016,3.660131,3.7987761,5.1924186,3.5645628,5.895258,5.38546
t146,10.396685,9.752651,-1.0084771,6.4106655,4.378632,5.621364,2.0007305,4.2252917,5.812202,6.340543,6.5624747,4.6403685,7.074114,6.243445,6.3401065,6.5367303,5.1239977,5.938317,4.6930203,4.836928,6.5038314,4.4345427,6.0107903,3.1006627,4.49341,2.9759989,4.6859217,4.2010746,5.1886387,3.2876053,5.530097,4.281591,3.5897667,3.6312428,3.8028345,5.218232,3.6042082,5.856512,5.3445654
t136,10.383904,9.742331,-1.0014157,6.3600817,4.3648515,5.612809,2.0063076,4.2320137,5.81645,6.3256,6.605994,4.629657,7.089529,6.2016406,6.322653,6.5314245,5.1310325,5.9219627,4.6911054,4.826772,6.4916244,4.430879,6.009305,3.0697436,4.486428,3.00521,4.6829906,4.1655416,5.206749,3.2370663,5.5486393,4.2723594,3.5791118,3.682099,3.821357,5.2108626,3.5978863,5.8614073,5.3524513
t137,10.402816,9.766732,-1.0006714,6.3681955,4.32797,5.6370487,1.9706956,4.1743298,5.7821403,6.267542,6.5695543,4.595107,7.0380325,6.214321,6.2762856,6.5640965,5.103372,5.8651175,4.6277633,4.7877126,6.5193315,4.4678855,6.0628157,3.043883,4.4482956,3.0503097,4.624213,4.1119943,5.165276,3.2492924,5.53417,4.216648,3.5454648,3.6726086,3.848474,5.229699,3.6123204,5.8288336,5.323499
t88,10.054925,9.497551,-1.0160316,6.308185,4.37106,5.3735323,2.204774,4.3906236,5.757911,6.518388,6.726713,4.663817,7.178327,6.16325,6.420201,6.3028803,5.360185,5.9332056,4.877157,4.844866,6.2655344,4.20385,6.019393,3.0731812,4.4908385,2.9642076,4.8508034,4.2239666,5.407955,3.1880836,5.5853024,4.2987113,3.571842,3.734342,3.7885208,5.235317,3.3648138,6.0821304,5.572324
t79,10.033133,9.470422,-1.016676,6.2951636,4.3892784,5.3455067,2.2326999,4.4199038,5.742827,6.547364,6.7568827,4.6892133,7.205253,6.158559,6.443561,6.2744517,5.388079,5.959475,4.906226,4.8729396,6.2375264,4.1753664,6.001989,3.0908608,4.515609,2.9358094,4.881362,4.24821,5.4360704,3.1795356,5.5953093,4.32683,3.5864327,3.7363074,3.7659953,5.2279453,3.3358102,6.1103306,5.5995026
t60,6.0078816,12.565595,2.4197478,5.25521,3.555417,4.4230022,3.5448368,4.5035152,3.800636,6.7604933,5.9933443,3.8521292,5.544072,5.300159,7.5383525,3.9777765,4.9207087,4.8355927,5.198661,4.361468,5.044456,5.7471924,5.585742,4.219912,3.7800736,3.9557006,4.2555037,6.421721,5.911563,3.979393,5.1451335,4.9829493,4.5559835,5.255451,3.6932385,6.302097,5.394911,5.366959,5.0178
t61,5.9671326,12.619195,2.4099984,5.2463126,3.555777,4.4018774,3.586394,4.4606876,3.7542372,6.7384925,5.9732375,3.8366747,5.509883,5.2620792,7.557901,3.960515,4.8848524,4.8712006,5.246978,4.30583,4.987058,5.7363114,5.626383,4.213967,3.818776,3.920044,4.2074156,6.444984,5.943987,4.0174665,5.134135,4.9872513,4.590569,5.297005,3.6563013,6.266136,5.4610677,5.370931,5.0573277
t62,9.982466,9.426336,-1.0124336,6.284798,4.3935513,5.3031135,2.2671757,4.4533286,5.7330422,6.5852194,6.782734,4.702428,7.2314305,6.156329,6.473111,6.234185,5.4275484,5.9700212,4.9426184,4.880621,6.197127,4.1361995,5.997368,3.1069143,4.5172014,2.9205468,4.914692,4.259608,5.4736357,3.1793828,5.5933046,4.325881,3.5863197,3.7338681,3.7559128,5.225759,3.2947977,6.1489706,5.6335845
t58,6.008299,12.61679,2.4865942,5.2704034,3.5069044,4.425991,3.5905936,4.4785223,3.7472312,6.765687,6.001099,3.8044841,5.4786224,5.2715926,7.5967937,3.9250925,4.9187984,4.8251724,5.2007475,4.352983,5.033071,5.784682,5.578345,4.2490826,3.8202045,3.9690273,4.259121,6.500563,5.892805,3.9663804,5.0819697,4.997619,4.6220703,5.2760925,3.7081296,6.322143,5.426532,5.2919445,5.0039153
t66,6.0034013,12.602811,2.493283,5.2632685,3.4986143,4.4124374,3.586933,4.4755945,3.7637062,6.754212,5.985192,3.7969022,5.499522,5.2625704,7.593366,3.917854,4.906068,4.83249,5.2088704,4.349192,5.0279646,5.77665,5.5871224,4.240315,3.8184881,3.9621232,4.256183,6.474326,5.8955426,3.9706752,5.0865536,5.0054216,4.5952444,5.2897115,3.702148,6.317567,5.41955,5.299896,5.0135493
t69,5.9398417,12.6055155,2.47754,5.2739506,3.5255435,4.4340615,3.581111,4.457729,3.769341,6.7620664,6.0039,3.8212123,5.5318494,5.261413,7.564385,3.9398587,4.9271116,4.797774,5.1975465,4.32279,4.999399,5.825396,5.5638213,4.295541,3.8180468,3.9979632,4.22275,6.458079,5.8512177,3.9587812,5.096988,4.9670215,4.6046906,5.291196,3.688854,6.3141584,5.464425,5.2949986,4.9996176
t72,5.9413166,12.561611,2.4846745,5.2917533,3.538324,4.459919,3.545391,4.4867244,3.809228,6.782473,6.0302286,3.8465059,5.569344,5.293774,7.5371203,3.9633636,4.974996,4.747199,5.1409516,4.3727,5.049474,5.853246,5.5111756,4.3226795,3.7866368,4.048265,4.263583,6.4436927,5.80576,3.9145117,5.1042404,4.949958,4.585287,5.252906,3.727053,6.3546767,5.432307,5.2857494,4.9526176
t110,2.884513,13.707978,1.1295105,5.5083385,4.899461,4.159742,4.2802267,3.4192348,2.7127106,6.2065177,5.7943726,4.700305,5.18749,4.787954,7.193021,4.559612,4.7318683,4.625953,5.6694927,3.5312,4.265537,5.722264,5.9202323,4.5225916,4.64378,4.2581377,3.5834038,7.035142,5.433267,4.379373,4.9133854,4.3472176,5.976478,5.865771,3.280259,5.8046384,6.8729415,5.9856677,4.5689354
t111,2.8725483,13.675876,1.1543176,5.489507,4.8903084,4.190207,4.267496,3.4067712,2.7092156,6.195478,5.775113,4.7114544,5.1794033,4.7718253,7.1514525,4.581937,4.755354,4.6606317,5.6522303,3.5633092,4.292848,5.720965,5.8951664,4.487306,4.6622453,4.2890663,3.5621076,7.045564,5.4138103,4.3923435,4.8918266,4.3343115,5.972326,5.8466067,3.3174365,5.7948136,6.8760004,5.953803,4.569183
t102,2.8649628,13.700924,1.0905763,5.549699,4.9460573,4.1378875,4.320635,3.4030097,2.6569939,6.2040663,5.7996283,4.739625,5.1315145,4.827198,7.1952324,4.59175,4.7711143,4.631369,5.673645,3.5050664,4.2532334,5.721664,5.9457707,4.5345745,4.6735177,4.279996,3.55265,7.0695286,5.402687,4.3922286,4.8936925,4.305413,6.020181,5.868913,3.2928855,5.754882,6.9287605,5.9940615,4.5328584
t113,2.8227813,13.688681,1.1199396,5.519501,4.9287925,4.17247,4.296847,3.3616214,2.6642346,6.189898,5.7779503,4.7477994,5.144822,4.7910914,7.1843195,4.595639,4.7578754,4.648674,5.662542,3.5321603,4.271095,5.7162466,5.9215126,4.506686,4.684775,4.2817698,3.5493865,7.066893,5.398882,4.400566,4.891119,4.3082027,6.0221887,5.8599977,3.2954378,5.764429,6.918975,5.9668427,4.5458536
t114,2.839393,13.672932,1.131404,5.513264,4.916983,4.179705,4.2886386,3.3795223,2.6715868,6.191255,5.7768865,4.745383,5.1446633,4.790575,7.160166,4.6011915,4.7757373,4.663498,5.6534986,3.5467072,4.2851667,5.720264,5.909732,4.4946423,4.6863666,4.2961807,3.5464354,7.066286,5.3925405,4.400273,4.883177,4.308923,6.0064707,5.8505545,3.3180418,5.7631283,6.911964,5.9577,4.546282
t135,2.7205474,13.632281,1.1731625,5.51184,4.935345,4.239164,4.3195825,3.283337,2.6500049,6.1417785,5.7433214,4.814992,5.1403236,4.7817254,7.075407,4.644965,4.81727,4.687374,5.680301,3.5907152,4.2927,5.6631207,5.9071,4.4646306,4.7262793,4.297432,3.5610318,7.0338707,5.335551,4.4408755,4.813287,4.269583,5.9431744,5.8206997,3.329003,5.701426,6.969825,5.9031954,4.5903287
t189,2.6335747,12.391997,2.104068,5.2534194,4.4543896,4.757413,4.5952067,3.4476528,2.7893932,5.672152,5.1683564,5.590699,5.2817936,5.1527314,5.336975,5.4165545,6.095995,5.3981547,5.9976544,4.3928943,4.8769374,4.8537264,5.9445696,4.141686,4.7741065,4.576534,3.8720787,6.2890115,4.4527283,4.8287,3.8527,4.232278,4.2154098,5.410412,4.1137066,4.7447014,7.5665812,4.9945455,5.469246
t215,2.6593852,12.410996,2.0818539,5.266342,4.459314,4.771727,4.6001043,3.4766212,2.7960486,5.686893,5.154711,5.569301,5.2923846,5.1329427,5.325316,5.401,6.0777893,5.3760934,6.0261745,4.3705535,4.864024,4.871856,5.9386206,4.168759,4.77903,4.5508714,3.8709002,6.2869267,4.4709616,4.859591,3.8571436,4.2578454,4.1989117,5.4362607,4.0923367,4.7669,7.5837007,5.009271,5.4602575
t231,2.6431673,12.381417,2.1220086,5.3042555,4.483136,4.717761,4.6269007,3.4271123,2.8030996,5.717974,5.1931643,5.617436,5.2468314,5.155373,5.3475738,5.409702,6.108011,5.3700233,5.9745374,4.399686,4.8345013,4.854492,5.970069,4.1561003,4.7401204,4.599313,3.874534,6.3140655,4.475955,4.8058248,3.871765,4.2050867,4.217668,5.386219,4.1369987,4.769851,7.538469,5.0182047,5.442279
t232,2.637535,12.405935,2.0869076,5.2834096,4.4777737,4.7054176,4.6362705,3.4710546,2.8011973,5.7008724,5.218513,5.560937,5.2300854,5.178258,5.40527,5.4057946,6.082232,5.3968763,5.9956584,4.381175,4.8461957,4.8641725,5.978534,4.1464763,4.7333016,4.5543585,3.8760397,6.3340373,4.4665074,4.841893,3.8872085,4.222708,4.2854643,5.435349,4.087678,4.7414875,7.512306,5.0247107,5.4309993
t176,2.690957,13.311826,1.4130529,5.4795756,4.8406525,4.3985662,4.3980722,3.3624895,2.691716,6.0073404,5.6242433,5.0374413,5.1584177,4.8430386,6.619214,4.883553,5.187607,4.848878,5.7313094,3.8144462,4.4089746,5.483854,5.898613,4.3637133,4.762079,4.4376054,3.62409,6.872518,5.098688,4.5299196,4.5625954,4.205758,5.537885,5.6839266,3.5839782,5.463539,7.0964413,5.6701117,4.7891197
t177,2.6510246,12.481959,2.0139804,5.2280245,4.4486594,4.780313,4.5649066,3.5009317,2.7758422,5.6634407,5.168428,5.503598,5.3164015,5.121894,5.3976307,5.3533063,6.0084233,5.3875017,6.032327,4.3239584,4.87595,4.9236765,5.915578,4.1624703,4.80718,4.505592,3.8540664,6.3056335,4.4912987,4.8659053,3.8899908,4.2870026,4.27475,5.4848847,4.0292773,4.765872,7.564631,5.032243,5.4314013
t178,2.694509,13.379774,1.3620753,5.476502,4.8583837,4.3705626,4.3708577,3.3512843,2.6862187,6.0306334,5.646492,4.997119,5.1655345,4.8146095,6.7235684,4.840765,5.1048346,4.8140044,5.71575,3.7684247,4.3856544,5.528788,5.8933134,4.383021,4.755051,4.412006,3.606793,6.9085484,5.150998,4.5123625,4.620139,4.2237334,5.632333,5.716116,3.5347137,5.520492,7.060172,5.718795,4.7487803
t179,2.6794195,13.218661,1.4840117,5.497446,4.80862,4.420346,4.4364023,3.3573787,2.709793,5.9936614,5.609517,5.088553,5.135452,4.8984003,6.471018,4.9346776,5.296072,4.8885965,5.7433386,3.8747864,4.435197,5.427212,5.9119587,4.3421907,4.7574115,4.483041,3.652838,6.826261,5.0351496,4.5370183,4.4934764,4.179698,5.4060583,5.6333175,3.6570454,5.3942833,7.125175,5.614438,4.834024
t180,2.6729455,13.231662,1.4729844,5.4970627,4.8153105,4.417827,4.4305906,3.3482232,2.7066152,5.9973645,5.614512,5.087098,5.1367335,4.890622,6.4963403,4.9289427,5.2830257,4.8814173,5.7403936,3.86577,4.429705,5.436919,5.909367,4.3451543,4.758771,4.4780016,3.64834,6.8340287,5.0431128,4.5353637,4.5019584,4.1814485,5.4306026,5.6397986,3.6486208,5.403222,7.1203227,5.6232376,4.824984
t149,2.581045,13.41336,1.32105,5.479688,4.8947043,4.372973,4.3527083,3.212303,2.6615367,6.045182,5.666197,5.017374,5.154168,4.785162,6.805942,4.834594,5.0903,4.7991943,5.699385,3.73952,4.3737154,5.572199,5.8727617,4.382799,4.781324,4.413359,3.5730474,6.9491835,5.171249,4.515721,4.6460996,4.211915,5.7381635,5.730953,3.5175183,5.545463,7.050383,5.7418838,4.7013836
t150,2.5589144,13.407344,1.3268809,5.4796743,4.898697,4.384614,4.354821,3.1883035,2.6573071,6.041451,5.66353,5.027597,5.151461,4.784823,6.8088627,4.8441186,5.0929766,4.8049808,5.700568,3.7464986,4.3766184,5.569419,5.867954,4.3758545,4.7909265,4.4174776,3.5701787,6.948582,5.163974,4.5221424,4.6405125,4.2045054,5.7411747,5.7257633,3.523961,5.5393863,7.059087,5.7317595,4.703534
