"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116"
"t12",0.0366158699991284,-4.23090130406111e-05,-0.0156733740670268,0.0494117709647762,0.0545718182862032,0.249263327538284,0.0364904242694803,-0.00280120382309546,-0.00219890183994011,-0.00029943484390064,-0.000201788140750969,-0.000565182429238974,0.000518702344500147,0.00140985014086071,-0.00796806625218227,-0.00492447557828283,0.00786696692920068,0.0012869507426694,-0.262437487792139,0.00118500971158055,0.0396237835984487,-0.00980973370043261,-0.000816203724422614,0.0693561042678536,-0.0147829044972241,0.0172596069385857,0.00309219503958981,-0.886763932055204,0.0240303379772453,0.0528471718163575,-0.000207937259943108,0.0289073027276471,-4.83024152042005e-16,-0.0697437325164232,-0.0342704095932094,-0.217269185877859,-0.0282603539785511,0.0074432361130232,-0.00152056370616829,-7.27584405135473e-06,-1.97541345465484e-15,6.16714841476665e-06,-3.94839843333611e-05,-0.000572809309424682,1.50756054277236e-06,9.94520691613825e-06,1.45401541641892e-05,-2.93868350368915e-16,-6.37870605839179e-07,-1.52962505421749e-05,-0.00292320799319467,-5.91568075448391e-05,2.71861340742322e-05,-2.19019034377247e-05,-1.53682160647888e-05,-0.00806322832623359,-9.9945720214225e-07,5.14713460393923e-17,0.000389458349712695,2.17536428516336e-05,4.62980280890205e-05,0.000232211856106392,-5.30621253989418e-05,-2.48953502686999e-05,0.00116130007282261,-2.19619169844956e-05,-0.000161860755644208,2.11080206646279e-05,-0.000190019976562137,-1.78026283587088e-07,0.0114350499963253,-3.76817698459378e-05,3.38950343187722e-18,-3.57542014779474e-05,0.000528117630963662,-1.54678918287689e-17,-0.000128505652890403,-5.51460598095296e-17,1.38443385152363e-05,-7.17576973624298e-05,9.8806075501463e-16,-3.16844071800996e-16,8.7193699012434e-07,5.80544996100103e-05,1.8308806322946e-16,1.51243821058777e-06,1.30297342742187e-07,-3.74132740008538e-16,-0.00106301383425894,-6.75372840989558e-16,-1.73284057706701e-15,1.36826446510988e-16,-4.07920225375946e-15,1.16615212588432e-06,4.97573176051227e-16,-4.02179375661903e-16,4.77662521484949e-17,-2.59411527473494e-16,-6.7828177893863e-16,2.32710464279697e-16,9.81820353652433e-07,-7.83127759080221e-16,-8.40453975747507e-16,-5.9277035847951e-17,-8.67672220810978e-16,-3.47257509081042e-16,-8.03920756554762e-17,-1.44857359955121e-16,6.49488733747699e-16,1.46956493609799e-15,-3.4068404142537e-15,-2.3278794720956e-15,2.89561094408937e-15,9.81638797783153e-15,5.25415351790944e-15,0.0928476690885284
"t109",0.0385217054080232,-4.58365782607376e-05,-0.0177932636914969,0.0568648391827627,0.0658732567791313,0.311032269715099,0.0621682498173749,-0.00974192465171543,-0.00804929866940713,-0.00141192425060403,-0.00110411678885588,0.0097620063829731,-0.00665694800878936,-0.00297323380641562,0.00440107199913518,0.00239476600857811,-0.00231568883689292,-1.02768060913828e-05,-0.509232062231923,0.0046603131322655,-0.0789620239797702,0.0117487936686419,0.000938007385126065,-0.0551879195368609,0.00901439509577854,-0.00694149461062731,-0.00117704856515015,0.291098888544603,-0.00766047363367329,-0.0126488120786383,9.44208417141921e-06,-6.6166098564244e-06,3.53252573948671e-16,-0.00458175652769083,-0.00419817083979329,-0.164390666462534,0.00449679172117514,-0.000619322176277444,9.23224820568512e-05,4.04056730117782e-07,-3.71176112710025e-16,-1.11519643577345e-07,1.28826507740323e-07,-2.39161648848335e-06,2.04104819833569e-08,2.25339205816667e-07,7.68308825426296e-07,7.29342487099407e-16,-4.8395432990753e-08,-2.00725434630824e-06,-0.000403938692214321,-8.48304046280759e-06,4.33065945778098e-06,-3.80583120801266e-06,-2.71632246404571e-06,-0.00153609554308792,-1.98304203806134e-07,-5.94019328957191e-18,8.42145872078552e-05,4.75142947335572e-06,1.0891257378199e-05,5.46700157284724e-05,-1.2548022739141e-05,-6.07613383789863e-06,0.000285755896339402,-5.45789609582399e-06,-4.0533441529583e-05,5.34843501386807e-06,-4.88036083546012e-05,-4.83743488763007e-08,0.0111402429733867,-9.29521833105376e-06,2.49432904383601e-16,-9.07229145080982e-06,0.000134037475745304,-1.71602853767849e-16,-3.40436151719764e-05,1.52385332062148e-17,3.81090643893946e-06,-1.99169314592714e-05,-9.43692791616231e-17,-3.57362388149186e-16,2.49522244781378e-07,1.67922928055812e-05,-2.56697619831779e-16,4.387351520663e-07,3.81401575554596e-08,-1.89827136687178e-16,-0.00106401824584471,1.34000228434917e-15,4.29720189350913e-15,2.47374053454368e-15,-1.24553145575135e-15,3.52772455346355e-07,1.34304199446008e-15,-9.40528568608626e-17,-1.65752680651794e-15,-1.5587232881673e-15,3.93606894177836e-16,-4.80874115855915e-15,3.05949164756883e-07,4.6679765738747e-16,2.7022345592697e-15,-1.42981188246645e-15,-2.38406248390825e-15,7.27286963596104e-15,2.0607847944033e-15,-4.91025954618874e-15,1.21431044002784e-15,4.95857857545735e-15,-7.54270692852645e-15,0.707106781186546,6.8809364404859e-15,5.87848377740361e-15,6.25066416972566e-15,0.0928476690885423
"t110",0.0385217054080232,-4.5836578260736e-05,-0.0177932636914969,0.0568648391827627,0.0658732567791314,0.311032269715099,0.0621682498173748,-0.00974192465171544,-0.00804929866940717,-0.00141192425060404,-0.00110411678885582,0.00976200638297312,-0.00665694800878942,-0.00297323380641576,0.00440107199913489,0.00239476600857774,-0.00231568883689247,-1.02768060915826e-05,-0.509232062231923,0.00466031313226547,-0.0789620239797707,0.0117487936686416,0.000938007385126041,-0.0551879195368608,0.00901439509577863,-0.00694149461062733,-0.00117704856515004,0.291098888544604,-0.0076604736336734,-0.0126488120786383,9.44208417133377e-06,-6.61660985681472e-06,2.9441189281174e-16,-0.00458175652769064,-0.0041981708397936,-0.164390666462535,0.00449679172117493,-0.000619322176277413,9.23224820572078e-05,4.04056730202586e-07,-6.14037399346782e-16,-1.11519644048259e-07,1.28826507964077e-07,-2.39161648866569e-06,2.04104820409433e-08,2.25339205794617e-07,7.68308825723845e-07,2.8872272420128e-16,-4.83954333563625e-08,-2.00725434666234e-06,-0.000403938692213581,-8.48304046288653e-06,4.33065945822127e-06,-3.80583120754651e-06,-2.71632246381792e-06,-0.00153609554308868,-1.98304203751518e-07,-1.61167814701412e-16,8.42145872079664e-05,4.7514294734592e-06,1.08912573784783e-05,5.46700157288025e-05,-1.25480227394016e-05,-6.07613383768361e-06,0.000285755896338625,-5.45789609652278e-06,-4.05334415296262e-05,5.34843501366339e-06,-4.88036083553136e-05,-4.8374348614852e-08,0.0111402429733885,-9.29521833157225e-06,9.72364568690814e-18,-9.07229144972149e-06,0.000134037475746593,1.08766774123415e-16,-3.40436151711966e-05,-8.60237401320891e-18,3.81090643785352e-06,-1.99169314592378e-05,-6.66137035419517e-17,3.50404790080975e-16,2.49522243681943e-07,1.67922928026149e-05,4.4373555261227e-16,4.38735152074976e-07,3.81401586729407e-08,-2.23046375339177e-16,-0.0010640182458479,-2.74006733232704e-15,-2.00331377123864e-15,-2.61100762118703e-15,-7.41594285980085e-16,3.52772458132324e-07,-5.25560672013788e-16,-8.21946126594357e-16,1.66285653673514e-15,1.42937504767451e-15,-1.75626521328167e-15,5.09999933622036e-15,3.05949160416937e-07,-2.01854466808083e-15,-2.47418029304373e-15,1.35735019096858e-15,5.96832867718399e-16,-7.84004128674891e-15,-1.7247894501309e-15,4.95023269095799e-15,2.7454331682114e-16,-2.3009041628482e-15,3.60637129024528e-16,-0.70710678118655,-6.96561245723095e-16,1.40899294179663e-14,3.41959545693123e-15,0.0928476690885091
"t24",0.0380907422920718,-4.50492165888073e-05,-0.0173296651886935,0.0552444727479089,0.0634655201586592,0.298053114693832,0.0573728889077119,-0.00867045651286979,-0.00715504682561812,-0.00124902049164474,-0.000974739119243038,0.0085302119124574,-0.00581484304113528,-0.00261190768448365,0.00434120253397293,0.00242771790952652,-0.00272995262235263,-0.000191703077677711,-0.122846832473168,0.00101791599524178,-0.00894275652154546,0.000672535955673831,4.8032263345376e-05,0.000848086830920987,-0.000723282619225349,0.00148278208647151,0.000275630165489448,-0.0851882721746595,0.00233447891809619,0.00544621581092977,-1.06698906466307e-05,9.69314965696829e-06,-6.29321344610805e-16,0.0097800572873827,0.0118027730389265,0.928766233803853,-0.0576204146132775,0.0117851353329177,-0.0022130640214172,-1.03796809844998e-05,4.87706274982294e-15,7.568896282746e-06,-4.5555813590739e-05,-0.000640554130650118,1.62063713796628e-06,1.02886526255449e-05,1.32848724441398e-05,-3.76014431983194e-16,-5.33511138672909e-07,-1.07862125449078e-05,-0.00202765769719658,-4.05609119516194e-05,1.80639310805197e-05,-1.42129960208533e-05,-9.93022277794043e-06,-0.00512021501036067,-6.29484972556522e-07,-2.33050089355141e-16,0.000242033444235658,1.35043090074695e-05,2.86705287288821e-05,0.000143807637779258,-3.2872881872037e-05,-1.55108224926253e-05,0.000725462480964056,-1.37760268528627e-05,-0.000101926977696589,1.33904067123808e-05,-0.000121821190542867,-1.21377392751956e-07,0.0365087970722868,-2.10535353742232e-05,1.0083619705787e-16,-2.04794192959744e-05,0.000302549210374437,-1.19741378129417e-16,-7.51332712890272e-05,5.19725622494924e-17,8.15688592114769e-06,-4.23241821688348e-05,4.29741033611364e-16,3.47811459323594e-17,5.15954550179045e-07,3.43906723479039e-05,2.10763288571089e-16,8.96249122049096e-07,7.73320963635666e-08,-2.13947579878556e-16,-0.00283296171593046,-1.84382753146168e-15,-4.85623833621181e-17,-1.43036386459699e-16,-1.36696209906972e-15,6.92525963110881e-07,5.73429508900289e-16,-4.66872006079313e-16,-9.57381306675012e-17,-5.76299260436228e-16,-8.27740634686355e-16,1.21788903382668e-16,5.84583875992298e-07,-7.519055106413e-16,-4.99672117598928e-16,-2.3549391465372e-17,-8.99478505618717e-16,-1.45888910426112e-16,-1.81999093000186e-16,5.39332173850866e-17,7.27379813686166e-16,1.05826231236761e-15,-3.63152652887373e-15,-2.55211698244342e-15,2.88761576748297e-15,9.8518164269052e-15,4.6436354649791e-15,0.0928476690885278
"t51",0.0392584979050047,-4.72206973265534e-05,-0.0186440440043456,0.0598750349205883,0.0705365338021444,0.336883515562001,0.0741473988089051,-0.0134581961290427,-0.0112010791776405,-0.00202681283055247,-0.00160886761543409,0.0160903037307647,-0.0110849108417942,-0.0060252508493691,0.0152594868356715,0.00898284570496513,-0.0123641940356818,-0.00160343463954856,0.273113382670021,-0.00182636952387678,0.00958015271610477,-0.000604592105092428,-4.24574145939786e-05,-0.000634279002301322,0.000471460511715541,-0.000766773357649416,-0.000138159919487684,0.0392801725131285,-0.00105890115485914,-0.00211346345256951,2.30852413129465e-06,-1.73634445174859e-06,-3.04716873808237e-19,-0.00131242278687587,-0.00127441941605511,-0.0583557545680014,0.0020957161693498,-0.000347664894127708,5.88362931447802e-05,2.68175720765434e-07,-2.608535527142e-16,-1.46574197081185e-07,7.38295787509638e-07,9.27221617347782e-06,-1.96922442319879e-08,-1.00090708935795e-07,-8.3031885713105e-09,2.30674907368944e-16,-3.83278578636031e-09,-2.52707292969143e-07,-4.91650841877417e-05,-9.92976871185653e-07,4.04533788545301e-07,-2.11430026686663e-07,-1.22571761606919e-07,3.02346196852898e-05,1.47418284904581e-08,1.12159694690027e-15,-2.41923428928386e-05,-1.55723674020712e-06,-9.70278203824341e-06,-4.92813222295327e-05,1.20772796324529e-05,9.63412975615792e-06,-0.000520182941554821,1.17954975936567e-05,0.000100142370664133,-1.6225944005188e-05,0.000186097166049804,3.94325192225435e-07,-0.882390304133696,-5.32609819836736e-05,-6.29547320841653e-15,-3.51048465734392e-05,0.000516907616402838,-3.36704867936526e-15,-7.77022102242882e-05,-1.68249730469225e-15,6.32501783052412e-06,-3.13573579368593e-05,1.47775038205962e-15,5.15790626743957e-16,3.36522662815135e-07,2.18150466405067e-05,1.06782419593327e-15,5.65828402494797e-07,4.91595298233477e-08,5.69931651384908e-15,-0.0497866141235546,-3.11942323405897e-14,1.24807183985614e-14,-4.95822179916675e-16,-1.94982918699793e-15,3.78235357016102e-07,4.54285670046776e-16,-8.48399555849122e-17,1.08780114934024e-16,2.61501087579453e-15,-8.0912024754033e-16,1.51756802321358e-16,3.07723844343549e-07,-9.44698589907107e-16,1.43634404712822e-15,-1.19208207796801e-16,-9.05789600289728e-16,4.40993284514329e-16,-4.47683279270071e-16,-4.14162495321059e-16,1.4948176169955e-15,1.15320990304694e-15,-4.07456691480764e-15,-3.07348777202116e-15,2.9747845608176e-15,1.01393576030303e-14,5.85602880116059e-15,0.0928476690885265
"t70",0.0394381096881299,-4.75529840253394e-05,-0.0188436443797817,0.0605767462670157,0.0716005934611812,0.342700342215583,0.0765803569148863,-0.0141285300472587,-0.0117667520216678,-0.00213491733237103,-0.00169676743549219,0.0171183096924422,-0.0118005307560721,-0.00647858365520568,0.016660494340048,0.00982131484108078,-0.0135831455337778,-0.00177821995419663,0.31708626320259,-0.00213645717219124,0.0114809019091011,-0.000732172492303979,-5.14719413401205e-05,-0.000777668393969934,0.000583951940424799,-0.000967941399712569,-0.000174884950455144,0.0500976857550047,-0.00135256641754295,-0.00274036873479975,3.19223464235247e-06,-2.45687438888918e-06,3.12942791237561e-16,-0.00192588954317452,-0.00192293858838654,-0.0942443698038481,0.00359949538237172,-0.000609614217722065,0.000104161795434976,4.75984876056388e-07,-9.72578667575719e-16,-2.66421432115884e-07,1.35939449155466e-06,1.72008669794935e-05,-3.69192112381824e-08,-1.89862285525411e-07,-1.659452065346e-08,-4.25640056102202e-16,-8.13776966944021e-09,-7.37310037258803e-07,-0.000155019799713562,-3.35628230069836e-06,1.86461704551035e-06,-1.76042651951959e-06,-1.27510082362357e-06,-0.00077367357798526,-1.04412930163842e-07,8.95000133378316e-18,5.02778052256081e-05,2.89291843960656e-06,8.25829808950029e-06,4.15996335234095e-05,-9.74147596119653e-06,-5.65719488002038e-06,0.000282527979781692,-5.85133807040685e-06,-4.65161732514291e-05,6.87144059134311e-06,-7.19494307020647e-05,-1.22259827397046e-07,0.220197580060189,7.82509792553248e-06,1.62957236768594e-15,3.56039480444659e-06,-5.21829585701186e-05,8.42880572919933e-16,6.12233579800908e-07,-1.05533807916347e-15,3.80220739845151e-07,-2.10374404120662e-06,-1.0080008262207e-14,1.31083589245578e-15,4.78815832456969e-09,-2.28620325854435e-06,-1.88822169365452e-14,-9.55770663477631e-08,-3.37469589709913e-08,-1.00344071308336e-13,0.833901104612905,5.23812190126579e-13,-2.07465486513696e-13,-3.29656903067832e-16,-1.14595832823028e-14,2.48772094596276e-07,-5.53570676914247e-16,2.23728025504891e-15,-2.12435551494188e-16,5.39862303191293e-15,-1.03478757738521e-15,-3.83249119528811e-15,1.7506762888825e-07,-2.11159915048284e-15,1.83034992333239e-16,3.97706888941283e-16,-9.99889119569632e-16,-3.09574398235507e-15,-6.44153678501788e-16,1.04939986880615e-15,1.28786246347965e-18,6.46704246912234e-16,-5.01961948683926e-15,-3.64186925156116e-15,2.42005757732092e-15,9.58857212925446e-15,6.36084771503751e-15,0.0928476690885174
"t82",0.0394720329442565,-4.761566704534e-05,-0.0188812299841757,0.0607088166627018,0.0718005379673431,0.343792228002709,0.0770337550560239,-0.0142525084658764,-0.0118713417948373,-0.00215488071631464,-0.00171299060070774,0.0173072981069605,-0.0119320533099476,-0.00656153387825848,0.0169151581544061,0.00997363407778898,-0.0138041354800566,-0.00180978261288458,0.324882688438373,-0.00219127780506454,0.011813922978647,-0.000754440575155346,-5.30447449451161e-05,-0.000802586062099803,0.000603430891677897,-0.00100255019173848,-0.000181197291847689,0.0519523478301245,-0.00140289004105329,-0.0028472727253401,3.33997559430411e-06,-2.5765383737885e-06,1.07147360053019e-16,-0.0020267535660307,-0.00202878554771001,-0.100004500953284,0.00383752316404443,-0.000650894579008126,0.000111290276406691,5.08650327943936e-07,-2.54252344425794e-16,-2.85168973216756e-07,1.45630297305767e-06,1.84361370422045e-05,-3.95976431946795e-08,-2.03788637773208e-07,-1.78684920646394e-08,3.58554174177146e-16,-8.79243092876144e-09,-8.0787970322201e-07,-0.000170307122181339,-3.6952587431946e-06,2.06891971491001e-06,-1.97093096976915e-06,-1.43062721779647e-06,-0.000878065385066262,-1.19463179897923e-07,-1.03887863233907e-15,5.89157473893804e-05,3.40223538015894e-06,1.00542004023521e-05,5.06694957869477e-05,-1.18959565465334e-05,-7.04537721448495e-06,0.000353710234504859,-7.37190934730001e-06,-5.88803231043437e-05,8.7570485667971e-06,-9.23239874719788e-05,-1.59608391201156e-07,0.292559499067207,1.08577549252984e-05,1.65852734887027e-15,5.08454263292119e-06,-7.45473296685691e-05,1.31218745240498e-15,9.70934217415117e-07,1.88986622934837e-15,7.81947526434096e-07,-4.85552484101792e-06,7.40117661398345e-15,-8.07969263758943e-16,9.99089791285169e-08,8.45897983939016e-06,8.73606152693803e-15,2.41047758033419e-07,3.36208515095757e-08,4.44301453317659e-14,-0.388663592675252,-2.44026103077087e-13,1.01025577712729e-13,4.53012376366706e-15,2.43728648374741e-15,7.53873863153389e-08,-1.08926721817133e-15,-6.39138287270629e-15,3.01657015235204e-15,0.707106781186544,3.34396134502259e-15,-2.57479496771195e-14,9.90433839082926e-08,6.06323449858363e-16,4.6718425116102e-15,-2.35059201640902e-15,-3.5933108286964e-16,-3.78100672421294e-16,6.90807058842878e-16,-8.87713727074088e-16,4.24291237207324e-16,1.55545153791079e-15,-3.25322972150791e-15,5.54539340648676e-16,3.16942936062845e-15,9.54591792817141e-15,3.74003786594324e-15,0.0928476690885283
"t83",0.0394720329442565,-4.76156670453506e-05,-0.0188812299841757,0.0607088166627018,0.0718005379673431,0.343792228002709,0.077033755056024,-0.0142525084658764,-0.0118713417948374,-0.00215488071631467,-0.0017129906007077,0.0173072981069605,-0.0119320533099476,-0.0065615338782585,0.0169151581544059,0.00997363407778906,-0.0138041354800567,-0.00180978261288463,0.324882688438373,-0.00219127780506413,0.0118139229786472,-0.000754440575155364,-5.30447449450362e-05,-0.000802586062099436,0.000603430891677637,-0.00100255019173849,-0.000181197291847578,0.0519523478301249,-0.00140289004105325,-0.00284727272534,3.3399755946371e-06,-2.57653837438194e-06,-1.20363473725639e-16,-0.0020267535660304,-0.00202878554771037,-0.100004500953284,0.00383752316404482,-0.000650894579008139,0.000111290276406594,5.08650327863528e-07,-7.74669387218844e-16,-2.85168973276505e-07,1.45630297314843e-06,1.84361370424451e-05,-3.9597642829133e-08,-2.03788638284841e-07,-1.78684923261591e-08,8.47746194402589e-16,-8.79243096074228e-09,-8.07879702254403e-07,-0.000170307122180677,-3.69525874322399e-06,2.06891971454439e-06,-1.97093096970102e-06,-1.43062721570426e-06,-0.000878065385066146,-1.19463180832857e-07,-2.43416155529178e-16,5.89157473894396e-05,3.40223538026068e-06,1.00542004028096e-05,5.0669495786873e-05,-1.18959565462878e-05,-7.04537721500911e-06,0.000353710234506551,-7.37190934764987e-06,-5.88803231038505e-05,8.75704856771184e-06,-9.23239874718996e-05,-1.59608391158503e-07,0.292559499067202,1.08577549253981e-05,2.24767549567404e-15,5.08454262921961e-06,-7.45473296691987e-05,3.91805083901983e-16,9.70934219658053e-07,1.51210893839417e-15,7.81947526720325e-07,-4.85552484100881e-06,2.91865115205903e-15,-9.48481865315073e-16,9.99089801570649e-08,8.45897984462641e-06,9.5508148013369e-15,2.41047756264239e-07,3.36208506686816e-08,4.77203591048966e-14,-0.388663592675241,-2.44012225289211e-13,9.07143813715233e-14,-4.15261391133825e-15,6.15653361624169e-15,7.5387383715596e-08,3.16532386808685e-15,3.02754115857122e-15,-3.54314054091575e-15,-0.707106781186551,-4.06595676656052e-15,2.93260512381921e-14,9.90433602493378e-08,-4.52278261872291e-16,-6.77733242983711e-15,1.50140799067139e-15,-1.49461468147656e-15,3.21624636980261e-15,8.49026750130506e-16,-2.6308625608609e-16,8.95978451071102e-16,2.00354746377786e-15,-2.30426179712038e-15,-2.31816272573224e-15,3.25241274679916e-15,1.05607975245254e-14,5.82170603711531e-15,0.0928476690885273
"t6",0.0746293985601371,-0.0013179935912599,0.0182934587124266,-0.0663462965312949,-0.00734574266809844,-0.000660752284056496,-0.0472314736940858,0.0524237008689994,0.138172072101051,-0.0404902552197665,-0.00196984441554927,0.00171292724394229,-0.0212656827916133,0.000637188652781923,-0.0559701431450672,-0.107983355287562,-0.0681567771518805,-0.000189205207925436,-0.0216064147637854,-0.00126444243458799,0.559957250961451,0.157956529591563,0.0107629183880009,-0.494516576912864,-0.0435200093884077,-0.00140131855926771,-6.66340669516155e-05,0.0236486998703826,0.580765289266497,0.0188251293744483,-7.93992344311495e-05,0.0325756288060681,-7.33730622947795e-17,-0.087015212283374,-0.0448138189922838,0.00259959335438721,0.00815682237692363,-0.00165372670878023,-0.00220779118765003,-6.64356882061137e-05,5.14912695595877e-17,-0.00846777071160016,0.00016810987426464,0.00155828540405635,-2.51707766860642e-06,-0.0077954629611935,0.0192818302103116,-2.80441180639606e-15,-3.59037920007685e-07,-2.51529696422294e-06,-0.00235125808896115,-8.98084575587171e-06,5.92525569995891e-06,-2.55991860608482e-05,-5.22593903991973e-06,-0.0194770337831319,2.25694345810088e-07,1.38544755285564e-16,0.000264676010779159,0.00195099576267716,7.61797562565229e-06,0.000165598621180116,-0.00288742442109231,-2.57797138804847e-05,0.00121957869748426,-3.9649181705859e-06,-0.00677932149306299,0.00102012240854598,-0.000139695587320458,-7.81017013232065e-06,8.93004339763488e-05,-3.15191149123093e-05,-1.15001704454323e-16,-7.53217826850892e-06,0.000111279552482125,3.40326883316178e-17,-2.83951795083106e-05,5.00824284693667e-17,3.21785656303558e-06,-8.46245880916245e-05,-8.46545891601839e-17,-2.43332263642515e-16,8.01444142921767e-07,0.00189445349875529,2.62519876222708e-16,1.38533735893646e-06,1.20855220213087e-07,-5.60214806168018e-16,-1.24496560455964e-05,6.6926834081527e-17,-1.51914239911278e-16,-8.33713940938415e-17,-2.19962936753859e-15,3.53644689965015e-05,3.62849882625387e-16,-3.96592487063262e-16,-5.39227644361139e-17,-2.79150814111572e-16,-7.80084664263681e-16,8.51539232429673e-17,2.65249362803851e-07,-6.64447234128787e-16,-1.07988582520211e-16,-1.48946801241955e-16,-9.70267945586828e-16,3.61327551752971e-17,2.00609624798635e-16,-2.81195682899766e-16,8.15746303814932e-16,1.37237627419567e-15,-3.62286973428382e-15,-2.35888300849976e-15,2.93836239231709e-15,9.91203877303875e-15,5.27259181977961e-15,0.0928476690885279
"t9",0.0789032919929803,-0.00145898101547737,0.0226813607588866,-0.0864071125359712,-0.0131316376200379,-0.00245885134426301,-0.0297138681111436,0.0401822500273097,0.106445266297519,-0.0318832455523798,-0.00156883680360424,0.0133991602825413,-0.0034276997111257,0.00049379993996289,-0.0483817756941224,-0.0947007836283818,-0.0641410224345802,-0.000417457925282425,-0.0151236790665956,-0.000890647811912636,0.392688320101129,0.109253601179652,0.00742975412015496,-0.331375816166778,-0.0277187546868181,-0.000607223430756203,-2.30959569480511e-05,-0.0126117823525965,-0.811229798906107,0.022757346961608,-6.97499655433306e-05,0.0282025534235429,-6.71310230169024e-17,-0.0744832261565993,-0.0382089504540502,0.00221532056864323,0.00702789707931548,-0.00143899077081969,-0.00193660391127244,-5.84456608389987e-05,1.0574661993319e-15,-0.0198582970653331,0.000142091405705732,0.00135149977875147,-2.26340693043491e-06,-0.0177781123472934,0.0428274696380562,-7.53169254141229e-15,-2.70960030909701e-07,-2.0367110764805e-06,-0.00190800045449624,-7.297893383538e-06,4.83105384217166e-06,-2.09198190148377e-05,-4.27245046915262e-06,-0.0159518949785238,1.85034828164535e-07,2.93326318677228e-16,0.000218365732783351,0.00367599654929917,6.37364003420974e-06,0.000139020030555714,-0.00529434879677652,-2.11104972483471e-05,0.000999639805708048,-3.25327519624928e-06,-0.00556893689552554,0.00191944860119203,-0.000114390973368193,-1.42270165931748e-05,7.33173000178312e-05,-2.59002677122636e-05,-1.00034993452777e-16,-6.19171042696408e-06,9.14759841401244e-05,-9.15607268170325e-17,-2.33615123384275e-05,2.35780546877087e-16,2.65014388201729e-06,-6.97151470551503e-05,2.06968823483508e-16,-9.49653232759849e-17,6.62084241483932e-07,0.00327933901236067,6.42986422369616e-17,1.12879144812634e-06,9.93229648319828e-08,-4.94659352716248e-16,-1.02438211902548e-05,-2.77876574450607e-16,-3.49789939444936e-16,-6.95374739313952e-17,-1.70696790036118e-15,6.04318141142727e-05,4.51381311145624e-16,-4.05724312485437e-16,2.67339333637331e-17,4.09967802576302e-17,-7.06936134446998e-16,1.58046819547193e-16,2.18813670332143e-07,-7.5855811617061e-16,-8.17341338506037e-17,-1.37665698653224e-16,-8.18836045442731e-16,4.13990888304553e-16,6.70208458529356e-17,8.0357665922673e-18,5.4535767032477e-16,1.48838394301554e-15,-3.54794423916095e-15,-2.24062625353725e-15,3.04082074079872e-15,9.89827786109819e-15,5.1625476273663e-15,0.0928476690885221
