,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
t11,8.963777,-1.4652745,7.2806263,6.99751,1.6662645,2.1933134,3.0004017,2.3652506,4.755378,3.4566193,7.4434404,3.0057309,4.6189218,5.080245,4.8155246,6.552867,4.0547104,3.061993,5.4744306,2.9335306,3.8497872,3.7989044,5.3578753,4.8715954,4.856049,5.1145205,4.250697,3.2371583,5.218709,6.185392,5.766278,4.4150968,6.2876916,4.985043,3.4539459,6.4510593,5.567921
t12,8.982004,-1.3724657,7.2135844,6.9944553,1.6609586,2.156919,3.0385456,2.3969615,4.7595396,3.475869,7.445501,3.0392087,4.6408405,5.071915,4.832716,6.513957,4.0614557,3.1001055,5.467982,2.9845097,3.8961477,3.8219779,5.41946,4.871853,4.893569,5.1323495,4.2421227,3.2635183,5.269592,6.155875,5.737337,4.4565043,6.250156,4.9492073,3.434273,6.3845644,5.598584
t13,9.00923,-1.357126,7.2314863,7.0143323,1.6566306,2.1351542,3.0572364,2.4164548,4.728391,3.4500842,7.465439,3.012081,4.664771,5.061848,4.811338,6.4878864,4.02866,3.0829985,5.48927,2.9560723,3.9172804,3.7862928,5.4380836,4.8926706,4.887633,5.099497,4.225875,3.230563,5.258008,6.1314316,5.7377267,4.4798055,6.2495937,4.9594665,3.4068463,6.3947315,5.6213694
t14,8.908494,-1.4636328,7.271659,7.009832,1.6443447,2.237514,2.955221,2.3191059,4.8078423,3.503567,7.39609,3.0491123,4.5699973,5.0550156,4.824462,6.603526,4.1105046,3.0494592,5.4324493,2.957188,3.818942,3.8562517,5.318345,4.8267493,4.8643723,5.1609197,4.284569,3.2957675,5.2240267,6.2326703,5.7713823,4.376591,6.3063855,4.9553237,3.5026839,6.4463844,5.5196486
t15,8.9701,-1.3580475,7.213759,6.970156,1.6853541,2.1738582,3.0365033,2.4014676,4.770918,3.4609907,7.4673514,3.026989,4.638758,5.1054425,4.84808,6.52622,4.0731387,3.1124628,5.4556723,2.9826396,3.8668091,3.8289728,5.4216194,4.863394,4.8803964,5.1427555,4.259793,3.2676852,5.274017,6.1647763,5.741963,4.440349,6.246263,4.983461,3.437163,6.4098706,5.5924597
t16,8.981693,-1.3298378,7.2003202,6.9856987,1.6849976,2.158059,3.0524352,2.4130127,4.760107,3.4773188,7.4560013,3.0370257,4.6444926,5.089654,4.8403034,6.5059185,4.0635676,3.11459,5.458194,2.9902248,3.889845,3.8231282,5.444299,4.871455,4.891507,5.1339874,4.2475185,3.2664695,5.284532,6.153959,5.7329793,4.4557652,6.234078,4.9622736,3.430732,6.3775444,5.6044602
t17,8.82053,-1.5094789,7.3036075,6.8461194,1.7391055,2.3317587,2.8953817,2.2646031,4.913268,3.5483496,7.369781,3.0424974,4.5127773,5.2011676,4.888953,6.693061,4.183732,3.1723886,5.341792,3.0359993,3.6874518,3.929091,5.296055,4.771977,4.7951264,5.2610636,4.3587246,3.3633459,5.197507,6.301658,5.8278575,4.2925897,6.3368187,5.045909,3.559979,6.5100336,5.4541764
t18,8.851076,-1.5251973,7.2742906,6.880026,1.7143153,2.3089964,2.90806,2.2901344,4.904475,3.5294445,7.3949337,3.040505,4.5188,5.171988,4.886153,6.6669064,4.2023907,3.136958,5.367625,3.0192535,3.7004285,3.948305,5.2909026,4.8050666,4.825016,5.2814574,4.3269167,3.3572729,5.2237787,6.296556,5.800602,4.29519,6.3110275,5.0189676,3.5636666,6.480132,5.462363
t19,8.757711,4.504843,5.4954696,6.7544217,6.0146914,1.7868296,4.8068066,3.315517,4.899137,5.4135118,6.7744493,2.8447564,4.491618,5.0596013,5.394174,7.1267276,3.9971294,3.9447336,4.6081734,3.7076862,3.975499,4.0900645,3.7673306,4.4307528,3.6298428,5.8916097,4.9269495,3.5959785,5.012865,6.628469,6.146564,3.5760303,6.1362195,5.3988447,4.064574,5.9864726,5.8888955
t20,8.749766,4.4903183,5.485769,6.7536526,6.022857,1.7872587,4.8078265,3.317833,4.8994217,5.407083,6.773696,2.8435783,4.4915595,5.067657,5.3987837,7.128862,3.994396,3.9402041,4.6087756,3.7077787,3.980182,4.0950317,3.758174,4.432017,3.6299417,5.891082,4.928299,3.5972025,5.0199566,6.6292186,6.14244,3.5748155,6.1379046,5.407342,4.063032,5.9897513,5.888271
t21,8.747557,4.5172853,5.5284696,6.743392,5.982452,1.7854232,4.812367,3.3091528,4.916027,5.402528,6.771506,2.8684793,4.5076675,5.0335116,5.3886585,7.1203313,3.9894173,3.9338331,4.625126,3.7133558,3.9679794,4.092777,3.7984664,4.4292274,3.6477883,5.902099,4.941127,3.6006904,5.022578,6.6292367,6.1394286,3.5794525,6.1080127,5.3684335,4.0790296,5.9970036,5.910514
t22,8.733658,4.468141,5.4837184,6.744157,6.0104423,1.7683808,4.823526,3.3385944,4.899745,5.388423,6.77991,2.8313289,4.486181,5.083364,5.395185,7.1160707,3.9791596,3.922939,4.62508,3.7298236,3.9672513,4.11321,3.758694,4.4175053,3.6261525,5.868679,4.939535,3.6114233,5.0382338,6.613085,6.1261945,3.548903,6.1281915,5.405114,4.039955,5.984698,5.897441
t23,8.824819,-1.5825932,7.2538557,6.828617,1.6907904,2.358828,2.858898,2.2524593,4.9636865,3.560547,7.351845,3.0898654,4.46737,5.1859794,4.9230256,6.7000794,4.2746387,3.1793914,5.359401,3.0829644,3.6537104,4.026999,5.2572637,4.7897406,4.8510303,5.347796,4.3328824,3.4213371,5.2375317,6.3486447,5.7906322,4.2419367,6.309157,4.9792852,3.61687,6.4337544,5.412936
t24,8.8432865,-1.5451579,7.27821,6.8767514,1.7108179,2.3228235,2.8892188,2.2750683,4.918518,3.5472503,7.377982,3.046382,4.4998055,5.171599,4.885127,6.6778274,4.2230396,3.1388547,5.358573,3.0337775,3.6882424,3.969558,5.277052,4.8038015,4.8247848,5.300679,4.3281465,3.3732493,5.2176275,6.3146935,5.805177,4.277704,6.318388,5.010337,3.5838823,6.469797,5.4441795
t25,8.815853,-1.6235983,7.328948,6.906914,1.7358365,2.3613079,2.8200307,2.221864,4.9480824,3.636769,7.3222675,3.0091236,4.427919,5.166061,4.841097,6.7249846,4.2848573,3.0952044,5.292383,3.0547435,3.6408727,4.0209517,5.211502,4.8156953,4.780792,5.3660765,4.335745,3.407459,5.159187,6.382145,5.855546,4.211441,6.3690963,5.017121,3.6645768,6.4642653,5.3748765
t26,8.810948,4.530052,5.4745727,6.7590632,6.069182,1.821553,4.7614336,3.277488,4.898646,5.4688315,6.75539,2.8527517,4.4994373,5.0513015,5.42381,7.176726,4.0501556,4.0003147,4.580092,3.6799698,4.0217137,4.0396333,3.7378745,4.474139,3.6310098,5.923612,4.921463,3.547803,4.95836,6.669435,6.1985817,3.6020148,6.1586323,5.4274726,4.0930433,6.0076203,5.880292
t27,8.778647,4.537301,5.4506636,6.7735515,6.01555,1.7909559,4.8047423,3.32012,4.8765874,5.436454,6.772706,2.8201244,4.4697623,5.076004,5.3990903,7.1299834,4.0061235,3.958733,4.572456,3.693985,3.9797292,4.0793214,3.7277436,4.4321337,3.601113,5.8848295,4.9087644,3.591603,4.9950786,6.627659,6.1580873,3.5763268,6.1677895,5.4321876,4.056437,5.9706416,5.864838
t28,8.8310585,4.627402,5.546032,6.763075,5.958972,1.807908,4.785604,3.2879167,4.899588,5.469991,6.7649264,2.8623424,4.4968777,4.9963408,5.385712,7.1340866,4.0241995,3.98064,4.5852547,3.6892035,3.9712214,4.0454984,3.8121371,4.443655,3.6296794,5.915358,4.918673,3.574533,4.957502,6.643177,6.185181,3.6050985,6.134977,5.3553867,4.0964003,5.976917,5.8883276
t29,8.830323,4.622025,5.545859,6.7632165,5.9607987,1.8090901,4.78346,3.2848382,4.899972,5.472589,6.7640243,2.8626342,4.4974217,4.99568,5.3877397,7.138131,4.0288267,3.9856102,4.5852203,3.6892357,3.9739623,4.0426407,3.8121514,4.4465313,3.6293333,5.9186163,4.919343,3.5698335,4.954472,6.647025,6.1888137,3.604984,6.1342382,5.3551583,4.0980477,5.980548,5.8895698
t30,8.844429,-1.6049126,7.3288784,6.937937,1.721264,2.3405719,2.8352823,2.2285936,4.9268456,3.6235805,7.3138223,3.0040848,4.4403,5.1377463,4.8188663,6.711587,4.2684927,3.0760875,5.318668,3.0432966,3.6651783,4.008199,5.2246084,4.8417063,4.800582,5.3461137,4.3049865,3.391378,5.1572843,6.364752,5.845769,4.232148,6.363215,4.998229,3.6480956,6.4370604,5.3924036
t31,8.844597,-1.6093091,7.321702,6.926688,1.7089121,2.3443854,2.8314307,2.2280314,4.9289303,3.6253202,7.311649,3.023199,4.4395123,5.138384,4.828611,6.7059956,4.2731338,3.0807776,5.319381,3.0514996,3.6640518,4.0130243,5.2334657,4.8368354,4.8110127,5.3505235,4.3019495,3.3983963,5.1661015,6.3678694,5.8356743,4.2287636,6.3567686,4.987922,3.6525102,6.4323893,5.388844
t32,8.825234,4.5772333,5.501712,6.7629275,6.0298877,1.8217992,4.7647114,3.2753277,4.8982124,5.4771233,6.756708,2.857694,4.4990144,5.025597,5.412524,7.1669927,4.0478306,4.0011144,4.5772376,3.6784627,4.0079775,4.03495,3.7649274,4.4683595,3.6301823,5.926662,4.918011,3.5511086,4.9503946,6.665709,6.2004166,3.6084332,6.153175,5.4017444,4.100416,5.9988194,5.881166
t33,10.666838,8.059566,6.081279,6.615705,4.4624505,1.8746681,4.3106356,3.087126,5.0101333,6.190535,6.827988,3.1230378,4.5676517,4.0205173,4.939526,6.9403076,4.0413175,3.9368987,4.6472898,3.528068,3.5244315,3.739995,4.329718,4.435087,4.2797756,5.738772,4.821222,3.879516,4.2749896,6.434229,6.479194,4.064565,6.074188,4.673932,4.549504,5.5244946,5.816331
t34,8.987512,4.242351,5.302875,6.7952137,6.7399755,1.9788795,4.5593333,3.072441,4.9255667,5.649699,6.7058353,2.8624072,4.557166,5.1323752,5.556329,7.4135327,4.311732,4.280935,4.546374,3.5623755,4.251942,3.8780224,3.5110452,4.663902,3.6204941,6.037403,4.8984213,3.3388042,4.745889,6.834185,6.413072,3.735983,6.323652,5.6892343,4.1719446,6.061966,5.752708
t35,8.996375,4.214162,5.2924557,6.817748,6.74913,1.9952235,4.555643,3.0639057,4.92158,5.6637006,6.6910734,2.8723924,4.5514026,5.137052,5.582221,7.417271,4.32357,4.2897696,4.54216,3.5577939,4.260628,3.8688252,3.5212352,4.676112,3.6195867,6.0450954,4.8955665,3.32672,4.723127,6.8273263,6.408641,3.7521036,6.3168907,5.6883283,4.1966386,6.045707,5.7532663
t36,8.979997,4.2562647,5.3083825,6.8030653,6.704945,1.97662,4.5744357,3.0835624,4.922851,5.639907,6.7046824,2.8675761,4.5505023,5.126247,5.5551825,7.395359,4.294825,4.2623734,4.5490184,3.571471,4.235851,3.8885932,3.5313015,4.652199,3.620412,6.03322,4.899116,3.3464875,4.75117,6.818441,6.396379,3.7347407,6.3068604,5.667005,4.175862,6.0500045,5.761656
t37,10.312563,7.503725,6.377591,6.6345005,4.6328726,2.0304477,4.4533916,3.1202793,5.0221133,6.032683,6.683711,3.213065,4.6778903,4.249937,5.1331325,6.864103,4.0767574,3.9958472,4.533701,3.4716094,3.711178,3.5943627,4.4129224,4.440862,4.0821033,5.824199,4.8024573,3.7481782,4.4771423,6.427664,6.327533,4.112768,6.1939626,4.85134,4.5286517,5.5114274,5.8498673
t38,10.670689,8.051973,6.1721582,6.6000953,4.416354,1.9194967,4.322943,3.0886703,5.0114512,6.189122,6.7804704,3.16957,4.6176176,4.040267,4.9814115,6.9288406,4.058898,3.9603057,4.616756,3.503694,3.5651898,3.6898215,4.38027,4.434736,4.2595897,5.771405,4.8063912,3.8684745,4.308243,6.4506803,6.433982,4.099597,6.0843043,4.68696,4.5674114,5.4931264,5.8146987
t39,10.453645,7.753363,6.2778296,6.5969934,4.5527782,2.0256734,4.439009,3.1075199,4.992504,6.0833297,6.706879,3.2179995,4.68755,4.1830177,5.100299,6.908605,4.0810366,3.9967706,4.5389466,3.4880412,3.6814525,3.620262,4.409295,4.435306,4.1326723,5.8300033,4.8116517,3.8023744,4.4350634,6.4450774,6.328254,4.11114,6.1400213,4.800172,4.531176,5.506321,5.8322706
t40,10.344913,7.5756845,6.3987875,6.590408,4.5879803,2.0783591,4.4916806,3.1236768,4.9896054,6.0308356,6.6594677,3.249793,4.7246494,4.2614756,5.167615,6.900934,4.086864,4.0150948,4.492815,3.470445,3.7352045,3.576247,4.439018,4.4348984,4.0632224,5.8581896,4.816618,3.7702398,4.5076637,6.446379,6.2819386,4.122941,6.1644983,4.8560195,4.513591,5.500798,5.8425403
t41,10.488516,7.7959185,6.2605057,6.596696,4.533454,2.0066128,4.422924,3.1016483,4.9898705,6.095468,6.7273254,3.201898,4.667962,4.1619673,5.07835,6.917362,4.077624,3.992104,4.5553174,3.4986858,3.6526527,3.6418772,4.39412,4.439401,4.15245,5.809639,4.813532,3.8122804,4.412153,6.440976,6.352543,4.102695,6.129393,4.7802906,4.524257,5.5177765,5.827693
t42,10.289297,7.5638046,6.321297,6.629303,4.6683245,2.0054927,4.452225,3.1355639,4.9995456,6.0059733,6.7194014,3.1802166,4.65404,4.2489367,5.1061645,6.8993707,4.0615654,3.9797633,4.545003,3.499484,3.7028046,3.6340775,4.372577,4.426314,4.084924,5.820619,4.838969,3.7482297,4.4596295,6.416662,6.350123,4.073886,6.171993,4.868459,4.490266,5.5503516,5.854129
t43,10.375737,7.613374,6.3540144,6.5963955,4.583936,2.0569577,4.4725747,3.1168144,4.9924097,6.0483136,6.682276,3.2317264,4.7023153,4.234487,5.14179,6.902737,4.0830865,4.006677,4.5138335,3.4797902,3.7078316,3.600106,4.4183803,4.4371657,4.0880733,5.8390408,4.814279,3.7803175,4.4793553,6.44272,6.305794,4.1126084,6.1566725,4.834286,4.515846,5.511158,5.839013
t44,10.401943,7.676358,6.285728,6.6219125,4.5949135,1.9900063,4.421626,3.108389,5.00105,6.0616646,6.7297673,3.1839516,4.6490784,4.1924486,5.080088,6.8971663,4.0733786,3.987208,4.565086,3.501007,3.6638062,3.6425114,4.378325,4.4417562,4.1327868,5.800029,4.815098,3.7785194,4.4232635,6.4244976,6.3649244,4.091164,6.157618,4.8103876,4.513283,5.5375767,5.837936
t45,8.880162,4.2307596,5.3340344,6.748361,6.7763658,1.8957336,4.505918,3.1063435,4.863823,5.6703353,6.721593,2.824111,4.539712,5.189122,5.5376472,7.462787,4.3476315,4.294439,4.495078,3.5221992,4.282646,3.8281643,3.491307,4.6832247,3.6853733,6.0061135,4.8379364,3.345748,4.782973,6.848693,6.404787,3.6354046,6.3440027,5.733927,4.146402,6.1514926,5.793745
t46,8.854737,4.4520907,5.43147,6.7701902,6.246031,1.8644613,4.699998,3.222782,4.899135,5.5188236,6.746264,2.857218,4.5104184,5.074587,5.4559755,7.2432094,4.1258354,4.08073,4.568946,3.6477966,4.0843043,3.9916582,3.6824307,4.524212,3.6374228,5.956514,4.905977,3.482418,4.897215,6.7147317,6.2580295,3.6401777,6.198362,5.491686,4.1164584,6.03112,5.851764
t47,8.894997,4.2800226,5.334114,6.7728534,6.6947007,1.9099725,4.5509324,3.1339247,4.871091,5.6239586,6.7301683,2.8434198,4.5216675,5.15847,5.5225215,7.4065685,4.2943587,4.24535,4.512609,3.5660317,4.234812,3.8747864,3.5327265,4.6361375,3.6742456,6.001247,4.851333,3.3651853,4.7985845,6.810207,6.369831,3.6706235,6.2994003,5.6787634,4.146401,6.114976,5.808665
t48,10.326169,7.5781746,6.322988,6.618782,4.6448364,2.0225582,4.459014,3.126723,5.002305,6.029918,6.703754,3.2016864,4.667919,4.239457,5.119875,6.8957577,4.069787,3.9890985,4.5323114,3.4873443,3.7011504,3.6200707,4.3914986,4.430615,4.0887465,5.8258834,4.8240004,3.7635024,4.466649,6.4282026,6.3367257,4.092073,6.1673183,4.848946,4.5077558,5.5306354,5.847472
t49,10.853164,8.427262,6.904155,6.5842013,4.065477,2.244279,4.4016337,2.9988286,4.9388943,6.0809674,6.531084,3.3278065,4.8520284,4.2122602,5.2157774,6.778246,4.201945,4.1669183,4.5590587,3.4953885,3.7642722,3.3899784,4.584141,4.5925317,4.114014,5.80126,4.693801,3.6901536,4.442604,6.402413,6.21957,4.2178154,6.299883,4.7986274,4.571445,5.4655366,5.8081613
t50,10.379512,7.675289,6.24148,6.5757985,4.6322956,2.0508506,4.4911895,3.131407,4.971652,6.050329,6.7108307,3.2180612,4.687278,4.2222114,5.1271963,6.948675,4.068178,3.9896257,4.5031486,3.4942412,3.6942246,3.6392975,4.391572,4.4137893,4.093447,5.8473973,4.842561,3.8102224,4.4716067,6.4512634,6.313853,4.0858145,6.113435,4.8290176,4.495989,5.5261235,5.8358974
t51,10.615563,7.9782305,6.174576,6.5966926,4.47454,1.9395739,4.3640747,3.0849109,4.9882474,6.149722,6.7906585,3.1547656,4.608314,4.078275,4.9990063,6.941466,4.066487,3.9712234,4.6118493,3.5264013,3.572693,3.705604,4.3546243,4.4437346,4.227786,5.762533,4.8168497,3.852989,4.32729,6.439104,6.4271755,4.0812216,6.089633,4.7147293,4.5246067,5.532743,5.815325
t52,8.888036,4.2728553,5.331938,6.7674046,6.692821,1.9054303,4.5406303,3.1319444,4.8630996,5.632024,6.731407,2.838995,4.5211205,5.168549,5.5227823,7.413504,4.301234,4.2519064,4.5044746,3.5565825,4.243013,3.8653498,3.5223644,4.643495,3.6830208,6.000959,4.841517,3.358268,4.796506,6.817784,6.376328,3.660661,6.307501,5.6859756,4.144567,6.128353,5.8095365
t53,8.85014,4.289686,5.356362,6.758542,6.684498,1.8676876,4.549191,3.1560826,4.83613,5.6152554,6.7445836,2.8298879,4.4975286,5.1796956,5.5044823,7.3974257,4.284943,4.2357664,4.4872775,3.5670655,4.2252865,3.8744988,3.5427175,4.6271687,3.708563,5.9779673,4.8182254,3.3838005,4.828331,6.797516,6.3552423,3.630449,6.290134,5.6694965,4.132683,6.146542,5.83976
t54,10.521595,7.849945,6.2622766,6.5913854,4.5136065,2.0013359,4.422851,3.089161,4.9692435,6.0876026,6.7511387,3.1793408,4.645927,4.1576195,5.0647936,6.9340053,4.0825543,3.9989388,4.5741873,3.5271273,3.6291232,3.6672812,4.3690724,4.453736,4.159616,5.7842016,4.820814,3.812947,4.3949614,6.429969,6.372903,4.085007,6.1206055,4.77401,4.4925485,5.5511045,5.822555
t55,10.778286,8.215954,6.043758,6.597043,4.3914785,1.8374871,4.258344,3.0960739,5.0246897,6.2646728,6.8427773,3.1232123,4.5570674,3.932696,4.8884215,6.9567356,4.0186048,3.909473,4.678313,3.5216985,3.4776204,3.7477796,4.3532925,4.412238,4.346089,5.727676,4.8241296,3.9346876,4.208526,6.458591,6.522305,4.072606,6.029041,4.6134696,4.6028514,5.472098,5.807182
t56,10.763202,8.169232,6.0367126,6.585914,4.3823094,1.8495986,4.252123,3.1292303,5.039144,6.2786713,6.8036685,3.1579237,4.5618377,3.9412804,4.908991,6.956875,3.9995015,3.8942585,4.6480727,3.4938335,3.509113,3.7087252,4.3984833,4.379156,4.3410764,5.7693386,4.8337398,3.9437356,4.222494,6.4868608,6.5194764,4.08855,6.0137587,4.6203127,4.639026,5.433105,5.81501
t57,9.024614,4.2141438,5.291125,6.8091598,6.808993,1.9994372,4.563335,3.0432832,4.948657,5.6715336,6.688048,2.8666887,4.572842,5.1248837,5.581696,7.4267526,4.330065,4.303269,4.5570536,3.5539756,4.265381,3.8734956,3.5039644,4.684767,3.59159,6.05071,4.9207964,3.3296564,4.7221045,6.841129,6.4257965,3.7549267,6.3380594,5.7018456,4.1899304,6.033137,5.7264705
t58,8.89003,4.3694477,5.376475,6.777909,6.433708,1.8996146,4.6360154,3.1744728,4.8929443,5.5701175,6.735634,2.8530626,4.5179467,5.1107035,5.491771,7.3145905,4.2014194,4.158018,4.5465665,3.6094608,4.1539063,3.942104,3.6096976,4.577626,3.642645,5.981762,4.8866267,3.4240043,4.843916,6.759669,6.313845,3.668159,6.2490973,5.5747204,4.1334763,6.0582366,5.82072
t59,10.586807,8.006346,6.5765157,6.5827394,4.3571854,2.1060698,4.439149,3.0720036,4.9712996,6.064877,6.641697,3.2681258,4.763838,4.210728,5.156351,6.874546,4.123969,4.0604715,4.53297,3.491532,3.709527,3.5377262,4.475119,4.4907064,4.110589,5.8162193,4.7810144,3.758923,4.461592,6.426643,6.272293,4.1562533,6.1914163,4.809201,4.521044,5.50243,5.824747
t60,10.575142,7.923613,6.2022686,6.5969667,4.4929905,1.9562598,4.378583,3.0897913,4.987928,6.131602,6.7732835,3.1670163,4.624634,4.103488,5.020923,6.935496,4.0696664,3.9775312,4.5969157,3.5201125,3.5958276,3.6882627,4.364018,4.4431777,4.2062383,5.774409,4.8169327,3.8391552,4.352571,6.438306,6.4068155,4.085145,6.100961,4.7348967,4.5212946,5.5325794,5.819246
t61,9.412291,-2.360459,7.698667,8.406638,0.9082708,2.0571826,2.300986,2.4303408,5.230925,5.197063,6.7311735,3.257202,4.097225,4.364305,4.040303,5.507416,4.794669,3.9485765,4.179694,4.296309,3.9354618,4.5515475,5.877217,4.9401617,4.902289,6.1789274,4.288972,3.5479076,4.7577477,6.5291224,5.4832516,4.1527414,6.322415,4.0523887,4.360282,5.020045,5.022959
t62,10.561943,7.966503,6.5269547,6.5863304,4.392169,2.086538,4.4359813,3.0796885,4.975478,6.0658956,6.6592526,3.2523186,4.7429385,4.2056794,5.141525,6.883138,4.113401,4.046358,4.5379553,3.4934638,3.698698,3.558979,4.4567785,4.4805098,4.115361,5.8131876,4.789483,3.7666533,4.4521465,6.4279485,6.2901354,4.143712,6.181129,4.80766,4.51789,5.508385,5.826347
t63,9.093141,4.1795087,5.214641,6.842919,6.9157295,2.0624833,4.5170293,3.0600185,4.9078135,5.6624103,6.705823,2.883167,4.529638,5.155462,5.5915146,7.45137,4.3550634,4.319758,4.5218525,3.556543,4.2910933,3.8614218,3.453799,4.675337,3.6315808,6.0640373,4.870936,3.2599757,4.6914563,6.8438063,6.4410458,3.817769,6.3331037,5.7435975,4.2019625,6.069506,5.743303
t64,10.669962,8.054905,6.036749,6.610282,4.5280757,1.8446875,4.319073,3.1323185,5.001572,6.185954,6.862415,3.0795546,4.4982185,4.0144215,4.912249,6.981224,3.9917524,3.8909929,4.642706,3.5550437,3.5016255,3.7859373,4.2822385,4.393771,4.278055,5.7480507,4.882078,3.9234657,4.241901,6.429253,6.539354,4.0010047,6.025469,4.6834407,4.538453,5.53658,5.8430953
t65,8.854553,4.187135,5.3422723,6.6988473,6.927032,1.8659016,4.4389157,3.0939298,4.8374615,5.711663,6.7274914,2.793755,4.5535474,5.2351475,5.5305085,7.542553,4.41222,4.3474193,4.463321,3.46972,4.338311,3.767941,3.4325497,4.727148,3.723792,6.0017076,4.80466,3.326664,4.78784,6.8963757,6.4445944,3.5782032,6.3924,5.8110375,4.127056,6.2306156,5.7939706
t66,10.669673,8.076941,6.079732,6.6070404,4.4863462,1.8820572,4.3358927,3.085772,4.984819,6.167648,6.8516574,3.0938523,4.5365477,4.030141,4.936715,6.961558,4.0373898,3.9373908,4.659676,3.563423,3.509816,3.7674434,4.299252,4.4415665,4.2678223,5.7135878,4.841133,3.8785443,4.262113,6.4214816,6.5030007,4.036901,6.0655594,4.685449,4.509041,5.5658793,5.8169827
