,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
t17,2.9525416,0.07966469,0.008493689,-0.26777023,3.4513373,0.99029094,-0.33458677,-0.17622873,2.5871084,3.4805074,2.9337375,-0.01974621,3.2268302,0.11354628,-0.06594882,9.813513,0.5020977,0.13091646,2.3769047,1.8006634,5.391306,2.627679,6.7077703,5.62423,1.6621438,-0.004342938,-0.25053403,2.0763676,2.3392415,-0.0032808767,-0.0030951397,0.045641307,1.2747355,-0.1401656,0.13279688,2.3259132,0.06182441
t18,3.1957548,0.07883349,0.009985509,-0.2669041,3.472409,1.1539803,-0.3277133,-0.18002985,2.6551833,3.5312488,2.8590715,-0.032277916,3.2108815,0.11384058,-0.059669234,9.841668,0.6437915,0.13281818,2.335577,1.9757177,5.476687,2.5089886,6.822062,5.666307,1.5925132,-0.0043789293,-0.24188265,1.9069577,2.4061027,-0.0039174473,-0.0046794666,0.047495063,1.223555,-0.14007892,0.13510005,2.4650161,0.06254904
t19,-0.24968642,0.15276305,8.506764,-0.3115267,2.4351144,-0.37836865,-0.44581833,-0.38496307,0.98152107,5.1115384,1.5453547,4.251087,3.998433,0.5668233,-0.60006267,8.433421,-0.010892525,0.15795459,4.8439164,-1.1388495,2.184779,7.923474,5.693716,6.2056694,3.2582603,0.30174938,-0.8338044,13.717585,-0.0045938417,-0.00050282426,2.962365,1.7543932,6.8628726,-0.17554908,2.7011454,-0.51656234,0.07139956
t20,-0.24857347,0.15187319,8.437701,-0.30819133,2.4044476,-0.37506175,-0.44496533,-0.38232043,0.9789957,5.0445995,1.5364377,4.237799,3.9934752,0.560757,-0.59072196,8.381064,-0.010731259,0.1566155,4.7735834,-1.1277195,2.1575391,7.8782988,5.659633,6.158818,3.2429042,0.33932108,-0.82913107,13.607835,-0.005033525,-0.00030639453,2.932914,1.7252227,6.832472,-0.17421976,2.6789026,-0.5160142,0.07049087
t21,-0.25268728,0.15740193,8.849082,-0.31507915,2.4289799,-0.3813793,-0.4505909,-0.39499983,0.97585315,5.240365,1.4578533,4.4074125,4.022119,0.5908015,-0.62265956,8.549166,-0.010974595,0.16283153,4.9869494,-1.1833897,2.1756046,8.155622,5.775748,6.3012705,3.3668332,0.29323816,-0.8613381,14.167358,-0.0057571344,-0.00073330477,3.0850458,1.8820555,7.0918765,-0.17979322,2.8433762,-0.5449778,0.07183572
t22,-0.24905959,0.15505281,8.652504,-0.31256974,2.4159238,-0.37760934,-0.4482234,-0.3895168,0.97479796,5.149669,1.5037388,4.332081,4.0063825,0.5764793,-0.60487586,8.472263,-0.010815152,0.15964364,4.9006953,-1.1564393,2.1632779,8.023271,5.726914,6.2378426,3.299565,0.30128884,-0.84582174,13.884537,-0.0053549353,-0.0006331583,3.0028067,1.7948738,6.955185,-0.1769938,2.7596807,-0.5286904,0.07125926
t23,5.499622,0.034603216,0.031835847,-0.22392462,3.7915576,2.8442407,-0.18777864,-0.14098975,2.9026518,3.3311741,2.1122558,-0.14597014,3.2536886,0.15142171,0.37762904,9.120855,2.1761093,0.14506195,1.9245808,4.645268,6.1585255,0.98752886,7.655348,5.0492425,1.3252431,-0.006012005,-0.15970932,0.22662726,2.6644936,-0.008347984,-0.017002372,0.05932475,0.5952896,-0.13650542,-0.017132293,3.8285127,0.06726922
t24,4.694511,0.050021157,0.024021992,-0.24100648,3.675736,2.2618382,-0.24357745,-0.15771425,2.7925353,3.4472177,2.3454828,-0.10590417,3.2103722,0.13648054,0.118069656,9.34539,1.6255994,0.13989542,2.0816424,3.6511354,5.894137,1.4976736,7.3231997,5.2314143,1.4134881,-0.0057248785,-0.18534754,0.78331006,2.563073,-0.0070929383,-0.013841408,0.055239867,0.7776996,-0.13821563,-0.010171933,3.3858883,0.06558952
t25,9.650036,0.0019437298,0.045002237,-0.16207018,4.907745,5.908862,0.9653133,-0.08177693,3.1783042,2.9895656,0.9419348,-0.41285,3.5182316,0.21324107,2.3248425,8.390435,4.3502784,0.19356042,1.4186418,10.801062,7.313512,-0.067383006,9.645619,5.351701,1.8602414,-0.002705275,-0.0905221,-0.079998426,3.9357767,-0.013407958,-0.02255539,0.0832616,0.8826201,-0.12741236,-0.027358182,6.1961,0.045867972
t26,-0.19125491,0.12646298,9.92619,-0.26025409,1.8112841,-0.3168904,-0.29058227,-0.37935674,0.83160317,4.8569,0.57203966,4.6408653,3.6702902,0.6552655,-0.6400597,7.385765,-0.008442145,0.15168728,4.8512225,-1.2255436,1.1578472,7.494787,4.9201746,4.965816,3.5603688,-0.00052930124,-0.84206134,14.375995,-0.01413868,0.048915256,3.430995,2.7439392,6.360635,-0.14794604,2.9377263,-0.66759706,0.060552023
t27,-0.20115219,0.14104448,10.854987,-0.27375966,1.7950823,-0.33280855,-0.30607635,-0.40209943,0.788441,5.2505465,0.34822205,5.009407,3.696669,0.7234141,-0.7158285,7.6898103,-0.009099831,0.16777624,5.2877383,-1.3618057,1.2463489,8.103311,5.156492,5.2801642,3.791393,-0.0007981371,-0.9161591,15.642204,-0.016282585,-0.00046924513,3.8019078,3.1026888,7.066162,-0.16262788,3.388368,-0.7280495,0.0627607
t28,-0.20692937,0.16053228,13.224544,-0.25363404,1.1898537,-0.29952657,-0.24309166,-0.40959686,0.4052884,5.7308183,0.05330147,5.6863375,3.281222,0.9024492,-0.91847754,7.480924,-0.006895006,0.19716977,6.0023594,-1.6545988,0.98636585,8.660159,4.9317513,5.2837687,4.0355377,-0.0036528062,-1.0724859,18.274324,-0.018979562,-0.00035075998,4.847367,4.322535,8.164754,-0.17824538,4.6650577,-0.86484575,0.051607296
t29,-0.1951315,0.1425185,11.9487505,-0.23733945,1.179002,-0.28340513,-0.22184546,-0.37843627,0.40062225,5.19142,0.032612484,5.1637464,3.1962266,0.8051339,-0.82063997,7.083917,-0.0058564874,0.17464031,5.476061,-1.45836,0.87063724,7.80959,4.597418,4.8596797,3.7454224,-0.0034497452,-0.9745698,16.537218,-0.017392447,0.10712336,4.3437123,3.8195775,7.161747,-0.1593959,4.08231,-0.77835834,0.047808006
t30,10.733463,0.20603816,0.043706916,-0.14140995,5.3332443,6.519874,1.3475244,-0.07703458,3.087609,2.973354,0.7734387,-0.47671977,3.8075652,0.21923181,2.8467329,8.373524,4.5071483,0.2046083,1.3525838,12.503543,7.768879,-0.08196986,9.9954405,5.2392187,2.1913323,-0.0017348357,-0.07179079,-0.08531913,4.1304646,-0.01405815,-0.029144682,0.08875455,0.9346624,-0.12674107,-0.020889075,6.8300743,0.037561044
t31,11.589308,0.21642517,0.039329607,-0.13289884,5.6896796,6.9797626,1.7276044,-0.07972995,3.0384965,2.90609,0.6503535,-0.5388784,3.953074,0.22446345,3.3548,8.384076,4.7157955,0.21168675,1.2723192,13.916148,8.093653,-0.10067127,10.382436,5.30808,2.539492,-0.0005091845,-0.07187987,-0.08930322,4.2634053,-0.014348336,-0.031345095,0.09424018,1.081617,-0.1233928,-0.0067758826,7.377141,0.027133796
t32,-0.1378707,0.11243553,12.132173,-0.27196452,1.3994648,-0.24825168,-0.13236423,-0.39795387,0.84824723,4.939159,0.021207122,5.8116565,3.9388556,0.7829418,-0.7400862,7.149107,-0.0037121223,0.14853258,5.325499,-1.4577733,0.4236329,8.01934,4.699601,4.1438785,4.391822,-0.0045862105,-0.9074688,16.346716,-0.023865536,0.48576277,4.393961,3.4841447,5.833746,-0.14451638,3.8328862,-0.7591567,0.05848207
t33,-0.30183163,0.12173032,7.753679,0.3534953,-0.015663806,-0.15955757,-0.08596268,-0.04811567,-0.10472153,2.2873003,0.10096627,2.3483162,0.18515193,0.6411405,-0.6991117,3.1034043,-0.0046021705,0.17095,2.5940678,-0.81094503,0.6266828,2.8146675,1.913881,3.2400672,0.22438152,-0.0050946223,-0.8482353,11.013936,0.8453558,0.50195277,2.8544664,4.58218,6.944558,-0.086019196,3.1051502,-0.4814581,0.8486429
t34,-0.07876774,0.026012823,9.098451,-0.26755863,1.8026497,-0.055244178,0.05385243,-0.3086529,0.57878774,2.1692436,1.3019634,5.097236,4.1603637,0.5208355,-0.31918257,6.3350844,-0.0016637436,0.06764242,3.507825,-0.77864826,-0.17434196,4.616112,3.9331915,1.6222031,3.8017683,-0.0028387122,-0.6855899,11.418915,-0.02904714,1.5345219,2.1345353,1.5879778,1.2805126,-0.07942994,2.100375,-0.46557587,0.036965605
t35,-0.09604425,0.018006723,5.9241686,-0.19638498,1.3054461,-0.12280948,0.10227908,-0.20459318,0.8024155,1.9207481,1.3120834,3.5275352,3.7025666,0.345088,-0.20207061,5.2472363,0.13131228,0.051700965,2.0578313,-0.39674252,-0.026125286,3.1938865,3.281889,1.7408947,3.002836,-0.002373749,-0.46460798,7.894766,-0.015344759,1.4413427,1.5525739,0.87407655,1.0216949,-0.05233431,1.0268989,-0.3337233,0.03583098
t36,-0.11132573,0.052580707,8.182963,-0.21440017,1.4215109,-0.16586551,-0.024818266,-0.2827204,0.8644797,2.9493823,0.65295684,4.381522,3.5706098,0.49727395,-0.4022088,5.7710867,-0.00029569032,0.08572242,3.4669898,-0.81387776,-0.0056085098,5.0633755,3.7403185,2.5464098,3.3818092,-0.0027508105,-0.6209827,10.958023,-0.019952288,0.99830467,2.6099572,1.9381032,2.82292,-0.08077354,2.0322785,-0.4757419,0.04063478
t37,-0.35237682,0.18713067,12.527553,-0.0014342029,-0.02234945,-0.19345994,-0.22242302,-0.16701062,-0.19372378,4.1078086,0.13800476,4.0277514,0.40663582,0.9772564,-0.99839705,4.8012156,-0.0071087475,0.2648967,4.4274497,-1.4586711,0.9558633,5.8074245,2.976018,4.9225307,1.0503196,-0.0050759614,-1.1680634,17.042429,0.57516205,0.6439212,5.037785,6.109527,11.038172,-0.15507445,4.9987755,-0.80152625,1.0752716
t38,-0.40434307,0.13501851,7.798902,0.32235488,-0.025188353,-0.13742235,-0.09590028,0.046082214,-0.15532726,2.1758857,0.15330632,2.2733915,-0.035473082,0.7018177,-0.8154429,2.6748133,-0.009148898,0.18944186,3.329093,-0.8374473,1.0065525,2.3061776,1.782479,3.5032787,-0.0108563965,-0.004452258,-0.9677365,11.466828,0.47172296,-0.0005285217,2.9648807,5.5066285,7.8321767,-0.09782518,4.043784,-0.4385352,0.7893648
t39,-0.38015223,0.16366167,10.698942,-0.0007004376,-0.018590339,-0.15713641,-0.16032153,-0.11467179,-0.22076629,3.4372523,0.15654947,3.2864842,0.213705,0.87858695,-0.97877234,4.0366945,-0.0077351984,0.2303542,4.078854,-1.2437524,0.9971127,4.3988123,2.6445918,4.3354635,0.7882247,-0.004958037,-1.1230001,14.793961,0.48951545,0.124240175,3.9996812,6.036143,9.588513,-0.13679393,4.8740687,-0.70654196,0.8386155
t40,-0.40633816,0.19151673,12.733675,-0.027608233,-0.016936319,-0.16883473,-0.20571257,-0.16566294,-0.21863306,4.205135,0.19125918,3.9786153,0.2419682,1.0265741,-1.1437311,4.6186595,-0.008865686,0.26879406,4.972575,-1.5629275,1.1383396,5.660368,3.1709301,4.956664,1.1944128,-0.0051153717,-1.2982888,17.38801,0.34082124,-0.00079334877,4.690321,6.914147,11.171247,-0.16883922,5.7937274,-0.8487885,0.63077945
t41,-0.38972202,0.15592727,9.868684,0.09789486,-0.01950648,-0.14636244,-0.12744118,-0.08269327,-0.16736342,3.1345844,0.15550725,2.943435,-0.00094055594,0.82752067,-0.93112284,3.5301101,-0.007656694,0.21671584,3.8677506,-1.1321379,0.9307925,3.8054972,2.391793,4.0444007,0.5928926,-0.0050620604,-1.0764807,13.832551,0.4385881,-0.00031650314,3.698015,5.881551,8.940072,-0.12368913,4.5762925,-0.6233206,0.78109866
t42,-0.38456672,0.1838737,12.366118,-0.02178813,-0.017917328,-0.16713932,-0.19384211,-0.15925355,-0.22657184,4.080523,0.17529072,3.8887146,0.29209176,0.9925358,-1.0962349,4.5276723,-0.0076116524,0.26036268,4.684395,-1.4903606,1.0970677,5.4460006,3.0398695,4.8062563,1.0684742,-0.0053959982,-1.2431065,16.806913,0.44677988,0.030486926,4.5236664,6.642693,10.810932,-0.16143617,5.489756,-0.82014704,0.74364895
t43,-0.40790713,0.18688662,12.305343,-0.022887018,-0.0171901,-0.16526431,-0.19375882,-0.15057707,-0.20754367,4.011098,0.18779995,3.8144548,0.19229242,0.99709624,-1.1078644,4.454908,-0.008750387,0.2614507,4.784759,-1.4940146,1.1155522,5.3209186,3.0635836,4.801923,1.0566506,-0.0050170617,-1.2674954,16.835308,0.3476845,-0.000686257,4.5235524,6.770821,10.841679,-0.16140555,5.6184,-0.81610715,0.6649807
t44,-0.34859157,0.17205958,11.013374,0.71631235,-0.03639674,-0.1877723,-0.187377,-0.08923854,-0.16378456,3.2686245,0.102974184,3.4191227,0.11594822,0.86905324,-0.8288552,4.1284184,-0.0063027753,0.24612662,3.4587183,-1.168808,0.6914518,4.6220465,2.3700442,4.4917655,0.319095,-0.0051662703,-1.0124753,15.146303,0.85172,1.2677864,5.025239,5.412636,10.3392315,-0.12162649,4.061912,-0.6526008,1.8228235
t45,0.08908829,1.0444274,8.0452385,-0.25381196,1.5164504,1.2611368,0.9158082,-0.35165158,0.3499449,0.73602474,3.3155515,3.8194957,5.1041985,0.4479044,-0.015715549,7.2897477,-0.0035053336,0.02366212,3.6780884,-0.31783393,-0.33646882,2.2806654,3.8839722,1.0649726,3.9539692,-0.000388842,-0.6268716,9.337262,-0.041549813,2.6124399,1.4723706,0.382711,-0.16943468,-0.051190034,1.795455,-0.2983299,0.03794933
t46,1.987338,0.020522784,13.024177,-0.4193586,2.0411339,-0.21264781,1.2181,-0.48700532,3.9130301,7.312184,0.07671369,9.307017,5.6572275,0.68689084,-0.46856362,4.9116616,-0.0040130145,0.09128362,4.195207,-1.7993684,-0.20825787,11.433772,5.062111,1.8361899,5.940892,-0.011008616,-0.34880516,15.300651,-0.037749507,-0.0023908173,6.1951094,2.0090978,3.3678064,-0.10189,3.5943856,-0.6160449,0.11456947
t47,-0.034449454,0.18698102,9.710671,-0.28135931,1.6707842,0.8854563,0.49579665,-0.3848417,0.25651392,1.5531327,2.457456,4.5832896,4.951474,0.5640122,-0.19086348,7.6381373,-0.0025296523,0.04304569,4.583098,-0.6754986,-0.33242607,3.6414962,4.1871953,1.4126673,4.197988,-0.003329527,-0.7769924,11.818431,-0.041241974,2.4575453,2.206541,1.2585368,-0.03602272,-0.06978078,2.5168092,-0.39983472,0.039501037
t48,-0.3594056,0.185143,11.555737,0.9659924,-0.046623744,-0.20372081,-0.20003575,-0.080410175,-0.15226132,3.3995452,0.096785866,3.5893843,0.001647003,0.912783,-0.8213904,4.198569,-0.006451425,0.2633935,3.3781,-1.1951016,0.6605171,4.8612943,2.3395002,4.8342314,0.032337554,-0.0055081747,-1.0263774,15.934105,1.1187286,1.7072815,5.674258,5.431533,11.142294,-0.121892385,4.0739665,-0.644866,2.2881444
t49,-0.5365893,0.14595267,4.797435,0.67885816,-0.085047476,-0.15273304,0.19358021,1.4922312,-0.043775875,1.3382866,0.25179785,1.4610314,-0.12089289,0.66309905,-0.9286261,1.3258196,-0.010449155,0.15895492,4.3740125,-0.52643996,1.6465632,-0.0040981495,0.6157569,3.5267267,-0.15116651,-0.0023823788,-1.0743041,9.441355,-0.0062129465,-0.0061143525,2.68911,6.9667516,7.636253,-0.07028849,5.5396357,-0.0786574,0.3528981
t50,-0.35140985,0.173293,10.28879,1.4146899,-0.05787458,-0.21026507,-0.1627826,-0.020833932,-0.12667747,2.7500362,0.06948784,3.105129,-0.021560498,0.826276,-0.687461,3.6364036,-0.0055995355,0.24688068,2.6546936,-0.9603238,0.4959244,3.9263954,1.8623089,4.5717926,-0.06594357,-0.0055926978,-0.90281075,14.41162,1.4079536,2.237448,5.6166973,4.8092213,10.527812,-0.09549383,3.345046,-0.5034843,2.7782445
t51,-0.40305263,0.14672251,8.9471035,0.16135824,-0.021778343,-0.14427115,-0.112029895,-0.037991833,-0.12069129,2.5848842,0.15396723,2.6530511,-0.016679004,0.7660459,-0.8373005,3.1403675,-0.0074142674,0.20406465,3.3829882,-0.9761963,0.83136535,3.0123894,2.1263885,3.6856706,0.18981186,-0.004636399,-1.0158505,12.597051,0.42387646,0.056545194,3.319895,5.607313,8.321907,-0.107318334,4.1569815,-0.56103367,0.8701931
t52,-0.008353029,0.47356272,10.339556,-0.30026764,1.7572155,1.2085991,0.66089946,-0.4176984,0.116952576,1.3577783,3.0126202,4.6623034,5.4119444,0.5870808,-0.14259993,8.310165,-0.004412346,0.037968516,5.0601497,-0.65607494,-0.3795276,3.5244167,4.4774837,1.3419708,4.592696,-0.0031460207,-0.80709225,12.338279,-0.048925154,2.79866,2.2300518,1.0836686,-0.08170407,-0.072020054,2.7570987,-0.40247244,0.04167404
t53,-0.0025325676,0.60738724,10.124545,-0.29809362,1.7487469,1.2718725,0.7002582,-0.41330722,0.1295808,1.2319695,3.1490324,4.5629373,5.448257,0.571384,-0.11624578,8.281865,-0.0047179093,0.03510042,4.9566965,-0.60913324,-0.38219273,3.3592794,4.4548187,1.2835358,4.56177,-0.0026753538,-0.79016733,12.004489,-0.049223702,2.8360612,2.1235127,0.9616818,-0.10171188,-0.069671296,2.6622329,-0.38942415,0.04156419
t54,-0.38595483,0.15426332,10.018683,0.16205812,-0.023672167,-0.14938541,-0.122711115,-0.07350021,-0.17965637,3.099296,0.1522352,3.0469074,0.02221449,0.82871175,-0.91877186,3.5004978,-0.006145494,0.21718496,3.615277,-1.1212904,0.9067485,3.713479,2.2788453,4.019389,0.32133272,-0.0057828557,-1.0633557,13.810087,0.6245856,0.16320215,3.6518283,5.872017,9.011227,-0.123202264,4.457393,-0.6262206,0.9992606
t55,-0.3624356,0.0986757,5.1079803,0.5433978,-0.034856897,-0.11014903,0.25106212,0.72490895,-0.023886286,1.2680784,0.10746606,1.1585706,-0.030795837,0.4812813,-0.509209,1.7224838,0.013178873,0.13632071,1.73886,-0.37556663,0.5417666,0.51248324,1.0152931,2.538534,-0.096238576,-0.0034591847,-0.6562265,7.604892,0.6919979,0.3380534,2.0917785,4.0724473,5.462611,-0.04025108,2.530855,-0.19410095,1.2828622
t56,-0.3871417,0.12964432,7.3160543,0.5093843,-0.026547113,-0.13076046,-0.03703484,0.12729841,-0.0652067,2.0450969,0.1328502,1.9032323,-0.025392061,0.6374422,-0.691725,2.5035288,-0.0034605614,0.17620148,2.5735056,-0.73005366,0.73597354,1.9525956,1.6098512,3.2535954,-0.0336015,-0.0045865993,-0.8492279,10.503732,0.7202173,0.0392491,2.8368618,4.9885397,7.0776973,-0.07803532,3.4744973,-0.39646673,1.1402118
t57,-0.08116649,0.012007186,8.34022,-0.26484427,2.0631893,-0.03167301,-0.0065560853,-0.2592335,0.581869,0.6535182,2.1213508,4.9888697,4.6885633,0.4459758,-0.18786082,6.461556,-0.0066843624,0.063469745,2.3718185,-0.43531188,-0.21339566,3.4984794,3.892392,1.0710752,3.782844,0.1259433,-0.6663385,10.366601,-0.033419665,2.403017,1.4348056,1.3603685,0.21322295,-0.07186366,1.5416516,-0.41314957,0.029215595
t58,3.1468937,0.50397027,12.752521,-0.44964144,2.1601777,-0.19710407,2.021134,-0.48715514,4.940988,7.747724,0.096171774,10.273795,6.0989757,0.6220577,-0.34094524,3.9459364,-0.005066262,0.06840038,3.5751362,-1.7770557,-0.32300606,11.951065,5.1150885,0.6692685,6.2958193,-0.012958566,-0.13407911,14.309928,-0.0439818,-0.0043056193,6.5901556,1.4761459,2.2404604,-0.08125334,3.5019577,-0.49965712,0.1324617
t59,-0.6515434,0.20704423,8.574528,0.5547294,-0.089052856,-0.19519171,-0.079519086,0.87551427,-0.15395607,2.7858937,0.3546458,2.9343946,-0.14165436,0.982134,-1.3371955,2.5972097,-0.01787127,0.2384402,6.4756684,-1.1320064,2.2283785,2.0574162,1.5758772,4.806208,-0.095294714,-0.0023777604,-1.5118206,14.791903,-0.009312642,-0.008855093,4.18667,9.268717,11.017857,-0.13260134,7.66931,-0.34922343,0.09021418
