,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
t16,9.399141,-2.1133893,5.7916846,4.6706543,4.2795334,4.5674667,6.000785,4.706966,5.9216394,5.5319552,4.6263556,5.140067,5.5172105,5.081736,4.620491,5.3507195,4.688353,4.681606,4.646982,5.358998,4.641757,4.787445,4.4733176,3.540838,3.9775183,4.8023286,3.9545894,6.5183573,5.263514,4.4847364,5.196447,5.7072105,4.6450343,5.3242106,5.4085317,4.713336,4.3696475,5.9734216
t26,9.564549,-1.7188716,5.926199,5.0263486,4.1380887,4.9949293,6.045804,5.002701,5.692987,5.3288517,4.465979,5.252517,5.182914,5.1199803,4.45185,5.1962166,4.7876124,4.671918,4.6686335,5.3996377,4.8676867,4.827954,4.3370233,3.506394,4.1470594,4.884341,3.8431306,6.5284405,5.1338987,4.5832615,5.2115173,5.6300154,4.6154175,5.4176054,5.7456365,4.8432593,4.2459345,6.117459
t39,9.546051,-1.7955815,6.0339355,4.9841466,4.012863,5.1228786,6.021071,5.073777,5.6163874,5.2071643,4.441509,5.2098904,5.098795,5.139997,4.48012,5.217235,4.786852,4.720851,4.7069054,5.3982806,4.8799853,4.779448,4.3864923,3.5269866,4.1635118,4.870023,3.8527586,6.491176,5.0785823,4.627946,5.2594275,5.6407166,4.6323185,5.468912,5.7502494,4.835618,4.275908,6.103814
t41,9.552889,-1.7883155,6.041224,4.975667,4.0044913,5.1396627,6.0227304,5.0785913,5.612361,5.198341,4.4367537,5.21568,5.090329,5.140066,4.475718,5.2105217,4.787342,4.718119,4.7036557,5.4000897,4.886144,4.7840047,4.3844805,3.5271091,4.166914,4.873346,3.848639,6.4943547,5.074227,4.6279435,5.25721,5.6383486,4.63346,5.469031,5.7594957,4.8391404,4.26955,6.108938
t42,9.5580845,-1.779002,6.028693,5.0138183,4.0305824,5.133349,6.0315313,5.061436,5.63311,5.226661,4.4438133,5.239049,5.109361,5.1354337,4.4539967,5.197384,4.7923837,4.7055855,4.694525,5.400094,4.8893127,4.802696,4.361789,3.516615,4.160916,4.8686304,3.838952,6.5100102,5.091747,4.6172833,5.2422895,5.6331315,4.6260824,5.4678545,5.7776904,4.849844,4.25553,6.117453
t48,9.552866,-1.8032521,6.1447916,4.9401565,3.8835552,5.291263,5.9934273,5.1815205,5.5179296,5.071871,4.3927455,5.174723,4.9771967,5.173035,4.500451,5.22701,4.778769,4.7531104,4.73166,5.4006743,4.909147,4.7405148,4.432773,3.5503006,4.200429,4.8794436,3.857839,6.450766,4.9992404,4.672964,5.3171134,5.6425543,4.651434,5.512273,5.788278,4.8292694,4.2848067,6.106122
t66,9.548171,-1.8306891,6.21232,4.8348107,3.7861872,5.370346,5.9581656,5.250861,5.4424834,4.971676,4.354545,5.12811,4.895396,5.204163,4.546497,5.2526326,4.756183,4.782332,4.7508388,5.4014564,4.9122353,4.7010326,4.501739,3.5854673,4.22049,4.8865952,3.876903,6.410285,4.9270363,4.704761,5.369913,5.6542435,4.679863,5.527647,5.7757945,4.8063226,4.310834,6.0917287
t67,9.550571,-1.8194088,6.187664,4.8724246,3.8215895,5.3411927,5.971036,5.226184,5.46905,5.0081563,4.367934,5.144507,4.9239388,5.192493,4.530387,5.243345,4.764467,4.77196,4.743881,5.40142,4.911627,4.714962,4.4769664,3.5730438,4.2140937,4.885122,3.8703396,6.424585,4.952702,4.693347,5.350714,5.64984,4.669793,5.521336,5.779484,4.814408,4.301324,6.0970125
t72,9.544767,-1.8457386,6.245765,4.7964425,3.7453482,5.4091363,5.942761,5.283534,5.408989,4.9304423,4.338246,5.1103387,4.858471,5.219026,4.5623493,5.2624726,4.748066,4.7954226,4.7604127,5.4011188,4.9150887,4.6838894,4.5292387,3.5991325,4.2290063,4.886453,3.883336,6.3929877,4.8957896,4.720226,5.394389,5.659268,4.6914134,5.538755,5.7763367,4.799052,4.3221884,6.0862
t138,9.228681,-2.7377493,7.0467257,3.3149397,2.5425973,6.126374,5.3625207,6.055431,4.5531535,3.677362,3.886444,4.6889057,4.0464096,5.804526,5.0210824,5.592781,4.450221,5.2178903,5.1233096,5.3492513,4.8413796,4.2153745,5.5095644,4.08803,4.2503815,4.605561,4.007145,5.9332314,3.9829643,5.2279863,6.1625686,5.9269876,5.104418,5.906613,5.735698,4.626525,4.8889046,5.8313565
t144,9.198392,-2.7687232,7.062744,3.2779605,2.520742,6.1546373,5.3320713,6.0843086,4.5267577,3.642691,3.860715,4.6639705,4.0198984,5.8329587,5.049326,5.621376,4.4254317,5.246022,5.1506686,5.352787,4.834397,4.203874,5.538641,4.1142216,4.2263465,4.6305275,4.0135007,5.907167,3.974848,5.256102,6.173877,5.9466143,5.083164,5.9189253,5.736051,4.599746,4.919538,5.8237596
t145,9.098054,-2.9338398,7.082964,2.988876,2.3659499,6.24124,5.2320685,6.2116885,4.353162,3.4006865,3.7470374,4.483775,3.8756192,5.8795853,5.185892,5.7368317,4.286101,5.3992853,5.352616,5.3920283,4.7289553,4.2297096,5.718092,4.263973,4.107099,4.6942163,3.9219968,5.7771425,3.978039,5.395838,6.179731,5.943154,5.041669,6.030485,5.7261953,4.4721117,5.0502996,5.797502
t170,9.127411,-2.8707182,7.0899377,3.1292088,2.437084,6.2242527,5.253958,6.1654587,4.4398584,3.5112936,3.7928066,4.568646,3.9462821,5.8810306,5.1446347,5.696573,4.342234,5.335801,5.2600727,5.3850746,4.786326,4.197726,5.630507,4.196994,4.1502886,4.6768928,3.9930048,5.8348513,3.9575517,5.328102,6.194653,5.9642015,5.050565,5.9767146,5.711624,4.5306516,5.0090456,5.7864656
t191,9.138488,-2.8616612,7.082695,3.1542144,2.4438891,6.2021546,5.2696815,6.1500363,4.4474216,3.5233927,3.797253,4.5768094,3.9550834,5.8625174,5.130736,5.6847053,4.355536,5.3262243,5.247625,5.3988085,4.7808886,4.2099223,5.6292624,4.195068,4.1559696,4.6616993,3.9805408,5.845895,3.9605837,5.31964,6.189385,5.946016,5.067953,5.977311,5.6958513,4.541283,4.9957414,5.7774405
t279,9.034518,-2.9993715,7.1148586,2.9193177,2.3461509,6.3141646,5.16091,6.26564,4.3210397,3.3363316,3.7135596,4.426655,3.8450825,5.9530864,5.2593985,5.7956786,4.2296796,5.4547105,5.423293,5.404572,4.7451944,4.1696963,5.7549047,4.2987876,4.0808253,4.752781,3.9865904,5.736897,3.947914,5.42707,6.209434,6.007901,4.991166,6.0338907,5.704691,4.4316115,5.1162357,5.759572
t317,9.033974,-2.987646,7.132067,2.948914,2.3575644,6.315046,5.158808,6.2586794,4.3371286,3.3568704,3.714503,4.447762,3.8547568,5.957073,5.2507005,5.7910204,4.2453303,5.44378,5.407829,5.4074593,4.7506986,4.1617107,5.7417593,4.2913356,4.0846815,4.7477818,3.9830048,5.745682,3.92756,5.420312,6.2291145,5.999192,5.004998,6.027884,5.6968155,4.439774,5.1124363,5.7478156
t318,9.060972,-2.9828892,7.128667,2.9398522,2.3297808,6.2847843,5.1809525,6.2576017,4.314775,3.3558996,3.702768,4.4369755,3.8358645,5.9157066,5.2417965,5.7867227,4.235902,5.444809,5.4009795,5.423566,4.7153854,4.204013,5.757985,4.30636,4.068089,4.7119365,3.9407485,5.733142,3.9322264,5.435191,6.224425,5.9605193,5.038452,6.057451,5.6882925,4.4278975,5.0972567,5.7469745
t238,9.084901,-2.9803913,7.1363783,2.918208,2.2995086,6.2763467,5.1960535,6.2659764,4.2790203,3.3501978,3.6908839,4.4304576,3.7992587,5.894193,5.24105,5.7898293,4.21957,5.449744,5.399873,5.403537,4.689656,4.231089,5.7781863,4.319697,4.0579286,4.6915283,3.9122295,5.706795,3.9347599,5.46632,6.2262797,5.939005,5.057778,6.0757375,5.721746,4.4020805,5.084217,5.7776823
t239,9.068972,-2.9551015,7.090162,2.975722,2.3825595,6.2767787,5.201474,6.224801,4.358733,3.3851242,3.7508225,4.484206,3.8770142,5.920491,5.212718,5.754755,4.2820144,5.410736,5.3723335,5.3816257,4.758992,4.1877427,5.7183666,4.2599006,4.112405,4.7213697,3.9688323,5.7746706,3.974183,5.3962026,6.1837554,5.9794035,5.019367,6.0070906,5.729113,4.469889,5.0745764,5.79393
t200,9.118031,-2.9027681,7.0727186,3.121108,2.4182448,6.205041,5.25494,6.163171,4.4213257,3.474439,3.7777214,4.5355277,3.9391696,5.859455,5.1617036,5.7031803,4.332098,5.357047,5.2963166,5.4276276,4.747948,4.2278967,5.671651,4.231446,4.1259274,4.668867,3.9511685,5.8301773,3.9703228,5.336973,6.1798034,5.9326878,5.0675936,6.0031962,5.6698227,4.5242486,5.0226517,5.754081
t302,9.039159,-3.0147116,7.1657534,2.9370594,2.2910776,6.294297,5.150519,6.2919474,4.275984,3.3356984,3.6653206,4.413466,3.7960129,5.900816,5.2678657,5.8214774,4.204941,5.4791074,5.413677,5.456143,4.677295,4.2156835,5.796352,4.343915,4.0305305,4.686915,3.9005325,5.695302,3.8961208,5.474721,6.2607646,5.918372,5.0803394,6.0925446,5.6576056,4.3900657,5.127419,5.719895
t303,9.086182,-2.9761322,7.0956554,2.9397564,2.3289392,6.2570906,5.206817,6.2415023,4.323442,3.3556712,3.7145357,4.4356236,3.8519359,5.8867764,5.2333746,5.7674828,4.24344,5.432391,5.39997,5.434636,4.7020273,4.228581,5.749239,4.2987037,4.068175,4.686915,3.9200048,5.748799,3.9615898,5.4160414,6.1913953,5.936563,5.060324,6.066349,5.6776023,4.44557,5.0806546,5.741501
t167,9.153527,-2.8292384,7.054307,3.1814568,2.4860551,6.200621,5.288926,6.1221576,4.48684,3.5524392,3.8335018,4.6190186,3.9846144,5.87497,5.0917635,5.658751,4.4010806,5.2904468,5.2218943,5.3498907,4.8262854,4.195813,5.5965652,4.1512737,4.200637,4.682227,4.0092587,5.8804455,3.9933448,5.2953258,6.1580405,5.979336,5.035957,5.9302382,5.7517967,4.5693517,4.9707108,5.8321447
t209,9.105251,-2.9031262,7.0964484,3.0534542,2.4096057,6.2469134,5.2310905,6.1948643,4.396812,3.4552398,3.7686486,4.5342054,3.905796,5.899472,5.170029,5.724766,4.3181252,5.3704815,5.3027987,5.3935704,4.779819,4.1861396,5.6752467,4.2277656,4.133135,4.6877356,3.992277,5.802779,3.9531453,5.3691134,6.196548,5.9714355,5.0490236,5.9932046,5.7061906,4.496804,5.0356784,5.774674
t210,9.0890875,-2.9224265,7.1088448,3.0456507,2.3944197,6.2493825,5.2191753,6.204359,4.382513,3.440559,3.7514257,4.5146656,3.8941116,5.904567,5.182195,5.7384214,4.302832,5.3872766,5.320678,5.3993697,4.7593827,4.1941643,5.696815,4.2503605,4.1169086,4.701808,3.971313,5.7900786,3.9474654,5.381636,6.2084007,5.9698014,5.0357513,6.008462,5.7051063,4.4835653,5.051149,5.7716746
t115,9.182902,-2.79464,7.060185,3.2381778,2.5013556,6.1674867,5.3169956,6.0990396,4.5085664,3.6056747,3.8476784,4.643499,4.006072,5.841716,5.068457,5.6358743,4.411916,5.2649946,5.1772513,5.360695,4.8219852,4.206589,5.5630326,4.132218,4.2115245,4.6431,4.0034676,5.8951297,3.9792097,5.270997,6.169882,5.9487367,5.073038,5.931168,5.730991,4.587515,4.939364,5.8179283
t116,9.2415085,-2.7218654,7.040516,3.3404202,2.5595107,6.111138,5.375953,6.0396423,4.569773,3.701121,3.9000752,4.702816,4.06222,5.792404,5.008149,5.5801244,4.461419,5.203809,5.107713,5.3473673,4.8467836,4.218965,5.492482,4.074527,4.260031,4.5935907,4.0104156,5.945826,3.986727,5.2128134,6.1585236,5.9204664,5.113652,5.8974857,5.733594,4.6392517,4.8746066,5.8332434
t77,9.253439,-2.704394,7.046791,3.3718698,2.572136,6.111134,5.380496,6.031873,4.588831,3.7286806,3.9335399,4.7277713,4.0820746,5.79655,5.0003285,5.5569253,4.492966,5.195784,5.0965896,5.3147006,4.880426,4.1956267,5.474995,4.051573,4.2813444,4.5648756,4.043646,5.9752946,3.9708972,5.1818132,6.169654,5.9387164,5.1420894,5.865418,5.7530985,4.675761,4.8651943,5.856741
t78,9.259888,-2.694312,7.030065,3.3793302,2.585538,6.093647,5.3954644,6.018834,4.593118,3.7358732,3.9182124,4.723353,4.0829105,5.77727,4.9876385,5.5619783,4.4782543,5.1833262,5.086265,5.341642,4.857942,4.2233067,5.46468,4.0535984,4.275425,4.583884,4.0148926,5.963592,3.9947212,5.193105,6.1501503,5.914353,5.119982,5.8831406,5.738142,4.6553273,4.852798,5.8418326
t27,9.568927,-1.6846794,5.8982296,4.983889,4.153122,4.961981,6.0205255,5.0128994,5.6810155,5.33939,4.452491,5.2246113,5.1737146,5.1365085,4.4846263,5.2254686,4.753242,4.65464,4.647467,5.399655,4.8439198,4.8225036,4.3644414,3.5297534,4.150762,4.920499,3.8755,6.5036254,5.113061,4.565216,5.2323623,5.6365876,4.6256027,5.371607,5.7035666,4.8093033,4.251271,6.102246
t28,9.56357,-1.7273526,5.9356656,5.037575,4.129615,5.0065017,6.04959,5.0038676,5.6894054,5.321606,4.465794,5.2598047,5.179441,5.117745,4.442217,5.188952,4.797963,4.6799483,4.677134,5.399982,4.8753076,4.827941,4.3302956,3.5024633,4.1479964,4.8758464,3.8353946,6.5329247,5.135247,4.5908623,5.2084203,5.6287513,4.613524,5.430231,5.7559943,4.8533206,4.246464,6.1210227
t34,9.551482,-1.7728112,5.997719,5.1043296,4.0837374,5.086411,6.0426936,5.0444107,5.654904,5.279679,4.455136,5.2583904,5.139773,5.131762,4.4290495,5.191985,4.8130465,4.7124524,4.709931,5.396246,4.890091,4.8067527,4.3309875,3.500628,4.1578135,4.8504753,3.8280885,6.519896,5.1188064,4.621489,5.2337546,5.62972,4.6130714,5.481699,5.7898827,4.8670163,4.2584934,6.1209335
t49,9.572026,-1.7078418,6.03067,5.4559627,4.1402035,5.2176886,6.0845904,5.066412,5.688647,5.338114,4.4754286,5.33375,5.137008,5.118016,4.322775,5.1338143,4.853077,4.667252,4.686079,5.394043,4.936635,4.854989,4.218321,3.4368653,4.1630464,4.84097,3.7782037,6.559529,5.1747274,4.6112714,5.2031803,5.599682,4.563571,5.5255594,5.9258924,4.9248714,4.1941037,6.1714296
t59,9.560866,-1.6904956,6.0357246,5.56433,4.150813,5.2710485,6.0808315,5.072806,5.688044,5.3504515,4.484122,5.336121,5.1442223,5.1218796,4.2940803,5.1403785,4.8446083,4.6471305,4.666092,5.391764,4.9314876,4.862591,4.185072,3.4247692,4.1517696,4.840561,3.7861478,6.5541825,5.1778307,4.5957766,5.208633,5.6026664,4.5527673,5.533764,5.9796934,4.9201703,4.1810308,6.1677885
t60,9.571159,-1.6438144,6.0885696,5.621787,4.177637,5.3318286,6.0935245,5.1210847,5.7033854,5.3720884,4.50053,5.3716307,5.1000094,5.1274343,4.237998,5.107509,4.8710895,4.6177635,4.6578665,5.379878,4.9737654,4.8917384,4.1279917,3.3705614,4.16583,4.8571696,3.7551377,6.5663614,5.2207904,4.5972867,5.2151394,5.571105,4.5008473,5.573957,6.0406027,4.9551134,4.125862,6.212557
t51,9.581844,-1.6617788,6.0710163,5.598426,4.1735206,5.306973,6.106318,5.1003103,5.705731,5.371673,4.4906516,5.375013,5.1218843,5.1186414,4.2522054,5.101708,4.8805246,4.6411657,4.6774735,5.3863077,4.9694114,4.882292,4.145206,3.3860128,4.170931,4.838092,3.7475908,6.5794067,5.2123275,4.6084094,5.199278,5.5758843,4.520054,5.5756736,6.0232925,4.9589157,4.142243,6.2078032
t52,9.5733595,-1.6733478,6.0608706,5.565431,4.1626725,5.2922106,6.097087,5.095192,5.695058,5.360202,4.488788,5.360835,5.125358,5.123132,4.270621,5.1157656,4.867606,4.641916,4.6730075,5.3876147,4.9539256,4.8754005,4.1596723,3.4006016,4.1618237,4.840297,3.7610245,6.5693192,5.198675,4.60215,5.2039084,5.5861526,4.528752,5.560062,6.0046625,4.9450045,4.157438,6.1910887
t43,9.564324,-1.7376865,6.0040503,5.26957,4.129146,5.142209,6.076011,5.0365043,5.689869,5.3286633,4.4736433,5.3128533,5.1600614,5.115533,4.3620734,5.151021,4.8435044,4.6855636,4.69585,5.3959184,4.915473,4.840623,4.258679,3.4608974,4.1556034,4.8370647,3.7928984,6.554866,5.162638,4.6120872,5.2023706,5.6122856,4.584728,5.503333,5.863843,4.9068317,4.2209435,6.151042
t57,9.565189,-1.6799535,6.040988,5.56926,4.167215,5.2649713,6.094313,5.0753074,5.7014537,5.3703055,4.4923253,5.3515053,5.152566,5.119398,4.27631,5.1282125,4.86045,4.643915,4.6700344,5.3879967,4.9432673,4.871591,4.172211,3.4109476,4.15534,4.831882,3.773843,6.5675993,5.1974688,4.5980453,5.2028556,5.592441,4.5382767,5.5407605,5.9941688,4.932531,4.1664906,6.1814914
t58,9.5721655,-1.6833299,6.040573,5.553985,4.164723,5.2578974,6.0965314,5.0730257,5.702452,5.366076,4.487251,5.353339,5.1482024,5.11637,4.2818637,5.122905,4.8642616,4.6517115,4.6775737,5.389994,4.9465866,4.8693194,4.177123,3.4121754,4.161391,4.833121,3.768188,6.570855,5.1956434,4.604354,5.19903,5.5910077,4.5430617,5.546136,5.9830937,4.936936,4.168387,6.1849566
t68,9.590893,-1.6000195,6.0742173,5.977907,4.255259,5.4093585,6.1465406,5.0741463,5.776259,5.474902,4.519855,5.422306,5.2070274,5.090503,4.141772,5.0771422,4.9150743,4.6231093,4.6708407,5.38107,4.9933014,4.912357,4.0495715,3.323126,4.176331,4.798794,3.7263794,6.6280026,5.274098,4.5969663,5.17092,5.5544505,4.4893713,5.6445923,6.189532,4.980986,4.0711317,6.2466416
t75,9.599446,-1.4948319,6.0912566,6.565916,4.38575,5.6233525,6.227142,5.0305266,5.9024105,5.6505737,4.5774083,5.5309753,5.305775,5.0413456,3.959832,5.047051,4.9753942,4.571185,4.612223,5.380519,5.05076,4.980596,3.8749433,3.2013094,4.161854,4.78646,3.698782,6.718842,5.414509,4.574329,5.104072,5.518571,4.4192986,5.779863,6.4719496,5.0225825,3.9325953,6.3208456
t76,9.601887,-1.5052482,6.109123,6.468105,4.362439,5.5909343,6.1995306,5.0629444,5.873717,5.6062193,4.5684433,5.497306,5.2860107,5.0570545,3.9901545,5.0374246,4.968537,4.5850067,4.6506,5.369003,5.0414686,4.9640903,3.9070501,3.218221,4.1826196,4.768332,3.6901634,6.695965,5.373671,4.5782824,5.1368914,5.514365,4.424468,5.7622986,6.4264607,5.0203586,3.9559314,6.312367
t81,9.612066,-1.5225787,6.1177473,6.4510756,4.3312345,5.575747,6.1800065,5.0769525,5.85097,5.5695815,4.541728,5.4760904,5.249157,5.05508,4.018618,5.038519,4.975374,4.600988,4.676984,5.385663,5.044218,4.947003,3.9350667,3.2448115,4.1881533,4.779221,3.7048662,6.6847696,5.3361125,4.5740457,5.1448402,5.5320673,4.45075,5.7493577,6.407782,5.006118,3.9825222,6.284079
t106,9.601872,-1.4512991,6.134869,6.696147,4.418705,5.7011147,6.226612,5.0584116,5.928068,5.673344,4.6014953,5.538579,5.3299603,5.041248,3.9147482,5.0197315,4.995447,4.559697,4.629104,5.3582363,5.066976,4.9940705,3.8344212,3.1600945,4.1821427,4.7517753,3.6722822,6.732569,5.430274,4.5648518,5.121092,5.489608,4.382078,5.8327694,6.550185,5.0413685,3.8900273,6.349236
t127,9.609304,-1.3795046,6.1958485,6.9046254,4.471367,5.8418684,6.2309227,5.0882897,5.958659,5.7110567,4.63048,5.5435157,5.3640437,5.0442467,3.838289,4.9840837,5.003862,4.5445466,4.647005,5.330938,5.0799866,5.0108933,3.7884398,3.0932572,4.210906,4.7162447,3.6375413,6.73893,5.459885,4.5637317,5.138296,5.4548316,4.3301005,5.9284735,6.6824627,5.0631795,3.8118882,6.3962517
t132,9.602087,-1.4139285,6.1609964,6.806729,4.452684,5.7704806,6.236247,5.066148,5.9552355,5.705447,4.6227026,5.5529776,5.354488,5.0372577,3.8699856,5.0051284,5.005959,4.5448875,4.6251035,5.3468986,5.07897,5.0097423,3.7991037,3.1230226,4.188771,4.7375216,3.6578007,6.745832,5.45873,4.558422,5.121251,5.471385,4.3513627,5.8825097,6.6181755,5.053537,3.8464622,6.3746943
t133,9.60695,-1.4101483,6.1752934,6.81886,4.443926,5.783993,6.220721,5.0837045,5.939216,5.687644,4.6165533,5.53399,5.3465533,5.049782,3.8762999,4.9942408,4.9959793,4.555479,4.6489944,5.336458,5.0695324,4.998855,3.8115628,3.122986,4.2054167,4.722334,3.6456869,6.72958,5.439052,4.567837,5.139973,5.4661,4.3527427,5.8858466,6.6293335,5.0559273,3.8496215,6.376517
t177,9.667609,-1.1738193,6.4368277,7.6928225,4.563149,6.371665,6.2638917,5.25991,5.9635944,5.8143106,4.663741,5.4229774,5.3983026,5.0336995,3.6071045,4.937588,4.973385,4.5386057,4.731845,5.269934,5.1231894,5.0177307,3.7315512,2.8817127,4.337743,4.6891904,3.594462,6.671272,5.5239315,4.6165285,5.2325873,5.3986616,4.196615,6.291514,7.1450253,5.0781703,3.5014138,6.5382667
t243,9.681706,-1.1515024,6.472126,7.7960086,4.554621,6.43042,6.2684875,5.303845,5.935504,5.822096,4.657607,5.3765025,5.3875103,5.039377,3.5892622,4.9479823,4.9411364,4.5497456,4.7395377,5.253454,5.1174808,5.0035176,3.7489326,2.8468797,4.365647,4.6971626,3.5951555,6.6316547,5.5263085,4.647279,5.2593293,5.397345,4.1802773,6.3389053,7.194754,5.0713162,3.453621,6.5634675
t244,9.754134,-1.0663635,6.5559735,7.941658,4.5583344,6.5412817,6.2614746,5.37612,5.906693,5.787705,4.625887,5.3165293,5.3404837,5.026493,3.571469,4.936603,4.899882,4.5614657,4.7957854,5.259373,5.1213803,4.985511,3.7466471,2.7969027,4.4314003,4.727113,3.5919182,6.5660706,5.4987407,4.687307,5.2623816,5.4151726,4.1486077,6.440563,7.308795,5.058301,3.3614504,6.5999503
t112,9.598201,-1.4513935,6.1248326,6.763633,4.42094,5.7381487,6.24347,5.029956,5.95245,5.6964226,4.6032395,5.574844,5.33343,5.023481,3.9062498,5.031678,5.0160093,4.5511127,4.58811,5.3741665,5.081905,5.0050983,3.810967,3.157464,4.1566157,4.768111,3.687323,6.76206,5.4530663,4.5511494,5.0900946,5.4982004,4.386815,5.8444533,6.5892262,5.039023,3.8851032,6.3396773
t150,9.62332,-1.3047239,6.268255,7.208925,4.5258617,6.0367303,6.2433076,5.1218996,5.9941044,5.7506733,4.6527185,5.540445,5.3897624,5.0327845,3.7498438,4.951356,5.0253453,4.528631,4.6813965,5.319286,5.106261,5.030206,3.7358541,3.0300767,4.2416973,4.697293,3.6168218,6.7472396,5.486894,4.5554824,5.153937,5.4306836,4.283032,6.0454164,6.8440714,5.0773697,3.7169173,6.4375067
t162,9.63087,-1.2654046,6.309002,7.372064,4.5503297,6.152967,6.250712,5.1448526,6.0061946,5.7741933,4.662121,5.529413,5.401493,5.0282683,3.7027152,4.9376497,5.029199,4.5244913,4.69587,5.308676,5.117354,5.0363607,3.7172363,2.9927104,4.260727,4.689477,3.6080875,6.745146,5.5013704,4.5582047,5.1697135,5.4183707,4.2587996,6.11491,6.942091,5.08166,3.660772,6.4624805
