"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101"
"t42",-0.0547188823224761,0.0182087093096187,-0.141464874785398,0.0321477662037525,-0.113865789280116,-0.0231917490328161,-0.0120409862338642,4.40941578419814e-05,0.238689701359686,-0.00214994810901915,-0.345754025308465,-0.00237932666915252,-0.00178499737830137,-0.000417041828323781,0.0302031051501751,0.000112985912384347,0.00481203229017151,0.000920856827571543,0.000220758977271267,-0.0173871930339916,-0.000101116710108029,-6.72780190591566e-05,-0.00107806404171249,0.00153280777751799,-0.00100841309215299,0.00251839040285727,3.50949431418865e-05,-0.00143688983842931,0.00137508648956004,0.00967708289030056,0.000498275807051951,0.081399331068265,-9.39458026608551e-06,-0.0977022488850776,0.000744957123450707,-0.00180405098840313,-0.000200362682011101,8.05846911107888e-06,1.69867020867819e-06,1.75351602169499e-05,-1.89007224086777e-05,-1.23254561790802e-05,0.000868456744027708,-3.75780255891559e-05,-6.29393398123689e-15,-0.612564191055164,-5.19035676227875e-05,-0.00655312323834184,3.14823653042842e-16,-7.32869258641152e-16,-0.000955051144524098,-0.000222993755150175,-0.000541097339106196,-5.45024607765537e-06,-7.91033905045424e-16,-0.000348736205424015,4.47516950636099e-16,-0.000128734877459928,0.000255984580838432,-1.40051822463846e-05,5.55290176722978e-05,-7.40516880217818e-17,4.93114312071569e-05,3.69438198656182e-16,6.52179444021825e-16,4.1444863746641e-06,3.0324678018156e-05,0.000160039863266645,-1.89362300795067e-05,-1.15978939454158e-05,-2.79132323846129e-16,-5.79529430665776e-16,4.21105423725674e-16,2.19051929364296e-16,-2.25834417399027e-15,3.36544547302492e-05,-3.42132207225274e-15,0.00122789586780707,-2.91142194181437e-15,-3.61094822743724e-15,-9.46615836403472e-15,1.08611819280256e-14,0.616767664882291,0.0483762756324064,1.51065044993288e-14,-8.99043573904524e-15,2.12362481662743e-16,1.23771791964802e-14,5.21800833291893e-17,-8.49130272279134e-15,3.98549425222879e-15,1.95476926722482e-15,-1.30691798578176e-16,8.17778523838936e-15,1.16009168259225e-15,-1.1780201380064e-15,-1.12296209339534e-15,2.90010047756614e-15,1.93833110882915e-15,2.46299089883062e-15,-0.0995037190209918
"t43",-0.0544112257395678,0.0180117193333397,-0.139010798597017,0.0314072033421129,-0.110783645887979,-0.0225093957202758,-0.0116611757085692,4.26848628166457e-05,0.22973963260421,-0.00205293269735986,-0.328758000581663,-0.00225659366651203,-0.0016906634038351,-0.000392192705124483,0.027966473234628,0.000103975126714833,0.00439807553721511,0.000839477583205022,0.000198295318312117,-0.0154587932126927,-8.95630417701013e-05,-5.94646458821334e-05,-0.000951826397814277,0.00135098905783318,-0.000870335320520391,0.00216078592329809,2.97832523649829e-05,-0.00121130230328553,0.00115383487114468,0.00807332104051287,0.000415000177604184,0.0670817707232657,-7.64868368707251e-06,-0.0791863500411135,0.000597192802066187,-0.00143051278463151,-0.000158611316857371,5.8524603410532e-06,1.23154744753717e-06,1.25359567627516e-05,-1.34466814625129e-05,-8.69376380440178e-06,0.000611978804145126,-2.63940759297647e-05,-4.12820671000428e-15,-0.413171610748143,-3.47291704600744e-05,-0.00437242997897971,6.64994046742781e-16,3.31765541840092e-16,-0.000614277524879929,-0.000135738429555959,-0.000305927602503151,-2.98104852195988e-06,4.92661467177413e-16,-0.000180626157407942,4.50971497123458e-16,-5.51739366754744e-05,0.000104827180741655,-5.49128502471415e-06,1.72931045502547e-05,1.71637073711705e-16,1.02852954555717e-05,1.09052193826004e-16,-1.67455849576967e-16,6.45792723119584e-07,4.22431029107907e-06,1.6393281667887e-05,-1.16799429139313e-06,1.03896023659194e-06,2.26956604553452e-16,1.04273700464905e-15,-1.3578688444824e-15,-9.19812740764422e-16,3.70484673946526e-15,-1.75613373010511e-05,3.65015842178545e-15,-0.000893674991393398,5.76651796054195e-15,4.88788354661065e-15,1.27291359145145e-14,-1.50169110487729e-14,-0.778691847183537,-0.0610777233427254,-2.06686730067419e-14,1.15481987863684e-14,-6.99670650497509e-16,-1.56827338164287e-14,-6.30402057039368e-16,1.15440941887383e-14,-4.75704083854651e-15,-3.85332112551016e-15,-4.26430456983401e-16,-1.11893501342864e-14,-1.68169626222818e-15,-5.00663749578066e-16,2.18429014075034e-15,2.51683081213709e-15,1.2025803820797e-15,5.90654101035729e-16,-0.0995037190210067
"t3",-0.0522276208036605,0.0165766523333544,-0.120520186833362,0.0256558540494126,-0.0863149383371398,-0.0170211113302685,-0.0085697236530371,3.11868535799284e-05,0.154361174318781,-0.00119790624170016,-0.175205192227889,-0.00113075170070418,-0.000818363802820551,-0.000152145995816062,0.00407903516830371,3.58803342974081e-06,-0.000442757167070238,-0.000130145569778209,-0.000101424190836594,0.0125432725268313,8.37786686722282e-05,5.9973868432428e-05,0.000996722233988373,-0.00149945207640485,0.00178961619489359,-0.00518594436285153,-9.43679566964121e-05,0.00453147975778861,-0.00484433228485426,-0.039157593516965,-0.00209988744978135,-0.445808824697645,7.09743838846384e-05,0.83939116911833,-0.00901064119891755,0.0327635037938307,0.00390625289366413,0.000704713849081806,0.000178661313525693,-0.00111384605334749,0.000635525485886747,0.000190329415511504,-0.0124540500983251,0.000423607186451379,7.51026043703292e-16,0.0521844507609081,-2.51384321041432e-05,-0.00423996844822267,-9.09468355350546e-17,-9.08785998560863e-16,-0.00173239742380663,-0.000514420701479096,-0.00131084977277945,-1.31810134793896e-05,-9.71445146547012e-17,-0.000832487565727325,-4.69562827703973e-17,-0.000287177122543311,0.000561905404041354,-3.0289424973226e-05,0.000112078090268411,-2.12430036346268e-16,9.11736610207831e-05,1.75249372125756e-17,2.36293137007461e-16,7.3255554182438e-06,5.28471294328614e-05,0.000270191725851057,-3.08578753162157e-05,-1.64949786003905e-05,2.04768763343832e-16,-1.75040413176109e-16,9.34280057048703e-17,8.92968385747675e-17,1.30825186816087e-16,2.97213413464979e-05,6.79731814046684e-17,0.000786784094814978,9.21358902253636e-16,4.16898666062226e-16,-6.28460831538383e-16,-1.38744589018536e-16,0.0195458332142045,0.00153207471855609,5.68939792648445e-16,-5.3926092982023e-16,-1.63692438707341e-16,3.04966802294535e-17,1.55950679664753e-16,1.32443321211975e-16,2.6265736971996e-16,-1.23784460699022e-16,-9.79760379831638e-17,3.6831408470352e-16,-2.50162818545839e-16,-5.52091483092073e-16,5.58415365119084e-16,2.87163725903108e-15,1.56619858528276e-15,1.39242635915134e-15,-0.099503719020998
"t86",-0.0560009560777881,0.0192128620339103,-0.158731072425486,0.039867108064278,-0.162267684979102,-0.038349758712618,-0.0254639950904197,0.000100443978988871,-0.247379306968745,-0.000988898083494334,0.00360981928518497,-0.00120232396325719,-0.000976162141401209,-0.000268831809244819,0.0215933623482125,8.21452749572843e-05,0.00353948137369685,0.000679379686775144,0.000164344626972047,-0.0131561946256298,-8.1326570279337e-05,-0.520918510199765,-0.000609780813158331,0.00101001712245212,-0.040132914474208,0.00150712104928101,1.97981573621267e-05,-0.000749038937044534,0.000664273247018283,0.00409912895366056,0.000200901106026713,0.0180242256529841,-5.61545107443429e-06,-0.00572136790001101,-0.000395070049996989,0.00268370158555162,0.000341538641230889,0.000405932188149732,5.38009159773645e-05,-0.00124993388618477,0.00103224889568498,0.00189414559450615,-0.309531152146589,-0.00250238009453316,-5.73643109042195e-16,-0.000917356791956434,1.15375388758315e-05,0.0177983003254739,2.55988510535926e-16,-1.41148236493145e-16,4.5230102768292e-05,-2.52969970098533e-05,-0.000131537392769807,-1.5201098321543e-06,1.76941794549634e-16,-0.000111761810989022,3.05655397166869e-16,-4.95276511864671e-05,0.000100173376586389,-5.5460186696984e-06,2.25272445687929e-05,-7.68847435909369e-17,1.97701484933853e-05,1.62272082335293e-16,3.37091543640633e-16,1.63388474060276e-06,1.18789009771998e-05,6.17026033304432e-05,-7.15635165781708e-06,-3.99452446370847e-06,-4.47817339847765e-16,2.02952056402589e-16,4.39952990632119e-17,2.27661675229354e-16,-9.73743633165165e-16,7.63088181501967e-06,3.00865746155385e-16,0.000112683740089931,1.33311596942843e-15,9.6374271019918e-16,-2.32901957296487e-15,1.92297221899257e-15,0.000554534217093273,4.32139294003903e-05,-3.14381075312705e-15,3.99886729995948e-15,2.79623552350317e-16,4.44496589383621e-16,8.41037170716272e-16,2.53748697187804e-15,-6.68257155781528e-15,-8.8012416354912e-15,0.707106781186548,1.32569475886204e-12,-4.29937061178019e-15,-1.55458343898561e-15,3.68191267825074e-16,1.47688518177256e-14,-6.54955994180287e-16,1.16795498919951e-15,-0.0995037190209988
"t87",-0.0560009560777881,0.0192128620339103,-0.158731072425486,0.039867108064278,-0.162267684979102,-0.0383497587126179,-0.0254639950904197,0.000100443978988876,-0.247379306968745,-0.000988898083494194,0.00360981928518499,-0.00120232396325717,-0.000976162141401212,-0.000268831809244949,0.0215933623482124,8.21452749572305e-05,0.00353948137369725,0.000679379686774849,0.000164344626971918,-0.0131561946256299,-8.13265702793128e-05,-0.520918510199765,-0.000609780813158158,0.00101001712245206,-0.0401329144742083,0.00150712104928118,1.97981573624146e-05,-0.00074903893704436,0.000664273247018393,0.0040991289536601,0.000200901106026689,0.0180242256529838,-5.61545107413033e-06,-0.00572136790001102,-0.000395070049997026,0.00268370158555225,0.000341538641230557,0.000405932188149512,5.38009159772233e-05,-0.00124993388618565,0.00103224889568461,0.00189414559450559,-0.30953115214659,-0.00250238009453318,-9.13899827210245e-17,-0.000917356791956366,1.1537538875556e-05,0.0177983003254732,-1.92063963546963e-16,-3.35437265802546e-16,4.52301027687126e-05,-2.52969970094786e-05,-0.00013153739276969,-1.52010983238329e-06,-5.34294830600857e-16,-0.000111761810989049,1.8894331906116e-16,-4.95276511873995e-05,0.000100173376588549,-5.54601867012079e-06,2.25272445670242e-05,-3.08144757383081e-17,1.9770148494739e-05,-1.05305676203405e-16,-1.30981002001798e-16,1.63388473927054e-06,1.18789009776049e-05,6.17026033304351e-05,-7.15635165763983e-06,-3.99452446184175e-06,8.08462429971439e-16,2.4166241161566e-17,5.70092135943404e-17,-2.81235522232181e-16,1.57415534208588e-15,7.63088181438209e-06,-2.50933797671858e-16,0.000112683740087062,1.54822168044955e-15,-9.37514219471453e-16,2.14838557897785e-15,-3.71140963098009e-15,0.00055453421709354,4.32139294028297e-05,3.27349737262886e-15,-4.73373067641451e-15,-5.04644008544867e-16,-8.60174784565679e-16,-9.52887086248022e-16,-1.52578160050082e-15,6.90538270262476e-15,8.03514160752887e-15,-0.707106781186547,-1.32494883464306e-12,3.86951394085565e-15,4.2793875700535e-16,2.19122030335026e-16,-8.60134285063288e-15,3.86085609760796e-15,1.81182552451273e-15,-0.0995037190209958
"t17",-0.0551919676163701,0.0186710170668092,-0.15141853940506,0.0373878122804626,-0.150269268017557,-0.0352459565960552,-0.0232405364827037,9.15461374348457e-05,-0.221236969688454,-0.000860149291641233,0.00309134283571819,-0.00101971294021291,-0.000823651727609256,-0.000220437923454891,0.0165232190749394,6.09603676958357e-05,0.00253282199774005,0.0004792078927509,0.000105769796323896,-0.00786227995103651,-4.71645873201886e-05,-0.296845183857211,-0.000344293408384792,0.000561825232341065,-0.0179353543957615,0.00062312021620971,6.88209941019106e-06,-0.000228485504217636,0.00018216624834896,0.000961141052465957,4.47178055658349e-05,0.00259854813612803,-2.58025088798599e-07,-3.94472563119292e-05,3.71749214306304e-05,-0.000548739567848212,-7.59326232418517e-05,-0.000705800375513913,-9.62258164856434e-05,0.00281260860283536,-0.00251479309880948,-0.00531565751837343,0.882597645764767,0.00753394011265971,1.21664858466541e-15,0.00585005625717892,-8.81044445608441e-05,-0.145433132168945,-3.9009227568131e-16,-2.48199797781026e-16,-0.00151403818425972,-0.000394026303312018,-0.000908447666312807,-8.88854413275218e-06,-1.6306400674182e-16,-0.000543592321790215,-4.7130224445762e-16,-0.00017749305134699,0.000344862154468031,-1.84868082484695e-05,6.71586202774984e-05,2.00710296468336e-16,5.38955543691749e-05,-6.64432926120039e-17,-2.51095898590072e-16,4.3099625779544e-06,3.10527201768086e-05,0.000158354167697894,-1.80400601766978e-05,-9.57338982421462e-06,-8.61968561484372e-17,3.33084750599665e-16,-7.26554235731853e-17,-4.54849338558949e-17,-2.6522647653436e-16,1.69476612544565e-05,-1.76219573592533e-16,0.00024525061119656,5.54236036105548e-16,-1.61245316877949e-16,2.03806120485974e-16,3.25813853458709e-16,0.00116790133955959,9.10125335748345e-05,-3.37258598569352e-16,5.64530876478524e-17,-7.47218885737401e-17,7.05494911841503e-16,-1.93508426897043e-16,3.59943196202708e-16,-7.99184405347974e-17,-3.95300567872676e-16,-7.75059279395147e-16,-1.71053480469093e-16,-3.50162194643703e-16,-6.9311132083711e-16,3.82906632998496e-16,2.83075028903355e-15,1.69962568869822e-15,1.77313698884451e-15,-0.0995037190209945
"t76",-0.0557458244483985,0.0190406846691963,-0.15638327938252,0.0390631801209503,-0.158347519637624,-0.0373309316796571,-0.0247309485708084,9.75078914965555e-05,-0.238646336358164,-0.000945058897897083,0.00343126809555296,-0.00113897774499352,-0.000923048506104397,-0.000251586771263528,0.0196671300546112,7.38254178577899e-05,0.00312624923915415,0.000595611115761086,0.000135647455059239,-0.00985833911978585,-5.29537308821558e-05,0.229670028576608,-0.000652946495829741,0.000842760176908852,0.565196537099514,0.00254352548614909,2.28513530121963e-05,-0.000799840499834321,0.000683529277143059,0.00406846696871347,0.000197586561301494,0.0168779427613645,-5.01725835827231e-06,-0.00502869762558695,-0.000333857608310236,0.00217867424686096,0.000275513280377017,0.000174142666318849,2.24371555906295e-05,-0.000382710063859262,0.000269791665139751,0.000325290390736088,-0.0497659401564692,-0.000305101213758265,-4.32304995885647e-16,0.000734283161444025,-1.57872937587903e-05,-0.0330554758001801,-3.01619748610129e-16,2.70719510012209e-16,-0.000286410636643907,-0.000108070568853555,-0.000310716567252746,-3.23296702275239e-06,-2.1163626406917e-16,-0.00021316684861627,-2.47515272134316e-16,-8.02183777046033e-05,0.000159051582544089,-8.66843795371358e-06,3.34070807329298e-05,-1.64054492433367e-16,2.81657000634881e-05,1.6767196047088e-15,-1.03762586243738e-16,2.29464578985545e-06,1.66180231794583e-05,8.56421555864172e-05,-9.85779922947798e-06,-5.3878388986542e-06,5.57460159545603e-16,8.44266719585197e-17,-5.41156616193218e-16,1.29085292573479e-18,4.41119174023837e-15,9.98129534221655e-06,9.56993812192041e-16,0.00014622265729485,-5.47331723457783e-15,-4.17322583354074e-15,-2.27896665109899e-15,1.48140997465333e-15,0.000710457815552623,5.53647784087133e-05,-1.67286083897643e-14,-6.6774237992873e-15,-1.79465325001391e-14,-0.707106781186549,3.19790452215043e-15,-8.78625446612429e-16,1.02260851191965e-15,-2.27792858428867e-15,3.58398944603966e-16,-1.78646566277384e-15,-1.64537746300778e-15,-9.77886670434002e-16,4.51335959639295e-16,1.0112017736108e-15,5.25068840841728e-16,1.39975662029271e-15,-0.099503719020999
"t77",-0.0557458244483985,0.0190406846691963,-0.15638327938252,0.0390631801209503,-0.158347519637624,-0.0373309316796571,-0.0247309485708084,9.75078914965876e-05,-0.238646336358164,-0.000945058897897167,0.00343126809555294,-0.00113897774499356,-0.000923048506104472,-0.000251586771263454,0.0196671300546112,7.3825417857813e-05,0.00312624923915428,0.000595611115761259,0.000135647455058177,-0.00985833911978585,-5.29537308821555e-05,0.229670028576609,-0.000652946495829816,0.000842760176908882,0.565196537099515,0.00254352548614885,2.28513530120367e-05,-0.000799840499834085,0.000683529277142718,0.00406846696871337,0.000197586561301528,0.0168779427613643,-5.01725835845262e-06,-0.00502869762558705,-0.000333857608310335,0.00217867424686089,0.000275513280377004,0.000174142666318701,2.24371555904914e-05,-0.000382710063859385,0.000269791665139515,0.000325290390736379,-0.0497659401564706,-0.000305101213758089,-9.03246774719034e-18,0.000734283161444423,-1.57872937587871e-05,-0.0330554758001802,-5.67942907417253e-18,-4.64803243801956e-16,-0.000286410636644386,-0.000108070568853588,-0.000310716567251667,-3.23296702166298e-06,1.28369537222284e-16,-0.000213166848616119,3.62834901663423e-16,-8.02183777036202e-05,0.000159051582543581,-8.66843795334155e-06,3.34070807307183e-05,9.77738416553736e-17,2.81657000639628e-05,-1.66620557878912e-15,-2.42809020700168e-17,2.29464578938722e-06,1.66180231791274e-05,8.56421555860863e-05,-9.85779922875867e-06,-5.38783890284755e-06,-2.41054887704307e-16,2.81560605542222e-16,4.98262600453295e-16,-1.96679196360319e-18,-4.10275228342143e-15,9.98129534263749e-06,-9.79602531099202e-16,0.000146222657292855,7.3740448285064e-15,4.43794150120818e-15,2.04114271749923e-15,-2.54314848961287e-15,0.000710457815525762,5.53647783904212e-05,1.66191994242412e-14,6.32606337620828e-15,1.77965133939266e-14,0.707106781186547,-3.17400406441798e-15,1.7946626251972e-15,-8.16370834755453e-16,1.41805101230057e-15,-9.54786716381028e-16,2.20166360859232e-15,1.13581323975455e-15,-2.74075988945193e-16,5.29561784323758e-17,4.27248190844694e-15,2.54312098138213e-15,1.66688260296577e-15,-0.0995037190210017
"t45",-0.0559888442495793,0.0192050618355685,-0.158631703606239,0.0398353743252227,-0.162121489596239,-0.0383131274548935,-0.0254385552887554,0.000100342822467115,-0.247108954670815,-0.000987776054926061,0.00360580616959632,-0.00120102553418349,-0.000975129919596388,-0.000268600838494749,0.0215968631100786,8.22160065858892e-05,0.00354603597203861,0.000680923701930788,0.000164929906245692,-0.0129123545168437,-7.23003428656032e-05,0.322811981727513,-0.000933493501778703,0.0012423734219796,-0.38381849317347,0.000777321925010445,1.58891876982827e-05,-0.000630017368378918,0.000568428243733138,0.00355380733331354,0.000174639724732017,0.0158190127255305,-4.93632516082847e-06,-0.00502414528634965,-0.000345053690607529,0.00232296714318484,0.000295132276947825,0.000253745534190307,3.30070079903306e-05,-0.000615517277428523,0.000450032862486993,0.00058420461046823,-0.0901958012619412,-0.000571237047440355,8.40511734556356e-16,0.00324362692073206,-0.000116597602258014,-0.331287276580469,-1.41322811678724e-15,7.74996021398674e-16,0.000416891311546432,1.21799285063768e-06,-0.000109566883132016,-1.37473696709082e-06,5.65519853168439e-16,-0.000107094947814091,-3.97127866465959e-16,-4.98211028601195e-05,0.000101109719065292,-5.61102443594549e-06,2.29248518331816e-05,-1.86209325425844e-16,2.0170058740537e-05,-7.85867040589009e-16,-5.83346983880524e-16,1.66781934452431e-06,1.21269750006396e-05,6.30028341537235e-05,-7.30808205429947e-06,-4.07961121435211e-06,0.707106781186548,6.22745917442522e-15,-1.26103277725177e-15,1.88940233352543e-15,4.31329616529408e-15,7.78957174139925e-06,-1.0456705136778e-17,0.000114999055851709,9.93007583474147e-16,2.61404198897181e-15,5.23900422970568e-16,-1.8467137378435e-15,0.000565654622518833,4.40805235069799e-05,-1.56697672584825e-15,6.84894449945294e-16,-7.14654549897601e-16,5.66559155771211e-16,-2.72917964983489e-16,3.60596587324084e-16,2.65318051514903e-16,-2.56113769145782e-16,4.45654399875978e-16,6.07772976959836e-16,-2.31870853058918e-16,-6.01935971601408e-16,5.17189256537258e-16,4.18754108700914e-15,2.01001989334641e-15,1.81640858927927e-15,-0.099503719020999
"t46",-0.0559888442495793,0.0192050618355685,-0.158631703606239,0.0398353743252228,-0.162121489596239,-0.0383131274548935,-0.0254385552887554,0.000100342822467122,-0.247108954670815,-0.00098777605492612,0.00360580616959627,-0.00120102553418351,-0.000975129919596422,-0.000268600838494786,0.0215968631100784,8.22160065857307e-05,0.00354603597203857,0.000680923701931009,0.000164929906245553,-0.0129123545168438,-7.23003428658829e-05,0.322811981727514,-0.000933493501778698,0.00124237342197947,-0.38381849317347,0.000777321925010708,1.58891876985325e-05,-0.00063001736837878,0.000568428243733037,0.0035538073333135,0.000174639724731966,0.0158190127255305,-4.93632516082232e-06,-0.00502414528634931,-0.000345053690607297,0.002322967143185,0.000295132276947633,0.000253745534190249,3.30070079893183e-05,-0.000615517277428194,0.000450032862486885,0.000584204610468116,-0.0901958012619416,-0.000571237047440208,6.35814364391361e-16,0.00324362692073263,-0.000116597602257811,-0.33128727658047,-2.84228614920348e-16,-9.1809409115469e-16,0.000416891311545983,1.21799285066565e-06,-0.000109566883131778,-1.37473696876049e-06,-1.38777878078145e-17,-0.000107094947813532,2.6754997802019e-16,-4.98211028597448e-05,0.000101109719065434,-5.61102443525735e-06,2.29248518386991e-05,8.52612219796872e-17,2.01700587393883e-05,5.92115070803344e-16,6.17725332358363e-16,1.66781934389295e-06,1.21269750004466e-05,6.30028341523113e-05,-7.30808205101933e-06,-4.07961122738598e-06,-0.707106781186548,-6.04985070228442e-15,1.26473710575425e-15,-1.90829195720775e-15,-4.64790749257707e-15,7.78957174143551e-06,-1.70308216584324e-18,0.000114999055855991,5.41979479720177e-16,-3.38116234400398e-15,-7.7424822470914e-16,1.15088842864443e-15,0.000565654622518313,4.40805235075764e-05,1.27142995414025e-15,-1.11574851856617e-15,5.35949697674069e-16,-6.65094511397884e-16,6.66117844994728e-18,5.41183816618054e-16,-6.15606792636737e-17,-7.07425213688303e-16,-4.98035175879316e-16,-5.48913907438944e-17,-2.60279950105323e-16,-7.64391861709048e-16,2.29420570376194e-16,1.16218334490483e-15,1.14641618416681e-15,1.31505583309915e-15,-0.0995037190210003
"t18",-0.0554627929258008,0.0188531308230778,-0.153889188754892,0.0382295306738883,-0.154357323277493,-0.0363057536731025,-0.0240012475884386,9.459155878594e-05,-0.230233107918586,-0.000904809869596332,0.00327200395631551,-0.00108352205255613,-0.000877022674684897,-0.000237515319390699,0.0183491545796709,6.8658144815369e-05,0.00290234156121375,0.00055296339704226,0.000127597066472619,-0.00962295857265824,-5.30964679252282e-05,0.235069945094057,-0.000676771190087957,0.000894340003495529,-0.250795413795846,0.000492274762761559,9.43732255967674e-06,-0.000358281827966479,0.000312919081101973,0.00187333907460543,9.0843088656958e-05,0.0075066138748506,-2.0635235579896e-06,-0.00198838099442074,-0.000116877274283173,0.000644011110859683,7.8910531710628e-05,-0.000125432574707311,-1.7066175253811e-05,0.000444002279026222,-0.000360315658618443,-0.000557061578191779,0.0876446254184958,0.000591392601212961,-1.3863834194281e-15,-0.00700236538376018,0.000290777292584194,0.869703014937802,2.34910337867439e-15,-5.35645888605713e-16,-0.00230926279269636,-0.000405633074021074,-0.000831919889183027,-7.96825212628915e-06,-7.45931094670027e-16,-0.000477473503134178,7.77783545345932e-17,-0.000152311490850558,0.000295388558003797,-1.5814884645819e-05,5.73007258029452e-05,1.43595517651337e-16,4.59805689684004e-05,3.25401507431551e-16,9.37435445205112e-17,3.67866975207122e-06,2.65088684023394e-05,0.000135238298530188,-1.54140864217684e-05,-8.19465828256265e-06,-2.55607966321828e-16,2.21651806836393e-16,8.69145959360554e-17,-4.17103796433561e-17,1.34952258183444e-16,1.45651825532957e-05,-6.13541486584599e-17,0.00021105471292845,9.73538476478856e-16,2.42061681514026e-16,-1.130133574357e-16,3.52612733586724e-17,0.00100748316245741,7.85114272878052e-05,9.76030551562528e-17,-1.70608152233784e-16,-8.56745500522655e-17,-1.09633541070124e-16,7.27786171340466e-19,3.27892371112493e-16,1.48566498524607e-16,-2.62199993456172e-16,-5.31742329568912e-16,7.67399069044093e-17,-3.58141762290948e-16,-5.6756479235697e-16,1.79166699788021e-16,3.2861615058134e-15,1.59895390473073e-15,1.48974283880451e-15,-0.0995037190210005
"t2",-0.062313398088235,0.0397175204544702,0.0327313287981561,0.000934944913386894,0.0665462986690638,-0.102427470509517,-0.0290819300601398,-0.000385137804198686,-0.00188388576688528,-0.000150056808396727,1.84090890752063e-07,0.00140099406751751,0.011690811078348,8.40425970504879e-05,-0.0267175642161746,-9.54142780740443e-05,-0.132971146565738,0.00282344752049809,-0.000179132647204813,0.0298604261082429,0.000273812625715657,1.35994343871351e-05,0.00872442582331625,-0.142707731630776,0.000524180504813188,-0.056498281913053,-0.000157322412648552,0.127912002202657,-0.014529950054731,-0.946551639801564,0.0267203643493284,0.0793610600088179,-8.58316792463244e-05,-0.0127818306181608,-0.00422523077799747,0.0435267646289463,0.0547153208967375,0.00051109240311504,1.61468196759991e-05,-0.000808618576207165,0.000456157739300802,0.000101583762243114,-0.00240118681952605,0.00281471043295064,2.59830806631562e-16,0.000604384583536331,-0.000152257597051054,-0.000976417376257227,2.57241843888285e-16,-7.86422423377491e-16,-0.00158148361424529,-0.00285116207456554,-0.00144108443688674,-1.11420168406656e-05,-1.38777878078145e-16,-0.000920144423866331,1.18333431091042e-16,-0.00155602455568879,0.00821085738795687,-0.000156353463280218,9.54491283659831e-05,-4.69036839520262e-17,0.00126783164149882,1.46001109476844e-16,5.78467948202655e-17,6.30757163738352e-06,0.000273085935549544,0.00369590834011248,-0.000156804136906151,-1.41089223382399e-05,1.90618853982513e-16,1.53777482737106e-16,5.93824397963629e-17,3.31300828336677e-17,-7.32958855618213e-17,2.52118751379571e-05,-3.5465281597859e-18,0.000107413399111344,8.02537687544673e-16,2.88819347631018e-16,-1.0380938079769e-16,-5.63922403798812e-16,0.00051580955616766,3.9569913616921e-05,-2.24542499460654e-16,-5.1445517852611e-16,-2.75917221621785e-18,-1.50804287670667e-16,-1.86967109413652e-16,3.86758048959964e-16,1.07522498713201e-16,-3.53642878729192e-16,1.28547431293042e-16,7.7326977363743e-17,-3.58110449941365e-16,-5.43900757964141e-16,5.29787838781974e-16,2.69302363763416e-15,1.64907585187192e-15,1.27766131634408e-15,-0.0995037190209989
