,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
t164,-5.924313,4.3012853,7.8054967,3.2611666,6.892873,3.8825107,2.6890788,2.7536325,6.7057652,4.7091885,6.847935,5.681718,5.34472,2.353076,4.07613,5.4414206,7.4655747,4.3983564,7.9835453,4.526302,5.946114,6.8615513,3.575647,5.059587,3.6718786,5.128854,4.61615,6.7974052,4.316208
t267,-5.9687963,4.3037567,7.8465776,3.2152724,6.936157,3.9160595,2.6489265,2.7836034,6.7103004,4.661838,6.8921103,5.729151,5.324576,2.30698,4.0658417,5.4836235,7.51293,4.4410224,7.947207,4.482055,5.898588,6.8986316,3.5785384,5.0904813,3.701779,5.171723,4.5765176,6.839069,4.3594027
t268,-5.9816556,4.26731,7.8657937,3.2059603,6.9494123,3.8744783,2.629616,2.7475986,6.746969,4.6552563,6.9024687,5.7368255,5.356053,2.2959113,4.023355,5.4485164,7.520044,4.456169,7.987471,4.4715347,5.8921003,6.9234986,3.6245625,5.122785,3.669356,5.1848884,4.5548954,6.856229,4.3721867
t107,-4.8465242,6.9483085,6.286909,4.2852855,5.8645334,5.3592696,2.5104177,3.3039224,4.4371223,5.6756487,4.8416142,4.33327,5.6656585,2.5205708,4.035038,6.2858343,6.1894827,3.0286088,7.0405707,6.069899,6.9655066,4.455524,3.8341343,4.483793,5.3153906,4.3084173,6.57194,5.1850724,2.489078
t89,-4.854322,6.9754663,6.3114934,4.2511706,5.924946,5.4053593,2.5116806,3.3328319,4.4546056,5.6534734,4.7717295,4.256678,5.689932,2.466027,3.9881,6.328458,6.1923833,3.0009673,7.0636144,6.053957,6.938707,4.3924,3.8288336,4.4872384,5.3505044,4.37107,6.5995073,5.1784983,2.5141287
t59,-4.885524,6.945532,6.344325,4.2198963,5.9669733,5.4627814,2.4819548,3.3667326,4.4816704,5.6535163,4.742527,4.1895456,5.707711,2.4931426,4.00937,6.336582,6.2222834,3.0198057,7.068174,6.02429,6.922496,4.3601165,3.8034623,4.465275,5.319996,4.352216,6.592525,5.184243,2.5325692
t53,-4.830068,6.9364843,6.286488,4.304131,5.8173537,5.321563,2.5130513,3.2885485,4.437902,5.676235,4.9117603,4.4122734,5.605891,2.5543907,4.091684,6.234835,6.184094,3.0856686,7.028114,6.065681,6.976455,4.529558,3.8411334,4.520901,5.3092055,4.2496552,6.510486,5.2317357,2.4575968
t140,-2.4117723,8.915802,4.18497,2.2160587,8.4191675,4.5993257,2.3657172,9.744635,5.428655,3.3691487,3.01364,3.591976,6.5764265,5.820493,4.122797,3.6113224,7.584603,3.6121194,6.2627683,3.4839566,5.7771792,3.9181478,7.264985,7.6464605,6.129369,6.289758,6.419209,7.2115602,6.9653006
t152,-2.34342,8.619632,4.287951,2.313333,8.26196,4.510505,2.3229885,9.529951,5.3686633,3.2482786,3.3153152,3.5632703,6.501485,5.910658,4.087836,3.3179548,7.5399175,3.8564057,6.165626,3.44942,5.7514577,3.9939864,7.2215905,7.4947777,6.2826667,6.081177,6.5039473,7.119086,6.8380237
t153,-2.4189773,8.937214,4.1867914,2.212312,8.432406,4.6045203,2.3706157,9.757678,5.433214,3.371512,2.9913163,3.5884068,6.583586,5.816602,4.128601,3.6339085,7.5899997,3.6023502,6.270227,3.4827685,5.7743955,3.9160447,7.2729692,7.6583548,6.1199074,6.294777,6.416375,7.2090993,6.9722013
t224,-2.3865821,8.620136,4.3298597,2.35291,8.253726,4.552889,2.3579438,9.518038,5.418221,3.224089,3.3151374,3.564199,6.551665,5.883307,4.082901,3.2878017,7.5513043,3.8559752,6.215546,3.4160032,5.7220755,4.0170436,7.2522,7.4859796,6.2599254,6.0506544,6.5133104,7.076808,6.817863
t225,-2.3598626,8.638306,4.2945585,2.3167777,8.258408,4.5165143,2.32201,9.53592,5.378124,3.2471607,3.2967153,3.5621822,6.5159736,5.9077654,4.076468,3.3025706,7.540732,3.8314397,6.1807404,3.4421408,5.747703,3.9956615,7.2199407,7.5017276,6.2809587,6.084369,6.500117,7.113012,6.838853
t201,-2.3577344,8.592246,4.297948,2.3033376,8.259805,4.507356,2.3067079,9.532022,5.3590393,3.2734787,3.338906,3.5619855,6.4989867,5.8752613,4.0953445,3.3144462,7.5058737,3.8641744,6.1642814,3.4684453,5.764922,4.022628,7.2198296,7.4891634,6.257031,6.095039,6.526754,7.1309876,6.811919
t165,-2.3839846,8.897682,4.1634784,2.1715744,8.444803,4.5562515,2.41025,9.75132,5.385395,3.364922,3.031766,3.6323602,6.5396657,5.8073287,4.170196,3.6065726,7.5957685,3.6489575,6.2249928,3.5264564,5.82122,3.957129,7.312046,7.6198926,6.1469398,6.309493,6.395232,7.2407393,6.9380703
t207,-2.389367,8.74878,4.243016,2.3195736,8.283043,4.5913506,2.319231,9.608057,5.4297905,3.3354037,3.180169,3.531377,6.5539837,5.878157,4.049561,3.436703,7.570579,3.7327738,6.235399,3.4255073,5.710401,3.9615002,7.2100153,7.560368,6.2161117,6.1477084,6.4891624,7.157382,6.8874745
t227,-2.3467946,8.6693735,4.20642,2.2960773,8.272349,4.5412745,2.2965384,9.574306,5.37362,3.3376176,3.2645605,3.5452087,6.4947996,5.896509,4.070118,3.3896418,7.535859,3.7980525,6.17779,3.4526446,5.739876,3.9570436,7.1968746,7.5336976,6.2477336,6.1414695,6.505053,7.181496,6.8852315
t228,-2.353975,8.659485,4.236649,2.3108375,8.263617,4.544839,2.3055527,9.564721,5.384802,3.308912,3.274185,3.5458827,6.5063996,5.8964744,4.0710344,3.3695931,7.5405717,3.8094037,6.187087,3.4471173,5.7344456,3.967676,7.204103,7.5270066,6.2512107,6.122365,6.50635,7.1565733,6.8719487
t202,-2.3075051,8.641248,4.1669884,2.306653,8.218986,4.526814,2.252274,9.556318,5.3527627,3.3574889,3.2936544,3.5072718,6.454781,5.938915,4.045279,3.3652508,7.5370874,3.8197591,6.144832,3.452911,5.7186456,3.93045,7.151004,7.536315,6.288597,6.127103,6.5177484,7.1978216,6.9074984
t186,-2.3253477,8.630984,4.217188,2.3288062,8.221442,4.536546,2.2709122,9.546303,5.370455,3.3189042,3.302965,3.5146995,6.477071,5.9342885,4.044589,3.3536193,7.5454545,3.8285885,6.1666684,3.4452162,5.712731,3.9517179,7.1668506,7.5262656,6.2897835,6.110898,6.5179815,7.1681395,6.883173
t198,-2.314631,8.736325,4.220262,2.3046427,8.229335,4.5296855,2.2761016,9.5962715,5.4021125,3.2363029,3.2017705,3.5283234,6.511284,5.968053,4.0388455,3.3285878,7.580772,3.7419155,6.1742454,3.4444296,5.725258,3.895868,7.155277,7.5778513,6.3000665,6.1352534,6.4601293,7.1299353,6.944058
t274,-2.3837683,8.72888,4.25778,2.3360255,8.227058,4.5924263,2.3110688,9.602572,5.4525623,3.2576087,3.2034423,3.5226512,6.566669,5.8930883,4.0392675,3.326893,7.577302,3.7324138,6.2373257,3.4196186,5.693408,3.95036,7.19743,7.584509,6.2300916,6.1182685,6.4848847,7.105678,6.8982773
t275,-2.3672874,8.685028,4.2670465,2.3347685,8.217782,4.566462,2.3104277,9.574989,5.431437,3.2384286,3.2498095,3.5306778,6.545568,5.910212,4.0515304,3.292618,7.5658455,3.7769172,6.214611,3.4273052,5.7048845,3.954947,7.1998434,7.560347,6.253559,6.099519,6.492637,7.099346,6.8867745
t195,-2.4096782,8.873732,4.193994,2.251429,8.371319,4.612063,2.3345175,9.712921,5.447145,3.3588297,3.0572712,3.5795662,6.583033,5.8356977,4.0822897,3.5396173,7.5689573,3.6176279,6.2672353,3.4611852,5.7571406,3.9092827,7.2272234,7.63242,6.1432657,6.2655177,6.440177,7.1992364,6.9601088
t194,-2.3959653,8.814903,4.219649,2.3065908,8.279395,4.61769,2.2960665,9.663926,5.4739285,3.3048584,3.1182325,3.548476,6.587343,5.877643,4.026694,3.4061394,7.569433,3.6342742,6.266257,3.432521,5.718749,3.8966088,7.1738076,7.621323,6.1874037,6.208223,6.4584913,7.1551914,6.954408
t168,-2.4298847,8.972838,4.1947103,2.2155972,8.430899,4.6297264,2.3657212,9.795236,5.4631624,3.3460202,2.9561124,3.566951,6.613273,5.826422,4.1170015,3.644193,7.610384,3.57067,6.297382,3.463837,5.7484684,3.8849702,7.268301,7.69316,6.1074624,6.3038177,6.397032,7.187366,7.006887
t139,-2.4033756,8.886422,4.1930227,2.2427003,8.388587,4.6041756,2.33787,9.719327,5.4401803,3.3511212,3.0436172,3.5759606,6.577334,5.8428817,4.0932136,3.5720854,7.5748773,3.62676,6.2605743,3.4633546,5.7569504,3.9083552,7.236134,7.634457,6.1504164,6.2656236,6.4358463,7.196736,6.964073
t90,-4.8545237,6.958888,6.326817,4.2486978,5.908826,5.3922944,2.5029852,3.3452418,4.4697795,5.642517,4.8147125,4.302068,5.640495,2.4854593,4.0295434,6.294033,6.198736,3.0460293,7.065725,6.0316625,6.936144,4.4412465,3.829473,4.529697,5.3571854,4.330394,6.5440283,5.2231135,2.495621
t80,-4.883424,6.9706116,6.359898,4.2008333,5.9836006,5.4247108,2.4868836,3.3861246,4.5001154,5.6271057,4.741009,4.22557,5.677942,2.4281552,3.968503,6.356563,6.2190733,3.0066583,7.1126866,6.004428,6.9074035,4.371811,3.7970474,4.5296526,5.387814,4.400358,6.5767603,5.205316,2.5532124
t81,-4.862743,6.968553,6.3266754,4.2357473,5.9414496,5.420091,2.502937,3.349543,4.466465,5.6461997,4.7659883,4.242127,5.689357,2.4687867,3.9926074,6.329869,6.200662,3.0082898,7.072731,6.0377836,6.9302697,4.384402,3.8213575,4.4959536,5.3504996,4.3677635,6.5922594,5.1889224,2.518035
t183,-5.222262,6.307185,6.4479303,4.248801,5.682843,4.235744,2.3217962,3.3794754,4.6314874,5.753515,5.3044086,4.8839545,5.5948267,2.8736968,4.2846317,6.2061176,6.685172,3.0459905,6.9335694,5.9642835,6.906335,5.1054845,3.597437,4.7061625,5.0354323,3.6196349,6.330787,5.303232,2.9779172
t273,-5.2253222,6.322084,6.483041,4.2378097,5.638003,4.231867,2.29616,3.4172425,4.66392,5.761747,5.3342714,4.8995056,5.5899267,2.8794518,4.2904224,6.2337317,6.706383,3.050626,6.9265623,5.942711,6.875168,5.1197343,3.538408,4.720391,5.035238,3.6316564,6.322343,5.320791,3.0271912
t283,-5.2190876,6.2960157,6.4467945,4.2311773,5.6724234,4.199126,2.3250802,3.3852634,4.628882,5.7550216,5.3029723,4.9189453,5.604038,2.8653061,4.2781177,6.225629,6.7055373,3.042703,6.935006,5.9702516,6.904749,5.147111,3.5803444,4.716979,5.0451136,3.605428,6.331601,5.293173,3.010487
t284,-5.1736193,6.332729,6.4852595,4.1918063,5.6485925,4.21664,2.3445914,3.4192963,4.66956,5.722857,5.3506746,4.9472203,5.545242,2.8479629,4.2806935,6.2075944,6.6653996,3.1018164,6.967156,5.9219403,6.866119,5.173766,3.5747461,4.765025,5.081627,3.645357,6.2767763,5.353789,3.0003529
t291,-5.2765856,6.2669272,6.497064,4.2453537,5.6064773,4.173479,2.250504,3.4394271,4.671661,5.7940865,5.3304605,4.902867,5.6447115,2.9111784,4.292541,6.2842317,6.773742,2.9957767,6.8998466,5.956696,6.866834,5.1087375,3.494494,4.698305,4.9948444,3.5897722,6.3635583,5.280988,3.0906775
t292,-5.242257,6.241433,6.41937,4.2284307,5.643779,4.139504,2.3147748,3.4035106,4.590361,5.782606,5.261593,4.917706,5.6646614,2.8764093,4.2366157,6.3057394,6.774344,3.0176013,6.914748,5.9984927,6.897655,5.132572,3.5714278,4.713962,5.017645,3.5430105,6.368498,5.2495666,3.0714536
t216,-5.3167076,6.273933,6.5016937,4.2858253,5.6034493,4.143266,2.2068315,3.430525,4.6814995,5.808219,5.353791,4.8682914,5.6393065,2.926482,4.324757,6.2812386,6.7988524,2.9805262,6.87486,5.953026,6.8687134,5.071948,3.4564753,4.683204,4.971467,3.5867379,6.3594136,5.284388,3.134011
t189,-5.1942854,6.3694468,6.478248,4.2443075,5.6443996,4.3162413,2.3075402,3.4119365,4.6573772,5.7536025,5.314731,4.8640995,5.5829244,2.857801,4.2887406,6.233325,6.6650476,3.0588193,6.935981,5.9445834,6.878755,5.059527,3.5645711,4.710262,5.0549965,3.6800017,6.3266125,5.3214283,2.986477
t254,-5.2817416,6.297183,6.466046,4.283913,5.6383424,4.2565866,2.2515342,3.4045918,4.6443424,5.8062243,5.308548,4.84965,5.6419015,2.9250727,4.2976184,6.2494445,6.7525935,2.9897087,6.8807936,5.9723287,6.8958,5.0598884,3.505797,4.665486,4.9794354,3.5932288,6.380629,5.2783756,3.0439568
t255,-5.283547,6.2650614,6.49378,4.252636,5.620385,4.196769,2.252763,3.4276853,4.6733913,5.787768,5.3428793,4.896591,5.6276097,2.9158487,4.29627,6.259616,6.767726,3.0103233,6.90067,5.9492297,6.8700743,5.111893,3.4954379,4.7009773,4.9880977,3.5840716,6.3470955,5.2983727,3.0851622
t141,-4.9952908,6.6552444,6.4001093,4.2751455,5.7120667,4.822846,2.4142635,3.3452291,4.572722,5.7123027,5.18998,4.715061,5.5226374,2.7377036,4.257523,6.182315,6.4209146,3.127006,6.9735937,5.9749613,6.9289308,4.856158,3.6992662,4.6650434,5.181578,3.9156067,6.3473167,5.334908,2.6945589
t95,-4.8899803,6.7773533,6.3697286,4.2710524,5.7345448,5.0340657,2.4776402,3.3197317,4.5421467,5.68369,5.1529226,4.6753044,5.478052,2.6812582,4.242012,6.1507244,6.3040643,3.1829746,7.001795,5.9788013,6.945509,4.7914486,3.7672708,4.6669087,5.2470875,4.0170536,6.3315783,5.359003,2.5586128
t176,-4.845555,6.727373,6.474764,4.0827065,5.712148,5.013433,2.5683405,3.3348856,4.688933,5.60307,5.348733,4.914545,5.288358,2.6901689,4.333457,6.017958,6.298612,3.3811164,7.0890856,5.8196964,6.8849106,5.0524063,3.7534637,4.854828,5.2829037,3.9727824,6.0924773,5.5494757,2.5391028
t177,-4.857472,6.6873145,6.4830813,4.0723724,5.712632,4.932897,2.5645301,3.3480477,4.6956444,5.594989,5.3747106,4.947899,5.279564,2.6931849,4.3271565,6.0153656,6.323773,3.3974812,7.092827,5.816336,6.8750505,5.106151,3.7442713,4.889343,5.281318,3.943012,6.0684443,5.569022,2.5776157
t174,-4.8591537,6.609459,6.499879,4.020905,5.7318225,4.7748413,2.5747154,3.3600712,4.71582,5.557073,5.461987,5.0569844,5.2168,2.6809464,4.320055,5.974561,6.363957,3.480047,7.112357,5.798432,6.8556514,5.2599382,3.7314804,5.013689,5.305965,3.8811767,5.9692135,5.653176,2.6452682
t188,-4.864339,6.567864,6.4740715,4.0770535,5.7410493,4.694804,2.5552392,3.4054456,4.663837,5.5602903,5.4309745,5.0314746,5.2643504,2.6628478,4.248231,6.027974,6.38134,3.4555378,7.113343,5.8542433,6.853442,5.2572536,3.7413764,4.9983816,5.311346,3.8667903,6.006703,5.6272006,2.7024353
t249,-4.8267107,6.634647,6.4733887,4.0662694,5.737092,4.775693,2.5833988,3.386754,4.670414,5.559729,5.4075975,5.0065246,5.245443,2.6544206,4.2638416,6.012605,6.3305593,3.4671597,7.125313,5.8346524,6.8616896,5.2321215,3.761579,5.0014496,5.324371,3.9176188,6.01,5.6258883,2.6316872
t256,-4.8532333,6.632189,6.4986467,4.048705,5.7082257,4.78418,2.5767527,3.3704147,4.708542,5.577965,5.4114923,5.000651,5.2523427,2.6920664,4.3101172,6.007236,6.3440804,3.4405751,7.112518,5.8016458,6.8583865,5.20993,3.74104,4.9681697,5.2915993,3.9051301,6.023562,5.606189,2.6238806
t257,-4.8645644,6.599923,6.4922194,4.042223,5.729059,4.7472196,2.5676699,3.3732417,4.7003493,5.5636125,5.4397984,5.0332503,5.241588,2.6808038,4.3051434,5.9956613,6.3692603,3.458099,7.110582,5.814677,6.856375,5.2432566,3.7347069,4.997362,5.3008423,3.8792558,5.9975915,5.6310782,2.6614869
t191,-4.837554,6.6899724,6.4838076,4.0311875,5.731946,4.918565,2.5855677,3.3196023,4.7083454,5.574355,5.416237,5.0016236,5.225399,2.6804435,4.3630495,5.9682584,6.3150268,3.4527133,7.1038547,5.79492,6.879186,5.15385,3.7494516,4.9327335,5.3003964,3.940759,6.00483,5.61697,2.5585215
t143,-4.9664245,6.538375,6.503959,4.120885,5.684236,4.6070037,2.4881852,3.412735,4.6969013,5.6223884,5.3883815,4.9548965,5.367587,2.7420325,4.274746,6.0894747,6.448977,3.3167925,7.0587096,5.852234,6.8473783,5.159084,3.685634,4.8840733,5.2190375,3.8329892,6.124001,5.523491,2.7532115
t144,-4.895582,6.680534,6.455701,4.166907,5.7017856,4.867402,2.5184174,3.375884,4.636573,5.6222715,5.274814,4.8272033,5.389492,2.6973999,4.2513866,6.1065397,6.342734,3.2881927,7.0560584,5.88769,6.8789253,4.9804573,3.750775,4.791981,5.2564735,3.9457867,6.199688,5.471464,2.6119955
t124,-4.775354,6.956674,6.3256907,4.291283,5.7824874,5.2979364,2.5377586,3.2884054,4.4519205,5.6235433,4.9848804,4.5314865,5.4971886,2.5445127,4.130816,6.185248,6.155482,3.1914933,7.022671,6.032902,6.949815,4.649264,3.8695295,4.6361346,5.354733,4.2155976,6.3896017,5.338674,2.405908
t130,-4.747171,6.9512815,6.3330274,4.267931,5.746767,5.2496758,2.5728624,3.275315,4.471386,5.608278,5.06828,4.6291203,5.4242306,2.5662003,4.1727757,6.130264,6.14331,3.2580988,7.028954,6.008144,6.950761,4.7447248,3.8829107,4.7068477,5.362505,4.1693597,6.310031,5.400102,2.3886805
t134,-4.750951,6.9607434,6.3731394,4.2955985,5.716545,5.2797604,2.5410175,3.2652068,4.44675,5.57834,4.9948387,4.5958924,5.45177,2.5338147,4.129461,6.186465,6.1402116,3.2425792,6.979522,6.0232625,6.9023485,4.720528,3.8942776,4.6973395,5.3845305,4.1969705,6.33009,5.378197,2.3813736
t135,-4.776201,6.8834567,6.382817,4.241838,5.7139506,5.1524954,2.558647,3.2963357,4.5183887,5.5952315,5.127645,4.703154,5.3845577,2.5948575,4.20783,6.1172266,6.190243,3.2880232,7.024209,5.9641943,6.919342,4.8242445,3.8550198,4.752135,5.3524356,4.104018,6.255261,5.4412537,2.4292235
t104,-4.8085237,6.937761,6.3212433,4.282877,5.806472,5.2953978,2.5246377,3.2989967,4.4626775,5.644809,4.962826,4.487099,5.5387225,2.5508435,4.1199417,6.2067966,6.1816554,3.144429,7.031238,6.0321503,6.9533815,4.6036716,3.8465848,4.5973186,5.334072,4.223807,6.4353943,5.2999935,2.4446044
t97,-4.8209167,6.831955,6.402376,4.2400246,5.7154274,5.092585,2.5255857,3.310294,4.539261,5.6129384,5.148376,4.722429,5.4177547,2.6335561,4.2089214,6.1360497,6.238883,3.2665067,7.011805,5.962511,6.9056134,4.8514266,3.8198044,4.742725,5.3134947,4.0577807,6.2628164,5.423154,2.482877
t98,-4.82756,6.969891,6.364874,4.2280207,5.89825,5.3673363,2.5201092,3.3540049,4.4968643,5.608545,4.868448,4.3795443,5.562827,2.478498,4.061745,6.2634254,6.191348,3.1159813,7.07265,5.998034,6.910644,4.522541,3.8377078,4.6066337,5.3850837,4.302276,6.465488,5.296812,2.4751682
t204,-4.953845,6.591707,6.480741,4.155743,5.683084,4.7274895,2.4977765,3.4146836,4.668459,5.633349,5.3059006,4.84735,5.4157567,2.738946,4.247222,6.123551,6.408309,3.2594564,7.060106,5.8718247,6.860607,5.0072904,3.716582,4.7803025,5.2143197,3.8775723,6.211373,5.4601507,2.6965044
t264,-5.0241776,6.473572,6.5067205,4.1450486,5.664728,4.5138535,2.4544592,3.427395,4.6965866,5.650386,5.363973,4.924723,5.4214463,2.7845929,4.2658725,6.134196,6.5045447,3.2555192,7.037683,5.867554,6.8469896,5.1287737,3.6535845,4.8308067,5.1737313,3.7784343,6.1809077,5.473404,2.8195672
t265,-4.9985185,6.4945226,6.5126967,4.1237564,5.6658936,4.5346875,2.4780679,3.438564,4.7006507,5.6274934,5.3802414,4.94249,5.3956447,2.7637186,4.2558265,6.113198,6.4803395,3.2827075,7.0597034,5.852512,6.836895,5.139849,3.6743078,4.85489,5.19791,3.7948797,6.1569414,5.4986844,2.7972128
t77,-4.8465395,6.7784514,6.3941584,4.216628,5.734316,5.0332026,2.5248225,3.3424482,4.5733094,5.6379867,5.199042,4.741337,5.409058,2.6603482,4.239679,6.1100197,6.274678,3.2674398,7.0508323,5.9356346,6.9236107,4.8676677,3.7910283,4.7389464,5.280558,4.0290313,6.2542305,5.431978,2.5306013
t79,-4.977006,6.515558,6.543547,4.093797,5.660999,4.569674,2.494807,3.4480896,4.740283,5.611258,5.4314713,4.9921007,5.3562026,2.7571445,4.281925,6.0759444,6.46233,3.3250225,7.068839,5.816208,6.816487,5.19698,3.6695802,4.909057,5.213945,3.8181934,6.1035953,5.548503,2.7788742
t126,-4.84655,6.8015466,6.3592305,4.221562,5.780157,5.0878506,2.5291548,3.35635,4.5630136,5.659798,5.167784,4.6768384,5.437192,2.6498363,4.2327266,6.1138563,6.268,3.2316263,7.078659,5.9428844,6.950143,4.7991695,3.7895284,4.6948423,5.2711806,4.0667844,6.300765,5.402858,2.524709
t127,-4.82846,6.8714294,6.354153,4.28628,5.7401066,5.1740065,2.5035648,3.2863784,4.501732,5.658922,5.088188,4.625841,5.473343,2.6287456,4.2106743,6.157652,6.22729,3.1993716,6.9991717,6.002715,6.9482284,4.7324667,3.815137,4.658723,5.2983737,4.0957923,6.346586,5.3547153,2.4671156
t56,-4.886362,6.9630837,6.3650403,4.1911697,5.992246,5.4694133,2.4836025,3.3854182,4.499285,5.630107,4.7112026,4.182537,5.7248793,2.4496026,3.9591184,6.3736706,6.2256293,2.9922383,7.0899124,6.006011,6.898837,4.3364425,3.798812,4.4787087,5.352502,4.4105783,6.6167464,5.179181,2.5523274
t64,-4.84031,6.997085,6.3059897,4.249299,5.93021,5.4174056,2.526397,3.3230798,4.442599,5.649373,4.7497506,4.236827,5.7133646,2.4486952,3.963268,6.344048,6.1782274,2.980202,7.0611377,6.064834,6.935773,4.366685,3.8377173,4.4773564,5.3546853,4.3985004,6.6293864,5.1642747,2.511068
t93,-4.8442874,6.94996,6.2782593,4.2978215,5.851978,5.369998,2.508482,3.2889185,4.423675,5.682072,4.8410206,4.3364754,5.669278,2.5287683,4.037803,6.2844973,6.1829653,3.0285642,7.0281577,6.082525,6.9739366,4.4581966,3.8374104,4.472124,5.306311,4.305541,6.5716996,5.180089,2.4779212
t94,-4.9296594,6.6274643,6.4725237,4.1880665,5.69543,4.7968197,2.5179987,3.4396157,4.666081,5.636091,5.2518406,4.7537675,5.463787,2.7275727,4.2035427,6.1555037,6.3635507,3.227096,7.0800204,5.879358,6.860041,4.9064584,3.7513766,4.7003794,5.2075324,3.9436615,6.2755303,5.41879,2.6525402
t6,9.989168,11.797755,7.290953,3.410983,9.7505245,4.08231,2.7361538,5.292569,3.4510598,4.2399187,4.938953,6.510854,5.139444,3.0294747,4.0033226,6.5124946,5.4042435,5.5927467,6.7114053,5.355742,5.1129317,5.151446,3.4384122,5.71363,3.1099281,5.310338,5.927341,4.6811156,3.3342264
t3,9.844207,11.824338,7.347423,3.3593295,9.783465,4.0199265,2.6506677,5.159494,3.5618196,4.2519035,5.0061502,6.582351,5.083476,3.1084065,3.9479048,6.515815,5.455227,5.529216,6.751261,5.395502,4.969039,5.042027,3.5821273,5.561972,3.0499191,5.2462106,5.869289,4.786238,3.3860393
t9,9.921787,11.778966,7.3791757,3.4181404,9.728502,4.0413013,2.6627512,5.2722707,3.4844244,4.2617807,5.0555162,6.559502,5.0889983,3.02006,3.958936,6.554647,5.3652563,5.49427,6.639054,5.4204473,5.0161104,5.0703926,3.5237718,5.6515236,3.1099248,5.35699,5.929488,4.748795,3.304897
t10,9.858205,11.80394,7.3815384,3.3648882,9.775945,4.016529,2.6378152,5.198535,3.5430746,4.236134,5.052643,6.5698624,5.103891,3.0734081,3.9280486,6.547499,5.4112735,5.5042105,6.6986656,5.4264007,4.9667645,5.040645,3.5807807,5.5826783,3.0591533,5.3004265,5.8777666,4.7857714,3.3479211
t21,9.66502,11.934613,7.428591,3.2732112,9.900061,3.9816713,2.5792994,4.9462013,3.7045302,4.2347155,5.05126,6.628618,5.066405,3.2635546,3.8846552,6.456059,5.5703287,5.5119267,6.854874,5.391719,4.7949753,4.939869,3.751728,5.3622336,2.926506,5.1104107,5.7901754,4.8870497,3.5247333
