,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
t4,2.5869608,4.2458754,-0.1684361,-0.13331065,-0.23645082,-0.16376227,0.3625838,2.1396651,3.8717568,-0.18212767,-0.27085674,9.3109255,-0.24325518,-0.10017826,3.2786922,-0.15691549,7.7636995,4.7505474,3.906745,-0.12814938,6.1416388,4.7766724,-0.041398853,6.374947,5.2713037,0.45054597,-0.44454935,-0.05882234,0.20006478,3.2504811,-0.37804064,-0.05023514,-0.6610305,0.003783249,-0.067175426,9.671922,0.0783398,1.731691,-0.28030348,-0.2587141,-0.009027951,-0.045726217
t16,7.4740906,3.5267668,-0.27189112,-0.09337806,-0.18839914,-0.12548521,0.23370081,2.4218245,6.1159425,-0.13582411,-0.52286,14.003156,-0.35155436,-0.12945352,6.5408516,-0.16464649,9.556799,7.600714,3.8322058,-0.09297063,5.6288996,4.9295506,-0.062158212,10.842134,4.01776,0.49247605,-0.32114133,-0.083126694,0.13394664,3.3214495,-0.25551236,-0.053789567,-0.5507891,0.0025602344,-0.046230726,11.20805,0.12291008,3.720017,-0.18253586,-0.21163528,-0.014398444,-0.06516409
t18,7.3020287,3.5760996,-0.26897836,-0.0957221,-0.19129232,-0.12838288,0.24100593,2.437613,6.0677266,-0.13831314,-0.51434636,13.888691,-0.34883004,-0.12841853,6.442333,-0.1651639,9.539381,7.5328407,3.8589911,-0.096166596,5.683358,4.930122,-0.061467826,10.71186,4.0838804,0.49299365,-0.32897422,-0.08284243,0.13820535,3.334753,-0.26237577,-0.054034993,-0.56048393,0.0027961344,-0.047540378,11.199703,0.12147001,3.6490624,-0.18872842,-0.21619457,-0.014304764,-0.065110184
t23,7.3835306,3.5984297,-0.27120453,-0.09533647,-0.19190028,-0.12827805,0.24236074,2.4661744,6.0869107,-0.13884135,-0.5170252,13.992443,-0.35081467,-0.12877896,6.4994426,-0.16551696,9.603334,7.605255,3.8923266,-0.09930811,5.7002764,4.9409924,-0.061951213,10.793863,4.0889792,0.49428725,-0.33016792,-0.08321029,0.13789949,3.342125,-0.26183173,-0.054321937,-0.5620851,0.0027296522,-0.04726622,11.262158,0.12194161,3.657715,-0.19285709,-0.21669109,-0.014525008,-0.06479085
t24,8.303387,3.440279,-0.2893129,-0.084978595,-0.17997804,-0.12128792,0.21660839,2.5140336,6.4892163,-0.12603006,-0.55988574,14.815727,-0.365781,-0.13293885,7.101371,-0.1663836,9.897943,8.114906,3.8540237,-0.09124109,5.573672,4.9464436,-0.06600409,11.567562,3.7998502,0.5008976,-0.31098923,-0.087375306,0.12508553,3.3489347,-0.23578346,-0.054833654,-0.53630894,0.0019492654,-0.042694315,11.510883,0.12930015,4.018254,-0.17536078,-0.20681459,-0.01566912,-0.06705358
t25,8.21071,3.4547534,-0.28753918,-0.08586359,-0.18100455,-0.12196064,0.2186599,2.5061097,6.456184,-0.12722038,-0.5563767,14.739322,-0.3645704,-0.13259444,7.0478406,-0.16627799,9.867898,8.069945,3.861649,-0.09102661,5.5872273,4.9417477,-0.06559198,11.499316,3.8274457,0.5005712,-0.31248304,-0.08672818,0.12626946,3.348683,-0.23852248,-0.054784086,-0.53835535,0.0020003284,-0.043121208,11.487325,0.12874374,3.9904037,-0.17738557,-0.2076127,-0.015562375,-0.06687833
t28,10.212653,3.1533015,-0.32834524,-0.063546315,-0.15494223,-0.10693341,0.16771288,2.5472527,7.2807884,-0.10552249,-0.6606647,16.503017,-0.39872497,-0.14357153,8.360916,-0.1713815,10.517836,9.256218,3.7661169,-0.07703757,5.309594,4.938504,-0.07578293,13.212655,3.1880457,0.51715606,-0.26990134,-0.09320286,0.0989502,3.3225121,-0.18512061,-0.056023285,-0.4827288,0.011903731,-0.03287724,12.023673,0.14434443,4.8343062,-0.15014732,-0.18764259,-0.018690912,-0.072954915
t29,12.423969,2.877971,-0.36732185,-0.03705717,-0.117698684,-0.08796178,0.108522646,2.5139487,8.110249,-0.08815617,-0.77906305,18.242764,-0.44056535,-0.15442254,9.799325,-0.18105811,11.114335,10.565831,3.5003667,-0.056113586,4.9482064,4.882856,-0.08733271,14.9846525,2.4503787,0.52766037,-0.22964236,-0.0985709,0.07244982,3.2677226,-0.13280733,-0.057533152,-0.42066365,0.03688687,-0.020630362,12.486043,0.15785694,5.7912645,-0.13224377,-0.16503227,-0.022803973,-0.077702515
t30,12.414053,2.9222305,-0.3671422,-0.035678472,-0.119625226,-0.08929352,0.10740792,2.5043247,8.102721,-0.08843736,-0.7744818,18.17987,-0.4409338,-0.15383437,9.789637,-0.17923373,11.145008,10.530145,3.5516129,-0.058826,4.9146094,4.9161325,-0.0878096,14.9757595,2.4358816,0.53074694,-0.2323983,-0.098054394,0.0727768,3.250869,-0.13556182,-0.05814227,-0.42307672,0.0054931175,-0.020585336,12.454197,0.1579168,5.745284,-0.13653424,-0.16353384,-0.023095297,-0.07672971
t27,12.083924,2.9262207,-0.36203882,-0.039984614,-0.12551974,-0.09328373,0.11650408,2.5135138,7.961771,-0.0925947,-0.76303905,17.960526,-0.4316052,-0.1531579,9.597918,-0.17754443,11.008682,10.320151,3.5680075,-0.056119505,4.9668407,4.9237676,-0.08631287,14.734216,2.5562944,0.52504027,-0.23472555,-0.097504236,0.07682373,3.2595682,-0.13614942,-0.05737012,-0.43212432,0.01433892,-0.022221461,12.35614,0.15749034,5.613321,-0.12793906,-0.16401152,-0.022347303,-0.07751072
t12,4.3505235,3.9729373,-0.20659532,-0.12512054,-0.21969064,-0.1477279,0.31806535,2.2680092,4.6947503,-0.17471127,-0.36888492,11.054452,-0.2968642,-0.111853145,4.4448047,-0.15948334,8.431575,5.771742,3.8902323,-0.11904524,5.970926,4.79704,-0.048156656,8.070524,4.9184885,0.46236482,-0.3918972,-0.068413965,0.17586292,3.2676542,-0.33936614,-0.05180721,-0.6293113,0.0055051623,-0.060886595,10.213276,0.095575646,2.440003,-0.24376868,-0.24456026,-0.010595914,-0.055214234
t9,2.8632116,4.243707,-0.17547372,-0.13413258,-0.23564912,-0.16083308,0.35908887,2.1763008,4.0327725,-0.18507044,-0.29190168,9.684898,-0.25735292,-0.10265605,3.5008953,-0.15849327,7.9652467,4.95377,3.9314196,-0.1245346,6.1562676,4.828313,-0.042104837,6.7151866,5.2764363,0.4571474,-0.43553782,-0.061486244,0.1972953,3.268555,-0.37683243,-0.05096357,-0.6591202,0.004374096,-0.06685441,9.842036,0.08189131,1.8544948,-0.27950522,-0.2596739,-0.008986682,-0.048559643
t21,-0.39288473,5.323279,-0.029022496,-0.12942576,-0.21836458,-0.22399211,0.38751855,2.3151455,1.9189744,-0.09474298,-0.00996384,3.860647,0.90642035,-0.047202367,0.21517903,-0.10346887,5.3189993,1.7502781,3.7139404,-0.28345534,6.7663436,4.466025,-0.033636704,0.80819744,6.112707,0.41474834,-0.6268215,-0.048068754,0.30304155,3.1835392,-0.4323451,-0.03735631,-0.86778873,0.2592321,-0.08469606,8.07593,0.044337194,-0.018798955,-0.35810772,-0.22609168,-0.0039414335,0.63483256
t22,-0.36594263,5.2463775,-0.03424382,-0.12777098,-0.21790098,-0.22151859,0.38589382,2.2702925,1.9499859,-0.095847614,-0.015383912,4.022762,0.7644141,-0.047817558,0.28461385,-0.10652759,5.3467507,1.826016,3.7214582,-0.272291,6.703833,4.4247866,-0.03246814,0.97204906,6.025781,0.41248083,-0.6206294,-0.047291644,0.29818156,3.1687937,-0.4254844,-0.037917726,-0.84948254,0.23567641,-0.08279952,8.039183,0.04508994,-0.016456781,-0.3572715,-0.22753048,-0.004214333,0.5627174
t32,-0.9208537,5.9629154,1.4802821,-0.12370083,-0.21837519,-0.22207794,0.3605699,3.3999152,1.474328,-0.0750702,0.57404315,0.39765236,2.9044979,-0.0075902175,-0.07248418,-0.010543861,3.801334,0.027106905,3.3309777,-0.36647183,7.3396707,4.886996,-0.04836836,-0.4405124,6.598674,0.41991943,-0.69164795,-0.048132103,0.37932962,3.0842502,-0.47093323,-0.02251612,-1.0690125,0.26052812,-0.09901415,7.837524,0.029409932,-0.051264435,-0.33070642,-0.19044307,-0.00066560175,2.363499
t34,-0.74809086,5.6993413,0.7571552,-0.124356754,-0.21557452,-0.21565624,0.35914344,2.7984095,1.6296107,-0.05814582,0.2824959,1.3186364,2.399317,-0.025788318,-0.055037748,-0.035721656,4.0975404,0.45719412,3.162582,-0.34979945,6.9933677,4.647256,-0.043103173,-0.26873827,6.2011952,0.41032854,-0.6235797,-0.043400515,0.3473872,3.0627284,-0.4293699,-0.025389137,-0.9788767,0.3044211,-0.0924888,7.507958,0.034997575,-0.038057137,-0.30039638,-0.20357662,-0.0010110762,1.7022194
t35,-0.51388186,5.1971917,-0.001851803,-0.118901744,-0.20679548,-0.20453319,0.35359076,2.2142487,1.7551553,-0.058801513,-0.009335586,2.542729,1.5944041,-0.038708948,-0.014961488,-0.066625245,4.4154863,0.9998349,3.1440904,-0.30329755,6.5034266,4.295971,-0.03465881,-0.028525565,5.710501,0.39300135,-0.57495975,-0.038986266,0.30225924,2.9377718,-0.38445914,-0.029437244,-0.8478727,0.32097638,-0.08239448,7.235518,0.04126423,-0.02417985,-0.29901627,-0.20713429,-0.0024830885,0.97851264
t37,-0.27571505,4.4520545,-0.034764703,-0.11173287,-0.18667242,-0.18386583,0.34567168,1.68025,1.7779675,-0.06361664,-0.060226798,3.5932987,0.63092196,-0.04081456,0.3056566,-0.09499022,4.472756,1.4653405,2.9695654,-0.21022616,5.748163,3.7613122,-0.023879804,0.9914152,4.95823,0.3591566,-0.52172357,-0.027644804,0.24092445,2.6104105,-0.32503834,-0.032374285,-0.69412434,0.24487817,-0.06861867,6.783737,0.048216145,-0.004051062,-0.28905538,-0.21160175,-0.004340719,0.3178951
t38,-0.7606917,5.598696,0.9122815,-0.12282362,-0.20380478,-0.21071653,0.34923893,2.8683696,1.5183673,-0.05199857,0.29562375,1.0543106,2.4176002,-0.01818049,-0.06134859,-0.029259663,3.9016736,0.264056,3.0863135,-0.3329808,6.807321,4.542749,-0.04143322,-0.3054081,6.0396338,0.4051649,-0.6221645,-0.040663633,0.3410322,2.8964546,-0.42147586,-0.023662586,-0.9679152,0.2866609,-0.09050696,7.3100715,0.03500331,-0.03581356,-0.30348217,-0.20025747,-0.0010346273,1.8305359
t36,-0.78820604,5.631637,1.024882,-0.12252128,-0.20419262,-0.21159144,0.34866145,2.9694388,1.5028639,-0.054704923,0.33496827,0.91367203,2.5013237,-0.015322105,-0.063464865,-0.02493545,3.8575275,0.20182955,3.1018863,-0.3349193,6.8661795,4.588116,-0.042275447,-0.33145878,6.1052814,0.40638566,-0.63255566,-0.04154281,0.34664714,2.9056735,-0.42918366,-0.023182722,-0.98291266,0.27671176,-0.09159886,7.3620048,0.034051493,-0.037794154,-0.3081253,-0.19826859,-0.00091038045,1.9265776
t33,-1.0188311,6.045274,1.8856207,-0.111948915,-0.21447071,-0.21737887,0.3597481,3.6524916,1.3482305,-0.07723771,0.6659907,-0.043242887,3.0460138,0.18923944,-0.07572044,0.28401312,3.3747616,-0.040871155,3.5091908,-0.35460654,7.313563,4.9079413,-0.05031084,-0.5435979,6.714912,0.41872728,-0.72350985,-0.047969256,0.38955316,2.9990788,-0.4591258,-0.020056667,-1.0981871,0.27267373,-0.09951828,7.70362,0.02538657,-0.061352957,-0.3449146,-0.17817782,-0.0019279046,2.7907941
t50,-2.0380118,3.006875,4.101224,-0.036362015,-0.05123475,-0.19714232,0.48795784,9.313592,-0.031708598,1.6683518,2.529966,-0.9760994,6.104766,5.1818924,-0.21136887,4.2173576,-0.50384396,-0.32865676,6.6032863,1.5306914,4.4915395,3.996994,-0.033647336,-1.5190388,6.902056,0.4994047,-0.94488376,-0.0031117694,0.3815895,2.6155381,-0.5187651,-0.0017151256,-1.5073498,0.0864738,-0.10734736,3.5637884,0.03442563,-0.26188427,-0.1780082,-0.16485046,-0.016648596,4.486638
t56,-1.9546304,3.0059392,3.9937198,-0.03883192,-0.04701169,-0.18806641,0.4643152,8.914385,-0.028363911,1.6234357,2.377228,-0.92175907,5.8249197,4.9867005,-0.19899735,4.0646334,-0.46578237,-0.32367885,6.2816544,1.4555054,4.4251685,3.9361713,-0.031885844,-1.4488624,6.6336665,0.48333058,-0.9144984,-0.004880225,0.37123984,2.4983842,-0.49314067,-0.0014264007,-1.4550629,0.08101015,-0.103762224,3.5068898,0.034684293,-0.25002655,-0.1866215,-0.15938587,-0.01561493,4.3673844
t57,-1.9935086,3.0169597,4.065603,-0.037806656,-0.04754675,-0.19208121,0.47448003,9.102318,-0.02941792,1.6555284,2.4365358,-0.9445105,5.963817,5.0888023,-0.20498455,4.134571,-0.48171812,-0.32720244,6.416516,1.4955592,4.464637,3.9731672,-0.032607872,-1.4834968,6.7706246,0.4912135,-0.9300163,-0.0044356566,0.37702784,2.564533,-0.50403273,-0.0015191435,-1.4801732,0.08313141,-0.105531886,3.5443037,0.034257922,-0.25529325,-0.18694595,-0.16031522,-0.016086478,4.431955
t55,-1.8734467,3.1463666,3.8658218,-0.03346317,-0.056101475,-0.1763557,0.4565298,8.485448,-0.036280345,1.4647075,2.1743267,-0.945849,5.3245816,4.7936177,-0.17999935,3.8726509,-0.43901393,-0.31846195,5.9781203,1.2643417,4.3641615,3.8108122,-0.031120855,-1.3951328,6.4029813,0.45867324,-0.91361755,-0.00073570997,0.35525218,2.335476,-0.4909941,-0.002453156,-1.4148372,0.0818245,-0.0984427,3.419551,0.034208406,-0.2325805,-0.19780576,-0.16786015,-0.016486473,4.4654636
t59,-1.8923495,3.1487095,3.8306198,-0.03319412,-0.058813903,-0.17839414,0.46457398,8.589464,-0.03688171,1.4541792,2.2288837,-0.9598755,5.386202,4.834611,-0.1805167,3.9412146,-0.44425884,-0.3166124,6.02733,1.2761028,4.371826,3.8308232,-0.032243736,-1.4064708,6.487572,0.4601977,-0.92314833,0.008231293,0.35885563,2.3704786,-0.49443233,-0.0025235699,-1.4338893,0.08356799,-0.09960769,3.474568,0.033742793,-0.23354204,-0.20222333,-0.17119665,-0.017094098,4.539253
t79,-1.2278444,3.0853016,2.4784606,-0.033170894,-0.049098734,-0.10069437,0.30373612,5.364945,-0.0067593893,1.044493,1.0065591,-0.59471077,3.0930023,3.2318585,-0.056867085,2.8761032,-0.19883068,-0.25525552,3.6663034,0.4332231,3.7002883,3.1822762,-0.021224277,-0.8356696,4.38457,0.33410874,-0.6925824,-0.0050366297,0.2612366,1.2916309,-0.2993341,-0.0027310415,-1.0158828,0.04670768,-0.0702423,2.798,0.040289454,-0.14767908,-0.20926791,-0.15944375,-0.009813692,3.4900217
t80,-1.2331628,3.0870216,2.4889488,-0.033110604,-0.0491109,-0.10130821,0.30535442,5.3927245,-0.006870377,1.0456498,1.0166,-0.5980432,3.1082883,3.2444468,-0.057724874,2.8843215,-0.20102066,-0.25547674,3.684714,0.44186938,3.7036986,3.185271,-0.021273144,-0.8400069,4.4048448,0.33498874,-0.69491726,-0.004880456,0.26193854,1.2986381,-0.301129,-0.0027361547,-1.0195606,0.046999935,-0.07048275,2.8015752,0.040322892,-0.14836723,-0.20953263,-0.15989776,-0.009873883,3.5013692
t61,-1.9079553,3.1446798,3.8461342,-0.0335461,-0.058266535,-0.1799022,0.46868894,8.648603,-0.037968118,1.4435323,2.2511659,-0.96782655,5.4090223,4.8767195,-0.18333142,3.9826963,-0.44749597,-0.3133644,6.0680814,1.2776816,4.39976,3.8433623,-0.032584563,-1.4173262,6.5322847,0.46214828,-0.9310356,0.019733522,0.36065784,2.3702838,-0.49469522,-0.0026456004,-1.4441284,0.084339626,-0.10020517,3.4907036,0.03379187,-0.23465408,-0.20421773,-0.17313588,-0.017334059,4.604415
t51,-2.6259923,1.8987771,5.610241,-0.042053398,-0.064516805,-0.28203732,0.68560493,12.929321,-0.17040414,1.9733841,3.4780948,-1.286246,10.272684,6.5645585,-0.3618736,4.6365643,-0.9025676,-0.39332324,10.23964,2.999449,5.043006,3.972681,-0.048984572,-2.2746737,6.937001,0.5625501,-1.07026,1.3355377,0.36403087,3.047084,-0.7087378,-0.005853613,-1.8507122,0.13706298,-0.12843058,2.7661862,0.050308447,-0.34584996,-0.06632386,-0.23099634,-0.030846434,4.0809464
t67,-2.138987,0.3179208,3.9773088,-0.051406372,-0.052227836,-0.26032305,0.69672215,11.141404,-0.25598654,0.43939722,2.5915701,-0.89277285,10.451427,5.0078273,-0.32908526,3.2530375,-0.8069835,-0.23303568,10.396514,3.90582,4.0624795,2.9182687,-0.06591343,-2.1496024,4.8250613,0.3886007,-0.8148022,3.4234266,0.17416896,2.133803,-0.53453976,-0.010276962,-1.5379767,0.1091309,-0.09969436,0.9296808,0.064839646,-0.2570986,0.039460678,-0.2990365,-0.03443307,1.8890269
t77,-1.9668851,0.22607979,3.6227653,-0.05380192,-0.049914416,-0.24432448,0.6548074,10.336368,-0.2475238,0.33444303,2.2909615,-0.7882704,9.909336,4.5977573,-0.3024608,2.9381485,-0.7446686,-0.21369126,9.796731,3.735233,3.8762994,2.6895573,-0.06309144,-2.0141802,4.287458,0.3544214,-0.7565255,3.4044456,0.1467291,1.8661346,-0.48460189,-0.010379289,-1.4241756,0.09921394,-0.09175026,0.72267133,0.06621247,-0.23421763,0.023393301,-0.29825014,-0.03294995,1.5962815
t78,-2.042173,0.25555995,3.7704961,-0.053298764,-0.050669435,-0.25194022,0.6729675,10.690308,-0.2517208,0.38142,2.4194436,-0.8292821,10.149038,4.7672048,-0.31465167,3.073883,-0.77100617,-0.21984787,10.058283,3.8125637,3.9516556,2.7826896,-0.064458214,-2.074524,4.5318494,0.36882913,-0.78258866,3.4203038,0.15839137,1.9821455,-0.5053644,-0.0103029,-1.4733787,0.103172645,-0.09525314,0.8089727,0.065389976,-0.24368821,0.024986763,-0.2996763,-0.03372996,1.7232951
t85,-1.6799604,-0.025106596,2.4672067,-0.05600485,-0.05693168,-0.23574659,0.7010229,9.475759,-0.3208762,-0.11589386,1.6764922,-0.5415302,10.366659,3.706047,-0.2760306,1.9689188,-0.6964008,-0.06794029,10.2546425,4.6209507,3.371357,2.0763366,-0.07528239,-2.0155,2.8138885,0.22705221,-0.5481773,5.056765,0.013346707,1.4311159,-0.35280436,-0.015783228,-1.2640436,0.08233109,-0.074063435,-0.060145166,0.079670794,-0.1724875,0.49347115,-0.353177,-0.038963277,0.0061763823
t108,-1.539958,-0.048548684,1.4372069,-0.057814952,-0.07386855,-0.23932184,0.7603482,9.315652,-0.37690833,-0.20744924,0.9776535,-0.3974887,10.983832,3.303071,-0.23687455,1.2154074,-0.73428744,0.54436886,11.0539665,5.454739,3.305239,1.535757,-0.08426317,-2.1073802,2.0104065,0.15913123,-0.38653576,6.1459656,1.5521696,1.034645,-0.22342955,-0.02183328,-1.2068739,0.075123414,-0.061629124,-0.16768654,0.089981414,-0.13567844,1.1860857,-0.38203025,-0.047715764,-0.05012978
t125,-1.0947658,-0.05027119,0.12071529,-0.075375065,-0.09986166,-0.19820778,0.6415461,6.9503474,-0.3358868,-0.25688317,-0.027677167,-0.2252516,9.430042,1.7267225,-0.080528244,-0.0006310472,-0.5485833,1.4822155,9.667901,4.866621,3.5394135,0.93689835,-0.081352256,-1.7114211,0.5901763,0.08168923,-0.1376747,5.196894,2.8968515,0.10331428,0.3917163,-0.021771614,-0.99483496,0.05571643,-0.032462887,-0.23882897,0.0939915,-0.060780182,1.8959364,-0.38304698,-0.047457658,-0.0934205
t126,-1.2039351,-0.04975615,0.46252373,-0.07061927,-0.09353166,-0.20756355,0.66981024,7.524806,-0.3458211,-0.24199086,0.012305656,-0.2597667,9.8433275,2.1201756,-0.11640837,0.28132224,-0.59585637,1.2543097,10.052561,5.0239043,3.4793968,1.0800344,-0.08196998,-1.8068745,0.9026148,0.09996141,-0.19558343,5.460187,2.6127977,0.3161811,-0.019613063,-0.021915805,-1.0462638,0.060574036,-0.03952531,-0.22191222,0.09403789,-0.08049246,1.7079211,-0.38414004,-0.047716215,-0.084380075
t148,-1.2892087,-0.096767835,-0.09534265,-0.12375611,-0.06910359,-0.279787,0.7842816,9.302757,-0.48678058,-0.445322,0.07167478,-0.082164444,9.878368,0.51065725,-0.034655035,-0.051390268,-0.72478926,4.914513,12.556369,6.588823,2.6793597,-0.0017754048,-0.113173336,-2.127782,0.08425198,0.018551622,2.8197303,6.2922707,4.0714445,-0.027996676,2.2302153,-0.027017139,-1.0758324,0.07039746,-0.0036117476,-0.37818334,0.079405166,0.2971306,3.3018367,-0.4263173,-0.07009406,-0.1584173
t157,-0.7178592,-0.092071794,-0.2159326,-0.11841567,-0.124765486,-0.17239782,0.54361427,6.9500737,-0.3058107,-0.5063814,-0.31415185,2.5367916,5.8710265,-0.07676527,3.4663959,-0.076268956,-0.50290275,9.809551,10.339161,5.070348,4.303078,-0.025354095,-0.12389386,-1.2854301,0.040240504,0.011686264,8.132669,3.8606958,3.536074,-0.095698826,5.437085,-0.018450147,-0.6148343,0.037388306,3.560228,-0.39240903,0.08821285,4.030084,5.079071,-0.2866244,-0.06261302,-0.19641317
t211,-0.79727745,-0.1016248,-0.2531953,-0.12599146,-0.104304455,-0.1870538,0.56544346,8.090699,-0.32437658,-0.5481383,-0.2799833,2.76695,5.4321876,-0.0805857,3.6154764,-0.08382905,-0.57081455,10.731271,11.461003,5.4798408,3.954027,-0.028415795,-0.12802117,-1.399512,0.04231774,0.0052021835,9.34431,3.9292033,3.3195693,-0.10404503,5.4841537,-0.01916191,-0.6131628,0.042905822,4.221228,-0.43001887,0.08290449,4.6875086,5.3754277,-0.2815358,-0.06730346,-0.20783487
t223,-0.5044232,-0.08566067,-0.29587966,-0.11782191,-0.1762426,-0.13407813,0.400704,6.687862,-0.175346,-0.54520124,-0.48427922,4.3228035,3.2819643,-0.13149293,6.13698,-0.09059205,-0.36602294,13.733016,10.078247,4.2950897,6.011309,-0.034126073,-0.13588761,-0.8128204,0.062350046,0.05991931,12.057516,1.9332011,1.8747393,-0.120255455,7.3168244,-0.012917563,-0.3414008,0.015155052,6.5146284,-0.36818388,0.09458748,7.090574,6.440098,-0.18028384,-0.061704922,-0.22301674
