,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
t4,5.5881114,3.884193,8.468095,-0.68036664,7.1896186,5.6518803,6.2665496,7.0704656,2.2415736,5.1828775,7.1491747,2.7404847,4.228977,5.5415015,3.2134726,3.9669497,5.393276,3.114246,4.183229,3.2356184,2.7007415,4.183349,7.334585,4.5059648,5.5680137,4.198867,5.7388797,5.1803126,3.3782773,4.6053905,4.2769303,4.807139,4.752026,5.869967,6.5830436,6.2910624,3.2209768,3.4381838,4.3742294,5.048252,6.927758,4.042125
t16,5.595303,3.652571,8.53017,-0.9011682,7.2024493,5.70537,6.2440524,7.06873,2.0783305,5.095411,7.186474,2.6632252,4.2465243,5.6512103,3.1556466,3.8978682,5.275547,3.1844728,4.1690474,3.2924135,2.7738397,4.3284492,7.3005223,4.496173,5.6725006,4.3101883,5.6101675,5.099949,3.244464,4.4932437,4.1357374,4.9451075,4.8219166,5.7485385,6.6967897,6.274626,3.3492928,3.5173984,4.382017,4.8687334,6.899341,3.9479482
t18,5.589446,3.6158566,8.520833,-0.9389155,7.231671,5.696217,6.276628,7.0868454,2.0615642,5.1227574,7.1862235,2.653479,4.2403135,5.6834664,3.159816,3.918721,5.298359,3.1824558,4.1383777,3.2890127,2.7431688,4.299881,7.310265,4.5067973,5.6526003,4.2804804,5.6393757,5.1318502,3.2467093,4.521684,4.156242,4.916254,4.79232,5.747781,6.6668143,6.256951,3.322016,3.4907606,4.35828,4.879385,6.88918,3.9781427
t23,5.6005774,3.632687,8.534188,-0.9210184,7.2014513,5.7137547,6.242597,7.07183,2.059074,5.0874457,7.1938004,2.6552038,4.2507367,5.6608124,3.1549208,3.8880746,5.2642245,3.1915467,4.17048,3.2987256,2.784311,4.343963,7.2941303,4.492201,5.6824274,4.320504,5.5959187,5.092278,3.228159,4.4803596,4.120311,4.959687,4.8292055,5.732242,6.706683,6.268756,3.3614056,3.5245998,4.378454,4.850518,6.894624,3.938901
t24,5.5825667,3.5855908,8.530434,-0.9655826,7.194416,5.7023683,6.2678537,7.050959,2.0235777,5.0681987,7.177257,2.671173,4.2298665,5.686456,3.120671,3.8917584,5.2566876,3.1755974,4.167177,3.280986,2.7941566,4.363791,7.297069,4.514676,5.6807737,4.3275323,5.575409,5.1000443,3.194365,4.4712405,4.102924,4.977929,4.8255367,5.696721,6.709763,6.2943015,3.3858466,3.547435,4.401706,4.8296485,6.9155974,3.942805
t25,5.591227,3.6021361,8.533196,-0.94940877,7.1944246,5.7079706,6.256498,7.0568185,2.0340803,5.0716395,7.183429,2.6650128,4.237333,5.676757,3.131189,3.8875227,5.256395,3.1832895,4.169177,3.2888012,2.7952437,4.3628736,7.29418,4.50481,5.6860986,4.329692,5.5784664,5.0936246,3.203515,4.4685388,4.104031,4.9764843,4.83036,5.7065654,6.714563,6.286425,3.3813474,3.5425694,4.3954554,4.8334026,6.908257,3.9373028
t28,5.5608196,3.4658902,8.533029,-1.0746888,7.1644115,5.682278,6.321358,6.99701,1.9135487,4.9967675,7.141959,2.7078135,4.1794167,5.7451415,3.0364385,3.8835623,5.2172256,3.1514132,4.1571026,3.252874,2.8562443,4.449265,7.274188,4.5555305,5.707075,4.3808403,5.4933057,5.100915,3.0877345,4.4107323,4.0261555,5.058381,4.8489046,5.5859694,6.75323,6.3594403,3.469586,3.622892,4.460639,4.7504935,6.959979,3.9326174
t29,5.5404572,3.3726764,8.529794,-1.1594173,7.152605,5.6774664,6.3579926,6.9762015,1.8402847,4.96386,7.1300664,2.7212338,4.1587496,5.7838902,2.9908311,3.8792481,5.2034645,3.1306434,4.1548276,3.23262,2.8809297,4.494023,7.269747,4.587054,5.7087493,4.398425,5.4528375,5.1064873,3.0189116,4.3852863,3.9844635,5.0968533,4.8500595,5.5128355,6.7639866,6.3887978,3.5119038,3.6599941,4.4836197,4.706344,6.98159,3.9322493
t30,5.5338306,3.3412175,8.52369,-1.1910734,7.1512017,5.6769357,6.378994,6.9776626,1.8122164,4.94808,7.1297526,2.7160778,4.155622,5.8052,2.9707553,3.8848572,5.2157564,3.1193614,4.145853,3.2251022,2.8896375,4.5123243,7.262404,4.6039324,5.7020392,4.3966775,5.4355135,5.113054,2.9919958,4.375063,3.9656353,5.112928,4.846647,5.4846606,6.7564588,6.391252,3.5295784,3.6777482,4.4817,4.6862946,6.9836392,3.9361687
t27,5.545843,3.3985596,8.531345,-1.1361313,7.1534224,5.6762967,6.3526707,6.977776,1.8538051,4.9657316,7.129862,2.7205472,4.159886,5.7777886,2.9963849,3.8803182,5.2049627,3.1349728,4.152717,3.2366216,2.8805532,4.4898624,7.266605,4.581005,5.7115827,4.3986526,5.456182,5.1052437,3.0306456,4.3858995,3.988628,5.094269,4.853315,5.526592,6.7652426,6.385683,3.5075247,3.65679,4.4815855,4.7112017,6.9788623,3.9315734
t12,5.5806904,3.7394514,8.513243,-0.82742107,7.246643,5.685063,6.2510996,7.100338,2.1744308,5.1700687,7.1861205,2.673533,4.2579207,5.618616,3.2112908,3.9362032,5.3191705,3.16585,4.158023,3.2850277,2.694791,4.2221327,7.3297563,4.503086,5.6134863,4.2374907,5.7028666,5.1401687,3.3430417,4.576891,4.229481,4.852115,4.7781057,5.8493595,6.620903,6.2524257,3.2607577,3.4414327,4.343523,4.9524326,6.888105,3.9998963
t9,5.5976343,3.8239074,8.501142,-0.74273854,7.259913,5.6722746,6.2429647,7.133247,2.2291424,5.22484,7.191256,2.6683009,4.2688785,5.576702,3.255292,3.978905,5.3743405,3.177871,4.1340213,3.2946327,2.6430385,4.1517196,7.320858,4.480646,5.5828395,4.186563,5.776825,5.1807055,3.386612,4.631436,4.284114,4.77745,4.752326,5.890054,6.56517,6.2201896,3.1870854,3.382721,4.300898,5.022321,6.8580575,4.043227
t21,7.579006,5.2064877,6.7536225,3.042944,3.9746048,5.1456714,3.9771311,6.5608554,2.3833215,5.0407276,6.500264,3.8549168,4.5540104,3.3953702,3.6479836,4.1853595,6.0450397,2.9259276,4.3241277,3.3997848,4.195604,4.6343155,6.135053,4.137824,5.196191,3.960737,6.3692827,4.6038074,3.5234087,4.49768,4.650497,5.4176154,4.7661734,5.342233,6.426458,6.478197,3.920183,3.7354064,5.251904,4.522657,6.97728,3.7040007
t22,7.5390863,5.1729536,6.789676,2.990754,4.010691,5.1322203,3.997971,6.559808,2.3481898,5.0566816,6.5304947,3.8286724,4.5603538,3.418224,3.601284,4.179208,5.9989004,2.952975,4.2936497,3.4465485,4.159111,4.6162195,6.1559987,4.122886,5.220588,3.9913962,6.407259,4.6248593,3.560157,4.5023966,4.6405516,5.393045,4.755135,5.3608174,6.4449058,6.430884,3.8731833,3.7321465,5.2373953,4.53625,6.975538,3.698214
t32,7.664945,5.2934265,6.6465797,3.2000215,3.8953557,5.1634784,3.957624,6.5705366,2.4607716,5.046918,6.4198813,3.8859067,4.571651,3.39189,3.7448325,4.2183456,6.1369944,2.8607123,4.4467225,3.3023772,4.277218,4.687244,6.1360846,4.1888347,5.153745,3.900107,6.282252,4.5989556,3.4411476,4.507686,4.656302,5.4606466,4.7959175,5.2906203,6.4225125,6.5807414,4.019965,3.766339,5.261523,4.540014,7.0064855,3.696299
t34,7.6267447,5.2505255,6.692116,3.1250987,3.9418373,5.144616,3.977407,6.563159,2.4308991,5.055353,6.4627566,3.8657248,4.5744596,3.404092,3.7043462,4.2128177,6.0994635,2.8833485,4.386161,3.342962,4.2394676,4.6485467,6.14728,4.1718354,5.170341,3.9238393,6.3198385,4.610459,3.4744003,4.5074606,4.649371,5.444835,4.7858896,5.3282886,6.434522,6.5361395,3.9774733,3.7619967,5.257553,4.543499,7.002074,3.68958
t35,7.57496,5.201895,6.7534614,3.0504568,3.9802825,5.143552,3.980131,6.554978,2.3888667,5.0404787,6.505079,3.8500276,4.5538282,3.3974009,3.6530666,4.1836596,6.0501275,2.9202044,4.326602,3.394796,4.1908927,4.625658,6.136556,4.136432,5.2014866,3.9576685,6.368117,4.6049056,3.5179462,4.4955516,4.6514707,5.4127336,4.761948,5.3510585,6.427245,6.483276,3.9254103,3.7333941,5.2495823,4.5211244,6.9745507,3.7046509
t37,7.5719986,5.1984553,6.7514524,3.0525935,3.9850576,5.13583,3.9831464,6.5467396,2.3970554,5.041207,6.5111823,3.8451524,4.5557666,3.3969464,3.6605282,4.1820445,6.0578375,2.9123414,4.3263264,3.3871458,4.1859107,4.611348,6.136418,4.1321263,5.206655,3.9545267,6.368859,4.60531,3.5103447,4.493102,4.6527257,5.4085894,4.756911,5.3651934,6.4286604,6.4905276,3.932529,3.73207,5.249799,4.518163,6.971622,3.7035303
t38,7.6456623,5.264174,6.666914,3.1635945,3.938511,5.128294,3.9913027,6.556409,2.4567657,5.072553,6.4555044,3.8623955,4.593666,3.417156,3.7327583,4.231818,6.1271777,2.8592916,4.4003344,3.3146238,4.2552714,4.6372733,6.162108,4.185963,5.1615753,3.9040449,6.296599,4.6226816,3.4476132,4.5128827,4.645026,5.4559064,4.7926464,5.339869,6.4493155,6.565575,4.006454,3.7811267,5.2617893,4.559848,7.017465,3.6713564
t36,7.615596,5.23496,6.687664,3.1552486,3.9664326,5.112577,4.014066,6.5663157,2.434201,5.080212,6.4844894,3.844933,4.5932746,3.432331,3.7120025,4.219238,6.1045012,2.884115,4.393266,3.3339756,4.224091,4.6118655,6.170954,4.1682343,5.1756797,3.9314065,6.3227057,4.628409,3.4693384,4.517151,4.6392035,5.440613,4.787293,5.3643413,6.454662,6.545912,3.9865437,3.7726262,5.254959,4.56094,7.0126686,3.6747935
t33,7.6477914,5.2729497,6.6654973,3.1812353,3.9249969,5.1418934,3.9758205,6.5803204,2.439861,5.0641594,6.4439025,3.8741238,4.57857,3.406353,3.7229562,4.223063,6.1152916,2.8808618,4.42036,3.3240657,4.257614,4.6619644,6.1513076,4.1846843,5.153586,3.9205406,6.303482,4.6111336,3.4623165,4.516271,4.6467185,5.4615307,4.8006463,5.3149467,6.4366593,6.558357,3.9977512,3.7725194,5.2622623,4.5537806,7.016035,3.6846595
t50,8.347385,6.409108,5.1872807,5.2397704,2.9510767,5.0546255,3.8526833,7.2795014,2.2456193,5.394173,5.4857316,4.1095886,4.6910677,3.4207535,3.6927512,4.446603,5.9517293,3.236066,6.122229,3.3212357,4.941303,5.4005284,6.236804,4.4878697,4.7424173,3.8899386,6.1591716,4.608472,3.5239947,4.8262315,4.6183023,5.8626137,5.197097,4.606509,6.4695745,6.67544,4.0227346,4.030099,5.337873,4.8183107,7.400475,3.6395352
t56,8.326765,6.3391314,5.2862635,5.1749444,2.9355018,5.086314,3.8663552,7.3174233,2.205605,5.4414644,5.4911304,4.108675,4.675822,3.3847852,3.699504,4.4483833,5.953961,3.2538517,6.11292,3.2939432,4.940032,5.4064975,6.2476654,4.4871645,4.7344356,3.8665657,6.1468635,4.6099973,3.5480826,4.837212,4.617032,5.9060817,5.212171,4.6015453,6.4723296,6.668544,4.02726,4.0222783,5.3458242,4.8080683,7.4413133,3.6498117
t57,8.321181,6.320149,5.2977123,5.1568966,2.9429102,5.0862107,3.8624668,7.298163,2.2122273,5.423285,5.5138764,4.1014905,4.667322,3.3914592,3.7051866,4.439775,5.9561224,3.2423816,6.0888023,3.2883599,4.924695,5.390487,6.250274,4.482785,4.7461276,3.8655891,6.1499143,4.609988,3.5443413,4.827755,4.614372,5.883134,5.20309,4.61922,6.4687576,6.6697655,4.0288916,4.0188665,5.3393435,4.802617,7.429067,3.6490195
t55,8.3379135,6.337077,5.351691,5.1044536,2.9465275,5.0851364,3.8568919,7.2749257,2.222194,5.4064713,5.523077,4.0978107,4.666983,3.3956506,3.7135563,4.440775,5.9576993,3.235959,6.088009,3.288592,4.9249034,5.3855267,6.2522907,4.4852057,4.7489605,3.8645306,6.147861,4.6093917,3.5430374,4.8275495,4.604868,5.8608227,5.201798,4.6220326,6.4594946,6.6662683,4.0340796,4.015632,5.3375587,4.8078423,7.4162145,3.640473
t59,8.330733,6.3707566,5.3193,5.1356816,2.986222,5.0462246,3.860299,7.2539525,2.2615905,5.3717923,5.5265126,4.1015744,4.695853,3.4322147,3.6813786,4.418343,5.9523735,3.207933,6.057258,3.332355,4.898195,5.3642187,6.219153,4.465872,4.776571,3.9050338,6.1767354,4.608212,3.507278,4.8000073,4.6405683,5.84118,5.165323,4.6498704,6.481069,6.684087,4.011883,4.030975,5.323625,4.7960596,7.379076,3.6593196
t79,8.525565,6.4489665,5.5028033,4.983306,2.9215086,5.0543275,3.8031743,7.323236,2.2154555,5.447424,5.4003696,4.1362386,4.744427,3.4129171,3.6853466,4.496708,5.9462996,3.2860572,6.1888056,3.340981,4.948759,5.4479866,6.2007184,4.5094523,4.713494,3.906221,6.170959,4.617589,3.5089738,4.830667,4.623682,5.9464917,5.21531,4.5604267,6.484127,6.6880317,4.0079236,4.037063,5.357396,4.841331,7.418356,3.6144226
t80,8.495847,6.4245377,5.4890046,4.996624,2.9267428,5.065196,3.814551,7.3137326,2.2133584,5.4433513,5.4267898,4.1275115,4.7253366,3.4031203,3.694488,4.4856734,5.9509063,3.2770596,6.1725593,3.325641,4.9510307,5.4376144,6.2150364,4.50875,4.7165008,3.8921368,6.1595273,4.6156874,3.5218832,4.835181,4.616656,5.929203,5.216648,4.567639,6.475888,6.6787457,4.017556,4.031997,5.3555446,4.8381443,7.4231877,3.6187422
t61,8.394665,6.3920465,5.3638854,5.085881,2.9815538,5.020553,3.8323827,7.234864,2.2649205,5.362752,5.51398,4.1009793,4.6972556,3.4409518,3.692421,4.4258475,5.957126,3.2089667,6.0954957,3.3275232,4.913532,5.37261,6.2246633,4.4844246,4.7683277,3.900771,6.1687307,4.6103883,3.5080616,4.804314,4.6247535,5.8219185,5.1725707,4.634884,6.4687862,6.679335,4.020903,4.0339694,5.3251557,4.816343,7.370502,3.640356
t51,8.494165,6.7231083,4.9540534,5.396156,3.01638,5.010649,3.8340724,7.246691,2.319591,5.3571067,5.402319,4.135953,4.7759533,3.4618464,3.6562095,4.463004,5.9512153,3.2269044,6.1721168,3.4186146,4.993818,5.4312797,6.182377,4.5065994,4.7249513,3.950372,6.175483,4.6082706,3.4812884,4.8275137,4.6422477,5.8549714,5.182208,4.5621896,6.481861,6.6835976,4.0070505,4.061969,5.3467727,4.8587203,7.35015,3.622055
t67,9.967899,9.267708,4.5315557,5.755832,4.2307634,4.568178,3.6029615,6.93289,2.6779838,5.363579,5.103017,4.255733,5.3798766,3.5473914,3.4400637,4.330246,6.1887746,3.0025632,6.037855,3.9507606,5.218603,5.4150844,5.7307725,4.7474217,4.673727,4.273812,6.2001667,4.7020755,3.259269,4.725568,4.9201894,5.8857,4.92384,4.390498,6.588629,6.7064867,3.9951642,4.2963834,5.4087844,5.1131306,7.115119,3.5838733
t77,10.022589,9.335111,4.490201,5.7989345,4.284556,4.5641723,3.602124,6.8951325,2.7153254,5.380052,5.097152,4.256824,5.4148526,3.5468435,3.427116,4.303326,6.217672,2.9690979,6.0019917,3.982972,5.239867,5.4011416,5.714024,4.767414,4.6844954,4.2921796,6.1959624,4.7106304,3.2540402,4.7145786,4.9313416,5.883413,4.904037,4.3884706,6.584027,6.7037435,4.001335,4.316074,5.4043975,5.1255307,7.101847,3.5895047
t78,9.98849,9.307996,4.526289,5.7644,4.253174,4.5458403,3.5826843,6.9340982,2.6756916,5.351086,5.0821066,4.2752733,5.415491,3.5664723,3.4280195,4.336653,6.181355,3.0050528,6.041428,3.9842052,5.211341,5.4274383,5.7035794,4.750134,4.669876,4.301524,6.2084274,4.706791,3.2383075,4.7226577,4.944417,5.880854,4.9049745,4.3773274,6.595443,6.72335,3.986297,4.3061194,5.421232,5.123858,7.1002455,3.5751913
t85,10.185182,9.565104,4.401102,5.901776,4.4473224,4.571903,3.6100068,6.8293123,2.7796602,5.415937,5.096596,4.2506266,5.4596844,3.5384612,3.408401,4.252566,6.2722964,2.9101048,5.931806,4.024097,5.276958,5.3705945,5.698067,4.801525,4.707966,4.313114,6.18605,4.72545,3.2544813,4.6955194,4.940261,5.880444,4.8755403,4.3938694,6.5749307,6.693592,4.0156174,4.3462615,5.389983,5.1407723,7.0830426,3.6039736
t108,10.351619,9.789598,4.305976,6.011231,4.614718,4.5739555,3.6140442,6.772267,2.8382003,5.446517,5.092509,4.245514,5.503576,3.5317304,3.3895142,4.2044764,6.3230286,2.8567955,5.867412,4.061324,5.310324,5.3399997,5.6800747,4.836036,4.7278223,4.334003,6.180359,4.7402544,3.2524834,4.6781483,4.95006,5.879054,4.8488955,4.4026604,6.5732737,6.6863446,4.027043,4.373338,5.3764052,5.1530356,7.062271,3.6160126
t125,10.566719,10.088644,4.20784,6.13203,4.8325086,4.5721664,3.6221936,6.7218485,2.8975275,5.475283,5.0842166,4.238927,5.5474267,3.5254169,3.3678403,4.1660457,6.374881,2.8123596,5.807233,4.0994997,5.338905,5.315813,5.655363,4.8675365,4.7439923,4.357038,6.175039,4.7522664,3.2442186,4.66238,4.9605346,5.8808856,4.8249226,4.408761,6.576499,6.6776834,4.034678,4.395769,5.362123,5.1676774,7.0411615,3.628297
t126,10.510585,10.017651,4.2369223,6.0978203,4.775921,4.572946,3.6176167,6.735717,2.8790092,5.4668016,5.087009,4.2422276,5.535372,3.5275176,3.3742063,4.176238,6.359223,2.8246958,5.82404,4.088744,5.330726,5.3221116,5.6635666,4.8590045,4.7393413,4.350291,6.1766243,4.749103,3.2473674,4.667029,4.9581547,5.8795757,4.831226,4.4070563,6.5748873,6.681191,4.0329666,4.3899064,5.3665752,5.1629276,7.0470805,3.6240964
t148,10.731567,10.300145,4.1189475,6.2391534,5.0021634,4.5766215,3.6288803,6.675404,2.9489706,5.5012965,5.076479,4.238996,5.589166,3.5167818,3.3482335,4.1316314,6.4286604,2.774957,5.746675,4.1346345,5.36586,5.293331,5.6345162,4.8988676,4.756647,4.3761587,6.1695566,4.7637944,3.2420897,4.6472507,4.969925,5.8823295,4.80151,4.4112015,6.57264,6.6730905,4.041475,4.416351,5.3538566,5.1823764,7.022209,3.6344306
t157,11.287854,10.916318,3.8345323,6.578203,5.612844,4.633409,3.7040744,6.4869075,3.157578,5.620406,5.0493445,4.2424912,5.7478924,3.4542453,3.2640789,4.015822,6.677107,2.6444025,5.4809837,4.2736483,5.4814963,5.2168922,5.548478,5.018139,4.8052106,4.4456306,6.1285286,4.796124,3.2588365,4.585537,4.9877357,5.8945847,4.7128353,4.399915,6.5190964,6.6417475,4.0670238,4.484846,5.324739,5.2664886,6.9587593,3.6581895
t211,11.308212,10.936315,3.82861,6.5951886,5.6363416,4.6422353,3.7043185,6.4870687,3.1520176,5.618528,5.053401,4.252075,5.7449546,3.4502563,3.2614596,4.019857,6.679755,2.6551733,5.4728646,4.2657485,5.47732,5.218546,5.5449557,5.017519,4.8073955,4.44356,6.125347,4.79112,3.2614367,4.5881367,4.983187,5.899391,4.7135973,4.4003286,6.510328,6.6397924,4.059492,4.480358,5.319721,5.267381,6.956583,3.6591988
t223,12.1398115,11.666482,3.4997578,7.0751257,6.58616,4.740588,3.9727755,6.235908,3.427035,5.8714256,4.998018,4.238228,5.9322124,3.233417,3.044663,3.9211755,7.0546427,2.588919,5.113349,4.405024,5.6867056,5.094115,5.431344,5.1826124,4.8149667,4.4887967,6.0184565,4.7483363,3.3773475,4.5701594,4.89623,5.8952756,4.6342506,4.4052744,6.467867,6.6011434,4.118808,4.489477,5.244044,5.4902472,6.8662744,3.6938267
t224,11.2716875,10.912086,3.8419921,6.570974,5.6081576,4.63441,3.701918,6.486197,3.1472948,5.622909,5.0485816,4.2463317,5.748653,3.451869,3.2617419,4.0159984,6.6770163,2.647246,5.4821596,4.2744455,5.483271,5.2151656,5.5497875,5.018602,4.80259,4.4425035,6.1274896,4.7948923,3.2601633,4.58742,4.985794,5.8930035,4.712996,4.399177,6.518628,6.644062,4.068806,4.4844174,5.325767,5.268829,6.9586716,3.6566243
t213,11.277098,10.927373,3.857325,6.5674343,5.6192303,4.6489525,3.6811323,6.474482,3.1236491,5.6272416,5.047537,4.270318,5.762111,3.4444568,3.2584608,4.008014,6.696027,2.6449926,5.457572,4.2846737,5.4923816,5.206092,5.5587482,5.03105,4.7974586,4.4391446,6.1241503,4.7984285,3.2799184,4.5848336,4.9896584,5.8852115,4.7034116,4.39138,6.5003896,6.660131,4.076547,4.490338,5.3391924,5.2736897,6.9570127,3.6403613
t339,12.5962925,11.727637,3.4160419,7.30307,7.0045214,4.312785,4.2184167,6.475507,3.9325104,5.7913113,4.8976164,3.6785228,5.635101,3.1883848,2.944792,4.042173,7.0970364,2.5107987,5.175441,4.2390146,5.6845026,5.080138,5.165234,5.0292764,4.969509,4.5996037,5.8676133,4.5352087,3.251666,4.597544,4.809289,5.998076,4.774994,4.544161,6.9251356,6.3165836,4.0287433,4.309181,4.8719754,5.540673,6.752987,4.0285387
t340,12.575451,11.663928,3.4314678,7.3004274,6.9739423,4.257583,4.2355866,6.519249,3.94464,5.7946525,4.9054365,3.6276302,5.572629,3.1981313,2.9660344,4.0591187,7.0767655,2.4990141,5.239921,4.2016716,5.6879187,5.094681,5.12675,4.9771214,5.0048914,4.5914555,5.831276,4.499178,3.2370884,4.5814247,4.811523,6.0017786,4.791287,4.537996,6.978089,6.275015,4.0181646,4.279056,4.8188725,5.506095,6.7403665,4.0826464
t317,12.57892,11.67482,3.436444,7.284256,6.9763694,4.2577167,4.2238536,6.512314,3.9293628,5.7980537,4.904902,3.6343143,5.571427,3.197139,2.9717553,4.0498304,7.0783796,2.4921038,5.227803,4.2136493,5.694159,5.088623,5.132299,4.985155,5.002805,4.596639,5.83126,4.5028777,3.2447326,4.576235,4.8223667,5.99621,4.7881165,4.538382,6.969104,6.279865,4.0261884,4.286509,4.8189435,5.5097146,6.738283,4.078421
t181,11.200934,10.8682785,3.9037628,6.523718,5.547756,4.6638722,3.6439972,6.4904146,3.0759149,5.6077437,5.0548735,4.3012276,5.7550077,3.4486563,3.273035,4.015233,6.678235,2.6647887,5.466904,4.2725306,5.4791284,5.208918,5.5863633,5.0298204,4.785132,4.424929,6.1293373,4.8016424,3.3012645,4.5892725,4.996631,5.8754864,4.7023478,4.381993,6.4775767,6.6860466,4.0772004,4.490045,5.363866,5.2603855,6.9647403,3.612624
t178,11.069335,10.709802,3.943231,6.4562,5.384878,4.6345973,3.6521735,6.5496387,3.0648513,5.5708985,5.06391,4.2706976,5.7003975,3.4740496,3.298123,4.052371,6.595709,2.698997,5.5588346,4.2253466,5.4383106,5.239154,5.5956335,4.9863486,4.7815027,4.4136276,6.143259,4.7899256,3.2723992,4.606216,4.9891906,5.8833127,4.7342973,4.3940196,6.509551,6.672435,4.0593877,4.466575,5.3538766,5.2323203,6.9811845,3.6270812
