,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
t263,-0.764804,8.526024,0.15243748,4.9051914,0.047700215,7.5321813,-0.104926184,-0.06266107,0.23589148,13.863163,-0.020061197,0.3724278,0.038877934,7.3444595,-0.13243753,-0.003816472,13.08393,12.367416,-0.6001153,-1.3902837,1.5415386,10.085415,4.9125924,7.4852347,2.8627946,0.34218457,6.9803934,-0.23430759,-0.11976931,0.385383,19.689838,-1.3748922,2.351105,-0.32898557,1.5646149
t73,-0.9394861,2.73552,0.10460396,4.9490767,-0.7282708,-0.31299263,1.068741,1.8476784,0.09808608,6.2963066,-0.014264585,0.16132626,0.07693886,-0.4044096,0.27388006,-0.29932258,6.096293,3.7780583,-0.30241024,6.420373,-0.010904321,4.268148,-0.07188481,-0.014822292,-0.8544972,0.23082572,3.684507,-0.005964831,0.8692628,0.12776957,10.039839,-0.85476255,-0.21743208,-0.16272067,0.9752342
t74,-0.98257226,2.6413765,0.104835846,4.8447704,-0.7320828,-0.3471485,1.072546,1.8765441,0.090120435,6.195738,-0.013323503,0.16838591,0.07626348,-0.4393342,0.3724374,-0.3154038,6.13942,3.5495858,-0.30416006,6.619506,-0.011584334,4.290628,-0.08026636,-0.023190537,-0.86991626,0.24143821,3.5937998,0.083203,0.98970276,0.13263273,9.94279,-0.8590715,-0.22241719,-0.1584125,1.0025343
t72,-1.0581731,2.2586415,0.10352434,4.7569137,-0.7004464,-0.3792066,1.106259,1.9095646,0.08484494,6.094504,-0.0107257925,0.17260045,0.07519782,-0.51474524,0.53109,-0.33903167,6.09531,3.2499444,-0.28518444,6.907264,-0.012361294,4.35562,-0.0978237,-0.038111165,-0.9237504,0.2435255,3.4240727,0.10718989,1.0952429,0.13804924,9.432031,-0.86114174,-0.24910074,-0.15408936,0.93620986
t82,-1.0870898,2.2155578,0.105128,4.7117653,-0.7075871,-0.409821,1.1252654,1.9518453,0.078753024,6.056244,-0.009973475,0.17728718,0.07556969,-0.5494702,0.5828732,-0.3485202,6.1606026,3.0706801,-0.28400636,7.103379,-0.012659423,4.383626,-0.103573136,-0.044282425,-0.942833,0.2514294,3.3568783,0.24525166,1.2024417,0.14599936,9.390704,-0.87316227,-0.24854794,-0.148923,0.9496811
t83,-0.7662407,3.0587018,0.10226797,5.181019,-0.63575995,-0.0940525,0.8466537,1.4718207,0.14278255,6.764295,-0.01760543,0.14970802,0.07730878,-0.21062756,-0.009420556,-0.18991327,5.9894185,4.8756924,-0.3028835,4.941689,-0.008110026,4.4119177,-0.024946325,0.35659105,-0.6817437,0.19562958,4.176977,-0.065433055,-0.00681448,0.12839642,10.276469,-0.8435473,-0.17924866,-0.19098839,0.9427895
t47,-1.8098694,0.15269507,0.12183699,3.611911,-0.6439203,-0.8080387,0.5395341,1.7405459,1.2193964,6.2209015,0.98199636,0.2813815,0.07215956,-0.9017508,2.6593266,-0.63746405,5.621803,-0.10049485,-0.30255824,10.272538,-0.013520644,4.034977,-0.22755359,-0.13996215,-1.1082162,0.44589952,1.1462108,3.3335638,3.0647566,0.20850387,7.8477426,-0.9863992,-0.40273866,-0.10491233,1.9276907
t13,-3.251341,-0.96759075,0.13284916,1.8493507,-0.18976195,-1.490836,-0.10720611,0.7652039,10.714529,5.2139,7.180297,0.41780904,0.04067633,-1.6020461,9.114637,-1.38149,2.7358842,-1.7736835,-0.15596922,17.726477,-0.015712617,3.4900365,-0.5653773,-0.37808946,-1.3792661,0.91224486,0.17840265,9.064056,7.900155,0.39013204,0.09689886,-1.0516999,-0.4016354,-0.013090194,2.5824037
t29,-2.1491368,-0.66970795,0.0894461,1.3813182,-0.19723499,-0.880385,-0.16007675,0.5702285,6.9754834,3.336358,5.7867336,0.2295072,0.03134442,-1.0160124,6.8750124,-0.9486337,1.8053707,-1.3457831,-0.16385669,12.003551,-0.014393069,2.4299285,-0.40181908,-0.2508449,-0.97861177,0.5828729,0.13380985,5.4401865,6.510167,0.3104306,-0.10358879,-0.7719439,-0.16987969,-8.303613e-05,0.77880424
t30,-2.2943637,-0.72500944,0.09418254,1.4332718,-0.18716632,-0.9629843,-0.16124764,0.55518216,7.6525674,3.478326,6.1681523,0.24785148,0.03148026,-1.0890393,7.3599186,-1.022986,1.8091683,-1.4511105,-0.16220021,12.827519,-0.014705506,2.5407605,-0.42835116,-0.27010924,-1.0286033,0.62934333,0.14585492,5.970268,6.888094,0.3279795,-0.13665065,-0.8080552,-0.17648089,0.043209597,0.95782703
t14,-3.0964096,-1.0117649,0.122039944,1.7082808,-0.10970579,-1.3626809,-0.1952222,0.4426819,10.914644,4.046566,8.300888,0.3460664,0.03404975,-1.4741356,9.853659,-1.4051762,1.4945703,-1.9903405,-0.14860389,17.086847,-0.017225545,3.1070187,-0.57680726,-0.36538512,-1.2595651,0.8706432,0.20499244,8.640004,8.7384205,0.41738164,-0.38797197,-0.99083805,-0.23990493,0.015139984,1.8559622
t19,-3.2619019,-1.0227935,0.14502989,2.5207794,-0.10271318,-1.2201526,-0.3435787,-0.0005461547,11.109245,3.4088452,10.203907,0.3195776,0.047139235,-1.5564963,12.299304,-1.517258,0.47558597,-2.434225,-0.1999184,18.051722,-0.022778455,3.4250672,-0.6371002,-0.37739113,-1.2245243,0.88035417,0.24133226,8.704782,10.940317,0.4945668,-0.41523468,-1.1081334,-0.12296712,0.024602937,1.2206101
t97,-0.9109684,1.5542887,0.092798345,5.4234405,-0.047316596,7.056388,-0.8177725,-0.024303721,0.010500226,-0.17084287,7.565529,0.019252792,0.0825843,-0.08392061,10.746635,-0.4774236,0.9789148,-1.0802695,-0.3482944,3.1360233,-0.02347044,4.0213704,-0.44507813,-0.0003925032,0.5947051,0.28488675,0.0422761,-0.12698437,8.998578,0.21737236,1.7003708,-0.66596806,2.8457599,-0.05066299,-0.4424108
t124,-0.43371686,4.2613034,0.06674293,3.7796016,2.4516392,12.774428,-0.67426705,-0.04351378,0.09778592,-0.1401929,5.2596874,0.16268213,0.06246796,2.3945816,9.227967,-0.16394274,3.1367307,-0.34891263,-0.45957923,-0.7746332,-0.021335283,7.838971,-0.38719046,4.003166,3.1105788,0.15987967,0.012731632,-0.2389292,8.4195595,0.29434523,3.1126256,-0.57222,6.0461698,-0.10612569,-0.47860882
t125,-0.5860744,2.884571,0.07338542,4.4749064,1.0656868,10.398365,-0.82723874,-0.03331259,0.058093734,-0.19496877,6.2727413,0.06303996,0.07207119,1.0568855,10.178095,-0.29640436,2.0770938,-0.6940421,-0.38969415,0.13861212,-0.02375191,5.726895,-0.42274287,2.0721917,2.1134338,0.19225904,0.013919626,-0.18071955,8.690636,0.21108323,2.2997448,-0.55578524,4.172892,-0.070687845,-0.46170133
t55,-1.3773116,0.100620076,0.11264824,6.132645,-0.14540616,3.7480574,-0.73526436,-0.016563397,2.1163125,-0.085670404,9.058897,0.047032773,0.088730775,-0.4448854,11.37378,-0.7597622,0.046641655,-1.5439065,-0.2546249,6.8683105,-0.026788758,3.518642,-0.49386936,-0.08818552,-0.23100616,0.36547187,0.085428044,-0.029669354,10.157975,0.27522925,1.3330582,-0.8290761,2.7989094,-0.055006497,-0.327838
t56,-1.91039,-0.19079687,0.13301514,6.4858108,-0.14861465,1.3621708,-0.69502985,-0.013461733,4.3039155,-0.013340544,10.674807,0.09235382,0.08910639,-0.74909353,12.786826,-1.0256523,-0.08002873,-1.9923166,-0.23696788,10.254543,-0.029882444,3.3834138,-0.55873644,-0.17177396,-0.4888204,0.48832536,0.14156222,1.7558799,11.558987,0.3611011,0.84176636,-0.9614516,2.5162237,-0.043597806,-0.23144874
t60,-1.5580931,-0.03179566,0.12215782,6.591709,-0.15807348,3.1526322,-0.7716969,-0.016623331,2.9567628,-0.07654619,10.0162525,0.0572098,0.095335044,-0.5129721,12.297541,-0.88108695,-0.046812214,-1.7661083,-0.24612838,8.149305,-0.028560778,3.522654,-0.5322611,-0.112399705,-0.2934088,0.41800293,0.10031046,-0.0035211158,11.058161,0.29742676,1.2575366,-0.90350807,3.008378,-0.056848265,-0.30903015
t61,-1.5275728,-0.022254312,0.12094745,6.5363812,-0.16140316,3.2885153,-0.7702203,-0.016686521,2.8302488,-0.08301851,9.88896,0.053657327,0.09499126,-0.49612507,12.198382,-0.8645694,-0.038808446,-1.7379016,-0.24834296,7.9167666,-0.028290028,3.5622241,-0.52816343,-0.10731586,-0.28171763,0.4101716,0.09766716,-0.009743243,10.959872,0.2929232,1.2671547,-0.8958137,3.011039,-0.05695153,-0.3146282
t79,-1.0141122,2.8740387,0.10394422,6.7743354,0.17339078,8.927768,-0.9610074,-0.030010737,0.023306772,-0.23009482,9.050322,0.015340526,0.09770983,0.44695532,12.439079,-0.53983057,1.29789,-1.2149868,-0.3863416,2.8809316,-0.028158886,5.12766,-0.5215253,0.6625074,0.9444631,0.33193773,0.042618338,-0.18846476,10.78004,0.2111225,1.899206,-0.7560885,3.7806826,-0.059210937,-0.5447805
t123,-0.62178844,8.655982,0.10323421,7.6518874,3.266019,15.201719,-0.812397,-0.051011357,0.1490988,-0.2841928,8.602669,0.14301197,0.096366614,5.2349477,10.3949585,-0.3210788,3.457608,-0.59665966,-0.5273583,-1.047056,-0.030042524,10.786521,-0.53395003,6.078439,2.7119718,0.24838942,0.023132382,-0.37807783,11.422696,0.34419912,2.917308,-0.79735947,8.349903,-0.12556508,-0.6065837
t166,-0.66915214,12.098991,0.122503676,8.414382,5.2853265,18.277636,-0.5952991,-0.068731345,0.21920136,-0.23076595,8.668079,0.30466163,0.087364234,8.126389,9.088769,-0.25002533,4.6715455,-0.31256694,-0.6162905,-2.2038724,-0.029500084,14.020816,-0.49216282,9.160024,3.0120788,0.28202844,0.034895547,-0.51085556,11.56456,0.47841626,4.4096117,-0.968369,11.171381,-0.17003092,-0.70987856
t314,-0.7049987,14.202265,0.12787235,8.532946,6.959124,20.98414,-0.40728587,-0.08633423,0.27215075,-0.14524588,8.422508,0.46363008,0.07328905,10.201633,7.8501954,-0.19499984,5.8566394,-0.04978227,-0.72093636,-3.0895133,-0.029278774,16.395857,-0.45040274,11.420756,3.3654768,0.27199945,0.032421757,-0.60101587,11.746362,0.58789176,5.5101013,-1.109288,13.235812,-0.20022267,-0.7910624
t315,-0.7060607,14.204669,0.12794976,8.537622,6.9620595,21.00027,-0.40881076,-0.08640311,0.27201188,-0.14570068,8.428022,0.46366704,0.073343664,10.195286,7.8544583,-0.19486079,5.86076,-0.048832733,-0.72176486,-3.0883915,-0.029261325,16.400686,-0.45078436,11.420736,3.37845,0.27250573,0.03248841,-0.6011325,11.750243,0.58786094,5.514218,-1.1095618,13.234059,-0.20028806,-0.7925966
t272,-0.69804895,13.77962,0.12717746,8.687237,6.4318047,20.134037,-0.46856484,-0.08021842,0.25580317,-0.18553951,8.677668,0.4031922,0.07922404,9.621832,8.185839,-0.21741618,5.481614,-0.1423066,-0.681301,-2.8098702,-0.02980438,15.721875,-0.47149935,10.735081,3.1956072,0.28117093,0.033931825,-0.5788489,11.762734,0.5486249,5.0869284,-1.0704454,12.641044,-0.1889005,-0.77433217
t264,-0.6915189,13.333344,0.1272425,8.898993,5.9084334,19.20751,-0.5313879,-0.07398855,0.24111713,-0.22481814,8.956333,0.343517,0.08515383,9.085887,8.582923,-0.24608144,5.0514617,-0.24574612,-0.64352167,-2.5313993,-0.030358866,15.029867,-0.4906376,10.084743,3.011355,0.28771055,0.037210807,-0.5554237,11.785368,0.5141146,4.6685023,-1.0303762,12.009866,-0.17867276,-0.74822587
t245,-0.6968096,13.036967,0.12888594,9.071655,5.501144,18.67267,-0.5817428,-0.06997449,0.23363534,-0.24595203,9.159422,0.30596486,0.091318585,8.728245,8.892091,-0.26722318,4.762261,-0.31337762,-0.62313014,-2.3166728,-0.030405289,14.603665,-0.50697714,9.619771,2.8384764,0.291536,0.038615074,-0.5404656,11.839834,0.49231133,4.4583306,-1.0117738,11.62585,-0.173964,-0.735602
t250,-0.6989338,13.744797,0.12827979,8.7893095,6.2255507,19.937328,-0.49002883,-0.07899927,0.25384364,-0.19442327,8.778952,0.38838923,0.08313577,9.499455,8.338328,-0.22912784,5.3738937,-0.17215255,-0.67768264,-2.71983,-0.029520242,15.6103735,-0.47666892,10.587824,3.1039937,0.2834914,0.034744643,-0.5772412,11.786241,0.53953886,5.052026,-1.0666497,12.487503,-0.1873739,-0.76715237
t288,-0.7054449,14.311292,0.1299494,8.58191,6.879362,21.02971,-0.41413,-0.086599104,0.272676,-0.14546484,8.473728,0.46205997,0.07597118,10.198623,7.865889,-0.19745359,5.8282485,-0.057512935,-0.72077584,-3.0647283,-0.028915837,16.434942,-0.4524201,11.386199,3.2966363,0.27447635,0.032201555,-0.6052908,11.735315,0.58483016,5.591333,-1.1135393,13.24237,-0.20115033,-0.7926604
t289,-0.7108757,14.332453,0.12974976,8.578893,6.8899813,21.07802,-0.41693953,-0.08691399,0.2724424,-0.14475924,8.49855,0.4637017,0.07631459,10.198582,7.905336,-0.19778599,5.8393993,-0.056385104,-0.7220293,-3.058403,-0.02884768,16.459665,-0.45289516,11.399889,3.3154302,0.27540198,0.031865906,-0.6057936,11.74682,0.5843451,5.607898,-1.1156985,13.258676,-0.20094234,-0.7947223
t276,-0.6974403,13.597167,0.12895118,8.9155855,6.0057783,19.540064,-0.5173383,-0.07619669,0.24751335,-0.21293911,8.940752,0.36182928,0.08590791,9.282166,8.494707,-0.24158727,5.165958,-0.22082871,-0.656801,-2.5983543,-0.029864065,15.305563,-0.48659673,10.287336,3.0056708,0.28757614,0.036320288,-0.5673243,11.791008,0.5237843,4.8669767,-1.0483912,12.231818,-0.18305504,-0.7563268
t273,-0.70770365,14.282034,0.12922926,8.555835,6.8894806,21.091318,-0.4185284,-0.0871085,0.27281135,-0.14441557,8.474991,0.46363035,0.0760613,10.180604,7.9021525,-0.19748768,5.892436,-0.043676116,-0.72776955,-3.0605495,-0.02854188,16.459307,-0.45143038,11.393041,3.331284,0.27600154,0.031801965,-0.60491997,11.741755,0.5842998,5.620897,-1.1141601,13.229337,-0.20036387,-0.7984464
t274,-0.7115009,14.294437,0.12982754,8.575778,6.865583,21.067028,-0.41850856,-0.0866661,0.27256793,-0.14637637,8.48069,0.46296316,0.07586049,10.195155,7.8700657,-0.1963135,5.869675,-0.046489544,-0.7260357,-3.0670395,-0.028715137,16.462614,-0.45285738,11.401719,3.315086,0.27574235,0.03210245,-0.6048735,11.751365,0.58382535,5.600729,-1.1140747,13.223731,-0.20087373,-0.79607755
t240,-0.68421096,13.290796,0.1271895,8.847081,5.8461704,19.184526,-0.53631383,-0.07410702,0.24018657,-0.22247623,8.935108,0.34144908,0.08643912,9.008816,8.6298685,-0.24889389,5.0431447,-0.24811639,-0.64470965,-2.5066657,-0.030066773,15.01398,-0.48993704,10.037249,2.975982,0.285341,0.036918823,-0.5552358,11.759064,0.51219517,4.7225385,-1.0294437,11.974643,-0.17867514,-0.745041
t241,-0.7019853,14.137827,0.12765469,8.435625,6.9100304,21.049606,-0.41090125,-0.08695737,0.2707991,-0.14027235,8.381699,0.46140057,0.0739885,10.118488,7.9404716,-0.19531545,5.872968,-0.048844006,-0.72598624,-3.067925,-0.028958574,16.389185,-0.45001972,11.382323,3.365499,0.27313787,0.0311664,-0.6019028,11.712765,0.5845636,5.607025,-1.1118594,13.199509,-0.1988184,-0.7941176
t206,-0.6859623,11.847691,0.124833845,9.309872,4.4836245,17.0567,-0.70768434,-0.0596584,0.2013234,-0.29514042,9.656424,0.20584098,0.100643136,7.529002,9.578182,-0.3274879,4.1066937,-0.5011836,-0.564283,-1.7366271,-0.03199797,13.159757,-0.54763436,8.155235,2.4509254,0.28599793,0.035316974,-0.48572773,12.061073,0.42140657,3.5571916,-0.9370129,10.366255,-0.15365198,-0.6888638
t162,-0.6673653,11.147068,0.12075614,8.887945,4.2634845,16.715061,-0.72428304,-0.058447924,0.19060956,-0.28665236,9.350824,0.1996745,0.099076256,7.0263324,9.732982,-0.32185948,4.0151024,-0.5085247,-0.5604743,-1.6164242,-0.03125744,12.6937275,-0.5399341,7.7643166,2.500843,0.2778105,0.033273038,-0.4628121,11.882932,0.4071514,3.477674,-0.9044859,9.963002,-0.14890198,-0.6707856
t188,-0.67350185,11.237453,0.121190995,9.05546,4.239148,16.646406,-0.7331738,-0.057855282,0.19105227,-0.2942783,9.533148,0.19236551,0.10069377,7.0553575,9.744392,-0.32978636,3.999389,-0.52496535,-0.5535259,-1.588996,-0.031595454,12.669044,-0.5458183,7.6728883,2.442656,0.28193104,0.033501256,-0.4632467,11.952069,0.4014586,3.3655062,-0.903844,9.939858,-0.14767954,-0.671687
t326,-0.6973246,13.702175,0.124449834,8.027312,6.9149275,20.99158,-0.41305327,-0.08752973,0.26593214,-0.13021746,8.110502,0.47839475,0.071625926,9.893429,7.9425564,-0.17832498,5.9178505,-0.020612018,-0.72679746,-3.0570343,-0.02743869,16.16366,-0.43108663,11.175888,3.5198553,0.27599478,0.032650147,-0.5889586,11.492503,0.57341355,5.572711,-1.0911893,12.991245,-0.19670905,-0.7832899
t327,-0.69775176,13.707704,0.124470785,8.033706,6.9143586,20.989155,-0.41247758,-0.08752768,0.26662937,-0.13014017,8.108629,0.4786101,0.071820214,9.895627,7.948068,-0.17822742,5.913025,-0.020780897,-0.7264081,-3.0555499,-0.027449664,16.166584,-0.43084282,11.178381,3.5187132,0.27666017,0.032475885,-0.58912414,11.493174,0.5734452,5.567423,-1.0906277,12.995244,-0.19705151,-0.78298944
t229,-0.6815054,12.313178,0.12414249,8.590388,5.346117,18.347395,-0.59529305,-0.068859145,0.22276612,-0.23619469,8.8391,0.30399877,0.088469975,8.255307,9.018556,-0.2534702,4.726714,-0.316343,-0.61703247,-2.2331755,-0.029609686,14.129471,-0.49555036,9.208068,2.9340267,0.2885025,0.03828776,-0.5167139,11.592165,0.47707352,4.3547764,-0.9774545,11.224989,-0.168796,-0.718461
t230,-0.6828222,12.054541,0.12361635,8.732319,5.06367,17.911224,-0.6324894,-0.06601343,0.2143949,-0.2525722,9.045048,0.27431342,0.091785476,7.957436,9.212085,-0.27403042,4.5434995,-0.37216157,-0.6006326,-2.06553,-0.030185685,13.766899,-0.5096241,8.815968,2.8024476,0.28779805,0.037192143,-0.5031593,11.699821,0.45703,4.08852,-0.9592797,10.893296,-0.16309838,-0.707656
t208,-0.67806137,13.739601,0.12481904,8.022498,6.968433,20.951872,-0.41599166,-0.08798071,0.2650049,-0.12768471,8.036688,0.47485927,0.070437185,9.860337,7.9053564,-0.17952941,5.861555,-0.030434344,-0.7277796,-3.0607235,-0.028591076,16.24171,-0.43322983,11.264019,3.5067742,0.26468298,0.029874265,-0.5882142,11.431186,0.5895041,5.640404,-1.0829852,13.006029,-0.1989571,-0.78118485
t209,-0.678968,11.736926,0.123477764,8.938321,4.7104316,17.371542,-0.6802973,-0.06248478,0.205518,-0.27043384,9.283253,0.235632,0.09601612,7.5888696,9.467565,-0.30210164,4.2813725,-0.44235548,-0.58159906,-1.8493733,-0.031290647,13.335396,-0.5293221,8.353782,2.6079183,0.28366503,0.033938587,-0.4860639,11.84662,0.43800586,3.7916703,-0.9353988,10.50902,-0.15772828,-0.6953741
