,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
t55,10.680928,8.787856,8.704423,3.1047876,5.4962525,3.578796,4.539707,4.5127506,3.0827012,6.3060665,3.022216,5.472082,2.4246032,5.2553415,6.2032146,3.9830854,6.2623043,5.659193,4.3276653,3.8444402,5.012879,3.2862904,4.608398,3.1051004,5.7649055,3.5916197,6.051634,4.418356,5.062808,5.8152504,6.1882963,3.9780374,6.0749598,5.5484843,4.618945
t56,10.686576,8.795548,8.711665,3.0955203,5.491359,3.57512,4.542815,4.5074778,3.0756547,6.3125563,3.0285754,5.466198,2.4213352,5.262053,6.2102838,3.9769804,6.2564154,5.6646547,4.3207335,3.8498597,5.0211453,3.286361,4.6054215,3.1108518,5.770784,3.5963757,6.0586143,4.4246783,5.0598807,5.8241553,6.1827025,3.970797,6.0678725,5.5543175,4.613141
t60,10.667086,8.739813,8.652502,3.1574667,5.5006595,3.5961492,4.536845,4.5389705,3.1191862,6.257378,2.974383,5.521013,2.4284678,5.2196975,6.1560717,4.031551,6.311648,5.6138563,4.375615,3.7944756,4.966619,3.2503796,4.623793,3.055602,5.7152205,3.5473566,6.0032578,4.379588,5.05117,5.785521,6.229783,4.0259905,6.11284,5.4993167,4.6498055
t61,10.673872,8.764734,8.68406,3.1288123,5.507248,3.5830925,4.5383506,4.520138,3.0956059,6.285128,3.001356,5.493324,2.4271145,5.2385106,6.181647,4.004121,6.2815523,5.6382103,4.3480253,3.8237138,4.9913917,3.2798965,4.615381,3.0873892,5.743577,3.5715666,6.028694,4.400692,5.0637574,5.79324,6.2049775,4.000225,6.09013,5.529084,4.639664
t79,10.68831,8.852438,8.799581,3.0231664,5.506823,3.5681357,4.539451,4.476009,3.0385258,6.392195,3.1050966,5.3879066,2.4371688,5.2974434,6.263848,3.89803,6.1809916,5.7242403,4.2574353,3.9390063,5.066086,3.3573496,4.5903897,3.1742342,5.850922,3.658985,6.1139174,4.4645495,5.088879,5.841399,6.1304674,3.9177775,6.038801,5.6385674,4.565135
t123,11.505854,8.934212,9.9089575,2.1265087,6.0154753,2.6170552,5.386569,3.0668943,1.7735692,6.7648783,3.2666886,4.9749126,2.0003424,5.176662,6.3753757,3.527505,5.3590503,5.97481,3.896419,4.5614977,5.3258405,4.129824,4.265653,3.866289,6.286397,3.8536136,6.2031007,4.8363113,4.958655,5.596041,5.7227144,3.7310722,5.632443,6.0346074,5.1853075
t166,11.68852,8.937005,10.105053,1.9551119,6.1019454,2.4309428,5.572016,2.8765383,1.5735216,6.732887,3.2463071,4.958896,1.9611998,5.171065,6.340203,3.5439417,5.3059363,5.942192,3.9609253,4.6851954,5.4505973,4.163732,4.2683396,3.9911387,6.416854,3.9193406,6.2568235,4.7924485,4.832815,5.6430335,5.738833,3.7624083,5.515186,6.0358567,5.2297535
t314,11.914603,8.920388,10.360306,1.7563872,6.295229,2.111867,5.79663,2.408569,1.3681633,6.641346,3.2229438,4.8948383,1.8845954,5.1885657,6.2657404,3.5526834,5.264605,5.8906164,4.072891,4.8921986,5.695688,4.137446,4.2799087,4.218566,6.671606,4.1013823,6.4447527,4.685947,4.616651,5.7264056,5.7152877,3.797751,5.300666,6.028163,5.296268
t315,11.936037,8.930873,10.38353,1.7206019,6.3098745,2.080527,5.818018,2.3428948,1.3510834,6.6483517,3.2207758,4.9216785,1.8749543,5.1785746,6.2584662,3.5721908,5.254135,5.887527,4.087434,4.904032,5.7163057,4.1637373,4.2662067,4.244565,6.6993737,4.1117625,6.4628987,4.6748133,4.5854955,5.7375455,5.7194514,3.8016417,5.275719,6.022855,5.306187
t272,11.846237,8.923926,10.283674,1.8243425,6.2248597,2.2190547,5.7290983,2.608011,1.4254559,6.669645,3.225056,4.9147763,1.9159348,5.1832476,6.2876062,3.549782,5.2773023,5.9024916,4.035988,4.826118,5.6110673,4.1429653,4.281433,4.135595,6.587698,4.035035,6.371591,4.723962,4.6880374,5.6975603,5.7246604,3.7919683,5.3729057,6.0321565,5.2722025
t264,11.770769,8.946308,10.197005,1.878208,6.141014,2.3276942,5.6545053,2.7641609,1.4912182,6.7038374,3.2373624,4.9581633,1.9537245,5.170203,6.320454,3.5591106,5.3032804,5.9219484,4.0121713,4.741491,5.52145,4.1612244,4.2787905,4.041941,6.49706,3.9543064,6.2933474,4.750763,4.756954,5.68436,5.754036,3.7756472,5.4516125,6.0223994,5.2343035
t245,11.695499,8.935873,10.112914,1.9498947,6.103716,2.4289765,5.57924,2.8835354,1.563851,6.72946,3.24347,4.957094,1.9611632,5.17241,6.337852,3.544024,5.303475,5.9388585,3.9633825,4.6893187,5.4549184,4.163708,4.2710505,3.9948626,6.418629,3.9212227,6.254717,4.791049,4.829667,5.644503,5.7409363,3.765954,5.5120325,6.035881,5.2311373
t250,11.798071,8.93937,10.228192,1.8593291,6.16838,2.288371,5.681509,2.7104065,1.466542,6.690721,3.2329674,4.943305,1.9418415,5.174883,6.3092594,3.5558748,5.295281,5.914577,4.021947,4.7705173,5.5522957,4.1538982,4.281409,4.072617,6.5285354,3.9806042,6.3183255,4.7406197,4.732807,5.690912,5.7454486,3.7815216,5.424458,6.025415,5.2461696
t288,11.901072,8.876631,10.356987,1.7841669,6.3138633,2.0866086,5.7811003,2.447698,1.3654045,6.5657716,3.2337122,4.799395,1.9013249,5.247674,6.278943,3.469143,5.303003,5.883439,4.0749187,4.918367,5.731812,4.0455694,4.3526196,4.237372,6.662609,4.1310997,6.453007,4.6624036,4.643194,5.7405066,5.6898656,3.7821634,5.3221292,6.0359178,5.2744756
t289,11.899165,8.914428,10.348331,1.7827657,6.2964096,2.1029708,5.780318,2.4320111,1.3818669,6.60333,3.2469497,4.846405,1.8952641,5.21587,6.286036,3.5064468,5.3044252,5.896682,4.079835,4.8908525,5.70143,4.0902214,4.318839,4.2093062,6.665454,4.099546,6.4388065,4.6727924,4.6392593,5.756568,5.712714,3.7700367,5.310805,6.0290956,5.2736235
t276,11.756424,8.96983,10.184814,1.8728648,6.1070104,2.3292565,5.641164,2.773862,1.4961624,6.699854,3.2447755,4.9828553,1.9844316,5.1661873,6.336085,3.5729277,5.330303,5.9241023,4.0262394,4.7153754,5.506498,4.1638794,4.2933283,4.0133557,6.4824204,3.921757,6.2561717,4.73402,4.760146,5.7005806,5.7775116,3.7671976,5.472857,5.998607,5.206677
t273,11.919334,8.885499,10.369925,1.8055068,6.304734,2.0851717,5.79943,2.453982,1.34974,6.5846233,3.215709,4.809251,1.9013917,5.231743,6.2663584,3.4850864,5.2796745,5.8754406,4.0523186,4.9213433,5.708445,4.054783,4.3366523,4.213704,6.6742764,4.1122513,6.4259553,4.689853,4.6506443,5.719318,5.6798816,3.8000743,5.3073034,6.0453196,5.29208
t274,11.913461,8.919898,10.362007,1.7996114,6.2989454,2.09439,5.795166,2.4193172,1.3715712,6.6245613,3.23299,4.857566,1.8872203,5.198796,6.2728376,3.519915,5.281075,5.8909307,4.0598726,4.899617,5.686084,4.104227,4.2978497,4.1934834,6.6789308,4.086182,6.4267006,4.6975245,4.643572,5.7364035,5.6983585,3.7848108,5.2948217,6.0418,5.2949586
t240,11.747231,8.945453,10.170834,1.8986629,6.124326,2.3591118,5.631067,2.8045442,1.5124365,6.7114396,3.2405708,4.960578,1.9598185,5.170273,6.3282223,3.5561044,5.306597,5.9276996,3.9994226,4.7224026,5.498859,4.1625934,4.2785044,4.023421,6.4704657,3.939475,6.2770443,4.760976,4.7793903,5.674215,5.7535887,3.7713606,5.4736347,6.023849,5.2292886
t241,11.909499,8.901573,10.360867,1.8514634,6.2909822,2.0653667,5.7887087,2.469785,1.3619475,6.5530677,3.2428398,4.7668943,1.9163913,5.245259,6.291638,3.442724,5.325281,5.883183,4.041423,4.913434,5.68212,4.0137434,4.3719707,4.1650014,6.6739783,4.068758,6.386102,4.7002697,4.6945214,5.752366,5.6739197,3.767042,5.3089366,6.055631,5.271426
t206,11.5845375,8.93386,9.994284,2.0501428,6.060188,2.5362244,5.4668036,2.9770856,1.6832058,6.7608027,3.2605498,4.9601216,1.973058,5.171163,6.362859,3.5260968,5.319529,5.9666166,3.9120326,4.616928,5.37285,4.159706,4.2589617,3.9251802,6.3376393,3.8815687,6.222962,4.829615,4.911995,5.605904,5.721051,3.7410607,5.583051,6.044825,5.219305
t162,11.559763,8.934549,9.967853,2.072797,6.0486126,2.5603538,5.4415746,3.000905,1.7107408,6.761798,3.261871,4.9639754,1.9803692,5.1726356,6.366019,3.5264516,5.3294487,5.9685698,3.9071872,4.600908,5.3566384,4.1523614,4.2608175,3.9090507,6.321022,3.8742757,6.21682,4.8315034,4.9283514,5.603475,5.721608,3.7386951,5.598228,6.0420594,5.210679
t188,11.566393,8.934163,9.9753895,2.0674667,6.047511,2.554493,5.448461,2.9955552,1.7022973,6.7658067,3.264717,4.962836,1.9789962,5.171475,6.36906,3.5237005,5.3278117,5.972186,3.9035454,4.602108,5.3576555,4.155604,4.2584147,3.9103656,6.3221765,3.8714123,6.215873,4.835046,4.927214,5.599804,5.719065,3.7352257,5.597931,6.0439944,5.21216
t326,11.968307,8.947519,10.414122,1.6839403,6.3274817,2.0510309,5.849767,2.2900128,1.3260974,6.6715345,3.2151902,4.958526,1.8568347,5.1563854,6.2470737,3.6027207,5.2279887,5.885267,4.104333,4.917458,5.7371774,4.200358,4.2354975,4.265114,6.735495,4.119344,6.4893637,4.6652803,4.550084,5.744548,5.7227693,3.8098178,5.2427535,6.0191207,5.32711
t327,11.946607,8.9297905,10.393519,1.7111162,6.315214,2.0740216,5.828566,2.3252487,1.3407341,6.6566935,3.211688,4.931269,1.8707306,5.1733923,6.249799,3.581192,5.2395034,5.882519,4.0864596,4.911298,5.7217627,4.172776,4.2568793,4.2522364,6.7088304,4.1165457,6.4680295,4.67679,4.5756764,5.72953,5.714638,3.8116572,5.267234,6.0245447,5.3166623
t229,11.709638,8.915207,10.127672,1.940992,6.1124444,2.4103372,5.5932655,2.8559701,1.5507408,6.755458,3.268209,4.9356127,1.9381789,5.167404,6.3591614,3.5202432,5.2853427,5.9649053,3.9374664,4.7040763,5.4434648,4.18527,4.2529383,4.0137506,6.412331,3.9164145,6.2759314,4.815282,4.8437223,5.621641,5.72228,3.7402217,5.523994,6.0595007,5.2412906
t230,11.628055,8.932987,10.040771,2.011445,6.0753455,2.4940803,5.510969,2.9379537,1.6360186,6.7531404,3.257313,4.9578967,1.9668614,5.1708164,6.3566747,3.5302982,5.3124704,5.9599814,3.9269826,4.644234,5.4008694,4.163582,4.2609606,3.9523394,6.3656874,3.8940592,6.235579,4.8189144,4.884262,5.616826,5.726322,3.7468517,5.5590577,6.043877,5.2241383
t208,11.967533,8.95418,10.415403,1.6260217,6.3172345,2.0586648,5.8502755,2.223033,1.3234859,6.71458,3.193839,5.023847,1.8508292,5.1299095,6.2320147,3.6513474,5.189451,5.879721,4.0992737,4.9077277,5.7294984,4.2627068,4.1971946,4.2907248,6.7331195,4.1143003,6.486232,4.676689,4.5208373,5.7225494,5.7294364,3.8345444,5.241658,6.017106,5.3463216
t209,11.558316,8.938044,9.969018,2.0724876,6.038061,2.559205,5.440596,2.9902167,1.7071397,6.7783637,3.2724378,4.9636364,1.9802859,5.168258,6.37905,3.5166013,5.327537,5.983173,3.8879843,4.5901356,5.341518,4.163144,4.2518773,3.9012063,6.309118,3.8580434,6.204988,4.8467355,4.942945,5.5879188,5.7114496,3.7244074,5.610211,6.0464377,5.2138767
t293,11.947462,8.980299,10.396612,1.629156,6.3178782,2.075127,5.8304133,2.2265675,1.3473369,6.7291017,3.2239702,5.0247865,1.8414128,5.1178055,6.2548356,3.662656,5.2174315,5.905548,4.0995326,4.902983,5.725787,4.264018,4.1854243,4.2865996,6.7219095,4.105544,6.484439,4.666935,4.5249095,5.753543,5.7604823,3.805551,5.2388244,6.007636,5.3199143
t294,11.970966,8.960684,10.420609,1.5997542,6.32274,2.052001,5.854107,2.1938415,1.3236119,6.718771,3.1979823,5.045284,1.8452305,5.124176,6.2321978,3.6678731,5.1886125,5.883092,4.1185427,4.904151,5.743744,4.2837324,4.1880894,4.311693,6.739682,4.1268373,6.506438,4.661191,4.4974017,5.7344985,5.7434435,3.832194,5.235848,6.0062103,5.344496
t338,11.96111,8.952708,10.40789,1.6682072,6.3234196,2.0622256,5.8433394,2.2683125,1.3342322,6.685658,3.215753,4.977506,1.854706,5.148269,6.2473483,3.6158183,5.225551,5.888986,4.100123,4.9120393,5.729559,4.2174478,4.2240524,4.2677135,6.72847,4.115306,6.4852815,4.669735,4.546475,5.740855,5.7291884,3.8102162,5.2452707,6.017347,5.326098
t339,11.941696,8.933433,10.392252,1.6139532,6.298179,2.0819938,5.8254094,2.206096,1.3393174,6.723088,3.1677086,5.029577,1.8668582,5.1380224,6.2178335,3.6612265,5.175268,5.8660145,4.0863953,4.9000864,5.7171054,4.267387,4.2010727,4.3125405,6.708554,4.1190257,6.474456,4.690522,4.5204806,5.699325,5.7216706,3.8628998,5.2644734,6.0227823,5.3458977
t226,11.788496,8.9436655,10.215892,1.8627793,6.1551757,2.3088615,5.6721053,2.74002,1.4757574,6.702299,3.2338405,4.9572234,1.9448733,5.168948,6.313038,3.5627663,5.2951713,5.918281,4.018769,4.7572103,5.5375485,4.164053,4.2749715,4.059266,6.5149226,3.967806,6.3093634,4.7463403,4.7402306,5.687492,5.7521076,3.7805765,5.435511,6.0245886,5.2418637
t96,10.703439,8.896614,8.892787,2.9461577,5.5479,3.5369868,4.5470715,4.422216,2.97976,6.449665,3.1544387,5.3314886,2.442631,5.324647,6.2959704,3.842688,6.106569,5.74724,4.2059317,4.0177226,5.0906973,3.4526713,4.575794,3.2277844,5.918051,3.6803215,6.140055,4.500554,5.1325626,5.8275495,6.0733194,3.8714716,6.001545,5.702591,4.5586414
t143,10.5769825,9.012015,8.847723,2.9806738,5.442858,3.6834674,4.416165,4.577855,3.1059227,6.510811,3.2381105,5.227744,2.5531206,5.3728676,6.405137,3.7535825,6.074278,5.8969865,4.1542997,4.0999966,5.161768,3.4464023,4.5763073,3.230526,6.014465,3.8295014,6.272922,4.560577,5.1859965,5.9595127,6.0333486,3.7692215,6.056409,5.733997,4.359212
